Symbol,삼성SDI_시가(원),삼성SDI_종가(원),삼성SDI_거래량(주),삼성SDI_PER(IFRS-연결),삼성SDI_순매수수량(개인)(주),삼성SDI_순매수수량(기관계)(주),삼성SDI_순매수수량(외국인계)(주)
2017-05-16,154000.0,153000.0,160127.0,49.08,-5644,1781,-5481
2017-05-17,152500.0,155000.0,246074.0,49.72,-26042,28143,-4220
2017-05-18,152000.0,151500.0,292024.0,48.6,39464,-3973,-34655
2017-05-19,151500.0,156000.0,245549.0,50.04,-105554,52432,68425
2017-05-22,156000.0,156500.0,177297.0,50.2,-11138,1915,9243
2017-05-23,156000.0,157500.0,180839.0,50.52,-35606,36414,-2090
2017-05-24,158500.0,158000.0,167218.0,50.68,-30920,31218,1011
2017-05-25,158500.0,156500.0,185838.0,50.2,7890,10777,-14022
2017-05-26,157500.0,159500.0,267846.0,51.17,-113369,78700,29385
2017-05-29,162500.0,165000.0,335646.0,52.93,-91349,75076,30184
2017-05-30,165000.0,164500.0,268216.0,52.77,18804,-38715,42677
2017-05-31,165000.0,165500.0,331999.0,53.09,-19053,8453,10563
2017-06-01,163000.0,158500.0,400254.0,50.84,19046,-37113,25235
2017-06-02,159500.0,158500.0,292916.0,50.84,-4985,-32816,33626
2017-06-05,157000.0,158500.0,178572.0,50.84,-19835,-40772,61967
2017-06-07,160000.0,161000.0,198446.0,51.65,-37670,-10323,49797
2017-06-08,161000.0,159500.0,295417.0,51.17,15816,8892,-24555
2017-06-09,159500.0,155500.0,349800.0,49.88,51663,-78081,24837
2017-06-12,153500.0,148000.0,599554.0,47.48,148185,-169450,24368
2017-06-13,148500.0,151000.0,270689.0,48.44,27912,-22956,-881
2017-06-14,151500.0,150500.0,295407.0,48.28,-8715,-31365,38714
2017-06-15,149500.0,152000.0,172193.0,48.76,2188,18676,-22307
2017-06-16,152500.0,147500.0,294643.0,47.32,69393,-26190,-44863
2017-06-19,148000.0,155000.0,375439.0,49.72,-61466,52457,5518
2017-06-20,157000.0,156000.0,233720.0,50.04,-2424,-9260,14262
2017-06-21,155500.0,158000.0,265175.0,50.68,-59152,3405,51296
2017-06-22,159500.0,164000.0,541036.0,52.61,-186095,1731,197072
2017-06-23,165000.0,164500.0,307151.0,52.77,-67994,-20324,89584
2017-06-26,166000.0,172500.0,607350.0,55.34,-206152,44282,172553
2017-06-27,173500.0,176000.0,591129.0,56.46,-194585,-21613,223396
2017-06-28,173500.0,170500.0,497289.0,54.69,-20766,-7475,27756
2017-06-29,172500.0,168000.0,276576.0,53.89,-22519,9129,13447
2017-06-30,165500.0,171500.0,257586.0,55.01,-13245,-32299,44916
2017-07-03,172000.0,170000.0,206252.0,54.53,-23949,-5275,20895
2017-07-04,168500.0,168500.0,263754.0,54.05,-40938,13339,27313
2017-07-05,168000.0,177000.0,516326.0,56.78,-125794,147199,-3269
2017-07-06,177000.0,177000.0,388257.0,56.78,-18062,45197,-29993
2017-07-07,175500.0,177000.0,326829.0,56.78,-17022,97006,-79037
2017-07-10,178000.0,176000.0,278213.0,56.46,-32834,88378,-60587
2017-07-11,176000.0,176500.0,190984.0,56.62,-5610,12011,-6944
2017-07-12,175500.0,172500.0,257124.0,55.34,-16221,-35039,51090
2017-07-13,174000.0,181000.0,557722.0,58.06,-158879,11770,148407
2017-07-14,181500.0,181000.0,263822.0,58.06,-54638,7909,49806
2017-07-17,183000.0,187000.0,335737.0,59.99,-92287,73996,19936
2017-07-18,188000.0,189000.0,347937.0,60.63,-23770,41275,-18257
2017-07-19,188000.0,178000.0,644301.0,57.1,145076,-18865,-124149
2017-07-20,179500.0,177500.0,404126.0,56.94,33773,-31713,-4612
2017-07-21,176500.0,181000.0,265384.0,58.06,-66624,17250,48124
2017-07-24,181000.0,180000.0,213514.0,57.74,1705,35040,-36118
2017-07-25,180000.0,182000.0,247297.0,58.38,-30706,46007,-12836
2017-07-26,182500.0,171500.0,482123.0,55.01,73213,-82487,5793
2017-07-27,170000.0,173000.0,558227.0,55.5,68129,-91233,24482
2017-07-28,175500.0,166000.0,781325.0,53.25,141423,-96964,-45292
2017-07-31,163500.0,168500.0,330394.0,54.05,-71869,43723,28752
2017-08-01,168500.0,172000.0,248124.0,55.18,-60006,7543,53860
2017-08-02,174500.0,179500.0,364917.0,57.58,-144915,56729,91028
2017-08-03,180000.0,175500.0,298824.0,56.3,-20310,15061,6472
2017-08-04,178500.0,181500.0,404492.0,58.22,-117612,67561,49556
2017-08-07,184000.0,181000.0,267294.0,58.06,-36877,53240,-24925
2017-08-08,181500.0,177500.0,225402.0,56.94,16191,4986,-20548
2017-08-09,176500.0,170500.0,309685.0,54.69,87269,-10236,-72218
2017-08-10,169000.0,171000.0,311759.0,54.85,24809,48036,-67458
2017-08-11,167500.0,169000.0,384140.0,54.21,228,51307,-51502
2017-08-14,171500.0,176500.0,218942.0,56.62,-94355,34987,59090
2017-08-16,180000.0,178500.0,327605.0,57.26,-84346,111317,-26521
2017-08-17,177500.0,178000.0,156100.0,57.1,6432,-3611,-3343
2017-08-18,176000.0,176500.0,240057.0,56.62,18473,-658,-18011
2017-08-21,176500.0,178500.0,268510.0,57.26,-18941,21871,-1765
2017-08-22,179500.0,185500.0,464280.0,59.51,-222102,146903,75200
2017-08-23,188000.0,189000.0,424767.0,60.63,-155770,105390,58753
2017-08-24,188500.0,191000.0,465563.0,61.27,-194722,145172,49270
2017-08-25,192000.0,191000.0,278100.0,61.27,-85294,31697,53878
2017-08-28,190500.0,187000.0,271014.0,59.99,30128,24698,-53050
2017-08-29,184000.0,185500.0,319674.0,59.51,27155,-24558,-1808
2017-08-30,186500.0,192500.0,421849.0,61.75,-90753,43951,53027
2017-08-31,194000.0,196500.0,412694.0,63.03,-116174,14829,101169
2017-09-01,198000.0,197000.0,329443.0,63.19,-27686,11067,15337
2017-09-04,191000.0,193000.0,349161.0,61.91,-4959,66504,-59305
2017-09-05,193500.0,190500.0,293888.0,61.11,2639,24117,-23043
2017-09-06,192000.0,192500.0,266629.0,61.75,678,-21801,21215
2017-09-07,192000.0,193000.0,255968.0,61.91,-9332,-33413,43835
2017-09-08,193500.0,192500.0,207241.0,61.75,5927,-16431,7410
2017-09-11,194000.0,202500.0,618610.0,64.96,-196708,46573,147956
2017-09-12,204000.0,200000.0,397674.0,64.16,103857,-3505,-112572
2017-09-13,201500.0,208500.0,554660.0,66.88,-128257,-22723,160672
2017-09-14,209000.0,210000.0,425707.0,67.37,8714,-41503,44523
2017-09-15,208000.0,214500.0,400722.0,68.81,-3283,-5130,16035
2017-09-18,217500.0,220500.0,410794.0,70.73,-51123,-55663,120827
2017-09-19,221000.0,223000.0,436289.0,71.54,5613,-80166,72816
2017-09-20,223500.0,219000.0,333971.0,70.25,46707,-63721,22566
2017-09-21,215500.0,213000.0,432374.0,68.33,29525,-124509,93458
2017-09-22,213000.0,208500.0,305831.0,66.88,-33585,-38295,71537
2017-09-25,210000.0,216000.0,284106.0,69.29,-17954,14821,1641
2017-09-26,213500.0,210000.0,307822.0,67.37,60659,-8213,-52949
2017-09-27,212000.0,209500.0,210185.0,67.2,24226,-4150,-22087
2017-09-28,207000.0,200000.0,677664.0,64.16,120413,28797,-149476
2017-09-29,199500.0,198500.0,685843.0,63.68,101199,19159,-128102
2017-10-10,203000.0,213500.0,632311.0,68.49,-153352,-51995,204099
2017-10-11,214500.0,217000.0,360825.0,69.61,292,-51963,51781
2017-10-12,216500.0,215000.0,277890.0,68.97,-1544,-39590,42631
2017-10-13,215000.0,216000.0,436917.0,69.29,-26163,-27295,55794
2017-10-16,214000.0,203500.0,771109.0,65.28,138157,-217008,74610
2017-10-17,205000.0,202500.0,420210.0,64.96,5053,-24850,16874
2017-10-18,203000.0,198000.0,445683.0,63.52,50656,-31060,-17528
2017-10-19,197000.0,197000.0,311282.0,63.19,45319,-35458,-13235
2017-10-20,198000.0,199500.0,272371.0,64.0,8520,-25157,15471
2017-10-23,201500.0,205000.0,301557.0,65.76,-39112,-9378,38062
2017-10-24,205000.0,197500.0,364306.0,63.36,81476,-13688,-68781
2017-10-25,197500.0,198500.0,235953.0,63.68,-4681,-33752,46613
