Symbol,삼성SDI_시가(원),삼성SDI_종가(원),삼성SDI_거래량(주),삼성SDI_PER(IFRS-연결),삼성SDI_순매수수량(개인)(주),삼성SDI_순매수수량(기관계)(주),삼성SDI_순매수수량(외국인계)(주)
2004-12-16,109500.0,112000.0,573169.0,8.3,-314392,72137,237055
2004-12-17,112500.0,111000.0,280934.0,8.23,-116782,-27945,139960
2004-12-20,111000.0,114500.0,285782.0,8.49,-108949,12836,87883
2004-12-21,114500.0,112500.0,237185.0,8.34,39631,-61269,17860
2004-12-22,114000.0,111000.0,163177.0,8.23,30453,-17430,-3340
2004-12-23,111000.0,107500.0,233185.0,7.97,81194,-23388,-39154
2004-12-24,107500.0,108500.0,190562.0,8.04,68319,25097,-85353
2004-12-27,108500.0,109000.0,126121.0,8.08,5850,23494,-20220
2004-12-28,107500.0,108000.0,281053.0,8.01,32321,106384,-136678
2004-12-29,107500.0,110000.0,220690.0,8.15,-15435,3290,14145
2004-12-30,110500.0,113000.0,265762.0,8.38,-15321,-24521,35215
2005-01-03,114000.0,112000.0,129561.0,7.26,22380,2667,-21688
2005-01-04,108000.0,104500.0,658012.0,6.77,163864,-122763,-42809
2005-01-05,103000.0,102500.0,400801.0,6.64,162531,-133190,-28457
2005-01-06,102500.0,104000.0,468376.0,6.74,94210,-18257,-51838
2005-01-07,103000.0,102500.0,413033.0,6.64,109563,-73362,-40727
2005-01-10,101500.0,101500.0,271393.0,6.58,133412,-39907,-97680
2005-01-11,102000.0,106000.0,413187.0,6.87,-26121,32603,1870
2005-01-12,105500.0,102500.0,397544.0,6.64,184383,8562,-192960
2005-01-13,103000.0,104500.0,287147.0,6.77,5180,7995,-21292
2005-01-14,103500.0,105500.0,774191.0,6.84,-1327,20764,-26534
2005-01-17,107000.0,106000.0,949351.0,6.87,135242,-57502,-70521
2005-01-18,107500.0,109500.0,1021587.0,7.1,-118337,-6485,123773
2005-01-19,110500.0,108500.0,630614.0,7.03,-100708,8199,83291
2005-01-20,108000.0,110000.0,359194.0,7.13,-97457,-76,85314
2005-01-21,109000.0,113000.0,470896.0,7.32,-241906,100090,132152
2005-01-24,113500.0,115500.0,648132.0,7.49,-223527,44427,165813
2005-01-25,114000.0,111500.0,379241.0,7.23,72915,-1570,-70267
2005-01-26,112500.0,111000.0,303092.0,7.19,40780,-37695,1189
2005-01-27,110500.0,107500.0,431648.0,6.97,84571,-72851,-20022
2005-01-28,107000.0,111000.0,328628.0,7.19,-14976,-17064,39165
2005-01-31,109500.0,112000.0,308589.0,7.26,-75348,71742,19532
2005-02-01,113000.0,111500.0,252388.0,7.23,-21574,-29381,51671
2005-02-02,112000.0,111000.0,150457.0,7.19,14799,-23807,19227
2005-02-03,109500.0,112000.0,344943.0,7.26,148,-18529,28236
2005-02-04,111000.0,112000.0,267396.0,7.26,-34302,-22833,54292
2005-02-07,113500.0,112500.0,403074.0,7.29,127046,-22097,-114603
2005-02-11,110500.0,112500.0,649180.0,7.29,44448,-79356,36682
2005-02-14,113500.0,114500.0,405338.0,7.42,-63783,31950,32151
2005-02-15,116000.0,119500.0,1066331.0,7.74,-118785,-79257,143543
2005-02-16,120500.0,118000.0,554290.0,7.65,105997,-42241,-80732
2005-02-17,117500.0,118000.0,347913.0,7.65,66003,36279,-103181
2005-02-18,115500.0,118500.0,485933.0,7.68,55926,40094,-95821
2005-02-21,119500.0,118500.0,585638.0,7.68,53092,-61853,11261
2005-02-22,119000.0,117500.0,370910.0,7.62,-42687,-2674,59611
2005-02-23,116000.0,115500.0,336474.0,7.49,-42998,-2469,61366
2005-02-24,115500.0,119000.0,330222.0,7.71,-28486,4127,24003
2005-02-25,120000.0,122000.0,666344.0,7.91,-96402,7844,87929
2005-02-28,124500.0,123500.0,566871.0,8.0,-37161,3063,30954
2005-03-02,124000.0,123000.0,429888.0,7.97,-61368,-37169,104185
2005-03-03,123000.0,123000.0,278223.0,7.97,12874,-14134,5238
2005-03-04,122000.0,122500.0,255454.0,7.94,-35860,14700,24655
2005-03-07,122500.0,120500.0,355665.0,7.81,-12180,-33957,45393
2005-03-08,121000.0,116500.0,494950.0,7.55,55091,-13118,-44795
2005-03-09,114500.0,113000.0,808144.0,7.32,153230,26540,-107139
2005-03-10,111500.0,111500.0,568362.0,7.23,168346,-15841,-108402
2005-03-11,111500.0,111500.0,770848.0,7.23,265388,648,-261158
2005-03-14,110000.0,110000.0,514668.0,7.13,187413,-67818,-117101
2005-03-15,110500.0,108000.0,470684.0,7.0,98422,-100395,9960
2005-03-16,107500.0,108500.0,623909.0,7.03,36337,95932,-132948
2005-03-17,106000.0,103500.0,844634.0,6.71,176462,55837,-234945
2005-03-18,102500.0,104000.0,609484.0,6.74,-22231,33155,-12139
2005-03-21,104000.0,105000.0,487346.0,6.81,-24815,50929,-15670
2005-03-22,104500.0,106000.0,263404.0,6.87,3947,48734,-53692
2005-03-23,105000.0,105000.0,192976.0,6.81,-9424,-19850,27409
2005-03-24,104000.0,104000.0,215836.0,6.74,-6183,8079,-5402
2005-03-25,103500.0,105500.0,147628.0,6.84,-26721,31089,-3296
2005-03-28,107000.0,106500.0,238653.0,6.9,13161,35479,-49857
2005-03-29,106500.0,105500.0,221129.0,6.84,48,18317,-13595
2005-03-30,104500.0,106000.0,150361.0,6.87,-29481,25499,3380
2005-03-31,106000.0,104500.0,389180.0,6.77,37388,33832,-81315
2005-04-01,102500.0,103500.0,586047.0,6.71,-10561,41551,-41954
2005-04-04,102500.0,102000.0,255830.0,6.61,-23519,-996,23014
2005-04-06,101500.0,100000.0,781968.0,6.48,197784,57023,-261027
2005-04-07,99700.0,99900.0,479606.0,6.47,100725,33536,-135207
2005-04-08,100500.0,99900.0,426926.0,6.47,73099,-14494,-59275
2005-04-11,99200.0,99400.0,340455.0,6.44,21350,-40006,790
2005-04-12,99000.0,98300.0,454153.0,6.37,49903,19027,-58380
2005-04-13,98000.0,98600.0,197799.0,6.39,-9744,36374,-31900
2005-04-14,98700.0,98600.0,321979.0,6.39,32239,10099,-45762
2005-04-15,98000.0,98200.0,239253.0,6.36,-29172,-43166,70494
2005-04-18,97000.0,97000.0,364930.0,6.29,-68036,22711,46865
2005-04-19,96800.0,97300.0,255356.0,6.31,10224,-9578,-1702
2005-04-20,97300.0,98800.0,561128.0,6.4,46068,-2049,-40333
2005-04-21,98200.0,98500.0,278823.0,6.38,-28160,-34122,62340
2005-04-22,100000.0,99300.0,244112.0,6.44,-59968,-43764,98690
2005-04-25,98100.0,99400.0,156472.0,6.44,-6087,-5332,3294
2005-04-26,98600.0,98800.0,134818.0,6.4,-22680,-8440,32250
2005-04-27,97800.0,98800.0,236591.0,6.4,-6822,-60540,72930
2005-04-28,98800.0,98200.0,128234.0,6.36,-28397,56557,-31500
2005-04-29,97800.0,97400.0,184109.0,6.31,-38289,65330,-23727
2005-05-02,97500.0,98600.0,110547.0,6.39,-38376,-2144,39530
2005-05-03,98300.0,97500.0,112364.0,6.32,14637,-4663,-11734
2005-05-04,97100.0,97500.0,264672.0,6.32,23969,21158,-45337
2005-05-06,97200.0,96900.0,373415.0,6.28,55756,13028,-71524
2005-05-09,96300.0,95800.0,309849.0,6.21,-29254,-18416,44050
2005-05-10,95500.0,95400.0,219761.0,6.18,400,-22240,19630
2005-05-11,94000.0,94500.0,272555.0,6.12,-62065,-4031,69840
2005-05-12,94100.0,94200.0,198742.0,6.11,12972,-50442,40760
2005-05-13,93800.0,95000.0,241551.0,6.16,-4106,-40876,42722
2005-05-16,95600.0,96300.0,208999.0,6.24,-29636,36266,-6310
2005-05-17,97000.0,96400.0,126154.0,6.25,-37240,13340,23890
2005-05-18,97400.0,97300.0,193069.0,6.31,-29052,20092,-12120
2005-05-19,97600.0,98100.0,239868.0,6.36,-42905,74769,-39780
2005-05-20,98100.0,97700.0,145469.0,6.33,-44141,691,42380
2005-05-23,97100.0,97200.0,140538.0,6.3,2372,-10692,7720
2005-05-24,97700.0,96800.0,111001.0,6.27,12845,-13048,1013
2005-05-25,96600.0,97200.0,110834.0,6.3,-8538,2138,14350
2005-05-26,96600.0,95900.0,179072.0,6.22,33510,9860,-52420
2005-05-27,96300.0,96200.0,217173.0,6.23,5104,26235,-46612
2005-05-30,96300.0,96400.0,119653.0,6.25,-2305,5625,-8090
2005-05-31,96000.0,96400.0,140575.0,6.25,-8983,9320,8280
2005-06-01,95900.0,96000.0,153278.0,6.22,-13226,-17164,29660
2005-06-02,96400.0,96600.0,332498.0,6.26,67936,-44462,-33710
2005-06-03,97400.0,97700.0,397706.0,6.33,27073,56857,-90570
2005-06-07,97600.0,97700.0,284543.0,6.33,-13957,-20433,38490
2005-06-08,98000.0,98500.0,275651.0,6.38,-42978,58888,-19050
2005-06-09,98000.0,98900.0,220324.0,6.41,-24669,6346,29943
2005-06-10,98500.0,98300.0,143785.0,6.37,-9362,14253,-4901
2005-06-13,98100.0,99500.0,289060.0,6.45,-43064,37317,4957
2005-06-14,99600.0,99400.0,145899.0,6.44,-31621,16931,-2370
2005-06-15,99900.0,99900.0,251502.0,6.47,-35363,46712,-5199
2005-06-16,100000.0,99700.0,99327.0,6.46,-17730,-6760,22510
2005-06-17,99400.0,98600.0,214571.0,6.39,-35275,-31122,69680
2005-06-20,98100.0,97800.0,153590.0,6.34,-4487,-14833,25200
2005-06-21,97300.0,97000.0,239553.0,6.29,-30010,1554,27446
2005-06-22,96300.0,97200.0,173205.0,6.3,1422,25650,-23882
2005-06-23,97200.0,97900.0,180031.0,6.34,-11145,22035,-12690
2005-06-24,96800.0,96600.0,305868.0,6.26,70894,-13084,-57360
2005-06-27,95700.0,95600.0,319212.0,6.2,-8402,3707,5575
2005-06-28,96800.0,96200.0,175861.0,6.23,28225,-24675,-6060
2005-06-29,97000.0,96100.0,205164.0,6.23,39063,4707,-65935
2005-06-30,96000.0,97100.0,261350.0,6.29,-36727,35377,2330
2005-07-01,96500.0,97200.0,221804.0,6.3,38268,-288,-43890
2005-07-04,98300.0,97600.0,262495.0,6.33,9802,23912,-30970
2005-07-05,98000.0,98000.0,270609.0,6.35,-7532,98582,-107190
2005-07-06,98100.0,101500.0,1338679.0,6.58,26940,243670,-500750
2005-07-07,102000.0,101500.0,503859.0,6.58,-11095,97328,-137718
2005-07-08,102000.0,102500.0,312442.0,6.64,-67120,37209,22346
2005-07-11,105000.0,105500.0,894949.0,6.84,82092,52095,-183709
2005-07-12,106500.0,105000.0,434224.0,6.81,-68334,616,82891
2005-07-13,104500.0,105000.0,228407.0,6.81,-18437,-5852,36196
2005-07-14,106000.0,106000.0,584113.0,6.87,122211,1760,-126764
2005-07-15,107000.0,106000.0,456742.0,6.87,-50182,-34176,80582
2005-07-18,106000.0,105000.0,212385.0,6.81,28913,-68327,23634
2005-07-19,103500.0,103000.0,596265.0,6.68,142837,-164901,98607
2005-07-20,103000.0,101500.0,507517.0,6.58,83368,-98801,25260
2005-07-21,102000.0,102000.0,379749.0,6.61,101190,-56879,-18653
2005-07-22,100000.0,101500.0,341369.0,6.58,-41085,-33270,89290
2005-07-25,100500.0,102000.0,182928.0,6.61,22619,38104,-58673
2005-07-26,103000.0,103000.0,565998.0,6.68,167729,13717,-185585
2005-07-27,104500.0,103500.0,508035.0,6.71,-26120,24277,2976
2005-07-28,104500.0,103000.0,288945.0,6.68,32874,-29051,-10228
2005-07-29,103500.0,102000.0,409520.0,6.61,25152,5310,-19112
2005-08-01,101500.0,102500.0,281838.0,6.64,15861,3193,-11756
2005-08-02,102000.0,102000.0,248193.0,6.61,-11269,47399,-7300
2005-08-03,102000.0,102000.0,585469.0,6.61,47325,2602,-84751
2005-08-04,102000.0,101500.0,441200.0,6.58,-57353,20221,36992
2005-08-05,101500.0,102000.0,208438.0,6.61,-94082,-8418,103431
2005-08-08,101500.0,102000.0,100237.0,6.61,-30929,2656,34135
2005-08-09,102500.0,102000.0,191810.0,6.61,35619,24683,-60329
2005-08-10,103500.0,102500.0,271134.0,6.64,28509,10328,-42755
2005-08-11,102500.0,104500.0,814348.0,6.77,-8476,62768,-83755
2005-08-12,105500.0,105000.0,344536.0,6.81,-12535,-42693,34009
2005-08-16,105500.0,104000.0,306305.0,6.74,-31568,14463,12999
2005-08-17,102500.0,103500.0,181846.0,6.71,-38645,14732,21245
2005-08-18,103500.0,102500.0,328751.0,6.64,-9478,4751,-8065
2005-08-19,102000.0,102500.0,292549.0,6.64,-31937,-9917,44065
2005-08-22,102500.0,103000.0,276241.0,6.68,75285,35928,-120326
2005-08-23,103500.0,102500.0,326680.0,6.64,-3772,63347,-92924
2005-08-24,102500.0,101500.0,364074.0,6.58,-20544,8952,29681
2005-08-25,100500.0,102000.0,358837.0,6.61,-20413,-7910,-27164
2005-08-26,101000.0,101500.0,210934.0,6.58,-42206,30944,-10151
2005-08-29,100500.0,100000.0,825942.0,6.48,-40900,10390,593729
2005-08-30,101000.0,98200.0,650408.0,6.36,219972,123486,-351205
2005-08-31,97000.0,97300.0,686952.0,6.31,36694,223287,-360641
2005-09-01,97600.0,97400.0,332417.0,6.31,19691,-38610,23384
2005-09-02,97800.0,99200.0,275788.0,6.43,-14095,-44891,55204
2005-09-05,100500.0,99400.0,414308.0,6.44,131535,-10095,-120590
2005-09-06,99400.0,99800.0,352688.0,6.47,56020,-501,-13039
2005-09-07,100500.0,101000.0,264657.0,6.55,1431,17189,-22250
2005-09-08,102000.0,100500.0,327090.0,6.51,30640,-36279,23604
2005-09-09,100500.0,103000.0,572755.0,6.68,32713,-51916,-59410
2005-09-12,104000.0,106000.0,773160.0,6.87,-31837,-112239,138230
2005-09-13,107000.0,106000.0,582785.0,6.87,60908,-74427,23976
2005-09-14,105500.0,106000.0,412663.0,6.87,49561,72480,-131646
2005-09-15,106000.0,107500.0,519631.0,6.97,20548,-20968,-12344
2005-09-16,106500.0,106000.0,391915.0,6.87,33826,10310,-6503
2005-09-20,108000.0,104500.0,363307.0,6.77,64848,-52800,-6260
2005-09-21,104500.0,104500.0,236627.0,6.77,11136,-17000,24416
2005-09-22,104500.0,107000.0,440232.0,6.93,51339,-23064,-14278
2005-09-23,107000.0,104500.0,387631.0,6.77,44706,21548,-27745
2005-09-26,104500.0,105000.0,317478.0,6.81,21459,27560,-32895
2005-09-27,105500.0,106000.0,473870.0,6.87,-71416,-124456,207004
2005-09-28,107000.0,110000.0,932416.0,7.13,98579,-137112,26218
2005-09-29,111000.0,111000.0,516544.0,7.19,-164393,-30035,197733
2005-09-30,111000.0,108500.0,364087.0,7.03,-115375,7070,122652
2005-10-04,110000.0,111000.0,342112.0,7.19,-35233,15105,22522
2005-10-05,111000.0,110500.0,247192.0,7.16,-49530,-3922,64829
2005-10-06,110500.0,108500.0,448853.0,7.03,-20895,3753,18765
2005-10-07,108500.0,109500.0,375782.0,7.1,-63897,4473,60676
2005-10-10,111000.0,111500.0,419847.0,7.23,-34296,-16353,54649
2005-10-11,111500.0,110500.0,315214.0,7.16,32856,17998,-54444
2005-10-12,111500.0,108500.0,422120.0,7.03,-771,-45630,47710
2005-10-13,108500.0,106500.0,348330.0,6.9,48511,-29779,-17108
2005-10-14,106500.0,106500.0,294828.0,6.9,-27309,15070,6755
2005-10-17,105000.0,105000.0,291629.0,6.81,2027,-13504,11175
2005-10-18,105000.0,103000.0,410800.0,6.68,13525,-14661,4408
2005-10-19,102000.0,101000.0,456169.0,6.55,-22782,84310,-46756
2005-10-20,102000.0,100500.0,245714.0,6.51,44632,13834,-67371
2005-10-21,99900.0,102000.0,210981.0,6.61,-9685,-2019,22212
2005-10-24,102500.0,102000.0,414751.0,6.61,161144,-105780,-53737
2005-10-25,104000.0,102500.0,430416.0,6.64,39129,-25127,-20122
2005-10-26,102500.0,104000.0,762051.0,6.74,-84986,-136239,209369
2005-10-27,103500.0,103500.0,256104.0,6.71,-34048,36175,7652
2005-10-28,101500.0,101000.0,444272.0,6.55,-27834,105612,-86886
2005-10-31,101500.0,102500.0,273514.0,6.64,-46533,77626,-25645
2005-11-01,102500.0,103500.0,248464.0,6.71,-18790,-54775,74113
2005-11-02,104000.0,103500.0,175258.0,6.71,27051,-17246,11378
2005-11-03,104500.0,106000.0,326326.0,6.87,-30360,-12885,31681
2005-11-04,106000.0,107500.0,405841.0,6.97,-66782,-52161,120931
2005-11-07,108000.0,106500.0,183039.0,6.9,-16402,13753,5830
2005-11-08,107000.0,107000.0,256165.0,6.93,-34866,-26879,64608
2005-11-09,106000.0,106500.0,239492.0,6.9,-22977,18811,-1456
2005-11-10,106000.0,105500.0,208447.0,6.84,-25686,9898,12105
2005-11-11,106500.0,108500.0,539945.0,7.03,-102385,58780,43535
2005-11-14,109000.0,109000.0,321353.0,7.06,-66747,31353,32392
2005-11-15,109000.0,108500.0,217909.0,7.03,-40836,43545,8051
2005-11-16,108500.0,108000.0,293184.0,7.0,27229,-109630,65221
2005-11-17,108500.0,109000.0,235082.0,7.06,-39664,-7133,46033
2005-11-18,110500.0,108000.0,328716.0,7.0,-9045,32042,-23787
2005-11-21,108500.0,108000.0,382510.0,7.0,-46495,-24951,36435
2005-11-22,108000.0,106000.0,308790.0,6.87,-98736,2079,102479
2005-11-23,106000.0,107000.0,432281.0,6.93,85958,-96730,-34948
2005-11-24,106500.0,106000.0,331365.0,6.87,4755,-3001,9317
2005-11-25,106000.0,105000.0,274890.0,6.81,30170,-27358,-4801
2005-11-28,104500.0,105000.0,466435.0,6.81,55459,-71834,124
2005-11-29,105000.0,106000.0,569696.0,6.87,59933,-165445,116445
2005-11-30,106000.0,108000.0,492814.0,7.0,-20275,-94304,101884
2005-12-01,108000.0,109000.0,463266.0,7.06,-98011,10856,70215
2005-12-02,110000.0,109500.0,645604.0,7.1,-36132,-109059,135827
2005-12-05,109500.0,109500.0,290667.0,7.1,-54866,30678,24691
2005-12-06,109000.0,109000.0,328849.0,7.06,4112,9627,-10612
2005-12-07,108500.0,108000.0,460109.0,7.0,-41761,-13187,91367
2005-12-08,108000.0,109500.0,796270.0,7.1,153874,-10748,-114126
2005-12-09,109000.0,109000.0,364612.0,7.06,-99977,24652,76324
2005-12-12,109500.0,112000.0,786940.0,7.26,89946,-14430,-96413
2005-12-13,112000.0,110000.0,459886.0,7.13,14143,90043,-119607
2005-12-14,111000.0,109000.0,377109.0,7.06,-17851,-7011,26126
2005-12-15,108500.0,108500.0,363656.0,7.03,-34110,18675,12316
2005-12-16,107000.0,107500.0,459321.0,6.97,-21737,-15076,26059
2005-12-19,107000.0,110000.0,405902.0,7.13,-55028,-62437,120596
2005-12-20,109500.0,111000.0,389214.0,7.19,-30903,-43295,72264
2005-12-21,111000.0,111500.0,303752.0,7.23,-24680,19113,10103
2005-12-22,112500.0,110000.0,357449.0,7.13,-20919,34032,-7942
2005-12-23,111000.0,117000.0,1567317.0,7.58,262253,-70985,-207414
2005-12-26,117500.0,118000.0,734379.0,7.65,-7990,10443,-49607
2005-12-27,117500.0,115500.0,498354.0,7.49,13053,56392,-86652
2005-12-28,114500.0,115000.0,258760.0,7.45,-1067,36917,-33577
2005-12-29,115000.0,116500.0,391920.0,7.55,-6963,-11596,17369
2006-01-02,116000.0,115500.0,483145.0,22.7,42833,-64267,47193
2006-01-03,114000.0,108500.0,1374706.0,21.32,52158,24336,-67914
2006-01-04,109000.0,108000.0,672503.0,21.22,25582,-1538,-15645
2006-01-05,108000.0,107500.0,567959.0,21.12,-94623,-38651,151660
2006-01-06,107500.0,106500.0,672481.0,20.93,15684,34205,-43648
2006-01-09,107000.0,107000.0,280575.0,21.03,-79966,29477,49003
2006-01-10,108000.0,105500.0,451161.0,20.73,-17341,-16936,33733
2006-01-11,105000.0,105500.0,313262.0,20.73,19261,45346,-61763
2006-01-12,105500.0,104500.0,463116.0,20.54,-56766,24198,43802
2006-01-13,104000.0,104000.0,461839.0,20.44,-55066,48040,7526
2006-01-16,103000.0,102000.0,766518.0,20.04,199132,67985,-279107
2006-01-17,101500.0,101000.0,416215.0,19.85,-7350,35061,-26730
2006-01-18,101500.0,100500.0,637976.0,19.75,-37680,-23685,94283
2006-01-19,100000.0,99400.0,483468.0,19.53,56769,25151,-51855
2006-01-20,99000.0,96600.0,899309.0,18.98,-7092,-30933,38215
2006-01-23,95300.0,94200.0,753939.0,18.51,-74679,152951,-82262
2006-01-24,93300.0,93500.0,478666.0,18.37,13527,7476,-31053
2006-01-25,93400.0,94300.0,694709.0,18.53,74591,-63341,-5110
2006-01-26,94300.0,94800.0,295571.0,18.63,10030,-9780,11790
2006-01-27,95000.0,96800.0,345932.0,19.02,-74087,26223,27850
2006-01-31,96400.0,96800.0,297498.0,19.02,16782,-16562,-31440
2006-02-01,96600.0,96000.0,257950.0,18.86,-81028,10322,65476
2006-02-02,96600.0,95300.0,273048.0,18.73,27956,4655,-43027
2006-02-03,94300.0,91800.0,692496.0,18.04,160828,1029,-187847
2006-02-06,91000.0,88800.0,1228448.0,17.45,394039,-161986,-222513
2006-02-07,88600.0,89900.0,434811.0,17.67,-1051,17151,-4680
2006-02-08,89000.0,89300.0,338736.0,17.55,41323,-8553,-32350
2006-02-09,89500.0,88900.0,441945.0,17.47,126878,15372,-144860
2006-02-10,88000.0,89800.0,516478.0,17.65,7672,-59225,57633
2006-02-13,90200.0,90200.0,256736.0,17.72,-22045,-38615,69210
2006-02-14,89600.0,89500.0,264098.0,17.59,29201,25529,-101070
2006-02-15,89700.0,87600.0,659079.0,17.21,139543,-16213,-129680
2006-02-16,87200.0,86500.0,331850.0,17.0,11218,-1889,-28199
2006-02-17,86200.0,84000.0,780014.0,16.51,146032,-107582,-60720
2006-02-20,83500.0,83600.0,447308.0,16.43,34188,23685,-60273
2006-02-21,84000.0,83800.0,503217.0,16.47,19387,61935,-48292
2006-02-22,83800.0,84800.0,452811.0,16.66,130570,-12056,-115984
2006-02-23,84900.0,85300.0,382465.0,16.76,-106855,144225,-33610
2006-02-24,85100.0,85900.0,227174.0,16.88,45220,26215,-73555
2006-02-27,86000.0,86700.0,230390.0,17.04,13879,46571,-15350
2006-02-28,87600.0,86400.0,206418.0,16.98,18971,9179,-28240
2006-03-02,86600.0,86600.0,281107.0,17.02,8223,25717,-11120
2006-03-03,86500.0,85000.0,368615.0,16.7,42711,-17158,-20794
2006-03-06,84400.0,85100.0,171304.0,16.72,-14423,8793,3580
2006-03-07,85100.0,84000.0,190635.0,16.51,24991,-2201,-22790
2006-03-08,83300.0,83700.0,203774.0,16.45,11832,24997,-36830
2006-03-09,83300.0,83700.0,194630.0,16.45,6875,-4385,-3520
2006-03-10,83800.0,83600.0,176783.0,16.43,105655,-17435,-83440
2006-03-13,84000.0,83400.0,158110.0,16.39,38814,-43974,1350
2006-03-14,83800.0,83200.0,155764.0,16.35,43545,-27956,-7279
2006-03-15,83900.0,83200.0,191426.0,16.35,28505,19435,-55020
2006-03-16,83200.0,82000.0,388708.0,16.11,22045,12945,-33790
2006-03-17,81600.0,81600.0,225550.0,16.03,10978,-9356,34218
2006-03-20,81300.0,81800.0,136295.0,16.07,-10369,13369,-2500
2006-03-21,81600.0,81600.0,168829.0,16.03,1452,11838,-5890
2006-03-22,81600.0,80900.0,297646.0,15.9,855,-32735,32380
2006-03-23,81000.0,80500.0,354229.0,15.82,-49743,-36411,91234
2006-03-24,80200.0,78900.0,470576.0,15.5,20830,45150,-67610
2006-03-27,78500.0,78000.0,384518.0,15.33,-28754,6644,23810
2006-03-28,77700.0,77200.0,269996.0,15.17,-3165,-3754,4469
2006-03-29,76700.0,76600.0,305070.0,15.05,35880,3250,-37020
2006-03-30,76600.0,76300.0,291049.0,14.99,42546,60474,-104860
2006-03-31,76200.0,79000.0,468384.0,15.52,-2531,75366,-77125
2006-04-03,79100.0,80900.0,401374.0,15.9,40450,-10790,-38350
2006-04-04,81700.0,83400.0,632144.0,16.39,-19086,-71697,102613
2006-04-05,85200.0,83900.0,409883.0,16.49,-33325,-3100,-24525
2006-04-06,84500.0,84200.0,306899.0,16.55,-58447,71620,-13993
2006-04-07,83200.0,84200.0,182091.0,16.55,-15567,31568,-18261
2006-04-10,83100.0,84500.0,173080.0,16.6,-38848,9694,36074
2006-04-11,83500.0,83500.0,325988.0,16.41,20808,1012,-12690
2006-04-12,83000.0,82600.0,263682.0,16.23,18041,7161,-24836
2006-04-13,82300.0,82000.0,274684.0,16.11,53582,-3071,-50741
2006-04-14,82000.0,82300.0,263202.0,16.17,41930,-32906,-13290
2006-04-17,82500.0,81800.0,191893.0,16.07,44969,-42299,-3850
2006-04-18,81400.0,81000.0,349201.0,15.92,56045,8815,-43740
2006-04-19,81500.0,78700.0,478759.0,15.47,126439,-130259,-77770
2006-04-20,79700.0,82800.0,693531.0,16.27,-140,1590,-61180
2006-04-21,82000.0,81000.0,485829.0,15.92,45523,62666,-130030
2006-04-24,81000.0,80700.0,313649.0,15.86,-25456,-22020,41466
2006-04-25,80100.0,79500.0,225621.0,15.62,-5046,12566,-11380
2006-04-26,79200.0,79400.0,214120.0,15.6,7298,62574,-69832
2006-04-27,79000.0,78700.0,417576.0,15.47,-14655,38084,-44639
2006-04-28,78200.0,78000.0,293360.0,15.33,-33220,2649,30091
2006-05-02,77500.0,78300.0,421558.0,15.39,27608,46121,-92839
2006-05-03,78000.0,78500.0,689422.0,15.43,-24081,299811,-319040
2006-05-04,78300.0,78500.0,402528.0,15.43,-12361,155926,-148315
2006-05-08,79400.0,82300.0,731345.0,16.17,-112669,41897,68202
2006-05-09,82300.0,84500.0,601761.0,16.6,-148008,59185,50743
2006-05-10,84600.0,84100.0,342303.0,16.53,-38784,77633,-29638
2006-05-11,83900.0,85500.0,317150.0,16.8,-66772,71382,-5130
2006-05-12,84900.0,85400.0,246758.0,16.78,-21959,47439,-27430
2006-05-15,84500.0,85100.0,230021.0,16.72,-84453,96158,-12795
2006-05-16,85700.0,84800.0,280044.0,16.66,-23124,22778,-11974
2006-05-17,84500.0,84500.0,208869.0,16.6,-25924,97940,-64366
2006-05-18,83000.0,82800.0,486117.0,16.27,-19545,152965,-138270
2006-05-19,81800.0,82100.0,160588.0,16.13,-8526,7930,10461
2006-05-22,82800.0,81600.0,187440.0,16.03,-18967,24173,3624
2006-05-23,81600.0,81000.0,191068.0,15.92,-26891,77138,-56827
2006-05-24,80500.0,81000.0,220542.0,15.92,-17331,25761,-4430
2006-05-25,81400.0,80000.0,146723.0,15.72,-20075,10400,13545
2006-05-26,80200.0,79900.0,206147.0,15.7,-6943,26438,-19445
2006-05-29,80000.0,81000.0,221962.0,15.92,1715,19945,-19810
2006-05-30,80400.0,79800.0,357545.0,15.68,-35682,49512,-10700
2006-06-01,78500.0,78000.0,550131.0,15.33,21009,12755,-83744
2006-06-02,78900.0,77400.0,176725.0,15.21,627,51503,-53900
2006-06-05,77500.0,75800.0,178930.0,14.9,15095,-13180,-6004
2006-06-07,73200.0,72500.0,471924.0,14.25,13579,-34405,22252
2006-06-08,71000.0,69700.0,489108.0,13.7,60173,-122549,69426
2006-06-09,70100.0,69500.0,329541.0,13.66,67038,-23915,-41613
2006-06-12,69500.0,67100.0,459823.0,13.19,114121,8840,-124779
2006-06-13,65000.0,62400.0,712044.0,12.26,163902,-87311,-71971
2006-06-14,61200.0,60300.0,735305.0,11.85,187656,156994,-333568
2006-06-15,60900.0,60200.0,564734.0,11.83,60510,-11252,-73881
2006-06-16,61600.0,61500.0,464274.0,12.09,13183,-8404,-5023
2006-06-19,61500.0,60200.0,407276.0,11.83,29198,-9775,-20279
2006-06-20,60200.0,60200.0,487590.0,11.83,42281,-35895,-5652
2006-06-21,60400.0,59400.0,411041.0,11.67,-30848,-42468,68550
2006-06-22,60200.0,60100.0,310614.0,11.81,-23616,14605,10335
2006-06-23,59200.0,59200.0,228652.0,11.63,4025,18441,-32182
2006-06-26,59500.0,60000.0,327954.0,11.79,55646,47298,-110961
