Symbol,기아차_시가(원),기아차_종가(원),기아차_거래량(주),기아차_PER(IFRS-연결),기아차_순매수수량(개인)(주),기아차_순매수수량(기관계)(주),기아차_순매수수량(외국인계)(주)
2009-09-16,16550.0,17150.0,10258428.0,,-3144616,1607706,1493320
2009-09-17,17700.0,17300.0,13046685.0,,-2282201,1780400,399681
2009-09-18,17450.0,17150.0,7288686.0,,-1118803,257443,799140
2009-09-21,17250.0,16950.0,3636501.0,,-181680,-315211,531081
2009-09-22,17050.0,17700.0,8507377.0,,-1813998,1294088,229390
2009-09-23,17750.0,18150.0,10410104.0,,-1979346,389236,1327210
2009-09-24,18200.0,18500.0,17071966.0,,-4426546,4208696,-335370
2009-09-25,18600.0,19200.0,10031597.0,,-1779038,667065,908813
2009-09-28,19150.0,18300.0,5487515.0,,414913,-382543,-100700
2009-09-29,18550.0,18950.0,9052649.0,,-651371,-1293549,2107080
2009-09-30,18850.0,18600.0,7022756.0,,-1874299,1411074,304255
2009-10-01,18750.0,17350.0,9231721.0,,1608099,-1321006,-257
2009-10-05,17050.0,16900.0,5474797.0,,802542,-763644,30552
2009-10-06,17200.0,16850.0,4427276.0,,601497,-708013,297986
2009-10-07,17200.0,16050.0,7024717.0,,1228646,-1667374,447988
2009-10-08,16300.0,16950.0,5512779.0,,272437,-538427,287150
2009-10-09,17050.0,17600.0,5857915.0,,-26175,106015,-117220
2009-10-12,17750.0,17550.0,3260885.0,,-276704,49779,225635
2009-10-13,17650.0,17650.0,4446909.0,,-479351,61090,408171
2009-10-14,17750.0,17800.0,3544384.0,,-489324,253334,224730
2009-10-15,18000.0,17150.0,8043953.0,,1611681,-1781229,514732
2009-10-16,17100.0,16350.0,7913107.0,,2323029,-1548475,-178280
2009-10-19,16300.0,16900.0,4112429.0,,-468374,51474,626890
2009-10-20,16950.0,16600.0,3836410.0,,330656,-780140,303450
2009-10-21,16750.0,16900.0,3584562.0,,-613756,436897,155958
2009-10-22,16750.0,17150.0,5913812.0,,-2262084,1349982,813282
2009-10-23,17500.0,18300.0,13430318.0,,-4993671,2051459,2730795
2009-10-26,18300.0,18650.0,9037532.0,,-2666009,1501100,934959
2009-10-27,18550.0,19050.0,7443667.0,,-1551435,223296,1391279
2009-10-28,18950.0,18500.0,6166291.0,,-543641,210915,260386
2009-10-29,18150.0,18200.0,6712975.0,,-173003,491242,-371729
2009-10-30,18550.0,18000.0,4926852.0,,305257,-746147,480090
2009-11-02,17400.0,17650.0,5596229.0,,365352,-758173,336501
2009-11-03,17750.0,18150.0,3476490.0,,-439986,380766,18090
2009-11-04,18000.0,18500.0,3534814.0,,-392279,401409,-54650
2009-11-05,18300.0,18300.0,3255968.0,,-204452,305342,-120400
2009-11-06,18700.0,18350.0,3983468.0,,-341430,-133511,659790
2009-11-09,18300.0,18050.0,3378738.0,,509449,-700693,297900
2009-11-10,18300.0,18000.0,3668272.0,,33314,-355674,440290
2009-11-11,18100.0,18100.0,2581080.0,,375197,-135697,-208820
2009-11-12,18050.0,17700.0,2194262.0,,477561,-302561,-106920
2009-11-13,17650.0,17300.0,3465839.0,,425044,-691204,342020
2009-11-16,17450.0,17250.0,3805117.0,,704938,-677269,187771
2009-11-17,17350.0,16800.0,3465789.0,,1263032,-1031080,-25400
2009-11-18,16950.0,17300.0,3233764.0,,-329041,216591,36370
2009-11-19,17350.0,17650.0,2907333.0,,-418732,342732,91200
2009-11-20,17600.0,17650.0,1689624.0,,75489,148531,-219820
2009-11-23,17550.0,17350.0,1859954.0,,289162,-190708,-8380
2009-11-24,17550.0,17650.0,2456367.0,,-358951,433971,-18480
2009-11-25,17700.0,17700.0,1289512.0,,-177271,214051,-37580
2009-11-26,17800.0,17450.0,2208865.0,,-458630,-104210,524830
2009-11-27,16950.0,16400.0,4544275.0,,1090156,-398957,-748079
2009-11-30,16750.0,17150.0,3261673.0,,-1001047,837510,2797
2009-12-01,17250.0,17700.0,4221092.0,,-1256102,1341622,-86380
2009-12-02,17950.0,17650.0,3404159.0,,-122332,-127313,241585
2009-12-03,17700.0,17650.0,3582054.0,,513988,-572560,186076
2009-12-04,17500.0,17700.0,3542260.0,,163342,-530724,447352
2009-12-07,17750.0,18000.0,4860269.0,,-1061751,939612,132729
2009-12-08,18000.0,17800.0,2123701.0,,87635,331142,-395267
2009-12-09,17650.0,18600.0,6729629.0,,-2205888,2137191,12677
2009-12-10,18800.0,19000.0,9259181.0,,-2098764,1409487,518167
2009-12-11,19100.0,19050.0,5143745.0,,-656456,719602,-87006
2009-12-14,19100.0,19450.0,4671987.0,,-1025197,382227,663300
2009-12-15,19650.0,19800.0,4997897.0,,-401607,-456129,913340
2009-12-16,19700.0,19600.0,3657583.0,,961878,-805441,-47907
2009-12-17,19450.0,19900.0,3899194.0,,-369290,98320,292350
2009-12-18,19700.0,19700.0,4003368.0,,601760,-657350,10670
2009-12-21,19850.0,20200.0,4411527.0,,-885193,-69468,1062136
2009-12-22,20250.0,20350.0,3003721.0,,-30204,-1966,99340
2009-12-23,20250.0,20500.0,3721366.0,,-734467,263531,532380
2009-12-24,20600.0,20500.0,4293305.0,,-673797,243467,608490
2009-12-28,20400.0,20100.0,3822177.0,,267333,-278654,198420
2009-12-29,19950.0,20000.0,2242871.0,,172983,-234916,180820
2009-12-30,20100.0,20050.0,3106140.0,,798451,-763913,84762
2010-01-04,20100.0,20800.0,4286586.0,7.81,18581,-792921,753570
2010-01-05,20850.0,19650.0,11881641.0,7.38,2001356,-2331316,1520020
2010-01-06,19750.0,19850.0,6922929.0,7.45,-42205,-445095,517880
2010-01-07,19800.0,18950.0,5891529.0,7.11,986704,-954373,-55981
2010-01-08,18750.0,19350.0,7175395.0,7.26,692803,200689,-847201
2010-01-11,19300.0,18750.0,4437430.0,7.04,566291,-186846,-265275
2010-01-12,18800.0,18950.0,3249009.0,7.11,-562742,629835,4287
2010-01-13,18800.0,19000.0,2774689.0,7.13,-178367,258755,122442
2010-01-14,19200.0,19100.0,3078662.0,7.17,379515,42575,-478620
2010-01-15,19200.0,19100.0,5504880.0,7.17,297779,-318971,84636
2010-01-18,18750.0,18650.0,4705585.0,7.0,1430373,-711775,-702638
2010-01-19,18700.0,18550.0,3689605.0,6.96,783637,-725253,34270
2010-01-20,19050.0,18700.0,3884583.0,7.02,119769,78699,-109738
2010-01-21,18500.0,19400.0,4630734.0,7.28,-1118399,1533590,-500861
2010-01-22,19300.0,19600.0,6331450.0,7.36,-985827,1352543,-404655
2010-01-25,19300.0,19250.0,3747480.0,7.23,-92042,325310,-506799
2010-01-26,19300.0,18600.0,4605612.0,6.98,209556,198423,-381869
2010-01-27,18700.0,18850.0,4812513.0,7.08,-653574,935751,-216217
2010-01-28,19050.0,19650.0,5676862.0,7.38,-1128046,495336,603630
2010-01-29,19500.0,19550.0,7900391.0,7.34,-2226531,2480021,-307590
2010-02-01,19950.0,20650.0,9113165.0,7.75,-2575368,146188,2456190
2010-02-02,20850.0,20200.0,5489218.0,7.58,-486155,295538,65576
2010-02-03,20600.0,20500.0,4323733.0,7.69,-511915,-83768,495353
2010-02-04,20500.0,21100.0,8300454.0,7.92,-1992292,911323,887286
2010-02-05,20300.0,20550.0,7336033.0,7.71,-690498,1570122,-1016684
2010-02-08,20750.0,20850.0,4429357.0,7.83,-1291498,682058,635920
2010-02-09,21000.0,20850.0,5568912.0,7.83,-308051,-500578,976762
2010-02-10,21000.0,20650.0,3600617.0,7.75,-300676,-45916,292152
2010-02-11,20700.0,21000.0,4297794.0,7.88,-257450,-236380,418170
2010-02-12,21000.0,21050.0,2690471.0,7.9,-128352,99712,-24370
2010-02-16,21100.0,21750.0,4260521.0,8.16,-722350,-26730,658540
2010-02-17,22000.0,21700.0,3400689.0,8.14,379501,-451511,55330
2010-02-18,21650.0,21300.0,2566922.0,7.99,291355,-583565,316790
2010-02-19,21050.0,21100.0,2883177.0,7.92,177222,-50852,-6480
2010-02-22,21350.0,21250.0,2579826.0,7.98,-475933,622113,-10000
2010-02-23,21350.0,21700.0,2740688.0,8.14,-716449,273435,466014
2010-02-24,21550.0,21650.0,3127305.0,8.13,-675019,378429,276320
2010-02-25,21700.0,21450.0,1807186.0,8.05,-86643,145723,-60480
2010-02-26,21450.0,21750.0,1695585.0,8.16,-363057,297560,62137
2010-03-02,22050.0,21850.0,3945121.0,8.2,-789494,665678,142023
2010-03-03,22100.0,22400.0,4388088.0,8.41,-792046,234636,630660
2010-03-04,22400.0,22500.0,2496113.0,8.45,-304472,-75786,421008
2010-03-05,22500.0,22750.0,2386840.0,8.54,-647650,172920,411420
2010-03-08,23050.0,22800.0,4332096.0,8.56,435163,-972683,688300
2010-03-09,22550.0,22050.0,4714309.0,8.28,1075634,-1370656,380760
2010-03-10,22200.0,22200.0,4159368.0,8.33,1164501,-1314448,130967
2010-03-11,22200.0,21800.0,3848446.0,8.18,1240793,-1251306,139873
2010-03-12,21800.0,21100.0,6157228.0,7.92,2372859,-1983325,-86424
2010-03-15,21100.0,21350.0,3454709.0,8.01,-618372,-47175,612062
2010-03-16,21500.0,22300.0,5036432.0,8.37,-2066982,1421250,286842
2010-03-17,22450.0,22750.0,4222802.0,8.54,-1898203,936563,923340
2010-03-18,22600.0,22800.0,2430402.0,8.56,-760024,223338,597826
2010-03-19,23200.0,23950.0,7830176.0,8.99,-2997705,504595,2451900
2010-03-22,23950.0,24550.0,5480252.0,9.21,-1123270,443850,701600
2010-03-23,24800.0,24450.0,4939017.0,9.18,187967,-252085,-15800
2010-03-24,24600.0,24850.0,3434197.0,9.33,-241937,-84018,348745
2010-03-25,24700.0,25300.0,4121174.0,9.5,-461128,35790,396750
2010-03-26,25300.0,25200.0,2550684.0,9.46,168078,27310,-260528
2010-03-29,24850.0,25850.0,3658130.0,9.7,-586205,-64555,605570
2010-03-30,26200.0,25750.0,4137023.0,9.66,435110,-711087,228927
2010-03-31,25800.0,25250.0,4327610.0,9.48,536417,-377649,-107298
2010-04-01,25200.0,26350.0,4978492.0,9.89,-114200,-329228,400410
2010-04-02,26500.0,26050.0,6147534.0,9.78,1472289,-1658562,121801
2010-04-05,26450.0,26800.0,5884966.0,10.06,157455,195371,-352630
2010-04-06,27100.0,26400.0,3255342.0,9.91,569438,-75998,-538710
2010-04-07,26300.0,26350.0,3637450.0,9.89,-14681,-322238,215580
2010-04-08,26150.0,26900.0,2944595.0,10.1,-303174,-199206,504430
2010-04-09,27000.0,27000.0,3698843.0,10.13,611993,-377279,-257729
2010-04-12,26750.0,25050.0,10124493.0,9.4,2359362,-1388775,-936987
2010-04-13,25400.0,26050.0,7104305.0,9.78,-160481,-465940,627101
2010-04-14,26250.0,25700.0,4701510.0,9.65,668214,-487753,103820
2010-04-15,25800.0,25200.0,6959667.0,9.46,1578299,-875009,-588170
2010-04-16,24950.0,24950.0,5682239.0,9.36,846194,-227246,-661100
2010-04-19,24500.0,24950.0,3481224.0,9.36,41030,-282300,274630
2010-04-20,25100.0,25350.0,2907512.0,9.51,123850,-275599,139140
2010-04-21,25650.0,26250.0,4514370.0,9.85,-760225,102595,636870
2010-04-22,26200.0,26400.0,3294968.0,9.91,-8607,148817,-27990
2010-04-23,26750.0,26400.0,6114510.0,9.91,215420,911921,-1067870
2010-04-26,26450.0,26350.0,3902325.0,9.89,141957,226719,-400025
2010-04-27,26250.0,25850.0,4302219.0,9.7,134798,250219,-345407
2010-04-28,25250.0,26450.0,4599114.0,9.93,10107,179033,-192710
2010-04-29,26700.0,26950.0,7107625.0,10.12,-1782137,1490324,-25487
2010-04-30,27400.0,27400.0,5179462.0,10.28,-1529360,711310,738700
2010-05-03,27400.0,27800.0,4903192.0,10.43,-347369,406709,-135310
2010-05-04,28150.0,28950.0,6928394.0,10.87,-1971962,951952,999790
2010-05-06,28450.0,29050.0,9764295.0,10.9,-43558,351607,-244850
2010-05-07,28300.0,28950.0,9047605.0,10.87,-488954,-366897,501632
2010-05-10,29000.0,29300.0,5655336.0,11.0,827680,-431551,-228849
2010-05-11,29750.0,29800.0,5608668.0,11.18,-303067,-339743,780940
2010-05-12,30250.0,30300.0,6137852.0,11.37,-161232,-58495,251567
2010-05-13,30700.0,31150.0,5727032.0,11.69,-628623,686153,73180
2010-05-14,31400.0,31900.0,5365017.0,11.97,545527,-105804,-200837
2010-05-17,31400.0,31700.0,5890762.0,11.9,1178128,26743,-1169341
2010-05-18,31900.0,29250.0,10670967.0,10.98,1478498,-1360591,-59810
2010-05-19,28800.0,29900.0,11514974.0,11.22,-271248,-557376,847286
2010-05-20,30000.0,29750.0,8084236.0,11.17,3413,202017,-137580
2010-05-24,29700.0,29100.0,4989392.0,10.92,655750,-559462,-52336
2010-05-25,28700.0,28000.0,11678192.0,10.51,329657,376931,-836046
2010-05-26,28500.0,30300.0,7890243.0,11.37,-1002008,-820634,1830592
2010-05-27,29700.0,30650.0,6011592.0,11.5,196843,-219534,-24419
2010-05-28,31400.0,31050.0,5490129.0,11.65,-672817,124939,628668
2010-05-31,31200.0,31300.0,2486457.0,11.75,10956,2516,-34222
2010-06-01,31250.0,30050.0,4497133.0,11.28,914616,-913603,114192
2010-06-03,30900.0,31000.0,4019685.0,11.64,-211677,-1952,218559
2010-06-04,31000.0,32750.0,8652905.0,12.29,-1667308,912581,698454
2010-06-07,32200.0,33700.0,9712749.0,12.65,65693,628784,-691455
2010-06-08,33700.0,33600.0,6620886.0,12.61,882452,-614591,-196495
2010-06-09,33600.0,32800.0,5027822.0,12.31,758369,-427129,-280000
2010-06-10,32950.0,32450.0,6093372.0,12.18,1413451,-302199,-1058972
2010-06-11,33150.0,32350.0,5653052.0,12.14,592507,-339726,-239323
2010-06-14,32550.0,31350.0,10398763.0,11.77,1779635,-1022992,-810173
2010-06-15,31350.0,32350.0,7413607.0,12.14,404547,-353693,-40103
2010-06-16,32150.0,31900.0,5693081.0,11.97,138801,-107578,-94303
2010-06-17,32050.0,32150.0,5018334.0,12.07,-53621,318405,-591141
2010-06-18,32400.0,31900.0,3779575.0,11.97,863510,-65219,-841072
2010-06-21,32200.0,31800.0,5769111.0,11.94,643912,-29431,-556891
2010-06-22,31700.0,32650.0,5271350.0,12.25,-356685,139126,162309
2010-06-23,32500.0,31850.0,3927225.0,11.95,767891,-617213,-288528
2010-06-24,31850.0,31950.0,4187181.0,11.99,-110483,-166124,289227
2010-06-25,31800.0,32400.0,3154337.0,12.16,-349857,266160,187680
2010-06-28,32200.0,33300.0,4915690.0,12.5,-581757,215628,287119
2010-06-29,33500.0,32450.0,4099982.0,12.18,-62628,110558,-19150
2010-06-30,31850.0,32700.0,3312474.0,12.27,-340715,387627,-38940
2010-07-01,32200.0,31600.0,4644237.0,11.86,605499,-502,-369507
2010-07-02,31600.0,30950.0,3952724.0,11.62,364910,-190250,-154910
2010-07-05,30800.0,30700.0,3677811.0,11.52,258664,-121834,-116340
2010-07-06,30500.0,31500.0,4170622.0,11.82,89012,296616,-373448
2010-07-07,31700.0,31400.0,2111180.0,11.79,180433,-119201,-112792
2010-07-08,31900.0,31950.0,2879521.0,11.99,-523633,226723,237960
2010-07-09,32300.0,32550.0,2797421.0,12.22,-850620,455693,347047
2010-07-12,32800.0,32950.0,2446456.0,12.37,-514722,135681,399801
2010-07-13,32900.0,31850.0,4616533.0,11.95,567842,-423054,-137589
2010-07-14,32200.0,31600.0,5866660.0,11.86,962049,-364539,-532450
2010-07-15,31650.0,31200.0,3454461.0,11.71,808070,-446184,-398301
2010-07-16,31300.0,30450.0,5830748.0,11.43,1520196,-1137958,-292640
2010-07-19,30000.0,30650.0,3374284.0,11.5,694135,-289535,-349470
2010-07-20,30450.0,30800.0,2709257.0,11.56,757216,-269319,-329787
2010-07-21,30900.0,30400.0,3085545.0,11.41,376184,-664636,323620
2010-07-22,30450.0,29200.0,5271450.0,10.96,1154829,-582704,-671255
2010-07-23,29650.0,29400.0,3228741.0,11.03,189143,-79108,-212565
2010-07-26,29500.0,30850.0,3878254.0,11.58,-358771,778538,-433827
2010-07-27,31000.0,30900.0,3577067.0,11.6,-356176,-121084,502570
2010-07-28,31200.0,30500.0,2136768.0,11.45,340327,-307329,-96048
2010-07-29,30500.0,30200.0,2359119.0,11.34,128532,-176139,146567
2010-07-30,30200.0,30900.0,3624536.0,11.6,259939,-47708,-122171
2010-08-02,31300.0,32300.0,6866711.0,12.12,-1557950,1688181,-182781
2010-08-03,32600.0,32250.0,4565530.0,12.1,-384288,35665,325780
2010-08-04,32750.0,31600.0,5071697.0,11.86,894538,-912785,100275
2010-08-05,31900.0,31600.0,2955586.0,11.86,-273905,181040,110985
2010-08-06,31550.0,30850.0,3399825.0,11.58,571214,-698764,178220
2010-08-09,30400.0,30850.0,2264523.0,11.58,405637,-454461,120550
2010-08-10,30800.0,30050.0,4589188.0,11.28,1741004,-1525821,-169239
2010-08-11,29900.0,30150.0,2958321.0,11.32,92189,-327519,307860
2010-08-12,29550.0,29950.0,2864953.0,11.24,159708,-2425,-167813
2010-08-13,30100.0,30850.0,2200452.0,11.58,-541766,587606,-17890
2010-08-16,30800.0,31000.0,2146299.0,11.64,-294669,131070,152689
2010-08-17,31050.0,30700.0,2032140.0,11.52,-47094,205278,-116360
2010-08-18,30950.0,31200.0,3228778.0,11.71,-1147224,115951,1035703
2010-08-19,31400.0,31800.0,2728131.0,11.94,-873248,444208,302310
2010-08-20,31550.0,31600.0,1714695.0,11.86,-228423,147837,87370
2010-08-23,31700.0,30350.0,3290507.0,11.39,566404,-443194,-114310
2010-08-24,30300.0,30250.0,2340787.0,11.35,333012,-388272,79920
2010-08-25,29950.0,30300.0,1828778.0,11.37,-328499,-18271,398650
2010-08-26,30300.0,30550.0,2052126.0,11.47,-463353,558524,-16391
2010-08-27,30450.0,30850.0,1524308.0,11.58,-108082,123197,41180
2010-08-30,31200.0,31250.0,2108009.0,11.73,-585753,241353,332380
2010-08-31,30950.0,30800.0,2005794.0,11.56,51628,236334,-245102
2010-09-01,31500.0,31900.0,5529635.0,11.97,-1901430,1594868,153545
2010-09-02,32450.0,31700.0,3749728.0,11.9,-836289,526829,300770
2010-09-03,31300.0,31950.0,4926193.0,11.99,-85545,396985,-304950
2010-09-06,32450.0,33450.0,7975324.0,12.55,-2666625,2215458,357007
2010-09-07,33650.0,33400.0,4432617.0,12.54,-949560,529410,431500
2010-09-08,33250.0,34150.0,5647865.0,12.82,-1436407,1299327,41730
2010-09-09,34450.0,34050.0,4075951.0,12.78,21480,-21111,-34049
2010-09-10,34100.0,33600.0,3326237.0,12.61,-383248,114908,333070
2010-09-13,34050.0,34850.0,4539929.0,13.08,-507285,61914,435811
2010-09-14,34700.0,34350.0,3416965.0,12.89,3991,-161121,152204
2010-09-15,34450.0,34600.0,3943242.0,12.99,-784687,-34911,576233
2010-09-16,34850.0,33800.0,3006475.0,12.69,-2248,-403711,404409
2010-09-17,34050.0,34250.0,3059958.0,12.86,-88218,59648,-53
2010-09-20,34250.0,34850.0,1856446.0,13.08,-274037,76876,200681
2010-09-24,35400.0,36800.0,5697958.0,13.81,-1677269,7341,1625218
2010-09-27,36400.0,37350.0,5266458.0,14.02,-501650,190992,318368
2010-09-28,37100.0,37250.0,3381221.0,13.98,-133738,-203350,254478
2010-09-29,37600.0,36700.0,3627653.0,13.77,4135,-652265,344440
2010-09-30,36700.0,36800.0,2322899.0,13.81,-298454,-89986,381450
2010-10-01,36800.0,37100.0,2293151.0,13.92,-386905,-117614,475780
2010-10-04,37400.0,38200.0,4660855.0,14.34,-1073369,-476551,1462790
2010-10-05,38050.0,38600.0,3640102.0,14.49,-705766,-111945,756026
2010-10-06,38900.0,38200.0,4064274.0,14.34,20233,-964851,578698
2010-10-07,38650.0,38000.0,4077248.0,14.26,390983,-1006313,255740
2010-10-08,38000.0,38650.0,2683835.0,14.51,-526478,24531,372717
2010-10-11,39000.0,39700.0,3291262.0,14.9,-827157,-13312,787239
2010-10-12,40000.0,38900.0,4455581.0,14.6,334108,-126488,-436970
2010-10-13,38800.0,38850.0,2554489.0,14.58,123686,-173146,-122280
2010-10-14,38850.0,39450.0,2169680.0,14.81,-42707,-191947,189210
2010-10-15,39650.0,39100.0,1676129.0,14.68,-145402,-106421,44813
2010-10-18,39200.0,38000.0,3113271.0,14.26,269786,-548170,241847
2010-10-19,38100.0,38350.0,2474474.0,14.39,-467777,-96923,623910
2010-10-20,37900.0,39000.0,2805428.0,14.64,-411460,659810,-364080
2010-10-21,39100.0,39300.0,1876830.0,14.75,-404510,118261,265971
2010-10-22,39600.0,39750.0,1722361.0,14.92,-581804,337309,175435
2010-10-25,40450.0,42050.0,5106740.0,15.78,-2172831,714264,1336788
2010-10-26,42500.0,43000.0,4444934.0,16.14,-556843,-183453,889496
2010-10-27,43150.0,43250.0,2538291.0,16.23,54805,-54235,90090
2010-10-28,43000.0,43550.0,2788468.0,16.35,-219063,211328,-59985
2010-10-29,43900.0,44900.0,4512110.0,16.85,-332308,285143,144225
2010-11-01,45900.0,49500.0,7682225.0,18.58,254546,-604781,624145
2010-11-02,49400.0,49700.0,5793987.0,18.65,943901,-389228,-475440
2010-11-03,50400.0,49900.0,5657319.0,18.73,554767,-1033904,-70740
2010-11-04,49900.0,49300.0,4802146.0,18.5,460262,-1098336,-11396
2010-11-05,49300.0,47500.0,7577815.0,17.83,776737,-535695,-273862
2010-11-08,47200.0,48650.0,5117182.0,18.26,-45512,-27582,-19970
2010-11-09,48650.0,48550.0,2615567.0,18.22,-129124,125469,6210
2010-11-10,48400.0,49950.0,2899862.0,18.75,-251999,10063,203612
2010-11-11,50500.0,50700.0,6133887.0,19.03,22538,164791,-302337
2010-11-12,51500.0,51300.0,7399220.0,19.25,243727,-210089,-98324
2010-11-15,50800.0,49800.0,4385100.0,18.69,431037,-152961,-140440
2010-11-16,49850.0,50000.0,5928103.0,18.77,166039,475200,-535358
2010-11-17,49250.0,50000.0,2990068.0,18.77,27676,112754,-123946
2010-11-18,50300.0,50700.0,2318033.0,19.03,-139759,156814,-20749
2010-11-19,50900.0,51800.0,2806497.0,19.44,-262541,44961,187207
2010-11-22,52100.0,50600.0,3474468.0,18.99,704879,-650486,-54660
2010-11-23,50200.0,49800.0,4615393.0,18.69,847854,-402900,-259086
2010-11-24,48500.0,49600.0,5104851.0,18.62,-11483,274838,-340436
2010-11-25,50000.0,49250.0,2339794.0,18.49,304339,-137839,-66152
2010-11-26,48750.0,47550.0,4669211.0,17.85,423276,-43174,-540302
2010-11-29,47100.0,47900.0,2674939.0,17.98,84615,295391,-407090
2010-11-30,47750.0,48950.0,2771481.0,18.37,-422996,327208,106335
2010-12-01,48900.0,50500.0,3384592.0,18.95,-368706,-19474,413270
2010-12-02,51500.0,51400.0,4912042.0,19.29,-994982,20002,1063725
2010-12-03,52100.0,51700.0,2986677.0,19.4,-520988,16240,501476
2010-12-06,50900.0,51200.0,2324903.0,19.22,-101811,-10849,182607
2010-12-07,51500.0,51600.0,2661420.0,19.37,-86160,142425,-79926
2010-12-08,51600.0,51900.0,2930186.0,19.48,-496997,467005,81821
2010-12-09,52400.0,52300.0,2940579.0,19.63,66743,-440246,206963
2010-12-10,52100.0,51100.0,2988720.0,19.18,934682,-690411,-154283
2010-12-13,50900.0,50600.0,2671201.0,18.99,763670,-229352,-472664
2010-12-14,50800.0,51300.0,2339221.0,19.25,-255550,5168,354553
2010-12-15,51700.0,51600.0,2029449.0,19.37,-177957,23442,203463
2010-12-16,51300.0,50700.0,1943902.0,19.03,218409,22964,-264735
2010-12-17,50800.0,50300.0,2157838.0,18.88,352613,-127653,-219965
2010-12-20,49200.0,50300.0,3021889.0,18.88,-535506,193144,320793
2010-12-21,50800.0,49850.0,2800754.0,18.71,303990,-246960,-139444
2010-12-22,49950.0,52100.0,4810275.0,19.55,-1022057,-100576,1129998
2010-12-23,52300.0,52100.0,4715093.0,19.55,-653316,335505,208779
2010-12-24,52400.0,51800.0,2816265.0,19.44,189497,-194686,-9527
2010-12-27,51700.0,50000.0,3382538.0,18.77,562657,-529315,16841
2010-12-28,50300.0,49900.0,2884836.0,18.73,-16807,-121448,138597
2010-12-29,50300.0,51300.0,2003256.0,19.25,31931,87080,-110710
2010-12-30,51100.0,50600.0,1977978.0,18.99,378945,-333793,-15405
2011-01-03,51100.0,52500.0,3227347.0,7.69,-1259706,240659,1052288
2011-01-04,53000.0,55100.0,8331489.0,8.07,-2048722,252290,1834732
2011-01-05,55400.0,56900.0,5479639.0,8.33,-468527,-170467,745226
2011-01-06,57700.0,57100.0,4449754.0,8.36,-128919,-174470,464448
2011-01-07,57400.0,58300.0,3306467.0,8.54,-360840,35524,307922
2011-01-10,58400.0,59700.0,3682380.0,8.74,-17634,-43124,28131
2011-01-11,59100.0,58600.0,4400069.0,8.58,1023964,-33617,-936222
2011-01-12,58600.0,58800.0,2284987.0,8.61,151094,127532,-178752
2011-01-13,58800.0,58200.0,3933468.0,8.52,1340795,-182783,-991135
2011-01-14,57900.0,58900.0,4953056.0,8.62,1175643,-297532,-799647
2011-01-17,58600.0,57900.0,2511234.0,8.48,730904,-472694,-166625
2011-01-18,57600.0,57000.0,4111002.0,8.35,1348719,-1040870,-10338
2011-01-19,57200.0,57000.0,4932528.0,8.35,846678,-995815,269630
2011-01-20,57200.0,57900.0,2334125.0,8.48,-128503,65653,84890
2011-01-21,57600.0,56000.0,3463260.0,8.2,963258,-539589,-348676
2011-01-24,56100.0,56300.0,2961793.0,8.24,39245,-65503,-13261
2011-01-25,57100.0,57000.0,2175023.0,8.35,-333155,153052,114030
2011-01-26,57300.0,59400.0,4469387.0,8.7,-1155885,637548,418611
2011-01-27,59600.0,59100.0,3200354.0,8.65,39715,-18270,101639
2011-01-28,59000.0,57300.0,4937316.0,8.39,1429455,-712070,-624948
2011-01-31,55800.0,54700.0,5597188.0,8.01,1406353,-313861,-1140092
2011-02-01,54900.0,55200.0,4071942.0,8.08,298206,294172,-556617
2011-02-07,56400.0,57400.0,3429698.0,8.4,-916940,523274,371703
2011-02-08,57700.0,56900.0,4444422.0,8.33,-515590,238475,317891
2011-02-09,57000.0,55200.0,3643352.0,8.08,857707,-30682,-819861
2011-02-10,54800.0,55000.0,2945277.0,8.05,517641,98284,-678193
2011-02-11,55300.0,54700.0,2808871.0,8.01,67973,254786,-384136
2011-02-14,55800.0,56900.0,2953890.0,8.33,-1172446,1106189,44184
2011-02-15,57100.0,57100.0,2180946.0,8.36,-428251,518865,-114120
2011-02-16,56900.0,55800.0,1745840.0,8.17,-181430,147684,-72454
2011-02-17,56300.0,55500.0,2214608.0,8.13,210600,-61352,-200472
2011-02-18,55500.0,56200.0,1967436.0,8.23,-163978,-164637,342686
2011-02-21,56400.0,57600.0,3295233.0,8.43,-1476632,189924,1411655
2011-02-22,56700.0,57100.0,3515909.0,8.36,-447360,518625,-90315
2011-02-23,56500.0,56600.0,2574508.0,8.29,-641840,44032,525672
2011-02-24,56700.0,56400.0,2465820.0,8.26,-417269,53389,305167
2011-02-25,57100.0,57400.0,2478671.0,8.4,-334047,436141,-26661
2011-02-28,56900.0,57400.0,2850800.0,8.4,-769356,792652,-31723
2011-03-02,57400.0,58800.0,4005984.0,8.61,-1704124,1165962,526063
2011-03-03,59500.0,62700.0,6785176.0,9.18,-2637856,903789,1723688
2011-03-04,63500.0,62500.0,4635173.0,9.15,-659395,260635,305032
2011-03-07,62500.0,63000.0,2577434.0,9.22,-139620,83286,116750
2011-03-08,63200.0,62600.0,2441222.0,9.17,145255,257597,-517768
2011-03-09,63100.0,62900.0,2605053.0,9.21,79715,-110424,10013
2011-03-10,62500.0,61600.0,3389115.0,9.02,912652,-410415,-595207
2011-03-11,60600.0,60600.0,2652359.0,8.87,473892,-25606,-416875
2011-03-14,62000.0,61200.0,4143258.0,8.96,857802,-856571,41564
