Symbol,현대산업_시가(원),현대산업_종가(원),현대산업_거래량(주),현대산업_PER(IFRS-연결),현대산업_순매수수량(개인)(주),현대산업_순매수수량(기관계)(주),현대산업_순매수수량(외국인계)(주)
2009-11-10,39200.0,39600.0,316101.0,16.48,-160497,-683,161130
2009-11-11,39950.0,39600.0,124744.0,16.48,-31907,27610,4517
2009-11-12,39600.0,38300.0,306001.0,15.94,22227,-63197,40200
2009-11-13,38200.0,38500.0,250421.0,16.02,-14183,20070,-6597
2009-11-16,39000.0,39400.0,291546.0,16.4,-72039,-15861,86260
2009-11-17,39450.0,39000.0,539489.0,16.23,89450,14720,-102980
2009-11-18,38550.0,40700.0,815604.0,16.94,-283921,46071,220970
2009-11-19,40150.0,41450.0,615185.0,17.25,-228551,-44069,282910
2009-11-20,41050.0,41200.0,378846.0,17.15,-31432,26180,4842
2009-11-23,41350.0,41250.0,210126.0,17.17,-25035,-21595,25880
2009-11-24,41200.0,41000.0,151227.0,17.06,-5563,15645,-10332
2009-11-25,41750.0,41750.0,270947.0,17.37,-139215,8985,133770
2009-11-26,41200.0,40450.0,401942.0,16.83,26343,22834,-48397
2009-11-27,39700.0,37650.0,289800.0,15.67,-17360,-5910,34180
2009-11-30,38400.0,39000.0,360448.0,16.23,15159,-16269,1240
2009-12-01,38450.0,38800.0,424433.0,16.15,-40823,-4937,52980
2009-12-02,38850.0,37900.0,435309.0,15.77,252846,264,-266280
2009-12-03,38100.0,37700.0,443508.0,15.69,194391,83200,-277870
2009-12-04,37300.0,37550.0,490123.0,15.63,227718,43743,-268481
2009-12-07,37800.0,37900.0,314066.0,15.77,65923,19967,-85760
2009-12-08,37600.0,37550.0,241069.0,15.63,60491,14859,-60030
2009-12-09,37000.0,37000.0,416986.0,15.4,93486,54800,-151386
2009-12-10,36900.0,37950.0,816803.0,15.79,39590,63650,-108980
2009-12-11,37850.0,37850.0,475906.0,15.75,121370,60231,-183741
2009-12-14,38100.0,38200.0,539986.0,15.9,148260,48540,-197720
2009-12-15,38150.0,37200.0,469137.0,15.48,189953,-87748,-104775
2009-12-16,36900.0,37350.0,432149.0,15.54,-41196,50793,-15327
2009-12-17,37350.0,37800.0,338714.0,15.73,-109324,72684,34020
2009-12-18,37700.0,37850.0,281236.0,15.75,-29124,120445,-92721
2009-12-21,37700.0,37500.0,393872.0,15.61,28440,21070,-53930
2009-12-22,37500.0,37500.0,150002.0,15.61,-4333,2453,1600
2009-12-23,37400.0,37500.0,314551.0,15.61,-36793,-4006,11089
2009-12-24,37500.0,37900.0,296919.0,15.77,-62507,29697,34300
2009-12-28,38400.0,37700.0,245866.0,15.69,-22490,-52060,40000
2009-12-29,37650.0,37600.0,184122.0,15.65,-20762,1322,22990
2009-12-30,37100.0,37750.0,205835.0,15.71,-66378,1812,67366
2010-01-04,37750.0,38100.0,197408.0,115.93,-79487,8277,70960
2010-01-05,37950.0,37200.0,396587.0,113.19,105072,21478,-124200
2010-01-06,37250.0,37100.0,329439.0,112.89,47473,-8120,-40213
2010-01-07,37050.0,36800.0,518759.0,111.98,84695,-46680,-33235
2010-01-08,37000.0,36800.0,292836.0,111.98,15571,-26421,11290
2010-01-11,37050.0,37900.0,515802.0,115.32,-93541,-19719,114820
2010-01-12,38200.0,38200.0,530475.0,116.24,-44620,-4290,47070
2010-01-13,37800.0,37450.0,409125.0,113.95,20867,-26595,4698
2010-01-14,37700.0,37100.0,446887.0,112.89,38940,13340,-56050
2010-01-15,37000.0,36900.0,511986.0,112.28,136116,-36259,-94957
2010-01-18,36600.0,36450.0,314133.0,110.91,70247,-19191,-48696
2010-01-19,36300.0,36300.0,370975.0,110.46,158515,-34610,-120860
2010-01-20,36500.0,36150.0,249654.0,110.0,28184,-63480,36046
2010-01-21,35800.0,35800.0,242775.0,108.93,49040,-77680,29540
2010-01-22,35500.0,35000.0,509224.0,106.5,137126,-60163,-70203
2010-01-25,34900.0,34800.0,374278.0,105.89,-31271,-5080,39631
2010-01-26,34850.0,35150.0,344541.0,106.96,-89570,-37840,128070
2010-01-27,35200.0,35150.0,328049.0,106.96,-67087,-2913,64210
2010-01-28,35000.0,36300.0,376102.0,110.46,-154612,-36578,197290
2010-01-29,35800.0,35950.0,614086.0,109.39,-183059,14483,166316
2010-02-01,35900.0,35350.0,436884.0,107.56,7493,87881,-95954
2010-02-02,35450.0,36000.0,318746.0,109.54,-94208,7388,89340
2010-02-03,36150.0,36000.0,117133.0,109.54,8211,-16195,9204
2010-02-04,36350.0,36050.0,262540.0,109.69,-27117,-90423,115610
2010-02-05,35000.0,34450.0,191327.0,104.83,9838,17884,-29092
2010-02-08,34500.0,32700.0,291791.0,99.5,75690,6000,-80960
2010-02-09,32450.0,32500.0,253117.0,98.89,47181,23749,-62560
2010-02-10,33000.0,33400.0,310589.0,101.63,-45700,-13040,48380
2010-02-11,33400.0,34550.0,427551.0,105.13,-138135,5865,128020
2010-02-12,34400.0,33850.0,301204.0,103.0,61183,-71943,15090
2010-02-16,33500.0,33750.0,220312.0,102.7,59509,12831,-80090
2010-02-17,33900.0,34000.0,165193.0,103.46,-45887,-22066,67153
2010-02-18,34050.0,34350.0,194901.0,104.52,-28480,-2180,33670
2010-02-19,34000.0,34100.0,148270.0,103.76,-26190,41890,-11840
2010-02-22,34200.0,34850.0,165684.0,106.04,-56225,14575,35370
2010-02-23,34850.0,34250.0,278701.0,104.22,60878,-3368,-58740
2010-02-24,33700.0,33050.0,456577.0,100.57,244615,48455,-295570
2010-02-25,33100.0,33000.0,187199.0,100.41,-45921,24461,29860
2010-02-26,32900.0,33400.0,182195.0,101.63,-12405,24770,-20675
2010-03-02,33450.0,33500.0,145867.0,101.94,-42834,32746,7228
2010-03-03,33150.0,33350.0,144719.0,101.48,6724,49685,-56749
2010-03-04,33050.0,33150.0,225771.0,100.87,33450,39350,-67590
2010-03-05,33300.0,34050.0,299075.0,103.61,-96300,89790,-3060
2010-03-08,34150.0,34000.0,175530.0,103.46,24132,29480,-57862
2010-03-09,33750.0,34000.0,235196.0,103.46,43540,43350,-87440
2010-03-10,34000.0,33900.0,176555.0,103.15,24276,51903,-76709
2010-03-11,33900.0,34050.0,209390.0,103.61,7143,37003,-55116
2010-03-12,34100.0,34400.0,198521.0,104.67,-26873,2213,20960
2010-03-15,34700.0,34150.0,96004.0,103.91,9209,2830,-13329
2010-03-16,34150.0,34150.0,170706.0,103.91,447,23184,-24521
2010-03-17,34100.0,34200.0,171619.0,104.07,-1139,28619,-26730
2010-03-18,34000.0,34100.0,217887.0,103.76,45800,8730,-43290
2010-03-19,34400.0,34500.0,397492.0,104.98,-6168,146141,-145563
2010-03-22,34450.0,34500.0,126333.0,104.98,-53,-3777,17630
2010-03-23,34500.0,35250.0,272898.0,107.26,-89401,191,72410
2010-03-24,35350.0,34850.0,210627.0,106.04,-16954,18194,-120
2010-03-25,34850.0,34450.0,160721.0,104.83,7271,6889,-15100
2010-03-26,34200.0,33900.0,285295.0,103.15,152480,-46355,-97605
2010-03-29,33350.0,33400.0,126181.0,101.63,130,17520,-15320
2010-03-30,33550.0,33300.0,301823.0,101.33,62427,-13306,-49550
2010-03-31,33450.0,33050.0,273543.0,100.57,43510,-20780,-25690
2010-04-01,32900.0,33050.0,179397.0,100.57,8615,20845,-41240
2010-04-02,33100.0,32250.0,290005.0,98.13,134170,-151950,34350
2010-04-05,32300.0,31400.0,270878.0,95.55,2572,-85812,71230
2010-04-06,31100.0,31500.0,139848.0,95.85,-10312,-40928,51380
2010-04-07,31500.0,32300.0,250002.0,98.28,-51934,4234,46280
2010-04-08,32400.0,32200.0,158303.0,97.98,13630,-25470,14960
2010-04-09,32000.0,31350.0,279526.0,95.39,116593,-32657,-73536
2010-04-12,31650.0,31300.0,231965.0,95.24,30236,-10346,-25520
2010-04-13,31300.0,31650.0,120514.0,96.31,-22772,33222,-11710
2010-04-14,31600.0,31900.0,288224.0,97.07,10145,-9858,10253
2010-04-15,31900.0,31350.0,562755.0,95.39,228431,-5621,-210590
2010-04-16,31550.0,30300.0,900030.0,92.2,432408,-106819,-309679
2010-04-19,30000.0,29250.0,605660.0,89.0,145612,-94691,-51782
2010-04-20,29700.0,29950.0,340664.0,91.13,-19661,9246,15115
2010-04-21,29950.0,30200.0,377072.0,91.89,-47489,-31320,85769
2010-04-22,30550.0,30800.0,333375.0,93.72,71805,-1070,-64235
2010-04-23,30800.0,30000.0,307388.0,91.29,59420,2880,-60460
2010-04-26,30050.0,30100.0,187967.0,91.59,-39356,24566,5920
2010-04-27,29900.0,29300.0,435033.0,89.16,179407,16630,-197337
2010-04-28,28750.0,28350.0,398478.0,86.26,131298,-33498,-80230
2010-04-29,28500.0,28000.0,370403.0,85.2,34668,-52998,24610
2010-04-30,28350.0,27500.0,468171.0,83.68,92403,-26883,-61320
2010-05-03,27100.0,27500.0,369075.0,83.68,-83881,32521,37540
2010-05-04,27800.0,26900.0,260054.0,81.85,47338,-14288,-21260
2010-05-06,25700.0,26600.0,921502.0,80.94,-21901,104901,-78180
2010-05-07,25800.0,25450.0,457219.0,77.44,74019,-37739,-37400
2010-05-10,25500.0,27300.0,725388.0,83.07,-75428,73713,1655
2010-05-11,27800.0,27200.0,493561.0,82.77,-12013,28903,-10030
2010-05-12,27300.0,26600.0,313583.0,80.94,-18971,-45629,3230
2010-05-13,26700.0,26800.0,279305.0,81.55,-15649,-71991,104060
2010-05-14,26750.0,26850.0,239699.0,81.7,1877,-28880,34283
2010-05-17,26300.0,26600.0,426927.0,80.94,-1383,-3058,-3719
2010-05-18,26600.0,26900.0,239553.0,81.85,22290,4433,-48023
2010-05-19,26550.0,26800.0,527025.0,81.55,-21799,188259,-157780
2010-05-20,26500.0,26000.0,262507.0,79.11,-10385,76065,-74070
2010-05-24,25600.0,25000.0,344788.0,76.07,65568,-29708,-28090
2010-05-25,24450.0,23900.0,463896.0,72.72,15730,36380,-51890
2010-05-26,24000.0,23250.0,702624.0,70.75,9858,-19160,1162
2010-05-27,23100.0,23100.0,816239.0,70.29,135041,-171597,31916
2010-05-28,23500.0,23150.0,488139.0,70.44,86444,-62344,-14170
2010-05-31,23150.0,24500.0,729024.0,74.55,-66260,145429,-62699
2010-06-01,24250.0,25250.0,815793.0,76.83,-87455,189380,-171075
2010-06-03,25300.0,25900.0,513588.0,78.81,-87310,78386,-10320
2010-06-04,25500.0,25200.0,208739.0,76.68,-16724,-25237,49990
2010-06-07,24400.0,24450.0,236108.0,74.4,9127,6854,-26450
2010-06-08,24250.0,25450.0,374780.0,77.44,24776,-78616,46260
2010-06-09,25600.0,26550.0,636764.0,80.79,-31099,11985,21094
2010-06-10,26550.0,26200.0,318794.0,79.72,19978,96452,-117170
2010-06-11,26500.0,26600.0,210495.0,80.94,-5390,21870,-30860
2010-06-14,26650.0,27300.0,379947.0,83.07,-95430,75405,9660
2010-06-15,27400.0,27300.0,229390.0,83.07,-40932,91687,-49615
2010-06-16,27900.0,27250.0,212850.0,82.92,-36160,5980,32320
2010-06-17,27250.0,27350.0,212464.0,83.22,-78748,95681,-26043
2010-06-18,27150.0,26750.0,214907.0,81.4,18450,14609,-35199
2010-06-21,27200.0,27500.0,245873.0,83.68,-69554,33360,23244
2010-06-22,27100.0,27850.0,178589.0,84.74,-30301,41366,-8295
2010-06-23,27850.0,27600.0,194746.0,83.98,-2954,49347,-44073
2010-06-24,27400.0,28350.0,454332.0,86.26,-20076,159286,-136250
2010-06-25,27850.0,28700.0,444606.0,87.33,-42236,136988,-97352
2010-06-28,28750.0,28500.0,141283.0,86.72,-22750,41070,-22720
2010-06-29,28050.0,28500.0,282060.0,86.72,-84990,77850,-3000
2010-06-30,27850.0,27500.0,281713.0,83.68,12692,4854,-10250
2010-07-01,27100.0,27050.0,150090.0,82.31,17008,3561,591
2010-07-02,27250.0,26450.0,237069.0,80.48,8090,55920,-59290
2010-07-05,26800.0,26300.0,116266.0,80.03,8672,600,-7972
2010-07-06,25700.0,26050.0,244565.0,79.27,52395,3192,-57207
2010-07-07,25850.0,24900.0,348790.0,75.77,147562,10468,-161960
2010-07-08,25150.0,25400.0,236383.0,77.29,-62190,8930,23800
2010-07-09,25500.0,25750.0,313564.0,78.35,8797,-25607,36250
2010-07-12,25750.0,25950.0,198669.0,78.96,-21920,-22790,50180
2010-07-13,26050.0,26300.0,451170.0,80.03,-40324,67864,-53990
2010-07-14,26350.0,26900.0,344859.0,81.85,-7290,38830,-31780
2010-07-15,26500.0,27100.0,762898.0,82.46,117009,128131,-240350
2010-07-16,27350.0,26800.0,647454.0,81.55,72859,62541,-132590
2010-07-19,26500.0,27300.0,344605.0,83.07,47500,5910,-63340
2010-07-20,27900.0,27500.0,480704.0,83.68,38931,664,-15715
2010-07-21,27600.0,28300.0,540990.0,86.11,-113035,17945,98240
2010-07-22,27800.0,27000.0,320914.0,82.16,38930,14980,-72640
2010-07-23,27150.0,27500.0,271622.0,83.68,35335,-16580,-20995
2010-07-26,27550.0,27600.0,239624.0,83.98,15105,26465,-38290
2010-07-27,27600.0,27550.0,373842.0,83.83,48390,-174620,142320
2010-07-28,27650.0,28050.0,225759.0,85.35,-79309,-20370,82149
2010-07-29,28000.0,27350.0,240977.0,83.22,97036,-35177,-24899
2010-07-30,27250.0,27150.0,206046.0,82.61,22577,-26217,3470
2010-08-02,27300.0,26900.0,251130.0,81.85,-25539,-48281,72450
2010-08-03,26950.0,27200.0,275288.0,82.77,12795,-75475,60790
2010-08-04,27200.0,27500.0,243519.0,83.68,-27483,-57889,86562
2010-08-05,27000.0,26000.0,543316.0,79.11,161818,-68932,-95170
2010-08-06,25500.0,26450.0,443902.0,80.48,-54170,-77199,140200
2010-08-09,26300.0,26000.0,492798.0,79.11,75920,-113933,-2154
2010-08-10,26000.0,25800.0,361156.0,78.51,87545,-27675,-62190
2010-08-11,25750.0,25900.0,139952.0,78.81,7560,-34470,40520
2010-08-12,25500.0,24900.0,177270.0,75.77,54760,-37560,1300
2010-08-13,25000.0,25250.0,202034.0,76.83,38331,-46931,20430
2010-08-16,25200.0,24800.0,137181.0,75.46,37804,-16634,-19460
2010-08-17,24600.0,25300.0,162502.0,76.98,-10472,-13988,13920
2010-08-18,25250.0,25650.0,217664.0,78.05,16980,-8660,-6650
2010-08-19,25700.0,26050.0,449522.0,79.27,-73871,-2999,51260
2010-08-20,25700.0,25800.0,146794.0,78.51,15016,-12800,-6586
2010-08-23,28500.0,27100.0,665743.0,82.46,25432,63618,-87450
2010-08-24,27100.0,28350.0,1088763.0,86.26,-325327,48322,286155
2010-08-25,28250.0,28650.0,1100336.0,87.18,-74598,14028,62970
2010-08-26,29000.0,27500.0,618817.0,83.68,63760,15805,-73955
2010-08-27,27750.0,28200.0,426584.0,85.81,-41866,-29223,85649
2010-08-30,28750.0,28200.0,782284.0,85.81,-17158,-20009,28527
2010-08-31,27950.0,27500.0,379566.0,83.68,-83859,-6415,100404
2010-09-01,28000.0,28650.0,428261.0,87.18,-64320,1570,38720
2010-09-02,29300.0,29150.0,444897.0,88.7,-140860,-31470,169040
2010-09-03,29250.0,29950.0,836157.0,91.13,-225754,-59103,330937
2010-09-06,30400.0,30800.0,829049.0,93.72,-228354,-65758,301080
2010-09-07,30600.0,31100.0,604715.0,94.63,-224007,-74625,326692
2010-09-08,30650.0,30050.0,345566.0,91.44,-23226,-28414,50170
2010-09-09,30050.0,31100.0,578285.0,94.63,-81405,-5516,85561
2010-09-10,31150.0,31500.0,344165.0,95.85,-117137,30647,83050
2010-09-13,32000.0,33500.0,1036805.0,101.94,-371924,-67590,441724
2010-09-14,33000.0,32700.0,762632.0,99.5,21498,-57505,36737
2010-09-15,32500.0,31700.0,727365.0,96.46,50062,-47097,5958
2010-09-16,31900.0,32850.0,574236.0,99.96,-91110,-7810,98270
2010-09-17,33350.0,33250.0,713375.0,101.17,-42083,-17107,70040
2010-09-20,33450.0,32600.0,259253.0,99.2,17129,46770,-52749
2010-09-24,33050.0,33000.0,329056.0,100.41,2408,-34067,32969
2010-09-27,32900.0,32850.0,281150.0,99.96,29405,29813,-64468
2010-09-28,32500.0,31700.0,670936.0,96.46,262000,2526,-305866
2010-09-29,31500.0,31150.0,572776.0,94.78,124941,-86794,-35120
2010-09-30,31000.0,30200.0,669044.0,91.89,160720,2200,-161590
2010-10-01,30100.0,29950.0,942788.0,91.13,220354,24665,-230000
2010-10-04,30000.0,31150.0,827945.0,94.78,-1828,44928,-46900
2010-10-05,30800.0,33200.0,747747.0,101.02,-337891,61053,263178
2010-10-06,33500.0,33650.0,726893.0,102.39,-261919,5029,265770
2010-10-07,33800.0,34100.0,372889.0,103.76,-87533,-10427,94440
2010-10-08,34400.0,34800.0,530009.0,105.89,-189719,16249,173110
2010-10-11,34600.0,36000.0,832200.0,109.54,-195717,135568,48339
2010-10-12,36000.0,34950.0,273138.0,106.35,8788,-1867,12309
2010-10-13,35300.0,34150.0,413310.0,103.91,55096,52960,-107896
2010-10-14,34150.0,35900.0,342869.0,109.24,-52374,1244,35350
2010-10-15,36100.0,36700.0,352497.0,111.67,2375,-79530,62985
2010-10-18,36750.0,35950.0,314732.0,109.39,60950,46137,-84460
2010-10-19,35950.0,34850.0,264587.0,106.04,58536,-27376,-15770
2010-10-20,34500.0,33900.0,485479.0,103.15,183394,-15354,-175230
2010-10-21,34150.0,33200.0,312096.0,101.02,86568,-22708,-49080
2010-10-22,33400.0,34550.0,268546.0,105.13,-47192,-12070,68332
2010-10-25,34650.0,34700.0,223381.0,105.59,9094,15106,-37560
2010-10-26,34550.0,34200.0,363633.0,104.07,165770,-87259,-51581
2010-10-27,34250.0,34300.0,239358.0,104.37,39908,-12618,-9670
2010-10-28,34300.0,32650.0,465761.0,99.35,97230,3490,-100190
2010-10-29,32550.0,31600.0,680333.0,96.15,190110,-88160,-92370
2010-11-01,31600.0,31550.0,321500.0,96.0,74012,8088,-93300
2010-11-02,31550.0,32000.0,474969.0,97.37,49946,-39306,10670
2010-11-03,32600.0,34750.0,867669.0,105.74,-133392,46492,83270
2010-11-04,34700.0,35700.0,967151.0,108.63,-366814,-1823,348507
2010-11-05,35200.0,35150.0,448808.0,106.96,-162209,41660,110229
2010-11-08,35050.0,35350.0,218353.0,107.56,-52668,19368,32540
2010-11-09,35800.0,36000.0,619422.0,109.54,-75414,-73488,156562
2010-11-10,35900.0,35850.0,452572.0,109.09,-70381,-52129,119440
2010-11-11,35400.0,33550.0,551249.0,102.09,-21400,-8650,4930
2010-11-12,34300.0,33150.0,338733.0,100.87,12172,-11654,8502
2010-11-15,32900.0,32500.0,272580.0,98.89,44267,33207,-73704
2010-11-16,31900.0,31950.0,419242.0,97.22,84852,51519,-70151
2010-11-17,31500.0,31600.0,446296.0,96.15,128271,97848,-210269
2010-11-18,31900.0,32900.0,310898.0,100.11,-38175,31255,-8270
2010-11-19,32850.0,32350.0,308737.0,98.44,101480,1570,-82480
2010-11-22,32400.0,33250.0,289425.0,101.17,-62036,-66964,112040
2010-11-23,33200.0,34100.0,295427.0,103.76,-120779,2639,140660
2010-11-24,33000.0,33500.0,357937.0,101.94,-37118,22698,15680
2010-11-25,34000.0,34400.0,384085.0,104.67,-49467,49137,-9020
2010-11-26,34800.0,33950.0,266145.0,103.3,-67271,19141,12960
2010-11-29,34000.0,33000.0,229891.0,100.41,8182,20058,-35350
2010-11-30,33050.0,33850.0,439145.0,103.0,-56411,15163,41108
2010-12-01,34300.0,35900.0,528024.0,109.24,-176310,-600,183760
2010-12-02,35650.0,35200.0,421026.0,107.11,70156,-2090,-45406
2010-12-03,35200.0,35000.0,280256.0,106.5,-12035,-14415,24050
2010-12-06,34800.0,35450.0,268591.0,107.87,-17037,-7483,21510
2010-12-07,35450.0,35100.0,265716.0,106.8,10270,97440,-107620
2010-12-08,34700.0,33450.0,440094.0,101.78,184211,40039,-210070
2010-12-09,33300.0,33300.0,531228.0,101.33,170379,34207,-230646
2010-12-10,33050.0,33200.0,416451.0,101.02,192141,39639,-238010
2010-12-13,33600.0,33850.0,318999.0,103.0,59755,83030,-156485
2010-12-14,34100.0,33100.0,477514.0,100.72,211640,31950,-217560
2010-12-15,33350.0,33100.0,445207.0,100.72,161467,-17597,-150120
2010-12-16,33000.0,32950.0,532821.0,100.26,145911,69299,-223980
2010-12-17,33050.0,33300.0,565334.0,101.33,118626,71570,-186526
2010-12-20,32650.0,32700.0,292792.0,99.5,15400,37270,-53980
2010-12-21,33000.0,32650.0,424202.0,99.35,164162,-34202,-143990
2010-12-22,32550.0,32300.0,326850.0,98.28,66015,6805,-70910
2010-12-23,32550.0,32250.0,148909.0,98.13,11738,802,-19790
2010-12-24,32200.0,31900.0,216777.0,97.07,2,46383,-44571
2010-12-27,31600.0,32800.0,276859.0,99.81,-52145,37275,1330
2010-12-28,33100.0,33350.0,1462345.0,101.48,-274811,523084,-266123
2010-12-29,33750.0,33900.0,525116.0,103.15,-18766,51526,-35490
2010-12-30,33650.0,34000.0,393912.0,103.46,11778,24515,-65323
2011-01-03,33850.0,34300.0,459895.0,26.58,-1488,87938,-81370
2011-01-04,34400.0,34450.0,394371.0,26.7,-5148,56365,-35967
2011-01-05,34200.0,35400.0,1070327.0,27.44,-227874,75724,120010
2011-01-06,36050.0,36250.0,1404116.0,28.09,-23832,252572,-256370
2011-01-07,36200.0,36800.0,846112.0,28.52,-53723,91833,-50370
2011-01-10,36600.0,35200.0,708287.0,27.28,169805,30727,-204072
2011-01-11,35250.0,38700.0,1832292.0,29.99,-156190,-159663,318853
2011-01-12,39500.0,38950.0,1212310.0,30.19,-94869,105889,-24730
2011-01-13,38800.0,40000.0,1297450.0,31.0,32624,-119559,120635
2011-01-14,39700.0,40200.0,1037883.0,31.16,-60560,610,63620
2011-01-17,40000.0,39550.0,610852.0,30.65,65571,25086,-84057
2011-01-18,39150.0,39450.0,685167.0,30.57,-19787,52337,-26750
2011-01-19,39500.0,38650.0,361025.0,29.95,42773,-63643,14090
2011-01-20,39200.0,38850.0,462291.0,30.11,-50397,-3371,75998
2011-01-21,38600.0,37100.0,524097.0,28.75,28624,-50644,16320
2011-01-24,37450.0,39400.0,540304.0,30.54,-39081,22401,25180
2011-01-25,39500.0,38400.0,433039.0,29.76,57358,-48248,-21090
2011-01-26,38900.0,37800.0,342111.0,29.3,135062,-34492,-102710
2011-01-27,38050.0,38300.0,342432.0,29.68,80939,-2669,-61500
2011-01-28,38600.0,39550.0,782908.0,30.65,-57528,29000,33288
2011-01-31,39150.0,37350.0,638913.0,28.95,170255,-63175,-116500
2011-02-01,37450.0,36550.0,592469.0,28.33,82385,-26475,-43980
2011-02-07,37200.0,36000.0,447461.0,27.9,41615,-92620,32555
2011-02-08,36100.0,36550.0,455236.0,28.33,-84151,792,77160
2011-02-09,36900.0,35400.0,325129.0,27.44,136384,9596,-142630
2011-02-10,35000.0,32500.0,1339823.0,25.19,499201,-160833,-352198
2011-02-11,32800.0,32950.0,1029724.0,25.54,-108800,98150,19640
2011-02-14,33300.0,33400.0,519836.0,25.89,-68595,164705,-88380
2011-02-15,33150.0,32700.0,319163.0,25.34,90958,-34928,-54030
2011-02-16,32850.0,32100.0,252958.0,24.88,-9436,2446,-21030
2011-02-17,32100.0,31350.0,413456.0,24.3,22895,-12107,-6370
2011-02-18,31050.0,32300.0,566355.0,25.03,240475,740,-223315
2011-02-21,32250.0,31550.0,424353.0,24.45,54982,-71742,39090
2011-02-22,31050.0,29750.0,630555.0,23.06,88870,-18750,-68600
2011-02-23,30000.0,30950.0,639384.0,23.99,-207813,114594,68669
2011-02-24,31100.0,32200.0,588339.0,24.96,-204279,36889,133280
2011-02-25,32800.0,31950.0,272585.0,24.76,2811,61249,-41090
2011-02-28,32100.0,30600.0,299179.0,23.72,108138,-33348,-57830
2011-03-02,30500.0,30400.0,308885.0,23.56,-40266,-41414,99820
2011-03-03,30650.0,31500.0,487043.0,24.41,19020,-56180,48250
2011-03-04,32350.0,33700.0,787043.0,26.12,-303241,154681,139920
2011-03-07,33250.0,32800.0,449957.0,25.42,23795,29795,-89430
2011-03-08,32750.0,33150.0,490071.0,25.69,16359,-15369,-29740
2011-03-09,33400.0,32250.0,454821.0,24.99,87524,-43311,-44663
2011-03-10,32250.0,32750.0,402615.0,25.38,29612,-7042,-50630
2011-03-11,32000.0,32200.0,348116.0,24.96,31376,34634,-53770
2011-03-14,31250.0,31000.0,455780.0,24.03,139370,-55210,-82610
2011-03-15,31050.0,30300.0,665494.0,23.48,29907,61714,-58571
2011-03-16,30400.0,30400.0,571099.0,23.56,55720,1080,-99760
2011-03-17,29600.0,30300.0,442491.0,23.48,143140,-18390,-113430
2011-03-18,30550.0,30150.0,925615.0,23.37,358714,-168895,-182679
2011-03-21,30350.0,30650.0,744735.0,23.75,208697,-61277,-149490
2011-03-22,30800.0,29500.0,990095.0,22.86,269900,-68448,-209372
2011-03-23,30400.0,30650.0,1426571.0,23.75,-57278,-184155,228663
2011-03-24,31000.0,30800.0,621868.0,23.87,45245,-172085,117860
2011-03-25,31150.0,30950.0,325765.0,23.99,-32887,-3502,41519
2011-03-28,31150.0,30300.0,385984.0,23.48,47395,-44037,-3678
2011-03-29,30300.0,30950.0,300724.0,23.99,-41442,1950,38800
2011-03-30,30850.0,31350.0,572778.0,24.3,-81240,-33530,112550
2011-03-31,31650.0,31850.0,472442.0,24.68,-41765,28982,10443
2011-04-01,32000.0,32100.0,345133.0,24.88,-82458,56708,34100
2011-04-04,32650.0,32250.0,363315.0,24.99,-23425,-37525,59130
2011-04-05,32250.0,32350.0,260571.0,25.07,-56882,-19388,79220
2011-04-06,31950.0,31650.0,639161.0,24.53,139788,-159390,66962
2011-04-07,31650.0,31500.0,387374.0,24.41,64492,-56152,39040
2011-04-08,31250.0,31600.0,1143687.0,24.49,345004,-102574,-190450
2011-04-11,31800.0,30950.0,619378.0,23.99,175755,-61436,-71849
2011-04-12,30550.0,30000.0,756439.0,23.25,198940,28660,-256900
2011-04-13,29700.0,30150.0,770820.0,23.37,210032,-107962,-88430
2011-04-14,30350.0,30200.0,444067.0,23.41,6359,-94149,75750
2011-04-15,29500.0,30100.0,373674.0,23.33,-11461,-89429,92160
2011-04-18,30200.0,30450.0,647745.0,23.6,-69042,-77079,81814
2011-04-19,30200.0,29900.0,355706.0,23.17,30154,-19073,-15091
2011-04-20,29950.0,29300.0,665369.0,22.71,162324,-30967,-165347
2011-04-21,29550.0,29350.0,552733.0,22.75,-32981,-114643,112394
2011-04-22,29500.0,29350.0,354650.0,22.75,4420,-39520,68900
2011-04-25,29350.0,28850.0,583579.0,22.36,202567,-188133,-3570
2011-04-26,29000.0,28500.0,466847.0,22.09,-37970,-11071,37821
2011-04-27,28600.0,29150.0,958938.0,22.59,73181,125629,-215960
2011-04-28,29600.0,28700.0,603173.0,22.24,104843,-184179,135380
2011-04-29,28700.0,29300.0,602940.0,22.71,-129343,111380,10216
2011-05-02,30600.0,32700.0,2317499.0,25.34,-633862,251000,357512
2011-05-03,32300.0,32200.0,904061.0,24.96,-114946,179306,-52220
2011-05-04,32450.0,33450.0,1476074.0,25.92,-612550,-89860,694910
2011-05-06,32800.0,32850.0,869925.0,25.46,-86105,-153198,248073
2011-05-09,32700.0,31650.0,462759.0,24.53,-34641,64060,-22249
2011-05-11,31450.0,31050.0,761845.0,24.06,86152,-43195,-20757
2011-05-12,30450.0,29700.0,646294.0,23.02,216107,71853,-282690
2011-05-13,30100.0,30200.0,530569.0,23.41,14100,106160,-119910
2011-05-16,29800.0,28900.0,695428.0,22.4,202195,18375,-221020
2011-05-17,28500.0,28150.0,784890.0,21.82,302046,-34086,-268580
2011-05-18,28250.0,28500.0,459016.0,22.09,42324,48988,-97992
2011-05-19,28400.0,28000.0,499452.0,21.7,-28150,31610,-1770
