Symbol,현대산업_시가(원),현대산업_종가(원),현대산업_거래량(주),현대산업_PER(IFRS-연결),현대산업_순매수수량(개인)(주),현대산업_순매수수량(기관계)(주),현대산업_순매수수량(외국인계)(주)
2006-10-04,41100.0,40550.0,282463.0,10.01,24500,-76990,35900
2006-10-09,40500.0,39650.0,534101.0,9.78,-89013,-158237,248000
2006-10-10,39700.0,39900.0,163491.0,9.85,18712,-58852,17710
2006-10-11,39050.0,38600.0,429992.0,9.53,98362,-562,-117350
2006-10-12,38250.0,41000.0,420283.0,10.12,-83621,-35169,100590
2006-10-13,41600.0,42500.0,294891.0,10.49,-119280,-47910,195110
2006-10-16,42200.0,43250.0,290070.0,10.67,-67290,-74950,139200
2006-10-17,43100.0,41800.0,186827.0,10.31,27250,-31080,-2810
2006-10-18,41500.0,43300.0,166830.0,10.68,-80930,22510,57440
2006-10-19,43300.0,42600.0,175102.0,10.51,2870,-44370,36200
2006-10-20,41950.0,42000.0,457721.0,10.36,47709,-63459,-16430
2006-10-23,41750.0,43900.0,255402.0,10.83,-91902,12612,70720
2006-10-24,45350.0,47950.0,825296.0,11.83,-104470,-70450,192220
2006-10-25,47200.0,48800.0,526610.0,12.04,240,71760,-79370
2006-10-26,49000.0,49500.0,627810.0,12.21,-41830,-43020,137060
2006-10-27,49000.0,48000.0,427681.0,11.84,27807,10220,-55557
2006-10-30,48000.0,46800.0,192824.0,11.55,-29486,98710,-76004
2006-10-31,46400.0,47500.0,267841.0,11.72,-11311,32091,-24480
2006-11-01,47700.0,48500.0,229823.0,11.97,4850,12060,-19520
2006-11-02,48500.0,51700.0,301344.0,12.76,-84170,40940,30310
2006-11-03,50900.0,52000.0,315081.0,12.83,14225,7770,-55842
2006-11-06,51900.0,51200.0,137540.0,12.63,20621,-19684,-11977
2006-11-07,51500.0,49700.0,194216.0,12.26,28739,35738,-91487
2006-11-08,49100.0,47950.0,381589.0,11.83,66321,23359,-123450
2006-11-09,47250.0,48300.0,441161.0,11.92,44120,72350,-146240
2006-11-10,48300.0,47900.0,305241.0,11.82,12807,-27247,-11230
2006-11-13,48000.0,47900.0,249620.0,11.82,8673,-51343,51030
2006-11-14,47900.0,48750.0,215330.0,12.03,-7095,-29495,19220
2006-11-15,49500.0,51000.0,490454.0,12.58,-59742,-1228,34660
2006-11-16,51300.0,51000.0,412901.0,12.58,-16704,-21416,16907
2006-11-17,51400.0,49400.0,419347.0,12.19,34865,2894,-65919
2006-11-20,50400.0,52800.0,681380.0,13.03,-115927,-137403,260160
2006-11-21,53100.0,53200.0,308364.0,13.13,-41731,-27251,98579
2006-11-22,53500.0,53800.0,203882.0,13.28,-14958,-30009,43647
2006-11-23,53100.0,55200.0,112968.0,13.62,-37754,31727,-5846
2006-11-24,54500.0,53600.0,191903.0,13.23,19588,12366,-45271
2006-11-27,52500.0,53500.0,118559.0,13.2,7514,9873,-29117
2006-11-28,52400.0,53000.0,186894.0,13.08,13903,-53452,29649
2006-11-29,53500.0,57000.0,448187.0,14.07,-11882,-86242,89023
2006-11-30,57000.0,57800.0,351710.0,14.26,-16607,-56333,102507
2006-12-01,58700.0,57500.0,171179.0,14.19,8781,-2282,-4873
2006-12-04,57000.0,55400.0,283033.0,13.67,108426,4212,-131691
2006-12-05,56100.0,55500.0,255442.0,13.7,-30103,-13025,46865
2006-12-06,56600.0,56800.0,302256.0,14.02,-20204,-48951,59945
2006-12-07,56800.0,58800.0,405452.0,14.51,-84107,-5012,84416
2006-12-08,59000.0,59400.0,220853.0,14.66,-16680,-39753,75176
2006-12-11,59500.0,58600.0,155402.0,14.46,-3441,-48587,47015
2006-12-12,58300.0,58000.0,198191.0,14.31,7067,-41991,21162
2006-12-13,58600.0,57300.0,219965.0,14.14,34771,-17704,-55647
2006-12-14,57300.0,60700.0,439043.0,14.98,-54856,-18930,74396
2006-12-15,60400.0,61000.0,220321.0,15.05,-21184,-90344,119898
2006-12-18,61000.0,59500.0,290696.0,14.68,42396,6257,-31244
2006-12-19,59000.0,57000.0,416929.0,14.07,129870,82779,-214747
2006-12-20,56500.0,56100.0,666902.0,13.84,128738,127012,-301108
2006-12-21,56000.0,54800.0,420693.0,13.52,57978,67318,-159932
2006-12-22,54400.0,55500.0,415321.0,13.7,-64687,35011,26170
2006-12-26,54700.0,54500.0,232956.0,13.45,-24057,-26748,37366
2006-12-27,53900.0,55000.0,266756.0,13.57,16423,-13297,-26315
2006-12-28,55100.0,56800.0,208418.0,14.02,-76666,-2982,76998
2007-01-02,56900.0,56500.0,82944.0,14.76,-33128,5153,28175
2007-01-03,56600.0,54500.0,299720.0,14.23,4859,-15288,16369
2007-01-04,54500.0,56000.0,264912.0,14.62,-21061,20552,-1560
2007-01-05,55400.0,55000.0,324177.0,14.36,-4855,30168,-25141
2007-01-08,53700.0,54700.0,185026.0,14.28,-3779,-14791,19570
2007-01-09,54300.0,56000.0,197305.0,14.62,-17815,-47920,65990
2007-01-10,55400.0,54100.0,333280.0,14.13,66757,-69483,389
2007-01-11,53500.0,54600.0,244544.0,14.26,-36164,-21379,67616
2007-01-12,56100.0,58500.0,574058.0,15.28,-135960,-181841,321337
2007-01-15,58000.0,57100.0,401959.0,14.91,-5837,-141911,179583
2007-01-16,56200.0,56100.0,220124.0,14.65,26638,-17522,-8997
2007-01-17,56000.0,53700.0,375639.0,14.02,117731,-1828,-120243
2007-01-18,53100.0,52400.0,340056.0,13.68,82108,27587,-112057
2007-01-19,51900.0,50000.0,285069.0,13.06,27373,40355,-68928
2007-01-22,49700.0,49400.0,429502.0,12.9,50806,28367,-88233
2007-01-23,48100.0,48700.0,263056.0,12.72,-226,1580,26906
2007-01-24,49300.0,50100.0,348980.0,13.08,-31060,-47180,102780
2007-01-25,50800.0,50500.0,387628.0,13.19,-18511,-289,22860
2007-01-26,50300.0,50500.0,325576.0,13.19,-4422,-70195,94697
2007-01-29,50700.0,51200.0,201711.0,13.37,-18712,-33099,51791
2007-01-30,51600.0,51300.0,329833.0,13.4,-3837,29525,-26586
2007-01-31,51500.0,49700.0,325604.0,12.98,10664,-13929,36795
2007-02-01,49900.0,50400.0,148056.0,13.16,2163,29797,-34070
2007-02-02,50800.0,52800.0,411104.0,13.79,-98757,-12326,102639
2007-02-05,54000.0,54000.0,403707.0,14.1,-44022,-21435,65885
2007-02-06,53900.0,54300.0,194397.0,14.18,-7536,-35038,19334
2007-02-07,54200.0,54200.0,104054.0,14.15,-21870,-517,18167
2007-02-08,53300.0,53800.0,222786.0,14.05,15191,45857,-63253
2007-02-09,52600.0,52000.0,325905.0,13.58,37707,29530,-72627
2007-02-12,51800.0,51100.0,98855.0,13.34,-3228,-15827,25015
2007-02-13,51400.0,51700.0,273686.0,13.5,68913,-8431,-29916
2007-02-14,52200.0,53400.0,207401.0,13.95,-23315,3499,61826
2007-02-15,52100.0,53900.0,243397.0,14.08,-32924,-37360,79777
2007-02-16,54900.0,57200.0,730454.0,14.94,-169974,-146618,341968
2007-02-20,58200.0,56000.0,127336.0,14.62,-2680,-75238,82874
2007-02-21,56100.0,55100.0,181178.0,14.39,12551,-31151,13951
2007-02-22,56100.0,58800.0,378199.0,15.36,-78646,-60197,135851
2007-02-23,60000.0,62000.0,411514.0,16.19,-91440,-73084,173013
2007-02-26,62200.0,60000.0,159686.0,15.67,4416,-7518,1399
2007-02-27,58500.0,57400.0,457850.0,14.99,84511,32249,-125114
2007-02-28,55000.0,57000.0,302535.0,14.89,10696,-58119,47035
2007-03-02,56000.0,55000.0,310570.0,14.36,81976,-30815,-51786
2007-03-05,54300.0,53500.0,351506.0,13.97,30019,-9422,-16324
2007-03-06,53500.0,54700.0,290682.0,14.28,14448,-34310,19862
2007-03-07,55400.0,54600.0,311833.0,14.26,67344,-14683,-61921
2007-03-08,54000.0,55000.0,304860.0,14.36,10823,15519,-30473
2007-03-09,55000.0,53200.0,313534.0,13.89,164395,-15169,-138902
2007-03-12,53200.0,54100.0,276549.0,14.13,18467,-19420,-15214
2007-03-13,54400.0,54900.0,194250.0,14.34,-65287,-23621,86421
2007-03-14,53000.0,52100.0,305471.0,13.61,19673,-42814,31927
2007-03-15,53000.0,53000.0,104904.0,13.84,-4188,7267,-10028
2007-03-16,52300.0,51200.0,322021.0,13.37,116381,1248,-111978
2007-03-19,50800.0,51300.0,216647.0,13.4,31809,25660,-59224
2007-03-20,52000.0,50800.0,394331.0,13.27,72447,-42757,-36473
2007-03-21,51300.0,51200.0,355222.0,13.37,54171,141225,-193422
2007-03-22,51400.0,51100.0,466521.0,13.34,81427,76170,-154372
2007-03-23,51200.0,51900.0,898727.0,13.55,154807,294764,-479864
2007-03-26,52500.0,52000.0,481857.0,13.58,178450,46784,-233595
2007-03-27,52100.0,51200.0,505091.0,13.37,151869,-55799,-94105
2007-03-28,51000.0,50100.0,500341.0,13.08,21981,-53199,28083
2007-03-29,49650.0,50900.0,271132.0,13.29,-20285,28595,-9430
2007-03-30,51200.0,51900.0,485309.0,13.55,-61160,5314,46261
2007-04-02,52000.0,51400.0,278682.0,13.42,-13433,-18251,19969
2007-04-03,50800.0,51200.0,204055.0,13.37,13751,-46376,51007
2007-04-04,51500.0,51000.0,290293.0,13.32,88574,-14858,-73965
2007-04-05,51700.0,53700.0,857786.0,14.02,-283958,132205,145193
2007-04-06,54100.0,54100.0,326027.0,14.13,-90090,-4872,99734
2007-04-09,54700.0,58200.0,934302.0,15.2,-297106,-144511,439809
2007-04-10,57800.0,56800.0,274945.0,14.83,43059,-34051,-7471
2007-04-11,57500.0,56500.0,226917.0,14.76,18348,-22511,-8882
2007-04-12,56500.0,58200.0,385303.0,15.2,-64753,-36692,94031
2007-04-13,57500.0,56300.0,326334.0,14.7,50023,-68153,16626
2007-04-16,56400.0,56800.0,165785.0,14.83,13841,-32095,13809
2007-04-17,57000.0,55100.0,286177.0,14.39,115013,-92503,-12295
2007-04-18,55600.0,55700.0,416485.0,14.55,3111,-63889,170108
2007-04-19,56300.0,55000.0,317179.0,14.36,-59250,-43012,103007
2007-04-20,55800.0,56500.0,266278.0,14.76,-23237,43488,-8878
2007-04-23,57200.0,57200.0,387074.0,14.94,-3526,-36074,64003
2007-04-24,57900.0,57900.0,511531.0,15.12,-68316,21993,25533
2007-04-25,59100.0,55500.0,632667.0,14.49,141582,-53291,-86341
2007-04-26,55800.0,54000.0,700160.0,14.1,72930,-111934,115366
2007-04-27,54200.0,53700.0,371874.0,14.02,-37620,-90378,128040
2007-04-30,53200.0,53900.0,187073.0,14.08,-21001,20295,14713
2007-05-02,54600.0,54300.0,168275.0,14.18,-23570,6597,18746
2007-05-03,54800.0,54000.0,109728.0,14.1,22553,-882,-23891
2007-05-04,54100.0,54400.0,321318.0,14.21,1579,15129,3692
2007-05-07,54800.0,55000.0,270425.0,14.36,39455,-42537,2941
2007-05-08,54800.0,54000.0,251386.0,14.1,31035,-23526,-1429
2007-05-09,53800.0,52100.0,519439.0,13.61,140283,-50278,-87198
2007-05-10,52200.0,51400.0,550265.0,13.42,197674,16068,-213520
2007-05-11,51000.0,51400.0,613389.0,13.42,92207,-19957,-58799
2007-05-14,52800.0,52800.0,397612.0,13.79,-31808,-93769,128312
2007-05-15,52000.0,52000.0,423500.0,13.58,-9741,-71674,108780
2007-05-16,51500.0,52700.0,226731.0,13.76,-32020,-4620,42060
2007-05-17,52800.0,53000.0,384350.0,13.84,-20498,-4517,24705
2007-05-18,53200.0,55200.0,782355.0,14.42,-266236,165528,89194
2007-05-21,55700.0,58500.0,870247.0,15.28,-287604,143834,117780
2007-05-22,60400.0,62600.0,1118806.0,16.35,-80694,-50166,119383
2007-05-23,63100.0,62400.0,445483.0,16.3,-21366,20918,-9699
2007-05-25,61600.0,61000.0,464064.0,15.93,13519,-9897,-3839
2007-05-28,61100.0,60800.0,270192.0,15.88,-35861,-10047,50726
2007-05-29,61500.0,61700.0,195997.0,16.11,4835,-58655,51918
2007-05-30,62700.0,65800.0,525890.0,17.18,-3280,-58855,63203
2007-05-31,66100.0,64700.0,669155.0,16.9,34623,30756,-62597
2007-06-01,66200.0,67600.0,615002.0,17.65,-202898,-55693,272711
2007-06-04,68200.0,69600.0,485783.0,18.18,-46115,-95006,171043
2007-06-05,69600.0,68100.0,295718.0,17.78,-8938,-36,13670
2007-06-07,67700.0,66900.0,774175.0,17.47,221107,-23919,-205287
2007-06-08,66000.0,65700.0,297597.0,17.16,-36900,-34163,78835
2007-06-11,65900.0,64700.0,264141.0,16.9,448,-7436,3974
2007-06-12,63900.0,66600.0,223519.0,17.39,-25879,52830,-32094
2007-06-13,66500.0,66500.0,199943.0,17.37,-33091,53357,-21122
2007-06-14,66500.0,66500.0,493461.0,17.37,24125,144482,-165806
2007-06-15,67500.0,66000.0,448564.0,17.24,15369,25513,-33989
2007-06-18,66000.0,65700.0,214264.0,17.16,21904,9415,-31812
2007-06-19,65900.0,66000.0,497431.0,17.24,69617,165461,-223646
2007-06-20,66100.0,64100.0,591651.0,16.74,103263,25802,-126796
2007-06-21,63100.0,65000.0,448739.0,16.97,-71122,50717,95452
2007-06-22,65000.0,63000.0,230791.0,16.45,19465,-19004,-4591
2007-06-25,63000.0,65800.0,572395.0,17.18,-249284,253407,96524
2007-06-26,66000.0,64700.0,230367.0,16.9,-22705,22460,-11023
2007-06-27,64200.0,63500.0,301143.0,16.58,-13368,98763,-84040
2007-06-28,63000.0,65800.0,209063.0,17.18,-21464,28221,-4901
2007-06-29,67100.0,65800.0,414569.0,17.18,-107787,65397,37387
2007-07-02,65100.0,72500.0,436651.0,18.93,-147319,75024,7725
2007-07-03,72000.0,73800.0,354133.0,19.27,-57071,188325,-137692
2007-07-04,74500.0,72800.0,246340.0,19.01,9295,75818,-95093
2007-07-05,72200.0,79000.0,447680.0,20.63,-104678,61155,59001
2007-07-06,78000.0,75000.0,325675.0,19.59,64245,64798,-133822
2007-07-09,73200.0,76500.0,258142.0,19.98,-21132,-568,15949
2007-07-10,75200.0,74800.0,239801.0,19.53,17606,-24531,6187
2007-07-11,73500.0,75100.0,340144.0,19.61,-33874,-5785,38805
2007-07-12,75400.0,76200.0,230184.0,19.9,4099,-10646,6889
2007-07-13,80000.0,84500.0,450545.0,22.07,-87299,217,68396
2007-07-16,83200.0,83500.0,156721.0,21.81,-9729,26930,-27066
2007-07-18,81900.0,81200.0,240165.0,21.21,52780,-6453,-64577
2007-07-19,80200.0,80000.0,197553.0,20.89,15623,29232,-52828
2007-07-20,80700.0,82500.0,211664.0,21.54,-2945,2922,-21236
2007-07-23,83900.0,80100.0,293428.0,20.92,80478,-3244,-82481
2007-07-24,80300.0,79000.0,170432.0,20.63,11780,-6882,-10128
2007-07-25,77400.0,78900.0,288118.0,20.6,53685,99196,-158674
2007-07-26,79000.0,76800.0,313981.0,20.06,16416,82795,-114620
2007-07-27,75100.0,73500.0,401800.0,19.19,4663,44064,-75401
2007-07-30,72100.0,76500.0,299571.0,19.98,-1361,19402,-21898
2007-07-31,76500.0,77000.0,507060.0,20.11,51669,21621,-98288
2007-08-01,76900.0,76000.0,671608.0,19.85,-34164,-25488,65909
2007-08-02,77500.0,74000.0,394801.0,19.33,67196,5141,-89211
2007-08-03,74900.0,72900.0,495235.0,19.04,89307,3968,-108468
2007-08-06,71900.0,72000.0,240143.0,18.8,2051,-36153,30163
2007-08-07,74000.0,73400.0,263491.0,19.17,-6912,-54951,64626
2007-08-08,73600.0,76000.0,449524.0,19.85,-66490,48866,3469
2007-08-09,77000.0,79000.0,478480.0,20.63,-76625,41407,48405
2007-08-10,75400.0,77000.0,372041.0,20.11,34223,-619,-53179
2007-08-13,77100.0,77200.0,230916.0,20.16,-15924,76324,-76984
2007-08-14,77300.0,75000.0,230710.0,19.59,-14952,19477,-3866
2007-08-16,71200.0,63800.0,767120.0,16.66,43011,218884,-278003
2007-08-17,64000.0,61200.0,828261.0,15.98,72256,101865,-183556
2007-08-20,63900.0,65500.0,452633.0,17.11,-22638,-51333,73739
2007-08-21,67200.0,67800.0,436530.0,17.71,-16285,66352,-63415
2007-08-22,68500.0,71500.0,314224.0,18.67,-21521,-16424,35197
2007-08-23,71700.0,76500.0,393546.0,19.98,-55120,-8321,66317
2007-08-24,76500.0,76500.0,242605.0,19.98,983,-6540,5594
2007-08-27,77500.0,79400.0,243287.0,20.74,-52724,17949,42732
2007-08-28,80100.0,80000.0,440927.0,20.89,-75534,-15054,87090
2007-08-29,76500.0,81000.0,429240.0,21.15,-14789,102891,-92853
2007-08-30,83700.0,83600.0,435788.0,21.83,-64045,-131284,211566
2007-08-31,83600.0,84000.0,280963.0,21.94,-27057,63207,-51178
2007-09-03,83000.0,84400.0,316368.0,22.04,6468,-61335,26462
2007-09-04,84400.0,83600.0,221679.0,21.83,-3026,9341,-3481
2007-09-05,82700.0,84100.0,314315.0,21.96,-24662,27814,25130
2007-09-06,84400.0,84200.0,341980.0,21.99,43239,59033,-93712
2007-09-07,82100.0,82800.0,141526.0,21.62,4173,13256,-15292
2007-09-10,82800.0,80900.0,204642.0,21.13,7075,-116,-7257
2007-09-11,83400.0,82900.0,205788.0,21.65,5355,-2994,-28482
2007-09-12,83200.0,81700.0,183673.0,21.34,8166,-20841,13600
2007-09-13,82500.0,84900.0,820913.0,22.17,-35134,-21171,51714
2007-09-14,85100.0,88500.0,494248.0,23.11,-73369,-10744,79442
2007-09-17,88700.0,87400.0,178105.0,22.82,30631,17365,-49329
2007-09-18,87000.0,81200.0,379863.0,21.21,119771,-27056,-76195
2007-09-19,85600.0,85500.0,353149.0,22.33,-58697,51215,1416
2007-09-20,85000.0,85700.0,280038.0,22.38,8168,55363,-65653
2007-09-21,86500.0,86700.0,227278.0,22.64,20826,37621,-61387
2007-09-27,87100.0,87000.0,433868.0,22.72,10419,19056,-27182
2007-09-28,87000.0,85500.0,224540.0,22.33,17900,-9980,-34912
2007-10-01,85300.0,87800.0,386484.0,22.93,-53432,-14570,66616
2007-10-02,89200.0,95000.0,666831.0,24.81,-126076,-102537,227835
2007-10-04,95000.0,98000.0,522171.0,25.59,-3224,-79230,90559
2007-10-05,98000.0,95900.0,269805.0,25.04,22328,-8172,-20351
2007-10-08,98000.0,98300.0,288042.0,25.67,-27209,4360,19044
2007-10-09,99900.0,100000.0,344651.0,26.12,3434,-15103,9175
2007-10-10,103000.0,102500.0,617185.0,26.77,26279,-100413,77818
2007-10-11,100000.0,99900.0,401676.0,26.09,120548,43038,-170059
2007-10-12,99500.0,95500.0,377819.0,24.94,105143,8469,-120746
2007-10-15,94800.0,95000.0,393714.0,24.81,111597,35879,-170777
2007-10-16,93400.0,91800.0,523118.0,23.97,168896,2070,-198992
2007-10-17,91000.0,91800.0,630114.0,23.97,758,-13502,-8270
2007-10-18,92900.0,98000.0,348894.0,25.59,-84796,-73520,151251
2007-10-19,99000.0,93400.0,269722.0,24.39,-2163,-25799,23502
2007-10-22,86500.0,89000.0,243692.0,23.24,-29289,26524,-4482
2007-10-23,90500.0,90100.0,200130.0,23.53,14692,-48180,33599
2007-10-24,91000.0,90600.0,482107.0,23.66,-143314,-103830,247829
2007-10-25,96800.0,96900.0,408422.0,25.31,-116562,7279,97177
2007-10-26,98300.0,101000.0,238888.0,26.38,-74746,-10801,93680
2007-10-29,105000.0,104000.0,348744.0,27.16,-96474,-22347,121501
2007-10-30,103500.0,100000.0,334970.0,26.12,-28570,10343,30649
2007-10-31,100000.0,99800.0,193076.0,26.06,14697,53564,-60144
2007-11-01,101500.0,100000.0,231982.0,26.12,291,22067,-24461
2007-11-02,98900.0,94700.0,887881.0,24.73,26143,-21281,-5624
2007-11-05,94400.0,94000.0,319722.0,24.55,44457,-21743,-46703
2007-11-06,94500.0,92000.0,339730.0,24.03,55889,37999,-93195
2007-11-07,92800.0,91200.0,260419.0,23.82,8930,15864,-26771
2007-11-08,88700.0,84100.0,533470.0,21.96,118150,-16495,-90619
2007-11-09,84200.0,85200.0,673312.0,22.25,34153,121581,-174813
2007-11-12,85300.0,82300.0,421127.0,21.49,-19279,12670,2185
2007-11-13,80000.0,80100.0,386045.0,20.92,14822,130555,-164965
2007-11-14,82600.0,81800.0,354900.0,21.36,-2358,35028,-37871
2007-11-15,80300.0,78500.0,338675.0,20.5,25491,-32644,-3217
2007-11-16,75700.0,77000.0,437812.0,20.11,12425,-1518,-24202
2007-11-19,76100.0,78000.0,424229.0,20.37,24055,-19573,-21997
2007-11-20,75900.0,75800.0,384782.0,19.8,24647,29835,-56124
2007-11-21,73600.0,72500.0,687006.0,18.93,1700,-74287,63441
2007-11-22,71100.0,69500.0,315484.0,18.15,6559,60371,-75955
2007-11-23,72000.0,71500.0,696021.0,18.67,-61539,-116837,176013
2007-11-26,74500.0,75300.0,623477.0,19.66,7259,-87306,71906
2007-11-27,74900.0,76600.0,490620.0,20.0,11760,49546,-64391
2007-11-28,77000.0,77400.0,314463.0,20.21,-16867,5588,7067
2007-11-29,79900.0,80700.0,475285.0,21.07,-39204,9082,31619
2007-11-30,80000.0,82400.0,416895.0,21.52,-58667,8786,53324
2007-12-03,82600.0,86100.0,315319.0,22.49,-37031,-17397,57714
2007-12-04,86100.0,87500.0,461245.0,22.85,-14580,-118328,133203
2007-12-05,88900.0,87000.0,309598.0,22.72,31704,-41097,5165
2007-12-06,88900.0,88000.0,241051.0,22.98,-28934,-10626,32432
2007-12-07,88100.0,83600.0,185260.0,21.83,4883,24220,-27425
2007-12-10,82200.0,84500.0,152165.0,22.07,-17473,33320,-22619
2007-12-11,84400.0,81500.0,344115.0,21.28,69428,86285,-166515
2007-12-12,80900.0,85200.0,375966.0,22.25,-43949,15716,1426
2007-12-13,85300.0,87500.0,590396.0,22.85,53107,28206,-81423
2007-12-14,86700.0,88600.0,418779.0,23.14,-26484,-23318,55985
2007-12-17,88600.0,86000.0,314382.0,22.46,-13046,-10134,61327
2007-12-18,86100.0,90200.0,591448.0,23.56,2421,50371,-6254
2007-12-20,91000.0,85100.0,618347.0,22.22,59051,7488,-58025
2007-12-21,86000.0,86900.0,243154.0,22.69,-35972,80620,-14648
2007-12-24,86900.0,87700.0,183829.0,22.9,26822,5312,21194
2007-12-26,86900.0,88900.0,121215.0,23.22,-34257,2530,33220
2007-12-27,90000.0,89500.0,101190.0,23.37,-11214,-27402,35329
2007-12-28,89500.0,91500.0,238560.0,23.9,-38984,-607,39541
2008-01-02,90700.0,88100.0,391647.0,19.44,94433,-147746,94850
2008-01-03,88100.0,91000.0,290700.0,20.08,-28109,-63689,87954
2008-01-04,91500.0,99700.0,791942.0,22.0,-192102,-151133,347606
2008-01-07,99000.0,96000.0,466020.0,21.18,55809,-33730,-28924
2008-01-08,97000.0,92200.0,407616.0,20.34,35122,38343,-81756
2008-01-09,91900.0,91900.0,398999.0,20.28,40693,21513,-66795
2008-01-10,92000.0,89900.0,496607.0,19.84,32974,-55683,25367
2008-01-11,90600.0,86900.0,282200.0,19.17,-2953,-31713,27552
2008-01-14,86000.0,85400.0,333436.0,18.84,21067,23055,-66521
2008-01-15,85500.0,82600.0,360664.0,18.22,53064,-18527,-72984
2008-01-16,81000.0,77500.0,478402.0,17.1,72217,47881,-133730
2008-01-17,78500.0,77000.0,529880.0,16.99,67140,-35156,-41979
2008-01-18,75900.0,78000.0,500624.0,17.21,55783,59330,-146712
2008-01-21,74300.0,66700.0,2411312.0,14.72,702138,62303,-804852
2008-01-22,63000.0,66700.0,1065366.0,14.72,-236669,151874,71415
2008-01-23,71900.0,71300.0,1020325.0,15.73,-225015,-32344,238729
2008-01-24,73300.0,72800.0,559870.0,16.06,-14225,-89779,74232
2008-01-25,74800.0,76000.0,584182.0,16.77,-81468,-129630,205681
2008-01-28,74000.0,70100.0,766748.0,15.47,31142,8536,-57399
2008-01-29,70700.0,67000.0,1307096.0,14.78,208580,-37982,-212886
2008-01-30,69000.0,62900.0,746065.0,13.88,6321,-22320,4715
2008-01-31,61000.0,66300.0,724507.0,14.63,-7380,45417,-45884
2008-02-01,66400.0,64500.0,452690.0,14.23,126763,-59746,-76995
2008-02-04,65100.0,70000.0,725621.0,15.44,-67676,-8002,80606
2008-02-05,69800.0,71500.0,428730.0,15.78,-70848,22451,46779
2008-02-11,68900.0,68500.0,303692.0,15.11,30655,-22903,-16404
2008-02-12,70000.0,68000.0,240459.0,15.0,66247,-33456,-18436
2008-02-13,70000.0,68200.0,403214.0,15.05,6643,-68629,50355
2008-02-14,70100.0,71200.0,318469.0,15.71,-22778,6380,-6431
2008-02-15,69500.0,70400.0,426679.0,15.53,75506,-64026,-1230
2008-02-18,70500.0,71900.0,578499.0,15.86,49326,-18330,-34970
2008-02-19,73000.0,71300.0,340669.0,15.73,88222,-31347,-61314
2008-02-20,70300.0,69500.0,359129.0,15.33,62744,-66878,20897
2008-02-21,70200.0,69000.0,467695.0,15.22,28909,-23308,-7248
2008-02-22,68400.0,66000.0,455742.0,14.56,181875,-90275,-99388
2008-02-25,67100.0,67000.0,309978.0,14.78,14744,12310,-37876
2008-02-26,67300.0,65300.0,291963.0,14.41,149445,-102588,-35225
2008-02-27,66700.0,67200.0,615363.0,14.83,-43249,6407,33334
2008-02-28,67400.0,70300.0,690574.0,15.51,-72564,-10172,80268
