Symbol,한온시스템_시가(원),한온시스템_종가(원),한온시스템_거래량(주),한온시스템_PER(IFRS-연결),한온시스템_순매수수량(개인)(주),한온시스템_순매수수량(기관계)(주),한온시스템_순매수수량(외국인계)(주)
2009-01-23,6640.0,6470.0,160980.0,7.32,66253,-19140,-41920
2009-01-28,6600.0,6720.0,299183.0,7.6,27813,82317,-112300
2009-01-29,6850.0,6900.0,267293.0,7.81,-35739,79409,-44040
2009-01-30,6850.0,7000.0,196920.0,7.92,-60747,63487,8860
2009-02-02,6910.0,6840.0,228204.0,7.74,50060,-17280,-32520
2009-02-03,6880.0,6810.0,339391.0,7.71,128029,27771,-155620
2009-02-04,6860.0,7500.0,888785.0,8.49,-210408,322078,-164270
2009-02-05,7510.0,7220.0,398135.0,8.17,-132130,168070,-35770
2009-02-06,7430.0,7220.0,294362.0,8.17,67618,-6288,-55210
2009-02-09,7390.0,7450.0,340393.0,8.43,-33099,14199,2870
2009-02-10,7530.0,7450.0,161349.0,8.43,-10610,23950,-13670
2009-02-11,7210.0,7330.0,219330.0,8.29,45073,-17123,-32230
2009-02-12,7350.0,7330.0,252956.0,8.29,72160,-67740,-4070
2009-02-13,7250.0,7470.0,279611.0,8.45,-105522,49402,50880
2009-02-16,7460.0,7190.0,256114.0,8.14,77060,-83930,6200
2009-02-17,7160.0,6730.0,244851.0,7.62,29494,-54984,25350
2009-02-18,6510.0,6980.0,270190.0,7.9,-34683,28663,5700
2009-02-19,6890.0,6820.0,193693.0,7.72,9311,-18681,5020
2009-02-20,6820.0,6640.0,126422.0,7.51,-10360,30650,-19760
2009-02-23,6580.0,6780.0,94753.0,7.67,24690,-14610,-3440
2009-02-24,6510.0,6570.0,108948.0,7.43,4370,150,-2800
2009-02-25,6700.0,6850.0,256684.0,7.75,-56740,30900,26690
2009-02-26,6930.0,7100.0,369024.0,8.03,-179965,25455,153180
2009-02-27,7100.0,6980.0,190360.0,7.9,18328,-32728,15400
2009-03-02,6820.0,6600.0,299780.0,7.47,39052,-50522,3590
2009-03-03,6500.0,6890.0,203534.0,7.8,-65959,82369,-16590
2009-03-04,6680.0,6950.0,228779.0,7.86,-16930,63980,-49710
2009-03-05,6950.0,6750.0,210864.0,7.64,39626,2004,-41010
2009-03-06,6620.0,6700.0,263101.0,7.58,9490,89730,-99830
2009-03-09,6800.0,6850.0,281571.0,7.75,19690,68400,-88140
2009-03-10,6760.0,7130.0,429261.0,8.07,-22680,57920,-35330
2009-03-11,7340.0,7450.0,452834.0,8.43,-181923,154709,26364
2009-03-12,7450.0,7290.0,390362.0,8.25,55216,92554,-162770
2009-03-13,7290.0,7800.0,671134.0,8.83,-221128,216980,-41820
2009-03-16,7800.0,8050.0,622985.0,9.11,-144190,247970,-174000
2009-03-17,8100.0,8100.0,395022.0,9.17,-127855,33615,2880
2009-03-18,8150.0,8150.0,211309.0,9.22,-41939,8819,-4440
2009-03-19,8200.0,7800.0,262286.0,8.83,69880,-41240,-32030
2009-03-20,7880.0,8010.0,308340.0,9.06,-37270,19660,12530
2009-03-23,8010.0,8060.0,199575.0,9.12,10087,23608,-7750
2009-03-24,8120.0,7980.0,393713.0,9.03,73218,-68048,-3700
2009-03-25,7980.0,7930.0,132365.0,8.97,16987,7973,-28330
2009-03-26,7910.0,8130.0,255440.0,9.2,-30903,14063,17240
2009-03-27,8800.0,8490.0,1419548.0,9.61,474954,-122134,-388270
2009-03-30,8500.0,7970.0,569147.0,9.02,64233,-15653,-50160
2009-03-31,7900.0,7730.0,731877.0,8.75,142460,201480,-354700
2009-04-01,7970.0,8740.0,1201397.0,9.89,-296440,406610,-152930
2009-04-02,8910.0,9100.0,958000.0,10.3,-177749,157769,27580
2009-04-03,9110.0,8900.0,546911.0,10.07,34908,144942,-180010
2009-04-06,9100.0,8850.0,370986.0,10.01,58963,-30313,-41390
2009-04-07,8820.0,9050.0,288046.0,10.24,-49190,-8640,57380
2009-04-08,8850.0,8510.0,308294.0,9.63,142461,-144631,2210
2009-04-09,8700.0,8990.0,431331.0,10.17,-97160,-97030,196010
2009-04-10,9180.0,8990.0,340694.0,10.17,79320,-54750,-14210
2009-04-13,9300.0,9470.0,739896.0,10.72,-66850,173160,-115560
2009-04-14,9340.0,9190.0,273103.0,10.4,20,-11199,12489
2009-04-15,9000.0,8890.0,249592.0,10.06,16804,2006,-19730
2009-04-16,9130.0,9290.0,297634.0,10.51,-152814,55604,101830
2009-04-17,9320.0,9250.0,337233.0,10.47,9752,58,-8420
2009-04-20,9230.0,9210.0,134884.0,10.42,-33392,33222,410
2009-04-21,9050.0,9080.0,187820.0,10.27,-18535,18495,4040
2009-04-22,9160.0,9080.0,243411.0,10.27,74541,-52061,-28880
2009-04-23,9180.0,9020.0,249051.0,10.21,42084,-44864,6150
2009-04-24,9000.0,8850.0,201484.0,10.01,16144,-19994,22380
2009-04-27,8860.0,8850.0,158185.0,10.01,-12486,-37574,50060
2009-04-28,8780.0,8750.0,183734.0,9.9,-79231,35771,41820
2009-04-29,8710.0,8660.0,320582.0,9.8,95622,2448,-103980
2009-04-30,8750.0,8780.0,340020.0,9.93,-11868,3574,5784
2009-05-04,8810.0,8710.0,384288.0,9.86,64037,30896,-90380
2009-05-06,8720.0,8600.0,305639.0,9.73,123109,-138369,15710
2009-05-07,8660.0,8550.0,367265.0,9.67,76661,-108821,53870
2009-05-08,8640.0,8510.0,347817.0,9.63,135319,-105459,-24790
2009-05-11,8620.0,8650.0,368612.0,9.79,104381,-115221,17480
2009-05-12,8670.0,9000.0,467983.0,10.18,-132786,77156,55940
2009-05-13,9040.0,9030.0,388543.0,10.22,-111530,103260,53390
2009-05-14,8990.0,8780.0,317643.0,9.93,29679,-12389,-19520
2009-05-15,8860.0,8700.0,266291.0,9.84,66725,-99975,33410
2009-05-18,8660.0,8650.0,413210.0,9.79,50958,-61598,91900
2009-05-19,8710.0,9760.0,1207931.0,11.04,-463544,247784,166120
2009-05-20,9800.0,10150.0,1607115.0,11.49,-332822,562102,-217410
2009-05-21,10150.0,10650.0,803782.0,12.05,-298858,475448,-167160
2009-05-22,10350.0,10000.0,230239.0,11.32,-16755,-1265,22820
2009-05-25,9850.0,10600.0,566618.0,11.99,-52423,6133,96610
2009-05-26,10700.0,10150.0,493937.0,11.49,-40898,35368,-4410
2009-05-27,10300.0,9920.0,307989.0,11.22,-32491,16571,23920
2009-05-28,10400.0,11000.0,997329.0,12.45,-36331,164511,-174220
2009-05-29,11300.0,10850.0,1153872.0,12.28,-16953,175983,-125360
2009-06-01,10900.0,11900.0,848499.0,13.47,-203018,260528,-61920
2009-06-02,11900.0,11000.0,1574443.0,12.45,361857,-310447,-17290
2009-06-03,10850.0,11000.0,379737.0,12.45,-93129,88859,14440
2009-06-04,11000.0,10400.0,468833.0,11.77,59504,-132554,63470
2009-06-05,10450.0,10400.0,366198.0,11.77,64789,-94979,39530
2009-06-08,10350.0,9940.0,349698.0,11.25,108206,-144086,36240
2009-06-09,10100.0,9750.0,244772.0,11.03,5031,-51911,47650
2009-06-10,9750.0,10200.0,431794.0,11.54,-61806,-37964,88700
2009-06-11,10050.0,9860.0,632160.0,11.16,95101,45809,-136460
2009-06-12,9900.0,9680.0,364371.0,10.95,101832,-53112,-21060
2009-06-15,9610.0,9690.0,341399.0,10.96,47132,11858,-61700
2009-06-16,9520.0,9550.0,143090.0,10.81,-1730,-850,3000
2009-06-17,9560.0,9700.0,209206.0,10.98,10335,5905,-16300
2009-06-18,9700.0,9700.0,358397.0,10.98,4961,88489,-92760
2009-06-19,9800.0,9510.0,278818.0,10.76,21784,-22404,-31220
2009-06-22,9490.0,9950.0,407995.0,11.26,-14259,-61261,75440
2009-06-23,9750.0,9510.0,240927.0,10.76,59725,-11705,-51950
2009-06-24,9590.0,9500.0,313635.0,10.75,-26301,-53479,82740
2009-06-25,9500.0,9850.0,362394.0,11.15,-83847,-18163,103720
2009-06-26,9960.0,9720.0,160249.0,11.0,41606,-90356,32710
2009-06-29,9880.0,9570.0,156589.0,10.83,22778,-66998,43660
2009-06-30,9680.0,9640.0,247190.0,10.91,-38780,80280,-42670
2009-07-01,9520.0,9410.0,279588.0,10.65,17967,-23287,5320
2009-07-02,9490.0,9160.0,469918.0,10.36,117114,-170303,48940
2009-07-03,9070.0,9320.0,125264.0,10.55,-49099,33569,12410
2009-07-06,9260.0,9350.0,138607.0,10.58,2907,9130,3350
2009-07-07,9390.0,9660.0,190773.0,10.93,-50729,42079,14190
2009-07-08,9600.0,10050.0,517082.0,11.37,-25431,128431,-86060
2009-07-09,10100.0,10650.0,774809.0,12.05,-223975,151365,51790
2009-07-10,10700.0,10350.0,561811.0,11.71,-3709,97719,-135300
2009-07-13,10500.0,10350.0,731851.0,11.71,29696,7794,-64450
2009-07-14,10700.0,10150.0,879778.0,11.49,62620,23870,-69360
2009-07-15,10250.0,10300.0,318589.0,11.65,-47850,85800,-36440
2009-07-16,10300.0,9810.0,354532.0,11.1,119526,-97466,-21470
2009-07-17,9990.0,9590.0,347871.0,10.85,112658,-142698,35110
2009-07-20,9700.0,10300.0,406449.0,11.65,-71672,119972,-49780
2009-07-21,10250.0,10100.0,261382.0,11.43,61396,-70146,7590
2009-07-22,10200.0,10550.0,610026.0,11.94,-146451,-79,151350
2009-07-23,10650.0,10000.0,581686.0,11.32,164936,-105426,-49190
2009-07-24,10100.0,10000.0,300809.0,11.32,57768,-48288,-29680
2009-07-27,10200.0,9870.0,533374.0,11.17,237101,-19201,-217900
2009-07-28,9900.0,9800.0,349627.0,11.09,162375,-3455,-164360
2009-07-29,9800.0,9890.0,234395.0,11.19,9313,1277,12120
2009-07-30,9830.0,9850.0,212321.0,11.15,39678,-45388,3510
2009-07-31,9870.0,9990.0,271380.0,11.3,-5771,-2149,7910
2009-08-03,10050.0,10700.0,869822.0,12.11,-297326,261256,67910
2009-08-04,10850.0,10450.0,545273.0,11.82,8394,-70104,72550
2009-08-05,10750.0,10750.0,1019658.0,12.16,14401,366289,-435670
2009-08-06,10850.0,11650.0,1925249.0,13.18,-63924,266424,-235790
2009-08-07,11600.0,11500.0,635931.0,13.01,95327,53263,-161600
2009-08-10,11450.0,12150.0,1073317.0,13.75,-242877,315027,-96760
2009-08-11,12100.0,12100.0,742827.0,13.69,7799,199901,-236350
2009-08-12,12000.0,11900.0,919804.0,13.47,-136652,108382,30220
2009-08-13,12200.0,11600.0,588131.0,13.13,78928,-53508,14440
2009-08-14,11800.0,11700.0,285313.0,13.24,300,-4950,17770
2009-08-17,11700.0,11100.0,314266.0,12.56,41376,-92466,52160
2009-08-18,11000.0,11150.0,493131.0,12.62,108254,-146324,37120
2009-08-19,11350.0,11200.0,942736.0,12.67,14606,-126446,114080
2009-08-20,11650.0,12000.0,645247.0,13.58,-181960,73340,52480
2009-08-21,12350.0,12550.0,749972.0,14.2,-171626,104506,74580
2009-08-24,12600.0,13050.0,858436.0,14.77,-73067,48557,63070
2009-08-25,13000.0,12450.0,331159.0,14.09,68953,-49443,-3870
2009-08-26,12250.0,12350.0,476818.0,13.97,-35100,-59020,102540
2009-08-27,12150.0,11850.0,445128.0,13.41,47218,-117198,63090
2009-08-28,12050.0,12350.0,350800.0,13.97,-29580,14030,12730
2009-08-31,12400.0,11950.0,504320.0,13.52,85936,-111636,-61100
2009-09-01,11900.0,11900.0,559070.0,13.47,76130,-46500,-23470
2009-09-02,11600.0,12800.0,945669.0,14.48,-195281,176221,68260
2009-09-03,12800.0,12300.0,639455.0,13.92,101795,120828,-198433
2009-09-04,12500.0,11850.0,630809.0,13.41,157074,-76144,-76390
2009-09-07,12050.0,11900.0,766567.0,13.47,225851,-84851,-156140
2009-09-08,11900.0,11450.0,884474.0,12.96,198118,-104798,-92390
2009-09-09,11450.0,11050.0,952777.0,12.5,161416,-273176,150170
2009-09-10,11200.0,11300.0,545221.0,12.79,-21639,119849,-104110
2009-09-11,11450.0,11200.0,711693.0,12.67,97999,-60801,-43080
2009-09-14,11100.0,11000.0,548266.0,12.45,75522,-84622,8230
2009-09-15,11150.0,11500.0,920058.0,13.01,2622,65238,-191140
2009-09-16,11500.0,11500.0,984331.0,13.01,94345,83715,-215360
2009-09-17,11750.0,11700.0,1113441.0,13.24,-156771,77600,98160
2009-09-18,11900.0,12350.0,1057588.0,13.97,-406742,237492,138300
2009-09-21,12450.0,12250.0,446449.0,13.86,-51240,-105770,156260
2009-09-22,12250.0,12500.0,483522.0,14.14,-135530,-19360,167540
2009-09-23,12500.0,12050.0,540531.0,13.64,103389,-289359,189770
2009-09-24,12000.0,11500.0,642635.0,13.01,59582,-359172,295970
2009-09-25,11550.0,12000.0,282806.0,13.58,-53163,-610,46273
2009-09-28,11900.0,12050.0,287266.0,13.64,-64570,80040,-25360
2009-09-29,12050.0,11950.0,331989.0,13.52,-23429,-57951,80490
2009-09-30,12000.0,11850.0,325246.0,13.41,-74611,-24359,94370
2009-10-01,11900.0,11800.0,553201.0,13.35,-193400,-38680,221850
2009-10-05,11600.0,11900.0,352994.0,13.47,-15847,-89243,121740
2009-10-06,12000.0,11000.0,622957.0,12.45,271157,-271557,22000
2009-10-07,11150.0,11200.0,457684.0,12.67,-35670,-159000,194670
2009-10-08,11300.0,11300.0,187144.0,12.79,-17890,-16050,34910
2009-10-09,11300.0,11600.0,272251.0,13.13,-28559,-55541,90340
2009-10-12,11600.0,11400.0,297592.0,12.9,48677,-40777,1310
2009-10-13,11400.0,11350.0,430901.0,12.84,6783,111347,-93270
2009-10-14,11400.0,11450.0,307336.0,12.96,3858,-24088,23410
2009-10-15,11500.0,11500.0,329525.0,13.01,11909,-7149,26550
2009-10-16,11550.0,11400.0,266384.0,12.9,-6044,-59575,94420
2009-10-19,11300.0,11250.0,114385.0,12.73,6930,-31930,24710
2009-10-20,11400.0,11550.0,193700.0,13.07,-61448,-17332,93060
2009-10-21,11550.0,11750.0,463199.0,13.3,-25740,-144740,154880
2009-10-22,11800.0,12100.0,645065.0,13.69,-136434,-10616,150050
2009-10-23,12150.0,12600.0,882258.0,14.26,-236944,-91976,338390
2009-10-26,12550.0,12500.0,556911.0,14.14,66463,-230313,170650
2009-10-27,12550.0,12300.0,311354.0,13.92,35870,-146480,122000
2009-10-28,12200.0,12300.0,365122.0,13.92,-39800,-33310,67830
2009-10-29,12500.0,11550.0,506888.0,13.07,196650,-137800,22640
2009-10-30,11750.0,11650.0,372921.0,13.18,-44246,-45734,91810
2009-11-02,11300.0,11300.0,443111.0,12.79,24980,-196320,197100
2009-11-03,11400.0,11400.0,247528.0,12.9,-15006,-43074,51890
2009-11-04,11550.0,11650.0,285680.0,13.18,16300,50950,-77340
2009-11-05,11550.0,11550.0,182384.0,13.07,-7430,-25520,40110
2009-11-06,11750.0,12050.0,397354.0,13.64,-69690,-86350,154360
2009-11-09,12150.0,12300.0,364076.0,13.92,-140937,18087,122940
2009-11-10,12400.0,12200.0,255977.0,13.8,-26200,-67440,72150
2009-11-11,12400.0,11900.0,157557.0,13.47,21018,-4498,-16520
2009-11-12,12000.0,11900.0,309255.0,13.47,13865,-54625,15000
2009-11-13,12200.0,12100.0,390948.0,13.69,-18555,-140825,160580
2009-11-16,12200.0,12100.0,299592.0,13.69,6026,-105217,94541
2009-11-17,12100.0,12300.0,166155.0,13.92,-45931,-9919,42020
2009-11-18,12300.0,12750.0,347605.0,14.43,-86640,14370,71910
2009-11-19,12650.0,12350.0,397256.0,13.97,80620,-53630,-30820
2009-11-20,12300.0,12500.0,158960.0,14.14,-35321,23381,11140
2009-11-23,12550.0,12350.0,177551.0,13.97,20540,-15020,-21170
2009-11-24,12450.0,12300.0,134027.0,13.92,-1841,1001,5980
2009-11-25,12200.0,12350.0,209448.0,13.97,-20222,50892,-30810
2009-11-26,12300.0,12150.0,227217.0,13.75,-16390,-54610,68970
2009-11-27,12000.0,11450.0,272867.0,12.96,-37930,13860,11890
2009-11-30,11650.0,12000.0,222861.0,13.58,-70018,-4412,80240
2009-12-01,11900.0,12200.0,225856.0,13.8,-25799,-24951,36240
2009-12-02,12250.0,12000.0,261412.0,13.58,-42036,-38794,33650
2009-12-03,12100.0,12200.0,185177.0,13.8,-45536,46926,-1590
2009-12-04,12200.0,12900.0,969191.0,14.6,-122610,-113640,225150
2009-12-07,13050.0,13000.0,206701.0,14.71,4041,-751,-2140
2009-12-08,13200.0,13600.0,917700.0,15.39,-119410,42290,100550
2009-12-09,13450.0,13650.0,447672.0,15.45,18070,142140,-158970
2009-12-10,13700.0,13750.0,591627.0,15.56,43545,69505,-97490
2009-12-11,13550.0,13250.0,519855.0,14.99,129530,60370,-199020
2009-12-14,13250.0,13350.0,303044.0,15.11,86250,-48690,-35860
2009-12-15,13400.0,13150.0,338966.0,14.88,48050,4050,-52890
2009-12-16,13250.0,13450.0,515048.0,15.22,463,-11383,20700
2009-12-17,13400.0,13150.0,302804.0,14.88,-3170,20310,-29140
2009-12-18,13050.0,12900.0,326448.0,14.6,89720,-48420,-52390
2009-12-21,12900.0,12650.0,434335.0,14.31,109640,23460,-111630
2009-12-22,12800.0,13100.0,471644.0,14.82,45418,38822,-75140
2009-12-23,13200.0,12950.0,394695.0,14.65,23275,44265,-66200
2009-12-24,12950.0,13300.0,383795.0,15.05,-108086,36496,69890
2009-12-28,13200.0,13350.0,403140.0,15.11,-22920,12360,20540
2009-12-29,13250.0,12850.0,236053.0,14.54,30599,22151,-53780
2009-12-30,12750.0,13450.0,463361.0,15.22,-163700,-15620,196120
2010-01-04,13400.0,13350.0,127060.0,9.42,3581,16359,-19460
2010-01-05,13350.0,12950.0,413151.0,9.13,-10440,-31210,87810
2010-01-06,12900.0,12750.0,353904.0,8.99,36868,21203,-45271
2010-01-07,12700.0,12350.0,263122.0,8.71,-12240,28520,-21670
2010-01-08,12400.0,12350.0,194605.0,8.71,39200,-9850,-29390
2010-01-11,12350.0,12050.0,273382.0,8.5,56031,-47051,-5660
2010-01-12,12100.0,12050.0,266262.0,8.5,64179,17321,-80960
2010-01-13,11950.0,11700.0,223237.0,8.25,52447,-9717,-42190
2010-01-14,11700.0,11700.0,415882.0,8.25,91653,38027,-90930
2010-01-15,11800.0,11950.0,403499.0,8.43,76070,10420,-82250
2010-01-18,11900.0,11850.0,171069.0,8.36,15470,14970,-18420
2010-01-19,11800.0,12200.0,585824.0,8.6,94131,21870,-114821
2010-01-20,12300.0,11800.0,308930.0,8.32,33110,-26360,-1870
2010-01-21,11700.0,11950.0,131633.0,8.43,-30004,19684,6680
2010-01-22,11700.0,11650.0,259463.0,8.22,-37320,-23940,63520
2010-01-25,11450.0,11650.0,149573.0,8.22,-19964,23204,-3070
2010-01-26,11650.0,11150.0,227994.0,7.86,-6352,-9738,16620
2010-01-27,11150.0,11500.0,198781.0,8.11,-59950,59410,-8550
2010-01-28,11500.0,11800.0,349923.0,8.32,-127195,127705,-6570
2010-01-29,11650.0,11900.0,282546.0,8.39,-119050,51040,57760
2010-02-01,11900.0,11800.0,226314.0,8.32,930,-55980,57060
2010-02-02,11750.0,11950.0,559618.0,8.43,-65352,13232,73410
2010-02-03,12100.0,12100.0,214239.0,8.53,-6846,4286,3790
2010-02-04,12150.0,12500.0,399971.0,8.82,-94650,-28810,126360
2010-02-05,12150.0,12300.0,263882.0,8.67,-127910,116660,-6640
2010-02-08,12350.0,12200.0,217652.0,8.6,11529,9021,-180
2010-02-09,12000.0,12000.0,382906.0,8.46,-4460,-90050,110760
2010-02-10,12050.0,11900.0,233171.0,8.39,16332,-28052,11190
2010-02-11,11950.0,11950.0,225222.0,8.43,-6623,-17257,54830
2010-02-12,12100.0,12150.0,211602.0,8.57,-22034,23850,1054
2010-02-16,12200.0,12700.0,537512.0,8.96,-112495,85685,36840
2010-02-17,12800.0,12850.0,329995.0,9.06,-113440,-15260,127400
2010-02-18,12850.0,13000.0,327665.0,9.17,-133380,110220,25380
2010-02-19,12800.0,12550.0,286610.0,8.85,-70890,127830,-55210
2010-02-22,12800.0,12750.0,125990.0,8.99,-23340,25160,-6180
2010-02-23,12650.0,12850.0,206736.0,9.06,-39220,25820,13640
2010-02-24,12850.0,12800.0,92729.0,9.03,-27316,12611,18495
2010-02-25,12750.0,12650.0,168512.0,8.92,1937,4783,-2030
2010-02-26,12500.0,13000.0,177303.0,9.17,-91726,51750,38926
2010-03-02,13000.0,13500.0,401722.0,9.52,-251752,82582,165610
2010-03-03,13450.0,13250.0,257510.0,9.34,-13130,91790,-75120
2010-03-04,13300.0,13050.0,236993.0,9.2,26735,-59455,41980
2010-03-05,13000.0,13400.0,298918.0,9.45,-89150,-52320,135810
2010-03-08,13650.0,13400.0,195095.0,9.45,2393,-93343,93240
2010-03-09,13400.0,13200.0,227465.0,9.31,26060,-135690,137820
2010-03-10,13300.0,13150.0,200382.0,9.27,-2805,-95776,111041
2010-03-11,13150.0,13250.0,223541.0,9.34,-33140,16530,8980
2010-03-12,13350.0,13450.0,205990.0,9.49,-61161,-9979,89670
2010-03-15,13500.0,13300.0,53485.0,9.38,-17828,12208,1240
2010-03-16,13350.0,13000.0,310543.0,9.17,63811,29509,-94580
2010-03-17,13000.0,13100.0,221567.0,9.24,-20353,53603,-32550
2010-03-18,12900.0,13400.0,184461.0,9.45,-63779,-1861,84090
2010-03-19,13500.0,13600.0,238015.0,9.59,-85614,48264,35190
2010-03-22,13600.0,13850.0,293873.0,9.77,-40976,-49974,100520
2010-03-23,14000.0,13700.0,169290.0,9.66,-19212,612,12060
2010-03-24,13900.0,13750.0,129250.0,9.7,-12900,4000,6930
2010-03-25,13750.0,14000.0,125138.0,9.87,-22384,9854,12640
2010-03-26,14000.0,13700.0,73175.0,9.66,10350,3250,-4760
2010-03-29,13700.0,13900.0,69562.0,9.8,-42342,9072,33250
2010-03-30,13800.0,14100.0,231282.0,9.94,-33317,42897,8430
2010-03-31,14100.0,13600.0,259455.0,9.59,41946,-22270,-15710
2010-04-01,13600.0,13950.0,221542.0,9.84,-72022,50376,19840
2010-04-02,13850.0,13350.0,375706.0,9.42,87162,-34132,21860
2010-04-05,13450.0,14100.0,445213.0,9.94,-82490,68674,2746
2010-04-06,14250.0,14050.0,209764.0,9.91,19575,-41895,14210
2010-04-07,13950.0,14200.0,259048.0,10.01,-10680,-27890,31540
2010-04-08,14200.0,14400.0,278322.0,10.16,-10425,-65071,93476
2010-04-09,14700.0,14500.0,233680.0,10.23,4165,-912,-463
2010-04-12,14350.0,14050.0,243018.0,9.91,-659,30559,-32960
2010-04-13,14000.0,14350.0,112480.0,10.12,-33260,31900,930
2010-04-14,14350.0,14250.0,155177.0,10.05,-6547,-13953,33190
2010-04-15,14250.0,13900.0,178854.0,9.8,21850,-45965,36355
2010-04-16,14100.0,13900.0,222804.0,9.8,28020,-98400,85480
2010-04-19,13900.0,13900.0,116676.0,9.8,-13600,-19570,41960
2010-04-20,14000.0,14100.0,132199.0,9.94,-1954,-18996,36130
2010-04-21,14250.0,14450.0,215791.0,10.19,-34763,24963,8240
2010-04-22,14400.0,14750.0,175384.0,10.4,-34373,-13057,52570
2010-04-23,14650.0,14850.0,92492.0,10.47,-5960,-14400,23890
2010-04-26,14750.0,14800.0,120425.0,10.44,3973,7517,-10300
2010-04-27,14700.0,14550.0,179501.0,10.26,12242,-42772,19610
2010-04-28,14100.0,14300.0,236503.0,10.08,59017,-80627,32840
2010-04-29,14400.0,14600.0,147755.0,10.3,24496,844,-25910
2010-04-30,14600.0,15000.0,309217.0,10.58,-67895,-40795,113710
2010-05-03,15000.0,15100.0,109911.0,10.65,-22365,5355,11130
2010-05-04,15050.0,16200.0,565847.0,11.42,-64252,56302,11880
2010-05-06,15950.0,15900.0,532106.0,11.21,72077,126504,-221253
2010-05-07,15350.0,14950.0,417162.0,10.54,72591,93104,-172335
2010-05-10,15100.0,15500.0,578863.0,10.93,104522,130924,-235636
2010-05-11,15850.0,15500.0,461979.0,10.93,17495,140435,-178940
2010-05-12,15400.0,16350.0,429447.0,11.53,-81925,93190,-24345
2010-05-13,16700.0,16400.0,363149.0,11.57,89829,-13889,-69530
2010-05-14,16300.0,17000.0,366270.0,11.99,-13783,-35976,50809
2010-05-17,16950.0,16600.0,253658.0,11.71,29478,2739,-40047
2010-05-18,16800.0,15550.0,411721.0,10.97,11257,-40587,32240
2010-05-19,15250.0,15600.0,395103.0,11.0,29622,22318,-34800
2010-05-20,15600.0,15500.0,502907.0,10.93,7258,11312,-23800
2010-05-24,15250.0,15000.0,322285.0,10.58,21894,8396,-26920
2010-05-25,14700.0,14450.0,396814.0,10.19,-23952,57292,-25710
2010-05-26,14450.0,15350.0,282370.0,10.83,-55499,80179,-30350
2010-05-27,15400.0,15700.0,419440.0,11.07,64740,28820,-101310
2010-05-28,16100.0,15700.0,237045.0,11.07,-21722,62652,-38740
2010-05-31,15900.0,16500.0,144112.0,11.64,-44084,24324,23310
2010-06-01,16350.0,15500.0,275532.0,10.93,27644,31516,-51850
2010-06-03,16200.0,15800.0,398729.0,11.14,45256,44944,-98180
2010-06-04,15600.0,15200.0,558615.0,10.72,199922,88218,-259790
2010-06-07,14700.0,14900.0,403220.0,10.51,58642,55098,-145060
2010-06-08,15000.0,15250.0,255393.0,10.75,-26098,89818,-68300
2010-06-09,15350.0,15400.0,264650.0,10.86,-27617,91097,-61790
2010-06-10,15400.0,15250.0,438414.0,10.75,37081,49927,-106628
2010-06-11,15500.0,15100.0,166725.0,10.65,-16906,-31554,28970
2010-06-14,15200.0,15700.0,223817.0,11.07,-83786,69086,10150
2010-06-15,15800.0,16150.0,209353.0,11.39,-58424,92673,-32459
2010-06-16,16150.0,16500.0,298623.0,11.64,-69280,43440,26630
2010-06-17,16650.0,16850.0,310434.0,11.88,-66189,82378,4811
2010-06-18,16750.0,16950.0,168638.0,11.95,-37893,46290,-9917
2010-06-21,16900.0,16950.0,165484.0,11.95,-31245,42907,-12772
2010-06-22,16900.0,16250.0,168314.0,11.46,17426,-26983,8887
2010-06-23,16100.0,16050.0,203471.0,11.32,-17231,-47919,70610
2010-06-24,16050.0,15950.0,198666.0,11.25,52396,-70096,39520
2010-06-25,15950.0,15650.0,205063.0,11.04,71943,-54243,-10900
2010-06-28,15650.0,16400.0,156773.0,11.57,-11408,-2132,8900
2010-06-29,16400.0,16350.0,210595.0,11.53,-49863,-31367,75170
2010-06-30,16250.0,16400.0,284435.0,11.57,-38596,-33684,36170
2010-07-01,16300.0,17050.0,209625.0,12.02,-67612,80412,12230
2010-07-02,17200.0,16400.0,354139.0,11.57,15946,84064,-93930
2010-07-05,16500.0,16450.0,143947.0,11.6,-5072,6663,-91
2010-07-06,16400.0,16500.0,159116.0,11.64,13471,9423,-21144
2010-07-07,16600.0,16250.0,298304.0,11.46,-25548,-17202,40740
2010-07-08,16400.0,16500.0,258157.0,11.64,-20707,20657,-6120
2010-07-09,16950.0,16850.0,150300.0,11.88,-31206,-6034,33530
2010-07-12,16900.0,17000.0,202740.0,11.99,26379,-11299,-11110
2010-07-13,17000.0,16300.0,562069.0,11.5,53032,-106332,22390
2010-07-14,16450.0,16300.0,398848.0,11.5,6873,-2583,53890
2010-07-15,16350.0,16600.0,255974.0,11.71,-55541,-36099,94280
2010-07-16,16600.0,16800.0,212331.0,11.85,-72086,-16684,91540
2010-07-19,16700.0,16650.0,123527.0,11.74,-7822,17012,-5700
2010-07-20,16550.0,16550.0,234783.0,11.67,11250,-10080,12630
2010-07-21,16650.0,16350.0,173285.0,11.53,13002,-11272,1290
2010-07-22,16300.0,16500.0,156626.0,11.64,-45494,15164,19810
2010-07-23,16500.0,16700.0,106698.0,11.78,-33823,34783,-1030
2010-07-26,16750.0,17800.0,330946.0,12.55,-68310,63410,7780
2010-07-27,17800.0,18000.0,334426.0,12.69,-34876,14236,-19060
2010-07-28,18000.0,17400.0,237148.0,12.27,45610,-68920,11920
