Symbol,동서_시가(원),동서_종가(원),동서_거래량(주),동서_PER(IFRS-연결),동서_순매수수량(개인)(주),동서_순매수수량(기관계)(주),동서_순매수수량(외국인계)(주)
2014-03-12,15250.0,15500.0,83550.0,12.5,-27458,-122,26961
2014-03-13,15600.0,15500.0,63678.0,12.5,-5517,-9111,14628
2014-03-14,15450.0,15650.0,58380.0,12.62,-8390,-10733,19134
2014-03-17,15700.0,15750.0,53738.0,12.7,-11656,2290,9146
2014-03-18,15750.0,15650.0,105148.0,12.62,17279,-22154,4665
2014-03-19,15750.0,15400.0,119101.0,12.41,25823,-3419,-20800
2014-03-20,15350.0,15300.0,57214.0,12.33,13878,-13766,-312
2014-03-21,15300.0,15450.0,143817.0,12.45,11335,-7572,-5366
2014-03-24,15400.0,15450.0,68221.0,12.45,-7889,5153,2965
2014-03-25,15500.0,15400.0,56025.0,12.41,-121,1749,1388
2014-03-26,15450.0,15700.0,102726.0,12.66,-41710,5854,35736
2014-03-27,15650.0,15850.0,103158.0,12.78,-11261,-2852,14403
2014-03-28,15850.0,15950.0,57064.0,12.86,-10537,-6889,17146
2014-03-31,15950.0,15800.0,106354.0,12.74,-1364,-9498,11099
2014-04-01,15800.0,15900.0,64409.0,12.82,-10815,-1119,15397
2014-04-02,15950.0,16300.0,118518.0,13.14,18202,-5653,-13036
2014-04-03,16300.0,15950.0,74084.0,12.86,12961,-5881,-7568
2014-04-04,16050.0,15800.0,73565.0,12.74,20133,-18481,-1652
2014-04-07,15850.0,15800.0,37781.0,12.74,-3038,4296,-1258
2014-04-08,15800.0,16050.0,40804.0,12.94,-13094,7802,5292
2014-04-09,16200.0,16200.0,40942.0,13.06,-4108,1658,2250
2014-04-10,16200.0,16150.0,54947.0,13.02,2420,2042,-4462
2014-04-11,16000.0,16050.0,61026.0,12.94,-7135,3117,4018
2014-04-14,16050.0,16300.0,85947.0,13.14,6824,-3043,-10781
2014-04-15,16250.0,16000.0,66093.0,12.9,10501,-17647,4278
2014-04-16,16050.0,16150.0,33739.0,13.02,2479,-13775,11266
2014-04-17,16200.0,16150.0,47866.0,13.02,1768,-15155,13387
2014-04-18,16050.0,16050.0,91206.0,12.94,-2045,-32018,33963
2014-04-21,16150.0,15950.0,57125.0,12.86,-6164,-4926,13890
2014-04-22,15950.0,16000.0,44210.0,12.9,-8416,-5549,13705
2014-04-23,16100.0,16000.0,80740.0,12.9,-27542,-326,27918
2014-04-24,15950.0,15800.0,136068.0,12.74,31089,-28124,8382
2014-04-25,15750.0,15650.0,146090.0,12.62,10124,-30578,25908
2014-04-28,15550.0,15800.0,32095.0,12.74,-10407,3013,7394
2014-04-29,15850.0,15750.0,52190.0,12.7,9229,-9080,-149
2014-04-30,15850.0,15800.0,52357.0,12.74,-3709,-3885,7594
2014-05-02,15800.0,15900.0,32752.0,12.82,-4389,5922,-1183
2014-05-07,15950.0,15700.0,44081.0,12.66,-5618,14532,-7881
2014-05-08,15800.0,15600.0,62294.0,12.58,6800,-13592,6642
2014-05-09,15600.0,15850.0,36414.0,12.78,-19487,8904,10483
2014-05-12,15850.0,15750.0,35555.0,12.7,-3871,5568,-1897
2014-05-13,15750.0,15950.0,45966.0,12.86,-11139,3631,7431
2014-05-14,15900.0,16150.0,91739.0,13.02,-10575,3904,7798
2014-05-15,16150.0,16200.0,68166.0,13.06,-7444,-17259,25043
2014-05-16,16200.0,15900.0,54146.0,12.82,30782,-22104,3522
2014-05-19,15800.0,16100.0,42425.0,12.98,-13039,4765,8927
2014-05-20,16100.0,16000.0,44242.0,12.9,-5799,2052,3747
2014-05-21,15900.0,16150.0,37638.0,13.02,-10995,466,10686
2014-05-22,16150.0,16100.0,50849.0,12.98,561,-12151,12920
2014-05-23,16100.0,16200.0,57807.0,13.06,415,-16544,16129
2014-05-26,16200.0,16150.0,29346.0,13.02,-3764,3461,3903
2014-05-27,16100.0,16100.0,49507.0,12.98,-19013,2029,26212
2014-05-28,16100.0,16100.0,45916.0,12.98,-3363,2481,2954
2014-05-29,16150.0,16750.0,321346.0,13.5,15638,-50393,31505
2014-05-30,16750.0,16400.0,135493.0,13.22,-4569,-6632,11201
2014-06-02,16500.0,16750.0,173204.0,13.5,-450,-13326,13874
2014-06-03,16900.0,16850.0,211151.0,13.58,13947,64081,-78624
2014-06-05,16800.0,16700.0,170636.0,13.46,-565,53107,-51293
2014-06-09,16700.0,16150.0,132207.0,13.02,35188,-19356,-15828
2014-06-10,16150.0,16400.0,93504.0,13.22,-21515,40074,-18559
2014-06-11,16300.0,16400.0,109628.0,13.22,14441,15016,-29457
2014-06-12,16450.0,15900.0,224516.0,12.82,38448,22434,-60982
2014-06-13,16000.0,16000.0,229128.0,12.9,58510,-34340,-21964
2014-06-16,16050.0,16250.0,59348.0,13.1,-15789,-5323,20182
2014-06-17,16200.0,16450.0,67190.0,13.26,-21709,-3302,26257
2014-06-18,16500.0,16400.0,177818.0,13.22,168,-31717,32079
2014-06-19,16450.0,16500.0,137572.0,13.3,61958,-18612,-40275
2014-06-20,16500.0,16550.0,130305.0,13.34,42175,-65255,23080
2014-06-23,16550.0,16550.0,117088.0,13.34,20421,-26659,9630
2014-06-24,16500.0,16300.0,89658.0,13.14,-17486,8300,24292
2014-06-25,16450.0,16500.0,61289.0,13.3,-3135,-5880,13809
2014-06-26,16500.0,16650.0,41591.0,13.42,-4763,-11626,16389
2014-06-27,16650.0,16650.0,58827.0,13.42,-4367,-17556,21923
2014-06-30,16700.0,16800.0,60516.0,13.54,-2425,-14942,15367
2014-07-01,16850.0,17150.0,186858.0,13.83,-13725,-16860,45569
2014-07-02,17150.0,17050.0,109808.0,13.74,13270,10821,-8720
2014-07-03,17150.0,16950.0,68124.0,13.66,-4440,2130,1310
2014-07-04,17050.0,16800.0,85390.0,13.54,19918,-39904,25548
2014-07-07,16700.0,16700.0,96900.0,13.46,24044,-32710,8566
2014-07-08,16700.0,16700.0,116724.0,13.46,4574,-13672,8940
2014-07-09,16650.0,16550.0,64825.0,13.34,-1003,-21992,22395
2014-07-10,16700.0,16800.0,163371.0,13.54,-55325,4538,50686
2014-07-11,16900.0,16550.0,110134.0,13.34,33957,-32404,-3055
2014-07-14,16600.0,16600.0,122314.0,13.38,-25381,7467,16144
2014-07-15,16600.0,16550.0,123253.0,13.34,-24667,11410,14132
2014-07-16,16600.0,16550.0,94109.0,13.34,-31013,22361,11862
2014-07-17,16650.0,17000.0,192739.0,13.7,-32420,20486,22275
2014-07-18,17050.0,17600.0,641364.0,14.19,-79189,154911,-80902
2014-07-21,17800.0,17700.0,422040.0,14.27,-24122,40389,-15017
2014-07-22,17800.0,18000.0,249710.0,14.51,-22917,53394,-30660
2014-07-23,18000.0,18700.0,492374.0,15.07,-46256,89705,-39740
2014-07-24,18700.0,18400.0,214726.0,14.83,-29185,10567,17118
2014-07-25,18400.0,19200.0,393797.0,15.48,-73530,56078,20402
2014-07-28,19450.0,19200.0,411268.0,15.48,44774,15000,-59617
2014-07-29,19250.0,19300.0,171387.0,15.56,-18949,7936,15333
2014-07-30,19300.0,19450.0,200095.0,15.68,-14651,-17509,22646
2014-07-31,19450.0,19350.0,172139.0,15.6,-39321,17867,21454
2014-08-01,19150.0,19200.0,81451.0,15.48,-12370,407,12687
2014-08-04,19200.0,19150.0,121340.0,15.44,-10676,22135,-14037
2014-08-05,19150.0,19200.0,116320.0,15.48,-33014,38504,-2139
2014-08-06,19300.0,19650.0,138090.0,15.84,-27487,40076,-9939
2014-08-07,19650.0,20500.0,470882.0,16.53,-88834,155768,-64982
2014-08-08,20300.0,20300.0,272843.0,16.36,17051,57528,-74830
2014-08-11,20600.0,20650.0,253105.0,16.65,5170,30494,-30079
2014-08-12,20550.0,20550.0,119272.0,16.57,5042,8883,-13925
2014-08-13,20600.0,20550.0,137415.0,16.57,-14333,5782,21525
2014-08-14,20550.0,20550.0,182231.0,16.57,57385,16385,-73918
2014-08-18,20500.0,20000.0,223150.0,16.12,17944,-15339,-1969
2014-08-19,20050.0,20300.0,175544.0,16.36,-45281,9854,36709
2014-08-20,20300.0,20100.0,134854.0,16.2,1519,-4017,2560
2014-08-21,19950.0,20300.0,93727.0,16.36,-13882,-13450,27893
2014-08-22,20300.0,20000.0,95405.0,16.12,17074,5539,-22064
2014-08-25,19950.0,20350.0,105523.0,16.4,5611,15022,-21558
2014-08-26,20300.0,20000.0,126968.0,16.12,26634,-9386,-16760
2014-08-27,20050.0,20300.0,136108.0,16.36,-12837,11697,1302
2014-08-28,20500.0,20350.0,69556.0,16.4,11,18700,-18560
2014-08-29,20300.0,20150.0,65595.0,16.24,9028,11777,-21128
2014-09-01,20200.0,20000.0,92441.0,16.12,25611,7286,-33680
2014-09-02,20000.0,20300.0,114696.0,16.36,-12262,45205,-18332
2014-09-03,20300.0,21600.0,484272.0,17.41,-55722,56049,-6828
2014-09-04,21700.0,21450.0,243786.0,17.29,16583,44723,-62840
2014-09-05,21500.0,21550.0,160295.0,17.37,-331,52409,-52112
2014-09-11,21600.0,21800.0,161497.0,17.57,8442,12022,-38405
2014-09-12,21950.0,21050.0,220995.0,16.97,46136,29792,-72506
2014-09-15,21050.0,21850.0,190762.0,17.61,-43993,30110,25512
2014-09-16,22000.0,23000.0,523404.0,18.54,66254,63060,-115712
2014-09-17,23000.0,23400.0,450863.0,18.86,-29550,195484,-172642
2014-09-18,23600.0,23600.0,308114.0,19.02,88515,55950,-150900
2014-09-19,23500.0,24100.0,219237.0,19.43,-2016,81846,-76487
2014-09-22,24500.0,24500.0,209722.0,19.75,24627,27112,-60740
2014-09-23,24550.0,24300.0,303594.0,19.59,64205,-65036,208
2014-09-24,24300.0,24000.0,190977.0,19.35,14073,-36015,16514
2014-09-25,24000.0,24350.0,169123.0,19.63,33923,-26037,-9801
2014-09-26,24000.0,23750.0,214320.0,19.15,31310,-11122,-21055
2014-09-29,23550.0,23000.0,233731.0,18.54,27786,-1775,-26222
2014-09-30,23000.0,23750.0,227306.0,19.15,-24525,30347,-7724
2014-10-01,23750.0,23000.0,109206.0,18.54,19501,7733,-27322
2014-10-02,22950.0,22950.0,187275.0,18.5,3980,31802,-36146
2014-10-06,23250.0,23550.0,167410.0,18.98,20878,14188,-35054
2014-10-07,23600.0,23150.0,96760.0,18.66,23746,-7069,-16153
2014-10-08,23100.0,23350.0,67428.0,18.82,-5285,-1956,7203
2014-10-10,23200.0,23650.0,125378.0,19.07,-10789,14501,-3504
2014-10-13,23400.0,21950.0,281043.0,17.69,112387,7087,-116663
2014-10-14,19600.0,21200.0,1198871.0,17.09,-101158,61569,16931
2014-10-15,20950.0,21250.0,618032.0,17.13,-51902,39899,14673
2014-10-16,20950.0,20600.0,373889.0,16.61,-46195,-12460,59221
2014-10-17,20700.0,19500.0,882797.0,15.72,91457,-107492,15605
2014-10-20,19650.0,20000.0,297563.0,16.12,21754,-36714,-803
2014-10-21,20300.0,22700.0,696761.0,18.3,-68920,76498,5410
2014-10-22,22450.0,22750.0,298859.0,18.34,52384,19390,-71574
2014-10-23,22750.0,22100.0,144699.0,17.82,51056,-30867,-20239
2014-10-24,22150.0,21850.0,113923.0,17.61,7319,-968,-6712
2014-10-27,22000.0,21050.0,158089.0,16.97,-6581,17604,-10598
2014-10-28,21050.0,21350.0,86134.0,17.21,545,-1272,127
2014-10-29,21350.0,21500.0,131846.0,17.33,39877,-23566,-15255
2014-10-30,21400.0,20600.0,147254.0,16.61,66397,-32837,-30061
2014-10-31,20850.0,20800.0,79500.0,16.77,2491,2719,-4624
2014-11-03,20600.0,21200.0,116870.0,17.09,-24352,48603,-24101
2014-11-04,21350.0,20450.0,139019.0,16.49,25808,3947,-31821
2014-11-05,20500.0,21450.0,180327.0,17.29,-57419,76000,-5394
2014-11-06,21250.0,21150.0,127872.0,17.05,-14506,38271,-22865
2014-11-07,21400.0,21650.0,138067.0,17.45,-41196,62612,-12028
2014-11-10,21700.0,21900.0,173721.0,17.65,2496,6141,-2817
2014-11-11,22450.0,23550.0,733734.0,18.98,4933,38881,-91744
2014-11-12,23700.0,23500.0,262157.0,18.94,-28875,56140,-36212
2014-11-13,23450.0,23850.0,269384.0,19.23,26333,-37675,-3988
2014-11-14,23600.0,23450.0,120326.0,18.9,8826,-211,-15125
2014-11-17,23450.0,22500.0,142368.0,18.14,21037,-9564,-10623
2014-11-18,22350.0,23000.0,110107.0,18.54,-42239,21132,21330
2014-11-19,23100.0,23000.0,82238.0,18.54,-8210,11696,564
2014-11-20,23000.0,22850.0,57598.0,18.42,10039,-3673,-6366
2014-11-21,22650.0,22500.0,80574.0,18.14,9453,-4878,-4531
2014-11-24,21750.0,22450.0,241047.0,18.1,-77261,-5500,86965
2014-11-25,22700.0,23150.0,208520.0,18.66,-55442,8383,48241
2014-11-26,23300.0,23400.0,53692.0,18.86,-11943,-3083,15027
2014-11-27,23400.0,23050.0,61337.0,18.58,4083,5191,-8924
2014-11-28,22800.0,23150.0,38718.0,18.66,-8556,5779,3277
2014-12-01,23150.0,23400.0,97871.0,18.86,-18269,-2205,20024
2014-12-02,23350.0,23050.0,144653.0,18.58,50794,-48176,-2303
2014-12-03,22800.0,22450.0,152572.0,18.1,46726,-79756,30930
2014-12-04,22650.0,23050.0,98839.0,18.58,-54095,16158,32180
2014-12-05,23050.0,23700.0,161824.0,19.11,-65138,8527,56163
2014-12-08,23800.0,23450.0,85179.0,18.9,7743,-15628,7685
2014-12-09,23300.0,23650.0,75440.0,19.07,-30218,12783,17295
2014-12-10,23550.0,23850.0,116456.0,19.23,-37050,19979,17271
2014-12-11,23900.0,23800.0,94740.0,19.19,-4386,13353,-6873
2014-12-12,23650.0,23700.0,92397.0,19.11,-12542,16169,-3627
2014-12-15,23700.0,23600.0,65627.0,19.02,-20438,13064,7374
2014-12-16,23600.0,23900.0,100618.0,19.27,-23053,4403,19080
2014-12-17,23950.0,23350.0,114358.0,18.82,-1913,-8446,10459
2014-12-18,23050.0,22800.0,108345.0,18.38,-1308,6970,-3217
2014-12-19,23000.0,23100.0,75116.0,18.62,-18099,-2190,20499
2014-12-22,23200.0,23700.0,69547.0,19.11,-28353,817,28536
2014-12-23,23700.0,23450.0,73960.0,18.9,11813,-3432,-8049
2014-12-24,23350.0,23300.0,83544.0,18.78,1917,-3855,1938
2014-12-26,23200.0,23400.0,110173.0,18.86,-15016,9345,5571
2014-12-29,23150.0,22950.0,62194.0,18.5,10611,-4590,-6686
2014-12-30,22550.0,22600.0,42258.0,18.22,-1192,5,1317
2015-01-02,22450.0,22500.0,58776.0,17.59,-11903,9328,4015
2015-01-05,22650.0,22200.0,64765.0,17.36,-13941,21893,-7452
2015-01-06,22300.0,22300.0,76522.0,17.44,-9011,23246,-15835
2015-01-07,22300.0,21900.0,79780.0,17.12,4819,5797,-16116
2015-01-08,22000.0,21700.0,94051.0,16.97,-7637,396,7641
2015-01-09,21600.0,21350.0,124001.0,16.69,-22347,24654,7978
2015-01-12,21500.0,21000.0,133852.0,16.42,44362,-58643,14674
2015-01-13,21000.0,21900.0,111959.0,17.12,-29678,31195,-3092
2015-01-14,21700.0,21950.0,62150.0,17.16,7669,5359,-13028
2015-01-15,21750.0,22850.0,142022.0,17.87,-74413,77624,-3211
2015-01-16,22900.0,23150.0,97743.0,18.1,-27867,38734,-14256
2015-01-19,22800.0,23000.0,44972.0,17.98,-21896,24432,-2436
2015-01-20,23000.0,23250.0,54353.0,18.18,-28702,16820,2377
2015-01-21,23250.0,22800.0,56911.0,17.83,-7095,10732,-3445
2015-01-22,23000.0,22950.0,114814.0,17.94,10827,-253,-9768
2015-01-23,22900.0,23100.0,45838.0,18.06,-4536,7607,-3071
2015-01-26,22900.0,23200.0,73229.0,18.14,-11181,9683,-1012
2015-01-27,23100.0,23150.0,67407.0,18.1,11317,-2102,-9215
2015-01-28,22850.0,23200.0,88491.0,18.14,-7479,19460,-11981
2015-01-29,23300.0,23150.0,119449.0,18.1,25502,-10661,-14334
2015-01-30,23250.0,23200.0,65274.0,18.14,11933,-12550,617
2015-02-02,23000.0,23300.0,58606.0,18.22,-8846,2895,5019
2015-02-03,23300.0,23750.0,113501.0,18.57,-38646,28308,11360
2015-02-04,23800.0,23600.0,193793.0,18.45,-32640,-1630,32800
2015-02-05,23650.0,23400.0,66306.0,18.3,-4470,-9456,13926
2015-02-06,23400.0,23550.0,113027.0,18.41,-27288,15121,10907
2015-02-09,23750.0,23500.0,201604.0,18.37,1218,-16447,14729
2015-02-10,23700.0,23600.0,243449.0,18.45,-39126,14499,23877
2015-02-11,23800.0,27000.0,706130.0,21.11,-120900,130652,5249
2015-02-12,27500.0,28000.0,527864.0,21.89,-4906,-15487,-19777
2015-02-13,27650.0,27850.0,259834.0,21.78,7041,2226,-9307
2015-02-16,27850.0,26900.0,229220.0,21.03,-9054,7758,1296
2015-02-17,27050.0,26500.0,304574.0,20.72,-26541,-2515,29056
2015-02-23,26400.0,26550.0,139228.0,20.76,-2994,-34,2749
2015-02-24,26350.0,30500.0,786940.0,23.85,-138594,103102,35902
2015-02-25,30500.0,29150.0,478536.0,22.79,54008,8031,-62119
2015-02-26,29550.0,28350.0,476916.0,22.17,19489,11697,-30446
2015-02-27,28700.0,28850.0,343518.0,22.56,-2442,6284,-4637
2015-03-02,28950.0,28450.0,159366.0,22.24,38972,-27882,-11090
2015-03-03,28350.0,28100.0,229099.0,21.97,74410,-1555,-71926
2015-03-04,28100.0,29050.0,409819.0,22.71,-36921,49420,-15011
2015-03-05,29100.0,29550.0,200974.0,23.1,-25593,45946,-20253
2015-03-06,29900.0,29650.0,263195.0,23.18,-66088,81252,-13164
2015-03-09,29650.0,28650.0,181297.0,22.4,25116,-20517,-2654
2015-03-10,28500.0,28500.0,150273.0,22.28,-2822,7139,-5013
2015-03-11,28150.0,28250.0,113763.0,22.09,10695,-18225,7139
2015-03-12,28200.0,28750.0,96649.0,22.48,-5331,-2906,8787
2015-03-13,28750.0,28750.0,115591.0,22.48,28051,-23162,-4889
2015-03-16,28400.0,26700.0,644243.0,20.88,69232,-28802,-43756
2015-03-17,26600.0,26400.0,527207.0,20.64,45455,-65096,10121
2015-03-18,26700.0,26650.0,259023.0,20.84,71466,-53626,-19540
2015-03-19,26800.0,27100.0,175173.0,21.19,10123,-255,-7686
2015-03-20,27100.0,26700.0,181805.0,20.88,61807,-22462,-40463
2015-03-23,26700.0,26850.0,222371.0,20.99,10789,-1555,-7663
2015-03-24,26950.0,28000.0,238497.0,21.89,-56999,8598,46076
2015-03-25,28500.0,28100.0,214849.0,21.97,33850,16677,-53209
2015-03-26,28100.0,28500.0,178921.0,22.28,-43617,36986,9584
2015-03-27,28900.0,28750.0,212095.0,22.48,14770,15897,-30282
2015-03-30,28750.0,29200.0,114218.0,22.83,-41181,27701,13804
2015-03-31,29450.0,30600.0,483189.0,23.93,-108464,92492,16782
2015-04-01,30400.0,31800.0,742792.0,24.86,90942,-54366,-46013
2015-04-02,32300.0,31700.0,305271.0,24.79,39904,-69914,30743
2015-04-03,31650.0,32050.0,196648.0,25.06,31516,-18265,-11434
2015-04-06,31700.0,32650.0,246051.0,25.53,-48571,20274,28597
2015-04-07,33050.0,33400.0,291299.0,26.12,17674,-29996,12832
2015-04-08,33450.0,32950.0,323087.0,25.76,7819,40601,-50870
2015-04-09,33300.0,35000.0,799536.0,27.37,-46159,49575,-3616
2015-04-10,35100.0,34400.0,339336.0,26.9,116130,-141305,27329
2015-04-13,34400.0,34000.0,530559.0,26.58,139241,-177644,60985
2015-04-14,33200.0,32900.0,464797.0,25.72,149412,-152901,6529
2015-04-15,32650.0,32550.0,525271.0,25.45,100140,-223306,120590
2015-04-16,32650.0,33850.0,515854.0,26.47,54329,-124809,72190
2015-04-17,33400.0,32600.0,442190.0,25.49,113379,-51989,-55072
2015-04-20,32100.0,31750.0,449397.0,24.83,147457,-181562,37207
2015-04-21,31950.0,31300.0,279838.0,24.47,69588,-88449,18501
2015-04-22,31850.0,31450.0,328683.0,24.59,54251,-16618,-46448
2015-04-23,31050.0,31150.0,291668.0,24.36,-287,-55256,52269
2015-04-24,31450.0,31650.0,393183.0,24.75,75564,-24588,-51194
2015-04-27,31600.0,33050.0,370323.0,25.84,-24283,138192,-125681
2015-04-28,33400.0,33100.0,350845.0,25.88,9535,88800,-102676
2015-04-29,32700.0,33950.0,333382.0,26.55,-14501,42962,-34715
2015-04-30,34050.0,33200.0,219179.0,25.96,15458,19071,-37369
2015-05-04,32950.0,32500.0,129784.0,25.41,2966,-7663,4746
2015-05-06,32300.0,31800.0,195836.0,24.86,-6644,-32968,32412
2015-05-07,31300.0,31700.0,169243.0,24.79,26201,-18573,7884
2015-05-08,32000.0,31600.0,120891.0,24.71,20594,-14171,-7433
2015-05-11,32200.0,33500.0,269677.0,26.19,-16611,20563,533
2015-05-12,33400.0,32550.0,206624.0,25.45,46623,-8425,-34341
2015-05-13,32150.0,31550.0,262377.0,24.67,63229,-43517,-21335
2015-05-14,31600.0,32500.0,173412.0,25.41,-36108,23522,10211
2015-05-15,32700.0,32700.0,136304.0,25.57,-14573,25539,-9424
2015-05-18,32550.0,32200.0,142359.0,25.18,-8990,-8453,14907
2015-05-19,32050.0,33100.0,247702.0,25.88,-3482,-3354,4177
2015-05-20,33100.0,33250.0,150581.0,26.0,11342,6917,-18941
2015-05-21,33300.0,32400.0,176713.0,25.33,44811,-26094,-23217
2015-05-22,32750.0,32550.0,166506.0,25.45,5936,-20761,9989
2015-05-26,32550.0,32400.0,195551.0,25.33,21233,13330,-33104
2015-05-27,32400.0,31650.0,147526.0,24.75,30752,-5027,-25007
2015-05-28,31850.0,31600.0,133854.0,24.71,20477,-15814,2371
2015-05-29,31500.0,30950.0,150095.0,24.2,36754,-31071,-6069
2015-06-01,31000.0,31900.0,164127.0,24.94,-32383,-19499,51162
2015-06-02,31900.0,31050.0,122597.0,24.28,-1091,16742,-16346
2015-06-03,31000.0,31300.0,110480.0,24.47,-20064,-2139,21791
2015-06-04,31300.0,31500.0,78374.0,24.63,20342,6606,-26081
2015-06-05,31300.0,30600.0,185372.0,23.93,43770,-24909,-18561
2015-06-08,30150.0,29250.0,378550.0,22.87,23954,-12196,-12207
2015-06-09,29250.0,29150.0,193462.0,22.79,31615,-37890,4555
2015-06-10,29400.0,29600.0,157043.0,23.14,976,-5540,4572
2015-06-11,29650.0,30850.0,186002.0,24.12,-38244,92639,-49003
2015-06-12,30850.0,30200.0,88944.0,23.61,4190,6306,-10843
2015-06-15,30450.0,29550.0,149812.0,23.1,47455,-51001,3416
2015-06-16,29750.0,30900.0,126749.0,24.16,-30967,46355,-15272
2015-06-17,30850.0,30250.0,74005.0,23.65,2399,1600,-4892
2015-06-18,31000.0,30300.0,64969.0,23.69,7259,-11016,3573
2015-06-19,30300.0,29300.0,184164.0,22.91,79966,-89013,8857
2015-06-22,29600.0,30100.0,119600.0,23.53,-58151,13263,44868
2015-06-23,30500.0,32300.0,422648.0,25.26,-134446,23478,111079
2015-06-24,32650.0,34500.0,622984.0,26.98,-169419,43353,126463
2015-06-25,34400.0,34250.0,359741.0,26.78,-93604,7257,82909
2015-06-26,34250.0,34850.0,274711.0,27.25,-60970,15071,41293
2015-06-29,34000.0,37450.0,744190.0,29.28,-196291,146542,51048
2015-06-30,38000.0,38250.0,760634.0,29.91,-36717,-7070,38343
2015-07-01,38500.0,38600.0,243576.0,30.18,-67334,-6435,72093
2015-07-02,38550.0,39000.0,250055.0,30.49,-49297,16139,38424
2015-07-03,39550.0,39000.0,204046.0,30.49,-19126,-4686,23816
2015-07-06,38600.0,37700.0,271607.0,29.48,-6059,-23673,29721
2015-07-07,37750.0,38150.0,282762.0,29.83,-81144,14561,60451
2015-07-08,38200.0,35900.0,267929.0,28.07,51008,-18538,-22668
2015-07-09,35200.0,35100.0,342217.0,27.44,24242,-29579,4067
2015-07-10,34950.0,36150.0,185649.0,28.27,-4782,14022,-9432
2015-07-13,36600.0,37350.0,144356.0,29.2,-8494,3952,4478
2015-07-14,37550.0,38050.0,122925.0,29.75,-12344,16382,-4320
2015-07-15,37800.0,38500.0,144402.0,30.1,-54536,8457,46187
2015-07-16,38800.0,40950.0,429138.0,32.02,-94083,-3143,96730
2015-07-17,40950.0,39900.0,226720.0,31.2,18234,-24748,8514
2015-07-20,40000.0,39850.0,162558.0,31.16,-1373,-22908,23600
2015-07-21,39700.0,42900.0,267523.0,33.54,-36218,-13239,45790
2015-07-22,42900.0,43550.0,450447.0,34.05,59160,4651,-61627
2015-07-23,43700.0,44300.0,233205.0,34.64,-64107,-15851,82265
2015-07-24,44800.0,45050.0,311713.0,35.22,-109511,75369,24175
2015-07-27,45050.0,42450.0,308237.0,33.19,32211,14015,-45614
2015-07-28,41850.0,41900.0,347635.0,32.76,7594,-18805,9285
2015-07-29,41900.0,42000.0,290045.0,32.84,-41987,69988,-28031
2015-07-30,42050.0,42400.0,280457.0,33.15,-35473,14073,15797
2015-07-31,42350.0,41600.0,170209.0,32.53,-9662,-29108,38995
2015-08-03,42100.0,41950.0,140341.0,32.8,-14307,-18537,32234
2015-08-04,41950.0,44350.0,414594.0,34.68,-75533,33560,42039
2015-08-05,44300.0,43800.0,341964.0,34.25,1693,6537,1044
2015-08-06,44200.0,43000.0,331781.0,33.62,49785,-63916,15124
2015-08-07,42300.0,44600.0,259945.0,34.87,-50371,17606,31964
2015-08-10,45500.0,47000.0,482026.0,36.75,-36826,78153,-22798
2015-08-11,47200.0,45700.0,379352.0,35.73,28089,-13640,-13853
2015-08-12,44850.0,43200.0,557295.0,33.78,98386,-78346,-19223
2015-08-13,42700.0,42300.0,442986.0,33.07,56804,-69665,19708
2015-08-17,43700.0,44350.0,786981.0,34.68,-14812,-118213,132631
2015-08-18,44100.0,44250.0,404263.0,34.6,-56268,-18594,74913
2015-08-19,43650.0,41900.0,573803.0,32.76,-17666,-66343,88219
2015-08-20,41000.0,42400.0,503928.0,33.15,-69417,-69516,142673
2015-08-21,40650.0,41150.0,410112.0,32.17,-65148,2703,75443
2015-08-24,41000.0,41050.0,408134.0,32.1,24602,-3708,-20252
2015-08-25,41100.0,42000.0,533893.0,32.84,-6622,-54,7271
2015-08-26,42050.0,45350.0,450307.0,35.46,-88494,1529,87745
2015-08-27,45400.0,43650.0,496214.0,34.13,71742,-15316,-55990
2015-08-28,44250.0,44400.0,583282.0,34.72,-205544,7318,206841
2015-08-31,44600.0,44800.0,2674184.0,35.03,-137465,-160880,301584
2015-09-01,44800.0,43000.0,520987.0,33.62,124509,-141137,66905
2015-09-02,42000.0,43200.0,287972.0,33.78,-667,-45540,46684
2015-09-03,43600.0,43300.0,288596.0,33.86,-2234,9544,-7523
2015-09-04,42750.0,40900.0,270580.0,31.98,85462,-35209,-50553
2015-09-07,40850.0,39900.0,224490.0,31.2,27230,-21029,-6921
2015-09-08,39350.0,38000.0,325639.0,29.71,57787,-28232,-28508
2015-09-09,39400.0,39650.0,219665.0,31.0,-26906,25890,-2061
2015-09-10,39650.0,39750.0,205218.0,31.08,-17627,40924,-22498
2015-09-11,40100.0,41200.0,185489.0,32.21,-43748,-4935,48683
2015-09-14,41900.0,41150.0,114601.0,32.17,-5336,8990,-3154
2015-09-15,40850.0,40650.0,127863.0,31.78,15107,7366,-22473
2015-09-16,40400.0,40850.0,143028.0,31.94,11699,3298,-15737
2015-09-17,41200.0,39650.0,359941.0,31.0,121386,-85254,-37215
2015-09-18,39600.0,39550.0,775458.0,30.92,159559,-41016,-119988
2015-09-21,39650.0,39150.0,262219.0,30.61,25665,-37495,11800
2015-09-22,39050.0,37900.0,476177.0,29.63,158831,-109668,-49040
2015-09-23,37900.0,35900.0,626066.0,28.07,211528,-297946,87849
2015-09-24,36350.0,36250.0,199939.0,28.34,14578,-11343,-3313
