Symbol,동아쏘시오홀딩스_시가(원),동아쏘시오홀딩스_종가(원),동아쏘시오홀딩스_거래량(주),동아쏘시오홀딩스_PER(IFRS-연결),동아쏘시오홀딩스_순매수수량(개인)(주),동아쏘시오홀딩스_순매수수량(기관계)(주),동아쏘시오홀딩스_순매수수량(외국인계)(주)
2009-06-29,86200.0,86900.0,28608.0,15.43,-7978,7069,520
2009-06-30,87500.0,86800.0,40421.0,15.41,-12817,15645,-3108
2009-07-01,86100.0,88400.0,36722.0,15.69,-12039,18723,-7416
2009-07-02,88400.0,87800.0,26385.0,15.59,3840,-1190,-4014
2009-07-03,87400.0,89900.0,35712.0,15.96,-18105,5727,8983
2009-07-06,89900.0,90300.0,34355.0,16.03,-14494,6912,130
2009-07-07,90500.0,89500.0,18473.0,15.89,-4952,4453,60
2009-07-08,89600.0,90000.0,38143.0,15.98,-7756,166,16821
2009-07-09,90000.0,89500.0,40751.0,15.89,-1701,-11460,14844
2009-07-10,89100.0,90000.0,31711.0,15.98,-11625,3743,5519
2009-07-13,90000.0,92000.0,83732.0,16.33,-44054,25080,19768
2009-07-14,92000.0,94800.0,101582.0,16.83,-46168,20760,28592
2009-07-15,94500.0,93500.0,62482.0,16.6,2377,-23706,21349
2009-07-16,93400.0,93500.0,44897.0,16.6,-3966,5518,1006
2009-07-17,93100.0,92900.0,12385.0,16.49,-5030,5374,-369
2009-07-20,93100.0,92900.0,26290.0,16.49,-4847,2813,3087
2009-07-21,93300.0,92700.0,39592.0,16.46,4095,-5292,1660
2009-07-22,92700.0,93800.0,22724.0,16.65,-12423,3005,3837
2009-07-23,94300.0,94000.0,36907.0,16.69,-13711,10829,3494
2009-07-24,93400.0,94000.0,36163.0,16.69,407,-6159,5786
2009-07-27,95000.0,96000.0,65393.0,17.04,-17696,18459,1620
2009-07-28,96000.0,95000.0,20607.0,16.86,3413,-3737,782
2009-07-29,95400.0,94500.0,16013.0,16.78,-120,891,-771
2009-07-30,95400.0,93200.0,31800.0,16.54,6048,-3209,428
2009-07-31,92500.0,92100.0,63286.0,16.35,17604,-18985,1737
2009-08-03,91500.0,90300.0,57968.0,16.03,19554,-21249,4271
2009-08-04,90400.0,88800.0,75343.0,15.76,21959,-10883,-3415
2009-08-05,89000.0,89700.0,30158.0,15.92,2496,-3045,549
2009-08-06,89100.0,90100.0,30634.0,15.99,-5087,6036,-1099
2009-08-07,90200.0,90100.0,50867.0,15.99,19509,-16656,-797
2009-08-10,89700.0,88500.0,53209.0,15.71,31406,-27788,-3727
2009-08-11,89000.0,91500.0,64904.0,16.24,-31835,27200,4919
2009-08-12,91900.0,91600.0,35863.0,16.26,-6367,-346,7724
2009-08-13,91200.0,89100.0,60556.0,15.82,32958,-26287,-5764
2009-08-14,90000.0,89100.0,49625.0,15.82,21782,-23892,2293
2009-08-17,89300.0,89500.0,60053.0,15.89,4938,-1275,-1295
2009-08-18,89400.0,90200.0,45694.0,16.01,-11161,17107,-3889
2009-08-19,89400.0,88900.0,65059.0,15.78,25551,-11336,-12948
2009-08-20,88400.0,91100.0,58675.0,16.17,-29701,23044,3855
2009-08-21,91600.0,97300.0,200569.0,17.27,-35051,33152,6441
2009-08-24,100000.0,95800.0,96924.0,17.01,18052,-9710,-9683
2009-08-25,95100.0,91600.0,76027.0,16.26,10586,-6151,-7166
2009-08-26,91200.0,91600.0,33534.0,16.26,5804,-6003,172
2009-08-27,90500.0,92000.0,52133.0,16.33,-17493,12521,8916
2009-08-28,92800.0,93800.0,49170.0,16.65,-14226,7207,10806
2009-08-31,93800.0,92000.0,44898.0,16.33,7492,-5094,-4664
2009-09-01,92000.0,92700.0,48477.0,16.46,-1314,4521,-6227
2009-09-02,92000.0,90700.0,59844.0,16.1,21008,-9184,-8930
2009-09-03,90700.0,90300.0,47859.0,16.03,9005,-3857,-6426
2009-09-04,90400.0,90300.0,25328.0,16.03,1510,-450,-271
2009-09-07,90300.0,89200.0,23467.0,15.83,6653,-5229,-2154
2009-09-08,89800.0,89200.0,17762.0,15.83,-2247,1957,1265
2009-09-09,89400.0,89300.0,29782.0,15.85,3365,-8337,-402
2009-09-10,88700.0,89900.0,94516.0,15.96,26351,-24261,-1275
2009-09-11,89100.0,91700.0,78342.0,16.28,-22695,25450,-2385
2009-09-14,91200.0,92800.0,46784.0,16.47,-23094,18024,5070
2009-09-15,93000.0,91100.0,31645.0,16.17,1611,4464,-5792
2009-09-16,91100.0,90100.0,55153.0,15.99,8867,459,-8948
2009-09-17,89900.0,89500.0,60189.0,15.89,7543,-7780,-49
2009-09-18,89700.0,91000.0,89554.0,16.15,-15412,-20121,36781
2009-09-21,91000.0,91800.0,39251.0,16.3,-5950,7122,-1217
2009-09-22,90900.0,91600.0,27648.0,16.26,-1072,4269,-3017
2009-09-23,91100.0,93200.0,49714.0,16.54,-14313,16141,-2407
2009-09-24,93500.0,94000.0,41555.0,16.69,-15150,21493,-2865
2009-09-25,94000.0,94700.0,36717.0,16.81,-12486,12877,-4191
2009-09-28,94200.0,97800.0,100204.0,17.36,-44576,36089,6272
2009-09-29,96900.0,99200.0,65328.0,17.61,-31836,32824,2486
2009-09-30,99200.0,98200.0,59886.0,17.43,-24694,33968,-8148
2009-10-01,99400.0,104500.0,97132.0,18.55,-52378,41628,15375
2009-10-05,106000.0,108000.0,94215.0,19.17,-15635,11514,7358
2009-10-06,106500.0,105500.0,69780.0,18.73,-21404,13611,504
2009-10-07,104000.0,105500.0,54199.0,18.73,-7711,4207,3533
2009-10-08,105000.0,104500.0,64983.0,18.55,-13098,-2610,7769
2009-10-09,103500.0,104500.0,44084.0,18.55,-10122,8555,2957
2009-10-12,107500.0,108000.0,47462.0,19.17,-11970,14241,2986
2009-10-13,107000.0,109500.0,55624.0,19.44,-18932,-53,21010
2009-10-14,110000.0,108500.0,21003.0,19.26,-5465,3917,1324
2009-10-15,108000.0,109000.0,30387.0,19.35,6290,-2711,1685
2009-10-16,107500.0,114000.0,90833.0,20.24,-23612,-37156,65196
2009-10-19,114500.0,117500.0,115894.0,20.86,-11116,-31635,1072
2009-10-20,116000.0,120500.0,90449.0,21.39,-26249,-14758,-839
2009-10-21,119500.0,116000.0,91722.0,20.59,-2452,-49654,-7883
2009-10-22,114500.0,117500.0,56769.0,20.86,-14187,-21284,12326
2009-10-23,116000.0,118000.0,44636.0,20.95,-2984,-18163,481
2009-10-26,119500.0,118000.0,47769.0,20.95,-2116,-7541,326
2009-10-27,119000.0,115500.0,61748.0,20.5,5113,-35579,-1129
2009-10-28,115000.0,115500.0,56939.0,20.5,-4866,-3847,591
2009-10-29,116000.0,115000.0,34318.0,20.41,-2186,-3664,-1190
2009-10-30,113500.0,115500.0,27518.0,20.5,-1915,-9653,5959
2009-11-02,115500.0,115500.0,23899.0,20.5,-2140,-4003,2959
2009-11-03,114000.0,115500.0,15767.0,20.5,-686,-4745,3413
2009-11-04,117000.0,115000.0,17903.0,20.41,-1041,275,-1146
2009-11-05,116000.0,115000.0,36345.0,20.41,-10048,1201,1681
2009-11-06,114500.0,114500.0,16217.0,20.33,-1190,-4727,1262
2009-11-09,114000.0,113500.0,14630.0,20.15,-710,-837,1119
2009-11-10,114000.0,114500.0,14090.0,20.33,457,-3069,2642
2009-11-11,114500.0,115000.0,49478.0,20.41,-2826,1767,-1277
2009-11-12,113500.0,113500.0,64079.0,20.15,5863,10327,-10984
2009-11-13,113500.0,105000.0,93168.0,18.64,36109,-24581,-21369
2009-11-16,104500.0,106000.0,48064.0,18.82,-4110,-4533,3798
2009-11-17,104000.0,105500.0,28329.0,18.73,3232,-6217,3045
2009-11-18,106500.0,105500.0,45767.0,18.73,-2070,-10895,11562
2009-11-19,105500.0,106000.0,15302.0,18.82,-1699,1471,338
2009-11-20,107500.0,106500.0,15382.0,18.91,-449,5227,-4808
2009-11-23,106500.0,107000.0,20990.0,18.99,790,153,-955
2009-11-24,106000.0,109000.0,39175.0,19.35,-3186,5547,240
2009-11-25,110000.0,115000.0,45152.0,20.41,-19974,-5998,19345
2009-11-26,113500.0,112000.0,37038.0,19.88,16130,-13369,-1529
2009-11-27,113000.0,110500.0,56342.0,19.62,658,136,-1073
2009-11-30,111500.0,112500.0,33985.0,19.97,7390,-4771,-1780
2009-12-01,111500.0,120000.0,105415.0,21.3,-14487,-499,14185
2009-12-02,119000.0,122500.0,61026.0,21.75,-7922,3745,-2282
2009-12-03,121000.0,124000.0,41577.0,22.01,-10003,4456,-1706
2009-12-04,124000.0,123000.0,24782.0,21.83,-525,1370,2084
2009-12-07,123000.0,124000.0,37323.0,22.01,3065,-8674,2683
2009-12-08,123000.0,124500.0,17788.0,22.1,1862,-2431,569
2009-12-09,124500.0,126500.0,52278.0,22.46,-9535,12906,579
2009-12-10,126500.0,128000.0,77893.0,22.72,-15704,9246,8393
2009-12-11,126500.0,128000.0,23115.0,22.72,-8128,6176,4336
2009-12-14,129000.0,126500.0,36519.0,22.46,2316,-8604,6633
2009-12-15,126000.0,124500.0,56484.0,22.1,14390,-22851,8653
2009-12-16,124000.0,123000.0,21487.0,21.83,-3669,854,1292
2009-12-17,122000.0,124500.0,50819.0,22.1,9183,-13574,10171
2009-12-18,122000.0,125500.0,23579.0,22.28,-4892,-3375,9513
2009-12-21,125500.0,126000.0,25371.0,22.37,-1601,958,180
2009-12-22,126000.0,127500.0,40915.0,22.63,-2367,18637,-2018
2009-12-23,127500.0,125000.0,35546.0,22.19,18074,-6125,-684
2009-12-24,124000.0,125000.0,43020.0,22.19,3493,1977,5794
2009-12-28,123500.0,123500.0,56820.0,21.92,-4335,7548,2877
2009-12-29,124000.0,126000.0,24893.0,22.74,-12195,11731,2221
2009-12-30,126000.0,128500.0,63830.0,23.19,-26119,10634,16379
2010-01-04,129000.0,133500.0,66824.0,16.52,-22713,15642,6571
2010-01-05,132000.0,129000.0,43924.0,15.96,17641,-15317,-1725
2010-01-06,129000.0,125500.0,30866.0,15.53,7432,-1978,-7981
2010-01-07,125500.0,126500.0,43191.0,15.65,-9074,12671,-4655
2010-01-08,125500.0,125500.0,11604.0,15.53,3337,1110,-4359
2010-01-11,128500.0,121500.0,28867.0,15.03,9913,-6539,-2781
2010-01-12,120500.0,121500.0,33501.0,15.03,1162,2013,3403
2010-01-13,120500.0,117500.0,42213.0,14.54,7536,-8277,-1298
2010-01-14,117500.0,116000.0,80317.0,14.35,13631,-1725,-17969
2010-01-15,114500.0,115500.0,51547.0,14.29,8880,-4941,-3603
2010-01-18,115500.0,113000.0,49963.0,13.98,9233,-2065,-6988
2010-01-19,112500.0,117000.0,40255.0,14.47,-4138,7292,-3156
2010-01-20,116500.0,114500.0,30829.0,14.17,1942,-2712,1063
2010-01-21,115500.0,115500.0,11725.0,14.29,-2451,242,-110
2010-01-22,115500.0,111000.0,40191.0,13.73,8527,-611,-6293
2010-01-25,109000.0,109000.0,63704.0,13.49,2124,17707,3674
2010-01-26,109500.0,109000.0,30849.0,13.49,7270,-1914,-3926
2010-01-27,109000.0,117500.0,56201.0,14.54,-20597,17217,3492
2010-01-28,117500.0,115500.0,25699.0,14.29,2818,2547,-4162
2010-01-29,116500.0,116000.0,36547.0,14.35,121,-8705,5354
2010-02-01,116500.0,116500.0,31725.0,14.41,3938,-418,-3035
2010-02-02,115500.0,116000.0,22443.0,14.35,2043,2438,-4610
2010-02-03,116000.0,114500.0,22742.0,14.17,3845,1814,-4965
2010-02-04,114000.0,112500.0,20325.0,13.92,6129,-3811,-2164
2010-02-05,114500.0,112500.0,42105.0,13.92,-1420,-5627,8851
2010-02-08,114000.0,116500.0,42150.0,14.41,-8544,-1152,9032
2010-02-09,116000.0,118500.0,22917.0,14.66,-9892,11783,-3666
2010-02-10,117500.0,115000.0,19994.0,14.23,5089,4399,-10588
2010-02-11,116000.0,115000.0,26474.0,14.23,1454,6424,-9372
2010-02-12,113500.0,114000.0,36403.0,14.1,7172,1679,-10672
2010-02-16,115000.0,113000.0,27807.0,13.98,4993,-2172,-5537
2010-02-17,111500.0,107000.0,147777.0,13.24,74086,-61605,-9580
2010-02-18,108000.0,108000.0,26501.0,13.36,-3764,2464,1512
2010-02-19,108000.0,107000.0,35199.0,13.24,-2032,-4221,7017
2010-02-22,107000.0,107500.0,40722.0,13.3,-19022,11576,5963
2010-02-23,109000.0,106500.0,34916.0,13.18,6486,-2749,-4344
2010-02-24,106500.0,110000.0,48712.0,13.61,-25066,21186,6035
2010-02-25,109500.0,107000.0,46462.0,13.24,18302,-19731,1806
2010-02-26,106500.0,109000.0,22082.0,13.49,-9246,455,8193
2010-03-02,108000.0,109000.0,16787.0,13.49,-2517,-3594,5629
2010-03-03,109500.0,110000.0,18022.0,13.61,-8732,2104,6842
2010-03-04,109500.0,110500.0,8766.0,13.67,-2149,2388,482
2010-03-05,109500.0,111000.0,23068.0,13.73,-7846,-5253,10789
2010-03-08,111000.0,108500.0,44518.0,13.42,18841,-19720,35
2010-03-09,108000.0,106000.0,45788.0,13.11,27791,-32795,2853
2010-03-10,106000.0,105500.0,40797.0,13.05,13278,-13534,6467
2010-03-11,106000.0,107000.0,52590.0,13.24,-5291,197,5147
2010-03-12,108500.0,111000.0,41383.0,13.73,-27309,11593,15517
2010-03-15,111000.0,108500.0,18313.0,13.42,-5444,4510,621
2010-03-16,108500.0,109000.0,21128.0,13.49,588,-2654,4213
2010-03-17,110000.0,111000.0,32239.0,13.73,-15782,7918,8114
2010-03-18,110500.0,109500.0,11213.0,13.55,1477,-800,167
2010-03-19,109500.0,110000.0,25027.0,13.61,-1035,-2800,2538
2010-03-22,110000.0,107500.0,29625.0,13.3,13111,-11217,-1
2010-03-23,107500.0,110000.0,50629.0,13.61,-17139,12195,5120
2010-03-24,110500.0,109000.0,12223.0,13.49,3408,-1131,-1734
2010-03-25,109000.0,108000.0,29619.0,13.36,11089,-17831,7879
2010-03-26,108000.0,108500.0,26001.0,13.42,3647,-4837,2708
2010-03-29,108000.0,115000.0,153499.0,14.23,-40259,27059,16622
2010-03-30,116500.0,115500.0,25022.0,14.29,-1746,4153,-2963
2010-03-31,115000.0,115500.0,28016.0,14.29,-11311,8848,1489
2010-04-01,116500.0,113500.0,41843.0,14.04,-4178,-4643,8110
2010-04-02,113500.0,112500.0,53385.0,13.92,14338,-12039,333
2010-04-05,111500.0,110500.0,30676.0,13.67,12681,-15219,661
2010-04-06,111000.0,110000.0,43926.0,13.61,18379,-23236,5054
2010-04-07,110000.0,110000.0,33734.0,13.61,-2514,6050,-3739
2010-04-08,111000.0,110000.0,17858.0,13.61,-1487,137,1878
2010-04-09,110000.0,108000.0,38325.0,13.36,18044,-14048,-2652
2010-04-12,108000.0,108500.0,26061.0,13.42,275,-3757,2262
2010-04-13,108000.0,107000.0,30040.0,13.24,9679,-8039,1610
2010-04-14,108500.0,108000.0,41179.0,13.36,2715,-7650,1720
2010-04-15,107500.0,106000.0,35885.0,13.11,17371,-22799,6718
2010-04-16,106500.0,104500.0,45479.0,12.93,21302,-18334,852
2010-04-19,105000.0,102500.0,33940.0,12.68,5330,-10463,4096
2010-04-20,103000.0,105500.0,26555.0,13.05,-3014,-431,4251
2010-04-21,104500.0,107000.0,39948.0,13.24,-21617,24537,-3666
2010-04-22,106500.0,107000.0,38906.0,13.24,-2814,1443,-2318
2010-04-23,107000.0,108000.0,28095.0,13.36,-2182,8055,-2169
2010-04-26,106500.0,104000.0,69458.0,12.87,35471,-32615,-3105
2010-04-27,104500.0,104500.0,29487.0,12.93,7692,-6702,222
2010-04-28,105000.0,103000.0,45060.0,12.74,10560,-3658,-3169
2010-04-29,104000.0,107000.0,40957.0,13.24,-8262,12455,-5341
2010-04-30,106000.0,109000.0,34149.0,13.49,-13307,11113,868
2010-05-03,108500.0,112000.0,75011.0,13.86,-31988,30174,468
2010-05-04,111000.0,111000.0,30952.0,13.73,-6271,8219,-4380
2010-05-06,109500.0,108000.0,29073.0,13.36,-5272,6616,-3428
2010-05-07,107000.0,110000.0,51374.0,13.61,-9321,13077,-4666
2010-05-10,112000.0,118500.0,166891.0,14.66,-46963,53478,-5602
2010-05-11,120000.0,122000.0,127830.0,15.09,-31419,34909,-4112
2010-05-12,121500.0,123500.0,69577.0,15.28,-26166,28696,-6499
2010-05-13,123000.0,122500.0,46332.0,15.16,-14645,5268,6267
2010-05-14,121000.0,122500.0,35603.0,15.16,-4822,5955,-947
2010-05-17,122500.0,123500.0,37377.0,15.28,-3704,2906,245
2010-05-18,123500.0,124000.0,29857.0,15.34,-11801,1304,6450
2010-05-19,124000.0,119500.0,40214.0,14.78,4994,10595,-10506
2010-05-20,116500.0,120500.0,30918.0,14.91,-6073,-26,2805
2010-05-24,120000.0,119500.0,17680.0,14.78,-7867,7325,1486
2010-05-25,119000.0,112500.0,51690.0,13.92,-2099,9805,-6765
2010-05-26,112000.0,116000.0,74917.0,14.35,3807,-6323,4987
2010-05-27,113000.0,116000.0,44380.0,14.35,3922,4239,-8609
2010-05-28,115000.0,114500.0,61994.0,14.17,10836,-18290,2079
2010-05-31,115000.0,114000.0,31092.0,14.1,-4986,2443,3180
2010-06-01,115000.0,116000.0,70724.0,14.35,-5086,-6070,11753
2010-06-03,115500.0,119000.0,52077.0,14.72,-7711,1380,3986
2010-06-04,118500.0,117000.0,74317.0,14.47,7749,-5400,2310
2010-06-07,116000.0,117000.0,26164.0,14.47,-8000,4923,2763
2010-06-08,116500.0,115000.0,30704.0,14.23,5046,-3639,-1402
2010-06-09,115000.0,116000.0,24268.0,14.35,-1140,526,3053
2010-06-10,116000.0,115000.0,37160.0,14.23,-21,-6231,3801
2010-06-11,115000.0,113500.0,29208.0,14.04,10639,-13719,2243
2010-06-14,113500.0,120500.0,60471.0,14.91,-23586,6607,12676
2010-06-15,121500.0,126000.0,76355.0,15.59,-28082,27550,-1368
2010-06-16,128500.0,127500.0,36203.0,15.77,-3315,1229,1323
2010-06-17,127500.0,122500.0,34617.0,15.16,12749,-13597,6860
2010-06-18,122000.0,121000.0,39616.0,14.97,1265,-11,-665
2010-06-21,123000.0,124500.0,40836.0,15.4,-12301,688,11523
2010-06-22,124500.0,122500.0,33440.0,15.16,10422,-12199,1876
2010-06-23,122500.0,121500.0,43144.0,15.03,2961,-3985,4630
2010-06-24,121500.0,122000.0,23516.0,15.09,884,-5330,5936
2010-06-25,123000.0,128500.0,60795.0,15.9,-7648,-3952,6630
2010-06-28,129500.0,126500.0,29325.0,15.65,6507,-5003,-2386
2010-06-29,126000.0,124500.0,55375.0,15.4,-4018,4880,-912
2010-06-30,123000.0,123000.0,54094.0,15.22,1565,-13176,10883
2010-07-01,122000.0,121500.0,23580.0,15.03,5725,4549,2391
2010-07-02,123500.0,123000.0,43590.0,15.22,-3493,377,2029
2010-07-05,124500.0,124500.0,57439.0,15.4,-426,-8967,9991
2010-07-06,124500.0,123000.0,27663.0,15.22,13044,-2777,-10158
2010-07-07,122500.0,124000.0,40708.0,15.34,3875,8513,-12640
2010-07-08,124000.0,122000.0,70693.0,15.09,11939,-9523,-3860
2010-07-09,121500.0,122000.0,16962.0,15.09,3089,-4905,1177
2010-07-12,122000.0,120500.0,32370.0,14.91,11579,-15219,8768
2010-07-13,119500.0,120500.0,35484.0,14.91,-1769,-3433,5510
2010-07-14,121000.0,119500.0,39593.0,14.78,3124,-9830,10145
2010-07-15,120000.0,121500.0,28832.0,15.03,-5231,1746,3643
2010-07-16,120000.0,120000.0,29317.0,14.85,3785,-546,1839
2010-07-19,118500.0,117000.0,32744.0,14.47,17772,-17144,967
2010-07-20,116000.0,114000.0,58377.0,14.1,24646,-6861,-13496
2010-07-21,114000.0,119500.0,66779.0,14.78,-14126,31092,-15308
2010-07-22,119500.0,117000.0,26824.0,14.47,4335,2143,-8627
2010-07-23,116500.0,118000.0,40735.0,14.6,-1579,15011,-14420
2010-07-26,118500.0,118500.0,26783.0,14.66,4255,2255,-5949
2010-07-27,118500.0,117000.0,33814.0,14.47,9625,4669,-13775
2010-07-28,118000.0,117000.0,38256.0,14.47,8804,-4819,-6896
2010-07-29,117000.0,115000.0,43846.0,14.23,10026,-5270,-5053
2010-07-30,114500.0,112500.0,33866.0,13.92,10248,-17105,2361
2010-08-02,113500.0,115000.0,63175.0,14.23,-4352,-32275,37141
2010-08-03,116000.0,113500.0,30196.0,14.04,9844,-14124,5053
2010-08-04,113000.0,115500.0,36321.0,14.29,-13605,18150,-5386
2010-08-05,115500.0,118500.0,32503.0,14.66,-12576,17072,-5366
2010-08-06,118000.0,115500.0,37277.0,14.29,10016,-4598,-4373
2010-08-09,115000.0,116500.0,51134.0,14.41,2006,3082,-11421
2010-08-10,117000.0,113000.0,111293.0,13.98,38356,18540,-718
2010-08-11,113000.0,110500.0,264912.0,13.67,20410,52974,67803
2010-08-12,109000.0,110500.0,74179.0,13.67,-6259,11805,370
2010-08-13,112000.0,109000.0,40639.0,13.49,19277,-14137,-3591
2010-08-16,110500.0,109500.0,47630.0,13.55,-5501,8925,-2476
2010-08-17,110000.0,112500.0,52863.0,13.92,-16163,11773,1151
2010-08-18,112000.0,114000.0,64195.0,14.1,-16861,40084,-7959
2010-08-19,114500.0,115000.0,62811.0,14.23,-368,18887,4436
2010-08-20,115000.0,114000.0,20035.0,14.1,-3345,7481,-4331
2010-08-23,114500.0,115000.0,60390.0,14.23,-15485,23848,-6623
2010-08-24,116500.0,122500.0,144618.0,15.16,-76152,77511,-10022
2010-08-25,122500.0,119000.0,124556.0,14.72,-5694,14734,-6529
2010-08-26,119500.0,117500.0,56697.0,14.54,-1649,8010,-5016
2010-08-27,118500.0,124500.0,128218.0,15.4,-38359,42199,-10296
2010-08-30,125500.0,125000.0,81975.0,15.46,-12910,-10769,22116
2010-08-31,125500.0,131000.0,133280.0,16.21,-57328,12888,47702
2010-09-01,130500.0,131000.0,59539.0,16.21,-21374,15473,1299
2010-09-02,131500.0,136000.0,64372.0,16.83,-20132,25050,-2533
2010-09-03,138000.0,136000.0,92511.0,16.83,-21703,9771,17543
2010-09-06,144500.0,131500.0,182934.0,16.27,47633,-43205,1418
2010-09-07,131000.0,133000.0,55824.0,16.45,-6274,-393,8441
2010-09-08,133000.0,134500.0,43109.0,16.64,-11646,12744,-2612
2010-09-09,134500.0,132500.0,66516.0,16.39,-1587,192,-5719
2010-09-10,133000.0,133000.0,31705.0,16.45,-915,-6320,10463
2010-09-13,132500.0,131500.0,35757.0,16.27,-4957,-103,4590
2010-09-14,131000.0,128000.0,52036.0,15.84,9274,-15857,6852
2010-09-15,128000.0,130000.0,47117.0,16.08,76,-10659,8905
2010-09-16,130000.0,129500.0,45059.0,16.02,323,1202,4454
2010-09-17,131000.0,137000.0,78289.0,16.95,-25399,35222,-11513
2010-09-20,138000.0,134500.0,50673.0,16.64,-694,7560,-5743
2010-09-24,134500.0,132000.0,25877.0,16.33,10632,-11962,3139
2010-09-27,132000.0,131000.0,72581.0,16.21,14595,-19035,6971
2010-09-28,130000.0,134000.0,38979.0,16.58,-5092,-5640,7017
2010-09-29,134000.0,133000.0,35062.0,16.45,5817,-10423,3478
2010-09-30,133500.0,136500.0,48400.0,16.89,-9125,102,7927
2010-10-01,135500.0,130500.0,92220.0,16.15,22706,-12684,-10615
2010-10-04,130500.0,126000.0,82265.0,15.59,32392,-21332,-5777
2010-10-05,128000.0,129500.0,61083.0,16.02,-7266,-1240,7836
2010-10-06,128500.0,126000.0,83375.0,15.59,41912,1057,-23565
2010-10-07,127000.0,124000.0,53307.0,15.34,15229,2061,-17268
2010-10-08,124500.0,123500.0,60284.0,15.28,12362,-714,-13788
2010-10-11,124000.0,126000.0,46998.0,15.59,2186,12687,-15665
2010-10-12,125000.0,127000.0,35708.0,15.71,1834,9390,-9923
2010-10-13,127500.0,126000.0,27337.0,15.59,-2850,3351,-2948
2010-10-14,125500.0,123000.0,71868.0,15.22,27321,-30789,-504
2010-10-15,122500.0,124500.0,30943.0,15.4,983,-6006,5213
2010-10-18,124500.0,122000.0,43097.0,15.09,5448,-276,-498
2010-10-19,121500.0,122000.0,32928.0,15.09,-2866,-3180,8625
2010-10-20,123000.0,123500.0,26737.0,15.28,2407,-1943,-334
2010-10-21,123500.0,120000.0,85394.0,14.85,28496,-7395,-22529
2010-10-22,120000.0,119500.0,58203.0,14.78,25428,-10099,-15350
2010-10-25,118000.0,116500.0,93362.0,14.41,48059,-26938,-28303
2010-10-26,116000.0,121000.0,74564.0,14.97,-16528,19580,3520
2010-10-27,122000.0,122000.0,55177.0,15.09,537,5894,-9079
2010-10-28,121500.0,118500.0,53126.0,14.66,15370,-7603,-5754
2010-10-29,118000.0,117500.0,58486.0,14.54,8169,-5062,-5115
2010-11-01,118500.0,116000.0,51345.0,14.35,8817,-11388,243
2010-11-02,116000.0,118000.0,48598.0,14.6,-1173,-3721,-285
2010-11-03,118000.0,120500.0,57149.0,14.91,-18741,11234,2125
2010-11-04,120000.0,116500.0,72177.0,14.41,39360,-45501,-3194
2010-11-05,116500.0,117000.0,46383.0,14.47,-612,-7296,-4311
2010-11-08,117000.0,122500.0,60473.0,15.16,-23052,22445,-951
2010-11-09,121000.0,122000.0,52465.0,15.09,-6311,9985,-5186
2010-11-10,122000.0,123000.0,45435.0,15.22,-726,-1144,1344
2010-11-11,123000.0,117000.0,62026.0,14.47,3916,14172,-21360
2010-11-12,120000.0,119000.0,38648.0,14.72,-10232,5760,4065
2010-11-15,120000.0,122500.0,52784.0,15.16,-26449,16160,7416
2010-11-16,123000.0,120500.0,37204.0,14.91,1846,7503,-4775
2010-11-17,119500.0,120500.0,37992.0,14.91,-3408,2422,-5338
2010-11-18,121000.0,119000.0,40014.0,14.72,9960,-13208,-6328
2010-11-19,119000.0,117000.0,67752.0,14.47,24330,-28193,869
2010-11-22,117000.0,116000.0,71677.0,14.35,25717,-12955,-19896
2010-11-23,117000.0,114500.0,69643.0,14.17,31551,-17357,-20992
2010-11-24,112500.0,115000.0,48485.0,14.23,-7090,1922,-5953
2010-11-25,114500.0,119000.0,70302.0,14.72,-16105,13257,-8808
2010-11-26,119500.0,118500.0,51117.0,14.66,-24036,12961,-7822
2010-11-29,118500.0,121000.0,43004.0,14.97,-14917,4509,10191
2010-11-30,121500.0,121500.0,54102.0,15.03,-4795,-4545,-3197
2010-12-01,120500.0,118500.0,21697.0,14.66,6433,-2749,-2676
2010-12-02,119000.0,118500.0,45011.0,14.66,8349,-16173,3036
2010-12-03,119000.0,115000.0,58809.0,14.23,34508,-30650,400
2010-12-06,116500.0,113500.0,59315.0,14.04,25456,-11639,-13624
2010-12-07,114000.0,116000.0,30190.0,14.35,-2884,-2337,5061
2010-12-08,117500.0,114000.0,29656.0,14.1,17139,-13593,650
2010-12-09,113500.0,115500.0,62883.0,14.29,18728,-22481,5770
2010-12-10,116000.0,114000.0,49358.0,14.1,24061,-9492,-5641
2010-12-13,114500.0,114000.0,26612.0,14.1,12282,-15013,3363
2010-12-14,114000.0,113500.0,45249.0,14.04,19881,-19303,4244
2010-12-15,114000.0,113000.0,55291.0,13.98,25126,-27369,4403
2010-12-16,113500.0,113000.0,41047.0,13.98,15676,-22178,5362
2010-12-17,112500.0,112500.0,30448.0,13.92,9501,-10626,1811
2010-12-20,112500.0,111500.0,27020.0,13.79,-2182,317,1725
2010-12-21,112500.0,113000.0,46841.0,13.98,-8675,1792,4894
2010-12-22,114500.0,118000.0,101673.0,14.6,-36567,25890,1710
2010-12-23,120000.0,117500.0,58419.0,14.54,-10212,14347,-8442
2010-12-24,117000.0,124500.0,126213.0,15.4,-62164,37352,11011
2010-12-27,125500.0,124500.0,114051.0,15.4,-17224,26265,-7791
2010-12-28,123500.0,127500.0,105299.0,15.77,-37639,39409,4191
2010-12-29,127000.0,124500.0,60662.0,15.4,19862,471,-20711
2010-12-30,124500.0,123000.0,36370.0,15.22,-3520,9759,-9363
