Symbol,SK텔레콤_시가(원),SK텔레콤_종가(원),SK텔레콤_거래량(주),SK텔레콤_PER(IFRS-연결),SK텔레콤_순매수수량(개인)(주),SK텔레콤_순매수수량(기관계)(주),SK텔레콤_순매수수량(외국인계)(주)
2009-08-28,175000.0,175000.0,191286.0,11.69,12061,-27583,14555
2009-08-31,175000.0,175000.0,313215.0,11.69,-1423,-6984,-2921
2009-09-01,174500.0,174500.0,236099.0,11.65,-32915,12167,19496
2009-09-02,175500.0,175000.0,312828.0,11.69,-12108,-48866,80488
2009-09-03,175000.0,176000.0,293903.0,11.75,-31437,56231,-33985
2009-09-04,175500.0,173500.0,570917.0,11.59,110256,-262949,169529
2009-09-07,172500.0,168500.0,694880.0,11.25,272393,-155031,-92457
2009-09-08,169500.0,166000.0,583884.0,11.09,122936,-69679,-52351
2009-09-09,167500.0,168000.0,303755.0,11.22,3434,-26080,16103
2009-09-10,171000.0,171000.0,492609.0,11.42,-18356,59375,-48643
2009-09-11,171000.0,172000.0,301359.0,11.49,-49347,31628,12387
2009-09-14,173000.0,175500.0,378895.0,11.72,-139269,104106,33410
2009-09-15,175000.0,172000.0,309190.0,11.49,61277,-41918,-2123
2009-09-16,172000.0,174500.0,368929.0,11.65,-86220,-32936,123200
2009-09-17,176000.0,173000.0,425417.0,11.55,-53641,28057,21656
2009-09-18,174000.0,174500.0,376086.0,11.65,-6724,-95157,103432
2009-09-21,174500.0,174500.0,244683.0,11.65,-14711,-98830,112873
2009-09-22,175500.0,173000.0,270120.0,11.55,67312,-70705,5374
2009-09-23,172500.0,171500.0,421254.0,11.45,102545,17027,-123473
2009-09-24,172000.0,172500.0,183230.0,11.52,-39595,30583,2550
2009-09-25,171500.0,171000.0,342288.0,11.42,-4769,-92421,136293
2009-09-28,172500.0,176000.0,543785.0,11.75,-158174,271,175399
2009-09-29,177500.0,179500.0,605822.0,11.99,-212353,67330,146021
2009-09-30,181500.0,182500.0,621942.0,12.19,-177867,48220,134482
2009-10-01,183500.0,185000.0,692349.0,12.36,-276226,29714,225137
2009-10-05,185000.0,180000.0,564991.0,12.02,-101862,-3365,114821
2009-10-06,182000.0,180000.0,526296.0,12.02,39498,60493,-102266
2009-10-07,182500.0,182000.0,328356.0,12.16,-33336,17451,15559
2009-10-08,181500.0,180500.0,361388.0,12.05,-9587,-69520,76047
2009-10-09,179000.0,180500.0,262061.0,12.05,8740,-13891,6476
2009-10-12,180500.0,180000.0,200001.0,12.02,36435,-9675,-25541
2009-10-13,180500.0,183500.0,400023.0,12.26,-63384,-102109,167657
2009-10-14,184500.0,190000.0,782148.0,12.69,-341682,-157477,513794
2009-10-15,190000.0,190500.0,385397.0,12.72,-105694,-24972,140184
2009-10-16,187500.0,188000.0,250375.0,12.56,148,19570,-13630
2009-10-19,188500.0,189000.0,196325.0,12.62,-31621,6118,24668
2009-10-20,187500.0,187500.0,142245.0,12.52,19434,-13889,-14430
2009-10-21,187000.0,187000.0,267026.0,12.49,-798,14383,-21740
2009-10-22,185500.0,183000.0,368652.0,12.22,47429,9527,-58882
2009-10-23,183500.0,181500.0,211285.0,12.12,24588,-16091,-8595
2009-10-26,181000.0,185500.0,200756.0,12.39,-20531,27471,-9320
2009-10-27,183500.0,183000.0,149120.0,12.22,12254,-17831,56
2009-10-28,182500.0,180500.0,218239.0,12.05,28561,-1158,-24892
2009-10-29,179500.0,180000.0,358838.0,12.02,27378,2389,-30920
2009-10-30,183000.0,181500.0,239915.0,12.12,-4018,-38218,26868
2009-11-02,180000.0,184000.0,283220.0,12.29,-48402,44168,3943
2009-11-03,183500.0,183000.0,224212.0,12.22,-30895,-8268,32309
2009-11-04,184000.0,182000.0,131787.0,12.16,25205,-15930,-8781
2009-11-05,181000.0,181500.0,205937.0,12.12,43270,-45360,2447
2009-11-06,180000.0,180500.0,151285.0,12.05,21159,-22524,8542
2009-11-09,180500.0,179000.0,121171.0,11.95,3717,-2808,1801
2009-11-10,179500.0,179000.0,143739.0,11.95,35644,-31528,-5607
2009-11-11,180000.0,179500.0,142514.0,11.99,9238,-21530,16185
2009-11-12,178500.0,177000.0,298342.0,11.82,82385,-73334,-5835
2009-11-13,177000.0,178500.0,189800.0,11.92,-13423,15764,-10178
2009-11-16,178000.0,178000.0,267074.0,11.89,35246,10349,-47872
2009-11-17,178000.0,177000.0,281590.0,11.82,38789,-49246,12187
2009-11-18,178000.0,177500.0,226111.0,11.85,4248,-28767,18688
2009-11-19,177000.0,176000.0,308893.0,11.75,81097,-56111,7074
2009-11-20,176500.0,175500.0,142602.0,11.72,28941,-19837,-14290
2009-11-23,175000.0,176000.0,207866.0,11.75,22667,-14149,7233
2009-11-24,176500.0,175000.0,219723.0,11.69,22768,9353,-33041
2009-11-25,175000.0,177000.0,219223.0,11.82,-1148,59244,-53910
2009-11-26,177000.0,174500.0,242499.0,11.65,45156,-84900,39747
2009-11-27,174000.0,170500.0,279956.0,11.39,40278,-60043,18347
2009-11-30,171500.0,169500.0,245692.0,11.32,76043,-69727,-6550
2009-12-01,169500.0,171500.0,166503.0,11.45,16274,-17477,909
2009-12-02,171500.0,172500.0,130355.0,11.52,10412,-18550,9415
2009-12-03,172000.0,173000.0,240405.0,11.55,31086,-30386,8246
2009-12-04,171500.0,173000.0,162675.0,11.55,2135,13066,-14732
2009-12-07,173000.0,173000.0,142208.0,11.55,57875,-45977,-9179
2009-12-08,172500.0,173500.0,100863.0,11.59,662,-4837,7531
2009-12-09,172500.0,172000.0,204630.0,11.49,72374,29567,-98532
2009-12-10,173500.0,176000.0,498641.0,11.75,-20517,20547,-6204
2009-12-11,176000.0,176000.0,195256.0,11.75,-13509,29025,-18460
2009-12-14,176000.0,177000.0,180957.0,11.82,-872,11375,-19636
2009-12-15,176500.0,175500.0,155006.0,11.72,54354,-54620,-9594
2009-12-16,176000.0,177000.0,145101.0,11.82,-39992,37542,475
2009-12-17,176000.0,176500.0,168268.0,11.79,11521,-37865,27758
2009-12-18,176500.0,176500.0,152111.0,11.79,7508,-5956,-7977
2009-12-21,176000.0,174000.0,143813.0,11.62,45147,-18891,-27906
2009-12-22,175000.0,175500.0,118436.0,11.72,-2939,6880,-6989
2009-12-23,175000.0,175000.0,97482.0,11.69,13555,16644,-31058
2009-12-24,175000.0,178500.0,258441.0,11.92,-68090,51147,14957
2009-12-28,179500.0,177000.0,364250.0,11.82,46142,-7839,-16306
2009-12-29,170500.0,170000.0,266286.0,11.35,71211,-61281,-16067
2009-12-30,170000.0,169500.0,253842.0,11.32,7347,-89191,79693
2010-01-04,168500.0,170000.0,146946.0,11.01,17154,-47141,36684
2010-01-05,169000.0,168500.0,239145.0,10.91,82424,-44314,-30543
2010-01-06,168500.0,169000.0,234945.0,10.94,122771,-20447,-105764
2010-01-07,169000.0,171500.0,272246.0,11.1,-15376,37422,-22534
2010-01-08,171500.0,169500.0,433374.0,10.98,57430,45310,-105548
2010-01-11,169500.0,172000.0,292713.0,11.14,-74475,34836,40858
2010-01-12,172500.0,173000.0,166792.0,11.2,-50547,26722,28248
2010-01-13,173000.0,173000.0,135655.0,11.2,-24609,-17416,38323
2010-01-14,173500.0,171000.0,267089.0,11.07,22403,-49229,22599
2010-01-15,173500.0,181000.0,1127545.0,11.72,-371381,52805,353332
2010-01-18,182000.0,179000.0,331690.0,11.59,-17075,12751,24054
2010-01-19,180000.0,182500.0,326423.0,11.82,26070,46420,-53057
2010-01-20,182000.0,188000.0,1061978.0,12.17,-311955,342674,-32277
2010-01-21,189000.0,186000.0,359204.0,12.04,-17912,14010,85
2010-01-22,184000.0,181000.0,335997.0,11.72,13949,-10341,1463
2010-01-25,180000.0,177500.0,280754.0,11.49,65791,-38177,-26569
2010-01-26,178000.0,178000.0,463183.0,11.53,36235,140358,-185936
2010-01-27,178500.0,187000.0,863975.0,12.11,-144728,268621,-178186
2010-01-28,188000.0,185000.0,437132.0,11.98,-12908,147943,-141769
2010-01-29,183000.0,183000.0,381375.0,11.85,-33370,87875,-50653
2010-02-01,182000.0,179500.0,235505.0,11.62,41458,10914,-54342
2010-02-02,180500.0,177000.0,257542.0,11.46,67610,-63264,-2148
2010-02-03,178500.0,176500.0,208559.0,11.43,25158,-67388,44471
2010-02-04,177500.0,177000.0,213730.0,11.46,65530,-92660,29190
2010-02-05,173000.0,173000.0,370476.0,11.2,28723,-99913,75581
2010-02-08,172000.0,177000.0,394235.0,11.46,-54925,151988,-96123
2010-02-09,178500.0,178000.0,261292.0,11.53,-50705,94251,-54034
2010-02-10,177000.0,175000.0,194974.0,11.33,47473,-331,-42941
2010-02-11,175000.0,175500.0,212522.0,11.36,29228,-109,-26257
2010-02-12,174500.0,174000.0,327303.0,11.27,73242,57532,-125731
2010-02-16,173000.0,174000.0,175842.0,11.27,-27355,56713,-32596
2010-02-17,175000.0,177000.0,205406.0,11.46,-41029,59299,-27682
2010-02-18,177000.0,177000.0,149767.0,11.46,32696,13968,-45588
2010-02-19,176500.0,175500.0,108746.0,11.36,-13938,5319,13982
2010-02-22,177000.0,177000.0,248347.0,11.46,-26978,2418,18199
2010-02-23,178000.0,179500.0,261651.0,11.62,-38021,22686,16376
2010-02-24,180000.0,176000.0,307879.0,11.4,29319,-137810,118302
2010-02-25,175000.0,172500.0,332585.0,11.17,99181,-101538,5941
2010-02-26,173000.0,172500.0,143423.0,11.17,32204,-46270,15098
2010-03-02,174000.0,172500.0,171159.0,11.17,50000,-52259,1182
2010-03-03,172000.0,171500.0,210244.0,11.1,76154,-75773,-260
2010-03-04,171500.0,171500.0,172815.0,11.1,53941,-51392,2129
2010-03-05,171500.0,170500.0,220367.0,11.04,50841,-68794,6048
2010-03-08,175000.0,176500.0,602676.0,11.43,-205153,303334,-109623
2010-03-09,178000.0,181000.0,760025.0,11.72,-304159,258968,39805
2010-03-10,182500.0,180000.0,193147.0,11.66,-3737,-11162,11920
2010-03-11,179000.0,178000.0,223836.0,11.53,5366,30848,-35753
2010-03-12,178500.0,179500.0,169367.0,11.62,-28877,-17554,44718
2010-03-15,178500.0,178000.0,104560.0,11.53,11361,-29431,25986
2010-03-16,178500.0,175000.0,372325.0,11.33,109041,-86276,-22528
2010-03-17,175000.0,175500.0,371767.0,11.36,33571,-181986,156220
2010-03-18,175000.0,174000.0,228415.0,11.27,35877,-73880,56139
2010-03-19,175000.0,174500.0,285250.0,11.3,76760,-154765,73046
2010-03-22,173500.0,173500.0,142717.0,11.23,27551,-18771,3828
2010-03-23,174500.0,173500.0,194737.0,11.23,52142,-79264,15637
2010-03-24,174000.0,173000.0,176744.0,11.2,26072,-24087,-1152
2010-03-25,173000.0,175500.0,184647.0,11.36,3125,-22385,17525
2010-03-26,177500.0,178500.0,517742.0,11.56,-164683,163980,-10617
2010-03-29,177000.0,176000.0,193678.0,11.4,-26161,45000,-20388
2010-03-30,177000.0,175500.0,199028.0,11.36,13298,-68998,54403
2010-03-31,176000.0,173500.0,235253.0,11.23,50373,-88148,36197
2010-04-01,174500.0,174500.0,169312.0,11.3,26979,-10036,-19946
2010-04-02,174000.0,173000.0,275711.0,11.2,148099,-163567,33394
2010-04-05,173000.0,173500.0,126176.0,11.23,-5540,-27738,18962
2010-04-06,173500.0,175500.0,174243.0,11.36,-46734,11560,29836
2010-04-07,176000.0,178000.0,435669.0,11.53,-162740,-42964,209733
2010-04-08,178500.0,177500.0,353707.0,11.49,-97886,-115029,218470
2010-04-09,177500.0,176500.0,147137.0,11.43,-4788,-37880,52028
2010-04-12,176000.0,174000.0,161319.0,11.27,35678,-40545,2142
2010-04-13,175000.0,175000.0,141432.0,11.33,32618,-30603,-1688
2010-04-14,176000.0,176500.0,169119.0,11.43,-16673,19977,4069
2010-04-15,177000.0,174500.0,298481.0,11.3,78144,-26422,-45647
2010-04-16,175000.0,174500.0,112850.0,11.3,-19567,-8200,39527
2010-04-19,174500.0,173000.0,129776.0,11.2,21785,-30602,6514
2010-04-20,173500.0,176000.0,235157.0,11.4,-2911,25757,-18433
2010-04-21,175500.0,174000.0,214654.0,11.27,59359,-59352,-2173
2010-04-22,174000.0,173500.0,326578.0,11.23,102957,-91968,-10859
2010-04-23,173500.0,172000.0,264413.0,11.14,99666,-111125,16541
2010-04-26,173000.0,172000.0,162360.0,11.14,52993,-67344,7921
2010-04-27,172500.0,172500.0,121696.0,11.17,35437,-35132,-1026
2010-04-28,172500.0,171500.0,178838.0,11.1,56177,-31911,-13129
2010-04-29,171500.0,172500.0,172360.0,11.17,-18184,27799,-9781
2010-04-30,174000.0,172000.0,176815.0,11.14,-3149,-5591,6373
2010-05-03,173500.0,173500.0,135137.0,11.23,-36418,22764,267
2010-05-04,173500.0,172500.0,146077.0,11.17,26532,-15172,2624
2010-05-06,170500.0,171000.0,291038.0,11.07,-9073,7973,1999
2010-05-07,169500.0,168500.0,306260.0,10.91,2924,-5968,-4163
2010-05-10,168500.0,170500.0,157732.0,11.04,26095,-20239,-3903
2010-05-11,170500.0,168000.0,290305.0,10.88,48549,-52393,3774
2010-05-12,168000.0,169000.0,124638.0,10.94,-17328,-2861,3928
2010-05-13,168500.0,168000.0,170521.0,10.88,74623,-59019,-2550
2010-05-14,168000.0,168000.0,144534.0,10.88,7882,-4236,793
2010-05-17,167500.0,167000.0,183243.0,10.81,-18837,9388,1630
2010-05-18,166500.0,168500.0,175284.0,10.91,-33841,10797,621
2010-05-19,167500.0,167500.0,193318.0,10.85,20773,226,4372
2010-05-20,166000.0,165000.0,207798.0,10.68,22199,-21610,-4216
2010-05-24,164500.0,166000.0,138084.0,10.75,-20209,23613,-480
2010-05-25,165000.0,160500.0,331453.0,10.39,80889,-74090,33
2010-05-26,160500.0,158500.0,220443.0,10.26,42405,-31820,-11751
2010-05-27,159000.0,159000.0,330413.0,10.3,30235,-41469,8600
2010-05-28,161000.0,159500.0,218717.0,10.33,17360,-15231,-1326
2010-05-31,160000.0,163500.0,199998.0,10.59,-37929,37931,-2495
2010-06-01,163500.0,164500.0,345342.0,10.65,-4647,-13468,13735
2010-06-03,163500.0,167500.0,242013.0,10.85,-39855,39850,-12926
2010-06-04,168500.0,167500.0,94374.0,10.85,-4061,4848,6148
2010-06-07,165000.0,165000.0,129655.0,10.68,-22322,16083,2022
2010-06-08,165000.0,166000.0,93258.0,10.75,-7894,2244,-3010
2010-06-09,166000.0,169500.0,235921.0,10.98,-21157,30264,1390
2010-06-10,169500.0,168500.0,335882.0,10.91,-74045,95215,-20054
2010-06-11,170000.0,168500.0,165472.0,10.91,-11759,-16132,20180
2010-06-14,168500.0,169000.0,112296.0,10.94,-23358,19402,-3380
2010-06-15,168000.0,167000.0,225855.0,10.81,33239,-27101,3961
2010-06-16,166500.0,165500.0,314623.0,10.72,47954,-31259,-564
2010-06-17,164500.0,161000.0,425804.0,10.42,106912,-119463,12992
2010-06-18,161000.0,163000.0,110499.0,10.55,9167,-10063,-2510
2010-06-21,162500.0,163500.0,183339.0,10.59,-23179,42595,-10142
2010-06-22,162500.0,164000.0,105877.0,10.62,490,-953,-14
2010-06-23,163500.0,163500.0,185301.0,10.59,-18505,-7613,26563
2010-06-24,162500.0,162500.0,149281.0,10.52,18552,-17573,-2331
2010-06-25,162500.0,162500.0,143933.0,10.52,28455,-17540,-4434
2010-06-28,163000.0,164500.0,157778.0,10.65,-29464,21749,-10404
2010-06-29,164000.0,162000.0,158967.0,10.49,3819,1342,-9773
2010-06-30,160500.0,160500.0,110912.0,10.39,12819,1561,-6569
2010-07-01,160500.0,161000.0,166118.0,10.42,14703,-1917,6545
2010-07-02,161000.0,161000.0,108625.0,10.42,6016,-12152,3656
2010-07-05,161000.0,162500.0,157999.0,10.52,5296,-27330,22994
2010-07-06,162500.0,159500.0,131236.0,10.33,60682,-20606,-33756
2010-07-07,160500.0,161500.0,161404.0,10.46,3248,-16329,10490
2010-07-08,161500.0,162500.0,148162.0,10.52,-24702,24459,-12181
2010-07-09,161500.0,164000.0,114180.0,10.62,-48104,32198,11312
2010-07-12,163500.0,163500.0,131140.0,10.59,3317,4221,-40
2010-07-13,163000.0,163500.0,193155.0,10.59,8518,-9667,-10
2010-07-14,164500.0,159500.0,433132.0,10.33,172358,-125188,34
2010-07-15,160000.0,158500.0,208206.0,10.26,82948,-77918,-955
2010-07-16,159000.0,160000.0,137714.0,10.36,-18937,19432,-1311
2010-07-19,159500.0,161000.0,131000.0,10.42,-35321,24052,2447
2010-07-20,160500.0,162000.0,117883.0,10.49,-33531,52621,-5
2010-07-21,162000.0,161500.0,113609.0,10.46,-6467,16308,-1298
2010-07-22,161000.0,162000.0,145343.0,10.49,-17078,4867,-421
2010-07-23,164000.0,165000.0,200079.0,10.68,-68407,72443,-1843
2010-07-26,165000.0,164500.0,111029.0,10.65,-10718,-12940,3440
2010-07-27,164500.0,165000.0,155754.0,10.68,-12711,-9246,9516
2010-07-28,165000.0,166000.0,207288.0,10.75,-91061,45038,3144
2010-07-29,166500.0,167000.0,162814.0,10.81,-51750,10323,4858
2010-07-30,167000.0,166500.0,193714.0,10.78,-17944,-19515,478
2010-08-02,166500.0,169000.0,192723.0,10.94,-92955,64055,3019
2010-08-03,169500.0,169000.0,142851.0,10.94,-14621,-19930,4712
2010-08-04,169500.0,169000.0,123852.0,10.94,-30379,-8523,18277
2010-08-05,167500.0,168500.0,176494.0,10.91,-27490,-4716,-200
2010-08-06,167500.0,168500.0,73817.0,10.91,752,-6631,6750
2010-08-09,167500.0,168000.0,72791.0,10.88,-11848,-15397,945
2010-08-10,167500.0,169000.0,100034.0,10.94,-15608,-11219,3904
2010-08-11,168000.0,168000.0,144334.0,10.88,-13312,8397,-665
2010-08-12,167000.0,165500.0,209399.0,10.72,19351,-3310,-2449
2010-08-13,165000.0,165000.0,113666.0,10.68,13731,-28582,1037
2010-08-16,164500.0,165000.0,173794.0,10.68,16528,-51952,8016
2010-08-17,164500.0,165000.0,134077.0,10.68,-4266,-19864,2898
2010-08-18,164000.0,164000.0,163409.0,10.62,23849,-51447,-1657
2010-08-19,164500.0,164500.0,123991.0,10.65,-8791,-44983,3628
2010-08-20,165000.0,165000.0,95048.0,10.68,-18758,-13622,18966
2010-08-23,165500.0,165000.0,85147.0,10.68,-5910,4221,1127
2010-08-24,165000.0,163500.0,100835.0,10.59,8125,-15860,-211
2010-08-25,163500.0,163000.0,130493.0,10.55,18385,-31782,94
2010-08-26,163500.0,162500.0,151388.0,10.52,20128,-44937,19
2010-08-27,162500.0,162000.0,164130.0,10.49,27267,-30635,-440
2010-08-30,163000.0,163000.0,177080.0,10.55,-15364,178,28
2010-08-31,162000.0,161500.0,136088.0,10.46,6646,-22231,-1796
2010-09-01,162500.0,164000.0,114844.0,10.62,-34509,-3447,2216
2010-09-02,164500.0,165000.0,140528.0,10.68,-35532,24085,-450
2010-09-03,164500.0,165500.0,89621.0,10.72,-18635,15705,344
2010-09-06,165000.0,164500.0,94925.0,10.65,-17279,-6036,-1789
2010-09-07,164000.0,163500.0,103685.0,10.59,27861,-43665,1059
2010-09-08,163500.0,164000.0,69929.0,10.62,-17957,-4530,1078
2010-09-09,163500.0,163500.0,228587.0,10.59,41913,-72044,-431
2010-09-10,163500.0,164000.0,129099.0,10.62,-7395,-17005,629
2010-09-13,163500.0,164000.0,75716.0,10.62,3749,-26635,727
2010-09-14,164500.0,164000.0,173211.0,10.62,13157,-38582,-2
2010-09-15,163500.0,164000.0,112474.0,10.62,-9699,-8663,-305
2010-09-16,163500.0,166000.0,215383.0,10.75,-47218,28353,237
2010-09-17,165500.0,166000.0,264174.0,10.75,-25793,5460,-3258
2010-09-20,165500.0,165000.0,75943.0,10.68,15389,-10122,2938
2010-09-24,164000.0,165000.0,142189.0,10.68,5793,-4646,-12
2010-09-27,165500.0,166500.0,152429.0,10.78,-20219,-7968,10
2010-09-28,166000.0,168000.0,121894.0,10.88,-46041,17845,-15
2010-09-29,167500.0,170000.0,136865.0,11.01,-43255,15257,-910
2010-09-30,169500.0,171500.0,113840.0,11.1,-61450,34647,581
2010-10-01,171500.0,173000.0,147908.0,11.2,-54595,25883,171
2010-10-04,173000.0,174000.0,163703.0,11.27,-46395,25497,6
2010-10-05,174500.0,174500.0,191361.0,11.3,-45454,13090,-2694
2010-10-06,174500.0,177000.0,208212.0,11.46,-71477,59625,2271
2010-10-07,177000.0,176000.0,262896.0,11.4,-48279,23311,-26
2010-10-08,175500.0,177500.0,128580.0,11.49,-29704,11637,-3
2010-10-11,177500.0,177500.0,101778.0,11.49,-19790,438,-347
2010-10-12,176500.0,174500.0,107791.0,11.3,-21928,18154,91
2010-10-13,175000.0,176000.0,87715.0,11.4,-21408,849,-109
2010-10-14,176000.0,177000.0,102994.0,11.46,-17573,-7919,7
2010-10-15,176000.0,176000.0,50570.0,11.4,-4347,-10460,-13
2010-10-18,175500.0,172500.0,124027.0,11.17,26463,-24332,362
2010-10-19,172000.0,170500.0,172139.0,11.04,40213,-40624,8
2010-10-20,171000.0,172500.0,112563.0,11.17,7717,-41334,-50
2010-10-21,173500.0,171000.0,85933.0,11.07,25430,-16036,0
2010-10-22,171000.0,175000.0,94892.0,11.33,-32823,28506,-243
2010-10-25,174000.0,175000.0,56117.0,11.33,-5670,-6029,-50
2010-10-26,174500.0,173500.0,56880.0,11.23,10924,-3981,-1
2010-10-27,173000.0,172500.0,115576.0,11.17,10043,6434,-1654
2010-10-28,172500.0,172000.0,61854.0,11.14,11999,-15258,1667
2010-10-29,172000.0,170500.0,136340.0,11.04,31495,-30190,-180
2010-11-01,170000.0,170500.0,70059.0,11.04,521,-7590,-720
2010-11-02,171500.0,172500.0,120847.0,11.17,-406,4668,760
2010-11-03,170500.0,172500.0,85904.0,11.17,-5658,-8959,-65
2010-11-04,171000.0,172000.0,137133.0,11.14,-449,-2085,62
2010-11-05,172000.0,173000.0,118740.0,11.2,-17904,7732,-274
2010-11-08,172000.0,172500.0,91951.0,11.17,-3620,4693,278
2010-11-09,172500.0,174500.0,49591.0,11.3,-11443,15737,-40
2010-11-10,174500.0,174500.0,52359.0,11.3,-24498,21076,-5
2010-11-11,174500.0,168500.0,306236.0,10.91,32185,-56468,-114
2010-11-12,171500.0,173000.0,220773.0,11.2,17634,-21741,-189
2010-11-15,172500.0,175000.0,139341.0,11.33,-41132,48959,-61
2010-11-16,174500.0,173500.0,104541.0,11.23,12072,17209,-326
2010-11-17,173000.0,173000.0,74971.0,11.2,-646,14022,149
2010-11-18,171500.0,170500.0,158907.0,11.04,22216,-33651,-364
2010-11-19,171500.0,171500.0,80689.0,11.1,12859,1081,630
2010-11-22,171500.0,171500.0,97034.0,11.1,-4098,-12292,-288
2010-11-23,171500.0,171500.0,159326.0,11.1,14587,4155,3268
2010-11-24,169500.0,171000.0,127568.0,11.07,4160,-5104,1496
2010-11-25,171000.0,171500.0,106952.0,11.1,19987,-18863,1004
2010-11-26,172000.0,171500.0,103437.0,11.1,-14553,-15376,500
2010-11-29,172000.0,172000.0,207010.0,11.14,-11513,5293,-591
2010-11-30,171500.0,171000.0,133171.0,11.07,6631,-15133,-2445
2010-12-01,171500.0,171500.0,148090.0,11.1,-4396,7082,2484
2010-12-02,172500.0,172000.0,102771.0,11.14,14638,-7708,593
2010-12-03,172000.0,172000.0,81587.0,11.14,-639,-5267,-740
2010-12-06,172000.0,172000.0,66834.0,11.14,-238,-2594,740
2010-12-07,171500.0,176500.0,114670.0,11.43,-25112,26918,-170
2010-12-08,174000.0,174000.0,78198.0,11.27,12489,-1962,175
2010-12-09,174000.0,175500.0,177263.0,11.36,-54214,47371,-1001
2010-12-10,175500.0,174500.0,91972.0,11.3,-3004,80,200
2010-12-13,174500.0,174500.0,61354.0,11.3,8585,-6838,-47
2010-12-14,175000.0,175500.0,134907.0,11.36,3990,16454,163
2010-12-15,175500.0,175500.0,114055.0,11.36,26639,-17508,1056
2010-12-16,175500.0,176500.0,184011.0,11.43,-57545,51417,-3075
2010-12-17,177500.0,176500.0,79766.0,11.43,28548,-28863,3067
2010-12-20,175500.0,176000.0,110913.0,11.4,-2515,1265,156
2010-12-21,176000.0,177000.0,260403.0,11.46,8517,-23767,-1848
2010-12-22,177500.0,177500.0,98692.0,11.49,7075,-7310,561
2010-12-23,177500.0,178500.0,86603.0,11.56,-24849,229,983
2010-12-24,178500.0,179000.0,200606.0,11.59,-52330,42231,115
2010-12-27,179500.0,180000.0,126187.0,11.66,-18662,7621,8
2010-12-28,180000.0,180500.0,295658.0,11.69,-50706,56494,-1324
2010-12-29,173500.0,172500.0,222252.0,11.17,75659,-57419,617
2010-12-30,172500.0,173500.0,117085.0,11.23,-33153,28203,157
2011-01-03,173000.0,172500.0,121076.0,7.56,17525,-15371,-37
2011-01-04,172000.0,172500.0,150905.0,7.56,31178,-18281,69
2011-01-05,172500.0,172500.0,94916.0,7.56,-5748,-2934,246
2011-01-06,171500.0,172000.0,91236.0,7.54,5189,-1430,-33
2011-01-07,171500.0,171000.0,75138.0,7.5,-2008,-5301,-286
2011-01-10,170500.0,170500.0,90993.0,7.48,5792,-12543,-1228
2011-01-11,170000.0,169500.0,122056.0,7.43,-16784,17543,1661
2011-01-12,169000.0,169000.0,118318.0,7.41,23205,-4243,256
2011-01-13,168000.0,167000.0,141000.0,7.32,55602,-25577,42
2011-01-14,167000.0,166500.0,117444.0,7.3,11893,-11196,157
2011-01-17,166000.0,167000.0,67762.0,7.32,-2540,14448,-84
2011-01-18,166500.0,166500.0,80694.0,7.3,5794,10199,133
2011-01-19,167000.0,168000.0,94937.0,7.37,30,-5665,443
2011-01-20,167500.0,168500.0,58824.0,7.39,892,6799,0
2011-01-21,168000.0,167000.0,81495.0,7.32,15710,-13606,-1240
2011-01-24,167000.0,168000.0,83579.0,7.37,-10683,11970,1354
2011-01-25,167500.0,168000.0,144707.0,7.37,4356,-9698,-7252
2011-01-26,168000.0,168000.0,84533.0,7.37,-11911,4051,7143
2011-01-27,167500.0,167500.0,151737.0,7.34,11518,1422,20
2011-01-28,167000.0,166500.0,62758.0,7.3,1500,440,50
2011-01-31,166000.0,164500.0,137600.0,7.21,-10417,9798,-5718
2011-02-01,165000.0,164000.0,103176.0,7.19,17356,-10047,4528
2011-02-07,165000.0,165000.0,87148.0,7.23,-8730,9129,1203
2011-02-08,164000.0,165000.0,56575.0,7.23,4590,-1990,0
2011-02-09,165000.0,164000.0,89570.0,7.19,8375,-8146,-82
2011-02-10,162500.0,161500.0,118566.0,7.08,-5925,-2887,-4968
2011-02-11,163000.0,162500.0,154060.0,7.12,15925,-8183,3552
2011-02-14,163000.0,161500.0,78151.0,7.08,9283,-2797,397
2011-02-15,161000.0,158500.0,184081.0,6.95,65748,-62917,-976
2011-02-16,158500.0,160000.0,115700.0,7.02,-14111,-12317,2093
2011-02-17,160000.0,157000.0,145572.0,6.88,28930,-26037,161
2011-02-18,157000.0,157000.0,100605.0,6.88,16983,-5570,-2150
2011-02-21,158000.0,156500.0,144956.0,6.86,29039,-15768,2272
2011-02-22,155000.0,156000.0,79813.0,6.84,-15163,16231,108
2011-02-23,155500.0,157500.0,98517.0,6.91,-12930,-10254,-15
2011-02-24,159000.0,162500.0,167009.0,7.12,-33867,15524,521
2011-02-25,162500.0,165000.0,211779.0,7.23,-58193,81233,-3061
2011-02-28,165000.0,163000.0,72750.0,7.15,-3687,9347,4124
2011-03-02,162000.0,161500.0,86359.0,7.08,-6958,13085,102
2011-03-03,161000.0,160500.0,54431.0,7.04,2563,4833,157
2011-03-04,161500.0,164500.0,92431.0,7.21,-20605,2966,-110
2011-03-07,164500.0,162000.0,76408.0,7.1,-6387,18135,4617
2011-03-08,162000.0,163500.0,137234.0,7.17,-45979,27579,-579
2011-03-09,165000.0,166000.0,140978.0,7.28,-41544,43315,-1545
2011-03-10,166500.0,163500.0,252124.0,7.17,5960,-8269,-18259
