Symbol,대상_시가(원),대상_종가(원),대상_거래량(주),대상_PER(IFRS-연결),대상_순매수수량(개인)(주),대상_순매수수량(기관계)(주),대상_순매수수량(외국인계)(주)
2004-06-07,2700.0,2720.0,210410.0,3.96,54300,13770,-68070
2004-06-08,2760.0,2690.0,242129.0,3.92,84350,-9960,-76570
2004-06-09,2675.0,2600.0,250409.0,3.79,89700,-13120,-77050
2004-06-10,2640.0,2600.0,491030.0,3.79,113790,-85530,-53000
2004-06-11,2605.0,2580.0,1813145.0,3.76,227850,-220630,-4070
2004-06-14,2585.0,2460.0,429104.0,3.58,-50340,49180,2170
2004-06-15,2435.0,2410.0,358189.0,3.51,-18150,44470,2330
2004-06-16,2400.0,2360.0,353220.0,3.44,133420,-71780,-61640
2004-06-17,2340.0,2325.0,369619.0,3.38,33210,-34340,1030
2004-06-18,2310.0,2260.0,314500.0,3.29,115950,-108700,0
2004-06-21,2265.0,2275.0,196358.0,3.31,-122,122,0
2004-06-22,2290.0,2290.0,146614.0,3.33,11450,7700,1290
2004-06-23,2270.0,2250.0,185450.0,3.28,7170,-8340,0
2004-06-24,2290.0,2330.0,301250.0,3.39,-7430,40160,0
2004-06-25,2335.0,2390.0,234952.0,3.48,-16825,16065,-960
2004-06-28,2390.0,2350.0,108770.0,3.42,24150,6280,-9760
2004-06-29,2340.0,2410.0,192540.0,3.51,-84750,85690,4330
2004-06-30,2445.0,2485.0,153000.0,3.62,10890,-1090,-3800
2004-07-01,2485.0,2440.0,173436.0,3.55,63960,-3450,-10510
2004-07-02,2390.0,2380.0,144511.0,3.47,28530,-10900,2270
2004-07-05,2350.0,2390.0,161650.0,3.48,63510,-66720,2910
2004-07-06,2365.0,2415.0,309866.0,3.52,66640,-32140,5500
2004-07-07,2365.0,2400.0,120000.0,3.5,51700,-3260,1560
2004-07-08,2385.0,2440.0,436580.0,3.55,152707,-118437,-2710
2004-07-09,2445.0,2500.0,600699.0,3.64,62803,-37483,-4500
2004-07-12,2505.0,2435.0,395510.0,3.55,90670,-3150,-87520
2004-07-13,2490.0,2550.0,1163642.0,3.71,-26134,64924,-8790
2004-07-14,2600.0,2630.0,842230.0,3.83,54100,-43210,-7280
2004-07-15,2630.0,2570.0,283270.0,3.74,-10270,20,-6100
2004-07-16,2570.0,2505.0,268443.0,3.65,-55057,-2033,7090
2004-07-19,2485.0,2580.0,267477.0,3.76,-11474,974,10890
2004-07-20,2565.0,2580.0,284502.0,3.76,48640,-14210,-7120
2004-07-21,2635.0,2600.0,253776.0,3.79,10680,-9720,-960
2004-07-22,2545.0,2630.0,233064.0,3.83,-102050,52230,-180
2004-07-23,2605.0,2595.0,138203.0,3.78,-40380,50000,-5490
2004-07-26,2555.0,2625.0,155221.0,3.82,-6670,1730,310
2004-07-27,2650.0,2620.0,253885.0,3.82,3655,1915,-3570
2004-07-28,2670.0,2675.0,220656.0,3.89,-430,-800,550
2004-07-29,2675.0,2660.0,220129.0,3.87,-32240,32790,-550
2004-07-30,2665.0,2660.0,215550.0,3.87,-88610,92590,-3300
2004-08-02,2645.0,2655.0,336510.0,3.87,-109380,81530,27850
2004-08-03,2660.0,2665.0,112513.0,3.88,-32700,33100,-400
2004-08-04,2700.0,2670.0,227427.0,3.89,-112180,99300,-3710
2004-08-05,2655.0,2680.0,320850.0,3.9,-21550,16880,2670
2004-08-06,2640.0,2670.0,104130.0,3.89,-20720,11940,-6280
2004-08-09,2630.0,2745.0,248710.0,4.0,-48770,-5370,4140
2004-08-10,2740.0,2740.0,111435.0,3.99,26580,-20380,-2730
2004-08-11,2810.0,2750.0,817567.0,4.0,165070,-161020,-1550
2004-08-12,2750.0,2770.0,260623.0,4.03,-109915,103135,8250
2004-08-13,2780.0,3020.0,769461.0,4.4,-235180,211960,23650
2004-08-16,3000.0,2990.0,421566.0,4.35,-60460,66100,-4940
2004-08-17,3030.0,3015.0,319530.0,4.39,57290,-57640,50
2004-08-18,3020.0,3105.0,423130.0,4.52,-10128,5188,-5060
2004-08-19,3155.0,3100.0,505927.0,4.51,-33260,13660,0
2004-08-20,3115.0,3010.0,375858.0,4.38,-49346,49346,0
2004-08-23,3025.0,3050.0,339433.0,4.44,-92237,92047,590
2004-08-24,3050.0,3020.0,312166.0,4.4,1446,-16,-2330
2004-08-25,3020.0,3050.0,314889.0,4.44,-15365,11055,8810
2004-08-26,3035.0,3065.0,367040.0,4.46,-2040,200,-2980
2004-08-27,3070.0,3030.0,162105.0,4.41,2530,4850,0
2004-08-30,3035.0,2970.0,258372.0,4.33,-19420,17120,1300
2004-08-31,2970.0,3005.0,197142.0,4.38,1680,1010,-1690
2004-09-01,2985.0,3030.0,426010.0,4.41,-76490,41260,30230
2004-09-02,3090.0,3170.0,786792.0,4.62,-26523,27273,-9660
2004-09-03,3155.0,3115.0,343039.0,4.54,-22088,3698,3530
2004-09-06,3120.0,3155.0,177215.0,4.59,-10640,2040,8600
2004-09-07,3170.0,3305.0,724485.0,4.81,-106568,65068,-18500
2004-09-08,3300.0,3160.0,820024.0,4.6,27120,34080,-24930
2004-09-09,3160.0,3200.0,389414.0,4.66,47560,-64370,-5490
2004-09-10,3195.0,3230.0,318100.0,4.7,-10350,5180,-260
2004-09-13,3205.0,3230.0,428382.0,4.7,-7729,10479,0
2004-09-14,3205.0,3150.0,311610.0,4.59,-7440,14000,-6570
2004-09-15,3115.0,3085.0,372915.0,4.49,-11720,14090,-2400
2004-09-16,3050.0,3090.0,412980.0,4.5,-17442,5872,24260
2004-09-17,3105.0,3090.0,269253.0,4.5,32030,-14760,1290
2004-09-20,3080.0,3135.0,421310.0,4.56,-20002,19232,320
2004-09-21,3125.0,3135.0,260967.0,4.56,2000,3880,-5880
2004-09-22,3145.0,3045.0,226316.0,4.43,-29106,28796,670
2004-09-23,3030.0,3000.0,207173.0,4.37,-10850,-8740,19790
2004-09-24,3050.0,3140.0,446390.0,4.57,-19737,24317,-4130
2004-09-30,3140.0,3200.0,446390.0,4.66,24340,-22380,-15700
2004-10-01,3170.0,3180.0,289693.0,4.63,-3727,-493,4220
2004-10-04,3220.0,3260.0,411780.0,4.75,-141710,59800,1630
2004-10-05,3240.0,3170.0,362776.0,4.62,137786,-106386,-31400
2004-10-06,3150.0,3115.0,440207.0,4.54,155903,-60993,1330
2004-10-07,3125.0,3175.0,252092.0,4.62,-34687,-1623,2240
2004-10-08,3135.0,3135.0,191188.0,4.56,8788,-998,-4070
2004-10-11,3090.0,3120.0,158092.0,4.54,-1605,-5455,6920
2004-10-12,3125.0,3100.0,171161.0,4.51,3544,-2914,1420
2004-10-13,3100.0,3080.0,380626.0,4.48,-13317,120851,-34714
2004-10-14,3070.0,3090.0,175044.0,4.5,-42070,40140,3230
2004-10-15,3080.0,3075.0,364454.0,4.48,93880,-760,-87520
2004-10-18,3075.0,3090.0,155503.0,4.5,27290,860,-26500
2004-10-19,3100.0,3165.0,254427.0,4.61,-30912,13142,17350
2004-10-20,3165.0,3210.0,1123503.0,4.67,-54910,55490,-8680
2004-10-21,3250.0,3100.0,656086.0,4.51,108802,488,-1770
2004-10-22,3100.0,3055.0,306975.0,4.45,64010,-13380,-33560
2004-10-25,3030.0,3030.0,344469.0,4.41,17150,10960,-24920
2004-10-26,3000.0,2980.0,143286.0,4.34,17714,-13464,-1450
2004-10-27,3020.0,3000.0,379899.0,4.37,46000,-27910,-13770
2004-10-28,3060.0,3065.0,168525.0,4.46,-15320,11140,4180
2004-10-29,3070.0,3150.0,501402.0,4.59,-57629,65520,42239
2004-11-01,3210.0,3335.0,1159220.0,4.86,-52210,-118680,-4210
2004-11-02,3365.0,3445.0,1202280.0,5.02,-164520,112660,49230
2004-11-03,3470.0,3540.0,1044967.0,5.15,-389114,364254,26070
2004-11-04,3560.0,3610.0,930693.0,5.26,-455725,178507,217888
2004-11-05,3675.0,3820.0,1695745.0,5.56,-61560,-106230,167730
2004-11-08,3900.0,3800.0,1135930.0,5.53,-55160,57940,13580
2004-11-09,3800.0,3900.0,893728.0,5.68,54718,-77748,25000
2004-11-10,3900.0,3955.0,1275104.0,5.76,-244630,59980,148600
2004-11-11,3950.0,3910.0,726433.0,5.69,-94191,34891,56000
2004-11-12,3980.0,4060.0,2255009.0,5.91,-120645,-103025,204230
2004-11-15,4005.0,4550.0,7588200.0,6.62,1375718,-1649128,344600
2004-11-16,4600.0,4200.0,4586357.0,6.11,-173680,173440,1660
2004-11-17,4290.0,4350.0,3456764.0,6.33,199290,-192570,-9420
2004-11-18,4350.0,4100.0,2128220.0,5.97,-330820,53520,278000
2004-11-19,4195.0,4200.0,2215220.0,6.11,-52615,-83925,134960
2004-11-22,4150.0,4220.0,1638556.0,6.14,75814,-25340,-58904
2004-11-23,4220.0,4065.0,1477134.0,5.92,-149587,48077,82890
2004-11-24,4065.0,4150.0,1173670.0,6.04,-41790,44080,-12230
2004-11-25,4150.0,4350.0,1950876.0,6.33,-178420,170140,6180
2004-11-26,4420.0,4570.0,2975322.0,6.65,-104220,60800,38670
2004-11-29,4690.0,4830.0,2729305.0,7.03,72462,9238,-81600
2004-11-30,4785.0,4800.0,1476100.0,6.99,-181279,163349,20000
2004-12-01,4780.0,4800.0,2195716.0,6.99,70290,27540,-146630
2004-12-02,4800.0,4600.0,1583220.0,6.7,-64850,41660,24710
2004-12-03,4600.0,4470.0,1818916.0,6.51,-247197,106390,150417
2004-12-06,4440.0,4480.0,859152.0,6.52,7030,-9210,2450
2004-12-07,4450.0,4580.0,1493581.0,6.67,-33125,69935,-39870
2004-12-08,4555.0,4450.0,968990.0,6.48,71910,-8840,-62980
2004-12-09,4430.0,4470.0,1409056.0,6.51,-225910,-57280,281780
2004-12-10,4470.0,4320.0,774093.0,6.29,-57744,-7260,44444
2004-12-13,4300.0,4305.0,1156257.0,6.27,104248,-273968,167830
2004-12-14,4320.0,4305.0,785847.0,6.27,-56060,11400,44990
2004-12-15,4300.0,4340.0,940430.0,6.32,-58485,8895,49450
2004-12-16,4350.0,4550.0,1520591.0,6.62,200160,-153950,-41490
2004-12-17,4620.0,4770.0,4658158.0,6.94,103246,-25195,-61631
2004-12-20,4800.0,4625.0,1980795.0,6.73,11385,3525,-10150
2004-12-21,4630.0,4500.0,1375213.0,6.55,47586,-174366,133080
2004-12-22,4535.0,4500.0,986705.0,6.55,-117330,6580,109910
2004-12-23,4485.0,4460.0,930832.0,6.49,-37365,445,36920
2004-12-24,4465.0,4535.0,967359.0,6.6,52680,-52530,-290
2004-12-27,4540.0,4370.0,754949.0,6.36,-7290,3880,2710
2004-12-28,4315.0,4390.0,616202.0,6.39,-157536,9426,148110
2004-12-29,4390.0,4400.0,374949.0,6.41,-43450,31240,12210
2004-12-30,4400.0,4530.0,585230.0,6.6,-35100,8210,25390
2005-01-03,4600.0,4565.0,527567.0,26.38,-33146,1596,30050
2005-01-04,4580.0,4960.0,2530695.0,28.67,-504395,78035,424810
2005-01-05,4950.0,4950.0,1602870.0,28.61,-88620,22570,62130
2005-01-06,5000.0,4820.0,1228170.0,27.86,71940,-30530,-41760
2005-01-07,4825.0,4785.0,722347.0,27.65,-45429,-27881,73450
2005-01-10,4730.0,4700.0,1072694.0,27.16,243845,-11380,-232465
2005-01-11,4700.0,4750.0,824515.0,27.45,-57690,57170,-1050
2005-01-12,4850.0,4800.0,890424.0,27.74,14710,-4750,-9960
2005-01-13,4850.0,4985.0,1044345.0,28.81,-87642,125932,-54600
2005-01-14,4950.0,4890.0,1070684.0,28.26,-56205,-8510,25085
2005-01-17,4930.0,4920.0,865989.0,28.44,-10750,5890,5000
2005-01-18,4990.0,4845.0,838066.0,28.0,41860,-48530,7440
2005-01-19,4845.0,4800.0,689377.0,27.74,-32970,-6500,40250
2005-01-20,4810.0,4860.0,687590.0,28.09,-70900,-1320,72660
2005-01-21,4860.0,4775.0,560515.0,27.6,33052,7948,-1000
2005-01-24,4765.0,4775.0,605078.0,27.6,28150,-14590,29400
2005-01-25,4780.0,5130.0,1698925.0,29.65,17300,-13580,-2600
2005-01-26,5100.0,5010.0,929091.0,28.95,76699,-74619,-1520
2005-01-27,5050.0,5000.0,1325822.0,28.9,-32361,32561,0
2005-01-28,5010.0,5340.0,1943860.0,30.86,-442453,586433,-163980
2005-01-31,5400.0,5490.0,1312831.0,31.73,-181570,180520,-700
2005-02-01,5490.0,5400.0,645407.0,31.21,-135280,136470,0
2005-02-02,5440.0,5630.0,900378.0,32.54,-63575,75435,-1000
2005-02-03,5630.0,5500.0,935705.0,31.79,131996,-110170,-31000
2005-02-04,5460.0,5500.0,580514.0,31.79,-74130,16800,0
2005-02-07,5500.0,5560.0,717144.0,32.14,-183399,170339,5590
2005-02-11,5560.0,5340.0,1289392.0,30.86,462850,-477930,16480
2005-02-14,5340.0,5350.0,1294364.0,30.92,181930,-198090,10800
2005-02-15,5370.0,5350.0,1298954.0,30.92,182843,60027,-211880
2005-02-16,5350.0,5240.0,859100.0,30.29,39730,34950,-73420
2005-02-17,5290.0,5500.0,1677534.0,31.79,-970,33360,-10890
2005-02-18,5460.0,5380.0,1065991.0,31.09,160131,-160291,1750
2005-02-21,5430.0,5150.0,1784817.0,29.77,265467,-315367,54990
2005-02-22,5160.0,5200.0,1138649.0,30.05,-102070,89290,13380
2005-02-23,5300.0,5410.0,2131781.0,31.27,-10200,8940,-6740
2005-02-24,5470.0,5430.0,1440498.0,31.38,-171300,182160,-1190
2005-02-25,5450.0,5260.0,950703.0,30.4,-59470,51960,8210
2005-02-28,5270.0,5530.0,1519984.0,31.96,-74640,34910,51230
2005-03-02,5770.0,6100.0,3700339.0,35.26,96780,9550,-122360
2005-03-03,6060.0,6170.0,1540938.0,35.66,-317610,331910,-11500
2005-03-04,6200.0,6390.0,2058152.0,36.93,-214651,222901,-8250
2005-03-07,6400.0,6150.0,1330300.0,35.54,138120,53460,-183450
2005-03-08,6060.0,5900.0,906641.0,34.1,-7490,77730,-71920
2005-03-09,5800.0,6150.0,1042039.0,35.54,33780,9080,-42160
2005-03-10,6100.0,6010.0,969939.0,34.73,196480,-39560,-138750
2005-03-11,6010.0,6060.0,732783.0,35.03,16016,-10816,-22970
2005-03-14,6160.0,6180.0,1137922.0,35.72,12152,33598,-46500
2005-03-15,6180.0,5880.0,887972.0,33.99,16770,-4380,-10450
2005-03-16,5800.0,5920.0,656349.0,34.21,-24622,22692,470
2005-03-17,5800.0,5800.0,562958.0,33.52,-88730,-4660,91560
2005-03-18,5720.0,5590.0,1050027.0,32.31,133850,-24170,-109030
2005-03-21,5400.0,5450.0,825240.0,31.5,-97920,-80260,177880
2005-03-22,5450.0,5350.0,592541.0,30.92,-14519,-10601,23820
2005-03-23,5310.0,5280.0,787051.0,30.52,-191060,44200,151410
2005-03-24,5370.0,5280.0,533861.0,30.52,-80980,82560,-6350
2005-03-25,5330.0,5300.0,381788.0,30.63,22330,-22930,600
2005-03-28,5310.0,5600.0,734801.0,32.36,-35350,100670,-62920
2005-03-29,5520.0,5500.0,545161.0,31.79,-135500,114210,20190
2005-03-30,5500.0,5350.0,499700.0,30.92,-19970,35050,-27930
2005-03-31,5470.0,5400.0,549074.0,31.21,34610,60270,-94980
2005-04-01,5280.0,5310.0,929856.0,30.69,-8844,-9426,15390
2005-04-04,5290.0,5280.0,448384.0,30.52,-50980,-1010,51990
2005-04-06,5290.0,5170.0,596015.0,29.88,-18415,-14985,33500
2005-04-07,5170.0,5160.0,302726.0,29.82,13650,-10240,210
2005-04-08,5200.0,5210.0,457499.0,30.11,3832,-3782,560
2005-04-11,5180.0,5030.0,552454.0,29.07,55852,-57082,-770
2005-04-12,4960.0,5030.0,340962.0,29.07,-20938,-42402,61340
2005-04-13,5060.0,4990.0,319500.0,28.84,44150,-42830,-1320
2005-04-14,4980.0,4955.0,454046.0,28.64,26580,-104330,72070
2005-04-15,4900.0,4880.0,517112.0,28.2,-11980,-15110,20160
2005-04-18,4790.0,4650.0,765765.0,26.88,-169870,12360,154220
2005-04-19,4685.0,4625.0,373066.0,26.73,43011,-43311,3800
2005-04-20,4670.0,4700.0,351870.0,27.16,6430,-6250,1180
2005-04-21,4610.0,4650.0,359050.0,26.88,-31890,-3500,36410
2005-04-22,4730.0,4750.0,697528.0,27.45,-19310,76980,-61200
2005-04-25,4700.0,4790.0,228761.0,27.68,-770,29260,-30590
2005-04-26,4865.0,4900.0,697822.0,28.32,55330,73380,-126010
2005-04-27,4820.0,4750.0,302866.0,27.45,-10380,13720,0
2005-04-28,4750.0,4685.0,347141.0,27.08,-107146,-7654,85670
2005-04-29,4515.0,4585.0,274660.0,26.5,-71320,-260,71580
2005-05-02,4620.0,4890.0,989842.0,28.26,115560,-5630,-135630
2005-05-03,4950.0,4730.0,481955.0,27.34,11150,45720,-40350
2005-05-04,4715.0,4820.0,321401.0,27.86,-65770,25300,-300
2005-05-06,4830.0,4980.0,584955.0,28.78,17140,82700,-103210
2005-05-09,4980.0,4820.0,438795.0,27.86,55070,45830,-94910
2005-05-10,4900.0,4750.0,237114.0,27.45,26810,-1280,-25180
2005-05-11,4650.0,4670.0,242610.0,26.99,-41270,-22470,63390
2005-05-12,4670.0,4705.0,223540.0,27.19,52880,-74280,24550
2005-05-13,4600.0,4690.0,292590.0,27.1,-71700,8410,63290
2005-05-16,4650.0,4755.0,320052.0,27.48,-33860,-5030,38890
2005-05-17,4800.0,4620.0,350202.0,26.7,-3050,6730,-3680
2005-05-18,4680.0,4650.0,316573.0,26.88,37030,11060,-48040
2005-05-19,4660.0,4610.0,725172.0,26.64,157622,-86392,24730
2005-05-20,4605.0,4430.0,1021940.0,25.61,21010,-68130,47710
2005-05-23,4445.0,4460.0,304600.0,25.78,-11650,-2010,13310
2005-05-24,4460.0,4420.0,455364.0,25.55,7370,-27340,19270
2005-05-25,4415.0,4410.0,334958.0,25.49,45968,-84658,37990
2005-05-26,4415.0,4745.0,1577775.0,27.43,-165977,34280,116597
2005-05-27,4850.0,4835.0,733041.0,27.95,-187758,84428,89790
2005-05-30,4880.0,4835.0,501712.0,27.95,51830,-26430,-25400
2005-05-31,4840.0,4745.0,482626.0,27.43,185958,-201168,3290
2005-06-01,4740.0,4735.0,485534.0,27.37,222574,-210654,0
2005-06-02,4750.0,4720.0,375431.0,27.28,-9850,5540,8310
2005-06-03,4725.0,4810.0,565295.0,27.8,25920,-44950,22220
2005-06-07,4820.0,4990.0,800025.0,28.84,27470,1910,-24370
2005-06-08,4935.0,4900.0,943280.0,28.32,52930,11370,-74040
2005-06-09,4900.0,4910.0,434726.0,28.38,-86170,81000,13800
2005-06-10,4950.0,5080.0,872732.0,29.36,16240,35970,-51870
2005-06-13,5060.0,5140.0,530281.0,29.71,-570,9990,-1790
2005-06-14,5190.0,5060.0,712746.0,29.25,2040,20620,-23240
2005-06-15,5100.0,5340.0,795875.0,30.86,-261170,136470,52080
2005-06-16,5340.0,5550.0,1461981.0,32.08,-474330,383300,-8310
2005-06-17,5550.0,5830.0,1462316.0,33.69,-533756,721536,-174840
2005-06-20,5850.0,5910.0,926914.0,34.16,-259930,314780,-109260
2005-06-21,5850.0,5900.0,724510.0,34.1,-98460,87430,0
2005-06-22,5860.0,6230.0,1649976.0,36.0,-430340,550170,-116250
2005-06-23,6230.0,6330.0,1445252.0,36.58,-70806,240243,-186497
2005-06-24,6290.0,6350.0,753686.0,36.7,-119958,133998,-111740
2005-06-27,6150.0,6050.0,1064701.0,34.97,-217410,216540,-4080
2005-06-28,5940.0,6150.0,567050.0,35.54,-104853,63413,-240
2005-06-29,6110.0,6150.0,695037.0,35.54,-50400,-23640,-41640
2005-06-30,6040.0,6320.0,983712.0,36.53,-272262,164770,-32078
2005-07-01,6320.0,7000.0,1484601.0,40.46,-66448,295568,-385300
2005-07-04,7200.0,7500.0,2641970.0,43.35,-142210,400150,-475670
2005-07-05,7600.0,7440.0,1353369.0,43.0,143779,8481,-161110
2005-07-06,7440.0,7480.0,963740.0,43.23,-204229,146059,14200
2005-07-07,7450.0,7920.0,1437115.0,45.78,13820,118724,-125794
2005-07-08,7920.0,7850.0,969090.0,45.37,-35879,3609,31970
2005-07-11,7800.0,7650.0,1347746.0,44.21,16090,176440,-17000
2005-07-12,7560.0,7250.0,736690.0,41.9,85719,-73749,-12500
2005-07-13,7180.0,7400.0,821602.0,42.77,-154290,-39210,65760
2005-07-14,7360.0,7550.0,467084.0,43.64,-99037,397,118850
2005-07-15,7710.0,7980.0,1139403.0,46.12,45450,7640,-8300
2005-07-18,8280.0,8040.0,1109808.0,46.47,-209330,123650,-18000
2005-07-19,8040.0,8040.0,0.0,46.47,0,0,0
2005-07-20,8040.0,8040.0,0.0,46.47,0,0,0
2005-07-21,8040.0,8040.0,0.0,46.47,0,0,0
2005-07-22,8040.0,8040.0,0.0,46.47,0,0,0
2005-07-25,8040.0,8040.0,0.0,46.47,0,0,0
2005-07-26,8040.0,8040.0,0.0,46.47,0,0,0
2005-07-27,8040.0,8040.0,0.0,46.47,0,0,0
2005-07-28,8040.0,8040.0,0.0,46.47,0,0,0
2005-07-29,8040.0,8040.0,0.0,46.47,0,0,0
2005-08-01,8040.0,8040.0,0.0,46.47,0,0,0
2005-08-02,8040.0,8040.0,0.0,46.47,0,0,0
2005-08-03,8040.0,8040.0,0.0,46.47,0,0,0
2005-08-04,8040.0,8040.0,0.0,46.47,0,0,0
2005-08-05,10500.0,10050.0,1624060.0,44.48,38595,24785,-33150
2005-08-08,9800.0,9150.0,869493.0,40.49,-19856,-133839,10089
2005-08-09,9100.0,9170.0,957743.0,40.58,259451,-167651,-58650
2005-08-10,9170.0,8800.0,1079663.0,38.94,120450,-61440,55980
2005-08-11,9110.0,9200.0,1317392.0,40.72,353426,-320596,-79240
2005-08-12,9250.0,9870.0,1948928.0,43.68,56980,-231910,214750
2005-08-16,10150.0,9950.0,1514939.0,44.03,150280,93210,-220650
2005-08-17,9800.0,9650.0,543352.0,42.71,19412,-13842,0
2005-08-18,9550.0,8950.0,1094436.0,39.61,39749,-110277,30018
2005-08-19,8810.0,9100.0,726069.0,40.27,19120,-51674,60564
2005-08-22,9100.0,9130.0,759331.0,40.4,7320,85080,15670
2005-08-23,9130.0,9220.0,665107.0,40.8,-62779,55229,17550
2005-08-24,9250.0,9650.0,1175734.0,42.71,-179133,-8495,186540
2005-08-25,9720.0,9530.0,445924.0,42.18,36677,-47757,3550
2005-08-26,9550.0,10350.0,2595472.0,45.81,-160954,-77726,249560
2005-08-29,10200.0,10450.0,1004112.0,46.25,115190,-104680,-6040
2005-08-30,10650.0,10200.0,847846.0,45.14,630,-32762,36072
2005-08-31,10050.0,9900.0,966037.0,43.82,143836,-165276,-380
2005-09-01,9900.0,10600.0,1401446.0,46.91,-121192,123738,-1580
2005-09-02,11000.0,10700.0,1036710.0,47.35,-29517,3313,-1690
2005-09-05,10700.0,10400.0,705388.0,46.02,95567,-5497,-78350
2005-09-06,10450.0,10950.0,958705.0,48.46,27604,-13294,660
2005-09-07,11050.0,11300.0,1709624.0,50.01,144486,32610,-180096
2005-09-08,11300.0,10950.0,814772.0,48.46,-30300,-19210,20210
2005-09-09,11200.0,11700.0,1351823.0,51.78,-144290,9730,163000
2005-09-12,11700.0,11500.0,908925.0,50.9,193250,-61987,-146463
2005-09-13,11600.0,11550.0,609755.0,51.11,-1483,109820,-105510
2005-09-14,11400.0,11600.0,650987.0,51.34,13562,-14969,2350
2005-09-15,11300.0,11400.0,547210.0,50.45,-33222,114926,-84414
2005-09-16,11450.0,11150.0,487996.0,49.34,-101620,85110,5150
2005-09-20,11400.0,11500.0,488658.0,50.9,-67352,72572,2480
2005-09-21,11700.0,11800.0,1288481.0,52.22,366,-7416,7400
2005-09-22,11700.0,12150.0,593531.0,53.77,-139712,118592,-5540
2005-09-23,12100.0,11800.0,630343.0,52.22,96190,-99660,-1800
2005-09-26,11800.0,11950.0,429872.0,52.89,-43926,16688,560
2005-09-27,12000.0,11800.0,913241.0,52.22,-72213,57613,-600
2005-09-28,12100.0,12450.0,807989.0,55.1,-57391,28431,74940
2005-09-29,12700.0,12350.0,493599.0,54.66,-44675,59905,-7020
2005-09-30,12400.0,12250.0,382394.0,54.21,-58069,-401,6470
2005-10-04,12450.0,12800.0,431753.0,56.65,-48883,29440,7600
2005-10-05,12800.0,13200.0,1359703.0,58.42,-240891,-99369,372810
2005-10-06,13200.0,13350.0,712892.0,59.08,14413,-223733,213580
2005-10-07,13450.0,13600.0,482652.0,60.19,-162731,24311,139620
2005-10-10,13400.0,13750.0,579726.0,60.85,-59628,37398,24720
2005-10-11,13750.0,14300.0,345096.0,63.28,-108185,20915,87270
2005-10-12,14450.0,13750.0,467419.0,60.85,29212,-83072,38730
2005-10-13,13850.0,14100.0,473877.0,62.4,-25031,-6169,37390
2005-10-14,14100.0,13600.0,435374.0,60.19,11120,5760,-6960
2005-10-17,13300.0,12700.0,570020.0,56.2,-78427,105727,-3510
2005-10-18,12750.0,13050.0,763254.0,57.75,12215,105285,-230730
2005-10-19,13150.0,12600.0,425729.0,55.76,27640,26950,-35510
2005-10-20,12700.0,12400.0,381455.0,54.88,-68304,115354,-49820
2005-10-21,11900.0,12750.0,389360.0,56.42,-7318,-7932,7500
2005-10-24,12600.0,12750.0,363776.0,56.42,-25328,83398,-58070
2005-10-25,13050.0,12750.0,345372.0,56.42,-42211,93071,-55770
2005-10-26,12750.0,12500.0,391272.0,55.32,49856,115964,-166300
2005-10-27,12300.0,12300.0,294147.0,54.43,-64419,30039,27340
2005-10-28,12100.0,11650.0,551029.0,51.56,66892,-60332,-92450
2005-10-31,11900.0,12400.0,347730.0,54.88,-96400,101070,930
2005-11-01,12200.0,12800.0,286820.0,56.65,-21969,9189,12990
2005-11-02,12700.0,12950.0,251998.0,57.31,-103987,73097,30750
2005-11-03,13100.0,12550.0,414229.0,55.54,86086,-82366,10600
2005-11-04,12500.0,12450.0,259370.0,55.1,37589,-20839,2980
2005-11-07,12500.0,12650.0,204903.0,55.99,-65393,42013,1160
2005-11-08,12600.0,13150.0,319325.0,58.19,-49620,45290,5810
2005-11-09,13150.0,12850.0,413400.0,56.87,96250,-46020,-46080
2005-11-10,12800.0,12550.0,588751.0,55.54,229033,-72113,-159960
2005-11-11,12650.0,12200.0,659152.0,53.99,273527,-244937,-49220
2005-11-14,12300.0,12350.0,338646.0,54.66,41479,-8769,-31210
2005-11-15,12350.0,12750.0,555926.0,56.42,33006,-44476,-110
2005-11-16,12650.0,12850.0,433396.0,56.87,24690,21080,1180
2005-11-17,12850.0,12350.0,646452.0,54.66,238970,-179370,-62400
2005-11-18,12400.0,12900.0,807792.0,57.09,-70865,107875,-45950
2005-11-21,13450.0,14550.0,2565864.0,64.39,96412,28028,870
2005-11-22,14800.0,15300.0,2408912.0,67.71,-200760,-64680,276150
2005-11-23,15350.0,16050.0,1419032.0,71.03,-406742,151972,262700
2005-11-24,16000.0,15600.0,661792.0,69.04,-15600,-6280,19830
2005-11-25,15600.0,15750.0,527130.0,69.7,20330,-16760,-2500
2005-11-28,15550.0,14700.0,647664.0,65.06,115867,-104257,8640
2005-11-29,14500.0,15250.0,688687.0,67.49,-55949,-77461,156300
2005-11-30,15100.0,15600.0,521920.0,69.04,-145020,163760,-11610
2005-12-01,15300.0,15600.0,402675.0,69.04,24773,-24280,4947
2005-12-02,16100.0,14950.0,1527389.0,66.16,-89540,39250,17470
2005-12-05,14800.0,15450.0,499509.0,68.37,-109012,77192,-11470
2005-12-06,15450.0,14750.0,608157.0,65.27,159273,-21353,-149190
2005-12-07,14800.0,13850.0,695694.0,61.29,132368,8132,-137270
2005-12-08,13900.0,14700.0,590759.0,65.06,-203550,35000,185650
2005-12-09,14700.0,15000.0,500899.0,66.38,-98670,141230,-41130
2005-12-12,14950.0,15100.0,270682.0,66.83,-34045,38135,-4560
