Symbol,KCC_시가(원),KCC_종가(원),KCC_거래량(주),KCC_PER(IFRS-연결),KCC_순매수수량(개인)(주),KCC_순매수수량(기관계)(주),KCC_순매수수량(외국인계)(주)
2008-12-24,294000.0,278000.0,55451.0,14.83,6657,-618,-1234
2008-12-26,279000.0,280000.0,26207.0,14.94,-381,2543,-432
2008-12-29,273500.0,287500.0,34977.0,15.34,-4289,3360,150
2008-12-30,285000.0,287500.0,33406.0,15.34,-3199,2587,2458
2009-01-02,287000.0,301000.0,39895.0,17.03,-13317,9566,1801
2009-01-05,306000.0,296000.0,44305.0,16.74,4433,-9910,945
2009-01-06,300000.0,303000.0,47326.0,17.14,-5291,-3464,6607
2009-01-07,299500.0,300000.0,53913.0,16.97,4220,-6230,3295
2009-01-08,301500.0,283000.0,46893.0,16.01,20510,-20866,-1112
2009-01-09,287000.0,295000.0,43581.0,16.69,-11694,4894,2756
2009-01-12,295000.0,285500.0,24175.0,16.15,-1117,1866,-2192
2009-01-13,283000.0,293500.0,34404.0,16.6,-1432,4082,-3876
2009-01-14,293000.0,294000.0,38058.0,16.63,3018,3102,-8621
2009-01-15,285000.0,278500.0,41265.0,15.75,13595,-7640,-7064
2009-01-16,273000.0,277500.0,56688.0,15.7,1977,7326,-5668
2009-01-19,277500.0,275500.0,29312.0,15.58,2223,3758,-5638
2009-01-20,273000.0,270000.0,26735.0,15.27,1592,-6089,4647
2009-01-21,260000.0,269000.0,27525.0,15.22,-6498,2481,1757
2009-01-22,273500.0,272000.0,22373.0,15.39,3058,-693,-3494
2009-01-23,269500.0,267500.0,20824.0,15.13,-302,-2524,-203
2009-01-28,271500.0,279500.0,30312.0,15.81,-4288,-2034,2357
2009-01-29,278500.0,281500.0,28649.0,15.92,-12637,11697,-160
2009-01-30,283000.0,286000.0,12195.0,16.18,-4118,2888,510
2009-02-02,281000.0,283500.0,30476.0,16.04,3715,-7657,2252
2009-02-03,280500.0,276500.0,44785.0,15.64,11460,-13424,1515
2009-02-04,281500.0,282500.0,41174.0,15.98,372,-9762,1370
2009-02-05,277500.0,283000.0,32301.0,16.01,-13633,11166,1519
2009-02-06,286000.0,292500.0,57452.0,16.55,-2208,415,1766
2009-02-09,295000.0,299000.0,27830.0,16.91,-5940,2849,223
2009-02-10,299500.0,298000.0,25773.0,16.86,-6408,-2530,2629
2009-02-11,292000.0,302500.0,20662.0,17.11,-4193,-2493,-1134
2009-02-12,301000.0,288000.0,36906.0,16.29,12247,-8991,-5557
2009-02-13,286500.0,290000.0,19970.0,16.4,1594,-1327,-815
2009-02-16,286000.0,312000.0,79418.0,17.65,-18533,14817,1352
2009-02-17,309000.0,312000.0,100482.0,17.65,-7493,9517,-13148
2009-02-18,312000.0,320000.0,59567.0,18.1,-10917,9578,-769
2009-02-19,320000.0,308500.0,70411.0,17.45,4616,15207,-19179
2009-02-20,310000.0,290500.0,24495.0,16.43,-1608,2455,-601
2009-02-23,292000.0,295500.0,22866.0,16.72,1579,-1660,-1814
2009-02-24,287000.0,282500.0,55163.0,15.98,7106,7050,-17580
2009-02-25,292000.0,285000.0,36192.0,16.12,995,-1113,-4958
2009-02-26,285000.0,289000.0,39784.0,16.35,-3389,8423,-7707
2009-02-27,285000.0,285000.0,32751.0,16.12,2704,-1796,-1177
2009-03-02,277500.0,259000.0,42903.0,14.65,10687,1219,-12635
2009-03-03,249500.0,252000.0,71544.0,14.26,13058,10061,-31325
2009-03-04,252000.0,262000.0,75407.0,14.82,-3343,16599,-17817
2009-03-05,262500.0,269500.0,50316.0,15.25,-2195,7343,-8918
2009-03-06,265000.0,265000.0,57136.0,14.99,1981,3850,-9853
2009-03-09,269500.0,265000.0,33828.0,14.99,4495,2799,-8054
2009-03-10,265000.0,266500.0,34293.0,15.08,3035,-5666,3135
2009-03-11,272500.0,270000.0,32423.0,15.27,-1001,-4683,3382
2009-03-12,272500.0,276500.0,46029.0,15.64,-6925,8079,-2954
2009-03-13,276500.0,272000.0,42731.0,15.39,10339,-7010,-5312
2009-03-16,268000.0,261000.0,71115.0,14.76,25717,-7752,-13196
2009-03-17,262000.0,263500.0,46160.0,14.91,8496,-3934,-5417
2009-03-18,269000.0,268000.0,29591.0,15.16,1722,-6396,3821
2009-03-19,271500.0,266500.0,27592.0,15.08,-2135,2434,-189
2009-03-20,270000.0,274500.0,56521.0,15.53,-7263,-562,6485
2009-03-23,281000.0,284000.0,39373.0,16.07,-9080,-93,8974
2009-03-24,290000.0,296000.0,50292.0,16.74,-14783,13432,3049
2009-03-25,293500.0,290500.0,38603.0,16.43,12975,-1736,-10091
2009-03-26,290500.0,292000.0,22757.0,16.52,-1919,1320,977
2009-03-27,300500.0,305500.0,98644.0,17.28,-17584,16095,3485
2009-03-30,307000.0,296500.0,60963.0,16.77,-2567,5003,-3952
2009-03-31,296500.0,302500.0,50026.0,17.11,-3545,8079,1406
2009-04-01,298500.0,301500.0,28632.0,17.06,1117,-7869,7722
2009-04-02,305000.0,312000.0,40812.0,17.65,-10208,850,14655
2009-04-03,316000.0,320000.0,47563.0,18.1,-10321,3574,6408
2009-04-06,317000.0,328000.0,34325.0,18.55,-4782,195,2178
2009-04-07,328000.0,314500.0,34913.0,17.79,11773,-8077,-4541
2009-04-08,313000.0,309000.0,28546.0,17.48,-3453,-6120,10102
2009-04-09,312000.0,315000.0,54321.0,17.82,9867,-21037,11102
2009-04-10,319000.0,328000.0,69247.0,18.55,-4796,-5684,11293
2009-04-13,324000.0,315000.0,39759.0,17.82,10814,-13846,4488
2009-04-14,317000.0,319500.0,27198.0,18.07,1365,-6261,4854
2009-04-15,313000.0,320000.0,37928.0,18.1,-1330,-7492,9598
2009-04-16,322000.0,338000.0,87891.0,19.12,-18471,-8131,30933
2009-04-17,338000.0,334000.0,38299.0,18.89,3924,-1501,-601
2009-04-20,339500.0,338000.0,43360.0,19.12,463,2285,-946
2009-04-21,323500.0,344000.0,46171.0,19.46,-4695,6514,2203
2009-04-22,341000.0,347000.0,60440.0,19.63,-9385,4273,2998
2009-04-23,354000.0,377500.0,73569.0,21.35,-31300,25311,3762
2009-04-24,372500.0,373500.0,34886.0,21.13,-1489,223,-1389
2009-04-27,372000.0,378500.0,35068.0,21.41,-4523,7838,-1340
2009-04-28,378500.0,367500.0,54494.0,20.79,8021,-4645,-10796
2009-04-29,361000.0,366000.0,43669.0,20.7,7111,-2091,-9297
2009-04-30,365500.0,356000.0,52282.0,20.14,22062,-11726,-10145
2009-05-04,356000.0,351500.0,63404.0,19.88,18773,2202,-23574
2009-05-06,352000.0,348000.0,62210.0,19.69,25018,-3645,-21369
2009-05-07,350000.0,360000.0,86214.0,20.36,10385,12311,-16324
2009-05-08,361500.0,361000.0,56095.0,20.42,1318,15072,-17274
2009-05-11,357000.0,345500.0,82042.0,19.54,39924,-3376,-39348
2009-05-12,342500.0,343500.0,38045.0,19.43,2342,13472,-13719
2009-05-13,341000.0,360000.0,78016.0,20.36,-7947,25317,-16427
2009-05-14,356500.0,370000.0,117906.0,20.93,-25455,37825,-25776
2009-05-15,371000.0,380500.0,88371.0,21.52,-19620,35487,-22682
2009-05-18,373000.0,366500.0,50893.0,20.73,10366,-9225,-1033
2009-05-19,369000.0,371000.0,53561.0,20.99,1665,9055,-10886
2009-05-20,371000.0,390000.0,75525.0,22.06,-30388,36151,-6925
2009-05-21,385500.0,398000.0,60820.0,22.51,-22545,14763,7269
2009-05-22,396000.0,430000.0,101838.0,24.32,-42664,45888,-1519
2009-05-25,427000.0,420000.0,48912.0,23.76,-2930,-6476,9678
2009-05-26,427000.0,419000.0,89488.0,23.7,-6353,-31203,29832
2009-05-27,424500.0,414000.0,52093.0,23.42,3817,-15827,6299
2009-05-28,409500.0,419000.0,37924.0,23.7,-505,3997,1614
2009-05-29,422500.0,406500.0,40443.0,22.99,5133,4834,-10308
2009-06-01,399000.0,395000.0,44297.0,22.34,12832,-12986,588
2009-06-02,401000.0,407000.0,43724.0,23.02,5512,-5658,411
2009-06-03,409000.0,407000.0,39882.0,23.02,23,-703,-541
2009-06-04,402500.0,390000.0,54849.0,22.06,20930,-13272,-7761
2009-06-05,390000.0,392500.0,65405.0,22.2,8499,-9508,660
2009-06-08,385000.0,390500.0,45931.0,22.09,4023,-7135,5043
2009-06-09,393500.0,380000.0,53732.0,21.5,7996,-20813,10081
2009-06-10,384000.0,396000.0,34788.0,22.4,-11458,6260,4931
2009-06-11,392000.0,399000.0,52994.0,22.57,947,4436,-4572
2009-06-12,396000.0,392000.0,36014.0,22.17,8377,-14965,8255
2009-06-15,392000.0,383000.0,30779.0,21.67,10532,-2727,-8004
2009-06-16,376000.0,372000.0,51237.0,21.04,23122,-3069,-20212
2009-06-17,368500.0,368000.0,30945.0,20.82,6315,3131,-9890
2009-06-18,368500.0,373500.0,43025.0,21.13,1642,-3028,55
2009-06-19,371000.0,366500.0,29321.0,20.73,8528,-2806,-7381
2009-06-22,365000.0,375000.0,23331.0,21.21,-2909,-3100,1018
2009-06-23,368000.0,355000.0,34972.0,20.08,12579,-10427,-863
2009-06-24,356000.0,362500.0,19318.0,20.51,-1904,-3578,5353
2009-06-25,361500.0,376500.0,32129.0,21.3,-12098,7623,4860
2009-06-26,375000.0,370000.0,28963.0,20.93,6075,-2311,-3098
2009-06-29,370000.0,372000.0,20629.0,21.04,460,-185,589
2009-06-30,375500.0,377000.0,40943.0,21.33,-8429,9093,603
2009-07-01,370500.0,372000.0,129603.0,21.04,-215,-108320,108349
2009-07-02,375000.0,354000.0,165211.0,20.03,79260,-41327,-38689
2009-07-03,351000.0,354500.0,30097.0,20.05,7813,-5744,-2110
2009-07-06,356500.0,356500.0,28491.0,20.17,-550,1015,-1227
2009-07-07,356000.0,344000.0,59604.0,19.46,29047,-922,-27677
2009-07-08,344000.0,340000.0,38964.0,19.23,9153,-5655,-3055
2009-07-09,343000.0,324000.0,181415.0,18.33,46176,-119407,83038
2009-07-10,326000.0,329000.0,80316.0,18.61,7156,2211,-8329
2009-07-13,328500.0,322000.0,32135.0,18.21,-4371,7021,-1637
2009-07-14,325500.0,312000.0,45485.0,17.65,9139,-3734,-3937
2009-07-15,313000.0,318000.0,33442.0,17.99,3229,5207,-8585
2009-07-16,323500.0,327000.0,58121.0,18.5,5590,6256,-9802
2009-07-17,327000.0,323000.0,36146.0,18.27,7694,-1290,-6864
2009-07-20,323500.0,328000.0,35968.0,18.55,6233,1678,-5242
2009-07-21,331500.0,325000.0,68369.0,18.38,19152,-2462,-14278
2009-07-22,330000.0,324000.0,72272.0,18.33,26388,-5918,-14646
2009-07-23,327000.0,328000.0,58679.0,18.55,6010,-13724,4607
2009-07-24,332000.0,324500.0,67007.0,18.36,31421,-34721,5549
2009-07-27,326000.0,326000.0,58291.0,18.44,15971,-15077,1540
2009-07-28,327000.0,340000.0,122285.0,19.23,4655,-16814,9013
2009-07-29,340000.0,338000.0,73476.0,19.12,12708,-4205,-5062
2009-07-30,334500.0,334000.0,67086.0,18.89,8315,-2278,-1197
2009-07-31,337000.0,345500.0,109958.0,19.54,6004,-18375,10263
2009-08-03,351000.0,356500.0,108400.0,20.17,-8914,9555,-817
2009-08-04,359000.0,354500.0,77928.0,20.05,7176,-20598,15408
2009-08-05,354500.0,349500.0,56310.0,19.77,2839,-11584,14220
2009-08-06,348000.0,340500.0,73426.0,19.26,14879,-18460,6119
2009-08-07,338000.0,351500.0,113674.0,19.88,-17573,-264,15253
2009-08-10,354000.0,353000.0,66744.0,19.97,-8404,13364,-3774
2009-08-11,351000.0,352000.0,41333.0,19.91,4245,-803,-842
2009-08-12,350500.0,343500.0,79640.0,19.43,11460,-8657,-1026
2009-08-13,345500.0,347000.0,56258.0,19.63,13503,-9987,-529
2009-08-14,348000.0,348000.0,40896.0,19.69,-2963,1259,1933
2009-08-17,347500.0,330500.0,87622.0,18.7,33413,-29520,-2804
2009-08-18,327000.0,326000.0,68398.0,18.44,20356,-17275,1326
2009-08-19,326500.0,318000.0,107127.0,17.99,53254,-44829,1703
2009-08-20,320000.0,315500.0,134805.0,17.85,49511,-8488,-41134
2009-08-21,316000.0,303500.0,210298.0,17.17,100390,-81533,-14155
2009-08-24,306000.0,314000.0,114959.0,17.76,8947,-8759,2482
2009-08-25,314000.0,312500.0,65589.0,17.68,-129,-787,5487
2009-08-26,317000.0,336000.0,181594.0,19.01,-45829,28379,9629
2009-08-27,337000.0,339500.0,166002.0,19.2,-64693,61581,-1123
2009-08-28,341000.0,340000.0,61541.0,19.23,-15600,11697,5440
2009-08-31,339000.0,318000.0,86527.0,17.99,15467,-16804,315
2009-09-01,319000.0,336500.0,120280.0,19.04,-35463,18616,7608
2009-09-02,330500.0,332000.0,75134.0,18.78,3449,-2888,4519
2009-09-03,332000.0,329500.0,66857.0,18.64,8605,-6078,1890
2009-09-04,329000.0,324000.0,76415.0,18.33,16637,-20721,3688
2009-09-07,322500.0,326000.0,63110.0,18.44,8914,-10254,2309
2009-09-08,325000.0,318500.0,81391.0,18.02,26887,-23239,-345
2009-09-09,319000.0,323000.0,48263.0,18.27,-230,-7799,7969
2009-09-10,325500.0,349500.0,213600.0,19.77,-115481,66504,38727
2009-09-11,350000.0,347500.0,69862.0,19.66,-13496,2864,11082
2009-09-14,347500.0,351500.0,72754.0,19.88,-23941,16368,3167
2009-09-15,357000.0,355000.0,136064.0,20.08,-11701,-3014,13549
2009-09-16,354000.0,358000.0,76297.0,20.25,11690,-9676,-1382
2009-09-17,359000.0,364000.0,78028.0,20.59,-12018,-4589,16655
2009-09-18,367000.0,358000.0,75392.0,20.25,-1701,-6473,6690
2009-09-21,362000.0,369000.0,82470.0,20.87,-20794,8515,11029
2009-09-22,372000.0,368500.0,65005.0,20.85,-4211,2053,4134
2009-09-23,368500.0,364000.0,47335.0,20.59,1603,-2755,1840
2009-09-24,363000.0,358500.0,54622.0,20.28,98,-5647,4497
2009-09-25,358000.0,356000.0,30501.0,20.14,-2546,877,1425
2009-09-28,358000.0,365000.0,52009.0,20.65,-2255,-1990,7152
2009-09-29,367000.0,365000.0,35449.0,20.65,-7795,7666,-59
2009-09-30,367500.0,354000.0,101082.0,20.03,1944,-5277,-84
2009-10-01,354500.0,342000.0,95992.0,19.35,25974,-19952,3042
2009-10-05,339000.0,343500.0,55758.0,19.43,-9031,-600,8746
2009-10-06,343000.0,344000.0,29891.0,19.46,346,-6939,6120
2009-10-07,349000.0,340000.0,76089.0,19.23,17841,-19340,6577
2009-10-08,337000.0,336000.0,67258.0,19.01,8851,-9605,2156
2009-10-09,336000.0,342000.0,40441.0,19.35,-1171,-2259,1241
2009-10-12,345000.0,354000.0,53091.0,20.03,-23067,14100,9060
2009-10-13,354500.0,364000.0,112743.0,20.59,-58892,22304,32108
2009-10-14,372000.0,371500.0,117577.0,21.02,-20347,-32815,55998
2009-10-15,371500.0,375000.0,76588.0,21.21,-29616,10990,6169
2009-10-16,370500.0,375000.0,34970.0,21.21,-13186,12290,274
2009-10-19,370000.0,365500.0,34731.0,20.68,8458,-451,-8805
2009-10-20,367000.0,371000.0,36531.0,20.99,-6322,5201,1642
2009-10-21,371000.0,366000.0,18636.0,20.7,-3985,1668,662
2009-10-22,363000.0,365000.0,25154.0,20.65,62,-1791,609
2009-10-23,363500.0,365000.0,18026.0,20.65,585,-5147,3928
2009-10-26,362000.0,360500.0,19456.0,20.39,1497,-1878,-633
2009-10-27,360000.0,349500.0,35997.0,19.77,12828,-11352,1317
2009-10-28,349500.0,345000.0,36176.0,19.52,4038,-6632,1675
2009-10-29,338000.0,341000.0,32716.0,19.29,1402,-841,273
2009-10-30,344000.0,346000.0,65238.0,19.57,11067,-10032,-2877
2009-11-02,339000.0,356000.0,70371.0,20.14,-22348,4206,10736
2009-11-03,357000.0,350000.0,22437.0,19.8,1145,-4036,2763
2009-11-04,354500.0,357500.0,71880.0,20.22,12560,-21602,5958
2009-11-05,351500.0,348000.0,32971.0,19.69,981,-805,-578
2009-11-06,353000.0,349000.0,35318.0,19.74,-2879,1406,2056
2009-11-09,349000.0,354000.0,38636.0,20.03,-6670,747,12863
2009-11-10,356000.0,353500.0,33265.0,20.0,13,-11421,12719
2009-11-11,357500.0,354000.0,24021.0,20.03,1995,-2139,-417
2009-11-12,353000.0,349500.0,21201.0,19.77,-1286,-75,835
2009-11-13,352500.0,351500.0,18578.0,19.88,-5490,4918,586
2009-11-16,352000.0,360500.0,48602.0,20.39,-2979,-6512,9620
2009-11-17,361500.0,361000.0,31375.0,20.42,-7055,1949,5818
2009-11-18,364000.0,361500.0,28721.0,20.45,-8032,6488,3485
2009-11-19,362500.0,367000.0,58371.0,20.76,-13647,-316,16178
2009-11-20,369000.0,368000.0,25479.0,20.82,-1090,3007,432
2009-11-23,368500.0,369000.0,19952.0,20.87,-1818,5526,-2832
2009-11-24,367500.0,361000.0,33868.0,20.42,1590,-5855,6628
2009-11-25,364000.0,367000.0,20661.0,20.76,-954,3320,510
2009-11-26,364000.0,363500.0,14503.0,20.56,2630,2269,-5153
2009-11-27,358500.0,354000.0,35016.0,20.03,-7745,7415,-976
2009-11-30,359000.0,360000.0,43874.0,20.36,-2996,11395,-6335
2009-12-01,355500.0,351500.0,44537.0,19.88,9855,-3801,-2849
2009-12-02,352500.0,349000.0,49854.0,19.74,17663,-18515,1941
2009-12-03,349000.0,351500.0,55942.0,19.88,14837,-14225,-35
2009-12-04,351000.0,353000.0,37926.0,19.97,-1752,8469,-5757
2009-12-07,353000.0,355500.0,24591.0,20.11,-4318,2830,160
2009-12-08,357000.0,355000.0,29210.0,20.08,1974,-784,-944
2009-12-09,352500.0,354500.0,25455.0,20.05,-4532,3560,1504
2009-12-10,354500.0,357000.0,52908.0,20.19,455,-4144,2168
2009-12-11,357000.0,364000.0,36516.0,20.59,-12986,12245,1030
2009-12-14,367000.0,367500.0,19822.0,20.79,-5327,4995,311
2009-12-15,365000.0,368500.0,24419.0,20.85,-4919,9545,-4763
2009-12-16,368000.0,364500.0,21129.0,20.62,257,163,-1139
2009-12-17,363000.0,361000.0,22669.0,20.42,3319,-797,-2628
2009-12-18,357000.0,354000.0,24484.0,20.03,10483,-9634,219
2009-12-21,354500.0,354000.0,45071.0,20.03,12919,-7008,-6210
2009-12-22,356000.0,361000.0,23593.0,20.42,-3861,5268,-7272
2009-12-23,363000.0,357000.0,24973.0,20.19,4727,2987,-9754
2009-12-24,358000.0,370000.0,58218.0,20.93,-26647,28931,-176
2009-12-28,368000.0,371000.0,50194.0,20.99,-11811,16220,-6843
2009-12-29,368000.0,368000.0,24124.0,20.82,-3009,4454,-4304
2009-12-30,368000.0,371500.0,33206.0,21.02,-15803,20448,-2855
2010-01-04,374500.0,393500.0,98632.0,11.36,-37774,33083,167
2010-01-05,395000.0,398500.0,69857.0,11.5,-21778,12385,3531
2010-01-06,395500.0,400000.0,48940.0,11.54,-6741,7984,-428
2010-01-07,399000.0,400000.0,40838.0,11.54,-9944,21998,-8259
2010-01-08,397500.0,405500.0,65762.0,11.7,-16785,8145,7705
2010-01-11,409000.0,404000.0,38871.0,11.66,-10013,4638,3799
2010-01-12,400000.0,403000.0,42552.0,11.63,-8091,11458,2754
2010-01-13,397000.0,397000.0,22298.0,11.46,-5527,1984,1493
2010-01-14,401000.0,403000.0,59454.0,11.63,-10726,7157,-2106
2010-01-15,401500.0,403500.0,58261.0,11.64,-2569,3736,3975
2010-01-18,402500.0,392000.0,41576.0,11.31,10669,-6814,-4294
2010-01-19,391500.0,388000.0,26396.0,11.2,2376,-3354,1361
2010-01-20,394500.0,380000.0,45569.0,10.97,15486,-17709,1935
2010-01-21,381500.0,380500.0,32039.0,10.98,2863,-6460,1644
2010-01-22,375500.0,371500.0,40800.0,10.72,11230,-5015,-5252
2010-01-25,368000.0,364000.0,30461.0,10.5,10923,-9012,-901
2010-01-26,367000.0,362500.0,26085.0,10.46,6620,-2075,-3020
2010-01-27,362500.0,361500.0,19919.0,10.43,1784,926,-3139
2010-01-28,360000.0,358500.0,37234.0,10.35,11633,-10006,-1805
2010-01-29,355000.0,341000.0,49030.0,9.84,17913,-8726,-6313
2010-02-01,339000.0,347500.0,56674.0,10.03,4710,-16807,-6056
2010-02-02,349000.0,350000.0,31701.0,10.1,-4981,-5698,-3720
2010-02-03,349000.0,364500.0,45868.0,10.52,-19455,-4619,-1234
2010-02-04,361000.0,355500.0,21748.0,10.26,4965,-776,-3584
2010-02-05,343500.0,345000.0,21106.0,9.96,-2277,-1353,-549
2010-02-08,342000.0,338000.0,35119.0,9.75,8567,-13590,2170
2010-02-09,338500.0,335000.0,28899.0,9.67,11643,-8510,-2866
2010-02-10,339000.0,337000.0,20930.0,9.73,6395,-6966,-151
2010-02-11,338000.0,345000.0,26444.0,9.96,-2292,-4438,4318
2010-02-12,343500.0,340500.0,19782.0,9.83,6699,-900,-6027
2010-02-16,341500.0,340000.0,13984.0,9.81,-118,-1269,242
2010-02-17,343500.0,350000.0,20944.0,10.1,-5915,2945,2566
2010-02-18,350000.0,346500.0,16290.0,10.0,5488,-5849,1528
2010-02-19,346500.0,349000.0,27025.0,10.07,-9726,4941,5581
2010-02-22,350000.0,356500.0,20608.0,10.29,-8192,583,7066
2010-02-23,355000.0,357500.0,17915.0,10.32,-1883,-1117,2835
2010-02-24,356500.0,359000.0,16226.0,10.36,-5016,5420,-729
2010-02-25,357000.0,349000.0,27271.0,10.07,8330,-1912,-5653
2010-02-26,347000.0,352500.0,13852.0,10.17,-2309,4433,-1874
2010-03-02,358000.0,350500.0,14734.0,10.12,2192,418,-1083
2010-03-03,347000.0,349000.0,17893.0,10.07,2218,4628,-5669
2010-03-04,349000.0,344000.0,16486.0,9.93,5731,-207,-4821
2010-03-05,344000.0,346000.0,15764.0,9.99,1007,-583,-1167
2010-03-08,351000.0,352000.0,20496.0,10.16,1342,-5075,3196
2010-03-09,349500.0,347500.0,25680.0,10.03,7430,-135,-8335
2010-03-10,350000.0,351500.0,29672.0,10.14,691,-10269,10954
2010-03-11,351500.0,356500.0,34251.0,10.29,-4680,-5526,10713
2010-03-12,356000.0,356000.0,13785.0,10.27,-3452,-5538,8907
2010-03-15,358000.0,353000.0,12657.0,10.19,719,-5882,4666
2010-03-16,353000.0,347500.0,19041.0,10.03,8563,-10487,1160
2010-03-17,349000.0,352500.0,20944.0,10.17,-1372,-4747,6548
2010-03-18,348500.0,353500.0,20523.0,10.2,2819,-1859,795
2010-03-19,355500.0,359000.0,29610.0,10.36,-9012,1767,2576
2010-03-22,356000.0,351000.0,17168.0,10.13,6393,-2014,-2552
2010-03-23,352000.0,361000.0,36346.0,10.42,-10817,2172,9588
2010-03-24,365000.0,362500.0,22581.0,10.46,-1854,-3162,5800
2010-03-25,362500.0,362500.0,22658.0,10.46,-406,-5786,2239
2010-03-26,360500.0,356500.0,29547.0,10.29,11434,-9735,663
2010-03-29,355000.0,362000.0,20971.0,10.45,-5700,5435,174
2010-03-30,361500.0,355000.0,23612.0,10.24,10222,-8162,-1956
2010-03-31,357500.0,354000.0,24698.0,10.22,1180,-3801,2359
2010-04-01,354500.0,355000.0,28365.0,10.24,2689,-12066,6463
2010-04-02,356000.0,350000.0,29150.0,10.1,11919,-9568,745
2010-04-05,350000.0,347000.0,187182.0,10.01,28222,-81474,55307
2010-04-06,346000.0,338000.0,174244.0,9.75,76044,-37992,-58046
2010-04-07,339500.0,345000.0,45282.0,9.96,-7697,3824,4985
2010-04-08,343500.0,346000.0,22169.0,9.99,-849,3230,-465
2010-04-09,345000.0,340500.0,35912.0,9.83,18168,-17566,626
2010-04-12,341000.0,342500.0,29120.0,9.88,12,-2515,511
2010-04-13,341000.0,340000.0,24626.0,9.81,10716,-7606,-380
2010-04-14,340000.0,339500.0,59828.0,9.8,21059,-20301,-3370
2010-04-15,341000.0,338000.0,73153.0,9.75,10022,-58622,48063
2010-04-16,339000.0,337000.0,29555.0,9.73,7663,902,-9681
2010-04-19,336500.0,336000.0,42034.0,9.7,13850,7234,-19767
2010-04-20,336000.0,340000.0,46151.0,9.81,4081,2950,-8308
2010-04-21,341000.0,342500.0,74950.0,9.88,561,920,1151
2010-04-22,340000.0,342000.0,57503.0,9.87,3695,-18693,17931
2010-04-23,342000.0,341000.0,43524.0,9.84,4527,-11821,9589
2010-04-26,340500.0,340000.0,55221.0,9.81,1618,2680,-2943
2010-04-27,337000.0,334500.0,72224.0,9.65,12030,-20101,7177
2010-04-28,330000.0,320000.0,70995.0,9.23,32804,-28396,-3009
2010-04-29,321000.0,312000.0,126491.0,9.0,42419,-64655,5419
2010-04-30,315000.0,313000.0,49776.0,9.03,2729,-13162,11838
2010-05-03,316000.0,316000.0,46411.0,9.12,5434,-442,-5243
2010-05-04,316000.0,309500.0,28231.0,8.93,12497,-11763,-1
2010-05-06,300500.0,299000.0,49898.0,8.63,8934,253,-6832
2010-05-07,290500.0,304000.0,72082.0,8.77,3273,-15241,7727
2010-05-10,307500.0,301000.0,59513.0,8.69,29466,-26001,-6569
2010-05-11,305000.0,299000.0,45032.0,8.63,5436,-6739,-1101
2010-05-12,298500.0,295000.0,27449.0,8.51,3116,-6206,1730
2010-05-13,298000.0,295000.0,29851.0,8.51,6603,-245,-5594
2010-05-14,292000.0,282000.0,101148.0,8.14,32396,-22931,-6349
2010-05-17,279500.0,276000.0,64917.0,7.97,3047,-17313,12823
2010-05-18,277000.0,283500.0,41754.0,8.18,-7970,6609,-815
2010-05-19,284000.0,274000.0,40058.0,7.91,11092,-6311,-2546
2010-05-20,273000.0,287000.0,110968.0,8.28,-4079,21240,-22132
2010-05-24,289500.0,280000.0,63390.0,8.08,18159,7048,-24506
2010-05-25,275000.0,264000.0,91449.0,7.62,5959,-1056,-16210
2010-05-26,265500.0,256500.0,64814.0,7.4,24122,-26859,-1206
2010-05-27,257500.0,259000.0,66233.0,7.47,14637,-14496,31
2010-05-28,263500.0,267500.0,59736.0,7.72,-5283,-5615,12404
2010-05-31,270000.0,280500.0,59646.0,8.09,-15092,10376,6121
2010-06-01,277000.0,276500.0,55692.0,7.98,14040,-17002,-1445
2010-06-03,281000.0,278500.0,26764.0,8.04,8620,-11123,-210
2010-06-04,278500.0,279000.0,30702.0,8.05,-35,1701,-1948
2010-06-07,272000.0,276000.0,29901.0,7.97,-5462,-3355,-2811
2010-06-08,275500.0,279000.0,48587.0,8.05,5050,-25199,7241
2010-06-09,281500.0,283000.0,43957.0,8.17,-5224,12371,-8678
2010-06-10,283000.0,280000.0,42791.0,8.08,4430,-10304,-2466
2010-06-11,282000.0,285500.0,24252.0,8.24,-3796,-6189,9062
2010-06-14,283500.0,292500.0,36789.0,8.44,-9144,1968,8692
2010-06-15,294500.0,293000.0,37617.0,8.46,-9995,4472,7818
2010-06-16,293000.0,291000.0,33216.0,8.4,3124,-2571,-1395
2010-06-17,292500.0,290500.0,41783.0,8.38,-4784,7170,-5150
2010-06-18,290500.0,291500.0,25500.0,8.41,-3193,-4900,596
2010-06-21,293000.0,293000.0,33173.0,8.46,126,-997,-3764
2010-06-22,291500.0,290000.0,30722.0,8.37,-292,-18642,549
2010-06-23,290000.0,290000.0,21531.0,8.37,-3834,-317,1127
2010-06-24,290000.0,294500.0,23081.0,8.5,-343,-4952,5592
2010-06-25,295000.0,297500.0,38256.0,8.59,-10822,12600,-1151
2010-06-28,300000.0,299500.0,21368.0,8.64,-3722,1739,1517
2010-06-29,300000.0,298000.0,28189.0,8.6,-7813,-3057,2159
2010-06-30,294500.0,296500.0,35750.0,8.56,-8519,4079,-5387
2010-07-01,292500.0,292000.0,26555.0,8.43,-3823,-7425,1581
2010-07-02,290000.0,287500.0,30863.0,8.3,392,-14956,586
2010-07-05,285500.0,284500.0,23315.0,8.21,-3058,-12067,143
2010-07-06,284500.0,278500.0,45194.0,8.04,6136,-6749,-22296
