Symbol,아이에스동서_시가(원),아이에스동서_종가(원),아이에스동서_거래량(주),아이에스동서_PER(IFRS-연결),아이에스동서_순매수수량(개인)(주),아이에스동서_순매수수량(기관계)(주),아이에스동서_순매수수량(외국인계)(주)
2009-06-11,8090.0,7820.0,27032.0,,1105,-115,-990
2009-06-12,7930.0,7860.0,23979.0,,39,-229,140
2009-06-15,7860.0,7660.0,23451.0,,641,-501,-140
2009-06-16,7500.0,7430.0,27036.0,,0,0,0
2009-06-17,7560.0,7270.0,27430.0,,610,-670,60
2009-06-18,7270.0,7400.0,34380.0,,-560,-720,1280
2009-06-19,7400.0,7390.0,19120.0,,710,-640,-70
2009-06-22,7390.0,7390.0,16830.0,,850,0,-850
2009-06-23,7300.0,6950.0,36611.0,,400,20,-420
2009-06-24,6910.0,6900.0,20540.0,,320,0,10
2009-06-25,7190.0,7240.0,18146.0,,-2330,0,2330
2009-06-26,7240.0,7500.0,73128.0,,560,0,-560
2009-06-29,7750.0,7500.0,23450.0,,0,0,0
2009-06-30,7610.0,7500.0,25270.0,,350,0,-350
2009-07-01,7510.0,7300.0,24310.0,,1780,0,-1780
2009-07-02,7280.0,7220.0,15490.0,,-970,140,830
2009-07-03,7350.0,7400.0,16573.0,,-1090,0,1080
2009-07-06,7420.0,7290.0,15480.0,,6546,-5716,-830
2009-07-07,7290.0,7290.0,17414.0,,-1570,0,1570
2009-07-08,7280.0,7260.0,12240.0,,90,0,-90
2009-07-09,7270.0,7210.0,8628.0,,-730,0,730
2009-07-10,7160.0,7020.0,24386.0,,1670,0,-1720
2009-07-13,6910.0,6780.0,23390.0,,1470,0,-1480
2009-07-14,6850.0,6920.0,14921.0,,90,0,-90
2009-07-15,6930.0,7000.0,17970.0,,-1268,-2,1270
2009-07-16,7050.0,7180.0,14455.0,,210,-20,-190
2009-07-17,7230.0,7180.0,3911.0,,-110,0,0
2009-07-20,7200.0,7150.0,14639.0,,40,0,-70
2009-07-21,7300.0,7230.0,17680.0,,-1210,0,1210
2009-07-22,7230.0,7310.0,30320.0,,-475,-95,570
2009-07-23,7260.0,7180.0,11300.0,,-160,0,150
2009-07-24,7180.0,7790.0,136949.0,,-2360,-10,1970
2009-07-27,7900.0,7540.0,66187.0,,-20,-10,-170
2009-07-28,7620.0,7550.0,22490.0,,20,-20,0
2009-07-29,7470.0,7740.0,31227.0,,-400,0,400
2009-07-30,7620.0,7620.0,15041.0,,-40,0,40
2009-07-31,7650.0,7390.0,44442.0,,815,-5,-210
2009-08-03,7410.0,7380.0,23980.0,,10,0,-10
2009-08-04,7350.0,7420.0,31782.0,,-410,0,410
2009-08-05,7420.0,7540.0,24824.0,,-156,-104,260
2009-08-06,7420.0,7660.0,39056.0,,270,-280,10
2009-08-07,8000.0,7900.0,87009.0,,-270,-430,860
2009-08-10,7950.0,8120.0,58170.0,,-2070,0,2070
2009-08-11,8140.0,8120.0,29021.0,,-700,-10,710
2009-08-12,8060.0,8010.0,37844.0,,1632,-562,-1070
2009-08-13,8000.0,8080.0,24248.0,,-3689,29,3660
2009-08-14,8010.0,8090.0,66438.0,,2590,0,-2590
2009-08-17,8140.0,7990.0,41230.0,,1272,-12,-1530
2009-08-18,7750.0,7900.0,32220.0,,-7530,0,-1070
2009-08-19,7900.0,7960.0,22458.0,,-750,-20,770
2009-08-20,7990.0,8420.0,98809.0,,-2030,0,2030
2009-08-21,8500.0,8240.0,57759.0,,1190,0,-1190
2009-08-24,8280.0,7930.0,54437.0,,2350,0,-2350
2009-08-25,8000.0,7900.0,59980.0,,-960,0,960
2009-08-26,7910.0,7880.0,32568.0,,-1240,0,1230
2009-08-27,7880.0,7780.0,38240.0,,-380,0,320
2009-08-28,7750.0,7960.0,28879.0,,-180,0,50
2009-08-31,7970.0,8080.0,38407.0,,1130,0,-1140
2009-09-01,8010.0,8140.0,41520.0,,650,0,-680
2009-09-02,8040.0,7800.0,46460.0,,5400,-270,-5130
2009-09-03,7770.0,7800.0,35110.0,,-1450,0,1450
2009-09-04,7760.0,7890.0,18760.0,,-230,-100,330
2009-09-07,7890.0,7900.0,22349.0,,720,0,-1110
2009-09-08,7900.0,7850.0,19255.0,,1300,-50,-1280
2009-09-09,7790.0,7800.0,55662.0,,3140,0,-3140
2009-09-10,7770.0,7790.0,36240.0,,1920,0,-1920
2009-09-11,7850.0,7800.0,33477.0,,-620,0,620
2009-09-14,7800.0,7790.0,23251.0,,280,-10,-290
2009-09-15,7700.0,7870.0,30250.0,,-710,0,700
2009-09-16,7850.0,7890.0,47001.0,,240,0,-240
2009-09-17,7850.0,7850.0,36290.0,,720,-80,-640
2009-09-18,7800.0,7890.0,23430.0,,-460,0,460
2009-09-21,7950.0,8180.0,66050.0,,-1943,3,2540
2009-09-22,8200.0,8120.0,31591.0,,-2370,0,2370
2009-09-23,8140.0,8060.0,23290.0,,-830,0,790
2009-09-24,8070.0,7940.0,21190.0,,-3270,0,3270
2009-09-25,8040.0,7960.0,12800.0,,-1340,-50,1390
2009-09-28,7990.0,7910.0,18450.0,,580,-3340,2760
2009-09-29,7990.0,7910.0,17462.0,,-4260,-20,4280
2009-09-30,7990.0,7890.0,21720.0,,-1920,0,1920
2009-10-01,7820.0,7880.0,16274.0,,-6710,0,6710
2009-10-05,7950.0,7870.0,15220.0,,3860,-3830,-40
2009-10-06,7830.0,7830.0,20080.0,,240,0,-240
2009-10-07,7900.0,8250.0,111637.0,,-4600,-10,3010
2009-10-08,8290.0,8300.0,52928.0,,3140,0,-1600
2009-10-09,8330.0,8400.0,75368.0,,-3150,0,3150
2009-10-12,8450.0,9000.0,137280.0,,180,-270,90
2009-10-13,9000.0,8800.0,57531.0,,1952,0,-2042
2009-10-14,8750.0,8800.0,38740.0,,-320,0,230
2009-10-15,8800.0,8620.0,60852.0,,3590,0,-3590
2009-10-16,8630.0,8470.0,54930.0,,-4190,-10,4200
2009-10-19,8470.0,8450.0,19860.0,,-1390,-50,1440
2009-10-20,8460.0,8770.0,38852.0,,-768,-2,720
2009-10-21,8770.0,8700.0,22802.0,,40,0,-40
2009-10-22,8700.0,8490.0,21820.0,,590,0,-700
2009-10-23,8580.0,8480.0,12888.0,,-660,0,450
2009-10-26,8360.0,8490.0,16710.0,,-610,0,160
2009-10-27,8310.0,8200.0,17984.0,,2050,0,-2050
2009-10-28,8110.0,7710.0,86820.0,,-2480,6060,-3580
2009-10-29,7670.0,7770.0,8800.0,,-2430,3000,-590
2009-10-30,7770.0,7790.0,12800.0,,-3780,0,3770
2009-11-02,7610.0,7550.0,15771.0,,-2940,280,2660
2009-11-03,7260.0,7560.0,20800.0,,-2130,0,2120
2009-11-04,7590.0,7740.0,5810.0,,50,0,-50
2009-11-05,7750.0,7720.0,5008.0,,0,0,0
2009-11-06,7740.0,7710.0,4550.0,,130,0,-200
2009-11-09,7610.0,7840.0,43871.0,,420,30,-480
2009-11-10,7900.0,7780.0,11441.0,,-735,-5,740
2009-11-11,7710.0,7680.0,7710.0,,290,0,-320
2009-11-12,7680.0,7750.0,1923.0,,93,-3,-100
2009-11-13,7650.0,7680.0,9995.0,,400,0,-400
2009-11-16,7570.0,7630.0,11221.0,,-200,30,170
2009-11-17,7740.0,7670.0,11751.0,,-150,0,150
2009-11-18,7820.0,7540.0,28052.0,,190,0,-190
2009-11-19,7590.0,7400.0,9160.0,,-40,0,40
2009-11-20,7360.0,7400.0,7850.0,,-460,0,460
2009-11-23,7500.0,7580.0,23838.0,,-1230,420,810
2009-11-24,7650.0,7660.0,20170.0,,-1540,0,1510
2009-11-25,7700.0,7700.0,6310.0,,-1220,0,1040
2009-11-26,7740.0,7520.0,62160.0,,1380,0,-1380
2009-11-27,7520.0,7410.0,31120.0,,550,0,-600
2009-11-30,7590.0,7650.0,20263.0,,-4630,0,4620
2009-12-01,7650.0,7650.0,10860.0,,-2610,1280,1330
2009-12-02,7750.0,7800.0,16000.0,,-5490,0,5490
2009-12-03,7760.0,7750.0,10460.0,,0,0,0
2009-12-04,7750.0,7720.0,6858.0,,0,0,-50
2009-12-07,7650.0,7710.0,12079.0,,969,-1519,550
2009-12-08,7660.0,7620.0,15590.0,,-1630,0,1630
2009-12-09,7690.0,7610.0,9900.0,,1000,0,-1000
2009-12-10,7750.0,7610.0,4900.0,,0,0,0
2009-12-11,7600.0,7710.0,31200.0,,330,-230,-100
2009-12-14,7710.0,7740.0,37060.0,,860,-660,-200
2009-12-15,7740.0,7980.0,36000.0,,-200,0,200
2009-12-16,7980.0,8210.0,34250.0,,-100,0,880
2009-12-17,8290.0,8210.0,20490.0,,-240,0,240
2009-12-18,8280.0,8240.0,22400.0,,-470,0,510
2009-12-21,8220.0,8150.0,35540.0,,1350,-1200,-150
2009-12-22,8160.0,8160.0,15910.0,,-10,0,0
2009-12-23,8110.0,8190.0,11200.0,,-180,0,120
2009-12-24,8190.0,8060.0,23890.0,,0,0,-20
2009-12-28,8010.0,8050.0,25090.0,,1520,0,-1530
2009-12-29,8180.0,8070.0,6670.0,,-1940,0,220
2009-12-30,8100.0,8030.0,12860.0,,80,0,-60
2010-01-04,8040.0,7950.0,29980.0,5.73,1540,-2380,-280
2010-01-05,7990.0,7990.0,17550.0,5.76,-140,0,140
2010-01-06,8020.0,8170.0,14072.0,5.89,-3480,0,3480
2010-01-07,8220.0,8030.0,22033.0,5.79,-1640,0,1640
2010-01-08,8080.0,8010.0,18684.0,5.78,300,0,-300
2010-01-11,7900.0,8010.0,22810.0,5.78,2880,-2390,-490
2010-01-12,8110.0,8000.0,19385.0,5.77,0,0,0
2010-01-13,8000.0,7930.0,22270.0,5.72,100,0,-100
2010-01-14,8040.0,7900.0,9070.0,5.7,-260,0,200
2010-01-15,7850.0,7850.0,19490.0,5.66,240,0,-250
2010-01-18,7860.0,7860.0,8003.0,5.67,-327,-3,330
2010-01-19,7970.0,7860.0,13890.0,5.67,-20,0,-70
2010-01-20,7890.0,7680.0,47099.0,5.54,16428,-16128,-300
2010-01-21,7650.0,7710.0,24877.0,5.56,11170,-11270,100
2010-01-22,7710.0,7630.0,20670.0,5.5,200,0,-200
2010-01-25,7550.0,7530.0,23660.0,5.43,-470,-10,330
2010-01-26,7500.0,7520.0,38690.0,5.42,3360,0,670
2010-01-27,7430.0,7410.0,18430.0,5.34,10990,0,560
2010-01-28,7380.0,7440.0,6000.0,5.37,-340,130,160
2010-01-29,7340.0,7380.0,4300.0,5.32,720,0,-730
2010-02-01,7390.0,7230.0,14760.0,5.21,6620,-8080,640
2010-02-02,7230.0,7150.0,25980.0,5.16,10,0,-60
2010-02-03,7180.0,7010.0,13110.0,5.06,388,-8,-400
2010-02-04,7020.0,6920.0,27230.0,4.99,-560,0,430
2010-02-05,6840.0,6850.0,20100.0,4.94,3220,-2050,170
2010-02-08,6780.0,6830.0,10300.0,4.93,900,0,-1080
2010-02-09,6810.0,6870.0,9496.0,4.95,140,0,-140
2010-02-10,6880.0,6860.0,16075.0,4.95,300,0,-310
2010-02-11,7160.0,7100.0,3880.0,5.12,-80,0,70
2010-02-12,7050.0,7140.0,5120.0,5.15,-480,-10,-10
2010-02-16,7280.0,7440.0,10980.0,5.37,-210,0,0
2010-02-17,7600.0,7540.0,28752.0,5.44,200,0,250
2010-02-18,7510.0,7490.0,1720.0,5.4,520,0,-520
2010-02-19,7370.0,7490.0,11090.0,5.4,0,0,0
2010-02-22,7310.0,7400.0,1070.0,5.34,-20,0,0
2010-02-23,7300.0,7390.0,6950.0,5.33,70,0,0
2010-02-24,7390.0,7440.0,10010.0,5.37,-20,0,0
2010-02-25,7490.0,7400.0,13699.0,5.34,2120,0,-30
2010-02-26,7220.0,7480.0,2460.0,5.39,-20,0,0
2010-03-02,7590.0,7490.0,4700.0,5.4,-520,0,500
2010-03-03,7470.0,7500.0,4010.0,5.41,-560,0,520
2010-03-04,7500.0,7500.0,7260.0,5.41,-340,0,340
2010-03-05,7500.0,7500.0,5620.0,5.41,900,0,-1100
2010-03-08,7550.0,7500.0,5890.0,5.41,0,0,0
2010-03-09,7500.0,7530.0,7140.0,5.43,380,0,-400
2010-03-10,7460.0,7500.0,2790.0,5.41,-230,0,210
2010-03-11,7500.0,7640.0,13160.0,5.51,-1520,0,1500
2010-03-12,7840.0,7800.0,18951.0,5.62,-3500,0,3500
2010-03-15,7800.0,7700.0,14661.0,5.55,-1080,0,1010
2010-03-16,7750.0,7740.0,5440.0,5.58,-470,0,470
2010-03-17,7750.0,7720.0,3580.0,5.57,-180,0,150
2010-03-18,7720.0,7660.0,6490.0,5.52,-350,0,330
2010-03-19,7860.0,7700.0,3360.0,5.55,680,0,-760
2010-03-22,7660.0,7730.0,2230.0,5.57,-10,0,0
2010-03-23,7740.0,7720.0,3870.0,5.57,-540,0,500
2010-03-24,7650.0,7690.0,7980.0,5.55,3600,0,-3490
2010-03-25,7600.0,8260.0,37740.0,5.96,-128,-2,940
2010-03-26,8300.0,8420.0,69459.0,6.07,-1160,0,3060
2010-03-29,8370.0,8220.0,27530.0,5.93,2310,0,-500
2010-03-30,8220.0,8180.0,6770.0,5.9,1390,0,0
2010-03-31,8340.0,8230.0,9580.0,5.93,650,780,-950
2010-04-01,8380.0,8700.0,82469.0,6.27,-12080,0,14610
2010-04-02,8700.0,8500.0,21538.0,6.13,4963,0,-3773
2010-04-05,8550.0,8280.0,16059.0,5.97,1560,0,-1160
2010-04-06,8300.0,8370.0,27290.0,6.04,3860,0,110
2010-04-07,8400.0,8390.0,12320.0,6.05,-2170,0,2170
2010-04-08,8440.0,8460.0,16321.0,6.1,-1760,0,2160
2010-04-09,8420.0,8550.0,28820.0,6.17,360,0,-360
2010-04-12,8470.0,8560.0,7290.0,6.17,-50,0,50
2010-04-13,8600.0,8560.0,11243.0,6.17,-140,0,140
2010-04-14,8640.0,8450.0,23330.0,6.09,-1920,0,1920
2010-04-15,8600.0,8430.0,31622.0,6.08,-1230,0,1230
2010-04-16,8480.0,8470.0,11583.0,6.11,0,0,0
2010-04-19,8640.0,8430.0,6450.0,6.08,-2530,2250,280
2010-04-20,8440.0,8500.0,24340.0,6.13,10810,2250,330
2010-04-21,8540.0,8430.0,15830.0,6.08,4790,0,740
2010-04-22,8470.0,8390.0,17940.0,6.05,3300,0,-780
2010-04-23,8390.0,8230.0,16351.0,5.93,-780,0,780
2010-04-26,8260.0,8300.0,18520.0,5.99,-610,0,4860
2010-04-27,8270.0,8390.0,25422.0,6.05,-920,2260,-1340
2010-04-28,8300.0,8190.0,26760.0,5.91,3830,-4500,670
2010-04-29,8160.0,8020.0,30890.0,5.78,14670,0,-480
2010-04-30,8020.0,8080.0,23090.0,5.83,-1270,2220,790
2010-05-03,8000.0,8040.0,22190.0,5.8,13260,-10,-6180
2010-05-04,8000.0,8010.0,17916.0,5.78,-3,-7,10
2010-05-06,8010.0,7960.0,21700.0,5.74,700,0,-700
2010-05-07,7850.0,7720.0,19410.0,5.57,7540,-4520,-3020
2010-05-10,7890.0,8060.0,10020.0,5.81,121,-1,-120
2010-05-11,8060.0,8350.0,33927.0,6.02,-6730,0,6730
2010-05-12,8550.0,8570.0,80516.0,6.18,240,0,-240
2010-05-13,8570.0,8570.0,22384.0,6.18,-1940,0,1940
2010-05-14,8530.0,8570.0,14760.0,6.18,-2190,0,2190
2010-05-17,8570.0,8450.0,62510.0,6.09,1230,500,-1730
2010-05-18,8580.0,8460.0,7870.0,6.1,-210,0,210
2010-05-19,8670.0,8500.0,33940.0,6.13,7300,0,-7300
2010-05-20,8500.0,8400.0,35650.0,6.06,4380,3770,-8150
2010-05-24,8150.0,8400.0,8310.0,6.06,-2870,2380,490
2010-05-25,8200.0,8580.0,47397.0,6.19,1610,0,-1610
2010-05-26,8600.0,8480.0,9264.0,6.12,-50,0,50
2010-05-27,8600.0,9500.0,82570.0,6.85,1235,2025,-3260
2010-05-28,9600.0,9150.0,31990.0,6.6,1100,0,-1100
2010-05-31,9210.0,9110.0,34307.0,6.57,10790,0,-10790
2010-06-01,9050.0,9150.0,20060.0,6.6,3140,0,-3140
2010-06-03,9250.0,9150.0,17230.0,6.6,-1860,0,1860
2010-06-04,9190.0,9120.0,17383.0,6.58,668,-8,-660
2010-06-07,9080.0,9160.0,23510.0,6.61,1610,-2030,420
2010-06-08,9160.0,9620.0,34559.0,6.94,-6986,1936,5050
2010-06-09,9720.0,9880.0,70181.0,7.12,-12430,0,12430
2010-06-10,9770.0,10700.0,76325.0,7.72,-12443,-67,12510
2010-06-11,10950.0,10700.0,64900.0,7.72,840,220,-1060
2010-06-14,11000.0,10350.0,29199.0,7.46,2350,-1940,-410
2010-06-15,10350.0,10100.0,26326.0,7.28,5455,-6155,700
2010-06-16,10300.0,10050.0,59780.0,7.25,-1010,0,1010
2010-06-17,10200.0,10000.0,8620.0,7.21,-640,0,640
2010-06-18,10000.0,10000.0,26110.0,7.21,-4300,4060,240
2010-06-21,10050.0,10100.0,23082.0,7.28,2340,-2030,-310
2010-06-22,10100.0,10350.0,13561.0,7.46,580,0,-580
2010-06-23,10350.0,10650.0,21331.0,7.68,400,0,-400
2010-06-24,10700.0,10550.0,13890.0,7.61,510,0,-710
2010-06-25,10350.0,11350.0,63119.0,8.19,8510,-2030,-6480
2010-06-28,11050.0,11200.0,29682.0,8.08,-1040,0,1040
2010-06-29,11050.0,11200.0,19080.0,8.08,-250,0,250
2010-06-30,11100.0,11350.0,27931.0,8.19,-150,0,150
2010-07-01,11600.0,11300.0,18536.0,8.15,380,0,-380
2010-07-02,11300.0,12500.0,155361.0,9.01,-1580,0,1580
2010-07-05,12450.0,12600.0,48028.0,9.09,1150,0,-1150
2010-07-06,12550.0,12800.0,59980.0,9.23,-710,-30,-260
2010-07-07,12750.0,12750.0,43883.0,9.19,-520,0,420
2010-07-08,13050.0,12750.0,25579.0,9.19,-570,0,-280
2010-07-09,12750.0,12750.0,18381.0,9.19,-640,0,-160
2010-07-12,13000.0,12650.0,53092.0,9.12,-470,0,270
2010-07-13,12800.0,12650.0,17490.0,9.12,-430,0,430
2010-07-14,12900.0,12700.0,23287.0,9.16,-220,0,220
2010-07-15,12900.0,12600.0,17100.0,9.09,-410,0,410
2010-07-16,12700.0,12600.0,20541.0,9.09,-50,-100,150
2010-07-19,12600.0,13200.0,38815.0,9.52,-2070,0,2070
2010-07-20,13200.0,13200.0,21430.0,9.52,-350,0,350
2010-07-21,13250.0,13950.0,130370.0,10.06,1040,0,-1040
2010-07-22,13950.0,14000.0,44474.0,10.1,60,0,-60
2010-07-23,14000.0,14250.0,40270.0,10.28,540,0,-540
2010-07-26,14150.0,14150.0,48437.0,10.2,-130,0,130
2010-07-27,14250.0,14250.0,33567.0,10.28,450,0,-450
2010-07-28,14250.0,14150.0,24760.0,10.2,-600,0,600
2010-07-29,14200.0,14450.0,14975.0,10.42,30,0,-30
2010-07-30,14450.0,14200.0,30800.0,10.24,-480,0,480
2010-08-02,14300.0,14450.0,13744.0,10.42,90,0,-90
2010-08-03,14450.0,14400.0,14320.0,10.38,-450,0,450
2010-08-04,14550.0,14300.0,28513.0,10.31,-1137,-3,1140
2010-08-05,14250.0,14400.0,37770.0,10.38,-630,0,630
2010-08-06,14500.0,14450.0,9250.0,10.42,-480,0,480
2010-08-09,14300.0,14400.0,4780.0,10.38,0,0,0
2010-08-10,14500.0,14600.0,16025.0,10.53,-400,0,450
2010-08-11,14350.0,14600.0,9520.0,10.53,150,0,-150
2010-08-12,14350.0,14200.0,19381.0,10.24,-490,0,490
2010-08-13,14200.0,14400.0,24420.0,10.38,10,0,-10
2010-08-16,14700.0,14700.0,34632.0,10.6,-400,0,600
2010-08-17,14700.0,14500.0,19866.0,10.46,-330,0,330
2010-08-18,14750.0,14500.0,14080.0,10.46,240,0,-240
2010-08-19,14700.0,14550.0,11960.0,10.49,-20,0,20
2010-08-20,14500.0,14600.0,14150.0,10.53,-1670,0,1670
2010-08-23,14800.0,14500.0,34753.0,10.46,320,0,-320
2010-08-24,14500.0,14350.0,10705.0,10.35,300,0,-300
2010-08-25,14300.0,14300.0,15031.0,10.31,220,0,-20
2010-08-26,14350.0,15000.0,34665.0,10.82,280,0,-280
2010-08-27,15350.0,14500.0,18807.0,10.46,620,0,-620
2010-08-30,14800.0,14350.0,13900.0,10.35,20,0,680
2010-08-31,14250.0,14200.0,13710.0,10.24,1150,0,-40
2010-09-01,14200.0,14200.0,10616.0,10.24,470,0,220
2010-09-02,14050.0,14650.0,38900.0,10.56,-540,0,540
2010-09-03,14400.0,14300.0,17496.0,10.31,-120,0,120
2010-09-06,14250.0,14600.0,9861.0,10.53,-50,0,50
2010-09-07,14600.0,14550.0,13780.0,10.49,-560,0,560
2010-09-08,14350.0,14650.0,12600.0,10.56,470,0,-270
2010-09-09,14600.0,15300.0,26124.0,11.03,-550,0,550
2010-09-10,14700.0,15050.0,4131.0,10.85,50,0,-50
2010-09-13,14900.0,14850.0,8534.0,10.71,-1380,0,1380
2010-09-14,14750.0,15250.0,8780.0,11.0,80,0,-80
2010-09-15,15250.0,15050.0,11380.0,10.85,-380,0,380
2010-09-16,15350.0,15000.0,2740.0,10.82,60,-10,-50
2010-09-17,14700.0,15200.0,9363.0,10.96,-160,0,160
2010-09-20,15250.0,15100.0,17471.0,10.89,-1150,0,1150
2010-09-24,15400.0,15100.0,3767.0,10.89,80,0,-80
2010-09-27,15100.0,15600.0,25460.0,11.25,-230,0,230
2010-09-28,15700.0,15300.0,2120.0,11.03,-40,0,40
2010-09-29,15300.0,15500.0,11065.0,11.18,-110,0,110
2010-09-30,15350.0,15550.0,16940.0,11.21,-760,0,760
2010-10-01,15850.0,15600.0,17440.0,11.25,-630,0,630
2010-10-04,15600.0,15600.0,6570.0,11.25,-270,0,270
2010-10-05,15600.0,15750.0,8190.0,11.36,-290,0,290
2010-10-06,15700.0,15700.0,19430.0,11.32,-1080,0,1080
2010-10-07,15700.0,15600.0,18130.0,11.25,-1370,0,1370
2010-10-08,15600.0,15600.0,22920.0,11.25,-180,0,180
2010-10-11,15350.0,16200.0,29710.0,11.68,-130,0,130
2010-10-12,16200.0,16000.0,2770.0,11.54,-240,0,240
2010-10-13,16350.0,16850.0,31858.0,12.15,-2710,0,2710
2010-10-14,16900.0,17000.0,15784.0,12.26,-300,0,300
2010-10-15,17000.0,16950.0,9900.0,12.22,80,0,-80
2010-10-18,17300.0,17300.0,7640.0,12.48,-2760,0,2760
2010-10-19,17400.0,17100.0,1810.0,12.33,240,0,-240
2010-10-20,17000.0,16800.0,5410.0,12.12,-10,0,10
2010-10-21,16700.0,17000.0,8131.0,12.26,-250,0,-150
2010-10-22,17000.0,16950.0,9490.0,12.22,-610,0,610
2010-10-25,16350.0,15750.0,153320.0,11.36,23630,76000,-130
2010-10-26,15500.0,15050.0,320472.0,10.85,219540,35000,1310
2010-10-27,15100.0,15300.0,19031.0,11.03,-610,0,610
2010-10-28,15200.0,15350.0,8010.0,11.07,120,0,-120
2010-10-29,15350.0,15350.0,7540.0,11.07,260,0,-260
2010-11-01,15100.0,15200.0,7140.0,10.96,120,0,-120
2010-11-02,15100.0,16000.0,10912.0,11.54,-20,0,20
2010-11-03,15900.0,16100.0,15250.0,11.61,3710,0,-680
2010-11-04,16000.0,16200.0,3270.0,11.68,2070,0,-190
2010-11-05,16550.0,16200.0,4320.0,11.68,80,0,-80
2010-11-08,15650.0,15750.0,3900.0,11.36,-120,0,150
2010-11-09,15750.0,15650.0,3270.0,11.29,-290,-200,490
2010-11-10,15350.0,15650.0,1710.0,11.29,280,-30,-50
2010-11-11,15750.0,15450.0,1650.0,11.14,-110,0,110
2010-11-12,15450.0,15000.0,26230.0,10.82,20460,-17750,290
2010-11-15,14900.0,15000.0,22190.0,10.82,14570,-14490,-80
2010-11-16,15000.0,15000.0,8100.0,10.82,4060,0,-160
2010-11-17,14900.0,15000.0,21270.0,10.82,15950,0,-290
2010-11-18,15000.0,15250.0,7080.0,11.0,890,-10,370
2010-11-19,15400.0,15300.0,4840.0,11.03,40,0,-40
2010-11-22,15100.0,15350.0,7390.0,11.07,370,0,-370
2010-11-23,16000.0,15400.0,10570.0,11.11,400,0,-400
2010-11-24,15000.0,15850.0,12340.0,11.43,50,0,-50
2010-11-25,15400.0,15350.0,2860.0,11.07,10,-50,40
2010-11-26,15250.0,15300.0,9512.0,11.03,5990,0,-140
2010-11-29,15200.0,15200.0,17140.0,10.96,4320,0,0
2010-11-30,15350.0,15250.0,17330.0,11.0,10780,0,740
2010-12-01,15200.0,15250.0,2270.0,11.0,300,0,-300
2010-12-02,15200.0,15400.0,19650.0,11.11,-60,0,60
2010-12-03,15850.0,15250.0,4430.0,11.0,-150,0,150
2010-12-06,15500.0,15250.0,24560.0,11.0,2320,0,180
2010-12-07,15250.0,15250.0,19500.0,11.0,2030,0,150
2010-12-08,15250.0,15250.0,7060.0,11.0,30,-40,10
2010-12-09,15300.0,15400.0,2230.0,11.11,70,40,-110
2010-12-10,15350.0,15250.0,5870.0,11.0,1000,-1000,0
2010-12-13,15500.0,15250.0,12500.0,11.0,2050,-2370,320
2010-12-14,15250.0,15400.0,49180.0,11.11,30000,-30000,0
2010-12-15,15300.0,15100.0,26605.0,10.89,860,0,-860
2010-12-16,14900.0,15200.0,11979.0,10.96,-131,-9,140
2010-12-17,15200.0,15200.0,405064.0,10.96,307859,0,30
2010-12-20,15200.0,16800.0,126870.0,12.12,-250,0,250
2010-12-21,16650.0,17000.0,65140.0,12.26,-650,0,650
2010-12-22,17050.0,17800.0,59982.0,12.84,-158,-2,160
2010-12-23,18000.0,17800.0,40700.0,12.84,7299,0,430
2010-12-24,17800.0,17800.0,18940.0,12.84,-360,0,360
2010-12-27,17800.0,17500.0,21252.0,12.62,1160,0,0
2010-12-28,17600.0,18200.0,42044.0,13.12,-20,0,20
2010-12-29,17500.0,17750.0,11198.0,12.8,200,0,-200
2010-12-30,17850.0,18000.0,9550.0,12.98,-300,0,300
2011-01-03,18000.0,18000.0,13560.0,15.07,530,0,870
2011-01-04,18100.0,18950.0,30754.0,15.86,-330,0,330
2011-01-05,19200.0,18950.0,16690.0,15.86,-240,0,240
2011-01-06,19200.0,19000.0,2552.0,15.9,-140,0,140
2011-01-07,18950.0,18700.0,4594.0,15.65,-130,0,130
2011-01-10,18700.0,18550.0,14880.0,15.53,-190,0,190
2011-01-11,18950.0,18600.0,3620.0,15.57,-680,0,680
2011-01-12,18600.0,18600.0,7881.0,15.57,-1140,0,1140
2011-01-13,18600.0,18600.0,8160.0,15.57,-1540,0,1540
2011-01-14,18550.0,18600.0,8625.0,15.57,210,0,-210
2011-01-17,18400.0,18400.0,4210.0,15.4,2450,0,-2450
2011-01-18,18350.0,18400.0,8740.0,15.4,-250,0,250
2011-01-19,18650.0,18400.0,8450.0,15.4,-360,0,360
2011-01-20,18400.0,18650.0,9520.0,15.61,-680,0,680
2011-01-21,18500.0,19100.0,16450.0,15.99,760,0,-760
2011-01-24,19150.0,18600.0,3230.0,15.57,-140,0,140
2011-01-25,18900.0,18500.0,12200.0,15.48,230,0,-230
2011-01-26,18500.0,18450.0,4530.0,15.44,-40,0,40
2011-01-27,18450.0,18550.0,1690.0,15.53,-320,0,320
2011-01-28,18550.0,18550.0,8480.0,15.53,130,-10,-120
2011-01-31,18500.0,19000.0,14720.0,15.9,-180,0,180
2011-02-01,19000.0,19600.0,17445.0,16.4,630,0,-630
2011-02-07,19900.0,19400.0,5568.0,16.24,370,0,-370
2011-02-08,19300.0,19650.0,18466.0,16.45,90,0,-90
2011-02-09,19650.0,19650.0,5860.0,16.45,780,0,-780
2011-02-10,19800.0,19550.0,10180.0,16.36,360,0,-360
2011-02-11,19750.0,19500.0,9220.0,16.32,260,0,-260
2011-02-14,19350.0,19700.0,15930.0,16.49,610,0,-10
2011-02-15,19400.0,19300.0,7080.0,16.15,-100,0,100
