Symbol,두산_시가(원),두산_종가(원),두산_거래량(주),두산_PER(IFRS-연결),두산_순매수수량(개인)(주),두산_순매수수량(기관계)(주),두산_순매수수량(외국인계)(주)
2009-06-25,95500.0,95400.0,211379.0,27.46,80102,-105036,35714
2009-06-26,96000.0,91100.0,257664.0,26.23,66030,-71915,10509
2009-06-29,91300.0,86000.0,327875.0,24.76,151602,-173058,27910
2009-06-30,87000.0,89000.0,305221.0,25.62,63826,-66833,-3390
2009-07-01,87700.0,90500.0,144112.0,26.05,-5256,13966,-7861
2009-07-02,91500.0,90200.0,146759.0,25.97,23815,-6713,-7175
2009-07-03,88100.0,89000.0,228660.0,25.62,112989,-56008,-38368
2009-07-06,89200.0,88100.0,245536.0,25.36,84745,-66373,1571
2009-07-07,88200.0,87000.0,279933.0,25.05,75116,-52972,-3445
2009-07-08,86100.0,86800.0,136816.0,24.99,4613,-2722,-111
2009-07-09,87200.0,87400.0,118997.0,25.16,10743,-19151,8809
2009-07-10,87600.0,85600.0,123063.0,24.64,4294,-13478,9171
2009-07-13,85700.0,78000.0,314601.0,22.45,84295,-80836,12747
2009-07-14,79800.0,76900.0,240684.0,22.14,61229,-60557,-2215
2009-07-15,77200.0,78700.0,180747.0,22.66,26084,-41253,23178
2009-07-16,80100.0,81800.0,267838.0,23.55,-14442,-29479,47322
2009-07-17,82600.0,80800.0,208103.0,23.26,41187,-70872,37402
2009-07-20,81500.0,84000.0,298594.0,24.18,40736,-75667,43573
2009-07-21,85300.0,87400.0,405885.0,25.16,-24886,19344,19873
2009-07-22,88500.0,87100.0,283947.0,25.07,62067,-74994,16685
2009-07-23,86700.0,87200.0,161837.0,25.1,-20391,-8367,30452
2009-07-24,88300.0,88400.0,257334.0,25.45,971,-27673,28032
2009-07-27,89500.0,88100.0,247389.0,25.36,74069,-60640,-2867
2009-07-28,88300.0,88500.0,334520.0,25.48,26281,-76666,51236
2009-07-29,88600.0,87800.0,179965.0,25.28,8240,-34221,29181
2009-07-30,86700.0,88400.0,213819.0,25.45,14586,-26819,12393
2009-07-31,88800.0,89000.0,290647.0,25.62,87307,-82991,3723
2009-08-03,90600.0,93100.0,436235.0,26.8,-37111,29237,12443
2009-08-04,94500.0,91400.0,330160.0,26.31,53370,-67772,20553
2009-08-05,91800.0,89800.0,223515.0,25.85,24800,-8895,-10067
2009-08-06,88900.0,89100.0,221681.0,25.65,34732,-28375,-2411
2009-08-07,89000.0,92400.0,292152.0,26.6,-8459,-16151,42340
2009-08-10,93300.0,93100.0,298696.0,26.8,-9473,-60526,82333
2009-08-11,92900.0,95400.0,290367.0,27.46,-68286,37551,20239
2009-08-12,94800.0,96200.0,270740.0,27.69,-2576,-31384,30396
2009-08-13,96800.0,95900.0,192174.0,27.61,-35284,-219,34752
2009-08-14,97200.0,96900.0,179425.0,27.9,-43404,-1641,45418
2009-08-17,97200.0,94300.0,262591.0,27.15,-75977,-19514,104021
2009-08-18,93300.0,94800.0,306882.0,27.29,-23293,7163,14834
2009-08-19,94800.0,88900.0,505119.0,25.59,166298,-133670,-6343
2009-08-20,88500.0,87900.0,363145.0,25.3,101805,-118773,39562
2009-08-21,87000.0,82300.0,536095.0,23.69,170775,-193195,32021
2009-08-24,82900.0,82300.0,326915.0,23.69,95598,-111100,25312
2009-08-25,82200.0,81800.0,289592.0,23.55,73215,-67399,17841
2009-08-26,82000.0,85800.0,395047.0,24.7,4146,-18443,13737
2009-08-27,86500.0,88000.0,330067.0,25.33,-99417,-27747,118948
2009-08-28,88300.0,86400.0,205087.0,24.87,41463,-35492,118
2009-08-31,86400.0,83300.0,253273.0,23.98,47155,-65147,31558
2009-09-01,83400.0,84000.0,310274.0,24.18,90563,-138437,84819
2009-09-02,82900.0,81200.0,425063.0,23.38,189185,-187113,33019
2009-09-03,81200.0,81700.0,224133.0,23.52,47011,-60334,20597
2009-09-04,82800.0,83700.0,268641.0,24.1,-5955,1767,8099
2009-09-07,85200.0,83600.0,219383.0,24.07,-24952,3550,32847
2009-09-08,84600.0,85900.0,255740.0,24.73,-26517,20850,7826
2009-09-09,87700.0,88000.0,302695.0,25.33,-73084,31533,40009
2009-09-10,89400.0,94000.0,550217.0,27.06,-193865,120573,67900
2009-09-11,94200.0,94200.0,332318.0,27.12,-89544,-12861,102133
2009-09-14,94500.0,92200.0,181654.0,26.54,-13322,-22941,38499
2009-09-15,92500.0,88600.0,402350.0,25.51,2578,-64665,61916
2009-09-16,89600.0,92100.0,244913.0,26.51,-42355,-14683,60031
2009-09-17,92600.0,97000.0,471031.0,27.92,-107651,29548,77662
2009-09-18,98000.0,100500.0,543979.0,28.93,-190897,33820,154466
2009-09-21,100500.0,99800.0,215848.0,28.73,6375,1765,-8572
2009-09-22,100000.0,98600.0,223716.0,28.38,8109,-19818,10653
2009-09-23,97600.0,94300.0,384172.0,27.15,61515,-56730,3411
2009-09-24,93000.0,92700.0,223554.0,26.69,20970,-43311,29545
2009-09-25,93200.0,96000.0,213998.0,27.64,-8730,-12636,21879
2009-09-28,96000.0,96700.0,163275.0,27.84,-4424,4111,-1568
2009-09-29,97000.0,94200.0,171567.0,27.12,18497,-20205,-46
2009-09-30,92800.0,89000.0,251389.0,25.62,34558,-4034,-31549
2009-10-01,89500.0,87300.0,224709.0,25.13,28689,-36841,16045
2009-10-05,86500.0,85500.0,204552.0,24.61,79731,-51325,-25065
2009-10-06,86500.0,87900.0,163507.0,25.3,-35630,14176,23992
2009-10-07,89000.0,87500.0,131917.0,25.19,-19347,23300,-4233
2009-10-08,87600.0,88500.0,96858.0,25.48,19176,-23983,4807
2009-10-09,89000.0,91800.0,189675.0,26.43,-40203,58895,-16842
2009-10-12,92500.0,91100.0,124738.0,26.23,-4783,-9764,14122
2009-10-13,91000.0,88200.0,107084.0,25.39,25607,-16242,44
2009-10-14,88500.0,89800.0,113206.0,25.85,625,-11166,11353
2009-10-15,90000.0,94400.0,386798.0,27.18,-142532,133150,-1184
2009-10-16,94000.0,93300.0,260769.0,26.86,-140588,101699,43539
2009-10-19,92900.0,93900.0,93510.0,27.03,12342,-5310,-6559
2009-10-20,95100.0,96900.0,269945.0,27.9,-96776,87436,2251
2009-10-21,96500.0,97800.0,199433.0,28.15,-81949,79577,-18848
2009-10-22,96500.0,97500.0,127714.0,28.07,-27506,32828,-14064
2009-10-23,97800.0,89400.0,248267.0,25.74,-26398,-14765,33023
2009-10-26,91100.0,92800.0,202335.0,26.72,-4063,-13846,21007
2009-10-27,92000.0,89400.0,181935.0,25.74,53069,-19948,-23212
2009-10-28,89300.0,85800.0,241288.0,24.7,98858,-57543,-24091
2009-10-29,84300.0,84100.0,174510.0,24.21,45266,-23799,-23616
2009-10-30,85800.0,83800.0,81213.0,24.12,14988,-4384,-10604
2009-11-02,80800.0,82400.0,90224.0,23.72,9066,-22091,13274
2009-11-03,82600.0,81600.0,69810.0,23.49,22042,-18179,6484
2009-11-04,81600.0,81900.0,186976.0,23.58,40390,-17414,-12192
2009-11-05,80500.0,74300.0,589394.0,21.39,199847,-170345,-14362
2009-11-06,75400.0,73100.0,346523.0,21.04,132026,-63555,-55706
2009-11-09,73500.0,74500.0,195915.0,21.45,29715,18769,-53437
2009-11-10,75100.0,74400.0,161257.0,21.42,22981,-5965,-16986
2009-11-11,74100.0,74200.0,106227.0,21.36,31044,-20336,-10158
2009-11-12,75100.0,75100.0,201281.0,21.62,22138,-28,-22753
2009-11-13,75800.0,76400.0,144713.0,21.99,-35589,36694,-1225
2009-11-16,76900.0,77200.0,157849.0,22.22,16478,36900,-53344
2009-11-17,77600.0,79000.0,191109.0,22.74,-71702,67738,-13846
2009-11-18,79900.0,77700.0,142889.0,22.37,-1172,38397,-37239
2009-11-19,78900.0,76300.0,199104.0,21.97,58842,-26216,-32807
2009-11-20,75800.0,76200.0,106933.0,21.94,27683,10154,-37875
2009-11-23,76700.0,74800.0,161527.0,21.53,15377,11903,-27361
2009-11-24,75100.0,74600.0,124150.0,21.48,8800,19790,-27490
2009-11-25,74900.0,74500.0,108652.0,21.45,38732,10914,-49705
2009-11-26,74700.0,74500.0,137244.0,21.45,43775,-33836,-10336
2009-11-27,73000.0,68800.0,244705.0,19.81,56544,-8731,-48123
2009-11-30,70300.0,70100.0,162412.0,20.18,67184,-15173,-52728
2009-12-01,69500.0,66500.0,397001.0,19.14,96439,-39960,-59237
2009-12-02,67500.0,66000.0,396323.0,19.0,146323,-66974,-78658
2009-12-03,66400.0,70500.0,374742.0,20.3,-27736,46756,-21705
2009-12-04,69500.0,70400.0,263894.0,20.27,14105,33773,-47807
2009-12-07,71200.0,73300.0,383382.0,21.1,-14237,115426,-109953
2009-12-08,73500.0,73300.0,171947.0,21.1,-25811,37391,-17951
2009-12-09,72300.0,73300.0,137884.0,21.1,3903,9717,-13312
2009-12-10,74000.0,76200.0,353546.0,21.94,-93832,33382,57799
2009-12-11,76600.0,77800.0,222271.0,22.4,-59457,20971,39762
2009-12-14,78700.0,78200.0,150879.0,22.51,-34684,-9161,44154
2009-12-15,78300.0,79200.0,154109.0,22.8,-47122,7749,37835
2009-12-16,79400.0,77800.0,157163.0,22.4,-7006,-28630,36106
2009-12-17,78500.0,78500.0,135497.0,22.6,-34917,37215,1506
2009-12-18,78100.0,77900.0,66673.0,22.43,-11466,5613,5882
2009-12-21,78300.0,78000.0,76144.0,22.45,853,-1237,2996
2009-12-22,80000.0,85500.0,613415.0,24.61,-178214,189325,-15214
2009-12-23,86000.0,84100.0,235231.0,24.21,-45547,61016,-15513
2009-12-24,86000.0,86500.0,188216.0,24.9,-75122,71109,4593
2009-12-28,99400.0,99400.0,337238.0,28.62,-121648,132138,-27843
2009-12-29,97400.0,95700.0,481397.0,27.55,-94905,12513,83481
2009-12-30,95500.0,95400.0,182225.0,27.46,-51104,-24095,69866
2010-01-04,92400.0,92900.0,130633.0,12.54,9453,-14954,9476
2010-01-05,92500.0,92700.0,190253.0,12.52,-44121,1509,44590
2010-01-06,92700.0,97800.0,261431.0,13.21,-117433,109307,6683
2010-01-07,98000.0,100500.0,320974.0,13.57,-179469,105885,68657
2010-01-08,103500.0,107000.0,368825.0,14.45,-159384,124385,46424
2010-01-11,107000.0,105500.0,258224.0,14.25,-47806,90046,-41527
2010-01-12,106500.0,110500.0,233970.0,14.92,-59909,76028,-21651
2010-01-13,108500.0,108000.0,235494.0,14.58,29781,-3596,-32345
2010-01-14,107500.0,107000.0,284928.0,14.45,-43726,46707,-2613
2010-01-15,107000.0,113000.0,242643.0,15.26,-92612,99549,-13032
2010-01-18,115000.0,119000.0,256173.0,16.07,-84670,86229,-3625
2010-01-19,120000.0,120500.0,252589.0,16.27,-45173,104638,-64469
2010-01-20,122000.0,122500.0,124339.0,16.54,-33392,37762,-9836
2010-01-21,120500.0,117500.0,120251.0,15.87,27159,-36401,7449
2010-01-22,113500.0,115500.0,165489.0,15.6,-5920,12293,-11760
2010-01-25,113500.0,110500.0,283860.0,14.92,-15027,-47460,67811
2010-01-26,111000.0,104000.0,349603.0,14.04,-25507,-36005,60632
2010-01-27,105500.0,104500.0,302317.0,14.11,7014,-29091,22935
2010-01-28,104500.0,107000.0,154346.0,14.45,-27096,207,27247
2010-01-29,105000.0,102500.0,204495.0,13.84,18022,-44007,27351
2010-02-01,102000.0,101500.0,104606.0,13.71,-2954,1250,2737
2010-02-02,105000.0,101000.0,113075.0,13.64,-5036,-5107,10916
2010-02-03,103000.0,103000.0,83119.0,13.91,1229,-10798,11106
2010-02-04,103000.0,104500.0,70776.0,14.11,-14406,15536,-1278
2010-02-05,99000.0,99300.0,134313.0,13.41,-25744,22578,771
2010-02-08,99700.0,99600.0,89627.0,13.45,-20620,-16439,37058
2010-02-09,99600.0,101000.0,93315.0,13.64,-20919,8475,13426
2010-02-10,103000.0,102500.0,121290.0,13.84,-854,25756,-25790
2010-02-11,102500.0,103500.0,47954.0,13.98,-1802,-4593,5455
2010-02-12,103500.0,104500.0,77958.0,14.11,-431,8081,-5841
2010-02-16,104500.0,105000.0,45672.0,14.18,-10133,-1063,10071
2010-02-17,107500.0,104500.0,112010.0,14.11,22845,-29976,7442
2010-02-18,106000.0,107000.0,116087.0,14.45,-30073,35468,-4363
2010-02-19,106000.0,107500.0,109000.0,14.52,-28735,15586,10591
2010-02-22,109500.0,110000.0,65001.0,14.85,-9152,-7340,15715
2010-02-23,109000.0,111000.0,66151.0,14.99,-13793,11800,655
2010-02-24,110000.0,113500.0,66532.0,15.33,-21562,17415,4928
2010-02-25,114000.0,109000.0,233408.0,14.72,27424,41486,-63596
2010-02-26,108000.0,108000.0,110889.0,14.58,7756,8190,-16324
2010-03-02,108500.0,106500.0,108689.0,14.38,18849,-58287,40282
2010-03-03,107500.0,106500.0,84878.0,14.38,10406,-10704,2558
2010-03-04,107500.0,105500.0,74836.0,14.25,3900,-3989,829
2010-03-05,107000.0,108500.0,46022.0,14.65,-19068,2720,13917
2010-03-08,111000.0,112500.0,150233.0,15.19,-39835,78967,-39310
2010-03-09,112000.0,114500.0,108116.0,15.46,-41212,33501,8777
2010-03-10,114500.0,116000.0,97586.0,15.66,-37804,-10009,48160
2010-03-11,116500.0,114500.0,65520.0,15.46,-12244,-3508,17241
2010-03-12,115000.0,117000.0,93968.0,15.8,-39390,-7058,46290
2010-03-15,116000.0,115000.0,110521.0,15.53,10032,-30555,20378
2010-03-16,113500.0,112500.0,65742.0,15.19,-2282,-25800,27834
2010-03-17,115000.0,114500.0,131223.0,15.46,-8118,-56476,65852
2010-03-18,114500.0,116000.0,196577.0,15.66,-53127,28953,25408
2010-03-19,117500.0,116500.0,129187.0,15.73,-825,54364,-64417
2010-03-22,117000.0,115000.0,93260.0,15.53,114,2399,-778
2010-03-23,116500.0,115500.0,70015.0,15.6,-16854,-8833,23381
2010-03-24,116000.0,116000.0,104245.0,15.66,-11280,-16620,28709
2010-03-25,115500.0,116500.0,70149.0,15.73,-1884,13837,-14818
2010-03-26,116500.0,117000.0,61867.0,15.8,-12745,448,13318
2010-03-29,117000.0,118000.0,194066.0,15.93,-48232,36335,10042
2010-03-30,119500.0,124000.0,311840.0,16.74,-58073,58907,-1259
2010-03-31,125000.0,128500.0,282217.0,17.35,-82033,43133,37642
2010-04-01,128500.0,127500.0,129430.0,17.22,-6675,22327,-14963
2010-04-02,129500.0,131000.0,242249.0,17.69,-56720,-49147,108642
2010-04-05,130500.0,132500.0,114985.0,17.89,-18727,-27133,44290
2010-04-06,133000.0,135500.0,187146.0,18.3,-41228,-64813,105228
2010-04-07,135500.0,134000.0,145072.0,18.09,-5826,-55537,61300
2010-04-08,134000.0,134000.0,128967.0,18.09,-7725,-51303,59640
2010-04-09,135500.0,134000.0,138394.0,18.09,2670,-35560,36427
2010-04-12,134500.0,133500.0,107204.0,18.03,-13327,-13833,26766
2010-04-13,133500.0,132000.0,121918.0,17.82,8197,-26903,19187
2010-04-14,132000.0,130000.0,142831.0,17.55,18909,-29016,12944
2010-04-15,131000.0,127500.0,199672.0,17.22,51883,-59624,1920
2010-04-16,128000.0,128000.0,114984.0,17.28,10366,-3514,-5625
2010-04-19,125000.0,125000.0,62519.0,16.88,-13330,-1294,13566
2010-04-20,125500.0,126500.0,74287.0,17.08,11774,-12058,1473
2010-04-21,127500.0,127000.0,77867.0,17.15,18404,-22228,3977
2010-04-22,126000.0,122500.0,131773.0,16.54,29551,-42186,14955
2010-04-23,122500.0,121000.0,150746.0,16.34,11324,-40323,28285
2010-04-26,121000.0,121000.0,58884.0,16.34,11387,-11880,206
2010-04-27,123000.0,128500.0,225256.0,17.35,4553,-42279,36216
2010-04-28,125000.0,128500.0,209623.0,17.35,30666,16976,-45863
2010-04-29,130500.0,120500.0,493773.0,16.27,43388,-81797,61713
2010-04-30,124500.0,122500.0,224138.0,16.54,-17170,-83,15708
2010-05-03,122500.0,107000.0,1123222.0,14.45,277437,-264260,-12867
2010-05-04,110500.0,107500.0,792386.0,14.52,104675,-223859,136973
2010-05-06,104000.0,102000.0,360851.0,13.77,96354,-61126,-33118
2010-05-07,97100.0,101500.0,461090.0,13.71,103964,-44615,-73357
2010-05-10,102000.0,108000.0,428678.0,14.58,-35125,14052,22223
2010-05-11,110000.0,99800.0,561051.0,13.48,173770,-147812,-7765
2010-05-12,102000.0,99700.0,380660.0,13.46,82034,-143225,55461
2010-05-13,102000.0,99600.0,238641.0,13.45,56991,-36334,-14609
2010-05-14,98600.0,92400.0,594783.0,12.48,135976,-139417,17026
2010-05-17,93600.0,91500.0,271437.0,12.36,24759,-37194,8080
2010-05-18,92500.0,91500.0,167501.0,12.36,9904,-30935,16859
2010-05-19,91400.0,92400.0,158352.0,12.48,-8827,-24402,37388
2010-05-20,92400.0,87300.0,253526.0,11.79,13167,-493,-9218
2010-05-24,86800.0,87900.0,95349.0,11.87,-4981,3645,5156
2010-05-25,87900.0,83000.0,159026.0,11.21,10997,-17353,10442
2010-05-26,83500.0,82100.0,177773.0,11.09,22807,-4291,-2106
2010-05-27,82500.0,89000.0,287871.0,12.02,-25718,20385,-1152
2010-05-28,91700.0,91100.0,234656.0,12.3,-25568,38290,-15661
2010-05-31,92400.0,95700.0,183056.0,12.92,-51110,14674,33976
2010-06-01,95600.0,96500.0,170225.0,13.03,-52823,-4060,59398
2010-06-03,97600.0,96700.0,96368.0,13.06,-9759,-24658,32539
2010-06-04,96700.0,99100.0,234796.0,13.38,-63112,66765,-6135
2010-06-07,95600.0,93900.0,138375.0,12.68,9675,2675,-10848
2010-06-08,93900.0,93400.0,136775.0,12.61,32634,-16320,-17598
2010-06-09,93400.0,95600.0,140148.0,12.91,-35771,18718,16858
2010-06-10,96600.0,96200.0,112216.0,12.99,-12854,26700,-14976
2010-06-11,98200.0,99400.0,112035.0,13.42,-30554,15650,-3130
2010-06-14,100000.0,97900.0,75795.0,13.22,5127,-1730,-4213
2010-06-15,98200.0,98100.0,81578.0,13.25,4877,-2837,-5846
2010-06-16,100000.0,99400.0,64995.0,13.42,-11967,9101,1350
2010-06-17,99600.0,96000.0,138763.0,12.96,31597,-55082,27291
2010-06-18,96500.0,97400.0,70718.0,13.15,-15233,-7070,24034
2010-06-21,99400.0,102500.0,149702.0,13.84,-20427,7171,12008
2010-06-22,101000.0,106000.0,211590.0,14.31,-49775,74060,-21797
2010-06-23,104000.0,104500.0,146284.0,14.11,9415,15175,-26857
2010-06-24,105000.0,107000.0,311480.0,14.45,-23330,55898,-35708
2010-06-25,105000.0,106000.0,125110.0,14.31,-27259,45557,-18207
2010-06-28,106000.0,108500.0,96469.0,14.65,-19492,29272,-11272
2010-06-29,109500.0,109000.0,353859.0,14.72,-73614,94234,-27412
2010-06-30,107000.0,111500.0,246509.0,15.06,-44452,54205,-13850
2010-07-01,111500.0,113000.0,186938.0,15.26,-33902,34981,-1186
2010-07-02,111500.0,105500.0,249017.0,14.25,48773,-22319,-24580
2010-07-05,104500.0,107000.0,93911.0,14.45,-8727,-1127,9845
2010-07-06,105000.0,105500.0,251212.0,14.25,26724,-40905,17494
2010-07-07,104500.0,99100.0,368980.0,13.38,121166,-114949,7675
2010-07-08,100500.0,99000.0,260355.0,13.37,53142,-77534,-441
2010-07-09,100000.0,101000.0,235245.0,13.64,43232,-24491,-10582
2010-07-12,102000.0,100000.0,122971.0,13.5,21846,-38076,12151
2010-07-13,100500.0,106000.0,272333.0,14.31,-57714,20851,34015
2010-07-14,108000.0,109500.0,242216.0,14.79,-73821,75584,7363
2010-07-15,109000.0,108500.0,152501.0,14.65,5769,-18700,14193
2010-07-16,109500.0,105000.0,187061.0,14.18,6659,-7171,-2629
2010-07-19,103000.0,112000.0,225390.0,15.12,-35086,38524,-240
2010-07-20,111000.0,111000.0,189622.0,14.99,-5365,42351,-26715
2010-07-21,112000.0,115000.0,269197.0,15.53,-16812,21366,-15821
2010-07-22,114500.0,118000.0,375356.0,15.93,-124414,175276,-68320
2010-07-23,121000.0,122500.0,350512.0,16.54,-107601,163191,-58280
2010-07-26,120500.0,121000.0,167143.0,16.34,-30206,36868,-655
2010-07-27,122000.0,122000.0,145071.0,16.47,-43927,31682,13740
2010-07-28,123500.0,118000.0,307438.0,15.93,30815,32617,-59526
2010-07-29,116500.0,118000.0,235570.0,15.93,-30514,62421,-35405
2010-07-30,119500.0,114500.0,248199.0,15.46,75851,-95891,12649
2010-08-02,114500.0,117000.0,221658.0,15.8,8234,25502,-42351
2010-08-03,119500.0,121000.0,159505.0,16.34,-24910,24833,2207
2010-08-04,114500.0,118000.0,569632.0,15.93,50469,3047,-38436
2010-08-05,118000.0,117500.0,161067.0,15.87,-30331,-25454,57928
2010-08-06,116500.0,117000.0,116206.0,15.8,-5014,-8430,14134
2010-08-09,118000.0,125000.0,245004.0,16.88,-84975,29510,49008
2010-08-10,125000.0,128000.0,276828.0,17.28,-109826,98660,3553
2010-08-11,129000.0,128000.0,388955.0,17.28,-138353,140619,-1479
2010-08-12,126500.0,125000.0,180230.0,16.88,-34277,22549,10941
2010-08-13,128000.0,130000.0,112556.0,17.55,-18561,29837,-9372
2010-08-16,132000.0,130000.0,122626.0,17.55,-23835,24952,-644
2010-08-17,130000.0,133500.0,134013.0,18.03,-51589,20629,25516
2010-08-18,133000.0,128500.0,257160.0,17.35,-9567,-96774,112902
2010-08-19,129000.0,125500.0,321338.0,16.95,85673,-87515,-744
2010-08-20,124000.0,126500.0,192037.0,17.08,1948,-19442,19084
2010-08-23,127500.0,127500.0,120862.0,17.22,1622,-8838,11770
2010-08-24,127500.0,126000.0,93329.0,17.01,-13110,5402,8951
2010-08-25,124500.0,118500.0,196709.0,16.0,42228,-65353,27341
2010-08-26,119000.0,114500.0,224681.0,15.46,72107,-80013,5176
2010-08-27,115000.0,113000.0,154582.0,15.26,21132,-15279,-3322
2010-08-30,115500.0,119000.0,163734.0,16.07,-9806,-5470,19365
2010-08-31,117500.0,120000.0,120439.0,16.2,-10940,-16329,29461
2010-09-01,120500.0,121000.0,183233.0,16.34,32230,-29163,-10069
2010-09-02,121500.0,116500.0,277045.0,15.73,83806,-62140,-36146
2010-09-03,117500.0,118000.0,108354.0,15.93,-7897,-9947,17415
2010-09-06,120500.0,121000.0,111498.0,16.34,-24904,26794,10380
2010-09-07,121500.0,119500.0,78403.0,16.14,4507,-5601,6847
2010-09-08,118000.0,117000.0,137909.0,15.8,19134,-21516,122
2010-09-09,118000.0,118500.0,154161.0,16.0,2552,-23414,32382
2010-09-10,118000.0,124000.0,172309.0,16.74,-34803,30243,1768
2010-09-13,124500.0,125000.0,208212.0,16.88,10428,35385,-51925
2010-09-14,126500.0,128500.0,281988.0,17.35,-68501,77102,-6441
2010-09-15,128500.0,131500.0,250009.0,17.76,-41318,73421,-31862
2010-09-16,131000.0,131000.0,169521.0,17.69,-38935,9660,20552
2010-09-17,130500.0,131500.0,131280.0,17.76,-42488,7484,20840
2010-09-20,130500.0,133500.0,168522.0,18.03,-36932,52041,-15478
2010-09-24,135000.0,138000.0,196925.0,18.63,-47280,44700,-8568
2010-09-27,140500.0,147500.0,323781.0,19.92,-90848,126664,-32619
2010-09-28,146500.0,146000.0,142717.0,19.71,-28546,41511,-29877
2010-09-29,147000.0,150000.0,216261.0,20.25,-27215,67190,-43513
2010-09-30,151000.0,152500.0,117385.0,20.59,-24231,5067,15878
2010-10-01,151000.0,147500.0,264294.0,19.92,-672,4741,-5432
2010-10-04,146500.0,154000.0,240950.0,20.79,-26866,-25059,46891
2010-10-05,152500.0,152500.0,128947.0,20.59,17109,-19970,-3660
2010-10-06,151000.0,151000.0,134005.0,20.39,39406,-38710,-6628
2010-10-07,151000.0,167000.0,410750.0,22.55,-20610,-29882,51994
2010-10-08,164000.0,164500.0,224504.0,22.21,45308,-40019,-11686
2010-10-11,165000.0,170000.0,226093.0,22.95,-44270,-6946,49891
2010-10-12,168000.0,169000.0,166196.0,22.82,13812,-27816,30761
2010-10-13,170000.0,157500.0,403238.0,21.27,93015,50317,-126492
2010-10-14,159500.0,159000.0,238323.0,21.47,50462,5490,-69387
2010-10-15,158500.0,163500.0,222689.0,22.08,22435,22943,-52478
2010-10-18,163500.0,158500.0,101998.0,21.4,27699,-7264,-20934
2010-10-19,158500.0,153500.0,168829.0,20.73,32111,-13233,-8093
2010-10-20,150000.0,154500.0,195171.0,20.86,41093,10706,-51718
2010-10-21,158000.0,155000.0,112553.0,20.93,16214,3884,-22344
2010-10-22,153500.0,157500.0,160027.0,21.27,25803,-2490,-19058
2010-10-25,157000.0,160000.0,212773.0,21.6,45914,37484,-95591
2010-10-26,160500.0,165500.0,327949.0,22.35,-10523,101563,-90223
2010-10-27,167000.0,165000.0,224884.0,22.28,-56358,84696,-36535
2010-10-28,164000.0,159500.0,222014.0,21.54,55562,-21432,-33426
2010-10-29,158500.0,151500.0,208156.0,20.46,77515,-48651,-33101
2010-11-01,154000.0,155000.0,216444.0,20.93,33165,-21326,-3389
2010-11-02,154500.0,159000.0,275457.0,21.47,-14759,83295,-76913
2010-11-03,159500.0,157500.0,240138.0,21.27,10309,23093,-34323
2010-11-04,156000.0,151000.0,304781.0,20.39,80935,-77315,-3010
2010-11-05,153000.0,143000.0,414876.0,19.31,140191,-166662,27075
2010-11-08,144500.0,145500.0,291993.0,19.65,59415,-101454,35342
2010-11-09,146000.0,148000.0,185386.0,19.98,-9318,36529,-25792
2010-11-10,148500.0,149000.0,134702.0,20.12,11940,-16250,2245
2010-11-11,149000.0,144500.0,266124.0,19.51,35296,-48982,24811
2010-11-12,146500.0,144000.0,233295.0,19.44,20032,-39684,24260
2010-11-15,141500.0,136500.0,254676.0,18.43,89528,-97940,18146
2010-11-16,136500.0,129500.0,402036.0,17.49,97167,-109999,-29187
2010-11-17,129500.0,133500.0,294085.0,18.03,47939,-30008,14005
2010-11-18,134000.0,141500.0,333695.0,19.11,-24644,86971,-45942
2010-11-19,143000.0,141500.0,302671.0,19.11,-69365,86726,-27132
2010-11-22,144000.0,140500.0,165357.0,18.97,51620,-60522,3893
2010-11-23,139500.0,135500.0,298101.0,18.3,87858,-98963,17620
2010-11-24,131000.0,136000.0,206631.0,18.36,9845,-11710,-9459
2010-11-25,137500.0,135500.0,217354.0,18.3,37184,-46658,4803
2010-11-26,136500.0,138000.0,316315.0,18.63,-35624,9822,16925
2010-11-29,138500.0,138500.0,132104.0,18.7,20978,-8414,-13987
2010-11-30,138000.0,140500.0,120099.0,18.97,-5163,-2925,9414
2010-12-01,140500.0,142500.0,130943.0,19.24,-2785,25312,-24140
2010-12-02,144000.0,144500.0,186644.0,19.51,-22520,13067,11825
2010-12-03,145500.0,140000.0,241418.0,18.9,33707,-82218,48942
2010-12-06,139000.0,133500.0,380496.0,18.03,170493,-85750,-77010
2010-12-07,135000.0,137500.0,154536.0,18.57,-10362,37465,-28709
2010-12-08,137500.0,141500.0,210758.0,19.11,9554,14249,-32766
2010-12-09,141000.0,146000.0,227311.0,19.71,-84568,13242,67359
2010-12-10,145500.0,148000.0,164205.0,19.98,-11128,7741,11057
2010-12-13,149000.0,144500.0,163768.0,19.51,53544,-12400,-41853
2010-12-14,144000.0,147500.0,136560.0,19.92,-7762,-20508,32483
2010-12-15,147500.0,148500.0,163237.0,20.05,-34199,20796,18631
2010-12-16,147500.0,146500.0,101825.0,19.78,6033,-24515,13807
2010-12-17,147000.0,153500.0,317462.0,20.73,-59388,53947,-248
2010-12-20,151500.0,156000.0,238340.0,21.06,-27750,21028,7618
2010-12-21,157500.0,155000.0,166333.0,20.93,22169,-941,-26936
2010-12-22,153500.0,153000.0,108484.0,20.66,8406,1100,3185
2010-12-23,153500.0,154000.0,88292.0,20.79,-7691,8264,-1795
2010-12-24,153000.0,156500.0,119425.0,21.13,-35527,38802,-882
2010-12-27,157000.0,148500.0,267364.0,20.05,-19693,46610,-20995
