Symbol,LS_시가(원),LS_종가(원),LS_거래량(주),LS_PER(IFRS-연결),LS_순매수수량(개인)(주),LS_순매수수량(기관계)(주),LS_순매수수량(외국인계)(주)
2009-05-04,101000.0,100500.0,158693.0,,51742,-44111,-6671
2009-05-06,98600.0,97500.0,284141.0,,95078,-43064,-33342
2009-05-07,98600.0,96200.0,243527.0,,24435,-40674,21734
2009-05-08,96700.0,96000.0,130589.0,,15047,-4575,-8732
2009-05-11,96100.0,96400.0,129629.0,,37191,-38960,-1036
2009-05-12,96300.0,98900.0,131486.0,,-24372,28539,-1985
2009-05-13,100000.0,103500.0,222695.0,,-74784,76275,-8155
2009-05-14,101000.0,99800.0,148699.0,,19491,-24974,8444
2009-05-15,100500.0,99700.0,95549.0,,4395,-315,-6663
2009-05-18,101000.0,99700.0,76900.0,,-795,-7991,7803
2009-05-19,100500.0,102500.0,205485.0,,-19113,8117,14046
2009-05-20,103000.0,106000.0,214869.0,,-45612,23465,22791
2009-05-21,105500.0,108000.0,161814.0,,-61683,64154,1929
2009-05-22,106500.0,112000.0,338156.0,,-64165,50520,6589
2009-05-25,110500.0,112500.0,153382.0,,-4588,-13007,12069
2009-05-26,112500.0,112000.0,204920.0,,-11311,3306,126
2009-05-27,112500.0,104500.0,165984.0,,26771,-65227,39349
2009-05-28,105000.0,106000.0,201581.0,,8268,-33668,25751
2009-05-29,106000.0,100500.0,140681.0,,20236,-38134,13472
2009-06-01,101000.0,106000.0,116982.0,,11275,-21847,10309
2009-06-02,108000.0,109000.0,216497.0,,-24348,-12176,21633
2009-06-03,110000.0,111000.0,178596.0,,-32938,39101,-6474
2009-06-04,109000.0,99200.0,1084006.0,,173596,-591985,419674
2009-06-05,101000.0,95100.0,978893.0,,229239,-53988,-183606
2009-06-08,96000.0,93700.0,394960.0,,81164,-24442,-53365
2009-06-09,95100.0,94900.0,327869.0,,15510,11416,-36116
2009-06-10,96300.0,97500.0,200030.0,,-9837,24551,-13657
2009-06-11,97300.0,95100.0,274505.0,,78856,-100092,25122
2009-06-12,96500.0,96400.0,234075.0,,34976,-27537,-7988
2009-06-15,97000.0,96600.0,214982.0,,-13607,-34472,44390
2009-06-16,96100.0,96800.0,130630.0,,-29492,25820,4059
2009-06-17,96800.0,98400.0,186252.0,,-42074,49515,-9653
2009-06-18,98800.0,98400.0,171669.0,,-16030,34586,1829
2009-06-19,98000.0,97000.0,157461.0,,1995,2370,-4883
2009-06-22,96100.0,94700.0,465696.0,,-108,15777,-34231
2009-06-23,92200.0,91500.0,196875.0,,26634,-43288,26537
2009-06-24,91800.0,92100.0,151187.0,,-10671,-12874,29875
2009-06-25,92100.0,94400.0,145586.0,,-37455,3336,48438
2009-06-26,94400.0,93600.0,50273.0,,-477,-5456,5433
2009-06-29,94400.0,93500.0,133569.0,,-12686,-5106,22887
2009-06-30,93500.0,94200.0,168455.0,,-14891,15955,8214
2009-07-01,93500.0,91400.0,260707.0,,103694,-115871,31371
2009-07-02,91400.0,89000.0,253620.0,,72455,-93521,20248
2009-07-03,88100.0,91100.0,112293.0,,-27281,-5347,33578
2009-07-06,91800.0,91100.0,97922.0,,-590,7709,1207
2009-07-07,91100.0,94800.0,188821.0,,-51359,32204,18918
2009-07-08,94300.0,95400.0,99563.0,,-8577,13889,-6962
2009-07-09,95600.0,95000.0,103985.0,,-13151,-19096,33250
2009-07-10,95700.0,93400.0,214846.0,,28427,-17874,-3825
2009-07-13,92900.0,87300.0,252837.0,,75218,-112167,34017
2009-07-14,89000.0,81500.0,346375.0,,177268,-190716,25534
2009-07-15,82000.0,82500.0,208657.0,,19914,-55797,45874
2009-07-16,83500.0,84200.0,190652.0,,7018,-29396,23110
2009-07-17,84200.0,83900.0,188128.0,,22619,-47340,41105
2009-07-20,84700.0,88300.0,226152.0,,-75974,37725,29859
2009-07-21,89400.0,88400.0,404038.0,,81198,-37955,4017
2009-07-22,88400.0,88800.0,216525.0,,25602,-20735,-3498
2009-07-23,88900.0,90000.0,186990.0,,-37712,29333,20008
2009-07-24,90100.0,87700.0,167716.0,,74808,-74280,4701
2009-07-27,87900.0,87400.0,203408.0,,58814,-61158,14931
2009-07-28,87200.0,90200.0,257405.0,,-9759,-35621,41610
2009-07-29,90500.0,88900.0,163239.0,,45690,-35004,-11290
2009-07-30,89100.0,86000.0,265642.0,,70998,-82030,8127
2009-07-31,86700.0,85100.0,338463.0,,117057,-118702,1129
2009-08-03,86000.0,86100.0,435232.0,,162475,-157398,19153
2009-08-04,87300.0,90700.0,668613.0,,-148230,97646,12339
2009-08-05,90100.0,87100.0,474557.0,,169355,-135644,-10451
2009-08-06,88000.0,87600.0,242487.0,,29837,-37130,6757
2009-08-07,87600.0,91300.0,472617.0,,-40469,9319,28932
2009-08-10,91900.0,92200.0,245871.0,,-22726,20909,-7445
2009-08-11,91800.0,90500.0,293998.0,,102319,-80600,5287
2009-08-12,90400.0,90600.0,203068.0,,23702,-20605,-1400
2009-08-13,91000.0,94100.0,398413.0,,-18474,22484,1873
2009-08-14,94800.0,93600.0,222064.0,,24126,992,-19167
2009-08-17,92600.0,88000.0,344264.0,,133996,-156038,27279
2009-08-18,87200.0,88100.0,253583.0,,40086,-78312,44758
2009-08-19,88400.0,86300.0,234169.0,,93816,-99049,14720
2009-08-20,86200.0,87200.0,278335.0,,78027,-60457,5008
2009-08-21,87000.0,84600.0,325211.0,,144976,-119181,16532
2009-08-24,85600.0,85600.0,209619.0,,58038,-59590,-800
2009-08-25,85000.0,84700.0,197594.0,,51648,-56824,11383
2009-08-26,85000.0,87500.0,342734.0,,-1769,411,5913
2009-08-27,87500.0,86300.0,211698.0,,26317,-14648,-17602
2009-08-28,86600.0,85600.0,241941.0,,58402,-48985,5640
2009-08-31,85200.0,82600.0,340299.0,,107526,-92028,-8910
2009-09-01,82900.0,83500.0,189945.0,,-19661,-9462,34106
2009-09-02,82800.0,80800.0,259910.0,,56041,-62578,18116
2009-09-03,81300.0,80500.0,360387.0,,106000,-115635,13572
2009-09-04,81400.0,83000.0,212593.0,,-47423,45488,1237
2009-09-07,83500.0,80900.0,235151.0,,56824,-34405,-18303
2009-09-08,81300.0,85800.0,480692.0,,-111437,84053,19941
2009-09-09,88400.0,91900.0,1115842.0,,-634118,550979,76334
2009-09-10,93500.0,93500.0,800809.0,,-354751,202282,146368
2009-09-11,95000.0,93500.0,330022.0,,-39587,-21924,54537
2009-09-14,92800.0,91900.0,246777.0,,-15044,18626,-619
2009-09-15,92400.0,93500.0,274951.0,,-55980,59073,-4670
2009-09-16,94500.0,99000.0,528637.0,,-188550,107982,80192
2009-09-17,101000.0,99700.0,391103.0,,-46133,12114,52820
2009-09-18,99100.0,101000.0,338126.0,,-26181,-56522,74561
2009-09-21,99600.0,99500.0,184376.0,,-10509,11870,-515
2009-09-22,99500.0,99500.0,204302.0,,-11310,-37329,11013
2009-09-23,100000.0,98100.0,439692.0,,86176,-56963,-14733
2009-09-24,98600.0,96000.0,225506.0,,16059,-15790,1019
2009-09-25,95500.0,100500.0,342878.0,,-57195,52712,-7379
2009-09-28,102000.0,105500.0,745162.0,,-139521,156251,-32644
2009-09-29,107500.0,108000.0,420242.0,,-124759,129773,354
2009-09-30,107000.0,103000.0,326363.0,,-26934,86348,-51951
2009-10-01,104000.0,100500.0,322763.0,,17792,-21279,3940
2009-10-05,98000.0,99300.0,222927.0,,-10036,17969,-7336
2009-10-06,101000.0,95500.0,239817.0,,39638,-14079,-24634
2009-10-07,97000.0,97400.0,251781.0,,-59860,67914,-6644
2009-10-08,99000.0,105000.0,325386.0,,-87394,77773,8692
2009-10-09,106500.0,105500.0,312455.0,,-27899,63808,-19742
2009-10-12,107500.0,107000.0,184441.0,,-44407,34564,-3398
2009-10-13,106000.0,109000.0,173594.0,,-25573,24147,-2297
2009-10-14,109000.0,110500.0,196630.0,,-33507,33944,-161
2009-10-15,110500.0,109000.0,185572.0,,-14239,16355,9993
2009-10-16,109500.0,107000.0,212856.0,,3502,-14254,10904
2009-10-19,105500.0,107500.0,216336.0,,-189,23907,-17901
2009-10-20,108000.0,107000.0,166384.0,,13497,-14200,-3145
2009-10-21,105000.0,101000.0,416927.0,,65744,-57787,5425
2009-10-22,100000.0,100000.0,135771.0,,-6090,-8790,14149
2009-10-23,101500.0,101500.0,107758.0,,1286,-4041,-2303
2009-10-26,101000.0,103000.0,152416.0,,-3388,10626,-10565
2009-10-27,102500.0,100500.0,168184.0,,42835,-40842,-2142
2009-10-28,101000.0,99100.0,218413.0,,-9864,-42246,52783
2009-10-29,98500.0,98600.0,119709.0,,-16781,-4330,11659
2009-10-30,100000.0,98200.0,115022.0,,20415,5703,-28769
2009-11-02,95400.0,91300.0,256969.0,,96392,-111115,9064
2009-11-03,91500.0,91600.0,142734.0,,5171,-51496,51570
2009-11-04,93500.0,96600.0,187300.0,,-22100,27871,-6593
2009-11-05,97000.0,94900.0,84947.0,,21293,-11183,-4879
2009-11-06,97400.0,97000.0,85460.0,,-10441,13953,-3117
2009-11-09,97800.0,96700.0,60006.0,,-5011,5519,1506
2009-11-10,98600.0,99000.0,156720.0,,-26737,16807,462
2009-11-11,99500.0,98800.0,89590.0,,14348,-13014,-3447
2009-11-12,99200.0,96700.0,75341.0,,-1703,-5617,1070
2009-11-13,97500.0,98300.0,131216.0,,-20963,21227,2743
2009-11-16,98500.0,97100.0,133952.0,,44712,-38893,2653
2009-11-17,98400.0,99800.0,275004.0,,-47564,41153,-1666
2009-11-18,100500.0,102500.0,187087.0,,-55175,81043,-30496
2009-11-19,103000.0,102500.0,159303.0,,-42514,10346,17415
2009-11-20,102500.0,104500.0,114641.0,,-21663,23568,-12998
2009-11-23,104500.0,106000.0,113187.0,,-46857,45172,-3099
2009-11-24,107000.0,104000.0,100176.0,,-8449,12387,96
2009-11-25,104000.0,103500.0,120297.0,,22042,-7299,-2077
2009-11-26,103500.0,102500.0,86533.0,,15666,-9745,-4911
2009-11-27,100000.0,98000.0,149009.0,,-6464,-7127,17012
2009-11-30,98600.0,98200.0,127188.0,,23057,-21396,-1750
2009-12-01,97700.0,99400.0,86953.0,,1806,-4289,3673
2009-12-02,100000.0,102000.0,127031.0,,-34978,14087,22425
2009-12-03,102500.0,104000.0,95647.0,,-5384,553,3213
2009-12-04,103000.0,104500.0,96769.0,,-11388,-2411,17751
2009-12-07,103500.0,101000.0,215382.0,,93886,-114531,22142
2009-12-08,101000.0,100000.0,130910.0,,26072,-34380,17383
2009-12-09,99000.0,101000.0,104157.0,,18588,-24571,8261
2009-12-10,100500.0,103000.0,241210.0,,1613,-7863,4701
2009-12-11,103000.0,106000.0,191983.0,,-87919,21337,62922
2009-12-14,106500.0,105500.0,127906.0,,-4791,-29253,34254
2009-12-15,106000.0,105500.0,130698.0,,-5940,-26332,35517
2009-12-16,106000.0,108500.0,215114.0,,-60595,73765,-2562
2009-12-17,107500.0,106000.0,92141.0,,-8948,10437,-6089
2009-12-18,104000.0,110000.0,164882.0,,-41979,80985,-38070
2009-12-21,109000.0,108500.0,163986.0,,4946,23422,-33212
2009-12-22,109000.0,107000.0,91469.0,,9770,-18536,8281
2009-12-23,107000.0,108500.0,136376.0,,-754,-9753,14142
2009-12-24,108000.0,109000.0,128414.0,,-26597,18181,13827
2009-12-28,108500.0,115500.0,364772.0,,-122103,158204,-25325
2009-12-29,115500.0,114500.0,118347.0,,8399,10393,-13476
2009-12-30,114500.0,116000.0,171980.0,,-29757,3365,33317
2010-01-04,115500.0,115000.0,130064.0,17.23,22840,-32777,5314
2010-01-05,115000.0,112500.0,161609.0,16.86,11592,-16092,6170
2010-01-06,113000.0,113500.0,175334.0,17.01,20315,-57791,38401
2010-01-07,114500.0,114000.0,147194.0,17.08,-43071,5551,34600
2010-01-08,114000.0,112500.0,95167.0,16.86,-814,-5295,-1278
2010-01-11,112000.0,111000.0,106626.0,16.63,9853,-8530,48
2010-01-12,110500.0,106000.0,309510.0,15.88,104642,-128659,25170
2010-01-13,105000.0,104000.0,164429.0,15.58,33997,-23918,-5363
2010-01-14,105000.0,105500.0,292066.0,15.81,58263,14843,-56885
2010-01-15,106500.0,104000.0,291006.0,15.58,83061,-55503,-26615
2010-01-18,103000.0,104000.0,191703.0,15.58,57457,-44828,-13012
2010-01-19,105000.0,104500.0,149491.0,15.66,29222,-26277,1318
2010-01-20,105000.0,105500.0,200329.0,15.81,9261,-17368,-2127
2010-01-21,104000.0,104500.0,138847.0,15.66,21858,-16117,-1714
2010-01-22,103000.0,101000.0,189197.0,15.14,54584,-40643,-12372
2010-01-25,99900.0,100500.0,122553.0,15.06,23720,-24266,4118
2010-01-26,102500.0,99100.0,134582.0,14.85,2309,-8534,6152
2010-01-27,99100.0,96700.0,144402.0,14.49,22318,-37102,15198
2010-01-28,97400.0,98000.0,138767.0,14.69,40672,-33660,1787
2010-01-29,97400.0,95700.0,119394.0,14.34,-392,-21404,19521
2010-02-01,94800.0,91000.0,250785.0,13.64,106704,-138448,34593
2010-02-02,92100.0,91000.0,167602.0,13.64,12053,-21501,16171
2010-02-03,92500.0,94800.0,171746.0,14.21,-2860,29751,-21925
2010-02-04,94000.0,95700.0,144620.0,14.34,-7691,23247,-7738
2010-02-05,92200.0,92700.0,152359.0,13.89,-7865,39356,-29798
2010-02-08,92400.0,88300.0,273907.0,13.23,85795,-119476,46428
2010-02-09,87000.0,89900.0,158801.0,13.47,12632,-11024,534
2010-02-10,90300.0,90500.0,110556.0,13.56,20950,-14339,-3491
2010-02-11,90000.0,92700.0,171091.0,13.89,-9086,36343,-28023
2010-02-12,92200.0,91700.0,138015.0,13.74,27744,-66244,37800
2010-02-16,91700.0,90500.0,72284.0,13.56,27725,-19173,-9298
2010-02-17,91600.0,92700.0,148263.0,13.89,-6071,4322,-4492
2010-02-18,92900.0,92500.0,117598.0,13.86,7161,17151,-19726
2010-02-19,91200.0,90600.0,115065.0,13.58,8793,2791,-10832
2010-02-22,91200.0,91100.0,131470.0,13.65,35643,-28135,-11908
2010-02-23,91500.0,94100.0,232402.0,14.1,-69211,74262,-9895
2010-02-24,94000.0,94500.0,123270.0,14.16,-5043,-4329,7528
2010-02-25,94300.0,93400.0,77931.0,14.0,-17172,21666,-9327
2010-02-26,93400.0,93800.0,65573.0,14.06,645,194,644
2010-03-02,95800.0,95500.0,155928.0,14.31,-38693,21039,16419
2010-03-03,95300.0,95300.0,46990.0,14.28,-13279,-2231,20104
2010-03-04,95900.0,93200.0,199717.0,13.97,34664,-48572,20631
2010-03-05,93200.0,94700.0,78754.0,14.19,-12284,7170,5411
2010-03-08,95600.0,96300.0,136320.0,14.43,-2525,15459,-7472
2010-03-09,96000.0,94200.0,128705.0,14.12,38413,-39835,-3168
2010-03-10,94300.0,95700.0,84749.0,14.34,-28387,14332,14367
2010-03-11,95300.0,94300.0,66616.0,14.13,1753,5012,-6238
2010-03-12,94100.0,94800.0,52784.0,14.21,-8433,3641,4211
2010-03-15,95000.0,94700.0,91077.0,14.19,8295,-4772,-1163
2010-03-16,95100.0,92300.0,176930.0,13.83,60817,-80849,21116
2010-03-17,93000.0,93000.0,152513.0,13.94,15069,-48118,34589
2010-03-18,92100.0,92800.0,87616.0,13.91,9926,-17916,11882
2010-03-19,92900.0,93700.0,123799.0,14.04,9089,-38786,28612
2010-03-22,93700.0,93000.0,77522.0,13.94,10717,-13812,10640
2010-03-23,93200.0,92900.0,116987.0,13.92,31346,-10274,-17108
2010-03-24,93400.0,93000.0,108017.0,13.94,31428,-24762,-6825
2010-03-25,92800.0,97000.0,483714.0,14.54,-4844,78555,-82576
2010-03-26,97300.0,99100.0,472797.0,14.85,-100406,132677,-36105
2010-03-29,98000.0,98600.0,148116.0,14.78,-43358,47020,3652
2010-03-30,100000.0,99200.0,223202.0,14.87,-47837,54637,-9890
2010-03-31,100500.0,98800.0,171854.0,14.81,17809,-8994,-7093
2010-04-01,98600.0,100500.0,211891.0,15.06,-20175,13115,2120
2010-04-02,100000.0,99000.0,247080.0,14.84,51880,-64513,16505
2010-04-05,98500.0,99100.0,228066.0,14.85,48059,-46986,-7478
2010-04-06,100500.0,103000.0,464383.0,15.44,-22282,36979,-11835
2010-04-07,103000.0,102500.0,186211.0,15.36,-21040,29106,-351
2010-04-08,102500.0,104500.0,205745.0,15.66,-10696,22206,-7695
2010-04-09,106000.0,103500.0,177599.0,15.51,-46237,13511,29190
2010-04-12,104500.0,102000.0,127303.0,15.29,-14040,12851,-4793
2010-04-13,102000.0,102000.0,153861.0,15.29,7444,-9703,3694
2010-04-14,101500.0,100000.0,174567.0,14.99,63726,-79436,16071
2010-04-15,100500.0,100500.0,140690.0,15.06,8226,-12971,13527
2010-04-16,100000.0,97700.0,730116.0,14.64,60989,-548475,492577
2010-04-19,96500.0,93300.0,402492.0,13.98,166067,-148018,-20078
2010-04-20,94300.0,93900.0,306440.0,14.07,74815,9331,-79092
2010-04-21,94900.0,96200.0,213072.0,14.42,8864,49455,-55485
2010-04-22,95900.0,93600.0,256463.0,14.03,127947,-66681,-51545
2010-04-23,94300.0,93600.0,258214.0,14.03,57403,-39305,-12406
2010-04-26,93800.0,93900.0,181540.0,14.07,34557,-9895,-18687
2010-04-27,93600.0,92000.0,373624.0,13.79,208524,-124384,-72341
2010-04-28,90200.0,89200.0,312348.0,13.37,115206,-99408,-8862
2010-04-29,89600.0,89100.0,163526.0,13.35,35593,-37288,4355
2010-04-30,89600.0,91200.0,171096.0,13.67,-12823,-1691,13217
2010-05-03,91200.0,90700.0,155164.0,13.59,13582,-15324,-5038
2010-05-04,90400.0,90300.0,467909.0,13.53,147751,-114039,-20595
2010-05-06,87600.0,88700.0,274817.0,13.29,73320,-45614,-35785
2010-05-07,86500.0,88100.0,264213.0,13.2,-6912,43372,-51517
2010-05-10,88600.0,89300.0,247155.0,13.38,58079,-65277,9604
2010-05-11,90300.0,87200.0,304675.0,13.07,78767,-101200,20822
2010-05-12,87700.0,89500.0,191750.0,13.41,-61865,32487,20707
2010-05-13,90900.0,93000.0,340339.0,13.94,-42584,43433,-6037
2010-05-14,92400.0,92500.0,199404.0,13.86,18865,42697,-57472
2010-05-17,91700.0,89800.0,194690.0,13.46,3638,-4287,-607
2010-05-18,90300.0,87600.0,117087.0,13.13,-1877,-6966,8142
2010-05-19,86600.0,84400.0,247417.0,12.65,40850,-27284,6331
2010-05-20,83800.0,81800.0,270439.0,12.26,-7565,-20662,19942
2010-05-24,80100.0,81000.0,174915.0,12.14,15996,-24127,12898
2010-05-25,80400.0,78500.0,348840.0,11.76,40318,-33357,-5196
2010-05-26,77900.0,75400.0,428653.0,11.3,151682,-156785,-284
2010-05-27,75200.0,78300.0,356803.0,11.73,1113,-10106,6681
2010-05-28,79000.0,78900.0,206196.0,11.82,-17305,17510,-3987
2010-05-31,78800.0,80500.0,170346.0,12.06,-5982,-3253,8529
2010-06-01,80700.0,80500.0,159599.0,12.06,5667,17241,-19938
2010-06-03,81400.0,81500.0,134612.0,12.21,4550,-17818,15819
2010-06-04,81600.0,81100.0,137645.0,12.15,14073,-11730,-495
2010-06-07,78700.0,77900.0,121274.0,11.67,5274,-7585,-283
2010-06-08,77500.0,79000.0,426853.0,11.84,15689,-314063,298364
2010-06-09,79800.0,79800.0,213337.0,11.96,66491,-28032,-22410
2010-06-10,80600.0,81300.0,227934.0,12.18,6965,21633,-31116
2010-06-11,82200.0,82900.0,159820.0,12.42,-14168,36191,-24772
2010-06-14,83000.0,84300.0,216143.0,12.63,-3718,27610,-43261
2010-06-15,84300.0,83000.0,167839.0,12.44,10231,-6963,-2745
2010-06-16,83700.0,82700.0,255431.0,12.39,33037,60877,-96300
2010-06-17,82500.0,82400.0,255690.0,12.35,25693,57065,-93536
2010-06-18,82700.0,83700.0,227988.0,12.54,22026,62291,-93914
2010-06-21,85000.0,81500.0,791781.0,12.21,-850,136011,-125914
2010-06-22,81400.0,84000.0,378663.0,12.59,-49286,132855,-92819
2010-06-23,84000.0,87600.0,525502.0,13.13,-60008,110202,-54247
2010-06-24,88500.0,90000.0,352280.0,13.49,-104864,133210,-16860
2010-06-25,89000.0,88700.0,224524.0,13.29,12577,-9209,-4961
2010-06-28,89000.0,91100.0,269550.0,13.65,-96560,52676,25613
2010-06-29,91300.0,89600.0,232496.0,13.43,-32643,15799,7506
2010-06-30,87200.0,88400.0,253417.0,13.25,15127,8695,-32167
2010-07-01,87400.0,92900.0,495321.0,13.92,-163130,161172,-30854
2010-07-02,93000.0,92700.0,371679.0,13.89,-129751,126200,-29668
2010-07-05,93700.0,94100.0,196548.0,14.1,-66313,26975,29695
2010-07-06,94400.0,93500.0,183595.0,14.01,-10443,-11895,23790
2010-07-07,93600.0,92100.0,85890.0,13.8,827,11143,-11464
2010-07-08,92900.0,94300.0,215982.0,14.13,-70483,81595,2746
2010-07-09,94500.0,95100.0,156068.0,14.25,-27853,22346,3165
2010-07-12,95200.0,94500.0,156056.0,14.16,4683,-18264,14543
2010-07-13,94100.0,98500.0,433303.0,14.76,-186161,144822,20730
2010-07-14,99000.0,98300.0,229070.0,14.73,-38699,27561,-419
2010-07-15,98300.0,96500.0,191238.0,14.46,24915,-69758,40640
2010-07-16,96200.0,97500.0,191658.0,14.61,-35882,36834,-1378
2010-07-19,97000.0,97900.0,94116.0,14.67,-37912,32084,9075
2010-07-20,98000.0,98500.0,91962.0,14.76,-9845,13642,-416
2010-07-21,98900.0,97600.0,137458.0,14.63,-8642,23584,-20155
2010-07-22,97000.0,97400.0,114905.0,14.6,-20050,1386,9481
2010-07-23,98900.0,98700.0,153061.0,14.79,-5752,-2021,3294
2010-07-26,99500.0,100000.0,256026.0,14.99,-13986,26709,-11158
2010-07-27,100500.0,98600.0,127474.0,14.78,2364,-2882,-8842
2010-07-28,98600.0,100000.0,183966.0,14.99,-65898,-12572,75524
2010-07-29,100000.0,98700.0,119750.0,14.79,294,8,748
2010-07-30,98200.0,95800.0,123750.0,14.36,4186,-5680,903
2010-08-02,95700.0,98800.0,135246.0,14.81,-23990,7656,13736
2010-08-03,98800.0,95000.0,305475.0,14.24,73741,-112267,37092
2010-08-04,96600.0,96900.0,148907.0,14.52,-33112,24921,5421
2010-08-05,97600.0,98800.0,181989.0,14.81,-23292,28248,-11915
2010-08-06,99000.0,101000.0,284863.0,15.14,-73586,98127,-20873
2010-08-09,101500.0,104000.0,425524.0,15.58,-157265,176466,-38228
2010-08-10,104500.0,104000.0,346760.0,15.58,-72277,93953,-29641
2010-08-11,104000.0,106500.0,343299.0,15.96,-114162,126773,-11468
2010-08-12,103500.0,103000.0,267274.0,15.44,8244,19845,-25017
2010-08-13,104000.0,103000.0,218216.0,15.44,29429,49286,-66025
2010-08-16,104000.0,105000.0,191904.0,15.73,-18810,36810,-19251
2010-08-17,107500.0,109500.0,511317.0,16.41,-65967,81438,-56802
2010-08-18,109000.0,110500.0,275300.0,16.56,-72454,79267,1962
2010-08-19,110000.0,109500.0,153968.0,16.41,-12663,12991,-4812
2010-08-20,108500.0,110000.0,113360.0,16.48,-6186,26366,-23947
2010-08-23,111500.0,114500.0,168266.0,17.16,-77424,66500,-235
2010-08-24,114500.0,111000.0,143262.0,16.63,-20672,29765,-6126
2010-08-25,109500.0,107500.0,111321.0,16.11,-9950,-169,11372
2010-08-26,108500.0,110500.0,206263.0,16.56,-41057,39118,11329
2010-08-27,109500.0,110000.0,216858.0,16.48,-33488,43927,-4433
2010-08-30,113000.0,112500.0,135917.0,16.86,-24299,18004,-373
2010-08-31,112000.0,117500.0,206762.0,17.61,-52282,60066,-9304
2010-09-01,119000.0,116500.0,314210.0,17.46,42150,-12708,-37054
2010-09-02,117000.0,115500.0,277282.0,17.31,38317,-2267,-32549
2010-09-03,116500.0,110000.0,569261.0,16.48,54783,-53561,18185
2010-09-06,111500.0,114500.0,392793.0,17.16,-2013,-46153,35731
2010-09-07,113500.0,112500.0,272222.0,16.86,7482,-1049,9307
2010-09-08,112500.0,115000.0,343196.0,17.23,-50789,66792,5582
2010-09-09,116500.0,119000.0,299486.0,17.83,-25080,28654,-13290
2010-09-10,119000.0,121000.0,210708.0,18.13,-74990,92951,-15303
2010-09-13,120500.0,120500.0,185598.0,18.06,9106,-1403,-2647
2010-09-14,119500.0,119500.0,165743.0,17.91,-5590,13970,-12971
2010-09-15,119000.0,120500.0,262475.0,18.06,7036,4441,-14013
2010-09-16,119000.0,116000.0,199972.0,17.38,33367,-34843,13460
2010-09-17,117000.0,117500.0,111108.0,17.61,-5178,-33641,39836
2010-09-20,117500.0,116500.0,123682.0,17.46,-3914,2486,7033
2010-09-24,117500.0,116000.0,135238.0,17.38,25586,-34170,15020
2010-09-27,116500.0,121000.0,285380.0,18.13,37875,-51762,14890
2010-09-28,120500.0,122000.0,141456.0,18.28,-13898,20120,-7502
2010-09-29,121500.0,122000.0,166467.0,18.28,-42724,55512,-11441
2010-09-30,120500.0,117000.0,464662.0,17.53,94414,-62208,-21763
2010-10-01,116000.0,114500.0,436657.0,17.16,32666,-44603,5668
2010-10-04,113000.0,112000.0,301878.0,16.78,85541,-88514,10893
2010-10-05,111500.0,109500.0,435039.0,16.41,-16663,-771,16939
2010-10-06,111000.0,111500.0,370413.0,16.71,-82569,44410,43216
2010-10-07,113000.0,114000.0,325218.0,17.08,-50145,34911,-7232
2010-10-08,114000.0,114000.0,185019.0,17.08,-16899,8443,9890
2010-10-11,114000.0,113000.0,246639.0,16.93,-40935,-46179,86298
2010-10-12,113000.0,108000.0,304409.0,16.18,25644,-21949,7160
2010-10-13,108500.0,108500.0,344039.0,16.26,38681,-58274,28323
2010-10-14,109000.0,113500.0,190529.0,17.01,-46913,47930,580
2010-10-15,113000.0,114000.0,108865.0,17.08,-13870,17202,-6620
2010-10-18,115000.0,108000.0,246564.0,16.18,85158,-78029,-6232
2010-10-19,108500.0,107000.0,165691.0,16.03,37540,-20821,-1933
2010-10-20,105500.0,107500.0,142594.0,16.11,-9463,-14148,22370
2010-10-21,107500.0,107500.0,168213.0,16.11,20992,-18602,-1595
2010-10-22,107000.0,108000.0,161717.0,16.18,4578,-1550,5285
2010-10-25,108500.0,110000.0,155153.0,16.48,-2581,3552,-3340
2010-10-26,111000.0,114500.0,374900.0,17.16,-67752,57410,18042
2010-10-27,115000.0,115000.0,262271.0,17.23,16679,-25693,5270
2010-10-28,115000.0,115000.0,195326.0,17.23,-3542,4979,731
2010-10-29,115500.0,114000.0,177206.0,17.08,-6942,-11048,8238
2010-11-01,113500.0,116000.0,162919.0,17.38,-25658,25850,-5677
2010-11-02,116000.0,118000.0,279139.0,17.68,-23146,21792,9346
2010-11-03,116500.0,115500.0,401500.0,17.31,-28143,33070,-3984
2010-11-04,116000.0,114500.0,134440.0,17.16,791,-8398,8249
2010-11-05,116000.0,116000.0,133848.0,17.38,-27721,-2872,20446
2010-11-08,116500.0,110500.0,203283.0,16.56,42579,-12290,-23516
2010-11-09,111000.0,112000.0,255070.0,16.78,28985,-24385,8613
2010-11-10,111500.0,109500.0,165243.0,16.41,46995,-43892,2741
2010-11-11,109500.0,107000.0,181151.0,16.03,29752,-7776,-29280
2010-11-12,109000.0,104000.0,167501.0,15.58,25235,-32759,13644
2010-11-15,105500.0,101000.0,243174.0,15.14,82225,-73882,-10297
2010-11-16,101500.0,98200.0,179833.0,14.72,54928,-61662,24499
2010-11-17,97100.0,99000.0,182587.0,14.84,81168,-86948,12535
2010-11-18,99100.0,102000.0,167998.0,15.29,-7914,11405,-13824
2010-11-19,103000.0,107000.0,294283.0,16.03,-128450,40385,96134
2010-11-22,106500.0,106000.0,184828.0,15.88,18380,-3662,-21994
2010-11-23,107000.0,106500.0,523005.0,15.96,13852,-396739,384382
2010-11-24,103000.0,102500.0,404372.0,15.36,152289,44858,-202637
2010-11-25,102500.0,101000.0,291560.0,15.14,66954,33552,-95579
