Symbol,LS_시가(원),LS_종가(원),LS_거래량(주),LS_PER(IFRS-연결),LS_순매수수량(개인)(주),LS_순매수수량(기관계)(주),LS_순매수수량(외국인계)(주)
2010-11-26,103000.0,100500.0,238232.0,15.06,30286,22631,-64502
2010-11-29,100000.0,98700.0,180917.0,14.79,40685,2406,-44456
2010-11-30,98200.0,101000.0,149395.0,15.14,-12056,3855,15439
2010-12-01,101000.0,105000.0,207903.0,15.73,-86141,59484,28203
2010-12-02,106000.0,104000.0,209238.0,15.58,9446,-15057,-22612
2010-12-03,104000.0,102500.0,216692.0,15.36,55887,-37390,-12312
2010-12-06,102500.0,101000.0,240851.0,15.14,94602,-104545,21780
2010-12-07,101000.0,100000.0,181833.0,14.99,55556,-51363,154
2010-12-08,99900.0,100000.0,258822.0,14.99,46508,-28941,-12720
2010-12-09,100500.0,102500.0,229073.0,15.36,-17955,-7109,19761
2010-12-10,102000.0,102000.0,201823.0,15.29,25954,-47020,2763
2010-12-13,103000.0,106500.0,584923.0,15.96,-44369,44056,-8879
2010-12-14,107500.0,105500.0,484604.0,15.81,13587,-27509,10225
2010-12-15,104500.0,107500.0,228989.0,16.11,22705,-30841,-2395
2010-12-16,106500.0,104000.0,235487.0,15.58,73695,-56202,5
2010-12-17,104500.0,105500.0,263568.0,15.81,-16677,-27639,13356
2010-12-20,103500.0,102500.0,178713.0,15.36,11916,-13720,14050
2010-12-21,103500.0,105000.0,284092.0,15.73,28944,-27499,8520
2010-12-22,105000.0,103000.0,235370.0,15.44,61782,-61812,13722
2010-12-23,104500.0,101000.0,240801.0,15.14,114867,-124957,12433
2010-12-24,101000.0,101500.0,137156.0,15.21,20315,-27228,10859
2010-12-27,101000.0,103000.0,186792.0,15.44,16458,-13018,3479
2010-12-28,102500.0,102500.0,147028.0,15.36,-8247,10516,-5161
2010-12-29,102500.0,106500.0,415751.0,15.96,5804,-20590,21891
2010-12-30,106500.0,106500.0,209206.0,15.96,-29856,28721,-10494
2011-01-03,107500.0,112000.0,447503.0,14.7,-149937,93408,41503
2011-01-04,112500.0,114000.0,371472.0,14.96,-123499,127244,5144
2011-01-05,114000.0,116000.0,446389.0,15.23,-94041,42612,41321
2011-01-06,116500.0,116000.0,388516.0,15.23,18165,-39755,13117
2011-01-07,115000.0,116000.0,228947.0,15.23,-11519,4415,-2573
2011-01-10,115000.0,117500.0,345677.0,15.42,22241,-17110,6125
2011-01-11,116500.0,119000.0,351028.0,15.62,-98122,127650,-18180
2011-01-12,118500.0,118500.0,294833.0,15.55,-33332,31712,-2019
2011-01-13,117500.0,114500.0,435596.0,15.03,34261,21452,-46720
2011-01-14,114000.0,114500.0,193928.0,15.03,-23999,-4425,22299
2011-01-17,114500.0,113000.0,258323.0,14.83,48686,-43983,1342
2011-01-18,112500.0,115000.0,304456.0,15.09,-41607,36534,1526
2011-01-19,115500.0,114000.0,401753.0,14.96,70903,-45894,-11309
2011-01-20,113500.0,110000.0,339267.0,14.44,99152,-69974,-13833
2011-01-21,110000.0,104500.0,751813.0,13.72,55555,-59767,53911
2011-01-24,105000.0,107000.0,364807.0,14.04,-79888,56828,31209
2011-01-25,108000.0,106000.0,251539.0,13.91,53113,-55221,-13600
2011-01-26,106000.0,105000.0,279554.0,13.78,77158,-99719,16125
2011-01-27,106000.0,107000.0,410991.0,14.04,19341,-26173,28555
2011-01-28,107000.0,107000.0,277426.0,14.04,-1531,14157,-9942
2011-01-31,104500.0,102500.0,249299.0,13.45,-10701,19541,-10935
2011-02-01,103500.0,100500.0,306799.0,13.19,91784,-55617,-28428
2011-02-07,102000.0,104500.0,192666.0,13.72,-23330,13698,3313
2011-02-08,105500.0,104500.0,258608.0,13.72,-19757,36306,-14631
2011-02-09,104000.0,103000.0,146486.0,13.52,411,32746,-32857
2011-02-10,102500.0,100500.0,142172.0,13.19,17797,20833,-43250
2011-02-11,102000.0,102000.0,214528.0,13.39,-62346,59841,-8601
2011-02-14,103500.0,103500.0,174156.0,13.59,18866,19593,-48123
2011-02-15,104000.0,102000.0,165229.0,13.39,18555,-16542,-4648
2011-02-16,101500.0,98300.0,401934.0,12.9,40955,-26459,-20581
2011-02-17,98300.0,93000.0,529992.0,12.21,70396,-3745,-81543
2011-02-18,93000.0,95100.0,310142.0,12.48,40512,-38264,760
2011-02-21,95100.0,95300.0,158916.0,12.51,7209,20751,-22386
2011-02-22,94400.0,94000.0,197919.0,12.34,-4282,-2788,5744
2011-02-23,93700.0,92000.0,155409.0,12.08,16172,-25886,-57
2011-02-24,91400.0,91600.0,125995.0,12.02,-9111,-8692,10122
2011-02-25,91200.0,93800.0,111064.0,12.31,-6149,7540,9683
2011-02-28,93800.0,92000.0,146465.0,12.08,14396,-16184,3573
2011-03-02,91100.0,92400.0,115928.0,12.13,-14364,30526,-18191
2011-03-03,93500.0,96200.0,164141.0,12.63,-27372,6263,19009
2011-03-04,97000.0,98000.0,153912.0,12.86,-25235,20222,-555
2011-03-07,97400.0,95200.0,139350.0,12.5,30735,-12952,-10475
2011-03-08,94700.0,97800.0,159924.0,12.84,-40423,34853,-3987
2011-03-09,97500.0,97500.0,153875.0,12.8,16826,4967,-21360
2011-03-10,97500.0,97500.0,108374.0,12.8,-9855,36728,-34389
2011-03-11,96300.0,98600.0,164088.0,12.94,-52710,54021,-15771
2011-03-14,98800.0,97400.0,135216.0,12.78,15724,-5568,-16836
2011-03-15,96100.0,96400.0,187227.0,12.65,-31946,75741,-41829
2011-03-16,97500.0,97400.0,136195.0,12.78,-17766,8694,-5646
2011-03-17,96300.0,96100.0,116964.0,12.61,-9468,10200,-2681
2011-03-18,96400.0,99000.0,179588.0,12.99,-25478,1482,10333
2011-03-21,99100.0,100500.0,168479.0,13.19,29306,-41414,1521
2011-03-22,101000.0,101500.0,175217.0,13.32,-19357,4070,2103
2011-03-23,101500.0,101500.0,161930.0,13.32,-46852,28293,7767
2011-03-24,103000.0,104000.0,180550.0,13.65,-12853,21815,-7507
2011-03-25,104500.0,103500.0,192181.0,13.59,-22254,16046,5490
2011-03-28,104000.0,102500.0,128358.0,13.45,-25756,48229,-6451
2011-03-29,103000.0,108500.0,501929.0,14.24,-80827,110651,-35688
2011-03-30,108500.0,110500.0,260461.0,14.5,-95291,97454,1565
2011-03-31,112000.0,110000.0,214591.0,14.44,4010,14994,-3941
2011-04-01,109500.0,111500.0,258114.0,14.64,-34664,18874,13266
2011-04-04,111000.0,111000.0,193538.0,14.57,-19630,-19054,27435
2011-04-05,110500.0,112000.0,197922.0,14.7,-17925,-6840,18520
2011-04-06,111000.0,111000.0,187686.0,14.57,-31610,35267,-402
2011-04-07,112000.0,112500.0,234121.0,14.77,-75269,71033,1644
2011-04-08,113500.0,111000.0,344698.0,14.57,-57607,27469,15937
2011-04-11,111500.0,113000.0,279564.0,14.83,44521,-37729,-1829
2011-04-12,112500.0,112000.0,193494.0,14.7,-24447,41044,-11271
2011-04-13,111500.0,111500.0,127130.0,14.64,-16080,58137,-38417
2011-04-14,111500.0,114000.0,229133.0,14.96,2790,-15370,6827
2011-04-15,113000.0,115000.0,337395.0,15.09,-54304,85522,-17349
2011-04-18,116000.0,116000.0,238200.0,15.23,19811,14420,-24276
2011-04-19,115000.0,111500.0,242843.0,14.64,-10665,28088,-23747
2011-04-20,112500.0,112500.0,250154.0,14.77,-13562,-26581,26635
2011-04-21,114000.0,117000.0,385955.0,15.36,713,-31483,60731
2011-04-22,118000.0,122500.0,566783.0,16.08,-64769,93854,-58483
2011-04-25,124500.0,122000.0,325581.0,16.01,-22436,67312,-33954
2011-04-26,123500.0,125000.0,533486.0,16.41,-78617,-26072,97971
2011-04-27,127500.0,119500.0,378655.0,15.69,-754,-42547,55528
2011-04-28,120000.0,120000.0,272367.0,15.75,-39196,-28764,65172
2011-04-29,121000.0,118500.0,234954.0,15.55,-35556,-35164,82714
2011-05-02,118500.0,120500.0,195613.0,15.82,7276,-78454,61185
2011-05-03,120500.0,118500.0,228610.0,15.55,-42387,-10160,54868
2011-05-04,117500.0,116500.0,138352.0,15.29,10778,-36827,35428
2011-05-06,114000.0,112500.0,273794.0,14.77,15623,-20277,15514
2011-05-09,113000.0,110500.0,188379.0,14.5,58793,-77206,17376
2011-05-11,112000.0,110500.0,233457.0,14.5,40428,-9618,-19074
2011-05-12,109000.0,109000.0,207821.0,14.31,6502,-7204,2321
2011-05-13,110000.0,111000.0,183968.0,14.57,2774,4546,627
2011-05-16,110500.0,107500.0,145682.0,14.11,51019,5669,-55375
2011-05-17,108000.0,110500.0,176568.0,14.5,-5197,-1490,8094
2011-05-18,111000.0,110500.0,155969.0,14.5,16979,1173,-17926
2011-05-19,110500.0,109000.0,140673.0,14.31,-14526,34817,-16640
2011-05-20,110000.0,111500.0,116426.0,14.64,-21058,23249,-2987
2011-05-23,111500.0,109000.0,185358.0,14.31,-18762,25081,-14663
2011-05-24,109000.0,109000.0,119989.0,14.31,-7957,29841,-17134
2011-05-25,109000.0,106000.0,211378.0,13.91,-9467,57569,-49413
2011-05-26,106500.0,109000.0,162345.0,14.31,-7651,43699,-36555
2011-05-27,109000.0,108500.0,241500.0,14.24,20654,1932,-9966
2011-05-30,109000.0,109500.0,164336.0,14.37,27543,-21067,-5420
2011-05-31,110000.0,113000.0,241308.0,14.83,-69393,58274,-8245
2011-06-01,112500.0,114500.0,189317.0,15.03,-47292,53346,-4213
2011-06-02,112500.0,113500.0,140822.0,14.9,-40122,57828,-10093
2011-06-03,115000.0,114500.0,153842.0,15.03,-14003,10529,-2254
2011-06-07,113000.0,112000.0,162095.0,14.7,13160,-19480,3082
2011-06-08,111500.0,109000.0,168755.0,14.31,9982,-21571,20876
2011-06-09,109000.0,110000.0,101414.0,14.44,3421,9635,-5796
2011-06-10,110500.0,108000.0,118520.0,14.18,4914,13529,-13475
2011-06-13,107000.0,105500.0,169465.0,13.85,-14004,-25444,27435
2011-06-14,105500.0,105500.0,262257.0,13.85,8,-40837,35770
2011-06-15,106000.0,102500.0,300470.0,13.45,44360,-67259,31391
2011-06-16,100000.0,102000.0,135153.0,13.39,-13157,-15832,32620
2011-06-17,102000.0,103000.0,158062.0,13.52,-41359,27925,4660
2011-06-20,103500.0,105500.0,232999.0,13.85,-46037,79950,-43409
2011-06-21,107000.0,105000.0,103057.0,13.78,1219,14744,-20470
2011-06-22,106000.0,106000.0,144383.0,13.91,11991,-26340,1555
2011-06-23,105500.0,104500.0,55328.0,13.72,5084,-3552,1142
2011-06-24,104500.0,108500.0,176515.0,14.24,-33440,23838,4633
2011-06-27,108000.0,109500.0,91462.0,14.37,-14654,25472,31
2011-06-28,111000.0,108500.0,170574.0,14.24,4921,19851,-32760
2011-06-29,110000.0,108000.0,170368.0,14.18,15034,-11675,-3690
2011-06-30,108500.0,110000.0,140620.0,14.44,-13895,18930,-7559
2011-07-01,111500.0,111000.0,145727.0,14.57,5978,-13236,6605
2011-07-04,113000.0,111500.0,92339.0,14.64,10675,-17370,2443
2011-07-05,111000.0,113500.0,164287.0,14.9,-2068,22961,-5553
2011-07-06,114500.0,113500.0,137219.0,14.9,-17149,17731,3150
2011-07-07,113500.0,114000.0,178774.0,14.96,-7084,-7545,-9170
2011-07-08,115000.0,114000.0,136050.0,14.96,-9828,1320,11532
2011-07-11,113500.0,112000.0,115118.0,14.7,6416,-12871,8481
2011-07-12,110000.0,110500.0,164079.0,14.5,-27585,30605,2474
2011-07-13,110000.0,113500.0,154068.0,14.9,322,-13047,-15621
2011-07-14,113000.0,112000.0,185645.0,14.7,16500,-5712,5829
2011-07-15,111500.0,116000.0,235588.0,15.23,8600,2121,-13849
2011-07-18,116500.0,116000.0,259211.0,15.23,-22935,19489,-7878
2011-07-19,116000.0,119500.0,498485.0,15.69,-36922,12567,2370
2011-07-20,121000.0,121000.0,293772.0,15.88,-46381,20468,-2187
2011-07-21,121500.0,121500.0,136266.0,15.95,-15184,46200,-32685
2011-07-22,122500.0,120500.0,137517.0,15.82,-18607,3837,11220
2011-07-25,119500.0,119500.0,104436.0,15.69,-27574,23446,14830
2011-07-26,120500.0,119000.0,131000.0,15.62,1985,-20988,17884
2011-07-27,119000.0,117000.0,176564.0,15.36,54899,-60492,16433
2011-07-28,115000.0,116000.0,138677.0,15.23,6482,-18501,21998
2011-07-29,116500.0,109500.0,353296.0,14.37,83263,-104191,37690
2011-08-01,111000.0,112500.0,213254.0,14.77,-13955,-13402,25464
2011-08-02,111500.0,109000.0,185756.0,14.31,14994,-15997,54
2011-08-03,106500.0,107000.0,208402.0,14.04,-25360,18000,2663
2011-08-04,107500.0,105000.0,192141.0,13.78,-7866,8457,4021
2011-08-05,99400.0,102500.0,166394.0,13.45,-53716,57911,-7104
2011-08-08,100500.0,96400.0,337159.0,12.65,-1021,36569,-41496
2011-08-09,96000.0,99000.0,241838.0,12.99,-31645,68613,-45652
2011-08-10,102000.0,96700.0,342756.0,12.69,97675,-48882,-49271
2011-08-11,90000.0,98000.0,250493.0,12.86,-25329,40743,-7463
2011-08-12,99600.0,95000.0,168741.0,12.47,25282,-3669,-25112
2011-08-16,95300.0,94900.0,295117.0,12.46,29768,1657,-27936
2011-08-17,94400.0,95100.0,265786.0,12.48,26379,18653,-33446
2011-08-18,95100.0,92000.0,190346.0,12.08,20665,9040,-23050
2011-08-19,88100.0,86600.0,257651.0,11.37,-602,-46284,51996
2011-08-22,86000.0,86500.0,238807.0,11.35,-33640,-4734,39531
2011-08-23,85400.0,87900.0,165541.0,11.54,-11974,44144,-22460
2011-08-24,88100.0,86300.0,124348.0,11.33,5535,1723,5101
2011-08-25,86500.0,85600.0,211324.0,11.24,32285,-5388,-3988
2011-08-26,85000.0,86600.0,112400.0,11.37,-12550,6798,6137
2011-08-29,88000.0,90300.0,192777.0,11.85,-9120,16958,-23497
2011-08-30,91000.0,91800.0,207743.0,12.05,12772,-7622,-13369
2011-08-31,91600.0,92700.0,152404.0,12.17,-3795,52783,-55673
2011-09-01,92500.0,94900.0,303773.0,12.46,-32676,47815,-1834
2011-09-02,95300.0,96000.0,191659.0,12.6,-43593,108452,-70307
2011-09-05,94800.0,93400.0,161032.0,12.26,-1739,11674,-11619
2011-09-06,91100.0,96000.0,221990.0,12.6,-68845,93766,-35250
2011-09-07,97800.0,98000.0,202095.0,12.86,-26863,79121,-64167
2011-09-08,99000.0,96100.0,112007.0,12.61,-9817,36696,-23378
2011-09-09,95000.0,92700.0,142400.0,12.17,818,23683,-23158
2011-09-14,92500.0,88600.0,148795.0,11.63,-3454,-38239,37833
2011-09-15,90700.0,87600.0,227359.0,11.5,13788,-14013,-4739
2011-09-16,89200.0,91700.0,175794.0,12.04,-26783,21429,1694
2011-09-19,91100.0,90500.0,83386.0,11.88,8062,228,12395
2011-09-20,90700.0,90000.0,146762.0,11.81,27168,-30657,-2735
2011-09-21,90000.0,93000.0,233035.0,12.21,106,16411,-5109
2011-09-22,91000.0,87900.0,211055.0,11.54,58676,-23980,-42
2011-09-23,84000.0,80000.0,245916.0,10.5,25297,1985,-15786
2011-09-26,80400.0,73500.0,399282.0,9.65,11885,-84805,92358
2011-09-27,75100.0,74400.0,373700.0,9.77,115731,-108556,-8195
2011-09-28,76100.0,71400.0,224961.0,9.37,31980,-60524,51512
2011-09-29,70000.0,74200.0,258441.0,9.74,19956,-96915,79011
2011-09-30,73600.0,74000.0,189806.0,9.71,9204,-18203,12994
2011-10-04,70100.0,69000.0,273392.0,9.06,7700,8641,-4966
2011-10-05,69100.0,66300.0,237741.0,8.7,-8863,5337,-10970
2011-10-06,70000.0,69300.0,313753.0,9.1,9305,81792,-89665
2011-10-07,71000.0,72800.0,286632.0,9.56,19863,48571,-72209
2011-10-10,72700.0,74300.0,125374.0,9.75,-2516,9114,-3787
2011-10-11,75900.0,73900.0,186991.0,9.7,20754,2220,-27866
2011-10-12,73900.0,75000.0,130170.0,9.84,-11669,22739,-5579
2011-10-13,76200.0,75100.0,209309.0,9.86,38323,19202,-49685
2011-10-14,74600.0,75000.0,166157.0,9.84,6412,6635,-19042
2011-10-17,76000.0,75000.0,132313.0,9.84,27077,-13902,-14375
2011-10-18,73600.0,72600.0,272641.0,9.53,66254,-76268,14911
2011-10-19,73200.0,72300.0,326546.0,9.49,18241,-29914,-6777
2011-10-20,72900.0,71400.0,190728.0,9.37,-2825,34198,-42201
2011-10-21,72700.0,74200.0,224555.0,9.74,30622,-13018,-23221
2011-10-24,75200.0,77600.0,230591.0,10.19,-10313,-11287,-3350
2011-10-25,77900.0,78100.0,216040.0,10.25,-46383,22212,17360
2011-10-26,76800.0,77800.0,128996.0,10.21,1639,2594,-2991
2011-10-27,78700.0,81000.0,267329.0,10.63,-12312,-6566,12429
2011-10-28,83000.0,80500.0,234264.0,10.57,-22018,8121,8033
2011-10-31,80500.0,80100.0,86390.0,10.51,-2865,-13295,18734
2011-11-01,78500.0,77000.0,202066.0,10.11,75757,-101341,29857
2011-11-02,73400.0,74700.0,261982.0,9.81,55571,-72899,28121
2011-11-03,74800.0,72400.0,189316.0,9.5,52364,-40778,-1955
2011-11-04,73600.0,74300.0,228647.0,9.75,78456,-101227,20721
2011-11-07,74500.0,73900.0,194024.0,9.7,78415,-76899,6661
2011-11-08,74800.0,75100.0,192894.0,9.86,-21361,4894,5226
2011-11-09,76100.0,76100.0,172176.0,9.99,-719,-37154,26515
2011-11-10,72100.0,70300.0,392371.0,9.23,17833,3609,-16423
2011-11-11,71300.0,72500.0,183723.0,9.52,-1945,24030,-5707
2011-11-14,73600.0,75600.0,191844.0,9.92,-28610,28970,-2584
2011-11-15,75400.0,77500.0,507296.0,10.17,-109915,99381,-31300
2011-11-16,78200.0,76300.0,223305.0,10.02,-64654,64540,-9602
2011-11-17,77000.0,78900.0,207497.0,10.36,-48154,69588,-27461
2011-11-18,77500.0,77300.0,154274.0,10.15,-7554,28472,-22311
2011-11-21,77800.0,76300.0,88627.0,10.02,-5389,9860,-9528
2011-11-22,75500.0,77000.0,83314.0,10.11,13592,1551,-17864
2011-11-23,76800.0,74300.0,135976.0,9.75,-3785,46063,-43001
2011-11-24,73800.0,75300.0,80408.0,9.88,-20276,18626,3493
2011-11-25,74500.0,73600.0,85416.0,9.66,5141,16038,-12110
2011-11-28,73800.0,73500.0,124157.0,9.65,4343,-11630,4027
2011-11-29,74200.0,76300.0,138409.0,10.02,-36950,-16032,29925
2011-11-30,76200.0,76700.0,107982.0,10.07,-32201,2300,17879
2011-12-01,79500.0,80800.0,240183.0,10.61,-97114,76912,21874
2011-12-02,80800.0,79900.0,95659.0,10.49,-19570,-6350,28151
2011-12-05,80200.0,78900.0,123701.0,10.36,26236,-17156,-7581
2011-12-06,78900.0,77500.0,97153.0,10.17,7491,-11876,4996
2011-12-07,77900.0,81500.0,247240.0,10.7,-48421,41192,10083
2011-12-08,81700.0,81100.0,149009.0,10.65,26992,-21681,-6037
2011-12-09,79600.0,81800.0,193129.0,10.74,-8522,30566,-26671
2011-12-12,82700.0,82700.0,152631.0,10.86,1982,9187,-6904
2011-12-13,82000.0,81600.0,92998.0,10.71,-12821,35300,-10293
2011-12-14,81800.0,81600.0,79970.0,10.71,-11827,493,4948
2011-12-15,80900.0,79600.0,96400.0,10.45,-2408,22227,-13529
2011-12-16,80000.0,83100.0,171762.0,10.91,-12441,25392,-20617
2011-12-19,83000.0,79100.0,249292.0,10.38,17418,14004,-26912
2011-12-20,79100.0,78000.0,243434.0,10.24,38904,-20034,-15539
2011-12-21,79700.0,79000.0,107378.0,10.37,930,-19293,24621
2011-12-22,79000.0,77900.0,86763.0,10.23,18087,-32664,14257
2011-12-23,78500.0,78900.0,91376.0,10.36,15002,-38267,14039
2011-12-26,79300.0,77600.0,111016.0,10.19,43394,-47300,10165
2011-12-27,78100.0,78100.0,126685.0,10.25,-22717,21929,2184
2011-12-28,78400.0,76500.0,112168.0,10.04,45201,-43993,3952
2011-12-29,76300.0,76000.0,208635.0,9.98,26034,-49151,27746
2012-01-02,75500.0,74400.0,140495.0,20.37,45393,-45021,5168
2012-01-03,75000.0,76400.0,241028.0,20.91,-4732,-45286,53549
2012-01-04,76500.0,77600.0,109099.0,21.24,-32758,24379,9980
2012-01-05,77900.0,78500.0,120310.0,21.49,-29273,34778,-1745
2012-01-06,79000.0,77700.0,71722.0,21.27,-7181,16188,-3395
2012-01-09,77600.0,77100.0,69610.0,21.1,-1757,9800,3384
2012-01-10,77900.0,80100.0,128006.0,21.93,-49856,25938,9785
2012-01-11,79700.0,78900.0,116623.0,21.6,8322,19194,-12063
2012-01-12,79600.0,81000.0,113929.0,22.17,-20909,30013,-4756
2012-01-13,81200.0,83300.0,195485.0,22.8,-71788,67906,-2591
2012-01-16,82100.0,82400.0,140385.0,22.56,-21363,40277,-8165
2012-01-17,83200.0,84300.0,161412.0,23.08,-56207,66769,-11611
2012-01-18,83400.0,85500.0,108687.0,23.4,-26053,23385,4278
2012-01-19,85800.0,85500.0,141305.0,23.4,-13976,46746,4132
2012-01-20,85400.0,86500.0,138873.0,23.68,-51845,7399,45011
2012-01-25,86800.0,85100.0,172651.0,23.29,23020,-50392,32132
2012-01-26,84700.0,83900.0,167795.0,22.97,-7060,-14828,23567
2012-01-27,84300.0,84800.0,111293.0,23.21,3897,-45441,41395
2012-01-30,84000.0,83800.0,92209.0,22.94,-4901,-20422,21519
2012-01-31,83600.0,85000.0,135549.0,23.27,-18662,-19371,42047
2012-02-01,84200.0,85800.0,129284.0,23.49,2942,-6925,1974
2012-02-02,87300.0,88600.0,267210.0,24.25,-31447,-701,25125
2012-02-03,88700.0,88400.0,132191.0,24.2,-11058,6175,-654
2012-02-06,89100.0,90100.0,145877.0,24.66,-792,-10703,3665
2012-02-07,90200.0,88900.0,113482.0,24.33,-6054,20487,-19983
2012-02-08,89000.0,90100.0,84309.0,24.66,-21849,2881,17654
2012-02-09,90100.0,91000.0,170722.0,24.91,-5285,17366,-13309
2012-02-10,90500.0,91300.0,128488.0,24.99,-28904,55056,-20239
2012-02-13,91300.0,90800.0,77216.0,24.85,-259,-2137,694
2012-02-14,90300.0,90000.0,121926.0,24.64,36124,-37705,7581
2012-02-15,90300.0,89700.0,82110.0,24.55,10095,-15475,4093
2012-02-16,88500.0,89300.0,97321.0,24.44,-6925,12011,475
2012-02-17,89600.0,89400.0,109404.0,24.47,28164,-8970,-14382
2012-02-20,89100.0,87700.0,139612.0,24.01,32282,-48436,24039
2012-02-21,87700.0,87500.0,101954.0,23.95,4989,-16545,15405
2012-02-22,86700.0,87400.0,78257.0,23.92,-8334,1855,7405
2012-02-23,87300.0,86200.0,111433.0,23.6,17353,-30185,12572
2012-02-24,86200.0,86900.0,154998.0,23.79,3896,-33082,24386
2012-02-27,86600.0,85500.0,146980.0,23.4,10734,-7784,-6423
2012-02-28,85000.0,85500.0,99091.0,23.4,241,-1774,6134
2012-02-29,85900.0,86300.0,222471.0,23.62,20182,-24013,9045
2012-03-02,86800.0,88000.0,136828.0,24.09,-15252,7556,10917
2012-03-05,87500.0,87100.0,91246.0,23.84,822,172,-766
2012-03-06,86500.0,85000.0,130122.0,23.27,28472,-33630,1313
2012-03-07,84200.0,83300.0,102998.0,22.8,25766,-18437,-239
2012-03-08,83400.0,83900.0,130001.0,22.97,22512,-8960,-13523
2012-03-09,84400.0,83900.0,95016.0,22.97,19361,-28077,7266
2012-03-12,83300.0,82400.0,86066.0,22.56,18662,-21934,4606
2012-03-13,82800.0,85300.0,124934.0,23.35,-25845,3659,18574
2012-03-14,86000.0,85400.0,109911.0,23.38,-16872,9165,4598
2012-03-15,85100.0,86100.0,124026.0,23.57,-14304,20737,-5030
2012-03-16,86300.0,86800.0,78217.0,23.76,-9687,1741,5804
2012-03-19,86700.0,86300.0,73590.0,23.62,11215,-6710,-3935
2012-03-20,86000.0,85000.0,96688.0,23.27,3034,-2910,2934
2012-03-21,84500.0,83000.0,196173.0,22.72,59080,-70325,12876
2012-03-22,82500.0,82200.0,117009.0,22.5,22814,-40407,24412
2012-03-23,81500.0,82100.0,76234.0,22.47,3508,7979,-8881
2012-03-26,82200.0,80900.0,85446.0,22.14,15438,-4121,-12519
2012-03-27,81300.0,80300.0,126275.0,21.98,28461,-20546,-6747
2012-03-28,80300.0,79700.0,78192.0,21.82,15894,-32227,16188
2012-03-29,79000.0,78700.0,131432.0,21.54,21998,-34410,14875
2012-03-30,79000.0,80000.0,108242.0,21.9,-21613,26383,-8173
2012-04-02,79700.0,78700.0,103330.0,21.54,35785,-30261,-6844
2012-04-03,78600.0,78200.0,158701.0,21.41,26588,-36548,20034
2012-04-04,78200.0,77500.0,114641.0,21.21,-3568,-17749,10844
2012-04-05,76800.0,75800.0,636314.0,20.75,52830,-469405,418408
2012-04-06,76000.0,75200.0,159720.0,20.58,59275,-55425,-5822
2012-04-09,75000.0,75100.0,144068.0,20.56,-17979,37751,-17841
