Symbol,아모레G_시가(원),아모레G_종가(원),아모레G_거래량(주),아모레G_PER(IFRS-연결),아모레G_순매수수량(개인)(주),아모레G_순매수수량(기관계)(주),아모레G_순매수수량(외국인계)(주)
2010-07-16,160000.0,159500.0,8442.0,16.2,-313,-3231,1406
2010-07-19,159000.0,162000.0,10163.0,16.45,-2200,5062,-2130
2010-07-20,160500.0,157500.0,4781.0,15.99,2190,-676,-499
2010-07-21,157000.0,155000.0,5076.0,15.74,1391,-289,-854
2010-07-22,153500.0,161000.0,8045.0,16.35,-4313,2195,390
2010-07-23,159000.0,160500.0,7628.0,16.3,-997,2733,-3229
2010-07-26,158000.0,154500.0,8146.0,15.69,5484,-2490,-2779
2010-07-27,154500.0,154000.0,5519.0,15.64,822,-771,155
2010-07-28,154000.0,154000.0,8202.0,15.64,-1349,1989,-1578
2010-07-29,152500.0,153000.0,3486.0,15.54,-788,619,80
2010-07-30,151500.0,150500.0,13540.0,15.28,3775,-2912,-1243
2010-08-02,151000.0,152000.0,8445.0,15.43,-3138,3558,-1049
2010-08-03,151000.0,151500.0,9781.0,15.38,4713,-630,-4484
2010-08-04,151000.0,155000.0,5695.0,15.74,-3021,1537,1383
2010-08-05,155000.0,160500.0,7717.0,16.3,-3454,2674,887
2010-08-06,159500.0,160000.0,7523.0,16.25,1168,-3054,2478
2010-08-09,158500.0,155000.0,11386.0,15.74,3596,-5260,845
2010-08-10,155000.0,154500.0,11472.0,15.69,1212,-4870,3910
2010-08-11,152500.0,152500.0,29777.0,15.48,1541,-25354,24506
2010-08-12,153000.0,150500.0,17635.0,15.28,-2063,3823,-1064
2010-08-13,150500.0,148500.0,13303.0,15.08,3518,-2650,-714
2010-08-16,148000.0,148000.0,11688.0,15.03,2129,1168,-1296
2010-08-17,147000.0,151000.0,5997.0,15.33,-63,-119,-452
2010-08-18,150000.0,153000.0,10614.0,15.54,2312,-5358,2635
2010-08-19,152000.0,153500.0,13443.0,15.59,486,-4830,2867
2010-08-20,154000.0,154500.0,13482.0,15.69,-1546,-1512,2840
2010-08-23,156500.0,153500.0,7014.0,15.59,477,-2661,1420
2010-08-24,153000.0,158000.0,10609.0,16.04,-1436,-2697,4081
2010-08-25,158500.0,155500.0,12272.0,15.79,777,-7185,6378
2010-08-26,155500.0,155000.0,12186.0,15.74,-342,-4515,5136
2010-08-27,156500.0,157500.0,6842.0,15.99,-2875,-173,3829
2010-08-30,158500.0,162500.0,9317.0,16.5,-2287,-196,2116
2010-08-31,162500.0,170500.0,23169.0,17.31,-1214,-520,488
2010-09-01,169500.0,177500.0,15662.0,18.02,-5500,1881,320
2010-09-02,178000.0,175000.0,9812.0,17.77,665,455,-1676
2010-09-03,174500.0,179500.0,17299.0,18.23,-710,-787,-8
2010-09-06,178000.0,175500.0,6331.0,17.82,1091,-1245,-192
2010-09-07,175500.0,175500.0,6032.0,17.82,-894,708,1640
2010-09-08,175000.0,176000.0,9114.0,17.87,913,1309,-2474
2010-09-09,175000.0,174000.0,6399.0,17.67,520,454,-1063
2010-09-10,174500.0,179000.0,9938.0,18.18,-588,1143,-87
2010-09-13,178000.0,179500.0,6185.0,18.23,289,2393,-2731
2010-09-14,182500.0,184500.0,14942.0,18.73,-2440,5492,-2789
2010-09-15,184000.0,184500.0,13631.0,18.73,-8459,7293,-201
2010-09-16,184500.0,183500.0,7775.0,18.63,-1922,1421,632
2010-09-17,188500.0,179000.0,11057.0,18.18,783,-2347,1534
2010-09-20,177000.0,179000.0,9120.0,18.18,807,-3487,2178
2010-09-24,180500.0,185000.0,10795.0,18.78,-1498,-3103,4663
2010-09-27,184500.0,185000.0,5451.0,18.78,-664,-927,769
2010-09-28,184000.0,184000.0,5864.0,18.68,-1278,1147,336
2010-09-29,184000.0,184000.0,9077.0,18.68,-502,-473,37
2010-09-30,183000.0,185000.0,8338.0,18.78,-2510,1946,758
2010-10-01,184000.0,186500.0,4235.0,18.94,-1129,423,571
2010-10-04,184500.0,185500.0,5628.0,18.84,-854,-243,-264
2010-10-05,186000.0,182000.0,11482.0,18.48,-954,-320,-760
2010-10-06,180500.0,184500.0,7218.0,18.73,-1032,2070,-1194
2010-10-07,184000.0,183500.0,11945.0,18.63,-754,-1218,-1301
2010-10-08,183000.0,179000.0,18536.0,18.18,-881,-128,-4540
2010-10-11,182000.0,181500.0,5601.0,18.43,-742,1345,-327
2010-10-12,181500.0,177500.0,3561.0,18.02,200,137,554
2010-10-13,178000.0,183000.0,5685.0,18.58,-584,1974,-836
2010-10-14,185000.0,180500.0,8684.0,18.33,1595,-41,-3198
2010-10-15,180500.0,177500.0,4753.0,18.02,600,142,-759
2010-10-18,177500.0,175000.0,6286.0,17.77,1324,-562,-517
2010-10-19,174000.0,172000.0,6029.0,17.46,-437,-100,-938
2010-10-20,175000.0,176500.0,3681.0,17.92,-572,-176,508
2010-10-21,175500.0,173000.0,6592.0,17.57,2362,1136,-3173
2010-10-22,173500.0,176000.0,3209.0,17.87,-503,1674,-1623
2010-10-25,174500.0,174000.0,3606.0,17.67,404,-897,-518
2010-10-26,173000.0,175500.0,11185.0,17.82,-176,2382,-1885
2010-10-27,175000.0,176500.0,5556.0,17.92,-282,1729,-938
2010-10-28,178000.0,179000.0,4950.0,18.18,2554,86,30
2010-10-29,178000.0,176500.0,10061.0,17.92,2998,-2090,-740
2010-11-01,175500.0,178000.0,4455.0,18.07,-344,-260,-267
2010-11-02,176000.0,176500.0,7611.0,17.92,2316,-280,-2366
2010-11-03,176500.0,179000.0,14044.0,18.18,1833,3494,-2777
2010-11-04,179000.0,179000.0,8924.0,18.18,2971,-2593,-1059
2010-11-05,178500.0,182000.0,8899.0,18.48,-2315,1476,159
2010-11-08,180000.0,185000.0,9913.0,18.78,-28,4615,-3826
2010-11-09,183500.0,183000.0,5952.0,18.58,-109,-869,1120
2010-11-10,183000.0,184000.0,5545.0,18.68,34,-1105,886
2010-11-11,185500.0,177000.0,21283.0,17.97,486,-1659,-2191
2010-11-12,180500.0,176500.0,11514.0,17.92,1595,-2092,970
2010-11-15,178000.0,174000.0,7107.0,17.67,896,-2451,1741
2010-11-16,174500.0,176000.0,4787.0,17.87,235,-449,1455
2010-11-17,175000.0,176000.0,6005.0,17.87,-830,760,571
2010-11-18,174500.0,174500.0,5728.0,17.72,93,94,-622
2010-11-19,175000.0,179500.0,6965.0,18.23,-888,670,2023
2010-11-22,182500.0,182000.0,7319.0,18.48,-1241,-1671,2399
2010-11-23,180500.0,177000.0,6008.0,17.97,1624,-1058,695
2010-11-24,174500.0,175000.0,13819.0,17.77,2986,-4015,580
2010-11-25,175000.0,180000.0,4570.0,18.28,-1199,-436,1206
2010-11-26,181000.0,181500.0,7050.0,18.43,-4227,154,2386
2010-11-29,182500.0,184500.0,6506.0,18.73,-2313,350,1509
2010-11-30,185500.0,189000.0,9536.0,19.19,-3336,2930,1516
2010-12-01,186000.0,185500.0,3889.0,18.84,623,199,-411
2010-12-02,185000.0,187000.0,6572.0,18.99,-396,-1315,2758
2010-12-03,185500.0,191000.0,7298.0,19.39,-1293,-2218,3791
2010-12-06,190000.0,194500.0,7383.0,19.75,-1340,1475,-431
2010-12-07,191500.0,193000.0,11276.0,19.6,-1714,1139,136
2010-12-08,192500.0,196500.0,9874.0,19.95,635,421,-1873
2010-12-09,199500.0,204500.0,27601.0,20.76,-3449,2502,-5
2010-12-10,204500.0,204500.0,8128.0,20.76,-380,394,-247
2010-12-13,207000.0,209000.0,30613.0,21.22,5772,4535,-10819
2010-12-14,209000.0,206000.0,16966.0,20.92,804,549,-172
2010-12-15,204500.0,202000.0,9940.0,20.51,2311,-137,-1461
2010-12-16,202000.0,208000.0,16610.0,21.12,-571,1693,-1510
2010-12-17,208000.0,203000.0,12200.0,20.61,1467,478,-1796
2010-12-20,199500.0,198000.0,16990.0,20.1,-458,949,-654
2010-12-21,201000.0,199500.0,20516.0,20.26,4479,2977,-9849
2010-12-22,200000.0,198500.0,5149.0,20.16,770,659,-1017
2010-12-23,200500.0,200000.0,6723.0,20.31,-151,-925,54
2010-12-24,200000.0,201500.0,3518.0,20.46,-359,1287,-896
2010-12-27,201500.0,206000.0,6562.0,20.92,400,1374,-2157
2010-12-28,206000.0,206500.0,7753.0,20.97,808,804,-1967
2010-12-29,202500.0,205000.0,8497.0,20.82,302,882,-1426
2010-12-30,209500.0,220000.0,13500.0,22.34,-2043,4590,-2560
2011-01-03,229000.0,217500.0,5711.0,13.93,901,226,-938
2011-01-04,216000.0,212500.0,6496.0,13.61,2980,-1325,-891
2011-01-05,211000.0,207000.0,9958.0,13.26,5132,-512,-5375
2011-01-06,208500.0,214000.0,8678.0,13.71,-1011,-290,738
2011-01-07,212500.0,213000.0,8983.0,13.65,707,-1100,-195
2011-01-10,215000.0,215000.0,4010.0,13.77,-904,1873,-1392
2011-01-11,214000.0,207500.0,10257.0,13.29,4679,-1058,-2746
2011-01-12,207500.0,203000.0,10004.0,13.01,3520,-3704,1528
2011-01-13,202000.0,197000.0,14278.0,12.62,2759,-3928,1705
2011-01-14,197000.0,203000.0,5362.0,13.01,250,-63,-487
2011-01-17,200500.0,199000.0,7117.0,12.75,909,-732,289
2011-01-18,199000.0,199000.0,4543.0,12.75,535,761,-620
2011-01-19,197000.0,199000.0,9489.0,12.75,1235,-1415,91
2011-01-20,200500.0,195000.0,6214.0,12.49,1482,-153,-966
2011-01-21,195500.0,198500.0,10339.0,12.72,-3861,-728,4551
2011-01-24,200500.0,192500.0,8493.0,12.33,3842,-3961,261
2011-01-25,192000.0,191000.0,9303.0,12.24,3544,-4354,653
2011-01-26,191000.0,188500.0,5930.0,12.08,1162,-305,-949
2011-01-27,187500.0,189500.0,5050.0,12.14,702,-641,578
2011-01-28,185000.0,188000.0,8025.0,12.04,644,1492,-2049
2011-01-31,187000.0,188000.0,5405.0,12.04,1121,-773,-835
2011-02-01,188500.0,186500.0,4989.0,11.95,2491,-1165,-187
2011-02-07,187500.0,184000.0,4697.0,11.79,2058,-429,-1446
2011-02-08,187000.0,175000.0,10533.0,11.21,3927,124,-4241
2011-02-09,176000.0,174500.0,8881.0,11.18,265,-420,-25
2011-02-10,175000.0,173500.0,6939.0,11.12,-1144,674,-758
2011-02-11,174000.0,166000.0,19676.0,10.64,3991,5746,-9307
2011-02-14,167500.0,165500.0,9395.0,10.6,2784,1621,-4609
2011-02-15,165500.0,164000.0,6485.0,10.51,3147,-1386,-1799
2011-02-16,163000.0,178000.0,14258.0,11.4,-6795,4068,-792
2011-02-17,176000.0,178500.0,5364.0,11.44,-952,1925,-698
2011-02-18,177500.0,182500.0,9160.0,11.69,-3455,5959,-1832
2011-02-21,183500.0,176000.0,5803.0,11.28,2511,-649,-1140
2011-02-22,173500.0,172500.0,3021.0,11.05,534,-141,-625
2011-02-23,175000.0,175000.0,3016.0,11.21,-1015,-16,-165
2011-02-24,174000.0,170000.0,4848.0,10.89,1324,-1430,-774
2011-02-25,169500.0,170000.0,5774.0,10.89,77,173,665
2011-02-28,169500.0,171500.0,3444.0,10.99,-86,-183,781
2011-03-02,171500.0,172500.0,2847.0,11.05,57,75,146
2011-03-03,171000.0,172500.0,3318.0,11.05,913,-1145,812
2011-03-04,173500.0,174500.0,18873.0,11.18,1317,-12891,10623
2011-03-07,174000.0,172000.0,2325.0,11.02,515,-179,408
2011-03-08,171000.0,175500.0,8315.0,11.24,42,-3612,1654
2011-03-09,175000.0,171000.0,8432.0,10.96,3220,32,-3585
2011-03-10,171500.0,169500.0,12239.0,10.86,-1045,1679,-1896
2011-03-11,167500.0,167500.0,12879.0,10.73,-1804,3521,-1478
2011-03-14,165500.0,171000.0,5066.0,10.96,-1031,788,381
2011-03-15,169000.0,166000.0,9150.0,10.64,1098,458,-593
2011-03-16,168000.0,169000.0,5811.0,10.83,-348,90,-1464
2011-03-17,167500.0,166500.0,6276.0,10.67,32,-5,-285
2011-03-18,166500.0,165000.0,9712.0,10.57,1284,-757,-780
2011-03-21,165000.0,165000.0,5026.0,10.57,852,-418,-263
2011-03-22,165000.0,170000.0,8408.0,10.89,-1317,2492,-1066
2011-03-23,170000.0,169000.0,6391.0,10.83,328,598,-1822
2011-03-24,169000.0,170000.0,16140.0,10.89,-1885,4584,-3046
2011-03-25,170000.0,176000.0,21148.0,11.28,2902,2421,-5280
2011-03-28,178000.0,182000.0,12846.0,11.66,-4056,6913,-2559
2011-03-29,182000.0,186000.0,10919.0,11.92,-3185,5365,-1234
2011-03-30,188000.0,189000.0,8346.0,12.11,-2606,2768,-253
2011-03-31,189000.0,197500.0,19917.0,12.65,-6905,3874,5782
2011-04-01,195500.0,202500.0,12317.0,12.97,-5753,3650,2554
2011-04-04,201000.0,204000.0,23661.0,13.07,-2366,-12944,15602
2011-04-05,204000.0,204000.0,8110.0,13.07,-1797,2162,-371
2011-04-06,201500.0,203500.0,8805.0,13.04,-2437,1924,895
2011-04-07,203500.0,206000.0,9500.0,13.2,-4080,1014,3423
2011-04-08,203000.0,202000.0,6781.0,12.94,332,946,-592
2011-04-11,200500.0,200000.0,5028.0,12.81,-953,-907,2342
2011-04-12,199000.0,198500.0,6328.0,12.72,30,-265,1192
2011-04-13,195500.0,202000.0,6240.0,12.94,-549,-34,909
2011-04-14,198500.0,203500.0,11040.0,13.04,-910,-260,782
2011-04-15,201500.0,199000.0,8038.0,12.75,1168,-831,50
2011-04-18,198000.0,201000.0,4321.0,12.88,165,-352,1552
2011-04-19,200000.0,201000.0,5026.0,12.88,-1470,1088,772
2011-04-20,202500.0,202000.0,5761.0,12.94,-888,1554,-945
2011-04-21,201500.0,202500.0,9412.0,12.97,-1250,3445,-2572
2011-04-22,202500.0,209000.0,9771.0,13.39,-2250,2339,422
2011-04-25,207500.0,208500.0,7606.0,13.36,-945,1093,401
2011-04-26,207000.0,208000.0,12101.0,13.33,-941,-1632,2099
2011-04-27,208000.0,214500.0,21841.0,13.74,-3418,3858,2026
2011-04-28,213500.0,213500.0,20651.0,13.68,1414,-1596,1913
2011-04-29,210000.0,211000.0,8541.0,13.52,-915,2213,-1463
2011-05-02,206000.0,211000.0,4159.0,13.52,-1037,192,-33
2011-05-03,208000.0,211000.0,5625.0,13.52,-1392,-777,2231
2011-05-04,209500.0,212500.0,9993.0,13.61,-3137,480,2655
2011-05-06,212500.0,209000.0,4845.0,13.39,-434,229,574
2011-05-09,206500.0,200000.0,6924.0,12.81,68,-528,2312
2011-05-11,198000.0,203000.0,5156.0,13.01,-434,-862,1731
2011-05-12,201500.0,197500.0,8213.0,12.65,771,-1755,778
2011-05-13,197000.0,205000.0,5730.0,13.13,-1157,298,1075
2011-05-16,201000.0,212000.0,7645.0,13.58,-436,2316,-1834
2011-05-17,208500.0,206500.0,3955.0,13.23,1104,362,-1443
2011-05-18,207000.0,209000.0,3151.0,13.39,-1173,-148,1310
2011-05-19,208500.0,207500.0,6299.0,13.29,-507,1838,-1254
2011-05-20,207000.0,210000.0,5721.0,13.45,673,1846,-2523
2011-05-23,210000.0,204500.0,6671.0,13.1,792,1174,-2292
2011-05-24,207000.0,204000.0,3170.0,13.07,-743,42,768
2011-05-25,204500.0,205500.0,5954.0,13.17,-1853,974,773
2011-05-26,206000.0,209000.0,8216.0,13.39,-1378,-1792,2723
2011-05-27,207000.0,205500.0,5610.0,13.17,-55,-543,1183
2011-05-30,206000.0,208000.0,2169.0,13.33,-325,635,-206
2011-05-31,208500.0,213000.0,9667.0,13.65,-2939,1435,-72
2011-06-01,210500.0,212000.0,4208.0,13.58,-661,262,636
2011-06-02,212000.0,207500.0,3285.0,13.29,239,-223,1073
2011-06-03,205500.0,207500.0,5321.0,13.29,-337,472,-1195
2011-06-07,207500.0,216500.0,14109.0,13.87,-943,-31,1622
2011-06-08,218500.0,211000.0,6968.0,13.52,1860,-614,-355
2011-06-09,209000.0,204000.0,8659.0,13.07,1130,-1907,1189
2011-06-10,204000.0,204000.0,6921.0,13.07,-2363,-736,3994
2011-06-13,206000.0,204000.0,5628.0,13.07,-3740,660,2089
2011-06-14,205500.0,206000.0,4059.0,13.2,-964,637,-178
2011-06-15,206000.0,210000.0,3893.0,13.45,-1293,536,633
2011-06-16,208000.0,206500.0,2877.0,13.23,90,91,118
2011-06-17,205500.0,214500.0,8837.0,13.74,-3287,722,1726
2011-06-20,213000.0,218000.0,7835.0,13.97,-722,1518,-83
2011-06-21,218000.0,219000.0,5247.0,14.03,-1101,1882,-1204
2011-06-22,219500.0,221500.0,3339.0,14.19,-311,761,-575
2011-06-23,222000.0,217500.0,6502.0,13.93,-340,695,417
2011-06-24,217500.0,219500.0,8859.0,14.06,-1902,3033,-1511
2011-06-27,219000.0,210500.0,6649.0,13.49,1897,66,-253
2011-06-28,213000.0,213000.0,14283.0,13.65,-1458,-34,120
2011-06-29,216000.0,217000.0,6707.0,13.9,-490,1543,-1246
2011-06-30,215500.0,217000.0,8356.0,13.9,-272,4589,-4271
2011-07-01,217000.0,219000.0,3317.0,14.03,-131,354,-280
2011-07-04,220000.0,216500.0,2604.0,13.87,-234,12,-116
2011-07-05,215000.0,218500.0,9039.0,14.0,478,1100,-1699
2011-07-06,218500.0,219000.0,8434.0,14.03,210,251,-403
2011-07-07,218500.0,219000.0,9864.0,14.03,100,616,-596
2011-07-08,217000.0,219000.0,3607.0,14.03,-831,111,775
2011-07-11,218000.0,219000.0,4183.0,14.03,-147,406,-191
2011-07-12,219000.0,218000.0,7206.0,13.97,-565,-64,955
2011-07-13,218500.0,217500.0,3292.0,13.93,-226,354,400
2011-07-14,217500.0,217500.0,6439.0,13.93,564,-584,1086
2011-07-15,213000.0,219000.0,6010.0,14.03,-981,1883,-1205
2011-07-18,220000.0,215500.0,2800.0,13.81,508,416,-58
2011-07-19,217000.0,214000.0,5829.0,13.71,-522,747,-1139
2011-07-20,214000.0,219500.0,7229.0,14.06,-244,1129,-2224
2011-07-21,223000.0,219000.0,4714.0,14.03,120,718,-1027
2011-07-22,218500.0,230000.0,5752.0,14.74,-2718,1031,1632
2011-07-25,230500.0,230000.0,11731.0,14.74,-5160,4092,2629
2011-07-26,235000.0,233000.0,13004.0,14.93,-262,89,4399
2011-07-27,232500.0,233000.0,33076.0,14.93,-2149,1683,13054
2011-07-28,234000.0,236000.0,12633.0,15.12,-1853,5779,-560
2011-07-29,237000.0,232000.0,12475.0,14.86,-937,5038,-2878
2011-08-01,232500.0,237500.0,5265.0,15.22,-1093,-1659,2039
2011-08-02,237500.0,235000.0,6534.0,15.06,-252,918,321
2011-08-03,230000.0,226500.0,12523.0,14.51,333,1906,-586
2011-08-04,226000.0,223500.0,9697.0,14.32,-1774,282,869
2011-08-05,221500.0,225500.0,27234.0,14.45,-7251,4756,2241
2011-08-08,229500.0,230000.0,18868.0,14.74,-3326,5450,-765
2011-08-09,232000.0,207000.0,22728.0,13.26,1852,4249,-5270
2011-08-10,210000.0,205000.0,26517.0,13.13,148,-1440,1702
2011-08-11,204500.0,205000.0,12456.0,13.13,-894,922,115
2011-08-12,207500.0,218000.0,13260.0,13.97,-1671,2727,-1466
2011-08-16,216000.0,220000.0,12190.0,14.09,489,2447,-3868
2011-08-17,217000.0,217500.0,8931.0,13.93,561,722,-1501
2011-08-18,216500.0,217500.0,9550.0,13.93,1873,325,-1628
2011-08-19,216500.0,216000.0,14045.0,13.84,-129,197,-2611
2011-08-22,218000.0,218000.0,6401.0,13.97,-1512,1497,-627
2011-08-23,218000.0,216500.0,8068.0,13.87,-1459,1218,1367
2011-08-24,216500.0,219000.0,8628.0,14.03,264,116,1392
2011-08-25,225000.0,225500.0,10432.0,14.45,-2268,727,2992
2011-08-26,225000.0,218500.0,6913.0,14.0,9,-201,300
2011-08-29,217500.0,219500.0,5188.0,14.06,-743,186,557
2011-08-30,220000.0,225000.0,6544.0,14.42,-884,416,399
2011-08-31,223000.0,230000.0,6035.0,14.74,-1544,1426,407
2011-09-01,226500.0,234000.0,9359.0,14.99,-1373,532,2790
2011-09-02,230500.0,231000.0,3831.0,14.8,449,-355,451
2011-09-05,227000.0,233000.0,3621.0,14.93,256,-267,-68
2011-09-06,233000.0,234500.0,4591.0,15.02,-224,547,-155
2011-09-07,235000.0,231500.0,3554.0,14.83,145,559,-1396
2011-09-08,232000.0,238500.0,7174.0,15.28,-2263,504,1952
2011-09-09,237000.0,230500.0,5930.0,14.77,857,1097,-1751
2011-09-14,230000.0,239000.0,9458.0,15.31,-2816,-863,3438
2011-09-15,240000.0,251500.0,10569.0,16.11,-2863,256,3903
2011-09-16,251500.0,248000.0,8162.0,15.89,-562,876,-1975
2011-09-19,246000.0,245000.0,6145.0,15.7,880,-306,474
2011-09-20,245000.0,240000.0,4950.0,15.38,716,-543,-1395
2011-09-21,237500.0,237000.0,5160.0,15.18,1191,-419,-945
2011-09-22,234500.0,240000.0,6213.0,15.38,1828,-458,1131
2011-09-23,237000.0,230000.0,13919.0,14.74,1409,2347,-3727
2011-09-26,230000.0,233000.0,9394.0,14.93,-1309,3175,-3047
2011-09-27,233000.0,239000.0,9179.0,15.31,-993,3290,-2905
2011-09-28,241000.0,233000.0,9261.0,14.93,1804,-269,543
2011-09-29,235500.0,231500.0,6168.0,14.83,55,678,-563
2011-09-30,233000.0,231000.0,12045.0,14.8,1839,1046,-2280
2011-10-04,228000.0,236000.0,7868.0,15.12,-2365,3025,-438
2011-10-05,236000.0,237500.0,7676.0,15.22,-552,472,-663
2011-10-06,235500.0,240000.0,12507.0,15.38,-2321,2546,-37
2011-10-07,237000.0,231000.0,15153.0,14.8,3163,2203,-5192
2011-10-10,228000.0,230000.0,5144.0,14.74,-1081,933,773
2011-10-11,231500.0,238000.0,4479.0,15.25,-2286,223,1895
2011-10-12,239000.0,243000.0,7719.0,15.57,-3867,2078,3139
2011-10-13,243000.0,239500.0,9394.0,15.34,-602,1279,-221
2011-10-14,237500.0,244000.0,8333.0,15.63,-2054,2955,-483
2011-10-17,244000.0,240500.0,3392.0,15.41,-93,713,-499
2011-10-18,242000.0,231500.0,9063.0,14.83,3015,-5025,2257
2011-10-19,232500.0,233500.0,6110.0,14.96,646,-1170,308
2011-10-20,234000.0,237000.0,8229.0,15.18,-3019,2429,808
2011-10-21,237000.0,240000.0,13262.0,15.38,-2928,2224,1027
2011-10-24,240000.0,243000.0,24064.0,15.57,-832,5335,-5461
2011-10-25,243000.0,241500.0,12223.0,15.47,36,2159,-2126
2011-10-26,243000.0,238000.0,6917.0,15.25,182,-444,-253
2011-10-27,237000.0,242000.0,13071.0,15.5,3367,416,-3695
2011-10-28,242000.0,242500.0,6745.0,15.54,-560,2111,-1559
2011-10-31,242500.0,243000.0,6867.0,15.57,546,829,-964
2011-11-01,245000.0,242500.0,6083.0,15.54,-640,-183,1585
2011-11-02,246000.0,241500.0,5809.0,15.47,-215,1123,67
2011-11-03,241500.0,242000.0,5022.0,15.5,-878,1237,647
2011-11-04,242000.0,250000.0,13239.0,16.02,-5382,2032,2771
2011-11-07,255000.0,245500.0,5063.0,15.73,-28,-186,1147
2011-11-08,249000.0,251000.0,2037.0,16.08,-958,203,125
2011-11-09,249000.0,270000.0,9423.0,17.3,-2400,-372,1018
2011-11-10,269500.0,252500.0,10553.0,16.18,2046,-117,-729
2011-11-11,254000.0,249000.0,6336.0,15.95,373,-16,1211
2011-11-14,249000.0,250000.0,5756.0,16.02,228,149,-540
2011-11-15,248000.0,253000.0,8227.0,16.21,-275,1048,-1090
2011-11-16,251000.0,245000.0,12994.0,15.7,98,390,372
2011-11-17,245000.0,245000.0,4861.0,15.7,489,-253,-452
2011-11-18,240000.0,238500.0,12083.0,15.28,808,-1617,1242
2011-11-21,239500.0,239000.0,8805.0,15.31,304,-1342,948
2011-11-22,234000.0,240000.0,5920.0,15.38,-155,133,122
2011-11-23,240000.0,240000.0,5962.0,15.38,85,1482,-1795
2011-11-24,244000.0,238000.0,4207.0,15.25,-158,659,-345
2011-11-25,236500.0,240000.0,6256.0,15.38,-90,-634,693
2011-11-28,244000.0,248500.0,4144.0,15.92,-742,1422,-1393
2011-11-29,248500.0,270000.0,14526.0,17.3,-2504,5420,-4790
2011-11-30,262500.0,261500.0,7411.0,16.75,-429,1114,-1107
2011-12-01,261000.0,273500.0,13178.0,17.52,-1711,3025,-1773
2011-12-02,271500.0,272000.0,10784.0,17.43,-159,2315,-2168
2011-12-05,270000.0,267000.0,6471.0,17.11,145,641,-901
2011-12-06,264500.0,265000.0,15177.0,16.98,112,1714,-1827
2011-12-07,263000.0,265000.0,6366.0,16.98,302,1312,-1687
2011-12-08,265000.0,263000.0,9468.0,16.85,70,1832,-643
2011-12-09,262500.0,265000.0,6312.0,16.98,-138,3147,-2283
2011-12-12,265000.0,262000.0,6638.0,16.79,105,2059,-4308
2011-12-13,261000.0,263000.0,6906.0,16.85,433,2132,-1502
2011-12-14,263000.0,263000.0,4091.0,16.85,-129,176,-201
2011-12-15,263000.0,258000.0,8619.0,16.53,309,1568,-802
2011-12-16,258000.0,261500.0,5936.0,16.75,-253,-371,1379
2011-12-19,262500.0,255000.0,9021.0,16.34,36,-505,924
2011-12-20,259500.0,251000.0,2378.0,16.08,-71,241,-740
2011-12-21,256500.0,259000.0,6860.0,16.59,-1911,450,1179
2011-12-22,258000.0,260000.0,3838.0,16.66,362,-87,-329
2011-12-23,261500.0,260000.0,7783.0,16.66,-552,1119,-193
2011-12-26,264000.0,258500.0,1850.0,16.56,92,937,-996
2011-12-27,252000.0,254000.0,13227.0,16.27,43,1075,-905
2011-12-28,250000.0,253500.0,6964.0,16.24,156,1293,-507
2011-12-29,252500.0,255000.0,6390.0,16.34,-362,2045,-1382
2012-01-02,252500.0,248000.0,5992.0,13.77,1400,675,-1354
2012-01-03,246000.0,263000.0,10621.0,14.6,-1834,3072,-3328
2012-01-04,262000.0,263000.0,17699.0,14.6,-370,2729,-2003
2012-01-05,261500.0,259000.0,4513.0,14.38,-686,3411,-2805
2012-01-06,263000.0,259500.0,4551.0,14.41,-63,654,744
2012-01-09,257000.0,248000.0,7131.0,13.77,2374,-1327,697
2012-01-10,250000.0,250000.0,6454.0,13.88,-367,-3753,1761
2012-01-11,250000.0,255000.0,3803.0,14.16,-724,-261,329
2012-01-12,255500.0,254000.0,3196.0,14.1,-43,-625,349
2012-01-13,251000.0,249500.0,4634.0,13.85,635,-2201,1293
2012-01-16,246000.0,251000.0,3986.0,13.94,-539,1671,275
2012-01-17,250500.0,248500.0,7716.0,13.8,471,-2269,784
2012-01-18,247500.0,254000.0,3517.0,14.1,-1537,314,1422
2012-01-19,252000.0,250000.0,5737.0,13.88,376,-659,22
2012-01-20,249000.0,250000.0,5053.0,13.88,-206,-522,2256
2012-01-25,248000.0,253500.0,6398.0,14.08,-898,-786,1540
2012-01-26,254000.0,253000.0,4448.0,14.05,333,-1819,1492
2012-01-27,252500.0,254000.0,3210.0,14.1,-115,-1082,1327
