Symbol,아모레G_시가(원),아모레G_종가(원),아모레G_거래량(주),아모레G_PER(IFRS-연결),아모레G_순매수수량(개인)(주),아모레G_순매수수량(기관계)(주),아모레G_순매수수량(외국인계)(주)
2008-12-26,93500.0,97600.0,8192.0,14.62,-2689,-360,3065
2008-12-29,98500.0,103500.0,21241.0,15.51,-6807,1887,6191
2008-12-30,103000.0,105000.0,14446.0,15.73,-4318,8292,-3967
2009-01-02,103500.0,101500.0,10253.0,11.82,379,545,-1205
2009-01-05,100000.0,100000.0,9970.0,11.65,444,-2543,2105
2009-01-06,103500.0,102000.0,17759.0,11.88,-2191,-820,2973
2009-01-07,101000.0,99600.0,8025.0,11.6,2127,-3383,1298
2009-01-08,102000.0,95600.0,10911.0,11.13,4410,-3961,-921
2009-01-09,96000.0,96600.0,7345.0,11.25,-157,-1226,1369
2009-01-12,98000.0,95000.0,4895.0,11.06,929,-67,-831
2009-01-13,95000.0,92500.0,12896.0,10.77,4440,-3257,-1171
2009-01-14,93300.0,92500.0,10585.0,10.77,5558,-2422,-3185
2009-01-15,91000.0,87000.0,11894.0,10.13,3813,-2394,-1085
2009-01-16,86400.0,87700.0,10203.0,10.21,1449,1180,-2617
2009-01-19,88200.0,88700.0,5153.0,10.33,1036,-1231,151
2009-01-20,88200.0,87900.0,5469.0,10.24,1408,-1317,-87
2009-01-21,87000.0,85500.0,7677.0,9.96,839,-242,-555
2009-01-22,86100.0,85800.0,8769.0,9.99,1534,-433,-1115
2009-01-23,85900.0,85000.0,7233.0,9.9,369,1673,-2039
2009-01-28,87000.0,89500.0,13534.0,10.42,-4594,4572,4
2009-01-29,88600.0,91800.0,6419.0,10.69,-2046,1994,15
2009-01-30,91800.0,93400.0,10000.0,10.88,-3105,6418,-3295
2009-02-02,92000.0,90200.0,10214.0,10.5,-78,363,-589
2009-02-03,90300.0,88900.0,7546.0,10.35,1834,-1420,-400
2009-02-04,89100.0,88900.0,8323.0,10.35,-599,396,174
2009-02-05,88100.0,88000.0,5165.0,10.25,327,83,-390
2009-02-06,88300.0,88100.0,7573.0,10.26,143,1861,-2004
2009-02-09,88300.0,91200.0,10210.0,10.62,-1430,-1920,1117
2009-02-10,91700.0,89400.0,8607.0,10.41,-1515,1826,-2232
2009-02-11,89000.0,87000.0,10833.0,10.13,4883,-1358,-3506
2009-02-12,87900.0,88100.0,10223.0,10.26,2501,-1563,-828
2009-02-13,88000.0,88400.0,7420.0,10.29,-2309,1157,1128
2009-02-16,87300.0,87800.0,8635.0,10.22,1661,-1605,-74
2009-02-17,86900.0,85500.0,7591.0,9.96,2463,-2047,-422
2009-02-18,85700.0,83300.0,14558.0,9.7,5798,-929,-4824
2009-02-19,82100.0,82200.0,12262.0,9.57,414,-1027,26
2009-02-20,82300.0,81500.0,12927.0,9.49,1753,1095,-2808
2009-02-23,82000.0,81200.0,5429.0,9.46,-228,-1129,907
2009-02-24,80600.0,77900.0,8629.0,9.07,2753,-544,-2050
2009-02-25,78500.0,79000.0,5774.0,9.2,-198,687,-454
2009-02-26,81400.0,78400.0,5995.0,9.13,-1007,253,654
2009-02-27,80000.0,76200.0,13056.0,8.87,8992,-6622,-2289
2009-03-02,75200.0,71800.0,10872.0,8.36,1748,1738,-3289
2009-03-03,70500.0,71300.0,7746.0,8.3,1527,1107,64
2009-03-04,71400.0,73400.0,11834.0,8.55,374,490,-1526
2009-03-05,72300.0,73400.0,7012.0,8.55,957,-814,-96
2009-03-06,72800.0,72300.0,7014.0,8.42,-98,1213,-1160
2009-03-09,73900.0,75000.0,7132.0,8.73,-2883,11,2270
2009-03-10,74500.0,77100.0,6385.0,8.98,-1655,-466,2113
2009-03-11,77300.0,80500.0,8572.0,9.37,-2451,104,2436
2009-03-12,80300.0,81100.0,16069.0,9.44,-3045,5000,-2004
2009-03-13,80700.0,81900.0,6273.0,9.54,-1375,921,354
2009-03-16,80500.0,83800.0,5797.0,9.76,-3558,2779,795
2009-03-17,85500.0,83700.0,6886.0,9.75,-2312,3094,-806
2009-03-18,85000.0,84900.0,6165.0,9.89,-1619,128,1482
2009-03-19,85500.0,83000.0,18181.0,9.67,3984,-2182,-1840
2009-03-20,83000.0,86000.0,8524.0,10.02,-4685,4670,-36
2009-03-23,86900.0,85700.0,6189.0,9.98,-743,1106,-391
2009-03-24,86000.0,83200.0,19852.0,9.69,9165,-11669,500
2009-03-25,83700.0,81800.0,17840.0,9.53,4124,-10093,1309
2009-03-26,82000.0,85000.0,8860.0,9.9,-3997,2916,1129
2009-03-27,85200.0,88400.0,16095.0,10.29,-7093,5514,1404
2009-03-30,88800.0,88000.0,9154.0,10.25,-619,3289,-2677
2009-03-31,86700.0,88000.0,12283.0,10.25,2232,906,-3137
2009-04-01,87500.0,88200.0,13579.0,10.27,-1208,-761,1963
2009-04-02,89000.0,94300.0,27608.0,10.98,-5555,6875,-1336
2009-04-03,91500.0,97100.0,23583.0,11.31,-5588,6503,-912
2009-04-06,95300.0,97200.0,9504.0,11.32,-2329,-732,3093
2009-04-07,98500.0,96000.0,15489.0,11.18,-22,-1560,1565
2009-04-08,95000.0,95900.0,10529.0,11.17,-1781,-313,-1245
2009-04-09,96600.0,97100.0,16215.0,11.31,-116,258,-124
2009-04-10,96000.0,96400.0,11115.0,11.23,1938,73,-2011
2009-04-13,96400.0,99000.0,10553.0,11.53,-3018,-914,249
2009-04-14,98900.0,97000.0,21208.0,11.3,1961,-1417,-435
2009-04-15,95600.0,99500.0,10256.0,11.59,-4251,2935,981
2009-04-16,102000.0,97600.0,12849.0,11.37,1410,804,-2372
2009-04-17,98000.0,96900.0,11763.0,11.28,4886,-3264,-1560
2009-04-20,95600.0,97100.0,9087.0,11.31,138,-705,584
2009-04-21,97000.0,101000.0,11270.0,11.76,-2806,1081,1725
2009-04-22,99700.0,102500.0,15475.0,11.94,200,1891,-2452
2009-04-23,100000.0,102500.0,36466.0,11.94,5809,-1697,-13029
2009-04-24,100000.0,101500.0,15262.0,11.82,1173,4582,-6051
2009-04-27,99900.0,100000.0,15071.0,11.65,3107,983,-6125
2009-04-28,100000.0,100000.0,14522.0,11.65,-2241,6768,-4456
2009-04-29,99900.0,103500.0,14812.0,12.05,-3573,3105,-534
2009-04-30,105000.0,119000.0,70146.0,13.86,-170,17422,-9831
2009-05-04,119500.0,114000.0,48100.0,13.28,9429,15110,-23624
2009-05-06,112500.0,115500.0,48968.0,13.45,1932,22091,-23992
2009-05-07,115000.0,122000.0,35313.0,14.21,-9730,22106,-8950
2009-05-08,126000.0,123000.0,28068.0,14.32,-2272,14982,-10309
2009-05-11,122000.0,123000.0,25635.0,14.32,-1482,15937,-14641
2009-05-12,123000.0,129000.0,32944.0,15.02,-4501,20235,-16100
2009-05-13,127000.0,133000.0,19903.0,15.49,-6336,10402,-4062
2009-05-14,132500.0,131500.0,23799.0,15.31,-3873,11828,-7634
2009-05-15,132000.0,124500.0,8443.0,14.5,1971,-1444,-643
2009-05-18,125000.0,124500.0,13513.0,14.5,2070,-3158,1037
2009-05-19,125000.0,131000.0,17402.0,15.26,-3383,9532,-6159
2009-05-20,127000.0,128000.0,10872.0,14.91,3406,568,-3855
2009-05-21,127000.0,122500.0,10223.0,14.27,2324,-275,-1984
2009-05-22,121500.0,124500.0,10253.0,14.5,-2081,2395,86
2009-05-25,122500.0,126500.0,21364.0,14.73,-149,-3308,2133
2009-05-26,130000.0,123000.0,10600.0,14.32,554,-1532,836
2009-05-27,125000.0,122500.0,11262.0,14.27,719,-2607,1852
2009-05-28,120000.0,125000.0,20637.0,14.56,-856,8071,-7436
2009-05-29,123000.0,125000.0,21405.0,14.56,3480,2249,-6974
2009-06-01,122000.0,120000.0,17281.0,13.97,3248,-4946,55
2009-06-02,121500.0,116000.0,24685.0,13.51,12852,-5403,-5211
2009-06-03,116500.0,116500.0,20270.0,13.57,-1193,916,357
2009-06-04,117000.0,117500.0,17355.0,13.68,4077,1066,-3121
2009-06-05,115000.0,114500.0,7351.0,13.33,2950,-2560,-198
2009-06-08,113500.0,119000.0,13129.0,13.86,-430,2971,-2522
2009-06-09,120000.0,113000.0,31937.0,13.16,8119,-5823,-998
2009-06-10,111500.0,116000.0,11881.0,13.51,-2188,1609,472
2009-06-11,116000.0,115000.0,17564.0,13.39,532,-3026,2148
2009-06-12,115500.0,118000.0,13012.0,13.74,-3430,1013,3001
2009-06-15,117500.0,116500.0,9292.0,13.57,986,1099,-1296
2009-06-16,114500.0,113500.0,4546.0,13.22,2617,-1443,-993
2009-06-17,116000.0,113000.0,4345.0,13.16,1785,-1666,-159
2009-06-18,112500.0,112500.0,5470.0,13.1,-173,99,83
2009-06-19,113000.0,111500.0,14728.0,12.99,4198,-147,-6703
2009-06-22,112000.0,113500.0,7370.0,13.22,940,1078,-2142
2009-06-23,111500.0,107000.0,23760.0,12.46,8888,6076,-15749
2009-06-24,108500.0,109000.0,13192.0,12.69,1166,1920,-4713
2009-06-25,109000.0,110500.0,14002.0,12.87,172,-1402,1287
2009-06-26,110500.0,112000.0,10901.0,13.04,-1202,409,869
2009-06-29,113500.0,114000.0,10550.0,13.28,-2111,2165,1396
2009-06-30,115500.0,117000.0,19712.0,13.63,-2708,-1385,4419
2009-07-01,116000.0,117000.0,8295.0,13.63,2157,-3483,256
2009-07-02,117000.0,118500.0,6827.0,13.8,736,-1231,107
2009-07-03,118000.0,116500.0,4586.0,13.57,1107,-2105,776
2009-07-06,116500.0,118000.0,7703.0,13.74,662,-929,179
2009-07-07,119000.0,125000.0,14274.0,14.56,-5160,2897,2300
2009-07-08,124000.0,122000.0,16792.0,14.21,2328,5741,-7979
2009-07-09,123500.0,121500.0,10511.0,14.15,933,-3327,2639
2009-07-10,121000.0,120000.0,10660.0,13.97,1208,3753,-4943
2009-07-13,122000.0,118000.0,10274.0,13.74,-3080,2134,958
2009-07-14,117500.0,122500.0,11392.0,14.27,-4886,4219,-260
2009-07-15,121500.0,122000.0,7390.0,14.21,-757,2313,-1551
2009-07-16,122000.0,123000.0,7384.0,14.32,-21,2719,-2855
2009-07-17,123500.0,121500.0,5800.0,14.15,1083,304,-1793
2009-07-20,121500.0,125500.0,10517.0,14.62,-2869,3474,-537
2009-07-21,123500.0,128500.0,10529.0,14.96,-3641,1099,2570
2009-07-22,127500.0,129000.0,8143.0,15.02,-2856,-167,3012
2009-07-23,130000.0,131000.0,11416.0,15.26,-7358,5774,1468
2009-07-24,130500.0,130500.0,5694.0,15.2,-1535,-272,2200
2009-07-27,130000.0,129500.0,19828.0,15.08,-1252,1987,-852
2009-07-28,128000.0,128000.0,11925.0,14.91,2928,-4717,1384
2009-07-29,126500.0,125500.0,13330.0,14.62,3856,-8742,4656
2009-07-30,125500.0,126500.0,5435.0,14.73,-301,-1076,1692
2009-07-31,125500.0,128500.0,19243.0,14.96,-8051,4677,3171
2009-08-03,127500.0,126000.0,13573.0,14.67,2430,-9616,7226
2009-08-04,126000.0,126500.0,32969.0,14.73,6215,-24691,18976
2009-08-05,126000.0,125000.0,27267.0,14.56,1893,-19751,17870
2009-08-06,125000.0,127500.0,15277.0,14.85,-3286,-3057,5983
2009-08-07,127500.0,131000.0,32666.0,15.26,2069,178,-4216
2009-08-10,132000.0,131000.0,33160.0,15.26,3599,-14301,12430
2009-08-11,130000.0,130500.0,25623.0,15.2,3119,-11721,8767
2009-08-12,130500.0,129500.0,33330.0,15.08,1954,-14398,12848
2009-08-13,129000.0,129000.0,31317.0,15.02,4819,-15555,11608
2009-08-14,130000.0,129500.0,32132.0,15.08,2396,-14879,13343
2009-08-17,130500.0,126500.0,22084.0,14.73,1891,-11997,13183
2009-08-18,126500.0,126000.0,18459.0,14.67,-1795,-4089,8556
2009-08-19,126000.0,123500.0,26487.0,14.38,5655,-19353,13758
2009-08-20,124000.0,129500.0,16627.0,15.08,-7702,5011,2646
2009-08-21,128000.0,131500.0,21612.0,15.31,-10913,5143,4279
2009-08-24,133000.0,130500.0,14049.0,15.2,-865,149,-439
2009-08-25,130000.0,128500.0,11433.0,14.96,-1164,-3326,4618
2009-08-26,128500.0,131000.0,13222.0,15.26,527,-1173,821
2009-08-27,131000.0,136500.0,17124.0,15.9,-7272,6903,278
2009-08-28,136000.0,141000.0,19723.0,16.42,-6005,5118,885
2009-08-31,140500.0,144500.0,30973.0,16.83,-4267,-3376,6798
2009-09-01,144500.0,142500.0,11025.0,16.6,-1094,1452,416
2009-09-02,142500.0,139500.0,8602.0,16.25,-31,-530,1632
2009-09-03,139000.0,141500.0,6612.0,16.48,-2611,2021,562
2009-09-04,140500.0,144000.0,8378.0,16.77,-1526,-496,1989
2009-09-07,142500.0,139000.0,8121.0,16.19,1368,-2051,639
2009-09-08,138000.0,139000.0,5609.0,16.19,-473,402,-135
2009-09-09,138500.0,134500.0,11611.0,15.66,3547,-2511,-947
2009-09-10,135000.0,137000.0,15203.0,15.95,102,1061,-1646
2009-09-11,137000.0,141000.0,33180.0,16.42,3288,-10353,7129
2009-09-14,143000.0,143500.0,14926.0,16.71,-6984,2008,5004
2009-09-15,147500.0,144000.0,18081.0,16.77,-1667,-1806,3170
2009-09-16,143000.0,147500.0,18169.0,17.18,-5248,1436,3747
2009-09-17,149500.0,152000.0,18763.0,17.7,-4962,841,5725
2009-09-18,150500.0,151000.0,30471.0,17.59,193,-7258,7212
2009-09-21,149500.0,147500.0,6148.0,17.18,354,-658,495
2009-09-22,148000.0,148000.0,9658.0,17.24,1971,-4404,2460
2009-09-23,149500.0,144000.0,9873.0,16.77,4947,-3167,-1780
2009-09-24,146500.0,143500.0,9463.0,16.71,1612,-852,-784
2009-09-25,142500.0,145500.0,9209.0,16.94,-1458,-243,1115
2009-09-28,145000.0,149500.0,15585.0,17.41,-1513,2123,-809
2009-09-29,148500.0,154000.0,22069.0,17.93,-8303,7851,-459
2009-09-30,151500.0,156500.0,23112.0,18.23,-6569,166,3051
2009-10-01,156500.0,154000.0,21137.0,17.93,-4724,5549,-865
2009-10-05,151000.0,150000.0,11804.0,17.47,-1223,4400,-3291
2009-10-06,149500.0,148500.0,12379.0,17.29,-850,3055,-3205
2009-10-07,149500.0,148000.0,13579.0,17.24,3398,616,-3842
2009-10-08,147000.0,148500.0,13445.0,17.29,1687,-1275,-353
2009-10-09,149000.0,147000.0,12528.0,17.12,5357,-3007,-1848
2009-10-12,149500.0,145500.0,7331.0,16.94,3328,-1250,-2060
2009-10-13,145500.0,141000.0,14697.0,16.42,6015,-5041,814
2009-10-14,141500.0,143000.0,6665.0,16.65,546,49,115
2009-10-15,142000.0,144000.0,16847.0,16.77,-1221,1053,-173
2009-10-16,143500.0,144000.0,9029.0,16.77,1174,1136,-1462
2009-10-19,145000.0,140500.0,10416.0,16.36,5578,-6186,802
2009-10-20,141500.0,142000.0,12988.0,16.54,620,2351,-3436
2009-10-21,142500.0,142500.0,10795.0,16.6,-108,4027,-3912
2009-10-22,141000.0,142000.0,7385.0,16.54,-1440,2020,-568
2009-10-23,141000.0,139000.0,19280.0,16.19,6617,-5263,17
2009-10-26,137000.0,139500.0,9433.0,16.25,-701,678,970
2009-10-27,140000.0,139500.0,8729.0,16.25,-158,-75,248
2009-10-28,140000.0,142000.0,22653.0,16.54,-5182,3686,-117
2009-10-29,142000.0,142500.0,12070.0,16.6,-875,814,-874
2009-10-30,140500.0,145500.0,13424.0,16.94,-3877,4679,-1775
2009-11-02,144500.0,143500.0,15021.0,16.71,1701,-795,-936
2009-11-03,143500.0,144000.0,8189.0,16.77,552,70,-642
2009-11-04,144000.0,139000.0,17136.0,16.19,3951,-2009,-750
2009-11-05,138000.0,138000.0,8329.0,16.07,707,-1343,1263
2009-11-06,138000.0,139000.0,7471.0,16.19,-2306,3128,-406
2009-11-09,141000.0,139500.0,9526.0,16.25,93,-43,-87
2009-11-10,139500.0,138000.0,14942.0,16.07,1165,-3386,2221
2009-11-11,139000.0,139000.0,9669.0,16.19,-2111,-1046,4057
2009-11-12,139000.0,138500.0,5430.0,16.13,-1514,-1069,2533
2009-11-13,140000.0,142000.0,12389.0,16.54,-5026,2214,2876
2009-11-16,141000.0,144000.0,17453.0,16.77,-2912,2155,28
2009-11-17,144000.0,145500.0,13676.0,16.94,-209,23,204
2009-11-18,146000.0,147000.0,23122.0,17.12,-4540,10770,-6345
2009-11-19,146000.0,146000.0,6572.0,17.0,478,-119,-353
2009-11-20,147000.0,149000.0,12286.0,17.35,-2802,567,2413
2009-11-23,150000.0,149500.0,5273.0,17.41,-2190,749,1560
2009-11-24,150000.0,154000.0,15415.0,17.93,-6373,805,1657
2009-11-25,152500.0,153000.0,10049.0,17.82,-130,-1506,1592
2009-11-26,153000.0,152000.0,7446.0,17.7,-2614,-286,3088
2009-11-27,150000.0,152000.0,16766.0,17.7,-5715,3727,1976
2009-11-30,154000.0,150500.0,13273.0,17.53,-444,-2130,2884
2009-12-01,149500.0,150500.0,13513.0,17.53,-222,193,61
2009-12-02,150000.0,149000.0,10394.0,17.35,1948,-3826,3008
2009-12-03,148500.0,150500.0,10285.0,17.53,588,-2528,1928
2009-12-04,150500.0,154000.0,15278.0,17.93,-6999,345,6852
2009-12-07,154500.0,153500.0,8664.0,17.88,1185,-3700,3582
2009-12-08,152500.0,154500.0,3256.0,17.99,-610,728,-60
2009-12-09,154500.0,153000.0,9381.0,17.82,-1619,-804,3204
2009-12-10,155000.0,153000.0,14914.0,17.82,-10,-1335,1086
2009-12-11,154000.0,158000.0,17018.0,18.4,-5388,885,4516
2009-12-14,160000.0,161000.0,7906.0,18.75,-1510,467,1081
2009-12-15,161000.0,159500.0,9042.0,18.58,530,-2620,2396
2009-12-16,160000.0,159000.0,5893.0,18.52,-1323,904,443
2009-12-17,158500.0,155000.0,5096.0,18.05,1411,-688,-452
2009-12-18,156500.0,154500.0,4597.0,17.99,585,-1000,373
2009-12-21,154000.0,154500.0,3041.0,17.99,-446,317,21
2009-12-22,154500.0,154500.0,4986.0,17.99,1293,-1743,404
2009-12-23,156000.0,153500.0,5050.0,17.88,-316,921,-643
2009-12-24,153500.0,161000.0,13100.0,18.75,-6835,4299,2756
2009-12-28,159000.0,157000.0,6533.0,18.28,178,-1171,1263
2009-12-29,156500.0,154000.0,3878.0,17.93,1292,-713,-579
2009-12-30,154000.0,158000.0,4833.0,18.4,-275,-1170,149
2010-01-04,156500.0,155000.0,5788.0,15.74,1194,-906,-244
2010-01-05,155000.0,152000.0,9197.0,15.43,3490,-2146,-1139
2010-01-06,151000.0,150000.0,10283.0,15.23,2003,-2426,449
2010-01-07,150000.0,148000.0,13336.0,15.03,660,-1774,1178
2010-01-08,148000.0,146000.0,6778.0,14.82,2947,1050,-4061
2010-01-11,145000.0,145000.0,10908.0,14.72,6332,-4268,-2011
2010-01-12,145000.0,142000.0,13024.0,14.42,9905,-5004,-4814
2010-01-13,142500.0,140500.0,13544.0,14.27,6804,-6370,-250
2010-01-14,144000.0,140500.0,11137.0,14.27,3228,-108,-3464
2010-01-15,140500.0,134500.0,27298.0,13.66,16087,-13205,-2615
2010-01-18,134000.0,132500.0,22901.0,13.45,12325,-3257,-8840
2010-01-19,133000.0,134500.0,13276.0,13.66,-2705,3145,-121
2010-01-20,135000.0,134500.0,8824.0,13.66,1176,238,-1124
2010-01-21,135500.0,135500.0,5457.0,13.76,-1751,186,1334
2010-01-22,134500.0,129500.0,17720.0,13.15,10414,-4385,-6295
2010-01-25,127500.0,131000.0,6968.0,13.3,-1729,-57,85
2010-01-26,131500.0,129500.0,7493.0,13.15,260,-1415,1190
2010-01-27,131000.0,128500.0,6823.0,13.05,31,372,-405
2010-01-28,130000.0,133000.0,10916.0,13.5,-1103,-2252,3399
2010-01-29,130500.0,131500.0,11327.0,13.35,-340,315,-426
2010-02-01,131000.0,130500.0,13440.0,13.25,222,880,-1665
2010-02-02,131000.0,127000.0,13606.0,12.9,2064,636,-2711
2010-02-03,127500.0,123000.0,19269.0,12.49,9484,-7012,-3061
2010-02-04,123500.0,121000.0,20123.0,12.29,9207,-10545,766
2010-02-05,118000.0,118500.0,20106.0,12.03,-2467,5759,-4943
2010-02-08,120000.0,115500.0,19875.0,11.73,11678,-12972,1165
2010-02-09,115500.0,118000.0,9814.0,11.98,-1552,1449,96
2010-02-10,119000.0,118500.0,13638.0,12.03,1638,-6378,4530
2010-02-11,118000.0,119500.0,5690.0,12.13,-821,1818,-1138
2010-02-12,119000.0,119000.0,9276.0,12.08,809,-1939,-217
2010-02-16,120000.0,120000.0,8752.0,12.18,4033,-3748,-1662
2010-02-17,122000.0,120000.0,7709.0,12.18,1134,393,-1549
2010-02-18,120500.0,119000.0,5360.0,12.08,-407,812,-1510
2010-02-19,119000.0,115500.0,14442.0,11.73,5006,-107,-3990
2010-02-22,116500.0,117000.0,14693.0,11.88,3875,-3869,-247
2010-02-23,117000.0,118000.0,10986.0,11.98,1578,-4119,2542
2010-02-24,117500.0,118500.0,6987.0,12.03,1917,-2986,909
2010-02-25,118500.0,118500.0,9834.0,12.03,-3250,3553,-696
2010-02-26,119000.0,118500.0,10271.0,12.03,-710,2054,-1475
2010-03-02,119000.0,123000.0,13846.0,12.49,-2960,997,1886
2010-03-03,123000.0,124500.0,7715.0,12.64,-2540,3882,-1268
2010-03-04,124500.0,122500.0,11431.0,12.44,-771,3236,-2135
2010-03-05,122500.0,125000.0,7813.0,12.69,-3154,2740,138
2010-03-08,126000.0,125000.0,6418.0,12.69,-1239,1079,113
2010-03-09,125000.0,128000.0,6762.0,13.0,-2314,555,1906
2010-03-10,128500.0,127500.0,3756.0,12.95,142,241,-437
2010-03-11,128500.0,128500.0,8276.0,13.05,-722,2154,-1329
2010-03-12,129500.0,129000.0,4916.0,13.1,417,-1047,577
2010-03-15,129500.0,126000.0,5728.0,12.79,685,-1450,823
2010-03-16,126000.0,122000.0,12084.0,12.39,2046,-555,-1558
2010-03-17,124000.0,126500.0,9432.0,12.84,-5907,2327,3535
2010-03-18,125500.0,129000.0,4905.0,13.1,-479,-298,914
2010-03-19,129000.0,131500.0,6091.0,13.35,-3679,2014,1437
2010-03-22,130000.0,129000.0,5839.0,13.1,-196,-1294,2050
2010-03-23,128500.0,130500.0,8412.0,13.25,-559,-2760,2887
2010-03-24,130500.0,131000.0,3289.0,13.3,-503,-1209,1656
2010-03-25,132000.0,134000.0,8974.0,13.61,-2003,-1820,3781
2010-03-26,133500.0,133500.0,4168.0,13.56,153,-458,635
2010-03-29,131500.0,132500.0,6135.0,13.45,-1985,64,2033
2010-03-30,133000.0,132500.0,7552.0,13.45,729,-3020,3753
2010-03-31,133500.0,132000.0,10185.0,13.4,-1537,-2434,3719
2010-04-01,130500.0,129500.0,10895.0,13.15,4754,-4108,2634
2010-04-02,129000.0,126000.0,7684.0,12.79,904,-1421,1105
2010-04-05,126000.0,127000.0,6751.0,12.9,-2126,1037,690
2010-04-06,128500.0,130000.0,6472.0,13.2,-1202,-170,1344
2010-04-07,132000.0,129500.0,4962.0,13.15,-416,333,139
2010-04-08,128000.0,125500.0,32010.0,12.74,14153,-7213,-6776
2010-04-09,125500.0,123500.0,14264.0,12.54,5218,-854,-4119
2010-04-12,123500.0,123000.0,6482.0,12.49,2229,101,-2702
2010-04-13,123000.0,122000.0,7193.0,12.39,1212,796,-2076
2010-04-14,122000.0,124000.0,6507.0,12.59,774,941,-1790
2010-04-15,124500.0,123500.0,9564.0,12.54,2537,-444,-1662
2010-04-16,123500.0,121500.0,11186.0,12.34,2932,-2447,38
2010-04-19,121500.0,119500.0,8769.0,12.13,-8,294,-322
2010-04-20,121500.0,126500.0,14976.0,12.84,-5925,-455,6500
2010-04-21,125500.0,125000.0,7671.0,12.69,2311,-872,-1565
2010-04-22,124000.0,123000.0,10351.0,12.49,3218,-975,-1795
2010-04-23,124500.0,125500.0,18261.0,12.74,-2657,-4582,6550
2010-04-26,127000.0,126500.0,14716.0,12.84,1058,-3726,1814
2010-04-27,125500.0,126000.0,4848.0,12.79,-1418,161,1190
2010-04-28,125500.0,125000.0,11774.0,12.69,572,663,-1632
2010-04-29,125000.0,125000.0,10783.0,12.69,3297,1942,-5573
2010-04-30,125500.0,128000.0,9824.0,13.0,-231,-40,-178
2010-05-03,127000.0,130000.0,13580.0,13.2,-3283,-5324,8034
2010-05-04,130500.0,131000.0,6131.0,13.3,-2730,85,3024
2010-05-06,130500.0,129500.0,21152.0,13.15,-3302,3538,-1441
2010-05-07,119000.0,129500.0,21187.0,13.15,-6455,-4890,11089
2010-05-10,129500.0,135500.0,13304.0,13.76,-7008,5759,1171
2010-05-11,136500.0,134000.0,10773.0,13.61,846,-3381,2596
2010-05-12,132500.0,133000.0,12312.0,13.5,2869,-4498,-322
2010-05-13,133000.0,132000.0,9429.0,13.4,1554,-2260,1161
2010-05-14,129500.0,131500.0,11625.0,13.35,1048,-5363,5104
2010-05-17,130000.0,131500.0,8644.0,13.35,-309,-351,-43
2010-05-18,130500.0,132500.0,8374.0,13.45,613,516,-2174
2010-05-19,131500.0,132000.0,12438.0,13.4,2044,-1828,-876
2010-05-20,131500.0,132500.0,7083.0,13.45,32,771,-1509
2010-05-24,131500.0,131000.0,16695.0,13.3,1470,-73,-4455
2010-05-25,131500.0,129000.0,15286.0,13.1,-2399,-492,3043
2010-05-26,127500.0,134000.0,14588.0,13.61,-4734,6974,-2153
2010-05-27,131500.0,131500.0,6467.0,13.35,1330,-1625,-375
2010-05-28,132000.0,131000.0,14096.0,13.3,3443,-9168,3929
2010-05-31,134500.0,132000.0,7873.0,13.4,-2128,-379,2421
2010-06-01,132000.0,134000.0,12673.0,13.61,635,810,3705
2010-06-03,135500.0,143000.0,18287.0,14.52,-4721,14,4144
2010-06-04,143500.0,142500.0,5778.0,14.47,-1384,-227,2020
2010-06-07,142500.0,142500.0,10111.0,14.47,-1545,365,1048
2010-06-08,143000.0,149000.0,35598.0,15.13,-14720,-6679,21057
2010-06-09,149000.0,149000.0,7314.0,15.13,-1349,-1849,3539
2010-06-10,150000.0,149000.0,18188.0,15.13,-1503,79,1522
2010-06-11,150500.0,150500.0,8371.0,15.28,-3677,154,3299
2010-06-14,152500.0,152000.0,8661.0,15.43,-3192,553,2357
2010-06-15,151500.0,156000.0,23137.0,15.84,-7966,11366,-3431
2010-06-16,156000.0,155000.0,5638.0,15.74,-1382,825,128
2010-06-17,155000.0,157000.0,5835.0,15.94,-3116,2546,770
2010-06-18,155500.0,156000.0,9769.0,15.84,-1584,-2002,3496
2010-06-21,156000.0,157500.0,14001.0,15.99,-6184,1219,4944
2010-06-22,156000.0,157000.0,14849.0,15.94,-2037,-4221,6260
2010-06-23,157000.0,157000.0,7867.0,15.94,-2066,1546,527
2010-06-24,155000.0,157000.0,5810.0,15.94,-735,1851,-1302
2010-06-25,156000.0,157000.0,27138.0,15.94,-547,-1558,2352
2010-06-28,159500.0,156000.0,6430.0,15.84,76,1199,1695
2010-06-29,154500.0,157000.0,11210.0,15.94,-3802,791,2906
2010-06-30,157000.0,157000.0,12793.0,15.94,-3140,3352,-115
2010-07-01,156000.0,161000.0,9965.0,16.35,-1378,2070,106
2010-07-02,160000.0,157500.0,6090.0,15.99,103,2694,-2741
2010-07-05,161000.0,156500.0,6830.0,15.89,-1248,-1812,1674
2010-07-06,158500.0,152500.0,9941.0,15.48,506,3352,-832
2010-07-07,151500.0,148000.0,16550.0,15.03,129,558,-918
2010-07-08,148000.0,153500.0,9305.0,15.59,-2685,923,1221
2010-07-09,153500.0,155500.0,4193.0,15.79,-1636,-947,2289
2010-07-12,154000.0,160000.0,5312.0,16.25,-1279,-1450,2879
2010-07-13,161000.0,160000.0,4860.0,16.25,-1822,378,502
2010-07-14,158500.0,160000.0,11918.0,16.25,-2481,75,2324
2010-07-15,160000.0,160500.0,4695.0,16.3,-1049,-512,1521
