Symbol,현대차_시가(원),현대차_종가(원),현대차_거래량(주),현대차_PER(IFRS-연결),현대차_순매수수량(개인)(주),현대차_순매수수량(기관계)(주),현대차_순매수수량(외국인계)(주)
2008-11-21,39500.0,45900.0,2362527.0,8.16,-490559,215090,271583
2008-11-24,45000.0,40000.0,2427091.0,7.12,326955,-143398,-190046
2008-11-25,43100.0,37100.0,5270654.0,6.6,1318073,-644052,-622654
2008-11-26,38000.0,39200.0,3965679.0,6.97,177885,62801,-219850
2008-11-27,41200.0,41000.0,2705640.0,7.29,-183323,94400,78284
2008-11-28,41700.0,41500.0,2554738.0,7.38,-109936,98272,33518
2008-12-01,42500.0,41000.0,1754314.0,7.29,-38036,102906,-66570
2008-12-02,37600.0,38650.0,1887831.0,6.88,314256,-440909,172620
2008-12-03,39550.0,37500.0,2753963.0,6.67,961250,-675153,-143079
2008-12-04,38150.0,37600.0,2739525.0,6.69,134691,30269,-152930
2008-12-05,38050.0,39500.0,2101616.0,7.03,-274635,357669,-89604
2008-12-08,40550.0,42550.0,2811088.0,7.57,-927005,397782,599233
2008-12-09,43450.0,43100.0,2209317.0,7.67,-322402,299491,-13073
2008-12-10,43200.0,47050.0,3619395.0,8.37,-1116224,341634,760104
2008-12-11,46500.0,46300.0,3137337.0,8.24,205755,12774,-237967
2008-12-12,44800.0,42000.0,3327722.0,7.47,439040,-193293,-280485
2008-12-15,43750.0,45000.0,1904988.0,8.0,7482,-289917,337712
2008-12-16,44500.0,47500.0,4590452.0,8.45,233519,194955,-425355
2008-12-17,48800.0,47000.0,2267986.0,8.36,-72505,64872,21314
2008-12-18,47300.0,45500.0,2381697.0,8.09,-209675,354251,-216506
2008-12-19,44500.0,45300.0,1716734.0,8.06,132473,-66503,-109725
2008-12-22,46500.0,45750.0,1567410.0,8.14,19543,-56537,33714
2008-12-23,44000.0,41000.0,2949023.0,7.29,905015,-790192,-112795
2008-12-24,40300.0,39850.0,2444564.0,7.09,624594,-474783,-20571
2008-12-26,40100.0,38000.0,1766559.0,6.76,562244,-151914,-397925
2008-12-29,38500.0,39500.0,1869055.0,7.03,126089,-181429,145950
2008-12-30,39750.0,39500.0,1315984.0,7.03,-121268,64439,37310
2009-01-02,40850.0,41700.0,1487353.0,13.86,-249800,219213,-16960
2009-01-05,43350.0,45000.0,3084142.0,14.96,-669161,97062,579359
2009-01-06,44800.0,46000.0,2926386.0,15.29,-1125836,691725,382710
2009-01-07,46500.0,49900.0,3655251.0,16.59,-1620449,753470,904595
2009-01-08,49000.0,47900.0,3167829.0,15.92,111348,326877,-485872
2009-01-09,48600.0,46700.0,2066262.0,15.52,-67293,354255,-237122
2009-01-12,45600.0,45150.0,1358404.0,15.01,104965,-44497,-23719
2009-01-13,45050.0,46000.0,1138088.0,15.29,147847,-116570,-31707
2009-01-14,45500.0,48000.0,1630175.0,15.95,-148862,328442,-44303
2009-01-15,45400.0,43000.0,2490598.0,14.29,662057,-393637,-253880
2009-01-16,42600.0,43050.0,2691698.0,14.31,629312,-87398,-503978
2009-01-19,43400.0,44050.0,1052403.0,14.64,-88429,-13047,98006
2009-01-20,42600.0,42950.0,1193821.0,14.28,107396,-40301,-82391
2009-01-21,41000.0,43500.0,1335457.0,14.46,-19850,-35310,-41510
2009-01-22,44300.0,42250.0,1822404.0,14.04,-51040,54014,-31134
2009-01-23,42250.0,42000.0,1435871.0,13.96,-129839,151649,2930
2009-01-28,43650.0,47000.0,2073753.0,15.62,-768943,548224,44845
2009-01-29,47600.0,48500.0,2752902.0,16.12,-1208236,472750,527090
2009-01-30,47400.0,47500.0,1598399.0,15.79,-74168,275600,-254192
2009-02-02,46800.0,46400.0,1877675.0,15.42,-60279,84412,-109343
2009-02-03,46500.0,48050.0,1396010.0,15.97,-277315,200064,-31300
2009-02-04,50400.0,51900.0,3679561.0,17.25,-920015,1345247,-284313
2009-02-05,51500.0,51600.0,2575470.0,17.15,-343832,159534,208182
2009-02-06,52500.0,53300.0,1756154.0,17.72,-305341,301835,-9128
2009-02-09,53500.0,51700.0,1499410.0,17.18,54286,-65095,63863
2009-02-10,52600.0,51600.0,1352364.0,17.15,125283,-12550,-122232
2009-02-11,50100.0,51600.0,1221159.0,17.15,-95716,-60171,86078
2009-02-12,51600.0,51000.0,1728926.0,16.95,439898,-278176,-162539
2009-02-13,50700.0,52200.0,969129.0,17.35,-92260,70678,13018
2009-02-16,51600.0,50400.0,1188052.0,16.75,27203,119995,-139615
2009-02-17,50000.0,48950.0,1212503.0,16.27,6141,-19191,-6255
2009-02-18,48150.0,48200.0,1213051.0,16.02,152956,-56286,-143220
2009-02-19,48200.0,47700.0,1540448.0,15.86,198800,34340,-226290
2009-02-20,46950.0,46700.0,1215385.0,15.52,-4679,154020,-204103
2009-02-23,47500.0,49400.0,1246893.0,16.42,-38739,210901,-226013
2009-02-24,47500.0,47550.0,1511735.0,15.81,186090,459060,-694870
2009-02-25,50000.0,49100.0,1720704.0,16.32,-128113,569603,-529125
2009-02-26,50200.0,49200.0,2228794.0,16.35,-67271,204179,-223665
2009-02-27,49200.0,48700.0,1190177.0,16.19,63439,-47511,-16151
2009-03-02,48500.0,47000.0,1005012.0,15.62,181024,46265,-229869
2009-03-03,46150.0,49050.0,1542259.0,16.3,-307014,368786,-128747
2009-03-04,49150.0,50500.0,1795268.0,16.79,-40313,221770,-187858
2009-03-05,50900.0,49800.0,1685249.0,16.55,177475,-190807,12602
2009-03-06,49000.0,50200.0,1039538.0,16.69,-41710,-107295,131965
2009-03-09,51000.0,51000.0,1847545.0,16.95,-93285,-77360,211754
2009-03-10,50300.0,49700.0,2110110.0,16.52,538009,-858803,360642
2009-03-11,51200.0,50000.0,1779227.0,16.62,248642,-390346,148062
2009-03-12,50500.0,50000.0,2563856.0,16.62,124771,244663,-398510
2009-03-13,51000.0,51300.0,2671637.0,17.05,15540,515472,-552719
2009-03-16,51600.0,53000.0,2087555.0,17.62,-247559,236019,-15637
2009-03-17,53500.0,54400.0,1932089.0,18.08,-222463,-41,216451
2009-03-18,54700.0,54100.0,1441742.0,17.98,169818,-270716,167327
2009-03-19,54000.0,51600.0,3868545.0,17.15,1641617,-989779,-489761
2009-03-20,51400.0,52000.0,2689117.0,17.28,632717,-668767,96181
2009-03-23,52000.0,53000.0,1918363.0,17.62,-126110,118772,-20510
2009-03-24,54000.0,53900.0,2012058.0,17.92,-289830,-9543,315428
2009-03-25,53500.0,52800.0,2659624.0,17.55,983487,-714469,-190539
2009-03-26,52600.0,53700.0,4434958.0,17.85,1058056,-715010,-122427
2009-03-27,54500.0,55100.0,4259022.0,18.31,-1149299,30937,1076195
2009-03-30,56200.0,53000.0,2215606.0,17.62,238915,-230351,4079
2009-03-31,54400.0,55500.0,2899897.0,18.45,-594604,499358,40421
2009-04-01,56000.0,58100.0,3814406.0,19.31,-827558,892831,-98975
2009-04-02,60000.0,60700.0,3124800.0,20.18,-939581,-187351,1139001
2009-04-03,62100.0,61500.0,3399268.0,20.44,-947386,95540,890291
2009-04-06,62000.0,62100.0,2428907.0,20.64,-78861,-508032,592916
2009-04-07,62600.0,62700.0,1931488.0,20.84,-173861,-212264,364184
2009-04-08,61700.0,60200.0,2444559.0,20.01,435346,-278374,-143186
2009-04-09,60900.0,65500.0,2641507.0,21.77,-598728,-52774,632004
2009-04-10,67000.0,64700.0,2243033.0,21.51,525289,-523477,33819
2009-04-13,67500.0,66100.0,2050376.0,21.97,65409,-407024,276438
2009-04-14,66500.0,66300.0,1977821.0,22.04,238427,-360649,125099
2009-04-15,65300.0,65900.0,1240716.0,21.9,17327,-33738,10205
2009-04-16,66500.0,64600.0,2804182.0,21.47,956146,-1012648,184491
2009-04-17,65000.0,65300.0,2790443.0,21.71,-665420,-284909,940423
2009-04-20,65500.0,65900.0,1524403.0,21.9,48071,-423478,376110
2009-04-21,64000.0,64500.0,1513099.0,21.44,234636,-125599,-122043
2009-04-22,65000.0,66000.0,2105105.0,21.94,-127712,-280087,427203
2009-04-23,67000.0,68100.0,3028982.0,22.64,-793972,-31056,802235
2009-04-24,67600.0,66700.0,1612930.0,22.17,-73132,-188026,293819
2009-04-27,66100.0,65600.0,1276904.0,21.8,60709,-337477,318246
2009-04-28,66000.0,63900.0,1729388.0,21.24,182149,-283585,137057
2009-04-29,63800.0,65700.0,1106157.0,21.84,-86330,44318,60755
2009-04-30,66500.0,68500.0,2262728.0,22.77,-772233,188959,592756
2009-05-04,69500.0,68900.0,1830300.0,22.9,204190,-398917,233054
2009-05-06,68700.0,68900.0,1928079.0,22.9,315143,-497805,285821
2009-05-07,69500.0,66500.0,2475261.0,22.1,891297,-995991,164688
2009-05-08,66000.0,65400.0,2420749.0,21.74,907747,-841759,-2946
2009-05-11,65200.0,64800.0,1926412.0,21.54,601096,-564877,1282
2009-05-12,64300.0,65400.0,1663558.0,21.74,192811,-172592,3652
2009-05-13,65400.0,65100.0,1016285.0,21.64,4619,1729,-7400
2009-05-14,64400.0,64000.0,2528691.0,21.27,968923,-540506,-222533
2009-05-15,64200.0,63500.0,1583152.0,21.11,157344,-129307,14338
2009-05-18,63400.0,64200.0,1370323.0,21.34,-196150,229805,-85861
2009-05-19,65700.0,66800.0,2131624.0,22.2,-508615,405556,-17597
2009-05-20,67100.0,67300.0,1530476.0,22.37,-358255,-96799,451315
2009-05-21,67600.0,66700.0,1466755.0,22.17,-168177,-48542,231009
2009-05-22,65800.0,64300.0,1413240.0,21.37,281700,-223969,13151
2009-05-25,64200.0,65800.0,1778769.0,21.87,-336689,25499,270501
2009-05-26,66300.0,64500.0,1053028.0,21.44,90947,-247059,160481
2009-05-27,65100.0,64100.0,1352528.0,21.31,-7017,-203810,208766
2009-05-28,63800.0,67800.0,2748017.0,22.54,-1069464,1022265,36919
2009-05-29,68800.0,69300.0,2443714.0,23.03,-865074,465864,333111
2009-06-01,70000.0,71900.0,3641386.0,23.9,-619978,450501,152354
2009-06-02,73500.0,71400.0,2681766.0,23.73,-628152,-366701,979152
2009-06-03,72800.0,71600.0,1256541.0,23.8,-289828,-95380,393438
2009-06-04,72300.0,72900.0,3656702.0,24.23,-561861,-273804,911200
2009-06-05,74000.0,72100.0,1667743.0,23.97,-31918,-611635,661982
2009-06-08,71600.0,68900.0,1786931.0,22.9,279180,-185822,-9841
2009-06-09,69900.0,68000.0,998518.0,22.6,234757,-141322,-93628
2009-06-10,68500.0,72300.0,1542285.0,24.03,-438128,-69213,506364
2009-06-11,72200.0,71700.0,1755842.0,23.83,-223783,-232572,414145
2009-06-12,72000.0,72300.0,1062102.0,24.03,-78900,-246300,359475
2009-06-15,72700.0,71900.0,986734.0,23.9,180492,-194761,27480
2009-06-16,70700.0,70200.0,1304582.0,23.33,167100,-90440,-63781
2009-06-17,70800.0,70500.0,903089.0,23.43,19001,86137,-139118
2009-06-18,71100.0,70300.0,744010.0,23.37,35610,76356,-151590
2009-06-19,70500.0,72500.0,1227479.0,24.1,-303184,163948,89940
2009-06-22,72400.0,73800.0,1637100.0,24.53,-275023,175932,104582
2009-06-23,72700.0,73500.0,1452534.0,24.43,-234472,184630,-65437
2009-06-24,73700.0,73300.0,1019237.0,24.36,39726,71094,-150185
2009-06-25,73900.0,75000.0,1263452.0,24.93,-205207,-3287,204282
2009-06-26,74800.0,74400.0,1074206.0,24.73,44310,-271955,217553
2009-06-29,75100.0,74100.0,720800.0,24.63,-83899,-44859,96923
2009-06-30,74800.0,74100.0,1010265.0,24.63,-152155,-117847,274756
2009-07-01,73700.0,73200.0,1318689.0,24.33,358552,-579607,279444
2009-07-02,73900.0,72500.0,1301339.0,24.1,481150,-574630,98142
2009-07-03,71600.0,72800.0,799230.0,24.2,53189,-166827,156626
2009-07-06,73200.0,73600.0,847498.0,24.46,-178986,36197,150618
2009-07-07,73900.0,76100.0,1783763.0,25.3,-394029,515318,-130530
2009-07-08,75800.0,78200.0,1937297.0,25.99,-492508,72524,383887
2009-07-09,77800.0,77200.0,2045650.0,25.66,117498,138625,-251965
2009-07-10,77500.0,77300.0,855159.0,25.69,-103203,23589,82093
2009-07-13,77800.0,74800.0,1398510.0,24.86,290569,-90987,-185993
2009-07-14,76000.0,74400.0,1533532.0,24.73,310615,22851,-330048
2009-07-15,75100.0,75500.0,1325404.0,25.1,241048,169384,-455585
2009-07-16,76700.0,77100.0,1723202.0,25.63,-482888,433634,13051
2009-07-17,78300.0,77900.0,736110.0,25.89,-193809,112011,87282
2009-07-20,78400.0,80800.0,1537748.0,26.86,-607245,563971,57720
2009-07-21,81400.0,83700.0,2099135.0,27.82,-613338,370368,204943
2009-07-22,83700.0,84200.0,1539788.0,27.99,-198648,6771,181412
2009-07-23,84000.0,81700.0,1810166.0,27.16,-82049,49484,82303
2009-07-24,82600.0,82400.0,902269.0,27.39,-2286,-100929,119435
2009-07-27,83900.0,86500.0,1818342.0,28.75,-582566,210132,345174
2009-07-28,87200.0,85500.0,904025.0,28.42,10449,-39699,27681
2009-07-29,86100.0,87100.0,869051.0,28.95,-279255,65007,205195
2009-07-30,87400.0,88000.0,626602.0,29.25,-106834,43981,60439
2009-07-31,88000.0,88100.0,1209998.0,29.28,-91877,-158639,267496
2009-08-03,89500.0,90300.0,1543503.0,30.02,-303385,-129382,466664
2009-08-04,92100.0,93400.0,1782196.0,31.05,-229418,-180365,425471
2009-08-05,93500.0,92400.0,1008883.0,30.71,52810,-116041,77080
2009-08-06,91500.0,92400.0,1205441.0,30.71,12337,-146438,145778
2009-08-07,91300.0,90800.0,1217777.0,30.18,355484,-369751,78084
2009-08-10,91700.0,91000.0,1040326.0,30.25,61735,-349521,328868
2009-08-11,90500.0,91800.0,1510930.0,30.51,186520,10286,-210787
2009-08-12,91300.0,90400.0,882081.0,30.05,136166,-155565,34230
2009-08-13,91300.0,92900.0,2273498.0,30.88,-558124,368729,99431
2009-08-14,93500.0,92900.0,1510853.0,30.88,241505,-185480,-39870
2009-08-17,92400.0,89600.0,958181.0,29.78,292576,-307537,14992
2009-08-18,88800.0,91700.0,1375580.0,30.48,-249319,214440,32295
2009-08-19,92300.0,95600.0,2534952.0,31.78,-540098,338308,166235
2009-08-20,97700.0,99900.0,1909977.0,33.21,-363691,356774,-96460
2009-08-21,101500.0,103000.0,1979153.0,34.24,-93831,-211020,302104
2009-08-24,107000.0,107500.0,1748919.0,35.73,110470,-219917,83871
2009-08-25,105000.0,106500.0,2096930.0,35.4,285811,-203684,-50437
2009-08-26,106500.0,103500.0,1482028.0,34.4,309783,-241988,-40849
2009-08-27,101500.0,101500.0,1426219.0,33.74,217616,-84651,-102693
2009-08-28,103000.0,104000.0,14187228.0,34.57,17088,308266,-363522
2009-08-31,102500.0,106000.0,1406953.0,35.23,-46787,4195,53968
2009-09-01,106000.0,114000.0,2625799.0,37.89,-420533,201451,128810
2009-09-02,112500.0,115000.0,3071692.0,38.23,142036,337634,-484739
2009-09-03,114000.0,108000.0,2369266.0,35.9,499163,-999,-490586
2009-09-04,108000.0,107500.0,3144605.0,35.73,223368,-115490,-116463
2009-09-07,109000.0,112500.0,2045756.0,37.39,-60675,301125,-263934
2009-09-08,112500.0,112500.0,1591911.0,37.39,-43687,181041,-130993
2009-09-09,113000.0,106000.0,2230486.0,35.23,592507,-195975,-395014
2009-09-10,105500.0,106000.0,3072304.0,35.23,564749,99453,-695418
2009-09-11,105500.0,103000.0,2643322.0,34.24,572569,-190331,-438304
2009-09-14,102500.0,105000.0,2049363.0,34.9,-156035,221434,-71453
2009-09-15,105500.0,108500.0,1691566.0,36.06,-165316,-62188,231920
2009-09-16,109500.0,112500.0,2298927.0,37.39,-686339,360955,292112
2009-09-17,115000.0,110000.0,2099475.0,36.56,81941,-167118,108041
2009-09-18,110000.0,108000.0,2344407.0,35.9,150790,-626744,501309
2009-09-21,109000.0,106500.0,1329409.0,35.4,227985,-306074,169712
2009-09-22,107000.0,112000.0,2161351.0,37.23,-27902,-102345,147141
2009-09-23,111500.0,114500.0,2342308.0,38.06,-170457,-60497,191513
2009-09-24,113000.0,110500.0,1730062.0,36.73,206966,-153621,-61296
2009-09-25,110000.0,115500.0,2026855.0,38.39,13679,165876,-169107
2009-09-28,116000.0,110500.0,1980421.0,36.73,443312,-309108,-86860
2009-09-29,111500.0,110000.0,1582774.0,36.56,66474,41235,-164069
2009-09-30,110000.0,111500.0,1590949.0,37.06,-403511,240668,157700
2009-10-01,110500.0,102500.0,3508337.0,34.07,710868,-217271,-427860
2009-10-05,101000.0,103000.0,3692974.0,34.24,-45676,-959728,982206
2009-10-06,105000.0,102000.0,1849132.0,33.9,39761,-280539,279931
2009-10-07,103500.0,96600.0,2694039.0,32.11,125000,-327394,312837
2009-10-08,97700.0,99600.0,2348235.0,33.11,176655,-153869,-36166
2009-10-09,100500.0,105000.0,1943393.0,34.9,-452213,5588,464073
2009-10-12,106000.0,105000.0,992305.0,34.9,-155694,77836,62341
2009-10-13,105500.0,106500.0,1224393.0,35.4,-109127,-45905,194117
2009-10-14,107500.0,106500.0,765589.0,35.4,-38940,-37593,96485
2009-10-15,107500.0,105000.0,1377178.0,34.9,-31806,-337665,454344
2009-10-16,103500.0,99900.0,2851838.0,33.21,410566,-872844,525016
2009-10-19,99900.0,101000.0,966194.0,33.57,116687,-90024,-15164
2009-10-20,102500.0,99300.0,1787170.0,33.01,325669,-376429,27564
2009-10-21,100500.0,103500.0,2441610.0,34.4,-390920,362525,17725
2009-10-22,102500.0,103000.0,1873465.0,34.24,-437465,277630,139730
2009-10-23,105500.0,109500.0,2447139.0,36.4,-667173,69246,588950
2009-10-26,109000.0,114000.0,2118279.0,37.89,-866928,290955,559451
2009-10-27,113500.0,117000.0,2034499.0,38.89,-462964,-62550,484414
2009-10-28,117500.0,115000.0,1468997.0,38.23,-229125,98067,144484
2009-10-29,112000.0,115000.0,1693850.0,38.23,-138965,182488,-91171
2009-10-30,116500.0,109500.0,2270428.0,36.4,219756,-211377,15978
2009-11-02,105500.0,102000.0,2662255.0,33.9,456717,-151472,-213209
2009-11-03,103500.0,105000.0,1406101.0,34.9,-132059,-293462,431788
2009-11-04,104000.0,106500.0,1435823.0,35.4,23985,-160027,141132
2009-11-05,105500.0,102000.0,990338.0,33.9,140241,-171869,31536
2009-11-06,104500.0,104500.0,1353091.0,34.74,-55523,-210257,261934
2009-11-09,104500.0,102500.0,850985.0,34.07,104602,-79253,-25862
2009-11-10,105500.0,105000.0,1473789.0,34.9,-277141,-221278,526810
2009-11-11,105500.0,105500.0,828239.0,35.07,54255,61997,-102777
2009-11-12,105500.0,102000.0,1119555.0,33.9,229982,-193733,-20101
2009-11-13,102500.0,101000.0,1288361.0,33.57,200940,-159297,-33430
2009-11-16,102000.0,102000.0,960532.0,33.9,92075,-165208,68909
2009-11-17,102000.0,100000.0,1535451.0,33.24,138494,-300073,130305
2009-11-18,101000.0,100000.0,1648686.0,33.24,346072,-58260,-254128
2009-11-19,100500.0,101500.0,1399944.0,33.74,54060,-105302,65263
2009-11-20,100500.0,102000.0,1002164.0,33.9,109341,-31322,-84704
2009-11-23,102000.0,100000.0,1168982.0,33.24,348540,-118070,-225386
2009-11-24,101000.0,99800.0,789801.0,33.17,26248,-42482,11481
2009-11-25,101000.0,100000.0,681172.0,33.24,40616,25390,-49587
2009-11-26,100000.0,98400.0,1520675.0,32.71,31843,-16618,-53
2009-11-27,97000.0,94600.0,1591324.0,31.44,8319,241885,-292494
2009-11-30,96600.0,99000.0,1227413.0,32.91,-206655,162649,34781
2009-12-01,100000.0,102500.0,1629163.0,34.07,-470742,262485,204681
2009-12-02,105000.0,103000.0,1329834.0,34.24,-144335,-142062,289240
2009-12-03,102500.0,104000.0,915341.0,34.57,-162910,111555,62409
2009-12-04,103000.0,104000.0,878546.0,34.57,-22305,-21629,70643
2009-12-07,104500.0,105000.0,1174451.0,34.9,-126521,107608,-18735
2009-12-08,105500.0,105000.0,852896.0,34.9,-123158,22855,106465
2009-12-09,104000.0,108500.0,1449640.0,36.06,-257668,166777,54395
2009-12-10,109500.0,110000.0,2298348.0,36.56,4288,129861,-154923
2009-12-11,111000.0,109500.0,985635.0,36.4,-159765,-9242,169373
2009-12-14,109000.0,109000.0,880217.0,36.23,113801,-129277,27725
2009-12-15,110000.0,110500.0,1247319.0,36.73,-257403,9230,252472
2009-12-16,110500.0,111000.0,704443.0,36.9,-55672,82208,-29922
2009-12-17,110000.0,111500.0,781382.0,37.06,-132028,87910,67979
2009-12-18,111000.0,111500.0,840709.0,37.06,20677,5653,-38699
2009-12-21,111500.0,112500.0,795270.0,37.39,-178034,263777,-97882
2009-12-22,114000.0,114500.0,829864.0,38.06,-266873,158484,105550
2009-12-23,115000.0,116500.0,860423.0,38.72,-326017,76494,235518
2009-12-24,116500.0,121000.0,1621340.0,40.22,-688097,198214,484844
2009-12-28,120000.0,120000.0,883223.0,39.89,-42860,88617,10837
2009-12-29,119500.0,120500.0,651934.0,40.05,-82720,-26008,-6438
2009-12-30,121500.0,121000.0,800861.0,40.22,-63213,41477,-20834
2010-01-04,119500.0,119000.0,1606672.0,11.43,120528,-351845,17209
2010-01-05,118000.0,110000.0,3051322.0,10.56,497422,-446322,-272799
2010-01-06,111000.0,111000.0,1683782.0,10.66,78510,-426833,129796
2010-01-07,111000.0,106000.0,1739446.0,10.18,206578,-294193,-199565
2010-01-08,106000.0,106000.0,2180088.0,10.18,461063,-319597,-289162
2010-01-11,107500.0,101500.0,1894737.0,9.74,511808,-368959,-230851
2010-01-12,102000.0,103000.0,1514918.0,9.89,279986,-196302,-232500
2010-01-13,102000.0,102000.0,1235013.0,9.79,188281,-142456,-207392
2010-01-14,103000.0,103500.0,1189358.0,9.94,57909,-194815,-5982
2010-01-15,104500.0,108000.0,1855367.0,10.37,-161581,-227272,355596
2010-01-18,107000.0,108000.0,1138109.0,10.37,-93908,-210916,263194
2010-01-19,109500.0,104500.0,1103103.0,10.03,167564,-284607,60219
2010-01-20,105000.0,103500.0,1009778.0,9.94,74260,-162905,137436
2010-01-21,103000.0,109000.0,1692972.0,10.46,-502054,389090,124875
2010-01-22,108000.0,109500.0,1813742.0,10.51,-311536,212662,191919
2010-01-25,108500.0,111000.0,1178306.0,10.66,-247028,2510,264764
2010-01-26,111000.0,108500.0,1135784.0,10.42,-22608,27935,-6192
2010-01-27,108500.0,109000.0,1557578.0,10.46,-202705,253970,-84049
2010-01-28,112000.0,113500.0,2008360.0,10.9,-564819,218779,309291
2010-01-29,113000.0,113000.0,2598600.0,10.85,-546252,221096,311773
2010-02-01,115000.0,116000.0,1626037.0,11.14,-522788,326383,183913
2010-02-02,116000.0,112000.0,1324788.0,10.75,14798,-7137,-25256
2010-02-03,114000.0,112000.0,1017439.0,10.75,99621,-193428,79763
2010-02-04,113000.0,116000.0,1374732.0,11.14,-135080,67456,48872
2010-02-05,112000.0,115500.0,1452309.0,11.09,-188652,222575,-47368
2010-02-08,116000.0,116000.0,904978.0,11.14,-208813,-26339,229093
2010-02-09,115000.0,116500.0,1228375.0,11.18,-222081,-192220,441697
2010-02-10,117000.0,114000.0,904339.0,10.94,69362,-79680,-201
2010-02-11,115000.0,116000.0,758516.0,11.14,-140258,-29440,145160
2010-02-12,117000.0,116000.0,629496.0,11.14,42926,-10713,-25191
2010-02-16,116000.0,117000.0,893113.0,11.23,-65343,60055,-21681
2010-02-17,118000.0,117500.0,723088.0,11.28,-49648,-28211,70375
2010-02-18,117000.0,115500.0,695877.0,11.09,101402,-124392,34669
2010-02-19,115500.0,114500.0,663616.0,10.99,-46273,-371,54815
2010-02-22,116000.0,117000.0,685002.0,11.23,-226996,112672,101503
2010-02-23,117500.0,117000.0,626767.0,11.23,-26563,-5851,16750
2010-02-24,114000.0,114000.0,1638569.0,10.94,-5219,-26747,21016
2010-02-25,114000.0,114000.0,563685.0,10.94,-47735,-61291,133219
2010-02-26,115000.0,115000.0,489534.0,11.04,-64352,20311,36538
2010-03-02,116500.0,113500.0,1209268.0,10.9,93673,-96269,49482
2010-03-03,114000.0,114500.0,738123.0,10.99,-35545,-153904,216278
2010-03-04,115500.0,114500.0,653835.0,10.99,-27247,-256616,299744
2010-03-05,114500.0,114500.0,556748.0,10.99,4871,-99658,71819
2010-03-08,115500.0,115000.0,820539.0,11.04,28728,-307809,288357
2010-03-09,115000.0,114000.0,1166860.0,10.94,70186,-688224,617385
2010-03-10,114500.0,114500.0,669400.0,10.99,-2605,-100520,98573
2010-03-11,114000.0,112000.0,1386814.0,10.75,451097,-193326,-243070
2010-03-12,112000.0,108000.0,2226244.0,10.37,444775,-911960,471917
2010-03-15,107500.0,107500.0,971735.0,10.32,193135,48247,-237322
2010-03-16,108500.0,109500.0,1133157.0,10.51,9198,-106745,101993
2010-03-17,110000.0,112000.0,874923.0,10.75,-221896,103450,138429
2010-03-18,111000.0,111500.0,525558.0,10.7,-32253,23029,30790
2010-03-19,112000.0,115000.0,1252781.0,11.04,-388447,42453,340598
2010-03-22,115000.0,115500.0,772791.0,11.09,-244549,53989,221940
2010-03-23,116500.0,117500.0,937152.0,11.28,-471804,296864,119017
2010-03-24,117500.0,116500.0,591629.0,11.18,-89357,-40221,96353
2010-03-25,116000.0,117000.0,743204.0,11.23,2278,171777,-192344
2010-03-26,116000.0,116000.0,587318.0,11.14,-28320,45156,-29562
2010-03-29,115000.0,117000.0,592691.0,11.23,-191227,35570,156353
2010-03-30,117500.0,116000.0,597286.0,11.14,49168,-68950,9493
2010-03-31,115500.0,115500.0,823073.0,11.09,30397,-95869,64286
2010-04-01,114500.0,121000.0,1831497.0,11.62,-237335,133618,90071
2010-04-02,123000.0,128000.0,2762739.0,12.29,-891665,306061,496634
2010-04-05,128000.0,130500.0,1376660.0,12.53,-200615,56728,80447
2010-04-06,130500.0,129000.0,725696.0,12.39,-48801,-28276,82941
2010-04-07,128000.0,128000.0,983552.0,12.29,-17920,9820,23394
2010-04-08,126500.0,127500.0,932601.0,12.24,109358,43390,-184792
2010-04-09,128500.0,126500.0,775891.0,12.15,135125,-68594,-56633
2010-04-12,126000.0,118000.0,2742014.0,11.33,662120,-793759,81056
2010-04-13,119000.0,120000.0,1127562.0,11.52,230931,-18822,-207887
2010-04-14,121000.0,119500.0,1115054.0,11.47,28624,-138222,163537
2010-04-15,119500.0,119000.0,1129764.0,11.43,163068,-156530,31740
2010-04-16,118500.0,119000.0,770098.0,11.43,-25886,-8529,60641
2010-04-19,117500.0,119000.0,709861.0,11.43,-80178,55153,61226
2010-04-20,120500.0,123000.0,1028439.0,11.81,-36400,77223,-53340
2010-04-21,124000.0,125000.0,1040971.0,12.0,-210079,121093,30497
2010-04-22,125000.0,125500.0,1345118.0,12.05,-239469,343906,-66019
2010-04-23,130500.0,130000.0,1822412.0,12.48,-798341,96816,763204
2010-04-26,130500.0,131500.0,880116.0,12.63,-282698,344,255768
2010-04-27,130500.0,130000.0,803744.0,12.48,-41861,55523,7770
2010-04-28,126500.0,131500.0,1019377.0,12.63,74486,69512,-109094
2010-04-29,131000.0,135500.0,1323162.0,13.01,-199056,268040,-76970
2010-04-30,135500.0,137000.0,904188.0,13.15,-203400,1205,130543
2010-05-03,136500.0,134500.0,562431.0,12.91,-24511,91829,-126864
2010-05-04,137000.0,138000.0,827959.0,13.25,-141926,-11165,182845
2010-05-06,134000.0,136500.0,1100149.0,13.11,-26190,207400,-229687
2010-05-07,132000.0,131000.0,1786474.0,12.58,296640,103903,-480172
2010-05-10,131000.0,130500.0,824320.0,12.53,177836,-63790,-101327
2010-05-11,132500.0,130500.0,1094366.0,12.53,191300,-156939,9726
2010-05-12,131500.0,134000.0,1224376.0,12.87,-113924,65064,1740
2010-05-13,136500.0,141500.0,1272784.0,13.59,-309828,177868,150286
2010-05-14,141000.0,144500.0,1345770.0,13.87,-82301,179968,-71515
