Symbol,현대차_시가(원),현대차_종가(원),현대차_거래량(주),현대차_PER(IFRS-연결),현대차_순매수수량(개인)(주),현대차_순매수수량(기관계)(주),현대차_순매수수량(외국인계)(주)
2015-09-14,155500.0,154500.0,473618.0,6.0,-8922,9077,2162
2015-09-15,154500.0,156500.0,935039.0,6.08,-133535,178740,-46114
2015-09-16,157500.0,163000.0,1158524.0,6.33,-519264,176327,348547
2015-09-17,163500.0,163500.0,648686.0,6.35,-39165,-35467,74190
2015-09-18,164000.0,165500.0,903177.0,6.43,-168678,-55793,230679
2015-09-21,164500.0,159000.0,840567.0,6.18,150698,44850,-194878
2015-09-22,163000.0,164000.0,714326.0,6.37,-138691,69384,72351
2015-09-23,163000.0,157000.0,944046.0,6.1,256126,213369,-474684
2015-09-24,159000.0,158000.0,3620370.0,6.14,3156601,73682,-66257
2015-09-25,163500.0,162000.0,855109.0,6.29,-156113,318380,-157411
2015-09-30,158000.0,164000.0,978742.0,6.37,-21858,197552,-177299
2015-10-01,164000.0,168000.0,806534.0,6.53,-281897,142338,146874
2015-10-02,167500.0,167000.0,492926.0,6.49,-62439,16868,48631
2015-10-05,168000.0,164000.0,469905.0,6.37,105989,28879,-134964
2015-10-06,162500.0,158000.0,1289144.0,6.14,205728,19914,-228508
2015-10-07,155500.0,160500.0,532368.0,6.24,-84884,87222,-2696
2015-10-08,161000.0,162000.0,568436.0,6.29,-53167,93946,-40069
2015-10-12,162500.0,159500.0,517468.0,6.2,52155,-65211,7031
2015-10-13,160500.0,163500.0,721085.0,6.35,-129955,28736,101549
2015-10-14,164000.0,163000.0,602476.0,6.33,-75766,224498,-147941
2015-10-15,162500.0,162500.0,495824.0,6.31,39426,-30864,-9280
2015-10-16,162500.0,161000.0,628494.0,6.26,8043,-163239,156124
2015-10-19,162500.0,161000.0,333746.0,6.26,-25298,-23474,49742
2015-10-20,161500.0,162500.0,335128.0,6.31,-67473,25682,40382
2015-10-21,163000.0,163000.0,322293.0,6.33,-8664,239,8720
2015-10-22,162500.0,162000.0,613312.0,6.29,-63675,160163,-95262
2015-10-23,164000.0,158000.0,648582.0,6.14,93026,19132,-110275
2015-10-26,159000.0,159000.0,404409.0,6.18,34466,28411,-61436
2015-10-27,159000.0,159000.0,283965.0,6.18,-15313,787,14522
2015-10-28,158500.0,155500.0,567032.0,6.04,118982,7212,-126818
2015-10-29,155000.0,153500.0,450019.0,5.96,77653,-10731,-64839
2015-10-30,152000.0,156000.0,667498.0,6.06,-44419,87077,-41807
2015-11-02,157000.0,158500.0,272605.0,6.16,-49182,14560,34736
2015-11-03,162500.0,162500.0,750511.0,6.31,-181156,108885,73492
2015-11-04,164000.0,165500.0,887811.0,6.43,-325391,253971,72138
2015-11-05,166000.0,165500.0,329731.0,6.43,-69977,52091,17418
2015-11-06,166000.0,164500.0,337445.0,6.39,-10204,8071,2229
2015-11-09,163500.0,165000.0,292062.0,6.41,-25305,42122,-15483
2015-11-10,162500.0,162500.0,2287450.0,6.31,1789981,66814,-11129
2015-11-11,163000.0,163000.0,411026.0,6.33,11089,75931,-87502
2015-11-12,162500.0,160500.0,259729.0,6.24,27495,75105,-103107
2015-11-13,161000.0,156500.0,435505.0,6.08,101509,48107,-150118
2015-11-16,154500.0,158000.0,609275.0,6.14,-89844,46694,43318
2015-11-17,160000.0,157000.0,360011.0,6.1,100800,87571,-187501
2015-11-18,158000.0,158000.0,293632.0,6.14,-6367,22090,-15538
2015-11-19,160000.0,159500.0,223557.0,6.2,-10965,29921,2615
2015-11-20,159000.0,158000.0,202005.0,6.14,31124,-15109,-7344
2015-11-23,158000.0,157000.0,299272.0,6.1,57901,15572,-73674
2015-11-24,157500.0,155000.0,425171.0,6.02,118171,61416,-51614
2015-11-25,156500.0,151500.0,526819.0,5.89,232918,23012,-111661
2015-11-26,153000.0,152500.0,407572.0,5.93,100198,-11432,77909
2015-11-27,152500.0,151000.0,318362.0,5.87,109491,24151,20159
2015-11-30,151000.0,147500.0,1034066.0,5.73,276911,42905,-274862
2015-12-01,148500.0,153000.0,565080.0,5.95,-79382,135349,-52693
2015-12-02,154000.0,152000.0,251931.0,5.91,24761,10715,-40794
2015-12-03,152000.0,153000.0,283183.0,5.95,-14707,-1795,14384
2015-12-04,151500.0,151500.0,476049.0,5.89,31624,-11498,-21385
2015-12-07,153000.0,150500.0,282975.0,5.85,6967,-21586,14153
2015-12-08,150000.0,150000.0,239877.0,5.83,-1140,3940,-2856
2015-12-09,151000.0,151500.0,356645.0,5.89,-31187,12488,9020
2015-12-10,151500.0,151500.0,529564.0,5.89,-33405,95624,-80061
2015-12-11,151000.0,148500.0,527411.0,5.77,81660,-53517,-45032
2015-12-14,148000.0,150500.0,599987.0,5.85,-155986,113913,38304
2015-12-15,151500.0,151500.0,322878.0,5.89,-57472,77802,-18387
2015-12-16,154000.0,153000.0,467738.0,5.95,-81875,137409,-41322
2015-12-17,155000.0,155500.0,465008.0,6.04,-110440,679,116225
2015-12-18,154000.0,154000.0,405253.0,5.98,-12649,70223,-57629
2015-12-21,153000.0,152000.0,295287.0,5.91,79055,18052,-77909
2015-12-22,151500.0,153000.0,483948.0,5.95,-65086,124972,-60007
2015-12-23,153500.0,151500.0,697842.0,5.89,64903,155264,-215955
2015-12-24,152500.0,151500.0,345074.0,5.89,-103600,95637,50081
2015-12-28,151500.0,151000.0,293396.0,5.87,-43408,19510,41387
2015-12-29,150000.0,149000.0,281772.0,5.79,101928,-86949,-24933
2015-12-30,150000.0,149000.0,254514.0,5.79,27150,-55108,30514
2016-01-04,147500.0,144000.0,445332.0,6.41,157337,-142739,-16626
2016-01-05,143000.0,143500.0,530496.0,6.38,85979,-21727,-164748
2016-01-06,144000.0,140000.0,769406.0,6.23,188175,-157643,-125559
2016-01-07,138500.0,137500.0,586187.0,6.12,126431,-62617,-149279
2016-01-08,134500.0,136500.0,888701.0,6.07,118089,45159,-284494
2016-01-11,134500.0,140000.0,542749.0,6.23,-78161,76127,-123457
2016-01-12,140500.0,139500.0,386506.0,6.21,19902,-50526,-90927
2016-01-13,140500.0,140500.0,338336.0,6.25,-68054,-18525,-37676
2016-01-14,138500.0,141000.0,664829.0,6.27,-1448,20613,-155195
2016-01-15,141000.0,138500.0,568653.0,6.16,153880,-59479,-231164
2016-01-18,137500.0,139000.0,400716.0,6.18,-76173,45482,-92804
2016-01-19,138000.0,140000.0,332956.0,6.23,-20964,38902,-107191
2016-01-20,139500.0,136500.0,544330.0,6.07,71242,-75809,-60230
2016-01-21,136000.0,137000.0,455723.0,6.09,-3866,32009,-29728
2016-01-22,138000.0,139000.0,551671.0,6.18,-25250,92063,-59212
2016-01-25,140000.0,137500.0,543064.0,6.12,158528,-74488,-84708
2016-01-26,136500.0,136000.0,564584.0,6.05,108204,-137366,28609
2016-01-27,135500.0,137000.0,702981.0,6.09,15326,151396,-166826
2016-01-28,135500.0,135000.0,480730.0,6.01,64162,70519,-133683
2016-01-29,135000.0,133000.0,990382.0,5.92,180211,-172312,-9052
2016-02-01,132000.0,132500.0,689972.0,5.89,50681,-101988,53130
2016-02-02,131500.0,129500.0,594441.0,5.76,129510,-5055,-124704
2016-02-03,127500.0,129000.0,649021.0,5.74,81054,32465,-114788
2016-02-04,130000.0,132500.0,600523.0,5.89,-57486,88346,-31252
2016-02-05,132000.0,133500.0,513150.0,5.94,-25856,76104,-49962
2016-02-11,130500.0,131000.0,688873.0,5.83,-89629,57077,31535
2016-02-12,131500.0,137000.0,1264928.0,6.09,-261745,269623,-6743
2016-02-15,137500.0,139500.0,879160.0,6.21,-193184,311493,-120130
2016-02-16,139500.0,141000.0,524822.0,6.27,-116662,106507,13063
2016-02-17,142000.0,147000.0,772996.0,6.54,-406589,157360,253173
2016-02-18,147500.0,147000.0,468798.0,6.54,-25468,665,26408
2016-02-19,147000.0,149000.0,477553.0,6.63,-126376,45451,82729
2016-02-22,147500.0,147500.0,273335.0,6.56,-52296,5674,46064
2016-02-23,148000.0,149000.0,250401.0,6.63,-74967,-11731,94072
2016-02-24,147500.0,149000.0,191286.0,6.63,-31343,16133,15397
2016-02-25,149500.0,147000.0,490265.0,6.54,-9032,-34271,42045
2016-02-26,148000.0,147000.0,351408.0,6.54,-18452,-26777,43667
2016-02-29,145500.0,147500.0,570117.0,6.56,-58602,-180560,240342
2016-03-02,150000.0,150000.0,539821.0,6.67,-113708,-105453,222721
2016-03-03,151500.0,147500.0,627810.0,6.56,67663,-170218,101238
2016-03-04,146000.0,147500.0,696287.0,6.56,39695,-192343,155836
2016-03-07,147500.0,146500.0,317439.0,6.52,6547,-78556,92469
2016-03-08,145000.0,148000.0,366489.0,6.58,-80378,16974,63328
2016-03-09,147000.0,149500.0,452965.0,6.65,-37429,156742,-118943
2016-03-10,149000.0,148000.0,690061.0,6.58,5823,-202077,192259
2016-03-11,147500.0,149000.0,408175.0,6.63,-66633,5758,60425
2016-03-14,150000.0,148500.0,362075.0,6.61,2763,-49609,47368
2016-03-15,148500.0,147000.0,309077.0,6.54,-34566,-13379,48833
2016-03-16,147000.0,146500.0,206136.0,6.52,-35010,41583,-6541
2016-03-17,148000.0,146500.0,492380.0,6.52,-19372,-13771,33634
2016-03-18,148000.0,150500.0,769047.0,6.7,-151556,-55475,204468
2016-03-21,151000.0,154500.0,803657.0,6.87,-284770,125165,159936
2016-03-22,155500.0,159000.0,872121.0,7.07,-330360,188113,158726
2016-03-23,159500.0,158000.0,454762.0,7.03,-58710,15879,38576
2016-03-24,156500.0,155500.0,288522.0,6.92,-6246,25157,-18225
2016-03-25,154500.0,153000.0,279961.0,6.81,15719,16440,-34032
2016-03-28,153000.0,154000.0,186865.0,6.85,-17259,16847,-999
2016-03-29,155000.0,155000.0,229075.0,6.9,-27030,-14332,44104
2016-03-30,156000.0,155500.0,373060.0,6.92,-78720,32912,45777
2016-03-31,156000.0,152500.0,575626.0,6.78,56762,-15449,-42085
2016-04-01,152500.0,149500.0,604435.0,6.65,44152,1331,-50932
2016-04-04,148500.0,144000.0,767267.0,6.41,227725,-154847,-77352
2016-04-05,144000.0,144500.0,292339.0,6.43,-1107,-46167,44628
2016-04-06,144000.0,144000.0,379789.0,6.41,78541,-122011,45217
2016-04-07,143500.0,146500.0,366852.0,6.52,-60913,-93194,151744
2016-04-08,146000.0,146000.0,339546.0,6.49,75857,-32031,-43987
2016-04-11,147500.0,146000.0,197423.0,6.49,12765,-5545,-9782
2016-04-12,146000.0,148500.0,361212.0,6.61,-19373,29005,-9464
2016-04-14,150000.0,152000.0,496852.0,6.76,-137841,167716,-30758
2016-04-15,150500.0,151500.0,297722.0,6.74,-32052,48302,-14675
2016-04-18,150000.0,154000.0,406339.0,6.85,-62991,77502,-14215
2016-04-19,155000.0,153000.0,310407.0,6.81,-9237,88566,-79792
2016-04-20,153500.0,151500.0,270230.0,6.74,-47396,11084,35881
2016-04-21,152000.0,154000.0,297646.0,6.85,-66317,29728,37383
2016-04-22,152000.0,151000.0,318972.0,6.72,32176,-4251,-26753
2016-04-25,151000.0,149500.0,273343.0,6.65,13929,-72820,58209
2016-04-26,149000.0,153500.0,365930.0,6.83,-73214,116546,-42996
2016-04-27,152000.0,149000.0,374037.0,6.63,69338,-74317,4485
2016-04-28,148500.0,148000.0,466520.0,6.58,50971,-10095,-37977
2016-04-29,146500.0,143500.0,739237.0,6.38,251666,-65636,-184986
2016-05-02,142000.0,142500.0,242036.0,6.34,29194,-55447,28829
2016-05-03,143000.0,142500.0,359029.0,6.34,99551,-110870,11867
2016-05-04,141500.0,139000.0,807340.0,6.18,155419,-409907,248000
2016-05-09,138500.0,135500.0,482746.0,6.03,151681,-58942,-100258
2016-05-10,136500.0,139500.0,346710.0,6.21,-52265,-14695,67264
2016-05-11,140500.0,139000.0,284228.0,6.18,59123,-35936,-26266
2016-05-12,138000.0,136500.0,421047.0,6.07,131131,-105575,-28461
2016-05-13,136000.0,135000.0,529746.0,6.01,145087,56645,-203990
2016-05-16,136500.0,135500.0,397771.0,6.03,69631,-22605,-48867
2016-05-17,135500.0,134500.0,314839.0,5.98,51364,40666,-97152
2016-05-18,135000.0,133000.0,630692.0,5.92,113409,-62867,-53210
2016-05-19,132500.0,134500.0,389055.0,5.98,-1788,79681,-77834
2016-05-20,134000.0,132000.0,462176.0,5.87,138893,-28822,-109669
2016-05-23,133000.0,133000.0,310458.0,5.92,4192,21807,-30246
2016-05-24,133000.0,133500.0,355717.0,5.94,4685,55581,-69974
2016-05-25,134500.0,135000.0,500528.0,6.01,4340,111407,-103613
2016-05-26,136000.0,135000.0,342299.0,6.01,-35924,28344,8267
2016-05-27,136000.0,136000.0,346406.0,6.05,36783,-45019,3192
2016-05-30,136000.0,136500.0,474129.0,6.07,-31966,-30533,59380
2016-05-31,136500.0,139500.0,1734508.0,6.21,-72481,375437,-301534
2016-06-01,137500.0,138000.0,507997.0,6.14,58015,29840,-88034
2016-06-02,138500.0,138000.0,419054.0,6.14,-49345,41343,7716
2016-06-03,138000.0,138500.0,352778.0,6.16,-36576,95559,-58322
2016-06-07,138500.0,139500.0,608452.0,6.21,-5385,135929,-123114
2016-06-08,138500.0,139500.0,598656.0,6.21,-3456,55374,-51759
2016-06-09,139500.0,139000.0,578177.0,6.18,-4033,50,5834
2016-06-10,138500.0,139000.0,350588.0,6.18,-19116,71366,-52617
2016-06-13,138000.0,135500.0,476958.0,6.03,57224,69047,-126887
2016-06-14,135500.0,138500.0,431039.0,6.16,-77708,150049,-72836
2016-06-15,138000.0,135500.0,409607.0,6.03,92578,30122,-126121
2016-06-16,135500.0,134500.0,399199.0,5.98,38005,-63912,24645
2016-06-17,136000.0,134500.0,328695.0,5.98,9118,48213,-56796
2016-06-20,136000.0,136500.0,305307.0,6.07,-22858,80402,-57742
2016-06-21,136500.0,138000.0,353879.0,6.14,-83901,160859,-77749
2016-06-22,138500.0,140000.0,413267.0,6.23,-102982,125184,-31064
2016-06-23,140500.0,141000.0,273960.0,6.27,-100380,96754,3477
2016-06-24,140500.0,139500.0,901574.0,6.21,-54195,153960,-102330
2016-06-27,141000.0,141500.0,1031506.0,6.29,-27639,416557,-404613
2016-06-28,141500.0,139000.0,570526.0,6.18,136367,92995,-230053
2016-06-29,140000.0,139000.0,436045.0,6.18,77000,-25209,-50170
2016-06-30,138000.0,135500.0,2700499.0,6.03,284586,-10722,1368621
2016-07-01,136500.0,137000.0,388387.0,6.09,-15096,-52658,76002
2016-07-04,138000.0,137000.0,518981.0,6.09,22081,-31439,12072
2016-07-05,136500.0,135000.0,389267.0,6.01,143709,-64021,-85533
2016-07-06,134000.0,130000.0,1098353.0,5.78,448267,-49693,-425748
2016-07-07,131500.0,131000.0,351312.0,5.83,73963,-10162,-63915
2016-07-08,131000.0,130500.0,472095.0,5.81,115656,-86733,-28966
2016-07-11,130500.0,131000.0,395952.0,5.83,-10887,31964,-21071
2016-07-12,131500.0,132000.0,401323.0,5.87,2834,49013,-51930
2016-07-13,133000.0,135500.0,567236.0,6.03,-134006,-19377,158626
2016-07-14,134000.0,131500.0,688220.0,5.85,231595,-24204,-215635
2016-07-15,132000.0,133000.0,608594.0,5.92,-67998,29948,36709
2016-07-18,133000.0,132000.0,417748.0,5.87,82941,-47234,-35799
2016-07-19,131500.0,130000.0,630163.0,5.78,212076,-16113,-195836
2016-07-20,129500.0,129500.0,513880.0,5.76,170937,-30181,-141062
2016-07-21,130000.0,130000.0,459440.0,5.78,84545,-13818,-73667
2016-07-22,130000.0,129000.0,364418.0,5.74,80707,89196,-170144
2016-07-25,129500.0,135500.0,1182857.0,6.03,-523880,472843,45778
2016-07-26,135000.0,136000.0,1125762.0,6.05,-287480,401604,-109738
2016-07-27,137000.0,137000.0,450182.0,6.09,-77828,50466,31518
2016-07-28,137500.0,136000.0,451570.0,6.05,-6744,8594,-21003
2016-07-29,135000.0,132000.0,698032.0,5.87,231950,-125685,-107218
2016-08-01,132500.0,135500.0,510753.0,6.03,-71420,11003,67734
2016-08-02,135500.0,134000.0,383193.0,5.96,-15383,-2918,18263
2016-08-03,133000.0,132000.0,393748.0,5.87,61832,4417,-73106
2016-08-04,132500.0,130500.0,552854.0,5.81,266208,-187116,-80234
2016-08-05,130500.0,133000.0,432472.0,5.92,-85154,47456,43722
2016-08-08,134000.0,133000.0,367241.0,5.92,-21330,69137,-42699
2016-08-09,135000.0,136500.0,590729.0,6.07,-235942,195296,42153
2016-08-10,135500.0,134000.0,495316.0,5.96,18724,-10133,-9418
2016-08-11,134000.0,134500.0,340296.0,5.98,27260,39922,-68637
2016-08-12,135000.0,136000.0,441448.0,6.05,-95323,136407,-39004
2016-08-16,136000.0,133000.0,564040.0,5.92,166338,56270,-263190
2016-08-17,133500.0,135000.0,456621.0,6.01,-41712,95429,-50384
2016-08-18,134500.0,132500.0,501557.0,5.89,133978,-9584,-148131
2016-08-19,133000.0,132500.0,375138.0,5.89,58412,-22271,-11689
2016-08-22,132500.0,132000.0,400250.0,5.87,60691,45031,-106774
2016-08-23,133000.0,132500.0,421660.0,5.89,36356,68046,-103116
2016-08-24,132000.0,135500.0,725511.0,6.03,-162621,209628,-45988
2016-08-25,136000.0,136500.0,880226.0,6.07,-65163,348071,-283228
2016-08-26,136500.0,135500.0,426273.0,6.03,880,99188,-106157
2016-08-29,134000.0,134000.0,328229.0,5.96,22317,-11751,-11447
2016-08-30,133500.0,132500.0,331306.0,5.89,112789,50363,-164319
2016-08-31,132000.0,133000.0,621524.0,5.92,93395,32467,-124850
2016-09-01,133000.0,131500.0,572941.0,5.85,180986,-47535,-139987
2016-09-02,132500.0,135000.0,1129376.0,6.01,-262342,-159684,414123
2016-09-05,136000.0,139000.0,681920.0,6.18,-421735,61023,372658
2016-09-06,138500.0,139500.0,455216.0,6.21,-154673,49640,108555
2016-09-07,139500.0,139000.0,515978.0,6.18,-70145,-9624,80713
2016-09-08,139000.0,139000.0,604332.0,6.18,-47016,72912,-29584
2016-09-09,138000.0,139500.0,430914.0,6.21,-104144,115304,-7021
2016-09-12,138500.0,138500.0,447847.0,6.16,-61203,143248,-39913
2016-09-13,140000.0,138500.0,560421.0,6.16,-39357,-129398,168023
2016-09-19,137000.0,137000.0,536712.0,6.09,54965,-13748,-40329
2016-09-20,137000.0,138500.0,517081.0,6.16,-65623,-9249,73870
2016-09-21,137500.0,138000.0,464658.0,6.14,4270,-109462,105180
2016-09-22,138000.0,138000.0,360424.0,6.14,-1950,-93339,95224
2016-09-23,139500.0,142000.0,595938.0,6.32,-213171,67251,149237
2016-09-26,140500.0,140500.0,444564.0,6.25,-112982,-39879,160392
2016-09-27,140000.0,141500.0,451975.0,6.29,-54891,79997,-20458
2016-09-28,141000.0,138500.0,513300.0,6.16,172276,-150189,-20314
2016-09-29,138500.0,139500.0,473726.0,6.21,-19939,-182292,201182
2016-09-30,138500.0,135500.0,617732.0,6.03,122255,-198933,77574
2016-10-04,138500.0,139000.0,707562.0,6.18,-192257,-92363,285393
2016-10-05,137500.0,140000.0,549606.0,6.23,-64464,-45847,110792
2016-10-06,139000.0,139000.0,271808.0,6.18,80328,-39985,-40348
2016-10-07,138500.0,136500.0,449894.0,6.07,237152,-216671,-22147
2016-10-10,134000.0,133500.0,687120.0,5.94,88533,-68446,-22260
2016-10-11,135000.0,134500.0,355273.0,5.98,-2708,29136,-33388
2016-10-12,134500.0,136500.0,418529.0,6.07,-79270,94637,-13587
2016-10-13,136500.0,134000.0,444173.0,5.96,174923,-142235,-35935
2016-10-14,133500.0,133000.0,385561.0,5.92,133325,-58597,-81243
2016-10-17,134500.0,133000.0,552827.0,5.92,121041,-97495,-27050
2016-10-18,133500.0,134500.0,357363.0,5.98,-2891,-18576,23173
2016-10-19,134500.0,133000.0,474445.0,5.92,110187,-221224,110369
2016-10-20,133500.0,132000.0,411425.0,5.87,135125,-90795,-48355
2016-10-21,132500.0,133500.0,375157.0,5.94,-32540,-45788,77566
2016-10-24,134500.0,134500.0,256889.0,5.98,-64125,84442,-19923
2016-10-25,135000.0,138000.0,863431.0,6.14,-394042,369570,42839
2016-10-26,137500.0,137500.0,551856.0,6.12,12134,143494,-157665
2016-10-27,139000.0,138000.0,503571.0,6.14,-60825,52882,-5078
2016-10-28,138000.0,140500.0,708752.0,6.25,-368684,79706,271057
2016-10-31,139000.0,140000.0,394472.0,6.23,-136435,-1986,101876
2016-11-01,141000.0,141500.0,436941.0,6.29,-162209,18930,118407
2016-11-02,141000.0,139500.0,655976.0,6.21,-107194,-28900,121946
2016-11-03,139500.0,136500.0,520972.0,6.07,101835,28414,-178956
2016-11-04,136500.0,136000.0,345493.0,6.05,12562,41978,-87612
2016-11-07,137500.0,137000.0,388228.0,6.09,-19423,47713,-50137
2016-11-08,137500.0,138500.0,341446.0,6.16,-65491,-39251,64340
2016-11-09,138000.0,134000.0,1054746.0,5.96,40439,-130663,36100
2016-11-10,135000.0,129000.0,1253550.0,5.74,375835,-204437,-295284
2016-11-11,130000.0,131500.0,571291.0,5.85,-67499,68958,-54903
2016-11-14,132000.0,132000.0,369913.0,5.87,-39535,41419,-81437
2016-11-15,131500.0,130500.0,416685.0,5.81,53591,-55895,-59430
2016-11-16,130500.0,131000.0,379475.0,5.83,-14896,-21990,33772
2016-11-17,131000.0,132000.0,217101.0,5.87,6345,-55484,50733
2016-11-18,131500.0,129500.0,282286.0,5.76,104835,-62154,-41631
2016-11-21,130000.0,133500.0,392922.0,5.94,-161566,11571,159156
2016-11-22,133500.0,133500.0,366844.0,5.94,-76963,2201,75640
2016-11-23,134500.0,134000.0,292727.0,5.96,-55673,4011,51917
2016-11-24,133500.0,135000.0,340767.0,6.01,-154773,63616,94414
2016-11-25,135500.0,136000.0,180033.0,6.05,-39802,14252,27268
2016-11-28,135000.0,135000.0,256341.0,6.01,-23,-66805,66995
2016-11-29,133000.0,134500.0,312216.0,5.98,2276,22609,-23906
2016-11-30,133500.0,133000.0,1188767.0,5.92,62351,-104607,42055
2016-12-01,133000.0,132000.0,478362.0,5.87,-22124,115647,-94807
2016-12-02,134000.0,133500.0,403575.0,5.94,-80805,45685,38522
2016-12-05,134500.0,134000.0,244209.0,5.96,-27546,50365,-22959
2016-12-06,135500.0,136500.0,374760.0,6.07,-169441,90747,82808
2016-12-07,138000.0,136500.0,279131.0,6.07,-76154,-8282,81282
2016-12-08,138500.0,142000.0,889649.0,6.32,-496996,287903,211718
2016-12-09,142000.0,144000.0,647418.0,6.41,-295287,100629,219148
2016-12-12,146000.0,144500.0,378077.0,6.43,-105127,-10526,115459
2016-12-13,144500.0,145000.0,283933.0,6.45,-45643,31350,16578
2016-12-14,144500.0,143500.0,261384.0,6.38,3040,-55465,51064
2016-12-15,142000.0,142000.0,285737.0,6.32,-2156,9136,-1001
2016-12-16,141000.0,139500.0,523767.0,6.21,66600,-38427,-27888
2016-12-19,140000.0,142000.0,293868.0,6.32,-31678,3296,30158
2016-12-20,141500.0,143500.0,399511.0,6.38,-44790,-3429,44347
2016-12-21,144500.0,143500.0,310188.0,6.38,-46325,-9658,57362
2016-12-22,143000.0,142000.0,334338.0,6.32,12891,26507,-40434
2016-12-23,143000.0,144000.0,357914.0,6.41,-52642,78428,-1646
2016-12-26,143500.0,144500.0,206099.0,6.43,-53526,45583,3737
2016-12-27,144500.0,144500.0,337224.0,6.43,-84286,89383,4159
2016-12-28,142500.0,143500.0,377265.0,6.38,-11771,-66762,81048
2016-12-29,142500.0,146000.0,381283.0,6.49,-73248,-41483,115618
2017-01-02,146000.0,150000.0,545854.0,7.92,-228795,68212,174407
2017-01-03,151000.0,153000.0,723246.0,8.08,-299423,54593,248832
2017-01-04,152500.0,154000.0,601826.0,8.13,-172378,46484,123945
