Symbol,한국단자_시가(원),한국단자_종가(원),한국단자_거래량(주),한국단자_PER(IFRS-연결),한국단자_순매수수량(개인)(주),한국단자_순매수수량(기관계)(주),한국단자_순매수수량(외국인계)(주)
2005-01-27,17900.0,18100.0,7750.0,11.17,-820,1010,-190
2005-01-28,18300.0,18000.0,15960.0,11.11,1300,-250,-1050
2005-01-31,18000.0,18050.0,8950.0,11.14,-3430,2470,510
2005-02-01,18150.0,17900.0,5910.0,11.05,-730,-1950,2890
2005-02-02,17750.0,17850.0,5470.0,11.02,-2270,-1090,3360
2005-02-03,18000.0,17950.0,12030.0,11.08,-550,-1360,1910
2005-02-04,18000.0,18000.0,6320.0,11.11,890,-1880,1040
2005-02-07,18050.0,18000.0,22471.0,11.11,-3400,-1700,5100
2005-02-11,18000.0,17800.0,5400.0,10.99,3320,-2460,-560
2005-02-14,17800.0,18050.0,15840.0,11.14,-2450,4440,-1960
2005-02-15,17900.0,17900.0,183312.0,11.05,8650,-2750,-5670
2005-02-16,18100.0,17850.0,12990.0,11.02,6602,-762,-5690
2005-02-17,18000.0,17800.0,12300.0,10.99,3990,-60,-3930
2005-02-18,17850.0,18150.0,19390.0,11.21,1420,4990,-6500
2005-02-21,18300.0,18000.0,30690.0,11.11,15160,-2440,-11610
2005-02-22,18250.0,17850.0,9300.0,11.02,2710,-1660,-900
2005-02-23,17850.0,17400.0,16190.0,10.74,-1020,1310,-290
2005-02-24,17150.0,17400.0,11030.0,10.74,-980,940,-50
2005-02-25,17400.0,17000.0,10410.0,10.5,790,-660,20
2005-02-28,17300.0,17100.0,12240.0,10.56,2380,-2080,0
2005-03-02,17150.0,17000.0,13130.0,10.5,20,-2450,4410
2005-03-03,17000.0,17200.0,11930.0,10.62,780,-120,0
2005-03-04,17100.0,17300.0,2370.0,10.68,-270,350,-80
2005-03-07,17300.0,17400.0,4060.0,10.74,940,320,-1050
2005-03-08,17300.0,17200.0,6353.0,10.62,-290,530,-600
2005-03-09,17100.0,17350.0,6050.0,10.71,-1400,1830,-250
2005-03-10,17200.0,16700.0,15930.0,10.31,10580,-3300,-1340
2005-03-11,16900.0,16400.0,28059.0,10.12,12810,1690,-15820
2005-03-14,16600.0,16200.0,43678.0,10.0,30170,-8260,-22000
2005-03-15,16300.0,13800.0,93017.0,8.52,65287,-12387,-52570
2005-03-16,14600.0,14650.0,230060.0,9.04,53060,-31630,-21560
2005-03-17,14450.0,14300.0,148194.0,8.83,17700,-2540,-15400
2005-03-18,14300.0,14500.0,50450.0,8.95,-8580,11580,-4080
2005-03-21,14300.0,14200.0,50200.0,8.77,1900,20100,-22000
2005-03-22,14300.0,14450.0,15432.0,8.92,-880,-800,1500
2005-03-23,14250.0,14300.0,23869.0,8.83,4660,-6510,1580
2005-03-24,14300.0,14400.0,33480.0,8.89,8160,-5710,-2990
2005-03-25,14250.0,14400.0,8114.0,8.89,2150,230,-2400
2005-03-28,14450.0,14500.0,38029.0,8.95,21040,1740,-22780
2005-03-29,14500.0,15100.0,48603.0,9.32,-15510,-3310,18640
2005-03-30,14600.0,15500.0,66380.0,9.57,-26970,-1200,24470
2005-03-31,15200.0,14000.0,137954.0,8.64,100510,1300,-111900
2005-04-01,14100.0,14100.0,27690.0,8.7,-440,440,0
2005-04-04,13900.0,14300.0,28527.0,8.83,-18130,3390,14740
2005-04-06,14100.0,14450.0,27420.0,8.92,-10020,-1980,12000
2005-04-07,14350.0,14550.0,22424.0,8.98,-8016,-4734,12750
2005-04-08,14600.0,14400.0,16700.0,8.89,3550,-3590,0
2005-04-11,14350.0,14100.0,13540.0,8.7,10020,-10020,0
2005-04-12,14150.0,14000.0,15190.0,8.64,3940,-3940,0
2005-04-13,13950.0,14000.0,9580.0,8.64,200,-200,0
2005-04-14,13950.0,13950.0,17190.0,8.61,-700,-7020,6330
2005-04-15,14000.0,13950.0,5100.0,8.61,10,-980,960
2005-04-18,13950.0,13500.0,6892.0,8.33,792,-442,0
2005-04-19,13500.0,13600.0,9480.0,8.4,930,-30,0
2005-04-20,13600.0,13550.0,9310.0,8.37,1050,-60,0
2005-04-21,13500.0,13350.0,4750.0,8.24,-200,190,0
2005-04-22,13600.0,13500.0,12510.0,8.33,-6480,0,6480
2005-04-25,13300.0,13650.0,5603.0,8.43,-720,270,-90
2005-04-26,13650.0,13800.0,5710.0,8.52,-3250,-30,3280
2005-04-27,13700.0,13500.0,6230.0,8.33,1650,-390,-270
2005-04-28,13500.0,13300.0,7140.0,8.21,100,0,-10
2005-04-29,13300.0,13200.0,2310.0,8.15,-440,440,0
2005-05-02,13050.0,13000.0,5891.0,8.03,11,-191,0
2005-05-03,12900.0,12500.0,13021.0,7.72,-1629,1499,130
2005-05-04,12400.0,12800.0,4510.0,7.9,121,-511,390
2005-05-06,12800.0,12800.0,11140.0,7.9,4150,-4210,60
2005-05-09,12850.0,12550.0,7810.0,7.75,2590,-1650,-310
2005-05-10,12500.0,12300.0,5060.0,7.59,190,-200,100
2005-05-11,12200.0,12250.0,8680.0,7.56,1020,-1230,120
2005-05-12,12150.0,12000.0,8020.0,7.41,1220,-380,-30
2005-05-13,12000.0,12000.0,9240.0,7.41,500,-720,220
2005-05-16,11850.0,11900.0,14810.0,7.35,6920,20,-6940
2005-05-17,12000.0,12000.0,18350.0,7.41,4940,1000,-5940
2005-05-18,12300.0,12100.0,12008.0,7.47,-1680,-20,1730
2005-05-19,12200.0,12450.0,9948.0,7.69,-4812,2652,1180
2005-05-20,12800.0,12900.0,28750.0,7.96,-3060,310,2390
2005-05-23,12950.0,12800.0,12908.0,7.9,1410,100,-1600
2005-05-24,12800.0,12900.0,12451.0,7.96,2640,790,-3610
2005-05-25,12700.0,12850.0,34110.0,7.93,24780,370,-25330
2005-05-26,12550.0,12600.0,8700.0,7.78,40,1060,-1640
2005-05-27,12650.0,12900.0,16120.0,7.96,-440,4230,-5980
2005-05-30,12800.0,12950.0,8480.0,8.0,0,1280,-1280
2005-05-31,12800.0,13050.0,8300.0,8.06,-1970,750,1220
2005-06-01,12950.0,12950.0,13340.0,8.0,960,750,-1710
2005-06-02,13000.0,12850.0,8910.0,7.93,1520,-440,-1080
2005-06-03,12950.0,12950.0,10470.0,8.0,1320,530,-1850
2005-06-07,12950.0,12850.0,14020.0,7.93,4590,-3270,-1320
2005-06-08,12850.0,12800.0,11160.0,7.9,5130,-4860,-450
2005-06-09,12650.0,12500.0,36468.0,7.72,15970,-19590,5840
2005-06-10,12550.0,12800.0,11022.0,7.9,-2390,170,2300
2005-06-13,12850.0,13200.0,24190.0,8.15,-5910,10200,-4230
2005-06-14,13300.0,13700.0,27990.0,8.46,-8660,13990,-5890
2005-06-15,13700.0,13700.0,18950.0,8.46,-4320,8750,-5020
2005-06-16,13500.0,13650.0,10950.0,8.43,-4720,8500,-4350
2005-06-17,13550.0,13450.0,13280.0,8.3,-3310,3900,-780
2005-06-20,13500.0,13500.0,8260.0,8.33,-2810,-40,2900
2005-06-21,13550.0,13450.0,11010.0,8.3,-4770,4760,-170
2005-06-22,13250.0,13450.0,10810.0,8.3,-2980,2010,340
2005-06-23,13450.0,13300.0,17099.0,8.21,-1500,7770,-6310
2005-06-24,13300.0,13250.0,10090.0,8.18,1280,1820,-3100
2005-06-27,13350.0,13150.0,27320.0,8.12,-790,120,-8800
2005-06-28,13200.0,13200.0,20510.0,8.15,-2000,12900,-11440
2005-06-29,13200.0,13100.0,17470.0,8.09,-3555,6365,-2910
2005-06-30,13300.0,14100.0,89669.0,8.7,-23380,15680,-1770
2005-07-01,14300.0,14400.0,59511.0,8.89,-10290,6220,3970
2005-07-04,14600.0,14800.0,41990.0,9.14,-27180,22720,5030
2005-07-05,14750.0,15400.0,68700.0,9.51,-26460,48600,-22000
2005-07-06,15100.0,15500.0,39320.0,9.57,2840,600,-3430
2005-07-07,15200.0,15400.0,16680.0,9.51,-9390,6100,3380
2005-07-08,15150.0,15050.0,31120.0,9.29,-10860,-460,9400
2005-07-11,15200.0,15050.0,31530.0,9.29,-1620,7400,-5580
2005-07-12,15000.0,14850.0,20270.0,9.17,6100,-2220,8010
2005-07-13,14850.0,14450.0,16240.0,8.92,3870,-7180,3430
2005-07-14,14250.0,14700.0,35710.0,9.08,15040,-10150,-3020
2005-07-15,14550.0,14600.0,7950.0,9.01,10,-710,0
2005-07-18,14650.0,14250.0,14110.0,8.8,4940,-1000,-4300
2005-07-19,14200.0,14150.0,17940.0,8.74,9890,1030,-11010
2005-07-20,14000.0,14150.0,32910.0,8.74,7660,-1010,-6970
2005-07-21,13950.0,13850.0,15140.0,8.55,7460,-2680,-4740
2005-07-22,13850.0,13500.0,24940.0,8.33,11270,2410,-8680
2005-07-25,13500.0,13600.0,53050.0,8.4,34330,-20800,-9030
2005-07-26,13550.0,13300.0,92060.0,8.21,15640,-8740,2130
2005-07-27,13200.0,13450.0,24252.0,8.3,13050,-240,-12810
2005-07-28,13500.0,13700.0,36580.0,8.46,2520,18460,-20890
2005-07-29,13500.0,13700.0,28291.0,8.46,7219,391,-7610
2005-08-01,13650.0,13750.0,14130.0,8.49,5670,-550,-4740
2005-08-02,13900.0,13500.0,35131.0,8.33,25290,-1500,-23710
2005-08-03,13350.0,12850.0,109571.0,7.93,45840,8630,-54110
2005-08-04,12750.0,12550.0,32620.0,7.75,5060,8180,-13330
2005-08-05,12450.0,11900.0,25910.0,7.35,9140,-1450,-7780
2005-08-08,11700.0,12200.0,12030.0,7.53,3350,-4440,1190
2005-08-09,12050.0,12650.0,8198.0,7.81,40,-150,0
2005-08-10,12600.0,12400.0,8593.0,7.66,643,-513,-130
2005-08-11,12400.0,12700.0,5591.0,7.84,-1829,899,300
2005-08-12,12500.0,12650.0,5980.0,7.81,1670,-1700,340
2005-08-16,12800.0,12700.0,16070.0,7.84,-1980,-860,2840
2005-08-17,12600.0,12800.0,11830.0,7.9,-4170,7920,-4470
2005-08-18,12800.0,12800.0,11890.0,7.9,-2270,-250,2430
2005-08-19,12700.0,12800.0,5750.0,7.9,-1730,-1200,2880
2005-08-22,12650.0,13000.0,13630.0,8.03,-1100,350,300
2005-08-23,13000.0,13150.0,8890.0,8.12,-2150,120,2030
2005-08-24,13200.0,13050.0,9790.0,8.06,-1740,-310,2410
2005-08-25,13050.0,13150.0,10800.0,8.12,-1910,-480,3020
2005-08-26,13250.0,13450.0,9682.0,8.3,192,-162,50
2005-08-29,13400.0,13000.0,19040.0,8.03,-8150,-1190,9430
2005-08-30,13050.0,13000.0,18520.0,8.03,-4690,-2160,6220
2005-08-31,13000.0,13000.0,10601.0,8.03,-3450,-160,3610
2005-09-01,13000.0,13150.0,9190.0,8.12,-910,680,190
2005-09-02,13050.0,13250.0,3000.0,8.18,240,970,-1040
2005-09-05,13050.0,13350.0,31429.0,8.24,-300,13480,-12680
2005-09-06,13450.0,13350.0,7230.0,8.24,1640,1210,-3570
2005-09-07,13500.0,13350.0,5400.0,8.24,830,840,-1670
2005-09-08,13500.0,13000.0,49190.0,8.03,15980,6490,-8730
2005-09-09,13000.0,13000.0,38430.0,8.03,17390,-17590,200
2005-09-12,13100.0,13500.0,26720.0,8.33,7870,740,-8710
2005-09-13,13750.0,14050.0,134610.0,8.67,36940,9070,-46060
2005-09-14,13800.0,14550.0,117826.0,8.98,8749,26071,-34820
2005-09-15,14450.0,14600.0,54300.0,9.01,5930,4980,-18410
2005-09-16,14550.0,14500.0,28051.0,8.95,-7630,7330,-7600
2005-09-20,14350.0,15550.0,105800.0,9.6,-17640,39090,-21450
2005-09-21,15500.0,15700.0,134280.0,9.69,4643,-48473,28830
2005-09-22,15600.0,15800.0,100530.0,9.75,4660,-2850,-1890
2005-09-23,15700.0,15800.0,119430.0,9.75,-1570,17270,28620
2005-09-26,16100.0,16000.0,111860.0,9.88,-16450,39980,-23610
2005-09-27,16000.0,16000.0,43700.0,9.88,4530,4640,-9170
2005-09-28,16100.0,16250.0,26982.0,10.03,-9262,10732,-1630
2005-09-29,15900.0,16200.0,41270.0,10.0,3600,-2030,-2370
2005-09-30,15900.0,16200.0,14920.0,10.0,-2030,690,-2070
2005-10-04,16050.0,16000.0,44270.0,9.88,-7740,6870,-9210
2005-10-05,16000.0,15550.0,59131.0,9.6,23080,-3150,-19850
2005-10-06,15300.0,15150.0,31172.0,9.35,2290,-7600,1310
2005-10-07,14750.0,14600.0,48013.0,9.01,-13110,7180,930
2005-10-10,14300.0,14900.0,66920.0,9.2,11090,-18950,7860
2005-10-11,14950.0,15250.0,53320.0,9.41,-8970,6220,1960
2005-10-12,15100.0,15050.0,63174.0,9.29,-11650,-5920,6420
2005-10-13,14750.0,14800.0,25420.0,9.14,-5390,4940,1250
2005-10-14,14950.0,14950.0,27840.0,9.23,-13030,8570,200
2005-10-17,14850.0,14900.0,17640.0,9.2,-10820,8720,-3900
2005-10-18,15150.0,15150.0,43680.0,9.35,-20010,35510,-16300
2005-10-19,15800.0,15800.0,188520.0,9.75,-35060,68680,-36820
2005-10-20,16200.0,17450.0,173280.0,10.77,-65950,85190,-23440
2005-10-21,17100.0,17600.0,140390.0,10.87,-47718,77618,-28530
2005-10-24,17300.0,17800.0,84594.0,10.99,-49960,66800,-18040
2005-10-25,17600.0,17400.0,46280.0,10.74,-10720,8340,-15090
2005-10-26,17400.0,17350.0,22580.0,10.71,-8700,8410,-6240
2005-10-27,17500.0,16400.0,41060.0,10.12,2801,1089,-11590
2005-10-28,16200.0,16400.0,36500.0,10.12,-3970,2330,-2820
2005-10-31,16800.0,16300.0,13981.0,10.06,1950,4040,-5990
2005-11-01,16350.0,16650.0,100621.0,10.28,25470,41010,-66480
2005-11-02,16550.0,17200.0,45210.0,10.62,-12380,21990,-4700
2005-11-03,17300.0,16900.0,22190.0,10.43,7270,-1780,-890
2005-11-04,17000.0,17250.0,27010.0,10.65,-2530,2260,270
2005-11-07,17300.0,17300.0,37726.0,10.68,1220,-1960,-260
2005-11-08,17500.0,17900.0,35997.0,11.05,-1495,790,-1295
2005-11-09,18000.0,17650.0,38190.0,10.9,-2990,3790,-2400
2005-11-10,17550.0,17600.0,16490.0,10.87,-5225,1410,2215
2005-11-11,17700.0,17600.0,14850.0,10.87,-5970,4700,670
2005-11-14,17400.0,17850.0,27239.0,11.02,3340,-3340,0
2005-11-15,17650.0,17600.0,36390.0,10.87,8922,-7832,-1090
2005-11-16,17400.0,17950.0,23270.0,11.08,-2490,-690,-1640
2005-11-17,18050.0,18800.0,70820.0,11.61,3760,-1860,-1900
2005-11-18,19750.0,18700.0,64360.0,11.54,26800,-8580,-14410
2005-11-21,18900.0,18400.0,21430.0,11.36,2870,-660,-2210
2005-11-22,18100.0,18000.0,88860.0,11.11,19050,32050,-53680
2005-11-23,17650.0,18400.0,67843.0,11.36,-19280,33550,-23650
2005-11-24,18600.0,18500.0,77160.0,11.42,-24620,46790,-28240
2005-11-25,18100.0,18500.0,72010.0,11.42,-14620,33920,-31620
2005-11-28,18250.0,19000.0,89192.0,11.73,-12620,12360,3130
2005-11-29,19500.0,20500.0,189720.0,12.66,-83320,-13260,103900
2005-11-30,20550.0,20500.0,63854.0,12.66,-21500,5490,15180
2005-12-01,20500.0,20000.0,34980.0,12.35,-4490,3160,4180
2005-12-02,19850.0,20000.0,40240.0,12.35,-8260,2490,7270
2005-12-05,20450.0,19750.0,4980.0,12.19,-330,70,190
2005-12-06,19950.0,19600.0,15810.0,12.1,-1110,-1110,2150
2005-12-07,19600.0,19200.0,31131.0,11.85,-140,7950,-8710
2005-12-08,19050.0,18950.0,18700.0,11.7,-20,9390,-3300
2005-12-09,19250.0,19200.0,29670.0,11.85,-1930,8540,-3110
2005-12-12,18900.0,19500.0,29734.0,12.04,-3470,4100,-5630
2005-12-13,20000.0,19300.0,47630.0,11.92,7200,-33670,26470
2005-12-14,19100.0,19000.0,15860.0,11.73,5910,-4620,-1290
2005-12-15,19000.0,19450.0,19560.0,12.01,-3150,2510,-2140
2005-12-16,19600.0,18800.0,3870.0,11.61,-430,560,-130
2005-12-19,19000.0,19000.0,2684.0,11.73,-247,-43,290
2005-12-20,19050.0,18700.0,6980.0,11.54,180,-220,120
2005-12-21,18300.0,18700.0,36330.0,11.54,-6370,-2820,9190
2005-12-22,18550.0,18150.0,26150.0,11.21,5070,-12550,7480
2005-12-23,18100.0,18500.0,22561.0,11.42,-3730,7520,-3790
2005-12-26,18350.0,18850.0,7860.0,11.64,-2750,600,150
2005-12-27,18800.0,18550.0,10570.0,11.45,-3650,-600,-850
2005-12-28,18300.0,18750.0,34260.0,11.58,-2160,-27670,29830
2005-12-29,18800.0,19350.0,10820.0,11.95,-3130,5040,-1910
2006-01-02,19650.0,19000.0,7530.0,10.45,-2380,-420,40
2006-01-03,18900.0,19000.0,6870.0,10.45,-20,2650,-2630
2006-01-04,19250.0,19450.0,49960.0,10.7,-24070,18130,12280
2006-01-05,19450.0,19300.0,20650.0,10.62,-1630,5200,-6770
2006-01-06,19050.0,18900.0,22160.0,10.4,2170,-3590,1580
2006-01-09,18600.0,18400.0,17901.0,10.12,1910,-450,-2270
2006-01-10,18450.0,18200.0,20430.0,10.01,480,-6610,6130
2006-01-11,18400.0,18350.0,41626.0,10.09,9626,-12426,-6030
2006-01-12,18600.0,19150.0,34181.0,10.53,-2000,420,3120
2006-01-13,19700.0,22000.0,135679.0,12.1,-5650,-12600,18650
2006-01-16,23000.0,21150.0,118374.0,11.63,32230,-35380,2750
2006-01-17,21250.0,24300.0,217447.0,13.37,9720,-45640,38600
2006-01-18,23550.0,21300.0,213270.0,11.72,49070,3910,-57740
2006-01-19,21650.0,20750.0,131000.0,11.41,19590,-45080,25410
2006-01-20,20500.0,20450.0,88170.0,11.25,-19696,12756,6940
2006-01-23,21000.0,17400.0,636071.0,9.57,-36785,3135,9780
2006-01-24,17050.0,17500.0,99895.0,9.63,-35565,20740,3215
2006-01-25,17350.0,16900.0,64869.0,9.3,-14460,8780,5690
2006-01-26,16600.0,18000.0,46000.0,9.9,-14610,1780,10810
2006-01-27,18000.0,18150.0,25250.0,9.98,880,-870,0
2006-01-31,18150.0,17800.0,17115.0,9.79,370,-890,600
2006-02-01,17800.0,17300.0,31048.0,9.52,-12990,5060,8210
2006-02-02,17300.0,16700.0,31660.0,9.19,15310,-15120,-200
2006-02-03,16600.0,16600.0,13760.0,9.13,-7656,1826,270
2006-02-06,16200.0,16000.0,48322.0,8.8,5230,-34340,0
2006-02-07,15800.0,16350.0,18700.0,8.99,-5650,-150,2460
2006-02-08,16250.0,16200.0,16560.0,8.91,-10790,-700,-260
2006-02-09,16200.0,16700.0,11740.0,9.19,-6540,-930,10
2006-02-10,16400.0,16350.0,7755.0,8.99,1465,-3065,-620
2006-02-13,16350.0,16350.0,9400.0,8.99,-4010,2840,-10
2006-02-14,16700.0,16800.0,14920.0,9.24,-1790,990,-840
2006-02-15,16800.0,16800.0,18110.0,9.24,-8890,1170,-1250
2006-02-16,16450.0,17250.0,7241.0,9.49,-3290,3940,-1050
2006-02-17,17250.0,16750.0,7180.0,9.21,120,120,-160
2006-02-20,16550.0,17100.0,4460.0,9.41,-1740,1530,80
2006-02-21,16750.0,16800.0,66237.0,9.24,2492,-962,-1170
2006-02-22,16650.0,16900.0,14173.0,9.3,4200,-3720,-320
2006-02-23,16700.0,17100.0,16880.0,9.41,420,740,-3450
2006-02-24,17200.0,16950.0,33207.0,9.32,420,-15870,0
2006-02-27,17350.0,16850.0,7330.0,9.27,-1190,3860,-2630
2006-02-28,16950.0,17250.0,12890.0,9.49,-3930,6470,-700
2006-03-02,17250.0,16800.0,6080.0,9.24,1700,-870,-690
2006-03-03,16700.0,16550.0,12970.0,9.1,-850,1520,-470
2006-03-06,16550.0,17200.0,5460.0,9.46,-2760,3050,-480
2006-03-07,16550.0,16500.0,7310.0,9.08,3390,-1810,-1310
2006-03-08,16300.0,16700.0,5250.0,9.19,-2150,160,-20
2006-03-09,16900.0,16600.0,9500.0,9.13,-2140,3130,-190
2006-03-10,16950.0,16550.0,5568.0,9.1,2020,-1440,-1080
2006-03-13,16800.0,16600.0,9170.0,9.13,-5630,4630,0
2006-03-14,16850.0,16350.0,5890.0,8.99,-840,-1040,-140
2006-03-15,16500.0,16350.0,6230.0,8.99,-2200,960,-1680
2006-03-16,16300.0,16450.0,3920.0,9.05,-1990,150,-100
2006-03-17,16400.0,16450.0,4430.0,9.05,-260,-240,-200
2006-03-20,16700.0,16500.0,2838.0,9.08,-810,990,-180
2006-03-21,16800.0,16400.0,2300.0,9.02,870,-510,-600
2006-03-22,16400.0,16400.0,10060.0,9.02,-3150,-2360,-370
2006-03-23,16650.0,16300.0,1092.0,8.97,-120,-60,-120
2006-03-24,16000.0,16500.0,6510.0,9.08,-2520,3700,-1980
2006-03-27,16750.0,16500.0,7640.0,9.08,510,2820,-2480
2006-03-28,16550.0,15850.0,40660.0,8.72,10040,7840,-28840
2006-03-29,15850.0,15650.0,8736.0,8.61,346,-536,-1990
2006-03-30,15650.0,15600.0,11020.0,8.58,-1970,-130,-3230
2006-03-31,15600.0,15400.0,26700.0,8.47,7570,-10010,-4700
2006-04-03,15350.0,15200.0,79366.0,8.36,38440,-41550,-20290
2006-04-04,15350.0,15200.0,69210.0,8.36,47870,-26100,-31470
2006-04-05,15050.0,15500.0,24730.0,8.53,-1260,-160,-220
2006-04-06,15500.0,15550.0,16060.0,8.55,2170,-2740,10
2006-04-07,15750.0,15600.0,12280.0,8.58,-3230,390,2840
2006-04-10,15750.0,15550.0,7301.0,8.55,-1290,680,-80
2006-04-11,15700.0,14800.0,38020.0,8.14,7870,-6660,-210
2006-04-12,14800.0,14900.0,46011.0,8.2,5980,-35980,0
2006-04-13,14800.0,15100.0,64320.0,8.31,4250,-49830,720
2006-04-14,15000.0,15250.0,67160.0,8.39,310,-44410,-740
2006-04-17,15250.0,15400.0,232000.0,8.47,2770,-212120,-2590
2006-04-18,15400.0,15400.0,18789.0,8.47,270,1730,-2000
2006-04-19,15500.0,15500.0,56446.0,8.53,-8210,30490,-22720
2006-04-20,15500.0,15400.0,8210.0,8.47,-400,2300,-1900
2006-04-21,15250.0,15100.0,9950.0,8.31,430,-370,0
2006-04-24,14950.0,15000.0,10600.0,8.25,-1520,-5150,450
2006-04-25,15100.0,14850.0,11220.0,8.17,2910,700,-4030
2006-04-26,15150.0,15000.0,14200.0,8.25,1820,-1400,-540
2006-04-27,14900.0,14900.0,7100.0,8.2,490,-490,0
2006-04-28,14900.0,14650.0,22960.0,8.06,9560,-4570,-4990
2006-05-02,14500.0,14550.0,12523.0,8.0,-100,-5760,-60
2006-05-03,14550.0,14400.0,21900.0,7.92,5520,-12390,-5560
2006-05-04,14350.0,14550.0,14490.0,8.0,-1950,9440,-3340
2006-05-08,14700.0,14550.0,22412.0,8.0,4651,12659,-17270
2006-05-09,14450.0,14050.0,22280.0,7.73,5710,-1320,-4370
2006-05-10,14100.0,14600.0,11160.0,8.03,-1330,150,-100
2006-05-11,14600.0,14800.0,9331.0,8.14,-3100,3200,-420
2006-05-12,14700.0,14400.0,7530.0,7.92,3110,-2470,-240
2006-05-15,14150.0,14300.0,19880.0,7.87,2450,-1090,-1410
2006-05-16,14450.0,14150.0,9290.0,7.78,-1610,4990,-2470
2006-05-17,14300.0,14300.0,11560.0,7.87,1310,5950,-3060
2006-05-18,14000.0,14000.0,6630.0,7.7,750,1530,-2280
2006-05-19,14450.0,14150.0,9156.0,7.78,-535,-225,-3840
2006-05-22,14150.0,14000.0,9190.0,7.7,-3260,-40,-2200
2006-05-23,14200.0,14800.0,15830.0,8.14,-4990,10560,-5730
2006-05-24,14500.0,15000.0,25900.0,8.25,-2000,5380,-10460
2006-05-25,14700.0,14800.0,221640.0,8.14,-2950,8750,-10640
2006-05-26,14800.0,14700.0,18360.0,8.09,-1750,630,-4600
2006-05-29,14300.0,14500.0,11650.0,7.98,2570,-2200,-4140
2006-05-30,14600.0,14500.0,14400.0,7.98,-2430,11120,-8690
2006-06-01,14150.0,14450.0,10700.0,7.95,-2160,7900,-1290
2006-06-02,15000.0,14850.0,18900.0,8.17,-4800,2130,-850
2006-06-05,14850.0,14250.0,14030.0,7.84,850,-5750,-3520
2006-06-07,14050.0,13700.0,8550.0,7.54,-1330,2480,-4270
2006-06-08,13300.0,13500.0,32470.0,7.43,-920,18160,-9300
2006-06-09,13500.0,13400.0,6720.0,7.37,3160,1920,-5080
2006-06-12,13200.0,13400.0,130020.0,7.37,830,2860,-3690
2006-06-13,13400.0,13000.0,3003.0,7.15,1310,440,-1750
2006-06-14,12950.0,13300.0,5000.0,7.32,680,1180,-1860
2006-06-15,13250.0,13100.0,9920.0,7.21,2840,330,-3170
2006-06-16,13150.0,13400.0,6920.0,7.37,580,-470,-3260
2006-06-19,13300.0,13150.0,5750.0,7.23,2410,1050,-3460
2006-06-20,12900.0,13200.0,6090.0,7.26,1130,2720,-3850
2006-06-21,13000.0,13000.0,15730.0,7.15,1400,1290,-11240
2006-06-22,13000.0,12800.0,13501.0,7.04,5471,449,-5920
2006-06-23,12650.0,12200.0,81650.0,6.71,15760,-4200,-11560
2006-06-26,12300.0,12250.0,28350.0,6.74,9990,200,-10190
2006-06-27,12250.0,12250.0,20981.0,6.74,10724,46,-10770
2006-06-28,12600.0,12300.0,36490.0,6.77,18080,-4810,-13270
2006-06-29,12350.0,12450.0,25035.0,6.85,4450,5260,-6690
2006-06-30,12650.0,12650.0,56754.0,6.96,28630,-7170,-17460
2006-07-03,12550.0,12400.0,13730.0,6.82,6030,-2860,-3170
2006-07-04,12450.0,12200.0,14940.0,6.71,4400,-4400,0
2006-07-05,12050.0,11900.0,20864.0,6.55,4200,200,-4420
2006-07-06,11750.0,11900.0,14498.0,6.55,2410,580,-4680
2006-07-07,12000.0,11850.0,20112.0,6.52,6490,-6300,-2190
2006-07-10,11700.0,11950.0,18610.0,6.57,9110,860,-6680
2006-07-11,11850.0,12050.0,11300.0,6.63,710,2600,-3310
2006-07-12,12100.0,12400.0,24232.0,6.82,-2290,480,1830
2006-07-13,12200.0,12700.0,29342.0,6.99,-5530,-2650,2030
2006-07-14,12400.0,12600.0,21320.0,6.93,-4800,2970,1830
2006-07-18,12400.0,12300.0,11330.0,6.77,-2020,10,2010
2006-07-19,12300.0,12300.0,6940.0,6.77,-780,-480,1260
2006-07-20,12400.0,13000.0,78654.0,7.15,5020,34450,-39470
2006-07-21,12550.0,13200.0,41590.0,7.26,-3060,4350,-3290
2006-07-24,13200.0,13200.0,18291.0,7.26,-4570,6520,-1950
2006-07-25,13150.0,13500.0,23580.0,7.43,-8460,12250,-3790
2006-07-26,13400.0,13700.0,12560.0,7.54,-3230,1390,1840
2006-07-27,13700.0,14000.0,11210.0,7.7,-2320,2140,180
2006-07-28,14000.0,14200.0,58160.0,7.81,-8460,28690,-20230
2006-07-31,14300.0,14250.0,10070.0,7.84,-4490,-140,4630
2006-08-01,14200.0,14150.0,8250.0,7.78,-4030,5630,-1600
2006-08-02,14150.0,14000.0,4840.0,7.7,-2110,2070,40
2006-08-03,14200.0,14200.0,6100.0,7.81,-3420,3240,180
2006-08-04,14200.0,14200.0,15341.0,7.81,-1670,10850,-7180
2006-08-07,13850.0,14000.0,10480.0,7.7,-520,5340,-4820
2006-08-08,13900.0,13950.0,9476.0,7.67,-5320,6900,-1580
2006-08-09,13950.0,14000.0,4080.0,7.7,-120,-300,420
2006-08-10,13800.0,13800.0,18780.0,7.59,-7640,8750,-3870
2006-08-11,13750.0,14200.0,16430.0,7.81,-7040,14760,-7740
2006-08-14,14200.0,14200.0,9460.0,7.81,-2530,6600,-4190
2006-08-16,14200.0,13950.0,5960.0,7.67,650,1820,-2470
2006-08-17,13950.0,14250.0,12400.0,7.84,-4580,7360,-2900
2006-08-18,14050.0,13950.0,7790.0,7.67,750,-700,-50
