Symbol,한국단자_시가(원),한국단자_종가(원),한국단자_거래량(주),한국단자_PER(IFRS-연결),한국단자_순매수수량(개인)(주),한국단자_순매수수량(기관계)(주),한국단자_순매수수량(외국인계)(주)
2010-07-05,19750.0,19900.0,17983.0,15.73,870,-80,-190
2010-07-06,20300.0,19250.0,27804.0,15.21,7660,-2000,-5700
2010-07-07,19400.0,19050.0,27040.0,15.05,7120,-5270,-660
2010-07-08,19050.0,19250.0,9830.0,15.21,2965,-2805,-930
2010-07-09,19600.0,19650.0,11940.0,15.53,1610,-2570,-100
2010-07-12,19450.0,19900.0,23650.0,15.73,3610,-3830,-150
2010-07-13,19750.0,19800.0,17760.0,15.65,-1210,-1920,2550
2010-07-14,19850.0,20300.0,37200.0,16.04,5410,-18700,13410
2010-07-15,20050.0,19800.0,36010.0,15.65,12160,-15430,3460
2010-07-16,19700.0,19800.0,15031.0,15.65,-3319,-1991,4690
2010-07-19,19500.0,19300.0,13520.0,15.25,1310,-810,-280
2010-07-20,19300.0,19300.0,14650.0,15.25,3370,2700,60
2010-07-21,19400.0,19800.0,17010.0,15.65,1800,-5120,3320
2010-07-22,19550.0,20000.0,48001.0,15.8,3971,-6171,2000
2010-07-23,20100.0,19750.0,34484.0,15.61,3130,-2880,-130
2010-07-26,19750.0,20000.0,22280.0,15.8,2100,-1900,780
2010-07-27,20000.0,19650.0,13180.0,15.53,1230,40,-1030
2010-07-28,19650.0,19400.0,44078.0,15.33,-6080,4550,490
2010-07-29,19300.0,19150.0,24933.0,15.13,2260,-3520,1260
2010-07-30,19200.0,19500.0,10013.0,15.41,-520,-1620,2140
2010-08-02,19750.0,20050.0,36744.0,15.84,-2296,118,2880
2010-08-03,20200.0,19600.0,41370.0,15.49,-1670,2450,-760
2010-08-04,19700.0,19700.0,31070.0,15.57,1030,-60,-390
2010-08-05,19850.0,19500.0,23140.0,15.41,-3750,3100,630
2010-08-06,19800.0,19850.0,28381.0,15.69,-10809,9359,1550
2010-08-09,19750.0,20150.0,23361.0,15.92,-580,-260,940
2010-08-10,20150.0,20200.0,13310.0,15.96,-3630,2260,50
2010-08-11,20150.0,19850.0,15060.0,15.69,120,2010,-2210
2010-08-12,19500.0,19550.0,16372.0,15.45,1750,1590,-2560
2010-08-13,19550.0,19550.0,12920.0,15.45,4390,-1060,-3720
2010-08-16,19500.0,19350.0,11290.0,15.29,5190,-90,-5400
2010-08-17,19350.0,19350.0,19399.0,15.29,11360,-8790,-1050
2010-08-18,19350.0,19500.0,9600.0,15.41,3310,-1090,-1210
2010-08-19,19650.0,19600.0,7640.0,15.49,1610,-2960,510
2010-08-20,19550.0,19800.0,15390.0,15.65,-6640,5720,680
2010-08-23,19900.0,19600.0,12362.0,15.49,-530,-1370,1840
2010-08-24,19600.0,19450.0,11831.0,15.37,-360,-640,580
2010-08-25,19200.0,19050.0,20111.0,15.05,142,1028,-1160
2010-08-26,19050.0,19100.0,18101.0,15.09,-1320,1350,180
2010-08-27,18950.0,18750.0,12210.0,14.82,4250,-2760,-1880
2010-08-30,18850.0,18950.0,10691.0,14.97,5170,-6260,1180
2010-08-31,18750.0,18850.0,5181.0,14.9,280,-210,-650
2010-09-01,18850.0,19100.0,9220.0,15.09,-808,-692,490
2010-09-02,19200.0,19000.0,20282.0,15.01,-4845,2585,2370
2010-09-03,19100.0,19000.0,12215.0,15.01,1735,-3910,2200
2010-09-06,19000.0,19200.0,12502.0,15.17,2770,-4520,1690
2010-09-07,19050.0,19150.0,24012.0,15.13,3470,-12530,9540
2010-09-08,18950.0,18700.0,23880.0,14.78,10600,-9430,-710
2010-09-09,18700.0,18750.0,14420.0,14.82,810,830,-1940
2010-09-10,19000.0,19050.0,47015.0,15.05,-2620,-5170,7790
2010-09-13,19050.0,19000.0,37821.0,15.01,11150,-9250,-1690
2010-09-14,19000.0,18950.0,21410.0,14.97,6760,-2330,-4180
2010-09-15,18950.0,18950.0,18382.0,14.97,-2090,-3520,3790
2010-09-16,19100.0,19550.0,54733.0,15.45,-25220,15500,9280
2010-09-17,19750.0,19600.0,35880.0,15.49,1800,-2430,720
2010-09-20,19750.0,19500.0,17915.0,15.41,60,770,-1260
2010-09-24,19500.0,19700.0,18391.0,15.57,-6616,5706,450
2010-09-27,19900.0,19400.0,29986.0,15.33,2236,-2126,-110
2010-09-28,19400.0,19250.0,35270.0,15.21,16350,-16770,-720
2010-09-29,19250.0,19350.0,16859.0,15.29,70,-1900,1620
2010-09-30,19350.0,19400.0,24610.0,15.33,-5570,3490,2020
2010-10-01,19400.0,19900.0,47629.0,15.73,-1684,-296,2580
2010-10-04,19900.0,20350.0,39746.0,16.08,-2600,5400,-2440
2010-10-05,20600.0,20700.0,85400.0,16.36,1640,-1630,-210
2010-10-06,20700.0,20700.0,47733.0,16.36,-4930,4860,1490
2010-10-07,20600.0,20650.0,40251.0,16.32,6780,-4810,950
2010-10-08,20500.0,20500.0,35722.0,16.2,4156,-4806,560
2010-10-11,20350.0,20350.0,21435.0,16.08,-1515,695,870
2010-10-12,20500.0,20150.0,20646.0,15.92,-3120,2980,770
2010-10-13,20150.0,20450.0,28345.0,16.16,-12560,11030,1510
2010-10-14,20650.0,21450.0,58557.0,16.95,-3410,3650,-420
2010-10-15,21550.0,21550.0,34542.0,17.03,-840,3670,-2740
2010-10-18,21450.0,20850.0,53130.0,16.48,18060,-18140,530
2010-10-19,21000.0,20650.0,19864.0,16.32,-1839,609,1990
2010-10-20,20500.0,20700.0,29790.0,16.36,8940,-8850,130
2010-10-21,20900.0,20950.0,21550.0,16.56,2290,-1620,-530
2010-10-22,20950.0,20800.0,9842.0,16.44,-1040,10,1030
2010-10-25,20800.0,21050.0,67383.0,16.63,23920,-25970,1690
2010-10-26,21100.0,21650.0,53390.0,17.11,-14330,14680,-390
2010-10-27,21700.0,20900.0,26827.0,16.52,4231,-791,-3110
2010-10-28,20700.0,20700.0,19221.0,16.36,421,-451,-120
2010-10-29,20700.0,20600.0,26040.0,16.28,1280,4400,-6230
2010-11-01,20750.0,21000.0,33320.0,16.59,-4740,6120,-2310
2010-11-02,20850.0,20600.0,20660.0,16.28,2200,1980,-3460
2010-11-03,20700.0,20650.0,23081.0,16.32,-1560,-1410,2270
2010-11-04,20600.0,20400.0,31534.0,16.12,2010,-3300,1140
2010-11-05,20550.0,20400.0,21874.0,16.12,-790,-1780,2600
2010-11-08,20350.0,20100.0,62533.0,15.88,29130,-30790,1600
2010-11-09,20200.0,20350.0,22645.0,16.08,-7295,6345,990
2010-11-10,20350.0,20850.0,24770.0,16.48,-10330,5920,4560
2010-11-11,20650.0,19950.0,48111.0,15.76,16691,6209,-24170
2010-11-12,20300.0,20150.0,38980.0,15.92,2262,-5802,2980
2010-11-15,20150.0,20200.0,11965.0,15.96,-1470,680,820
2010-11-16,20200.0,20050.0,14453.0,15.84,-2247,4687,-1330
2010-11-17,19900.0,20000.0,6295.0,15.8,1570,-120,-900
2010-11-18,20300.0,20050.0,11046.0,15.84,329,851,-1430
2010-11-19,20200.0,20300.0,23330.0,16.04,1420,-550,1250
2010-11-22,20300.0,20000.0,10035.0,15.8,100,-310,-120
2010-11-23,19900.0,19850.0,12981.0,15.69,1191,499,-60
2010-11-24,18950.0,19350.0,21290.0,15.29,210,3070,-3380
2010-11-25,19600.0,19550.0,15290.0,15.45,3800,-1510,-2430
2010-11-26,19400.0,18850.0,12551.0,14.9,2202,-2932,-50
2010-11-29,18800.0,18900.0,4842.0,14.94,-1370,480,770
2010-11-30,18700.0,19250.0,8020.0,15.21,-1520,1620,-100
2010-12-01,19250.0,19200.0,9150.0,15.17,3700,-3980,-200
2010-12-02,19150.0,19300.0,6420.0,15.25,160,390,-310
2010-12-03,19200.0,19100.0,7641.0,15.09,1410,-1180,-880
2010-12-06,18750.0,19050.0,8104.0,15.05,630,-1150,580
2010-12-07,19050.0,18950.0,12085.0,14.97,1510,-1570,180
2010-12-08,18850.0,19100.0,18550.0,15.09,-4850,5690,-540
2010-12-09,19150.0,19450.0,11144.0,15.37,-4700,700,3460
2010-12-10,19400.0,19450.0,8010.0,15.37,-881,91,800
2010-12-13,19500.0,19600.0,21675.0,15.49,11803,-12743,910
2010-12-14,19550.0,19600.0,19076.0,15.49,7994,-8594,1620
2010-12-15,19600.0,19500.0,7960.0,15.41,-520,-170,850
2010-12-16,19650.0,19200.0,13279.0,15.17,6136,-2696,80
2010-12-17,19350.0,19400.0,9080.0,15.33,270,-1210,1050
2010-12-20,19350.0,19250.0,9881.0,15.21,410,-1180,840
2010-12-21,19550.0,19450.0,7600.0,15.37,1420,-1030,1050
2010-12-22,19400.0,19550.0,27108.0,15.45,-4151,1621,2680
2010-12-23,19600.0,19400.0,10692.0,15.33,3340,-3400,300
2010-12-24,19350.0,19200.0,41270.0,15.17,8700,-8850,-160
2010-12-27,19200.0,19250.0,10240.0,15.21,-1219,-141,1190
2010-12-28,19300.0,19300.0,13441.0,15.25,-6630,4320,1940
2010-12-29,19200.0,19300.0,13860.0,15.25,3920,-3620,290
2010-12-30,19450.0,19950.0,18960.0,15.76,-12590,10400,1800
2011-01-03,19950.0,19750.0,26682.0,7.17,1150,7728,1900
2011-01-04,20000.0,20800.0,69655.0,7.55,-2030,2410,310
2011-01-05,20700.0,20900.0,40665.0,7.59,3910,-3870,-370
2011-01-06,20750.0,20550.0,26671.0,7.46,3730,-3300,-500
2011-01-07,20600.0,20900.0,38080.0,7.59,-12420,12180,180
2011-01-10,21000.0,20900.0,47675.0,7.59,18000,-19400,400
2011-01-11,20800.0,20650.0,25492.0,7.5,-6668,1588,890
2011-01-12,20600.0,20600.0,24215.0,7.48,-8405,945,1000
2011-01-13,20700.0,20200.0,32660.0,7.33,5210,-2620,-2800
2011-01-14,20150.0,19800.0,64660.0,7.19,17030,-14020,3030
2011-01-17,19950.0,19700.0,20724.0,7.15,5170,-1710,-2200
2011-01-18,19700.0,19950.0,30907.0,7.24,-3140,-4220,-920
2011-01-19,19900.0,19950.0,20017.0,7.24,5990,2560,-2720
2011-01-20,19950.0,19800.0,7422.0,7.19,952,1088,-1890
2011-01-21,20000.0,19550.0,17641.0,7.1,1351,379,-1640
2011-01-24,19500.0,19500.0,8771.0,7.08,1490,-750,-470
2011-01-25,19650.0,19600.0,21807.0,7.12,3461,-2041,-1470
2011-01-26,19450.0,19350.0,12382.0,7.03,3010,-3280,-1390
2011-01-27,19300.0,19400.0,17297.0,7.04,-1618,428,-820
2011-01-28,19500.0,19650.0,16352.0,7.14,-8720,7210,-340
2011-01-31,19350.0,19450.0,13418.0,7.06,-3950,3660,-2600
2011-02-01,19450.0,19350.0,7685.0,7.03,460,-1190,-1110
2011-02-07,19500.0,19400.0,13224.0,7.04,-2414,-1216,550
2011-02-08,19600.0,19500.0,9706.0,7.08,-2580,-40,-780
2011-02-09,19500.0,19400.0,16866.0,7.04,-3160,-220,-3530
2011-02-10,19400.0,18800.0,13880.0,6.83,-2380,1990,-1520
2011-02-11,19100.0,19100.0,20952.0,6.94,-5620,8190,-2470
2011-02-14,19100.0,19100.0,12451.0,6.94,1490,-100,-1390
2011-02-15,19150.0,19200.0,16311.0,6.97,8090,-2630,-3260
2011-02-16,19200.0,19400.0,16069.0,7.04,-5267,-103,1510
2011-02-17,19350.0,19300.0,12956.0,7.01,1038,-1598,560
2011-02-18,19150.0,19150.0,9780.0,6.95,4790,-2240,-2550
2011-02-21,19150.0,18900.0,8539.0,6.86,5219,-3769,-1450
2011-02-22,18800.0,18500.0,13612.0,6.72,2380,-650,-1690
2011-02-23,18150.0,18800.0,7456.0,6.83,-2955,-345,-150
2011-02-24,18700.0,18700.0,7620.0,6.79,-2560,-780,-240
2011-02-25,18500.0,18900.0,3130.0,6.86,-1260,880,270
2011-02-28,18850.0,19000.0,2480.0,6.9,-1180,460,430
2011-03-02,18700.0,18650.0,5130.0,6.77,-1710,-760,-150
2011-03-03,18650.0,18750.0,6546.0,6.81,-820,-1410,30
2011-03-04,18800.0,18950.0,12190.0,6.88,-290,1170,-1140
2011-03-07,18950.0,19000.0,11720.0,6.9,-6600,8180,-1580
2011-03-08,18850.0,18950.0,5183.0,6.88,2041,-1299,-742
2011-03-09,18800.0,18700.0,27428.0,6.79,17073,-20043,270
2011-03-10,18650.0,18700.0,15060.0,6.79,2740,1690,-5540
2011-03-11,18500.0,18600.0,15772.0,6.75,-638,1398,-2300
2011-03-14,18300.0,18500.0,8840.0,6.72,-3130,3940,-2850
2011-03-15,18400.0,18000.0,26303.0,6.54,4940,-5210,-2060
2011-03-16,18000.0,18000.0,8808.0,6.54,-899,-1561,1360
2011-03-17,17650.0,18300.0,14710.0,6.64,-1790,850,-390
2011-03-18,18300.0,18200.0,2420.0,6.61,680,190,-870
2011-03-21,18200.0,18200.0,8390.0,6.61,1160,-2510,1350
2011-03-22,18200.0,18300.0,10700.0,6.64,-4380,3910,140
2011-03-23,18300.0,18550.0,255763.0,6.74,-2470,1660,810
2011-03-24,18550.0,18600.0,41180.0,6.75,19425,-21915,1490
2011-03-25,18850.0,18700.0,15315.0,6.79,1812,-2082,270
2011-03-28,18700.0,18700.0,19152.0,6.79,-1880,-1680,590
2011-03-29,18700.0,18600.0,16270.0,6.75,634,-2294,1660
2011-03-30,18600.0,18650.0,21910.0,6.77,1045,-7155,6110
2011-03-31,18650.0,18650.0,25081.0,6.77,10769,-18026,7257
2011-04-01,18850.0,18900.0,25390.0,6.86,7630,-16000,8370
2011-04-04,19000.0,19100.0,51326.0,6.94,-2774,-4966,4270
2011-04-05,19200.0,19400.0,72504.0,7.04,27460,-41500,7510
2011-04-06,19450.0,19300.0,40544.0,7.01,15078,-18348,2270
2011-04-07,19300.0,19050.0,28799.0,6.92,-2110,-1300,410
2011-04-08,18950.0,19850.0,108815.0,7.21,13713,-28133,-1060
2011-04-11,19850.0,19550.0,28050.0,7.1,5020,-5800,170
2011-04-12,19550.0,19200.0,17320.0,6.97,4660,-4840,-710
2011-04-13,19300.0,19400.0,18003.0,7.04,1113,-1713,500
2011-04-14,19350.0,20800.0,134120.0,7.55,-3717,19967,-9170
2011-04-15,20650.0,20800.0,21351.0,7.55,-9011,8831,-290
2011-04-18,20800.0,21200.0,94621.0,7.7,15240,-4130,-1110
2011-04-19,21350.0,20800.0,43750.0,7.55,-2120,4850,-2730
2011-04-20,20900.0,20900.0,25544.0,7.59,-366,2500,170
2011-04-21,21300.0,21900.0,122270.0,7.95,287,43,2770
2011-04-22,21700.0,21500.0,36963.0,7.81,-2830,1060,2230
2011-04-25,21350.0,22900.0,76889.0,8.32,-8750,11990,-3640
2011-04-26,23200.0,23700.0,120333.0,8.61,-52034,58434,-6380
2011-04-27,23900.0,22700.0,78169.0,8.24,-15471,14851,600
2011-04-28,23000.0,23350.0,47256.0,8.48,-25520,20050,3480
2011-04-29,23800.0,22800.0,26442.0,8.28,-2879,1889,-400
2011-05-02,22600.0,22500.0,22392.0,8.17,-1000,-1270,2270
2011-05-03,22500.0,21600.0,34827.0,7.84,2320,-3640,1370
2011-05-04,21650.0,21950.0,37762.0,7.97,-20240,13100,7140
2011-05-06,21550.0,22400.0,26780.0,8.13,-2600,-2730,5330
2011-05-09,22600.0,21750.0,26962.0,7.9,7340,-120,-6160
2011-05-11,21700.0,21550.0,51940.0,7.82,820,2730,-3530
2011-05-12,21200.0,20750.0,38368.0,7.53,-1560,10230,-5170
2011-05-13,21400.0,20400.0,69451.0,7.41,-3010,2410,3700
2011-05-16,20350.0,20200.0,34710.0,7.33,19020,-16840,-690
2011-05-17,20200.0,19800.0,42091.0,7.19,6990,90,1830
2011-05-18,19850.0,20000.0,28837.0,7.26,1977,-4037,3060
2011-05-19,20300.0,20300.0,41230.0,7.37,-7610,7570,-1000
2011-05-20,20400.0,20300.0,27549.0,7.37,-2460,8190,-5770
2011-05-23,19950.0,20300.0,18700.0,7.37,-2900,7190,-4330
2011-05-24,20500.0,20400.0,9860.0,7.41,2882,1398,-4240
2011-05-25,20100.0,20050.0,22950.0,7.28,-2650,8980,-6270
2011-05-26,20000.0,20950.0,29751.0,7.61,-10340,9700,540
2011-05-27,20950.0,20650.0,12986.0,7.5,1200,-260,-820
2011-05-30,20650.0,20000.0,25002.0,7.26,13001,-11291,-1710
2011-05-31,20000.0,20400.0,26725.0,7.41,6150,-8930,4160
2011-06-01,20300.0,20400.0,21539.0,7.41,-9490,8690,2280
2011-06-02,20000.0,20400.0,13844.0,7.41,-4748,4708,170
2011-06-03,20850.0,21000.0,19470.0,7.63,-6810,5410,1000
2011-06-07,20950.0,21400.0,13295.0,7.77,-4410,370,4020
2011-06-08,21500.0,21350.0,27390.0,7.75,4930,-1790,-2230
2011-06-09,21150.0,21400.0,24277.0,7.77,1866,-2931,1125
2011-06-10,21400.0,20900.0,17573.0,7.59,1977,-2720,-447
2011-06-13,20800.0,20300.0,12869.0,7.37,4240,-2350,-1930
2011-06-14,20050.0,20700.0,22858.0,7.52,-2742,-1918,8330
2011-06-15,20850.0,20600.0,9125.0,7.48,-610,-60,290
2011-06-16,20300.0,20350.0,26075.0,7.39,-17740,18850,-490
2011-06-17,20350.0,20750.0,62785.0,7.53,-6090,-1710,3350
2011-06-20,20850.0,21000.0,27842.0,7.63,-1372,1532,-110
2011-06-21,21100.0,21150.0,19410.0,7.68,-7580,5390,1630
2011-06-22,21250.0,21100.0,14358.0,7.66,-2360,1590,680
2011-06-23,20850.0,20750.0,14232.0,7.53,170,-60,2660
2011-06-24,20800.0,21100.0,19638.0,7.66,-6320,650,6880
2011-06-27,21200.0,20950.0,14064.0,7.61,-746,2686,-390
2011-06-28,21100.0,21150.0,27890.0,7.68,-5447,1177,3040
2011-06-29,21350.0,21800.0,93368.0,7.92,18203,-17313,2580
2011-06-30,21950.0,21850.0,67901.0,7.93,6740,-6310,-1410
2011-07-01,22200.0,21850.0,62170.0,7.93,1236,-1080,-596
2011-07-04,21950.0,22900.0,57712.0,8.32,6999,-3660,-2179
2011-07-05,22700.0,22900.0,37020.0,8.32,1730,-2750,-570
2011-07-06,22650.0,22700.0,32967.0,8.24,-640,-2600,3220
2011-07-07,22700.0,22800.0,20562.0,8.28,-1450,-5390,6820
2011-07-08,22650.0,23300.0,51951.0,8.46,-1269,-1131,1420
2011-07-11,23100.0,22950.0,27221.0,8.33,-1750,-1690,3440
2011-07-12,22650.0,22750.0,25610.0,8.26,4040,-5480,1470
2011-07-13,22950.0,22750.0,14552.0,8.26,580,-30,970
2011-07-14,22600.0,22550.0,17670.0,8.19,3210,-210,-1530
2011-07-15,22300.0,23000.0,37611.0,8.35,-1220,160,640
2011-07-18,23100.0,24500.0,117761.0,8.9,-32507,9627,-3710
2011-07-19,24700.0,25500.0,213483.0,9.26,-2210,-32000,-6550
2011-07-20,25300.0,26350.0,155520.0,9.57,35985,-40760,6605
2011-07-21,26000.0,25700.0,61519.0,9.33,-100,-17030,2840
2011-07-22,25900.0,26950.0,77522.0,9.79,15715,-15305,5890
2011-07-25,27000.0,26350.0,33478.0,9.57,3270,560,-570
2011-07-26,26200.0,25900.0,38002.0,9.4,-9070,-70,4350
2011-07-27,25700.0,26200.0,44370.0,9.51,-7240,-2000,9080
2011-07-28,26200.0,27700.0,64672.0,10.06,2260,3820,-4780
2011-07-29,28000.0,28000.0,77531.0,10.17,13760,-10410,-3950
2011-08-01,27950.0,27750.0,32470.0,10.08,4267,-1917,-2700
2011-08-02,27150.0,26800.0,42023.0,9.73,-220,13540,-7050
2011-08-03,26350.0,25000.0,43465.0,9.08,19245,-9730,-6530
2011-08-04,25300.0,25000.0,37660.0,9.08,3170,-3730,4910
2011-08-05,23050.0,24000.0,51113.0,8.71,10801,3699,-3470
2011-08-08,23850.0,22850.0,74628.0,8.3,-947,16247,320
2011-08-09,22000.0,20850.0,124903.0,7.57,11552,6058,-7480
2011-08-10,22000.0,22300.0,141270.0,8.1,5730,52070,-12200
2011-08-11,21900.0,23200.0,134893.0,8.42,11519,-10849,-10580
2011-08-12,23800.0,22550.0,86973.0,8.19,4255,7355,-12330
2011-08-16,23400.0,22700.0,62547.0,8.24,3810,-3670,760
2011-08-17,22650.0,23450.0,50738.0,8.51,-5723,1613,4220
2011-08-18,23600.0,22900.0,43926.0,8.32,-3124,9434,-6080
2011-08-19,22100.0,22050.0,52135.0,8.01,-19010,21290,-7870
2011-08-22,21100.0,21800.0,28295.0,7.92,711,5749,-10620
2011-08-23,21600.0,22150.0,61034.0,8.04,-5780,-6330,13310
2011-08-24,22300.0,22300.0,42710.0,8.1,-1400,6360,-4050
2011-08-25,22350.0,21750.0,23320.0,7.9,3020,-550,-1840
2011-08-26,21600.0,22000.0,18542.0,7.99,-680,740,40
2011-08-29,21900.0,22600.0,46520.0,8.21,-1940,-1500,1490
2011-08-30,22600.0,23000.0,34880.0,8.35,-8158,7358,100
2011-08-31,22800.0,23000.0,22983.0,8.35,-8112,8142,-340
2011-09-01,23000.0,22950.0,44877.0,8.33,-4930,3800,720
2011-09-02,22800.0,22850.0,26301.0,8.3,-8780,8200,940
2011-09-05,22150.0,22250.0,38270.0,8.08,-9000,12460,-1040
2011-09-06,21300.0,21350.0,45697.0,7.75,-10030,16590,-390
2011-09-07,21550.0,22800.0,56920.0,8.28,1531,1629,1110
2011-09-08,22300.0,22000.0,33724.0,7.99,7671,-7131,-20
2011-09-09,21750.0,21850.0,15564.0,7.93,2019,681,-2470
2011-09-14,21500.0,21400.0,18293.0,7.77,-4480,4470,-440
2011-09-15,21550.0,21350.0,34150.0,7.75,-5380,-3600,8940
2011-09-16,21900.0,22350.0,41830.0,8.12,-10940,-8110,16410
2011-09-19,22050.0,21900.0,21120.0,7.95,3240,-590,-2310
2011-09-20,21700.0,21700.0,31601.0,7.88,2370,-4640,1660
2011-09-21,21950.0,22450.0,70140.0,8.15,-17950,3310,11700
2011-09-22,22500.0,22300.0,26840.0,8.1,1259,7331,-6120
2011-09-23,21700.0,21000.0,30610.0,7.63,1923,2967,-4930
2011-09-26,21100.0,18800.0,55577.0,6.83,10520,-4730,-6710
2011-09-27,19400.0,19500.0,52019.0,7.08,-1890,-1340,2670
2011-09-28,19750.0,18950.0,31283.0,6.88,4863,-2183,-1330
2011-09-29,18700.0,19700.0,50460.0,7.15,-15083,12553,3650
2011-09-30,19700.0,19750.0,26653.0,7.17,-4070,7170,-2930
2011-10-04,18900.0,20250.0,50623.0,7.35,-17343,17633,-290
2011-10-05,20800.0,20000.0,38736.0,7.26,3360,-1200,-3310
2011-10-06,20450.0,20200.0,30274.0,7.33,-6740,5960,690
2011-10-07,20850.0,21650.0,78967.0,7.86,-11899,12069,-3660
2011-10-10,21650.0,21650.0,18200.0,7.86,-3430,2940,200
2011-10-11,21850.0,21950.0,36779.0,7.97,-12550,10210,2260
2011-10-12,21700.0,22050.0,23580.0,8.01,-5080,-2540,-2800
2011-10-13,22000.0,21650.0,63523.0,7.86,1860,-4500,2500
2011-10-14,21500.0,21900.0,20450.0,7.95,-2310,1260,1860
2011-10-17,22000.0,21800.0,46751.0,7.92,14769,-16799,2940
2011-10-18,21600.0,21350.0,9373.0,7.75,930,-710,30
2011-10-19,21450.0,21800.0,13265.0,7.92,-2800,-270,1660
2011-10-20,22000.0,21000.0,18742.0,7.63,2220,-980,-1160
2011-10-21,21000.0,21350.0,23300.0,7.75,-1270,3690,-2340
2011-10-24,21500.0,23700.0,80980.0,8.61,-10632,9222,-230
2011-10-25,23700.0,22550.0,42863.0,8.19,16550,-15720,-770
2011-10-26,22300.0,23200.0,82061.0,8.42,11541,-8221,3330
2011-10-27,22950.0,23700.0,35720.0,8.61,8060,-6800,-1700
2011-10-28,24000.0,22750.0,49491.0,8.26,18470,-19330,1800
2011-10-31,22750.0,22300.0,21594.0,8.1,6510,-1750,1100
2011-11-01,22000.0,21950.0,72443.0,7.97,41970,-40410,-1010
2011-11-02,21650.0,22450.0,1154980.0,8.15,58030,956270,1740
2011-11-03,22900.0,23400.0,157346.0,8.5,53150,-28910,-2330
2011-11-04,23450.0,23450.0,118260.0,8.51,26591,-23931,-2740
2011-11-07,23450.0,23300.0,51442.0,8.46,19790,-17000,-1680
2011-11-08,23500.0,24100.0,161236.0,8.75,24010,-28770,3230
2011-11-09,24350.0,24350.0,55770.0,8.84,5440,-3520,-3190
2011-11-10,23850.0,22700.0,85774.0,8.24,29500,-26660,-1610
2011-11-11,23500.0,23400.0,42320.0,8.5,-360,-490,-210
2011-11-14,23700.0,24350.0,76800.0,8.84,4880,-6890,2070
2011-11-15,24250.0,24350.0,75351.0,8.84,6580,-12120,5330
2011-11-16,24800.0,23800.0,46450.0,8.64,5250,-370,2290
2011-11-17,24000.0,23850.0,55060.0,8.66,-6810,-60,5240
2011-11-18,23850.0,23600.0,33410.0,8.57,8610,-12930,4570
2011-11-21,24000.0,24200.0,93150.0,8.79,9130,-6140,-3110
2011-11-22,24300.0,24250.0,53540.0,8.81,7040,-5210,-1370
2011-11-23,24350.0,23500.0,43499.0,8.53,-1170,3940,-1500
2011-11-24,23900.0,23400.0,23324.0,8.5,1330,-450,-760
2011-11-25,23400.0,22750.0,58464.0,8.26,2143,487,-2610
2011-11-28,22750.0,22400.0,45044.0,8.13,16909,-19019,1380
2011-11-29,22550.0,23300.0,95147.0,8.46,-34850,17070,19290
2011-11-30,23300.0,23200.0,38733.0,8.42,4151,-4951,-400
2011-12-01,23800.0,23400.0,81080.0,8.5,20540,-25200,4410
2011-12-02,23400.0,23600.0,22278.0,8.57,-4490,1410,3970
2011-12-05,23800.0,23900.0,33800.0,8.68,-4500,2040,2460
2011-12-06,23950.0,23500.0,15560.0,8.53,-4210,3780,430
2011-12-07,23500.0,23900.0,47404.0,8.68,-5278,1240,4008
2011-12-08,23650.0,23900.0,35100.0,8.68,-180,3190,-2020
2011-12-09,23200.0,23550.0,27880.0,8.55,4950,2360,-6930
2011-12-12,24000.0,23250.0,49536.0,8.44,20366,-19376,-1730
2011-12-13,22850.0,22500.0,37410.0,8.17,5012,2058,-7670
2011-12-14,22250.0,22300.0,64342.0,8.1,6490,-9490,10850
2011-12-15,22000.0,21850.0,24787.0,7.93,327,-4207,3770
2011-12-16,21850.0,22000.0,36705.0,7.99,-5261,-539,4690
2011-12-19,22000.0,21200.0,40140.0,7.7,2750,-60,-2490
2011-12-20,20450.0,21150.0,13730.0,7.68,-80,40,-200
2011-12-21,21800.0,22000.0,47030.0,7.99,-14470,15830,180
2011-12-22,21800.0,21800.0,12690.0,7.92,-2460,420,2050
2011-12-23,21600.0,21700.0,31884.0,7.88,3590,-4160,1150
2011-12-26,21750.0,22150.0,27584.0,8.04,-1799,399,1090
2011-12-27,21650.0,22100.0,21573.0,8.02,190,2980,-3310
2011-12-28,21900.0,21850.0,14418.0,7.93,2410,740,-2360
2011-12-29,21500.0,21950.0,11402.0,7.97,-2470,3600,-770
2012-01-02,22000.0,21550.0,17414.0,6.12,1733,-893,-150
2012-01-03,21300.0,21950.0,22010.0,6.24,-8930,8160,50
2012-01-04,21950.0,22050.0,26913.0,6.26,-8480,5580,2960
2012-01-05,22050.0,21900.0,12830.0,6.22,-5040,4740,220
2012-01-06,21750.0,21600.0,14602.0,6.14,1992,1110,-2682
2012-01-09,21500.0,20800.0,59990.0,5.91,25980,-34880,4370
2012-01-10,20800.0,21550.0,40850.0,6.12,-12000,-1270,7920
2012-01-11,21500.0,21550.0,15565.0,6.12,2080,-3120,1080
2012-01-12,22100.0,22050.0,91140.0,6.26,19753,-9303,-1250
2012-01-13,22100.0,22050.0,66369.0,6.26,20520,-33160,12530
2012-01-16,21750.0,21950.0,22930.0,6.24,-170,1110,70
2012-01-17,21900.0,21900.0,38327.0,6.22,9887,-15977,2240
2012-01-18,21900.0,21300.0,42702.0,6.05,8520,-2700,-5650
