Symbol,빙그레_시가(원),빙그레_종가(원),빙그레_거래량(주),빙그레_PER(IFRS-연결),빙그레_순매수수량(개인)(주),빙그레_순매수수량(기관계)(주),빙그레_순매수수량(외국인계)(주)
2004-05-17,21000.0,18500.0,98821.0,7.0,-6110,5000,0
2004-05-18,17900.0,19400.0,129760.0,7.34,-16280,-33610,42860
2004-05-19,19800.0,21350.0,113859.0,8.07,-28060,-7900,36500
2004-05-20,20400.0,20700.0,94254.0,7.83,-30039,29869,-380
2004-05-21,22000.0,22900.0,284405.0,8.66,-11360,39070,-27460
2004-05-24,23800.0,23300.0,187575.0,8.81,31190,-12770,-18060
2004-05-25,23000.0,23400.0,136850.0,8.85,-10110,12370,-1500
2004-05-27,23750.0,23000.0,97748.0,8.7,-4702,4102,0
2004-05-28,23050.0,22850.0,49380.0,8.64,-6000,7130,0
2004-05-31,23250.0,23800.0,138739.0,9.0,-820,-1780,4810
2004-06-01,24450.0,24300.0,117247.0,9.19,-10550,9220,0
2004-06-02,23900.0,23950.0,76896.0,9.06,2499,-529,-2270
2004-06-03,24150.0,22750.0,106879.0,8.6,3040,-1520,-1270
2004-06-04,22900.0,22800.0,76727.0,8.62,-7480,7000,0
2004-06-07,22650.0,22900.0,58790.0,8.66,-6200,4630,1250
2004-06-08,23100.0,23500.0,86260.0,8.89,-6385,-1815,8500
2004-06-09,23650.0,23600.0,115441.0,8.92,7310,-6610,0
2004-06-10,23700.0,23550.0,75370.0,8.9,9150,-6550,-8880
2004-06-11,23800.0,22600.0,106761.0,8.55,42170,-4280,-32940
2004-06-14,21700.0,21800.0,72790.0,8.24,-7550,7830,0
2004-06-15,21850.0,21850.0,73260.0,8.26,-18760,4000,0
2004-06-16,22050.0,21800.0,50670.0,8.24,510,-70,0
2004-06-17,21700.0,21300.0,43812.0,8.05,-6179,5749,100
2004-06-18,21000.0,20700.0,92500.0,7.83,-6080,8850,-210
2004-06-21,20700.0,20850.0,50240.0,7.88,-9092,3872,5000
2004-06-22,20600.0,20700.0,36215.0,7.83,-8270,8880,0
2004-06-23,20500.0,20250.0,34699.0,7.66,-2630,3220,0
2004-06-24,20250.0,20300.0,84500.0,7.68,3770,-1670,0
2004-06-25,20450.0,22500.0,139020.0,8.51,-56610,16420,40000
2004-06-28,22500.0,22600.0,61535.0,8.55,-12550,-580,5420
2004-06-29,22450.0,22500.0,67012.0,8.51,-25510,13360,12000
2004-06-30,22450.0,23050.0,82092.0,8.72,-27170,25980,1070
2004-07-01,23100.0,23100.0,61354.0,8.73,-19390,-6700,0
2004-07-02,22700.0,22650.0,65155.0,8.56,-6560,7930,0
2004-07-05,22700.0,23200.0,83460.0,8.77,-11300,-7240,19000
2004-07-06,23150.0,23000.0,36770.0,8.7,-9400,-280,7170
2004-07-07,22000.0,22850.0,47291.0,8.64,-9730,-7830,17420
2004-07-08,22950.0,23300.0,66180.0,8.81,-21530,-220,22580
2004-07-09,23150.0,23250.0,32470.0,8.79,-4010,2830,0
2004-07-12,23150.0,23000.0,43229.0,8.7,-6880,-4610,12450
2004-07-13,23300.0,23100.0,41930.0,8.73,-5190,12700,-7060
2004-07-14,23000.0,23000.0,79043.0,8.7,-3290,13960,-9480
2004-07-15,23100.0,23500.0,74162.0,8.89,-19380,10550,8590
2004-07-16,23850.0,24950.0,256281.0,9.43,14820,-13940,0
2004-07-19,26000.0,25800.0,270307.0,9.76,4719,12361,-14770
2004-07-20,26000.0,25100.0,130560.0,9.49,26070,-5670,-20850
2004-07-21,25350.0,25300.0,127351.0,9.57,26490,4180,-31340
2004-07-22,25000.0,24750.0,196944.0,9.36,28720,-49870,21050
2004-07-23,24900.0,25000.0,179403.0,9.45,6440,-43500,37220
2004-07-26,25000.0,25050.0,108620.0,9.47,-24210,-18790,43070
2004-07-27,25400.0,25000.0,146314.0,9.45,-3940,-5160,8650
2004-07-28,25100.0,25500.0,139977.0,9.64,-14725,-2325,21970
2004-07-29,25800.0,25000.0,130007.0,9.45,-23080,-3510,35970
2004-07-30,24900.0,24900.0,71200.0,9.42,-16080,-3080,19960
2004-08-02,25400.0,24950.0,106359.0,9.43,-13280,-23840,36070
2004-08-03,24750.0,24000.0,123145.0,9.07,-2670,-24430,27600
2004-08-04,23800.0,24450.0,125965.0,9.25,-33855,-7445,41920
2004-08-05,24500.0,23600.0,117693.0,8.92,32390,-14290,-18650
2004-08-06,23450.0,22800.0,76602.0,8.62,-5440,980,2850
2004-08-09,22600.0,22850.0,52872.0,8.64,-9030,5390,3800
2004-08-10,22850.0,22150.0,69391.0,8.38,16360,-15630,1000
2004-08-11,22250.0,22300.0,69641.0,8.43,-2820,-4600,7500
2004-08-12,22600.0,23100.0,80701.0,8.73,-26910,22450,6820
2004-08-13,23350.0,22700.0,95620.0,8.58,4324,-4394,270
2004-08-16,22450.0,22350.0,78631.0,8.45,-3850,3970,-420
2004-08-17,22500.0,22250.0,40405.0,8.41,-5540,1540,0
2004-08-18,22150.0,22350.0,36763.0,8.45,-8783,13303,700
2004-08-19,22350.0,22100.0,56210.0,8.36,7620,-5300,-2320
2004-08-20,22100.0,22050.0,26675.0,8.34,1685,-1685,0
2004-08-23,22300.0,21750.0,44221.0,8.22,4500,-2500,0
2004-08-24,21600.0,21800.0,73321.0,8.24,790,5780,-2570
2004-08-25,21700.0,21600.0,40665.0,8.17,-4880,6480,0
2004-08-26,21550.0,21600.0,70920.0,8.17,-3740,2170,300
2004-08-27,21500.0,22150.0,88854.0,8.38,3850,-4540,4780
2004-08-30,22500.0,21750.0,35779.0,8.22,-3370,3370,0
2004-08-31,21800.0,21800.0,27410.0,8.24,3630,-1460,0
2004-09-01,21900.0,22700.0,78541.0,8.58,-15610,3390,8720
2004-09-02,22800.0,23500.0,107250.0,8.89,-33580,8530,24520
2004-09-03,23500.0,24250.0,164010.0,9.17,-71850,2360,78700
2004-09-06,24250.0,23850.0,48881.0,9.02,-1436,-194,1630
2004-09-07,23950.0,23250.0,43629.0,8.79,4470,-2790,390
2004-09-08,23050.0,23400.0,30530.0,8.85,-3810,-1970,5780
2004-09-09,23300.0,24300.0,84060.0,9.19,-19840,-2810,17330
2004-09-10,24300.0,24600.0,66270.0,9.3,-17590,820,16850
2004-09-13,24350.0,24150.0,32230.0,9.13,-1310,7580,-6270
2004-09-14,24000.0,24200.0,29690.0,9.15,-7400,3520,3390
2004-09-15,24200.0,24000.0,16490.0,9.07,-2950,650,1980
2004-09-16,23800.0,24300.0,35951.0,9.19,-9279,5229,3710
2004-09-17,24400.0,24900.0,81550.0,9.42,-29320,23250,780
2004-09-20,24900.0,25000.0,25174.0,9.45,-4020,2000,1940
2004-09-21,25100.0,25200.0,32520.0,9.53,-15930,7650,11280
2004-09-22,25100.0,25000.0,26232.0,9.45,-14804,794,14030
2004-09-23,24700.0,24000.0,14995.0,9.07,130,-430,100
2004-09-24,23950.0,25200.0,41278.0,9.53,-12460,7850,4690
2004-09-30,25300.0,24700.0,40372.0,9.34,6860,20000,-26540
2004-10-01,25100.0,24800.0,28109.0,9.38,3260,-4220,960
2004-10-04,24850.0,25050.0,29644.0,9.47,-8160,7200,-600
2004-10-05,25300.0,25200.0,20550.0,9.53,-3380,-1930,2500
2004-10-06,25500.0,24800.0,15092.0,9.38,-1270,810,460
2004-10-07,25000.0,24350.0,23753.0,9.21,3210,3980,0
2004-10-08,24300.0,24850.0,22780.0,9.4,-11120,10650,480
2004-10-11,25150.0,25000.0,38640.0,9.45,-770,410,360
2004-10-12,24850.0,24850.0,33820.0,9.4,-6050,4060,2020
2004-10-13,25000.0,24850.0,32632.0,9.4,-8870,9560,0
2004-10-14,24850.0,24850.0,28940.0,9.4,-10720,11130,-30
2004-10-15,24850.0,24650.0,13700.0,9.32,-2090,4770,-1300
2004-10-18,24650.0,24700.0,13008.0,9.34,408,1892,-1930
2004-10-19,24700.0,25000.0,22130.0,9.45,-10540,11010,0
2004-10-20,25050.0,24700.0,38202.0,9.34,-9380,14970,-5560
2004-10-21,24550.0,24100.0,31750.0,9.11,-3980,17520,-13520
2004-10-22,24300.0,24600.0,10380.0,9.3,-6190,3000,3190
2004-10-25,24450.0,24000.0,48002.0,9.07,-30290,29510,2180
2004-10-26,24350.0,24200.0,20720.0,9.15,-10230,5070,5560
2004-10-27,24300.0,24700.0,21180.0,9.34,-11190,12050,2500
2004-10-28,24500.0,25900.0,69540.0,9.79,-38000,39270,2900
2004-10-29,25850.0,26100.0,33805.0,9.87,-14000,18770,7230
2004-11-01,26150.0,26900.0,71200.0,10.17,-14780,-6790,22570
2004-11-02,26900.0,26900.0,41781.0,10.17,-11900,8090,3810
2004-11-03,26900.0,26950.0,34830.0,10.19,-8610,-7810,16330
2004-11-04,27000.0,26900.0,12700.0,10.17,-5080,-40,5120
2004-11-05,26700.0,27400.0,31380.0,10.36,-13570,12900,760
2004-11-08,27750.0,27600.0,24203.0,10.44,-3903,253,3650
2004-11-09,27800.0,27800.0,67373.0,10.51,-1410,-1910,11190
2004-11-10,28000.0,29200.0,75000.0,11.04,-31170,6630,24540
2004-11-11,28850.0,28400.0,52060.0,10.74,5770,13730,-20000
2004-11-12,29250.0,29900.0,89240.0,11.31,-21510,37620,-16310
2004-11-15,29500.0,29000.0,77991.0,10.97,9775,32115,-43870
2004-11-16,29100.0,29100.0,81290.0,11.0,-6162,2412,3800
2004-11-17,29100.0,29650.0,29148.0,11.21,-19151,16291,2860
2004-11-18,29450.0,30600.0,34930.0,11.57,-11990,12570,-240
2004-11-19,30600.0,30600.0,31543.0,11.57,5830,-7030,0
2004-11-22,30000.0,30800.0,22252.0,11.65,-8109,2639,4470
2004-11-23,30500.0,30000.0,25525.0,11.34,4530,-5540,10
2004-11-24,29500.0,29850.0,56247.0,11.29,8693,15237,-23960
2004-11-25,29800.0,29300.0,17794.0,11.08,5584,-3784,-2050
2004-11-26,29300.0,29550.0,52458.0,11.17,10300,-11180,14740
2004-11-29,29900.0,30300.0,22246.0,11.46,-12400,10450,1950
2004-11-30,30650.0,31350.0,23939.0,11.85,-11113,5983,4950
2004-12-01,30800.0,30300.0,30961.0,11.46,12853,-15773,2550
2004-12-02,31050.0,30750.0,32940.0,11.63,-4100,4290,-700
2004-12-03,31000.0,30100.0,32765.0,11.38,-1726,1726,0
2004-12-06,29600.0,29300.0,84934.0,11.08,4214,-16274,12090
2004-12-07,29300.0,29350.0,22817.0,11.1,-2380,-5050,7430
2004-12-08,29700.0,29700.0,51362.0,11.23,-8513,13583,-5060
2004-12-09,29350.0,30500.0,28725.0,11.53,-5840,5940,60
2004-12-10,30500.0,29000.0,59580.0,10.97,4850,1580,-6560
2004-12-13,29400.0,29600.0,10760.0,11.19,-8080,7900,0
2004-12-14,29800.0,29250.0,9600.0,11.06,-70,2950,-2880
2004-12-15,29100.0,29100.0,13570.0,11.0,2510,4010,-6550
2004-12-16,29500.0,29000.0,27190.0,10.97,370,930,-1390
2004-12-17,29000.0,28950.0,11193.0,10.95,-2148,4898,-3050
2004-12-20,28950.0,28300.0,16743.0,10.7,-1070,3610,-2840
2004-12-21,28300.0,28200.0,28000.0,10.66,2460,7900,-13300
2004-12-22,28750.0,28350.0,30898.0,10.72,-1712,12312,-10780
2004-12-23,28250.0,28900.0,33502.0,10.93,-1880,-7640,9520
2004-12-24,28400.0,28500.0,34436.0,10.78,-180,210,-60
2004-12-27,28600.0,30000.0,18860.0,11.34,-6986,6216,-60
2004-12-28,29400.0,30200.0,16640.0,11.42,-10410,11290,-400
2004-12-29,29700.0,30450.0,16260.0,11.51,-8770,4000,3770
2004-12-30,30500.0,31200.0,15360.0,11.8,-9270,5530,3740
2005-01-03,30800.0,30700.0,8247.0,8.73,-293,293,0
2005-01-04,30600.0,30200.0,17337.0,8.59,5487,-13917,7360
2005-01-05,29900.0,29700.0,23372.0,8.44,2850,-6510,3670
2005-01-06,29950.0,29700.0,38900.0,8.44,6231,-880,-5431
2005-01-07,30000.0,29600.0,25670.0,8.42,-5440,-4610,5110
2005-01-10,29500.0,30200.0,14120.0,8.59,-2880,-5980,8860
2005-01-11,30200.0,30500.0,58484.0,8.67,-9571,-1829,11400
2005-01-12,30100.0,30300.0,19871.0,8.62,-6890,-3781,10671
2005-01-13,30000.0,31000.0,15379.0,8.81,-890,-1440,0
2005-01-14,30550.0,31300.0,16260.0,8.9,-6120,5900,0
2005-01-17,31350.0,31500.0,22895.0,8.96,-3081,-2149,5250
2005-01-18,31450.0,32200.0,16920.0,9.16,450,-3750,3440
2005-01-19,32550.0,33250.0,32101.0,9.45,-2750,-1990,4780
2005-01-20,32600.0,32600.0,22500.0,9.27,4290,-8510,4330
2005-01-21,33000.0,32600.0,16530.0,9.27,3430,-2050,-1380
2005-01-24,32100.0,32200.0,27696.0,9.16,6856,-16626,9830
2005-01-25,31650.0,34550.0,196191.0,9.82,28717,-76756,48139
2005-01-26,34700.0,33500.0,63827.0,9.53,8326,-23016,14480
2005-01-27,33600.0,32800.0,23760.0,9.33,-80,110,0
2005-01-28,32400.0,33400.0,22211.0,9.5,-1580,1580,0
2005-01-31,33050.0,34000.0,35000.0,9.67,3775,-7705,3540
2005-02-01,34400.0,33900.0,28420.0,9.64,-700,-1340,-6190
2005-02-02,33350.0,33700.0,31566.0,9.58,-2520,580,-2600
2005-02-03,33300.0,33000.0,18600.0,9.38,1400,-2320,0
2005-02-04,33000.0,32500.0,28920.0,9.24,11320,810,-13080
2005-02-07,32900.0,32600.0,36685.0,9.27,15870,1610,-17480
2005-02-11,32100.0,31950.0,34013.0,9.08,13350,1700,-15330
2005-02-14,32050.0,32900.0,46115.0,9.35,14270,8110,-22380
2005-02-15,33200.0,32300.0,50940.0,9.18,21336,-2056,-22020
2005-02-16,32650.0,32600.0,33930.0,9.27,8830,8820,-17380
2005-02-17,32300.0,32300.0,52801.0,9.18,7590,29670,-38260
2005-02-18,32500.0,33500.0,75551.0,9.53,-1560,29130,-27570
2005-02-21,33650.0,33650.0,53788.0,9.57,18100,9050,-25880
2005-02-22,34000.0,35000.0,97336.0,9.95,-18590,20720,-1910
2005-02-23,35200.0,34000.0,49660.0,9.67,16450,1620,-15570
2005-02-24,33500.0,36450.0,110290.0,10.36,-29910,32850,-1910
2005-02-25,36400.0,37050.0,96950.0,10.53,-5060,45010,-32170
2005-02-28,37200.0,37800.0,118401.0,10.75,9971,17579,-27220
2005-03-02,38300.0,37500.0,70481.0,10.66,13320,14160,-25550
2005-03-03,37500.0,38000.0,55205.0,10.81,11730,-460,-10650
2005-03-04,39000.0,37600.0,49871.0,10.69,14570,80,-14620
2005-03-07,37600.0,36750.0,120957.0,10.45,17780,42430,-55620
2005-03-08,36100.0,35900.0,56180.0,10.21,9350,9400,-21570
2005-03-09,35500.0,36900.0,61280.0,10.49,15720,7040,-22600
2005-03-10,36900.0,35650.0,69450.0,10.14,31870,1170,-28560
2005-03-11,36500.0,36000.0,55480.0,10.24,15860,12820,-30550
2005-03-14,36000.0,37150.0,122917.0,10.56,26256,-4376,-21960
2005-03-15,37650.0,39000.0,181156.0,11.09,-14343,-20017,34690
2005-03-16,39000.0,39500.0,86150.0,11.23,-5461,-4929,9190
2005-03-17,39950.0,37500.0,66207.0,10.66,3305,-3625,-700
2005-03-18,37100.0,38000.0,72050.0,10.81,-11110,2520,7590
2005-03-21,37500.0,37300.0,48686.0,10.61,11610,-640,-12750
2005-03-22,37900.0,36800.0,47580.0,10.46,5860,3650,-11430
2005-03-23,36750.0,36800.0,43033.0,10.46,400,-1970,-2070
2005-03-24,36550.0,36200.0,40610.0,10.29,-9090,11960,-3970
2005-03-25,36900.0,37000.0,29326.0,10.52,-2296,2006,40
2005-03-28,37000.0,37000.0,59350.0,10.52,22340,4950,-29300
2005-03-29,37000.0,36500.0,36280.0,10.38,11280,-10590,-4290
2005-03-30,36400.0,36450.0,37382.0,10.36,11043,5567,-15130
2005-03-31,36400.0,37800.0,35190.0,10.75,-5200,4170,1360
2005-04-01,37450.0,38000.0,77159.0,10.81,7920,-6690,-1230
2005-04-04,38000.0,37800.0,42884.0,10.75,3218,8992,-11010
2005-04-06,38000.0,38000.0,40070.0,10.81,3610,-3460,-150
2005-04-07,38100.0,39000.0,73410.0,11.09,6670,3740,-9930
2005-04-08,39000.0,38950.0,49518.0,11.08,1560,10590,-11150
2005-04-11,38950.0,38500.0,21472.0,10.95,2790,-330,-2960
2005-04-12,38300.0,37700.0,39070.0,10.72,6280,-6680,400
2005-04-13,38100.0,37750.0,26522.0,10.73,10092,-7422,-3310
2005-04-14,37400.0,37500.0,85651.0,10.66,-1250,-13610,13730
2005-04-15,37000.0,38300.0,60311.0,10.89,-4890,5560,-610
2005-04-18,38050.0,38500.0,94789.0,10.95,-17110,-18690,35550
2005-04-19,39000.0,39000.0,66765.0,11.09,-16800,-21690,39250
2005-04-20,39200.0,40000.0,61309.0,11.37,-22280,-2730,25880
2005-04-21,39600.0,39400.0,112807.0,11.2,4380,6440,-10560
2005-04-22,39000.0,39000.0,244010.0,11.09,17215,83515,-100630
2005-04-25,38400.0,38450.0,81795.0,10.93,14860,2290,-19910
2005-04-26,39000.0,38200.0,38811.0,10.86,5090,6680,-11370
2005-04-27,38000.0,37700.0,61026.0,10.72,14820,1850,-15440
2005-04-28,38150.0,38150.0,47009.0,10.85,-3495,4885,-2670
2005-04-29,38050.0,39000.0,46224.0,11.09,-4830,7890,-4090
2005-05-02,39750.0,39000.0,163032.0,11.09,95180,9760,-104730
2005-05-03,39400.0,39000.0,133713.0,11.09,27694,43796,-75470
2005-05-04,39400.0,39500.0,203960.0,11.23,13160,21660,-37260
2005-05-06,39500.0,39400.0,78590.0,11.2,11350,17980,-28930
2005-05-09,39900.0,38300.0,87156.0,10.89,-16390,-970,19280
2005-05-10,38500.0,38550.0,48003.0,10.96,-12630,1020,12300
2005-05-11,38250.0,38400.0,49679.0,10.92,-19830,7980,12180
2005-05-12,38200.0,39400.0,45041.0,11.2,-13780,3700,11200
2005-05-13,39000.0,39200.0,114146.0,11.15,-19464,28654,-12010
2005-05-16,39200.0,39400.0,45900.0,11.2,-13740,18840,0
2005-05-17,39500.0,38750.0,42320.0,11.02,6750,-6560,-1160
2005-05-18,38450.0,38550.0,43386.0,10.96,-14920,-7600,22520
2005-05-19,39000.0,39500.0,66988.0,11.23,-8532,-15748,24540
2005-05-20,39300.0,39800.0,93984.0,11.32,4790,-4660,-530
2005-05-23,40000.0,41200.0,304541.0,11.71,-39330,103540,65620
2005-05-24,40600.0,40900.0,146470.0,11.63,-37340,20440,26740
2005-05-25,40600.0,39700.0,64507.0,11.29,-400,-14230,13620
2005-05-26,39700.0,40000.0,29548.0,11.37,580,-4440,3210
2005-05-27,39850.0,39900.0,38861.0,11.35,-10350,3640,2920
2005-05-30,39600.0,40300.0,45380.0,11.46,-8510,-7230,14680
2005-05-31,40700.0,40150.0,17807.0,11.42,-7850,2010,5680
2005-06-01,40050.0,40100.0,30683.0,11.4,-2105,-7485,8240
2005-06-02,40450.0,40500.0,31895.0,11.52,-17674,12014,6110
2005-06-03,40700.0,40500.0,76845.0,11.52,-7115,-14085,21210
2005-06-07,40650.0,41000.0,65887.0,11.66,-7967,-8133,16210
2005-06-08,41450.0,41400.0,615290.0,11.77,3315,127590,30210
2005-06-09,41500.0,41200.0,111099.0,11.71,17221,-56231,41370
2005-06-10,41500.0,41300.0,92635.0,11.74,14165,-42545,45140
2005-06-13,41300.0,42000.0,83094.0,11.94,660,-28430,27210
2005-06-14,42200.0,41400.0,50651.0,11.77,-6470,-10950,16500
2005-06-15,41600.0,41600.0,105735.0,11.83,-27070,-33420,59330
2005-06-16,41600.0,41700.0,37882.0,11.86,-9170,-760,9200
2005-06-17,42000.0,41800.0,102276.0,11.89,-6941,-13259,19820
2005-06-20,41850.0,41600.0,24965.0,11.83,-7217,-2083,10960
2005-06-21,41300.0,42350.0,75261.0,12.04,-19340,-11430,43420
2005-06-22,42350.0,43750.0,382582.0,12.44,-25231,-111449,128920
2005-06-23,44050.0,44300.0,86385.0,12.6,10981,-35011,23590
2005-06-24,43800.0,44900.0,70284.0,12.77,2140,-20020,18000
2005-06-27,44400.0,45000.0,67843.0,12.8,9063,-24593,26970
2005-06-28,45000.0,44300.0,42773.0,12.6,3440,-2060,-2080
2005-06-29,44300.0,44050.0,91459.0,12.53,-14789,-26431,41100
2005-06-30,44500.0,44900.0,96643.0,12.77,-3507,-19733,22580
2005-07-01,44700.0,45000.0,47093.0,12.8,11323,-21753,10100
2005-07-04,45900.0,45400.0,67570.0,12.91,3845,-37585,34790
2005-07-05,45200.0,44950.0,38930.0,12.78,-2714,-13156,16510
2005-07-06,45100.0,44150.0,55555.0,12.55,17861,-22651,4720
2005-07-07,44150.0,44150.0,67176.0,12.55,2176,-21816,23490
2005-07-08,44100.0,43000.0,90815.0,12.23,11760,-35340,23450
2005-07-11,43050.0,43450.0,86710.0,12.35,-7740,1760,3090
2005-07-12,43900.0,43700.0,66484.0,12.43,6904,-27924,21360
2005-07-13,43550.0,44000.0,44881.0,12.51,-1407,-21023,21360
2005-07-14,44050.0,44300.0,69703.0,12.6,3,-23163,25280
2005-07-15,44500.0,44050.0,101848.0,12.53,4927,-51407,33240
2005-07-18,44550.0,44450.0,34419.0,12.64,-3380,-8700,2000
2005-07-19,45350.0,44500.0,56006.0,12.65,7586,-20826,140
2005-07-20,44850.0,44100.0,43680.0,12.54,-6743,1183,-3730
2005-07-21,44000.0,43950.0,87339.0,12.5,-18597,-2973,7650
2005-07-22,43750.0,43750.0,49261.0,12.44,725,725,-13450
2005-07-25,43800.0,43050.0,47870.0,12.24,3440,9620,-23090
2005-07-26,42750.0,42100.0,106723.0,11.97,35763,-36043,-9070
2005-07-27,41900.0,42050.0,41404.0,11.96,2300,-11030,40
2005-07-28,42200.0,41500.0,98413.0,11.8,-2100,13350,-13140
2005-07-29,41600.0,42000.0,114761.0,11.94,10994,-50134,38350
2005-08-01,42000.0,41250.0,53177.0,11.73,6061,-17121,10550
2005-08-02,41750.0,40400.0,64557.0,11.49,-7514,3334,4400
2005-08-03,40400.0,41800.0,112192.0,11.89,11894,-9484,-2220
2005-08-04,42500.0,42500.0,53081.0,12.08,-15060,14070,910
2005-08-05,41700.0,42500.0,45492.0,12.08,-14282,12692,11080
2005-08-08,41300.0,42600.0,51879.0,12.11,-12740,7970,11150
2005-08-09,42400.0,42450.0,35393.0,12.07,8555,-4525,-4190
2005-08-10,42250.0,42450.0,40984.0,12.07,7831,-2211,-670
2005-08-11,42450.0,42600.0,22500.0,12.11,240,-3240,2300
2005-08-12,42500.0,41700.0,51717.0,11.86,15009,-14919,-90
2005-08-16,41000.0,40650.0,76470.0,11.56,29720,-3170,-26150
2005-08-17,40200.0,40450.0,33606.0,11.5,5366,-4786,-230
2005-08-18,40350.0,40400.0,32338.0,11.49,1780,-10310,3050
2005-08-19,40000.0,40050.0,97223.0,11.39,-7780,-1340,7620
2005-08-22,40000.0,40200.0,33015.0,11.43,-510,170,-4970
2005-08-23,40100.0,41800.0,38413.0,11.89,-11952,-11578,20300
2005-08-24,42000.0,42000.0,32917.0,11.94,-8580,-10100,16510
2005-08-25,41150.0,42700.0,37113.0,12.14,-17829,9599,7560
2005-08-26,42700.0,41500.0,24328.0,11.8,3107,-4427,-5520
2005-08-29,40500.0,40150.0,24981.0,11.42,4318,-5518,-2980
2005-08-30,40300.0,40700.0,24493.0,11.57,-1987,2857,4650
2005-08-31,40200.0,41800.0,23559.0,11.89,-6825,-10865,16690
2005-09-01,41850.0,42600.0,26000.0,12.11,-15620,-5720,21320
2005-09-02,42800.0,41900.0,14169.0,11.91,4468,-1638,-2830
2005-09-05,41550.0,41650.0,7911.0,11.84,-1270,-2160,160
2005-09-06,42400.0,41300.0,23130.0,11.74,2050,2180,-7870
2005-09-07,41700.0,41000.0,35794.0,11.66,4153,-14163,5010
2005-09-08,41500.0,41400.0,46180.0,11.77,4814,-7944,4230
2005-09-09,40900.0,40550.0,31526.0,11.53,15134,-21504,4390
2005-09-12,40950.0,40050.0,47182.0,11.39,20205,-34195,9040
2005-09-13,40000.0,39200.0,72845.0,11.15,4720,-16690,2930
2005-09-14,39200.0,38700.0,57788.0,11.0,5968,7662,-18370
2005-09-15,38400.0,38150.0,48177.0,10.85,-315,1325,-11020
2005-09-16,38000.0,39150.0,54140.0,11.13,-2761,-9549,11760
2005-09-20,39000.0,39100.0,51371.0,11.12,-3664,-1276,3910
2005-09-21,39050.0,38550.0,61406.0,10.96,-3318,-24972,27530
2005-09-22,39200.0,37950.0,49035.0,10.79,10760,-14160,3500
2005-09-23,38000.0,37600.0,79834.0,10.69,-6013,-14427,28520
2005-09-26,37500.0,37950.0,27630.0,10.79,-780,4760,-4300
2005-09-27,38000.0,38600.0,101482.0,10.98,4840,-2550,-2540
2005-09-28,38300.0,40000.0,79398.0,11.37,-21355,5675,15140
2005-09-29,41000.0,41400.0,75910.0,11.77,-2670,530,2310
2005-09-30,41400.0,41800.0,36486.0,11.89,-12800,-1250,14040
2005-10-04,42200.0,43500.0,57190.0,12.37,-2960,-3720,6500
2005-10-05,43450.0,43200.0,40860.0,12.28,2285,5105,-6940
2005-10-06,43000.0,42350.0,31690.0,12.04,1840,-13770,11990
2005-10-07,41850.0,43600.0,55441.0,12.4,-9463,-24347,33830
2005-10-10,43600.0,45500.0,70670.0,12.94,-23470,-5680,28880
2005-10-11,45500.0,44850.0,78420.0,12.75,-5420,-4230,15710
2005-10-12,44900.0,43850.0,54504.0,12.47,-2045,-1565,3850
2005-10-13,43850.0,42500.0,37821.0,12.08,12989,-13439,1310
2005-10-14,42900.0,42450.0,27021.0,12.07,3021,-4961,4680
2005-10-17,42500.0,42850.0,15760.0,12.18,-4720,4040,740
2005-10-18,42850.0,41750.0,22836.0,11.87,1610,-2860,1190
2005-10-19,41600.0,41400.0,29360.0,11.77,-7670,-8590,16320
2005-10-20,41600.0,42550.0,17639.0,12.1,-7260,510,6750
2005-10-21,42800.0,43000.0,35895.0,12.23,-6531,4591,1140
2005-10-24,43000.0,44000.0,26266.0,12.51,-5504,-12166,17110
2005-10-25,44700.0,44700.0,38740.0,12.71,-11580,1260,9600
2005-10-26,44700.0,43950.0,16582.0,12.5,-2846,2796,-140
2005-10-27,43100.0,43000.0,23322.0,12.23,-2118,-1912,3850
2005-10-28,42550.0,42000.0,64289.0,11.94,5080,-5180,920
2005-10-31,43000.0,43300.0,11171.0,12.31,-4658,1058,3600
2005-11-01,41350.0,42100.0,59864.0,11.97,17544,-1174,-16620
2005-11-02,41800.0,41850.0,83634.0,11.9,16138,-10018,-6680
2005-11-03,41600.0,40250.0,98780.0,11.44,44270,-7310,-36960
2005-11-04,40400.0,40850.0,32088.0,11.62,6140,3160,-9530
2005-11-07,40700.0,40900.0,19060.0,11.63,-7600,1310,6550
2005-11-08,40700.0,39850.0,49780.0,11.33,15570,-11020,-4760
2005-11-09,40000.0,40650.0,31321.0,11.56,660,-4070,3010
2005-11-10,40500.0,40600.0,25221.0,11.54,3051,-1031,-3500
2005-11-11,40700.0,41800.0,64717.0,11.89,-9950,2780,5560
2005-11-14,41500.0,40600.0,17772.0,11.54,1424,1556,-2740
2005-11-15,40700.0,40000.0,44094.0,11.37,8720,-5110,-3430
2005-11-16,40000.0,40000.0,30296.0,11.37,6136,2014,-8030
2005-11-17,40050.0,41000.0,18322.0,11.66,-2620,-3590,6560
2005-11-18,41450.0,41350.0,41217.0,11.76,-2390,-13540,16050
2005-11-21,40850.0,42000.0,33898.0,11.94,-6019,-4251,10530
2005-11-22,42300.0,40550.0,15802.0,11.53,5640,-5870,230
2005-11-23,40750.0,42450.0,30750.0,12.07,-11510,-4240,15680
2005-11-24,41850.0,42800.0,33733.0,12.17,-11769,-4651,16480
