Symbol,빙그레_시가(원),빙그레_종가(원),빙그레_거래량(주),빙그레_PER(IFRS-연결),빙그레_순매수수량(개인)(주),빙그레_순매수수량(기관계)(주),빙그레_순매수수량(외국인계)(주)
2017-03-29,69200.0,67400.0,13070.0,23.11,1376,-1276,-155
2017-03-30,67200.0,67700.0,19405.0,23.21,-926,-4984,6056
2017-03-31,67100.0,68500.0,25203.0,23.49,-5871,3287,2586
2017-04-03,68000.0,67900.0,8760.0,23.28,-124,1430,-1388
2017-04-04,67400.0,68000.0,6756.0,23.32,-2055,108,1947
2017-04-05,67500.0,68600.0,15850.0,23.52,-7387,4286,3101
2017-04-06,68100.0,68600.0,7884.0,23.52,1005,-573,-432
2017-04-07,67700.0,68400.0,11374.0,23.45,-4290,1283,3007
2017-04-10,68700.0,68500.0,13089.0,23.49,-2342,-38,2381
2017-04-11,67800.0,68000.0,17448.0,23.32,-3818,-2328,6077
2017-04-12,67400.0,68800.0,10763.0,23.59,-3218,618,2600
2017-04-13,68900.0,69500.0,17162.0,23.83,-6596,-11,6607
2017-04-14,69200.0,69400.0,27440.0,23.8,-10638,10181,457
2017-04-17,70200.0,70000.0,21933.0,24.0,-5797,9500,-3703
2017-04-18,70300.0,69100.0,16571.0,23.69,2639,-8323,5584
2017-04-19,69100.0,70300.0,31142.0,24.1,-9924,11763,-1834
