Symbol,한솔테크닉스_시가(원),한솔테크닉스_종가(원),한솔테크닉스_거래량(주),한솔테크닉스_PER(IFRS-연결),한솔테크닉스_순매수수량(개인)(주),한솔테크닉스_순매수수량(기관계)(주),한솔테크닉스_순매수수량(외국인계)(주)
2005-03-11,8310.0,8700.0,76976.0,,-2987,-2483,3820
2005-03-14,8850.0,8630.0,76177.0,,18197,-897,-1320
2005-03-15,8660.0,8210.0,118103.0,,1828,1602,-3430
2005-03-16,8210.0,8130.0,83692.0,,1121,-4351,3230
2005-03-17,8020.0,7810.0,105864.0,,4028,-2948,320
2005-03-18,7700.0,7300.0,214524.0,,91420,-93230,1210
2005-03-21,7400.0,7160.0,184419.0,,86445,-94425,7980
2005-03-22,7100.0,7500.0,179912.0,,14450,-15300,750
2005-03-23,7360.0,7600.0,120227.0,,4290,-490,-3950
2005-03-24,7800.0,7500.0,96271.0,,7740,430,-8470
2005-03-25,7540.0,7880.0,112340.0,,-19940,17930,2010
2005-03-28,7980.0,8020.0,98969.0,,-9181,12211,-3030
2005-03-29,7950.0,7680.0,120437.0,,-16920,16870,-50
2005-03-30,7610.0,8000.0,90190.0,,-17260,530,22430
2005-03-31,8260.0,8200.0,75657.0,,-23520,-80,21350
2005-04-01,8200.0,8460.0,192103.0,,-50,50,0
2005-04-04,8550.0,8250.0,130070.0,,19510,-15010,0
2005-04-06,8310.0,8900.0,336301.0,,-79770,-1630,86400
2005-04-07,9200.0,9760.0,1173640.0,,-166993,-50067,217050
2005-04-08,9800.0,9300.0,542250.0,,67990,-1340,-66650
2005-04-11,9110.0,8830.0,271310.0,,12730,-1370,-11360
2005-04-12,8700.0,8420.0,243047.0,,1790,-60,-1730
2005-04-13,8530.0,8570.0,205229.0,,-22020,-30,22050
2005-04-14,8380.0,8720.0,110640.0,,-3970,-50,2940
2005-04-15,8460.0,8490.0,123836.0,,1370,-220,-1150
2005-04-18,8130.0,7840.0,156480.0,,12040,50,-5830
2005-04-19,7980.0,8160.0,231620.0,,18920,-180,-18240
2005-04-20,8290.0,8150.0,150430.0,,18050,-150,-17350
2005-04-21,7910.0,7960.0,74438.0,,-1000,0,1000
2005-04-22,8280.0,7910.0,168280.0,,67010,24940,-91950
2005-04-25,7800.0,7920.0,90590.0,,3930,310,-4540
2005-04-26,7990.0,7790.0,72560.0,,9780,-20,-9760
2005-04-27,7580.0,7370.0,232440.0,,110400,15590,-129940
2005-04-28,7370.0,7360.0,136180.0,,46670,0,-46620
2005-04-29,7280.0,7320.0,81050.0,,2150,40,-2190
2005-05-02,7320.0,7380.0,92680.0,,-90,-10,0
2005-05-03,7440.0,7630.0,169970.0,,-2320,-40,2360
2005-05-04,7650.0,7790.0,154710.0,,4260,20,-4280
2005-05-06,7850.0,7830.0,117220.0,,-30020,20,0
2005-05-09,7950.0,7640.0,92990.0,,5120,-30,-4740
2005-05-10,7720.0,7760.0,60600.0,,2590,-10,-2530
2005-05-11,7540.0,7490.0,79234.0,,1334,-14,-1370
2005-05-12,7510.0,7600.0,51624.0,,980,0,-530
2005-05-13,7500.0,7820.0,76378.0,,3440,-4000,560
2005-05-16,7920.0,7830.0,88402.0,,9160,-10070,910
2005-05-17,7990.0,7680.0,77681.0,,3530,-2900,-630
2005-05-18,7750.0,7810.0,88170.0,,-12440,-490,3540
2005-05-19,7980.0,7940.0,98080.0,,6193,-7213,570
2005-05-20,7940.0,7800.0,84630.0,,16450,-15280,-1370
2005-05-23,7850.0,7810.0,39740.0,,-130,-10,90
2005-05-24,7810.0,7950.0,97230.0,,-2140,-10,2050
2005-05-25,8030.0,7770.0,61020.0,,4096,-416,-3780
2005-05-26,7720.0,7830.0,54540.0,,-990,350,340
2005-05-27,8000.0,7990.0,134828.0,,-6250,790,4260
2005-05-30,8000.0,8550.0,263592.0,,-49790,50150,-360
2005-05-31,8590.0,8390.0,131091.0,,930,-40,-890
2005-06-01,8390.0,8750.0,258910.0,,-54600,39230,23760
2005-06-02,8780.0,8790.0,193960.0,,-41850,45850,-4000
2005-06-03,9100.0,9190.0,367613.0,,-132190,70540,59650
2005-06-07,9130.0,8950.0,99400.0,,-2350,8250,-5900
2005-06-08,9210.0,9400.0,433460.0,,-44820,30670,8500
2005-06-09,9650.0,9800.0,418631.0,,-94990,-89090,140530
2005-06-10,9800.0,9950.0,263870.0,,-84450,29970,49180
2005-06-13,10100.0,10050.0,317910.0,,-39480,39980,1500
2005-06-14,10150.0,9950.0,234740.0,,13730,-9050,3320
2005-06-15,9850.0,10750.0,392444.0,,1940,-70180,8290
2005-06-16,10800.0,10850.0,243533.0,,-41446,-44,6180
2005-06-17,10900.0,10700.0,143550.0,,-2870,-50,5940
2005-06-20,10950.0,10600.0,100796.0,,-3400,2170,0
2005-06-21,10600.0,10350.0,164940.0,,5230,-5710,0
2005-06-22,10450.0,11500.0,491490.0,,-830,-2560,16580
2005-06-23,11850.0,12000.0,556549.0,,-88642,-6638,95880
2005-06-24,11950.0,12250.0,234420.0,,-41960,8700,33660
2005-06-27,12200.0,12500.0,169890.0,,-25460,19480,3430
2005-06-28,12500.0,12400.0,137880.0,,-23440,4490,15540
2005-06-29,12500.0,12700.0,248800.0,,-27207,3767,43710
2005-06-30,12450.0,12800.0,149192.0,,-25420,-140,25650
2005-07-01,13000.0,13900.0,547761.0,,-78750,61890,-3900
2005-07-04,14300.0,14150.0,265750.0,,-68830,18740,51170
2005-07-05,14150.0,13850.0,148355.0,,4900,1010,-5810
2005-07-06,14100.0,13600.0,265548.0,,-33930,32770,440
2005-07-07,13500.0,13550.0,148911.0,,-4740,3960,0
2005-07-08,13350.0,12900.0,318740.0,,9700,-9700,-240
2005-07-11,13350.0,13550.0,233851.0,,4791,-3061,-1390
2005-07-12,13800.0,14550.0,555283.0,,-133100,-25660,160000
2005-07-13,14550.0,14550.0,180945.0,,-2558,-3430,9720
2005-07-14,14800.0,14300.0,258456.0,,-11740,12870,0
2005-07-15,14400.0,14150.0,152227.0,,-28030,30420,0
2005-07-18,14050.0,13550.0,218359.0,,1610,-20,-10
2005-07-19,13550.0,14200.0,174931.0,,80,-650,2280
2005-07-20,14300.0,13850.0,225328.0,,-66040,5330,52430
2005-07-21,14050.0,12600.0,545679.0,,266428,-9808,-266310
2005-07-22,12300.0,13100.0,488162.0,,-106670,69950,-44660
2005-07-25,12950.0,15050.0,611062.0,,-298608,171078,-1000
2005-07-26,15200.0,15800.0,512255.0,,-118500,61170,-6110
2005-07-27,15750.0,15600.0,313112.0,,-30460,63220,-2070
2005-07-28,15650.0,15500.0,221121.0,,14126,1734,-50530
2005-07-29,15450.0,15900.0,346516.0,,4870,-14110,250
2005-08-01,15900.0,15850.0,131546.0,,10919,-5896,-360
2005-08-02,15500.0,15600.0,163897.0,,-24580,17100,3110
2005-08-03,15700.0,15300.0,115490.0,,-17040,600,15070
2005-08-04,15300.0,15800.0,251638.0,,4580,-39750,36830
2005-08-05,15750.0,15750.0,186500.0,,-44580,29360,13170
2005-08-08,15550.0,15300.0,127368.0,,3810,-22390,20000
2005-08-09,15200.0,16950.0,243009.0,,-71538,27908,24280
2005-08-10,16900.0,16750.0,136382.0,,-13308,3358,-3150
2005-08-11,16950.0,17150.0,352770.0,,-88105,75175,13180
2005-08-12,17400.0,17100.0,100625.0,,-2296,116,680
2005-08-16,17800.0,18900.0,664310.0,,-72199,51669,6910
2005-08-17,18500.0,19100.0,236424.0,,-1980,8600,-1100
2005-08-18,19300.0,18600.0,203613.0,,16140,-21510,980
2005-08-19,18400.0,20000.0,414609.0,,-63340,32890,28000
2005-08-22,19800.0,20100.0,377398.0,,51060,90970,-166330
2005-08-23,19900.0,20600.0,389326.0,,-48970,108310,-86360
2005-08-24,20450.0,20600.0,161910.0,,-3470,930,-7840
2005-08-25,20400.0,21450.0,279974.0,,-58730,78900,-33430
2005-08-26,21500.0,21500.0,222110.0,,12800,-2010,-13290
2005-08-29,21350.0,18600.0,610519.0,,49460,-17440,11160
2005-08-30,19300.0,19150.0,361344.0,,-926,22706,910
2005-08-31,18750.0,19800.0,282827.0,,41770,-49320,39600
2005-09-01,20100.0,21150.0,376100.0,,-19444,-37086,60950
2005-09-02,21200.0,21150.0,265624.0,,-29801,13451,18350
2005-09-05,21550.0,21000.0,145579.0,,5390,-4600,-2010
2005-09-06,21500.0,20700.0,174866.0,,-4160,2580,12980
2005-09-07,21100.0,22050.0,401071.0,,649,2939,20000
2005-09-08,22300.0,22000.0,210917.0,,-6429,6539,-31720
2005-09-09,21800.0,22300.0,151790.0,,-25200,26140,-14460
2005-09-12,22350.0,22350.0,212180.0,,8850,-28340,-1510
2005-09-13,22100.0,21400.0,165351.0,,28550,-25130,-620
2005-09-14,21000.0,21150.0,179088.0,,18831,-16711,-1520
2005-09-15,20600.0,19250.0,941182.0,,62110,3810,-74930
2005-09-16,19000.0,19050.0,796968.0,,-58081,73121,-57510
2005-09-20,19000.0,18950.0,503351.0,,-15741,23711,-22670
2005-09-21,18950.0,18900.0,411215.0,,26850,-16960,-6160
2005-09-22,18550.0,18250.0,440763.0,,-22404,48724,-29510
2005-09-23,18100.0,18400.0,361983.0,,-12770,55360,-38750
2005-09-26,18500.0,19100.0,240430.0,,-38970,34970,0
2005-09-27,19200.0,19250.0,266905.0,,-81990,87220,-4230
2005-09-28,19550.0,19750.0,241631.0,,-66340,67820,-630
2005-09-29,19850.0,20300.0,252048.0,,-87361,42451,-8380
2005-09-30,20350.0,20000.0,147590.0,,-22379,23039,-600
2005-10-04,20000.0,20200.0,300610.0,,-63280,94460,-40000
2005-10-05,19800.0,20100.0,225018.0,,-33716,6566,29820
2005-10-06,19800.0,20300.0,131253.0,,-47560,36940,3080
2005-10-07,20200.0,22650.0,528060.0,,-149730,96440,0
2005-10-10,22500.0,24850.0,528746.0,,-61740,5030,57000
2005-10-11,25050.0,25800.0,236180.0,,-17290,12270,0
2005-10-12,25400.0,25600.0,223005.0,,-16620,15720,560
2005-10-13,25050.0,24450.0,128430.0,,1729,-6609,-260
2005-10-14,24000.0,25500.0,238396.0,,-55976,58586,-8490
2005-10-17,25000.0,24900.0,126290.0,,21030,-4190,-9700
2005-10-18,24750.0,24500.0,96660.0,,-13080,10700,-310
2005-10-19,23850.0,22500.0,123624.0,,-16977,-673,2710
2005-10-20,23000.0,23800.0,223200.0,,-64960,-5950,17490
2005-10-21,23000.0,24400.0,259383.0,,-17184,-30666,13480
2005-10-24,25000.0,24000.0,63598.0,,-18855,19715,-860
2005-10-25,25000.0,26900.0,437463.0,,58702,-56912,5120
2005-10-26,26600.0,25700.0,215160.0,,33140,-16390,-2350
2005-10-27,25050.0,23700.0,397977.0,,108020,-106180,11130
2005-10-28,23000.0,22500.0,342436.0,,-127,46389,-64842
2005-10-31,22500.0,22700.0,159800.0,,4770,7220,-11710
2005-11-01,22300.0,22850.0,182999.0,,11801,18069,-31040
2005-11-02,22800.0,23200.0,157810.0,,20680,-7240,-11760
2005-11-03,23500.0,23150.0,119228.0,,-10300,4350,5760
2005-11-04,23150.0,23300.0,81096.0,,400,-2120,-340
2005-11-07,23400.0,22200.0,172774.0,,73040,-46170,-30520
2005-11-08,22150.0,22050.0,101630.0,,23020,-12770,1740
2005-11-09,22000.0,22000.0,95140.0,,11250,-6660,-2840
2005-11-10,21500.0,21500.0,124090.0,,26360,-19490,-7300
2005-11-11,21700.0,22950.0,221134.0,,-32410,-8020,5430
2005-11-14,23200.0,22900.0,144156.0,,8470,-5590,-2320
2005-11-15,23000.0,22200.0,122813.0,,5290,380,-5410
2005-11-16,21900.0,23000.0,148620.0,,-44881,41671,2190
2005-11-17,22200.0,22650.0,108674.0,,15575,3695,2200
2005-11-18,23000.0,24200.0,335568.0,,-50800,48790,5620
2005-11-21,24300.0,24600.0,179697.0,,-10682,5602,1050
2005-11-22,24700.0,23900.0,169075.0,,-38614,50094,-16270
2005-11-23,24350.0,24400.0,149770.0,,-1992,18352,-9620
2005-11-24,24500.0,23950.0,120751.0,,13660,3280,-11960
2005-11-25,23950.0,23250.0,226379.0,,51951,-22471,-4070
2005-11-28,22950.0,22900.0,132016.0,,11853,-4293,-1360
2005-11-29,23050.0,23000.0,160132.0,,-34880,-3300,41640
2005-11-30,23050.0,26050.0,585058.0,,-238830,253290,-11830
2005-12-01,25750.0,26500.0,215642.0,,-47040,42540,2650
2005-12-02,27000.0,28700.0,647338.0,,-243675,253085,-12980
2005-12-05,28800.0,30250.0,206775.0,,-55660,16160,560
2005-12-06,30000.0,29800.0,188147.0,,-19799,30039,2990
2005-12-07,30500.0,28800.0,205400.0,,46543,8747,-26200
2005-12-08,29000.0,28650.0,140872.0,,11689,-13989,-11790
2005-12-09,28200.0,29700.0,146226.0,,-57480,57890,2900
2005-12-12,30350.0,29450.0,120282.0,,-18010,23330,-1140
2005-12-13,29200.0,29900.0,81998.0,,-5576,8426,1500
2005-12-14,30200.0,29500.0,119201.0,,10040,-690,-12300
2005-12-15,29050.0,28800.0,196150.0,,34134,4356,-35840
2005-12-16,27800.0,27900.0,128936.0,,27944,3936,-1260
2005-12-19,27250.0,28100.0,142980.0,,37035,-29635,-7400
2005-12-20,27800.0,27750.0,143387.0,,30333,-26903,-20
2005-12-21,27750.0,27900.0,81947.0,,11100,-10430,-750
2005-12-22,28300.0,29200.0,228726.0,,-11923,-3417,19210
2005-12-23,29250.0,28000.0,214056.0,,41672,-27212,-6720
2005-12-26,27800.0,27750.0,147730.0,,22740,-18200,-90
2005-12-27,27400.0,26550.0,132132.0,,-12522,12872,-3100
2005-12-28,25900.0,27000.0,50376.0,,-3000,2590,1390
2005-12-29,27000.0,27950.0,119150.0,,-37872,33782,-360
2006-01-02,28000.0,27500.0,104864.0,6.03,5777,-97,-3680
2006-01-03,27550.0,28650.0,259045.0,6.29,-8570,-6910,-3410
2006-01-04,28800.0,28100.0,145311.0,6.17,-5160,9810,370
2006-01-05,28100.0,26850.0,197161.0,5.89,28026,-22086,-4940
2006-01-06,26600.0,26200.0,176564.0,5.75,63953,-57663,80
2006-01-09,26600.0,26150.0,120900.0,5.74,28630,-17050,200
2006-01-10,26150.0,25650.0,121280.0,5.63,21010,-16750,1870
2006-01-11,25250.0,26700.0,205730.0,5.86,-636,-30824,30700
2006-01-12,26950.0,29500.0,500060.0,6.47,-110206,102706,20970
2006-01-13,29350.0,30100.0,238975.0,6.6,-77966,11266,73730
2006-01-16,30200.0,30950.0,213122.0,6.79,-80700,33820,4250
2006-01-17,30550.0,28500.0,354189.0,6.25,-3190,13510,42290
2006-01-18,28900.0,28200.0,261570.0,6.19,-4710,-23190,19790
2006-01-19,28200.0,27350.0,183222.0,6.0,27100,-37220,2380
2006-01-20,26850.0,25500.0,539200.0,5.6,123790,-144570,74310
2006-01-23,24200.0,22100.0,231880.0,4.85,-1940,-40510,9250
2006-01-24,22300.0,24950.0,437686.0,5.47,53935,-105645,53830
2006-01-25,25300.0,26800.0,195370.0,5.88,-90990,51910,2730
2006-01-26,26500.0,27500.0,154860.0,6.03,-23160,26290,-22580
2006-01-27,27700.0,27750.0,76982.0,6.09,-23264,23564,-240
2006-01-31,28200.0,29500.0,237065.0,6.47,-116130,130180,850
2006-02-01,29000.0,29100.0,244310.0,6.39,-85960,129030,-12270
2006-02-02,29450.0,29200.0,146470.0,6.41,-10097,16227,-7000
2006-02-03,28150.0,27700.0,87551.0,6.08,11091,-12301,50
2006-02-06,26650.0,29000.0,79698.0,6.36,-21220,24530,0
2006-02-07,28700.0,29400.0,137751.0,6.45,-26230,12130,0
2006-02-08,29050.0,30050.0,168390.0,6.59,-94488,80558,1020
2006-02-09,30850.0,30000.0,65540.0,6.58,-14154,24654,-5000
2006-02-10,29500.0,31500.0,250211.0,6.91,-54277,90657,-840
2006-02-13,32000.0,30000.0,556923.0,6.58,70596,-108390,35320
2006-02-14,30200.0,31700.0,222282.0,6.96,-74771,5161,880
2006-02-15,32150.0,31700.0,298886.0,6.96,-3786,35900,-40260
2006-02-16,31000.0,32500.0,227947.0,7.13,-11100,33760,-26080
2006-02-17,33550.0,33900.0,107480.0,7.44,-29220,17220,3340
2006-02-20,33500.0,35750.0,105091.0,7.84,-17900,17700,-100
2006-02-21,35800.0,35300.0,76901.0,7.75,-2720,1420,0
2006-02-22,35150.0,36300.0,89323.0,7.96,8919,-21669,11570
2006-02-23,36500.0,38000.0,255239.0,8.34,14880,-16030,24450
2006-02-24,37650.0,36900.0,119134.0,8.1,9560,-12890,560
2006-02-27,37650.0,36900.0,154850.0,8.1,-180,36260,-19240
2006-02-28,36900.0,37400.0,73204.0,8.21,-10880,8180,1150
2006-03-02,37400.0,36100.0,66964.0,7.92,10010,-2750,-3520
2006-03-03,35600.0,35000.0,148860.0,7.68,37340,-20260,-22970
2006-03-06,34800.0,36200.0,121910.0,7.94,-29860,20650,-21270
2006-03-07,35550.0,36800.0,102930.0,8.07,-13110,14170,-1630
2006-03-08,37300.0,37500.0,66453.0,8.23,-3831,6941,-2000
2006-03-09,37800.0,37900.0,103637.0,8.32,3310,9100,-13070
2006-03-10,37400.0,37000.0,55280.0,8.12,5481,14979,-9230
2006-03-13,37050.0,36200.0,92906.0,7.94,10436,6614,-17790
2006-03-14,36000.0,36000.0,37351.0,7.9,1030,4570,-5970
2006-03-15,36500.0,35900.0,75320.0,7.88,1010,4190,3800
2006-03-16,35500.0,35900.0,62199.0,7.88,-7540,10670,-3130
2006-03-17,36300.0,38500.0,181908.0,8.45,-30520,33380,4000
2006-03-20,38500.0,38700.0,90625.0,8.49,2146,16774,-21210
2006-03-21,38500.0,38200.0,51980.0,8.38,5075,-3265,1090
2006-03-22,37400.0,36550.0,50561.0,8.02,665,6445,-1310
2006-03-23,36700.0,37000.0,104354.0,8.12,2196,17074,-14580
2006-03-24,36550.0,37300.0,38594.0,8.18,-6941,7761,-320
2006-03-27,36600.0,35900.0,87071.0,7.88,25071,-19421,-4970
2006-03-28,35200.0,35300.0,71352.0,7.75,9969,2941,-10850
2006-03-29,34800.0,35400.0,89421.0,7.77,3783,-5503,-2580
2006-03-30,36200.0,37000.0,96640.0,8.12,-44260,-9160,23850
2006-03-31,36900.0,37800.0,85890.0,8.29,-24838,-4522,3960
2006-04-03,37800.0,37500.0,77122.0,8.23,5518,-12198,5980
2006-04-04,37500.0,37450.0,69570.0,8.22,1999,-2829,2550
2006-04-05,37800.0,39200.0,176228.0,8.6,-19120,-32560,46290
2006-04-06,39600.0,39800.0,131455.0,8.73,698,-20198,22630
2006-04-07,40200.0,39300.0,47025.0,8.62,3510,-3590,-1320
2006-04-10,38800.0,38800.0,49009.0,8.51,-1117,5627,-6910
2006-04-11,39100.0,41500.0,137083.0,9.11,-14683,21813,460
2006-04-12,41600.0,41500.0,114092.0,9.11,15172,-33822,18420
2006-04-13,41500.0,43600.0,236190.0,9.57,-22510,19500,22580
2006-04-14,43800.0,44000.0,82550.0,9.65,-14530,-3420,16750
2006-04-17,44300.0,43100.0,72600.0,9.46,9266,-8906,12200
2006-04-18,42500.0,44900.0,78261.0,9.85,-22888,11938,11120
2006-04-19,44100.0,45050.0,86618.0,9.88,-12568,-2922,25390
2006-04-20,45050.0,44850.0,54443.0,9.84,7843,-823,4370
2006-04-21,44650.0,43750.0,116134.0,9.6,55015,-42275,10380
2006-04-24,43350.0,44200.0,58851.0,9.7,-15920,2010,-1220
2006-04-25,43550.0,43000.0,51760.0,9.43,-2850,-3860,-290
2006-04-26,42650.0,44800.0,69592.0,9.83,-20379,16669,1260
2006-04-27,44650.0,44300.0,44010.0,9.72,-1250,-9350,11910
2006-04-28,44200.0,44350.0,50194.0,9.73,-6930,-4110,14230
2006-05-02,44350.0,43950.0,43720.0,9.64,2351,-3221,-790
2006-05-03,43500.0,45700.0,86223.0,10.03,-18605,2625,13880
2006-05-04,45350.0,45650.0,32165.0,10.02,6630,-3970,740
2006-05-08,45600.0,43800.0,134208.0,9.61,-8174,8064,-1500
2006-05-09,43500.0,40800.0,278614.0,8.95,79514,-49004,1080
2006-05-10,41000.0,41000.0,269840.0,9.0,56750,-74330,29370
2006-05-11,40600.0,40150.0,295829.0,8.81,95070,-21830,-13700
2006-05-12,39000.0,41000.0,260140.0,9.0,27646,48324,100
2006-05-15,40400.0,39000.0,92966.0,8.56,-15121,9741,1470
2006-05-16,39700.0,38250.0,109325.0,8.39,1070,-3560,1020
2006-05-17,38850.0,40700.0,114337.0,8.93,-31790,23680,-740
2006-05-18,39000.0,40250.0,98178.0,8.83,-2167,11267,-7620
2006-05-19,40100.0,40500.0,71890.0,8.89,-6750,4150,-4300
2006-05-22,40600.0,38400.0,65381.0,8.43,-7050,11700,2160
2006-05-23,37550.0,38250.0,83282.0,8.39,-22886,22736,-2720
2006-05-24,37250.0,38800.0,88210.0,8.51,-19709,25569,-9030
2006-05-25,38600.0,38300.0,44690.0,8.4,-12200,21470,910
2006-05-26,38600.0,39500.0,35448.0,8.67,-10058,10128,150
2006-05-29,40200.0,39500.0,28700.0,8.67,-18769,19139,1000
2006-05-30,39200.0,40600.0,54972.0,8.91,-27848,30378,330
2006-06-01,39500.0,39500.0,86340.0,8.67,-3560,21220,-18490
2006-06-02,40100.0,39350.0,47882.0,8.63,-10760,18000,-7240
2006-06-05,39100.0,37900.0,56381.0,8.32,-11900,13170,5790
2006-06-07,37000.0,37900.0,65411.0,8.32,-25469,27129,660
2006-06-08,36600.0,37450.0,49049.0,8.22,-13298,18078,-5520
2006-06-09,37500.0,36500.0,65632.0,8.01,14696,-15286,-740
2006-06-12,36450.0,34900.0,79571.0,7.66,16075,-6875,270
2006-06-13,34000.0,29700.0,511514.0,6.52,82314,-63064,-9620
2006-06-14,29000.0,29650.0,183431.0,6.51,-860,-690,310
2006-06-15,30350.0,29650.0,166224.0,6.51,-10398,26608,-17030
2006-06-16,30600.0,31700.0,188591.0,6.96,14340,-21590,-180
2006-06-19,31150.0,30300.0,73272.0,6.65,3949,1111,2860
2006-06-20,29900.0,29700.0,70175.0,6.52,-26770,27060,-230
2006-06-21,29600.0,31400.0,121435.0,6.89,12095,-16375,0
2006-06-22,32000.0,33300.0,180459.0,7.31,-30727,-19733,-14690
2006-06-23,32800.0,34600.0,106560.0,7.59,-50299,6949,-200
2006-06-26,33950.0,35550.0,175237.0,7.8,-12430,-46530,-120
2006-06-27,36250.0,38000.0,119962.0,8.34,-24911,-26309,6820
2006-06-28,37850.0,36700.0,122860.0,8.05,-35710,-19270,-8840
2006-06-29,37550.0,38700.0,127281.0,8.49,-27910,26480,-5920
2006-06-30,40000.0,38900.0,34974.0,8.54,-7476,6406,4880
2006-07-03,38750.0,38150.0,38380.0,8.37,-930,2010,880
2006-07-04,38600.0,37700.0,21656.0,8.27,3940,-3880,40
2006-07-05,36400.0,37700.0,32250.0,8.27,2120,-2550,520
2006-07-06,37400.0,38450.0,123600.0,8.44,-28293,62803,-32680
2006-07-07,38800.0,39000.0,38112.0,8.56,-6420,18130,-11710
2006-07-10,39000.0,42000.0,127590.0,9.22,-47630,30840,6890
2006-07-11,42800.0,43400.0,154517.0,9.52,-13003,13203,-200
2006-07-12,43400.0,41500.0,51835.0,9.11,9609,2471,-12100
2006-07-13,41500.0,40300.0,49378.0,8.84,1340,8430,-9630
2006-07-14,40100.0,41300.0,62591.0,9.06,-12379,6599,5980
2006-07-18,41000.0,40200.0,29658.0,8.82,-5010,6160,-1610
2006-07-19,40200.0,39750.0,43670.0,8.72,-10310,24560,-14350
2006-07-20,41000.0,42050.0,85751.0,9.23,-16560,36040,-20500
2006-07-21,41500.0,41400.0,28207.0,9.08,3810,370,-4180
2006-07-24,41000.0,42350.0,52260.0,9.29,-22240,24200,660
2006-07-25,43350.0,42700.0,43800.0,9.37,-25720,25170,170
2006-07-26,42500.0,42050.0,28397.0,9.23,995,-4545,100
2006-07-27,42100.0,42450.0,27583.0,9.31,-13860,12750,530
2006-07-28,42050.0,42000.0,13470.0,9.22,-5398,5548,-640
2006-07-31,42150.0,42800.0,18981.0,9.39,-7455,5135,2280
2006-08-01,42600.0,42900.0,39225.0,9.41,-4790,-5860,430
2006-08-02,43400.0,42900.0,34120.0,9.41,-9810,7760,-1910
2006-08-03,43000.0,41500.0,71985.0,9.11,19816,-4656,-15480
2006-08-04,41500.0,42600.0,39410.0,9.35,-12479,10749,800
2006-08-07,43300.0,42150.0,40626.0,9.25,3370,-2630,1770
2006-08-08,42000.0,43200.0,38954.0,9.48,-15959,10409,4540
2006-08-09,43000.0,44200.0,94310.0,9.7,-3516,-14124,12350
2006-08-10,44500.0,46000.0,125688.0,10.09,-20942,-3918,21300
2006-08-11,46100.0,46800.0,90231.0,10.27,-27681,27460,10520
2006-08-14,47500.0,46000.0,30684.0,10.09,650,-230,-20
2006-08-16,47500.0,48000.0,103980.0,10.53,2441,-4461,1870
2006-08-17,48200.0,48000.0,62247.0,10.53,6517,10343,-15580
2006-08-18,47600.0,48800.0,47498.0,10.71,-8310,11680,720
2006-08-21,48600.0,48100.0,38768.0,10.55,1748,-7796,9160
2006-08-22,48700.0,50300.0,78555.0,11.04,-2498,-2662,12340
2006-08-23,50500.0,49200.0,102036.0,10.8,27340,-34694,9764
2006-08-24,49300.0,49300.0,97920.0,10.82,590,-29070,25010
2006-08-25,49500.0,49000.0,61915.0,10.75,5914,-5074,1030
2006-08-28,48600.0,49450.0,97410.0,10.85,2608,1332,4990
2006-08-29,49700.0,51200.0,94403.0,11.23,-18381,22151,90
2006-08-30,51400.0,50700.0,37497.0,11.12,7149,-924,1278
2006-08-31,51200.0,53600.0,75676.0,11.76,-12626,-11693,27309
2006-09-01,54600.0,53200.0,45272.0,11.67,10374,-5234,-2220
2006-09-04,54300.0,54200.0,37493.0,11.89,-12080,7606,3904
2006-09-05,54300.0,54400.0,31409.0,11.94,-4093,4373,-720
2006-09-06,54000.0,53400.0,45422.0,11.72,4571,-5334,763
2006-09-07,52700.0,53800.0,44135.0,11.8,-8547,4057,6966
2006-09-08,54700.0,54600.0,31672.0,11.98,-13712,2772,1916
2006-09-11,54200.0,54500.0,23198.0,11.96,-12811,11329,395
2006-09-12,54800.0,55900.0,71017.0,12.27,-18223,21145,-796
2006-09-13,56900.0,57100.0,45760.0,12.53,-4192,7880,-3828
2006-09-14,57900.0,58100.0,45557.0,12.75,-2460,11011,-6455
2006-09-15,58000.0,57400.0,103651.0,12.59,52182,-54869,2687
2006-09-18,57500.0,57400.0,83539.0,12.59,-817,-738,13294
2006-09-19,57200.0,57300.0,55222.0,12.57,2,4360,330
2006-09-20,56800.0,55800.0,71981.0,12.24,6407,-11284,5447
2006-09-21,56400.0,54800.0,45199.0,12.02,3488,3945,-11147
2006-09-22,54200.0,53300.0,76052.0,11.69,-9597,11351,-179
2006-09-25,52000.0,54800.0,58352.0,12.02,-20473,22167,-622
2006-09-26,55200.0,53000.0,43438.0,11.63,-97,1162,-1395
2006-09-27,54000.0,54800.0,54543.0,12.02,-4643,-8911,15479
2006-09-28,54100.0,55500.0,35400.0,12.18,2603,-9935,4272
2006-09-29,56000.0,56000.0,55328.0,12.29,176,-1481,1274
2006-10-02,56700.0,57900.0,67720.0,12.7,-30251,3567,2402
2006-10-04,57000.0,55100.0,30743.0,12.09,3987,-1514,-2378
2006-10-09,54000.0,52000.0,113776.0,11.41,-34339,31685,-2647
2006-10-10,52000.0,53200.0,73318.0,11.67,-29569,34787,1854
2006-10-11,53200.0,53000.0,74723.0,11.63,1431,-28612,22768
2006-10-12,52600.0,52000.0,96558.0,11.41,42267,-34668,5785
2006-10-13,52500.0,52300.0,64821.0,11.48,-2021,-7259,8601
2006-10-16,52900.0,54000.0,71829.0,11.85,-2449,3471,7998
2006-10-17,54000.0,54000.0,55246.0,11.85,-17936,10789,6939
2006-10-18,53900.0,53400.0,31982.0,11.72,-4984,6230,4722
