Symbol,현대중공업_시가(원),현대중공업_종가(원),현대중공업_거래량(주),현대중공업_PER(IFRS-연결),현대중공업_순매수수량(개인)(주),현대중공업_순매수수량(기관계)(주),현대중공업_순매수수량(외국인계)(주)
2003-07-15,25400.0,25000.0,244752.0,,-85080,-53590,116940
2003-07-16,24800.0,24650.0,118462.0,,-33664,23104,10560
2003-07-18,24750.0,24500.0,97910.0,,-33330,27650,3680
2003-07-21,24200.0,23650.0,116090.0,,19470,-26330,6860
2003-07-22,23100.0,23800.0,100732.0,,-40588,15958,23620
2003-07-23,24000.0,23800.0,59285.0,,-6550,7780,-1230
2003-07-24,23750.0,24000.0,67525.0,,2066,-14856,12740
2003-07-25,24000.0,23850.0,98525.0,,45795,-25215,-20580
2003-07-28,24200.0,24400.0,109300.0,,-14165,17355,-3330
2003-07-29,24100.0,24450.0,74440.0,,-22510,18030,5390
2003-07-30,24600.0,25750.0,738475.0,,-266249,137819,118930
2003-07-31,25750.0,25200.0,247429.0,,-12040,39040,-26130
2003-08-01,25600.0,26750.0,560098.0,,-22240,-8060,97210
2003-08-04,26200.0,27450.0,403900.0,,-78010,-32830,158140
2003-08-05,27800.0,27400.0,257531.0,,-68083,37243,20840
2003-08-06,27000.0,27400.0,255290.0,,-54270,-26750,107140
2003-08-07,27500.0,26750.0,207442.0,,-50210,-18310,65000
2003-08-08,26950.0,27750.0,300830.0,,-84126,-12204,116330
2003-08-11,27500.0,27650.0,147920.0,,6230,-17140,9960
2003-08-12,27200.0,27150.0,152894.0,,5360,-22920,21560
2003-08-13,27100.0,28250.0,377920.0,,-48031,40381,123190
2003-08-14,28000.0,28800.0,499860.0,,-90100,-16700,143930
2003-08-18,28750.0,29500.0,439536.0,,-93913,-14877,153610
2003-08-19,29900.0,29550.0,398390.0,,-120040,-42530,189730
2003-08-20,29200.0,28700.0,393655.0,,-155790,-18220,174400
2003-08-21,28700.0,30450.0,575740.0,,-205027,108767,183020
2003-08-22,30400.0,31350.0,524600.0,,-171371,55941,184230
2003-08-25,31000.0,30200.0,262390.0,,66521,-911,-64960
2003-08-26,29800.0,29300.0,318635.0,,4032,48078,-57600
2003-08-27,29600.0,30800.0,382290.0,,-155960,-39240,226030
2003-08-28,31000.0,30000.0,296264.0,,19965,68505,-92290
2003-08-29,30500.0,30300.0,254634.0,,-32250,1180,29640
2003-09-01,30400.0,30700.0,185570.0,,-11380,-5840,22540
2003-09-02,31400.0,30500.0,251170.0,,-34000,65110,-21490
2003-09-03,30600.0,29300.0,417985.0,,198800,-23330,-182210
2003-09-04,29300.0,29100.0,211194.0,,58404,-39584,-16940
2003-09-05,29100.0,28100.0,338743.0,,156372,-103132,-49760
2003-09-08,27500.0,28350.0,219695.0,,11670,-30950,16960
2003-09-09,28400.0,28900.0,350470.0,,-26770,-58820,73830
2003-09-15,28050.0,28450.0,222840.0,,-25390,6490,11290
2003-09-16,28400.0,30000.0,316950.0,,-88129,-26761,115220
2003-09-17,30100.0,29500.0,182120.0,,-3704,1850,5260
2003-09-18,29700.0,28800.0,116990.0,,-9860,35260,-17770
2003-09-19,29000.0,27900.0,229239.0,,45578,21390,-75348
2003-09-22,27600.0,27200.0,210135.0,,-60290,1470,64110
2003-09-23,27000.0,27450.0,182710.0,,-51440,6300,44820
2003-09-24,27050.0,27550.0,251749.0,,13090,-68100,60540
2003-09-25,26950.0,27800.0,231441.0,,-27295,-56275,91560
2003-09-26,26950.0,27100.0,166700.0,,-3780,-42720,47910
2003-09-29,26850.0,27700.0,182862.0,,-36675,21115,17930
2003-09-30,27700.0,27300.0,187665.0,,-4130,-88280,97150
2003-10-01,26700.0,27500.0,143130.0,,-27170,-8520,35700
2003-10-02,28000.0,28300.0,194220.0,,-57080,-43260,99910
2003-10-06,28000.0,28000.0,281010.0,,33290,-79210,46980
2003-10-07,28550.0,28700.0,192000.0,,-23010,-69100,94250
2003-10-08,28700.0,28700.0,214802.0,,-89930,-48110,143140
2003-10-09,29100.0,29500.0,298710.0,,-103770,53190,59610
2003-10-10,29200.0,29850.0,406050.0,,-152290,32700,152580
2003-10-13,29500.0,29750.0,246030.0,,-89752,-25698,118760
2003-10-14,29650.0,30500.0,567695.0,,-288790,74950,270320
2003-10-15,31100.0,31600.0,4727011.0,,-427582,-3883428,557000
2003-10-16,32100.0,34600.0,1572254.0,,-724760,72220,678170
2003-10-17,34500.0,32800.0,402686.0,,-145845,110185,40550
2003-10-20,32400.0,32900.0,219028.0,,-67240,81630,-16950
2003-10-21,32700.0,31550.0,325010.0,,50660,7200,-56210
2003-10-22,31500.0,32950.0,306200.0,,-88290,-23110,116420
2003-10-23,31500.0,31500.0,1217830.0,,138480,-316910,66490
2003-10-24,31600.0,31900.0,251288.0,,-35690,4140,20890
2003-10-27,32150.0,33000.0,282003.0,,-40560,28800,10930
2003-10-28,32800.0,32300.0,4019251.0,,823910,-1262790,290680
2003-10-29,32650.0,32000.0,5477883.0,,394223,-3463333,3002330
2003-10-30,32500.0,34000.0,1887907.0,,-75909,-200861,235200
2003-10-31,34200.0,33600.0,539708.0,,-36614,73974,-21100
2003-11-03,34000.0,35050.0,945560.0,,-223464,85184,123100
2003-11-04,35500.0,36000.0,1500610.0,,-237577,60747,127840
2003-11-05,36550.0,38700.0,1263725.0,,-15013,-64907,47340
2003-11-06,40000.0,40000.0,2582324.0,,-455359,-173471,640840
2003-11-07,41050.0,39950.0,1043587.0,,-26600,106960,-124260
2003-11-10,40100.0,41200.0,1636855.0,,-400383,-282027,739640
2003-11-11,40000.0,38500.0,1132307.0,,152321,37739,-228430
2003-11-12,38050.0,38000.0,801961.0,,199658,13052,-247740
2003-11-13,38650.0,38900.0,689688.0,,8799,9491,-46760
2003-11-14,38350.0,38500.0,437375.0,,52680,-20520,-17040
2003-11-17,37900.0,37200.0,493144.0,,79885,-46985,-21530
2003-11-18,37050.0,37950.0,506152.0,,78418,59462,-150010
2003-11-19,37100.0,35100.0,665180.0,,171967,-27687,-126750
2003-11-20,35250.0,35050.0,348748.0,,1640,13740,-17590
2003-11-21,34700.0,35900.0,357760.0,,-76318,15098,58130
2003-11-24,35500.0,35000.0,267451.0,,-33094,11454,30690
2003-11-25,35900.0,36900.0,390881.0,,7540,-27860,44010
2003-11-26,37200.0,37900.0,309840.0,,-50400,51780,2520
2003-11-27,38000.0,37100.0,316253.0,,39422,45048,-82400
2003-11-28,37150.0,37900.0,335996.0,,-61753,46753,8520
2003-12-01,38100.0,39850.0,670156.0,,-160267,47337,120770
2003-12-02,40500.0,39850.0,676124.0,,-260265,-3815,275570
2003-12-03,40100.0,39100.0,537234.0,,-64734,44594,37360
2003-12-04,38600.0,38500.0,382430.0,,-14978,29048,-15670
2003-12-05,38100.0,36900.0,482055.0,,110049,6891,-130830
2003-12-08,35600.0,36650.0,307476.0,,48507,-57487,-7330
2003-12-09,37300.0,37150.0,212692.0,,3640,5260,-28380
2003-12-10,36400.0,37400.0,348607.0,,170049,-85089,-79070
2003-12-11,37400.0,37500.0,592619.0,,128694,-78974,-35440
2003-12-12,38350.0,36950.0,560089.0,,157435,37525,-209290
2003-12-15,37700.0,37200.0,394220.0,,45153,-22733,870
2003-12-16,36700.0,38200.0,586876.0,,110785,-88005,5690
2003-12-17,38900.0,37600.0,399760.0,,-18486,23076,150
2003-12-18,37600.0,37200.0,473096.0,,26600,2020,-15850
2003-12-19,37500.0,36700.0,352760.0,,119150,-30290,-90960
2003-12-22,37000.0,37050.0,248833.0,,-46110,-2934,47410
2003-12-23,36900.0,35750.0,372366.0,,61131,9089,-77000
2003-12-24,35600.0,34950.0,349131.0,,-34444,-9226,40190
2003-12-26,35000.0,35450.0,200060.0,,15250,-18370,0
2003-12-29,34700.0,36500.0,202421.0,,-41299,22069,18930
2003-12-30,37000.0,37500.0,334395.0,,-48300,-78930,90940
2004-01-02,37800.0,37000.0,267622.0,19.36,6806,11974,-25260
2004-01-05,37100.0,38500.0,515302.0,20.14,12668,-22138,24640
2004-01-06,39000.0,38100.0,391929.0,19.94,20442,-75172,84190
2004-01-07,37700.0,36850.0,584714.0,19.28,253566,-20666,-150030
2004-01-08,37000.0,37100.0,656213.0,19.41,83140,-57870,-4390
2004-01-09,37500.0,38350.0,578174.0,20.07,-41675,-7345,32280
2004-01-12,38500.0,39300.0,759380.0,20.56,21485,-35775,18080
2004-01-13,39600.0,38700.0,337410.0,20.25,31913,-67753,31770
2004-01-14,38700.0,38900.0,318252.0,20.35,-11273,-10093,11396
2004-01-15,38750.0,37800.0,326218.0,19.78,71268,-49038,2540
2004-01-16,37850.0,37400.0,263076.0,19.57,25798,-14808,-22490
2004-01-19,37600.0,38000.0,289553.0,19.88,-16739,34509,-16970
2004-01-20,37700.0,38300.0,249198.0,20.04,9946,-4356,0
2004-01-26,37000.0,37500.0,570809.0,19.62,45659,-93315,48266
2004-01-27,37700.0,37250.0,447492.0,19.49,77651,51619,-117660
2004-01-28,37000.0,36050.0,636501.0,18.86,110189,39221,-112410
2004-01-29,35550.0,35400.0,368892.0,18.52,103146,-61376,-37220
2004-01-30,35300.0,35400.0,313105.0,18.52,18688,70062,-90000
2004-02-02,35300.0,34800.0,292308.0,18.21,76284,-7624,-62730
2004-02-03,34500.0,33500.0,532508.0,17.53,166829,-26849,-153100
2004-02-04,33500.0,33800.0,462532.0,17.69,18114,61586,-154000
2004-02-05,33800.0,34000.0,293413.0,17.79,-9130,76310,-91660
2004-02-06,33900.0,35000.0,298597.0,18.31,-17682,22522,8250
2004-02-09,35200.0,35650.0,424664.0,18.65,-50772,45012,-8870
2004-02-10,35400.0,35800.0,379052.0,18.73,-118544,4624,94520
2004-02-11,36150.0,37000.0,968702.0,19.36,-434900,108948,304932
2004-02-12,37000.0,37400.0,626063.0,19.57,-191460,89340,64820
2004-02-13,37100.0,37400.0,532570.0,19.57,-99630,80660,-12360
2004-02-16,37500.0,36850.0,275743.0,19.28,-63571,33351,49580
2004-02-17,36500.0,37000.0,294997.0,19.36,-63225,31385,8920
2004-02-18,36900.0,38200.0,720175.0,19.99,-262785,95855,180470
2004-02-19,38300.0,37150.0,385594.0,19.44,10892,28408,-55650
2004-02-20,36650.0,36000.0,514285.0,18.84,59209,-19179,-45290
2004-02-23,36200.0,36900.0,236643.0,19.31,-15727,11437,9150
2004-02-24,36500.0,35700.0,279831.0,18.68,-5790,24730,-20480
2004-02-25,35500.0,35550.0,200522.0,18.6,-2535,11320,-5445
2004-02-26,35550.0,34900.0,347885.0,18.26,69295,-80665,15550
2004-02-27,35300.0,36000.0,213143.0,18.84,-32654,24364,16700
2004-03-02,36500.0,36900.0,598201.0,19.31,-148297,-116163,252090
2004-03-03,36250.0,36750.0,205100.0,19.23,-70712,-30048,96370
2004-03-04,37000.0,36200.0,291897.0,18.94,-11693,-66987,56370
2004-03-05,36200.0,36100.0,497456.0,18.89,163754,-82184,-136560
2004-03-08,36500.0,35400.0,260691.0,18.52,13424,12989,-3253
2004-03-09,35150.0,35350.0,126640.0,18.5,11070,17020,-30800
2004-03-10,34800.0,34150.0,403786.0,17.87,139148,44512,-182380
2004-03-11,33650.0,33750.0,419334.0,17.66,151453,-87383,-62380
2004-03-12,34050.0,32300.0,420457.0,16.9,55732,-44645,-8907
2004-03-15,32300.0,31900.0,228745.0,16.69,35441,-16591,-17470
2004-03-16,31100.0,31350.0,355173.0,16.4,81307,-50930,-43297
2004-03-17,31600.0,32000.0,786390.0,16.74,221129,15168,-265617
2004-03-18,32200.0,32500.0,542903.0,17.01,15345,29305,-22710
2004-03-19,32200.0,32850.0,165583.0,17.19,-42133,7653,33920
2004-03-22,32500.0,31500.0,238646.0,16.48,45966,-51456,17390
2004-03-23,31000.0,32300.0,218866.0,16.9,-39553,48986,7470
2004-03-24,32300.0,31650.0,243411.0,16.56,82168,-70366,-20302
2004-03-25,31350.0,30800.0,180556.0,16.12,26280,1600,-32890
2004-03-26,31550.0,31100.0,316450.0,16.27,60890,41438,-114598
2004-03-29,31000.0,31350.0,201628.0,16.4,19501,31146,-53047
2004-03-30,31400.0,30950.0,257972.0,16.19,45198,-24018,-39790
2004-03-31,31200.0,31600.0,322970.0,16.53,52677,4053,-29050
2004-04-01,31200.0,32200.0,352381.0,16.85,24624,-49254,48460
2004-04-02,32450.0,33300.0,541510.0,17.42,-107794,26134,57640
2004-04-06,33800.0,32750.0,398142.0,17.14,110665,-97979,-21246
2004-04-07,33000.0,32200.0,476560.0,16.85,91121,-63851,-28820
2004-04-08,32200.0,32000.0,427590.0,16.74,123014,-38654,-78320
2004-04-09,31650.0,31500.0,267149.0,16.48,45692,-73162,41610
2004-04-12,31200.0,31550.0,293273.0,16.51,-17123,21213,5770
2004-04-13,31750.0,30850.0,371391.0,16.14,187206,-181536,18290
2004-04-14,30250.0,31100.0,300552.0,16.27,41804,-15574,-19940
2004-04-16,30700.0,30600.0,285360.0,16.01,100400,-114120,61480
2004-04-19,30500.0,31500.0,256026.0,16.48,3510,-75190,47460
2004-04-20,31600.0,30700.0,559100.0,16.06,306687,-2974,-332580
2004-04-21,30500.0,30750.0,541857.0,16.09,31093,-70383,6920
2004-04-22,30900.0,30450.0,459462.0,15.93,46608,-60048,22110
2004-04-23,30800.0,30600.0,325185.0,16.01,-31131,23411,-3820
2004-04-26,30500.0,30700.0,257676.0,16.06,-40950,15840,-13940
2004-04-27,30500.0,29650.0,601315.0,15.51,141123,48824,-186377
2004-04-28,29500.0,28350.0,661408.0,14.83,169704,-69274,-155190
2004-04-29,27800.0,26750.0,1722992.0,14.0,446010,162610,-562410
2004-04-30,26000.0,27150.0,907974.0,14.21,4127,53553,-37730
2004-05-03,26750.0,26900.0,379063.0,14.08,15397,-71033,59436
2004-05-04,27000.0,27350.0,330432.0,14.31,5310,-23170,22780
2004-05-06,27350.0,27000.0,393584.0,14.13,-59298,-27422,75490
2004-05-07,26800.0,27200.0,341930.0,14.23,-43910,21040,23850
2004-05-10,27200.0,26300.0,615591.0,13.76,-142339,-22431,160980
2004-05-11,26300.0,26300.0,368019.0,13.76,-17566,10576,-18380
2004-05-12,26500.0,27500.0,736921.0,14.39,-3605,-162165,143390
2004-05-13,27800.0,26800.0,450879.0,14.02,7050,-85230,91410
2004-05-14,27150.0,27500.0,508155.0,14.39,-34990,-82430,141530
2004-05-17,27200.0,27800.0,1013063.0,14.55,-434761,49261,453310
2004-05-18,27700.0,28450.0,523369.0,14.89,-123412,92812,31650
2004-05-19,28450.0,29050.0,599989.0,15.2,-197270,37140,163580
2004-05-20,28500.0,27600.0,437426.0,14.44,40688,-2408,9040
2004-05-21,28000.0,28200.0,253495.0,14.76,-60000,42800,10830
2004-05-24,28550.0,27900.0,198419.0,14.6,66938,-57508,3790
2004-05-25,27750.0,26700.0,256899.0,13.97,76200,-59340,-5070
2004-05-27,27700.0,28450.0,716583.0,14.89,-106803,-66983,183446
2004-05-28,29100.0,28400.0,333486.0,14.86,85030,-57320,-37990
2004-05-31,28500.0,28000.0,235778.0,14.65,31340,6310,-22880
2004-06-01,27700.0,28600.0,234910.0,14.96,-47220,37900,-9590
2004-06-02,28550.0,28800.0,298410.0,15.07,95710,-39990,-26490
2004-06-03,29000.0,27100.0,382393.0,14.18,88043,-65793,-36430
2004-06-04,27150.0,27400.0,331802.0,14.34,-10970,31730,-16100
2004-06-07,27450.0,28500.0,311042.0,14.91,-124430,91450,43180
2004-06-08,28800.0,28250.0,378344.0,14.78,-69489,82319,-23960
2004-06-09,28300.0,27900.0,242640.0,14.6,-1457,-1403,3310
2004-06-10,27500.0,27700.0,364383.0,14.49,-53870,-2090,-34030
2004-06-11,27850.0,27100.0,302876.0,14.18,10500,-91810,98190
2004-06-14,26600.0,26900.0,298311.0,14.08,-56103,-7597,48100
2004-06-15,27800.0,28100.0,653666.0,14.7,-37615,-2040,40255
2004-06-16,28700.0,28500.0,595439.0,14.91,-127270,-25370,163690
2004-06-17,28900.0,29000.0,339120.0,15.17,-107950,68830,-3110
2004-06-18,28600.0,28150.0,187869.0,14.73,-9101,8801,-7700
2004-06-21,28200.0,28250.0,164461.0,14.78,-38404,52434,80
2004-06-22,27900.0,28200.0,186321.0,14.76,-10604,11990,534
2004-06-23,28200.0,27600.0,154440.0,14.44,-6932,-22378,40650
2004-06-24,28000.0,27650.0,232261.0,14.47,-1110,40250,-48220
2004-06-25,27850.0,27700.0,340326.0,14.49,35350,58230,-101480
2004-06-28,27650.0,27250.0,253100.0,14.26,94684,-27024,-85740
2004-06-29,27100.0,27500.0,152097.0,14.39,-33153,61263,-27700
2004-06-30,27550.0,27450.0,329628.0,14.36,109621,-70993,-35808
2004-07-01,27500.0,27300.0,266872.0,14.28,38100,-12400,-41040
2004-07-02,27000.0,26500.0,251817.0,13.87,63909,-49229,-4220
2004-07-05,26300.0,26500.0,118832.0,13.87,19878,-19618,4000
2004-07-06,26300.0,26450.0,175936.0,13.84,16170,27270,-23640
2004-07-07,25950.0,26200.0,235782.0,13.71,21354,-32654,16320
2004-07-08,25900.0,25100.0,295486.0,13.13,91960,-36520,-58140
2004-07-09,25000.0,24750.0,293633.0,12.95,95553,-91263,11780
2004-07-12,24750.0,25200.0,194303.0,13.19,-15510,49590,-520
2004-07-13,25200.0,25100.0,111536.0,13.13,3361,-551,-2910
2004-07-14,25000.0,24900.0,162600.0,13.03,15100,-930,3440
2004-07-15,24750.0,25400.0,158495.0,13.29,-73280,8530,70190
2004-07-16,24900.0,25200.0,133357.0,13.19,14607,-5287,-8180
2004-07-19,24800.0,25200.0,112181.0,13.19,14370,-22190,80
2004-07-20,24750.0,24500.0,200500.0,12.82,52160,-69160,-15570
2004-07-21,24800.0,24600.0,164190.0,12.87,2830,1570,-13010
2004-07-22,24200.0,24200.0,221110.0,12.66,71680,1110,-69050
2004-07-23,24000.0,24000.0,228880.0,12.56,5040,-19440,20290
2004-07-26,23550.0,23900.0,107536.0,12.51,-28473,13553,12690
2004-07-27,24000.0,23800.0,130952.0,12.45,30560,15970,-34800
2004-07-28,23950.0,24400.0,166961.0,12.77,-24120,21870,23920
2004-07-29,24350.0,24600.0,241301.0,12.87,-35139,-40200,97770
2004-07-30,24600.0,24450.0,148444.0,12.79,-28170,35130,5290
2004-08-02,24200.0,23400.0,200120.0,12.24,55680,-29680,-11350
2004-08-03,23350.0,22850.0,198487.0,11.96,41337,-38667,16860
2004-08-04,22700.0,22450.0,288799.0,11.75,80113,-25554,-16450
2004-08-05,22650.0,23550.0,328809.0,12.32,-35649,-60040,94049
2004-08-06,22950.0,22800.0,181984.0,11.93,25270,-18070,-1580
2004-08-09,22800.0,23250.0,168122.0,12.17,27000,-31090,6210
2004-08-10,23050.0,23200.0,236635.0,12.14,35850,-97630,79640
2004-08-11,23450.0,22950.0,260502.0,12.01,67746,-66936,6470
2004-08-12,23300.0,23750.0,375152.0,12.43,-101580,8130,94040
2004-08-13,24100.0,24500.0,541712.0,12.82,-52060,-8473,50473
2004-08-16,24350.0,24400.0,173016.0,12.77,-12544,-6064,22318
2004-08-17,24800.0,24300.0,223763.0,12.71,5527,5723,25010
2004-08-18,24000.0,23550.0,307601.0,12.32,55408,4172,-44430
2004-08-19,23800.0,24050.0,228557.0,12.58,-46153,23963,23140
2004-08-20,24150.0,24000.0,100840.0,12.56,-4010,8540,10130
2004-08-23,24050.0,24200.0,135814.0,12.66,42680,-12730,-29790
2004-08-24,24350.0,25100.0,344913.0,13.13,20511,-87401,63850
2004-08-25,25100.0,24800.0,305391.0,12.98,93455,-154465,34580
2004-08-26,25050.0,25450.0,354784.0,13.32,-68860,-31600,94240
2004-08-27,25700.0,25750.0,374611.0,13.47,-135237,21200,101217
2004-08-30,25900.0,25600.0,216360.0,13.39,-32083,6953,21390
2004-08-31,25350.0,26000.0,260450.0,13.6,-97557,117447,-28430
2004-09-01,25600.0,25800.0,195932.0,13.5,-12136,57056,-15350
2004-09-02,25700.0,25650.0,199723.0,13.42,41650,4210,-71460
2004-09-03,25950.0,25700.0,302830.0,13.45,33090,-14380,-17830
2004-09-06,25700.0,26300.0,501313.0,13.76,-80760,150,48810
2004-09-07,26550.0,27350.0,801960.0,14.31,-177050,-46450,245330
2004-09-08,27500.0,27500.0,582164.0,14.39,-140063,-158597,298800
2004-09-09,27600.0,27700.0,483250.0,14.49,410,-53030,51990
2004-09-10,27400.0,27000.0,217274.0,14.13,45320,-9560,-38990
2004-09-13,26900.0,27100.0,467549.0,14.18,44770,79900,-157250
2004-09-14,27150.0,26600.0,357894.0,13.92,52110,28720,-94810
2004-09-15,26400.0,28100.0,471210.0,14.7,-182610,-27010,195490
2004-09-16,28000.0,28800.0,607280.0,15.07,-268625,146485,72780
2004-09-17,28300.0,28750.0,275810.0,15.04,-18828,-14232,14710
2004-09-20,28900.0,28250.0,406762.0,14.78,16780,76350,-105460
2004-09-21,28250.0,28400.0,219840.0,14.86,-30690,53580,-23570
2004-09-22,28600.0,27650.0,181203.0,14.47,-9392,-46678,80320
2004-09-23,27650.0,28000.0,256435.0,14.65,-65940,-37060,88240
2004-09-24,27800.0,29400.0,397820.0,15.38,-191234,27344,108340
2004-09-30,29650.0,31000.0,1351436.0,16.22,-465389,-9951,466790
2004-10-01,31550.0,32100.0,952161.0,16.8,-318610,88720,220920
2004-10-04,32600.0,33500.0,797273.0,17.53,-323607,42517,274430
2004-10-05,33900.0,32600.0,612116.0,17.06,-52545,39355,18620
2004-10-06,32500.0,33500.0,464578.0,17.53,-75920,39740,-68100
2004-10-07,33400.0,33000.0,466557.0,17.27,-30585,56715,-10160
2004-10-08,32050.0,34200.0,977724.0,17.89,-266152,117662,121090
2004-10-11,34600.0,35250.0,949520.0,18.44,-221312,-69958,261970
2004-10-12,35000.0,34850.0,473829.0,18.23,-101030,-42750,109350
2004-10-13,34650.0,34000.0,381845.0,17.79,10970,10960,-67080
2004-10-14,33700.0,34000.0,417102.0,17.79,-17590,-64830,107910
2004-10-15,33350.0,33200.0,448760.0,17.37,-2320,9870,30240
2004-10-18,33100.0,35650.0,740834.0,18.65,-171442,133452,165370
2004-10-19,35850.0,35800.0,436090.0,18.73,-119760,106490,70260
2004-10-20,35800.0,34150.0,432562.0,17.87,-1577,5957,53020
2004-10-21,34000.0,34500.0,426728.0,18.05,-49267,-23823,94650
2004-10-22,34500.0,34000.0,164741.0,17.79,-5221,13361,46900
2004-10-25,33850.0,32000.0,264265.0,16.74,38370,-29860,4220
2004-10-26,32050.0,32200.0,408428.0,16.85,-8515,60075,-40870
2004-10-27,32500.0,31450.0,379764.0,16.46,69474,56636,-108060
2004-10-28,32000.0,32750.0,235158.0,17.14,-79022,70522,12950
2004-10-29,32000.0,33900.0,253374.0,17.74,-88698,66110,-21612
2004-11-01,33500.0,34150.0,283150.0,17.87,30370,-54150,36700
2004-11-02,34150.0,32600.0,795548.0,17.06,243780,103660,-292310
2004-11-03,32950.0,33300.0,478207.0,17.42,28230,26100,-29050
2004-11-04,33500.0,34900.0,993285.0,18.26,-244750,70000,198900
2004-11-05,35500.0,34550.0,428260.0,18.08,-26680,10260,20
2004-11-08,34950.0,32800.0,517569.0,17.16,261070,-74510,-167940
2004-11-09,32900.0,31600.0,681967.0,16.53,314080,-48060,-243290
2004-11-10,31100.0,32200.0,1295033.0,16.85,264523,241827,-684450
2004-11-11,32000.0,32600.0,520643.0,17.06,-165780,39410,80610
2004-11-12,32000.0,32350.0,400270.0,16.93,-48917,47707,20180
2004-11-15,31650.0,31300.0,707240.0,16.38,140730,-2280,-248270
2004-11-16,30800.0,31100.0,662805.0,16.27,110915,15125,-180960
2004-11-17,31000.0,31150.0,491579.0,16.3,55412,49958,-135420
2004-11-18,30900.0,29500.0,702641.0,15.44,113933,-161783,-59230
2004-11-19,29500.0,30300.0,467735.0,15.85,-19449,-161769,162300
2004-11-22,29650.0,29750.0,254839.0,15.57,11310,-42510,24450
2004-11-23,30150.0,30600.0,296279.0,16.01,10361,8899,-17770
2004-11-24,30850.0,30800.0,291242.0,16.12,5301,16091,-2080
2004-11-25,31100.0,30850.0,553352.0,16.14,-50860,27640,14800
2004-11-26,31500.0,30000.0,411304.0,15.7,38290,-26950,-50510
2004-11-29,30650.0,30400.0,427918.0,15.91,-600,-38820,37490
2004-11-30,30100.0,30050.0,452719.0,15.72,55288,39492,-113840
2004-12-01,30300.0,31250.0,649512.0,16.35,-167195,64075,94310
2004-12-02,31600.0,31650.0,524621.0,16.56,-191470,33690,8510
2004-12-03,31950.0,31900.0,369357.0,16.69,-164806,16060,111760
2004-12-06,32000.0,32600.0,483850.0,17.06,-106340,-14500,63360
2004-12-07,32550.0,32750.0,443796.0,17.14,-184546,26246,35690
2004-12-08,32750.0,32800.0,296880.0,17.16,-59500,53090,8440
2004-12-09,33400.0,32650.0,516705.0,17.08,-6898,122008,-135160
2004-12-10,32000.0,31800.0,482297.0,16.64,-82880,-54730,-65350
2004-12-13,32450.0,32200.0,203336.0,16.85,-39103,-15607,56280
2004-12-14,33200.0,32000.0,262083.0,16.74,-25245,-31825,52960
2004-12-15,32000.0,31850.0,228475.0,16.67,58910,-10150,-40140
2004-12-16,32400.0,32950.0,254460.0,17.24,-68394,5740,80594
2004-12-17,33350.0,33600.0,348154.0,17.58,-70373,-41527,108680
2004-12-20,33600.0,34000.0,241120.0,17.79,-75967,-6223,82070
2004-12-21,34000.0,33600.0,209892.0,17.58,-23082,7442,29820
2004-12-22,34000.0,34100.0,245736.0,17.84,-89266,-27704,105130
2004-12-23,34100.0,33000.0,167510.0,17.27,35570,-27090,1820
2004-12-24,33300.0,33600.0,141496.0,17.58,-36420,-1700,53270
2004-12-27,33000.0,33400.0,80970.0,17.48,-16000,15960,6260
2004-12-28,33200.0,33800.0,226767.0,17.69,-35700,5630,8580
2004-12-29,33400.0,33850.0,504260.0,17.71,-12560,-70140,-139830
2004-12-30,34000.0,34450.0,301150.0,18.03,-84460,32420,39850
2005-01-03,34550.0,33700.0,236640.0,48.41,2323,28767,-25840
2005-01-04,33700.0,34100.0,338902.0,48.98,-112930,66480,59750
2005-01-05,34150.0,36400.0,857419.0,52.28,-349468,72438,293420
2005-01-06,36500.0,37300.0,753331.0,53.58,-363985,86865,335340
2005-01-07,38000.0,37750.0,433280.0,54.22,-91090,-39500,111980
2005-01-10,37700.0,37200.0,257300.0,53.43,-80360,90540,-12390
2005-01-11,36700.0,37700.0,325269.0,54.15,-58710,32780,18920
2005-01-12,37650.0,36700.0,150414.0,52.71,18396,18720,-36806
2005-01-13,36700.0,37150.0,298815.0,53.36,-1370,-1070,-37060
2005-01-14,36600.0,37200.0,428930.0,53.43,27195,-1745,-62380
2005-01-17,37200.0,38800.0,533758.0,55.73,-180992,1180,176680
2005-01-18,39000.0,38900.0,318826.0,55.87,-93078,-27150,110680
2005-01-19,39450.0,39850.0,508470.0,57.24,-154090,11570,185260
2005-01-20,39850.0,39600.0,239385.0,56.88,-46224,-54786,96900
2005-01-21,39800.0,41450.0,695287.0,59.54,-278120,172210,186090
2005-01-24,42000.0,41700.0,455650.0,59.9,-83859,-17911,131430
2005-01-25,41200.0,41400.0,436170.0,59.47,-12930,45490,-30640
2005-01-26,41550.0,45300.0,1219315.0,65.07,-569354,326004,258560
2005-01-27,45500.0,45000.0,370893.0,64.64,21440,-18690,-10410
2005-01-28,45000.0,43750.0,359767.0,62.84,-32400,47720,-25670
2005-01-31,44000.0,44250.0,819571.0,63.56,-83189,-56461,159010
2005-02-01,45200.0,45000.0,462311.0,64.64,-125445,14805,164480
2005-02-02,44700.0,44000.0,462547.0,63.2,-27863,-54517,74080
2005-02-03,43500.0,43000.0,745935.0,61.76,33738,-230929,-175729
2005-02-04,43100.0,46050.0,774273.0,66.14,-419931,170451,103380
2005-02-07,46200.0,48600.0,637215.0,69.81,-227327,11267,116950
2005-02-11,48900.0,50000.0,600655.0,71.82,-188223,-9890,194423
