Symbol,현대중공업_시가(원),현대중공업_종가(원),현대중공업_거래량(주),현대중공업_PER(IFRS-연결),현대중공업_순매수수량(개인)(주),현대중공업_순매수수량(기관계)(주),현대중공업_순매수수량(외국인계)(주)
2005-02-14,49600.0,50000.0,563924.0,71.82,-149854,-9950,-15980
2005-02-15,50000.0,48200.0,558690.0,69.23,182935,-81415,-116190
2005-02-16,48000.0,49500.0,551698.0,71.1,-68171,-80529,178080
2005-02-17,50000.0,51500.0,717706.0,73.97,-283383,-47977,358350
2005-02-18,51500.0,51000.0,264145.0,73.25,-49530,-19230,69110
2005-02-21,50200.0,49000.0,1000569.0,70.38,503290,-147350,-341490
2005-02-22,48100.0,47450.0,662154.0,68.15,95820,-8760,-91980
2005-02-23,46000.0,45400.0,1022049.0,65.21,357727,-14226,-353491
2005-02-24,45700.0,47200.0,692298.0,67.8,13607,-71007,33460
2005-02-25,49000.0,49000.0,601184.0,70.38,-211970,34500,188530
2005-02-28,49050.0,50200.0,947927.0,72.11,-556610,-77630,283000
2005-03-02,50200.0,50300.0,672590.0,72.25,-230220,-83180,-82340
2005-03-03,50500.0,52100.0,865648.0,74.83,-487749,-127228,183520
2005-03-04,53300.0,53500.0,709166.0,76.85,-400958,146063,242030
2005-03-07,54500.0,53500.0,547266.0,76.85,-151263,20423,79890
2005-03-08,53900.0,53200.0,447025.0,76.41,-166308,61388,-80100
2005-03-09,53500.0,53500.0,390365.0,76.85,-181594,77069,-2865
2005-03-10,53500.0,55400.0,861781.0,79.57,-188616,108716,80450
2005-03-11,56000.0,57000.0,409130.0,81.87,-173800,62540,98310
2005-03-14,56000.0,59000.0,539640.0,84.74,-254185,143315,113620
2005-03-15,59800.0,56900.0,402780.0,81.73,45000,-67702,30572
2005-03-16,56800.0,57000.0,673607.0,81.87,-15379,102986,-105777
2005-03-17,56500.0,56200.0,421670.0,80.72,-76960,55500,4980
2005-03-18,55900.0,56600.0,360466.0,81.3,-116220,8740,100450
2005-03-21,57000.0,57900.0,325347.0,83.17,-120463,28463,80660
2005-03-22,57200.0,57400.0,180584.0,82.45,-25908,1148,36380
2005-03-23,57400.0,54200.0,292592.0,77.85,26723,-26403,-24060
2005-03-24,53800.0,50000.0,983471.0,71.82,6849,-23109,-172960
2005-03-25,50000.0,50800.0,431383.0,72.97,30352,5168,-17770
2005-03-28,50600.0,51000.0,621617.0,73.25,14257,-12407,-203600
2005-03-29,50700.0,49750.0,445521.0,71.46,-159107,-59143,-65550
2005-03-30,49000.0,49000.0,538233.0,70.38,-72400,49240,22940
2005-03-31,50300.0,50900.0,417187.0,73.11,-13544,-39076,60790
2005-04-01,51500.0,55000.0,514598.0,79.0,-116750,87720,-9580
2005-04-04,54300.0,55800.0,382930.0,80.15,-23718,84360,-76380
2005-04-06,56900.0,56500.0,371283.0,81.15,39991,5659,-42050
2005-04-07,56700.0,55500.0,395729.0,79.72,6221,-41261,30930
2005-04-08,55500.0,55800.0,435020.0,80.15,36045,-31185,49390
2005-04-11,55300.0,54400.0,242252.0,78.14,43317,-41020,2570
2005-04-12,53500.0,53800.0,170240.0,77.28,-38950,-3940,43620
2005-04-13,53800.0,55500.0,193754.0,79.72,-31091,12571,9690
2005-04-14,55500.0,52800.0,275537.0,75.84,97452,-99502,-12320
2005-04-15,52700.0,54000.0,374603.0,77.56,-14745,-22835,26010
2005-04-18,51700.0,51800.0,306060.0,74.4,34643,-17533,-17820
2005-04-19,52100.0,50800.0,290121.0,72.97,95179,24675,-109860
2005-04-20,51800.0,51500.0,218460.0,73.97,23650,-17750,-3560
2005-04-21,50000.0,51500.0,265616.0,73.97,-53225,78030,-54250
2005-04-22,52400.0,52000.0,152138.0,74.69,-36619,42384,-7797
2005-04-25,52300.0,53500.0,240369.0,76.85,-99549,23929,63930
2005-04-26,54000.0,52700.0,165460.0,75.7,-27580,18570,10530
2005-04-27,51900.0,52100.0,216427.0,74.83,7333,4151,-20160
2005-04-28,52100.0,52000.0,332421.0,74.69,70130,52150,-160250
2005-04-29,50500.0,50700.0,384914.0,72.82,60514,63820,-133260
2005-05-02,50700.0,51500.0,319910.0,73.97,-34560,62490,-36370
2005-05-03,51500.0,52300.0,410614.0,75.12,-48578,153258,-171660
2005-05-04,52300.0,54200.0,405700.0,77.85,-167710,234740,-83250
2005-05-06,54400.0,56100.0,435910.0,80.58,-172647,69527,89760
2005-05-09,56900.0,56000.0,270060.0,80.44,-41340,21620,33690
2005-05-10,56300.0,54800.0,127346.0,78.71,-22524,7316,13260
2005-05-11,53800.0,52900.0,448938.0,75.98,76020,129570,-201510
2005-05-12,52500.0,52900.0,222272.0,75.98,15150,22031,-37803
2005-05-13,52500.0,53900.0,228855.0,77.42,-35080,57340,-24840
2005-05-16,53000.0,55000.0,163946.0,79.0,-84235,48185,38590
2005-05-17,55200.0,54100.0,529189.0,77.71,55202,20778,-63760
2005-05-18,53500.0,51100.0,1152267.0,73.4,397017,-187777,-21670
2005-05-19,51700.0,51900.0,416583.0,74.55,-52809,9759,52280
2005-05-20,51700.0,51200.0,252088.0,73.54,-96544,44374,55300
2005-05-23,51000.0,52300.0,272180.0,75.12,-64480,75190,-18920
2005-05-24,52800.0,53500.0,246066.0,76.85,-62289,85439,-3730
2005-05-25,53300.0,53500.0,278210.0,76.85,-67361,79541,-13230
2005-05-26,53700.0,53000.0,207387.0,76.13,-5250,78550,-75430
2005-05-27,53400.0,54200.0,376941.0,77.85,-39731,24311,-440
2005-05-30,54200.0,54200.0,275441.0,77.85,-25399,41309,-41760
2005-05-31,54200.0,53500.0,363686.0,76.85,39816,118144,-169090
2005-06-01,53200.0,53500.0,366450.0,76.85,-40556,41316,-12790
2005-06-02,54000.0,53600.0,333004.0,76.99,-5742,-53108,65220
2005-06-03,53800.0,54900.0,392492.0,78.86,-105652,131232,-50310
2005-06-07,55100.0,55200.0,347558.0,79.29,-77389,91299,-27580
2005-06-08,55200.0,57900.0,828338.0,83.17,-166163,142153,-17440
2005-06-09,57800.0,59000.0,588663.0,84.74,-160310,60300,85920
2005-06-10,59400.0,58400.0,345000.0,83.88,-48540,38930,-20290
2005-06-13,58400.0,57200.0,446656.0,82.16,-13219,-38470,99289
2005-06-14,56300.0,53500.0,1087696.0,76.85,164544,-297064,134340
2005-06-15,53500.0,53500.0,579742.0,76.85,163266,-55156,-116020
2005-06-16,54000.0,53500.0,319718.0,76.85,57446,22005,-73590
2005-06-17,53200.0,53800.0,336721.0,77.28,14290,-11580,-5900
2005-06-20,53700.0,52500.0,487466.0,75.41,95739,-58069,103750
2005-06-21,52000.0,50800.0,528628.0,72.97,173245,-35975,-104210
2005-06-22,50500.0,51700.0,512472.0,74.26,125910,-83380,22610
2005-06-23,51400.0,52300.0,576934.0,75.12,5750,-84850,104270
2005-06-24,51700.0,52000.0,175128.0,74.69,17775,-21915,8460
2005-06-27,51500.0,51600.0,370566.0,74.12,76925,-148695,102510
2005-06-28,51600.0,51500.0,239668.0,73.97,-3006,16591,-60430
2005-06-29,52000.0,52300.0,325774.0,75.12,-115228,27548,101670
2005-06-30,52200.0,52000.0,303654.0,74.69,-38222,20572,11500
2005-07-01,52400.0,53500.0,350724.0,76.85,-81920,-47830,129190
2005-07-04,53700.0,52800.0,206885.0,75.84,30434,-5644,-14450
2005-07-05,52600.0,52200.0,342715.0,74.98,19633,-77863,160920
2005-07-06,52900.0,52200.0,368052.0,74.98,45278,-3238,-7890
2005-07-07,51600.0,53500.0,467442.0,76.85,-82530,-34020,126490
2005-07-08,53200.0,53800.0,374495.0,77.28,-21487,74440,-61003
2005-07-11,54600.0,54500.0,264340.0,78.28,-99305,34815,26240
2005-07-12,54600.0,53000.0,508086.0,76.13,26889,28421,-54920
2005-07-13,52800.0,53800.0,355902.0,77.28,29214,42260,-80734
2005-07-14,53800.0,55600.0,736727.0,79.86,-203859,179809,-5060
2005-07-15,56400.0,56400.0,485231.0,81.01,-111267,68286,64160
2005-07-18,56800.0,55600.0,154253.0,79.86,-9849,8359,-1760
2005-07-19,55400.0,56800.0,282082.0,81.59,-70955,84295,-7800
2005-07-20,56900.0,57800.0,526366.0,83.02,-126482,12302,89420
2005-07-21,58100.0,56300.0,543720.0,80.87,-1814,80814,-7840
2005-07-22,54400.0,54900.0,591320.0,78.86,-21626,-2384,45980
2005-07-25,54900.0,55900.0,279332.0,80.29,-26445,36953,-14398
2005-07-26,55500.0,56400.0,190020.0,81.01,-25680,-7050,32280
2005-07-27,56400.0,56900.0,306297.0,81.73,-41461,23721,17290
2005-07-28,57500.0,57800.0,453077.0,83.02,-67467,20817,2640
2005-07-29,58000.0,57700.0,274264.0,82.88,25230,21410,-46810
2005-08-01,57500.0,58900.0,666017.0,84.6,80095,89365,-206760
2005-08-02,59500.0,58500.0,296950.0,84.03,-60725,-55,58690
2005-08-03,58400.0,57300.0,292392.0,82.3,15524,21666,-41490
2005-08-04,57300.0,57700.0,289718.0,82.88,-14179,42389,-37710
2005-08-05,57600.0,56700.0,257913.0,81.44,7207,4113,-19540
2005-08-08,55000.0,56000.0,152341.0,80.44,-9449,55319,-49250
2005-08-09,55200.0,56700.0,405887.0,81.44,115490,42146,-128150
2005-08-10,57500.0,58400.0,660526.0,83.88,36962,12181,-95430
2005-08-11,58400.0,61900.0,1466454.0,88.91,-194495,301605,-197860
2005-08-12,62500.0,63900.0,939410.0,91.78,-194802,172572,-38390
2005-08-16,64500.0,64300.0,666614.0,92.36,-47344,20594,20050
2005-08-17,63000.0,64900.0,452751.0,93.22,-22718,67088,-100040
2005-08-18,65000.0,63000.0,367050.0,90.49,-52736,-5525,28281
2005-08-19,61500.0,62800.0,371409.0,90.2,-41491,45228,-49660
2005-08-22,62800.0,64400.0,273126.0,92.5,-36789,36555,945
2005-08-23,65400.0,66800.0,700941.0,95.95,-83942,212482,-194140
2005-08-24,66800.0,67700.0,367799.0,97.24,-35778,16678,650
2005-08-25,67100.0,68200.0,379522.0,97.96,-14662,94322,-104940
2005-08-26,67600.0,68500.0,439046.0,98.39,-17944,-23236,37730
2005-08-29,67100.0,68000.0,312707.0,97.67,-53647,59077,-14360
2005-08-30,68500.0,68000.0,404641.0,97.67,30473,10597,-39490
2005-08-31,67900.0,68800.0,368776.0,98.82,-36232,57912,-23450
2005-09-01,69800.0,70100.0,526287.0,100.69,-38822,109552,-102140
2005-09-02,70000.0,71100.0,272942.0,102.13,-115698,92538,16580
2005-09-05,71200.0,69500.0,190763.0,99.83,-3079,13159,2630
2005-09-06,69500.0,71400.0,247861.0,102.56,-66084,49964,-2540
2005-09-07,72500.0,74500.0,439101.0,107.01,-81432,16212,2370
2005-09-08,75300.0,75900.0,506646.0,109.02,-45500,109470,-27610
2005-09-09,75200.0,75700.0,198037.0,108.73,-8450,30470,-17630
2005-09-12,76000.0,74300.0,319830.0,106.72,39479,-12859,-22090
2005-09-13,74100.0,72000.0,349600.0,103.42,20574,8116,-16140
2005-09-14,71500.0,72700.0,526589.0,104.42,109319,121241,-277540
2005-09-15,72300.0,74000.0,364971.0,106.29,-27118,125268,-127320
2005-09-16,74600.0,77400.0,413530.0,111.17,-81582,177282,-121260
2005-09-20,78900.0,77600.0,281963.0,111.46,18668,-1478,-17510
2005-09-21,77600.0,78600.0,350570.0,112.9,-38778,74678,-73740
2005-09-22,78600.0,81700.0,269281.0,117.35,-115425,66805,40440
2005-09-23,81100.0,81200.0,286492.0,116.63,-92390,58560,-18800
2005-09-26,81100.0,82600.0,343255.0,118.64,14671,23929,-115070
2005-09-27,82100.0,79300.0,373131.0,113.9,128115,-17005,-89500
2005-09-28,80000.0,80500.0,497565.0,115.63,26950,77800,-25590
2005-09-29,79800.0,79000.0,387998.0,113.47,177602,-35012,-128760
2005-09-30,78500.0,77600.0,284012.0,111.46,60601,-16561,13030
2005-10-04,77300.0,79600.0,275623.0,114.33,-21407,36707,5380
2005-10-05,79900.0,78000.0,267401.0,112.04,18900,10560,-11510
2005-10-06,77800.0,78000.0,329324.0,112.04,10396,-25036,-53110
2005-10-07,77300.0,78900.0,264087.0,113.33,-62670,69400,-21870
2005-10-10,78900.0,78600.0,204052.0,112.9,1255,33325,-40380
2005-10-11,78000.0,79000.0,196470.0,113.47,41376,-22612,-19904
2005-10-12,79500.0,79700.0,340745.0,114.48,-106645,51115,47640
2005-10-13,79500.0,77300.0,240841.0,111.03,75390,-70940,1770
2005-10-14,77900.0,74500.0,562468.0,107.01,214757,-245167,47830
2005-10-17,74900.0,70900.0,707674.0,101.84,212199,-4199,-170260
2005-10-18,70500.0,71600.0,427327.0,102.84,27436,44,-46320
2005-10-19,70100.0,69000.0,531987.0,99.11,4527,86920,-97850
2005-10-20,69500.0,70000.0,479630.0,100.54,-56119,83119,-48590
2005-10-21,68700.0,71300.0,308454.0,102.41,-83797,100057,-29710
2005-10-24,72500.0,71100.0,372208.0,102.13,102835,-36455,-59430
2005-10-25,72500.0,70500.0,336788.0,101.26,9634,25346,-13270
2005-10-26,71200.0,70600.0,253891.0,101.41,-35439,4339,38260
2005-10-27,70400.0,69600.0,304022.0,99.97,26249,48341,-63990
2005-10-28,69500.0,69100.0,344337.0,99.25,-69763,-10617,79160
2005-10-31,69100.0,67900.0,483996.0,97.53,71126,100244,-143050
2005-11-01,67900.0,68500.0,563530.0,98.39,204438,-124458,-22940
2005-11-02,69000.0,72300.0,615531.0,103.85,-81402,125742,-48480
2005-11-03,72500.0,73300.0,257461.0,105.28,-30989,55969,-25940
2005-11-04,73000.0,71000.0,306668.0,101.98,33034,-5994,-370
2005-11-07,71700.0,69100.0,728035.0,99.25,186292,-148644,82022
2005-11-08,69000.0,67400.0,749187.0,96.81,147669,19191,-141160
2005-11-09,67400.0,67500.0,384778.0,96.95,-32230,-17330,28380
2005-11-10,67100.0,67000.0,536564.0,96.24,130217,-79177,-70320
2005-11-11,67100.0,70400.0,1131811.0,101.12,37523,-110836,25200
2005-11-14,71800.0,70900.0,849715.0,101.84,-128082,137746,-17424
2005-11-15,71500.0,71900.0,444399.0,103.27,-31568,136128,-132670
2005-11-16,71800.0,71900.0,289542.0,103.27,-21422,32322,-9660
2005-11-17,71500.0,73200.0,657961.0,105.14,-78482,-34918,133110
2005-11-18,74000.0,72100.0,454249.0,103.56,-91762,95362,-960
2005-11-21,72100.0,68400.0,867660.0,98.25,165757,-126007,-21170
2005-11-22,67700.0,67900.0,508885.0,97.53,128793,-199365,70661
2005-11-23,68500.0,67900.0,587964.0,97.53,166667,-22367,-120150
2005-11-24,67900.0,66900.0,681132.0,96.09,142142,-20342,-111980
2005-11-25,68000.0,68100.0,667945.0,97.82,-40374,111299,-81075
2005-11-28,70500.0,71100.0,835592.0,102.13,-159978,54228,8960
2005-11-29,72700.0,72000.0,688496.0,103.42,-221585,103085,102400
2005-11-30,74100.0,73000.0,461027.0,104.85,-137937,126127,18220
2005-12-01,73000.0,74500.0,563329.0,107.01,-126395,22245,150720
2005-12-02,75000.0,77700.0,854659.0,111.61,-290801,172529,9820
2005-12-05,78500.0,81200.0,624868.0,116.63,-209206,61749,-23653
2005-12-06,81300.0,80800.0,448680.0,116.06,-202120,82540,67080
2005-12-07,81000.0,77700.0,433382.0,111.61,13566,-15466,-5490
2005-12-08,77000.0,79400.0,309312.0,114.05,-20999,22369,41690
2005-12-09,78200.0,79900.0,243450.0,114.76,-63778,100148,-38980
2005-12-12,80000.0,79400.0,288266.0,114.05,-35163,58413,-32570
2005-12-13,79400.0,79000.0,167660.0,113.47,-10142,42902,-32470
2005-12-14,79000.0,77900.0,220180.0,111.89,36700,-75292,35370
2005-12-15,77900.0,77200.0,371588.0,110.89,56637,-37927,7000
2005-12-16,76600.0,76500.0,251920.0,109.88,-14309,-8491,6220
2005-12-19,76200.0,77500.0,271883.0,111.32,-24381,35581,-43720
2005-12-20,77700.0,79800.0,289529.0,114.62,-60523,18113,35660
2005-12-21,80000.0,79800.0,472904.0,114.62,-36907,63865,-19968
2005-12-22,79800.0,77000.0,418140.0,110.6,134835,-152405,8690
2005-12-23,77800.0,79900.0,382370.0,114.76,-59637,81977,-26340
2005-12-26,80000.0,79000.0,212389.0,113.47,-15274,57274,-44940
2005-12-27,79000.0,78700.0,300443.0,113.04,53049,-34359,-40100
2005-12-28,78300.0,77100.0,196719.0,110.74,27045,5535,-42360
2005-12-29,77100.0,76900.0,312591.0,110.46,52320,57490,-100990
2006-01-02,77500.0,76700.0,238229.0,31.74,52722,-38597,-2825
2006-01-03,77400.0,77200.0,283884.0,31.95,-15794,-10206,29460
2006-01-04,77300.0,74800.0,602726.0,30.96,35462,-48404,-21650
2006-01-05,75600.0,77000.0,636291.0,31.87,-192925,-50495,260460
2006-01-06,77000.0,79300.0,1068794.0,32.82,-217404,-20836,210620
2006-01-09,80000.0,78000.0,352714.0,32.28,-47350,-11310,56900
2006-01-10,77100.0,76000.0,315825.0,31.45,60697,-79019,-1198
2006-01-11,75200.0,74800.0,362686.0,30.96,77963,8027,-101350
2006-01-12,74100.0,73800.0,299286.0,30.54,59184,-44644,-20520
2006-01-13,73000.0,73800.0,308970.0,30.54,44811,-76221,27650
2006-01-16,75800.0,79100.0,748968.0,32.74,-226770,150730,-55740
2006-01-17,79500.0,77600.0,299767.0,32.12,-75699,64109,30820
2006-01-18,78200.0,77000.0,247426.0,31.87,-54287,47215,10702
2006-01-19,76400.0,75300.0,165350.0,31.17,19774,8496,-28780
2006-01-20,74000.0,73700.0,367237.0,30.5,3987,-36027,-66980
2006-01-23,73500.0,72100.0,242958.0,29.84,-61951,83811,-30730
2006-01-24,71500.0,72200.0,289462.0,29.88,35743,-47423,44120
2006-01-25,72000.0,71500.0,395411.0,29.59,148872,-186342,54660
2006-01-26,72000.0,69900.0,410656.0,28.93,129715,-82845,10510
2006-01-27,71000.0,70400.0,358768.0,29.14,64885,-85005,18040
2006-01-31,70400.0,70000.0,424672.0,28.97,151698,-122368,11450
2006-02-01,69100.0,68100.0,534449.0,28.19,17561,81499,-84790
2006-02-02,68600.0,69000.0,451606.0,28.56,5976,-9196,35180
2006-02-03,68300.0,66600.0,691135.0,27.56,108473,85277,930
2006-02-06,66100.0,67800.0,367328.0,28.06,-30184,70214,-62110
2006-02-07,68200.0,69500.0,564282.0,28.76,-175600,-15250,127290
2006-02-08,69100.0,67900.0,353361.0,28.1,18700,69434,-191832
2006-02-09,68900.0,70100.0,426942.0,29.01,-42956,13634,-52750
2006-02-10,70500.0,70600.0,198751.0,29.22,-50977,36860,7687
2006-02-13,71500.0,71600.0,261901.0,29.63,-83153,12553,72890
2006-02-14,72000.0,71700.0,154931.0,29.68,-21806,17266,-1510
2006-02-15,72100.0,72500.0,278217.0,30.01,-47950,47390,-59180
2006-02-16,73400.0,73700.0,449349.0,30.5,-80513,141333,-104650
2006-02-17,73700.0,73700.0,157510.0,30.5,-24063,46803,-29900
2006-02-20,74200.0,74500.0,305454.0,30.83,-67111,136731,-89730
2006-02-21,74500.0,76000.0,327831.0,31.45,-61741,132821,-72170
2006-02-22,76000.0,77200.0,332096.0,31.95,-33673,133803,-92620
2006-02-23,77200.0,78500.0,399901.0,32.49,-102238,201061,-98743
2006-02-24,78800.0,79000.0,174509.0,32.7,-80710,75820,2420
2006-02-27,78400.0,79300.0,207692.0,32.82,-70594,79196,-6262
2006-02-28,80000.0,77300.0,292874.0,31.99,-13141,44131,-27900
2006-03-02,79000.0,77800.0,304270.0,32.2,-57901,122909,-9770
2006-03-03,78000.0,77600.0,314382.0,32.12,-58782,-24118,89040
2006-03-06,78200.0,78700.0,387287.0,32.57,-66306,150396,-100960
2006-03-07,79700.0,78600.0,315915.0,32.53,-116519,159829,-41410
2006-03-08,79700.0,79400.0,271171.0,32.86,-31783,42955,-17832
2006-03-09,79600.0,78700.0,148041.0,32.57,-7733,13693,10080
2006-03-10,79700.0,79500.0,141280.0,32.9,-21004,534,20980
2006-03-13,79800.0,80400.0,217772.0,33.28,-67830,67670,-17930
2006-03-14,80500.0,80900.0,299864.0,33.48,-83334,41964,45320
2006-03-15,81200.0,80700.0,224953.0,33.4,-81135,101365,-26470
2006-03-16,80800.0,80300.0,161953.0,33.23,-60970,32450,29840
2006-03-17,79700.0,80500.0,139571.0,33.32,-17520,13580,-22520
2006-03-20,79300.0,81400.0,142910.0,33.69,-38500,13190,33100
2006-03-21,81800.0,80800.0,168670.0,33.44,-44490,13480,34070
2006-03-22,79700.0,79400.0,163362.0,32.86,1913,12857,-11780
2006-03-23,79900.0,79100.0,90191.0,32.74,-3601,-8469,1600
2006-03-24,77800.0,78800.0,115991.0,32.61,-20300,12570,1380
2006-03-27,78500.0,80000.0,122934.0,33.11,-38424,51236,1368
2006-03-28,79100.0,80000.0,160344.0,33.11,-9861,108021,-93790
2006-03-29,79000.0,81300.0,185740.0,33.65,-65110,62950,11640
2006-03-30,81000.0,83200.0,370574.0,34.43,-158731,116783,35850
2006-03-31,84500.0,84800.0,552883.0,35.1,-105222,-60331,197490
2006-04-03,84500.0,86600.0,344350.0,35.84,-78826,-46924,121950
2006-04-04,88000.0,88000.0,475227.0,36.42,-127818,-8402,169730
2006-04-05,88000.0,88900.0,149540.0,36.79,-8500,4050,-11000
2006-04-06,89900.0,88500.0,165390.0,36.63,-14700,-16450,37230
2006-04-07,88500.0,88000.0,146821.0,36.42,-24170,-19071,45951
2006-04-10,88900.0,88000.0,205225.0,36.42,-3135,-69125,65770
2006-04-11,88300.0,89600.0,191382.0,37.08,4471,-26641,16420
2006-04-12,89000.0,89300.0,216480.0,36.96,32871,75469,-110580
2006-04-13,89300.0,90500.0,891544.0,37.46,41845,82195,-154450
2006-04-14,89900.0,92500.0,276406.0,38.28,-48937,71337,-31910
2006-04-17,92500.0,90900.0,142514.0,37.62,39229,-21159,4760
2006-04-18,89700.0,91000.0,166721.0,37.66,-37262,22361,25480
2006-04-19,91800.0,92800.0,241359.0,38.41,-20696,19546,4790
2006-04-20,92100.0,94600.0,167669.0,39.15,-58018,17218,24750
2006-04-21,93500.0,93300.0,210889.0,38.61,42947,-44417,20790
2006-04-24,95200.0,95000.0,361240.0,39.32,-40580,17240,-2790
2006-04-25,94600.0,92000.0,788704.0,38.08,243644,158098,-471902
2006-04-26,92700.0,98000.0,395495.0,40.56,-248429,188686,13640
2006-04-27,98000.0,96500.0,232507.0,39.94,-54409,80631,11250
2006-04-28,92500.0,90400.0,980416.0,37.41,293768,-187988,-65660
2006-05-02,89800.0,91900.0,506971.0,38.04,-30366,72276,-65940
2006-05-03,92900.0,93600.0,1026187.0,38.74,28601,488839,-622720
2006-05-04,94000.0,98000.0,641729.0,40.56,-134268,132723,-11505
2006-05-08,99700.0,103500.0,526620.0,42.84,-226013,97523,116130
2006-05-09,102500.0,101000.0,253140.0,41.8,-7252,-5444,13972
2006-05-10,101000.0,105000.0,306292.0,43.46,-68741,15612,56623
2006-05-11,105000.0,108000.0,254691.0,44.7,-21947,27292,-3245
2006-05-12,106000.0,110000.0,535071.0,45.53,5337,-36118,34856
2006-05-15,107000.0,105500.0,474690.0,43.66,-42862,154803,-115932
2006-05-16,106000.0,104000.0,481380.0,43.04,12164,-34819,6786
2006-05-17,101500.0,101500.0,568379.0,42.01,62614,88001,-198520
2006-05-18,97900.0,99900.0,255581.0,41.35,-41321,70726,-39584
2006-05-19,99000.0,102500.0,293840.0,42.42,12322,48649,-66640
2006-05-22,102000.0,100000.0,206418.0,41.39,-12576,22357,10355
2006-05-23,97900.0,96400.0,430749.0,39.9,3786,69959,-71333
2006-05-24,96400.0,100000.0,383437.0,41.39,-34220,15872,10308
2006-05-25,101000.0,97000.0,327096.0,40.15,41141,9508,-64125
2006-05-26,98000.0,97200.0,291593.0,40.23,9827,62363,-81810
2006-05-29,97400.0,97200.0,195325.0,40.23,-33518,29255,-1740
2006-05-30,96200.0,96800.0,287610.0,40.06,-18458,61898,-42420
2006-06-01,97400.0,96500.0,628717.0,39.94,-31114,125284,-74010
2006-06-02,98100.0,103000.0,408454.0,42.63,-46478,72180,-5082
2006-06-05,104000.0,107500.0,377143.0,44.49,-32934,-93047,133798
2006-06-07,103000.0,103500.0,392713.0,42.84,7021,45253,-58584
2006-06-08,102500.0,97000.0,389364.0,40.15,36797,-41728,-20438
2006-06-09,98500.0,98400.0,268548.0,40.73,20643,1905,-981
2006-06-12,96800.0,102000.0,233317.0,42.22,-46026,15000,24046
2006-06-13,100000.0,99900.0,178456.0,41.35,-13314,22150,-25410
2006-06-14,98200.0,101000.0,293281.0,41.8,-14043,13887,-2887
2006-06-15,103000.0,104500.0,197171.0,43.25,-23571,34467,-8529
2006-06-16,106500.0,108000.0,308946.0,44.7,25215,-19169,-4103
