Symbol,한화_시가(원),한화_종가(원),한화_거래량(주),한화_PER(IFRS-연결),한화_순매수수량(개인)(주),한화_순매수수량(기관계)(주),한화_순매수수량(외국인계)(주)
2008-12-01,18900.0,18450.0,970505.0,6.05,-99736,37286,50900
2008-12-02,17200.0,17750.0,692364.0,5.82,12590,-20070,32690
2008-12-03,18300.0,18300.0,1025759.0,6.0,-25931,24671,-38790
2008-12-04,18850.0,18300.0,1621981.0,6.0,-20723,39243,-41910
2008-12-05,18600.0,18700.0,733271.0,6.13,-60018,50253,11215
2008-12-08,19300.0,21350.0,2495277.0,7.0,-267383,408369,-115376
2008-12-09,21800.0,21400.0,3024027.0,7.01,-179263,754969,-574596
2008-12-10,21700.0,21950.0,1949111.0,7.19,-466082,351396,58640
2008-12-11,22100.0,23100.0,2615587.0,7.57,-600437,517207,-52130
2008-12-12,22600.0,21650.0,1434830.0,7.1,116,64774,-75290
2008-12-15,22500.0,23700.0,1628819.0,7.77,-256526,155451,73240
2008-12-16,23400.0,23100.0,1319887.0,7.57,152386,-96,-154920
2008-12-17,24150.0,22500.0,1152043.0,7.37,38313,-76931,35580
2008-12-18,22700.0,21900.0,1118241.0,7.18,64849,-153309,91350
2008-12-19,21650.0,22200.0,897730.0,7.28,-11364,-62296,75860
2008-12-22,22550.0,22500.0,951546.0,7.37,-52479,-7981,57860
2008-12-23,22100.0,21000.0,727958.0,6.88,21614,-3757,24643
2008-12-24,20800.0,20000.0,804838.0,6.56,98469,-135039,21000
2008-12-26,20350.0,20350.0,2113834.0,6.67,189373,-112277,-21510
2008-12-29,19950.0,18600.0,1019374.0,6.1,226213,-227993,9570
2008-12-30,18950.0,19250.0,754618.0,6.31,-110127,57847,80680
2009-01-02,19700.0,22100.0,1443023.0,5.53,-217415,220465,-77620
2009-01-05,23000.0,22500.0,1394385.0,5.63,-257559,291549,-145460
2009-01-06,22750.0,23850.0,1548506.0,5.97,-328212,295687,8835
2009-01-07,24000.0,24500.0,1721664.0,6.13,-361030,231351,70323
2009-01-08,24000.0,25100.0,2297277.0,6.28,-296550,331710,1220
2009-01-09,25150.0,24000.0,1219184.0,6.01,56846,-35388,-35628
2009-01-12,24000.0,23950.0,1501702.0,6.0,-145151,-30569,193996
2009-01-13,24300.0,25250.0,1447440.0,6.32,-17865,-146475,176930
2009-01-14,24950.0,26000.0,1222307.0,6.51,-166201,152601,13620
2009-01-15,25100.0,23650.0,1787485.0,5.92,152113,31584,-189837
2009-01-16,24700.0,26800.0,2802139.0,6.71,-95499,171199,-74250
2009-01-19,27800.0,26900.0,2092826.0,6.73,-167244,148799,39505
2009-01-20,26900.0,27150.0,1916782.0,6.8,-48503,104173,-61750
2009-01-21,27000.0,25750.0,3281439.0,6.45,-57942,81242,24160
2009-01-22,27900.0,28550.0,2977453.0,7.15,-137226,174386,-60520
2009-01-23,28700.0,27900.0,1524201.0,6.98,-153059,189229,-111890
2009-01-28,28800.0,28300.0,1005704.0,7.08,35093,-39536,-31297
2009-01-29,28300.0,28000.0,1156553.0,7.01,-82287,-15623,50260
2009-01-30,27400.0,28950.0,968799.0,7.25,-173104,147614,20710
2009-02-02,28400.0,27650.0,715222.0,6.92,35610,-61620,5180
2009-02-03,27700.0,27450.0,890415.0,6.87,100852,-137532,31780
2009-02-04,28100.0,28100.0,870287.0,7.03,-16461,15827,-13850
2009-02-05,27800.0,27800.0,625577.0,6.96,-97444,2324,60710
2009-02-06,28400.0,29800.0,1862130.0,7.46,-48712,-44368,51660
2009-02-09,30250.0,29950.0,2819810.0,7.5,1735796,-1751854,29360
2009-02-10,30800.0,30400.0,815637.0,7.61,2931,61348,-66290
2009-02-11,29300.0,30050.0,781898.0,7.52,128849,-142043,7596
2009-02-12,30050.0,29050.0,713353.0,7.27,165571,-90623,-63570
2009-02-13,29600.0,29400.0,681498.0,7.36,77071,-150205,68890
2009-02-16,28900.0,28700.0,648647.0,7.18,-20820,-13570,37370
2009-02-17,28500.0,27150.0,759648.0,6.8,-344,24914,-22340
2009-02-18,26800.0,27200.0,752440.0,6.81,75697,-30877,-46240
2009-02-19,27300.0,27000.0,601380.0,6.76,-70298,51741,-3485
2009-02-20,26500.0,25400.0,972505.0,6.36,18237,-45247,20000
2009-02-23,25000.0,26450.0,742778.0,6.62,24863,-113803,25140
2009-02-24,25200.0,25000.0,693631.0,6.26,178637,-119262,-58520
2009-02-25,25800.0,24050.0,636125.0,6.02,-18208,1946,1013
2009-02-26,24300.0,23900.0,657245.0,5.98,-3152,-5522,14270
2009-02-27,24000.0,24150.0,381923.0,6.05,26508,-57849,17171
2009-03-02,23500.0,22400.0,666046.0,5.61,152560,-87621,-61840
2009-03-03,21300.0,21550.0,1243034.0,5.39,376427,-384361,45307
2009-03-04,21500.0,23150.0,728082.0,5.8,-34639,6215,22184
2009-03-05,23600.0,22500.0,757231.0,5.63,76605,-54395,-13940
2009-03-06,21800.0,23000.0,571596.0,5.76,-111006,33146,73130
2009-03-09,23800.0,23400.0,498605.0,5.86,93374,-61124,-20940
2009-03-10,23050.0,24350.0,673368.0,6.1,-99680,33354,52096
2009-03-11,25100.0,25100.0,723898.0,6.28,-137086,121499,31717
2009-03-12,25200.0,24800.0,640955.0,6.21,-84830,118930,-42340
2009-03-13,25500.0,26800.0,1375280.0,6.71,-274103,254993,-40070
2009-03-16,27000.0,26450.0,607020.0,6.62,-6997,37237,-43540
2009-03-17,26900.0,28200.0,767686.0,7.06,-181203,81103,78630
2009-03-18,28700.0,28300.0,516168.0,7.08,-85198,54638,22730
2009-03-19,28850.0,28000.0,538824.0,7.01,-142324,132093,-4539
2009-03-20,28100.0,27950.0,375572.0,7.0,-77822,41462,40060
2009-03-23,28300.0,29600.0,805915.0,7.41,-62935,-31375,119820
2009-03-24,30200.0,29750.0,744935.0,7.45,133925,-141091,20290
2009-03-25,29600.0,31200.0,1091263.0,7.81,-135707,144699,-7292
2009-03-26,31200.0,31350.0,899216.0,7.85,-182942,156771,-5648
2009-03-27,31800.0,30200.0,804349.0,7.56,39215,-94445,57040
2009-03-30,30150.0,29500.0,1205701.0,7.38,-115097,118357,-30660
2009-03-31,30250.0,29500.0,778971.0,7.38,-54264,109952,-67868
2009-04-01,30100.0,31100.0,1008092.0,7.79,-165984,155124,-17220
2009-04-02,31900.0,32400.0,1025184.0,8.11,-325145,224615,33100
2009-04-03,32800.0,32850.0,718374.0,8.22,-55190,23420,-1180
2009-04-06,32900.0,33050.0,731756.0,8.27,-65965,48713,-10690
2009-04-07,32750.0,33450.0,645801.0,8.37,-149527,158717,-6980
2009-04-08,33050.0,35050.0,1557301.0,8.77,-351967,492108,-166996
2009-04-09,35500.0,37800.0,1760328.0,9.46,-240309,464097,-227488
2009-04-10,39000.0,38200.0,1859063.0,9.56,-28895,94815,-73700
2009-04-13,39000.0,37500.0,902704.0,9.39,151644,-36065,-109539
2009-04-14,37600.0,36900.0,914238.0,9.24,176604,-98941,-53073
2009-04-15,36000.0,36500.0,774648.0,9.14,64057,-75786,18489
2009-04-16,37600.0,37400.0,1230188.0,9.36,-82125,92154,25160
2009-04-17,38500.0,36550.0,997992.0,9.15,395604,-377664,54740
2009-04-20,36900.0,36000.0,607028.0,9.01,68765,-76825,5040
2009-04-21,34900.0,37400.0,800334.0,9.36,10032,37728,-48300
2009-04-22,37800.0,37600.0,1024560.0,9.41,198649,-176171,-17758
2009-04-23,37700.0,37050.0,996119.0,9.27,193306,-156251,-31239
2009-04-24,37200.0,37500.0,1015916.0,9.39,-173823,157955,23720
2009-04-27,38150.0,37250.0,807444.0,9.32,-101191,91470,11473
2009-04-28,37300.0,35300.0,856504.0,8.84,54520,-50030,4140
2009-04-29,35500.0,36350.0,623372.0,9.1,11247,-119177,120130
2009-04-30,37000.0,37500.0,961118.0,9.39,-84663,13329,64834
2009-05-04,38350.0,37900.0,737409.0,9.49,69220,-69890,10370
2009-05-06,38050.0,39100.0,1104332.0,9.79,3867,45743,-58380
2009-05-07,40150.0,39150.0,1017892.0,9.8,-33726,-22584,22100
2009-05-08,38900.0,39500.0,715318.0,9.89,88003,-73741,-19080
2009-05-11,39600.0,38700.0,573092.0,9.69,103705,-81895,-33960
2009-05-12,38200.0,37250.0,1215871.0,9.32,290529,-455095,125290
2009-05-13,37000.0,36700.0,1086880.0,9.19,285402,-331722,59020
2009-05-14,35950.0,36200.0,687885.0,9.06,-8411,-18279,35120
2009-05-15,36700.0,36700.0,518315.0,9.19,-17345,12365,-16150
2009-05-18,37100.0,36450.0,695595.0,9.12,196927,-127857,-42160
2009-05-19,37200.0,38000.0,808288.0,9.51,17691,-18801,-8180
2009-05-20,37850.0,38000.0,743812.0,9.51,-85326,-66844,146230
2009-05-21,37650.0,36350.0,955064.0,9.1,91923,-75376,-13360
2009-05-22,35700.0,34550.0,1377688.0,8.65,168786,-194946,11450
2009-05-25,34100.0,35350.0,1104307.0,8.85,96167,-154427,106090
2009-05-26,35350.0,33800.0,711045.0,8.46,78002,-106087,26545
2009-05-27,34450.0,34500.0,1032575.0,8.64,21667,-30446,88650
2009-05-28,34000.0,34150.0,758881.0,8.55,90993,-153643,71150
2009-05-29,34150.0,35000.0,597946.0,8.76,-112987,-13187,125924
2009-06-01,35000.0,35450.0,691804.0,8.87,206303,-3503,-232950
2009-06-02,35900.0,34850.0,1135293.0,8.72,387077,-69502,-314455
2009-06-03,35300.0,34400.0,692897.0,8.61,250602,-246172,-4340
2009-06-04,34600.0,34500.0,1030036.0,8.64,22846,85049,-123180
2009-06-05,34750.0,35850.0,767189.0,8.97,-224639,239470,-33361
2009-06-08,36200.0,37150.0,1419407.0,9.3,-488651,414666,-76205
2009-06-09,37700.0,36700.0,857258.0,9.19,-228020,272811,-59883
2009-06-10,36700.0,37600.0,856682.0,9.41,-304525,343177,-50952
2009-06-11,37600.0,38300.0,1282058.0,9.59,-441933,354333,56670
2009-06-12,38550.0,38400.0,687405.0,9.61,-124576,159726,-30140
2009-06-15,38400.0,36200.0,2978388.0,9.06,219770,-148100,15780
2009-06-16,35700.0,35900.0,581505.0,8.99,28431,-3024,-19190
2009-06-17,35900.0,35100.0,496184.0,8.79,81197,-118287,38210
2009-06-18,35400.0,35000.0,372214.0,8.76,-45841,91871,-45510
2009-06-19,35350.0,34600.0,379673.0,8.66,-19896,6686,10840
2009-06-22,34700.0,35800.0,499887.0,8.96,-150125,113935,13890
2009-06-23,35200.0,34850.0,471032.0,8.72,-16577,7984,-18497
2009-06-24,35100.0,34400.0,433714.0,8.61,-40555,-19535,21559
2009-06-25,34450.0,35200.0,464501.0,8.81,-78605,-9615,76490
2009-06-26,35650.0,34900.0,248622.0,8.74,5529,-13662,5273
2009-06-29,34900.0,33750.0,398963.0,8.45,76790,-84245,-3835
2009-06-30,34050.0,32850.0,823092.0,8.22,-55012,51784,8706
2009-07-01,32700.0,33400.0,395324.0,8.36,-86141,37351,48330
2009-07-02,33800.0,34500.0,466635.0,8.64,-45606,16197,33679
2009-07-03,33850.0,35050.0,404430.0,8.77,-159468,162959,-20541
2009-07-06,35050.0,34750.0,265835.0,8.7,7809,-11990,10201
2009-07-07,34700.0,34600.0,305436.0,8.66,-27405,5025,9600
2009-07-08,34500.0,34900.0,385298.0,8.74,26534,12215,-34749
2009-07-09,35150.0,34100.0,495537.0,8.54,149600,-155760,40990
2009-07-10,34000.0,33200.0,417671.0,8.31,104088,-117208,21390
2009-07-13,33200.0,32600.0,475049.0,8.16,101460,-79870,14080
2009-07-14,33000.0,30800.0,958062.0,7.71,250168,-288168,81360
2009-07-15,31200.0,32750.0,545124.0,8.2,-74270,38240,42290
2009-07-16,33500.0,34300.0,732329.0,8.59,-212001,231391,-22710
2009-07-17,34800.0,34950.0,509138.0,8.75,-177329,219466,-63907
2009-07-20,35000.0,35850.0,801732.0,8.97,-131722,131752,9240
2009-07-21,36050.0,36550.0,806683.0,9.15,-317316,304156,-18070
2009-07-22,36800.0,37200.0,540317.0,9.31,-253570,250050,9810
2009-07-23,37350.0,38000.0,981835.0,9.51,-414618,460678,-51480
2009-07-24,38400.0,38000.0,567594.0,9.51,-214704,186664,61630
2009-07-27,37500.0,37950.0,490608.0,9.5,-70653,35569,34264
2009-07-28,37900.0,38550.0,622596.0,9.65,-162489,218439,-51650
2009-07-29,38800.0,38500.0,363413.0,9.64,-89099,84289,2800
2009-07-30,38300.0,38650.0,427420.0,9.68,-212911,187861,5530
2009-07-31,39000.0,39450.0,817562.0,9.88,-119331,179577,-63446
2009-08-03,39200.0,39600.0,648883.0,9.91,1176,-85506,124920
2009-08-04,39900.0,39500.0,906427.0,9.89,74503,-269273,231720
2009-08-05,39400.0,38550.0,956796.0,9.65,-4145,-145242,193327
2009-08-06,38200.0,38550.0,525143.0,9.65,-76326,50057,19469
2009-08-07,38600.0,39200.0,485221.0,9.81,-11314,-17716,27480
2009-08-10,39450.0,40600.0,1164222.0,10.16,-68423,82799,-24386
2009-08-11,40600.0,40100.0,603085.0,10.04,-48451,191407,-158726
2009-08-12,40300.0,40550.0,1405408.0,10.15,-2586,351336,-335100
2009-08-13,41000.0,40500.0,1525821.0,10.14,127376,69154,-185680
2009-08-14,40600.0,40650.0,728267.0,10.18,25110,134860,-166970
2009-08-17,40300.0,39950.0,715428.0,10.0,-148979,145869,-19160
2009-08-18,39600.0,39350.0,753546.0,9.85,34369,-8029,-30670
2009-08-19,39500.0,38750.0,449059.0,9.7,-20071,-51739,76070
2009-08-20,38850.0,41850.0,1358638.0,10.48,-250373,172396,54417
2009-08-21,42100.0,43350.0,1563816.0,10.85,-465040,199051,273829
2009-08-24,44650.0,44250.0,1024896.0,11.08,-167067,-215251,374218
2009-08-25,43650.0,43800.0,662370.0,10.96,-45472,-105098,161350
2009-08-26,43850.0,44250.0,558826.0,11.08,-112320,-3690,105170
2009-08-27,44250.0,43050.0,482543.0,10.78,-41794,-15861,44140
2009-08-28,43500.0,43250.0,496886.0,10.83,47902,-103110,60368
2009-08-31,43450.0,43800.0,613627.0,10.96,20657,-56626,37119
2009-09-01,43800.0,44250.0,483403.0,11.08,-76618,-5438,86856
2009-09-02,43600.0,43700.0,631698.0,10.94,35627,-63417,22580
2009-09-03,43500.0,42700.0,486278.0,10.69,45195,-87324,53429
2009-09-04,43100.0,42550.0,443404.0,10.65,74130,-145254,87684
2009-09-07,43050.0,43850.0,468776.0,10.98,-6610,-56870,38420
2009-09-08,44100.0,44150.0,566150.0,11.05,-17858,3558,310
2009-09-09,43900.0,40400.0,4097522.0,10.11,868347,-901550,79333
2009-09-10,41000.0,40750.0,1446475.0,10.2,71450,-131503,82123
2009-09-11,41400.0,42650.0,1583437.0,10.68,-297861,253902,45709
2009-09-14,43200.0,43250.0,727362.0,10.83,-174669,-48221,211040
2009-09-15,43800.0,43550.0,600166.0,10.9,-118531,-1559,124250
2009-09-16,43800.0,43750.0,750006.0,10.95,-63533,-11159,80752
2009-09-17,44200.0,44000.0,1049185.0,11.01,-81310,-301,114120
2009-09-18,44600.0,47200.0,2177795.0,11.82,-201592,-262000,497940
2009-09-21,47100.0,47000.0,601120.0,11.77,-39601,-51457,101708
2009-09-22,47500.0,47650.0,654203.0,11.93,-30716,-7564,35570
2009-09-23,47250.0,45000.0,1451551.0,11.26,128926,-150506,33320
2009-09-24,45200.0,45000.0,542532.0,11.26,-46713,44443,4220
2009-09-25,45400.0,44050.0,492079.0,11.03,57752,1418,-30640
2009-09-28,43700.0,43100.0,701471.0,10.79,56978,-70744,666
2009-09-29,43500.0,44200.0,505385.0,11.06,-68703,68423,-2230
2009-09-30,44200.0,43050.0,423846.0,10.78,-45444,105864,-72800
2009-10-01,43100.0,41850.0,537364.0,10.48,67541,-87120,24100
2009-10-05,41100.0,42200.0,390855.0,10.56,-62675,9145,61460
2009-10-06,42400.0,42500.0,337729.0,10.64,-73902,5682,69310
2009-10-07,43450.0,42000.0,373254.0,10.51,-93822,95641,46831
2009-10-08,42400.0,42700.0,306067.0,10.69,3432,-29255,23613
2009-10-09,43000.0,43750.0,358676.0,10.95,-50452,63402,-26120
2009-10-12,44200.0,44100.0,262264.0,11.04,-8462,582,8390
2009-10-13,43500.0,42900.0,237826.0,10.74,9323,5640,-13093
2009-10-14,43000.0,43900.0,321619.0,10.99,-65311,-16957,99020
2009-10-15,44150.0,43200.0,263794.0,10.81,22163,-40444,17941
2009-10-16,43350.0,42500.0,264972.0,10.64,2974,-35964,16260
2009-10-19,42200.0,41850.0,356673.0,10.48,109568,-139644,29426
2009-10-20,42150.0,42350.0,307161.0,10.6,11647,-18370,1270
2009-10-21,42500.0,43050.0,409294.0,10.78,-22670,-33052,51960
2009-10-22,42550.0,42500.0,243300.0,10.64,-22182,918,20194
2009-10-23,43350.0,42700.0,235083.0,10.69,-46390,73430,-25800
2009-10-26,42300.0,41900.0,255878.0,10.49,49287,-22427,-26750
2009-10-27,41300.0,40500.0,649399.0,10.14,265583,-232253,-29450
2009-10-28,40450.0,38900.0,715026.0,9.74,182532,-196012,11540
2009-10-29,38500.0,39150.0,393856.0,9.8,-83799,61309,24910
2009-10-30,39950.0,38800.0,250688.0,9.71,55912,-59296,334
2009-11-02,37450.0,38350.0,248747.0,9.6,-92315,6798,73757
2009-11-03,38450.0,37950.0,205343.0,9.5,13860,-33700,13690
2009-11-04,38000.0,38850.0,271200.0,9.73,2764,37116,-49090
2009-11-05,38500.0,38400.0,297985.0,9.61,24072,24668,-53840
2009-11-06,39200.0,38450.0,176665.0,9.63,44570,-12273,-32707
2009-11-09,38250.0,38000.0,298244.0,9.51,32222,487,-33799
2009-11-10,38450.0,38350.0,197074.0,9.6,-29950,33380,-1550
2009-11-11,38500.0,38900.0,221834.0,9.74,-33130,71610,-51090
2009-11-12,39050.0,39850.0,522088.0,9.98,-124858,225448,-82080
2009-11-13,40000.0,40200.0,326545.0,10.06,-19540,60670,-47650
2009-11-16,40000.0,40800.0,363284.0,10.21,12315,77385,-106960
2009-11-17,41450.0,41600.0,627589.0,10.41,-270730,349010,-85320
2009-11-18,41900.0,41750.0,305048.0,10.45,-45382,45372,-5020
2009-11-19,41700.0,41600.0,235979.0,10.41,-54694,1454,51020
2009-11-20,41600.0,42500.0,217960.0,10.64,-93494,70934,34970
2009-11-23,42500.0,41350.0,297207.0,10.35,56993,17516,-89579
2009-11-24,41750.0,41550.0,277409.0,10.4,14662,-14630,-16140
2009-11-25,41900.0,42950.0,413986.0,10.75,-132903,92123,1480
2009-11-26,43300.0,42600.0,339633.0,10.66,-5138,22208,-20200
2009-11-27,41600.0,40800.0,490007.0,10.21,-69243,118813,-49880
2009-11-30,41550.0,42500.0,355883.0,10.64,-7101,19250,-20039
2009-12-01,42000.0,42250.0,308163.0,10.58,16004,8976,-35920
2009-12-02,42600.0,42500.0,450232.0,10.64,-8862,-9005,13397
2009-12-03,42700.0,44300.0,666787.0,11.09,-215070,149790,38320
2009-12-04,44300.0,44700.0,605105.0,11.19,-111317,49530,62297
2009-12-07,45150.0,44800.0,287056.0,11.21,-14425,-41955,52830
2009-12-08,44800.0,44950.0,256678.0,11.25,-18391,-129,19150
2009-12-09,44450.0,44500.0,353279.0,11.14,10886,13967,-31723
2009-12-10,44500.0,44950.0,563858.0,11.25,-27768,-69560,91778
2009-12-11,44950.0,46750.0,790207.0,11.7,-208615,190343,22772
2009-12-14,47000.0,47000.0,430277.0,11.77,-83423,107193,-21110
2009-12-15,47000.0,46500.0,356243.0,11.64,51964,21016,-62520
2009-12-16,46750.0,46300.0,380009.0,11.59,32415,5415,-43460
2009-12-17,46300.0,46500.0,337180.0,11.64,-56307,79840,-14560
2009-12-18,45800.0,46150.0,298722.0,11.55,39071,-39511,-820
2009-12-21,46750.0,47100.0,624836.0,11.79,42664,4536,-30760
2009-12-22,47400.0,46550.0,309289.0,11.65,-5671,26161,-19860
2009-12-23,46600.0,45300.0,374929.0,11.34,75056,-73103,3798
2009-12-24,45300.0,46800.0,460246.0,11.72,-134201,100771,30330
2009-12-28,46800.0,46250.0,327929.0,11.58,-5964,-5138,20280
2009-12-29,46450.0,47000.0,321976.0,11.77,-62220,49220,17590
2009-12-30,47400.0,47800.0,393580.0,11.97,-58059,56169,1050
2010-01-04,48000.0,49200.0,445753.0,6.45,-13684,17054,1710
2010-01-05,49600.0,49350.0,421034.0,6.47,-69786,60996,10150
2010-01-06,49700.0,50600.0,570040.0,6.63,-21583,-8725,38157
2010-01-07,51000.0,50400.0,379318.0,6.61,-36782,-21433,56399
2010-01-08,51400.0,50600.0,450005.0,6.63,50719,-45259,-8922
2010-01-11,50300.0,50100.0,435730.0,6.57,-7759,31087,-7912
2010-01-12,49950.0,49450.0,418945.0,6.48,75060,-89630,27500
2010-01-13,49150.0,48150.0,386190.0,6.31,73595,-80671,18912
2010-01-14,48700.0,49900.0,623289.0,6.54,-75018,81012,-7414
2010-01-15,50500.0,51000.0,517992.0,6.69,-98416,82026,19100
2010-01-18,51000.0,51300.0,348589.0,6.72,-9412,40327,-35039
2010-01-19,51900.0,50600.0,347097.0,6.63,45918,2992,-41227
2010-01-20,51000.0,49900.0,448526.0,6.54,77691,-71791,1890
2010-01-21,49350.0,50100.0,343255.0,6.57,64215,-20407,-45178
2010-01-22,49350.0,48400.0,541424.0,6.34,169125,-132889,-29898
2010-01-25,47200.0,46800.0,493310.0,6.13,158791,-148547,-8674
2010-01-26,47100.0,45850.0,387283.0,6.01,56374,-76574,6670
2010-01-27,46550.0,46150.0,261171.0,6.05,26316,-23096,4440
2010-01-28,46400.0,47400.0,348156.0,6.21,58648,-20878,-34500
2010-01-29,47000.0,46750.0,408322.0,6.13,3710,37400,-41730
2010-02-01,46900.0,47300.0,400800.0,6.2,36989,486,-16745
2010-02-02,47900.0,44200.0,1835981.0,5.79,282655,-253626,7629
2010-02-03,45300.0,46150.0,930264.0,6.05,-46389,-86946,164865
2010-02-04,46150.0,45650.0,376774.0,5.98,70237,-150514,96838
2010-02-05,44000.0,43200.0,605365.0,5.66,14255,-30465,18330
2010-02-08,43300.0,41800.0,372258.0,5.48,53196,-50124,-8702
2010-02-09,41500.0,43450.0,363030.0,5.7,-81102,44832,38490
2010-02-10,44400.0,44550.0,426830.0,5.84,-18705,-39326,63130
2010-02-11,44800.0,44950.0,295981.0,5.89,-25772,114967,-96535
2010-02-12,44950.0,45200.0,262685.0,5.93,40679,15420,-53575
2010-02-16,44700.0,45350.0,120585.0,5.94,-2955,-22645,20310
2010-02-17,45750.0,45800.0,245921.0,6.0,24315,-36450,10115
2010-02-18,45800.0,45150.0,224389.0,5.92,49235,-90275,17260
2010-02-19,44600.0,44200.0,438217.0,5.79,964,-7604,16330
2010-02-22,44550.0,44600.0,375166.0,5.85,79535,-83725,-2984
2010-02-23,44300.0,43800.0,384763.0,5.74,135663,-101048,-33385
2010-02-24,43800.0,43700.0,454569.0,5.73,179744,-119522,-55835
2010-02-25,44200.0,42550.0,402667.0,5.58,128285,-73975,-52130
2010-02-26,42950.0,42850.0,521133.0,5.62,121116,-109510,-12066
2010-03-02,43400.0,42200.0,633296.0,5.53,259466,-132681,-132485
2010-03-03,42550.0,43300.0,696413.0,5.68,85179,60471,-153350
2010-03-04,43650.0,43100.0,306315.0,5.65,75637,-39572,-12900
2010-03-05,43350.0,43850.0,289019.0,5.75,-46550,38800,-2240
2010-03-08,43200.0,43000.0,1146030.0,5.64,400020,-444473,57503
2010-03-09,43250.0,43550.0,567047.0,5.71,74620,-45900,-29480
2010-03-10,43600.0,44500.0,629829.0,5.83,-77453,26656,41387
2010-03-11,45100.0,44050.0,602614.0,5.77,55136,4765,-49931
2010-03-12,44450.0,44350.0,327732.0,5.81,-62746,112256,-46400
2010-03-15,44350.0,43550.0,343403.0,5.71,117263,-59672,-52391
2010-03-16,43600.0,44000.0,627854.0,5.77,77104,-50083,-21571
2010-03-17,44200.0,43000.0,1327354.0,5.64,570154,-393314,-157560
2010-03-18,42850.0,42400.0,979389.0,5.56,190526,-216086,31340
2010-03-19,42700.0,42550.0,424537.0,5.58,136879,-19560,-123899
2010-03-22,42300.0,42100.0,411356.0,5.52,115319,-71113,-35476
2010-03-23,42300.0,41050.0,859815.0,5.38,248379,-232479,-30600
2010-03-24,41400.0,41600.0,497094.0,5.45,-29349,-10201,27000
2010-03-25,41500.0,41300.0,337719.0,5.41,27950,4001,-33131
2010-03-26,41300.0,42450.0,555458.0,5.56,40127,-5065,-41922
2010-03-29,42000.0,42200.0,341988.0,5.53,28710,-3890,-20550
2010-03-30,42500.0,41900.0,380745.0,5.49,109259,-55450,-47549
2010-03-31,42000.0,41250.0,335706.0,5.41,20390,-40060,22580
2010-04-01,41700.0,41250.0,418615.0,5.41,60196,-65586,17290
2010-04-02,41350.0,40200.0,950364.0,5.27,334074,-353280,46330
2010-04-05,40500.0,40800.0,459974.0,5.35,30890,-34480,7850
2010-04-06,41100.0,40050.0,492820.0,5.25,107851,-125186,19635
2010-04-07,40050.0,40900.0,441129.0,5.36,-1810,-31280,31580
2010-04-08,40900.0,41300.0,373546.0,5.41,43050,-57240,19500
2010-04-09,41500.0,41000.0,414572.0,5.37,115381,-142088,33237
2010-04-12,41000.0,40450.0,293381.0,5.3,53340,-46480,-4730
2010-04-13,40350.0,41200.0,338492.0,5.4,-68970,35953,9467
2010-04-14,41700.0,42400.0,886784.0,5.56,-60797,94012,-78435
2010-04-15,42550.0,41950.0,513420.0,5.5,126206,-93046,-21530
2010-04-16,42200.0,42000.0,439773.0,5.51,-67974,38154,16020
2010-04-19,41400.0,40900.0,345419.0,5.36,24233,-27473,2700
2010-04-20,41400.0,40800.0,371584.0,5.35,76330,-70620,4200
2010-04-21,40850.0,42150.0,431603.0,5.53,-67761,46511,9480
2010-04-22,41750.0,42400.0,586931.0,5.56,-26820,42150,-51840
2010-04-23,42650.0,43250.0,1053093.0,5.67,-318370,286590,-5920
2010-04-26,43550.0,42550.0,820600.0,5.58,131922,-131041,-2160
2010-04-27,42600.0,41600.0,828134.0,5.45,209482,-212582,32596
2010-04-28,40900.0,40700.0,809784.0,5.34,252120,-265610,35690
2010-04-29,41050.0,40750.0,507189.0,5.34,49712,-30582,-8230
2010-04-30,41000.0,41350.0,399453.0,5.42,-103329,68869,32300
2010-05-03,41100.0,40600.0,395544.0,5.32,30450,-35180,3730
2010-05-04,40800.0,40050.0,469479.0,5.25,103067,-57177,-8870
2010-05-06,38850.0,37950.0,1072734.0,4.97,401240,-366710,-1282
2010-05-07,36300.0,37250.0,693276.0,4.88,8884,-40601,30903
2010-05-10,37750.0,38050.0,361054.0,4.99,58463,-66454,-21980
2010-05-11,38600.0,37800.0,469705.0,4.95,16798,-133148,124810
2010-05-12,37800.0,36900.0,478312.0,4.84,81710,-60943,-27847
2010-05-13,37250.0,36600.0,437088.0,4.8,-927,-25783,41610
2010-05-14,36600.0,37500.0,429745.0,4.92,35048,-20845,-11453
2010-05-17,36950.0,36250.0,521131.0,4.75,33932,-61953,22811
2010-05-18,36450.0,36700.0,359157.0,4.81,-58859,40419,-2950
2010-05-19,36150.0,35350.0,800864.0,4.63,240018,-305541,154630
2010-05-20,35050.0,34250.0,424895.0,4.49,34328,132,-46030
2010-05-24,34000.0,34000.0,440998.0,4.46,-53063,-8752,59580
2010-05-25,33300.0,32750.0,735231.0,4.29,-59840,95300,-76040
2010-05-26,33200.0,32300.0,509836.0,4.23,90614,-7773,-82271
2010-05-27,32300.0,32900.0,553461.0,4.31,89180,34570,-114110
2010-05-28,33350.0,33700.0,654337.0,4.42,187000,-125190,-57810
2010-05-31,33650.0,34450.0,312009.0,4.52,-4262,-3919,4061
2010-06-01,34400.0,34350.0,269430.0,4.5,25066,18000,-59626
2010-06-03,34550.0,34950.0,361648.0,4.58,67964,-14376,-58878
2010-06-04,35000.0,34400.0,245637.0,4.51,470,-3951,11631
