Symbol,한화_시가(원),한화_종가(원),한화_거래량(주),한화_PER(IFRS-연결),한화_순매수수량(개인)(주),한화_순매수수량(기관계)(주),한화_순매수수량(외국인계)(주)
2001-10-25,2680.0,2630.0,311950.0,1.66,9870,-9800,180
2001-10-26,2630.0,2655.0,283880.0,1.67,1960,-3710,0
2001-10-29,2655.0,2635.0,315240.0,1.66,2930,-1180,0
2001-10-30,2600.0,2610.0,740620.0,1.64,-1670,1500,-80
2001-10-31,2590.0,2590.0,264890.0,1.63,-3640,3640,0
2001-11-01,2580.0,2590.0,226810.0,1.63,1850,-1850,0
2001-11-02,2600.0,2585.0,266770.0,1.63,-7800,7800,0
2001-11-05,2590.0,2620.0,231310.0,1.65,21650,-21760,110
2001-11-06,2680.0,2730.0,997450.0,1.72,-72120,70110,0
2001-11-07,2735.0,2650.0,484650.0,1.67,30620,-30620,0
2001-11-08,2690.0,2690.0,282000.0,1.69,-7580,5620,0
2001-11-09,2670.0,2660.0,287600.0,1.68,27080,-24890,0
2001-11-12,2680.0,2685.0,431690.0,1.69,115670,330,-116000
2001-11-13,2710.0,2760.0,784950.0,1.74,-31470,30870,0
2001-11-14,2790.0,2785.0,460660.0,1.75,3990,-4160,0
2001-11-15,2795.0,2740.0,360350.0,1.73,-27790,26750,0
2001-11-16,2720.0,2680.0,443460.0,1.69,-63150,56400,5300
2001-11-19,2650.0,2700.0,517510.0,1.7,-190,-1190,1080
2001-11-20,2725.0,2670.0,338490.0,1.68,-25790,22430,720
2001-11-21,2700.0,2685.0,268500.0,1.69,-45810,41790,1440
2001-11-22,2685.0,2690.0,276660.0,1.69,14450,-14110,0
2001-11-23,2715.0,2790.0,798710.0,1.76,-34260,33740,0
2001-11-26,2830.0,2980.0,1187000.0,1.88,-54030,52650,0
2001-11-27,2980.0,2870.0,680030.0,1.81,-92830,79890,12480
2001-11-28,2870.0,2915.0,1847070.0,1.84,-27920,28250,-2790
2001-11-29,2890.0,2825.0,1067500.0,1.78,14860,-14790,0
2001-11-30,2865.0,2875.0,748870.0,1.81,23400,-22820,0
2001-12-03,2860.0,2840.0,446600.0,1.79,77700,-76780,220
2001-12-04,2890.0,2950.0,1154310.0,1.86,15560,-15560,0
2001-12-05,2980.0,2995.0,991840.0,1.89,-148890,129300,0
2001-12-06,3030.0,2910.0,783380.0,1.83,-18480,29790,1060
2001-12-07,3000.0,3110.0,1468810.0,1.96,-71060,58360,10470
2001-12-10,3190.0,3020.0,988000.0,1.9,48140,-47210,-930
2001-12-11,3000.0,2980.0,507680.0,1.88,3460,-3470,-430
2001-12-12,2980.0,2935.0,515240.0,1.85,12020,-10630,0
2001-12-13,2915.0,2950.0,1066930.0,1.86,271960,-250300,-10890
2001-12-14,2900.0,2830.0,748760.0,1.78,213650,-48530,-164890
2001-12-17,2820.0,2710.0,493890.0,1.71,14040,-11880,-2200
2001-12-18,2700.0,2650.0,380030.0,1.67,-21000,14670,5150
2001-12-19,2680.0,2615.0,378500.0,1.65,-1650,-970,2620
2001-12-20,2650.0,2660.0,336510.0,1.68,16460,10510,-29820
2001-12-21,2610.0,2620.0,419410.0,1.65,103850,-97000,-2200
2001-12-24,2625.0,2630.0,239320.0,1.66,-9110,7910,0
2001-12-26,2680.0,2730.0,294150.0,1.72,3410,-7610,0
2001-12-27,2630.0,2655.0,307840.0,1.67,21850,-21370,860
2001-12-28,2700.0,2750.0,793610.0,1.73,-57870,54800,0
2002-01-02,2760.0,2800.0,386977.0,,-64135,62935,0
2002-01-03,2800.0,2820.0,383004.0,,-69236,68746,0
2002-01-04,2830.0,2805.0,375980.0,,-60400,56690,140
2002-01-07,2810.0,2915.0,652377.0,,-9946,-6294,1140
2002-01-08,2860.0,2890.0,607070.0,,10020,-21640,0
2002-01-09,2930.0,2860.0,434915.0,,124745,-129405,7180
2002-01-10,2885.0,2750.0,593120.0,,142870,-137640,0
2002-01-11,2810.0,2800.0,433068.0,,30940,-38940,0
2002-01-14,2770.0,2800.0,263780.0,,-4330,3420,0
2002-01-15,2800.0,2730.0,269430.0,,25020,-22650,-1930
2002-01-16,2710.0,2710.0,166430.0,,-14460,12060,2400
2002-01-17,2680.0,2700.0,298179.0,,-59660,55660,2770
2002-01-18,2740.0,2740.0,292950.0,,31260,-28410,-1940
2002-01-21,2730.0,2855.0,411098.0,,-50317,46827,2210
2002-01-22,2860.0,2830.0,485348.0,,-20610,22040,0
2002-01-23,2820.0,2960.0,1453377.0,,162270,108510,-271630
2002-01-24,3020.0,2950.0,836139.0,,-57580,71520,-74820
2002-01-25,2990.0,3100.0,1714241.0,,-16830,4310,16280
2002-01-28,3235.0,3565.0,2659437.0,,-250600,181680,53920
2002-01-29,3785.0,3580.0,3231210.0,,416010,-55210,-351520
2002-01-30,3410.0,3970.0,8760565.0,,864750,-467270,-512290
2002-01-31,4100.0,3725.0,5522890.0,,690570,-297140,-348570
2002-02-01,3740.0,3600.0,3426372.0,,397840,-174700,-142790
2002-02-04,3555.0,3600.0,3154071.0,,250350,-20780,-267000
2002-02-05,3450.0,3330.0,3001734.0,,203144,-38244,-131000
2002-02-06,3350.0,3450.0,2172187.0,,247710,-7790,-249000
2002-02-07,3460.0,3430.0,3910773.0,,-111810,95880,0
2002-02-08,3530.0,3445.0,1529030.0,,-29450,30450,0
2002-02-14,3550.0,3900.0,3341442.0,,-41140,131260,-81330
2002-02-15,3850.0,3825.0,2721080.0,,128240,-127240,0
2002-02-18,3830.0,3920.0,2475685.0,,127130,-15120,-88000
2002-02-19,3960.0,3900.0,1954630.0,,73344,-79544,7000
2002-02-20,3715.0,3710.0,1380862.0,,85440,-22790,-37560
2002-02-21,3790.0,3815.0,2897285.0,,-39300,70840,-10000
2002-02-22,3800.0,3825.0,1223344.0,,-13630,8210,3000
2002-02-25,3825.0,3770.0,961340.0,,-71470,62660,0
2002-02-26,3800.0,3970.0,3886093.0,,-86290,80960,440
2002-02-27,4200.0,4565.0,4726725.0,,5730,27310,-36140
2002-02-28,4600.0,4530.0,3152682.0,,-71970,66590,4700
2002-03-04,4700.0,4460.0,2707350.0,,-142980,136930,3120
2002-03-05,4460.0,4315.0,2137502.0,,180290,-120790,-55780
2002-03-06,4290.0,4320.0,1775226.0,,71230,20670,-93010
2002-03-07,4320.0,4050.0,1875283.0,,72383,46517,-108420
2002-03-08,4070.0,4080.0,1311845.0,,79110,-53020,-55380
2002-03-11,4110.0,4300.0,2047039.0,,175629,-54169,-107300
2002-03-12,4300.0,4360.0,2328305.0,,123870,-95500,-31540
2002-03-13,4255.0,4160.0,1898334.0,,2860,-20230,-5460
2002-03-14,4200.0,3845.0,6637457.0,,155190,-125810,35490
2002-03-15,3605.0,3790.0,3651459.0,,65272,-30100,-39822
2002-03-18,3850.0,3790.0,3095125.0,,475489,-24629,-415800
2002-03-19,3760.0,3825.0,1473960.0,,-52670,54180,400
2002-03-20,3850.0,3660.0,1860771.0,,42314,-41434,2260
2002-03-21,3610.0,3800.0,1273841.0,,-62760,62310,-2290
2002-03-22,3900.0,3940.0,3267749.0,,-66971,65491,-1000
2002-03-25,3900.0,3805.0,1144580.0,,-33420,17980,5800
2002-03-26,3820.0,3705.0,1061270.0,,-85950,78610,6060
2002-03-27,3640.0,3765.0,2172650.0,,-65380,55390,1600
2002-03-28,3800.0,3740.0,1297231.0,,-11688,13418,-1000
2002-03-29,3760.0,3640.0,748660.0,,-25850,22330,0
2002-04-01,3650.0,3740.0,2316001.0,,171040,-140570,-31880
2002-04-02,3800.0,3690.0,1146758.0,,-89600,79740,8400
2002-04-03,3720.0,3740.0,1182012.0,,25720,-38000,5000
2002-04-04,3725.0,4100.0,5817532.0,,-24782,35242,-3460
2002-04-08,4080.0,4000.0,2071750.0,,-31560,16160,1420
2002-04-09,4090.0,4005.0,2437800.0,,-64760,46120,18400
2002-04-10,4080.0,4225.0,5693399.0,,49840,-68650,910
2002-04-11,4345.0,4260.0,3075790.0,,-202800,-99800,303960
2002-04-12,4200.0,4030.0,2043497.0,,27690,-67650,1200
2002-04-15,3950.0,3995.0,1580872.0,,-21190,19700,-1150
2002-04-16,3980.0,4095.0,1249363.0,,-48270,26760,17800
2002-04-17,4115.0,4125.0,2706973.0,,-117790,108330,3700
2002-04-18,4120.0,4085.0,1165434.0,,-124450,155920,7500
2002-04-19,4055.0,3975.0,1172235.0,,-180,4920,-5490
2002-04-22,3975.0,4100.0,2107831.0,,-73200,74350,-1800
2002-04-23,4160.0,4215.0,3632994.0,,-1470,7920,-3510
2002-04-24,4200.0,4200.0,3755817.0,,27690,-51620,19280
2002-04-25,4200.0,3670.0,2028270.0,,-31550,24710,4480
2002-04-26,3700.0,3705.0,1120960.0,,47330,-52820,-1480
2002-04-29,3450.0,3390.0,830793.0,,2270,6730,0
2002-04-30,3310.0,3375.0,798820.0,,1900,-1970,1000
2002-05-02,3450.0,3600.0,650560.0,,35840,-41550,11000
2002-05-03,3540.0,3590.0,476680.0,,27820,-25220,0
2002-05-06,3520.0,3490.0,445301.0,,76240,-10590,-65310
2002-05-07,3400.0,3480.0,406316.0,,-61030,61030,0
2002-05-08,3530.0,3575.0,633691.0,,-7860,3060,0
2002-05-09,3690.0,3575.0,1444320.0,,-159040,-134620,293320
2002-05-10,3650.0,3630.0,583813.0,,12620,-11990,1000
2002-05-13,3580.0,3540.0,360692.0,,3800,-3070,0
2002-05-14,3560.0,3720.0,1480504.0,,-74810,53510,-53510
2002-05-15,3830.0,3720.0,928117.0,,-32130,29000,0
2002-05-16,3670.0,3615.0,570091.0,,-20030,16570,500
2002-05-17,3630.0,3655.0,676088.0,,-103040,99760,0
2002-05-20,3655.0,3585.0,509447.0,,105737,-105010,2983
2002-05-21,3550.0,3530.0,696556.0,,55580,-59200,3580
2002-05-22,3530.0,3535.0,464401.0,,-32218,27870,5398
2002-05-23,3535.0,3500.0,560410.0,,112268,-93790,-11088
2002-05-24,3500.0,3500.0,364410.0,,-63560,62100,0
2002-05-27,3500.0,3455.0,662662.0,,4720,-5020,0
2002-05-28,3415.0,3330.0,585603.0,,-56870,56270,0
2002-05-29,3260.0,3195.0,584840.0,,110320,-109200,0
2002-05-30,3150.0,3100.0,347318.0,,-21460,21500,0
2002-05-31,3030.0,3020.0,298348.0,,-26640,26690,0
2002-06-03,2970.0,3205.0,805868.0,,2100,-970,0
2002-06-04,3250.0,3300.0,588070.0,,30540,-29890,0
2002-06-05,3250.0,3210.0,341500.0,,8792,-8792,0
2002-06-07,3130.0,3060.0,532470.0,,176676,-74116,-100000
2002-06-10,3030.0,3135.0,255954.0,,-49150,49150,0
2002-06-11,3135.0,3110.0,240776.0,,43600,-42100,-1450
2002-06-12,3060.0,3080.0,342130.0,,121570,-103750,-15830
2002-06-14,3120.0,3115.0,299860.0,,1950,-530,0
2002-06-17,3145.0,3130.0,279140.0,,26800,-23310,-3280
2002-06-18,3170.0,3125.0,315700.0,,15050,16060,-1110
2002-06-19,3125.0,2980.0,327604.0,,11890,-18740,6290
2002-06-20,3000.0,3035.0,392840.0,,32010,-28830,-3180
2002-06-21,2985.0,3150.0,339000.0,,5290,1710,-7000
2002-06-24,3085.0,3070.0,250830.0,,-13960,13960,0
2002-06-25,3110.0,3005.0,265250.0,,-26160,27940,-1500
2002-06-26,2950.0,2700.0,446930.0,,48870,13670,-60020
2002-06-27,2800.0,2900.0,1060470.0,,145150,-5170,-139980
2002-06-28,3095.0,2980.0,833362.0,,21840,-21020,-820
2002-07-02,2950.0,2950.0,626442.0,,29190,-23350,-5000
2002-07-03,2950.0,2900.0,440990.0,,2220,-2220,0
2002-07-04,2930.0,2950.0,471154.0,,23360,-23360,0
2002-07-05,2950.0,2980.0,917540.0,,-62190,57400,3000
2002-07-08,3050.0,3100.0,1806200.0,,61910,-57930,-3000
2002-07-09,3080.0,3140.0,821699.0,,-71951,66411,0
2002-07-10,3135.0,3100.0,624543.0,,-700,-9860,0
2002-07-11,3120.0,2965.0,610950.0,,64680,-63970,-780
2002-07-12,2985.0,2995.0,846220.0,,294030,-22610,-275000
2002-07-15,2970.0,2895.0,804367.0,,109690,1590,-111000
2002-07-16,2900.0,2820.0,709380.0,,14950,-950,-11440
2002-07-18,2820.0,2850.0,540765.0,,-79480,75480,4000
2002-07-19,2775.0,2745.0,510450.0,,69400,-67460,2720
2002-07-22,2600.0,2580.0,511380.0,,91310,-66720,-26590
2002-07-23,2525.0,2635.0,550893.0,,-30050,28050,0
2002-07-24,2600.0,2535.0,347060.0,,18100,-24600,5000
2002-07-25,2665.0,2580.0,401170.0,,-34070,27070,7000
2002-07-26,2570.0,2510.0,322691.0,,10280,-3380,-4900
2002-07-29,2545.0,2510.0,259950.0,,4690,-5690,1000
2002-07-30,2565.0,2580.0,447004.0,,-7150,7010,0
2002-07-31,2600.0,2965.0,643760.0,,46410,-23500,-22100
2002-08-01,3250.0,2915.0,3415034.0,,58510,-55780,-640
2002-08-02,2850.0,2800.0,801959.0,,-13090,-920,14000
2002-08-05,2800.0,2615.0,896000.0,,-92470,92220,250
2002-08-06,2530.0,2555.0,760606.0,,-36480,93280,-55100
2002-08-07,2610.0,2570.0,531270.0,,-65970,61720,4250
2002-08-08,2570.0,2575.0,492417.0,,69730,-71800,-2000
2002-08-09,2650.0,2570.0,445520.0,,-1890,-110,2000
2002-08-12,2570.0,2650.0,1369758.0,,176545,-149445,-27100
2002-08-13,2670.0,2695.0,545300.0,,33910,-46910,13000
2002-08-14,2650.0,2700.0,518180.0,,-11040,12610,-2500
2002-08-16,2860.0,2700.0,916790.0,,-10670,-5800,19800
2002-08-19,2700.0,2660.0,393490.0,,7800,-600,-7200
2002-08-20,2700.0,2690.0,503340.0,,-36640,47460,-12580
2002-08-21,2655.0,2730.0,424090.0,,-64700,64430,0
2002-08-22,2760.0,2755.0,582810.0,,-68530,71260,-3000
2002-08-23,2770.0,2775.0,402770.0,,-112220,125950,-14000
2002-08-26,2775.0,2810.0,416460.0,,-77900,84340,-2000
2002-08-27,2830.0,2750.0,340950.0,,44600,-44040,0
2002-08-28,2710.0,2755.0,404171.0,,-28840,28840,0
2002-08-29,2715.0,2750.0,274024.0,,22750,-11750,-31000
2002-08-30,2750.0,2780.0,330640.0,,-23730,23730,0
2002-09-02,2780.0,2850.0,437834.0,,11322,-11322,0
2002-09-03,2830.0,2780.0,519305.0,,9410,-9410,0
2002-09-04,2715.0,2685.0,456400.0,,55820,-49340,9000
2002-09-05,2690.0,2690.0,371710.0,,-120,4480,-3000
2002-09-06,2720.0,2770.0,3642187.0,,313900,-328170,0
2002-09-09,2800.0,3170.0,6282730.0,,38770,-9270,2000
2002-09-10,3000.0,2890.0,4423297.0,,-15210,17250,-1500
2002-09-11,2930.0,2825.0,1553710.0,,-12220,13220,-1000
2002-09-12,2875.0,2850.0,1310127.0,,-71670,38340,25200
2002-09-13,2910.0,2875.0,4093170.0,,37090,-42780,0
2002-09-16,2850.0,2715.0,1185770.0,,24370,-29370,5000
2002-09-17,2720.0,2750.0,1106605.0,,-74030,70190,4000
2002-09-18,2760.0,2650.0,1473216.0,,40290,-44760,6320
2002-09-19,2630.0,2720.0,444910.0,,2570,270,-2840
2002-09-23,2720.0,2900.0,5994069.0,,-9590,-3960,13520
2002-09-24,2900.0,2945.0,4575569.0,,3065,6755,1650
2002-09-25,3000.0,2735.0,2070809.0,,2330,14770,-29100
2002-09-26,2750.0,2640.0,1757990.0,,-16490,1450,15500
2002-09-27,2605.0,2535.0,732770.0,,-31200,17930,13300
2002-09-30,2335.0,2300.0,805550.0,,12270,-6270,-6000
2002-10-01,2200.0,2300.0,546570.0,,-29760,28470,1020
2002-10-02,2360.0,2280.0,623470.0,,-3750,-980,5000
2002-10-04,2210.0,2260.0,528230.0,,110,-1110,1000
2002-10-07,2265.0,2225.0,418376.0,,6736,-25536,19200
2002-10-08,2185.0,2230.0,560394.0,,-70650,60650,0
2002-10-09,2240.0,2190.0,429864.0,,-17780,14500,-7530
2002-10-10,2160.0,2030.0,428080.0,,13090,-30490,16000
2002-10-11,2070.0,2125.0,695200.0,,-180,-7640,8530
2002-10-14,2170.0,2240.0,775580.0,,1080,14220,-16500
2002-10-15,2290.0,2230.0,716800.0,,-18730,1600,17130
2002-10-16,2265.0,2200.0,719310.0,,55610,-10800,-45300
2002-10-17,2265.0,2280.0,1112571.0,,54590,-37090,-18700
2002-10-18,2320.0,2410.0,1752130.0,,-244580,12320,232260
2002-10-21,2430.0,2325.0,566328.0,,-26918,45300,-18382
2002-10-22,2385.0,2245.0,428080.0,,-26280,27310,-1030
2002-10-23,2275.0,2300.0,370040.0,,-72820,68010,2140
2002-10-24,2310.0,2245.0,273873.0,,57920,-60350,1500
2002-10-25,2205.0,2245.0,238633.0,,4420,-10820,5200
2002-10-28,2310.0,2360.0,977680.0,,-28410,1010,-13400
2002-10-29,2335.0,2305.0,433670.0,,-29140,5060,22750
2002-10-30,2320.0,2200.0,582781.0,,7330,970,-9500
2002-10-31,2215.0,2185.0,458480.0,,4600,5400,-10000
2002-11-01,2160.0,2180.0,289900.0,,32040,-6240,-26200
2002-11-04,2185.0,2215.0,315501.0,,-49960,42760,6000
2002-11-05,2225.0,2195.0,294960.0,,24790,-21520,-3800
2002-11-06,2210.0,2235.0,217000.0,,-39970,30800,6900
2002-11-07,2230.0,2235.0,528900.0,,123590,-16720,-106600
2002-11-08,2215.0,2180.0,310783.0,,16304,-20434,4000
2002-11-11,2200.0,2170.0,246700.0,,15350,-16420,0
2002-11-12,2185.0,2170.0,273450.0,,-3860,15030,-10900
2002-11-13,2165.0,2160.0,318432.0,,53140,-27610,-24990
2002-11-14,2150.0,2145.0,403436.0,,-17520,-9720,27640
2002-11-15,2165.0,2170.0,323920.0,,18997,-7527,-11470
2002-11-18,2155.0,2140.0,218050.0,,11,-3500,1889
2002-11-19,2120.0,2120.0,249519.0,,23060,16390,-39450
2002-11-20,2105.0,2140.0,234670.0,,-41460,40130,0
2002-11-21,2165.0,2230.0,504920.0,,-44720,42720,0
2002-11-22,2270.0,2190.0,443200.0,,-16140,13750,390
2002-11-25,2200.0,2305.0,840542.0,,-36140,25650,9040
2002-11-26,2270.0,2280.0,265912.0,,25820,-27020,0
2002-11-27,2270.0,2320.0,482973.0,,2070,-11520,9450
2002-11-28,2360.0,2290.0,671217.0,,-3810,1730,2810
2002-11-29,2310.0,2290.0,2160495.0,,1941490,-3490,800
2002-12-02,2310.0,2325.0,441189.0,,6290,-6290,0
2002-12-03,2325.0,2430.0,1147012.0,,-16210,6010,7500
2002-12-04,2400.0,2305.0,610660.0,,17500,7470,-26970
2002-12-05,2310.0,2315.0,262365.0,,-30040,33130,-390
2002-12-06,2300.0,2290.0,325999.0,,27404,-26494,-1040
2002-12-09,2290.0,2275.0,276592.0,,11520,-11000,0
2002-12-10,2240.0,2290.0,231550.0,,-11600,11600,0
2002-12-11,2290.0,2305.0,333520.0,,19590,-26320,2000
2002-12-12,2310.0,2305.0,620997.0,,-9573,313,7920
2002-12-13,2325.0,2330.0,4888343.0,,3962444,-58934,89000
2002-12-16,2370.0,2285.0,518743.0,,22270,-21440,1020
2002-12-17,2310.0,2335.0,4139129.0,,-4730,3710130,-5400
2002-12-18,2310.0,2380.0,2276688.0,,1200698,25550,3000
2002-12-20,2405.0,2340.0,2216221.0,,720401,45330,-117500
2002-12-23,2370.0,2385.0,4168420.0,,643390,10470,-20
2002-12-24,2400.0,2175.0,2872366.0,,222339,4220,490
2002-12-26,2135.0,2075.0,862958.0,,-8570,5260,3310
2002-12-27,2015.0,2010.0,715949.0,,11070,-20290,10000
2002-12-30,1940.0,1890.0,762954.0,,-5600,17000,-11400
2003-01-02,1910.0,1965.0,506600.0,,44510,-36040,-8210
2003-01-03,2005.0,2040.0,802478.0,,35370,-40620,-13150
2003-01-06,2070.0,2040.0,437638.0,,-11030,-9920,21220
2003-01-07,2085.0,1990.0,530903.0,,9590,-22120,13330
2003-01-08,1980.0,2000.0,385489.0,,-52300,2960,49740
2003-01-09,1980.0,1980.0,638289.0,,89141,-43220,-43321
2003-01-10,2000.0,1975.0,775830.0,,3040,-1950,1120
2003-01-13,2000.0,2075.0,800840.0,,-68030,22550,25060
2003-01-14,2100.0,2055.0,486960.0,,-31850,40980,-27410
2003-01-15,2060.0,2100.0,418670.0,,-210,110,1080
2003-01-16,2080.0,2120.0,387652.0,,-80600,31950,2650
2003-01-17,2150.0,2075.0,425410.0,,-9840,9060,780
2003-01-20,2050.0,2045.0,253293.0,,-5860,1600,4260
2003-01-21,2040.0,2040.0,192043.0,,14370,-8570,-5800
2003-01-22,2020.0,2020.0,322246.0,,21890,-300,-1590
2003-01-23,1990.0,2030.0,208191.0,,-44650,42830,1820
2003-01-24,2030.0,1995.0,243981.0,,-1740,-7330,3070
2003-01-27,1880.0,1910.0,186241.0,,25290,-27720,2700
2003-01-28,1880.0,1900.0,175851.0,,8910,-9910,1000
2003-01-29,1900.0,1930.0,190950.0,,10190,-7050,-2900
2003-01-30,1940.0,1950.0,124090.0,,1360,-700,-660
2003-02-03,1960.0,1990.0,127810.0,,-2890,6030,-3140
2003-02-04,1990.0,2015.0,198050.0,,-130,-7810,7940
2003-02-05,1990.0,2030.0,579450.0,,28220,-27220,-1000
2003-02-06,2040.0,1990.0,198630.0,,14800,-14800,0
2003-02-07,1980.0,1935.0,200640.0,,10250,-10250,0
2003-02-10,1915.0,1945.0,179210.0,,-13420,-44400,57820
2003-02-11,1945.0,1920.0,278251.0,,-68380,-22120,90500
2003-02-12,1905.0,1915.0,130415.0,,-45836,816,45020
2003-02-13,1915.0,1970.0,297970.0,,-89640,-4470,97190
2003-02-14,1955.0,2070.0,601515.0,,-191150,-800,192720
2003-02-17,2110.0,2100.0,452713.0,,-58970,18120,40850
2003-02-18,2100.0,2080.0,275510.0,,-8400,8400,0
2003-02-19,2080.0,1995.0,618970.0,,8490,-10700,2210
2003-02-20,1980.0,1990.0,252720.0,,-9890,9990,-100
2003-02-21,1990.0,1960.0,192380.0,,11590,-11590,0
2003-02-24,1950.0,1990.0,360350.0,,-46240,40040,6200
2003-02-25,1990.0,1900.0,507161.0,,5200,-9800,4600
2003-02-26,1950.0,1905.0,234428.0,,3220,-2110,-1110
2003-02-27,1875.0,1905.0,175701.0,,17130,-14490,-2640
2003-02-28,1920.0,1880.0,120996.0,,14220,-11970,-2250
2003-03-03,1880.0,1885.0,138760.0,,-27710,25310,2400
2003-03-04,1880.0,1885.0,168643.0,,26970,-24970,-2000
2003-03-05,1850.0,1860.0,146340.0,,4300,-1530,-1800
2003-03-06,1830.0,1830.0,182900.0,,5520,6080,-200
2003-03-07,1780.0,1745.0,130900.0,,-8630,5430,3200
2003-03-10,1700.0,1700.0,169620.0,,-1740,-2260,0
2003-03-11,1605.0,1580.0,117774.0,,-50770,14920,35500
2003-03-12,1580.0,1600.0,208872.0,,-101370,42400,56300
2003-03-13,1610.0,1620.0,253520.0,,-73390,35550,29340
2003-03-14,1675.0,1710.0,276305.0,,-86990,-80,87070
2003-03-17,1715.0,1945.0,2796305.0,,46120,8500,39200
2003-03-18,1890.0,1940.0,2464164.0,,-221443,25463,193600
2003-03-19,1980.0,1935.0,2805310.0,,14370,-14020,0
2003-03-20,1950.0,1970.0,1906704.0,,-243430,-24850,268000
2003-03-21,1970.0,1880.0,1960629.0,,-34730,34730,0
2003-03-24,1950.0,1880.0,845941.0,,-108994,-21260,260
2003-03-25,1810.0,1880.0,907120.0,,-180390,63270,117120
2003-03-26,1880.0,1850.0,494259.0,,-8030,4080,3950
2003-03-27,1840.0,1810.0,327630.0,,16810,-18110,1300
2003-03-28,1790.0,1800.0,400830.0,,39720,-3050,930
2003-03-31,1760.0,1730.0,264310.0,,-4930,6520,-2190
2003-04-01,1685.0,1705.0,230949.0,,11570,-10660,-910
2003-04-02,1695.0,1735.0,293938.0,,-24170,24170,0
2003-04-03,1770.0,1765.0,328870.0,,-35650,32880,2170
2003-04-04,1735.0,1800.0,311340.0,,-83090,13980,69110
2003-04-07,1835.0,1920.0,524700.0,,-9430,24550,4530
2003-04-08,1870.0,1895.0,272775.0,,-1450,-5910,7460
2003-04-09,1905.0,1880.0,204565.0,,17940,-21670,3210
2003-04-10,1875.0,1890.0,275530.0,,-10010,-16840,36850
2003-04-11,1915.0,1905.0,509854.0,,-38911,35381,3010
2003-04-14,1950.0,1970.0,538370.0,,-14359,12259,2400
2003-04-15,2020.0,1965.0,253102.0,,-1360,1360,0
2003-04-16,1990.0,2005.0,435565.0,,-30190,14560,22400
2003-04-17,2025.0,2000.0,288900.0,,5810,-5810,0
2003-04-18,2020.0,2190.0,3383938.0,,2467050,36590,1360
2003-04-21,2210.0,2250.0,629200.0,,-20310,20860,-530
2003-04-22,2200.0,2250.0,306980.0,,59050,-54050,-930
2003-04-23,2240.0,2260.0,585796.0,,59360,44420,3480
2003-04-24,2280.0,2295.0,624568.0,,12068,-6768,0
2003-04-25,2310.0,2070.0,553091.0,,46660,-46890,4200
2003-04-28,1970.0,2070.0,208410.0,,-30450,30450,0
2003-04-29,2140.0,2235.0,279039.0,,-45640,45560,5080
2003-04-30,2240.0,2210.0,245630.0,,-34750,28530,5920
2003-05-02,2210.0,2175.0,320472.0,,81120,-80790,0
2003-05-06,2170.0,2240.0,709770.0,,-14380,24680,0
2003-05-07,2325.0,2440.0,1254887.0,,-405890,-3920,448310
2003-05-09,2430.0,2605.0,2062505.0,,168486,22514,-98500
2003-05-12,2615.0,2525.0,956288.0,,16070,48640,840
2003-05-13,2570.0,2485.0,956895.0,,430660,-40610,-347000
2003-05-14,2485.0,2540.0,790904.0,,59620,-21240,6000
2003-05-15,2545.0,2840.0,2840760.0,,56660,16160,-9920
2003-05-16,2800.0,2790.0,903700.0,,72420,-49460,0
2003-05-19,2740.0,2805.0,973783.0,,91040,-71190,0
2003-05-20,2800.0,2795.0,2348957.0,,36530,-6990,6500
2003-05-21,2810.0,2685.0,865470.0,,73180,-11700,-1480
2003-05-22,2660.0,2600.0,859191.0,,34880,5620,-2500
2003-05-23,2620.0,2645.0,963931.0,,-85550,76310,31340
2003-05-26,2625.0,2600.0,710140.0,,-23510,58230,-1600
2003-05-27,2600.0,2615.0,354828.0,,10485,-16805,-560
2003-05-28,2660.0,2880.0,1528449.0,,-97575,108005,7290
2003-05-29,2860.0,2835.0,531870.0,,-69870,58870,3820
2003-05-30,2810.0,2875.0,470640.0,,51800,-29300,-380
