Symbol,에스원_시가(원),에스원_종가(원),에스원_거래량(주),에스원_PER(IFRS-연결),에스원_순매수수량(개인)(주),에스원_순매수수량(기관계)(주),에스원_순매수수량(외국인계)(주)
2009-10-07,51200.0,52000.0,117730.0,17.2,-40253,75705,-35470
2009-10-08,52500.0,51800.0,93659.0,17.14,9481,9090,-16097
2009-10-09,51000.0,50000.0,181311.0,16.54,117782,-21571,-92238
2009-10-12,50300.0,49850.0,76997.0,16.49,23617,-2921,-18106
2009-10-13,49950.0,49850.0,128609.0,16.49,6504,12482,-19396
2009-10-14,49500.0,49400.0,48162.0,16.34,14203,551,-14828
2009-10-15,49100.0,49700.0,96222.0,16.44,-144,12510,-13346
2009-10-16,49500.0,51000.0,158654.0,16.87,-51606,48469,-7466
2009-10-19,51000.0,51400.0,103010.0,17.0,-25338,4249,16876
2009-10-20,51400.0,50700.0,67463.0,16.77,9675,14311,-24199
2009-10-21,50300.0,50200.0,60363.0,16.61,11217,7460,-20184
2009-10-22,49650.0,49900.0,105607.0,16.51,24267,2056,-27593
2009-10-23,49700.0,47100.0,343257.0,15.58,168114,-35151,-137403
2009-10-26,47300.0,49000.0,235451.0,16.21,-98044,-15124,116100
2009-10-27,48900.0,49100.0,74892.0,16.24,-21819,20059,1800
2009-10-28,48650.0,48850.0,81836.0,16.16,-14201,9502,4820
2009-10-29,48050.0,48650.0,121143.0,16.09,-16562,22552,-5590
2009-10-30,48800.0,47650.0,111288.0,15.76,14396,-12906,-1470
2009-11-02,46850.0,45900.0,194210.0,15.18,27584,25315,-59171
2009-11-03,45900.0,46400.0,189231.0,15.35,21200,5131,-31731
2009-11-04,46350.0,46200.0,143481.0,15.28,29776,58189,-88855
2009-11-05,45900.0,45500.0,111824.0,15.05,5796,664,-6140
2009-11-06,45800.0,46200.0,65918.0,15.28,12100,-3820,-7440
2009-11-09,46200.0,46200.0,42462.0,15.28,-7333,7308,35
2009-11-10,46300.0,46950.0,101409.0,15.53,-9680,14440,-1120
2009-11-11,47000.0,47100.0,80924.0,15.58,-2199,17009,-14810
2009-11-12,47000.0,47000.0,123171.0,15.55,-19880,20480,1080
2009-11-13,47300.0,47600.0,93721.0,15.75,28385,29565,-56000
2009-11-16,47300.0,47000.0,80559.0,15.55,12574,20796,-33470
2009-11-17,46700.0,47100.0,115718.0,15.58,2206,20214,-22300
2009-11-18,47050.0,47400.0,83754.0,15.68,-9312,-5248,14450
2009-11-19,47050.0,47900.0,61981.0,15.85,-12156,-8384,20690
2009-11-20,48200.0,48200.0,76351.0,15.94,-12322,-17428,29680
2009-11-23,48000.0,48150.0,66703.0,15.93,8181,-5727,1556
2009-11-24,48150.0,48450.0,61554.0,16.03,-10396,-16844,27320
2009-11-25,48650.0,48300.0,31928.0,15.98,-5516,5226,1220
2009-11-26,47650.0,47600.0,54952.0,15.75,4240,18668,-21428
2009-11-27,47100.0,46200.0,41766.0,15.28,8709,-5039,-3740
2009-11-30,46300.0,47000.0,87241.0,15.55,1925,-10334,8519
2009-12-01,46750.0,47200.0,62049.0,15.61,-1498,-11972,13630
2009-12-02,47200.0,47400.0,106596.0,15.68,-57,27078,-26701
2009-12-03,47150.0,47450.0,97375.0,15.7,5907,45173,-50170
2009-12-04,47100.0,47300.0,77611.0,15.65,-5002,23718,-19824
2009-12-07,47350.0,47100.0,61765.0,15.58,8182,18778,-26920
2009-12-08,47000.0,46850.0,45719.0,15.5,-3086,8836,-5740
2009-12-09,47000.0,46950.0,61199.0,15.53,-7553,30403,-23190
2009-12-10,47350.0,47000.0,151143.0,15.55,33884,16269,-51113
2009-12-11,47050.0,47200.0,106879.0,15.61,-9183,54361,-41180
2009-12-14,47500.0,48000.0,111691.0,15.88,10427,17593,-26730
2009-12-15,48000.0,47950.0,76252.0,15.86,6928,14095,-24503
2009-12-16,47650.0,48100.0,59721.0,15.91,-5126,17233,-13480
2009-12-17,48100.0,48100.0,36151.0,15.91,4523,2937,-6920
2009-12-18,48100.0,48350.0,47032.0,15.99,-12958,19668,-7600
2009-12-21,48400.0,48950.0,63016.0,16.19,-8643,-2017,370
2009-12-22,48800.0,48950.0,45626.0,16.19,-12905,13345,700
2009-12-23,48500.0,48200.0,27888.0,15.94,4328,-4083,765
2009-12-24,47950.0,48600.0,53408.0,16.08,-15193,13833,-1530
2009-12-28,48250.0,48500.0,95855.0,16.04,2959,-15313,3257
2009-12-29,47850.0,48500.0,67878.0,16.04,47,21522,-19529
2009-12-30,48300.0,48500.0,46488.0,16.04,-8509,14725,-6506
2010-01-04,48100.0,49300.0,61290.0,19.35,-12951,9140,2625
2010-01-05,49000.0,49400.0,114071.0,19.38,-1539,-8781,8490
2010-01-06,49050.0,49000.0,58833.0,19.23,4078,-427,-10311
2010-01-07,49000.0,48400.0,52810.0,18.99,7279,4441,-12260
2010-01-08,48250.0,48300.0,157638.0,18.95,16285,-2745,-13730
2010-01-11,48450.0,48700.0,117477.0,19.11,12527,-11129,-2252
2010-01-12,48700.0,48100.0,112361.0,18.87,34338,16590,-50415
2010-01-13,48300.0,48950.0,107230.0,19.21,-26830,2130,19660
2010-01-14,48800.0,49150.0,97109.0,19.29,-5453,-7267,13180
2010-01-15,49150.0,48900.0,58175.0,19.19,1387,4283,-4270
2010-01-18,49200.0,48000.0,63909.0,18.84,32922,-41031,9039
2010-01-19,47950.0,47550.0,55960.0,18.66,4266,-10157,3231
2010-01-20,47550.0,47450.0,38942.0,18.62,11138,-10158,-360
2010-01-21,47400.0,48000.0,35058.0,18.84,-5396,-1760,5516
2010-01-22,47450.0,46350.0,80394.0,18.19,24113,-17540,-7640
2010-01-25,46350.0,46250.0,68683.0,18.15,-4720,-16530,16170
2010-01-26,46400.0,46250.0,65842.0,18.15,-13267,-3343,16810
2010-01-27,46250.0,47000.0,61597.0,18.44,-26600,8060,15190
2010-01-28,47000.0,47400.0,39645.0,18.6,-6410,9460,-2280
2010-01-29,47500.0,46600.0,62105.0,18.29,-11882,-1108,13390
2010-02-01,46600.0,47500.0,57450.0,18.64,-12012,23075,-15183
2010-02-02,46500.0,45700.0,136809.0,17.93,83180,-33420,-47150
2010-02-03,45600.0,45400.0,53044.0,17.82,22386,-13515,-8501
2010-02-04,45400.0,44800.0,81998.0,17.58,41996,-25682,-17684
2010-02-05,44200.0,43800.0,72399.0,17.19,1542,5800,-8172
2010-02-08,44600.0,43850.0,51251.0,17.21,2166,-1840,2454
2010-02-09,43850.0,43450.0,64628.0,17.05,19650,-560,-16820
2010-02-10,43500.0,43250.0,64518.0,16.97,22790,-22740,-270
2010-02-11,43400.0,43800.0,114549.0,17.19,1396,-20646,17480
2010-02-12,43700.0,43900.0,65333.0,17.23,9289,-11900,3891
2010-02-16,43800.0,43900.0,76321.0,17.23,13354,-39434,23880
2010-02-17,43900.0,44600.0,55618.0,17.5,-340,-17170,20770
2010-02-18,44550.0,44500.0,40269.0,17.46,-8130,6200,2850
2010-02-19,44200.0,43500.0,43373.0,17.07,5278,-9193,3535
2010-02-22,43600.0,44200.0,107565.0,17.34,6096,-4294,-3592
2010-02-23,44350.0,45000.0,54973.0,17.66,-19160,-5960,24720
2010-02-24,45000.0,45350.0,47186.0,17.8,-11410,2120,9210
2010-02-25,45350.0,45700.0,61289.0,17.93,-19580,6880,15740
2010-02-26,45300.0,45100.0,32680.0,17.7,994,-11520,9766
2010-03-02,45000.0,45100.0,59105.0,17.7,6789,-13751,11914
2010-03-03,44900.0,44700.0,43412.0,17.54,8246,7561,-12570
2010-03-04,44500.0,44800.0,28931.0,17.58,-290,2959,2465
2010-03-05,44600.0,45500.0,58307.0,17.85,-10039,45246,-37685
2010-03-08,45150.0,46000.0,43710.0,18.05,-22434,20427,1967
2010-03-09,45950.0,45600.0,138381.0,17.89,470,102500,-103490
2010-03-10,45550.0,45600.0,38869.0,17.89,1240,2270,-4150
2010-03-11,45450.0,45900.0,60629.0,18.01,-3497,1782,2225
2010-03-12,46100.0,44800.0,116792.0,17.58,46500,-26340,-21070
2010-03-15,44950.0,44450.0,72993.0,17.44,5712,14710,-20103
2010-03-16,44700.0,43800.0,109909.0,17.19,53321,6362,-65043
2010-03-17,44000.0,45000.0,159077.0,17.66,870,86360,-87030
2010-03-18,44400.0,45000.0,80893.0,17.66,-50,-12030,17750
2010-03-19,45150.0,45350.0,43380.0,17.8,-1622,-15828,16930
2010-03-22,45450.0,45600.0,46674.0,17.89,4456,-12590,7280
2010-03-23,46000.0,47150.0,196352.0,18.5,-41236,-3424,26470
2010-03-24,47450.0,47100.0,57940.0,18.48,715,-1175,-2370
2010-03-25,47100.0,47100.0,49124.0,18.48,748,-6850,7252
2010-03-26,46700.0,46250.0,31828.0,18.15,9984,-4754,-2520
2010-03-29,45850.0,46000.0,23730.0,18.05,-4670,6780,-1810
2010-03-30,46500.0,46300.0,29475.0,18.17,5784,-9690,3307
2010-03-31,46300.0,46700.0,29050.0,18.33,-13855,7465,3920
2010-04-01,46700.0,45550.0,82518.0,17.87,51572,-34391,-4491
2010-04-02,45600.0,45150.0,67251.0,17.72,14740,-23030,13190
2010-04-05,45450.0,46350.0,118545.0,18.19,-51717,-20623,68690
2010-04-06,46800.0,46800.0,47770.0,18.36,-7531,4950,4440
2010-04-07,46850.0,47000.0,48635.0,18.44,-11070,-9720,23740
2010-04-08,47000.0,48750.0,186352.0,19.13,-37286,-4252,45288
2010-04-09,48650.0,48800.0,58410.0,19.15,-9545,21416,-11381
2010-04-12,48750.0,48600.0,67801.0,19.07,-8040,12440,230
2010-04-13,48550.0,47900.0,37253.0,18.8,-9172,12430,-3458
2010-04-14,47750.0,48500.0,67425.0,19.03,6778,4962,-6560
2010-04-15,48500.0,48550.0,55081.0,19.05,-2862,-20540,29602
2010-04-16,48500.0,48200.0,59564.0,18.91,14882,-20170,8278
2010-04-19,48150.0,48250.0,37071.0,18.93,-650,-80,500
2010-04-20,48250.0,49000.0,102320.0,19.23,1933,21939,-24472
2010-04-21,48650.0,49700.0,116680.0,19.5,-179,24379,-21390
2010-04-22,49100.0,48700.0,89015.0,19.11,33836,18674,-47170
2010-04-23,48550.0,48450.0,35570.0,19.01,-3340,-9430,-500
2010-04-26,48000.0,49450.0,120694.0,19.4,53622,8838,-67770
2010-04-27,49100.0,49350.0,31457.0,19.37,-5344,-2850,7974
2010-04-28,48800.0,48650.0,46858.0,19.09,7280,40,-2510
2010-04-29,48700.0,49000.0,38998.0,19.23,-4597,-3163,7470
2010-04-30,49000.0,47500.0,104843.0,18.64,-1351,5776,-4605
2010-05-03,46900.0,47200.0,67788.0,18.52,21005,4010,-28475
2010-05-04,47150.0,47300.0,81232.0,18.56,261,7969,-9670
2010-05-06,46050.0,46950.0,67341.0,18.42,5672,12635,-17017
2010-05-07,46000.0,45200.0,103454.0,17.74,34333,-1782,-33311
2010-05-10,45200.0,45700.0,74613.0,17.93,23888,2207,-25705
2010-05-11,45750.0,45300.0,65616.0,17.78,26568,4117,-30135
2010-05-12,45150.0,45400.0,48609.0,17.82,6806,14767,-26973
2010-05-13,45400.0,45700.0,263656.0,17.93,36529,207351,-237770
2010-05-14,45750.0,48000.0,556688.0,18.84,73811,324298,-414161
2010-05-17,48100.0,49850.0,399169.0,19.56,-2364,192950,-203856
2010-05-18,50000.0,49000.0,242681.0,19.23,-11429,59308,-91909
2010-05-19,49000.0,49300.0,437422.0,19.35,-7831,209183,-225755
2010-05-20,49300.0,49800.0,509493.0,19.54,-134491,246127,-166668
2010-05-24,50600.0,49750.0,278992.0,19.52,-106770,86710,4960
2010-05-25,49800.0,48850.0,215985.0,19.17,-108920,128570,-21890
2010-05-26,49200.0,52700.0,370995.0,20.68,-113205,140605,-55000
2010-05-27,52900.0,51900.0,492085.0,20.37,-12311,295382,-282808
2010-05-28,53100.0,56100.0,856808.0,22.01,-59730,386215,-299798
2010-05-31,56000.0,56200.0,494590.0,22.05,9558,230889,-238036
2010-06-01,56100.0,56600.0,294962.0,22.21,-18570,115744,-115024
2010-06-03,56600.0,54900.0,410605.0,21.54,26799,12012,-33298
2010-06-04,55000.0,55600.0,584611.0,21.82,-33054,329327,-298645
2010-06-07,54500.0,56100.0,139025.0,22.01,13327,43480,-61929
2010-06-08,56100.0,54800.0,179809.0,21.5,52960,-37920,-13648
2010-06-09,55100.0,55000.0,150709.0,21.58,-13631,-7825,7937
2010-06-10,55300.0,53800.0,303262.0,21.11,56000,-87357,41126
2010-06-11,54000.0,53200.0,291068.0,20.88,43555,-75236,13896
2010-06-14,53400.0,53300.0,105877.0,20.92,-12916,1859,9018
2010-06-15,53800.0,53800.0,136641.0,21.11,11129,16863,-34481
2010-06-16,54000.0,53600.0,239983.0,21.03,35587,-15759,-19589
2010-06-17,53400.0,54300.0,177268.0,21.31,27227,16767,-38030
2010-06-18,54800.0,53500.0,172402.0,20.99,11780,17334,-26812
2010-06-21,53500.0,51800.0,298716.0,20.33,119457,-40943,-13580
2010-06-22,51600.0,51900.0,165243.0,20.37,4889,17935,-15053
2010-06-23,51900.0,51600.0,109377.0,20.25,31717,-46099,10914
2010-06-24,51800.0,52700.0,116597.0,20.68,-649,-14898,11564
2010-06-25,51900.0,51100.0,259050.0,20.05,55382,-40102,-743
2010-06-28,51100.0,51500.0,107094.0,20.21,-1728,-7610,5348
2010-06-29,51800.0,51200.0,149970.0,20.09,-1230,-9637,9974
2010-06-30,50700.0,52200.0,157736.0,20.48,-34718,31501,3123
2010-07-01,52400.0,53400.0,286098.0,20.95,-46968,98181,-42391
2010-07-02,53800.0,52800.0,128450.0,20.72,4813,11592,-24202
2010-07-05,53000.0,51700.0,81190.0,20.29,18682,-3552,-8979
2010-07-06,51400.0,52000.0,129680.0,20.41,-5228,25168,-19504
2010-07-07,52300.0,52200.0,89577.0,20.48,1080,-3620,-9314
2010-07-08,52400.0,53000.0,119895.0,20.8,-8925,-3171,4407
2010-07-09,53400.0,52100.0,80381.0,20.44,29545,-27968,-2990
2010-07-12,52100.0,51800.0,67000.0,20.33,12385,-22133,12248
2010-07-13,51700.0,52600.0,149528.0,20.64,-9111,-16414,22937
2010-07-14,53000.0,55100.0,360067.0,21.62,-39774,9036,27251
2010-07-15,55100.0,58000.0,526208.0,22.76,-175166,195581,-20242
2010-07-16,57700.0,57500.0,141988.0,22.56,-9924,36574,-25302
2010-07-19,56900.0,58800.0,243897.0,23.07,-34985,37232,-12885
2010-07-20,58700.0,58800.0,131988.0,23.07,-13065,23000,-4921
2010-07-21,58800.0,60100.0,255206.0,23.58,-35958,50173,-8832
2010-07-22,60100.0,59800.0,141835.0,23.47,-19043,29602,-19041
2010-07-23,59900.0,58000.0,244680.0,22.76,23229,22005,-48073
2010-07-26,59400.0,59200.0,195617.0,23.23,-2265,-8639,3666
2010-07-27,59100.0,57700.0,111801.0,22.64,9714,-39397,12997
2010-07-28,57400.0,59700.0,81880.0,23.43,-29855,-11619,27681
2010-07-29,59600.0,59900.0,84584.0,23.51,-9464,-10341,6606
2010-07-30,59900.0,59900.0,79511.0,23.51,-13473,12897,-10114
2010-08-02,60000.0,59500.0,83457.0,23.35,-6579,-1411,-9457
2010-08-03,59400.0,56900.0,282570.0,22.33,70023,-91618,9649
2010-08-04,56700.0,56400.0,249721.0,22.13,28308,-94049,67145
2010-08-05,56100.0,56300.0,134633.0,22.09,-2643,-45505,25779
2010-08-06,56600.0,56100.0,125704.0,22.01,-12295,-41190,29785
2010-08-09,56000.0,57300.0,176652.0,22.48,39331,-5572,-39645
2010-08-10,57000.0,56300.0,107459.0,22.09,-2835,-10957,-12858
2010-08-11,56300.0,55900.0,120023.0,21.94,26211,-57379,22834
2010-08-12,55500.0,55500.0,115428.0,21.78,7120,-11106,-168
2010-08-13,55500.0,56100.0,146150.0,22.01,21221,-19177,-3954
2010-08-16,56000.0,56000.0,110191.0,21.97,32834,-39580,-5516
2010-08-17,55400.0,56800.0,103083.0,22.29,20378,-14191,-8358
2010-08-18,56800.0,56100.0,111578.0,22.01,23912,-38118,-5477
2010-08-19,56100.0,56700.0,85702.0,22.25,-3738,-16568,5240
2010-08-20,56600.0,57000.0,120576.0,22.37,14671,-27271,-1399
2010-08-23,57000.0,57400.0,149676.0,22.52,10003,-27374,6189
2010-08-24,57600.0,56900.0,115671.0,22.33,11892,-43188,21387
2010-08-25,56900.0,56600.0,131310.0,22.21,-2231,-39104,17176
2010-08-26,56400.0,57000.0,88377.0,22.37,-11232,-33059,28906
2010-08-27,57000.0,57400.0,102904.0,22.52,-3105,-9150,130
2010-08-30,57700.0,59000.0,142467.0,23.15,2276,-20743,-2725
2010-08-31,58800.0,58000.0,185382.0,22.76,6929,-31047,-3242
2010-09-01,58000.0,59200.0,292092.0,23.23,-8885,3948,-12324
2010-09-02,59200.0,59600.0,137106.0,23.39,-487,-36849,41940
2010-09-03,59600.0,60600.0,294939.0,23.78,-77704,-40373,110497
2010-09-06,60900.0,59300.0,186457.0,23.27,48067,-66019,-3313
2010-09-07,58600.0,59200.0,263727.0,23.23,24640,-24946,-11005
2010-09-08,58500.0,58100.0,175037.0,22.8,32425,-34093,4258
2010-09-09,57600.0,57100.0,182580.0,22.41,50692,-18085,-42869
2010-09-10,57200.0,58200.0,136059.0,22.84,-19602,-51191,45100
2010-09-13,58100.0,58800.0,109628.0,23.07,-21695,-938,5527
2010-09-14,58800.0,58400.0,136262.0,22.92,-858,-54025,34855
2010-09-15,58100.0,57600.0,90063.0,22.6,2421,-14906,-9141
2010-09-16,57400.0,58800.0,117419.0,23.07,-37360,20683,3380
2010-09-17,59300.0,60000.0,193496.0,23.54,-45945,22724,8009
2010-09-20,60000.0,64000.0,301802.0,25.11,-128322,80976,40712
2010-09-24,63900.0,63000.0,141056.0,24.72,11099,-3600,-9941
2010-09-27,63000.0,62500.0,145819.0,24.53,25484,-26589,-7342
2010-09-28,62000.0,62700.0,97367.0,24.6,5389,-1351,-15357
2010-09-29,62600.0,62600.0,157176.0,24.56,-26828,5257,-45
2010-09-30,62800.0,62600.0,172955.0,24.56,334,1970,-11197
2010-10-01,62900.0,66100.0,392839.0,25.94,-134645,112599,20679
2010-10-04,66100.0,62900.0,347738.0,24.68,115668,-71726,-27434
2010-10-05,62600.0,63500.0,144677.0,24.92,-322,-21617,11276
2010-10-06,63400.0,61500.0,303806.0,24.13,98857,-141512,22401
2010-10-07,62000.0,63400.0,210868.0,24.88,-37043,-54621,69944
2010-10-08,63600.0,63000.0,175552.0,24.72,7596,-23390,2526
2010-10-11,63000.0,64300.0,158932.0,25.23,-9369,-23241,19291
2010-10-12,64700.0,63000.0,153151.0,24.72,41958,-43627,-3029
2010-10-13,62600.0,62800.0,126807.0,24.64,19955,-22260,-403
2010-10-14,62400.0,64400.0,137561.0,25.27,-21240,-17166,25290
2010-10-15,63800.0,64100.0,113388.0,25.15,-37093,-4553,18017
2010-10-18,63700.0,63200.0,123310.0,24.8,24424,-62526,-2626
2010-10-19,63000.0,60500.0,144949.0,23.74,35548,-61255,2993
2010-10-20,60500.0,60900.0,140109.0,23.9,6655,-29447,3703
2010-10-21,61700.0,60400.0,137311.0,23.7,33522,-47219,14516
2010-10-22,60200.0,61700.0,95371.0,24.21,-14221,770,12555
2010-10-25,61300.0,60500.0,81759.0,23.74,14824,-17030,4773
2010-10-26,60700.0,63600.0,228563.0,24.96,-46062,-17941,37776
2010-10-27,63600.0,62900.0,193057.0,24.68,-11769,73791,-51166
2010-10-28,62400.0,62900.0,98121.0,24.68,9623,41916,-42112
2010-10-29,62900.0,62000.0,102455.0,24.33,-516,3576,-675
2010-11-01,61600.0,61400.0,62020.0,24.09,21327,843,-25166
2010-11-02,61000.0,61000.0,133442.0,23.94,24411,-7543,-18458
2010-11-03,60900.0,60600.0,110863.0,23.78,27446,-5134,-30936
2010-11-04,61000.0,59700.0,99685.0,23.43,43845,-32796,-13159
2010-11-05,59800.0,57800.0,301708.0,22.68,126535,-119648,-10651
2010-11-08,58100.0,57200.0,201784.0,22.45,78750,-16658,-69283
2010-11-09,57000.0,59600.0,310605.0,23.39,-30091,19166,5022
2010-11-10,59100.0,59800.0,120623.0,23.47,-9899,33037,-23612
2010-11-11,59800.0,56700.0,197474.0,22.25,46783,-2606,-60994
2010-11-12,57600.0,55800.0,191346.0,21.9,32423,5362,-41575
2010-11-15,55600.0,55700.0,146666.0,21.86,20864,41480,-61419
2010-11-16,55400.0,56600.0,95173.0,22.21,-17965,39823,-11938
2010-11-17,56100.0,56800.0,118041.0,22.29,5864,26608,-27577
2010-11-18,56600.0,56400.0,117717.0,22.13,34956,-19184,-22175
2010-11-19,56700.0,57300.0,130780.0,22.48,30538,4366,-35227
2010-11-22,57500.0,58000.0,86560.0,22.76,-1602,12602,-15882
2010-11-23,58000.0,56500.0,137239.0,22.17,39295,-2901,-28839
2010-11-24,55000.0,54700.0,241943.0,21.46,92322,-14077,-78359
2010-11-25,54600.0,54100.0,286193.0,21.23,58579,18038,-69923
2010-11-26,54000.0,54000.0,167007.0,21.19,-22825,25213,-9720
2010-11-29,53200.0,54000.0,100907.0,21.19,-33837,24326,9957
2010-11-30,54200.0,55100.0,101993.0,21.62,-20689,8903,9292
2010-12-01,55200.0,55300.0,54918.0,21.7,-4844,8624,-1825
2010-12-02,55400.0,55400.0,84125.0,21.74,-7421,8872,2731
2010-12-03,55900.0,55400.0,220233.0,21.74,24985,-17555,-8919
2010-12-06,55000.0,54600.0,163910.0,21.43,28696,7544,-32695
2010-12-07,54300.0,54000.0,171143.0,21.19,40882,-33550,-5214
2010-12-08,53800.0,53000.0,215443.0,20.8,66531,914,-62162
2010-12-09,53000.0,53900.0,173114.0,21.15,2250,771,-6996
2010-12-10,53500.0,53300.0,198380.0,20.92,50902,-14974,-36024
2010-12-13,53600.0,54300.0,128420.0,21.31,17106,-5510,-8556
2010-12-14,54400.0,55900.0,262949.0,21.94,-74444,104667,-14064
2010-12-15,56300.0,56100.0,103280.0,22.01,-7580,-13713,14694
2010-12-16,55800.0,56400.0,131054.0,22.13,-31355,2726,11449
2010-12-17,56400.0,55300.0,90366.0,21.7,21892,-28436,-10703
2010-12-20,54800.0,54600.0,115035.0,21.43,-11282,2434,11812
2010-12-21,54900.0,54700.0,76257.0,21.46,29064,-35224,8890
2010-12-22,54900.0,54700.0,97346.0,21.46,20992,-23988,8988
2010-12-23,54700.0,55200.0,48558.0,21.66,340,-9752,5370
2010-12-24,55500.0,54900.0,108866.0,21.54,25450,-42927,1562
2010-12-27,54900.0,55500.0,115703.0,21.78,13338,-26011,8729
2010-12-28,55800.0,56400.0,139213.0,22.13,-20859,5983,11912
2010-12-29,56000.0,55700.0,130299.0,21.86,41553,-25402,-14563
2010-12-30,55700.0,56000.0,87080.0,21.97,-17514,32697,-19502
2011-01-03,56000.0,55800.0,88366.0,18.44,26451,-13984,-6442
2011-01-04,55500.0,55000.0,114914.0,18.17,33482,-34527,8317
2011-01-05,55000.0,55000.0,103789.0,18.17,-6459,-14512,19964
2011-01-06,55100.0,54800.0,113026.0,18.11,-4594,-1630,10299
2011-01-07,54400.0,54500.0,113194.0,18.01,23292,-39015,14662
2011-01-10,54600.0,54200.0,110783.0,17.91,-262,-41350,39314
2011-01-11,54400.0,55400.0,222449.0,18.31,-17981,-68120,61872
2011-01-12,55700.0,58200.0,394592.0,19.23,-210699,51000,137153
2011-01-13,58100.0,56700.0,200829.0,18.73,35409,-35914,19837
2011-01-14,57000.0,56700.0,111068.0,18.73,22322,132,7642
2011-01-17,57100.0,55700.0,98552.0,18.4,-3731,-29160,36404
2011-01-18,56000.0,57600.0,144820.0,19.03,-20927,33614,-2710
2011-01-19,57700.0,57700.0,128027.0,19.07,-32775,53116,-17278
2011-01-20,57900.0,57600.0,57730.0,19.03,3362,6284,-9121
2011-01-21,57600.0,56600.0,70839.0,18.7,-5631,15182,-7424
2011-01-24,56600.0,55800.0,78827.0,18.44,35080,-22234,-4818
2011-01-25,55900.0,55900.0,80894.0,18.47,22617,-18072,-6921
2011-01-26,56100.0,55800.0,63209.0,18.44,-1560,-4673,6172
2011-01-27,55600.0,55100.0,123687.0,18.21,223,-42142,45679
2011-01-28,54800.0,54900.0,64709.0,18.14,5362,-19890,15482
2011-01-31,54500.0,53900.0,76207.0,17.81,14793,-11459,-6675
2011-02-01,53600.0,52900.0,92439.0,17.48,22281,4002,-15964
2011-02-07,53300.0,53700.0,73185.0,17.74,-11145,-21926,33631
2011-02-08,53800.0,53300.0,55388.0,17.61,5990,-1105,-5358
2011-02-09,53700.0,52100.0,73505.0,17.21,13164,-20955,6891
2011-02-10,51800.0,51000.0,114308.0,16.85,5627,-2484,-8958
2011-02-11,51100.0,50500.0,71377.0,16.69,-5764,-9803,18117
2011-02-14,51300.0,51100.0,73461.0,16.88,4405,-18377,15125
2011-02-15,50900.0,51200.0,57230.0,16.92,-2169,6619,1114
2011-02-16,51200.0,51000.0,79081.0,16.85,704,-23891,21250
2011-02-17,51100.0,51400.0,67365.0,16.98,-3994,2017,14424
2011-02-18,51200.0,51400.0,48336.0,16.98,16996,5670,-21281
2011-02-21,51500.0,51400.0,57450.0,16.98,8969,3834,-8067
2011-02-22,51000.0,51000.0,51720.0,16.85,-10524,7502,3390
2011-02-23,51100.0,50900.0,66871.0,16.82,-13003,10170,834
2011-02-24,50900.0,50300.0,54050.0,16.62,-10916,-5684,11148
2011-02-25,50400.0,51000.0,71124.0,16.85,-11694,24971,-6191
2011-02-28,51000.0,50100.0,60483.0,16.55,14031,-3150,-10026
2011-03-02,49850.0,49900.0,73243.0,16.49,-6353,4964,49
2011-03-03,49900.0,50300.0,61804.0,16.62,5312,6808,-7202
2011-03-04,50600.0,50800.0,143010.0,16.79,-9970,15025,-569
2011-03-07,50800.0,51700.0,68960.0,17.08,-21053,7543,18606
2011-03-08,51800.0,53000.0,148638.0,17.51,-33350,13733,9156
2011-03-09,52600.0,53500.0,96028.0,17.68,-10301,1120,-2874
2011-03-10,53000.0,51600.0,115448.0,17.05,20669,1444,-32593
2011-03-11,51300.0,53000.0,114056.0,17.51,-30571,27769,-2477
2011-03-14,52100.0,53600.0,114649.0,17.71,-48734,40449,10065
2011-03-15,53700.0,52900.0,158464.0,17.48,-59787,35105,11143
2011-03-16,53000.0,53600.0,51424.0,17.71,-7882,2755,-5746
2011-03-17,53500.0,52900.0,82596.0,17.48,1078,12959,-11903
2011-03-18,52600.0,52900.0,50017.0,17.48,-10840,8094,2549
2011-03-21,52700.0,53200.0,45248.0,17.58,-11903,3879,7331
2011-03-22,53100.0,54700.0,63705.0,18.07,-15573,-11059,15419
2011-03-23,54400.0,54000.0,45288.0,17.84,5171,3769,-12234
2011-03-24,53900.0,54000.0,32231.0,17.84,-4483,-2064,1721
2011-03-25,53800.0,54900.0,99040.0,18.14,-27974,467,26167
2011-03-28,55100.0,54900.0,50234.0,18.14,-12260,16997,-4794
2011-03-29,54600.0,55000.0,43934.0,18.17,-11791,11572,582
2011-03-30,55000.0,56000.0,61678.0,18.5,-34035,2818,22231
2011-03-31,56000.0,56300.0,80925.0,18.6,-22736,-10421,28866
2011-04-01,55800.0,56300.0,50166.0,18.6,-11362,11035,1770
2011-04-04,56200.0,55000.0,73327.0,18.17,22105,-6002,-18827
2011-04-05,55100.0,54000.0,108951.0,17.84,39011,-25139,-22467
2011-04-06,53700.0,52900.0,121100.0,17.48,47776,-11277,-37101
2011-04-07,52800.0,52300.0,110417.0,17.28,48487,-15698,-30389
2011-04-08,52200.0,51800.0,113997.0,17.12,59788,-29747,-25326
2011-04-11,51700.0,51600.0,81923.0,17.05,34186,-20112,-11109
2011-04-12,51600.0,50800.0,94799.0,16.79,31460,271,-25693
2011-04-13,51100.0,51800.0,61307.0,17.12,8746,-1471,-6014
2011-04-14,51900.0,51600.0,101381.0,17.05,17763,25506,-45722
