Symbol,에스원_시가(원),에스원_종가(원),에스원_거래량(주),에스원_PER(IFRS-연결),에스원_순매수수량(개인)(주),에스원_순매수수량(기관계)(주),에스원_순매수수량(외국인계)(주)
2011-04-15,51300.0,50500.0,179707.0,16.69,89952,-22254,-70146
2011-04-18,50500.0,50700.0,65992.0,16.75,7157,560,-4022
2011-04-19,50700.0,50400.0,91942.0,16.65,32698,16079,-47777
2011-04-20,50400.0,51600.0,107295.0,17.05,-4904,934,-3061
2011-04-21,51300.0,51000.0,149652.0,16.85,34463,-49608,6748
2011-04-22,51200.0,50500.0,202440.0,16.69,104369,-77104,-15642
2011-04-25,50500.0,51000.0,128303.0,16.85,82459,-41874,-11368
2011-04-26,50800.0,51500.0,74352.0,17.02,-3826,-4444,4893
2011-04-27,52300.0,52800.0,175245.0,17.45,-42398,8609,32857
2011-04-28,52600.0,52100.0,91463.0,17.21,8347,4387,884
2011-04-29,51800.0,52300.0,96547.0,17.28,28879,-43901,16461
2011-05-02,51800.0,52900.0,66106.0,17.48,-1431,-11267,7069
2011-05-03,52300.0,52900.0,60520.0,17.48,-787,6467,-7497
2011-05-04,52900.0,52300.0,45131.0,17.28,558,2010,-1732
2011-05-06,51800.0,52200.0,40207.0,17.25,-7758,9499,-6651
2011-05-09,52200.0,52000.0,95639.0,17.18,13589,4061,-5915
2011-05-11,51900.0,50900.0,177160.0,16.82,124369,-120422,-1250
2011-05-12,50500.0,50500.0,95716.0,16.69,53156,-32798,-19139
2011-05-13,50500.0,50500.0,59180.0,16.69,33516,-29016,-4396
2011-05-16,50500.0,50800.0,50306.0,16.79,9071,3560,-12281
2011-05-17,50800.0,52500.0,138010.0,17.35,-57487,1981,38639
2011-05-18,52300.0,51600.0,52235.0,17.05,7319,-1715,-10694
2011-05-19,51400.0,50600.0,69829.0,16.72,20660,9560,-31541
2011-05-20,50800.0,51400.0,25675.0,16.98,-7773,3277,7036
2011-05-23,51600.0,51000.0,31812.0,16.85,-983,7713,-7160
2011-05-24,50700.0,50600.0,47245.0,16.72,17613,107,-17319
2011-05-25,50400.0,48900.0,78355.0,16.16,24967,2968,-27856
2011-05-26,49100.0,49700.0,35755.0,16.42,-9131,5990,321
2011-05-27,49300.0,49350.0,35792.0,16.31,3395,-397,7302
2011-05-30,49700.0,49350.0,26124.0,16.31,2256,-609,-1820
2011-05-31,49600.0,50000.0,47015.0,16.52,-19564,6475,-2646
2011-06-01,49800.0,51100.0,58198.0,16.88,-21298,12010,7825
2011-06-02,50900.0,51300.0,81508.0,16.95,-15576,4596,17242
2011-06-03,51100.0,51700.0,99588.0,17.08,-29897,2719,18240
2011-06-07,51100.0,52900.0,86240.0,17.48,-46602,11613,30964
2011-06-08,52400.0,53200.0,70810.0,17.58,-24289,17211,3141
2011-06-09,52500.0,53000.0,127885.0,17.51,-26968,60140,-25722
2011-06-10,52900.0,52100.0,71851.0,17.21,-2148,-18456,26520
2011-06-13,52100.0,52200.0,42333.0,17.25,-14810,1545,4436
2011-06-14,52400.0,50900.0,55710.0,16.82,7700,3407,-15769
2011-06-15,51200.0,51900.0,41617.0,17.15,-13826,637,11889
2011-06-16,51900.0,51000.0,39602.0,16.85,3544,2470,-229
2011-06-17,51200.0,51000.0,99484.0,16.85,-9603,18612,-18862
2011-06-20,51500.0,51400.0,57321.0,16.98,-1505,7646,-7377
2011-06-21,51400.0,52400.0,87306.0,17.31,-8376,46318,-41707
2011-06-22,52700.0,53400.0,91342.0,17.64,-18863,29558,-11905
2011-06-23,53400.0,53600.0,120322.0,17.71,-40495,68819,-24772
2011-06-24,53600.0,53700.0,80930.0,17.74,-28494,22340,2900
2011-06-27,53600.0,54000.0,85592.0,17.84,-17900,17643,19884
2011-06-28,54300.0,54500.0,60974.0,18.01,-17444,-2667,8187
2011-06-29,54900.0,54300.0,61756.0,17.94,-22621,29403,-1301
2011-06-30,54700.0,55200.0,68215.0,18.24,-39476,11939,28827
2011-07-01,55200.0,54900.0,68966.0,18.14,-2714,5043,-3657
2011-07-04,55000.0,55000.0,48747.0,18.17,-5205,6702,-3850
2011-07-05,55000.0,55300.0,49827.0,18.27,-12283,-4143,18494
2011-07-06,54100.0,54700.0,44933.0,18.07,-1757,-11759,13616
2011-07-07,54400.0,54700.0,66878.0,18.07,-3511,-37398,41249
2011-07-08,54100.0,55200.0,42733.0,18.24,-11371,-14290,25368
2011-07-11,54900.0,55600.0,56153.0,18.37,-20172,-13912,23979
2011-07-12,55600.0,54200.0,28875.0,17.91,-6036,4516,3492
2011-07-13,54600.0,54200.0,40922.0,17.91,10365,-14167,9131
2011-07-14,54200.0,53000.0,56238.0,17.51,14231,-3929,1539
2011-07-15,53600.0,54700.0,33536.0,18.07,-5865,5761,-2694
2011-07-18,54700.0,54000.0,63208.0,17.84,9125,33074,-34736
2011-07-19,54500.0,56800.0,122087.0,18.77,-48200,39383,1518
2011-07-20,56900.0,57100.0,89779.0,18.87,-31729,-903,20338
2011-07-21,57600.0,57100.0,80611.0,18.87,-31700,15590,5022
2011-07-22,57000.0,57100.0,44693.0,18.87,-16268,2460,8227
2011-07-25,57100.0,57100.0,42889.0,18.87,-9020,18941,-4733
2011-07-26,57000.0,56700.0,75669.0,18.73,-2227,-11270,13213
2011-07-27,56700.0,56700.0,92090.0,18.73,-4196,4716,-7213
2011-07-28,56500.0,57700.0,141224.0,19.07,-41164,14864,18230
2011-07-29,57800.0,56200.0,48857.0,18.57,-7097,-1161,8832
2011-08-01,56700.0,56900.0,58016.0,18.8,-38783,11854,20782
2011-08-02,56500.0,55900.0,48305.0,18.47,-691,-2220,12598
2011-08-03,55500.0,54400.0,70856.0,17.97,-5334,16318,4951
2011-08-04,54400.0,53500.0,59669.0,17.68,11027,-2212,-13316
2011-08-05,52500.0,51800.0,109695.0,17.12,-32755,16139,12183
2011-08-08,51300.0,50900.0,169128.0,16.82,-67998,36606,28112
2011-08-09,50800.0,49700.0,192817.0,16.42,-6385,8013,1832
2011-08-10,50700.0,49050.0,156307.0,16.21,44565,-9378,-32007
2011-08-11,48350.0,49100.0,183959.0,16.22,-40204,-513,36167
2011-08-12,49550.0,51000.0,150616.0,16.85,-27936,3630,20966
2011-08-16,51600.0,52800.0,68862.0,17.45,-16914,10408,9927
2011-08-17,52700.0,53800.0,64270.0,17.78,-18866,11699,1915
2011-08-18,53100.0,54600.0,70725.0,18.04,-11145,21351,-5806
2011-08-19,54100.0,54500.0,160131.0,18.01,-114838,102717,-603
2011-08-22,54200.0,53100.0,106548.0,17.55,-32940,48102,-35545
2011-08-23,53100.0,51400.0,142373.0,16.98,-611,28572,-21387
2011-08-24,51400.0,50800.0,140793.0,16.79,-12285,18852,7115
2011-08-25,51200.0,50800.0,73569.0,16.79,4381,-8061,6628
2011-08-26,50800.0,50400.0,99807.0,16.65,-13656,45007,-30651
2011-08-29,50700.0,51000.0,84892.0,16.85,15010,-17287,2337
2011-08-30,51200.0,52300.0,104965.0,17.28,11728,-23053,13545
2011-08-31,52800.0,54300.0,97221.0,17.94,-12730,12879,-9115
2011-09-01,54300.0,54300.0,127746.0,17.94,-46367,22646,16269
2011-09-02,54600.0,57400.0,167193.0,18.97,-40431,40217,-8
2011-09-05,56800.0,56600.0,134164.0,18.7,-48107,74697,-30776
2011-09-06,54000.0,56500.0,158407.0,18.67,-36806,67895,-35266
2011-09-07,56500.0,54200.0,165641.0,17.91,44350,-4009,-46395
2011-09-08,54600.0,52700.0,151595.0,17.41,60121,-12646,-41442
2011-09-09,52200.0,53200.0,98173.0,17.58,-38195,39569,-394
2011-09-14,52000.0,52900.0,90217.0,17.48,-16262,24411,-14260
2011-09-15,53300.0,54000.0,77699.0,17.84,-2505,240,10900
2011-09-16,54200.0,53800.0,81750.0,17.78,-28901,-5441,19944
2011-09-19,53900.0,55500.0,96895.0,18.34,-45330,37212,17829
2011-09-20,55000.0,55200.0,53133.0,18.24,-13541,3068,1452
2011-09-21,54200.0,55000.0,50854.0,18.17,-4742,-13571,16866
2011-09-22,53500.0,54000.0,72639.0,17.84,5542,30595,-19514
2011-09-23,52100.0,52000.0,124743.0,17.18,-23767,54070,-32995
2011-09-26,52900.0,52000.0,101961.0,17.18,-30585,31510,-16893
2011-09-27,52700.0,51900.0,50832.0,17.15,5418,-4037,-5970
2011-09-28,52500.0,50500.0,78777.0,16.69,14462,-3932,5609
2011-09-29,50500.0,53700.0,87771.0,17.74,-28843,21579,11713
2011-09-30,52000.0,54000.0,85802.0,17.84,-15872,7742,13540
2011-10-04,52800.0,53600.0,87716.0,17.71,-41084,32782,-4162
2011-10-05,53800.0,54500.0,161482.0,18.01,-57441,23882,28109
2011-10-06,55000.0,53600.0,46815.0,17.71,6844,-11031,2727
2011-10-07,53100.0,53900.0,45305.0,17.81,2134,-15347,13287
2011-10-10,53500.0,53400.0,39113.0,17.64,-2579,15404,-8425
2011-10-11,53600.0,52600.0,68004.0,17.38,11063,-24902,9618
2011-10-12,52700.0,52900.0,48604.0,17.48,-5162,-4801,9204
2011-10-13,53200.0,53700.0,66563.0,17.74,-10003,4829,5768
2011-10-14,53300.0,53700.0,50041.0,17.74,-779,11638,-6665
2011-10-17,53900.0,54700.0,74162.0,18.07,-6604,-3365,5183
2011-10-18,54500.0,54600.0,65982.0,18.04,5356,-4122,4674
2011-10-19,55100.0,54300.0,61453.0,17.94,-1217,3852,-1262
2011-10-20,54500.0,52600.0,93344.0,17.38,-936,10485,-10216
2011-10-21,53000.0,52600.0,72074.0,17.38,4648,12583,-14911
2011-10-24,52800.0,55000.0,79356.0,18.17,-47827,37636,-210
2011-10-25,55200.0,55600.0,88019.0,18.37,-11370,11946,7147
2011-10-26,56100.0,55800.0,60179.0,18.44,-23868,25029,-1983
2011-10-27,56000.0,56800.0,124663.0,18.77,-10805,11862,-5844
2011-10-28,57500.0,56100.0,90618.0,18.54,-15745,14930,-956
2011-10-31,56500.0,58000.0,164370.0,19.16,-5029,16822,-5190
2011-11-01,57900.0,56600.0,90423.0,18.7,-383,3522,3058
2011-11-02,56500.0,56100.0,70456.0,18.54,-13693,24674,-5911
2011-11-03,56300.0,56000.0,42533.0,18.5,1102,4618,2187
2011-11-04,56600.0,60100.0,118909.0,19.86,-53520,39275,-9290
2011-11-07,60000.0,59600.0,98799.0,19.69,-1844,-21201,30940
2011-11-08,59500.0,58500.0,63746.0,19.33,-3286,-1373,-1130
2011-11-09,58700.0,58500.0,71547.0,19.33,19768,-21596,-5905
2011-11-10,57500.0,57400.0,107868.0,18.97,-25797,41209,-3968
2011-11-11,57600.0,57500.0,81349.0,19.0,19007,4614,-15643
2011-11-14,57700.0,58900.0,71906.0,19.46,250,3050,-4395
2011-11-15,58900.0,57900.0,64213.0,19.13,-3572,-11914,10847
2011-11-16,58700.0,57000.0,87110.0,18.83,5230,-5369,11345
2011-11-17,57000.0,57000.0,72725.0,18.83,-2061,-2205,-818
2011-11-18,56200.0,56500.0,50987.0,18.67,1505,4826,-4316
2011-11-21,56500.0,56500.0,120365.0,18.67,1524,-22363,17262
2011-11-22,55100.0,56900.0,117940.0,18.8,47406,-58745,9377
2011-11-23,56000.0,54500.0,120842.0,18.01,27111,-34891,6749
2011-11-24,54500.0,54600.0,40398.0,18.04,-5132,5127,1262
2011-11-25,54800.0,53900.0,47704.0,17.81,-9206,16759,-6304
2011-11-28,54500.0,54800.0,61855.0,18.11,-10834,-18790,23593
2011-11-29,54800.0,56300.0,117155.0,18.6,8221,-30460,4374
2011-11-30,56100.0,57000.0,113024.0,18.83,-24586,32592,-16029
2011-12-01,57700.0,56700.0,156461.0,18.73,34686,-41834,5978
2011-12-02,56400.0,56000.0,102377.0,18.5,4416,-27769,19444
2011-12-05,56500.0,55800.0,90269.0,18.44,30245,-33312,7067
2011-12-06,55500.0,54800.0,86886.0,18.11,41158,-45053,3474
2011-12-07,54900.0,54900.0,114773.0,18.14,13213,-28851,13594
2011-12-08,55100.0,55600.0,136301.0,18.37,-13764,-44183,62194
2011-12-09,55000.0,56700.0,124794.0,18.73,-16794,-81,22656
2011-12-12,57200.0,57000.0,122634.0,18.83,7320,-56420,43886
2011-12-13,57000.0,56900.0,55861.0,18.8,-10961,-2086,21853
2011-12-14,57300.0,56500.0,45836.0,18.67,-382,-3956,-4185
2011-12-15,56200.0,55200.0,112270.0,18.24,16656,1272,3240
2011-12-16,55700.0,56000.0,102550.0,18.5,-2461,10950,-5885
2011-12-19,56000.0,54100.0,113782.0,17.88,-9633,12444,-1017
2011-12-20,54900.0,55800.0,122130.0,18.44,-19410,8945,1099
2011-12-21,56100.0,56400.0,96786.0,18.64,13999,-43898,22415
2011-12-22,56000.0,56400.0,75946.0,18.64,-1040,-36430,34509
2011-12-23,56700.0,58500.0,99751.0,19.33,-42220,4424,25064
2011-12-26,58500.0,58500.0,42389.0,19.33,170,-2022,-136
2011-12-27,58300.0,58400.0,50213.0,19.3,-15995,19317,-4580
2011-12-28,57100.0,58000.0,46405.0,19.16,-6518,16350,-3701
2011-12-29,57800.0,57900.0,72909.0,19.13,-9902,11393,-833
2012-01-02,57300.0,58500.0,42978.0,17.6,2367,372,2929
2012-01-03,57100.0,58500.0,71274.0,17.6,-15425,11668,-3200
2012-01-04,57700.0,58300.0,75546.0,17.54,-1808,-5878,15821
2012-01-05,58500.0,58500.0,46444.0,17.6,-12980,11,7023
2012-01-06,59000.0,58000.0,47196.0,17.45,7865,-4928,4636
2012-01-09,58000.0,57500.0,60497.0,17.3,5149,-1780,11519
2012-01-10,57700.0,58200.0,79985.0,17.51,-13454,-1769,-2843
2012-01-11,57500.0,57000.0,65261.0,17.15,20248,-6832,-12760
2012-01-12,57200.0,56300.0,172726.0,16.94,-80762,59508,22670
2012-01-13,56300.0,57500.0,71648.0,17.3,-29194,31054,-3697
2012-01-16,57600.0,57300.0,55576.0,17.24,11015,-7483,4510
2012-01-17,56700.0,57300.0,59881.0,17.24,-1377,10617,-8512
2012-01-18,57200.0,57500.0,55175.0,17.3,7033,6933,-2792
2012-01-19,57300.0,58400.0,65960.0,17.57,-1897,-14828,16061
2012-01-20,58200.0,59100.0,77644.0,17.78,-23197,-12878,43274
2012-01-25,59300.0,58700.0,78499.0,17.66,2429,-43810,39754
2012-01-26,58300.0,59200.0,63225.0,17.81,-7465,-15724,21501
2012-01-27,58300.0,58500.0,67070.0,17.6,-6138,-23644,31033
2012-01-30,58300.0,57400.0,72517.0,17.27,9992,-36242,21181
2012-01-31,57000.0,57000.0,156789.0,17.15,24473,-28892,3913
2012-02-01,56700.0,56800.0,191178.0,17.09,38765,5848,-35851
2012-02-02,57200.0,56400.0,216896.0,16.97,26777,-39955,16347
2012-02-03,56900.0,57300.0,130606.0,17.24,-21998,11421,6231
2012-02-06,57600.0,56900.0,132548.0,17.12,-2182,-25967,39871
2012-02-07,56500.0,57300.0,66824.0,17.24,-9653,-2507,13050
2012-02-08,57500.0,57200.0,64003.0,17.21,-6807,-4705,11815
2012-02-09,57100.0,56900.0,97227.0,17.12,11938,-17827,6535
2012-02-10,56500.0,56300.0,76502.0,16.94,17151,-227,-14811
2012-02-13,56500.0,56200.0,59363.0,16.91,4212,-23378,13871
2012-02-14,56100.0,55100.0,120963.0,16.58,37049,-25308,1966
2012-02-15,55200.0,55500.0,82146.0,16.7,-1632,-28572,24275
2012-02-16,55000.0,55400.0,67957.0,16.67,-3280,5229,-2348
2012-02-17,55500.0,55800.0,60527.0,16.79,4452,-14480,9106
2012-02-20,55600.0,55100.0,37254.0,16.58,11943,-12798,-2251
2012-02-21,54900.0,55000.0,56417.0,16.55,9406,-30950,23442
2012-02-22,55000.0,55000.0,79705.0,16.55,17971,-2871,-14015
2012-02-23,55300.0,55600.0,121119.0,16.73,-36261,877,34537
2012-02-24,55800.0,55700.0,87868.0,16.76,6742,-17644,14479
2012-02-27,55700.0,55000.0,73139.0,16.55,18962,-22076,7225
2012-02-28,54900.0,53700.0,129753.0,16.16,49433,-12448,-12245
2012-02-29,53600.0,54400.0,234274.0,16.37,12739,-68081,69302
2012-03-02,54700.0,55200.0,46434.0,16.61,-23573,1213,23091
2012-03-05,55200.0,53800.0,58761.0,16.19,27133,-32036,7353
2012-03-06,53800.0,53900.0,51284.0,16.22,4021,-20268,16048
2012-03-07,53700.0,53100.0,120120.0,15.98,44023,-68366,35532
2012-03-08,53000.0,52000.0,261538.0,15.64,120525,-103423,26066
2012-03-09,52000.0,52700.0,174906.0,15.86,71875,-105494,34175
2012-03-12,52700.0,52800.0,72215.0,15.89,9014,-16247,8381
2012-03-13,53100.0,53000.0,82915.0,15.95,-9590,-7083,8193
2012-03-14,53300.0,53400.0,144611.0,16.07,-6365,-32323,40119
2012-03-15,53400.0,52500.0,110144.0,15.8,22606,-19950,-3060
2012-03-16,52600.0,53000.0,129178.0,15.95,29659,-32932,-2196
2012-03-19,53000.0,53000.0,75551.0,15.95,22030,-26561,7233
2012-03-20,52800.0,53100.0,79809.0,15.98,10433,-30976,26006
2012-03-21,53000.0,53200.0,48493.0,16.01,-4186,-9614,12699
2012-03-22,53300.0,54200.0,91635.0,16.31,-25353,17377,2706
2012-03-23,54000.0,52800.0,76179.0,15.89,29053,-14909,-1164
2012-03-26,53000.0,53400.0,41948.0,16.07,-20524,432,17499
2012-03-27,53500.0,53000.0,58567.0,15.95,7151,-8434,16264
2012-03-28,52800.0,53500.0,37042.0,16.1,-5706,-6710,13019
2012-03-29,53500.0,52800.0,56618.0,15.89,2594,-12692,16362
2012-03-30,53000.0,52800.0,69685.0,15.89,-3537,-4236,11939
2012-04-02,53000.0,53600.0,74564.0,16.13,-33351,-3354,36822
2012-04-03,53700.0,54500.0,91693.0,16.4,-35343,-6459,31803
2012-04-04,54500.0,54000.0,88331.0,16.25,-30198,-9040,26321
2012-04-05,54200.0,54400.0,199653.0,16.37,-14432,-5006,24437
2012-04-06,54300.0,54000.0,50232.0,16.25,19855,-12823,-482
2012-04-09,53800.0,54000.0,65493.0,16.25,-16055,8410,11292
2012-04-10,54100.0,54000.0,57208.0,16.25,-1003,-9877,9171
2012-04-12,54300.0,54300.0,74370.0,16.34,-33944,1998,33580
2012-04-13,54600.0,54000.0,172221.0,16.25,-49596,-13406,62386
2012-04-16,53700.0,54100.0,62845.0,16.28,-8553,-11668,27153
2012-04-17,54300.0,55400.0,77872.0,16.67,-40256,3511,33774
2012-04-18,54900.0,55600.0,69675.0,16.73,-6172,-21619,30792
2012-04-19,55100.0,55200.0,51877.0,16.61,-3,-22768,21532
2012-04-20,55100.0,55000.0,77235.0,16.55,-25798,-31645,56150
2012-04-23,54800.0,55800.0,42264.0,16.79,-25147,15301,7828
2012-04-24,55100.0,55800.0,80996.0,16.79,-26646,5437,32120
2012-04-25,56100.0,55600.0,72209.0,16.73,-11442,-11267,24384
2012-04-26,55100.0,55400.0,62769.0,16.67,-5339,-22878,24314
2012-04-27,55400.0,56600.0,94886.0,17.03,-30423,-24118,59580
2012-04-30,56600.0,56500.0,62920.0,17.0,-19951,1675,18669
2012-05-02,56500.0,56100.0,102180.0,16.88,-9013,-29205,40312
2012-05-03,56700.0,57200.0,61384.0,17.21,-25216,237,24758
2012-05-04,57600.0,56600.0,42989.0,17.03,172,-18557,19580
2012-05-07,56700.0,57100.0,117279.0,17.18,-18453,-54682,77944
2012-05-08,57100.0,57800.0,130750.0,17.39,-12535,-39948,50399
2012-05-09,58000.0,58000.0,158811.0,17.45,-12932,-66860,71838
2012-05-10,58200.0,58300.0,86204.0,17.54,-20982,-30918,59376
2012-05-11,58300.0,58300.0,94951.0,17.54,-15883,-22483,39603
2012-05-14,57800.0,57500.0,63087.0,17.3,-8018,-20009,29543
2012-05-15,57500.0,57800.0,103992.0,17.39,-47647,1397,41568
2012-05-16,58000.0,57000.0,77366.0,17.15,-22132,6096,10389
2012-05-17,56300.0,56000.0,50440.0,16.85,1940,-5006,11241
2012-05-18,55900.0,55300.0,83323.0,16.64,-16481,9755,6430
2012-05-21,54600.0,55600.0,38483.0,16.73,-1461,630,1822
2012-05-22,55500.0,56800.0,80281.0,17.09,-7369,6411,10053
2012-05-23,55900.0,56000.0,59973.0,16.85,3710,-8953,5736
2012-05-24,55500.0,56300.0,50032.0,16.94,-1708,-7604,6213
2012-05-25,55800.0,56700.0,49315.0,17.06,-403,-20323,22874
2012-05-29,56200.0,55500.0,77591.0,16.7,16148,-36850,15017
2012-05-30,55100.0,55200.0,81994.0,16.61,16108,-39071,29499
2012-05-31,55200.0,56500.0,75072.0,17.0,-19676,-11602,30906
2012-06-01,56000.0,58000.0,88733.0,17.45,-32889,1889,28710
2012-06-04,57000.0,58000.0,82350.0,17.45,-38506,10097,7667
2012-06-05,58100.0,58100.0,106439.0,17.48,-12910,-46030,56129
2012-06-07,58500.0,58400.0,59749.0,17.57,-8774,-31735,39263
2012-06-08,58100.0,58000.0,29347.0,17.45,-7328,6342,-81
2012-06-11,58000.0,57500.0,26330.0,17.3,-794,-14262,15504
2012-06-12,57000.0,57500.0,37570.0,17.3,-2997,-937,7740
2012-06-13,57300.0,57000.0,86836.0,17.15,2457,-45386,41956
2012-06-14,57000.0,57900.0,144497.0,17.42,-10720,-21992,31883
2012-06-15,58300.0,57600.0,99978.0,17.33,-22659,-21553,41136
2012-06-18,58500.0,58000.0,69458.0,17.45,-350,-43190,43096
2012-06-19,57600.0,58100.0,47580.0,17.48,-3411,-25864,29526
2012-06-20,58400.0,58500.0,92315.0,17.6,-1629,-64771,65353
2012-06-21,58200.0,58300.0,76402.0,17.54,1014,-61103,58045
2012-06-22,58600.0,57800.0,83330.0,17.39,2506,-25041,41319
2012-06-25,57400.0,57700.0,47696.0,17.36,-1722,-268,11428
2012-06-26,57700.0,57000.0,64315.0,17.15,4857,-42005,38641
2012-06-27,56700.0,57000.0,44373.0,17.15,-399,-17361,18137
2012-06-28,56700.0,57000.0,39963.0,17.15,-1886,-11998,13433
2012-06-29,56500.0,57500.0,37971.0,17.3,-7201,-4850,10019
2012-07-02,57100.0,58000.0,26728.0,17.45,-2170,-9325,12608
2012-07-03,58600.0,57800.0,26278.0,17.39,-2345,-9466,6986
2012-07-04,57600.0,57600.0,28266.0,17.33,-4070,-2471,14252
2012-07-05,57500.0,58700.0,42808.0,17.66,-6856,-5242,14940
2012-07-06,59200.0,58700.0,70240.0,17.66,-153,-16484,21333
2012-07-09,59000.0,59500.0,41338.0,17.9,-7714,896,2582
2012-07-10,59200.0,60000.0,55859.0,18.05,-10630,-3697,15139
2012-07-11,60000.0,60500.0,58063.0,18.2,-14322,1982,12694
2012-07-12,60400.0,58000.0,115404.0,17.45,13465,-18622,10916
2012-07-13,57800.0,58400.0,81253.0,17.57,-8199,-23082,31380
2012-07-16,58200.0,58800.0,32860.0,17.69,1770,-14195,12420
2012-07-17,58700.0,58000.0,50184.0,17.45,-5338,6120,-786
2012-07-18,58000.0,58200.0,44408.0,17.51,-11719,-6876,18905
2012-07-19,59000.0,60500.0,93680.0,18.2,-35213,15115,22208
2012-07-20,60200.0,59300.0,39581.0,17.84,9086,-11775,2689
2012-07-23,59200.0,58300.0,58654.0,17.54,4394,-6072,1678
2012-07-24,58300.0,58300.0,37593.0,17.54,-1351,255,1791
2012-07-25,57900.0,58200.0,45492.0,17.51,-4418,4738,-320
2012-07-26,58000.0,58300.0,41225.0,17.54,1018,-2848,1830
2012-07-27,59200.0,59300.0,33237.0,17.84,-6451,9547,-3097
2012-07-30,59000.0,57500.0,78916.0,17.3,14668,-23135,7267
2012-07-31,57700.0,57700.0,65241.0,17.36,-9952,20883,-20231
2012-08-01,57800.0,57500.0,97817.0,17.3,4297,9888,-9735
2012-08-02,57500.0,56700.0,81210.0,17.06,26602,-18676,-7626
2012-08-03,56800.0,57000.0,47296.0,17.15,-4817,-7193,12004
2012-08-06,57100.0,57500.0,53585.0,17.3,-6945,2820,3994
2012-08-07,57200.0,57600.0,30496.0,17.33,-2441,6483,-5042
2012-08-08,57200.0,58500.0,71008.0,17.6,-25284,277,26007
2012-08-09,59300.0,59900.0,127100.0,18.02,-38932,-19280,64820
2012-08-10,60200.0,60100.0,56596.0,18.08,-2852,-24505,28300
2012-08-13,59500.0,59100.0,42759.0,17.78,571,-19470,19177
2012-08-14,60000.0,60500.0,55056.0,18.2,-18445,-11335,37950
2012-08-16,59900.0,60500.0,35028.0,18.2,-3555,-16279,19834
2012-08-17,60300.0,58700.0,52461.0,17.66,14568,-15623,1055
2012-08-20,59200.0,60500.0,53053.0,18.2,-12609,-4022,16210
2012-08-21,60600.0,60300.0,36595.0,18.14,-3870,-4981,8745
2012-08-22,60700.0,60500.0,52768.0,18.2,1064,-15924,19507
2012-08-23,60800.0,60500.0,79440.0,18.2,-790,-32685,31475
2012-08-24,60000.0,59600.0,39376.0,17.93,1351,-18468,15617
2012-08-27,60300.0,60500.0,58941.0,18.2,-1620,-22292,24167
2012-08-28,59900.0,59400.0,58574.0,17.87,11060,-8583,-3477
2012-08-29,59700.0,60500.0,38889.0,18.2,-14231,-4826,19057
2012-08-30,60000.0,60400.0,49825.0,18.17,-2289,-12946,15235
2012-08-31,60300.0,59000.0,76384.0,17.75,11844,-26716,14917
2012-09-03,59000.0,60900.0,103190.0,18.32,-17142,-26725,43868
2012-09-04,60900.0,64700.0,204171.0,19.47,-52540,-28333,101031
2012-09-05,63900.0,62400.0,129160.0,18.77,17997,24015,6149
2012-09-06,62400.0,64200.0,124684.0,19.32,-20971,41399,-21401
2012-09-07,63400.0,63100.0,107182.0,18.98,13958,45632,-59405
2012-09-10,63300.0,63100.0,74621.0,18.98,3808,11771,-15749
2012-09-11,63600.0,66000.0,67659.0,19.86,-17353,4207,13717
2012-09-12,65500.0,65000.0,79095.0,19.56,8814,16304,-25341
2012-09-13,65000.0,64500.0,145793.0,19.41,3939,22986,-26625
2012-09-14,65500.0,65900.0,95165.0,19.83,-21127,-2210,20148
2012-09-17,64800.0,63500.0,81801.0,19.1,19516,-11341,-14305
2012-09-18,63500.0,63200.0,89460.0,19.01,1350,8044,-9552
2012-09-19,63400.0,65200.0,110798.0,19.62,-28012,29708,-795
2012-09-20,64500.0,66900.0,104537.0,20.13,-6703,14477,-10027
2012-09-21,67000.0,67200.0,106081.0,20.22,-9466,23025,-13563
2012-09-24,66500.0,66400.0,53529.0,19.98,5242,12659,-17728
2012-09-25,65600.0,67800.0,73873.0,20.4,-11217,11809,-713
2012-09-26,68000.0,66000.0,79044.0,19.86,9069,12052,-23854
