Symbol,SKC_시가(원),SKC_종가(원),SKC_거래량(주),SKC_PER(IFRS-연결),SKC_순매수수량(개인)(주),SKC_순매수수량(기관계)(주),SKC_순매수수량(외국인계)(주)
2003-07-21,6600.0,6800.0,303772.0,,-60428,53428,12000
2003-07-22,6710.0,6850.0,206072.0,,28420,9780,0
2003-07-23,6880.0,7040.0,152479.0,,-3250,3690,0
2003-07-24,6990.0,7200.0,153792.0,,-15930,15930,0
2003-07-25,7110.0,7040.0,130190.0,,15040,-16290,0
2003-07-28,7100.0,7300.0,396930.0,,-11100,17570,0
2003-07-29,7500.0,7360.0,376368.0,,-10750,14480,0
2003-07-30,7500.0,7360.0,303715.0,,-54300,36440,0
2003-07-31,7400.0,7300.0,205285.0,,-22100,14520,-2420
2003-08-01,7250.0,7300.0,213317.0,,-59220,57120,2100
2003-08-04,7210.0,7200.0,123292.0,,-49870,33870,0
2003-08-05,7250.0,7900.0,1097082.0,,-189502,209992,-130
2003-08-06,7810.0,8190.0,1086221.0,,-349950,242550,90150
2003-08-07,8350.0,8300.0,776670.0,,-288010,123010,130000
2003-08-08,8310.0,8630.0,792260.0,,-235370,205470,28000
2003-08-11,8700.0,9050.0,1208586.0,,-296150,110420,190000
2003-08-12,9200.0,10300.0,1444140.0,,-264730,60360,52800
2003-08-13,10000.0,10200.0,1129825.0,,-189830,57560,19770
2003-08-14,10350.0,10850.0,1058777.0,,-162130,267660,-7220
2003-08-18,10900.0,11400.0,1482780.0,,-69210,95720,-8500
2003-08-19,11800.0,11400.0,820808.0,,-141190,153180,-12000
2003-08-20,12100.0,13100.0,2815294.0,,55510,-116580,61560
2003-08-21,13200.0,13200.0,1139714.0,,-17895,34295,46000
2003-08-22,12850.0,11900.0,1518407.0,,-265880,251280,10000
2003-08-25,11900.0,12000.0,1544734.0,,289960,152650,-90000
2003-08-26,11700.0,11950.0,497512.0,,-109826,105506,1650
2003-08-27,12200.0,13700.0,2118078.0,,-124472,249612,171220
2003-08-28,14150.0,13800.0,1202621.0,,184180,-116570,7180
2003-08-29,13700.0,13800.0,926579.0,,-90731,48461,52650
2003-09-01,13850.0,13750.0,699101.0,,158061,-170131,12630
2003-09-02,13800.0,13250.0,660359.0,,-57493,30033,10650
2003-09-03,13300.0,12600.0,800239.0,,84922,-17412,-25070
2003-09-04,12500.0,12100.0,775866.0,,9297,69393,-48240
2003-09-05,12150.0,12450.0,672663.0,,3463,-99623,88370
2003-09-08,12100.0,12050.0,456254.0,,-65002,130282,-60580
2003-09-09,12050.0,12200.0,1028183.0,,-149900,167140,-27140
2003-09-15,11850.0,11400.0,317630.0,,-3107,3267,0
2003-09-16,11350.0,11800.0,338200.0,,-22570,25390,-20
2003-09-17,12000.0,12400.0,538680.0,,-32945,945,35000
2003-09-18,12300.0,11700.0,317392.0,,1120,16150,2540
2003-09-19,12000.0,11850.0,684413.0,,115802,-80302,1320
2003-09-22,11400.0,10850.0,465203.0,,-53840,57300,540
2003-09-23,10200.0,10800.0,469000.0,,-19980,12680,5300
2003-09-24,10600.0,11300.0,653370.0,,-65263,33663,0
2003-09-25,10950.0,10750.0,1609710.0,,-801210,805670,-22200
2003-09-26,10700.0,10500.0,537961.0,,49741,-50231,0
2003-09-29,10400.0,10300.0,450362.0,,-3828,-9772,-12790
2003-09-30,10400.0,10300.0,472040.0,,-3700,-25900,19830
2003-10-01,10000.0,10300.0,201400.0,,-4140,3920,0
2003-10-02,10600.0,10200.0,507380.0,,134610,-120000,-15000
2003-10-06,10800.0,11700.0,1237505.0,,420040,-417620,0
2003-10-07,12300.0,11850.0,1499404.0,,152250,-151180,29480
2003-10-08,12000.0,11850.0,716920.0,,39310,-28890,0
2003-10-09,12000.0,12250.0,1562598.0,,7110,37760,-3000
2003-10-10,12250.0,12250.0,805286.0,,14156,-8786,-1310
2003-10-13,12100.0,12250.0,589534.0,,48214,-33784,-15450
2003-10-14,12400.0,12250.0,813977.0,,-20207,3777,6780
2003-10-15,12300.0,12850.0,968096.0,,125090,-127520,2420
2003-10-16,12750.0,13000.0,1470820.0,,90484,-117364,30
2003-10-17,13150.0,13200.0,744176.0,,36155,-14895,-18200
2003-10-20,13200.0,12750.0,854284.0,,-27540,12870,35750
2003-10-21,13050.0,13200.0,947604.0,,-24366,26606,-7590
2003-10-22,13200.0,12600.0,846110.0,,46400,-152460,72980
2003-10-23,12200.0,12200.0,628984.0,,8594,-12774,-390
2003-10-24,12200.0,13000.0,758257.0,,-80313,59633,15090
2003-10-27,13500.0,14350.0,3809878.0,,-24034,-201726,250990
2003-10-28,14600.0,14550.0,2345006.0,,71709,65261,-130350
2003-10-29,14650.0,14550.0,1170584.0,,-139572,179642,-38080
2003-10-30,14600.0,15950.0,3120727.0,,-77601,37771,119550
2003-10-31,16000.0,16500.0,1311371.0,,10782,-63572,54670
2003-11-03,16650.0,16650.0,1134491.0,,-116175,57455,52720
2003-11-04,16800.0,17200.0,3147785.0,,-125312,-79848,235800
2003-11-05,17550.0,17000.0,1321496.0,,-84252,67282,17000
2003-11-06,16900.0,15800.0,1565516.0,,-19798,-7982,-4100
2003-11-07,16000.0,16350.0,1149029.0,,53399,32471,-49920
2003-11-10,16100.0,15650.0,635007.0,,3252,-4242,-80
2003-11-11,15400.0,15750.0,1354007.0,,110988,-120908,6000
2003-11-12,15750.0,16750.0,1084425.0,,31413,-42813,500
2003-11-13,16950.0,16900.0,820118.0,,-66756,42576,18840
2003-11-14,17000.0,16700.0,846570.0,,-12690,11560,-800
2003-11-17,16350.0,16400.0,516291.0,,-14330,14630,0
2003-11-18,16400.0,17100.0,739310.0,,36773,-34383,0
2003-11-19,16750.0,16200.0,944510.0,,70122,-46922,1580
2003-11-20,16400.0,15700.0,940659.0,,19140,-40940,64200
2003-11-21,15400.0,15850.0,606072.0,,62743,-63053,600
2003-11-24,15500.0,14500.0,588290.0,,-59240,65710,600
2003-11-25,14950.0,15100.0,645385.0,,-59730,54740,-610
2003-11-26,15100.0,15450.0,426449.0,,-48841,48601,10
2003-11-27,15700.0,15700.0,729664.0,,68625,-74455,900
2003-11-28,15700.0,16200.0,532174.0,,-116879,119839,0
2003-12-01,16200.0,16500.0,803422.0,,-32568,46228,-33870
2003-12-02,16600.0,16450.0,652325.0,,-24435,40985,0
2003-12-03,16500.0,16350.0,476584.0,,-7253,-3307,3900
2003-12-04,16150.0,15700.0,546114.0,,-11616,-2824,0
2003-12-05,15650.0,14900.0,481897.0,,103459,-94909,-1500
2003-12-08,14600.0,14700.0,322864.0,,35219,-42489,3600
2003-12-09,14950.0,14800.0,501366.0,,-890,-770,3700
2003-12-10,14650.0,15000.0,506716.0,,-28713,32673,-3000
2003-12-11,14900.0,14800.0,869632.0,,24552,-23632,1390
2003-12-12,15150.0,15000.0,443056.0,,-70104,75154,-5000
2003-12-15,15600.0,14900.0,620720.0,,165714,-155204,5950
2003-12-16,14500.0,14000.0,3040220.0,,-1226534,1249254,20400
2003-12-17,14400.0,14450.0,1097933.0,,183217,-178927,3050
2003-12-18,14600.0,13350.0,1791957.0,,52812,-34932,-36020
2003-12-19,13500.0,13300.0,903155.0,,118292,-101512,-30000
2003-12-22,13400.0,12700.0,465847.0,,29170,-34590,12450
2003-12-23,12800.0,13000.0,516209.0,,-19076,16156,200
2003-12-24,13200.0,13500.0,784982.0,,33551,-50701,-2800
2003-12-26,13400.0,13350.0,306909.0,,-23618,30008,0
2003-12-29,13200.0,13500.0,356815.0,,-101879,95839,8170
2003-12-30,13750.0,14200.0,610710.0,,-77780,77230,0
2004-01-02,14200.0,14250.0,428640.0,13.98,-30757,29477,0
2004-01-05,14150.0,13750.0,332423.0,13.49,29418,-28238,0
2004-01-06,13900.0,13300.0,788884.0,13.05,182655,-94975,-79950
2004-01-07,13200.0,13400.0,385499.0,13.15,22089,-46089,19950
2004-01-08,13500.0,13750.0,1563139.0,13.49,371404,-434694,21390
2004-01-09,13800.0,13350.0,744114.0,13.1,5489,-51299,23780
2004-01-12,13550.0,14000.0,853134.0,13.74,249527,-256877,0
2004-01-13,14100.0,14300.0,1006936.0,14.03,117706,-146476,30000
2004-01-14,14250.0,14300.0,527059.0,14.03,89321,-95301,0
2004-01-15,14350.0,13600.0,592815.0,13.35,86170,-92210,0
2004-01-16,13700.0,13450.0,403001.0,13.2,78881,-78851,0
2004-01-19,13600.0,13550.0,582910.0,13.3,-507,50727,-50000
2004-01-20,13400.0,13700.0,461850.0,13.44,-25430,37000,0
2004-01-26,13700.0,13450.0,410913.0,13.2,56045,-70415,6230
2004-01-27,13550.0,13150.0,392501.0,12.91,15983,-24883,6990
2004-01-28,13000.0,11200.0,1869361.0,10.99,321190,-250180,-41330
2004-01-29,11600.0,11500.0,1271612.0,11.29,524248,-400578,-116880
2004-01-30,11550.0,11200.0,966261.0,10.99,87532,-32952,-41730
2004-02-02,11000.0,11500.0,538086.0,11.29,14365,-18565,4180
2004-02-03,11400.0,11000.0,468740.0,10.8,-10174,4144,2600
2004-02-04,11050.0,10900.0,484016.0,10.7,69499,-78849,300
2004-02-05,11000.0,11550.0,484150.0,11.33,-35690,4120,-1500
2004-02-06,11550.0,12100.0,1035476.0,11.87,-23523,-44187,9370
2004-02-09,12350.0,12150.0,562594.0,11.92,28340,-25380,30
2004-02-10,12050.0,11850.0,422193.0,11.63,11352,-42122,27660
2004-02-11,11950.0,12100.0,512327.0,11.87,-52474,-70686,125300
2004-02-12,12350.0,12800.0,1145466.0,12.56,55880,-48670,-9460
2004-02-13,12800.0,12700.0,1032993.0,12.46,-69296,24616,-4180
2004-02-16,12800.0,12250.0,500513.0,12.02,57173,-55673,330
2004-02-17,12000.0,11350.0,1158633.0,11.14,78384,-54574,21770
2004-02-18,11400.0,11200.0,779777.0,10.99,53568,-49728,600
2004-02-19,11300.0,11350.0,669060.0,11.14,22130,-36240,9840
2004-02-20,11250.0,11300.0,390126.0,11.09,25236,-44696,2000
2004-02-23,11150.0,11550.0,398659.0,11.33,-9555,21885,-500
2004-02-24,11400.0,11500.0,381842.0,11.29,-8163,3363,7610
2004-02-25,11450.0,11300.0,583415.0,11.09,101080,-74710,20320
2004-02-26,11350.0,11000.0,481459.0,10.8,19109,-15879,-3250
2004-02-27,10800.0,10750.0,948874.0,10.55,-31190,77070,10350
2004-03-02,10850.0,11350.0,630201.0,11.14,-63479,6189,75050
2004-03-03,11200.0,10950.0,384957.0,10.75,70220,-88810,9120
2004-03-04,11050.0,11050.0,513229.0,10.84,68821,-48441,-200
2004-03-05,11250.0,11300.0,499417.0,11.09,100513,-111603,11990
2004-03-08,11500.0,12150.0,1290341.0,11.92,-155440,-45900,223290
2004-03-09,12050.0,12200.0,641550.0,11.97,-13400,-5790,8670
2004-03-10,12050.0,11450.0,717830.0,11.24,54210,-28490,-72480
2004-03-11,11200.0,11300.0,758041.0,11.09,284710,-39750,-239860
2004-03-12,11100.0,10500.0,1019511.0,10.3,69820,14740,-81180
2004-03-15,10600.0,10350.0,537479.0,10.16,120169,-84209,320
2004-03-16,10250.0,10550.0,962413.0,10.35,262657,-17137,-236800
2004-03-17,10650.0,10750.0,551230.0,10.55,3780,-3140,-500
2004-03-18,10900.0,11000.0,486952.0,10.8,-37990,24950,-1500
2004-03-19,10850.0,10850.0,315650.0,10.65,47070,15380,-60000
2004-03-22,10850.0,10550.0,323500.0,10.35,-41810,-5110,0
2004-03-23,10400.0,10600.0,253607.0,10.4,8393,-9193,0
2004-03-24,10550.0,10450.0,177733.0,10.26,15010,-15010,0
2004-03-25,10400.0,10050.0,351716.0,9.86,-42909,41019,350
2004-03-26,10300.0,10800.0,576549.0,10.6,-82037,78277,-490
2004-03-29,10800.0,10950.0,333842.0,10.75,-35940,34430,0
2004-03-30,10950.0,11100.0,750309.0,10.89,120400,-87240,-30000
2004-03-31,11200.0,11100.0,498570.0,10.89,-92820,127480,-30000
2004-04-01,11050.0,10800.0,275096.0,10.6,-340,430,2450
2004-04-02,10850.0,10750.0,356010.0,10.55,35422,-39032,0
2004-04-06,11100.0,11400.0,1075181.0,11.19,-108409,-115621,212500
2004-04-07,11650.0,11750.0,1050927.0,11.53,9185,-23065,43290
2004-04-08,11850.0,11650.0,560875.0,11.43,35860,-74040,27220
2004-04-09,11800.0,11700.0,699417.0,11.48,104710,-92170,0
2004-04-12,11500.0,11550.0,548051.0,11.33,2241,-11601,-500
2004-04-13,11650.0,11150.0,522243.0,10.94,10147,-31027,500
2004-04-14,11050.0,11450.0,504890.0,11.24,25941,-27041,-2200
2004-04-16,11400.0,11650.0,528549.0,11.43,-69720,8510,0
2004-04-19,11700.0,11400.0,300424.0,11.19,22694,-8759,0
2004-04-20,11600.0,12150.0,1064549.0,11.92,-52145,32255,5000
2004-04-21,12100.0,12050.0,1134553.0,11.83,-181701,122381,5100
2004-04-22,12300.0,12300.0,1070986.0,12.07,6003,-32563,29070
2004-04-23,12650.0,12250.0,804320.0,12.02,-28979,28529,-300
2004-04-26,12350.0,12450.0,1075185.0,12.22,27646,45744,-103740
2004-04-27,12500.0,11950.0,686649.0,11.73,130220,5390,-97040
2004-04-28,11800.0,11550.0,543038.0,11.33,-26400,13830,1070
2004-04-29,11250.0,10550.0,745860.0,10.35,119130,-5410,-119700
2004-04-30,10300.0,10650.0,462820.0,10.45,96840,-53100,-2300
2004-05-03,10550.0,10500.0,246160.0,10.3,-18360,15150,-400
2004-05-04,10600.0,10850.0,446780.0,10.65,-3310,-60170,500
2004-05-06,10800.0,10000.0,656505.0,9.81,169370,-147520,-10930
2004-05-07,9900.0,10150.0,424190.0,9.96,-49700,20720,-890
2004-05-10,9850.0,8710.0,564940.0,8.55,82960,-88530,-1710
2004-05-11,8600.0,8610.0,450316.0,8.45,4846,-4306,-900
2004-05-12,8720.0,9020.0,568048.0,8.85,85038,-136188,47120
2004-05-13,8850.0,8760.0,305106.0,8.6,34534,-36520,11760
2004-05-14,8850.0,8540.0,348360.0,8.38,-9584,-7270,-4120
2004-05-17,8430.0,7750.0,471768.0,7.61,-69540,-1710,30100
2004-05-18,7530.0,7880.0,405800.0,7.73,29060,-17030,-8300
2004-05-19,7980.0,8370.0,467079.0,8.21,85980,-36720,-800
2004-05-20,8030.0,7780.0,460002.0,7.64,96460,-70090,-140
2004-05-21,7950.0,8150.0,543450.0,8.0,125900,-87860,20410
2004-05-24,8320.0,8430.0,535731.0,8.27,-28480,54110,-1000
2004-05-25,8200.0,8070.0,340452.0,7.92,51110,-56430,-4500
2004-05-27,8300.0,8090.0,398610.0,7.94,99110,-26660,-2070
2004-05-28,8230.0,8440.0,459514.0,8.28,14093,-1893,-1860
2004-05-31,8490.0,8300.0,318367.0,8.15,24870,-14800,-6660
2004-06-01,8300.0,8400.0,296881.0,8.24,21190,-20860,-1200
2004-06-02,8340.0,8280.0,299878.0,8.13,30040,-31020,-4280
2004-06-03,8460.0,8200.0,1524109.0,8.05,91200,-71350,-6860
2004-06-04,8310.0,8230.0,429710.0,8.08,17750,-20290,840
2004-06-07,8300.0,8460.0,495388.0,8.3,4010,-1820,-840
2004-06-08,8540.0,8290.0,439740.0,8.14,4140,-3780,0
2004-06-09,8330.0,8010.0,509646.0,7.86,115080,-112630,0
2004-06-10,8130.0,8120.0,450462.0,7.97,80290,-14710,-39170
2004-06-11,8200.0,7850.0,414276.0,7.7,40670,-35640,-1050
2004-06-14,7650.0,7350.0,352841.0,7.21,-3830,2230,0
2004-06-15,7350.0,7380.0,359490.0,7.24,2890,-2150,0
2004-06-16,7300.0,7220.0,340575.0,7.09,13350,-8420,0
2004-06-17,7150.0,6840.0,820630.0,6.71,189130,-148340,-10000
2004-06-18,6830.0,6730.0,388725.0,6.6,26010,-40780,0
2004-06-21,6660.0,6520.0,394280.0,6.4,16470,-23070,0
2004-06-22,6550.0,6600.0,566920.0,6.48,157510,-73420,-79580
2004-06-23,6670.0,6660.0,478220.0,6.54,48170,-46260,120
2004-06-24,6710.0,6880.0,475121.0,6.75,-3680,10990,0
2004-06-25,6910.0,7080.0,374777.0,6.95,-11990,39170,0
2004-06-28,7100.0,6970.0,231720.0,6.84,5710,-6330,0
2004-06-29,6900.0,7080.0,349470.0,6.95,8450,13640,0
2004-06-30,7130.0,7130.0,288410.0,7.0,-6300,3270,3150
2004-07-01,7180.0,7310.0,447720.0,7.17,5590,-8030,2700
2004-07-02,7200.0,7020.0,229830.0,6.89,16040,-12110,0
2004-07-05,6950.0,6970.0,100316.0,6.84,2470,-2020,0
2004-07-06,6880.0,6850.0,159821.0,6.72,-4490,2440,0
2004-07-07,6650.0,6760.0,179000.0,6.63,-5050,4590,0
2004-07-08,6770.0,6620.0,190368.0,6.5,35080,-30070,-3020
2004-07-09,6550.0,6830.0,161730.0,6.7,-23580,22300,-2700
2004-07-12,6960.0,6700.0,141337.0,6.58,11330,-7750,0
2004-07-13,6640.0,6770.0,137330.0,6.64,1820,-1650,0
2004-07-14,6750.0,6600.0,136447.0,6.48,10630,-6290,0
2004-07-15,6580.0,6520.0,168178.0,6.4,-7270,5810,0
2004-07-16,6480.0,6570.0,162889.0,6.45,20,1470,0
2004-07-19,6510.0,6680.0,139541.0,6.56,-4184,1164,1830
2004-07-20,6680.0,6550.0,124472.0,6.43,15940,-13440,-800
2004-07-21,6650.0,6780.0,253165.0,6.65,-20650,9990,9290
2004-07-22,6650.0,6800.0,116880.0,6.67,13890,-10700,-1820
2004-07-23,6900.0,6920.0,223558.0,6.79,8430,-4430,-4000
2004-07-26,6850.0,6750.0,128790.0,6.62,-2650,2190,-390
2004-07-27,6750.0,6660.0,155270.0,6.54,-8230,6860,0
2004-07-28,6710.0,6630.0,131811.0,6.51,6230,-5470,0
2004-07-29,6690.0,6530.0,174460.0,6.41,5810,-4840,1500
2004-07-30,6550.0,6570.0,226020.0,6.45,-19430,8390,520
2004-08-02,6560.0,6190.0,301152.0,6.07,-4458,-16582,-8440
2004-08-03,6190.0,6030.0,215745.0,5.92,11540,-26680,15140
2004-08-04,5900.0,5900.0,359240.0,5.79,5380,-6250,4770
2004-08-05,5920.0,6110.0,259815.0,6.0,35030,-36200,1000
2004-08-06,5990.0,6040.0,143270.0,5.93,14260,-14110,-1560
2004-08-09,6000.0,6160.0,129960.0,6.05,-13600,12820,260
2004-08-10,6160.0,6250.0,154609.0,6.13,13070,-10310,-1000
2004-08-11,6300.0,6430.0,255718.0,6.31,-65370,-5630,71000
2004-08-12,6420.0,6610.0,235770.0,6.49,-29810,14230,23230
2004-08-13,6730.0,6400.0,775964.0,6.28,45120,-54950,12360
2004-08-16,6400.0,6440.0,169260.0,6.32,-4070,-330,-1000
2004-08-17,6520.0,6330.0,199700.0,6.21,27330,-310,-18620
2004-08-18,6330.0,6340.0,189930.0,6.22,-43180,46180,0
2004-08-19,6400.0,6540.0,263079.0,6.42,5690,9180,-870
2004-08-20,6500.0,6540.0,117878.0,6.42,-19940,16880,1800
2004-08-23,6560.0,6690.0,191660.0,6.57,15840,-3340,0
2004-08-24,6700.0,6770.0,210401.0,6.64,-17889,22189,980
2004-08-25,6800.0,6850.0,184605.0,6.72,-8085,7005,300
2004-08-26,6880.0,6850.0,167045.0,6.72,27293,-20293,0
2004-08-27,6850.0,7050.0,219255.0,6.92,-47530,55630,-100
2004-08-30,7080.0,7190.0,362880.0,7.06,2510,-6300,0
2004-08-31,7190.0,7240.0,177070.0,7.11,-11540,9140,1710
2004-09-01,7240.0,7570.0,449540.0,7.43,-6310,9760,1650
2004-09-02,7540.0,7620.0,343320.0,7.48,-30540,32450,-1310
2004-09-03,7560.0,7500.0,267982.0,7.36,-49540,51430,-220
2004-09-06,7450.0,7320.0,170276.0,7.18,-10070,12460,0
2004-09-07,7380.0,7340.0,176649.0,7.2,-20,-800,-520
2004-09-08,7380.0,7440.0,224020.0,7.3,5462,-3262,0
2004-09-09,7410.0,7370.0,186332.0,7.23,-31862,7662,6800
2004-09-10,7350.0,7550.0,230200.0,7.41,-7860,7860,0
2004-09-13,7610.0,7900.0,714286.0,7.75,-2020,20620,-7600
2004-09-14,8040.0,7780.0,354950.0,7.64,300,780,-1080
2004-09-15,7820.0,8060.0,438360.0,7.91,-40874,28524,2350
2004-09-16,8000.0,8610.0,1877062.0,8.45,123320,-39210,-46040
2004-09-17,8720.0,8700.0,601103.0,8.54,57921,-21421,-30720
2004-09-20,8750.0,9070.0,937331.0,8.9,94320,3100,-89420
2004-09-21,9050.0,9100.0,530376.0,8.93,72880,13140,-84820
2004-09-22,9040.0,8600.0,644076.0,8.44,-50198,22198,28000
2004-09-23,8420.0,8520.0,349218.0,8.36,-32262,80702,-47490
2004-09-24,8470.0,8400.0,412994.0,8.24,-26310,48310,18000
2004-09-30,8300.0,8760.0,341989.0,8.6,11090,28100,-39290
2004-10-01,8670.0,8680.0,369425.0,8.52,86440,3360,-72000
2004-10-04,8800.0,8790.0,476232.0,8.63,67473,23237,-90910
2004-10-05,8800.0,8450.0,585813.0,8.29,69705,-17405,-53300
2004-10-06,8390.0,8340.0,349097.0,8.18,12620,6780,-19500
2004-10-07,8340.0,8360.0,358382.0,8.2,11590,3130,-14990
2004-10-08,8100.0,8570.0,1219249.0,8.41,2400,86340,-230060
2004-10-11,8580.0,9480.0,2031141.0,9.3,-124625,169045,-16650
2004-10-12,9580.0,9080.0,893440.0,8.91,-138830,119410,-30
2004-10-13,9250.0,9750.0,1946126.0,9.57,-107240,24440,-14130
2004-10-14,9650.0,9300.0,838830.0,9.13,-18390,31230,7690
2004-10-15,9030.0,9270.0,509518.0,9.1,-48320,59320,280
2004-10-18,9220.0,9370.0,1042163.0,9.2,61950,-28220,2240
2004-10-19,9460.0,9150.0,582242.0,8.98,21480,-3490,2300
2004-10-20,9160.0,8510.0,637499.0,8.35,2540,6400,0
2004-10-21,8520.0,8100.0,542860.0,7.95,13933,14847,-28980
2004-10-22,8200.0,8160.0,370053.0,8.01,27240,-24420,8180
2004-10-25,8090.0,7760.0,358346.0,7.62,30630,-14900,-11250
2004-10-26,7810.0,8230.0,436514.0,8.08,-6346,-22924,-4190
2004-10-27,8360.0,8050.0,462890.0,7.9,95880,-3410,0
2004-10-28,8300.0,8240.0,362602.0,8.09,-19885,2715,12800
2004-10-29,8150.0,8000.0,270663.0,7.85,50070,-250,-67630
2004-11-01,8000.0,8050.0,145151.0,7.9,-6680,-1350,7510
2004-11-02,8350.0,8450.0,602668.0,8.29,-32710,36500,-3280
2004-11-03,8450.0,8760.0,512550.0,8.6,3480,-9420,7480
2004-11-04,8800.0,8700.0,453287.0,8.54,32187,-1837,5490
2004-11-05,8870.0,9100.0,813962.0,8.93,-134870,173280,1540
2004-11-08,9180.0,8750.0,441623.0,8.59,73310,-48960,5600
2004-11-09,8750.0,9100.0,483057.0,8.93,-131928,130728,1200
2004-11-10,9120.0,9200.0,615730.0,9.03,-124022,85022,38500
2004-11-11,9280.0,9470.0,1214345.0,9.29,-201230,46010,149800
2004-11-12,9630.0,9500.0,658212.0,9.32,-143207,39267,91040
2004-11-15,9250.0,8900.0,1378554.0,8.73,-98886,79456,19870
2004-11-16,8860.0,9020.0,574883.0,8.85,-69701,-30959,94330
2004-11-17,9140.0,9050.0,753577.0,8.88,8247,-69387,99350
2004-11-18,9050.0,8890.0,666357.0,8.72,68357,-9870,-13950
2004-11-19,8950.0,8850.0,322740.0,8.69,71250,-43100,-27500
2004-11-22,8610.0,8520.0,263940.0,8.36,31930,-32560,-20
2004-11-23,8550.0,8650.0,263634.0,8.49,55434,-5434,-50000
2004-11-24,8570.0,8650.0,277048.0,8.49,46750,-360,-46440
2004-11-25,8750.0,8610.0,312663.0,8.45,44630,-44630,0
2004-11-26,8570.0,8500.0,303290.0,8.34,3830,-420,-3360
2004-11-29,8460.0,8400.0,339510.0,8.24,-46630,41060,5570
2004-11-30,8420.0,8550.0,233735.0,8.39,-15870,17110,-1130
2004-12-01,8500.0,8750.0,335040.0,8.59,-13813,26713,6880
2004-12-02,8860.0,8740.0,283612.0,8.58,-59226,44296,14730
2004-12-03,8830.0,8730.0,167550.0,8.57,-5626,-9560,15136
2004-12-06,8770.0,8970.0,429635.0,8.8,50810,-53830,0
2004-12-07,9020.0,8800.0,463077.0,8.64,120027,-121507,1550
2004-12-08,8650.0,8640.0,196894.0,8.48,7450,4400,-11850
2004-12-09,8600.0,8540.0,253663.0,8.38,25074,-17724,-4720
2004-12-10,8470.0,8220.0,225530.0,8.07,8070,-9510,-1000
2004-12-13,8150.0,8250.0,162630.0,8.1,-68530,13480,54690
2004-12-14,8330.0,8210.0,287220.0,8.06,29610,-11170,-15780
2004-12-15,8150.0,8270.0,199792.0,8.12,7053,4837,0
2004-12-16,8320.0,8400.0,174288.0,8.24,4380,730,-80
2004-12-17,8420.0,8310.0,188657.0,8.16,-4280,4430,-1010
2004-12-20,8270.0,8370.0,160618.0,8.21,10850,3810,-130
2004-12-21,8510.0,8710.0,497086.0,8.55,14236,-1746,-250
2004-12-22,8770.0,8680.0,210730.0,8.52,-4805,5765,-600
2004-12-23,8650.0,8470.0,200520.0,8.31,4786,-3786,-1000
2004-12-24,8380.0,8380.0,146080.0,8.22,6586,-9636,2950
2004-12-27,8380.0,8500.0,123880.0,8.34,-14840,14540,-250
2004-12-28,8500.0,8730.0,677200.0,8.57,1022,-23782,12760
2004-12-29,8500.0,8680.0,295812.0,8.52,-69410,81490,-12080
2004-12-30,8860.0,8720.0,232582.0,8.56,15780,-16920,2140
2005-01-03,8880.0,8950.0,363895.0,5.82,-12174,-11826,4000
2005-01-04,8820.0,8780.0,242798.0,5.7,-7392,2052,1720
2005-01-05,8680.0,8640.0,259061.0,5.61,5720,-8320,2600
2005-01-06,8640.0,8670.0,270227.0,5.63,-11123,373,-4520
2005-01-07,8670.0,8490.0,238437.0,5.52,-1570,2850,-1060
2005-01-10,8440.0,8530.0,200846.0,5.54,-13950,-3250,16200
2005-01-11,8540.0,8870.0,543087.0,5.76,55400,-53240,-1160
2005-01-12,8910.0,8950.0,370458.0,5.82,13930,-9180,-4750
2005-01-13,9050.0,8970.0,458433.0,5.83,36707,-12447,-1840
2005-01-14,8890.0,9150.0,847539.0,5.95,-5150,-13590,14080
2005-01-17,9350.0,9290.0,572146.0,6.04,-3223,473,1750
2005-01-18,9500.0,9730.0,1330352.0,6.32,-61522,-48958,90000
2005-01-19,9720.0,9850.0,1244641.0,6.4,-24480,-21340,29840
2005-01-20,9900.0,9570.0,483332.0,6.22,5150,-10520,1910
2005-01-21,9570.0,10300.0,1374823.0,6.69,30590,36830,-71220
2005-01-24,10300.0,10350.0,1045621.0,6.72,66471,-93651,-6090
2005-01-25,10050.0,10000.0,571851.0,6.5,-86411,88921,-1630
2005-01-26,9960.0,10050.0,699987.0,6.53,104538,-48648,-70680
2005-01-27,10050.0,10100.0,1049173.0,6.56,146865,-40015,-133510
2005-01-28,10100.0,9860.0,511585.0,6.41,-6529,-2451,0
2005-01-31,9760.0,9670.0,431980.0,6.28,-8560,18210,100
2005-02-01,9650.0,9880.0,420923.0,6.42,-17330,-2650,20860
2005-02-02,9940.0,10350.0,918967.0,6.72,-138775,27085,143770
2005-02-03,10400.0,10150.0,410663.0,6.59,57839,-51949,-6270
2005-02-04,10200.0,10500.0,578913.0,6.82,-10997,29677,-31000
2005-02-07,10700.0,10300.0,725818.0,6.69,6325,-27085,8190
2005-02-11,10000.0,9780.0,864090.0,6.35,67170,-53370,-1370
2005-02-14,9880.0,9610.0,995645.0,6.24,228336,-109526,-114500
2005-02-15,9670.0,9700.0,959132.0,6.3,120440,-4790,-80980
2005-02-16,9710.0,9840.0,1123019.0,6.39,36693,-47193,6230
2005-02-17,9900.0,9770.0,527173.0,6.35,34641,-56291,21840
2005-02-18,9760.0,10150.0,770080.0,6.59,-29892,27932,-4000
2005-02-21,10300.0,9920.0,787000.0,6.45,200762,-38702,-146780
