Symbol,한일시멘트_시가(원),한일시멘트_종가(원),한일시멘트_거래량(주),한일시멘트_PER(IFRS-연결),한일시멘트_순매수수량(개인)(주),한일시멘트_순매수수량(기관계)(주),한일시멘트_순매수수량(외국인계)(주)
2005-06-30,61900.0,61200.0,6340.0,4.25,-1080,3630,-2750
2005-07-01,58300.0,60000.0,7841.0,4.16,441,949,-1990
2005-07-04,60100.0,60300.0,11410.0,4.18,650,3480,-3770
2005-07-05,59700.0,59500.0,5970.0,4.13,460,120,-760
2005-07-06,59500.0,59500.0,6060.0,4.13,-290,770,-490
2005-07-07,59900.0,60500.0,6840.0,4.2,-1830,4370,-2480
2005-07-08,59700.0,62100.0,4460.0,4.31,-2990,3160,70
2005-07-11,62500.0,63900.0,7500.0,4.43,-4330,4530,-80
2005-07-12,63200.0,63500.0,6316.0,4.4,95,-745,570
2005-07-13,61300.0,62600.0,2910.0,4.34,-540,1200,-90
2005-07-14,62700.0,65000.0,13380.0,4.51,-3780,2970,2060
2005-07-15,63700.0,64300.0,7640.0,4.46,-910,-2080,3380
2005-07-18,64300.0,65100.0,10130.0,4.52,-1260,420,870
2005-07-19,66600.0,65100.0,9280.0,4.52,-1780,3260,-1530
2005-07-20,64100.0,63700.0,7710.0,4.42,930,-840,-650
2005-07-21,63700.0,64500.0,25900.0,4.47,5300,-9410,2970
2005-07-22,64800.0,63700.0,5404.0,4.42,-1425,2965,-1650
2005-07-25,64500.0,65900.0,28620.0,4.57,-1520,-2350,3870
2005-07-26,64700.0,66300.0,3630.0,4.6,-880,-730,1840
2005-07-27,65500.0,66000.0,6500.0,4.58,-1100,-3210,4630
2005-07-28,65100.0,68000.0,22500.0,4.72,-3820,7210,-5480
2005-07-29,68000.0,68400.0,28287.0,4.74,-1600,680,310
2005-08-01,66300.0,66200.0,4851.0,4.59,1700,-1680,340
2005-08-02,65200.0,64900.0,5208.0,4.5,2088,-2858,950
2005-08-03,64300.0,63600.0,6207.0,4.41,270,-580,880
2005-08-04,64000.0,66500.0,15640.0,4.61,-4640,9800,-5220
2005-08-05,64100.0,66500.0,22401.0,4.61,-11970,15320,-2200
2005-08-08,66900.0,66900.0,5040.0,4.64,-2280,2750,-410
2005-08-09,65600.0,68000.0,13730.0,4.72,-3440,9450,-6070
2005-08-10,67000.0,68000.0,9120.0,4.72,-2140,2190,-50
2005-08-11,67000.0,67000.0,10093.0,4.65,303,2747,-3600
2005-08-12,66500.0,66800.0,9381.0,4.63,571,89,-570
2005-08-16,66400.0,65100.0,10000.0,4.52,210,1750,-2350
2005-08-17,65200.0,66000.0,4130.0,4.58,-1580,2880,-1360
2005-08-18,65600.0,65000.0,11510.0,4.51,2340,-2310,-60
2005-08-19,64900.0,65500.0,6634.0,4.54,2700,-814,-850
2005-08-22,65600.0,67100.0,32240.0,4.65,-4670,28640,-24270
2005-08-23,67900.0,67000.0,7433.0,4.65,-3100,960,2110
2005-08-24,68000.0,66000.0,14580.0,4.58,1170,-4490,4050
2005-08-25,67400.0,67000.0,11690.0,4.65,-2540,1480,1630
2005-08-26,66000.0,67300.0,15330.0,4.67,-2330,1160,1290
2005-08-29,66400.0,65700.0,4190.0,4.56,340,-1350,1200
2005-08-30,67000.0,66100.0,5430.0,4.59,20,-1440,1430
2005-08-31,65900.0,67100.0,34878.0,4.65,-2312,-1438,3750
2005-09-01,66600.0,68000.0,11310.0,4.72,-2580,-4630,7210
2005-09-02,68500.0,69800.0,30620.0,4.84,-8750,4610,910
2005-09-05,68200.0,67500.0,10610.0,4.68,1100,5670,-8770
2005-09-06,67500.0,66800.0,13780.0,4.63,-1880,10860,-9680
2005-09-07,66800.0,67500.0,26210.0,4.68,-2660,3070,-360
2005-09-08,68000.0,68000.0,51850.0,4.72,-760,-140,4370
2005-09-09,67300.0,68000.0,8650.0,4.72,-2130,6320,-4190
2005-09-12,68000.0,67200.0,11530.0,4.66,-420,2810,-3160
2005-09-13,67200.0,66500.0,5570.0,4.61,-51,-2469,2520
2005-09-14,65800.0,68000.0,4210.0,4.72,-410,2270,-1860
2005-09-15,68000.0,66400.0,15640.0,4.61,3950,2960,-6910
2005-09-16,65800.0,67900.0,4710.0,4.71,-1730,1440,230
2005-09-20,67900.0,66500.0,15440.0,4.61,4190,830,-5080
2005-09-21,66500.0,64800.0,34046.0,4.5,10436,2210,-16706
2005-09-22,64800.0,64800.0,20300.0,4.5,1930,1310,-4540
2005-09-23,64800.0,64000.0,23420.0,4.44,-1100,5720,-4180
2005-09-26,64500.0,64200.0,12920.0,4.45,-1190,4600,-3740
2005-09-27,64600.0,64200.0,9580.0,4.45,2230,-2100,-3330
2005-09-28,64900.0,64900.0,11790.0,4.5,3470,4110,-7700
2005-09-29,64500.0,66300.0,13111.0,4.6,-4040,7260,-6280
2005-09-30,66300.0,68000.0,29910.0,4.72,-10900,-290,11190
2005-10-04,67600.0,68000.0,29156.0,4.72,-926,3850,-3164
2005-10-05,68300.0,67800.0,34650.0,4.7,-310,-7550,-1870
2005-10-06,68000.0,67100.0,45450.0,4.65,-2400,-4300,-14140
2005-10-07,67900.0,67800.0,79120.0,4.7,-3000,31090,-49040
2005-10-10,68000.0,68000.0,19060.0,4.72,-100,6320,-6390
2005-10-11,68700.0,69800.0,14420.0,4.84,2480,380,-2850
2005-10-12,69800.0,68500.0,30040.0,4.75,-310,-5610,-410
2005-10-13,67500.0,65500.0,18052.0,4.54,3890,-5750,-2470
2005-10-14,68100.0,67500.0,15451.0,4.68,-1490,4710,-5210
2005-10-17,69000.0,66500.0,6281.0,4.61,-950,2490,-2040
2005-10-18,67000.0,67000.0,10899.0,4.65,-1451,2500,-3259
2005-10-19,68400.0,66000.0,4140.0,4.58,-500,1290,-970
2005-10-20,67800.0,66400.0,7370.0,4.61,-620,3040,-3200
2005-10-21,67600.0,66900.0,10770.0,4.64,-270,6770,-6120
2005-10-24,67800.0,67000.0,6561.0,4.65,-471,-1509,1190
2005-10-25,68600.0,67000.0,7230.0,4.65,230,3100,-4610
2005-10-26,67500.0,66100.0,11162.0,4.59,980,-4020,-570
2005-10-27,65400.0,66500.0,44280.0,4.61,-750,29540,-32380
2005-10-28,66000.0,65600.0,10200.0,4.55,-430,-4090,3550
2005-10-31,65500.0,67800.0,7215.0,4.7,-1433,3823,-1260
2005-11-01,66400.0,69200.0,9450.0,4.8,-990,-2400,310
2005-11-02,69000.0,69000.0,13460.0,4.79,-1390,2810,-1770
2005-11-03,68500.0,68200.0,15180.0,4.73,140,6150,-10700
2005-11-04,68500.0,68000.0,10980.0,4.72,-1360,3790,-4800
2005-11-07,67300.0,67700.0,15280.0,4.7,1150,-330,-12330
2005-11-08,67100.0,67400.0,4090.0,4.68,100,-60,-1190
2005-11-09,66700.0,68000.0,15080.0,4.72,-1140,-490,-200
2005-11-10,67100.0,68000.0,12600.0,4.72,-390,-1280,-150
2005-11-11,68900.0,69000.0,18640.0,4.79,-2060,7490,-7440
2005-11-14,68200.0,67800.0,6481.0,4.7,861,329,-1540
2005-11-15,67000.0,66300.0,57285.0,4.6,4360,24770,-39620
2005-11-16,66000.0,66000.0,50215.0,4.58,620,32865,-44295
2005-11-17,66000.0,65900.0,11480.0,4.57,1120,-90,-4230
2005-11-18,65900.0,65900.0,10470.0,4.57,2000,-390,-3780
2005-11-21,65900.0,65800.0,7970.0,4.56,-40,-3220,-1990
2005-11-22,65100.0,65600.0,17630.0,4.55,-1320,-12380,-1260
2005-11-23,65300.0,66400.0,19240.0,4.61,160,-3760,1790
2005-11-24,65600.0,69000.0,18450.0,4.79,500,-120,4780
2005-11-25,68000.0,68200.0,8120.0,4.73,-4050,3730,-160
2005-11-28,66800.0,68600.0,7490.0,4.76,-2450,2240,390
2005-11-29,68600.0,65600.0,16655.0,4.55,2920,2130,-5350
2005-11-30,65700.0,66200.0,10206.0,4.59,-1324,3854,-600
2005-12-01,66200.0,68300.0,5100.0,4.74,-1550,1430,190
2005-12-02,66700.0,68000.0,13610.0,4.72,-350,5260,-2930
2005-12-05,67200.0,69400.0,12290.0,4.81,-3190,8820,-5630
2005-12-06,68000.0,68000.0,19650.0,4.72,50,-710,1050
2005-12-07,68000.0,67200.0,8130.0,4.66,2400,-6340,3940
2005-12-08,67000.0,68900.0,17620.0,4.78,-2130,3170,4080
2005-12-09,69000.0,69000.0,12410.0,4.79,-820,1520,-740
2005-12-12,69000.0,70000.0,10780.0,4.86,-2720,7720,-5450
2005-12-13,70000.0,69000.0,2030.0,4.79,660,-170,-660
2005-12-14,68600.0,69200.0,17890.0,4.8,340,-2880,2900
2005-12-15,69200.0,70100.0,13781.0,4.86,-1190,-2570,3740
2005-12-16,70200.0,70000.0,6210.0,4.86,70,-2340,2510
2005-12-19,70100.0,70300.0,15090.0,4.88,-992,5812,-5520
2005-12-20,70300.0,69300.0,11123.0,4.81,-240,-2840,-140
2005-12-21,68500.0,68500.0,4300.0,4.75,560,-1740,1000
2005-12-22,68200.0,69000.0,19698.0,4.79,-1592,-288,3280
2005-12-23,69900.0,68600.0,4274.0,4.76,784,-1344,1600
2005-12-26,68900.0,70200.0,7940.0,4.87,-850,2760,1960
2005-12-27,70300.0,72000.0,24810.0,4.99,1040,2470,1690
2005-12-28,82800.0,72000.0,10803.0,4.99,-323,-4137,6240
2005-12-29,72000.0,72200.0,8740.0,5.01,60,-2990,3930
2006-01-02,72300.0,72300.0,12360.0,9.21,-1090,-1920,5080
2006-01-03,72100.0,72300.0,10381.0,9.21,-1069,-5961,7620
2006-01-04,73600.0,73500.0,14940.0,9.36,-2690,1390,2860
2006-01-05,72600.0,74600.0,22200.0,9.5,-1120,9030,-8070
2006-01-06,74800.0,74400.0,5780.0,9.48,-630,-1780,2610
2006-01-09,74400.0,74500.0,15370.0,9.49,-1820,470,1570
2006-01-10,73500.0,74500.0,10850.0,9.49,-280,-6530,6910
2006-01-11,73700.0,74000.0,24323.0,9.43,1220,-19460,18240
2006-01-12,73600.0,76000.0,7930.0,9.68,-970,180,800
2006-01-13,86700.0,79000.0,3670.0,10.06,-160,490,-610
2006-01-16,81500.0,76600.0,5770.0,9.76,10,-350,160
2006-01-17,76600.0,74800.0,6670.0,9.53,-60,-970,1210
2006-01-18,74900.0,75400.0,20170.0,9.61,-570,4500,-3960
2006-01-19,75400.0,74000.0,10212.0,9.43,-478,-6392,6810
2006-01-20,77000.0,73900.0,7542.0,9.42,-1412,-1320,2732
2006-01-23,73000.0,74000.0,24660.0,9.43,-1880,4990,-3410
2006-01-24,74000.0,73000.0,14814.0,9.3,24,-3264,3420
2006-01-25,72600.0,72300.0,12690.0,9.21,460,-9880,9700
2006-01-26,72500.0,74400.0,4070.0,9.48,-340,-1790,2190
2006-01-27,74100.0,77000.0,9260.0,9.81,-1240,5470,-3860
2006-01-31,76000.0,75200.0,6250.0,9.58,180,-2350,2490
2006-02-01,75700.0,75800.0,11390.0,9.66,-1410,-760,1880
2006-02-02,75100.0,76500.0,13980.0,9.75,-4380,2070,2310
2006-02-03,78900.0,74000.0,6040.0,9.43,-10,-1850,2010
2006-02-06,73200.0,73400.0,5800.0,9.35,-340,-1560,2180
2006-02-07,72900.0,72000.0,9162.0,9.17,1472,-4892,3470
2006-02-08,72600.0,71800.0,9163.0,9.15,-70,-3473,3423
2006-02-09,70500.0,71200.0,7440.0,9.07,900,-3690,2610
2006-02-10,71200.0,71200.0,5941.0,9.07,411,-431,20
2006-02-13,71300.0,70000.0,9460.0,8.92,960,-2090,1580
2006-02-14,70000.0,73700.0,8252.0,9.39,-3002,3202,450
2006-02-15,74300.0,71100.0,13830.0,9.06,3930,-4080,-1650
2006-02-16,70400.0,72700.0,6680.0,9.26,-1280,2020,-1020
2006-02-17,74000.0,72100.0,7770.0,9.19,1140,-250,-1110
2006-02-20,72100.0,73900.0,10700.0,9.42,-800,2350,-1030
2006-02-21,75000.0,73200.0,72600.0,9.33,350,-2020,1380
2006-02-22,74900.0,73200.0,25150.0,9.33,-690,-19710,21740
2006-02-23,74300.0,76000.0,7150.0,9.68,-1640,2870,-900
2006-02-24,77000.0,77000.0,13990.0,9.81,-600,-570,1560
2006-02-27,76200.0,77900.0,2821.0,9.92,-89,1049,-930
2006-02-28,77900.0,75600.0,6590.0,9.63,2840,0,-2980
2006-03-02,75100.0,75500.0,2610.0,9.62,-360,-320,510
2006-03-03,77500.0,75500.0,11810.0,9.62,1250,-2550,470
2006-03-06,73600.0,75000.0,6040.0,9.56,-40,-420,140
2006-03-07,73600.0,71100.0,13180.0,9.06,5020,-8480,-870
2006-03-08,71600.0,68800.0,11452.0,8.77,2192,-1492,-1410
2006-03-09,69700.0,68300.0,14886.0,8.7,3336,-5436,1890
2006-03-10,68000.0,68000.0,22485.0,8.66,14170,-7470,0
2006-03-13,68400.0,67900.0,10100.0,8.65,3120,-6800,3480
2006-03-14,67600.0,67300.0,9051.0,8.57,1550,-860,-10
2006-03-15,67500.0,68600.0,7520.0,8.74,-2910,3990,-1600
2006-03-16,70000.0,68200.0,5886.0,8.69,580,-110,580
2006-03-17,68000.0,68500.0,8500.0,8.73,730,-2870,1830
2006-03-20,68900.0,68700.0,5980.0,8.75,-2270,-310,2550
2006-03-21,69800.0,69000.0,9390.0,8.79,-250,-2680,3030
2006-03-22,69100.0,69000.0,13870.0,8.79,-4180,-7300,11830
2006-03-23,70500.0,69000.0,8900.0,8.79,-280,-4290,5060
2006-03-24,70000.0,70900.0,3370.0,9.03,-2440,1950,440
2006-03-27,69500.0,70300.0,7310.0,8.96,-350,-1150,1250
2006-03-28,70700.0,70000.0,15371.0,8.92,1189,-8080,6521
2006-03-29,70800.0,69000.0,12035.0,8.79,-193,1506,-1753
2006-03-30,68600.0,69000.0,4490.0,8.79,-2750,2370,140
2006-03-31,70400.0,69200.0,8400.0,8.82,-1000,-1990,1510
2006-04-03,69400.0,69500.0,6650.0,8.85,-650,-1060,1350
2006-04-04,69100.0,69000.0,10710.0,8.79,1130,-9060,5650
2006-04-05,69200.0,69600.0,2750.0,8.87,-590,-540,400
2006-04-06,69700.0,70500.0,5961.0,8.98,-1230,-680,1570
2006-04-07,71500.0,69800.0,5923.0,8.89,-190,-1720,1020
2006-04-10,70900.0,72100.0,6681.0,9.19,-2670,1280,430
2006-04-11,73300.0,71100.0,10297.0,9.06,747,-5617,4810
2006-04-12,70700.0,69500.0,4660.0,8.85,2270,-1540,-700
2006-04-13,69500.0,68800.0,19870.0,8.77,-5920,-3940,8330
2006-04-14,68800.0,68800.0,31600.0,8.77,4750,4560,-11680
2006-04-17,68800.0,67600.0,28682.0,8.61,6070,-3950,-2030
2006-04-18,68000.0,67700.0,19800.0,8.63,6450,-290,-2020
2006-04-19,67800.0,67800.0,166320.0,8.64,-4820,140,4360
2006-04-20,68000.0,68200.0,6950.0,8.69,-2060,1950,-50
2006-04-21,67700.0,68100.0,14510.0,8.68,-9580,7940,1790
2006-04-24,68400.0,67900.0,14651.0,8.65,6451,-11241,5320
2006-04-25,68100.0,69000.0,21730.0,8.79,-1810,4310,-12790
2006-04-26,69100.0,69000.0,19030.0,8.79,-2900,4550,-2040
2006-04-27,68300.0,68300.0,7570.0,8.7,-1030,1260,-560
2006-04-28,68000.0,68100.0,6831.0,8.68,-1141,-1449,1700
2006-05-02,67300.0,67200.0,2642.0,8.56,650,-540,-70
2006-05-03,66700.0,67100.0,15580.0,8.55,1400,6160,-8470
2006-05-04,67500.0,67100.0,3290.0,8.55,-520,-650,1210
2006-05-08,67200.0,68000.0,35970.0,8.66,-420,1120,-540
2006-05-09,67700.0,67400.0,4710.0,8.59,450,-1590,1280
2006-05-10,67400.0,67600.0,37148.0,8.61,-1260,160,1380
2006-05-11,67600.0,68000.0,12500.0,8.66,610,1480,-2520
2006-05-12,67800.0,66000.0,121726.0,8.41,8866,-7970,34
2006-05-15,66000.0,66000.0,30290.0,8.41,-1400,6430,-4770
2006-05-16,66100.0,65000.0,34610.0,8.28,-4350,3340,1570
2006-05-17,65100.0,65100.0,4380.0,8.29,1180,-2030,360
2006-05-18,65100.0,64900.0,4390.0,8.27,-420,-140,680
2006-05-19,66300.0,66000.0,4110.0,8.41,-330,-1040,1520
2006-05-22,65200.0,65500.0,3048.0,8.35,1439,-1089,-180
2006-05-23,65900.0,67400.0,14581.0,8.59,-3669,7699,-6170
2006-05-24,67400.0,68300.0,240040.0,8.7,-3510,2410,480
2006-05-25,66400.0,65800.0,11360.0,8.38,2300,-1830,-430
2006-05-26,65900.0,67000.0,13690.0,8.54,-2120,2750,-1210
2006-05-29,67100.0,68600.0,13810.0,8.74,-2730,-850,3980
2006-05-30,68600.0,67200.0,6780.0,8.56,-940,-250,1150
2006-06-01,66100.0,67700.0,20191.0,8.63,-2931,-1879,4680
2006-06-02,68000.0,68000.0,5200.0,8.66,-220,-360,1010
2006-06-05,68000.0,68000.0,9129.0,8.66,-1078,-905,2743
2006-06-07,68300.0,65600.0,9331.0,8.36,-1438,1696,-288
2006-06-08,65200.0,65000.0,20786.0,8.28,-521,-9155,11056
2006-06-09,65900.0,64500.0,13507.0,8.22,654,258,-532
2006-06-12,64300.0,64100.0,9083.0,8.17,955,-668,1469
2006-06-13,65200.0,63500.0,10346.0,8.09,178,693,-853
2006-06-14,63500.0,65000.0,14653.0,8.28,-1539,8300,-5559
2006-06-15,64500.0,65000.0,10630.0,8.28,421,-790,1277
2006-06-16,66000.0,67000.0,7836.0,8.54,-2055,5616,-578
2006-06-19,66400.0,68000.0,6959.0,8.66,-1333,1916,-319
2006-06-20,68500.0,64500.0,4143.0,8.22,1755,449,-2129
2006-06-21,64500.0,64000.0,10337.0,8.15,1979,-5037,3058
2006-06-22,64300.0,67000.0,33685.0,8.54,-3449,12803,-9360
2006-06-23,64800.0,66000.0,7309.0,8.41,563,-201,-238
2006-06-26,67000.0,67200.0,7461.0,8.56,-725,4572,-4693
2006-06-27,65800.0,66200.0,5202.0,8.43,1012,-540,-450
2006-06-28,65300.0,65300.0,11623.0,8.32,1308,3517,-4225
2006-06-29,65400.0,67500.0,13135.0,8.6,-3022,9623,-6705
2006-06-30,67600.0,74300.0,8731.0,9.47,-6961,6124,529
2006-07-03,73900.0,68200.0,18231.0,8.69,2335,-5177,4460
2006-07-04,68000.0,69500.0,6569.0,8.85,-2774,-1170,4209
2006-07-05,67800.0,69500.0,2610.0,8.85,-411,-1212,1643
2006-07-06,69500.0,67700.0,4712.0,8.63,198,-3369,3480
2006-07-07,68900.0,67700.0,4796.0,8.63,1151,-1044,-163
2006-07-10,68500.0,74000.0,11981.0,9.43,-6820,6864,-522
2006-07-11,73900.0,70800.0,6189.0,9.02,1018,-3194,1476
2006-07-12,71500.0,69000.0,8821.0,8.79,2296,-658,-1790
2006-07-13,68200.0,67800.0,14857.0,8.64,2492,-4668,2591
2006-07-14,68000.0,67700.0,8529.0,8.63,1248,-6887,6153
2006-07-18,69900.0,67900.0,13957.0,8.65,3968,271,-4179
2006-07-19,68000.0,67700.0,9061.0,8.63,-725,1813,-1118
2006-07-20,68200.0,69900.0,11286.0,8.91,-2282,6296,-4982
2006-07-21,68200.0,67700.0,9549.0,8.63,2368,-435,-1958
2006-07-24,67200.0,66700.0,9049.0,8.5,126,-2063,2211
2006-07-25,67100.0,69300.0,7420.0,8.83,-2876,5598,-2910
2006-07-26,68700.0,67500.0,3095.0,8.6,298,-768,450
2006-07-27,67000.0,67800.0,8852.0,8.64,279,5652,-2586
2006-07-28,68000.0,68000.0,5113.0,8.66,12,1720,-2264
2006-07-31,68000.0,67700.0,6241.0,8.63,-296,-1011,1247
2006-08-01,67200.0,67000.0,12086.0,8.54,687,-4116,3482
2006-08-02,67300.0,68900.0,6714.0,8.78,-1618,5018,-3640
2006-08-03,68400.0,66600.0,4883.0,8.49,3216,-1595,-1627
2006-08-04,66700.0,68500.0,5724.0,8.73,-3610,3170,-41
2006-08-07,68500.0,66600.0,4974.0,8.49,3451,-3990,819
2006-08-08,67200.0,67800.0,10190.0,8.64,-1984,8516,-7852
2006-08-09,67800.0,68500.0,21125.0,8.73,194,2369,-3385
2006-08-10,68500.0,66500.0,14510.0,8.47,4460,-8249,4320
2006-08-11,67000.0,66500.0,12398.0,8.47,956,-1081,541
2006-08-14,66800.0,66500.0,16063.0,8.47,-1492,3868,-4312
2006-08-16,67100.0,66600.0,8762.0,8.49,1634,2576,-4462
2006-08-17,67100.0,65100.0,16231.0,8.29,1086,-202,-996
2006-08-18,66000.0,66000.0,6265.0,8.41,-1758,-191,1705
2006-08-21,66800.0,66700.0,12566.0,8.5,-510,-68,878
2006-08-22,67000.0,66500.0,7408.0,8.47,-812,4818,-4355
2006-08-23,66200.0,66100.0,6541.0,8.42,1514,-3076,1768
2006-08-24,66500.0,66000.0,5448.0,8.41,-898,-1179,2514
2006-08-25,66600.0,67700.0,5346.0,8.63,-3048,3760,-1325
2006-08-28,67700.0,68000.0,3059.0,8.66,-370,390,0
2006-08-29,67100.0,67100.0,3778.0,8.55,-2584,2544,-52
2006-08-30,67200.0,70000.0,8572.0,8.92,-3998,4964,-1198
2006-08-31,72000.0,71700.0,13208.0,9.13,-4417,9270,-5847
2006-09-01,70400.0,72000.0,5717.0,9.17,-2848,2840,-64
2006-09-04,70100.0,71800.0,2504.0,9.15,-1680,578,648
2006-09-05,70600.0,72000.0,2605.0,9.17,-1306,384,933
2006-09-06,71000.0,70300.0,3870.0,8.96,723,-1901,1277
2006-09-07,70600.0,73300.0,5824.0,9.34,-5255,5247,10
2006-09-08,73800.0,74000.0,6265.0,9.43,-3107,1737,1285
2006-09-11,72500.0,72000.0,7609.0,9.17,-849,-937,1826
2006-09-12,72700.0,71700.0,3008.0,9.13,-261,599,-392
2006-09-13,71700.0,71100.0,2312.0,9.06,-137,610,70
2006-09-14,71100.0,75400.0,21242.0,9.61,-3049,5366,-80
2006-09-15,74800.0,72400.0,2982.0,9.22,-163,5,-64
2006-09-18,72600.0,76000.0,10101.0,9.68,-5575,6864,-2578
2006-09-19,76000.0,71800.0,6077.0,9.15,3990,-4740,325
2006-09-20,72200.0,72500.0,4687.0,9.24,-331,2478,-2543
2006-09-21,72500.0,71500.0,5327.0,9.11,1597,-1019,-655
2006-09-22,72000.0,71500.0,3579.0,9.11,-499,-377,753
2006-09-25,71300.0,70500.0,21471.0,8.98,534,6502,-7138
2006-09-26,70500.0,70000.0,8803.0,8.92,1144,-2106,1557
2006-09-27,69600.0,71400.0,9938.0,9.1,-1935,3776,-2638
2006-09-28,71700.0,70400.0,3349.0,8.97,-276,2001,-1595
2006-09-29,71400.0,70300.0,5331.0,8.96,-1731,392,1625
2006-10-02,71800.0,71600.0,4209.0,9.12,-1750,1925,-99
2006-10-04,70900.0,69500.0,9528.0,8.85,2011,-5996,4472
2006-10-09,71200.0,68500.0,14167.0,8.73,-3236,-192,3795
2006-10-10,69500.0,69500.0,3962.0,8.85,-514,500,-714
2006-10-11,69600.0,72000.0,11489.0,9.17,-2177,6696,-5051
2006-10-12,72000.0,71100.0,11742.0,9.06,-1142,4155,-3285
2006-10-13,71500.0,70300.0,7947.0,8.96,-559,2281,-2039
2006-10-16,71200.0,71000.0,45929.0,9.05,-551,6139,-5563
2006-10-17,71000.0,70400.0,19079.0,8.97,634,2592,-3293
2006-10-18,70400.0,71000.0,8662.0,9.05,-687,2588,-2492
2006-10-19,70500.0,71000.0,14026.0,9.05,66,1928,-1999
2006-10-20,71000.0,71800.0,9206.0,9.15,-669,2481,-2365
2006-10-23,71900.0,72600.0,8433.0,9.25,-1394,1976,-626
2006-10-24,73800.0,73600.0,9535.0,9.38,-1928,2046,-1689
2006-10-25,74800.0,75500.0,8329.0,9.62,-3545,3512,65
2006-10-26,74000.0,75800.0,6428.0,9.66,-2031,2390,-1202
2006-10-27,76700.0,75300.0,8916.0,9.59,-2238,3298,-875
2006-10-30,75700.0,75500.0,3772.0,9.62,-2445,2044,221
2006-10-31,76400.0,77000.0,5444.0,9.81,-1515,77,1645
2006-11-01,74500.0,79400.0,7409.0,10.12,-1650,1076,909
2006-11-02,78200.0,81500.0,6118.0,10.38,-1611,1742,125
2006-11-03,80400.0,80700.0,7393.0,10.28,116,3327,-4391
2006-11-06,79100.0,80600.0,3745.0,10.27,-96,-529,558
2006-11-07,80600.0,80700.0,8834.0,10.28,446,2573,-3563
2006-11-08,78400.0,80500.0,4048.0,10.26,-1041,747,167
2006-11-09,78700.0,80600.0,8296.0,10.27,-1135,-197,939
2006-11-10,80500.0,80200.0,4426.0,10.22,1187,1540,-2729
2006-11-13,79000.0,80200.0,4847.0,10.22,1535,1675,-3330
2006-11-14,80000.0,78600.0,7637.0,10.01,1313,1999,-1864
2006-11-15,78600.0,78100.0,2679.0,9.95,425,-476,127
2006-11-16,77100.0,80800.0,10691.0,10.29,-1011,2074,-2368
2006-11-17,80900.0,81200.0,4541.0,10.35,-278,477,-359
2006-11-20,80200.0,79300.0,4515.0,10.1,314,549,-863
2006-11-21,89000.0,81600.0,3055.0,10.4,147,1158,-1097
2006-11-22,83400.0,83900.0,7737.0,10.69,-674,5158,-4614
2006-11-23,85000.0,82200.0,8567.0,10.47,-2,2293,-5061
2006-11-24,82600.0,83800.0,4288.0,10.68,-356,2135,-2071
2006-11-27,83000.0,84800.0,8404.0,10.8,306,2965,-3867
2006-11-28,84500.0,82900.0,8355.0,10.56,87,533,-1787
2006-11-29,84000.0,82500.0,193803.0,10.51,1229,1382,-2911
2006-11-30,82000.0,85800.0,28258.0,10.93,-800,788,-716
2006-12-01,85800.0,84000.0,5882.0,10.7,-483,1990,-3259
2006-12-04,85000.0,84100.0,6831.0,10.71,-768,3382,-3896
2006-12-05,84800.0,80900.0,28029.0,10.31,2166,-607,-1679
2006-12-06,80500.0,80500.0,7050.0,10.26,8,782,-1019
2006-12-07,81700.0,82300.0,16962.0,10.49,1155,3158,-4516
2006-12-08,82400.0,82400.0,15147.0,10.5,-744,3160,-2512
2006-12-11,81500.0,81300.0,3478.0,10.36,1080,1151,-2447
2006-12-12,81100.0,81600.0,12277.0,10.4,1172,-129,-920
2006-12-13,81100.0,80200.0,12542.0,10.22,4250,504,-4657
2006-12-14,80500.0,79000.0,24851.0,10.06,4027,-6909,4475
2006-12-15,78500.0,78700.0,13386.0,10.03,3087,-633,-2644
2006-12-18,78500.0,80500.0,9682.0,10.26,4011,-2867,-1228
2006-12-19,80500.0,80500.0,6720.0,10.26,-330,3919,282
2006-12-20,79100.0,82500.0,16799.0,10.51,-704,1475,-1190
2006-12-21,82300.0,82100.0,23035.0,10.46,2756,2609,-5455
2006-12-22,82700.0,82600.0,38331.0,10.52,420,3657,-4057
2006-12-26,82800.0,82500.0,8327.0,10.51,3321,-2473,-838
2006-12-27,82200.0,80100.0,3741.0,10.21,2022,-1300,-172
2006-12-28,80200.0,82500.0,2482.0,10.51,-543,1710,-1167
2007-01-02,82200.0,81000.0,5644.0,13.14,-360,2525,-2713
2007-01-03,81900.0,80200.0,16582.0,13.01,14,12502,-12398
2007-01-04,80500.0,79200.0,7799.0,12.85,-505,-842,1109
2007-01-05,78200.0,78000.0,10474.0,12.66,1091,-4335,3642
2007-01-08,77300.0,77300.0,3544.0,12.54,69,-809,740
2007-01-09,77200.0,77200.0,4984.0,12.53,1818,-2146,344
2007-01-10,77200.0,74600.0,11568.0,12.1,2636,-1346,-1203
2007-01-11,73100.0,73100.0,9776.0,11.86,2572,-1234,193
2007-01-12,73100.0,76000.0,7532.0,12.33,-2336,1826,611
2007-01-15,75400.0,76600.0,7569.0,12.43,8,-1304,512
2007-01-16,75800.0,75100.0,2470.0,12.18,792,-445,-309
2007-01-17,75200.0,75400.0,19229.0,12.23,416,-928,608
2007-01-18,78100.0,76600.0,4329.0,12.43,-1628,1221,356
2007-01-19,78700.0,76500.0,3351.0,12.41,213,-1318,1191
