Symbol,한일시멘트_시가(원),한일시멘트_종가(원),한일시멘트_거래량(주),한일시멘트_PER(IFRS-연결),한일시멘트_순매수수량(개인)(주),한일시멘트_순매수수량(기관계)(주),한일시멘트_순매수수량(외국인계)(주)
2003-12-03,62000.0,61700.0,30450.0,7.97,2613,-7053,5590
2003-12-04,60800.0,63900.0,31250.0,8.26,-5570,19080,-11700
2003-12-05,62500.0,62500.0,41510.0,8.07,-7130,-10840,21000
2003-12-08,61700.0,62200.0,16650.0,8.04,-794,474,0
2003-12-09,62000.0,61800.0,23528.0,7.98,-3980,2820,400
2003-12-10,61200.0,61800.0,31993.0,7.98,-5477,-9813,11970
2003-12-11,61500.0,61100.0,66700.0,7.89,1110,-21060,26060
2003-12-12,61900.0,62000.0,51200.0,8.01,-19300,410,22250
2003-12-15,62400.0,64500.0,62434.0,8.33,-9520,9510,13810
2003-12-16,63800.0,64200.0,78460.0,8.29,2610,22600,-16010
2003-12-17,64100.0,63000.0,27120.0,8.14,3600,4220,-10260
2003-12-18,62700.0,61700.0,18658.0,7.97,108,2072,-3600
2003-12-19,61600.0,61100.0,24610.0,7.89,1950,3720,-8900
2003-12-22,60400.0,60500.0,11010.0,7.82,2390,-2450,0
2003-12-23,60500.0,60500.0,22090.0,7.82,730,-5910,1040
2003-12-24,60100.0,59500.0,16880.0,7.69,990,-3390,-480
2003-12-26,58800.0,59600.0,14960.0,7.7,-1162,-1468,0
2003-12-29,58400.0,60900.0,22302.0,7.87,-3450,6700,-4250
2003-12-30,60000.0,61400.0,32790.0,7.93,-3170,-6920,9110
2004-01-02,61400.0,61400.0,13490.0,4.37,923,-1383,0
2004-01-05,60800.0,60400.0,30890.0,4.29,-561,-2899,6380
2004-01-06,60200.0,60500.0,19690.0,4.3,-4220,-1800,8060
2004-01-07,61300.0,64500.0,40090.0,4.59,-15600,2910,16200
2004-01-08,63700.0,64500.0,48030.0,4.59,-12700,-4500,20350
2004-01-09,64200.0,64600.0,36160.0,4.59,-4891,841,12270
2004-01-12,64600.0,62100.0,125797.0,4.42,6717,-3417,-1680
2004-01-13,61500.0,60800.0,20500.0,4.32,6210,-4270,-3040
2004-01-14,61300.0,61000.0,17680.0,4.34,-440,4120,320
2004-01-15,60800.0,61000.0,14780.0,4.34,2970,-5210,2000
2004-01-16,60700.0,61300.0,14540.0,4.36,4540,-2890,-2500
2004-01-19,61700.0,60500.0,49360.0,4.3,3780,-33770,34630
2004-01-20,60500.0,61200.0,37140.0,4.35,1220,-15090,12350
2004-01-26,61000.0,60600.0,18544.0,4.31,5314,-8124,2570
2004-01-27,60500.0,60600.0,36912.0,4.31,-1681,16401,-16810
2004-01-28,60300.0,60200.0,19953.0,4.28,1443,9727,-13100
2004-01-29,59800.0,60100.0,33140.0,4.27,-2019,1839,-2270
2004-01-30,59800.0,59700.0,22940.0,4.24,-5130,3670,-1790
2004-02-02,60000.0,61000.0,94740.0,4.34,-1018,9610,-9352
2004-02-03,61000.0,62400.0,34161.0,4.44,-7112,-17928,25880
2004-02-04,62300.0,63200.0,15599.0,4.49,-7330,1500,6090
2004-02-05,63800.0,63400.0,12860.0,4.51,-6330,3200,3970
2004-02-06,64300.0,63600.0,38930.0,4.52,-2820,-5740,8080
2004-02-09,64000.0,64000.0,15530.0,4.55,-2910,3870,-630
2004-02-10,64500.0,63000.0,8518.0,4.48,-2552,2102,230
2004-02-11,62300.0,62000.0,41020.0,4.41,-3360,-22830,26730
2004-02-12,62100.0,62800.0,17500.0,4.47,-3460,3860,-2510
2004-02-13,63600.0,63600.0,44950.0,4.52,-3580,-13160,36500
2004-02-16,63800.0,64100.0,36342.0,4.56,822,-8182,18220
2004-02-17,64900.0,67800.0,70580.0,4.82,-7990,-12710,20930
2004-02-18,69000.0,69500.0,81991.0,4.94,-16819,-19651,43200
2004-02-19,69800.0,67000.0,23665.0,4.76,-280,10530,-12360
2004-02-20,67000.0,65800.0,27020.0,4.68,-3750,-600,2940
2004-02-23,67000.0,67000.0,10870.0,4.76,-5462,852,5870
2004-02-24,68000.0,65400.0,8703.0,4.65,42,3208,-2750
2004-02-25,65200.0,66400.0,10962.0,4.72,-2520,4720,130
2004-02-26,65600.0,65300.0,22050.0,4.64,-2120,12230,-8760
2004-02-27,66600.0,65300.0,26630.0,4.64,520,-3590,3520
2004-03-02,64600.0,65800.0,25100.0,4.68,380,-11170,11120
2004-03-03,66000.0,65200.0,15991.0,4.64,-2459,-7601,10710
2004-03-04,66500.0,66500.0,14840.0,4.73,-3300,1230,5650
2004-03-05,66700.0,66800.0,15173.0,4.75,-4680,-3630,8350
2004-03-08,67300.0,66900.0,7810.0,4.76,260,-1050,2450
2004-03-09,67500.0,66500.0,9990.0,4.73,-1160,1210,-80
2004-03-10,66500.0,66500.0,18970.0,4.73,-3050,-13130,16270
2004-03-11,66500.0,68000.0,43397.0,4.83,-1320,-12200,14780
2004-03-12,69000.0,66000.0,24122.0,4.69,-2100,-2190,5330
2004-03-15,67000.0,65200.0,8740.0,4.64,1460,570,-1640
2004-03-16,66000.0,65900.0,6030.0,4.69,-3350,3230,0
2004-03-17,67000.0,67500.0,24190.0,4.8,-4540,2050,100
2004-03-18,66500.0,66100.0,12660.0,4.7,700,-5920,0
2004-03-19,66500.0,66500.0,5690.0,4.73,-580,-2490,2700
2004-03-22,65600.0,64300.0,16690.0,4.57,4480,-5150,0
2004-03-23,65000.0,64700.0,17864.0,4.6,-416,-4394,4500
2004-03-24,64000.0,64000.0,14830.0,4.55,1510,-2130,-1330
2004-03-25,63300.0,63000.0,11862.0,4.48,1882,-1452,0
2004-03-26,63300.0,64500.0,17160.0,4.59,-2470,4700,2590
2004-03-29,63600.0,64900.0,12533.0,4.61,-2110,2730,0
2004-03-30,64200.0,64800.0,14570.0,4.61,2806,-7066,-1000
2004-03-31,61000.0,60900.0,22943.0,4.74,-2310,-8090,9430
2004-04-01,61300.0,60200.0,17420.0,4.69,1970,-11190,10000
2004-04-02,60700.0,61000.0,12820.0,4.75,-4680,-4240,8720
2004-04-06,61800.0,60700.0,8820.0,4.72,3510,-3630,0
2004-04-07,61200.0,63600.0,27434.0,4.95,-4824,-12346,17390
2004-04-08,63600.0,64000.0,27050.0,4.98,-6065,-765,4230
2004-04-09,63900.0,61700.0,8811.0,4.8,5050,-4510,0
2004-04-12,61700.0,61100.0,53156.0,4.76,250,-12720,18900
2004-04-13,61100.0,60200.0,16478.0,4.69,4588,-4698,0
2004-04-14,59500.0,59700.0,12438.0,4.65,-3611,-2079,5540
2004-04-16,59300.0,58500.0,15870.0,4.55,300,-8700,9790
2004-04-19,58200.0,57900.0,8675.0,4.51,4655,-3972,0
2004-04-20,58200.0,58500.0,18897.0,4.55,9767,2633,-9430
2004-04-21,58800.0,58000.0,11665.0,4.51,4895,-3315,0
2004-04-22,58700.0,58000.0,27029.0,4.51,2649,-4069,12100
2004-04-23,57900.0,58000.0,16252.0,4.51,-2548,-2242,5020
2004-04-26,58300.0,58000.0,15510.0,4.51,760,-5520,7310
2004-04-27,58000.0,56300.0,14893.0,4.38,2378,-3318,-10
2004-04-28,55700.0,55000.0,25272.0,4.28,1738,-6826,5900
2004-04-29,55900.0,54900.0,14859.0,4.27,-1100,1450,0
2004-04-30,55500.0,54100.0,11043.0,4.21,195,3775,-1990
2004-05-03,54200.0,51500.0,26678.0,4.01,1627,5853,-1210
2004-05-04,51500.0,50700.0,29233.0,3.95,8016,2614,-10530
2004-05-06,51000.0,50100.0,20178.0,3.9,1416,2534,-5250
2004-05-07,50000.0,50000.0,40000.0,3.89,-4710,4740,280
2004-05-10,49600.0,45000.0,33043.0,3.5,5470,8450,-14360
2004-05-11,46800.0,46000.0,29379.0,3.58,-1656,7681,-6110
2004-05-12,46100.0,46500.0,29512.0,3.62,6910,-2662,-8080
2004-05-13,47500.0,46300.0,29621.0,3.6,-94,-2906,5520
2004-05-14,46400.0,46300.0,23566.0,3.6,2782,-5882,4090
2004-05-17,46500.0,44800.0,21770.0,3.49,-11440,13640,-3080
2004-05-18,44550.0,45600.0,15880.0,3.55,-3022,1652,1470
2004-05-19,46400.0,47700.0,12870.0,3.71,-2081,-1979,4480
2004-05-20,46500.0,47050.0,20680.0,3.66,-310,-6680,9290
2004-05-21,48700.0,49000.0,12580.0,3.81,-3280,2642,1460
2004-05-24,48600.0,48000.0,10937.0,3.74,3544,-1524,0
2004-05-25,47300.0,49800.0,29680.0,3.88,1030,-7450,7130
2004-05-27,49750.0,49000.0,13494.0,3.81,-1286,-1884,2000
2004-05-28,48650.0,48900.0,4210.0,3.81,-290,600,0
2004-05-31,47900.0,47800.0,10273.0,3.72,1523,3157,-1670
2004-06-01,47750.0,47500.0,5892.0,3.7,-1868,1208,0
2004-06-02,47200.0,46700.0,18581.0,3.63,4210,3990,-7560
2004-06-03,46000.0,45600.0,9060.0,3.55,-1880,2190,-560
2004-06-04,46100.0,45800.0,8310.0,3.56,340,-770,50
2004-06-07,45350.0,46400.0,15567.0,3.61,752,468,0
2004-06-08,46450.0,45850.0,17123.0,3.57,4753,-5823,3510
2004-06-09,45400.0,43150.0,43584.0,3.36,21390,-13030,-13410
2004-06-10,42850.0,41900.0,69720.0,3.26,13834,-2287,-15727
2004-06-11,42250.0,41200.0,87510.0,3.21,-3356,-34834,38600
2004-06-14,41200.0,40700.0,13900.0,3.17,-6210,2648,3850
2004-06-15,40900.0,41700.0,12870.0,3.25,-4200,4520,-800
2004-06-16,41450.0,42650.0,11720.0,3.32,-5650,2920,3100
2004-06-17,42650.0,42500.0,9080.0,3.31,-1630,-2090,3460
2004-06-18,41650.0,41800.0,12160.0,3.25,-1840,-2160,5860
2004-06-21,42800.0,42900.0,16320.0,3.34,-5609,10409,0
2004-06-22,42700.0,42900.0,7860.0,3.34,-1740,1210,0
2004-06-23,43000.0,42350.0,9950.0,3.3,-250,370,500
2004-06-24,42650.0,43500.0,8970.0,3.39,-6170,5220,-100
2004-06-25,43600.0,44700.0,10930.0,3.48,-2130,2490,-300
2004-06-28,44250.0,43600.0,12069.0,3.39,2309,-1849,0
2004-06-29,43200.0,44100.0,8763.0,3.43,-2028,6508,-4910
2004-06-30,44700.0,44300.0,6830.0,3.45,-330,2920,-2560
2004-07-01,44300.0,43400.0,26220.0,3.38,1770,-740,-6180
2004-07-02,43400.0,42350.0,118010.0,3.3,2804,91336,-92490
2004-07-05,41700.0,42450.0,16810.0,3.3,1100,-1100,290
2004-07-06,42800.0,44000.0,17130.0,3.42,-2580,-8000,9680
2004-07-07,43900.0,45000.0,26516.0,3.5,-2815,-17303,20000
2004-07-08,45300.0,44500.0,26190.0,3.46,-5290,-11150,16840
2004-07-09,45400.0,45200.0,35820.0,3.52,-1080,-24350,25000
2004-07-12,46000.0,46500.0,58490.0,3.62,-9920,-37730,49490
2004-07-13,47100.0,46200.0,11470.0,3.6,-2100,2140,2140
2004-07-14,46100.0,45600.0,24160.0,3.55,680,-11110,11400
2004-07-15,45200.0,44300.0,9568.0,3.45,-1582,-920,2282
2004-07-16,45400.0,45300.0,10802.0,3.53,-1420,-3470,5190
2004-07-19,44550.0,46400.0,6090.0,3.61,-700,-980,1400
2004-07-20,46500.0,46000.0,25590.0,3.58,5940,-19170,13750
2004-07-21,46800.0,46300.0,20090.0,3.6,-1240,-13280,14200
2004-07-22,46300.0,47000.0,12050.0,3.66,690,-6650,6280
2004-07-23,47700.0,46000.0,6150.0,3.58,1380,-2340,1000
2004-07-26,46000.0,45550.0,6030.0,3.55,-1300,150,910
2004-07-27,46200.0,45600.0,3410.0,3.55,-2000,700,980
2004-07-28,46400.0,46000.0,5240.0,3.58,-990,1410,-190
2004-07-29,46500.0,45850.0,9930.0,3.57,-360,-900,1050
2004-07-30,45850.0,46650.0,5450.0,3.63,-1840,1900,790
2004-08-02,46000.0,45800.0,18610.0,3.56,1290,-7710,13070
2004-08-03,45800.0,45750.0,4830.0,3.56,-430,-1990,2420
2004-08-04,45800.0,45800.0,33250.0,3.56,-920,-7090,8080
2004-08-05,45800.0,45800.0,9890.0,3.56,-480,-90,-700
2004-08-06,46200.0,46200.0,1390.0,3.6,-720,390,0
2004-08-09,46900.0,46950.0,5760.0,3.65,-1410,1220,30
2004-08-10,46200.0,46450.0,26880.0,3.62,1500,-4450,3100
2004-08-11,46400.0,46250.0,64733.0,3.6,243,-13503,13300
2004-08-12,46700.0,47000.0,15340.0,3.66,980,240,0
2004-08-13,47400.0,48600.0,23321.0,3.78,-3119,-6651,10230
2004-08-16,48700.0,48450.0,42190.0,3.77,-1820,-10670,13690
2004-08-17,49100.0,47700.0,34550.0,3.71,2600,-30190,27530
2004-08-18,47900.0,47850.0,26360.0,3.72,-1000,-1050,2560
2004-08-19,48000.0,48150.0,40450.0,3.75,2410,-26520,25960
2004-08-20,48400.0,48050.0,13080.0,3.74,-280,1210,470
2004-08-23,48600.0,48000.0,6402.0,3.74,-1290,-390,1680
2004-08-24,49000.0,48000.0,2990.0,3.74,-312,132,180
2004-08-25,47700.0,48300.0,9220.0,3.76,-620,-1040,1720
2004-08-26,48000.0,48500.0,16230.0,3.77,1140,-10370,9230
2004-08-27,49000.0,48550.0,5399.0,3.78,-832,832,0
2004-08-30,49000.0,48250.0,14880.0,3.76,1320,-1320,0
2004-08-31,47600.0,48700.0,4710.0,3.79,-850,480,370
2004-09-01,48500.0,49000.0,8600.0,3.81,860,-1200,370
2004-09-02,49000.0,49650.0,11772.0,3.86,2648,-3948,1900
2004-09-03,49950.0,49400.0,8880.0,3.84,-420,-2900,4960
2004-09-06,49950.0,50000.0,28980.0,3.89,1430,-13880,12570
2004-09-07,50200.0,49700.0,27430.0,3.87,920,-23680,22730
2004-09-08,49800.0,49700.0,14870.0,3.87,-3760,-2740,8700
2004-09-09,50300.0,50000.0,35531.0,3.89,669,-3289,10820
2004-09-10,50400.0,49500.0,18411.0,3.85,-576,-8544,9250
2004-09-13,50000.0,49800.0,10430.0,3.88,380,4490,-1170
2004-09-14,49300.0,47700.0,9157.0,3.71,1807,-1887,80
2004-09-15,47600.0,47650.0,6910.0,3.71,230,870,-1100
2004-09-16,48150.0,48850.0,12183.0,3.8,-6497,8397,-80
2004-09-17,48850.0,49400.0,7110.0,3.84,1660,-2810,1770
2004-09-20,49400.0,49150.0,8230.0,3.83,-230,3330,-3780
2004-09-21,48950.0,48950.0,3710.0,3.81,-1080,780,240
2004-09-22,48550.0,47650.0,5203.0,3.71,2673,-2143,-490
2004-09-23,47950.0,47500.0,5968.0,3.7,1610,-1610,0
2004-09-24,47150.0,47600.0,5240.0,3.7,-870,-1900,2840
2004-09-30,47950.0,46100.0,19982.0,3.59,4980,-260,-4760
2004-10-01,45700.0,46000.0,20362.0,3.58,-1213,4720,143
2004-10-04,46500.0,48300.0,11870.0,3.76,-5960,-350,6230
2004-10-05,48900.0,48300.0,31760.0,3.76,-770,-8970,9740
2004-10-06,48100.0,48100.0,23250.0,3.74,-610,6300,-5730
2004-10-07,47700.0,47500.0,6213.0,3.7,840,-1670,320
2004-10-08,47700.0,48000.0,11731.0,3.74,140,2200,-2420
2004-10-11,48000.0,47450.0,59007.0,3.69,197,-21277,21000
2004-10-12,47450.0,46000.0,61504.0,3.58,1884,-38554,34930
2004-10-13,45800.0,45400.0,27560.0,3.53,4700,-570,-3890
2004-10-14,45400.0,45500.0,13405.0,3.54,-1270,-5300,6950
2004-10-15,45400.0,45500.0,6407.0,3.54,1057,-1977,1880
2004-10-18,45600.0,46300.0,25735.0,3.6,5310,-6470,1470
2004-10-19,46900.0,47900.0,30935.0,3.73,-1340,610,-1060
2004-10-20,48400.0,48000.0,31248.0,3.74,-3030,-6750,950
2004-10-21,47400.0,47000.0,22805.0,3.66,-5055,-3745,4800
2004-10-22,47500.0,45800.0,5120.0,3.56,1050,1070,-2030
2004-10-25,45500.0,43400.0,30910.0,3.38,7870,-7260,510
2004-10-26,44400.0,45050.0,13970.0,3.51,-5300,1770,2290
2004-10-27,45100.0,46800.0,29670.0,3.64,-4740,-820,1800
2004-10-28,46800.0,48000.0,18665.0,3.74,-8196,5816,0
2004-10-29,47000.0,47250.0,10968.0,3.68,-1702,-1578,-720
2004-11-01,46800.0,47200.0,18311.0,3.67,539,-4339,800
2004-11-02,47300.0,50500.0,15130.0,3.93,-11230,7960,0
2004-11-03,50400.0,51700.0,11880.0,4.02,-5770,3150,390
2004-11-04,51700.0,51900.0,4651.0,4.04,-2160,-340,0
2004-11-05,52200.0,53000.0,13450.0,4.12,-7700,2830,1660
2004-11-08,53900.0,52600.0,7900.0,4.09,-370,-3330,0
2004-11-09,55000.0,54900.0,17470.0,4.27,-10630,-290,10000
2004-11-10,55400.0,55900.0,19340.0,4.35,-10530,1350,8010
2004-11-11,53300.0,54300.0,16380.0,4.23,-1110,-1780,1120
2004-11-12,54700.0,54800.0,16520.0,4.26,-1800,6400,-8100
2004-11-15,53200.0,52800.0,12540.0,4.11,650,-3480,-1240
2004-11-16,51700.0,51600.0,8150.0,4.02,-350,-3530,0
2004-11-17,52100.0,50600.0,13451.0,3.94,2620,490,-6110
2004-11-18,50100.0,52000.0,11060.0,4.05,-1850,-3270,2120
2004-11-19,52000.0,51000.0,11380.0,3.97,1330,-5520,1290
2004-11-22,51000.0,51000.0,14750.0,3.97,300,-7340,4100
2004-11-23,51500.0,52000.0,7990.0,4.05,-270,1800,-4530
2004-11-24,52000.0,52000.0,35480.0,4.05,1340,-1090,-2860
2004-11-25,52600.0,53400.0,51000.0,4.16,460,-8720,4000
2004-11-26,53300.0,53000.0,78870.0,4.12,-1760,-14160,20680
2004-11-29,53000.0,53000.0,7080.0,4.12,-2220,-1260,480
2004-11-30,54400.0,53200.0,13088.0,4.14,-1842,-3130,5622
2004-12-01,53200.0,54300.0,8030.0,4.23,-5080,-610,2710
2004-12-02,55500.0,55500.0,17660.0,4.32,-4877,-63,2770
2004-12-03,56700.0,55900.0,15160.0,4.35,-4600,930,870
2004-12-06,55200.0,56000.0,6670.0,4.36,120,-3220,830
2004-12-07,56000.0,55000.0,4830.0,4.28,90,-2790,60
2004-12-08,56000.0,55800.0,12510.0,4.34,-3660,6620,0
2004-12-09,56000.0,56000.0,34803.0,4.36,-3350,13050,-7140
2004-12-10,56000.0,55700.0,23850.0,4.33,-6230,-4800,200
2004-12-13,57000.0,56100.0,19891.0,4.37,-10536,5362,4500
2004-12-14,55700.0,56100.0,8980.0,4.37,-1640,-110,-1940
2004-12-15,55500.0,56200.0,16880.0,4.37,-790,-1380,3970
2004-12-16,55700.0,55700.0,33310.0,4.33,-6850,2690,7900
2004-12-17,56900.0,55900.0,17340.0,4.35,-520,3850,4750
2004-12-20,56500.0,55100.0,20462.0,4.29,3852,-1212,9330
2004-12-21,55000.0,57000.0,32550.0,4.44,-16450,-9710,5850
2004-12-22,57000.0,55400.0,7630.0,4.31,3760,1830,-2000
2004-12-23,55800.0,55300.0,16296.0,4.3,-1384,-206,-400
2004-12-24,56300.0,55900.0,8000.0,4.35,-1250,1060,0
2004-12-27,56500.0,58000.0,8280.0,4.51,-7440,2290,-50
2004-12-28,58800.0,56500.0,8471.0,4.4,2861,2889,-550
2004-12-29,55300.0,57700.0,9160.0,4.49,-2890,110,2780
2004-12-30,58500.0,60000.0,5981.0,4.67,-4069,1609,2660
2005-01-03,59900.0,59300.0,2430.0,4.11,-590,100,650
2005-01-04,58300.0,59900.0,3590.0,4.16,-1030,-50,770
2005-01-05,61200.0,60500.0,17810.0,4.2,-2920,1530,3190
2005-01-06,61000.0,59800.0,13910.0,4.15,-860,-8680,10330
2005-01-07,60000.0,58500.0,13107.0,4.06,316,-7360,8124
2005-01-10,58700.0,59600.0,11310.0,4.13,-600,-4630,5230
2005-01-11,59000.0,58800.0,8660.0,4.08,1840,-1940,100
2005-01-12,59900.0,59300.0,11440.0,4.11,-760,-6970,7930
2005-01-13,58500.0,60700.0,18020.0,4.21,-4090,-4040,7650
2005-01-14,60700.0,62500.0,39130.0,4.34,-9380,-14220,26400
2005-01-17,61500.0,61800.0,5450.0,4.29,-760,-1050,1960
2005-01-18,61500.0,61100.0,6020.0,4.24,-740,-1480,2350
2005-01-19,62000.0,61000.0,5816.0,4.23,-114,-886,1720
2005-01-20,61100.0,61000.0,17410.0,4.23,-4650,-7470,14210
2005-01-21,62100.0,63400.0,12147.0,4.4,-4530,-2530,7620
2005-01-24,62500.0,61700.0,6570.0,4.28,2170,-4240,2200
2005-01-25,61200.0,62800.0,7040.0,4.36,-1330,1320,350
2005-01-26,62100.0,61900.0,10101.0,4.29,1140,3760,160
2005-01-27,61900.0,62300.0,12431.0,4.32,290,-2070,1810
2005-01-28,62300.0,62000.0,4760.0,4.3,-1080,1400,-320
2005-01-31,61800.0,62900.0,7220.0,4.36,-3300,3730,-690
2005-02-01,62200.0,61700.0,9430.0,4.28,2630,-6240,3850
2005-02-02,61700.0,62000.0,8850.0,4.3,-2590,630,3090
2005-02-03,61800.0,61700.0,6700.0,4.28,-600,-710,1330
2005-02-04,62000.0,61800.0,25080.0,4.29,-4510,-410,4970
2005-02-07,61800.0,62500.0,11220.0,4.34,-2030,-2900,4930
2005-02-11,62100.0,62100.0,13480.0,4.31,-990,-5620,6990
2005-02-14,62000.0,62900.0,11320.0,4.36,-3540,3710,3790
2005-02-15,62300.0,63300.0,38600.0,4.39,360,-5180,30780
2005-02-16,63800.0,64000.0,28580.0,4.44,-430,-1300,22070
2005-02-17,63900.0,62100.0,11013.0,4.31,663,-6393,5790
2005-02-18,62000.0,62500.0,8882.0,4.34,-2340,-2020,4320
2005-02-21,62100.0,62000.0,33050.0,4.3,-3748,-14672,19750
2005-02-22,62000.0,62100.0,17650.0,4.31,-6710,1200,6420
2005-02-23,62000.0,62200.0,7911.0,4.31,-2820,2270,2640
2005-02-24,62900.0,64000.0,13031.0,4.44,-780,5420,-3100
2005-02-25,63100.0,63500.0,7920.0,4.4,30,1440,-1320
2005-02-28,62600.0,62500.0,18870.0,4.34,2310,-4270,2240
2005-03-02,62900.0,65200.0,27161.0,4.52,-8820,-1250,10310
2005-03-03,65000.0,65200.0,14220.0,4.52,-2730,150,2650
2005-03-04,65200.0,64500.0,8880.0,4.47,1253,1467,1480
2005-03-07,64400.0,63800.0,6310.0,4.43,350,-1930,1790
2005-03-08,63500.0,62000.0,14943.0,4.3,-1000,1290,-250
2005-03-09,63000.0,64500.0,16430.0,4.47,-1800,-430,3990
2005-03-10,66300.0,62200.0,18593.0,4.31,1340,1450,1600
2005-03-11,63700.0,63000.0,21421.0,4.37,-1010,1250,2060
2005-03-14,63500.0,63400.0,6884.0,4.4,1481,-1861,290
2005-03-15,63100.0,63000.0,42160.0,4.37,-300,-18050,19150
2005-03-16,63900.0,64000.0,10220.0,4.44,-2800,6530,-660
2005-03-17,64500.0,64000.0,6870.0,4.44,-1060,1240,510
2005-03-18,64000.0,64000.0,8803.0,4.44,-1160,6500,0
2005-03-21,64000.0,63800.0,6810.0,4.43,-380,1540,-480
2005-03-22,64000.0,63400.0,3900.0,4.4,-1440,340,1670
2005-03-23,64000.0,62400.0,4710.0,4.33,1230,-1010,-220
2005-03-24,62500.0,62900.0,4890.0,4.36,-3060,3150,-310
2005-03-25,63000.0,62000.0,6356.0,4.3,2916,-3636,760
2005-03-28,62000.0,62000.0,25700.0,4.3,20,7710,8040
2005-03-29,62000.0,59400.0,8280.0,4.12,2970,-5220,2990
2005-03-30,59300.0,60000.0,24840.0,4.16,-2310,2980,3840
2005-03-31,60200.0,60600.0,3980.0,4.2,-1190,560,870
2005-04-01,60400.0,60500.0,2550.0,4.2,-730,480,230
2005-04-04,61000.0,60300.0,2470.0,4.18,-790,630,160
2005-04-06,60100.0,61000.0,15097.0,4.23,-1390,400,990
2005-04-07,61700.0,59600.0,4233.0,4.13,1980,-1630,-360
2005-04-08,59600.0,59600.0,4194.0,4.13,104,-794,690
2005-04-11,59200.0,59900.0,4581.0,4.16,-500,-1500,1990
2005-04-12,60400.0,60700.0,1700.0,4.21,-40,740,-700
2005-04-13,61000.0,60300.0,11450.0,4.18,350,230,970
2005-04-14,60300.0,56800.0,32360.0,3.94,7680,-8950,800
2005-04-15,57400.0,56300.0,14550.0,3.91,1560,-2970,3810
2005-04-18,56800.0,55900.0,9700.0,3.88,-3380,-360,3200
2005-04-19,56700.0,55600.0,16560.0,3.86,2420,-2750,980
2005-04-20,55600.0,56000.0,10400.0,3.88,-40,610,-40
2005-04-21,55300.0,56000.0,5110.0,3.88,210,-730,520
2005-04-22,56000.0,56000.0,4180.0,3.88,-1300,-800,2100
2005-04-25,56500.0,57000.0,4510.0,3.95,-2640,740,1000
2005-04-26,56600.0,56200.0,4770.0,3.9,-180,-970,1250
2005-04-27,55400.0,56200.0,6540.0,3.9,1070,-1970,1560
2005-04-28,56500.0,56000.0,2860.0,3.88,-1000,50,670
2005-04-29,56600.0,56500.0,6840.0,3.92,-3180,4780,570
2005-05-02,56700.0,57300.0,1800.0,3.97,-590,530,-60
2005-05-03,57000.0,57000.0,3170.0,3.95,290,-1110,890
2005-05-04,56600.0,58000.0,4202.0,4.02,-2330,4030,-120
2005-05-06,58000.0,58100.0,999.0,4.03,-690,40,720
2005-05-09,57100.0,56600.0,7890.0,3.93,520,-2700,3650
2005-05-10,56300.0,57000.0,8790.0,3.95,-290,5070,-3120
2005-05-11,57000.0,57000.0,38140.0,3.95,-140,360,-240
2005-05-12,56300.0,55600.0,7080.0,3.86,480,100,-40
2005-05-13,56500.0,56000.0,9580.0,3.88,-1080,2800,1310
2005-05-16,56300.0,56500.0,5150.0,3.92,-270,2770,-950
2005-05-17,56000.0,55000.0,15631.0,3.82,810,6570,-7380
2005-05-18,55400.0,55500.0,6470.0,3.85,-1830,2150,650
2005-05-19,55100.0,55700.0,16470.0,3.86,610,6180,4160
2005-05-20,56400.0,55100.0,5190.0,3.82,470,1000,1700
2005-05-23,56200.0,55600.0,1950.0,3.86,-990,730,720
2005-05-24,56000.0,56000.0,2141.0,3.88,-740,670,820
2005-05-25,56000.0,55800.0,19200.0,3.87,1500,3480,5900
2005-05-26,55900.0,55900.0,7740.0,3.88,-80,6130,-2350
2005-05-27,56000.0,55500.0,20880.0,3.85,930,6010,9820
2005-05-30,55500.0,55500.0,5530.0,3.85,-610,3200,1630
2005-05-31,55500.0,55700.0,21420.0,3.86,-50,780,4430
2005-06-01,55700.0,55700.0,19130.0,3.86,9710,1080,-3030
2005-06-02,55700.0,55300.0,5600.0,3.84,-1343,143,2630
2005-06-03,55500.0,56500.0,19890.0,3.92,-350,6320,12750
2005-06-07,56600.0,57000.0,17300.0,3.95,-1590,-730,4850
2005-06-08,58400.0,60800.0,9680.0,4.22,-5130,5430,-540
2005-06-09,61800.0,62100.0,26525.0,4.31,-4105,5275,210
2005-06-10,59800.0,61200.0,6630.0,4.25,700,2390,-3190
2005-06-13,60900.0,61000.0,5420.0,4.23,-440,3150,-2760
2005-06-14,62900.0,59800.0,7800.0,4.15,390,3960,-1730
2005-06-15,60300.0,59700.0,6367.0,4.14,-255,4505,20
2005-06-16,60400.0,60000.0,6430.0,4.16,-450,3290,1010
2005-06-17,59400.0,60000.0,5380.0,4.16,-230,3020,180
2005-06-20,59200.0,58700.0,4380.0,4.07,1280,-190,470
2005-06-21,58500.0,56700.0,15440.0,3.93,4290,3290,3380
2005-06-22,56800.0,57500.0,13950.0,3.99,5220,4350,-2470
2005-06-23,57500.0,58000.0,18460.0,4.02,4180,4500,2190
2005-06-24,58000.0,58800.0,23210.0,4.08,-1960,11050,3070
2005-06-27,57900.0,58300.0,13440.0,4.04,1040,2370,-3140
2005-06-28,57600.0,59900.0,9900.0,4.16,-4110,3910,-100
2005-06-29,60900.0,60800.0,9710.0,4.22,-1540,5230,-4280
