Symbol,DB하이텍_시가(원),DB하이텍_종가(원),DB하이텍_거래량(주),DB하이텍_PER(IFRS-연결),DB하이텍_순매수수량(개인)(주),DB하이텍_순매수수량(기관계)(주),DB하이텍_순매수수량(외국인계)(주)
2004-01-12,5740.0,5720.0,13550.0,4.35,2100,-2100,0
2004-01-13,5700.0,5700.0,14470.0,4.34,-5870,-280,6150
2004-01-14,5640.0,5820.0,10990.0,4.43,-5140,400,4740
2004-01-15,5810.0,5780.0,3330.0,4.4,-190,190,0
2004-01-16,5780.0,5790.0,5650.0,4.41,-120,120,0
2004-01-19,5710.0,5750.0,9170.0,4.38,-20,20,0
2004-01-20,5840.0,5790.0,5170.0,4.41,490,-490,0
2004-01-26,5680.0,5800.0,4770.0,4.41,2500,-2060,-440
2004-01-27,5840.0,5800.0,3940.0,4.41,770,-770,0
2004-01-28,5800.0,5770.0,9770.0,4.39,210,-210,0
2004-01-29,5770.0,5750.0,6090.0,4.38,90,-90,0
2004-01-30,5750.0,5750.0,2470.0,4.38,220,-220,0
2004-02-02,5810.0,5790.0,4330.0,4.41,160,-160,0
2004-02-03,5680.0,5760.0,17090.0,4.38,-1720,1720,0
2004-02-04,5670.0,5760.0,63932.0,4.38,-1289,839,450
2004-02-05,5840.0,5780.0,76780.0,4.4,-690,1820,-1130
2004-02-06,5720.0,5650.0,13770.0,4.3,860,-860,0
2004-02-09,5670.0,5620.0,30950.0,4.28,1120,-1120,0
2004-02-10,5610.0,5810.0,38920.0,4.42,-18730,-460,19190
2004-02-11,5810.0,5880.0,11020.0,4.47,-1990,1890,100
2004-02-12,5850.0,5850.0,7830.0,4.45,-1670,570,200
2004-02-13,5820.0,5800.0,15710.0,4.41,-390,350,40
2004-02-16,5830.0,5800.0,2480.0,4.41,0,0,0
2004-02-17,5800.0,5730.0,6480.0,4.36,-270,270,0
2004-02-18,5680.0,5700.0,9730.0,4.34,60,-60,0
2004-02-19,5730.0,5750.0,16790.0,4.38,-600,600,0
2004-02-20,5700.0,5710.0,8040.0,4.35,3220,-3220,0
2004-02-23,5690.0,5690.0,5519.0,4.33,330,-330,0
2004-02-24,5750.0,5650.0,6489.0,4.3,-520,520,0
2004-02-25,5700.0,5710.0,13705.0,4.35,2535,-465,-2070
2004-02-26,5800.0,5680.0,8385.0,4.32,1725,-1725,0
2004-02-27,5790.0,5700.0,12417.0,4.34,1413,-1453,40
2004-03-02,5670.0,5700.0,13577.0,4.34,1920,-2540,20
2004-03-03,5700.0,5720.0,8250.0,4.35,4360,-4360,0
2004-03-04,5750.0,5740.0,12070.0,4.37,3400,-3500,0
2004-03-05,5730.0,5790.0,20730.0,4.41,5190,-5190,0
2004-03-08,5790.0,5740.0,13287.0,4.37,-140,140,0
2004-03-09,5710.0,5760.0,17160.0,4.38,3920,-3920,0
2004-03-10,5740.0,5650.0,18062.0,4.3,1090,-1150,60
2004-03-11,5650.0,5600.0,15680.0,4.26,6200,-5740,-460
2004-03-12,5550.0,5600.0,64780.0,4.26,24850,-5460,-19390
2004-03-15,5500.0,5600.0,12880.0,4.26,3000,-2000,-1000
2004-03-16,5520.0,5510.0,32710.0,4.19,18920,-18920,0
2004-03-17,5510.0,5550.0,10892.0,4.22,-690,690,0
2004-03-18,5590.0,5620.0,11830.0,4.28,20,-20,0
2004-03-19,5680.0,5600.0,8840.0,4.26,-180,180,0
2004-03-22,5600.0,5560.0,7291.0,4.23,1800,-1800,0
2004-03-23,5510.0,5620.0,7121.0,4.28,3701,579,-4280
2004-03-24,5600.0,5950.0,375879.0,4.53,463,-463,0
2004-03-25,6050.0,5860.0,101840.0,4.46,-11880,11180,0
2004-03-26,5800.0,5740.0,43639.0,4.37,-6990,7190,0
2004-03-29,5710.0,5730.0,21830.0,4.36,-3900,3380,0
2004-03-30,5740.0,5750.0,27520.0,4.38,-3260,3260,0
2004-03-31,5760.0,5670.0,22421.0,4.32,-30,30,0
2004-04-01,5750.0,5680.0,17810.0,4.32,900,-900,0
2004-04-02,5670.0,5660.0,13949.0,4.31,-90,90,0
2004-04-06,5680.0,5720.0,25500.0,4.35,2160,-2160,0
2004-04-07,5720.0,5800.0,26441.0,4.41,-80,80,0
2004-04-08,5800.0,5710.0,19032.0,4.35,-3700,2420,2050
2004-04-09,5720.0,5730.0,16400.0,4.36,2310,-2310,0
2004-04-12,5690.0,5730.0,17362.0,4.36,-440,440,0
2004-04-13,5730.0,5720.0,10772.0,4.35,320,-20,0
2004-04-14,5750.0,5740.0,8080.0,4.37,-310,310,0
2004-04-16,5770.0,5710.0,11201.0,4.35,580,-530,0
2004-04-19,5750.0,5750.0,8270.0,4.38,1270,-1270,0
2004-04-20,5750.0,5790.0,11783.0,4.41,-717,718,0
2004-04-21,5800.0,5950.0,46540.0,4.53,-520,-810,0
2004-04-22,5980.0,5850.0,28640.0,4.45,810,-810,0
2004-04-23,5860.0,5930.0,16501.0,4.51,-720,720,0
2004-04-26,5950.0,5900.0,11330.0,4.49,550,-550,0
2004-04-27,5860.0,5820.0,21160.0,4.43,-970,970,0
2004-04-28,5850.0,5780.0,24570.0,4.4,14130,-11760,-370
2004-04-29,5730.0,5600.0,44900.0,4.26,9060,-9060,0
2004-04-30,5680.0,5680.0,17660.0,4.32,-2830,2830,0
2004-05-03,5570.0,5620.0,11463.0,4.28,-1347,1347,0
2004-05-04,5630.0,5650.0,5830.0,4.3,120,-120,0
2004-05-06,5650.0,5640.0,31320.0,4.29,-180,180,0
2004-05-07,5600.0,5600.0,10460.0,4.26,-90,90,0
2004-05-10,5590.0,5400.0,28170.0,4.11,-1760,-720,-20
2004-05-11,5390.0,5390.0,9160.0,4.1,1260,-1260,0
2004-05-12,5330.0,5450.0,8910.0,4.15,1700,-1660,-40
2004-05-13,5480.0,5340.0,16370.0,4.06,5130,-1220,0
2004-05-14,5350.0,5300.0,13370.0,4.03,2780,-2140,-640
2004-05-17,5310.0,5170.0,20310.0,3.93,-450,450,0
2004-05-18,5150.0,5180.0,11300.0,3.94,260,-260,0
2004-05-19,5200.0,5380.0,27820.0,4.09,10,-10,0
2004-05-20,5410.0,5320.0,8180.0,4.05,1020,-190,-380
2004-05-21,5370.0,5380.0,6550.0,4.09,-220,220,0
2004-05-24,5380.0,5430.0,7450.0,4.13,130,-130,0
2004-05-25,5390.0,5500.0,14717.0,4.19,2480,-80,-1500
2004-05-27,5500.0,5480.0,18100.0,4.17,890,110,0
2004-05-28,5390.0,5440.0,5290.0,4.14,-100,100,0
2004-05-31,5420.0,5330.0,8651.0,4.06,5961,-291,-3690
2004-06-01,5450.0,5440.0,9930.0,4.14,-710,710,0
2004-06-02,5350.0,5360.0,6360.0,4.08,3200,-490,-2440
2004-06-03,5360.0,5360.0,8640.0,4.08,1750,-220,-1080
2004-06-04,5360.0,5400.0,5322.0,4.11,-520,520,0
2004-06-07,5450.0,5430.0,11410.0,4.13,1500,0,0
2004-06-08,5520.0,5420.0,9650.0,4.12,-700,700,0
2004-06-09,5420.0,5440.0,8630.0,4.14,1230,-1230,0
2004-06-10,5440.0,5400.0,11580.0,4.11,1920,-990,-6750
2004-06-11,5410.0,5300.0,6360.0,4.03,1210,-90,-400
2004-06-14,5300.0,5220.0,9320.0,3.97,170,-10,0
2004-06-15,5110.0,5200.0,4448.0,3.96,0,0,0
2004-06-16,5300.0,5270.0,4530.0,4.01,-80,80,0
2004-06-17,5330.0,5260.0,6570.0,4.0,-580,580,0
2004-06-18,5270.0,5290.0,6800.0,4.03,2340,-660,0
2004-06-21,5350.0,5340.0,7560.0,4.06,-40,40,0
2004-06-22,5340.0,5370.0,18750.0,4.09,-510,1150,0
2004-06-23,5330.0,5400.0,12818.0,4.11,1600,-1200,0
2004-06-24,5450.0,5500.0,42940.0,4.19,-889,889,0
2004-06-25,5570.0,5610.0,25091.0,4.27,-210,210,0
2004-06-28,5670.0,5550.0,10520.0,4.22,1180,-1100,0
2004-06-29,5440.0,5550.0,23825.0,4.22,-670,670,0
2004-06-30,5560.0,5600.0,9980.0,4.26,-250,250,0
2004-07-01,5600.0,5620.0,13583.0,4.28,400,-400,0
2004-07-02,5550.0,5520.0,9970.0,4.2,530,-530,0
2004-07-05,5590.0,5610.0,3990.0,4.27,0,0,0
2004-07-06,5600.0,5650.0,7630.0,4.3,0,0,0
2004-07-07,5560.0,5650.0,9410.0,4.3,-880,730,150
2004-07-08,5550.0,5740.0,37260.0,4.37,1410,-730,-910
2004-07-09,5580.0,5750.0,27420.0,4.38,-170,270,0
2004-07-12,5710.0,5720.0,6610.0,4.35,300,-300,0
2004-07-13,5840.0,5830.0,15690.0,4.44,180,-180,0
2004-07-14,5800.0,5840.0,10250.0,4.44,1120,0,0
2004-07-15,5860.0,5940.0,21500.0,4.52,-140,300,0
2004-07-16,5940.0,5970.0,22453.0,4.54,320,-320,0
2004-07-19,6000.0,6040.0,11857.0,4.6,-280,280,0
2004-07-20,5900.0,5750.0,6380.0,4.38,420,-100,-320
2004-07-21,5900.0,5850.0,4750.0,4.45,-550,550,0
2004-07-22,5970.0,5850.0,8840.0,4.45,990,-750,-240
2004-07-23,5700.0,5910.0,4720.0,4.5,1600,0,-1600
2004-07-26,5960.0,5840.0,2570.0,4.44,120,0,-120
2004-07-27,5950.0,5690.0,4252.0,4.33,10,-10,0
2004-07-28,5750.0,5870.0,12720.0,4.47,0,0,0
2004-07-29,5780.0,5840.0,1200.0,4.44,0,0,0
2004-07-30,5800.0,5790.0,2706.0,4.41,-30,30,0
2004-08-02,5700.0,5710.0,8770.0,4.35,2840,0,-2840
2004-08-03,5710.0,5750.0,6370.0,4.38,30,-30,0
2004-08-04,5700.0,5800.0,6890.0,4.41,1269,-9,-1260
2004-08-05,5700.0,5810.0,10640.0,4.42,-220,220,0
2004-08-06,5820.0,5900.0,12100.0,4.49,230,-230,0
2004-08-09,5970.0,6000.0,13180.0,4.57,-2200,2200,0
2004-08-10,6050.0,6020.0,10970.0,4.58,1580,-1580,0
2004-08-11,6000.0,6040.0,15790.0,4.6,620,-620,0
2004-08-12,6050.0,6060.0,37972.0,4.61,-5660,6320,0
2004-08-13,5890.0,6140.0,16890.0,4.67,2790,-2790,0
2004-08-16,6140.0,6240.0,20180.0,4.75,8224,-3224,0
2004-08-17,6280.0,6340.0,32502.0,4.82,5012,-12,0
2004-08-18,6450.0,6500.0,31220.0,4.95,-1100,1100,0
2004-08-19,6700.0,6620.0,52890.0,5.04,-1140,1140,0
2004-08-20,6610.0,6970.0,86440.0,5.3,10,-10,0
2004-08-23,7000.0,7220.0,63690.0,5.49,1442,-1442,0
2004-08-24,7340.0,7090.0,23292.0,5.4,-280,0,280
2004-08-25,7030.0,7150.0,24176.0,5.44,16,-16,0
2004-08-26,7290.0,7180.0,10440.0,5.46,110,-110,0
2004-08-27,7250.0,7120.0,9351.0,5.42,-86,86,0
2004-08-30,7150.0,7160.0,10650.0,5.45,110,-110,0
2004-08-31,7180.0,7210.0,12198.0,5.49,-2256,626,1630
2004-09-01,7280.0,7270.0,6820.0,5.53,290,-290,0
2004-09-02,7090.0,7190.0,4170.0,5.47,0,0,0
2004-09-03,7050.0,7170.0,10292.0,5.46,11,-11,0
2004-09-06,7170.0,7220.0,24550.0,5.49,10,-10,0
2004-09-07,7350.0,7240.0,7620.0,5.51,10,-10,0
2004-09-08,7240.0,7200.0,9160.0,5.48,-480,480,0
2004-09-09,7200.0,7210.0,8620.0,5.49,-3400,-1630,-280
2004-09-10,7100.0,7220.0,6980.0,5.49,-240,240,0
2004-09-13,7370.0,7220.0,11810.0,5.49,100,-100,0
2004-09-14,7250.0,7460.0,23810.0,5.68,840,-240,0
2004-09-15,7530.0,7780.0,37730.0,5.92,111,-111,0
2004-09-16,7880.0,7620.0,15661.0,5.8,-670,-10,680
2004-09-17,7520.0,7750.0,35470.0,5.9,110,-110,0
2004-09-20,7810.0,7990.0,27345.0,6.08,-1140,1140,0
2004-09-21,7930.0,8250.0,50745.0,6.28,-640,320,320
2004-09-22,8300.0,8300.0,37480.0,6.32,-19150,19150,0
2004-09-23,8210.0,8210.0,18500.0,6.25,90,-90,0
2004-09-24,8210.0,8320.0,31960.0,6.33,320,-320,0
2004-09-30,8400.0,8700.0,24091.0,6.62,-2000,2000,0
2004-10-01,8710.0,9140.0,47319.0,6.96,-1468,1468,0
2004-10-04,9140.0,9180.0,18770.0,6.99,-1200,1200,0
2004-10-05,9180.0,8840.0,14161.0,6.73,-10,10,0
2004-10-06,8810.0,8930.0,22681.0,6.8,-670,670,0
2004-10-07,9140.0,8990.0,9467.0,6.84,-80,70,10
2004-10-08,8990.0,9050.0,29180.0,6.89,-290,290,0
2004-10-11,9240.0,9000.0,41310.0,6.85,120,-150,30
2004-10-12,9050.0,9000.0,14440.0,6.85,450,-450,0
2004-10-13,8930.0,9180.0,27458.0,6.99,1834,-1914,0
2004-10-14,9160.0,9250.0,27260.0,7.04,520,-80,-40
2004-10-15,9400.0,9170.0,8650.0,6.98,890,0,-400
2004-10-18,9110.0,9230.0,25590.0,7.02,-16680,17000,0
2004-10-19,9350.0,9520.0,28280.0,7.24,1910,1090,0
2004-10-20,9550.0,9400.0,17310.0,7.15,2000,0,0
2004-10-21,9470.0,9430.0,22579.0,7.18,-11582,11582,0
2004-10-22,9430.0,9380.0,26642.0,7.14,0,0,0
2004-10-25,9260.0,9040.0,20098.0,6.88,120,1080,0
2004-10-26,9100.0,9040.0,5002.0,6.88,250,70,0
2004-10-27,9100.0,9070.0,38840.0,6.9,-4120,5000,0
2004-10-28,9100.0,9250.0,13780.0,7.04,-7600,7600,0
2004-10-29,9110.0,9050.0,5760.0,6.89,-1140,1140,0
2004-11-01,8820.0,9100.0,12580.0,6.93,0,0,0
2004-11-02,9100.0,9190.0,9790.0,6.99,-2500,2500,0
2004-11-03,9200.0,9240.0,6590.0,7.03,0,0,0
2004-11-04,9150.0,9190.0,11730.0,6.99,-7490,7490,0
2004-11-05,9250.0,9100.0,10360.0,6.93,0,0,0
2004-11-08,9400.0,9140.0,4780.0,6.96,-2000,2000,0
2004-11-09,9140.0,9140.0,1270.0,6.96,-30,30,0
2004-11-10,8950.0,9200.0,6410.0,7.0,-590,590,0
2004-11-11,9290.0,10450.0,86910.0,7.95,-14210,15000,0
2004-11-12,10650.0,12000.0,286300.0,9.13,-132800,132800,0
2004-11-15,12050.0,11750.0,173540.0,8.94,3760,-3920,160
2004-11-16,12100.0,13100.0,157653.0,9.97,-8790,8790,0
2004-11-17,13500.0,14500.0,183740.0,11.03,-35630,13580,-150
2004-11-18,13950.0,13800.0,74189.0,10.5,-17880,19380,0
2004-11-19,14000.0,13600.0,78090.0,10.35,-16480,16480,0
2004-11-22,13050.0,13000.0,57650.0,9.89,-15200,12770,2430
2004-11-23,13100.0,13200.0,34291.0,10.05,-1980,1980,0
2004-11-24,12950.0,13800.0,72800.0,10.5,-1650,1300,0
2004-11-25,14000.0,13950.0,38050.0,10.62,-3870,4120,0
2004-11-26,14000.0,13600.0,54420.0,10.35,-15700,15420,0
2004-11-29,13600.0,14150.0,45790.0,10.77,-12930,-720,-610
2004-11-30,14150.0,13450.0,33400.0,10.24,1000,-1000,0
2004-12-01,13200.0,13600.0,26590.0,10.35,-2100,100,0
2004-12-02,13900.0,13300.0,26320.0,10.12,-8870,3870,0
2004-12-03,13350.0,13100.0,18660.0,9.97,-5170,60,5110
2004-12-06,13350.0,13300.0,7650.0,10.12,-4030,2150,1450
2004-12-07,13050.0,13300.0,11450.0,10.12,-2440,1440,0
2004-12-08,13150.0,13250.0,13226.0,10.08,-4930,4130,0
2004-12-09,13350.0,13400.0,18250.0,10.2,-3290,3650,0
2004-12-10,13500.0,13000.0,6820.0,9.89,-280,160,0
2004-12-13,13300.0,13050.0,3940.0,9.93,-2910,3030,0
2004-12-14,12700.0,12650.0,9972.0,9.63,192,-192,0
2004-12-15,12700.0,12850.0,9360.0,9.78,-5340,5310,0
2004-12-16,12800.0,13400.0,11570.0,10.2,-4820,3960,0
2004-12-17,13900.0,13300.0,9400.0,10.12,-1230,1050,0
2004-12-20,13600.0,13750.0,15840.0,10.46,-5800,2580,2920
2004-12-21,13600.0,13600.0,6239.0,10.35,-213,153,0
2004-12-22,13600.0,13400.0,7610.0,10.2,-1340,1160,0
2004-12-23,13300.0,13150.0,12990.0,10.01,-3070,3070,0
2004-12-24,13500.0,13150.0,5460.0,10.01,-410,360,0
2004-12-27,13000.0,12900.0,19510.0,9.82,-2450,1300,0
2004-12-28,12700.0,13000.0,12381.0,9.89,-1390,1300,0
2004-12-29,12500.0,12750.0,7980.0,9.7,-3840,3180,0
2004-12-30,12650.0,13200.0,7634.0,10.05,-1480,1480,0
2005-01-03,13000.0,12950.0,3810.0,3.11,-320,320,0
2005-01-04,12800.0,12900.0,4950.0,3.1,-1010,-30,0
2005-01-05,12800.0,12700.0,11030.0,3.05,5880,-1130,0
2005-01-06,12650.0,12650.0,10206.0,3.04,-620,-460,0
2005-01-07,12600.0,12800.0,5320.0,3.08,1490,-1460,0
2005-01-10,13000.0,12600.0,10810.0,3.03,540,-540,0
2005-01-11,12250.0,12750.0,16130.0,3.06,-6820,6820,0
2005-01-12,13000.0,12350.0,2670.0,2.97,230,-230,0
2005-01-13,12350.0,12450.0,9470.0,2.99,360,-2720,0
2005-01-14,12500.0,12250.0,7060.0,2.94,-3220,3080,0
2005-01-17,12350.0,12350.0,8440.0,2.97,-3320,3350,0
2005-01-18,12150.0,11700.0,26430.0,2.81,3590,-3530,0
2005-01-19,11650.0,11300.0,55650.0,2.72,-11330,1820,10240
2005-01-20,11550.0,10850.0,41010.0,2.61,4620,-15140,10580
2005-01-21,11100.0,11250.0,43450.0,2.7,-11980,1040,10940
2005-01-24,11800.0,11450.0,37644.0,2.75,-8020,-2660,10680
2005-01-25,11250.0,11000.0,18530.0,2.64,7480,-7240,0
2005-01-26,10900.0,10900.0,40003.0,2.62,-4570,-5870,10560
2005-01-27,11000.0,11150.0,40681.0,2.68,4040,-4040,0
2005-01-28,11250.0,11100.0,29780.0,2.67,8710,-8710,0
2005-01-31,11150.0,12250.0,182561.0,2.94,55460,16640,-53000
2005-02-01,12000.0,12250.0,50060.0,2.94,-9490,8700,0
2005-02-02,13200.0,12700.0,81592.0,3.05,9840,-9840,0
2005-02-03,12500.0,13350.0,58483.0,3.21,-27020,17020,0
2005-02-04,13100.0,13550.0,50843.0,3.26,-34703,20353,0
2005-02-07,13500.0,14500.0,138045.0,3.49,-36736,10606,350
2005-02-11,14450.0,14900.0,35340.0,3.58,900,-2250,350
2005-02-14,14750.0,14750.0,32329.0,3.55,60,-30,0
2005-02-15,14800.0,14450.0,73200.0,3.47,-19470,19320,150
2005-02-16,14400.0,14400.0,57610.0,3.46,-29100,30220,-850
2005-02-17,14400.0,14550.0,56699.0,3.5,-40261,21011,20000
2005-02-18,14450.0,16000.0,139832.0,3.85,-24670,3970,0
2005-02-21,16200.0,18400.0,139561.0,4.42,-44096,50196,-350
2005-02-22,19400.0,19650.0,161650.0,4.72,-26020,37540,-4950
2005-02-23,19650.0,21500.0,144966.0,5.17,-24797,37467,-2170
2005-02-24,21500.0,22050.0,71280.0,5.3,-21340,18360,700
2005-02-25,21850.0,22200.0,108070.0,5.34,-17143,6093,720
2005-02-28,22100.0,21900.0,34500.0,5.26,-12000,6010,4560
2005-03-02,22300.0,21050.0,35803.0,5.06,-1870,4650,0
2005-03-03,21350.0,22800.0,51010.0,5.48,-6290,13820,-910
2005-03-04,23500.0,25300.0,104910.0,6.08,-22701,-9629,33330
2005-03-07,26800.0,25000.0,113990.0,6.01,16640,-51100,36930
2005-03-08,25900.0,23300.0,57720.0,5.6,-410,-10950,15000
2005-03-09,22600.0,26750.0,203303.0,6.43,18993,-7833,-2000
2005-03-10,26800.0,23500.0,174236.0,5.65,23980,-24320,6090
2005-03-11,24000.0,22500.0,113156.0,5.41,16520,-3660,1430
2005-03-14,23000.0,23300.0,177940.0,5.6,-38350,-1840,42110
2005-03-15,23300.0,21750.0,113069.0,5.23,31380,-31330,780
2005-03-16,21150.0,21200.0,82450.0,5.1,-6910,14310,-6940
2005-03-17,20600.0,19800.0,96323.0,4.76,-20400,3000,9010
2005-03-18,19500.0,22750.0,202033.0,5.47,-35810,22700,15150
2005-03-21,23500.0,20900.0,155310.0,5.02,-12490,19630,-8930
2005-03-22,20700.0,19550.0,182540.0,4.7,18020,10880,-19360
2005-03-23,19500.0,18550.0,117005.0,4.46,5990,5350,-9890
2005-03-24,18800.0,17900.0,100430.0,4.3,-3920,1570,1870
2005-03-25,17600.0,17900.0,76236.0,4.3,5396,-8186,4790
2005-03-28,18100.0,19000.0,157340.0,4.57,17070,-15250,180
2005-03-29,19400.0,18050.0,133500.0,4.34,-12600,16230,24020
2005-03-30,18300.0,20750.0,312456.0,4.99,-29310,-12550,52630
2005-03-31,21000.0,20300.0,185296.0,4.88,21110,-24170,2000
2005-04-01,20300.0,20700.0,229145.0,4.98,2750,-8300,0
2005-04-04,20900.0,21150.0,102417.0,5.08,-18810,-3560,21820
2005-04-06,21700.0,21300.0,185773.0,5.12,14010,-13000,0
2005-04-07,21000.0,20600.0,112463.0,4.95,-13703,11183,1770
2005-04-08,20550.0,20000.0,75560.0,4.81,20970,-28110,-1400
2005-04-11,19800.0,19650.0,47410.0,4.72,-4530,4530,0
2005-04-12,19450.0,19550.0,44141.0,4.7,-6190,6110,0
2005-04-13,19350.0,20000.0,31895.0,4.81,1040,-1040,0
2005-04-14,20100.0,19100.0,49114.0,4.59,14630,-10090,1000
2005-04-15,18650.0,18500.0,42150.0,4.45,-780,2840,0
2005-04-18,18000.0,17700.0,59400.0,4.25,-7840,8240,0
2005-04-19,17500.0,17900.0,58740.0,4.3,-7630,-5630,0
2005-04-20,18200.0,17650.0,65239.0,4.24,-500,1380,0
2005-04-21,17000.0,17500.0,28490.0,4.21,-6270,4340,0
2005-04-22,17900.0,18550.0,78899.0,4.46,-20840,3600,-1260
2005-04-25,18300.0,18100.0,31789.0,4.35,9480,-8130,0
2005-04-26,18300.0,17550.0,27310.0,4.22,2390,-3150,760
2005-04-27,17400.0,17400.0,42100.0,4.18,2480,1040,360
2005-04-28,17250.0,16600.0,32110.0,3.99,10720,-10640,0
2005-04-29,16500.0,16150.0,102030.0,3.88,15380,40,0
2005-05-02,16300.0,15900.0,20850.0,3.82,-1940,-120,0
2005-05-03,15950.0,16150.0,72790.0,3.88,300,-9660,7460
2005-05-04,16450.0,17150.0,101690.0,4.12,-9100,3380,10040
2005-05-06,17500.0,17050.0,35150.0,4.1,-390,990,-600
2005-05-09,17200.0,16600.0,30250.0,3.99,-4250,4650,160
2005-05-10,16650.0,16200.0,20029.0,3.89,-891,971,0
2005-05-11,15800.0,15400.0,40620.0,3.7,-580,-340,840
2005-05-12,15400.0,15400.0,72570.0,3.7,26180,-12050,7590
2005-05-13,15150.0,15150.0,55527.0,3.64,9370,4130,-13500
2005-05-16,15650.0,16400.0,186100.0,3.94,4300,-7430,-8870
2005-05-17,16700.0,16000.0,95784.0,3.85,-13730,11120,2610
2005-05-18,15900.0,16300.0,58863.0,3.92,-30350,25350,0
2005-05-19,16600.0,17150.0,73240.0,4.12,-8910,10300,0
2005-05-20,17150.0,17050.0,60853.0,4.1,-5520,-12790,19000
2005-05-23,17700.0,17050.0,33199.0,4.1,-610,930,0
2005-05-24,17100.0,16900.0,27844.0,4.06,-2310,360,0
2005-05-25,16800.0,16500.0,23298.0,3.97,-3706,-54,1680
2005-05-26,16350.0,16650.0,11430.0,4.0,-2150,1710,0
2005-05-27,16650.0,16800.0,37335.0,4.04,4275,2205,0
2005-05-30,16900.0,17500.0,40220.0,4.21,-9460,10090,-1200
2005-05-31,17500.0,17350.0,18790.0,4.17,2970,-4350,0
2005-06-01,17200.0,17400.0,22860.0,4.18,3470,-3270,0
2005-06-02,17900.0,17750.0,58880.0,4.27,9270,-9370,120
2005-06-03,17800.0,17950.0,21405.0,4.31,4250,-6215,1980
2005-06-07,18000.0,17300.0,30630.0,4.16,8640,-8610,0
2005-06-08,17350.0,17200.0,31880.0,4.13,670,4010,-570
2005-06-09,17100.0,17400.0,46650.0,4.18,610,-2960,3670
2005-06-10,17400.0,18200.0,79220.0,4.37,7790,-4190,-110
2005-06-13,18500.0,18250.0,70020.0,4.39,3510,-2740,10
2005-06-14,18000.0,18300.0,28880.0,4.4,-2540,-220,-480
2005-06-15,18300.0,18800.0,58670.0,4.52,800,-820,-60
2005-06-16,19000.0,18750.0,61590.0,4.51,-6990,8020,-1710
2005-06-17,19150.0,19200.0,104630.0,4.61,-7510,5510,-40
2005-06-20,19900.0,19000.0,54885.0,4.57,3820,-2400,0
2005-06-21,18900.0,18500.0,23750.0,4.45,-1070,710,0
2005-06-22,18700.0,19000.0,39430.0,4.57,-12780,12140,0
2005-06-23,18700.0,18600.0,29012.0,4.47,1660,-1660,0
2005-06-24,18350.0,18650.0,27990.0,4.48,-2580,2850,0
2005-06-27,18650.0,19250.0,78686.0,4.63,80,560,0
2005-06-28,19800.0,19900.0,70879.0,4.78,-4200,3590,710
2005-06-29,19900.0,19500.0,59641.0,4.69,-8110,7040,1080
2005-06-30,19500.0,20900.0,97277.0,5.02,-11950,8900,4050
2005-07-01,20900.0,21300.0,92103.0,5.12,-2030,1690,500
2005-07-04,21550.0,22700.0,110650.0,5.46,-14070,17820,1990
2005-07-05,22800.0,22550.0,90400.0,5.42,9080,-8290,1150
2005-07-06,22400.0,22200.0,70182.0,5.34,13130,-18730,600
2005-07-07,22000.0,21700.0,46270.0,5.22,-5930,6870,-500
2005-07-08,21500.0,20900.0,66900.0,5.02,-7750,7930,60
2005-07-11,21000.0,21350.0,53120.0,5.13,-2290,5110,0
2005-07-12,21600.0,20700.0,40360.0,4.98,1405,-1565,0
2005-07-13,20500.0,20500.0,51665.0,4.93,-280,280,0
2005-07-14,20600.0,21300.0,65665.0,5.12,-7100,8130,1590
2005-07-15,21350.0,22200.0,91550.0,5.34,1100,3900,0
2005-07-18,22800.0,22300.0,46980.0,5.36,-8470,8320,0
2005-07-19,22250.0,22650.0,47930.0,5.44,-1810,2040,-500
2005-07-20,22400.0,21900.0,62590.0,5.26,-2450,2300,0
2005-07-21,21900.0,22000.0,42260.0,5.29,-2640,2700,0
2005-07-22,21700.0,21850.0,29000.0,5.25,-3820,4060,0
2005-07-25,21850.0,22300.0,36840.0,5.36,-13350,13340,-30
2005-07-26,22150.0,21650.0,37800.0,5.2,800,-610,0
2005-07-27,21900.0,21200.0,92040.0,5.1,-26760,26950,0
2005-07-28,21550.0,20550.0,64670.0,4.94,17630,-12830,0
2005-07-29,20500.0,19900.0,75950.0,4.78,20630,-22970,4350
2005-08-01,19850.0,19900.0,32392.0,4.78,9820,-310,0
2005-08-02,19850.0,19500.0,55890.0,4.69,24410,-24250,0
2005-08-03,19750.0,19950.0,59498.0,4.8,19620,-17850,-820
2005-08-04,19750.0,18900.0,89553.0,4.54,32380,-25860,0
2005-08-05,18800.0,17950.0,74288.0,4.31,14080,-12940,-1140
2005-08-08,17900.0,17300.0,32026.0,4.16,-1256,1336,0
2005-08-09,17150.0,18100.0,30293.0,4.35,-1040,730,410
2005-08-10,18400.0,17750.0,46409.0,4.27,-231,461,-3230
2005-08-11,17750.0,18300.0,30650.0,4.4,-4710,4080,0
2005-08-12,18550.0,18600.0,32200.0,4.47,-5700,-4770,7520
2005-08-16,18900.0,18750.0,25729.0,4.51,-790,890,0
2005-08-17,18600.0,18400.0,23680.0,4.42,-3650,2030,0
2005-08-18,18350.0,18150.0,31400.0,4.36,290,-7170,-200
2005-08-19,17850.0,17450.0,28961.0,4.19,1150,-820,-310
2005-08-22,17500.0,18650.0,65010.0,4.48,-8470,70,11100
2005-08-23,18650.0,19100.0,59211.0,4.59,-10809,4089,10630
