Symbol,현대미포조선_시가(원),현대미포조선_종가(원),현대미포조선_거래량(주),현대미포조선_PER(IFRS-연결),현대미포조선_순매수수량(개인)(주),현대미포조선_순매수수량(기관계)(주),현대미포조선_순매수수량(외국인계)(주)
2005-12-07,64000.0,61200.0,228501.0,11.35,76027,-37877,-36960
2005-12-08,61200.0,63100.0,141703.0,11.7,3293,13087,-2240
2005-12-09,62100.0,63000.0,122811.0,11.68,6176,4364,-8540
2005-12-12,62600.0,65000.0,143569.0,12.05,-49967,6924,52570
2005-12-13,66000.0,65000.0,102610.0,12.05,-10627,21870,-6100
2005-12-14,64900.0,64500.0,126229.0,11.96,14140,-14610,2790
2005-12-15,65000.0,64200.0,85509.0,11.9,-35339,11379,24830
2005-12-16,62500.0,62000.0,156451.0,11.49,40556,744,-44150
2005-12-19,61200.0,62000.0,131334.0,11.49,3464,14436,-16760
2005-12-20,61500.0,61100.0,192055.0,11.33,71452,-17912,-44170
2005-12-21,61100.0,61200.0,257671.0,11.35,24010,-37170,12280
2005-12-22,61700.0,58600.0,230376.0,10.86,51723,-58123,7130
2005-12-23,58300.0,60500.0,138091.0,11.22,8471,-14421,5080
2005-12-26,60500.0,59300.0,125397.0,10.99,30115,-40105,9740
2005-12-27,58600.0,58600.0,154160.0,10.86,42732,-4302,-24750
2005-12-28,59000.0,59700.0,188035.0,11.07,14156,14304,-26930
2005-12-29,59700.0,61300.0,218057.0,11.36,-39675,49175,-10190
2006-01-02,61500.0,60700.0,104407.0,9.46,11303,-14563,-250
2006-01-03,61800.0,60100.0,202884.0,9.37,67316,-41776,-21890
2006-01-04,61000.0,58500.0,202943.0,9.12,67008,-55588,-15260
2006-01-05,58500.0,59100.0,213608.0,9.21,6197,-17617,-530
2006-01-06,58600.0,60000.0,169588.0,9.35,-54983,-7477,40270
2006-01-09,59900.0,59900.0,320061.0,9.34,-75912,82222,-58610
2006-01-10,59700.0,58200.0,183316.0,9.07,49084,-31724,-13570
2006-01-11,58300.0,59000.0,148833.0,9.2,-19445,36285,-34530
2006-01-12,58800.0,58500.0,281104.0,9.12,7797,-28987,11830
2006-01-13,58000.0,58300.0,329628.0,9.09,84365,-43335,-51990
2006-01-16,58500.0,66000.0,563292.0,10.29,-297531,53313,268408
2006-01-17,66500.0,64400.0,206250.0,10.04,-106070,32060,70620
2006-01-18,63500.0,64500.0,225683.0,10.06,-76190,39720,36010
2006-01-19,65500.0,63300.0,140901.0,9.87,-55564,8364,36430
2006-01-20,63000.0,60900.0,137585.0,9.49,-35170,22810,6920
2006-01-23,60000.0,60300.0,100215.0,9.4,-37120,21970,15460
2006-01-24,60600.0,60600.0,215946.0,9.45,2930,9020,-13130
2006-01-25,61100.0,63700.0,298324.0,9.93,-80925,-19165,99100
2006-01-26,64000.0,62800.0,143913.0,9.79,-13850,-10030,29290
2006-01-27,63400.0,64600.0,193228.0,10.07,-72479,5939,56580
2006-01-31,65100.0,64300.0,84037.0,10.02,-36312,17420,3572
2006-02-01,64300.0,62600.0,101532.0,9.76,-17420,-12080,30370
2006-02-02,62700.0,66000.0,349203.0,10.29,-153637,92487,43340
2006-02-03,66500.0,67900.0,543998.0,10.59,-186735,94345,85340
2006-02-06,68500.0,66600.0,133137.0,10.38,-14770,9480,2830
2006-02-07,66600.0,69400.0,214654.0,10.82,-69820,50780,12980
2006-02-08,68200.0,68000.0,100563.0,10.6,-15010,660,13940
2006-02-09,68900.0,68000.0,200168.0,10.6,-41410,34340,6820
2006-02-10,69000.0,68000.0,255545.0,10.6,-967,50727,-49650
2006-02-13,68800.0,67300.0,192910.0,10.49,-20405,-14775,33400
2006-02-14,67800.0,69900.0,179300.0,10.9,-47580,22960,23680
2006-02-15,72400.0,71800.0,413793.0,11.19,-102831,-73309,174740
2006-02-16,71000.0,71800.0,210257.0,11.19,-30510,-9440,34430
2006-02-17,72000.0,70500.0,229418.0,10.99,11640,-2220,6680
2006-02-20,71900.0,72000.0,162256.0,11.23,-54050,6200,45440
2006-02-21,73000.0,75400.0,195512.0,11.76,-93234,27724,58790
2006-02-22,76500.0,77200.0,344827.0,12.04,-58093,-48257,121220
2006-02-23,78500.0,76000.0,203887.0,11.85,2098,13762,30716
2006-02-24,76500.0,78400.0,104580.0,12.22,-58300,26980,33100
2006-02-27,78600.0,79900.0,73716.0,12.46,-39768,12130,28358
2006-02-28,79100.0,78000.0,125681.0,12.16,4420,-16120,12520
2006-03-02,77800.0,79400.0,85350.0,12.38,-42710,3310,31150
2006-03-03,79900.0,77900.0,67540.0,12.14,-1760,-9230,15320
2006-03-06,77100.0,77900.0,75731.0,12.14,-5081,4201,2230
2006-03-07,78000.0,78900.0,142390.0,12.3,-37810,-20300,56900
2006-03-08,78900.0,78000.0,50121.0,12.16,-3881,12960,-9270
2006-03-09,78900.0,79400.0,109770.0,12.38,-15842,-12758,35730
2006-03-10,79600.0,79400.0,58600.0,12.38,-15780,734,13826
2006-03-13,80300.0,80500.0,66710.0,12.55,-17338,11048,8540
2006-03-14,80800.0,79300.0,40380.0,12.36,5759,-4496,-1810
2006-03-15,79200.0,78300.0,62255.0,12.21,-7770,22840,-16630
2006-03-16,77400.0,75600.0,229827.0,11.79,100631,20879,-133130
2006-03-17,76700.0,77500.0,89498.0,12.08,-43520,12510,30070
2006-03-20,77500.0,78200.0,50474.0,12.19,-17989,-391,18190
2006-03-21,78200.0,77200.0,52150.0,12.04,-7794,-4976,13660
2006-03-22,77400.0,75000.0,82725.0,11.69,27545,-11675,-10520
2006-03-23,75400.0,76300.0,80420.0,11.9,6794,6980,-13764
2006-03-24,75800.0,77100.0,38051.0,12.02,-18799,99,15090
2006-03-27,76500.0,76700.0,26882.0,11.96,-14050,8670,6940
2006-03-28,77500.0,78000.0,42030.0,12.16,-23110,-3950,25790
2006-03-29,80000.0,80200.0,147441.0,12.5,-68340,5820,53220
2006-03-30,80700.0,82700.0,104880.0,12.89,-52294,-14986,66000
2006-03-31,83400.0,83600.0,106301.0,13.03,-38369,-8781,45660
2006-04-03,83100.0,85000.0,67980.0,13.25,-37824,8284,31240
2006-04-04,85000.0,83500.0,119205.0,13.02,48537,-50487,-4100
2006-04-05,84400.0,84200.0,65730.0,13.13,-7200,-14550,20270
2006-04-06,84300.0,83000.0,98141.0,12.94,18904,-8334,10620
2006-04-07,83000.0,81000.0,112720.0,12.63,36540,-38690,5490
2006-04-10,81000.0,84000.0,96859.0,13.1,-33920,-16690,52230
2006-04-11,84000.0,85000.0,113420.0,13.25,-17770,-30180,45040
2006-04-12,83600.0,84000.0,61345.0,13.1,-18885,-2175,20990
2006-04-13,85400.0,86200.0,116463.0,13.44,-15829,-16901,28510
2006-04-14,86800.0,92500.0,178390.0,14.42,-77358,52188,29510
2006-04-17,92500.0,91800.0,101025.0,14.31,1851,5017,-14330
2006-04-18,91500.0,93800.0,102300.0,14.62,-9960,-9590,17330
2006-04-19,95400.0,93100.0,81040.0,14.51,-5090,-9260,11450
2006-04-20,93100.0,91500.0,171248.0,14.27,60737,22273,-87590
2006-04-21,90700.0,91000.0,99199.0,14.19,6739,46641,-53740
2006-04-24,90600.0,89500.0,117891.0,13.95,37632,-3982,-39450
2006-04-25,88000.0,90400.0,103640.0,14.09,935,6955,-24590
2006-04-26,90400.0,92300.0,91544.0,14.39,-41207,39417,-4290
2006-04-27,92500.0,92000.0,69985.0,14.34,5228,7652,-13020
2006-04-28,90000.0,88400.0,61961.0,13.78,18551,-25201,4890
2006-05-02,87600.0,89400.0,68590.0,13.94,-14396,11906,5120
2006-05-03,91000.0,90000.0,94651.0,14.03,-4390,-2300,6330
2006-05-04,90000.0,93300.0,151175.0,14.55,-45295,44200,-1035
2006-05-08,95000.0,98500.0,184436.0,15.36,-88861,58006,19845
2006-05-09,98200.0,97000.0,101200.0,15.12,-9880,35070,-23200
2006-05-10,97000.0,100500.0,87368.0,15.67,-3570,-13920,21640
2006-05-11,100500.0,102000.0,99473.0,15.9,-7732,22294,-23721
2006-05-12,99200.0,99700.0,99737.0,15.54,19357,10447,-36700
2006-05-15,98000.0,93100.0,96110.0,14.51,45957,-19558,-22499
2006-05-16,93000.0,93000.0,113476.0,14.5,33410,-6550,-25020
2006-05-17,93000.0,89700.0,80062.0,13.98,33314,-864,-27440
2006-05-18,88000.0,84100.0,144657.0,13.11,34010,3230,-40270
2006-05-19,84100.0,87900.0,102203.0,13.7,-8451,9851,-7470
2006-05-22,88400.0,87300.0,88381.0,13.61,-20630,10190,12840
2006-05-23,86500.0,86200.0,106852.0,13.44,-8632,26572,-39490
2006-05-24,86200.0,90000.0,131161.0,14.03,-28830,-14190,41100
2006-05-25,90000.0,87500.0,132892.0,13.64,5150,7110,-11470
2006-05-26,88500.0,88600.0,113616.0,13.81,7330,23580,-34710
2006-05-29,89900.0,88600.0,66910.0,13.81,-15680,20620,-3940
2006-05-30,88600.0,87700.0,101690.0,13.67,-11610,5860,5880
2006-06-01,88600.0,84500.0,68990.0,13.17,-139,5949,-7940
2006-06-02,85000.0,85200.0,109992.0,13.28,5857,10103,-40730
2006-06-05,85300.0,88000.0,164045.0,13.72,-17963,-42260,73637
2006-06-07,86500.0,88000.0,154875.0,13.72,-26956,6903,24838
2006-06-08,88000.0,84000.0,123123.0,13.1,-2689,-11253,18921
2006-06-09,85900.0,84200.0,169867.0,13.13,2501,37656,19733
2006-06-12,83300.0,84900.0,40818.0,13.24,-3021,3914,-900
2006-06-13,84300.0,83600.0,72892.0,13.03,-3236,-14976,20011
2006-06-14,85000.0,86000.0,81059.0,13.41,-11305,31681,-19437
2006-06-15,87800.0,90000.0,122109.0,14.03,-14479,63359,-53242
2006-06-16,92000.0,95000.0,107315.0,14.81,-36361,32973,4645
2006-06-19,95000.0,95000.0,41001.0,14.81,-1691,12319,-11514
2006-06-20,93200.0,93200.0,118618.0,14.53,-6911,-24200,63548
2006-06-21,94900.0,93600.0,34465.0,14.59,-7277,19520,-11073
2006-06-22,95000.0,96000.0,56224.0,14.97,-11157,14184,-2728
2006-06-23,100000.0,94900.0,32958.0,14.8,3932,-10126,3976
2006-06-26,94500.0,92900.0,67671.0,14.48,11009,12879,-25941
2006-06-27,92900.0,91500.0,44085.0,14.27,9155,-10128,-129
2006-06-28,90200.0,89100.0,54966.0,13.89,8388,-1732,-8973
2006-06-29,89200.0,89900.0,61602.0,14.02,6142,13922,-21089
2006-06-30,91600.0,95000.0,139485.0,14.81,-4127,29288,-26635
2006-07-03,93200.0,93500.0,171417.0,14.58,8622,9996,-17894
2006-07-04,94000.0,92800.0,41474.0,14.47,-961,-2737,3210
2006-07-05,91000.0,89700.0,42119.0,13.98,17986,-6126,-9746
2006-07-06,89500.0,87000.0,55524.0,13.56,24206,-25391,4123
2006-07-07,87300.0,88100.0,108730.0,13.74,25616,-28358,19630
2006-07-10,87200.0,88500.0,147688.0,13.8,30235,-32902,5651
2006-07-11,89000.0,92000.0,146801.0,14.34,-29855,-9077,35526
2006-07-12,92500.0,90800.0,99919.0,14.16,8225,-15134,12125
2006-07-13,89400.0,89000.0,132470.0,13.88,51121,-40330,-11863
2006-07-14,87200.0,86500.0,113147.0,13.49,41893,-8662,-28494
2006-07-18,85400.0,82900.0,69515.0,12.92,11769,2153,-12842
2006-07-19,83400.0,84800.0,75216.0,13.22,8760,6450,-14768
2006-07-20,87000.0,88000.0,60376.0,13.72,-19401,8761,13212
2006-07-21,86700.0,86700.0,105351.0,13.52,24877,-46104,23809
2006-07-24,86400.0,88700.0,95118.0,13.83,6842,-4823,-1934
2006-07-25,90300.0,90000.0,76466.0,14.03,-27877,23534,3129
2006-07-26,90600.0,89600.0,37604.0,13.97,-7953,10736,-2650
2006-07-27,89400.0,91500.0,68483.0,14.27,-20924,14275,5133
2006-07-28,92000.0,92500.0,53909.0,14.42,-12655,8206,5504
2006-07-31,93200.0,89800.0,56160.0,14.0,10190,-26532,4250
2006-08-01,88900.0,88900.0,67850.0,13.86,20539,-30880,9183
2006-08-02,88900.0,87200.0,48406.0,13.59,21412,-10212,-11448
2006-08-03,87800.0,85600.0,200511.0,13.35,142479,-92018,-50750
2006-08-04,86400.0,87600.0,91252.0,13.66,-5792,-24975,22530
2006-08-07,87100.0,86200.0,71677.0,13.44,-6422,-15412,22650
2006-08-08,86100.0,88500.0,76735.0,13.8,-20718,25514,-6306
2006-08-09,88200.0,89500.0,96730.0,13.95,-40747,2938,30591
2006-08-10,89200.0,90000.0,113006.0,14.03,-29569,-40948,69509
2006-08-11,91000.0,90000.0,83392.0,14.03,-25981,7915,23489
2006-08-14,91500.0,92100.0,124111.0,14.36,-37584,-9972,38397
2006-08-16,91300.0,92300.0,163406.0,14.39,31198,19583,-48479
2006-08-17,93400.0,93300.0,153717.0,14.55,-37699,-35157,73706
2006-08-18,94900.0,97100.0,200356.0,15.14,-93935,-9258,108916
2006-08-21,97100.0,97200.0,133148.0,15.15,-33134,-11377,43815
2006-08-22,97900.0,97500.0,75335.0,15.2,-5152,8083,22638
2006-08-23,97000.0,95400.0,62116.0,14.87,-5702,-3075,8904
2006-08-24,94700.0,92200.0,40375.0,14.37,14430,-13472,2276
2006-08-25,92300.0,94000.0,70721.0,14.65,-6230,1663,15675
2006-08-28,94600.0,98900.0,101345.0,15.42,-47306,-18353,72041
2006-08-29,98700.0,99600.0,91462.0,15.53,-31838,1668,17289
2006-08-30,99000.0,98000.0,90727.0,15.28,-31,-47902,47753
2006-08-31,99700.0,99000.0,67671.0,15.43,-19353,17761,-1906
2006-09-01,99500.0,100000.0,87091.0,15.59,-9877,-50567,58327
2006-09-04,100000.0,103500.0,49282.0,16.14,-24035,-1907,26810
2006-09-05,103000.0,104500.0,59870.0,16.29,-37785,2662,33815
2006-09-06,105000.0,104500.0,58368.0,16.29,-12492,-349,14218
2006-09-07,104500.0,102000.0,62754.0,15.9,11330,-9216,-2977
2006-09-08,101000.0,99000.0,137114.0,15.43,60590,-57866,-3310
2006-09-11,99900.0,98900.0,43261.0,15.42,-3017,4827,384
2006-09-12,99800.0,102000.0,46387.0,15.9,-22738,21351,1339
2006-09-13,102500.0,99800.0,29263.0,15.56,7773,1941,-9528
2006-09-14,99700.0,104000.0,112385.0,16.21,-30703,35297,3139
2006-09-15,103500.0,104000.0,43585.0,16.21,-6321,6499,84
2006-09-18,103500.0,107000.0,93880.0,16.68,-34732,42534,-10603
2006-09-19,107000.0,109500.0,74586.0,17.07,-25522,2845,23575
2006-09-20,109500.0,109500.0,46896.0,17.07,-18202,3860,13961
2006-09-21,110000.0,112000.0,121489.0,17.46,-31940,17486,19217
2006-09-22,112000.0,109000.0,30231.0,16.99,-1076,4916,-3431
2006-09-25,109000.0,108500.0,37457.0,16.92,-1158,14122,-15492
2006-09-26,110000.0,116500.0,94582.0,18.16,-30942,-14246,44710
2006-09-27,117500.0,120000.0,138543.0,18.71,-6374,-27430,42449
2006-09-28,119500.0,123000.0,95945.0,19.18,-5402,8470,508
2006-09-29,121500.0,118000.0,65132.0,18.4,26037,10931,-36843
2006-10-02,117000.0,121500.0,83578.0,18.94,-7601,30425,-26175
2006-10-04,121000.0,120000.0,54716.0,18.71,13903,-8930,-5272
2006-10-09,120000.0,118000.0,96648.0,18.4,-6690,15675,-8894
2006-10-10,116500.0,116500.0,43770.0,18.16,8506,236,-8937
2006-10-11,117000.0,118500.0,51768.0,18.47,4041,-6258,4205
2006-10-12,119000.0,118500.0,46086.0,18.47,-2375,-11695,14090
2006-10-13,118500.0,117000.0,95661.0,18.24,10302,2977,-13779
2006-10-16,118000.0,119000.0,34592.0,18.55,-2046,6124,-1390
2006-10-17,119000.0,119000.0,71843.0,18.55,-12206,-5800,19472
2006-10-18,120500.0,122500.0,80006.0,19.1,-16376,20516,-5523
2006-10-19,123500.0,129000.0,98206.0,20.11,-16569,-15265,30825
2006-10-20,129000.0,129500.0,38861.0,20.19,6627,-6348,-377
2006-10-23,129500.0,130000.0,49775.0,20.27,-1906,14636,-13113
2006-10-24,129000.0,127500.0,83275.0,19.88,5267,33574,-35283
2006-10-25,127500.0,124500.0,51800.0,19.41,14025,12076,-26455
2006-10-26,126000.0,128500.0,136925.0,20.03,-11657,-35866,75038
2006-10-27,129000.0,127500.0,77696.0,19.88,28454,20840,-50033
2006-10-30,124000.0,124000.0,89973.0,19.33,14869,-2940,-11961
2006-10-31,124500.0,125000.0,178918.0,19.49,-874,1371,-858
2006-11-01,125000.0,127000.0,53596.0,19.8,4897,16767,-18784
2006-11-02,128000.0,127500.0,31189.0,19.88,2091,3836,-8585
2006-11-03,127000.0,126000.0,31023.0,19.64,9828,-4536,-4705
2006-11-06,125000.0,127000.0,31741.0,19.8,-1665,6426,-404
2006-11-07,127000.0,127500.0,52442.0,19.88,-8019,11898,1979
2006-11-08,129500.0,124500.0,54258.0,19.41,16146,-19062,7228
2006-11-09,126000.0,126500.0,64722.0,19.72,-3344,-23781,26234
2006-11-10,126500.0,123500.0,58957.0,19.25,24981,4989,-24972
2006-11-13,123500.0,117500.0,195707.0,18.32,46883,-7822,-30019
2006-11-14,117500.0,116000.0,172811.0,18.08,35746,36034,-66142
2006-11-15,117500.0,114500.0,102176.0,17.85,28304,-1911,-26789
2006-11-16,116000.0,119000.0,95636.0,18.55,-40715,5100,31492
2006-11-17,120500.0,120000.0,75379.0,18.71,-7840,-18992,33777
2006-11-20,121000.0,116000.0,57578.0,18.08,-6043,1299,4744
2006-11-21,117500.0,117500.0,106054.0,18.32,10953,23500,-37739
2006-11-22,118000.0,120000.0,121963.0,18.71,-9344,-2297,-1106
2006-11-23,119500.0,126000.0,91896.0,19.64,-40506,24154,1744
2006-11-24,126500.0,129000.0,53457.0,20.11,-33767,9632,17921
2006-11-27,127500.0,130000.0,49394.0,20.27,-4674,1770,-1050
2006-11-28,128000.0,131000.0,145294.0,20.42,-39929,9344,26356
2006-11-29,133000.0,135500.0,80139.0,21.12,-22226,-17125,36188
2006-11-30,136500.0,138000.0,109810.0,21.51,-23316,-7992,30469
2006-12-01,141000.0,139000.0,21960.0,21.67,-3747,-770,2216
2006-12-04,136000.0,134000.0,63498.0,20.89,14723,-5365,-10212
2006-12-05,135500.0,136000.0,58854.0,21.2,-21808,-3838,25837
2006-12-06,137000.0,133500.0,134575.0,20.81,-1060,-6713,6069
2006-12-07,133500.0,131500.0,70208.0,20.5,-10280,25277,-27898
2006-12-08,129500.0,128000.0,64090.0,19.96,6940,20649,-27873
2006-12-11,127000.0,124500.0,69269.0,19.41,6377,4669,-11177
2006-12-12,127000.0,125500.0,92184.0,19.57,10648,-8233,-611
2006-12-13,125500.0,126000.0,67756.0,19.64,17638,-6217,-12341
2006-12-14,125500.0,127000.0,171070.0,19.8,32436,-18185,-19944
2006-12-15,128000.0,127500.0,82103.0,19.88,17514,-5581,-16413
2006-12-18,128000.0,123500.0,105188.0,19.25,3848,-16160,19907
2006-12-19,123000.0,120000.0,82514.0,18.71,15956,8090,-16011
2006-12-20,121500.0,119500.0,62249.0,18.63,15682,-15465,-982
2006-12-21,121000.0,120000.0,137765.0,18.71,9488,-50104,39317
2006-12-22,121000.0,123500.0,128301.0,19.25,5707,-4424,-6877
2006-12-26,124000.0,122000.0,54765.0,19.02,6073,-8123,6382
2006-12-27,122000.0,120500.0,74326.0,18.79,13919,2272,-16748
2006-12-28,122500.0,119000.0,71823.0,18.55,11849,-21048,4489
2007-01-02,120500.0,122000.0,39985.0,10.33,-1091,2684,-1530
2007-01-03,122000.0,121000.0,50647.0,10.24,10382,-7408,4656
2007-01-04,122500.0,123000.0,53223.0,10.41,-12033,-5139,15818
2007-01-05,122000.0,122000.0,65163.0,10.33,14781,-17194,420
2007-01-08,120000.0,118500.0,38448.0,10.03,11178,-3138,-8016
2007-01-09,121000.0,116000.0,122305.0,9.82,22920,-9039,-15785
2007-01-10,116000.0,116500.0,105304.0,9.86,-9632,-5305,14744
2007-01-11,117000.0,119000.0,43215.0,10.07,-7738,3980,7431
2007-01-12,119500.0,120000.0,52595.0,10.16,-5904,-18769,22517
2007-01-15,121500.0,119000.0,30748.0,10.07,5601,-8906,7569
2007-01-16,118500.0,120500.0,33192.0,10.2,-9944,-1758,7755
2007-01-17,122500.0,128000.0,122551.0,10.84,-51432,-31960,87338
2007-01-18,129500.0,130000.0,83942.0,11.0,-24820,1277,22549
2007-01-19,128500.0,127000.0,80300.0,10.75,-7029,10254,-1283
2007-01-22,124000.0,123000.0,85132.0,10.41,23446,21618,-47304
2007-01-23,121000.0,123000.0,77519.0,10.41,17742,30966,-48736
2007-01-24,123500.0,122500.0,67729.0,10.37,20609,19596,-43225
2007-01-25,124000.0,123000.0,63121.0,10.41,1056,16864,-17724
2007-01-26,123500.0,124500.0,116598.0,10.54,-17045,61191,-53670
2007-01-29,126000.0,124000.0,87717.0,10.5,17796,9134,-37810
2007-01-30,125000.0,122000.0,48709.0,10.33,2702,27689,-30648
2007-01-31,122000.0,117500.0,107333.0,9.95,39125,21627,-60135
2007-02-01,117500.0,121500.0,139483.0,10.29,-1238,50435,-73197
2007-02-02,126000.0,130000.0,135789.0,11.0,-39659,-2745,41456
2007-02-05,132500.0,132000.0,54287.0,11.17,-12348,2741,8653
2007-02-06,133000.0,137500.0,101641.0,11.64,-25989,-12050,40266
2007-02-07,136500.0,134000.0,75668.0,11.34,7664,-9279,4589
2007-02-08,135500.0,137000.0,71238.0,11.6,3827,-3192,8140
2007-02-09,138500.0,141000.0,63962.0,11.94,-27206,-288,26007
2007-02-12,139500.0,143000.0,92546.0,12.11,-11665,-9315,17268
2007-02-13,144000.0,142500.0,74396.0,12.06,-18886,331,22119
2007-02-14,144500.0,148000.0,99586.0,12.53,-2953,-27348,24068
2007-02-15,148000.0,144000.0,71469.0,12.19,35397,-16574,-19424
2007-02-16,143000.0,141500.0,79919.0,11.98,23214,-16861,-2573
2007-02-20,141500.0,142000.0,31328.0,12.02,-3031,3305,1254
2007-02-21,140500.0,140000.0,58149.0,11.85,8685,-3249,-4265
2007-02-22,140500.0,146500.0,119201.0,12.4,-11259,10472,-8793
2007-02-23,147000.0,152500.0,90335.0,12.91,-41006,18185,19500
2007-02-26,153500.0,158500.0,153447.0,13.42,-42526,-10152,69190
2007-02-27,157000.0,157000.0,103489.0,13.29,5552,-12507,16298
2007-02-28,147000.0,153000.0,137391.0,12.95,40282,-22139,-20575
2007-03-02,149000.0,148000.0,141554.0,12.53,86795,-24775,-62634
2007-03-05,146500.0,137000.0,138705.0,11.6,48178,-27515,-25715
2007-03-06,138000.0,141500.0,80818.0,11.98,9359,-9150,-2055
2007-03-07,143000.0,146000.0,137991.0,12.36,-17067,-11631,38424
2007-03-08,146000.0,147000.0,72462.0,12.44,-2938,5293,-2750
2007-03-09,148000.0,145000.0,47606.0,12.27,4722,-1256,-3805
2007-03-12,146000.0,143000.0,117845.0,12.11,50063,-20332,-17891
2007-03-13,144500.0,139500.0,169713.0,11.81,96254,7289,-107496
2007-03-14,136000.0,136000.0,146091.0,11.51,47648,5527,-52571
2007-03-15,138500.0,139500.0,144177.0,11.81,33158,15500,-57487
2007-03-16,142500.0,141500.0,233553.0,11.98,-5526,25006,-45630
2007-03-19,143000.0,150000.0,152738.0,12.7,-49420,26147,4665
2007-03-20,151000.0,149000.0,95018.0,12.61,-12731,14569,-9672
2007-03-21,151000.0,152000.0,140289.0,12.87,-27605,8298,2344
2007-03-22,154000.0,154500.0,130075.0,13.08,-58433,12545,44809
2007-03-23,158000.0,158500.0,99550.0,13.42,-24202,7092,17283
2007-03-26,160500.0,165000.0,121749.0,13.97,-41561,-6111,49554
2007-03-27,166500.0,165000.0,104523.0,13.97,-12022,-2133,14648
2007-03-28,165000.0,163500.0,107971.0,13.84,26913,9161,-27508
2007-03-29,164000.0,173000.0,106895.0,14.65,-16541,8294,5219
2007-03-30,176000.0,173500.0,93596.0,14.69,-9306,-4014,19169
2007-04-02,172500.0,175000.0,87730.0,14.81,10297,12364,-31494
2007-04-03,175000.0,178000.0,123672.0,15.07,1969,10828,-24145
2007-04-04,180000.0,178000.0,115005.0,15.07,884,11514,-17634
2007-04-05,179500.0,181000.0,67401.0,15.32,-6178,-472,7337
2007-04-06,182000.0,190500.0,147249.0,16.13,-48353,20894,18793
2007-04-09,190500.0,200000.0,172144.0,16.93,-864,40547,-32793
2007-04-10,200000.0,194500.0,244564.0,16.47,31239,-18045,-11037
2007-04-11,194500.0,184000.0,310565.0,15.58,74883,30984,-117580
2007-04-12,182000.0,188000.0,211033.0,15.91,27847,-5821,-22054
2007-04-13,186500.0,187000.0,105058.0,15.83,-25201,-12748,42967
2007-04-16,188500.0,193000.0,97819.0,16.34,-30325,3062,31624
2007-04-17,195000.0,189500.0,93746.0,16.04,-13639,-16755,33288
2007-04-18,187500.0,188500.0,92016.0,15.96,7701,-46581,39995
2007-04-19,188500.0,186000.0,110745.0,15.75,7926,-8772,-4554
2007-04-20,184000.0,196000.0,80621.0,16.59,-43466,17268,24221
2007-04-23,198000.0,201000.0,132100.0,17.02,-25797,17934,2226
2007-04-24,202000.0,212000.0,163141.0,17.95,-13362,19848,-11447
2007-04-25,212000.0,206000.0,145836.0,17.44,49341,-8891,-44718
2007-04-26,204000.0,200000.0,214938.0,16.93,81594,-17704,-62471
2007-04-27,202000.0,191000.0,170387.0,16.17,72081,-5073,-65945
2007-04-30,187500.0,190000.0,145072.0,16.08,14085,14430,-28391
2007-05-02,194000.0,189000.0,108196.0,16.0,37738,-4453,-32200
2007-05-03,191500.0,191500.0,100076.0,16.21,20559,-176,-15452
2007-05-04,200000.0,211000.0,236714.0,17.86,-58399,34846,25290
2007-05-07,215000.0,217000.0,162437.0,18.37,-31398,18633,8949
2007-05-08,220000.0,230000.0,208868.0,19.47,-61024,-2130,64100
2007-05-09,231000.0,228000.0,223267.0,19.3,29792,3678,-55654
2007-05-10,232000.0,239500.0,191063.0,20.27,10218,13958,-32148
