Symbol,현대미포조선_시가(원),현대미포조선_종가(원),현대미포조선_거래량(주),현대미포조선_PER(IFRS-연결),현대미포조선_순매수수량(개인)(주),현대미포조선_순매수수량(기관계)(주),현대미포조선_순매수수량(외국인계)(주)
2004-06-02,17600.0,18500.0,154985.0,8.84,-34900,23690,-12430
2004-06-03,18600.0,17650.0,138731.0,8.43,-14717,2560,807
2004-06-04,17400.0,18000.0,80220.0,8.6,230,8820,1190
2004-06-07,17800.0,18400.0,110870.0,8.79,-44272,36352,6570
2004-06-08,18400.0,18250.0,60440.0,8.72,-8230,5720,2730
2004-06-09,18300.0,17900.0,80390.0,8.55,-24220,25670,0
2004-06-10,17700.0,17400.0,207083.0,8.31,53344,-5414,-47600
2004-06-11,17400.0,16700.0,116617.0,7.98,11930,-13890,5180
2004-06-14,16850.0,16300.0,96930.0,7.79,-10980,-4000,12510
2004-06-15,16300.0,16900.0,140930.0,8.07,-25860,11740,15060
2004-06-16,17200.0,16800.0,56340.0,8.02,2660,6300,-8200
2004-06-17,17300.0,17100.0,45924.0,8.17,-3174,13104,-10570
2004-06-18,16750.0,16600.0,155310.0,7.93,31562,-43172,19770
2004-06-21,16700.0,16400.0,76806.0,7.83,-18174,36614,-21570
2004-06-22,16200.0,16250.0,114680.0,7.76,20330,32720,-64670
2004-06-23,16400.0,16150.0,112091.0,7.71,-19630,14850,-270
2004-06-24,16300.0,16800.0,47540.0,8.02,-36910,26740,40
2004-06-25,16800.0,17150.0,55131.0,8.19,-24180,17890,-320
2004-06-28,17000.0,17100.0,52391.0,8.17,-3810,5120,-610
2004-06-29,17100.0,17350.0,67591.0,8.29,-18326,8226,2340
2004-06-30,17600.0,17700.0,137719.0,8.45,9980,-17520,4450
2004-07-01,17600.0,17150.0,62682.0,8.19,31320,-31210,210
2004-07-02,16800.0,16950.0,79720.0,8.1,560,-9580,6840
2004-07-05,17150.0,16750.0,30369.0,8.0,3422,-2492,-220
2004-07-06,16500.0,16500.0,72954.0,7.88,4726,-19206,13500
2004-07-07,16300.0,16600.0,98858.0,7.93,9450,19480,310
2004-07-08,16350.0,15750.0,233690.0,7.52,130820,-148720,21320
2004-07-09,15950.0,16400.0,76838.0,7.83,-57250,55260,-290
2004-07-12,16300.0,16050.0,62915.0,7.67,-8670,1300,-550
2004-07-13,16100.0,16150.0,32840.0,7.71,6880,-9260,2480
2004-07-14,16100.0,16150.0,68893.0,7.71,-27527,1327,11830
2004-07-15,16150.0,16200.0,83200.0,7.74,24850,-24970,-400
2004-07-16,16300.0,16850.0,121360.0,8.05,-44773,37510,2070
2004-07-19,17100.0,17000.0,66871.0,8.12,-12907,17120,0
2004-07-20,17100.0,17000.0,52461.0,8.12,-15890,11160,4520
2004-07-21,17200.0,17150.0,57720.0,8.19,-28740,19540,1020
2004-07-22,16650.0,17000.0,34110.0,8.12,-5620,3150,-710
2004-07-23,17000.0,16950.0,44240.0,8.1,-6090,-8530,12000
2004-07-26,16600.0,16600.0,10870.0,7.93,-5740,2000,3160
2004-07-27,16700.0,16900.0,26311.0,8.07,-9269,1829,6660
2004-07-28,16950.0,16900.0,41801.0,8.07,-14250,1880,13000
2004-07-29,17000.0,16600.0,22731.0,7.93,9060,-7690,-520
2004-07-30,16550.0,16900.0,55520.0,8.07,-4340,-990,-230
2004-08-02,16550.0,16600.0,67316.0,7.93,15240,4120,920
2004-08-03,16800.0,16800.0,83510.0,8.02,-27900,-17290,45190
2004-08-04,16600.0,17000.0,81542.0,8.12,-41040,16930,29670
2004-08-05,17200.0,18450.0,544112.0,8.81,-113424,-55916,182750
2004-08-06,18150.0,18700.0,247674.0,8.93,-98910,-33960,83600
2004-08-09,18200.0,18700.0,150514.0,8.93,-85460,80500,-12880
2004-08-10,18450.0,18650.0,112301.0,8.91,-12505,-19125,-6250
2004-08-11,19000.0,18250.0,94863.0,8.72,-25782,-16068,36460
2004-08-12,18400.0,18750.0,134960.0,8.96,-34770,-25660,60940
2004-08-13,18750.0,18900.0,279707.0,9.03,-49726,-7784,41600
2004-08-16,18900.0,19650.0,597355.0,9.39,-55810,-69910,154100
2004-08-17,19950.0,19700.0,94596.0,9.41,-40220,-18250,58330
2004-08-18,19500.0,20250.0,170574.0,9.67,-42885,-3505,47570
2004-08-19,20250.0,19500.0,302740.0,9.31,47430,-82344,20354
2004-08-20,19700.0,20300.0,347410.0,9.7,-27785,-226965,239190
2004-08-23,20500.0,20450.0,144418.0,9.77,-3148,-69062,88180
2004-08-24,20350.0,21200.0,239873.0,10.13,-51962,-81788,73800
2004-08-25,21200.0,21200.0,299033.0,10.13,-13839,-146781,151700
2004-08-26,21450.0,20800.0,138040.0,9.93,4000,-470,-3990
2004-08-27,20800.0,20800.0,91650.0,9.93,-5031,401,5000
2004-08-30,20500.0,20900.0,30790.0,9.98,4160,-7030,-130
2004-08-31,20900.0,20600.0,112300.0,9.84,31690,-2590,-17040
2004-09-01,20400.0,21150.0,217339.0,10.1,-29622,-32265,55067
2004-09-02,21250.0,21150.0,76340.0,10.1,11750,-35260,19910
2004-09-03,21250.0,21200.0,68100.0,10.13,-19575,2565,25090
2004-09-06,21350.0,21750.0,52323.0,10.39,-11670,11240,5410
2004-09-07,21850.0,21500.0,38151.0,10.27,1440,-2500,-2600
2004-09-08,21300.0,21000.0,41140.0,10.03,-2517,10567,-3010
2004-09-09,21000.0,21200.0,116627.0,10.13,-1063,-17597,32550
2004-09-10,21450.0,21750.0,197170.0,10.39,-25430,-31020,85020
2004-09-13,22000.0,21950.0,261050.0,10.48,-2253,-112337,121500
2004-09-14,21900.0,21700.0,134807.0,10.36,20747,-11077,2000
2004-09-15,21550.0,21700.0,97442.0,10.36,19660,-13260,-600
2004-09-16,21700.0,22100.0,128045.0,10.56,-22933,-10957,30240
2004-09-17,21850.0,22700.0,189083.0,10.84,-3317,-47553,127660
2004-09-20,22550.0,22700.0,50927.0,10.84,3160,8350,-3500
2004-09-21,22900.0,22950.0,385410.0,10.96,964,-73294,67560
2004-09-22,22950.0,22950.0,272916.0,10.96,-21462,35122,-18280
2004-09-23,23100.0,23850.0,95845.0,11.39,-20600,6470,3740
2004-09-24,24050.0,25250.0,124426.0,12.06,-15295,11235,7950
2004-09-30,25200.0,25900.0,83890.0,12.37,1330,20600,-27510
2004-10-01,25100.0,25400.0,75116.0,12.13,9620,27170,-43120
2004-10-04,25850.0,26750.0,304690.0,12.78,-38640,-3650,108820
2004-10-05,26450.0,26300.0,156660.0,12.56,22990,18060,-38560
2004-10-06,25950.0,25600.0,148874.0,12.23,26520,5800,-44350
2004-10-07,25250.0,25700.0,79220.0,12.28,-3200,-120,2650
2004-10-08,25250.0,25400.0,131700.0,12.13,-10910,18840,-13370
2004-10-11,25400.0,26600.0,169762.0,12.71,-23087,-46313,72160
2004-10-12,27050.0,27500.0,663668.0,13.14,-4870,-219410,300280
2004-10-13,28200.0,27800.0,309973.0,13.28,46545,-48285,69180
2004-10-14,27500.0,27050.0,109123.0,12.92,10090,-4210,8050
2004-10-15,26600.0,27500.0,125900.0,13.14,-52413,49033,3930
2004-10-18,27100.0,29300.0,121792.0,13.99,-46722,35402,5690
2004-10-19,29300.0,29250.0,148308.0,13.97,-2480,20810,4450
2004-10-20,29650.0,28350.0,105323.0,13.54,7983,-14453,12570
2004-10-21,28350.0,28000.0,207261.0,13.37,57340,-6210,-51630
2004-10-22,27800.0,28400.0,44022.0,13.57,-7010,-1230,9160
2004-10-25,28300.0,28300.0,76330.0,13.52,-4220,-17020,23830
2004-10-26,28200.0,29100.0,66431.0,13.9,-8882,7922,4950
2004-10-27,29500.0,29400.0,60150.0,14.04,-25530,-2970,30920
2004-10-28,29750.0,30000.0,112310.0,14.33,-22470,8430,26950
2004-10-29,29900.0,30000.0,73936.0,14.33,4426,-8956,1730
2004-11-01,30250.0,32000.0,138713.0,15.28,-22925,11645,3920
2004-11-02,32750.0,33150.0,218861.0,15.83,-17010,43450,-19730
2004-11-03,33500.0,35000.0,202656.0,16.72,5080,-28890,29200
2004-11-04,36000.0,35650.0,299712.0,17.03,34942,-119602,93170
2004-11-05,35650.0,36800.0,262264.0,17.58,26430,-50120,52120
2004-11-08,37700.0,34800.0,290863.0,16.62,11730,-17930,29340
2004-11-09,34750.0,34600.0,625055.0,16.53,106273,-80180,124987
2004-11-10,35050.0,35400.0,235540.0,16.91,-1180,26960,5170
2004-11-11,35050.0,35500.0,171614.0,16.96,-22227,-26573,109800
2004-11-12,36000.0,36450.0,156131.0,17.41,-22448,10588,37330
2004-11-15,36450.0,36100.0,127241.0,17.24,-2169,-37041,41820
2004-11-16,35550.0,34950.0,132112.0,16.69,202,13538,-15770
2004-11-17,34150.0,33750.0,318891.0,16.12,71810,-29040,-34860
2004-11-18,33150.0,30250.0,466674.0,14.45,138456,-49006,-77930
2004-11-19,31100.0,31700.0,347567.0,15.14,-13210,-104070,117800
2004-11-22,31100.0,31000.0,254696.0,14.81,67841,-59371,-21830
2004-11-23,31300.0,31000.0,476600.0,14.81,78515,114825,-261510
2004-11-24,31000.0,31950.0,284209.0,15.26,13910,33690,-59650
2004-11-25,31950.0,31450.0,305721.0,15.02,80,21050,-25780
2004-11-26,31450.0,30000.0,394303.0,14.33,55371,-12560,-39651
2004-11-29,29600.0,29950.0,465232.0,14.31,36670,5790,-55620
2004-11-30,30300.0,30750.0,317515.0,14.69,-41750,55290,7680
2004-12-01,30300.0,30900.0,459525.0,14.76,10725,-80165,57000
2004-12-02,31700.0,31300.0,191340.0,14.95,4503,-29293,9620
2004-12-03,31700.0,32100.0,163831.0,15.33,-52410,32770,15220
2004-12-06,31800.0,32900.0,220985.0,15.71,-92360,49990,-10770
2004-12-07,32900.0,33550.0,185050.0,16.02,-71175,18465,44310
2004-12-08,33150.0,34000.0,164655.0,16.24,-39140,34320,13350
2004-12-09,34000.0,33400.0,167830.0,15.95,15860,9000,-20960
2004-12-10,33800.0,32800.0,476970.0,15.67,-36410,-166810,-18730
2004-12-13,32050.0,32400.0,243540.0,15.48,42490,-95890,-4870
2004-12-14,32150.0,32050.0,94930.0,15.31,30180,1100,-31280
2004-12-15,31900.0,32000.0,122920.0,15.28,17260,8400,-25570
2004-12-16,31750.0,33100.0,202123.0,15.81,26100,-44950,18740
2004-12-17,33400.0,33500.0,87360.0,16.0,-14180,-690,14190
2004-12-20,32300.0,33100.0,51710.0,15.81,-22330,19180,3290
2004-12-21,33150.0,33250.0,68930.0,15.88,-14530,-6050,21090
2004-12-22,33450.0,32800.0,71821.0,15.67,20294,-864,4750
2004-12-23,32600.0,31800.0,110230.0,15.19,10190,-24100,7020
2004-12-24,32200.0,32250.0,127930.0,15.4,1444,-47504,60110
2004-12-27,32600.0,32150.0,35904.0,15.36,-3120,1380,7080
2004-12-28,32000.0,32900.0,95634.0,15.71,-7758,-6642,17940
2004-12-29,32700.0,34650.0,287040.0,16.55,-93950,11290,36600
2004-12-30,35100.0,35000.0,91087.0,16.72,-21710,3210,30200
2005-01-03,34950.0,35000.0,52441.0,6.49,3970,-5190,8100
2005-01-04,35000.0,33900.0,114072.0,6.28,27715,-38635,13910
2005-01-05,33700.0,36400.0,205420.0,6.75,-100505,24685,74820
2005-01-06,36400.0,36000.0,223016.0,6.67,-35432,14092,-11330
2005-01-07,36500.0,38900.0,306718.0,7.21,-139790,63189,25331
2005-01-10,38900.0,38800.0,232490.0,7.19,-24465,-15725,31810
2005-01-11,38450.0,38600.0,124055.0,7.16,2190,26390,-42760
2005-01-12,37850.0,37500.0,75800.0,6.95,-830,290,-5220
2005-01-13,37500.0,38800.0,163160.0,7.19,-22640,69640,-65000
2005-01-14,38500.0,40950.0,166728.0,7.59,-47200,27184,14930
2005-01-17,42500.0,43300.0,151072.0,8.03,-31958,-22352,59310
2005-01-18,43500.0,43300.0,182188.0,8.03,19868,-21048,10850
2005-01-19,44100.0,42750.0,109414.0,7.93,9042,-12872,8660
2005-01-20,42300.0,42600.0,65925.0,7.9,-17870,4740,13500
2005-01-21,43500.0,47500.0,321387.0,8.81,-16300,-21930,37090
2005-01-24,47000.0,46200.0,176267.0,8.57,59900,-16360,-46040
2005-01-25,46900.0,47000.0,181993.0,8.71,24693,-30443,17030
2005-01-26,47400.0,50500.0,406668.0,9.36,-22152,-13448,50230
2005-01-27,51800.0,50000.0,159195.0,9.27,70970,-13760,-53840
2005-01-28,50000.0,49500.0,98471.0,9.18,4715,-19585,15480
2005-01-31,49000.0,49900.0,156513.0,9.25,29221,-1711,-23770
2005-02-01,49900.0,49850.0,170671.0,9.24,1339,-27669,21270
2005-02-02,49500.0,49450.0,81832.0,9.17,-9970,-2740,10310
2005-02-03,49000.0,49450.0,92692.0,9.17,-12792,-9248,20430
2005-02-04,49500.0,52900.0,345961.0,9.81,-11462,11372,-4190
2005-02-07,53000.0,55300.0,257824.0,10.25,-66446,386,60440
2005-02-11,53300.0,56400.0,339517.0,10.46,-85990,10360,64050
2005-02-14,57100.0,56900.0,206560.0,10.55,-71475,-8235,43700
2005-02-15,56400.0,56500.0,169722.0,10.47,13467,-51697,31520
2005-02-16,57200.0,55700.0,129252.0,10.33,48965,-41605,-7380
2005-02-17,55400.0,56100.0,161960.0,10.4,-57990,5550,38480
2005-02-18,56100.0,55100.0,129706.0,10.22,28581,-1041,-37560
2005-02-21,55200.0,53700.0,267461.0,9.96,42270,-14650,45170
2005-02-22,53000.0,51600.0,270386.0,9.57,80267,-7307,-66880
2005-02-23,50000.0,49000.0,402876.0,9.08,-21135,-32475,13390
2005-02-24,49250.0,51900.0,388848.0,9.62,-49067,-5263,64600
2005-02-25,52100.0,52500.0,202392.0,9.73,-20260,-5000,34270
2005-02-28,52500.0,52900.0,225868.0,9.81,-18306,-9504,25060
2005-03-02,52400.0,53000.0,330840.0,9.83,70996,-40133,-20090
2005-03-03,53000.0,53600.0,212690.0,9.94,-4809,13199,-5820
2005-03-04,54100.0,54300.0,308069.0,10.07,-11437,-24653,31670
2005-03-07,55200.0,56900.0,470350.0,10.55,-193123,4443,179510
2005-03-08,57300.0,57600.0,316233.0,10.68,-102254,-18296,116940
2005-03-09,57600.0,56000.0,346091.0,10.38,-22540,41920,-8300
2005-03-10,55400.0,56000.0,336525.0,10.38,44177,10673,-54310
2005-03-11,56100.0,55700.0,197983.0,10.33,28567,-12897,-5030
2005-03-14,55000.0,56800.0,254331.0,10.53,8206,-30646,36280
2005-03-15,57500.0,56200.0,295662.0,10.42,-42300,-39780,109670
2005-03-16,56200.0,59500.0,378076.0,11.03,-149490,72210,70100
2005-03-17,59300.0,58700.0,158790.0,10.88,-20411,17280,561
2005-03-18,58500.0,59500.0,213071.0,11.03,-30590,-21340,49820
2005-03-21,59500.0,58000.0,181585.0,10.75,35064,-22864,-11410
2005-03-22,57100.0,56700.0,120072.0,10.51,-9933,6123,2210
2005-03-23,56200.0,53200.0,117631.0,9.86,31322,-2892,-31940
2005-03-24,53300.0,50500.0,248457.0,9.36,30870,-52060,4470
2005-03-25,50600.0,51500.0,183831.0,9.55,13020,1360,-8440
2005-03-28,51900.0,53900.0,111141.0,9.99,-21200,3630,10200
2005-03-29,54400.0,53500.0,163942.0,9.92,25004,4384,-26998
2005-03-30,52700.0,54800.0,184014.0,10.16,-27720,13150,12800
2005-03-31,56800.0,57000.0,186488.0,10.57,-48618,7498,35180
2005-04-01,56500.0,61500.0,403655.0,11.4,-189370,12260,159910
2005-04-04,61500.0,64000.0,275135.0,11.87,-91910,10650,81130
2005-04-06,64800.0,69800.0,289921.0,12.94,-85010,-26180,108760
2005-04-07,69800.0,64900.0,492516.0,12.03,26367,-9700,-46330
2005-04-08,66000.0,66700.0,200615.0,12.37,-18990,-18300,36640
2005-04-11,65700.0,65600.0,96702.0,12.16,5757,-2772,1350
2005-04-12,64200.0,64200.0,185998.0,11.9,5452,11540,-21320
2005-04-13,63500.0,65400.0,114244.0,12.12,-11497,2057,7930
2005-04-14,64700.0,64000.0,144983.0,11.87,14700,-25000,6680
2005-04-15,64500.0,64900.0,154344.0,12.03,-23241,15769,2890
2005-04-18,62600.0,65000.0,122482.0,12.05,-1369,-5171,6480
2005-04-19,66400.0,66500.0,157850.0,12.33,-24317,-3643,16830
2005-04-20,67500.0,66800.0,132620.0,12.38,1220,-23010,25940
2005-04-21,65700.0,67000.0,160316.0,12.42,-9686,31450,-25060
2005-04-22,68000.0,66500.0,64262.0,12.33,-1209,-5261,3780
2005-04-25,65600.0,66700.0,46500.0,12.37,-7498,-3242,4280
2005-04-26,66300.0,66100.0,63742.0,12.25,-9114,7712,1262
2005-04-27,65000.0,66200.0,78858.0,12.27,-11442,17374,-4900
2005-04-28,66400.0,65500.0,47200.0,12.14,-10900,1260,3530
2005-04-29,64200.0,63500.0,191536.0,11.77,-3820,12114,-10860
2005-05-02,63100.0,63000.0,56300.0,11.68,2390,-720,5730
2005-05-03,63700.0,62500.0,75513.0,11.59,1642,3880,3433
2005-05-04,62300.0,63000.0,127397.0,11.68,-18779,29530,750
2005-05-06,63000.0,64300.0,118090.0,11.92,3057,11570,-1370
2005-05-09,64900.0,65400.0,109484.0,12.12,7161,-4796,-21930
2005-05-10,66000.0,62700.0,102077.0,11.62,34607,3503,-42630
2005-05-11,61500.0,60500.0,136382.0,11.22,44196,-1366,-71440
2005-05-12,60500.0,61300.0,73427.0,11.36,-15465,16155,3330
2005-05-13,61400.0,62900.0,111919.0,11.66,-1479,14209,-14830
2005-05-16,62900.0,63100.0,77632.0,11.7,-13069,12273,-5230
2005-05-17,63000.0,60000.0,129803.0,11.12,62370,-4374,-54710
2005-05-18,59400.0,57000.0,364400.0,10.57,72124,-68820,-62320
2005-05-19,57500.0,58500.0,227210.0,10.85,-16158,618,5090
2005-05-20,58600.0,58900.0,300824.0,10.92,-30993,184083,-153430
2005-05-23,57500.0,58500.0,69195.0,10.85,-21190,8470,11600
2005-05-24,58800.0,59200.0,123548.0,10.98,1236,-11896,-5080
2005-05-25,59700.0,60700.0,88732.0,11.25,-11767,-3873,15930
2005-05-26,61000.0,61500.0,74171.0,11.4,-16160,3680,13830
2005-05-27,62000.0,62300.0,105591.0,11.55,-24173,26003,-8940
2005-05-30,62900.0,62000.0,104470.0,11.49,15923,10527,-10150
2005-05-31,62000.0,63900.0,317110.0,11.85,-46237,-128053,184860
2005-06-01,63600.0,65200.0,179960.0,12.09,-22360,-51160,80400
2005-06-02,66500.0,66200.0,120876.0,12.27,-48477,-37208,86585
2005-06-03,66900.0,68600.0,124170.0,12.72,-63206,-13214,79300
2005-06-07,67600.0,68300.0,91280.0,12.66,-15670,10280,20830
2005-06-08,68100.0,68200.0,251930.0,12.64,425,6355,-2420
2005-06-09,68200.0,70800.0,155143.0,13.13,-35985,3395,36190
2005-06-10,71800.0,70800.0,128240.0,13.13,-19541,-5008,25390
2005-06-13,70100.0,66100.0,172998.0,12.25,68688,-28778,-37720
2005-06-14,65000.0,58600.0,621719.0,10.86,278690,-74070,-210790
2005-06-15,59200.0,60800.0,473246.0,11.27,80725,-83635,3290
2005-06-16,61500.0,61500.0,315603.0,11.4,53383,-2103,-47900
2005-06-17,60900.0,61500.0,147646.0,11.4,1290,9730,3590
2005-06-20,61800.0,60300.0,137272.0,11.18,36001,-25881,8320
2005-06-21,59400.0,58800.0,148043.0,10.9,21170,-32850,26630
2005-06-22,58300.0,59400.0,98085.0,11.01,-6530,2190,4690
2005-06-23,59000.0,59600.0,315521.0,11.05,125400,-52920,-52360
2005-06-24,59100.0,58900.0,133465.0,10.92,20113,-40493,22150
2005-06-27,58300.0,56000.0,237188.0,10.38,102283,-64481,-8542
2005-06-28,55300.0,56500.0,124503.0,10.47,1210,4010,-5070
2005-06-29,57000.0,57800.0,123918.0,10.72,-58651,4471,54070
2005-06-30,57200.0,58600.0,114202.0,10.86,-9050,-19920,15510
2005-07-01,58900.0,58500.0,112928.0,10.85,11258,-10818,-2930
2005-07-04,58500.0,56900.0,141020.0,10.55,40863,-24452,-16251
2005-07-05,56700.0,55000.0,402156.0,10.2,154994,-76364,-75540
2005-07-06,55100.0,53000.0,409527.0,9.83,152630,-70243,-81707
2005-07-07,52200.0,53300.0,271591.0,9.88,24780,-35150,25980
2005-07-08,53800.0,56200.0,331271.0,10.42,-114630,-17580,104030
2005-07-11,57800.0,58300.0,200761.0,10.81,-89601,6110,78270
2005-07-12,58300.0,56600.0,204891.0,10.49,23716,-28126,-5850
2005-07-13,56700.0,56600.0,121658.0,10.49,22628,-48563,10750
2005-07-14,57100.0,59500.0,246291.0,11.03,-79269,27199,45570
2005-07-15,61000.0,60800.0,249002.0,11.27,-117863,30073,71190
2005-07-18,61000.0,60500.0,117141.0,11.22,-48740,390,45600
2005-07-19,61000.0,62900.0,194247.0,11.66,-43010,2960,40260
2005-07-20,63600.0,67300.0,476961.0,12.48,-192754,80054,103490
2005-07-21,66900.0,65900.0,207521.0,12.22,-344,14114,-17140
2005-07-22,63700.0,62900.0,247587.0,11.66,33967,36290,-99440
2005-07-25,62900.0,61900.0,107340.0,11.48,24770,1880,-28050
2005-07-26,61500.0,62500.0,101340.0,11.59,13339,-4169,-17270
2005-07-27,61800.0,63000.0,163614.0,11.68,3440,14630,-11760
2005-07-28,63200.0,63000.0,247700.0,11.68,61696,-37336,-39620
2005-07-29,63200.0,63900.0,218476.0,11.85,-5736,-1574,-900
2005-08-01,63100.0,66300.0,235071.0,12.29,-72746,-1380,69216
2005-08-02,66200.0,66300.0,119032.0,12.29,-33780,17450,2970
2005-08-03,66300.0,67500.0,230572.0,12.51,-98930,28340,73830
2005-08-04,67000.0,69800.0,277542.0,12.94,-153680,91240,66500
2005-08-05,70400.0,71000.0,251536.0,13.16,-79231,-1349,80780
2005-08-08,71000.0,69900.0,108739.0,12.96,-32930,-11260,16280
2005-08-09,68700.0,69900.0,90295.0,12.96,-10515,2705,-1340
2005-08-10,69600.0,72700.0,297462.0,13.48,-31667,29467,-14790
2005-08-11,73900.0,76900.0,309644.0,14.26,-54760,-15500,79290
2005-08-12,76900.0,76300.0,153820.0,14.15,-5260,3400,8530
2005-08-16,76000.0,73700.0,197851.0,13.66,40020,25000,-44750
2005-08-17,71200.0,73800.0,145366.0,13.68,4015,7475,-14720
2005-08-18,73500.0,71800.0,213910.0,13.31,32110,-26720,-18380
2005-08-19,70900.0,71800.0,89267.0,13.31,-29413,-5697,37960
2005-08-22,71500.0,72500.0,79060.0,13.44,2232,-530,-5110
2005-08-23,72600.0,74800.0,154484.0,13.87,1207,-12227,25820
2005-08-24,75900.0,73800.0,139214.0,13.68,33320,-28910,-2930
2005-08-25,73900.0,74500.0,90444.0,13.81,2030,16970,-15680
2005-08-26,74100.0,73800.0,98991.0,13.68,-140,14970,-30780
2005-08-29,72000.0,71100.0,79230.0,13.18,1190,-8700,4070
2005-08-30,71300.0,71000.0,72657.0,13.16,24787,-27117,520
2005-08-31,71000.0,72400.0,70910.0,13.42,4040,-7320,10520
2005-09-01,73500.0,74800.0,112751.0,13.87,-27990,27040,-1060
2005-09-02,76400.0,76000.0,72210.0,14.09,-15175,3395,9280
2005-09-05,77000.0,74100.0,61783.0,13.74,12653,-4383,-5940
2005-09-06,74900.0,73700.0,79963.0,13.66,12360,-2710,-6410
2005-09-07,74600.0,75400.0,97029.0,13.98,-22341,33161,-10120
2005-09-08,77000.0,76500.0,200538.0,14.18,-1932,36712,-28170
2005-09-09,76600.0,76900.0,68870.0,14.26,-11850,22690,-15050
2005-09-12,77000.0,75500.0,78858.0,14.0,1347,-1027,390
2005-09-13,75700.0,71900.0,178976.0,13.33,105145,-50165,-58340
2005-09-14,72000.0,72000.0,392086.0,13.35,194352,-68952,-67450
2005-09-15,72500.0,71000.0,291231.0,13.16,103056,12720,-65770
2005-09-16,71000.0,73500.0,205381.0,13.63,-34869,28349,-17000
2005-09-20,74000.0,73000.0,151313.0,13.53,28406,-55036,45560
2005-09-21,73000.0,75700.0,186175.0,14.03,-41750,5430,52950
2005-09-22,75600.0,76200.0,107852.0,14.13,-13739,-251,7300
2005-09-23,76100.0,73000.0,120660.0,13.53,26180,-8240,-18280
2005-09-26,73100.0,73700.0,96997.0,13.66,10860,-18520,3070
2005-09-27,74500.0,78000.0,348904.0,14.46,-134978,7688,137130
2005-09-28,79200.0,78900.0,178727.0,14.63,-52731,4819,38910
2005-09-29,78000.0,76800.0,197928.0,14.24,22948,26262,-50160
2005-09-30,77100.0,75000.0,190258.0,13.9,89719,-7239,-86010
2005-10-04,75500.0,74400.0,230026.0,13.79,123821,-2471,-117490
2005-10-05,74100.0,72300.0,384552.0,13.4,179420,-79590,-102220
2005-10-06,71200.0,71400.0,268548.0,13.24,133540,-51890,-62000
2005-10-07,70800.0,71600.0,273043.0,13.27,54420,38640,-67770
2005-10-10,71000.0,71700.0,163934.0,13.29,18504,-8064,-7030
2005-10-11,71500.0,73300.0,160081.0,13.59,-7085,11955,-7260
2005-10-12,74000.0,72800.0,225484.0,13.5,-19683,5853,15860
2005-10-13,72500.0,73000.0,177632.0,13.53,23303,-33383,11000
2005-10-14,73500.0,71300.0,172162.0,13.22,33712,-27982,-5370
2005-10-17,70200.0,70000.0,148379.0,12.98,-7634,2854,5960
2005-10-18,70000.0,70000.0,126860.0,12.98,-8645,23185,-15140
2005-10-19,69100.0,67000.0,111671.0,12.42,23593,-1953,-21410
2005-10-20,67200.0,67500.0,97751.0,12.51,-9336,2606,8150
2005-10-21,65700.0,69900.0,124905.0,12.96,-35991,12111,25890
2005-10-24,70500.0,72400.0,126624.0,13.42,-56242,-7488,64060
2005-10-25,73000.0,69800.0,193551.0,12.94,76351,-95321,18280
2005-10-26,70400.0,68700.0,182350.0,12.74,34960,-21750,-27330
2005-10-27,68200.0,66200.0,189808.0,12.27,52648,-59218,5670
2005-10-28,65100.0,64900.0,127710.0,12.03,4380,-36660,24990
2005-10-31,65800.0,64500.0,174373.0,11.96,57963,-28283,-29660
2005-11-01,65800.0,65000.0,226307.0,12.05,108873,-93283,-14310
2005-11-02,65300.0,66800.0,229963.0,12.38,83945,-68295,-17490
2005-11-03,67500.0,67300.0,121448.0,12.48,-542,4022,7050
2005-11-04,67300.0,63700.0,380659.0,11.81,57289,-36537,1440
2005-11-07,64000.0,62000.0,352441.0,11.49,75174,-52084,15930
2005-11-08,62000.0,60300.0,312297.0,11.18,131074,-51584,-81780
2005-11-09,59000.0,59200.0,422462.0,10.98,146354,986,-148340
2005-11-10,58600.0,59500.0,429875.0,11.03,223975,48835,-279100
2005-11-11,60000.0,61100.0,524590.0,11.33,106527,74200,-187580
2005-11-14,61400.0,60500.0,242615.0,11.22,11560,-17130,2260
2005-11-15,60500.0,59800.0,253580.0,11.09,19620,-30750,5400
2005-11-16,59100.0,59800.0,197409.0,11.09,16727,-9127,-7930
2005-11-17,59400.0,59700.0,180225.0,11.07,39075,-29185,-10460
2005-11-18,59700.0,58000.0,333964.0,10.75,57696,-52693,1367
2005-11-21,57500.0,55200.0,497886.0,10.23,171033,-125283,-42300
2005-11-22,54600.0,55700.0,251120.0,10.33,-2400,9270,-4650
2005-11-23,55000.0,57700.0,342079.0,10.7,-84692,7732,77840
2005-11-24,57600.0,57500.0,198093.0,10.66,-30329,-8291,29240
2005-11-25,58000.0,61000.0,483107.0,11.31,-116472,159939,-36437
2005-11-28,62600.0,62300.0,422925.0,11.55,12104,116236,-130480
2005-11-29,62800.0,63300.0,557315.0,11.74,-56540,57310,-3020
2005-11-30,65400.0,65400.0,523414.0,12.12,-210071,226281,-23570
2005-12-01,64500.0,65400.0,308165.0,12.12,-72373,-7057,-110110
2005-12-02,65800.0,66900.0,424415.0,12.4,-54460,820,-73750
2005-12-05,67700.0,66500.0,297284.0,12.33,780,-74172,29642
2005-12-06,66600.0,64300.0,180677.0,11.92,8072,-8560,-26312
