Symbol,대덕전자_시가(원),대덕전자_종가(원),대덕전자_거래량(주),대덕전자_PER(IFRS-연결),대덕전자_순매수수량(개인)(주),대덕전자_순매수수량(기관계)(주),대덕전자_순매수수량(외국인계)(주)
2008-07-01,3765.0,3690.0,313332.0,14.77,137430,-126950,-24380
2008-07-02,3720.0,3455.0,353635.0,13.83,114982,22878,-152230
2008-07-03,3405.0,3315.0,572605.0,13.27,276230,-180,-285420
2008-07-04,3340.0,3260.0,202340.0,13.05,83810,-41710,-52980
2008-07-07,3130.0,3145.0,418780.0,12.59,103860,-23650,-85020
2008-07-08,3165.0,2920.0,612117.0,11.69,345804,-184484,-164370
2008-07-09,2995.0,2905.0,483490.0,11.63,170780,-80140,-119490
2008-07-10,2890.0,3025.0,463606.0,12.11,-21660,-41640,55300
2008-07-11,3045.0,3140.0,270094.0,12.57,53420,-39400,-14450
2008-07-14,3140.0,3160.0,202263.0,12.65,39810,-8370,-38240
2008-07-15,3170.0,3180.0,303545.0,12.73,-45560,30380,3620
2008-07-16,3225.0,3205.0,360568.0,12.83,9770,92460,-117140
2008-07-17,3280.0,3290.0,326116.0,13.17,-64430,-15700,73330
2008-07-18,3350.0,3415.0,251333.0,13.67,47520,-9920,-44400
2008-07-21,3415.0,3530.0,320496.0,14.13,-15460,62840,-61150
2008-07-22,3515.0,3500.0,212182.0,14.01,36752,19058,-62910
2008-07-23,3590.0,3700.0,257243.0,14.81,-78050,30300,35440
2008-07-24,3715.0,3670.0,213100.0,14.69,-11920,23540,-20120
2008-07-25,3630.0,3675.0,138283.0,14.71,-33310,14570,17420
2008-07-28,3720.0,3745.0,78020.0,14.99,-26730,22060,4670
2008-07-29,3665.0,3540.0,206066.0,14.17,85840,-40360,-46300
2008-07-30,3570.0,3565.0,131310.0,14.27,29000,11550,-43270
2008-07-31,3550.0,3615.0,130915.0,14.47,-26277,56220,-32853
2008-08-01,3600.0,3470.0,132691.0,13.89,82160,-29420,-54100
2008-08-04,3445.0,3430.0,122992.0,13.73,53882,-39780,-16822
2008-08-05,3490.0,3550.0,186532.0,14.21,25500,31920,-74420
2008-08-06,3600.0,3635.0,138977.0,14.55,-3385,695,-10680
2008-08-07,3585.0,3660.0,141200.0,14.65,21800,-11360,-13840
2008-08-08,3585.0,3700.0,120991.0,14.81,-17470,6340,-3750
2008-08-11,3700.0,3670.0,121493.0,14.69,22430,16340,-38770
2008-08-12,3655.0,3650.0,107050.0,14.61,-10570,-23830,11630
2008-08-13,3650.0,3525.0,177014.0,14.11,3850,-37940,-5950
2008-08-14,3495.0,3590.0,230026.0,14.37,-100350,-20100,11140
2008-08-18,3615.0,3675.0,300780.0,14.71,-44786,-17314,-35740
2008-08-19,3670.0,3745.0,143833.0,14.99,-62440,-3460,-7420
2008-08-20,3740.0,3860.0,248402.0,15.46,-90150,36440,-32160
2008-08-21,3890.0,3890.0,171962.0,15.58,-33550,-2970,2750
2008-08-22,3940.0,3810.0,181651.0,15.26,-55790,69730,-18700
2008-08-25,3760.0,3905.0,154671.0,15.64,-70321,79671,-16800
2008-08-26,3900.0,3850.0,246837.0,15.42,-36790,130360,-104250
2008-08-27,3845.0,3730.0,187134.0,14.93,11530,20220,-44470
2008-08-28,3715.0,3465.0,218416.0,13.87,58357,-11590,-46887
2008-08-29,3505.0,3475.0,194867.0,13.91,-15683,22130,-9407
2008-09-01,3500.0,3360.0,170032.0,13.45,-61540,73900,-17340
2008-09-02,3325.0,3420.0,236130.0,13.69,-55220,77400,-23160
2008-09-03,3455.0,3385.0,218114.0,13.55,65030,-92490,27460
2008-09-04,3355.0,3390.0,92067.0,13.57,12500,-29520,17740
2008-09-05,3340.0,3230.0,173470.0,12.93,74100,-81640,8140
2008-09-08,3260.0,3340.0,211055.0,13.37,69393,-87160,17767
2008-09-09,3330.0,3390.0,283073.0,13.57,-28932,-5897,32009
2008-09-10,3410.0,3370.0,247681.0,13.49,-5970,-52310,45360
2008-09-11,3370.0,3265.0,303970.0,13.07,157460,-210620,52480
2008-09-12,3310.0,3380.0,128528.0,13.53,-28490,6230,3220
2008-09-16,3215.0,3250.0,215231.0,13.01,-92590,39810,39020
2008-09-17,3250.0,3285.0,351440.0,13.15,-30138,-39882,63900
2008-09-18,3200.0,3180.0,155382.0,12.73,7880,-14560,-2840
2008-09-19,3240.0,3330.0,414453.0,13.33,-73160,158030,-91550
2008-09-22,3380.0,3325.0,195210.0,13.31,-63620,65330,-1690
2008-09-23,3290.0,3410.0,465229.0,13.65,-82637,-6453,90050
2008-09-24,3460.0,3715.0,864705.0,14.87,-170998,14528,159050
2008-09-25,3780.0,4040.0,742146.0,16.18,-273410,30160,236330
2008-09-26,3980.0,3900.0,235116.0,15.62,14440,-2370,-5070
2008-09-29,3950.0,3865.0,189510.0,15.48,-30850,-9450,42340
2008-09-30,3700.0,3725.0,256555.0,14.91,14120,-30060,16860
2008-10-01,3780.0,3895.0,249637.0,15.6,-46780,-110,48730
2008-10-02,3955.0,3850.0,169350.0,15.42,-37250,57810,-20800
2008-10-06,3725.0,3620.0,247309.0,14.49,7859,29171,-34110
2008-10-07,3680.0,3530.0,364315.0,14.13,21053,92937,-113310
2008-10-08,3430.0,3300.0,250390.0,13.21,-28660,64670,-36310
2008-10-09,3300.0,3345.0,247642.0,13.39,-29150,38760,-9610
2008-10-10,3280.0,3140.0,279151.0,12.57,57060,5940,-63140
2008-10-13,3055.0,3470.0,190568.0,13.89,-28391,48381,-22030
2008-10-14,3610.0,3600.0,230519.0,14.41,9021,10630,-23680
2008-10-15,3510.0,3730.0,218026.0,14.93,-27731,36590,-10030
2008-10-16,3550.0,3510.0,281090.0,14.05,-55440,85140,-29830
2008-10-17,3550.0,3530.0,284118.0,14.13,-1280,61200,-63330
2008-10-20,3600.0,3525.0,211811.0,14.11,16900,103390,-123010
2008-10-21,3645.0,3370.0,297389.0,13.49,82220,28600,-112180
2008-10-22,3390.0,3245.0,213224.0,12.99,-15500,62010,-48570
2008-10-23,2930.0,2965.0,329281.0,11.87,86450,9500,-96730
2008-10-24,2970.0,2820.0,342102.0,11.29,-109630,89790,19950
2008-10-27,2610.0,2600.0,221824.0,10.41,-8649,68939,-60290
2008-10-28,2360.0,2595.0,314255.0,10.39,36190,70570,-94090
2008-10-29,2680.0,2490.0,563927.0,9.97,33950,84200,-120950
2008-10-30,2600.0,2805.0,609310.0,11.23,154870,13610,-168400
2008-10-31,2825.0,2940.0,610030.0,11.77,-123306,168090,-45984
2008-11-03,3150.0,3295.0,355729.0,13.19,-148840,37900,110890
2008-11-04,3390.0,3440.0,397779.0,13.77,-88510,72720,17790
2008-11-05,3580.0,3520.0,741220.0,14.09,-77770,81860,-2350
2008-11-06,3400.0,3340.0,367470.0,13.37,-104382,93569,8773
2008-11-07,3225.0,3420.0,430230.0,13.69,20340,-6640,-13700
2008-11-10,3390.0,3300.0,279560.0,13.21,43897,18760,-62657
2008-11-11,3250.0,3230.0,195884.0,12.93,-5140,60220,-55760
2008-11-12,3155.0,3200.0,200011.0,12.81,-8329,61389,-68220
2008-11-13,3100.0,3150.0,142521.0,12.61,22970,18930,-43670
2008-11-14,3220.0,3220.0,167790.0,12.89,28300,-41720,9960
2008-11-17,3270.0,3135.0,234330.0,12.55,-50910,34420,16320
2008-11-18,3065.0,3050.0,174282.0,12.21,15570,-25160,9590
2008-11-19,3045.0,2990.0,207050.0,11.97,400,37520,-39850
2008-11-20,2960.0,2800.0,222332.0,11.21,-22410,49620,-32760
2008-11-21,2650.0,2900.0,213026.0,11.61,53450,-59540,4570
2008-11-24,2855.0,2850.0,233731.0,11.41,-27060,32000,-5620
2008-11-25,2905.0,2965.0,241990.0,11.87,-60910,43190,12750
2008-11-26,2935.0,3100.0,175120.0,12.41,-84750,53370,32740
2008-11-27,3135.0,3185.0,143452.0,12.75,-13800,-4530,17370
2008-11-28,3170.0,3200.0,118221.0,12.81,-26520,7850,11770
2008-12-01,3155.0,3070.0,172132.0,12.29,37480,-35580,-1820
2008-12-02,2990.0,2910.0,123162.0,11.65,-380,4590,-4890
2008-12-03,2945.0,2925.0,210522.0,11.71,16210,-34080,28550
2008-12-04,2950.0,2820.0,140920.0,11.29,42362,-4182,-39250
2008-12-05,2850.0,2880.0,128662.0,11.53,-19880,59330,-39420
2008-12-08,2880.0,3115.0,222531.0,12.47,-93650,92270,-2730
2008-12-09,3100.0,3130.0,158950.0,12.53,-11320,12340,-6490
2008-12-10,3120.0,3220.0,195614.0,12.89,-80540,70770,-6510
2008-12-11,3165.0,3170.0,315636.0,12.69,-21620,27990,-19830
2008-12-12,3160.0,3265.0,222354.0,13.07,-19168,8718,-3750
2008-12-15,3405.0,3440.0,182548.0,13.77,-63120,50150,-1990
2008-12-16,3375.0,3425.0,188187.0,13.71,-12254,-236,200
2008-12-17,3460.0,3430.0,197340.0,13.73,5340,-7430,-12750
2008-12-18,3535.0,3500.0,200477.0,14.01,-71310,48070,-11710
2008-12-19,3540.0,3475.0,227982.0,13.91,-48520,46170,-12110
2008-12-22,3540.0,3505.0,199800.0,14.03,-12870,-16860,15590
2008-12-23,3480.0,3530.0,132610.0,14.13,-6900,-4850,-2480
2008-12-24,3585.0,3550.0,82322.0,14.21,-24035,21025,3010
2008-12-26,3565.0,3585.0,100172.0,14.35,-13224,2154,11070
2008-12-29,3480.0,3330.0,117836.0,13.33,-2204,-16996,11040
2008-12-30,3400.0,3420.0,123894.0,13.69,-69410,34530,11600
2009-01-02,3400.0,3340.0,246355.0,,98920,-108630,710
2009-01-05,3365.0,3320.0,170875.0,,17640,-24150,460
2009-01-06,3400.0,3495.0,220771.0,,-104030,33310,53400
2009-01-07,3530.0,3575.0,186406.0,,-47160,-33100,70210
2009-01-08,3555.0,3700.0,303801.0,,-42348,78948,-50100
2009-01-09,3630.0,3750.0,248497.0,,-77900,-5370,65600
2009-01-12,3745.0,3650.0,150806.0,,7320,-4420,-16170
2009-01-13,3570.0,3460.0,237710.0,,105860,-112150,-4430
2009-01-14,3440.0,3445.0,213815.0,,57770,-83230,12740
2009-01-15,3350.0,3220.0,229404.0,,91800,-76410,-20570
2009-01-16,3220.0,3330.0,153590.0,,-12670,18260,-22300
2009-01-19,3285.0,3355.0,124481.0,,-18310,4720,8070
2009-01-20,3315.0,3250.0,168987.0,,44685,-43905,-2140
2009-01-21,3180.0,3180.0,134333.0,,6733,-11413,2760
2009-01-22,3200.0,3220.0,147319.0,,-8140,-14430,6220
2009-01-23,3240.0,3050.0,155460.0,,25610,-30640,-6310
2009-01-28,3150.0,3160.0,157203.0,,-420,15450,-19080
2009-01-29,3165.0,3200.0,122510.0,,-27530,23220,-9150
2009-01-30,3230.0,3285.0,195298.0,,-54290,93450,-49340
2009-02-02,3235.0,3200.0,165570.0,,49420,-35790,-25020
2009-02-03,3160.0,3200.0,152860.0,,23450,-27940,-17950
2009-02-04,3210.0,3215.0,289419.0,,84061,-82111,-19950
2009-02-05,3220.0,3160.0,139960.0,,5056,8464,-20610
2009-02-06,3200.0,3210.0,179905.0,,-26265,31875,-17140
2009-02-09,3265.0,3340.0,266670.0,,-81230,34200,32420
2009-02-10,3390.0,3370.0,187790.0,,4590,56860,-64820
2009-02-11,3300.0,3345.0,189288.0,,-14110,7911,-1121
2009-02-12,3325.0,3275.0,245640.0,,92520,-71050,-24550
2009-02-13,3275.0,3330.0,183468.0,,-2530,18540,-31810
2009-02-16,3290.0,3270.0,167815.0,,-24770,18080,100
2009-02-17,3255.0,3110.0,216742.0,,24155,-15985,-19230
2009-02-18,3110.0,3120.0,218796.0,,13996,-36676,14520
2009-02-19,3080.0,3010.0,231592.0,,83852,-85392,-5400
2009-02-20,3075.0,2900.0,116720.0,,6930,7210,-14820
2009-02-23,2915.0,2930.0,123960.0,,19640,9610,-27200
2009-02-24,2890.0,2850.0,131540.0,,27860,-1620,-24880
2009-02-25,2925.0,2900.0,170130.0,,33560,-10700,-39190
2009-02-26,2875.0,2860.0,183280.0,,-27890,12410,-1890
2009-02-27,2830.0,2805.0,148565.0,,37740,-40560,-7580
2009-03-02,2780.0,2645.0,276573.0,,46280,-3480,-51940
2009-03-03,2590.0,2595.0,236645.0,,2765,42435,-64820
2009-03-04,2600.0,2700.0,168656.0,,-48420,2800,17740
2009-03-05,2720.0,2670.0,316420.0,,125470,-6080,-133670
2009-03-06,2630.0,2700.0,136623.0,,-53950,24400,8470
2009-03-09,2805.0,2885.0,121434.0,,-8060,-13340,930
2009-03-10,2835.0,2895.0,101796.0,,-13006,18626,-5630
2009-03-11,2940.0,3085.0,124167.0,,-55720,41064,14656
2009-03-12,3095.0,3330.0,377215.0,,-145810,149680,-16830
2009-03-13,3330.0,3325.0,186500.0,,-22330,19380,-22260
2009-03-16,3230.0,3230.0,156081.0,,11155,-12735,-11030
2009-03-17,3280.0,3420.0,176951.0,,-77460,47960,9700
2009-03-18,3460.0,3425.0,158261.0,,-57950,26910,17740
2009-03-19,3450.0,3395.0,186780.0,,-20270,71930,-64040
2009-03-20,3350.0,3355.0,123216.0,,-54180,50200,20
2009-03-23,3450.0,3540.0,141499.0,,-77440,49670,27770
2009-03-24,3545.0,3465.0,184744.0,,59530,-2390,-57160
2009-03-25,3420.0,3430.0,134705.0,,14440,29000,-43440
2009-03-26,3430.0,3435.0,355838.0,,48050,23230,-81140
2009-03-27,3445.0,3390.0,171978.0,,26380,24920,-51300
2009-03-30,3400.0,3150.0,386491.0,,198328,33652,-231980
2009-03-31,3190.0,3165.0,558972.0,,341690,-20830,-325860
2009-04-01,3170.0,3140.0,483961.0,,132800,46060,-177600
2009-04-02,3185.0,3215.0,639248.0,,331794,69716,-405680
2009-04-03,3235.0,3155.0,673726.0,,326870,38110,-364980
2009-04-06,3180.0,3280.0,987015.0,,364869,40211,-405080
2009-04-07,3350.0,3770.0,1393903.0,,-100730,93790,17580
2009-04-08,3760.0,3830.0,1216321.0,,-119950,138400,-18450
2009-04-09,3900.0,3970.0,796964.0,,-13240,78560,-67590
2009-04-10,4070.0,4145.0,655173.0,,-118647,97867,20200
2009-04-13,4150.0,4360.0,574243.0,,-76776,44206,31610
2009-04-14,4315.0,4065.0,596555.0,,16303,2000,-18733
2009-04-15,3965.0,3980.0,460929.0,,39560,30170,-69730
2009-04-16,4160.0,4050.0,657685.0,,159970,13660,-175040
2009-04-17,4050.0,3825.0,542244.0,,50385,3365,-61070
2009-04-20,3815.0,3870.0,321451.0,,-35850,-1440,38550
2009-04-21,3775.0,4000.0,269415.0,,-42641,-9059,51700
2009-04-22,4100.0,4090.0,514347.0,,89830,-32070,-57760
2009-04-23,4135.0,4080.0,316325.0,,11034,-5284,-5750
2009-04-24,4080.0,4035.0,253919.0,,440,3870,-6550
2009-04-27,4055.0,3950.0,265520.0,,-6680,-2050,5290
2009-04-28,3960.0,3870.0,303601.0,,-94250,65520,23970
2009-04-29,3935.0,4040.0,297908.0,,-24576,-15494,39900
2009-04-30,4100.0,4200.0,509452.0,,-86940,74000,12940
2009-05-04,4250.0,4185.0,365735.0,,101321,-26521,-74660
2009-05-06,4155.0,4095.0,247480.0,,74300,-17720,-56580
2009-05-07,4140.0,4080.0,306901.0,,39140,-32450,-6780
2009-05-08,4075.0,4065.0,189621.0,,2090,26890,-28980
2009-05-11,4075.0,4010.0,315384.0,,90580,-15570,-75010
2009-05-12,3995.0,4020.0,187282.0,,-7250,44440,-39840
2009-05-13,4030.0,4300.0,569593.0,,-43917,142667,-98750
2009-05-14,4230.0,4300.0,525441.0,,-99250,143410,-46820
2009-05-15,4305.0,4280.0,392930.0,,-46530,118180,-71650
2009-05-18,4300.0,4115.0,494700.0,,126910,-24940,-101970
2009-05-19,4150.0,4300.0,681747.0,,-27150,79870,-52720
2009-05-20,4300.0,4250.0,203391.0,,-22920,61060,-37420
2009-05-21,4300.0,4250.0,714677.0,,115300,-36160,-78920
2009-05-22,4280.0,4100.0,235520.0,,-19240,30990,-11960
2009-05-25,4050.0,3960.0,529884.0,,56860,6010,-43100
2009-05-26,3915.0,3990.0,326760.0,,-21633,123450,-101887
2009-05-27,4050.0,3950.0,300010.0,,4930,63580,-68430
2009-05-28,3900.0,3920.0,195577.0,,-25170,-11210,36520
2009-05-29,3945.0,3920.0,236740.0,,61560,-47140,-13900
2009-06-01,3865.0,3910.0,183906.0,,45650,-3030,-42680
2009-06-02,4050.0,3900.0,226976.0,,12270,-34910,19450
2009-06-03,3915.0,3885.0,121874.0,,-9310,13340,-11700
2009-06-04,3885.0,3770.0,213540.0,,43830,-11100,-31310
2009-06-05,3800.0,3860.0,140478.0,,-17080,30030,-13220
2009-06-08,3830.0,3770.0,160361.0,,52826,-10226,-42270
2009-06-09,3850.0,3775.0,134096.0,,5756,-28216,23000
2009-06-10,3775.0,3820.0,142382.0,,38278,-9278,-28930
2009-06-11,3790.0,3800.0,305030.0,,58153,-34110,-34523
2009-06-12,3815.0,3830.0,157048.0,,27280,1440,-58710
2009-06-15,3850.0,3800.0,155321.0,,15140,-440,-12510
2009-06-16,3800.0,3795.0,69026.0,,1882,-18068,15816
2009-06-17,3820.0,3695.0,116091.0,,17990,-12520,-5370
2009-06-18,3695.0,3660.0,95219.0,,22892,-24612,1820
2009-06-19,3720.0,3725.0,131188.0,,-14260,-11010,25520
2009-06-22,3725.0,3750.0,96194.0,,1042,15048,-16090
2009-06-23,3715.0,3715.0,100107.0,,-3400,16240,-12840
2009-06-24,3735.0,3765.0,107200.0,,-27930,30270,-2340
2009-06-25,3780.0,3885.0,347677.0,,-26270,-17050,42520
2009-06-26,3970.0,3930.0,139220.0,,-48300,14150,-3550
2009-06-29,3930.0,3880.0,74880.0,,-9770,5100,4660
2009-06-30,3850.0,3790.0,149832.0,,11850,19480,-31330
2009-07-01,3770.0,3865.0,102391.0,,-14509,19519,-5010
2009-07-02,3940.0,3910.0,122510.0,,49700,-36360,-13340
2009-07-03,3840.0,3905.0,97792.0,,19980,-13160,-6820
2009-07-06,3885.0,3965.0,138470.0,,-4610,-20700,-6850
2009-07-07,3965.0,4010.0,149950.0,,26160,6060,-32110
2009-07-08,3950.0,3925.0,86240.0,,14540,9140,-23680
2009-07-09,3930.0,3955.0,143869.0,,38520,-40010,2090
2009-07-10,4015.0,3905.0,181191.0,,25992,-4402,-21600
2009-07-13,3910.0,3770.0,225250.0,,77750,-48130,-29620
2009-07-14,3815.0,3740.0,194120.0,,52450,-73460,21620
2009-07-15,3790.0,3750.0,100840.0,,40359,-45839,3600
2009-07-16,3770.0,3750.0,164261.0,,72768,-51068,-21700
2009-07-17,3755.0,3765.0,129722.0,,28990,-23650,-6150
2009-07-20,3795.0,3950.0,193593.0,,-48000,37900,10910
2009-07-21,3940.0,4020.0,279478.0,,-37002,61212,-22330
2009-07-22,4040.0,3905.0,187340.0,,120179,-55959,-62340
2009-07-23,3900.0,3860.0,256183.0,,86361,-43581,-42780
2009-07-24,3875.0,3850.0,148788.0,,29070,5010,-34870
2009-07-27,3840.0,3855.0,155820.0,,50290,-24270,-26020
2009-07-28,3860.0,3850.0,176400.0,,78540,-38820,-40560
2009-07-29,3845.0,3845.0,113576.0,,24550,-12860,-11820
2009-07-30,3820.0,3860.0,113601.0,,44830,-36760,-8080
2009-07-31,3865.0,3905.0,140951.0,,4638,-9158,4310
2009-08-03,3915.0,3885.0,133829.0,,13380,-9180,-4460
2009-08-04,3910.0,3920.0,210260.0,,12710,-13520,2450
2009-08-05,3920.0,3880.0,135810.0,,48740,-44550,-4840
2009-08-06,3900.0,3855.0,95240.0,,16250,-15400,-2450
2009-08-07,3850.0,3900.0,159262.0,,37610,-34240,-4330
2009-08-10,3930.0,3880.0,121238.0,,38900,-7090,3720
2009-08-11,3915.0,4090.0,353540.0,,-30370,25570,26720
2009-08-12,4130.0,4170.0,328151.0,,1970,-22190,10050
2009-08-13,4265.0,4400.0,961516.0,,-141890,122910,-8410
2009-08-14,4445.0,4660.0,729998.0,,-172050,144150,-19400
2009-08-17,4645.0,4430.0,605619.0,,5690,-29050,22940
2009-08-18,4530.0,5000.0,3553955.0,,72910,-198190,14320
2009-08-19,5060.0,5020.0,2296139.0,,211420,-207620,200
2009-08-20,5000.0,4930.0,953813.0,,94120,-17860,-97710
2009-08-21,5000.0,5090.0,1274999.0,,-11117,69830,-70583
2009-08-24,5150.0,5050.0,925105.0,,102740,-23280,-103220
2009-08-25,5000.0,4830.0,567822.0,,26220,-59960,28280
2009-08-26,4955.0,5550.0,1574536.0,,-221810,163160,67450
2009-08-27,5730.0,5600.0,2588856.0,,184717,-12057,-168520
2009-08-28,5660.0,5710.0,1245889.0,,140820,101470,-280730
2009-08-31,5730.0,5520.0,1298722.0,,115730,-37520,-78170
2009-09-01,5580.0,5390.0,827593.0,,420,-7900,5250
2009-09-02,5380.0,5730.0,1065220.0,,-31490,-35610,78080
2009-09-03,5690.0,5540.0,642837.0,,50034,-33344,20610
2009-09-04,5630.0,5830.0,1217369.0,,-69720,-50750,150480
2009-09-07,5970.0,6110.0,1263119.0,,-112270,40010,76780
2009-09-08,6250.0,6130.0,691705.0,,43610,480,-44090
2009-09-09,6120.0,6020.0,574306.0,,-46940,-1190,48130
2009-09-10,6130.0,5900.0,627563.0,,67889,55921,-125050
2009-09-11,5960.0,5950.0,551256.0,,-50150,-7870,56020
2009-09-14,6000.0,5810.0,389988.0,,5100,-9490,4390
2009-09-15,5840.0,5940.0,295352.0,,30250,-34960,4840
2009-09-16,5960.0,5870.0,415644.0,,-120830,22130,46700
2009-09-17,5870.0,5680.0,452030.0,,49530,-87850,34650
2009-09-18,5750.0,5940.0,468245.0,,-114590,-28120,156970
2009-09-21,5900.0,5870.0,378990.0,,73141,-23561,-49580
2009-09-22,5900.0,5800.0,281359.0,,14890,-7360,-23330
2009-09-23,5840.0,5840.0,254281.0,,-32560,-13960,46540
2009-09-24,5830.0,5560.0,284236.0,,3300,12460,-14960
2009-09-25,5570.0,5660.0,325232.0,,3110,2030,48140
2009-09-28,5660.0,5570.0,177322.0,,-13660,60,10570
2009-09-29,5610.0,5940.0,684060.0,,-218780,263880,-37070
2009-09-30,5990.0,5890.0,664532.0,,-102650,186870,-81010
2009-10-01,5940.0,5590.0,533127.0,,192750,24870,-217620
2009-10-05,5490.0,5520.0,202600.0,,18010,36060,-54080
2009-10-06,5570.0,5480.0,331637.0,,38500,102510,-141010
2009-10-07,5570.0,5150.0,475434.0,,107430,-5300,-103130
2009-10-08,5220.0,5270.0,578540.0,,218100,-124100,-72680
2009-10-09,5290.0,5120.0,768450.0,,343980,-19630,-324370
2009-10-12,5190.0,5290.0,401793.0,,76621,14539,-91160
2009-10-13,5280.0,5440.0,785231.0,,18860,301780,-325640
2009-10-14,5510.0,5450.0,438357.0,,-1030,30430,-26400
2009-10-15,5550.0,5370.0,382181.0,,12090,-60280,60000
2009-10-16,5360.0,5420.0,212544.0,,-68620,5350,63290
2009-10-19,5540.0,5450.0,226595.0,,-7230,-12980,20210
2009-10-20,5470.0,5460.0,169954.0,,2790,6830,-9010
2009-10-21,5420.0,5440.0,190700.0,,-10950,6140,1810
2009-10-22,5460.0,5480.0,307126.0,,-115500,24400,99100
2009-10-23,5550.0,5440.0,222097.0,,-20300,16910,1590
2009-10-26,5490.0,5450.0,197672.0,,2200,-4920,11920
2009-10-27,5410.0,5310.0,219072.0,,69810,-74690,4840
2009-10-28,5280.0,5220.0,274861.0,,-26370,22920,3450
2009-10-29,5170.0,5000.0,433422.0,,58053,18127,-28200
2009-10-30,5060.0,5130.0,267100.0,,12580,-7750,-4360
2009-11-02,5010.0,5270.0,311731.0,,-143643,169263,-23820
2009-11-03,5270.0,5130.0,166419.0,,52680,-56460,3780
2009-11-04,5240.0,5170.0,130101.0,,31700,-34880,2420
2009-11-05,5130.0,5050.0,290626.0,,128026,-82586,-51840
2009-11-06,5130.0,5060.0,194778.0,,20700,-25350,4850
2009-11-09,5130.0,5230.0,385425.0,,41678,-21818,-21860
2009-11-10,5240.0,5150.0,223256.0,,43770,-25030,-18740
2009-11-11,5160.0,5140.0,152540.0,,-9620,55090,-45470
2009-11-12,5140.0,5050.0,215825.0,,53520,-37210,-16310
2009-11-13,5120.0,5190.0,257871.0,,-71950,54580,7130
2009-11-16,5170.0,5490.0,608445.0,,-86946,23756,53130
2009-11-17,5500.0,5430.0,296536.0,,-3229,-4341,7270
2009-11-18,5420.0,5370.0,172051.0,,-395,5115,-4720
2009-11-19,5370.0,5470.0,296279.0,,13625,-6025,-4560
2009-11-20,5470.0,5520.0,198997.0,,-1512,11852,-7340
2009-11-23,5540.0,5550.0,394534.0,,39851,6989,-47840
2009-11-24,5610.0,5500.0,188900.0,,6190,1880,-8070
2009-11-25,5500.0,5420.0,157933.0,,-8530,9680,-970
2009-11-26,5420.0,5590.0,508878.0,,850,-6030,6180
2009-11-27,5530.0,5220.0,407975.0,,53510,-25220,-28290
2009-11-30,5240.0,5250.0,254177.0,,68799,-57710,-11679
2009-12-01,5220.0,5320.0,273480.0,,-13699,-26261,20830
2009-12-02,5480.0,5690.0,932665.0,,-76480,101410,-55360
2009-12-03,5810.0,5730.0,692937.0,,-2790,13000,-13010
2009-12-04,5730.0,6000.0,513353.0,,-165030,90290,77640
2009-12-07,6040.0,6000.0,331155.0,,-50430,31160,19270
2009-12-08,5950.0,6240.0,485693.0,,-85880,57440,23440
2009-12-09,6150.0,6220.0,668365.0,,-50200,41690,31850
2009-12-10,6290.0,6430.0,607111.0,,-18281,63841,-30400
2009-12-11,6430.0,6460.0,439410.0,,-71306,49096,28100
2009-12-14,6780.0,6660.0,523100.0,,24056,-47536,25830
2009-12-15,6670.0,6550.0,344130.0,,-50030,38240,12400
2009-12-16,6550.0,6550.0,352240.0,,-463,-3817,8280
2009-12-17,6470.0,6540.0,339467.0,,-55400,41400,14780
2009-12-18,6520.0,6660.0,458599.0,,24633,-24513,-520
2009-12-21,6690.0,6790.0,476504.0,,-1350,21180,-7240
2009-12-22,6800.0,6730.0,256327.0,,13255,1565,-14840
2009-12-23,6750.0,6390.0,713044.0,,49822,-28342,-21750
2009-12-24,6460.0,6550.0,421156.0,,-55175,37715,47470
2009-12-28,6700.0,6830.0,536233.0,,-110843,22883,109400
2009-12-29,6610.0,6450.0,479963.0,,125600,9300,-134130
2009-12-30,6440.0,6430.0,370359.0,,14919,-17850,2821
2010-01-04,6430.0,6500.0,373511.0,7.08,-8593,-10387,19480
2010-01-05,6650.0,6550.0,627433.0,7.14,-21310,6960,16240
2010-01-06,6600.0,6390.0,534089.0,6.96,42175,-54020,9665
2010-01-07,6350.0,6140.0,623985.0,6.69,-13533,-24347,41560
2010-01-08,6150.0,6130.0,390668.0,6.68,47737,-52367,4630
2010-01-11,6150.0,6080.0,297266.0,6.62,-40155,305,32960
2010-01-12,6070.0,6040.0,372109.0,6.58,-2800,290,3020
2010-01-13,6040.0,5930.0,250990.0,6.46,68790,-53420,-14340
2010-01-14,6000.0,6320.0,889033.0,6.89,-132160,166780,-30670
2010-01-15,6330.0,6440.0,609920.0,7.02,-96630,83510,2770
2010-01-18,6490.0,6760.0,730382.0,7.37,-97334,128614,-41990
2010-01-19,6780.0,6650.0,497043.0,7.25,41803,-3863,-30480
2010-01-20,6890.0,6460.0,920135.0,7.04,-13020,4530,-18310
2010-01-21,6400.0,6430.0,351988.0,7.01,22848,-33250,-4130
2010-01-22,6250.0,6150.0,544509.0,6.7,71126,-128336,29510
2010-01-25,6100.0,6330.0,468337.0,6.9,-51940,28570,22980
2010-01-26,6400.0,6080.0,372046.0,6.62,80800,-6280,-74360
2010-01-27,6110.0,6120.0,227855.0,6.67,4920,16620,-27110
2010-01-28,6130.0,6270.0,205058.0,6.83,-8590,19200,-7550
2010-01-29,6170.0,6060.0,208268.0,6.6,8640,26230,-35080
