Symbol,팜스코_시가(원),팜스코_종가(원),팜스코_거래량(주),팜스코_PER(IFRS-연결),팜스코_순매수수량(개인)(주),팜스코_순매수수량(기관계)(주),팜스코_순매수수량(외국인계)(주)
2009-10-07,1720.0,1745.0,7790.0,,0,0,0
2009-10-08,1780.0,1755.0,1451.0,,0,0,0
2009-10-09,1760.0,1740.0,7310.0,,0,0,0
2009-10-12,1770.0,1825.0,68767.0,,-135,135,0
2009-10-13,1935.0,1890.0,52915.0,,510,-10,0
2009-10-14,1900.0,1885.0,33800.0,,0,0,0
2009-10-15,1885.0,1880.0,15761.0,,-5300,0,0
2009-10-16,1940.0,1870.0,40060.0,,-9278,-22,0
2009-10-19,1880.0,1910.0,71442.0,,-360,360,0
2009-10-20,1890.0,1890.0,28717.0,,-5297,-3,0
2009-10-21,1900.0,1885.0,11858.0,,0,0,0
2009-10-22,1880.0,1825.0,18350.0,,-2700,0,0
2009-10-23,1825.0,1800.0,13920.0,,10,-10,0
2009-10-26,1825.0,1790.0,16101.0,,-70,70,0
2009-10-27,1785.0,1745.0,7225.0,,3,-3,0
2009-10-28,1750.0,1735.0,9230.0,,10,-10,0
2009-10-29,1735.0,1750.0,19140.0,,-2510,0,0
2009-10-30,1750.0,1725.0,2600.0,,0,0,0
2009-11-02,1705.0,1735.0,5340.0,,-300,300,0
2009-11-03,1735.0,1755.0,6640.0,,10,-10,0
2009-11-04,1770.0,1775.0,7170.0,,0,0,0
2009-11-05,1800.0,1790.0,4850.0,,10,-10,0
2009-11-06,1815.0,1775.0,7130.0,,0,0,0
2009-11-09,1775.0,1780.0,3550.0,,-430,430,0
2009-11-10,1800.0,1790.0,2240.0,,0,0,0
2009-11-11,1775.0,1780.0,2392.0,,10,-10,0
2009-11-12,1790.0,1770.0,17980.0,,0,0,0
2009-11-13,1800.0,1900.0,185241.0,,19561,-1,-22220
2009-11-16,1920.0,1960.0,176831.0,,-400,400,0
2009-11-17,1990.0,1950.0,166270.0,,-3491,-9,0
2009-11-18,1965.0,1930.0,44330.0,,-2820,0,0
2009-11-19,1970.0,1920.0,21695.0,,10,-10,0
2009-11-20,1935.0,1900.0,56807.0,,-10350,0,0
2009-11-23,1900.0,2185.0,359724.0,,-20,20,0
2009-11-24,2400.0,2440.0,1902788.0,,-20,0,20
2009-11-25,2390.0,2475.0,2184633.0,,-874,-11,885
2009-11-26,2530.0,2845.0,2980499.0,,44946,-6,-500
2009-11-27,2960.0,2425.0,4958014.0,,-570,-30,-400
2009-11-30,2530.0,2410.0,3231741.0,,15,-10,-5
2009-12-01,2460.0,2580.0,2552192.0,,-1180,380,800
2009-12-02,2600.0,2380.0,1432805.0,,800,0,-800
2009-12-03,2455.0,2465.0,2139969.0,,-4990,-10,0
2009-12-04,2490.0,2385.0,1151172.0,,-2330,0,1830
2009-12-07,2415.0,2360.0,527572.0,,-720,450,270
2009-12-08,2370.0,2500.0,753066.0,,-2790,-60,2450
2009-12-09,2465.0,2465.0,570390.0,,-1150,0,1050
2009-12-10,2500.0,2460.0,1248639.0,,2450,0,-2950
2009-12-11,2480.0,2510.0,471277.0,,-1060,-10,1070
2009-12-14,2560.0,2625.0,958245.0,,-72290,72790,-1500
2009-12-15,2650.0,2650.0,1238301.0,,-45020,39990,1080
2009-12-16,2700.0,2555.0,551421.0,,28532,-32012,-350
2009-12-17,2580.0,2370.0,425496.0,,-12320,0,5390
2009-12-18,2370.0,2300.0,440968.0,,1850,0,-1850
2009-12-21,2325.0,2385.0,410852.0,,-1090,210,880
2009-12-22,2390.0,2375.0,187099.0,,2330,0,-1830
2009-12-23,2400.0,2350.0,202468.0,,3310,0,-3310
2009-12-24,2320.0,2285.0,231701.0,,-6610,0,6610
2009-12-28,2280.0,2315.0,226495.0,,-7090,0,7090
2009-12-29,2245.0,2150.0,250800.0,,6080,0,-6080
2009-12-30,2180.0,2160.0,157385.0,,-19100,0,13590
2010-01-04,2155.0,2260.0,276551.0,2.97,-15244,1954,13790
2010-01-05,2260.0,2330.0,237005.0,3.06,18967,-17,-18950
2010-01-06,2340.0,2285.0,126477.0,3.0,110,0,-1350
2010-01-07,2290.0,2260.0,299092.0,2.97,-2650,0,9150
2010-01-08,2280.0,2185.0,167822.0,2.87,-14230,0,590
2010-01-11,2185.0,2315.0,111233.0,3.04,-7650,1960,5690
2010-01-12,2320.0,2370.0,95337.0,3.11,-840,0,0
2010-01-13,2355.0,2300.0,114810.0,3.02,7937,-7,-7930
2010-01-14,2300.0,2230.0,135824.0,2.93,-2870,-19870,2660
2010-01-15,2230.0,2480.0,259766.0,3.25,28280,-30000,2020
2010-01-18,2480.0,2420.0,157125.0,3.18,270,-10390,10120
2010-01-19,2405.0,2390.0,194190.0,3.14,2340,460,-2290
2010-01-20,2395.0,2325.0,127295.0,3.05,-510,3780,-3330
2010-01-21,2320.0,2360.0,216300.0,3.1,-39710,33490,6220
2010-01-22,2350.0,2260.0,80170.0,2.97,-8500,12000,-3500
2010-01-25,2275.0,2120.0,154309.0,2.78,-2400,1190,1110
2010-01-26,2125.0,2075.0,190271.0,2.72,-14530,7960,6070
2010-01-27,2050.0,2085.0,84131.0,2.74,8040,0,-5800
2010-01-28,2070.0,2050.0,68615.0,2.69,-1370,0,1370
2010-01-29,2030.0,1900.0,215741.0,2.49,-1410,0,1410
2010-02-01,1875.0,1930.0,60860.0,2.53,-5920,830,5090
2010-02-02,1935.0,1970.0,73425.0,2.59,-410,0,410
2010-02-03,1975.0,1975.0,63010.0,2.59,4840,0,-4840
2010-02-04,1975.0,1940.0,41790.0,2.55,-9500,0,9500
2010-02-05,1900.0,1850.0,78280.0,2.43,-22030,0,30
2010-02-08,1880.0,1870.0,47262.0,2.45,-110,-10,120
2010-02-09,1870.0,1955.0,44934.0,2.57,-774,920,-1430
2010-02-10,1985.0,2005.0,46860.0,2.63,-1610,-10,1620
2010-02-11,2000.0,1955.0,82006.0,2.57,-1607,-3,1610
2010-02-12,1955.0,2040.0,66126.0,2.68,-1310,0,1310
2010-02-16,2040.0,1990.0,43503.0,2.61,-457,527,-70
2010-02-17,2035.0,1970.0,28419.0,2.59,1330,0,-1330
2010-02-18,1970.0,1930.0,64391.0,2.53,-200,0,200
2010-02-19,1940.0,1850.0,107714.0,2.43,1460,-10,-1750
2010-02-22,1860.0,1895.0,67623.0,2.49,-2660,410,2250
2010-02-23,1885.0,1895.0,42149.0,2.49,-3520,0,3520
2010-02-24,1865.0,1935.0,97800.0,2.54,-2260,0,2260
2010-02-25,1945.0,1835.0,179216.0,2.41,76770,-72490,-4280
2010-02-26,1845.0,1825.0,56114.0,2.4,-40,0,40
2010-03-02,1830.0,1845.0,27860.0,2.42,-4380,880,3500
2010-03-03,1830.0,1800.0,111641.0,2.36,780,0,-780
2010-03-04,1795.0,1780.0,178351.0,2.34,-3620,0,3620
2010-03-05,1780.0,1810.0,49542.0,2.38,-3550,0,3550
2010-03-08,1810.0,1830.0,74652.0,2.4,-2650,0,2650
2010-03-09,1835.0,1880.0,61380.0,2.47,6870,-8610,1740
2010-03-10,1860.0,1870.0,40086.0,2.45,16,-16,0
2010-03-11,1895.0,1850.0,14313.0,2.43,-110,-20,130
2010-03-12,1860.0,1860.0,42400.0,2.44,0,0,0
2010-03-15,1860.0,1845.0,26070.0,2.42,0,0,0
2010-03-16,1825.0,1900.0,85784.0,2.49,1840,550,-2390
2010-03-17,1895.0,2030.0,456869.0,2.66,4500,0,-4500
2010-03-18,2020.0,1950.0,212960.0,2.56,-1660,-10,1670
2010-03-19,1960.0,1960.0,82525.0,2.57,-860,0,860
2010-03-22,1940.0,1950.0,48560.0,2.56,200,0,-200
2010-03-23,1945.0,1950.0,105430.0,2.56,340,1060,-1400
2010-03-24,1950.0,1885.0,72740.0,2.47,5030,-20,-5010
2010-03-25,1885.0,1895.0,55389.0,2.49,-151,-9,160
2010-03-26,1900.0,1940.0,111307.0,2.55,-2170,0,2170
2010-03-29,1940.0,1910.0,88480.0,2.51,6820,0,-6820
2010-03-30,1925.0,1970.0,92366.0,2.59,5618,-8,-5610
2010-03-31,2000.0,1955.0,67841.0,2.57,7200,0,-7200
2010-04-01,1950.0,2040.0,180710.0,2.68,13639,-19,-13620
2010-04-02,2065.0,2060.0,155953.0,2.7,9244,-10,-7950
2010-04-05,2105.0,2180.0,318250.0,2.86,14738,-8,-14730
2010-04-06,2210.0,2130.0,307096.0,2.8,-4490,730,3760
2010-04-07,2140.0,2300.0,465738.0,3.02,1595,-5,-1590
2010-04-08,2310.0,2245.0,351116.0,2.95,380,0,-380
2010-04-09,2245.0,2155.0,324241.0,2.83,-2400,0,2400
2010-04-12,2150.0,2330.0,421006.0,3.06,1300,-10,-1290
2010-04-13,2325.0,2265.0,203916.0,2.97,50,1060,-1110
2010-04-14,2230.0,2315.0,244620.0,3.04,10030,-12430,2400
2010-04-15,2325.0,2340.0,306101.0,3.07,2030,-10,-2020
2010-04-16,2385.0,2690.0,1417148.0,3.53,48196,-6,1810
2010-04-19,2810.0,3090.0,2572105.0,4.06,4340,0,660
2010-04-20,3380.0,3120.0,5088547.0,4.09,-5610,-10,7620
2010-04-21,3070.0,3585.0,4490526.0,4.7,6281,1660,-7941
2010-04-22,3510.0,3050.0,4170743.0,4.0,3530,-20,-3530
2010-04-23,2950.0,2865.0,1967384.0,3.76,-230,0,210
2010-04-26,2895.0,2720.0,1540424.0,3.57,-2690,0,1730
2010-04-27,2790.0,2740.0,1876753.0,3.6,-990,-20,2010
2010-04-28,2635.0,2730.0,658803.0,3.58,1333,-13,-1320
2010-04-29,2710.0,2565.0,638271.0,3.37,1110,0,-1110
2010-04-30,2580.0,2575.0,569300.0,3.38,-16760,8810,7950
2010-05-03,2590.0,2800.0,1627683.0,3.67,-4281,10180,10821
2010-05-04,2850.0,2755.0,740928.0,3.62,29860,-18700,-11160
2010-05-06,2600.0,2600.0,451952.0,3.41,-119800,87320,32480
2010-05-07,2495.0,2670.0,402149.0,3.5,-35500,44530,-9030
2010-05-10,2675.0,2650.0,250802.0,3.48,20770,-10,-20760
2010-05-11,2655.0,2570.0,319352.0,3.37,-21301,-9,21310
2010-05-12,2570.0,2520.0,236748.0,3.31,-62329,36509,25820
2010-05-13,2550.0,2530.0,225245.0,3.32,-4402,-13068,17470
2010-05-14,2505.0,2645.0,253169.0,3.47,-17610,-10,17620
2010-05-17,2670.0,2520.0,125201.0,3.31,14760,-10,-16750
2010-05-18,2520.0,2350.0,194021.0,3.08,-14350,0,14350
2010-05-19,2355.0,2325.0,110110.0,3.05,-8230,0,8230
2010-05-20,2300.0,2290.0,291078.0,3.01,-33780,0,3780
2010-05-24,2245.0,2290.0,113985.0,3.01,-30950,16250,1700
2010-05-25,2250.0,2190.0,221180.0,2.87,-11830,30000,-18170
2010-05-26,2125.0,2160.0,84204.0,2.83,-838,-2,840
2010-05-27,2080.0,2250.0,117704.0,2.95,-30500,10350,15150
2010-05-28,2250.0,2265.0,127083.0,2.97,9210,0,-9210
2010-05-31,2270.0,2260.0,140569.0,2.97,9385,-7635,-1750
2010-06-01,2270.0,2310.0,127461.0,3.03,-7590,2720,4870
2010-06-03,2330.0,2360.0,136645.0,3.1,4480,0,-4480
2010-06-04,2350.0,2370.0,108860.0,3.11,7410,-10,-7400
2010-06-07,2310.0,2265.0,92575.0,2.97,13320,0,-13320
2010-06-08,2215.0,2250.0,113770.0,2.95,-8020,0,8020
2010-06-09,2255.0,2205.0,104210.0,2.89,-20270,16430,-7150
2010-06-10,2190.0,2190.0,85290.0,2.87,-2950,0,2950
2010-06-11,2215.0,2190.0,156780.0,2.87,-14440,15560,-1120
2010-06-14,2175.0,2250.0,80911.0,2.95,-1750,-5170,6920
2010-06-15,2230.0,2360.0,432320.0,3.1,-1580,1260,320
2010-06-16,2385.0,2350.0,123810.0,3.08,4640,0,-4640
2010-06-17,2345.0,2510.0,456565.0,3.29,9060,0,-7060
2010-06-18,2525.0,2510.0,177503.0,3.29,4640,0,-4640
2010-06-21,2525.0,2420.0,160195.0,3.18,1910,0,-1910
2010-06-22,2405.0,2425.0,75272.0,3.18,-3930,-20,3950
2010-06-23,2400.0,2380.0,94890.0,3.12,-800,0,800
2010-06-24,2380.0,2400.0,56280.0,3.15,-7960,0,5960
2010-06-25,2365.0,2365.0,47270.0,3.1,-960,0,960
2010-06-28,2365.0,2435.0,114821.0,3.2,-1830,-10,1840
2010-06-29,2440.0,2410.0,99070.0,3.16,-680,0,680
2010-06-30,2400.0,2470.0,139900.0,3.24,6060,0,-6060
2010-07-01,2430.0,2510.0,94395.0,3.29,1580,0,-1580
2010-07-02,2545.0,2520.0,367098.0,3.31,9803,-4633,-5170
2010-07-05,2510.0,2420.0,130232.0,3.18,-6710,8450,-1740
2010-07-06,2425.0,2410.0,85200.0,3.16,-5230,8500,-3270
2010-07-07,2435.0,2455.0,61810.0,3.22,-24700,28590,-3890
2010-07-08,2525.0,2455.0,73260.0,3.22,930,0,-930
2010-07-09,2470.0,2420.0,78036.0,3.18,3620,0,-3620
2010-07-12,2450.0,2395.0,79099.0,3.14,-2006,-4,2010
2010-07-13,2420.0,2395.0,73650.0,3.14,-2730,0,2730
2010-07-14,2410.0,2400.0,199172.0,3.15,-16920,19040,-1100
2010-07-15,2395.0,2365.0,54000.0,3.1,8000,-9790,1790
2010-07-16,2370.0,2330.0,71290.0,3.06,730,-10,-720
2010-07-19,2270.0,2300.0,34764.0,3.02,7576,-7826,250
2010-07-20,2255.0,2330.0,30505.0,3.06,-2510,0,3490
2010-07-21,2320.0,2325.0,36374.0,3.05,2470,0,-2470
2010-07-22,2300.0,2305.0,60083.0,3.03,8700,-7930,-770
2010-07-23,2305.0,2270.0,35611.0,2.98,820,0,-820
2010-07-26,2270.0,2275.0,39600.0,2.99,-540,420,120
2010-07-27,2225.0,2250.0,81110.0,2.95,3300,-5850,2550
2010-07-28,2250.0,2275.0,43080.0,2.99,-1560,0,1560
2010-07-29,2245.0,2250.0,41190.0,2.95,3000,-3670,670
2010-07-30,2250.0,2205.0,79970.0,2.89,4870,-3660,-1210
2010-08-02,2205.0,2290.0,75192.0,3.01,-1220,1650,-430
2010-08-03,2280.0,2295.0,51692.0,3.01,791,-1,-790
2010-08-04,2290.0,2290.0,47901.0,3.01,-400,0,400
2010-08-05,2280.0,2225.0,58643.0,2.92,1132,-2,-1130
2010-08-06,2265.0,2255.0,39270.0,2.96,1090,0,-1090
2010-08-09,2230.0,2255.0,74053.0,2.96,-1770,-10,1780
2010-08-10,2250.0,2205.0,53517.0,2.89,-30,0,30
2010-08-11,2215.0,2210.0,41524.0,2.9,-17200,19250,-2050
2010-08-12,2200.0,2180.0,18240.0,2.86,670,0,-460
2010-08-13,2170.0,2160.0,38970.0,2.83,-1536,206,1330
2010-08-16,2190.0,2220.0,34158.0,2.91,-1010,-10,1020
2010-08-17,2205.0,2345.0,89870.0,3.08,1731,-11,-1720
2010-08-18,2370.0,2330.0,565655.0,3.06,8344,-1014,-7330
2010-08-19,2330.0,2240.0,117800.0,2.94,6324,-9064,2740
2010-08-20,2260.0,2215.0,80260.0,2.91,-80,-10,90
2010-08-23,2205.0,2545.0,2757122.0,3.34,202110,-130000,-2110
2010-08-24,2700.0,2545.0,3035691.0,3.34,179460,-169480,-9980
2010-08-25,2570.0,2615.0,1858494.0,3.43,34300,-28890,-7410
2010-08-26,2595.0,2255.0,1056638.0,2.96,14360,-10,-14850
2010-08-27,2220.0,2175.0,543206.0,2.85,1590,-10,-5080
2010-08-30,2195.0,2095.0,410544.0,2.75,10990,230,-11830
2010-08-31,2080.0,2320.0,848995.0,3.04,12413,-8853,50
2010-09-01,2370.0,2200.0,1707701.0,2.89,330,0,-330
2010-09-02,2230.0,2150.0,244442.0,2.82,-790,0,790
2010-09-03,2180.0,2120.0,273740.0,2.78,3830,0,-3830
2010-09-06,2140.0,2165.0,205439.0,2.84,-1210,120,1090
2010-09-07,2165.0,2135.0,118091.0,2.8,1880,0,-1880
2010-09-08,2150.0,2125.0,160902.0,2.79,-4080,0,4080
2010-09-09,2150.0,2195.0,176963.0,2.88,2580,0,-2580
2010-09-10,2195.0,2320.0,284290.0,3.04,1420,0,-1420
2010-09-13,2335.0,2235.0,773504.0,2.93,790,0,-790
2010-09-14,2255.0,2205.0,184351.0,2.89,-1290,110,1180
2010-09-15,2190.0,2230.0,118190.0,2.93,-9190,-10,9200
2010-09-16,2200.0,2195.0,111860.0,2.88,-5000,-10,5010
2010-09-17,2180.0,2240.0,154253.0,2.94,470,0,-470
2010-09-20,2235.0,2260.0,87900.0,2.97,-110,0,110
2010-09-24,2240.0,2440.0,350719.0,3.2,9160,-10,-9150
2010-09-27,2480.0,2310.0,2342943.0,3.03,7240,-10,-4230
2010-09-28,2310.0,2300.0,233810.0,3.02,-9380,110,9280
2010-09-29,2335.0,2310.0,154894.0,3.03,-1311,-9,1010
2010-09-30,2280.0,2265.0,188571.0,2.97,9330,0,-9330
2010-10-01,2260.0,2275.0,88514.0,2.99,-13720,0,13720
2010-10-04,2300.0,2290.0,97449.0,3.01,-6210,0,6210
2010-10-05,2270.0,2290.0,74450.0,3.01,-7600,120,7480
2010-10-06,2310.0,2395.0,345709.0,3.14,-3250,0,3250
2010-10-07,2400.0,2525.0,485061.0,3.31,-2060,0,380
2010-10-08,2525.0,2490.0,119141.0,3.27,480,0,-480
2010-10-11,2505.0,2465.0,173940.0,3.23,-410,-10,420
2010-10-12,2450.0,2425.0,64142.0,3.18,-6300,0,6980
2010-10-13,2445.0,2520.0,90520.0,3.31,-5860,0,5860
2010-10-14,2560.0,2540.0,216876.0,3.33,5870,-10,-11860
2010-10-15,2540.0,2535.0,132350.0,3.33,-1450,0,1450
2010-10-18,2560.0,2545.0,122500.0,3.34,1200,40,-3240
2010-10-19,2565.0,2630.0,253564.0,3.45,4900,0,-2900
2010-10-20,2630.0,2725.0,296790.0,3.58,10940,-10,-10930
2010-10-21,2770.0,2660.0,95889.0,3.49,580,0,-1580
2010-10-22,2610.0,2660.0,117040.0,3.49,238,-8,-230
2010-10-25,2655.0,2725.0,132470.0,3.58,-1730,0,560
2010-10-26,2695.0,2740.0,110341.0,3.6,2710,-10,-3530
2010-10-27,2755.0,2700.0,115202.0,3.54,3780,-20,-1760
2010-10-28,2655.0,2640.0,115330.0,3.46,490,0,-1490
2010-10-29,2640.0,2680.0,70089.0,3.52,540,0,1460
2010-11-01,2660.0,2785.0,158030.0,3.65,3440,0,-3440
2010-11-02,2780.0,2710.0,81200.0,3.56,1540,0,-1540
2010-11-03,2710.0,2770.0,81690.0,3.64,910,0,90
2010-11-04,2805.0,2985.0,608404.0,3.92,550,-20,-530
2010-11-05,3010.0,2940.0,180430.0,3.86,5260,0,-5260
2010-11-08,2950.0,3000.0,96714.0,3.94,340,-10,-330
2010-11-09,2960.0,2910.0,86524.0,3.82,-1080,0,1080
2010-11-10,2925.0,2950.0,68414.0,3.87,-610,-10,620
2010-11-11,2950.0,2855.0,62830.0,3.75,-3460,-20,3480
2010-11-12,2815.0,2700.0,192555.0,3.54,-3890,-30,3920
2010-11-15,2700.0,2700.0,62995.0,3.54,-320,0,320
2010-11-16,2700.0,2690.0,93660.0,3.53,5230,0,-5230
2010-11-17,2610.0,2550.0,123364.0,3.35,-3740,0,3740
2010-11-18,2605.0,2600.0,87702.0,3.41,-3580,0,3580
2010-11-19,2600.0,2615.0,51515.0,3.43,540,-170,-370
2010-11-22,2640.0,2525.0,39090.0,3.31,80,0,-80
2010-11-23,2450.0,2535.0,61405.0,3.33,-9260,0,9260
2010-11-24,2365.0,2500.0,42435.0,3.28,3610,0,-3610
2010-11-25,2430.0,2500.0,22540.0,3.28,-4610,0,4610
2010-11-26,2500.0,2420.0,54406.0,3.18,-2580,0,2580
2010-11-29,2425.0,2430.0,26204.0,3.19,-4620,0,4620
2010-11-30,2410.0,2420.0,30300.0,3.18,-1090,0,1090
2010-12-01,2360.0,2480.0,86330.0,3.25,-9700,7600,2100
2010-12-02,2480.0,2500.0,47410.0,3.28,-29150,32150,-3000
2010-12-03,2500.0,2440.0,35792.0,3.2,840,-10,-1060
2010-12-06,2500.0,2520.0,105430.0,3.31,-7830,-1040,6370
2010-12-07,2480.0,2470.0,105085.0,3.24,4930,-1030,-3900
2010-12-08,2470.0,2390.0,57130.0,3.14,770,-1050,-720
2010-12-09,2400.0,2385.0,40950.0,3.13,380,0,620
2010-12-10,2385.0,2455.0,28510.0,3.22,-1750,-10,1760
2010-12-13,2475.0,2500.0,19061.0,3.28,3150,0,-650
2010-12-14,2535.0,2475.0,36390.0,3.25,940,0,-940
2010-12-15,2475.0,2480.0,23600.0,3.25,-420,0,420
2010-12-16,2485.0,2460.0,105730.0,3.23,1330,0,-1330
2010-12-17,2450.0,2400.0,87562.0,3.15,-90,0,90
2010-12-20,2400.0,2360.0,199840.0,3.1,-96500,100000,-3500
2010-12-21,2385.0,2420.0,41190.0,3.18,-500,-250,750
2010-12-22,2430.0,2380.0,30030.0,3.12,-2570,0,2570
2010-12-23,2400.0,2370.0,11170.0,3.11,-310,-10,320
2010-12-24,2360.0,2340.0,49623.0,3.07,-540,0,540
2010-12-27,2320.0,2350.0,42902.0,3.08,-23630,23020,610
2010-12-28,2350.0,2335.0,31010.0,3.06,-140,0,140
2010-12-29,2345.0,2365.0,15270.0,3.1,-1050,0,1050
2010-12-30,2340.0,2430.0,47942.0,3.19,-1570,0,1570
2011-01-03,2450.0,2395.0,37830.0,5.0,-90,0,90
2011-01-04,2365.0,2395.0,48400.0,5.0,-1710,0,1710
2011-01-05,2390.0,2395.0,61480.0,5.0,-710,0,710
2011-01-06,2395.0,2445.0,70545.0,5.1,70,0,-70
2011-01-07,2415.0,2540.0,116019.0,5.3,-2750,0,2750
2011-01-10,2540.0,2620.0,159370.0,5.47,2670,0,-2670
2011-01-11,2625.0,2620.0,48240.0,5.47,600,-10,-590
2011-01-12,2615.0,2545.0,217942.0,5.31,8600,-6720,-1880
2011-01-13,2515.0,2505.0,81152.0,5.23,3268,-6728,3460
2011-01-14,2505.0,2530.0,30386.0,5.28,-1380,0,1380
2011-01-17,2590.0,2550.0,38070.0,5.32,2130,0,-2130
2011-01-18,2550.0,2500.0,45810.0,5.21,4058,-8,-4050
2011-01-19,2500.0,2450.0,54680.0,5.11,-880,0,880
2011-01-20,2475.0,2425.0,27200.0,5.06,-220,0,220
2011-01-21,2430.0,2435.0,19310.0,5.08,940,-20,-920
2011-01-24,2450.0,2450.0,22544.0,5.11,-590,0,590
2011-01-25,2450.0,2390.0,60329.0,4.99,1880,0,-1880
2011-01-26,2370.0,2360.0,29320.0,4.92,1678,-8,-1670
2011-01-27,2360.0,2305.0,74960.0,4.81,2020,-10,-2010
2011-01-28,2310.0,2390.0,335719.0,4.99,-6400,8200,-2220
2011-01-31,2400.0,2595.0,176343.0,5.41,53960,-40810,-2110
2011-02-01,2595.0,2440.0,141723.0,5.09,-2450,-50,2500
2011-02-07,2455.0,2405.0,56480.0,5.02,-7690,0,7690
2011-02-08,2470.0,2460.0,44920.0,5.13,-6780,5300,1480
2011-02-09,2490.0,2430.0,60790.0,5.07,-30620,29660,960
2011-02-10,2430.0,2435.0,27241.0,5.08,-2310,-10,2320
2011-02-11,2440.0,2455.0,66940.0,5.12,-10,0,10
2011-02-14,2470.0,2450.0,68441.0,5.11,1830,-10,-1820
2011-02-15,2450.0,2350.0,120955.0,4.9,2410,0,-2410
2011-02-16,2325.0,2420.0,88158.0,5.05,-29990,26970,3020
2011-02-17,2420.0,2410.0,114972.0,5.03,-22130,28080,-5950
2011-02-18,2410.0,2440.0,75860.0,5.09,-32900,34330,-1430
2011-02-21,2450.0,2805.0,722047.0,5.85,-1080,0,360
2011-02-22,2870.0,2840.0,1182590.0,5.92,4090,-10,-10350
2011-02-23,2900.0,2720.0,525356.0,5.67,680,0,-680
2011-02-24,2765.0,2680.0,241483.0,5.59,910,-20,-890
2011-02-25,2680.0,2650.0,212113.0,5.53,4340,-20,-4320
2011-02-28,2645.0,2555.0,124572.0,5.33,-5910,-20,5920
2011-03-02,2555.0,2560.0,75989.0,5.34,-2889,-1,2890
2011-03-03,2560.0,2730.0,262014.0,5.69,2820,-1930,-4890
2011-03-04,2720.0,2755.0,209202.0,5.75,-1780,0,-8230
2011-03-07,2745.0,2690.0,65750.0,5.61,5090,0,-5090
2011-03-08,2750.0,2790.0,257722.0,5.82,-6430,-1620,5360
2011-03-09,2820.0,2775.0,122958.0,5.79,15088,-18,-8060
2011-03-10,2745.0,2925.0,296220.0,6.1,-31200,27790,-190
2011-03-11,2925.0,2930.0,99987.0,6.11,-5710,0,5710
2011-03-14,2930.0,2790.0,144024.0,5.82,-3270,-10,3280
2011-03-15,2800.0,2820.0,159981.0,5.88,-19180,17640,1540
2011-03-16,2800.0,2780.0,29093.0,5.8,300,-10,-290
2011-03-17,2630.0,2740.0,32792.0,5.72,-3970,0,3970
2011-03-18,2740.0,2775.0,22860.0,5.79,-1040,0,1040
2011-03-21,2750.0,2890.0,69641.0,6.03,-7000,-10,7010
2011-03-22,2895.0,3040.0,512293.0,6.34,90390,-100000,-1570
2011-03-23,3040.0,3140.0,162222.0,6.55,-7380,-10,-4430
2011-03-24,3100.0,3170.0,158197.0,6.61,-11130,0,-570
2011-03-25,3235.0,3230.0,141097.0,6.74,-12860,0,320
2011-03-28,3230.0,3240.0,46231.0,6.76,-9990,0,3300
2011-03-29,3175.0,3320.0,36885.0,6.93,-4100,-30,1310
2011-03-30,3320.0,3365.0,78755.0,7.02,-19660,0,14660
2011-03-31,3300.0,3865.0,329638.0,8.06,-51042,-18,51060
2011-04-01,4060.0,4020.0,995396.0,8.39,119100,-138360,74230
2011-04-04,3990.0,4000.0,278346.0,8.34,11835,-12880,1045
2011-04-05,4000.0,4000.0,287667.0,8.34,3230,-10,4530
2011-04-06,3970.0,3900.0,182908.0,8.14,5839,-10,-5930
2011-04-07,3835.0,3910.0,286641.0,8.16,-39290,9990,4200
2011-04-08,3940.0,4035.0,219350.0,8.42,-36210,10000,-3960
2011-04-11,4035.0,4000.0,99714.0,8.34,4210,-20,-820
2011-04-12,4000.0,4035.0,74638.0,8.42,1010,0,-1010
2011-04-13,3945.0,3995.0,66690.0,8.33,1281,0,-1280
2011-04-14,4020.0,4100.0,208445.0,8.55,-8100,4990,3110
2011-04-15,4150.0,4000.0,275378.0,8.34,8370,-5000,-3370
2011-04-18,3910.0,3960.0,297210.0,8.26,-24480,20960,3520
2011-04-19,3875.0,3950.0,55122.0,8.24,290,0,-290
2011-04-20,4000.0,4045.0,118418.0,8.44,-4810,0,4810
2011-04-21,4040.0,4000.0,102321.0,8.34,6790,-10,-6780
2011-04-22,3965.0,3975.0,37795.0,8.29,-60,0,60
2011-04-25,4025.0,3990.0,27880.0,8.32,-190,0,190
2011-04-26,3930.0,3980.0,54132.0,8.3,-5230,6690,-1460
2011-04-27,3980.0,3970.0,41660.0,8.28,470,0,-470
2011-04-28,3975.0,4330.0,498714.0,9.03,-14700,-20,4720
2011-04-29,4210.0,4235.0,112567.0,8.83,-330,-30,-4640
2011-05-02,4260.0,4345.0,112357.0,9.06,-6240,0,540
2011-05-03,4300.0,4385.0,70525.0,9.15,710,0,-710
2011-05-04,4490.0,4690.0,284639.0,9.78,-1772,-8,1780
2011-05-06,4800.0,4560.0,161682.0,9.51,-1820,-20,1840
2011-05-09,4560.0,4515.0,60321.0,9.42,480,0,-480
2011-05-11,4530.0,4600.0,38776.0,9.6,1260,-10,-1250
2011-05-12,4595.0,4500.0,71006.0,9.39,-560,-10,570
2011-05-13,4415.0,4350.0,265876.0,9.07,1070,-10,-1060
2011-05-16,4350.0,4395.0,94320.0,9.17,1110,0,-1110
2011-05-17,4385.0,4445.0,148101.0,9.27,-2200,0,2200
