Symbol,팜스코_시가(원),팜스코_종가(원),팜스코_거래량(주),팜스코_PER(IFRS-연결),팜스코_순매수수량(개인)(주),팜스코_순매수수량(기관계)(주),팜스코_순매수수량(외국인계)(주)
2006-03-29,2205.0,2280.0,111509.0,18.42,-766,-44,810
2006-03-30,2270.0,2280.0,78056.0,18.42,-9420,-100,9520
2006-03-31,2280.0,2440.0,204821.0,19.71,-3240,-10,3250
2006-04-03,2500.0,2520.0,203020.0,20.36,-570,-20,590
2006-04-04,2540.0,2485.0,121360.0,20.08,4830,-30,-4800
2006-04-05,2490.0,2470.0,133540.0,19.96,50,-10,-40
2006-04-06,2500.0,2525.0,200412.0,20.4,2320,-60,-2260
2006-04-07,2520.0,2480.0,99686.0,20.04,1600,0,-1600
2006-04-10,2435.0,2500.0,89320.0,20.2,-1980,-10,1990
2006-04-11,2465.0,2515.0,103890.0,20.32,4490,0,-4490
2006-04-12,2475.0,2495.0,74690.0,20.16,2980,-10,-2970
2006-04-13,2490.0,2580.0,136804.0,20.85,-710,-40,460
2006-04-14,2640.0,2560.0,171305.0,20.68,505,-45,-460
2006-04-17,2560.0,2580.0,82080.0,20.85,-390,-10,690
2006-04-18,2580.0,2560.0,125590.0,20.68,700,-10,-690
2006-04-19,2580.0,2500.0,157846.0,20.2,10,-10,0
2006-04-20,2485.0,2470.0,122420.0,19.96,22,-22,0
2006-04-21,2455.0,2460.0,72736.0,19.88,40,-40,0
2006-04-24,2460.0,2590.0,220341.0,20.93,-42640,-20,42660
2006-04-25,2650.0,2700.0,284010.0,21.81,460,-30,-430
2006-04-26,2760.0,2780.0,599650.0,22.46,-4980,-20,0
2006-04-27,2840.0,2830.0,247285.0,22.86,20,-20,0
2006-04-28,2810.0,2700.0,257298.0,21.81,20,-20,0
2006-05-02,2665.0,2620.0,89408.0,21.17,10,-10,0
2006-05-03,2600.0,2590.0,124902.0,20.93,-1440,-60,1500
2006-05-04,2605.0,2675.0,138308.0,21.61,-1980,0,1980
2006-05-08,2730.0,2685.0,134960.0,21.69,-2590,-10,600
2006-05-09,2675.0,2810.0,169723.0,22.7,-3270,-10,3280
2006-05-10,2820.0,2730.0,143381.0,22.06,5400,-40,-7360
2006-05-11,2730.0,2650.0,125514.0,21.41,0,0,0
2006-05-12,2605.0,2590.0,126035.0,20.93,20,-20,0
2006-05-15,2565.0,2470.0,113233.0,19.96,10,-10,0
2006-05-16,2475.0,2385.0,140814.0,19.27,0,0,0
2006-05-17,2395.0,2370.0,97702.0,19.15,10,-10,0
2006-05-18,2280.0,2250.0,114602.0,18.18,20,-20,0
2006-05-19,2220.0,2280.0,88580.0,18.42,7290,-10,1720
2006-05-22,2260.0,2210.0,105190.0,17.86,-2130,-10,2140
2006-05-23,2210.0,2200.0,53910.0,17.77,-1020,-10,1030
2006-05-24,2200.0,2170.0,75312.0,17.53,380,-10,-370
2006-05-25,2170.0,2135.0,35920.0,17.25,-1260,-10,1270
2006-05-26,2140.0,2125.0,64227.0,17.17,800,-50,-750
2006-05-29,2135.0,2200.0,69416.0,17.77,-4250,-40,4290
2006-05-30,2195.0,2140.0,40610.0,17.29,1030,-20,-1010
2006-06-01,2085.0,1960.0,77443.0,15.84,1040,0,-1040
2006-06-02,1960.0,1950.0,78910.0,15.76,-1280,-10,1290
2006-06-05,1920.0,1810.0,122540.0,14.62,-6110,-10,1120
2006-06-07,1750.0,1720.0,109220.0,13.9,-340,-10,350
2006-06-08,1670.0,1720.0,72090.0,13.9,-1110,-20,1130
2006-06-09,1720.0,1795.0,60480.0,14.5,-2270,0,2270
2006-06-12,1770.0,1810.0,28800.0,14.62,-6630,0,6630
2006-06-13,1745.0,1750.0,48820.0,14.14,1480,0,-1480
2006-06-14,1720.0,1820.0,29030.0,14.7,-2760,-10,2770
2006-06-15,1885.0,1850.0,18750.0,14.95,-340,-10,350
2006-06-16,1865.0,1890.0,44002.0,15.27,410,0,-410
2006-06-19,1880.0,1840.0,18330.0,14.87,200,0,-200
2006-06-20,1885.0,1830.0,21770.0,14.79,1490,0,-1490
2006-06-21,1830.0,1815.0,31312.0,14.66,2400,0,-2400
2006-06-22,1815.0,1815.0,38959.0,14.66,-2630,0,2630
2006-06-23,1765.0,1850.0,65320.0,14.95,2100,0,-2100
2006-06-26,1850.0,1950.0,53122.0,15.76,3120,-10,-3110
2006-06-27,1950.0,1935.0,18090.0,15.63,650,0,-650
2006-06-28,1860.0,1900.0,23180.0,15.35,-150,0,150
2006-06-29,1885.0,1920.0,20733.0,15.51,-910,-10,920
2006-06-30,1960.0,1935.0,20080.0,15.63,-1710,-20,1730
2006-07-03,1945.0,1935.0,4570.0,15.63,-390,-10,400
2006-07-04,1975.0,1935.0,9830.0,15.63,-410,0,410
2006-07-05,1860.0,1890.0,18657.0,15.27,150,0,-150
2006-07-06,1880.0,1880.0,9040.0,15.19,1100,-10,-1090
2006-07-07,1880.0,1915.0,30090.0,15.47,-200,0,200
2006-07-10,1900.0,1920.0,4350.0,15.51,180,0,-180
2006-07-11,1895.0,1900.0,30230.0,15.35,2350,-40,-2310
2006-07-12,1910.0,1890.0,8450.0,15.27,830,-20,-810
2006-07-13,1890.0,1900.0,21530.0,15.35,2710,-10,-2700
2006-07-14,1890.0,1840.0,46450.0,14.87,2400,0,-2400
2006-07-18,1850.0,1690.0,40160.0,13.65,2780,0,-2780
2006-07-19,1700.0,1745.0,13340.0,14.1,2340,-10,-2330
2006-07-20,1790.0,1750.0,48920.0,14.14,3050,-10,-3040
2006-07-21,1750.0,1710.0,23470.0,13.82,0,0,0
2006-07-24,1710.0,1710.0,25599.0,13.82,6,-6,0
2006-07-25,1710.0,1710.0,36350.0,13.82,0,0,0
2006-07-26,1720.0,1765.0,41010.0,14.26,10,-10,0
2006-07-27,1715.0,1730.0,56270.0,13.98,10,-10,0
2006-07-28,1740.0,1720.0,39472.0,13.9,0,0,0
2006-07-31,1750.0,1705.0,30140.0,13.78,0,0,0
2006-08-01,1720.0,1720.0,24120.0,13.9,0,0,0
2006-08-02,1695.0,1710.0,16860.0,13.82,0,0,0
2006-08-03,1710.0,1680.0,26217.0,13.57,39,-39,0
2006-08-04,1680.0,1675.0,39893.0,13.53,20,-20,0
2006-08-07,1675.0,1660.0,34848.0,13.41,0,0,0
2006-08-08,1655.0,1680.0,20673.0,13.57,0,0,0
2006-08-09,1670.0,1695.0,27461.0,13.69,10,-10,0
2006-08-10,1695.0,1795.0,99480.0,14.5,10,-10,0
2006-08-11,1795.0,1770.0,15090.0,14.3,0,0,0
2006-08-14,1775.0,1715.0,14930.0,13.86,0,0,0
2006-08-16,1715.0,1710.0,18050.0,13.82,10,-10,0
2006-08-17,1695.0,1695.0,37990.0,13.69,0,0,0
2006-08-18,1710.0,1700.0,27560.0,13.74,50,-50,0
2006-08-21,1715.0,1695.0,12270.0,13.69,0,0,0
2006-08-22,1680.0,1685.0,29140.0,13.61,0,0,0
2006-08-23,1700.0,1720.0,23100.0,13.9,0,0,0
2006-08-24,1720.0,1715.0,20700.0,13.86,0,0,0
2006-08-25,1695.0,1700.0,41200.0,13.74,0,0,0
2006-08-28,1705.0,1755.0,35440.0,14.18,10,-10,0
2006-08-29,1740.0,1785.0,49040.0,14.42,0,0,0
2006-08-30,1800.0,1820.0,57683.0,14.7,10,-10,0
2006-08-31,1820.0,1860.0,55160.0,15.03,0,0,0
2006-09-01,1840.0,1860.0,33407.0,15.03,0,0,0
2006-09-04,1920.0,1870.0,24170.0,15.11,0,0,0
2006-09-05,1900.0,1860.0,20493.0,15.03,0,0,0
2006-09-06,1850.0,1835.0,14430.0,14.83,20,-20,0
2006-09-07,1835.0,1830.0,16600.0,14.79,30,-30,0
2006-09-08,1810.0,1820.0,39598.0,14.7,20,-20,0
2006-09-11,1840.0,1800.0,64480.0,14.54,0,0,0
2006-09-12,1800.0,1820.0,77840.0,14.7,0,0,0
2006-09-13,1835.0,1840.0,55774.0,14.87,0,0,0
2006-09-14,1850.0,1830.0,55538.0,14.79,0,0,0
2006-09-15,1820.0,1850.0,56200.0,14.95,0,0,0
2006-09-18,1850.0,1880.0,62470.0,15.19,10,-10,0
2006-09-19,1910.0,1945.0,226114.0,15.71,0,0,0
2006-09-20,1920.0,1935.0,38400.0,15.63,0,0,0
2006-09-21,1935.0,1945.0,31200.0,15.71,0,0,0
2006-09-22,1945.0,1990.0,114332.0,16.08,-938,-10,948
2006-09-25,2015.0,1950.0,70540.0,15.76,-40,-20,60
2006-09-26,1950.0,1900.0,42410.0,15.35,20,-20,0
2006-09-27,1900.0,1885.0,21518.0,15.23,1008,0,-1008
2006-09-28,1885.0,1905.0,38840.0,15.39,10,-10,0
2006-09-29,1900.0,1905.0,54260.0,15.39,-15810,0,15810
2006-10-02,2000.0,1935.0,34030.0,15.63,-2490,-10,2500
2006-10-04,1935.0,1870.0,24630.0,15.11,0,0,0
2006-10-09,1840.0,1700.0,79000.0,13.74,0,0,0
2006-10-10,1670.0,1730.0,73840.0,13.98,10,0,-10
2006-10-11,1705.0,1730.0,37390.0,13.98,0,0,0
2006-10-12,1705.0,1765.0,36160.0,14.26,20,-20,0
2006-10-13,1770.0,1810.0,38550.0,14.62,10,-10,0
2006-10-16,1810.0,1790.0,18130.0,14.46,10,-10,0
2006-10-17,1800.0,1770.0,29780.0,14.3,0,0,0
2006-10-18,1765.0,1760.0,72210.0,14.22,0,0,0
2006-10-19,1760.0,1750.0,18671.0,14.14,19,-19,0
2006-10-20,1755.0,1750.0,20861.0,14.14,10,-10,0
2006-10-23,1745.0,1755.0,27951.0,14.18,10,-10,0
2006-10-24,1765.0,1770.0,23396.0,14.3,19,-19,0
2006-10-25,1770.0,1795.0,33450.0,14.5,100,0,-100
2006-10-26,1785.0,1805.0,20290.0,14.58,0,0,0
2006-10-27,1800.0,1800.0,37800.0,14.54,0,0,0
2006-10-30,1800.0,1775.0,20020.0,14.34,0,0,0
2006-10-31,1790.0,1790.0,11790.0,14.46,10,-10,0
2006-11-01,1815.0,1825.0,65167.0,14.75,10,-10,0
2006-11-02,1850.0,1835.0,28687.0,14.83,8,-8,0
2006-11-03,1830.0,1845.0,32231.0,14.91,0,0,0
2006-11-06,1835.0,1860.0,50560.0,15.03,0,0,0
2006-11-07,1870.0,1855.0,29870.0,14.99,-990,-10,0
2006-11-08,1855.0,1850.0,31010.0,14.95,0,0,0
2006-11-09,1820.0,1830.0,24250.0,14.79,20,-20,0
2006-11-10,1815.0,1840.0,14360.0,14.87,0,0,0
2006-11-13,1825.0,1870.0,54130.0,15.11,0,0,0
2006-11-14,1865.0,1875.0,48330.0,15.15,0,0,0
2006-11-15,1880.0,1890.0,42561.0,15.27,-970,-30,0
2006-11-16,1910.0,1885.0,30623.0,15.23,0,0,0
2006-11-17,1885.0,1865.0,40400.0,15.07,10,-10,0
2006-11-20,1860.0,1875.0,33070.0,15.15,0,0,0
2006-11-21,1865.0,1915.0,70420.0,15.47,77,-77,0
2006-11-22,1905.0,1910.0,40690.0,15.43,10,-10,0
2006-11-23,1905.0,1935.0,72830.0,15.63,50,-50,0
2006-11-24,1950.0,2070.0,372340.0,16.72,30,-30,0
2006-11-27,2095.0,2120.0,388141.0,17.13,0,0,0
2006-11-28,2080.0,2060.0,139780.0,16.64,2500,-10,-2490
2006-11-29,2110.0,2020.0,104190.0,16.32,0,0,0
2006-11-30,2020.0,2150.0,108183.0,17.37,47,-47,0
2006-12-01,2190.0,2150.0,48620.0,17.37,10,-10,0
2006-12-04,2145.0,2110.0,34794.0,17.05,0,0,0
2006-12-05,2075.0,2050.0,43710.0,16.56,-2990,-10,0
2006-12-06,2050.0,2000.0,73420.0,16.16,-990,-10,0
2006-12-07,2000.0,2000.0,24490.0,16.16,0,0,0
2006-12-08,1965.0,2005.0,57270.0,16.2,1010,-10,0
2006-12-11,2030.0,2050.0,59066.0,16.56,0,0,0
2006-12-12,2080.0,2050.0,58190.0,16.56,0,0,0
2006-12-13,2050.0,2015.0,42740.0,16.28,10,-10,0
2006-12-14,2005.0,2020.0,29920.0,16.32,0,0,0
2006-12-15,2050.0,2040.0,50310.0,16.48,0,0,0
2006-12-18,2050.0,2065.0,69040.0,16.68,10,-10,0
2006-12-19,2065.0,2085.0,55630.0,16.85,10,-10,0
2006-12-20,2095.0,2075.0,36326.0,16.76,42,-42,0
2006-12-21,2050.0,2080.0,29025.0,16.81,8,-8,0
2006-12-22,2080.0,2070.0,28750.0,16.72,220,-10,-200
2006-12-26,2065.0,1995.0,51870.0,16.12,70,-70,0
2006-12-27,1970.0,1970.0,33902.0,15.92,30,-30,0
2006-12-28,1970.0,2015.0,52475.0,16.28,20,-20,0
2007-01-02,2035.0,1990.0,19590.0,9.41,20,-20,0
2007-01-03,1960.0,1965.0,38279.0,9.29,0,0,0
2007-01-04,1945.0,1900.0,60235.0,8.98,10,-10,0
2007-01-05,1910.0,1930.0,36330.0,9.12,0,0,0
2007-01-08,1930.0,1930.0,21250.0,9.12,0,0,0
2007-01-09,1930.0,1920.0,19620.0,9.08,0,0,0
2007-01-10,1905.0,1905.0,57929.0,9.01,0,0,0
2007-01-11,1870.0,1910.0,12100.0,9.03,20,-20,0
2007-01-12,1910.0,1930.0,22214.0,9.12,0,0,0
2007-01-15,1945.0,1925.0,10850.0,9.1,0,0,0
2007-01-16,1910.0,1950.0,18712.0,9.22,10,-10,0
2007-01-17,1920.0,1900.0,18570.0,8.98,0,0,0
2007-01-18,1900.0,1900.0,15070.0,8.98,10,-10,0
2007-01-19,1900.0,1875.0,20350.0,8.86,10,-10,0
2007-01-22,1865.0,1910.0,177841.0,9.03,10,-10,0
2007-01-23,1965.0,1910.0,44400.0,9.03,0,0,0
2007-01-24,1910.0,1910.0,36656.0,9.03,30,-30,0
2007-01-25,1910.0,1900.0,53970.0,8.98,10,-10,0
2007-01-26,1870.0,1870.0,34070.0,8.84,0,0,0
2007-01-29,1870.0,1860.0,26740.0,8.79,10,-10,0
2007-01-30,1860.0,1855.0,43500.0,8.77,0,0,0
2007-01-31,1840.0,1830.0,32750.0,8.65,0,0,0
2007-02-01,1830.0,1835.0,49120.0,8.67,-9730,0,9730
2007-02-02,1835.0,1860.0,23590.0,8.79,0,0,0
2007-02-05,1870.0,1850.0,16930.0,8.75,0,0,0
2007-02-06,1850.0,1880.0,27200.0,8.89,0,0,0
2007-02-07,1880.0,1870.0,25539.0,8.84,47,-47,0
2007-02-08,1890.0,1890.0,16630.0,8.93,90,-90,0
2007-02-09,1875.0,1850.0,34282.0,8.75,10,-10,0
2007-02-12,1850.0,1830.0,22980.0,8.65,10,-10,0
2007-02-13,1840.0,1845.0,23130.0,8.72,-1000,0,0
2007-02-14,1850.0,1840.0,10780.0,8.7,-1000,0,0
2007-02-15,1850.0,1810.0,67190.0,8.56,-1000,0,0
2007-02-16,1810.0,1815.0,55680.0,8.58,0,0,0
2007-02-20,1815.0,1845.0,62514.0,8.72,70,-70,0
2007-02-21,1825.0,1830.0,28382.0,8.65,22,-22,0
2007-02-22,1830.0,1830.0,78542.0,8.65,70,-70,0
2007-02-23,1830.0,1830.0,28270.0,8.65,10,-10,0
2007-02-26,1850.0,1820.0,37690.0,8.6,20,-20,0
2007-02-27,1830.0,1805.0,23521.0,8.53,1,-1,0
2007-02-28,1780.0,1775.0,16342.0,8.39,0,0,0
2007-03-02,1750.0,1770.0,25100.0,8.37,0,0,0
2007-03-05,1770.0,1765.0,12031.0,8.34,0,0,0
2007-03-06,1735.0,1775.0,56782.0,8.39,20,-20,0
2007-03-07,1775.0,1785.0,17140.0,8.44,0,0,0
2007-03-08,1785.0,1805.0,37540.0,8.53,0,0,0
2007-03-09,1805.0,1820.0,35253.0,8.6,0,0,0
2007-03-12,1820.0,1860.0,64950.0,8.79,10,-10,0
2007-03-13,1860.0,1825.0,20840.0,8.63,0,0,0
2007-03-14,1790.0,1795.0,48070.0,8.49,0,0,0
2007-03-15,1800.0,1805.0,68437.0,8.53,22,-22,0
2007-03-16,1805.0,1810.0,44330.0,8.56,0,0,0
2007-03-19,1820.0,1850.0,43536.0,8.75,10,-10,0
2007-03-20,1870.0,1955.0,141422.0,9.24,10,-10,0
2007-03-21,1965.0,1920.0,69940.0,9.08,30,-30,0
2007-03-22,1930.0,2025.0,324017.0,9.57,27,-27,0
2007-03-23,2020.0,1995.0,70687.0,9.43,20,-20,0
2007-03-26,1990.0,2035.0,50426.0,9.62,20,-20,0
2007-03-27,2060.0,2020.0,48050.0,9.55,0,0,0
2007-03-28,2000.0,1955.0,45325.0,9.24,15,-15,0
2007-03-29,1935.0,1955.0,26770.0,9.24,20,-20,0
2007-03-30,1970.0,2005.0,56850.0,9.48,0,0,0
2007-04-02,1990.0,1980.0,47375.0,9.36,0,0,0
2007-04-03,1980.0,1950.0,84870.0,9.22,-1000,1000,0
2007-04-04,1950.0,1935.0,65590.0,9.15,20,-20,0
2007-04-05,1930.0,1950.0,30120.0,9.22,-8850,8850,0
2007-04-06,1950.0,1985.0,75510.0,9.38,9,-9,0
2007-04-09,1985.0,2010.0,143420.0,9.5,-46220,46220,0
2007-04-10,2025.0,2000.0,91764.0,9.45,-21580,21570,10
2007-04-11,1995.0,2060.0,188602.0,9.74,-6993,6993,0
2007-04-12,2025.0,2050.0,69180.0,9.69,20,-20,0
2007-04-13,2040.0,2030.0,80241.0,9.6,10,-10,0
2007-04-16,2025.0,2025.0,65130.0,9.57,-1290,1290,0
2007-04-17,2025.0,2015.0,72210.0,9.53,-1950,1950,0
2007-04-18,2005.0,2080.0,131730.0,9.83,20,-20,0
2007-04-19,2095.0,2035.0,76655.0,9.62,-8330,12330,0
2007-04-20,2020.0,2085.0,127178.0,9.86,0,0,0
2007-04-23,2090.0,2085.0,146475.0,9.86,-30170,30170,0
2007-04-24,2110.0,2080.0,96738.0,9.83,30,-30,0
2007-04-25,2060.0,2020.0,95803.0,9.55,-7980,7980,0
2007-04-26,2010.0,1955.0,92050.0,9.24,-5990,5990,0
2007-04-27,2000.0,1955.0,93840.0,9.24,-32760,9540,22220
2007-04-30,1980.0,2000.0,55710.0,9.45,20,-20,0
2007-05-02,2040.0,2020.0,84850.0,9.55,60,-60,0
2007-05-03,2005.0,2040.0,206221.0,9.64,12,-12,0
2007-05-04,2065.0,2100.0,205778.0,9.93,10,-10,0
2007-05-07,2115.0,2125.0,170851.0,10.05,-1980,-20,0
2007-05-08,2100.0,2095.0,61411.0,9.9,0,-10,0
2007-05-09,2070.0,2135.0,136030.0,10.09,9,-9,0
2007-05-10,2150.0,2120.0,99837.0,10.02,20,-20,0
2007-05-11,2075.0,2070.0,113670.0,9.79,-690,-10,0
2007-05-14,2085.0,2075.0,105761.0,9.81,2020,-20,0
2007-05-15,2055.0,2040.0,92030.0,9.64,700,0,0
2007-05-16,2040.0,2025.0,32815.0,9.57,0,0,0
2007-05-17,2055.0,2030.0,75015.0,9.6,10,-10,0
2007-05-18,2030.0,2050.0,101890.0,9.69,0,0,0
2007-05-21,2070.0,2060.0,57840.0,9.74,20,-20,0
2007-05-22,2045.0,2035.0,66951.0,9.62,10,-10,0
2007-05-23,2040.0,2110.0,193760.0,9.97,-1830,0,0
2007-05-25,2080.0,2150.0,219137.0,10.16,53060,-53180,0
2007-05-28,2190.0,2160.0,107742.0,10.21,20,-20,0
2007-05-29,2180.0,2210.0,142428.0,10.45,12,-2,0
2007-05-30,2235.0,2295.0,410235.0,10.85,1900,-22300,0
2007-05-31,2300.0,2300.0,198333.0,10.87,-23440,-1560,0
2007-06-01,2325.0,2240.0,125189.0,10.59,-14580,-20,0
2007-06-04,2270.0,2150.0,181017.0,10.16,-3490,-10,0
2007-06-05,2125.0,2140.0,155735.0,10.12,50,-50,0
2007-06-07,2135.0,2200.0,186460.0,10.4,12130,-80,-12050
2007-06-08,2200.0,2175.0,176472.0,10.28,13450,0,-13450
2007-06-11,2180.0,2125.0,116485.0,10.05,8600,-20,-8580
2007-06-12,2125.0,2150.0,98380.0,10.16,8540,-30,-8510
2007-06-13,2160.0,2195.0,165476.0,10.38,3810,0,-3810
2007-06-14,2205.0,2185.0,176283.0,10.33,18083,-18083,0
2007-06-15,2220.0,2210.0,106630.0,10.45,10,-10,0
2007-06-18,2210.0,2220.0,162379.0,10.49,6040,-40,0
2007-06-19,2250.0,2180.0,197226.0,10.31,-20,-20,40
2007-06-20,2185.0,2085.0,237150.0,9.86,1940,0,1000
2007-06-21,2075.0,2100.0,143170.0,9.93,1000,0,-1000
2007-06-22,2100.0,2085.0,70530.0,9.86,-7140,7190,-50
2007-06-25,2080.0,2070.0,91070.0,9.79,-9190,9190,0
2007-06-26,2020.0,2025.0,63539.0,9.57,-2100,1100,1000
2007-06-27,2030.0,2020.0,70420.0,9.55,-15980,15980,0
2007-06-28,2020.0,2055.0,49070.0,9.71,1010,-10,-1000
2007-06-29,2040.0,2055.0,35380.0,9.71,0,0,0
2007-07-02,2045.0,2060.0,47080.0,9.74,-500,0,0
2007-07-03,2060.0,2100.0,60354.0,9.93,14,-14,0
2007-07-04,2100.0,2100.0,80570.0,9.93,500,0,-500
2007-07-05,2100.0,2125.0,295970.0,10.05,5020,-4020,-1000
2007-07-06,2130.0,2105.0,168997.0,9.95,-49890,-110,50000
2007-07-09,2105.0,2075.0,160000.0,9.81,20,-20,0
2007-07-10,2075.0,2140.0,195786.0,10.12,25010,-25010,0
2007-07-11,2135.0,2130.0,45660.0,10.07,0,0,0
2007-07-12,2130.0,2170.0,319252.0,10.26,30750,-31250,500
2007-07-13,2200.0,2145.0,100374.0,10.14,530,-30,-500
2007-07-16,2135.0,2100.0,112732.0,9.93,25,-5,-20
2007-07-18,2090.0,2095.0,149997.0,9.9,-9710,390,9320
2007-07-19,2290.0,2405.0,797827.0,11.37,32090,-32870,780
2007-07-20,2765.0,2765.0,2256426.0,13.07,-19405,-25,19430
2007-07-23,2860.0,3165.0,2225904.0,14.96,-20660,-10,18410
2007-07-24,3165.0,2740.0,1301260.0,12.95,25400,-40,-25360
2007-07-25,2640.0,2940.0,978258.0,13.9,-42950,-120,43070
2007-07-26,2950.0,2665.0,534238.0,12.6,940,-30,-910
2007-07-27,2560.0,2425.0,544668.0,11.46,-5960,-20,5980
2007-07-30,2495.0,2575.0,410660.0,12.17,2940,-30,-2910
2007-07-31,2600.0,2500.0,270190.0,11.82,-2090,0,2090
2007-08-01,2530.0,2875.0,1048328.0,13.59,-297740,-10,299010
2007-08-02,3100.0,3305.0,2773156.0,15.62,26548,-18,-26530
2007-08-03,3500.0,2920.0,3242363.0,13.8,40960,-20,-40940
2007-08-06,2825.0,2890.0,1214059.0,13.66,-15620,-10,15630
2007-08-07,2965.0,2840.0,2156899.0,13.43,33414,-14,-32400
2007-08-08,2850.0,2755.0,798715.0,13.02,-13480,-20,13500
2007-08-09,2830.0,2970.0,737945.0,14.04,-21465,-20,21485
2007-08-10,2820.0,2750.0,517734.0,13.0,-15860,0,15860
2007-08-13,2875.0,2820.0,1121585.0,13.33,23549,-9,-23540
2007-08-14,2830.0,2600.0,563056.0,12.29,-16770,-50,16820
2007-08-16,2420.0,2210.0,491458.0,10.45,-15580,0,15580
2007-08-17,2215.0,2230.0,351557.0,10.54,-30180,-10,30190
2007-08-20,2410.0,2445.0,279990.0,11.56,-1900,0,1900
2007-08-21,2500.0,2470.0,242405.0,11.68,-9485,-5,9490
2007-08-22,2470.0,2570.0,340147.0,12.15,-6720,0,6720
2007-08-23,2625.0,2520.0,270329.0,11.91,-13104,-16,13120
2007-08-24,2570.0,2895.0,680205.0,13.69,5530,-10,-7520
2007-08-27,3060.0,2740.0,1571472.0,12.95,69850,0,-67850
2007-08-28,2770.0,2595.0,472700.0,12.27,643,0,-643
2007-08-29,2470.0,2635.0,383951.0,12.46,-14370,-50,14420
2007-08-30,2700.0,2575.0,272313.0,12.17,18690,-30,-18660
2007-08-31,2560.0,2650.0,293923.0,12.53,-9150,0,9650
2007-09-03,2730.0,2630.0,208251.0,12.43,10900,0,-10900
2007-09-04,2635.0,2535.0,232421.0,11.98,-6570,0,6570
2007-09-05,2560.0,2545.0,225650.0,12.03,2000,0,-2000
2007-09-06,2570.0,2545.0,119492.0,12.03,-11740,0,11740
2007-09-07,2545.0,2460.0,222390.0,11.63,8157,0,-8157
2007-09-10,2350.0,2355.0,245020.0,11.13,-24390,0,24390
2007-09-11,2430.0,2505.0,561730.0,11.84,880,0,-880
2007-09-12,2520.0,2440.0,212351.0,11.53,-15180,-10,15190
2007-09-13,2420.0,2420.0,106710.0,11.44,-6900,-10,6910
2007-09-14,2450.0,2500.0,119030.0,11.82,-1490,0,1490
2007-09-17,2535.0,2480.0,131590.0,11.72,-151,-10,161
2007-09-18,2445.0,2345.0,137420.0,11.09,290,630,-920
2007-09-19,2430.0,2380.0,92270.0,11.25,-780,0,780
2007-09-20,2365.0,2345.0,82152.0,11.09,-4420,-20,4440
2007-09-21,2355.0,2365.0,103524.0,11.18,-60,0,60
2007-09-27,2385.0,2425.0,119040.0,11.46,-540,-100,640
2007-09-28,2435.0,2365.0,89704.0,11.18,3480,0,-3480
2007-10-01,2365.0,2365.0,98620.0,11.18,-7550,-40,7590
2007-10-02,2445.0,2370.0,126389.0,11.2,10381,-1,-10380
2007-10-04,2365.0,2320.0,133700.0,10.97,1320,9960,-11280
2007-10-05,2320.0,2230.0,200600.0,10.54,-5350,11590,-6240
2007-10-08,2240.0,2225.0,135060.0,10.52,-26230,28360,-2130
2007-10-09,2215.0,2210.0,97690.0,10.45,-2820,-10,2830
2007-10-10,2240.0,2365.0,299027.0,11.18,2590,0,-2590
2007-10-11,2300.0,2280.0,121990.0,10.78,1530,0,-1530
2007-10-12,2280.0,2220.0,130688.0,10.49,14230,-3710,-10520
2007-10-15,2220.0,2150.0,122984.0,10.16,-25010,22710,2300
2007-10-16,2150.0,2070.0,102926.0,9.79,3110,0,-3110
2007-10-17,2010.0,2070.0,146765.0,9.79,-36630,34830,1800
2007-10-18,2025.0,2105.0,86488.0,9.95,-850,2090,-1240
2007-10-19,2110.0,2130.0,47290.0,10.07,-4650,-20,4670
2007-10-22,2000.0,2020.0,112118.0,9.55,-12040,12240,-200
2007-10-23,2020.0,2020.0,59850.0,9.55,2120,0,-2120
2007-10-24,2060.0,2000.0,109422.0,9.45,-18230,14920,3310
2007-10-25,2000.0,1965.0,112265.0,9.29,-4890,11730,-6840
2007-10-26,1950.0,1955.0,201660.0,9.24,-50600,49980,620
2007-10-29,1970.0,1980.0,121000.0,9.36,49600,-50000,400
2007-10-30,1985.0,2045.0,95371.0,9.67,-5180,0,5180
2007-10-31,2065.0,2145.0,145772.0,10.14,15730,-12990,-2740
2007-11-01,2195.0,2175.0,202243.0,10.28,36240,-32510,-3730
2007-11-02,2120.0,2230.0,99690.0,10.54,1240,-5970,4730
2007-11-05,2245.0,2160.0,109690.0,10.21,6890,-20,-6870
2007-11-06,2150.0,2130.0,75290.0,10.07,-4920,0,4920
2007-11-07,2175.0,2140.0,34285.0,10.12,-1468,-2,1470
2007-11-08,2140.0,2060.0,47700.0,9.74,1080,0,-1080
2007-11-09,2040.0,2150.0,50210.0,10.16,-2240,0,2240
2007-11-12,2110.0,2140.0,139798.0,10.12,55090,-55470,380
2007-11-13,2145.0,2160.0,51183.0,10.21,360,-10,-350
2007-11-14,2200.0,2170.0,82480.0,10.26,-1010,-4000,5010
2007-11-15,2160.0,2100.0,57543.0,9.93,-40,0,40
2007-11-16,2070.0,2100.0,46450.0,9.93,-4190,4100,90
2007-11-19,2100.0,2100.0,40050.0,9.93,-4740,260,4480
2007-11-20,2130.0,2020.0,55960.0,9.55,-4600,10000,-5400
2007-11-21,2040.0,1920.0,58521.0,9.08,-2600,-20,2620
2007-11-22,1875.0,1855.0,598634.0,8.77,-490470,43860,11610
