Symbol,무학_시가(원),무학_종가(원),무학_거래량(주),무학_PER(IFRS-연결),무학_순매수수량(개인)(주),무학_순매수수량(기관계)(주),무학_순매수수량(외국인계)(주)
2005-09-01,4280.0,4550.0,197451.0,6.14,-56223,0,7295
2005-09-02,4550.0,4500.0,91929.0,6.08,-27238,0,-2124
2005-09-05,4600.0,4735.0,383018.0,6.39,-84235,0,62985
2005-09-06,4770.0,4720.0,141346.0,6.37,-26402,0,9140
2005-09-07,4750.0,4710.0,129224.0,6.36,-20851,0,11701
2005-09-08,4810.0,4775.0,161314.0,6.45,1249,0,-1249
2005-09-09,4780.0,4700.0,112419.0,6.35,-10017,0,-3800
2005-09-12,4710.0,4700.0,176539.0,6.35,-50546,0,50546
2005-09-13,4770.0,4710.0,219937.0,6.36,-4828,0,178
2005-09-14,4705.0,4700.0,165519.0,6.35,-45909,0,41909
2005-09-15,4760.0,4990.0,1047353.0,6.74,2091,0,-15591
2005-09-16,4910.0,4740.0,350807.0,6.4,-15299,0,20299
2005-09-20,4740.0,4715.0,275309.0,6.37,-10848,0,-8849
2005-09-21,4715.0,4700.0,224637.0,6.35,-7100,0,7100
2005-09-22,4700.0,4705.0,182220.0,6.35,-14637,0,14177
2005-09-23,4705.0,4740.0,248708.0,6.4,-14954,0,14954
2005-09-26,4725.0,4750.0,125570.0,6.41,-2444,0,2454
2005-09-27,4810.0,4825.0,192120.0,6.51,18894,-20000,1106
2005-09-28,4815.0,4750.0,154435.0,6.41,-2438,0,2438
2005-09-29,4800.0,5460.0,791072.0,7.37,-450887,-20000,470887
2005-09-30,5760.0,5510.0,863296.0,7.44,7595,1290,-9885
2005-10-04,5620.0,5650.0,391075.0,7.63,-8890,-30000,7168
2005-10-05,5660.0,5400.0,460877.0,7.29,49406,-30000,-37684
2005-10-06,5300.0,4945.0,667578.0,6.68,234392,-5000,-229409
2005-10-07,4950.0,4910.0,349406.0,6.63,36157,-30000,-6157
2005-10-10,4930.0,5000.0,572163.0,6.75,305261,-30000,-274461
2005-10-11,5040.0,5390.0,946453.0,7.28,-159501,-13619,158255
2005-10-12,5390.0,5660.0,676804.0,7.64,-94452,-47671,129980
2005-10-13,5660.0,5660.0,0.0,7.64,0,0,0
2005-10-14,5440.0,5300.0,277915.0,7.16,-4178,-30000,34836
2005-10-17,5190.0,5050.0,289950.0,6.82,79338,-30000,-49338
2005-10-18,5020.0,5020.0,157134.0,6.78,22315,-30000,7565
2005-10-19,4965.0,5030.0,239545.0,6.79,9454,-50000,40546
2005-10-20,5040.0,4850.0,245911.0,6.55,-25865,0,25865
2005-10-21,4800.0,4850.0,100288.0,6.55,-5602,0,5602
2005-10-24,4840.0,4840.0,140901.0,6.54,-8839,0,8839
2005-10-25,4950.0,4930.0,159196.0,6.66,28436,0,-29936
2005-10-26,4935.0,4960.0,82879.0,6.7,-3330,0,3330
2005-10-27,4960.0,4880.0,68597.0,6.59,-978,0,1097
2005-10-28,4800.0,4840.0,151042.0,6.54,-36286,0,36304
2005-10-31,4855.0,4845.0,45569.0,6.54,-132,0,132
2005-11-01,4855.0,4950.0,87356.0,6.68,-4546,0,4546
2005-11-02,4950.0,5100.0,101990.0,6.89,-5333,0,5333
2005-11-03,5080.0,5010.0,91557.0,6.77,-296,0,296
2005-11-04,5080.0,5050.0,76958.0,6.82,-1366,0,1366
2005-11-07,5090.0,5050.0,77440.0,6.82,-85,0,85
2005-11-08,5010.0,5000.0,44030.0,6.75,-101,0,101
2005-11-09,5040.0,4950.0,74156.0,6.68,45,0,-45
2005-11-10,5020.0,5170.0,134524.0,6.98,-1761,0,1761
2005-11-11,5280.0,5360.0,249731.0,7.24,44421,0,-52921
2005-11-14,5290.0,5180.0,97232.0,6.99,-3464,0,-2125
2005-11-15,5180.0,5120.0,92872.0,6.91,-4711,0,-3129
2005-11-16,5120.0,5010.0,82427.0,6.77,-10260,0,0
2005-11-17,5060.0,5110.0,81470.0,6.9,-33048,0,4027
2005-11-18,5060.0,5270.0,114205.0,7.12,-69609,0,1639
2005-11-21,5390.0,5250.0,72027.0,7.09,-23967,0,-9033
2005-11-22,5170.0,5060.0,83507.0,6.83,-10743,0,-2920
2005-11-23,5070.0,5040.0,110982.0,6.8,-3563,0,-22080
2005-11-24,5030.0,5020.0,187349.0,6.78,-1633,0,1633
2005-11-25,5040.0,5000.0,78708.0,6.75,3079,0,-1129
2005-11-28,5000.0,5000.0,179959.0,6.75,53670,0,-51400
2005-11-29,4830.0,4830.0,122779.0,6.52,32038,0,-26928
2005-11-30,4755.0,4910.0,120768.0,6.63,-26896,0,22799
2005-12-01,4870.0,4865.0,92869.0,6.57,3748,0,-20829
2005-12-02,4930.0,4850.0,188159.0,6.55,27421,0,-29651
2005-12-05,4845.0,4855.0,119163.0,6.56,29500,-20000,7
2005-12-06,4795.0,4820.0,118244.0,6.51,18578,0,-2148
2005-12-07,4775.0,4860.0,245321.0,6.56,41554,0,-16554
2005-12-08,4860.0,4785.0,160765.0,6.46,8615,0,9974
2005-12-09,4750.0,4825.0,83149.0,6.51,-13699,0,13699
2005-12-12,4860.0,4820.0,50153.0,6.51,-4872,0,5513
2005-12-13,4800.0,4780.0,22550.0,6.45,-214,0,214
2005-12-14,4760.0,4795.0,43067.0,6.48,-3,0,3
2005-12-15,4795.0,4585.0,68359.0,6.19,5318,0,-5318
2005-12-16,4600.0,4420.0,60714.0,5.97,-6731,0,6731
2005-12-19,4415.0,4420.0,25065.0,5.97,99,0,-99
2005-12-20,4385.0,4700.0,86471.0,6.35,510,0,-510
2005-12-21,4700.0,4750.0,47650.0,6.41,4711,0,-4711
2005-12-22,4795.0,4650.0,23485.0,6.28,3427,0,-3427
2005-12-23,4220.0,4495.0,19784.0,6.07,-198,0,198
2005-12-26,4495.0,4505.0,21030.0,6.08,-2814,0,2814
2005-12-27,4455.0,4495.0,12640.0,6.07,-468,0,468
2005-12-28,4430.0,4500.0,5715.0,6.08,169,0,-169
2005-12-29,4500.0,4445.0,19175.0,6.0,-90,0,90
2006-01-02,4445.0,4400.0,14510.0,7.86,-2510,0,2510
2006-01-03,4355.0,4350.0,40304.0,7.77,0,0,0
2006-01-04,4370.0,4400.0,50655.0,7.86,-25,0,25
2006-01-05,4410.0,4350.0,54607.0,7.77,6,0,-6
2006-01-06,4295.0,4300.0,13686.0,7.68,-877,0,877
2006-01-09,4300.0,4240.0,18134.0,7.57,-198,0,198
2006-01-10,4220.0,4155.0,29208.0,7.42,-579,0,579
2006-01-11,4295.0,4220.0,11621.0,7.54,-405,0,405
2006-01-12,4200.0,4270.0,13132.0,7.63,-597,0,597
2006-01-13,4290.0,4235.0,21854.0,7.56,8318,0,-8318
2006-01-16,4235.0,4190.0,32960.0,7.48,-123,0,123
2006-01-17,4200.0,4170.0,20280.0,7.45,1267,0,-1267
2006-01-18,4125.0,3880.0,28820.0,6.93,-1026,0,1026
2006-01-19,4000.0,3945.0,46721.0,7.05,-10075,0,10075
2006-01-20,3945.0,3900.0,23674.0,6.97,-12016,0,466
2006-01-23,3500.0,3520.0,24186.0,6.29,-8577,0,-778
2006-01-24,3380.0,3990.0,89956.0,7.13,-50982,0,-1224
2006-01-25,3990.0,4070.0,38415.0,7.27,-5150,0,-218
2006-01-26,3970.0,4045.0,16697.0,7.23,-3694,0,3694
2006-01-27,3970.0,4155.0,20853.0,7.42,-2300,0,2300
2006-01-31,4150.0,4165.0,23488.0,7.44,-5945,0,5945
2006-02-01,4145.0,4125.0,335598.0,7.37,292577,0,8137
2006-02-02,4100.0,4040.0,22977.0,7.22,-4712,0,4712
2006-02-03,4045.0,4000.0,14825.0,7.14,1933,0,-1933
2006-02-06,3900.0,3960.0,5071.0,7.07,617,0,-617
2006-02-07,4040.0,4080.0,17219.0,7.29,-1343,0,1343
2006-02-08,4240.0,3970.0,11507.0,7.09,-2990,0,2990
2006-02-09,4180.0,4000.0,7389.0,7.14,-2104,0,2104
2006-02-10,4100.0,4185.0,26414.0,7.48,-6100,0,6100
2006-02-13,4230.0,4125.0,5952.0,7.37,-2300,0,2300
2006-02-14,4100.0,4100.0,18860.0,7.32,-9901,0,-99
2006-02-15,4125.0,4100.0,3885.0,7.32,200,0,-200
2006-02-16,4220.0,4150.0,16243.0,7.41,-5001,0,5001
2006-02-17,4150.0,4180.0,7535.0,7.47,-677,0,677
2006-02-20,4150.0,4080.0,2085.0,7.29,-500,0,500
2006-02-21,4100.0,4185.0,1721.0,7.48,-824,0,824
2006-02-22,4150.0,4220.0,28579.0,7.54,-27861,0,27861
2006-02-23,4135.0,4260.0,9552.0,7.61,-5103,0,5103
2006-02-24,4250.0,4270.0,243645.0,7.63,-1521,0,1521
2006-02-27,4350.0,4450.0,19985.0,7.95,-4401,0,4401
2006-02-28,4465.0,4615.0,49060.0,8.24,0,0,0
2006-03-02,4650.0,4610.0,47152.0,8.23,-43259,0,43259
2006-03-03,4610.0,4800.0,290368.0,8.57,-96125,0,96125
2006-03-06,4800.0,4970.0,205496.0,8.88,-39189,0,39189
2006-03-07,5000.0,4830.0,100922.0,8.63,-39500,14000,25500
2006-03-08,4860.0,4830.0,37428.0,8.63,-14403,0,14403
2006-03-09,4895.0,4800.0,58914.0,8.57,-14306,0,14306
2006-03-10,4820.0,4760.0,141104.0,8.5,-6524,0,6524
2006-03-13,4800.0,4780.0,16633.0,8.54,-10000,0,10000
2006-03-14,4900.0,4780.0,11239.0,8.54,-5124,0,5124
2006-03-15,4720.0,4795.0,15611.0,8.57,-7434,0,7434
2006-03-16,4750.0,4755.0,12658.0,8.49,-8000,0,8000
2006-03-17,4800.0,4800.0,20598.0,8.57,-9446,0,9446
2006-03-20,4850.0,4980.0,77931.0,8.89,-55000,0,55000
2006-03-21,5000.0,5210.0,262800.0,9.31,-28773,0,28773
2006-03-22,5200.0,5050.0,52937.0,9.02,-24801,0,24801
2006-03-23,5120.0,5110.0,86857.0,9.13,-28930,0,28930
2006-03-24,5080.0,5080.0,58905.0,9.07,-27354,0,27354
2006-03-27,5100.0,5050.0,48116.0,9.02,-32110,0,32110
2006-03-28,4980.0,5080.0,35583.0,9.07,-17300,0,17300
2006-03-29,5060.0,5160.0,69435.0,9.22,-15023,0,15023
2006-03-30,5240.0,5110.0,22918.0,9.13,0,0,0
2006-03-31,5040.0,5050.0,86159.0,9.02,-22700,0,22700
2006-04-03,5020.0,5100.0,31025.0,9.11,-5404,0,5404
2006-04-04,5130.0,5070.0,61122.0,9.06,-25000,0,25000
2006-04-05,5050.0,5110.0,34600.0,9.13,-13443,0,13443
2006-04-06,5110.0,5250.0,104029.0,9.38,-29981,0,29981
2006-04-07,5330.0,5230.0,37953.0,9.34,0,0,0
2006-04-10,5200.0,5050.0,31179.0,9.02,0,0,0
2006-04-11,5060.0,5070.0,48473.0,9.06,-16798,0,19222
2006-04-12,5070.0,5090.0,21647.0,9.09,-6502,0,8002
2006-04-13,5100.0,5130.0,33569.0,9.16,-9704,0,10000
2006-04-14,5050.0,5150.0,22199.0,9.2,-5200,0,6700
2006-04-17,5110.0,5120.0,10183.0,9.14,-2899,0,2899
2006-04-18,5070.0,5100.0,17724.0,9.11,-6377,0,6377
2006-04-19,5070.0,5100.0,30901.0,9.11,-7796,0,11500
2006-04-20,5100.0,5180.0,24800.0,9.25,-6167,0,6167
2006-04-21,5180.0,5120.0,35239.0,9.14,3000,0,0
2006-04-24,5120.0,5000.0,18804.0,8.93,0,0,0
2006-04-25,5000.0,4920.0,14237.0,8.79,0,0,0
2006-04-26,4950.0,4755.0,11711.0,8.49,0,0,0
2006-04-27,4800.0,4760.0,16573.0,8.5,8535,-8534,0
2006-04-28,4800.0,4730.0,17998.0,8.45,0,0,0
2006-05-02,4800.0,4800.0,6512.0,8.57,0,0,0
2006-05-03,4800.0,4760.0,6007.0,8.5,0,0,0
2006-05-04,4680.0,4555.0,13547.0,8.13,2,-2,0
2006-05-08,4650.0,4700.0,3060.0,8.39,0,0,0
2006-05-09,4685.0,4695.0,7397.0,8.38,0,0,0
2006-05-10,4800.0,4675.0,5802.0,8.35,0,0,0
2006-05-11,4700.0,4675.0,4157.0,8.35,0,0,0
2006-05-12,4675.0,4650.0,1860.0,8.31,0,0,0
2006-05-15,4640.0,4600.0,1911.0,8.22,0,0,0
2006-05-16,4600.0,4450.0,7314.0,7.95,0,0,0
2006-05-17,4360.0,4500.0,4503.0,8.04,0,0,0
2006-05-18,4550.0,4465.0,2085.0,7.98,0,0,0
2006-05-19,4665.0,4500.0,4454.0,8.04,0,0,0
2006-05-22,4590.0,4355.0,6510.0,7.78,0,0,0
2006-05-23,4300.0,4400.0,4619.0,7.86,0,0,0
2006-05-24,4400.0,4365.0,5519.0,7.8,0,0,0
2006-05-25,4365.0,4360.0,2796.0,7.79,0,0,0
2006-05-26,4400.0,4200.0,1516.0,7.5,0,0,0
2006-05-29,4400.0,4295.0,9717.0,7.67,0,0,0
2006-05-30,4410.0,4195.0,4932.0,7.49,0,0,0
2006-06-01,4290.0,4270.0,4364.0,7.63,0,0,0
2006-06-02,4390.0,4395.0,7941.0,7.85,-2365,0,2365
2006-06-05,4540.0,4745.0,16387.0,8.48,-6229,0,6229
2006-06-07,4560.0,4690.0,2794.0,8.38,-91,0,91
2006-06-08,4590.0,4190.0,70775.0,7.48,-161,0,161
2006-06-09,4500.0,4585.0,8632.0,8.19,-7260,0,7260
2006-06-12,4600.0,4960.0,193030.0,8.86,-124799,0,123949
2006-06-13,4710.0,4700.0,12598.0,8.39,-1489,0,1369
2006-06-14,4680.0,4680.0,8337.0,8.36,970,0,0
2006-06-15,4560.0,4560.0,20630.0,8.14,0,0,0
2006-06-16,4670.0,4560.0,9921.0,8.14,0,0,0
2006-06-19,4510.0,4400.0,5663.0,7.86,0,0,0
2006-06-20,4490.0,4325.0,5151.0,7.73,0,0,0
2006-06-21,4350.0,4185.0,12498.0,7.48,5464,-5464,0
2006-06-22,4260.0,4250.0,19653.0,7.59,0,0,0
2006-06-23,4300.0,4220.0,7696.0,7.54,0,0,0
2006-06-26,4220.0,4210.0,1781.0,7.52,0,0,0
2006-06-27,4230.0,4340.0,3493.0,7.75,0,0,0
2006-06-28,4340.0,4320.0,4907.0,7.72,0,0,0
2006-06-29,4410.0,4290.0,7049.0,7.66,0,0,0
2006-06-30,4300.0,4290.0,17766.0,7.66,0,0,0
2006-07-03,4310.0,4370.0,7877.0,7.81,-1960,0,1960
2006-07-04,4370.0,4415.0,2115.0,7.89,-530,0,530
2006-07-05,4390.0,4330.0,8222.0,7.73,-6537,0,1949
2006-07-06,4310.0,4270.0,5464.0,7.63,-1345,0,1345
2006-07-07,4270.0,4350.0,34620.0,7.77,-17154,885,8269
2006-07-10,4320.0,4435.0,2874.0,7.92,-708,0,708
2006-07-11,4535.0,4515.0,3404.0,8.06,-2972,2148,824
2006-07-12,4515.0,4390.0,425789.0,7.84,417840,2000,1159
2006-07-13,4260.0,4320.0,796.0,7.72,-108,0,108
2006-07-14,4320.0,4425.0,484.0,7.9,-120,0,120
2006-07-18,4590.0,4460.0,1174.0,7.97,-291,0,291
2006-07-19,4595.0,4445.0,1959.0,7.94,-508,0,508
2006-07-20,4335.0,4475.0,1479.0,7.99,-360,0,360
2006-07-21,4360.0,4470.0,3024.0,7.98,-1008,253,755
2006-07-24,4470.0,4390.0,8455.0,7.84,-2117,0,2117
2006-07-25,4580.0,4500.0,5385.0,8.04,-1329,0,1329
2006-07-26,4500.0,4515.0,7610.0,8.06,-939,0,939
2006-07-27,4360.0,4580.0,3014.0,8.18,-716,126,590
2006-07-28,4550.0,4500.0,5337.0,8.04,-1067,0,1067
2006-07-31,4500.0,4520.0,4238.0,8.07,-848,0,848
2006-08-01,4520.0,4530.0,165.0,8.09,-33,0,33
2006-08-02,4530.0,4460.0,6693.0,7.97,-1342,0,1342
2006-08-03,4525.0,4425.0,1197.0,7.9,-239,0,239
2006-08-04,4430.0,4500.0,3111.0,8.04,-622,0,622
2006-08-07,4515.0,4500.0,1266.0,8.04,-252,0,252
2006-08-08,4540.0,4440.0,1228.0,7.93,-245,0,245
2006-08-09,4495.0,4515.0,9594.0,8.06,-1905,0,1905
2006-08-10,4580.0,4520.0,188.0,8.07,-38,0,38
2006-08-11,4595.0,4565.0,3126.0,8.15,-597,0,597
2006-08-14,4590.0,4550.0,2155.0,8.13,-439,0,439
2006-08-16,4580.0,4375.0,4811.0,7.81,-596,0,596
2006-08-17,4535.0,4490.0,2358.0,8.02,-463,0,463
2006-08-18,4420.0,4420.0,2280.0,7.89,-460,0,460
2006-08-21,4475.0,4450.0,7689.0,7.95,-1538,0,1538
2006-08-22,4450.0,4470.0,4275.0,7.98,-855,0,855
2006-08-23,4475.0,4450.0,1900.0,7.95,-380,0,380
2006-08-24,4600.0,4460.0,3936.0,7.97,-755,0,755
2006-08-25,4450.0,4500.0,4205.0,8.04,-840,0,840
2006-08-28,4495.0,4485.0,4612.0,8.01,-926,0,926
2006-08-29,4475.0,4425.0,4511.0,7.9,-937,0,937
2006-08-30,4450.0,4430.0,2349.0,7.91,-430,0,430
2006-08-31,4420.0,4495.0,9411.0,8.03,-2602,800,1802
2006-09-01,4600.0,4500.0,8893.0,8.04,-1774,0,1774
2006-09-04,4430.0,4510.0,9367.0,8.06,-1869,0,1869
2006-09-05,4510.0,4630.0,8698.0,8.27,-1800,0,1800
2006-09-06,4650.0,4620.0,8236.0,8.25,0,0,0
2006-09-07,4570.0,4615.0,2517.0,8.24,-701,200,501
2006-09-08,4645.0,4655.0,5833.0,8.31,-1171,0,1171
2006-09-11,4660.0,4700.0,3520.0,8.39,-662,0,662
2006-09-12,4670.0,4705.0,6829.0,8.4,-417,0,417
2006-09-13,4745.0,4710.0,8579.0,8.41,-1689,0,1689
2006-09-14,4710.0,4815.0,5397.0,8.6,0,0,0
2006-09-15,4795.0,4835.0,1978.0,8.63,0,0,0
2006-09-18,4780.0,4830.0,4128.0,8.63,0,0,0
2006-09-19,4825.0,4710.0,4413.0,8.41,-605,0,605
2006-09-20,4730.0,4750.0,3403.0,8.48,-279,0,279
2006-09-21,4845.0,4745.0,282.0,8.48,0,0,0
2006-09-22,4780.0,4740.0,6323.0,8.47,-1228,0,1228
2006-09-25,4710.0,4610.0,1900.0,8.23,-380,0,380
2006-09-26,4630.0,4680.0,1444.0,8.36,-285,0,285
2006-09-27,4680.0,4650.0,1335.0,8.31,-267,0,267
2006-09-28,4650.0,4780.0,31079.0,8.54,-22338,0,338
2006-09-29,4830.0,4800.0,20338.0,8.57,-12500,0,0
2006-10-02,4800.0,4675.0,2167.0,8.35,-449,0,449
2006-10-04,4670.0,4755.0,530.0,8.49,-69,0,69
2006-10-09,4750.0,4500.0,4866.0,8.04,-971,0,971
2006-10-10,4600.0,4585.0,936.0,8.19,-187,0,187
2006-10-11,4520.0,4640.0,915.0,8.29,-183,0,183
2006-10-12,4695.0,4670.0,345.0,8.34,-69,0,69
2006-10-13,4670.0,4700.0,674.0,8.39,-135,0,135
2006-10-16,4710.0,4610.0,274.0,8.23,-50,0,50
2006-10-17,4600.0,4630.0,1783.0,8.27,-355,0,355
2006-10-18,4640.0,4600.0,4061.0,8.22,-812,0,812
2006-10-19,4625.0,4570.0,5405.0,8.16,-1088,0,1088
2006-10-20,4570.0,4600.0,5649.0,8.22,-1130,0,1130
2006-10-23,4600.0,4630.0,5547.0,8.27,-1097,0,1097
2006-10-24,4660.0,4615.0,5456.0,8.24,-1118,0,1118
2006-10-25,4640.0,4580.0,9962.0,8.18,-2043,0,2043
2006-10-26,4660.0,4585.0,5473.0,8.19,-1126,0,1126
2006-10-27,4650.0,4640.0,1420.0,8.29,-451,0,451
2006-10-30,4600.0,4630.0,8075.0,8.27,-2453,0,2453
2006-10-31,4650.0,4650.0,6966.0,8.31,-2129,0,2129
2006-11-01,4700.0,4685.0,3470.0,8.37,-1061,0,1061
2006-11-02,4690.0,4690.0,9394.0,8.38,-2777,0,2777
2006-11-03,4695.0,4700.0,8564.0,8.39,-1800,0,1800
2006-11-06,4705.0,4675.0,2227.0,8.35,0,0,0
2006-11-07,4610.0,4685.0,4548.0,8.37,0,0,0
2006-11-08,4695.0,4630.0,3639.0,8.27,-1092,0,1092
2006-11-09,4700.0,4680.0,5219.0,8.36,-1560,0,1560
2006-11-10,4700.0,4690.0,4238.0,8.38,-1209,0,1209
2006-11-13,4690.0,4750.0,17943.0,8.48,-1538,0,1538
2006-11-14,4785.0,4750.0,6768.0,8.48,-430,0,430
2006-11-15,4775.0,4700.0,10507.0,8.39,-3060,0,3060
2006-11-16,4750.0,4740.0,2090.0,8.47,0,0,0
2006-11-17,4765.0,4715.0,10196.0,8.42,-2859,0,2859
2006-11-20,4740.0,4850.0,24446.0,8.66,-7226,0,7226
2006-11-21,4870.0,4845.0,14971.0,8.65,-4471,0,4471
2006-11-22,4890.0,4850.0,14517.0,8.66,-4355,0,4355
2006-11-23,4930.0,4900.0,25745.0,8.75,-7322,0,7322
2006-11-24,4920.0,4925.0,11270.0,8.8,-2387,0,2387
2006-11-27,4915.0,4900.0,10131.0,8.75,-2999,0,2999
2006-11-28,4900.0,4880.0,1851.0,8.72,-585,0,585
2006-11-29,4910.0,4875.0,5854.0,8.71,-1666,0,1666
2006-11-30,4830.0,5060.0,57476.0,9.04,-16243,0,17243
2006-12-01,5150.0,5100.0,25813.0,9.11,2882,0,7521
2006-12-04,5160.0,5000.0,13120.0,8.93,-547,0,3936
2006-12-05,5030.0,5220.0,53995.0,9.32,-9777,0,2985
2006-12-06,5380.0,5120.0,35492.0,9.14,-7814,0,7714
2006-12-07,5160.0,5180.0,18791.0,9.25,0,0,0
2006-12-08,5200.0,5120.0,15897.0,9.14,3409,0,1889
2006-12-11,5180.0,5090.0,10161.0,9.09,-2179,0,3048
2006-12-12,5100.0,5150.0,33820.0,9.2,-3502,0,9935
2006-12-13,5100.0,5140.0,3407.0,9.18,-396,0,396
2006-12-14,5190.0,5130.0,20511.0,9.16,-1598,0,1598
2006-12-15,5130.0,5130.0,7335.0,9.16,-1130,250,880
2006-12-18,5100.0,5110.0,10430.0,9.13,-43,0,43
2006-12-19,5110.0,5100.0,14641.0,9.11,-703,560,143
2006-12-20,5070.0,4805.0,22417.0,8.58,0,0,0
2006-12-21,4820.0,4860.0,14451.0,8.68,-4330,0,4330
2006-12-22,4830.0,4975.0,6869.0,8.88,-2030,0,2030
2006-12-26,4970.0,4940.0,9496.0,8.82,-2848,0,2848
2006-12-27,4920.0,4960.0,10055.0,8.86,-2905,0,2905
2006-12-28,4940.0,5100.0,6541.0,9.11,-3069,1190,1879
2007-01-02,5100.0,5080.0,3227.0,8.84,-929,0,929
2007-01-03,4965.0,5040.0,4159.0,8.77,-1479,300,1179
2007-01-04,5070.0,4910.0,21112.0,8.54,-6273,0,6273
2007-01-05,4950.0,5150.0,66407.0,8.96,-17308,0,17308
2007-01-08,5100.0,5080.0,8371.0,8.84,-2511,0,2511
2007-01-09,5100.0,5050.0,7562.0,8.79,-2446,0,2446
2007-01-10,5000.0,5050.0,3690.0,8.79,-1107,0,1107
2007-01-11,5050.0,5050.0,7912.0,8.79,-2392,0,2392
2007-01-12,5050.0,5110.0,19067.0,8.89,-5503,0,5503
2007-01-15,5110.0,5050.0,20364.0,8.79,-6346,0,6346
2007-01-16,5050.0,5080.0,10679.0,8.84,-3204,0,3204
2007-01-17,5090.0,5170.0,29772.0,9.0,-1615,0,1615
2007-01-18,5170.0,5090.0,8150.0,8.86,-1014,0,1014
2007-01-19,5090.0,5050.0,9605.0,8.79,-2536,0,2536
2007-01-22,5050.0,5000.0,10194.0,8.7,-3024,0,3024
2007-01-23,4905.0,5000.0,8283.0,8.7,-2481,0,2481
2007-01-24,5050.0,5050.0,11268.0,8.79,-3256,0,3256
2007-01-25,5050.0,4950.0,25179.0,8.61,-7536,0,7536
2007-01-26,4950.0,5090.0,15249.0,8.86,-4190,0,4190
2007-01-29,5070.0,5090.0,13469.0,8.86,-3358,0,3358
2007-01-30,5070.0,5100.0,7333.0,8.88,0,0,0
2007-01-31,5080.0,5090.0,25759.0,8.86,-6807,0,6807
2007-02-01,5060.0,5100.0,8326.0,8.88,-2434,0,2434
2007-02-02,5090.0,5100.0,18893.0,8.88,-4491,0,4491
2007-02-05,5070.0,5050.0,11772.0,8.79,-3509,0,3509
2007-02-06,5060.0,5090.0,29114.0,8.86,-7823,0,7823
2007-02-07,5120.0,5200.0,56410.0,9.05,4394,0,-5360
2007-02-08,5130.0,5320.0,147785.0,9.26,6834,0,1166
2007-02-09,5280.0,5120.0,33829.0,8.91,-300,0,300
2007-02-12,5120.0,5080.0,22222.0,8.84,-6962,0,6963
2007-02-13,5090.0,5300.0,77628.0,9.22,-29903,0,29903
2007-02-14,5300.0,5250.0,51288.0,9.14,-3587,700,11834
2007-02-15,5250.0,5320.0,42437.0,9.26,-10702,0,16755
2007-02-16,5320.0,5320.0,9099.0,9.26,-1000,0,1000
2007-02-20,5290.0,5390.0,39173.0,9.38,-8516,0,8516
2007-02-21,5400.0,5450.0,38447.0,9.48,-6725,0,6725
2007-02-22,5540.0,5400.0,26153.0,9.4,-3295,0,4260
2007-02-23,5440.0,5500.0,18808.0,9.57,-270,0,270
2007-02-26,5400.0,5300.0,28366.0,9.22,0,0,0
2007-02-27,5250.0,5300.0,11863.0,9.22,0,0,0
2007-02-28,5010.0,5080.0,21161.0,8.84,0,0,0
2007-03-02,5160.0,5100.0,13427.0,8.88,0,0,0
2007-03-05,4965.0,5000.0,29445.0,8.7,0,0,0
2007-03-06,4980.0,5000.0,7650.0,8.7,0,0,0
2007-03-07,5000.0,5000.0,11993.0,8.7,0,0,0
2007-03-08,4950.0,5020.0,4098.0,8.74,0,0,0
2007-03-09,4980.0,4960.0,17146.0,8.63,0,0,0
2007-03-12,4960.0,4860.0,20469.0,8.46,0,0,0
2007-03-13,5000.0,4895.0,5915.0,8.52,0,0,0
2007-03-14,4890.0,4810.0,14738.0,8.37,0,0,0
2007-03-15,4830.0,4910.0,6835.0,8.54,0,0,0
2007-03-16,4930.0,4900.0,231968.0,8.53,0,0,0
2007-03-19,4900.0,4930.0,6577.0,8.58,0,0,0
2007-03-20,4930.0,4940.0,12709.0,8.6,-5,0,5
2007-03-21,4980.0,4965.0,7024.0,8.64,-95,0,95
2007-03-22,4970.0,4850.0,17183.0,8.44,400,0,-400
2007-03-23,4900.0,4865.0,3401.0,8.47,277,0,-277
2007-03-26,4875.0,4810.0,13243.0,8.37,423,0,-423
2007-03-27,4625.0,4735.0,12236.0,8.24,-280,0,280
2007-03-28,4790.0,4740.0,7415.0,8.25,0,0,0
2007-03-29,4705.0,4760.0,5513.0,8.28,0,0,0
2007-03-30,4790.0,4850.0,242708.0,8.44,-5000,5000,0
2007-04-02,4850.0,4830.0,3045.0,8.4,-100,0,100
2007-04-03,4830.0,4770.0,10605.0,8.3,0,0,0
2007-04-04,4795.0,4765.0,15078.0,8.29,0,0,0
2007-04-05,4800.0,4755.0,5455.0,8.27,0,0,0
2007-04-06,4740.0,4715.0,8457.0,8.2,0,0,0
2007-04-09,4650.0,4800.0,20943.0,8.35,0,0,0
2007-04-10,4800.0,4785.0,10317.0,8.33,1840,0,4660
2007-04-11,4825.0,4870.0,10474.0,8.47,0,0,0
2007-04-12,4850.0,4880.0,3510.0,8.49,0,0,0
2007-04-13,4880.0,4800.0,13013.0,8.35,0,0,0
2007-04-16,4740.0,4825.0,20462.0,8.4,-1000,1000,0
2007-04-17,4825.0,4870.0,7258.0,8.47,0,0,0
2007-04-18,4845.0,4905.0,11485.0,8.54,-2000,2000,0
2007-04-19,4920.0,4870.0,5173.0,8.47,0,0,0
2007-04-20,4870.0,4900.0,8992.0,8.53,-3000,3000,0
2007-04-23,4850.0,4905.0,18253.0,8.54,50,0,-50
