Symbol,LG상사_시가(원),LG상사_종가(원),LG상사_거래량(주),LG상사_PER(IFRS-연결),LG상사_순매수수량(개인)(주),LG상사_순매수수량(기관계)(주),LG상사_순매수수량(외국인계)(주)
2008-09-04,23250.0,23350.0,210885.0,18.89,-57011,-13909,74040
2008-09-05,22900.0,23300.0,157485.0,18.85,-38026,36456,-680
2008-09-08,23500.0,23350.0,274882.0,18.89,58838,-51788,-3350
2008-09-09,23350.0,22600.0,169254.0,18.29,19245,-55782,40110
2008-09-10,22400.0,22950.0,121516.0,18.57,-26845,-15018,37210
2008-09-11,22700.0,22000.0,251648.0,17.8,54568,-119866,65770
2008-09-12,22300.0,23250.0,234922.0,18.81,-91049,-21201,110110
2008-09-16,21500.0,22000.0,306031.0,17.8,-45164,117324,-79800
2008-09-17,22500.0,23200.0,254232.0,18.77,-99544,14774,64180
2008-09-18,22900.0,23100.0,170756.0,18.69,-47784,54554,-2270
2008-09-19,23500.0,23600.0,314830.0,19.1,-28619,21129,14100
2008-09-22,23950.0,23800.0,245165.0,19.26,-36841,-8929,41680
2008-09-23,23600.0,23750.0,146093.0,19.22,5195,-12595,8430
2008-09-24,23900.0,23600.0,239757.0,19.1,67684,-84424,13950
2008-09-25,23700.0,24200.0,372948.0,19.58,21511,-47645,16050
2008-09-26,23950.0,23900.0,163292.0,19.34,-35473,18853,16670
2008-09-29,24250.0,24400.0,411794.0,19.74,-12752,-17928,28910
2008-09-30,23200.0,24600.0,212939.0,19.9,-49160,20620,25590
2008-10-01,24950.0,24900.0,199205.0,20.15,4713,3187,-8030
2008-10-02,24950.0,24700.0,144897.0,19.99,-7052,15092,-14610
2008-10-06,24250.0,24000.0,183124.0,19.42,-27963,1823,33510
2008-10-07,23850.0,23750.0,190732.0,19.22,-40400,6750,34080
2008-10-08,23200.0,21900.0,189771.0,17.72,-25828,41948,-12470
2008-10-09,21900.0,21600.0,246538.0,17.48,-8806,-7114,14530
2008-10-10,20700.0,20000.0,334584.0,16.18,3892,14808,-8610
2008-10-13,20600.0,21000.0,269628.0,16.99,604,-84004,84940
2008-10-14,21800.0,21950.0,291056.0,17.76,33397,-95947,57440
2008-10-15,21500.0,22700.0,300256.0,18.37,-60921,-73968,154210
2008-10-16,21800.0,21400.0,210719.0,17.32,-88307,5827,83200
2008-10-17,22100.0,21400.0,211747.0,17.32,5671,-12488,14718
2008-10-20,21900.0,21950.0,195351.0,17.76,-54891,-8450,68820
2008-10-21,22500.0,21950.0,125161.0,17.76,-12819,-32421,38690
2008-10-22,22100.0,18700.0,412072.0,15.13,131933,-151293,10240
2008-10-23,16950.0,15900.0,450279.0,12.87,-112285,57075,58260
2008-10-24,15500.0,13550.0,459657.0,10.96,-100089,-4691,124090
2008-10-27,13550.0,11850.0,532777.0,9.59,25990,-19870,-250
2008-10-28,10900.0,13050.0,1169221.0,10.56,-63318,-8382,36680
2008-10-29,13800.0,11100.0,1213852.0,8.98,263869,-224900,-42150
2008-10-30,12050.0,12750.0,787715.0,10.32,116037,-169937,53840
2008-10-31,12850.0,14400.0,1269901.0,11.65,-33709,-152161,209990
2008-11-03,14000.0,13650.0,1391029.0,11.04,320155,-281505,22540
2008-11-04,13950.0,14250.0,843679.0,11.53,20740,-56680,51520
2008-11-05,15100.0,16150.0,1428492.0,13.07,-120902,58262,19080
2008-11-06,15150.0,14550.0,568004.0,11.77,-162212,150802,-9860
2008-11-07,13800.0,15550.0,705269.0,12.58,-85639,174609,-88450
2008-11-10,15750.0,15650.0,596846.0,12.66,71731,-55760,-16331
2008-11-11,15200.0,15550.0,312504.0,12.58,-106966,40366,65710
2008-11-12,14950.0,14700.0,325889.0,11.89,35129,-30459,-11090
2008-11-13,13750.0,14700.0,361838.0,11.89,-85914,-5399,81940
2008-11-14,15800.0,14700.0,370267.0,11.89,32330,-27790,16840
2008-11-17,14500.0,14250.0,313513.0,11.53,50581,-77331,19290
2008-11-18,13850.0,12500.0,446164.0,10.11,164698,-149188,-2910
2008-11-19,12500.0,11650.0,368578.0,9.43,82526,-42726,-31680
2008-11-20,10700.0,10000.0,710399.0,8.09,99094,-83604,-17330
2008-11-21,9600.0,11300.0,495992.0,9.14,-63810,5860,55850
2008-11-24,11500.0,11000.0,518112.0,8.9,124561,-98521,-25700
2008-11-25,11800.0,11300.0,549306.0,9.14,84597,-11407,-73700
2008-11-26,11400.0,11800.0,386481.0,9.55,-32337,11997,4110
2008-11-27,12450.0,13050.0,672185.0,10.56,-154960,125150,-13200
2008-11-28,13050.0,13500.0,423146.0,10.92,-144382,134852,-29830
2008-12-01,13400.0,12550.0,433601.0,10.15,166358,-132358,-33820
2008-12-02,11750.0,11700.0,350598.0,9.47,10418,-24463,13020
2008-12-03,12100.0,11450.0,491188.0,9.26,181871,-86231,-126640
2008-12-04,11800.0,12100.0,456953.0,9.79,-145278,102478,26340
2008-12-05,12100.0,12200.0,225687.0,9.87,-29542,35022,-6240
2008-12-08,12450.0,13900.0,653515.0,11.25,-114276,60556,-7620
2008-12-09,13800.0,13300.0,560026.0,10.76,28784,13766,-25960
2008-12-10,13300.0,14300.0,717437.0,11.57,-116100,-19420,144170
2008-12-11,14300.0,14050.0,518006.0,11.37,76515,-55345,-27510
2008-12-12,13800.0,13550.0,443691.0,10.96,61990,-44120,-4230
2008-12-15,13900.0,14150.0,345840.0,11.45,37102,-41762,860
2008-12-16,14150.0,14250.0,316959.0,11.53,14868,-31208,12210
2008-12-17,14600.0,13700.0,591591.0,11.08,179745,-121545,-16100
2008-12-18,13700.0,13400.0,412840.0,10.84,88876,-48596,3670
2008-12-19,13300.0,13350.0,475863.0,10.8,108054,-48314,16010
2008-12-22,13550.0,14450.0,994928.0,11.69,-213748,137638,53750
2008-12-23,14400.0,15000.0,1221901.0,12.14,-223786,188266,-1440
2008-12-24,14750.0,15000.0,573712.0,12.14,-155946,166226,-27630
2008-12-26,14950.0,14450.0,388683.0,11.69,-124020,125620,-23850
2008-12-29,14400.0,14650.0,207224.0,11.85,-50782,42952,-6670
2008-12-30,14550.0,14600.0,458492.0,11.81,-135048,85578,23450
2009-01-02,14900.0,15850.0,333667.0,14.32,-171129,103229,3940
2009-01-05,16250.0,17000.0,464156.0,15.36,-96157,100537,-13150
2009-01-06,16900.0,16400.0,464338.0,14.82,68352,-38982,-52730
2009-01-07,16350.0,16800.0,330797.0,15.18,-28874,10906,16748
2009-01-08,16500.0,16300.0,204796.0,14.73,2522,918,-14090
2009-01-09,16400.0,17150.0,522883.0,15.5,-19795,1017,26210
2009-01-12,17250.0,16950.0,303141.0,15.31,33783,-54321,9070
2009-01-13,17100.0,16500.0,563287.0,14.91,118106,-54016,960
2009-01-14,16500.0,17500.0,682636.0,15.81,-119497,41177,22990
2009-01-15,16900.0,16500.0,758567.0,14.91,-90903,98783,-20260
2009-01-16,16800.0,17450.0,557858.0,15.77,-126270,103560,-12880
2009-01-19,17500.0,17200.0,527392.0,15.54,-5649,-11005,21154
2009-01-20,17100.0,17100.0,412070.0,15.45,14318,-33408,-13980
2009-01-21,16500.0,18000.0,806819.0,16.26,-186806,155016,-16750
2009-01-22,18400.0,18800.0,629585.0,16.99,-67741,80801,-16310
2009-01-23,18550.0,18300.0,260248.0,16.53,-41806,27416,21100
2009-01-28,19000.0,18650.0,484701.0,16.85,54599,105754,-128973
2009-01-29,18700.0,19000.0,342559.0,17.17,-108170,46760,15150
2009-01-30,18900.0,18300.0,532832.0,16.53,104849,-75059,-20270
2009-02-02,18200.0,17500.0,208384.0,15.81,53348,-70658,13110
2009-02-03,17650.0,18300.0,291239.0,16.53,-20792,-52808,24740
2009-02-04,18500.0,18400.0,385703.0,16.62,20815,-38555,-5440
2009-02-05,18050.0,17500.0,437742.0,15.81,155862,-150382,-1360
2009-02-06,17850.0,17000.0,860681.0,15.36,370022,-372572,-5630
2009-02-09,17250.0,16800.0,440635.0,15.18,182629,-200804,3950
2009-02-10,17000.0,17550.0,388261.0,15.86,-55827,19234,11270
2009-02-11,17100.0,17300.0,240595.0,15.63,47167,-63847,480
2009-02-12,17300.0,17300.0,532840.0,15.63,83293,-81663,30
2009-02-13,17300.0,17600.0,296863.0,15.9,-47216,68066,-25900
2009-02-16,17400.0,17850.0,349059.0,16.13,-98804,117504,-11490
2009-02-17,17700.0,16600.0,315391.0,15.0,-14988,-2632,-13430
2009-02-18,16550.0,16950.0,684595.0,15.31,72763,-28803,-4500
2009-02-19,17550.0,17100.0,428061.0,15.45,60133,-64404,-5700
2009-02-20,16900.0,16100.0,265273.0,14.55,-19370,-1590,-4280
2009-02-23,15900.0,16750.0,350223.0,15.13,-70758,72308,900
2009-02-24,15850.0,15800.0,180692.0,14.28,42042,-17292,430
2009-02-25,16350.0,15100.0,313560.0,13.64,49589,-56832,-14250
2009-02-26,15100.0,15550.0,328254.0,14.05,-80052,68450,8185
2009-02-27,15400.0,15650.0,256636.0,14.14,-32196,-3224,6870
2009-03-02,15500.0,15850.0,223729.0,14.32,-14448,38828,-32400
2009-03-03,15150.0,15800.0,201639.0,14.28,-927,3494,-24620
2009-03-04,15700.0,16900.0,767934.0,15.27,-14561,160811,-152850
2009-03-05,17050.0,16650.0,423085.0,15.04,-12018,21326,-21368
2009-03-06,16300.0,16500.0,273882.0,14.91,-13740,36960,9310
2009-03-09,17000.0,17350.0,257691.0,15.68,-40038,18678,10510
2009-03-10,17200.0,18000.0,384976.0,16.26,-116601,77441,13710
2009-03-11,18400.0,18500.0,381846.0,16.71,-143421,59951,85160
2009-03-12,18500.0,18200.0,350749.0,16.44,-26238,17148,-3560
2009-03-13,18500.0,18500.0,288219.0,16.71,-61549,53499,-180
2009-03-16,18350.0,18000.0,278451.0,16.26,22466,-35876,-1150
2009-03-17,18000.0,18000.0,387114.0,16.26,115020,-118400,10850
2009-03-18,18300.0,18600.0,391860.0,16.81,-80870,38300,47060
2009-03-19,18700.0,19200.0,372314.0,17.35,-127143,68853,9100
2009-03-20,19500.0,19650.0,347661.0,17.75,-32321,22221,420
2009-03-23,19650.0,19600.0,299516.0,17.71,-16840,16760,6250
2009-03-24,19850.0,20000.0,428770.0,18.07,26832,-34672,20990
2009-03-25,19650.0,20200.0,205397.0,18.25,-62198,-21162,8790
2009-03-26,19900.0,19350.0,421705.0,17.48,150844,-88884,-35310
2009-03-27,19400.0,19150.0,321000.0,17.3,2083,-22413,35160
2009-03-30,19050.0,18500.0,173199.0,16.71,-1779,-35521,36790
2009-03-31,18750.0,18750.0,289684.0,16.94,5924,-15504,11730
2009-04-01,18900.0,19200.0,187175.0,17.35,-5984,-176,15130
2009-04-02,19500.0,19750.0,1004392.0,17.84,-16286,-710644,730270
2009-04-03,21300.0,20150.0,1824613.0,18.21,496352,-66702,-461220
2009-04-06,20250.0,19800.0,882565.0,17.89,329079,-124539,-198750
2009-04-07,19900.0,19500.0,556393.0,17.62,185713,-148283,2220
2009-04-08,19400.0,19550.0,463990.0,17.66,25996,-52686,58560
2009-04-09,19850.0,20000.0,944753.0,18.07,200941,-189471,40000
2009-04-10,20550.0,20300.0,880012.0,18.34,204512,-142812,-6890
2009-04-13,20500.0,20850.0,774025.0,18.84,58979,-70529,22710
2009-04-14,20750.0,20300.0,795963.0,18.34,201285,-33642,-152983
2009-04-15,20050.0,19100.0,1184536.0,17.26,435753,-340003,-69960
2009-04-16,19450.0,19100.0,898603.0,17.26,148308,-55498,7300
2009-04-17,19250.0,18700.0,818079.0,16.9,275072,-249322,2270
2009-04-20,18900.0,19000.0,1037174.0,17.17,224501,-155821,5750
2009-04-21,18400.0,18850.0,663637.0,17.03,-45540,10100,10150
2009-04-22,19200.0,19400.0,731977.0,17.53,43123,-121113,77510
2009-04-23,19400.0,19200.0,567102.0,17.35,83564,-74134,-10650
2009-04-24,19150.0,18900.0,459445.0,17.08,65219,-59309,4030
2009-04-27,19000.0,19400.0,804857.0,17.53,-119227,69897,3690
2009-04-28,19650.0,18450.0,733448.0,16.67,9730,32010,-2830
2009-04-29,18750.0,19000.0,392434.0,17.17,-42258,34258,2230
2009-04-30,19500.0,20600.0,1533696.0,18.61,-631295,419510,144810
2009-05-04,21200.0,21000.0,813638.0,18.97,-171773,125421,58210
2009-05-06,21100.0,21100.0,856668.0,19.06,111720,-35460,-76210
2009-05-07,21400.0,20950.0,697049.0,18.93,70020,-10700,-33240
2009-05-08,21550.0,22500.0,1736370.0,20.33,-569358,430758,74070
2009-05-11,23000.0,22550.0,823590.0,20.37,501,67959,-51740
2009-05-12,22150.0,22000.0,465476.0,19.88,-5403,-847,17050
2009-05-13,22500.0,22200.0,644221.0,20.06,-75176,160456,-86780
2009-05-14,21900.0,21050.0,675433.0,19.02,181712,-192762,2750
2009-05-15,21400.0,22500.0,935486.0,20.33,-267730,213386,23720
2009-05-18,22400.0,23450.0,886502.0,21.19,-156542,227115,-118480
2009-05-19,23500.0,24000.0,982820.0,21.68,-454288,428029,-27880
2009-05-20,23950.0,24050.0,398104.0,21.73,-43690,12580,-24120
2009-05-21,23950.0,24500.0,693730.0,22.14,-233395,243065,180
2009-05-22,24450.0,25600.0,1044291.0,23.13,-319753,253413,70030
2009-05-25,25150.0,25900.0,1269388.0,23.4,-235990,-29410,257540
2009-05-26,26200.0,27100.0,985112.0,24.49,-305469,69249,186260
2009-05-27,27700.0,28000.0,1369188.0,25.3,-315594,-98466,445780
2009-05-28,27450.0,26700.0,786581.0,24.12,54641,-129381,5160
2009-05-29,27400.0,27500.0,419373.0,24.85,-52920,62130,-15570
2009-06-01,27000.0,27400.0,418154.0,24.76,-24821,-3489,16910
2009-06-02,28150.0,27850.0,555405.0,25.16,-23378,21438,74610
2009-06-03,28200.0,26850.0,580849.0,24.26,170883,-173337,2110
2009-06-04,26700.0,25300.0,364096.0,22.86,112070,-102220,-1010
2009-06-05,26100.0,25900.0,388247.0,23.4,16061,-53101,42780
2009-06-08,26000.0,27600.0,600033.0,24.94,-45995,885,27460
2009-06-09,27850.0,26450.0,474997.0,23.9,66436,-22596,-14830
2009-06-10,26900.0,27300.0,537690.0,24.67,-19368,18729,1820
2009-06-11,27550.0,26650.0,641310.0,24.08,69337,-85017,5530
2009-06-12,27000.0,26600.0,599348.0,24.03,203865,-153055,-46510
2009-06-15,26300.0,25850.0,352552.0,23.36,88155,-129925,51990
2009-06-16,25300.0,24900.0,633184.0,22.5,185550,-288450,85890
2009-06-17,24800.0,25500.0,480521.0,23.04,-22669,118064,-117402
2009-06-18,25500.0,26100.0,430118.0,23.58,-174909,188379,-880
2009-06-19,26450.0,26000.0,415463.0,23.49,54874,93496,-130310
2009-06-22,25600.0,25150.0,325677.0,22.72,168372,-63182,-126580
2009-06-23,24400.0,23900.0,589199.0,21.59,100851,-28267,-101960
2009-06-24,23900.0,24600.0,282956.0,22.23,-103722,119632,-20260
2009-06-25,24500.0,24850.0,386979.0,22.45,25364,40346,-75260
2009-06-26,24850.0,24300.0,313498.0,21.96,82190,-410,-60680
2009-06-29,24300.0,24350.0,230004.0,22.0,-10380,107980,-100400
2009-06-30,24800.0,25000.0,296775.0,22.59,-89056,142556,-49240
2009-07-01,25200.0,26200.0,504641.0,23.67,-141460,119950,4150
2009-07-02,26400.0,26400.0,366956.0,23.85,-43284,42184,-23160
2009-07-03,25800.0,26400.0,240480.0,23.85,-16290,42790,-9220
2009-07-06,26650.0,26950.0,340302.0,24.35,-6693,9993,-9620
2009-07-07,27050.0,26250.0,302847.0,23.72,51391,-36731,-12960
2009-07-08,25900.0,25950.0,190976.0,23.45,7058,2052,-15250
2009-07-09,26300.0,25800.0,208295.0,23.31,-12215,-18865,13320
2009-07-10,25750.0,26100.0,181089.0,23.58,-6826,-574,4820
2009-07-13,26200.0,24400.0,265055.0,22.05,55151,-34071,-11020
2009-07-14,24600.0,23300.0,582190.0,21.05,204835,-65835,-85500
2009-07-15,23500.0,23800.0,421673.0,21.5,85376,-103671,37540
2009-07-16,24200.0,24900.0,307192.0,22.5,-89931,89551,1950
2009-07-17,24800.0,25050.0,398759.0,22.63,-44627,-56879,112817
2009-07-20,25100.0,26450.0,582077.0,23.9,-288231,16761,264380
2009-07-21,26500.0,26800.0,526479.0,24.21,-114269,14249,103710
2009-07-22,26900.0,26450.0,264382.0,23.9,-1924,-103938,85660
2009-07-23,26450.0,26250.0,197819.0,23.72,-31486,-35044,68330
2009-07-24,26550.0,26850.0,393556.0,24.26,-88385,14155,94470
2009-07-27,26900.0,26700.0,255948.0,24.12,-4893,-31047,36090
2009-07-28,26600.0,26950.0,217703.0,24.35,-65130,64560,-150
2009-07-29,27000.0,25950.0,271859.0,23.45,74595,-84455,8570
2009-07-30,25600.0,25400.0,260901.0,22.95,73032,-71522,4040
2009-07-31,25650.0,26050.0,299227.0,23.54,-33080,8506,27730
2009-08-03,26600.0,26700.0,574087.0,24.12,20857,10913,-2890
2009-08-04,27150.0,28000.0,923821.0,25.3,-208679,70979,133950
2009-08-05,29000.0,28000.0,898453.0,25.3,160685,-109355,-13280
2009-08-06,27950.0,28700.0,377566.0,25.93,-109967,92301,3150
2009-08-07,28550.0,29450.0,492430.0,26.61,-106815,106835,2270
2009-08-10,29500.0,29100.0,321041.0,26.29,20220,-8070,-4030
2009-08-11,28900.0,27850.0,507834.0,25.16,222580,-216320,14370
2009-08-12,27800.0,28000.0,331516.0,25.3,93423,-87573,30200
2009-08-13,28400.0,27900.0,475642.0,25.21,92616,-103436,35100
2009-08-14,28150.0,28100.0,383763.0,25.39,59082,-100522,42480
2009-08-17,27750.0,26500.0,417417.0,23.94,135758,-116271,-9857
2009-08-18,26000.0,25900.0,392325.0,23.4,76667,-109631,40120
2009-08-19,26400.0,27300.0,546867.0,24.67,-54364,1904,45820
2009-08-20,27750.0,27450.0,229498.0,24.8,-7402,13632,-24100
2009-08-21,27500.0,26500.0,470817.0,23.94,193786,-161738,9012
2009-08-24,26750.0,26850.0,337443.0,24.26,-12506,18086,-870
2009-08-25,26800.0,28050.0,528665.0,25.34,-152533,117948,22170
2009-08-26,28500.0,28300.0,432729.0,25.57,-55861,63599,-5608
2009-08-27,28100.0,27250.0,337874.0,24.62,53669,-42179,-2460
2009-08-28,27450.0,26950.0,352172.0,24.35,137734,-125404,-5550
2009-08-31,27200.0,26150.0,369010.0,23.63,149703,-153243,3170
2009-09-01,26050.0,27150.0,364046.0,24.53,-61200,19820,57060
2009-09-02,26600.0,26700.0,370819.0,24.12,19219,37334,-30530
2009-09-03,26600.0,25850.0,356499.0,23.36,149883,-104433,-41620
2009-09-04,26150.0,25850.0,238562.0,23.36,30415,3935,9790
2009-09-07,26200.0,27400.0,404840.0,24.76,-173417,162717,1220
2009-09-08,27700.0,28550.0,742199.0,25.8,-331809,351801,-35032
2009-09-09,28800.0,29000.0,818427.0,26.2,-316557,372227,-44330
2009-09-10,28950.0,29100.0,375471.0,26.29,-39349,28029,-12020
2009-09-11,29050.0,28450.0,290610.0,25.7,50535,-9355,-48050
2009-09-14,28050.0,28000.0,171738.0,25.3,-9435,5,2590
2009-09-15,28150.0,28350.0,213588.0,25.61,46346,-44016,-450
2009-09-16,28350.0,28950.0,582723.0,26.16,-150581,126271,22210
2009-09-17,29350.0,29200.0,530828.0,26.38,-39370,16865,29440
2009-09-18,29250.0,30250.0,1039286.0,27.33,-9,-301031,305040
2009-09-21,30250.0,29700.0,407124.0,26.83,65792,-93152,-1920
2009-09-22,29950.0,31250.0,754086.0,28.23,-312240,274610,5780
2009-09-23,31300.0,31000.0,584704.0,28.01,80350,57810,-167050
2009-09-24,31100.0,31900.0,534820.0,28.82,-192947,86357,52580
2009-09-25,32000.0,31900.0,411939.0,28.82,-114148,95698,7810
2009-09-28,31800.0,30700.0,298261.0,27.74,52951,-37671,-3670
2009-09-29,30850.0,31700.0,422516.0,28.64,-129019,113294,3620
2009-09-30,31400.0,31600.0,394538.0,28.55,-134874,99438,33480
2009-10-01,32000.0,29850.0,327229.0,26.97,41848,-16257,-7780
2009-10-05,29500.0,28450.0,251968.0,25.7,-4326,-10084,17940
2009-10-06,29100.0,29300.0,439809.0,26.47,-37678,4122,30200
2009-10-07,29950.0,29900.0,293496.0,27.01,-68572,34462,10370
2009-10-08,30800.0,30700.0,259136.0,27.74,-5072,-10458,-5020
2009-10-09,30400.0,30500.0,482234.0,27.56,18493,33677,-23530
2009-10-12,30750.0,28900.0,497006.0,26.11,198030,-116560,-82200
2009-10-13,29150.0,29450.0,427088.0,26.61,-6501,-3939,41100
2009-10-14,29450.0,30000.0,247495.0,27.11,-63871,37311,15560
2009-10-15,30300.0,30550.0,459986.0,27.6,-79896,15731,19330
2009-10-16,31050.0,31200.0,420297.0,28.19,-122044,82834,31150
2009-10-19,31200.0,31600.0,244300.0,28.55,-35383,19513,800
2009-10-20,31700.0,32000.0,284347.0,28.91,-56730,44810,4130
2009-10-21,31600.0,31650.0,176744.0,28.6,79,12278,-9210
2009-10-22,31700.0,31700.0,497727.0,28.64,44356,-134514,56198
2009-10-23,31800.0,31650.0,156999.0,28.6,18192,-20395,-3070
2009-10-26,31550.0,30950.0,231991.0,27.96,23234,-35254,9490
2009-10-27,30500.0,31250.0,177465.0,28.23,19594,-29294,6580
2009-10-28,30950.0,30400.0,185885.0,27.47,12880,-2600,5170
2009-10-29,29750.0,30200.0,217851.0,27.29,-69140,73990,-19440
2009-10-30,30900.0,29600.0,254797.0,26.74,110755,-42315,-50250
2009-11-02,28600.0,28100.0,511943.0,25.39,140304,-87784,-74920
2009-11-03,28300.0,27600.0,326367.0,24.94,41654,-35524,-22960
2009-11-04,27900.0,28450.0,333992.0,25.7,-55933,56283,-9430
2009-11-05,28450.0,28300.0,229869.0,25.57,24353,-6553,-6960
2009-11-06,28700.0,28950.0,234262.0,26.16,-67162,55350,-3668
2009-11-09,29200.0,29200.0,111944.0,26.38,-30725,42185,-1660
2009-11-10,29450.0,29400.0,144121.0,26.56,-335,5467,-6522
2009-11-11,29700.0,29200.0,115920.0,26.38,18067,8213,-26110
2009-11-12,29250.0,29000.0,144010.0,26.2,-6888,9778,-4300
2009-11-13,29000.0,29000.0,139837.0,26.2,-7893,26383,-17360
2009-11-16,29000.0,29250.0,100954.0,26.43,-10208,32638,-17800
2009-11-17,29150.0,30400.0,376377.0,27.47,-121262,115902,2190
2009-11-18,30450.0,31000.0,307231.0,28.01,-59989,73359,-27120
2009-11-19,30700.0,30900.0,128067.0,27.92,22285,2235,-15570
2009-11-20,30500.0,30500.0,116846.0,27.56,35309,-39239,-760
2009-11-23,30200.0,29450.0,418498.0,26.61,139066,-35316,-98490
2009-11-24,29650.0,29250.0,343553.0,26.43,46480,-78860,46290
2009-11-25,29250.0,28850.0,317394.0,26.07,98990,-83550,-8550
2009-11-26,28700.0,28800.0,139324.0,26.02,-21514,12464,11920
2009-11-27,28300.0,27700.0,374744.0,25.03,19654,35806,-72690
2009-11-30,28000.0,29600.0,440639.0,26.74,-51967,64097,-9830
2009-12-01,28900.0,28450.0,399607.0,25.7,136361,-103711,-32730
2009-12-02,28500.0,28050.0,619349.0,25.34,210866,-137056,-33060
2009-12-03,28250.0,28150.0,709273.0,25.43,-22188,71328,-39620
2009-12-04,28150.0,27850.0,710630.0,25.16,172969,-7489,-155570
2009-12-07,28000.0,28400.0,574949.0,25.66,31658,-54526,21760
2009-12-08,28250.0,27650.0,419093.0,24.98,156000,-18741,-134759
2009-12-09,27700.0,29100.0,786012.0,26.29,-336599,281379,23210
2009-12-10,29100.0,29100.0,447211.0,26.29,-34862,43602,-10630
2009-12-11,29250.0,29300.0,381382.0,26.47,-48492,71602,-19600
2009-12-14,29500.0,29250.0,193522.0,26.43,11143,-9883,-230
2009-12-15,29250.0,28800.0,277694.0,26.02,15562,-25332,710
2009-12-16,28550.0,28800.0,165617.0,26.02,18699,10461,-25630
2009-12-17,28900.0,28850.0,295564.0,26.07,37013,-30810,-22373
2009-12-18,28600.0,28650.0,182345.0,25.89,-43198,50848,-9340
2009-12-21,28500.0,28900.0,200643.0,26.11,-40159,44699,-6150
2009-12-22,29400.0,29250.0,272600.0,26.43,14838,-18098,-690
2009-12-23,29450.0,29250.0,106182.0,26.43,-14621,16971,-3190
2009-12-24,29250.0,29500.0,492031.0,26.65,-30332,35212,2260
2009-12-28,29400.0,29000.0,300994.0,26.2,56402,-55522,4020
2009-12-29,28750.0,29000.0,101982.0,26.2,3574,12336,-10120
2009-12-30,29850.0,30250.0,570823.0,27.33,-207906,215856,10770
2010-01-04,30250.0,30400.0,224892.0,12.61,-52005,24255,19120
2010-01-05,30700.0,31350.0,647277.0,13.0,-217231,145451,108240
2010-01-06,31450.0,31800.0,286944.0,13.19,-93771,60253,8588
2010-01-07,31700.0,31750.0,317914.0,13.17,-107596,114526,-7860
2010-01-08,31400.0,31000.0,270259.0,12.86,16489,-29429,-7640
2010-01-11,30900.0,31500.0,211903.0,13.07,-3815,21679,-17500
2010-01-12,31050.0,31400.0,180713.0,13.02,-14215,25115,-2900
2010-01-13,31050.0,30500.0,187412.0,12.65,70,25290,-9110
2010-01-14,30450.0,30450.0,331649.0,12.63,95900,-55968,-52432
2010-01-15,30450.0,32000.0,676102.0,13.27,-124357,151033,27500
2010-01-18,32000.0,32100.0,431102.0,13.31,-36545,44860,-16895
2010-01-19,32500.0,32300.0,446357.0,13.4,28967,27402,-5010
2010-01-20,32550.0,31500.0,287884.0,13.07,51305,-47915,-6530
2010-01-21,31050.0,30650.0,292231.0,12.71,90078,-90152,8744
2010-01-22,30050.0,29800.0,369068.0,12.36,73144,-80304,17260
2010-01-25,29200.0,29750.0,310826.0,12.34,54076,-52786,-4280
2010-01-26,29750.0,29250.0,341299.0,12.13,15270,-7970,-70
2010-01-27,29050.0,28600.0,152325.0,11.86,23171,-19470,-5630
2010-01-28,28600.0,28650.0,264807.0,11.88,81708,-70564,-12758
2010-01-29,28250.0,27000.0,526385.0,11.2,197936,-211086,9870
2010-02-01,26800.0,26900.0,404688.0,11.16,45260,-126890,113440
2010-02-02,27600.0,27500.0,411457.0,11.41,-23933,1453,6140
2010-02-03,27950.0,27800.0,342391.0,11.53,25849,-23079,-23180
2010-02-04,27500.0,28300.0,196138.0,11.74,-68220,77150,-8880
2010-02-05,27050.0,27200.0,194131.0,11.28,-10996,12226,-26740
2010-02-08,27050.0,27200.0,136602.0,11.28,-12718,9678,6970
2010-02-09,27200.0,27000.0,289789.0,11.2,68060,5852,-108572
2010-02-10,27600.0,27000.0,327425.0,11.2,70237,49523,-106520
2010-02-11,27100.0,27200.0,427920.0,11.28,68850,47180,-104870
2010-02-12,27350.0,26950.0,262228.0,11.18,96529,-79409,-25150
2010-02-16,26950.0,27050.0,153369.0,11.22,12050,-3810,-11040
2010-02-17,27600.0,28500.0,1150196.0,11.82,-50068,540478,-519760
2010-02-18,28700.0,28700.0,603027.0,11.9,-49915,99928,-69623
2010-02-19,28400.0,28000.0,314882.0,11.61,-11716,22416,-10360
2010-02-22,28300.0,28700.0,217785.0,11.9,-83946,88086,170
2010-02-23,28450.0,28700.0,123185.0,11.9,-31713,16373,15260
2010-02-24,28500.0,28500.0,98775.0,11.82,-1392,-5608,7980
2010-02-25,28600.0,28150.0,150814.0,11.68,5582,8908,-10200
2010-02-26,28000.0,28500.0,167967.0,11.82,8104,-5324,-3780
2010-03-02,28650.0,28850.0,365474.0,11.97,-46709,-4531,52980
2010-03-03,28850.0,28600.0,160379.0,11.86,11244,-36476,35280
2010-03-04,28600.0,28500.0,102837.0,11.82,7350,-8200,10320
2010-03-05,28550.0,29100.0,154745.0,12.07,-31381,11073,23388
2010-03-08,29450.0,29900.0,261704.0,12.4,-101000,96960,2350
2010-03-09,29750.0,29700.0,148114.0,12.32,-21547,24707,-3350
2010-03-10,29700.0,29900.0,166993.0,12.4,4710,-14350,12190
