Symbol,LG상사_시가(원),LG상사_종가(원),LG상사_거래량(주),LG상사_PER(IFRS-연결),LG상사_순매수수량(개인)(주),LG상사_순매수수량(기관계)(주),LG상사_순매수수량(외국인계)(주)
2010-03-11,29700.0,28900.0,459068.0,11.99,138442,-66939,-60580
2010-03-12,29000.0,29350.0,120498.0,12.17,-30657,10687,19480
2010-03-15,29350.0,29400.0,204281.0,12.19,-35545,42359,1086
2010-03-16,29400.0,29350.0,266674.0,12.17,56966,-75156,15600
2010-03-17,29600.0,29200.0,259641.0,12.11,63267,-81237,36640
2010-03-18,29100.0,29650.0,360848.0,12.3,-46605,-14163,46470
2010-03-19,29700.0,30250.0,483728.0,12.55,-53960,54800,-8630
2010-03-22,29900.0,29900.0,488691.0,12.4,84727,-35560,-40660
2010-03-23,29850.0,29300.0,330827.0,12.15,58068,-19629,-31080
2010-03-24,29500.0,29250.0,268700.0,12.13,22817,-30107,15120
2010-03-25,29150.0,28900.0,377144.0,11.99,18037,2105,-20060
2010-03-26,29000.0,30200.0,446957.0,12.53,-74267,-44643,114420
2010-03-29,29950.0,29900.0,313312.0,12.4,37573,8647,-21180
2010-03-30,29850.0,29850.0,161242.0,12.38,14346,-14526,1700
2010-03-31,30000.0,30500.0,336970.0,12.65,-146474,79684,44290
2010-04-01,30500.0,30000.0,650276.0,12.44,170876,-145256,-44150
2010-04-02,29800.0,29450.0,421990.0,12.22,67072,-94212,-5130
2010-04-05,29200.0,28650.0,235494.0,11.88,86479,-100949,4180
2010-04-06,28950.0,29650.0,331119.0,12.3,-100059,41681,28510
2010-04-07,29650.0,30600.0,826906.0,12.69,-276786,277216,-10260
2010-04-08,30300.0,31150.0,574864.0,12.92,-180559,133649,52630
2010-04-09,30850.0,31400.0,274172.0,13.02,-72448,77056,-4678
2010-04-12,31200.0,31150.0,178458.0,12.92,-42886,43854,-3990
2010-04-13,31000.0,31350.0,186361.0,13.0,-82191,72777,-1436
2010-04-14,31200.0,31600.0,214561.0,13.11,-61961,7161,59930
2010-04-15,31600.0,31900.0,373474.0,13.23,-140682,152232,3560
2010-04-16,31700.0,31850.0,177321.0,13.21,-18382,23362,-11800
2010-04-19,31200.0,30700.0,131139.0,12.73,9153,-11113,2260
2010-04-20,31050.0,31200.0,163653.0,12.94,1614,6666,-3650
2010-04-21,31100.0,31750.0,326961.0,13.17,-23914,-11507,47600
2010-04-22,31350.0,32150.0,243755.0,13.34,-9507,22897,4860
2010-04-23,31800.0,32900.0,370022.0,13.65,-154302,181932,-7570
2010-04-26,33300.0,33000.0,314753.0,13.69,-3835,36732,-12977
2010-04-27,32600.0,32800.0,714399.0,13.61,100546,17414,21350
2010-04-28,31700.0,31850.0,324684.0,13.21,86305,-44085,980
2010-04-29,31850.0,31550.0,271934.0,13.09,27879,1871,-47810
2010-04-30,32100.0,32850.0,543791.0,13.63,-41898,63981,-53133
2010-05-03,32500.0,32850.0,180746.0,13.63,-62755,57025,-5370
2010-05-04,32900.0,32500.0,151170.0,13.48,-13040,8550,-10370
2010-05-06,31300.0,31050.0,311016.0,12.88,2248,20060,-20540
2010-05-07,30000.0,30700.0,388234.0,12.73,-56482,24012,-45320
2010-05-10,31000.0,30950.0,430018.0,12.84,41727,-222507,-10480
2010-05-11,31000.0,30600.0,366538.0,12.69,42842,-41002,17370
2010-05-12,30600.0,30500.0,208336.0,12.65,-25593,-3957,18400
2010-05-13,30750.0,30950.0,335300.0,12.84,67102,-9152,-66260
2010-05-14,30750.0,29900.0,624801.0,12.4,197737,-93617,-85540
2010-05-17,29300.0,28500.0,690950.0,11.82,37033,-196697,176664
2010-05-18,28650.0,29200.0,306346.0,12.11,-13985,97517,-77862
2010-05-19,28800.0,28900.0,178281.0,11.99,-13124,29794,-7140
2010-05-20,28550.0,28250.0,253541.0,11.72,47435,15165,-52920
2010-05-24,27500.0,28600.0,180646.0,11.86,-23780,40550,-13300
2010-05-25,28500.0,28000.0,281432.0,11.61,-37343,68433,-45670
2010-05-26,28000.0,27750.0,495367.0,11.51,102314,-80994,-13310
2010-05-27,27150.0,27900.0,229730.0,11.57,28828,18152,-48520
2010-05-28,28450.0,29000.0,622017.0,12.03,-26832,42242,-35370
2010-05-31,29000.0,30000.0,276356.0,12.44,-83750,76160,6340
2010-06-01,29550.0,29000.0,368031.0,12.03,141111,-149198,25570
2010-06-03,29600.0,29450.0,278833.0,12.22,31173,-74443,43510
2010-06-04,29400.0,29150.0,232395.0,12.09,-4601,-14900,39221
2010-06-07,28150.0,28100.0,210107.0,11.66,44138,-65308,26440
2010-06-08,28100.0,28400.0,272975.0,11.78,34517,-103147,76290
2010-06-09,28500.0,28700.0,167395.0,11.9,-16310,-23860,34640
2010-06-10,28800.0,29000.0,217830.0,12.03,-44807,-2541,27318
2010-06-11,29350.0,29400.0,223260.0,12.19,-49245,26121,11424
2010-06-14,29400.0,29450.0,141108.0,12.22,-8439,-12260,21224
2010-06-15,29250.0,29600.0,151970.0,12.28,-53564,20695,36199
2010-06-16,29900.0,30300.0,333612.0,12.57,-68013,75059,-18706
2010-06-17,30150.0,30500.0,217967.0,12.65,-6167,2691,-2644
2010-06-18,30500.0,30350.0,286239.0,12.59,-10727,13553,18994
2010-06-21,31000.0,30850.0,451169.0,12.8,172317,-177845,15701
2010-06-22,30400.0,30350.0,375476.0,12.59,79441,-93186,24525
2010-06-23,29900.0,30800.0,346742.0,12.78,-44320,-18381,63071
2010-06-24,31000.0,31150.0,215577.0,12.92,-11805,9865,26810
2010-06-25,30750.0,31200.0,455034.0,12.94,34489,-58214,37695
2010-06-28,31100.0,31200.0,284006.0,12.94,-19164,44358,-2840
2010-06-29,31100.0,30750.0,346735.0,12.75,-24467,-37193,53830
2010-06-30,30000.0,30900.0,228557.0,12.82,-19466,-37377,64010
2010-07-01,30600.0,29900.0,378767.0,12.4,156357,-154777,17530
2010-07-02,30050.0,30300.0,232028.0,12.57,-37587,7767,30920
2010-07-05,30350.0,29700.0,128217.0,12.32,38082,-45688,11026
2010-07-06,29450.0,29200.0,183327.0,12.11,46593,-12453,-18530
2010-07-07,29300.0,29100.0,255549.0,12.07,46337,-90007,42020
2010-07-08,29450.0,30450.0,221441.0,12.63,-77111,-12809,63860
2010-07-09,30600.0,30600.0,196770.0,12.69,22074,-24034,1250
2010-07-12,30800.0,30850.0,193410.0,12.8,-12942,-20178,-1080
2010-07-13,30900.0,30600.0,318843.0,12.69,12170,79450,-83740
2010-07-14,31000.0,30900.0,412453.0,12.82,48215,-44155,-2580
2010-07-15,30900.0,31000.0,490555.0,12.86,61273,-193963,134270
2010-07-16,31000.0,30900.0,268793.0,12.82,-11287,-61733,84330
2010-07-19,30350.0,30600.0,238013.0,12.69,7401,-81091,77790
2010-07-20,30600.0,31550.0,408783.0,13.09,-12805,-26752,61317
2010-07-21,31900.0,31550.0,739039.0,13.09,17799,-458589,462570
2010-07-22,31500.0,32100.0,530917.0,13.31,63521,-61621,770
2010-07-23,32300.0,31950.0,437342.0,13.25,-43254,7126,36570
2010-07-26,32300.0,32150.0,209218.0,13.34,-29493,16433,15150
2010-07-27,32200.0,31450.0,281174.0,13.05,25736,-40736,20670
2010-07-28,31450.0,31300.0,144193.0,12.98,-5630,-17610,13860
2010-07-29,31300.0,31000.0,196726.0,12.86,7988,-19968,17080
2010-07-30,31050.0,31500.0,240623.0,13.07,-13163,-43377,71840
2010-08-02,31800.0,31650.0,186901.0,13.13,2043,-13283,8220
2010-08-03,31950.0,31900.0,279893.0,13.23,27474,-2747,11230
2010-08-04,31750.0,32500.0,405220.0,13.48,-82117,58845,-3300
2010-08-05,32600.0,34800.0,1917646.0,14.43,-563937,550190,-30950
2010-08-06,34550.0,34050.0,610102.0,14.12,21685,-9817,-11400
2010-08-09,33950.0,34150.0,459181.0,14.17,52896,-40357,-10240
2010-08-10,34150.0,34150.0,488186.0,14.17,-36042,7238,13410
2010-08-11,34350.0,33000.0,599398.0,13.69,-6015,30757,-16750
2010-08-12,32350.0,32700.0,271515.0,13.56,-26821,471,25900
2010-08-13,32850.0,33600.0,256296.0,13.94,-16738,26808,8610
2010-08-16,34050.0,34150.0,270506.0,14.17,-18855,27995,-12910
2010-08-17,34150.0,34500.0,224389.0,14.31,-34224,52944,-24050
2010-08-18,34300.0,34450.0,273208.0,14.29,40124,-29164,-15260
2010-08-19,34550.0,34400.0,188029.0,14.27,13453,-17093,-13710
2010-08-20,34050.0,34000.0,195032.0,14.1,-6220,-2730,7630
2010-08-23,34100.0,35850.0,510493.0,14.87,-110917,45677,28440
2010-08-24,35850.0,35800.0,352275.0,14.85,12646,37694,-49040
2010-08-25,35500.0,34250.0,320239.0,14.21,-54739,11949,38070
2010-08-26,34800.0,34850.0,303392.0,14.46,-41863,693,47670
2010-08-27,34700.0,34600.0,126200.0,14.35,4347,8086,-3380
2010-08-30,34800.0,34900.0,204967.0,14.48,10843,-14503,3870
2010-08-31,34600.0,35450.0,207758.0,14.7,-36335,21285,7440
2010-09-01,35600.0,36700.0,742783.0,15.22,-35361,-161529,175560
2010-09-02,36700.0,37250.0,389805.0,15.45,-97873,-14467,101190
2010-09-03,37200.0,36700.0,365778.0,15.22,24518,-25375,1140
2010-09-06,36550.0,36000.0,302648.0,14.93,51664,-69254,18650
2010-09-07,35950.0,35600.0,166061.0,14.77,32842,-47081,16729
2010-09-08,35500.0,35600.0,246513.0,14.77,-11454,-34886,45520
2010-09-09,35700.0,36700.0,288703.0,15.22,6321,-72844,55393
2010-09-10,36950.0,37450.0,290465.0,15.53,-123280,60927,57983
2010-09-13,37600.0,36800.0,487498.0,15.26,80511,-104161,44190
2010-09-14,37000.0,36500.0,268537.0,15.14,78533,-69420,-12313
2010-09-15,36600.0,36500.0,226082.0,15.14,2329,-29734,33520
2010-09-16,36700.0,36500.0,254777.0,15.14,25671,-59931,38670
2010-09-17,36500.0,36300.0,332948.0,15.06,63773,-111983,46340
2010-09-20,36350.0,36600.0,175874.0,15.18,-31523,31103,5570
2010-09-24,36850.0,37800.0,413799.0,15.68,-12980,-59130,58080
2010-09-27,38200.0,37650.0,362854.0,15.62,-46183,31996,25400
2010-09-28,37650.0,38500.0,338586.0,15.97,-68252,-5498,64800
2010-09-29,38700.0,38650.0,292692.0,16.03,-21605,10405,13510
2010-09-30,38650.0,38400.0,400297.0,15.93,-14446,-23404,41650
2010-10-01,38500.0,37700.0,219862.0,15.64,13474,-31804,38530
2010-10-04,38000.0,37450.0,212528.0,15.53,-52076,26496,34390
2010-10-05,37750.0,37450.0,614723.0,15.53,37962,-105900,73640
2010-10-06,38000.0,38950.0,437377.0,16.16,-212379,114529,99250
2010-10-07,39200.0,39300.0,421059.0,16.3,-43129,-12401,61640
2010-10-08,39500.0,39350.0,205884.0,16.32,-6884,-7656,17890
2010-10-11,39700.0,39150.0,247087.0,16.24,-32868,46528,-17590
2010-10-12,39000.0,37150.0,623419.0,15.41,220515,-189105,-16500
2010-10-13,37200.0,37750.0,258857.0,15.66,-25181,-33958,62690
2010-10-14,37800.0,38000.0,235285.0,15.76,2264,-55435,49900
2010-10-15,38300.0,38650.0,351618.0,16.03,-58372,-64248,127910
2010-10-18,38650.0,38350.0,207815.0,15.91,23177,-37739,16270
2010-10-19,38300.0,37200.0,226120.0,15.43,41963,-38683,4950
2010-10-20,36600.0,36750.0,539624.0,15.24,225226,-212946,900
2010-10-21,37000.0,37050.0,237654.0,15.37,-23613,-1759,16930
2010-10-22,36800.0,37400.0,198907.0,15.51,-39834,-17196,51800
2010-10-25,37550.0,38000.0,175570.0,15.76,-37641,7298,21880
2010-10-26,37650.0,37700.0,162442.0,15.64,7900,-2520,-6610
2010-10-27,37700.0,36850.0,348229.0,15.29,71221,-59331,19450
2010-10-28,36550.0,36850.0,193833.0,15.29,-7652,-36373,38230
2010-10-29,36750.0,35650.0,267287.0,14.79,41681,-11161,-11520
2010-11-01,35550.0,36000.0,221576.0,14.93,-27194,-4506,30090
2010-11-02,36000.0,36100.0,370771.0,14.97,-30883,38693,1210
2010-11-03,36350.0,37050.0,293693.0,15.37,-45040,38870,5580
2010-11-04,37050.0,37300.0,217387.0,15.47,-7028,-19292,29800
2010-11-05,37700.0,37700.0,365248.0,15.64,-95524,97644,650
2010-11-08,38200.0,37300.0,239660.0,15.47,49480,-35690,-21680
2010-11-09,37200.0,38000.0,241174.0,15.76,289,1268,6350
2010-11-10,38150.0,38100.0,312779.0,15.8,23512,2796,-20400
2010-11-11,38100.0,36700.0,399073.0,15.22,115521,-46861,-71610
2010-11-12,37150.0,36050.0,305070.0,14.95,50412,-66462,11140
2010-11-15,36050.0,35900.0,217807.0,14.89,9452,9320,-15972
2010-11-16,35800.0,35200.0,185099.0,14.6,22648,-56178,64600
2010-11-17,34600.0,35000.0,178299.0,14.52,37786,-40811,10600
2010-11-18,35000.0,35250.0,273858.0,14.62,40651,-28741,-14040
2010-11-19,35550.0,35150.0,216238.0,14.58,51908,-50528,8170
2010-11-22,35100.0,35750.0,263157.0,14.83,-4255,-34735,14150
2010-11-23,35500.0,34950.0,177456.0,14.5,29820,-1420,-17410
2010-11-24,33600.0,33650.0,389734.0,13.96,131536,-147646,8990
2010-11-25,34000.0,34400.0,244826.0,14.27,-15086,6876,4120
2010-11-26,34400.0,33300.0,172292.0,13.81,-11333,-12410,24220
2010-11-29,33200.0,33750.0,120885.0,14.0,-43822,48902,2420
2010-11-30,33950.0,34250.0,144603.0,14.21,-22111,39371,-17560
2010-12-01,34250.0,34450.0,110868.0,14.29,-18355,31435,-5240
2010-12-02,34850.0,35550.0,406541.0,14.75,-119841,91424,37777
2010-12-03,35700.0,35650.0,268417.0,14.79,18297,-12507,-22510
2010-12-06,35650.0,35900.0,192318.0,14.89,-49497,20157,-19750
2010-12-07,35800.0,35450.0,120021.0,14.7,14870,17170,-29990
2010-12-08,35300.0,35150.0,235810.0,14.58,47036,-30131,-11420
2010-12-09,35150.0,34950.0,285320.0,14.5,75983,-69543,27170
2010-12-10,34900.0,35650.0,175276.0,14.79,-46091,33021,11550
2010-12-13,35750.0,35550.0,124514.0,14.75,29027,-38157,6180
2010-12-14,35450.0,35400.0,157575.0,14.68,-600,20735,5490
2010-12-15,35600.0,36500.0,347061.0,15.14,-80252,16402,74340
2010-12-16,36450.0,37150.0,391860.0,15.41,-76650,-8720,69780
2010-12-17,37200.0,36700.0,282745.0,15.22,-29459,45349,-14750
2010-12-20,35900.0,36400.0,190184.0,15.1,-13665,10115,7620
2010-12-21,36900.0,36950.0,305728.0,15.33,14310,-34755,12545
2010-12-22,36950.0,37100.0,323026.0,15.39,29169,-58934,27087
2010-12-23,37150.0,37100.0,158715.0,15.39,-7378,2720,-1192
2010-12-24,37600.0,38200.0,959446.0,15.85,-4617,-32431,11688
2010-12-27,38200.0,38300.0,366647.0,15.89,-21570,37686,-4066
2010-12-28,38000.0,38050.0,259725.0,15.78,-11307,10139,878
2010-12-29,37600.0,38050.0,123686.0,15.78,-12123,39008,-24525
2010-12-30,38100.0,38650.0,305763.0,16.03,-30882,27264,-9782
2011-01-03,38900.0,39300.0,349235.0,4.77,-88749,102269,-17250
2011-01-04,39150.0,39400.0,262716.0,4.78,-76234,79544,-19280
2011-01-05,39100.0,38300.0,233038.0,4.65,19691,6193,-25104
2011-01-06,38200.0,37850.0,290941.0,4.6,-41923,25973,15310
2011-01-07,37950.0,38350.0,253841.0,4.66,-64057,74097,-20890
2011-01-10,38150.0,38950.0,185531.0,4.73,-85663,76143,3730
2011-01-11,38900.0,39050.0,180127.0,4.74,-1351,31196,-29120
2011-01-12,39000.0,38850.0,203856.0,4.72,23304,15160,-31504
2011-01-13,38900.0,38500.0,227727.0,4.67,32541,10355,-31096
2011-01-14,38500.0,38500.0,186749.0,4.67,-7468,6048,40
2011-01-17,38650.0,38800.0,512923.0,4.71,106272,-117416,17240
2011-01-18,39000.0,39300.0,191011.0,4.77,-15390,19327,-4407
2011-01-19,39200.0,39050.0,264256.0,4.74,26918,-41578,1310
2011-01-20,38800.0,38450.0,302980.0,4.67,35382,-19952,-21520
2011-01-21,38250.0,37350.0,348992.0,4.53,6852,-23262,14750
2011-01-24,36950.0,37900.0,192942.0,4.6,-25985,21129,13830
2011-01-25,37400.0,37550.0,524673.0,4.56,-31212,-13228,34450
2011-01-26,37500.0,37900.0,206758.0,4.6,-32435,30605,4060
2011-01-27,37750.0,37800.0,151263.0,4.59,-10539,-16476,35820
2011-01-28,38000.0,38700.0,344262.0,4.7,-51364,-144856,199490
2011-01-31,38200.0,38600.0,307610.0,4.69,-43703,23973,20590
2011-02-01,38950.0,40000.0,559616.0,4.86,-76186,79536,11020
2011-02-07,40500.0,39900.0,368661.0,4.84,-3986,48224,-43188
2011-02-08,39700.0,39250.0,276088.0,4.77,6275,5731,-25030
2011-02-09,39300.0,38200.0,245918.0,4.64,35337,-39287,4210
2011-02-10,38000.0,37200.0,251608.0,4.52,29882,11768,-49400
2011-02-11,37500.0,37550.0,305608.0,4.56,-48080,113460,-12970
2011-02-14,37550.0,37650.0,180049.0,4.57,-6140,53420,-40620
2011-02-15,37600.0,37500.0,205643.0,4.55,16070,16940,-30880
2011-02-16,37250.0,36650.0,174482.0,4.45,8276,-7786,-24240
2011-02-17,36600.0,35500.0,360624.0,4.31,34096,2010,-32470
2011-02-18,35600.0,36050.0,331548.0,4.38,29733,7097,-35350
2011-02-21,35750.0,36400.0,183341.0,4.42,-38693,32123,12110
2011-02-22,36300.0,37200.0,407169.0,4.52,-77905,110465,-33780
2011-02-23,37000.0,37450.0,250933.0,4.55,-61515,81130,-47026
2011-02-24,37800.0,36800.0,243059.0,4.47,-6880,18101,-16710
2011-02-25,36700.0,36500.0,261452.0,4.43,-2736,120586,-108010
2011-02-28,36600.0,36550.0,102882.0,4.44,-24519,39849,-10550
2011-03-02,36400.0,37550.0,234642.0,4.56,-91770,89170,-9660
2011-03-03,38000.0,38450.0,207813.0,4.67,-43441,39401,-240
2011-03-04,38800.0,38900.0,210550.0,4.72,-76896,29999,32547
2011-03-07,39150.0,38250.0,147711.0,4.64,-5068,17058,-11250
2011-03-08,38150.0,39100.0,432881.0,4.75,-63858,-11882,48000
2011-03-09,38850.0,39400.0,162961.0,4.78,-2158,18188,-24060
2011-03-10,39450.0,40000.0,410542.0,4.86,-119702,206059,-93260
2011-03-11,39550.0,38750.0,350873.0,4.7,18985,60835,-77330
2011-03-14,38200.0,38200.0,255418.0,4.64,-7963,1903,2570
2011-03-15,38250.0,36450.0,412900.0,4.43,43252,-39820,10290
2011-03-16,36900.0,37150.0,237984.0,4.51,3173,-33886,24603
2011-03-17,36700.0,37100.0,166624.0,4.5,-9360,41550,-29870
2011-03-18,37350.0,39500.0,661731.0,4.8,-110040,135217,-15867
2011-03-21,40250.0,41200.0,497518.0,5.0,-70563,98964,-37146
2011-03-22,41000.0,41450.0,591088.0,5.03,15564,7796,-6450
2011-03-23,41800.0,42000.0,607150.0,5.1,-91279,-94781,166580
2011-03-24,41950.0,41300.0,509462.0,5.01,-3059,21043,-23100
2011-03-25,41600.0,41000.0,302615.0,4.98,45472,-67863,9880
2011-03-28,41200.0,41050.0,200610.0,4.98,36817,-66507,29870
2011-03-29,41000.0,41700.0,423897.0,5.06,124170,-170619,47530
2011-03-30,41800.0,42300.0,285374.0,5.14,-16535,25665,-33870
2011-03-31,42950.0,42300.0,308911.0,5.14,-6966,19854,-18138
2011-04-01,42100.0,43250.0,360462.0,5.25,-55806,-50034,97090
2011-04-04,43100.0,44250.0,369632.0,5.37,-129785,152574,-14940
2011-04-05,44300.0,44850.0,300630.0,5.45,-114286,118516,10530
2011-04-06,45000.0,45100.0,343259.0,5.48,-28562,22392,8990
2011-04-07,45200.0,45250.0,385408.0,5.49,10060,-186460,190770
2011-04-08,44950.0,45150.0,175292.0,5.48,-7256,9886,-190
2011-04-11,44700.0,44200.0,233308.0,5.37,47337,-36437,-6840
2011-04-12,44450.0,43050.0,215636.0,5.23,-14066,26426,-1880
2011-04-13,42850.0,42700.0,589444.0,5.18,171099,-17379,-148580
2011-04-14,43100.0,44550.0,499886.0,5.41,-66007,-53480,123720
2011-04-15,44500.0,45800.0,339242.0,5.56,-23209,29919,-14040
2011-04-18,45800.0,45050.0,288168.0,5.47,9846,2196,-17210
2011-04-19,44500.0,43650.0,251728.0,5.3,30388,-29998,6280
2011-04-20,44100.0,44700.0,211444.0,5.43,-29099,12723,4836
2011-04-21,44750.0,45500.0,462259.0,5.52,4369,-28529,-8220
2011-04-22,45050.0,46800.0,476529.0,5.68,-36403,40813,-18280
2011-04-25,46800.0,47250.0,351175.0,5.74,30422,-22802,-11070
2011-04-26,47200.0,45550.0,449366.0,5.53,126922,-50936,-92806
2011-04-27,45600.0,43400.0,611215.0,5.27,163380,-177560,13470
2011-04-28,43350.0,44650.0,408223.0,5.42,-37965,45854,-5480
2011-04-29,44400.0,42400.0,437669.0,5.15,127620,-134479,-6631
2011-05-02,42350.0,43100.0,265230.0,5.23,48050,-85022,32700
2011-05-03,42500.0,43750.0,417962.0,5.31,-49790,15176,59030
2011-05-04,43550.0,41950.0,799474.0,5.09,397764,-381634,-3170
2011-05-06,41450.0,39350.0,964212.0,4.78,307117,-365377,64730
2011-05-09,39750.0,40400.0,306383.0,4.91,-50619,29679,34400
2011-05-11,41100.0,42200.0,436700.0,5.12,58177,-107354,44907
2011-05-12,40900.0,40700.0,438169.0,4.94,170040,-134670,-44190
2011-05-13,40900.0,42950.0,1066338.0,5.21,461711,-512911,10080
2011-05-16,42300.0,44000.0,1053534.0,5.34,198052,-259862,16830
2011-05-17,43300.0,44050.0,426474.0,5.35,39850,-43430,-97920
2011-05-18,43750.0,44350.0,397322.0,5.38,87238,-82728,7470
2011-05-19,44750.0,44100.0,328943.0,5.35,46114,-25504,-25520
2011-05-20,44100.0,44400.0,261090.0,5.39,66799,-53874,-13145
2011-05-23,44750.0,44600.0,689435.0,5.42,102312,-54047,-82145
2011-05-24,44400.0,45950.0,546553.0,5.58,-50113,57265,7900
2011-05-25,46200.0,45900.0,439885.0,5.57,-32294,109030,-80256
2011-05-26,45700.0,47500.0,526587.0,5.77,-33874,38054,-31150
2011-05-27,47700.0,49700.0,701162.0,6.03,30734,11776,-45820
2011-05-30,50500.0,50400.0,319002.0,6.12,-68215,108155,-46330
2011-05-31,50400.0,51000.0,438271.0,6.19,-51147,16335,-12181
2011-06-01,51000.0,52700.0,567390.0,6.4,91491,-167121,91867
2011-06-02,51800.0,53300.0,869507.0,6.47,167175,-260430,110206
2011-06-03,53900.0,51500.0,400159.0,6.25,39963,-106895,33862
2011-06-07,50900.0,52000.0,346912.0,6.31,4902,-66607,62492
2011-06-08,52100.0,52000.0,370610.0,6.31,-5807,31598,-18474
2011-06-09,51900.0,52200.0,413278.0,6.34,66280,-83052,29209
2011-06-10,52500.0,52600.0,297555.0,6.39,-46832,87022,-24975
2011-06-13,52100.0,51800.0,333639.0,6.29,-7676,-11322,-9083
2011-06-14,51800.0,51900.0,377521.0,6.3,11123,-69369,52121
2011-06-15,52400.0,52600.0,288982.0,6.39,15883,-66388,42937
2011-06-16,51800.0,51200.0,194549.0,6.22,14780,-1149,-2122
2011-06-17,51600.0,52100.0,352682.0,6.33,356,-92050,53050
2011-06-20,52000.0,51500.0,273034.0,6.25,26367,-44540,23470
2011-06-21,51600.0,51400.0,233017.0,6.24,17705,-42449,7111
2011-06-22,51900.0,55000.0,458003.0,6.68,-6243,-3629,15134
2011-06-23,54800.0,53100.0,333604.0,6.45,90699,-58717,-33977
2011-06-24,53700.0,52000.0,331761.0,6.31,61648,-85778,34864
2011-06-27,51500.0,52600.0,188634.0,6.39,291,-15520,34694
2011-06-28,53000.0,52000.0,213416.0,6.31,9962,-30344,-2304
2011-06-29,52600.0,54500.0,208396.0,6.62,-63877,31255,24611
2011-06-30,54800.0,54400.0,249749.0,6.6,-46195,72625,-8290
2011-07-01,55000.0,56300.0,222443.0,6.84,6436,7146,-15164
2011-07-04,56500.0,54600.0,226599.0,6.63,62102,-52822,-18776
2011-07-05,54300.0,55300.0,187091.0,6.71,15813,-358,40720
2011-07-06,55100.0,55700.0,151913.0,6.76,15866,-22916,2651
2011-07-07,55100.0,55900.0,250714.0,6.79,69160,-87933,8767
2011-07-08,56400.0,56600.0,249309.0,6.87,-8827,-46448,46210
2011-07-11,56300.0,56600.0,146083.0,6.87,-24176,9995,-6867
2011-07-12,55500.0,54700.0,134772.0,6.64,18467,-12797,-3802
2011-07-13,55300.0,57500.0,255953.0,6.98,-88270,61351,33336
2011-07-14,57800.0,58500.0,303495.0,7.1,28587,-25569,-399
2011-07-15,58800.0,61300.0,375078.0,7.44,-53060,72363,1440
2011-07-18,61800.0,61300.0,251608.0,7.44,59072,-13448,-29443
2011-07-19,61600.0,61000.0,226644.0,7.41,42239,-62965,14827
2011-07-20,61000.0,60700.0,292824.0,7.37,43404,-31730,-23432
2011-07-21,60600.0,60100.0,175126.0,7.3,40181,-49833,8347
2011-07-22,60500.0,60700.0,164362.0,7.37,22246,-15866,-8650
2011-07-25,60100.0,60300.0,127375.0,7.32,18842,-14177,-2028
2011-07-26,60700.0,62200.0,226949.0,7.55,-5576,55131,-53930
2011-07-27,61900.0,62900.0,229060.0,7.64,31805,46557,-79882
