Symbol,녹십자홀딩스_시가(원),녹십자홀딩스_종가(원),녹십자홀딩스_거래량(주),녹십자홀딩스_PER(IFRS-연결),녹십자홀딩스_순매수수량(개인)(주),녹십자홀딩스_순매수수량(기관계)(주),녹십자홀딩스_순매수수량(외국인계)(주)
2009-04-21,60200.0,63500.0,507.0,13.54,18,-18,0
2009-04-22,64900.0,65500.0,501.0,13.97,0,0,0
2009-04-23,63400.0,67000.0,1101.0,14.29,13,-13,0
2009-04-24,66000.0,65600.0,18.0,13.99,3,-3,0
2009-04-27,70000.0,71900.0,9248.0,15.33,1740,-840,0
2009-04-28,79500.0,72900.0,13247.0,15.55,1424,-500,-1191
2009-04-29,71900.0,65600.0,6773.0,13.99,0,0,0
2009-04-30,70000.0,65900.0,3583.0,14.05,0,0,0
2009-05-04,65800.0,63500.0,7356.0,13.54,48,0,-48
2009-05-06,62500.0,63500.0,2704.0,13.54,2030,0,-2030
2009-05-07,66800.0,64300.0,1113.0,13.71,568,1,-569
2009-05-08,64000.0,64300.0,394.0,13.71,0,0,0
2009-05-11,64300.0,64400.0,633.0,13.73,0,0,0
2009-05-12,63000.0,64100.0,906.0,13.67,370,-39,-331
2009-05-13,66700.0,64400.0,1895.0,13.73,251,0,-251
2009-05-14,65600.0,64300.0,990.0,13.71,270,0,-270
2009-05-15,65400.0,63500.0,3337.0,13.54,454,0,-454
2009-05-18,64600.0,68800.0,14849.0,14.67,4000,-2000,-2000
2009-05-19,69300.0,66700.0,6749.0,14.23,1078,0,-1100
2009-05-20,68300.0,67000.0,4547.0,14.29,-870,6,564
2009-05-21,67100.0,67200.0,850.0,14.33,389,0,-389
2009-05-22,66500.0,67300.0,1401.0,14.35,0,0,0
2009-05-25,69900.0,69700.0,2712.0,14.87,-1023,1017,6
2009-05-26,68600.0,65900.0,1690.0,14.05,-118,-88,206
2009-05-27,68500.0,66500.0,1638.0,14.18,166,0,70
2009-05-28,66500.0,66500.0,2774.0,14.18,479,0,-479
2009-05-29,68800.0,68500.0,1419.0,14.61,-491,350,141
2009-06-01,66900.0,68500.0,11.0,14.61,-10,0,10
2009-06-02,68500.0,67200.0,1905.0,14.33,-289,-4,293
2009-06-03,67200.0,68400.0,542.0,14.59,23,0,-23
2009-06-04,67900.0,67600.0,325.0,14.42,82,0,-82
2009-06-05,66000.0,65100.0,1855.0,13.88,702,0,-702
2009-06-08,65500.0,64600.0,573.0,13.78,0,0,0
2009-06-09,66300.0,64100.0,196.0,13.67,0,0,0
2009-06-10,64600.0,63700.0,1002.0,13.59,599,-599,0
2009-06-11,64400.0,64900.0,1475.0,13.84,-30,30,0
2009-06-12,65600.0,65900.0,2338.0,14.05,-9,0,0
2009-06-15,66100.0,65500.0,1339.0,13.97,-488,0,488
2009-06-16,65000.0,65700.0,2326.0,14.01,0,0,0
2009-06-17,65700.0,64300.0,74.0,13.71,0,0,0
2009-06-18,64000.0,64000.0,315.0,13.65,-100,100,0
2009-06-19,63700.0,63700.0,291.0,13.59,-97,97,0
2009-06-22,63600.0,63700.0,48.0,13.59,0,0,0
2009-06-23,63500.0,63500.0,742.0,13.54,-58,58,0
2009-06-24,63500.0,61400.0,249.0,13.09,0,0,0
2009-06-25,61400.0,61000.0,1332.0,13.01,-723,0,0
2009-06-26,61100.0,61400.0,923.0,13.09,-474,0,0
2009-06-29,61400.0,61500.0,1891.0,13.12,-229,0,0
2009-06-30,61500.0,61900.0,282.0,13.2,-22,-1,0
2009-07-01,61800.0,63000.0,259.0,13.44,0,0,0
2009-07-02,63200.0,62800.0,4537.0,13.39,-1499,0,0
2009-07-03,62300.0,64900.0,580.0,13.84,0,0,0
2009-07-06,65100.0,64900.0,323.0,13.84,0,0,0
2009-07-07,64000.0,65200.0,927.0,13.91,0,0,0
2009-07-08,65200.0,68000.0,3699.0,14.5,0,0,0
2009-07-09,68000.0,68500.0,712.0,14.61,0,0,0
2009-07-10,68500.0,68500.0,477.0,14.61,-54,54,0
2009-07-13,69000.0,70000.0,11696.0,14.93,-2097,4397,0
2009-07-14,69800.0,71500.0,2633.0,15.25,-2068,1918,0
2009-07-15,71000.0,72000.0,1509.0,15.36,-566,566,0
2009-07-16,73000.0,73200.0,874.0,15.61,0,0,0
2009-07-17,73500.0,73600.0,1197.0,15.7,31,0,0
2009-07-20,75100.0,79500.0,3652.0,16.95,-1243,1543,0
2009-07-21,80700.0,80200.0,2289.0,17.1,-524,0,772
2009-07-22,78700.0,80200.0,1027.0,17.1,-327,327,0
2009-07-23,79500.0,81900.0,2079.0,17.47,-250,250,0
2009-07-24,80500.0,84600.0,4297.0,18.04,-1140,1140,0
2009-07-27,86400.0,86000.0,2043.0,18.34,0,0,0
2009-07-28,86000.0,86000.0,634.0,18.34,10,-10,0
2009-07-29,86100.0,86000.0,2390.0,18.34,-1500,1500,0
2009-07-30,86500.0,88000.0,1530.0,18.77,-919,950,0
2009-07-31,88500.0,87000.0,1685.0,18.55,247,999,4
2009-08-03,87000.0,85900.0,318.0,18.32,35,0,-4
2009-08-04,86400.0,85900.0,1105.0,18.32,-134,342,-208
2009-08-05,85000.0,85900.0,574.0,18.32,-489,489,0
2009-08-06,86000.0,87600.0,2708.0,18.68,-1042,1334,0
2009-08-07,87800.0,87000.0,417.0,18.55,150,0,0
2009-08-10,87100.0,87000.0,373.0,18.55,0,0,0
2009-08-11,87700.0,87700.0,412.0,18.7,0,0,0
2009-08-12,87900.0,86000.0,154.0,18.34,-34,35,0
2009-08-13,88500.0,86100.0,275.0,18.36,11,-11,0
2009-08-14,85300.0,88000.0,1319.0,18.77,-572,1272,0
2009-08-17,100000.0,101000.0,38076.0,21.54,15772,-1526,77
2009-08-18,100500.0,96900.0,19070.0,20.67,-1903,2000,-97
2009-08-19,92400.0,96800.0,14872.0,20.64,789,2141,-2930
2009-08-20,97500.0,100000.0,17889.0,21.33,-283,283,0
2009-08-21,100000.0,115000.0,57868.0,24.53,3118,-3118,0
2009-08-24,125000.0,129000.0,87736.0,27.51,4268,-4348,80
2009-08-25,128500.0,110000.0,54939.0,23.46,60,0,-60
2009-08-26,113000.0,110000.0,22824.0,23.46,1827,-1757,80
2009-08-27,110500.0,97600.0,26831.0,20.82,-81,-19,100
2009-08-28,99600.0,92500.0,22437.0,19.73,2011,-1560,-451
2009-08-31,92700.0,84500.0,13563.0,18.02,24,-13,-11
2009-09-01,87100.0,96300.0,36523.0,20.54,8509,-3702,192
2009-09-02,94800.0,90700.0,26584.0,19.34,-15,-130,145
2009-09-03,92600.0,87000.0,14452.0,18.55,-114,0,114
2009-09-04,87500.0,88900.0,12136.0,18.96,1929,-3152,1223
2009-09-07,92700.0,87900.0,6345.0,18.75,-2118,-882,3000
2009-09-08,87900.0,87800.0,5338.0,18.72,-1057,0,1058
2009-09-09,89400.0,87800.0,9158.0,18.72,-1055,0,955
2009-09-10,87100.0,86000.0,3667.0,18.34,-717,0,717
2009-09-11,87000.0,88700.0,12327.0,18.92,-957,0,957
2009-09-14,92000.0,90900.0,5101.0,19.39,-1048,0,1048
2009-09-15,91100.0,88500.0,2618.0,18.87,-757,0,757
2009-09-16,89000.0,87300.0,3823.0,18.62,87,0,-87
2009-09-17,87500.0,87600.0,4183.0,18.68,274,-951,677
2009-09-18,88700.0,87200.0,3638.0,18.6,-831,0,831
2009-09-21,87200.0,86500.0,2766.0,18.45,-452,0,452
2009-09-22,86500.0,86100.0,2349.0,18.36,-5,0,5
2009-09-23,86000.0,85800.0,3247.0,18.3,0,0,0
2009-09-24,87000.0,86900.0,3041.0,18.53,-1044,0,1044
2009-09-25,86900.0,85500.0,5833.0,18.23,3698,-16,-3682
2009-09-28,84100.0,85500.0,6451.0,18.23,959,0,-959
2009-09-29,85600.0,85500.0,3501.0,18.23,19,97,-116
2009-09-30,85000.0,85000.0,2574.0,18.13,-96,0,96
2009-10-01,85000.0,83700.0,1597.0,17.85,118,0,-118
2009-10-05,82500.0,83700.0,1855.0,17.85,-302,0,302
2009-10-06,82000.0,82700.0,3337.0,17.64,189,0,-189
2009-10-07,82100.0,82500.0,1451.0,17.59,-176,0,176
2009-10-08,82700.0,83900.0,5167.0,17.89,-160,0,160
2009-10-09,83900.0,84000.0,959.0,17.91,-8,0,8
2009-10-12,84200.0,85200.0,1556.0,18.17,-177,4,-27
2009-10-13,85000.0,85200.0,1241.0,18.17,-402,0,-98
2009-10-14,84000.0,85500.0,641.0,18.23,-460,0,0
2009-10-15,85500.0,85300.0,1017.0,18.19,-250,0,10
2009-10-16,85300.0,85000.0,953.0,18.13,-387,0,66
2009-10-19,85500.0,85700.0,601.0,18.28,-449,199,215
2009-10-20,86300.0,86500.0,1042.0,18.45,-313,0,35
2009-10-21,87400.0,90200.0,11214.0,19.24,-47,-20,67
2009-10-22,90400.0,85900.0,3512.0,18.32,-20,0,-153
2009-10-23,87100.0,85500.0,1224.0,18.23,18,0,-148
2009-10-26,92000.0,98300.0,16516.0,20.96,-829,0,323
2009-10-27,103500.0,98000.0,81230.0,20.9,7550,-1576,-468
2009-10-28,100000.0,89000.0,19243.0,18.98,66,-34,-32
2009-10-29,90100.0,86700.0,9209.0,18.49,49,0,-49
2009-10-30,85200.0,84500.0,8485.0,18.02,1,0,-1
2009-11-02,84800.0,84400.0,3285.0,18.0,-8,0,8
2009-11-03,87500.0,84700.0,2970.0,18.06,8,0,-8
2009-11-04,84700.0,85900.0,2758.0,18.32,-376,140,236
2009-11-05,85400.0,85800.0,2369.0,18.3,224,0,-224
2009-11-06,85000.0,85800.0,3169.0,18.3,-180,0,180
2009-11-09,85000.0,86000.0,1415.0,18.34,-43,0,43
2009-11-10,86400.0,85500.0,1211.0,18.23,-52,0,52
2009-11-11,85500.0,85700.0,1145.0,18.28,-6,0,6
2009-11-12,86900.0,85800.0,1082.0,18.3,-113,0,113
2009-11-13,85000.0,85700.0,1117.0,18.28,-23,17,6
2009-11-16,85500.0,88800.0,4787.0,18.94,-310,298,12
2009-11-17,90600.0,93900.0,7991.0,20.03,840,-298,-542
2009-11-18,92200.0,91200.0,2298.0,19.45,83,0,17
2009-11-19,91000.0,88500.0,1181.0,18.87,26,6,-32
2009-11-20,88500.0,88000.0,1464.0,18.77,-78,50,28
2009-11-23,91700.0,89000.0,961.0,18.98,1,0,-1
2009-11-24,88000.0,85900.0,1502.0,18.32,2,0,-2
2009-11-25,85000.0,86400.0,1876.0,18.43,4,0,-4
2009-11-26,87300.0,92600.0,22807.0,19.75,276,-100,-176
2009-11-27,96100.0,106000.0,58689.0,22.61,764,-40,613
2009-11-30,110000.0,90500.0,78613.0,19.3,4525,0,-86
2009-12-01,86500.0,82600.0,45102.0,17.62,-79,882,-803
2009-12-02,83900.0,83200.0,12233.0,17.74,-293,0,-7
2009-12-03,82500.0,82500.0,9037.0,17.59,-105,0,5
2009-12-04,82500.0,83000.0,10851.0,17.7,-5,0,5
2009-12-07,83500.0,84200.0,6501.0,17.96,795,-784,-11
2009-12-08,83800.0,86000.0,14546.0,18.34,10,0,-10
2009-12-09,86500.0,90500.0,22976.0,19.3,59,0,-59
2009-12-10,89300.0,91200.0,9992.0,19.45,-1193,0,293
2009-12-11,92000.0,89000.0,4776.0,18.98,-434,0,434
2009-12-14,89000.0,91000.0,3307.0,19.41,-1750,1061,689
2009-12-15,91900.0,90800.0,1866.0,19.36,-399,39,360
2009-12-16,90500.0,90300.0,1726.0,19.26,-68,0,68
2009-12-17,90000.0,89600.0,1477.0,19.11,-150,20,130
2009-12-18,89800.0,89700.0,2865.0,19.13,693,23,-716
2009-12-21,88300.0,88200.0,3490.0,18.81,1154,-1027,-127
2009-12-22,87700.0,88200.0,1612.0,18.81,74,0,-28
2009-12-23,88300.0,88800.0,2297.0,18.94,67,0,-67
2009-12-24,88500.0,89800.0,3480.0,19.15,-92,0,-18
2009-12-28,89900.0,89000.0,1650.0,18.98,235,0,-235
2009-12-29,87000.0,88900.0,1925.0,18.96,147,0,-147
2009-12-30,89000.0,88000.0,1417.0,18.77,-64,47,17
2010-01-04,88900.0,88100.0,1799.0,10.67,297,0,103
2010-01-05,87700.0,89000.0,1759.0,10.78,-124,0,124
2010-01-06,88600.0,88700.0,1384.0,10.74,-159,0,359
2010-01-07,87400.0,88200.0,1276.0,10.68,-25,0,25
2010-01-08,88200.0,88000.0,1435.0,10.66,460,0,-260
2010-01-11,87800.0,87900.0,751.0,10.65,-124,0,124
2010-01-12,87900.0,88000.0,812.0,10.66,97,0,-97
2010-01-13,86800.0,88100.0,1939.0,10.67,-22,0,22
2010-01-14,89000.0,90000.0,6554.0,10.9,-103,0,103
2010-01-15,91200.0,90600.0,831.0,10.98,-60,0,60
2010-01-18,89000.0,89800.0,1041.0,10.88,100,0,-100
2010-01-19,89000.0,89800.0,1125.0,10.88,0,0,0
2010-01-20,88400.0,88800.0,548.0,10.76,76,0,-76
2010-01-21,88000.0,88000.0,1696.0,10.66,255,170,-425
2010-01-22,87100.0,87100.0,915.0,10.55,87,0,-87
2010-01-25,87100.0,86000.0,1803.0,10.42,127,-22,-105
2010-01-26,86000.0,87900.0,933.0,10.65,-340,340,0
2010-01-27,86100.0,86000.0,1040.0,10.42,0,0,0
2010-01-28,87000.0,86000.0,360.0,10.42,-42,0,42
2010-01-29,84000.0,86200.0,657.0,10.44,-39,0,39
2010-02-01,85300.0,86100.0,695.0,10.43,75,-29,-46
2010-02-02,86100.0,86400.0,638.0,10.47,-45,0,45
2010-02-03,87500.0,85100.0,995.0,10.31,100,0,-100
2010-02-04,85100.0,85300.0,770.0,10.33,-22,0,22
2010-02-05,85000.0,82500.0,616.0,9.99,-35,10,25
2010-02-08,83400.0,84600.0,1338.0,10.25,38,0,-38
2010-02-09,84600.0,86000.0,2056.0,10.42,-69,30,39
2010-02-10,87500.0,86000.0,1304.0,10.42,0,0,0
2010-02-11,86000.0,86500.0,790.0,10.48,0,0,0
2010-02-12,86500.0,87400.0,1325.0,10.59,0,0,0
2010-02-16,87800.0,88500.0,2159.0,10.72,0,0,0
2010-02-17,89000.0,90900.0,2803.0,11.01,-342,0,-58
2010-02-18,89900.0,89900.0,19.0,10.89,0,0,0
2010-02-19,89800.0,91900.0,2925.0,11.13,0,0,0
2010-02-22,91000.0,90000.0,1940.0,10.9,-70,109,-39
2010-02-23,90100.0,91300.0,502.0,11.06,0,0,0
2010-02-24,91300.0,91300.0,1077.0,11.06,22,0,-22
2010-02-25,91300.0,91600.0,1785.0,11.1,0,0,0
2010-02-26,91600.0,92500.0,386.0,11.21,0,0,0
2010-03-02,91800.0,95400.0,4863.0,11.56,-108,130,-8
2010-03-03,95400.0,93900.0,352.0,11.37,0,0,0
2010-03-04,93500.0,91800.0,15084.0,11.12,-7,0,7
2010-03-05,91500.0,91500.0,479.0,11.08,-105,5,0
2010-03-08,92700.0,91900.0,409.0,11.13,-7,0,7
2010-03-09,92000.0,95000.0,6574.0,11.51,-28,28,0
2010-03-10,95500.0,97000.0,5060.0,11.75,-6,0,6
2010-03-11,96900.0,94600.0,1080.0,11.46,-39,-19,58
2010-03-12,94400.0,95500.0,206.0,11.57,-29,29,0
2010-03-15,95300.0,93000.0,232.0,11.27,0,0,0
2010-03-16,92500.0,93400.0,149.0,11.31,14,-4,-10
2010-03-17,93900.0,93400.0,165.0,11.31,-21,0,21
2010-03-18,93900.0,93900.0,1123.0,11.37,731,-861,90
2010-03-19,94100.0,93900.0,525.0,11.37,0,0,0
2010-03-22,93800.0,92800.0,219.0,11.24,0,0,0
2010-03-23,92900.0,94500.0,454.0,11.45,-15,0,15
2010-03-24,94300.0,94000.0,297.0,11.39,-14,0,14
2010-03-25,93900.0,92900.0,895.0,11.25,8,-8,0
2010-03-26,92900.0,93000.0,376.0,11.27,-25,0,22
2010-03-29,92000.0,92500.0,526.0,11.21,-27,0,0
2010-03-30,92600.0,92200.0,4291.0,11.17,-10,0,0
2010-03-31,92000.0,93900.0,3044.0,11.37,-533,0,0
2010-04-01,92900.0,92000.0,1946.0,11.14,0,0,0
2010-04-02,91000.0,91500.0,44.0,11.08,-2,0,2
2010-04-05,90400.0,92800.0,1308.0,11.24,605,-5,0
2010-04-06,93300.0,91000.0,1095.0,11.02,0,0,0
2010-04-07,90000.0,89400.0,515.0,10.83,390,0,-390
2010-04-08,89500.0,88600.0,579.0,10.73,282,-2,-280
2010-04-09,88700.0,90800.0,331.0,11.0,170,0,-170
2010-04-12,89900.0,88900.0,95.0,10.77,34,0,-34
2010-04-13,89500.0,88500.0,1396.0,10.72,962,0,-962
2010-04-14,88500.0,88500.0,2653.0,10.72,493,0,-493
2010-04-15,91400.0,88500.0,955.0,10.72,8,-4,-4
2010-04-16,90900.0,90500.0,403.0,10.96,163,-30,-133
2010-04-19,91500.0,90100.0,62.0,10.91,2,0,-2
2010-04-20,90900.0,89800.0,3611.0,10.88,35,0,-35
2010-04-21,91500.0,89500.0,23030.0,10.84,6183,4,-6187
2010-04-22,90000.0,91500.0,949.0,11.08,4,-1,-3
2010-04-23,92600.0,92400.0,290.0,11.19,0,0,0
2010-04-26,92400.0,92200.0,2526.0,11.17,0,0,0
2010-04-27,91000.0,91200.0,337.0,11.05,3,-3,0
2010-04-28,90000.0,93000.0,1642.0,11.27,2,-2,0
2010-04-29,92000.0,89700.0,566.0,10.87,0,0,0
2010-04-30,90900.0,90200.0,96.0,10.93,0,0,0
2010-05-03,88800.0,91400.0,422.0,11.07,2,-2,0
2010-05-04,90000.0,88100.0,1369.0,10.67,0,0,0
2010-05-06,86500.0,87000.0,541.0,10.54,0,0,0
2010-05-07,85600.0,85000.0,802.0,10.3,0,0,0
2010-05-10,85200.0,85800.0,200.0,10.39,2,-2,0
2010-05-11,85800.0,84300.0,252.0,10.21,0,0,0
2010-05-12,84900.0,85000.0,176.0,10.3,0,0,0
2010-05-13,85000.0,85900.0,680.0,10.41,28,-28,0
2010-05-14,83100.0,87000.0,657.0,10.54,0,0,0
2010-05-17,86000.0,86500.0,838.0,10.48,3,-3,0
2010-05-18,84700.0,86500.0,679.0,10.48,3,-3,0
2010-05-19,88000.0,84200.0,188.0,10.2,-30,0,0
2010-05-20,84500.0,83800.0,1141.0,10.15,-300,0,0
2010-05-24,82500.0,83500.0,473.0,10.11,-150,0,0
2010-05-25,83000.0,82500.0,957.0,9.99,-398,0,-152
2010-05-26,81500.0,81100.0,2065.0,9.82,-65,0,65
2010-05-27,81100.0,81700.0,948.0,9.9,0,0,0
2010-05-28,81700.0,83000.0,1007.0,10.05,4,0,-4
2010-05-31,83000.0,83500.0,563.0,10.11,-46,-16,0
2010-06-01,83400.0,82700.0,200.0,10.02,0,0,0
2010-06-03,82700.0,83000.0,895.0,10.05,-98,0,18
2010-06-04,82000.0,82800.0,270.0,10.03,-20,0,0
2010-06-07,81000.0,83000.0,384.0,10.05,-149,-1,0
2010-06-08,82900.0,83000.0,852.0,10.05,0,0,0
2010-06-09,82500.0,82900.0,126.0,10.04,0,0,0
2010-06-10,83000.0,83500.0,1031.0,10.11,0,0,0
2010-06-11,85000.0,83300.0,340.0,10.09,20,-20,0
2010-06-14,83500.0,83400.0,466.0,10.1,-49,-1,0
2010-06-15,83000.0,83400.0,256.0,10.1,0,0,0
2010-06-16,83200.0,82700.0,345.0,10.02,1,-1,0
2010-06-17,82500.0,82100.0,216.0,9.95,0,0,0
2010-06-18,81500.0,81800.0,51.0,9.91,1,-1,0
2010-06-21,81100.0,81900.0,429.0,9.92,2,-2,0
2010-06-22,83000.0,82700.0,1206.0,10.02,1,-1,0
2010-06-23,83000.0,82400.0,719.0,9.98,-399,-1,0
2010-06-24,82500.0,83500.0,733.0,10.11,-348,-2,0
2010-06-25,83100.0,86000.0,644.0,10.42,1,-1,0
2010-06-28,84600.0,87700.0,55.0,10.62,0,0,0
2010-06-29,88000.0,86300.0,404.0,10.45,0,0,0
2010-06-30,85000.0,86300.0,995.0,10.45,0,0,0
2010-07-01,84300.0,82700.0,1806.0,10.02,-118,0,0
2010-07-02,82600.0,83200.0,713.0,10.08,228,57,0
2010-07-05,83900.0,85200.0,1796.0,10.32,659,25,-1
2010-07-06,83900.0,85600.0,234.0,10.37,-24,24,0
2010-07-07,86000.0,84900.0,949.0,10.28,-21,21,0
2010-07-08,86500.0,84400.0,338.0,10.22,0,0,0
2010-07-09,84500.0,85000.0,43.0,10.3,0,0,0
2010-07-12,85000.0,87300.0,301.0,10.57,0,0,0
2010-07-13,85000.0,85900.0,656.0,10.41,-5,-2,7
2010-07-14,84300.0,84200.0,763.0,10.2,0,0,0
2010-07-15,84000.0,85200.0,245.0,10.32,-101,101,0
2010-07-16,83800.0,88500.0,511.0,10.72,1,-1,0
2010-07-19,88000.0,87800.0,529.0,10.64,-41,41,0
2010-07-20,85900.0,85900.0,378.0,10.41,2,-2,0
2010-07-21,83900.0,85000.0,932.0,10.3,2,-2,0
2010-07-22,84900.0,84000.0,384.0,10.18,53,-53,0
2010-07-23,85200.0,85000.0,9015.0,10.3,-2475,0,0
2010-07-26,84200.0,85000.0,4200.0,10.3,-3565,3,5
2010-07-27,85100.0,85100.0,606.0,10.31,-458,-42,0
2010-07-28,85100.0,85000.0,105.0,10.3,9,0,-9
2010-07-29,85400.0,85000.0,324.0,10.3,29,-32,3
2010-07-30,84200.0,85600.0,228.0,10.37,18,-19,1
2010-08-02,85600.0,85500.0,2368.0,10.36,-1875,0,12
2010-08-03,86400.0,85500.0,774.0,10.36,1,0,-1
2010-08-04,84900.0,85500.0,1570.0,10.36,-990,0,0
2010-08-05,85100.0,85500.0,166.0,10.36,3,-3,0
2010-08-06,85000.0,88200.0,4053.0,10.68,-1349,381,0
2010-08-09,88200.0,88200.0,909.0,10.68,-4,-2,6
2010-08-10,88200.0,88300.0,104.0,10.7,-2,-1,3
2010-08-11,88200.0,88000.0,886.0,10.66,388,-385,-3
2010-08-12,85100.0,89500.0,1436.0,10.84,-995,0,0
2010-08-13,87800.0,90000.0,900.0,10.9,21,0,-21
2010-08-16,90100.0,90000.0,1212.0,10.9,0,0,0
2010-08-17,88900.0,91500.0,1195.0,11.08,-498,498,0
2010-08-18,91600.0,92400.0,1688.0,11.19,520,-500,10
2010-08-19,90900.0,93000.0,389.0,11.27,51,-61,10
2010-08-20,91700.0,92400.0,109.0,11.19,1,-1,0
2010-08-23,91500.0,92100.0,4.0,11.16,1,-1,0
2010-08-24,90200.0,91600.0,61.0,11.1,6,-6,0
2010-08-25,90500.0,92500.0,644.0,11.21,633,-58,0
2010-08-26,92700.0,91700.0,420.0,11.11,8,0,-8
2010-08-27,92400.0,90800.0,507.0,11.0,2,-2,0
2010-08-30,91900.0,90900.0,249.0,11.01,200,0,0
2010-08-31,89600.0,91900.0,427.0,11.13,58,-58,0
2010-09-01,89600.0,91700.0,171.0,11.11,3,-3,0
2010-09-02,90400.0,91700.0,158.0,11.11,1,-1,0
2010-09-03,91000.0,92800.0,408.0,11.24,1,-1,0
2010-09-06,93000.0,92800.0,262.0,11.24,11,-2,-9
2010-09-07,91600.0,91600.0,130.0,11.1,4,-2,-2
2010-09-08,91000.0,91900.0,170.0,11.13,38,-3,0
2010-09-09,92000.0,92000.0,235.0,11.14,99,1,0
2010-09-10,92900.0,91000.0,796.0,11.02,0,0,0
2010-09-13,90600.0,91300.0,114.0,11.06,3,-3,0
2010-09-14,90800.0,91300.0,389.0,11.06,3,-3,0
2010-09-15,91100.0,91900.0,445.0,11.13,3,-3,0
2010-09-16,92500.0,90800.0,453.0,11.0,1,-1,0
2010-09-17,89300.0,91500.0,398.0,11.08,-136,-2,138
2010-09-20,92900.0,92000.0,156.0,11.14,-51,-1,52
2010-09-24,92000.0,96000.0,2348.0,11.63,-170,0,0
2010-09-27,96200.0,98000.0,4501.0,11.87,135,0,0
2010-09-28,97000.0,96900.0,303.0,11.74,5,-5,0
2010-09-29,99800.0,100000.0,1219.0,12.11,0,0,0
2010-09-30,115000.0,115000.0,7844.0,13.93,2,-2,0
2010-10-01,132000.0,132000.0,11807.0,15.99,1,-1,0
2010-10-04,131000.0,126500.0,30897.0,15.32,-1498,698,0
2010-10-05,130000.0,118500.0,16245.0,14.35,198,-2,4
2010-10-06,118500.0,116000.0,11802.0,14.05,137,0,-472
2010-10-07,119000.0,115000.0,12462.0,13.93,70,-2,-68
2010-10-08,115000.0,111500.0,6766.0,13.51,946,-3,-43
2010-10-11,112000.0,110500.0,5313.0,13.39,-1,-2,3
2010-10-12,109500.0,108500.0,6278.0,13.14,-25,2,13
2010-10-13,110500.0,108500.0,3438.0,13.14,-67,3,74
2010-10-14,110000.0,112500.0,5706.0,13.63,-799,0,799
2010-10-15,113000.0,110000.0,2024.0,13.32,-10,0,10
2010-10-18,108000.0,108500.0,13577.0,13.14,9428,5,117
2010-10-19,111000.0,109500.0,2070.0,13.26,-353,0,353
2010-10-20,109000.0,112000.0,12201.0,13.57,9018,0,-18
2010-10-21,114000.0,119500.0,29748.0,14.48,15545,0,-26
2010-10-22,118500.0,123500.0,7313.0,14.96,-5228,5126,102
2010-10-25,121000.0,119500.0,2815.0,14.48,-612,900,-288
2010-10-26,119500.0,119000.0,1533.0,14.42,55,0,-55
2010-10-27,118000.0,117000.0,1490.0,14.17,578,-4,26
2010-10-28,117000.0,117500.0,2141.0,14.23,1231,-4,43
2010-10-29,117000.0,118500.0,1471.0,14.35,4,0,-4
2010-11-01,116500.0,116500.0,519.0,14.11,-122,-2,124
2010-11-02,116500.0,114500.0,984.0,13.87,291,0,-291
2010-11-03,114000.0,113500.0,741.0,13.75,239,-5,-234
2010-11-04,114000.0,115500.0,1857.0,13.99,272,0,-272
2010-11-05,116500.0,118000.0,593.0,14.29,10,0,-10
2010-11-08,116500.0,115500.0,1142.0,13.99,16,0,-16
2010-11-09,115500.0,119000.0,2127.0,14.42,1309,0,-9
2010-11-10,118500.0,118500.0,1996.0,14.35,64,0,-64
2010-11-11,119500.0,118000.0,505.0,14.29,-51,0,51
2010-11-12,117000.0,118500.0,51870.0,14.35,88,50000,-88
2010-11-15,118500.0,120000.0,1262.0,14.54,15,0,-15
2010-11-16,135000.0,125500.0,2927.0,15.2,718,0,0
2010-11-17,129000.0,123000.0,1537.0,14.9,-361,-5,366
2010-11-18,123000.0,121000.0,32948.0,14.66,730,30000,270
2010-11-19,119500.0,123500.0,2182.0,14.96,283,0,-4
2010-11-22,123000.0,123500.0,3568.0,14.96,18,-16,6
2010-11-23,122500.0,120500.0,1806.0,14.6,457,-102,-345
2010-11-24,115000.0,119000.0,1691.0,14.42,-362,267,95
2010-11-25,121000.0,120000.0,2797.0,14.54,25,0,-25
2010-11-26,119500.0,116000.0,5062.0,14.05,4206,0,-2
2010-11-29,118000.0,117000.0,410.0,14.17,46,0,0
2010-11-30,118500.0,118000.0,336.0,14.29,-39,0,99
2010-12-01,118000.0,123000.0,6476.0,14.9,-735,0,5735
2010-12-02,120000.0,123000.0,53428.0,14.9,393,0,49630
2010-12-03,121000.0,123000.0,1448.0,14.9,42,-15,-27
2010-12-06,124500.0,125000.0,1304.0,15.14,-364,353,26
2010-12-07,126000.0,124000.0,1891.0,15.02,42,178,87
2010-12-08,121500.0,124000.0,556.0,15.02,35,-110,75
2010-12-09,123000.0,127000.0,945.0,15.38,-70,0,70
2010-12-10,128000.0,125500.0,2473.0,15.2,1696,-138,-558
2010-12-13,125000.0,127000.0,2932.0,15.38,140,0,69
2010-12-14,126000.0,125500.0,26123.0,15.2,5079,14876,44
2010-12-15,125500.0,123000.0,30074.0,14.9,14938,-600,140
2010-12-16,124500.0,123000.0,3521.0,14.9,1918,-1987,92
2010-12-17,123000.0,125000.0,2044.0,15.14,342,-422,80
2010-12-20,123000.0,124000.0,2511.0,15.02,-53,-3,56
2010-12-21,124000.0,125000.0,4358.0,15.14,-10,0,10
2010-12-22,125000.0,120000.0,59198.0,14.54,35331,-9864,-140
