Symbol,미래에셋대우_시가(원),미래에셋대우_종가(원),미래에셋대우_거래량(주),미래에셋대우_PER(IFRS-연결),미래에셋대우_순매수수량(개인)(주),미래에셋대우_순매수수량(기관계)(주),미래에셋대우_순매수수량(외국인계)(주)
2011-03-03,23450.0,23700.0,1361135.0,14.69,85291,-34621,-106260
2011-03-04,24000.0,23950.0,1296458.0,14.85,-166523,8753,11500
2011-03-07,23750.0,23400.0,999532.0,14.51,208297,-157567,-18510
2011-03-08,23400.0,23600.0,1337148.0,14.63,262746,-48796,-291550
2011-03-09,23750.0,23700.0,1317060.0,14.69,-109265,121539,-16624
2011-03-10,23750.0,23300.0,1541187.0,14.45,488827,-292237,-240970
2011-03-11,22900.0,22650.0,2370091.0,14.04,916800,-972700,102430
2011-03-14,22200.0,21600.0,2701928.0,13.39,-147278,39808,101930
2011-03-15,21600.0,21150.0,2437340.0,13.11,-47731,-127669,191430
2011-03-16,21600.0,21600.0,1510773.0,13.39,-125860,8450,68160
2011-03-17,21150.0,22050.0,1989843.0,13.67,-71669,75679,-38290
2011-03-18,22050.0,22550.0,2281036.0,13.98,-362683,503292,-101949
2011-03-21,22600.0,22700.0,1230992.0,14.07,112087,-280659,139650
2011-03-22,22950.0,22350.0,2053831.0,13.86,455930,-701730,252940
2011-03-23,22250.0,21850.0,2612814.0,13.55,1095355,-913135,-138240
2011-03-24,22050.0,22050.0,1104526.0,13.67,170875,-199620,2580
2011-03-25,22500.0,22550.0,1947718.0,13.98,132924,-55634,-49196
2011-03-28,22700.0,22450.0,1398312.0,13.92,337648,-277318,-31160
2011-03-29,22350.0,22400.0,1163394.0,13.89,207543,-244097,98960
2011-03-30,22150.0,22050.0,2975811.0,13.67,989888,-1169431,216050
2011-03-31,22300.0,22400.0,2097903.0,13.89,136809,-250707,48878
2011-04-01,22750.0,23700.0,5287502.0,20.85,-1151944,796767,235477
2011-04-04,24100.0,23950.0,3641346.0,21.07,161573,-294314,91620
2011-04-05,23950.0,23950.0,1987961.0,21.07,139931,-199041,-9040
2011-04-06,23700.0,23100.0,2639881.0,20.33,348134,-203068,58684
2011-04-07,23300.0,22800.0,2274009.0,20.06,357659,-364539,137070
2011-04-08,22750.0,23100.0,1818970.0,20.33,324826,-159836,51550
2011-04-11,23350.0,22800.0,2435177.0,20.06,708602,-590122,-92460
2011-04-12,22600.0,22100.0,1896719.0,19.45,254868,-311118,128950
2011-04-13,22150.0,22100.0,1782782.0,19.45,705298,-447023,-280515
2011-04-14,22100.0,22200.0,1555256.0,19.53,473728,-389867,-80021
2011-04-15,22450.0,22600.0,2927303.0,19.89,219848,-175158,22630
2011-04-18,22650.0,21800.0,2256765.0,19.18,90050,-51603,13675
2011-04-19,21500.0,21350.0,2379004.0,18.79,559485,-289733,-39372
2011-04-20,21650.0,22250.0,2736442.0,19.58,76135,-301119,189284
2011-04-21,22600.0,22100.0,3266937.0,19.45,249869,-369499,85560
2011-04-22,22200.0,22450.0,4016487.0,19.75,194911,-499231,317720
2011-04-25,22650.0,22100.0,1643363.0,19.45,211193,-221183,33910
2011-04-26,22050.0,21700.0,2076921.0,19.09,-42218,39674,38784
2011-04-27,22150.0,22600.0,4020372.0,19.89,-417546,-8984,377680
2011-04-28,22950.0,22500.0,2510689.0,19.8,64818,-10760,29332
2011-04-29,22700.0,22550.0,2844849.0,19.84,361675,-447785,157910
2011-05-02,22900.0,23300.0,2840303.0,20.5,-182268,68388,-18440
2011-05-03,23050.0,22750.0,2050937.0,20.02,-35795,133625,-2690
2011-05-04,22700.0,22350.0,1983764.0,19.67,-186576,140688,64660
2011-05-06,22050.0,21800.0,1614931.0,19.18,320348,-307468,96730
2011-05-09,21800.0,21600.0,1103979.0,19.01,260143,-157026,-24657
2011-05-11,21650.0,21600.0,1002350.0,19.01,237975,-61230,-10269
2011-05-12,21200.0,21250.0,1231483.0,18.7,147904,77886,-212860
2011-05-13,21350.0,20850.0,1936122.0,18.35,125500,132470,-227990
2011-05-16,20600.0,20350.0,1518301.0,17.91,98631,130079,-180850
2011-05-17,20200.0,20300.0,1456283.0,17.86,147541,-336871,141140
2011-05-18,20350.0,20350.0,1000236.0,17.91,74,54728,-55520
2011-05-19,20400.0,19200.0,2824063.0,16.89,446393,-421823,51070
2011-05-20,19200.0,18800.0,2998299.0,16.54,463969,-938139,504460
2011-05-23,18550.0,18200.0,1391596.0,16.01,152330,-187760,40280
2011-05-24,18100.0,18350.0,1328445.0,16.15,145624,-203504,47300
2011-05-25,18350.0,17850.0,1656858.0,15.71,222441,-204270,-11431
2011-05-26,18150.0,18300.0,1317036.0,16.1,171717,-65933,-126324
2011-05-27,18200.0,18150.0,1095054.0,15.97,11040,-48060,39720
2011-05-30,18250.0,18000.0,1217390.0,15.84,-104580,-79160,196300
2011-05-31,17900.0,18100.0,1989730.0,15.93,361051,-50300,-407161
2011-06-01,18150.0,17900.0,1684300.0,15.75,-72292,-8708,60490
2011-06-02,17450.0,17350.0,1595912.0,15.27,-140350,-49341,217511
2011-06-03,17350.0,17400.0,1011721.0,15.31,-97611,-114009,164360
2011-06-07,17150.0,17500.0,660827.0,15.4,-142526,13856,117350
2011-06-08,17600.0,17300.0,777418.0,15.22,112022,-47922,-21710
2011-06-09,17300.0,17400.0,949485.0,15.31,192968,-41604,-108194
2011-06-10,17600.0,16900.0,1332341.0,14.87,3142,-63562,100580
2011-06-13,16750.0,16400.0,1837521.0,14.43,-307578,-208052,455360
2011-06-14,16250.0,16700.0,1480111.0,14.69,-16933,-14287,48010
2011-06-15,16900.0,16700.0,896129.0,14.69,8865,-127645,155510
2011-06-16,16400.0,16400.0,1004168.0,14.43,-182321,16161,151140
2011-06-17,16500.0,16300.0,816248.0,14.34,-174038,4908,106500
2011-06-20,16300.0,16400.0,1195105.0,14.43,-2244,66744,-127720
2011-06-21,16700.0,17100.0,1570059.0,15.05,-133736,232176,-134460
2011-06-22,17350.0,17300.0,1434186.0,15.22,-292522,338772,-54720
2011-06-23,17200.0,17050.0,764336.0,15.0,24896,80560,-86586
2011-06-24,17100.0,17800.0,1576631.0,15.66,-339585,379630,-83445
2011-06-27,17600.0,17650.0,747825.0,15.53,89250,15690,21780
2011-06-28,17950.0,17550.0,774365.0,15.44,-85063,-37857,37840
2011-06-29,17900.0,17650.0,793964.0,15.53,-27093,-56147,74330
2011-06-30,17750.0,17850.0,1081019.0,15.71,22160,2420,-29220
2011-07-01,18150.0,18100.0,1253057.0,15.93,-165248,233058,-74240
2011-07-04,18400.0,19500.0,5047676.0,17.16,-1307684,1359829,-158080
2011-07-05,19400.0,19800.0,1758867.0,17.42,-528101,549775,-77714
2011-07-06,19500.0,19850.0,849355.0,17.47,-217716,118996,85810
2011-07-07,19850.0,19550.0,884526.0,17.2,-122307,-30333,156910
2011-07-08,19900.0,19600.0,1047542.0,17.25,-232169,-25441,251480
2011-07-11,19500.0,18750.0,1892332.0,16.5,335799,-443969,250290
2011-07-12,18300.0,17800.0,2663604.0,15.66,607682,-845262,226140
2011-07-13,17950.0,18050.0,1181448.0,15.88,368311,-364501,19220
2011-07-14,18050.0,18200.0,977783.0,16.01,49045,-202611,220590
2011-07-15,18050.0,18550.0,1202906.0,16.32,55891,-146791,64500
2011-07-18,18700.0,18000.0,954548.0,15.84,108328,28343,-65320
2011-07-19,17800.0,18100.0,558755.0,15.93,-73985,12717,21858
2011-07-20,18600.0,18600.0,1435147.0,16.37,78998,-154338,61190
2011-07-21,18600.0,18550.0,948334.0,16.32,-338684,75256,270278
2011-07-22,19150.0,19000.0,1543681.0,16.72,37683,-116733,93560
2011-07-25,18650.0,18700.0,967285.0,16.45,82481,13798,-75870
2011-07-26,18950.0,19450.0,2210658.0,17.11,226311,-123279,-42492
2011-07-27,19350.0,19350.0,2027885.0,17.03,18999,99771,-65180
2011-07-28,18950.0,18950.0,1083426.0,16.67,134529,-70869,-33660
2011-07-29,19000.0,18550.0,942023.0,16.32,-18212,-93088,127340
2011-08-01,19000.0,19150.0,833770.0,16.85,-32639,-53920,50039
2011-08-02,18850.0,18400.0,1261713.0,16.19,77514,-36140,6390
2011-08-03,17900.0,17600.0,1530733.0,15.49,280396,-297985,80380
2011-08-04,17850.0,17200.0,1053233.0,15.13,105106,31099,-204260
2011-08-05,16100.0,16350.0,2629644.0,14.39,41352,262008,-330650
2011-08-08,16000.0,15200.0,2048800.0,13.37,-221260,-33770,257440
2011-08-09,14450.0,14000.0,3945836.0,12.32,782813,33367,-802250
2011-08-10,14800.0,14300.0,2224307.0,12.58,364271,-51052,-335379
2011-08-11,13400.0,14400.0,2094248.0,12.67,138105,108815,-238940
2011-08-12,14900.0,14250.0,1717606.0,12.54,267421,-52107,-256474
2011-08-16,14950.0,15050.0,1183134.0,13.24,-9933,25920,-21717
2011-08-17,14950.0,15300.0,960480.0,13.46,64638,-128808,57420
2011-08-18,15350.0,14700.0,1039952.0,12.93,198929,-166819,20750
2011-08-19,13950.0,13500.0,1608996.0,11.88,193984,-311254,1420
2011-08-22,13500.0,13500.0,1133386.0,11.88,20761,1819,-48040
2011-08-23,13650.0,14250.0,1156281.0,12.54,-35747,155320,-71683
2011-08-24,14450.0,14050.0,874730.0,12.36,49970,53660,-26450
2011-08-25,14500.0,14100.0,767205.0,12.41,-117385,145164,-4839
2011-08-26,13950.0,14450.0,524789.0,12.71,-85931,29801,57500
2011-08-29,14650.0,15050.0,1496928.0,13.24,-162704,206654,-30720
2011-08-30,15350.0,14950.0,1116444.0,13.15,-99535,113975,-16080
2011-08-31,15050.0,15300.0,757220.0,13.46,-68818,-10870,58368
2011-09-01,15250.0,15200.0,1614223.0,13.37,-272544,35992,241642
2011-09-02,15150.0,14700.0,1535153.0,12.93,531837,-607177,48510
2011-09-05,14400.0,13700.0,1147467.0,12.05,387787,-403197,-9360
2011-09-06,13450.0,13250.0,1399897.0,11.66,511430,-483897,-20403
2011-09-07,13600.0,13750.0,1330357.0,12.1,211042,-141705,-100827
2011-09-08,11700.0,11700.0,4713693.0,10.29,150720,-357070,218490
2011-09-09,11200.0,11150.0,6912249.0,9.81,475235,-642061,75146
2011-09-14,11200.0,10400.0,3160308.0,9.15,748359,126431,-774820
2011-09-15,10750.0,10000.0,5212057.0,8.8,1409646,-170996,-1325770
2011-09-16,10300.0,10550.0,4731984.0,9.28,165830,393390,-621170
2011-09-19,10300.0,10050.0,2105938.0,8.84,377439,-341890,-3959
2011-09-20,10050.0,10650.0,3424518.0,9.37,-392754,202124,23690
2011-09-21,10550.0,10800.0,4531677.0,9.5,-1145142,700602,370630
2011-09-22,9850.0,9700.0,5603678.0,9.43,2122362,-1111732,-807680
2011-09-23,9300.0,9050.0,2575709.0,8.8,-64571,64490,78461
2011-09-26,9150.0,8610.0,2210068.0,8.37,-330149,156279,131880
2011-09-27,8910.0,9180.0,1963425.0,8.93,-177012,182739,-262787
2011-09-28,9270.0,9680.0,4716120.0,9.42,-89014,249394,-74970
2011-09-29,9500.0,10450.0,3887440.0,10.16,-63225,202265,-277630
2011-09-30,10600.0,10450.0,1583986.0,10.16,-194806,-108584,97660
2011-10-04,9880.0,10000.0,1998602.0,9.73,-468504,607204,-72800
2011-10-05,10150.0,9780.0,2286358.0,9.51,-730602,382222,366010
2011-10-06,10150.0,10450.0,2672981.0,10.16,-728200,511540,112940
2011-10-07,10800.0,11150.0,4822536.0,10.85,-819441,946891,-529700
2011-10-10,11050.0,10900.0,2718870.0,10.6,780250,-421530,-373590
2011-10-11,11300.0,10700.0,4264171.0,10.41,580820,-642670,22990
2011-10-12,10550.0,10700.0,3809665.0,10.41,375148,-751468,329820
2011-10-13,10850.0,10600.0,3339472.0,10.31,231876,-305295,75810
2011-10-14,10450.0,10500.0,3118497.0,10.21,557941,-769646,225078
2011-10-17,10650.0,10650.0,2232214.0,10.36,224931,-356623,116090
2011-10-18,10400.0,10300.0,1862123.0,10.02,234005,-239560,29965
2011-10-19,10500.0,10100.0,2664465.0,9.82,4457,207763,-124380
2011-10-20,10150.0,9770.0,2048301.0,9.5,230310,-62520,34610
2011-10-21,9940.0,9810.0,2035499.0,9.54,194879,-58029,-121220
2011-10-24,9980.0,10150.0,3375412.0,9.87,283048,-374908,19870
2011-10-25,10150.0,10000.0,2436810.0,9.73,-51905,-209695,379080
2011-10-26,9850.0,9970.0,1706490.0,9.7,-28827,-171742,206580
2011-10-27,10100.0,10400.0,4689857.0,10.12,-669112,276765,402905
2011-10-28,11100.0,11150.0,10049463.0,10.85,-2044190,1486910,388060
2011-10-31,11300.0,10900.0,3417042.0,10.6,121380,147350,-232830
2011-11-01,10650.0,10650.0,2575926.0,10.36,249413,-74944,-172229
2011-11-02,10250.0,10350.0,2448050.0,10.07,312935,-81685,-35600
2011-11-03,10450.0,10050.0,1782409.0,9.78,235016,-228156,41560
2011-11-04,10400.0,10850.0,2215426.0,10.55,-656750,608480,26970
2011-11-07,10800.0,10600.0,1689493.0,10.31,507177,-440947,-20140
2011-11-08,10700.0,10300.0,1611267.0,10.02,56950,-223760,148470
2011-11-09,10550.0,10450.0,1355038.0,10.16,-228527,19707,76830
2011-11-10,10050.0,9720.0,3850309.0,9.45,819855,-618685,-89670
2011-11-11,9950.0,10100.0,1557023.0,9.82,-35254,18371,136803
2011-11-14,10300.0,10250.0,1712419.0,9.97,-54015,8577,27960
2011-11-15,10100.0,9900.0,2670891.0,9.63,334087,-287607,86850
2011-11-16,9900.0,9980.0,5284881.0,9.71,-1491894,434983,-112876
2011-11-17,9960.0,10150.0,2572773.0,9.87,-443295,-68960,-60739
2011-11-18,9950.0,10100.0,2795799.0,9.82,-849022,168952,-118350
2011-11-21,10050.0,10000.0,2412626.0,9.73,-133810,-322164,-16786
2011-11-22,9820.0,9810.0,2617247.0,9.54,316756,-798687,-56045
2011-11-23,9830.0,9370.0,3133847.0,9.11,238684,-1096801,11960
2011-11-24,9270.0,9330.0,2353680.0,9.07,148760,-747764,-134046
2011-11-25,9310.0,9340.0,1821003.0,9.08,-198920,547530,-420950
2011-11-28,9500.0,9630.0,1388782.0,9.37,-255808,148566,46900
2011-11-29,9640.0,9600.0,2823827.0,9.34,219713,-429516,122503
2011-11-30,9540.0,9440.0,1691945.0,9.18,-150359,-225861,162810
2011-12-01,10000.0,10700.0,8593180.0,10.41,-3383078,1242246,466972
2011-12-02,10600.0,11000.0,4089085.0,10.7,-1138352,857006,-62396
2011-12-05,11150.0,11050.0,2196168.0,10.75,-331089,320659,-89960
2011-12-06,10950.0,10750.0,2030652.0,10.46,-527541,-59613,-10596
2011-12-07,10750.0,11200.0,3009305.0,10.89,-638519,644549,129160
2011-12-08,11050.0,11200.0,3506705.0,10.89,-843188,608803,-282815
2011-12-09,10900.0,10850.0,2092034.0,10.55,-137350,-363530,-60770
2011-12-12,11200.0,11000.0,1416772.0,10.7,-94260,-161706,22688
2011-12-13,10800.0,10800.0,1348966.0,10.5,-205240,-17489,49950
2011-12-14,10700.0,10900.0,972298.0,10.6,-136119,-83826,-39038
2011-12-15,10700.0,10550.0,1195237.0,10.26,-179864,-15806,20310
2011-12-16,10650.0,10500.0,1676522.0,10.21,316917,-294658,-113459
2011-12-19,10400.0,10050.0,3135491.0,9.78,-599751,-273095,-159840
2011-12-20,10100.0,10000.0,964314.0,9.73,-69178,-81542,-56190
2011-12-21,10500.0,10500.0,1542613.0,10.21,-384627,-2003,109310
2011-12-22,10450.0,10450.0,589226.0,10.16,-44297,-54293,-4800
2011-12-23,10600.0,10700.0,1195584.0,10.41,-181855,-58262,148260
2011-12-26,10800.0,10650.0,750832.0,10.36,-74528,48278,-32120
2011-12-27,10650.0,10350.0,1380498.0,10.07,16061,-241624,9870
2011-12-28,10450.0,10450.0,1029653.0,10.16,-239927,172117,-30170
2011-12-29,10400.0,10400.0,1517731.0,10.12,138860,74394,-300810
2012-01-02,10450.0,10350.0,1266194.0,10.07,-223456,-23504,-78620
2012-01-03,10450.0,10850.0,2010588.0,10.55,-834725,-48399,132300
2012-01-04,10900.0,10800.0,1137183.0,10.5,-437812,41106,12450
2012-01-05,10800.0,10800.0,772093.0,10.5,-279181,46911,240
2012-01-06,10850.0,10650.0,884160.0,10.36,-134390,-70150,2830
2012-01-09,10550.0,10550.0,853943.0,10.26,-80936,-101524,73990
2012-01-10,10550.0,11000.0,2167623.0,10.7,-681383,-292999,64492
2012-01-11,10950.0,10850.0,1558173.0,10.55,-212910,-139507,-48750
