Symbol,미래에셋대우_시가(원),미래에셋대우_종가(원),미래에셋대우_거래량(주),미래에셋대우_PER(IFRS-연결),미래에셋대우_순매수수량(개인)(주),미래에셋대우_순매수수량(기관계)(주),미래에셋대우_순매수수량(외국인계)(주)
2003-02-28,3815.0,3745.0,868735.0,13.99,254753,-245503,-8410
2003-03-03,3735.0,3805.0,506780.0,14.21,1390,-13890,8740
2003-03-04,3750.0,3705.0,690390.0,13.84,112750,-160010,0
2003-03-05,3650.0,3580.0,666570.0,13.37,-89280,-6720,-16220
2003-03-06,3600.0,3410.0,918703.0,12.74,211950,-13180,-208000
2003-03-07,3315.0,3220.0,1083010.0,12.03,149340,-13670,-136170
2003-03-10,3200.0,3100.0,746570.0,11.58,74810,-1580,-78040
2003-03-11,2970.0,3000.0,1037103.0,11.21,91147,9890,-105767
2003-03-12,3010.0,3040.0,1242300.0,11.35,295060,-282740,-15390
2003-03-13,3030.0,2985.0,1847750.0,11.15,17940,96280,-100610
2003-03-14,3150.0,3080.0,1173495.0,11.5,-20950,39120,-18140
2003-03-17,3050.0,2870.0,924910.0,10.72,-58950,61540,-5200
2003-03-18,3095.0,3180.0,1792466.0,11.88,-68310,53660,4620
2003-03-19,3155.0,3185.0,1281180.0,11.9,9280,-40330,-4840
2003-03-20,3290.0,3660.0,4548220.0,13.67,51610,-106170,12590
2003-03-21,3770.0,3820.0,4977190.0,14.27,140390,30660,89430
2003-03-24,3950.0,3800.0,3001834.0,14.2,80490,-32100,1620
2003-03-25,3540.0,3500.0,1855512.0,13.07,-208190,176450,31720
2003-03-26,3595.0,3535.0,1967820.0,13.2,-34430,-2160,36590
2003-03-27,3465.0,3565.0,3137584.0,13.32,35380,-49640,14260
2003-03-28,3650.0,3675.0,1480492.0,13.73,10580,-41730,31160
2003-03-31,3560.0,3390.0,1167610.0,12.66,-44360,35460,6790
2003-04-01,3270.0,3450.0,1299350.0,,193310,-36830,-156990
2003-04-02,3520.0,3570.0,1523952.0,,-75580,76290,0
2003-04-03,3750.0,3640.0,1605480.0,,-287440,145340,22580
2003-04-04,3565.0,3800.0,2318156.0,,-57680,39850,9810
2003-04-07,3950.0,4370.0,6214712.0,,190060,-90940,2860
2003-04-08,4300.0,4355.0,7344277.0,,-91255,92785,17730
2003-04-09,4290.0,4150.0,2894359.0,,-7590,-19420,5780
2003-04-10,4120.0,4235.0,3641531.0,,131712,60995,-246247
2003-04-11,4210.0,4530.0,12805625.0,,-252760,63060,14740
2003-04-14,4695.0,4520.0,5825741.0,,264948,19310,-119288
2003-04-15,4690.0,4440.0,3918749.0,,47070,-63340,13650
2003-04-16,4600.0,4830.0,13229758.0,,68050,-62360,0
2003-04-17,4710.0,4850.0,5935462.0,,-47560,-3420,3500
2003-04-18,5070.0,4990.0,5441511.0,,45910,-156580,101230
2003-04-21,4920.0,4890.0,3277414.0,,35570,65940,-99850
2003-04-22,4765.0,4655.0,2611475.0,,183410,-129270,-47270
2003-04-23,4740.0,4505.0,2765550.0,,-146670,132670,5850
2003-04-24,4505.0,4560.0,2813552.0,,3842,7126,-11128
2003-04-25,4510.0,4215.0,3502067.0,,131350,-142170,4470
2003-04-28,4080.0,4180.0,2277110.0,,18710,69490,300
2003-04-29,4350.0,4530.0,3589246.0,,-86117,87967,5400
2003-04-30,4475.0,4415.0,2225811.0,,-118140,93500,28710
2003-05-02,4500.0,4630.0,4564591.0,,-23450,-110330,24780
2003-05-06,4720.0,4645.0,2734257.0,,-71154,71984,3080
2003-05-07,4710.0,4695.0,3009910.0,,-59470,11600,44490
2003-05-09,4650.0,4850.0,3501953.0,,-51915,41795,10120
2003-05-12,5040.0,4910.0,5160467.0,,615750,-419170,-15290
2003-05-13,4950.0,4695.0,4076843.0,,45230,-61680,2140
2003-05-14,4660.0,4680.0,2343892.0,,46101,-59821,-400
2003-05-15,4730.0,4770.0,2679038.0,,-69630,70010,-17170
2003-05-16,4750.0,4590.0,2578025.0,,65680,-103710,21000
2003-05-19,4490.0,4320.0,1850330.0,,192500,-209650,50
2003-05-20,4200.0,4420.0,1691481.0,,32970,-43690,-7530
2003-05-21,4350.0,4340.0,1211671.0,,115560,-46200,-62790
2003-05-22,4275.0,4200.0,1811497.0,,11830,14300,-4430
2003-05-23,4300.0,4480.0,2048028.0,,-179770,161630,-1170
2003-05-26,4520.0,4560.0,2527755.0,,-163922,140512,-10
2003-05-27,4630.0,4685.0,3208460.0,,-167057,171127,-9100
2003-05-28,4895.0,4900.0,5727572.0,,-824270,533920,102120
2003-05-29,4850.0,4710.0,3118951.0,,-148714,155940,-22896
2003-05-30,4750.0,4720.0,2220963.0,,98244,-205110,69416
2003-06-02,4850.0,5170.0,27052281.0,,3139077,-2823464,2997
2003-06-03,5100.0,5200.0,7223644.0,,187440,-375200,148450
2003-06-04,5400.0,5210.0,4895920.0,,4440,-143880,121450
2003-06-05,5320.0,5070.0,4639009.0,,122770,-157840,14540
2003-06-09,5070.0,5080.0,2513919.0,,79020,-20900,7060
2003-06-10,5030.0,5240.0,4541640.0,,240740,-294200,34760
2003-06-11,5270.0,5190.0,5619369.0,,142270,-208230,49210
2003-06-12,5300.0,5280.0,4229688.0,,643630,-556500,-73410
2003-06-13,5300.0,5250.0,4849608.0,,122120,-141820,14080
2003-06-16,5200.0,5300.0,4240900.0,,-65020,-126640,194240
2003-06-17,5560.0,5680.0,16087688.0,,936730,-891820,-111400
2003-06-18,5700.0,5680.0,5496126.0,,219260,-202950,14470
2003-06-19,5680.0,5790.0,6143438.0,,205585,-175725,7010
2003-06-20,5620.0,5550.0,3778500.0,,-27960,-20040,7900
2003-06-23,5550.0,5230.0,3889173.0,,219170,30780,-228170
2003-06-24,5100.0,5200.0,2723035.0,,-87350,97540,-3740
2003-06-25,5200.0,5360.0,2773036.0,,36870,11130,-30190
2003-06-26,5170.0,5180.0,2985938.0,,102770,21730,-22500
2003-06-27,5260.0,5210.0,2487303.0,,110580,67720,-109100
2003-06-30,5100.0,5130.0,2097614.0,,51410,-45510,-8340
2003-07-01,5080.0,5140.0,1587679.0,,11130,-15900,24770
2003-07-02,5220.0,5340.0,3694126.0,,-93366,-55534,198680
2003-07-03,5500.0,5180.0,4253646.0,,103200,-32380,0
2003-07-04,5180.0,5250.0,2018462.0,,-147620,52220,-4700
2003-07-07,5340.0,5460.0,3731829.0,,185360,-46370,129730
2003-07-08,5570.0,5300.0,4151575.0,,287100,-252680,0
2003-07-09,5350.0,5330.0,1936380.0,,49580,-7410,4070
2003-07-10,5260.0,5280.0,2657996.0,,165760,-207300,56540
2003-07-11,5160.0,5210.0,1779313.0,,56890,-60490,5000
2003-07-14,5250.0,5370.0,2758301.0,,73607,-49817,3540
2003-07-15,5410.0,5180.0,2565680.0,,93500,-95900,1190
2003-07-16,5240.0,5110.0,1952006.0,,-95440,98660,-2220
2003-07-18,4950.0,4810.0,2376807.0,,90420,27010,-120450
2003-07-21,4820.0,4555.0,2093938.0,,182730,7890,-119500
2003-07-22,4490.0,4605.0,1612620.0,,1660,36310,-39000
2003-07-23,4610.0,4520.0,1245371.0,,-39611,25020,14401
2003-07-24,4430.0,4690.0,1518300.0,,56030,-72300,15570
2003-07-25,4670.0,4615.0,1434938.0,,174330,-83830,-95400
2003-07-28,4735.0,4880.0,2197598.0,,-541380,92490,448670
2003-07-29,4850.0,5000.0,2385737.0,,-164470,6440,149980
2003-07-30,4960.0,4895.0,1368522.0,,-262940,-77060,330000
2003-07-31,4910.0,4875.0,877408.0,,-25190,61750,-6560
2003-08-01,4930.0,4930.0,974526.0,,11310,-18140,6830
2003-08-04,4770.0,4775.0,1046604.0,,42660,-31190,-11470
2003-08-05,4775.0,4710.0,982780.0,,-21130,16760,4480
2003-08-06,4600.0,4640.0,773705.0,,-28170,11250,16920
2003-08-07,4640.0,4660.0,727291.0,,9710,-10310,600
2003-08-08,4700.0,4660.0,886836.0,,51590,-51580,0
2003-08-11,4600.0,4650.0,660894.0,,15720,-14100,0
2003-08-12,4655.0,4595.0,672440.0,,49829,-48230,1
2003-08-13,4605.0,4735.0,1580336.0,,85820,-84100,-1720
2003-08-14,4750.0,4860.0,2382575.0,,62280,-64600,-11350
2003-08-18,4945.0,4950.0,2200636.0,,-146230,127130,1000
2003-08-19,5100.0,4960.0,2563519.0,,72879,-71989,-5890
2003-08-20,4950.0,4765.0,1379319.0,,39722,-29960,-4412
2003-08-21,4780.0,5470.0,10030193.0,,272341,-286131,4000
2003-08-22,5470.0,5470.0,7021614.0,,-102400,-96620,224150
2003-08-25,5500.0,5650.0,7949757.0,,-23910,18410,-5000
2003-08-26,5600.0,5400.0,3865000.0,,-13600,6320,3700
2003-08-27,5480.0,5530.0,11229427.0,,205192,-213772,37270
2003-08-28,5600.0,5340.0,3910261.0,,37440,-32470,9580
2003-08-29,5440.0,5550.0,4061477.0,,7030,-222450,198800
2003-09-01,5510.0,5700.0,5687070.0,,-48820,-11540,72030
2003-09-02,5850.0,5760.0,5515653.0,,-131861,1641,85020
2003-09-03,5890.0,5600.0,3470930.0,,61670,-84740,34420
2003-09-04,5620.0,5610.0,3767300.0,,-416650,-72770,495090
2003-09-05,5600.0,5500.0,2022090.0,,51380,-61970,10710
2003-09-08,5350.0,5370.0,1342910.0,,20530,-41470,3360
2003-09-09,5400.0,5580.0,3132465.0,,78619,55311,-169680
2003-09-15,5560.0,5370.0,2397431.0,,266998,139410,-406268
2003-09-16,5380.0,5450.0,1933340.0,,185750,-23800,-155450
2003-09-17,5550.0,5360.0,1776817.0,,-32390,22300,26790
2003-09-18,5350.0,5170.0,2023201.0,,-66460,64240,200
2003-09-19,5290.0,5080.0,3347957.0,,409762,-49702,-504180
2003-09-22,5020.0,4790.0,2227023.0,,-105710,98810,3050
2003-09-23,4700.0,4860.0,2222298.0,,-28514,9474,15590
2003-09-24,4820.0,4870.0,1668950.0,,113920,-177350,84480
2003-09-25,4700.0,4715.0,1615793.0,,127400,-118500,2530
2003-09-26,4605.0,4550.0,1377013.0,,76110,-70820,-710
2003-09-29,4580.0,4440.0,1593344.0,,49390,48170,-164630
2003-09-30,4505.0,4375.0,1672837.0,,183960,-157730,-14310
2003-10-01,4230.0,4240.0,2387230.0,,150990,-172820,12150
2003-10-02,4340.0,4280.0,2221637.0,,47100,-94420,45980
2003-10-06,4320.0,4440.0,2415380.0,,10930,-230890,222640
2003-10-07,4500.0,4380.0,1481871.0,,122100,-141600,26400
2003-10-08,4420.0,4280.0,1171257.0,,75380,-98960,0
2003-10-09,4275.0,4430.0,1593166.0,,-194090,111200,133000
2003-10-10,4530.0,4850.0,7368370.0,,-703200,90900,636230
2003-10-13,4800.0,4860.0,3179901.0,,-78308,-2112,77080
2003-10-14,4980.0,4870.0,2860825.0,,-171750,169960,-16840
2003-10-15,4900.0,4830.0,1606630.0,,14190,-17540,0
2003-10-16,4770.0,4935.0,2417126.0,,-165654,139534,-4710
2003-10-17,4915.0,4850.0,1508991.0,,-86520,137620,0
2003-10-20,4850.0,4890.0,1258066.0,,-64690,71630,3450
2003-10-21,4930.0,4815.0,1524106.0,,37510,-17650,-25840
2003-10-22,4805.0,4550.0,3277095.0,,1140680,-30210,-1105880
2003-10-23,4420.0,4510.0,3280853.0,,737280,-228310,-498820
2003-10-24,4510.0,4405.0,1792931.0,,81590,159570,-250300
2003-10-27,4405.0,4425.0,1347230.0,,-5540,77560,-65150
2003-10-28,4430.0,4625.0,2567924.0,,-214020,200520,9130
2003-10-29,4780.0,4500.0,2130185.0,,-63304,58474,2500
2003-10-30,4600.0,4550.0,1178824.0,,-145294,107574,30290
2003-10-31,4550.0,4480.0,1199644.0,,37510,-50500,6070
2003-11-03,4430.0,4595.0,1398291.0,,-169770,129200,16800
2003-11-04,4680.0,4510.0,3390869.0,,-3173,-80087,99700
2003-11-05,4550.0,4800.0,2502185.0,,-28281,14401,5770
2003-11-06,4850.0,4670.0,2718200.0,,-285270,12200,267930
2003-11-07,4700.0,4940.0,3934790.0,,-311570,-86360,387290
2003-11-10,4940.0,4900.0,2224720.0,,-97820,-208880,302020
2003-11-11,4840.0,4735.0,1615178.0,,41190,-39230,-700
2003-11-12,4710.0,4710.0,2488434.0,,75540,5480,-83010
2003-11-13,4810.0,4790.0,2048060.0,,-41730,-68400,114510
2003-11-14,4750.0,4990.0,6146046.0,,-209323,-20637,233140
2003-11-17,4930.0,5000.0,2896630.0,,268380,-254990,-10240
2003-11-18,4950.0,4945.0,2245674.0,,-89700,84010,5000
2003-11-19,4770.0,4620.0,2018997.0,,176201,-172131,13140
2003-11-20,4620.0,4580.0,1589070.0,,-119030,112380,-150
2003-11-21,4500.0,4510.0,1220583.0,,42820,-41760,0
2003-11-24,4395.0,4200.0,2218720.0,,524289,74551,-604000
2003-11-25,4320.0,4345.0,1837330.0,,150053,58437,-211610
2003-11-26,4345.0,4420.0,1486140.0,,-133020,129600,1290
2003-11-27,4430.0,4450.0,891744.0,,6650,-13960,7990
2003-11-28,4450.0,4500.0,1099919.0,,-93390,74020,19430
2003-12-01,4500.0,4680.0,1857084.0,,-365870,311650,55560
2003-12-02,4740.0,4615.0,1402319.0,,-374500,345850,26650
2003-12-03,4615.0,4585.0,934067.0,,-126600,59130,68520
2003-12-04,4580.0,4660.0,1405958.0,,-343040,326780,0
2003-12-05,4650.0,4555.0,1038557.0,,-321130,316670,0
2003-12-08,4470.0,4520.0,869104.0,,-159494,-114136,272250
2003-12-09,4575.0,4520.0,685550.0,,-45920,42540,-2000
2003-12-10,4450.0,4530.0,985487.0,,192430,-255890,-760
2003-12-11,4530.0,4500.0,1488299.0,,-106680,-146040,256670
2003-12-12,4620.0,4560.0,1271340.0,,-74790,86840,-370
2003-12-15,4730.0,4710.0,1696990.0,,-147016,173206,42000
2003-12-16,4550.0,4505.0,1444530.0,,148120,-119180,-21600
2003-12-17,4505.0,4360.0,1623293.0,,103190,-94280,-20610
2003-12-18,4380.0,4445.0,1526205.0,,-194750,28930,164000
2003-12-19,4500.0,4350.0,1305693.0,,16970,-14370,5160
2003-12-22,4320.0,4240.0,1210072.0,,-9980,14320,-8250
2003-12-23,4250.0,4115.0,909245.0,,-100475,69485,-50
2003-12-24,4120.0,4065.0,798776.0,,-29798,26608,100
2003-12-26,4000.0,4000.0,926568.0,,-5066,16316,-11270
2003-12-29,3960.0,4100.0,727455.0,,-70,-33660,33590
2003-12-30,4200.0,4250.0,1058485.0,,32260,-199770,199800
2004-01-02,4290.0,4370.0,1530049.0,,-95140,61920,131940
2004-01-05,4300.0,4430.0,2127996.0,,-72585,-97155,330320
2004-01-06,4545.0,4425.0,1858549.0,,165157,-132737,-15050
2004-01-07,4415.0,4420.0,1013030.0,,-40020,2210,36350
2004-01-08,4425.0,4275.0,1346419.0,,144970,-79050,-76720
2004-01-09,4340.0,4450.0,2140278.0,,-338472,89882,255560
2004-01-12,4490.0,4590.0,4613391.0,,143350,-134980,760
2004-01-13,4660.0,4520.0,1497850.0,,-87130,-80910,187000
2004-01-14,4490.0,4470.0,1361300.0,,52730,79710,-146960
2004-01-15,4455.0,4400.0,1371321.0,,85880,-124140,60410
2004-01-16,4400.0,4365.0,992276.0,,26630,-33760,2340
2004-01-19,4370.0,4415.0,919053.0,,-16270,2310,29410
2004-01-20,4420.0,4570.0,1850646.0,,-118330,-142800,263000
2004-01-26,4575.0,4600.0,1654900.0,,-6910,-247560,255620
2004-01-27,4650.0,4510.0,1826097.0,,20730,-60730,37670
2004-01-28,4470.0,4415.0,1161384.0,,59120,-56900,9490
2004-01-29,4360.0,4325.0,1345343.0,,161414,-165904,5000
2004-01-30,4310.0,4300.0,1153951.0,,245104,-176944,-68770
2004-02-02,4295.0,4285.0,1013244.0,,106260,-28110,-77490
2004-02-03,4280.0,4240.0,1198230.0,,-95380,66320,11800
2004-02-04,4185.0,4205.0,868671.0,,-37870,11680,22550
2004-02-05,4200.0,4255.0,976767.0,,-163940,111140,40800
2004-02-06,4250.0,4235.0,914544.0,,168560,-152420,11000
2004-02-09,4280.0,4245.0,971621.0,,39653,-41703,2720
2004-02-10,4270.0,4320.0,1315060.0,,-248540,40310,231560
2004-02-11,4350.0,4290.0,1113790.0,,-112440,111140,2930
2004-02-12,4350.0,4395.0,4119768.0,,-315800,182550,-24330
2004-02-13,4390.0,4390.0,1043994.0,,-3950,-2230,400
2004-02-16,4335.0,4260.0,1748566.0,,169514,-148264,10790
2004-02-17,4260.0,4265.0,887564.0,,-29970,27480,970
2004-02-18,4310.0,4275.0,1452629.0,,-99708,-32772,131820
2004-02-19,4260.0,4235.0,924381.0,,89110,-113130,28000
2004-02-20,4280.0,4320.0,2704714.0,,84730,-80190,820
2004-02-23,4310.0,4350.0,1062464.0,,-42480,36060,0
2004-02-24,4350.0,4260.0,985190.0,,-84444,84024,0
2004-02-25,4220.0,4680.0,7787382.0,,-792996,39706,743710
2004-02-26,4700.0,4850.0,13408973.0,,-2162809,-154041,2232140
2004-02-27,4910.0,4835.0,3519952.0,,-168070,91080,77650
2004-03-02,4970.0,4870.0,3990101.0,,-873600,-38840,896260
2004-03-03,4840.0,4795.0,3122818.0,,16540,-12690,-540
2004-03-04,4905.0,5190.0,12514289.0,,-1213708,230698,880840
2004-03-05,5260.0,5240.0,5081338.0,,-295363,137623,163930
2004-03-08,5360.0,5340.0,6678286.0,,-1159110,373430,683550
2004-03-09,5280.0,5230.0,2329055.0,,-65703,79881,-16518
2004-03-10,5100.0,5000.0,3229990.0,,226160,-84260,-85870
2004-03-11,4890.0,5150.0,3784811.0,,203272,-218942,33190
2004-03-12,5070.0,4885.0,5028556.0,,261311,-113361,-36250
2004-03-15,4945.0,4820.0,2442901.0,,-55480,62000,-4600
2004-03-16,4710.0,4745.0,2447320.0,,280280,-156120,106190
2004-03-17,4800.0,4925.0,3079792.0,,-9580,-43880,48280
2004-03-18,5050.0,5150.0,4517913.0,,-928478,924148,33070
2004-03-19,5160.0,5150.0,2221726.0,,-235534,237704,-18760
2004-03-22,5090.0,4940.0,1985340.0,,140460,-120210,2660
2004-03-23,4850.0,4960.0,1773917.0,,110101,-3751,9000
2004-03-24,4920.0,4850.0,1315139.0,,69576,-79976,6300
2004-03-25,4805.0,4625.0,2690026.0,,-134230,98810,-7480
2004-03-26,4705.0,4600.0,1915311.0,,-52330,121390,138650
2004-03-29,4615.0,4725.0,1783547.0,,-376293,84003,388310
2004-03-30,4750.0,4605.0,1370409.0,,100810,-73090,-6250
2004-03-31,4625.0,4760.0,1805390.0,,-145170,-106160,306290
2004-04-01,4740.0,4740.0,1233781.0,7.21,22020,-157270,160920
2004-04-02,4750.0,4715.0,1429112.0,7.17,171610,-87830,-103360
2004-04-06,4830.0,4920.0,4646970.0,7.48,-154670,-77610,290460
2004-04-07,4955.0,4880.0,1994001.0,7.42,-54029,-19801,74810
2004-04-08,4905.0,4895.0,1528402.0,7.45,-98460,108700,-26500
2004-04-09,4880.0,4800.0,1762661.0,7.3,-176798,-42072,245010
2004-04-12,4780.0,4870.0,1819658.0,7.41,-513517,266457,204490
2004-04-13,5070.0,4845.0,4074076.0,7.37,351450,-43810,-229780
2004-04-14,4770.0,4745.0,1634720.0,7.22,-80720,89350,-5700
2004-04-16,4720.0,4650.0,1429185.0,7.07,267543,-230610,4307
2004-04-19,4610.0,4585.0,1368719.0,6.98,157469,-142630,-250
2004-04-20,4610.0,4635.0,1447107.0,7.05,197448,-168388,-800
2004-04-21,4530.0,4595.0,1574522.0,6.99,113563,-123423,9080
2004-04-22,4620.0,4715.0,2754105.0,7.17,-413061,-106249,518230
2004-04-23,4830.0,4760.0,2227073.0,7.24,-43900,41490,890
2004-04-26,4820.0,4850.0,2837079.0,7.38,-641040,7710,593190
2004-04-27,4890.0,4760.0,1653000.0,7.24,-88040,62890,6050
2004-04-28,4760.0,4650.0,1474096.0,7.07,26456,-35955,22299
2004-04-29,4570.0,4430.0,1997526.0,6.74,67776,267076,-376422
2004-04-30,4310.0,4390.0,1282574.0,6.68,-38380,107640,-76320
2004-05-03,4340.0,4380.0,935208.0,6.66,-85230,95510,-22030
2004-05-04,4400.0,4350.0,1017956.0,6.62,67492,-36392,-15220
2004-05-06,4360.0,4140.0,1408548.0,6.3,127193,15360,-166070
2004-05-07,4070.0,4140.0,1579256.0,6.3,-255710,-162770,436090
2004-05-10,4110.0,3935.0,1772060.0,5.99,-129890,-146930,277460
2004-05-11,3950.0,4030.0,2309781.0,6.13,-416840,-561060,987500
2004-05-12,4060.0,4165.0,1358800.0,6.34,-221860,-130640,365740
2004-05-13,4200.0,4150.0,1870538.0,6.31,-89130,-256260,431200
2004-05-14,4230.0,4180.0,1692960.0,6.36,-22150,-350260,397940
2004-05-17,4200.0,3910.0,1002453.0,5.95,-106530,89440,-5000
2004-05-18,3820.0,3760.0,2758549.0,5.72,789160,11960,-798320
2004-05-19,3760.0,3835.0,4087810.0,5.83,1360810,-31900,-1319210
2004-05-20,3750.0,3615.0,2427494.0,5.5,187970,-177530,4590
2004-05-21,3705.0,3710.0,1773415.0,5.64,-74948,71588,22230
2004-05-24,3800.0,3795.0,1363197.0,5.77,68847,-62577,14080
2004-05-25,3720.0,3780.0,2608748.0,5.75,189970,-134990,-42390
2004-05-27,3860.0,3760.0,1201450.0,5.72,-62180,64470,-19230
2004-05-28,3810.0,3760.0,1009701.0,5.72,16520,-7170,-15770
2004-05-31,3800.0,3715.0,1148719.0,5.65,141620,-60440,-40030
2004-06-01,3705.0,3715.0,741839.0,5.65,-69000,55230,0
2004-06-02,3695.0,3655.0,874761.0,5.56,104590,-68440,-22450
2004-06-03,3685.0,3510.0,1202310.0,5.34,61150,-19650,-78850
2004-06-04,3520.0,3490.0,977850.0,5.31,-47220,25790,4370
2004-06-07,3510.0,3660.0,1429233.0,5.57,-602500,155580,454860
2004-06-08,3720.0,3670.0,1194670.0,5.58,-386560,-10620,416080
2004-06-09,3710.0,3600.0,838541.0,5.48,6530,-92630,94200
2004-06-10,3610.0,3565.0,1116171.0,5.42,285790,-111300,-333720
2004-06-11,3570.0,3440.0,1094650.0,5.23,207780,-201170,3180
2004-06-14,3370.0,3300.0,922042.0,5.02,-40450,21100,370
2004-06-15,3350.0,3330.0,875200.0,5.06,-119420,51760,49450
2004-06-16,3310.0,3265.0,940927.0,4.97,38240,-18050,-9900
2004-06-17,3265.0,3220.0,1282990.0,4.9,40286,-181386,253810
2004-06-18,3230.0,3160.0,1051287.0,4.81,-60990,-69610,193320
2004-06-21,3150.0,3115.0,1060411.0,4.74,-82120,-56320,133940
2004-06-22,3115.0,3070.0,1003162.0,4.67,-93920,-11890,113550
2004-06-23,3020.0,2855.0,2051583.0,4.34,699353,-51533,-632000
2004-06-24,2900.0,3155.0,3041267.0,4.8,-868363,110693,733120
2004-06-25,3130.0,3160.0,1175410.0,4.81,-57140,80370,-26920
2004-06-28,3150.0,3140.0,668710.0,4.78,11760,-3490,-3240
2004-06-29,3170.0,3270.0,1319463.0,4.97,-511650,131390,384410
2004-06-30,3310.0,3360.0,1661524.0,5.11,53000,43710,-80920
2004-07-01,3420.0,3340.0,1045039.0,5.08,-100430,-19780,122610
2004-07-02,3270.0,3195.0,745650.0,4.86,165090,-109830,-38900
2004-07-05,3160.0,3170.0,447931.0,4.82,83740,-48550,-32700
2004-07-06,3140.0,3120.0,485781.0,4.75,-15230,47470,1800
2004-07-07,3010.0,3085.0,739564.0,4.69,210140,18260,-232240
2004-07-08,3050.0,3030.0,737727.0,4.61,152879,-124609,-16720
2004-07-09,3020.0,3040.0,476660.0,4.62,-92020,57800,12290
2004-07-12,3055.0,3045.0,802710.0,4.63,-169910,-12320,202420
2004-07-13,3060.0,3110.0,611924.0,4.73,-182130,-5300,191420
2004-07-14,3080.0,3060.0,496873.0,4.65,-82580,-40310,149890
2004-07-15,3045.0,3065.0,502560.0,4.66,-169330,9650,153710
2004-07-16,3050.0,3070.0,460699.0,4.67,-98250,-27800,134230
2004-07-19,3050.0,3145.0,509896.0,4.78,-180316,29616,143830
2004-07-20,3110.0,3075.0,433890.0,4.68,-14370,-92630,117270
2004-07-21,3150.0,3380.0,2636890.0,5.14,-807360,69070,779480
2004-07-22,3280.0,3360.0,1096562.0,5.11,-121820,-81740,202540
2004-07-23,3395.0,3230.0,966100.0,4.91,69060,-85330,21700
2004-07-26,3160.0,3130.0,817168.0,4.76,217970,8970,-233580
2004-07-27,3110.0,3125.0,520063.0,4.75,-37340,20500,14320
2004-07-28,3190.0,3175.0,1244830.0,4.83,-54920,41180,14910
2004-07-29,3145.0,3080.0,629771.0,4.68,49940,-32930,-5390
2004-07-30,3115.0,3080.0,652799.0,4.68,-27991,23731,-1310
2004-08-02,3055.0,3045.0,560111.0,4.63,122120,-113330,-4580
2004-08-03,3120.0,3170.0,1362093.0,4.82,-111065,-13225,120970
2004-08-04,3140.0,3240.0,1022368.0,4.93,-94743,-37037,136000
2004-08-05,3285.0,3390.0,1723904.0,5.16,-516090,3560,506580
2004-08-06,3245.0,3260.0,1017416.0,4.96,-148590,20820,106730
2004-08-09,3185.0,3220.0,803483.0,4.9,76750,88310,-175360
2004-08-10,3190.0,3240.0,624330.0,4.93,30490,-63250,42140
2004-08-11,3285.0,3245.0,860071.0,4.94,-16870,20140,-2140
2004-08-12,3260.0,3245.0,1081929.0,4.94,-187444,195684,14130
2004-08-13,3270.0,3540.0,5008552.0,5.38,-476500,-162930,524930
2004-08-16,3560.0,3585.0,1541857.0,5.45,86923,-126713,1510
2004-08-17,3670.0,3510.0,1378853.0,5.34,-4720,-660,1970
2004-08-18,3470.0,3500.0,800475.0,5.32,-70390,69790,-600
2004-08-19,3555.0,3535.0,1092601.0,5.38,-161500,103760,56250
2004-08-20,3480.0,3435.0,680042.0,5.22,-82757,49947,13900
2004-08-23,3510.0,3425.0,703648.0,5.21,-29872,24072,-9690
2004-08-24,3425.0,3440.0,573940.0,5.23,-17345,48965,-34770
2004-08-25,3460.0,3585.0,1511949.0,5.45,-223190,17330,232320
2004-08-26,3640.0,3550.0,3911767.0,5.4,1247155,-1374255,124930
2004-08-27,3600.0,3510.0,1898621.0,5.34,775701,-864291,94410
2004-08-30,3530.0,3415.0,1837512.0,5.19,828500,-930560,76700
2004-08-31,3390.0,3460.0,757691.0,5.26,-95960,69520,21440
2004-09-01,3460.0,3520.0,2084408.0,5.35,272416,22684,-261320
2004-09-02,3520.0,3620.0,3370692.0,5.51,-262660,133690,106520
2004-09-03,3700.0,3615.0,2362490.0,5.5,-80430,-34680,92490
2004-09-06,3650.0,3780.0,3157614.0,5.75,-281110,24480,261800
2004-09-07,3820.0,3695.0,1798257.0,5.62,106360,-97020,-670
2004-09-08,3715.0,3600.0,1968140.0,5.48,47780,-109370,47290
2004-09-09,3615.0,3665.0,1654233.0,5.57,121530,-213250,18860
2004-09-10,3630.0,3670.0,1767161.0,5.58,203150,-135670,-66600
2004-09-13,3760.0,3765.0,3845201.0,5.73,-106110,-57350,174370
2004-09-14,3800.0,3645.0,1907937.0,5.54,46600,-133670,75770
2004-09-15,3645.0,3580.0,1190640.0,5.45,260530,-129020,-112000
2004-09-16,3560.0,3625.0,1396305.0,5.51,-226125,66215,146740
2004-09-17,3610.0,3530.0,1185650.0,5.37,120300,-145360,22110
2004-09-20,3570.0,3720.0,2346309.0,5.66,-734139,-24711,756530
2004-09-21,3715.0,3720.0,1080220.0,5.66,55327,-48705,1388
2004-09-22,3800.0,3605.0,1772376.0,5.48,243653,-272193,17870
2004-09-23,3565.0,3525.0,1065983.0,5.36,186960,-118690,-77930
2004-09-24,3515.0,3525.0,705890.0,5.36,236760,-167260,-61650
2004-09-30,3500.0,3460.0,1048423.0,5.26,367153,-247053,-87200
2004-10-01,3435.0,3510.0,751484.0,5.34,66470,-67120,4900
2004-10-04,3580.0,3685.0,1806500.0,5.61,-374915,29055,365680
