Symbol,한섬_시가(원),한섬_종가(원),한섬_거래량(주),한섬_PER(IFRS-연결),한섬_순매수수량(개인)(주),한섬_순매수수량(기관계)(주),한섬_순매수수량(외국인계)(주)
2002-06-12,10350.0,10400.0,185420.0,5.74,-14950,21170,9600
2002-06-14,10400.0,10950.0,491730.0,6.04,-119520,-14540,140000
2002-06-17,11000.0,10550.0,126690.0,5.82,5390,-5090,1750
2002-06-18,10700.0,10550.0,123917.0,5.82,-3060,3060,0
2002-06-19,10600.0,9800.0,192893.0,5.41,19270,5410,-22680
2002-06-20,9580.0,9910.0,122660.0,5.47,7620,-7400,-200
2002-06-21,9700.0,9800.0,122700.0,5.41,-11820,-1860,13950
2002-06-24,9600.0,9550.0,108661.0,5.27,-17240,-2400,12800
2002-06-25,9600.0,9130.0,127670.0,5.04,5870,-20870,0
2002-06-26,8860.0,8000.0,217395.0,4.41,-5210,18560,37000
2002-06-27,8500.0,8400.0,185605.0,4.63,-8750,-10660,19490
2002-06-28,8620.0,9100.0,196170.0,5.02,-24270,21780,3990
2002-07-02,8800.0,9200.0,128000.0,5.08,-20110,-36160,53390
2002-07-03,9190.0,9310.0,104680.0,5.14,-11850,7240,4610
2002-07-04,9400.0,9620.0,115390.0,5.31,-18550,18950,0
2002-07-05,9430.0,9670.0,153751.0,5.33,-77050,26060,51020
2002-07-08,10000.0,9970.0,181340.0,5.5,-58030,-9110,67170
2002-07-09,10200.0,10750.0,291412.0,5.93,-104980,20680,84300
2002-07-10,10800.0,11550.0,536023.0,6.37,-126120,-12560,138680
2002-07-11,11700.0,11000.0,554600.0,6.07,96940,-49830,-32050
2002-07-12,11100.0,11150.0,275240.0,6.15,9499,-9159,-23150
2002-07-15,10900.0,11200.0,191360.0,6.18,-25160,32700,-30000
2002-07-16,11000.0,10950.0,216170.0,6.04,-27040,-13650,24960
2002-07-18,10700.0,11000.0,95550.0,6.07,-7790,7520,0
2002-07-19,11000.0,10700.0,94930.0,5.9,-12710,8320,0
2002-07-22,10000.0,10000.0,239655.0,5.52,25200,62860,-88980
2002-07-23,10500.0,10800.0,280575.0,5.96,-32110,18100,12980
2002-07-24,10450.0,10950.0,180010.0,6.04,37970,5030,-41000
2002-07-25,11100.0,11150.0,869110.0,6.15,194240,-34260,-167820
2002-07-26,11000.0,10500.0,283880.0,5.79,-7350,28710,-22060
2002-07-29,10800.0,9990.0,254450.0,5.51,8755,32245,-38000
2002-07-30,10200.0,10300.0,247890.0,5.68,-58110,54480,3600
2002-07-31,10250.0,10900.0,168330.0,6.01,-39380,38470,0
2002-08-01,10900.0,10800.0,452025.0,5.96,76590,52030,-118590
2002-08-02,10500.0,10400.0,141270.0,5.74,-20050,20050,0
2002-08-05,10300.0,9970.0,141950.0,5.5,-13430,33430,-20000
2002-08-06,9570.0,9950.0,177630.0,5.49,-26160,60160,-39000
2002-08-07,10200.0,10050.0,111765.0,5.54,-3450,3490,0
2002-08-08,10100.0,10250.0,106340.0,5.65,-2740,-20,0
2002-08-09,10400.0,10450.0,145677.0,5.76,-17820,1020,16800
2002-08-12,10450.0,10450.0,84351.0,5.76,-4710,11610,0
2002-08-13,10400.0,10550.0,122868.0,5.82,5900,-5900,0
2002-08-14,10350.0,10600.0,72800.0,5.85,-1300,960,0
2002-08-16,10700.0,11000.0,551660.0,6.07,68380,-39620,-28790
2002-08-19,11000.0,10850.0,187760.0,5.99,-50230,17330,0
2002-08-20,11300.0,11000.0,212391.0,6.07,42280,-8010,-54370
2002-08-21,10900.0,11000.0,99250.0,6.07,-5870,-4120,0
2002-08-22,11050.0,11150.0,216900.0,6.15,31410,8590,-40000
2002-08-23,11150.0,11300.0,240520.0,6.23,-50630,54640,-6910
2002-08-26,11150.0,11150.0,86780.0,6.15,-780,-12700,6300
2002-08-27,11150.0,10800.0,97920.0,5.96,15430,-16890,600
2002-08-28,10650.0,10700.0,100990.0,5.9,14140,-14140,0
2002-08-29,10400.0,10800.0,82600.0,5.96,-7900,7900,0
2002-08-30,11000.0,10800.0,73840.0,5.96,16920,-16920,0
2002-09-02,10800.0,10950.0,182897.0,6.04,5660,-18150,0
2002-09-03,10900.0,10650.0,144140.0,5.88,29420,-31930,0
2002-09-04,10400.0,10300.0,107850.0,5.68,9700,-9700,0
2002-09-05,10500.0,10900.0,279410.0,6.01,-48260,27710,-10000
2002-09-06,10900.0,10000.0,243350.0,5.52,-11100,-45340,55000
2002-09-09,10600.0,10000.0,111400.0,5.52,5310,-5310,0
2002-09-10,10100.0,10200.0,87138.0,5.63,-20260,20260,0
2002-09-11,10300.0,10800.0,781131.0,5.96,-47300,8930,38370
2002-09-12,10850.0,11500.0,632461.0,6.34,-100350,4300,100470
2002-09-13,11800.0,11400.0,981772.0,6.29,-128150,-41270,200080
2002-09-16,11600.0,12500.0,955260.0,6.9,-133760,124930,11400
2002-09-17,12500.0,12300.0,728430.0,6.79,219220,35230,-252910
2002-09-18,12300.0,11300.0,612070.0,6.23,163560,60590,-223240
2002-09-19,11300.0,11200.0,236760.0,6.18,4340,5060,-9400
2002-09-23,10900.0,10600.0,313600.0,5.85,29640,-28320,9890
2002-09-24,10300.0,10650.0,239830.0,5.88,-7070,6840,0
2002-09-25,10700.0,10250.0,392720.0,5.65,-34480,36810,-1480
2002-09-26,10400.0,10900.0,517200.0,6.01,-72390,12090,60780
2002-09-27,11000.0,11050.0,356570.0,6.1,-50610,78060,-450
2002-09-30,10700.0,10350.0,209530.0,5.71,-12760,11090,0
2002-10-01,10200.0,10650.0,193778.0,5.88,-66252,65842,0
2002-10-02,10950.0,10750.0,234230.0,5.93,-27410,-4930,32400
2002-10-04,10600.0,11150.0,255268.0,6.15,18170,-19390,100
2002-10-07,11000.0,10450.0,228100.0,5.76,25170,23630,-48300
2002-10-08,10350.0,10650.0,154476.0,5.88,-10550,38530,-27630
2002-10-09,10800.0,10150.0,231001.0,5.6,20020,34120,-44850
2002-10-10,9950.0,9700.0,177511.0,5.35,-30460,31410,350
2002-10-11,10100.0,9800.0,162863.0,5.41,-13650,25140,-11240
2002-10-14,10100.0,10000.0,214431.0,5.52,10241,9869,-22000
2002-10-15,10100.0,10200.0,254110.0,5.63,19540,12800,-18000
2002-10-16,10500.0,10200.0,285421.0,5.63,20250,-33610,13290
2002-10-17,10100.0,10350.0,204150.0,5.71,-11830,31730,-30000
2002-10-18,10500.0,10750.0,302050.0,5.93,21000,25330,-49330
2002-10-21,10750.0,10150.0,241250.0,5.6,29430,1210,-29340
2002-10-22,10350.0,10150.0,143860.0,5.6,14350,-1520,-11990
2002-10-23,10150.0,10300.0,207000.0,5.68,9160,19980,-30740
2002-10-24,10300.0,9820.0,601450.0,5.42,201140,16230,-140260
2002-10-25,9520.0,9500.0,271680.0,5.24,110290,8500,-43270
2002-10-28,9500.0,9510.0,338540.0,5.25,133400,5110,-78960
2002-10-29,9420.0,9190.0,528898.0,5.07,161290,-77550,-36000
2002-10-30,9250.0,8780.0,702108.0,4.84,236450,-125230,-68500
2002-10-31,8780.0,9210.0,929558.0,5.08,35760,145420,-143990
2002-11-01,9050.0,9140.0,611992.0,5.04,30120,6290,4500
2002-11-04,9100.0,9050.0,555681.0,4.99,-81500,16990,0
2002-11-05,8960.0,8860.0,619781.0,4.89,73300,-103140,-74290
2002-11-06,8900.0,9160.0,511551.0,5.05,-64960,54810,0
2002-11-07,9130.0,9100.0,410801.0,5.02,-59730,35870,0
2002-11-08,8940.0,9010.0,215619.0,4.97,-43320,21730,0
2002-11-11,8850.0,9000.0,176291.0,4.97,-41270,-3550,0
2002-11-12,8860.0,8830.0,263810.0,4.87,41710,-9940,-81700
2002-11-13,8800.0,8850.0,182910.0,4.88,32980,-30200,-3970
2002-11-14,8890.0,9150.0,269430.0,5.05,-108840,18530,55180
2002-11-15,9260.0,9400.0,448501.0,5.19,-84410,40360,-43150
2002-11-18,9500.0,9380.0,444700.0,5.17,47170,-20930,-6440
2002-11-19,9310.0,9480.0,199481.0,5.23,-38970,38920,0
2002-11-20,9420.0,9610.0,278548.0,5.3,-93740,49470,25000
2002-11-21,9690.0,9270.0,605379.0,5.11,39820,-36810,560
2002-11-22,9370.0,9290.0,206600.0,5.13,-19390,21700,90
2002-11-25,9200.0,9140.0,200020.0,5.04,15660,9630,-13990
2002-11-26,9200.0,9070.0,210857.0,5.0,73183,-10323,-64940
2002-11-27,8980.0,9100.0,147420.0,5.02,-310,31300,-23610
2002-11-28,9250.0,9700.0,551646.0,5.35,-76640,-20060,199160
2002-11-29,9900.0,10100.0,862211.0,5.57,72831,-73241,145420
2002-12-02,10250.0,10750.0,1047296.0,5.93,-283130,177010,157590
2002-12-03,11050.0,10700.0,573015.0,5.9,-51300,34920,50830
2002-12-04,10600.0,10450.0,566685.0,5.76,138670,-45750,-53430
2002-12-05,10350.0,10600.0,234940.0,5.85,-58090,46590,-90
2002-12-06,10600.0,10350.0,242850.0,5.71,28130,7960,-240
2002-12-09,10350.0,10500.0,330939.0,5.79,-1781,-57009,52360
2002-12-10,10300.0,10600.0,214555.0,5.85,-59210,79210,0
2002-12-11,10700.0,10800.0,195530.0,5.96,-45450,42550,2000
2002-12-12,11100.0,10050.0,407491.0,5.54,84991,4649,-91140
2002-12-13,10400.0,10250.0,259254.0,5.65,24204,-19424,-3740
2002-12-16,10250.0,9950.0,164845.0,5.49,4920,13630,-17950
2002-12-17,10050.0,10000.0,164140.0,5.52,-16210,16210,0
2002-12-18,10000.0,10000.0,128632.0,5.52,-17250,28400,-14000
2002-12-20,10150.0,9710.0,123670.0,5.36,23480,8290,-28000
2002-12-23,9550.0,9240.0,191290.0,5.1,36990,37330,-68270
2002-12-24,9020.0,9030.0,126029.0,4.98,37720,-4540,-32300
2002-12-26,9020.0,9000.0,154762.0,4.97,16450,-30160,16290
2002-12-27,8650.0,8950.0,83040.0,4.94,-36380,15920,19360
2002-12-30,8720.0,8350.0,80100.0,4.61,-1010,6560,-5480
2003-01-02,8260.0,8590.0,122060.0,4.83,3823,1217,-810
2003-01-03,9100.0,8610.0,336183.0,4.84,155660,-94650,-30150
2003-01-06,8720.0,8350.0,262573.0,4.69,146300,-56520,-59940
2003-01-07,8540.0,8410.0,620457.0,4.73,161380,-78280,-85000
2003-01-08,8410.0,8360.0,300330.0,4.7,61026,-56416,-3610
2003-01-09,8280.0,8210.0,303920.0,4.61,104660,-28670,-79120
2003-01-10,8200.0,7800.0,521792.0,4.38,90322,-19562,-71020
2003-01-13,7640.0,8090.0,286868.0,4.55,-13062,12882,60
2003-01-14,8000.0,8100.0,287920.0,4.55,-38120,8680,90
2003-01-15,8150.0,8270.0,423190.0,4.65,-71500,39950,32180
2003-01-16,8180.0,8220.0,199430.0,4.62,7640,2850,-11050
2003-01-17,8140.0,8100.0,168302.0,4.55,-54100,-5810,59780
2003-01-20,7920.0,8100.0,100789.0,4.55,-47300,4150,39310
2003-01-21,8160.0,8290.0,269370.0,4.66,-11420,7570,3980
2003-01-22,8310.0,8020.0,148940.0,4.51,-31060,-4440,40460
2003-01-23,8020.0,8030.0,292659.0,4.51,-33640,58960,-85940
2003-01-24,8050.0,7990.0,142820.0,4.49,-71480,72300,-950
2003-01-27,7610.0,7570.0,100365.0,4.25,22000,-4990,-15300
2003-01-28,7420.0,7500.0,152480.0,4.21,12240,6800,-19040
2003-01-29,7650.0,6890.0,183195.0,3.87,55840,-13090,-43190
2003-01-30,7000.0,7040.0,237727.0,3.96,80580,-67830,-12160
2003-02-03,7000.0,7190.0,268450.0,4.04,6850,69260,-85030
2003-02-04,7290.0,7180.0,142092.0,4.03,-23178,23938,-1840
2003-02-05,7160.0,7190.0,90630.0,4.04,-2690,-3880,0
2003-02-06,7250.0,7080.0,280110.0,3.98,89600,17750,-98150
2003-02-07,6950.0,7100.0,191220.0,3.99,-22660,54710,-33770
2003-02-10,6920.0,7050.0,91590.0,3.96,-47853,47503,0
2003-02-11,7010.0,7000.0,207591.0,3.93,-71270,28180,-1000
2003-02-12,6890.0,7040.0,87320.0,3.96,-40190,26190,0
2003-02-13,6960.0,7000.0,106750.0,3.93,-30580,33420,-33640
2003-02-14,6930.0,6750.0,225300.0,3.79,153040,3520,-156560
2003-02-17,6880.0,6970.0,335190.0,3.92,107630,62230,-171010
2003-02-18,7000.0,6880.0,231970.0,3.87,16120,33880,-50000
2003-02-19,6990.0,7010.0,443521.0,3.94,35520,25610,-49490
2003-02-20,7010.0,7400.0,979211.0,4.16,34980,39990,-50000
2003-02-21,7510.0,7600.0,655290.0,4.27,-65640,-46060,110000
2003-02-24,7700.0,7510.0,410730.0,4.22,-36850,19430,1500
2003-02-25,7420.0,7200.0,201230.0,4.05,-40230,-19680,200
2003-02-26,7170.0,7150.0,107940.0,4.02,-17660,-780,190
2003-02-27,6960.0,7020.0,225980.0,3.94,49240,1710,-87640
2003-02-28,6970.0,6990.0,172429.0,3.93,-20450,32190,-43490
2003-03-03,6870.0,6900.0,219041.0,3.88,61110,12680,-85400
2003-03-04,6820.0,6560.0,309150.0,3.69,23980,62970,-92500
2003-03-05,6350.0,6100.0,404412.0,3.43,78250,104120,-226740
2003-03-06,6110.0,6100.0,264710.0,3.43,-64470,48810,34760
2003-03-07,5950.0,5930.0,273170.0,3.33,-60883,20503,46380
2003-03-10,5850.0,6100.0,139901.0,3.43,-56970,16500,55470
2003-03-11,5990.0,6000.0,90320.0,3.37,-13380,-2280,38530
2003-03-12,5970.0,6200.0,171020.0,3.48,-24410,36050,1060
2003-03-13,6250.0,6200.0,173130.0,3.48,-15670,17050,16370
2003-03-14,6390.0,6350.0,449160.0,3.57,14440,54840,-600
2003-03-17,6300.0,6000.0,226552.0,3.37,-21067,52217,-50000
2003-03-18,6210.0,6150.0,228624.0,3.46,78420,4840,-50000
2003-03-19,6150.0,6320.0,283080.0,3.55,-22750,-9090,0
2003-03-20,6850.0,7040.0,1168724.0,3.96,128243,-196913,120000
2003-03-21,7300.0,7680.0,1433055.0,4.32,141640,-215150,227600
2003-03-24,7800.0,7450.0,670174.0,4.19,-130820,32270,79960
2003-03-25,7010.0,7260.0,477760.0,4.08,-68670,140720,-29880
2003-03-26,7350.0,7350.0,545678.0,4.13,-106400,98950,27450
2003-03-27,7400.0,7260.0,144700.0,4.08,-2500,-6930,300
2003-03-28,7450.0,7480.0,436185.0,4.2,64314,-39834,-20
2003-03-31,7300.0,7150.0,131190.0,4.02,-27730,26870,-610
2003-04-01,7100.0,7170.0,161723.0,4.03,-11240,830,-5210
2003-04-02,7180.0,7270.0,189330.0,4.09,-43430,6360,12280
2003-04-03,7410.0,7600.0,511680.0,4.27,-118800,167500,270
2003-04-04,7600.0,8000.0,512640.0,4.5,-219340,164150,18610
2003-04-07,8250.0,8400.0,375036.0,4.72,-88010,71300,16530
2003-04-08,8200.0,8140.0,303916.0,4.57,13588,-73828,62240
2003-04-09,8210.0,8000.0,159080.0,4.5,-46830,46100,510
2003-04-10,7900.0,8060.0,111826.0,4.53,-40164,30564,9600
2003-04-11,7950.0,8240.0,233858.0,4.63,-112461,108721,3430
2003-04-14,8160.0,8260.0,131289.0,4.64,-10670,-6889,600
2003-04-15,8310.0,8700.0,323363.0,4.89,-43285,40235,15060
2003-04-16,8870.0,8610.0,246590.0,4.84,32730,-58460,18400
2003-04-17,8530.0,8450.0,131610.0,4.75,31710,-25230,50
2003-04-18,8660.0,8840.0,188890.0,4.97,-36950,41340,-5350
2003-04-21,8880.0,8650.0,136675.0,4.86,-3984,3864,-80
2003-04-22,8650.0,8250.0,206150.0,4.64,82530,-72280,-240
2003-04-23,8300.0,8250.0,208582.0,4.64,7332,-14090,310
2003-04-24,8210.0,8130.0,271300.0,4.57,-15320,-33640,-136420
2003-04-25,7900.0,7640.0,227800.0,4.29,19400,-18090,0
2003-04-28,7210.0,7570.0,112388.0,4.25,25082,14918,-40000
2003-04-29,7700.0,7860.0,124375.0,4.42,-21740,30120,-18630
2003-04-30,7810.0,7900.0,360070.0,4.44,45930,157080,-230600
2003-05-02,7840.0,7730.0,165120.0,4.34,23310,-31270,2320
2003-05-06,7740.0,8030.0,366740.0,4.51,-75200,145080,-89720
2003-05-07,8150.0,8260.0,151900.0,4.64,-67170,39510,26830
2003-05-09,8110.0,8250.0,47950.0,4.64,1310,-1450,0
2003-05-12,8400.0,8350.0,137779.0,4.69,-23139,-14101,42180
2003-05-13,8320.0,8020.0,163180.0,4.51,25280,-50790,26000
2003-05-14,7900.0,8150.0,143540.0,4.58,-27540,-25970,42150
2003-05-15,8110.0,8800.0,563420.0,4.94,-34340,49980,84950
