Symbol,한섬_시가(원),한섬_종가(원),한섬_거래량(주),한섬_PER(IFRS-연결),한섬_순매수수량(개인)(주),한섬_순매수수량(기관계)(주),한섬_순매수수량(외국인계)(주)
2008-11-05,7390.0,7600.0,539583.0,5.31,-71920,-119580,192750
2008-11-06,7310.0,6850.0,263282.0,4.79,10353,-57140,86205
2008-11-07,6550.0,7190.0,255372.0,5.03,-41280,3450,34120
2008-11-10,7250.0,7010.0,187243.0,4.9,53167,-44243,-13140
2008-11-11,6860.0,6680.0,369920.0,4.67,96411,-22494,-76350
2008-11-12,6450.0,6600.0,156053.0,4.61,-324,8700,-9410
2008-11-13,6380.0,6250.0,193586.0,4.37,29017,-51720,17810
2008-11-14,6490.0,6820.0,474450.0,4.77,-14130,-113880,126540
2008-11-17,6680.0,6750.0,153352.0,4.72,-30254,32280,-3130
2008-11-18,6600.0,6700.0,188437.0,4.68,-25797,8125,28450
2008-11-19,6850.0,6600.0,133252.0,4.61,-10357,-1643,12190
2008-11-20,6200.0,6100.0,134621.0,4.27,-34188,33048,-15280
2008-11-21,5800.0,6420.0,134152.0,4.49,2779,-9299,-12420
2008-11-24,6390.0,6330.0,107490.0,4.43,-21498,17018,4480
2008-11-25,6470.0,6500.0,138008.0,4.54,-14770,6500,10110
2008-11-26,6430.0,6770.0,91764.0,4.73,-27190,-640,30810
2008-11-27,6850.0,6990.0,147454.0,4.89,-45671,-10789,56710
2008-11-28,7100.0,7300.0,150025.0,5.1,-34025,27165,3060
2008-12-01,7260.0,7300.0,114790.0,5.1,-50620,7000,43690
2008-12-02,6990.0,7150.0,86051.0,5.0,-34041,14400,20650
2008-12-03,7200.0,7120.0,674715.0,4.98,-8311,-574189,585800
2008-12-04,7200.0,7110.0,86091.0,4.97,-3059,-2251,5060
2008-12-05,7190.0,7150.0,138644.0,5.0,-42747,11507,31120
2008-12-08,7160.0,7700.0,150028.0,5.38,-74680,39330,35320
2008-12-09,7830.0,7540.0,136275.0,5.27,21988,-13118,13160
2008-12-10,7480.0,7690.0,171925.0,5.38,-26670,32900,8740
2008-12-11,7610.0,7710.0,167248.0,5.39,-32203,21653,9810
2008-12-12,7710.0,7530.0,166523.0,5.26,-17505,-36370,52320
2008-12-15,7650.0,7760.0,100445.0,5.43,-20780,-8695,32590
2008-12-16,7720.0,7690.0,95628.0,5.38,24489,-42069,17780
2008-12-17,7800.0,7730.0,125531.0,5.4,-24449,6599,17950
2008-12-18,7760.0,7700.0,127362.0,5.38,-30688,41008,-9810
2008-12-19,7700.0,7600.0,67401.0,5.31,-4329,-14531,18740
2008-12-22,7630.0,7600.0,55173.0,5.31,12603,-15473,1730
2008-12-23,7490.0,7440.0,34648.0,5.2,-9749,2039,8930
2008-12-24,7550.0,7790.0,139230.0,5.45,-26795,-17995,46580
2008-12-26,7800.0,7650.0,102014.0,5.35,4089,-23839,19250
2008-12-29,7500.0,7750.0,90160.0,5.42,-17760,6100,11360
2008-12-30,7750.0,7850.0,101700.0,5.49,-49550,40791,9020
2009-01-02,7850.0,7870.0,75255.0,3.66,15829,-39329,23500
2009-01-05,7900.0,7930.0,85833.0,3.69,-17630,-5140,22250
2009-01-06,8010.0,8100.0,90691.0,3.77,-1553,-9039,10992
2009-01-07,8110.0,8170.0,74034.0,3.8,-22586,-4994,21660
2009-01-08,8160.0,7900.0,88220.0,3.67,-2001,6811,-7650
2009-01-09,7920.0,7720.0,61111.0,3.59,17674,-15194,-5070
2009-01-12,7720.0,7720.0,77562.0,3.59,-12412,-16418,30130
2009-01-13,7720.0,7840.0,78290.0,3.65,693,-23143,21950
2009-01-14,7940.0,7950.0,130541.0,3.7,13500,-63280,49630
2009-01-15,7830.0,7960.0,140096.0,3.7,-22268,5528,17370
2009-01-16,8000.0,8160.0,142655.0,3.79,-7982,-9448,18100
2009-01-19,8340.0,8340.0,70498.0,3.88,-6579,-5551,12290
2009-01-20,8330.0,8390.0,77042.0,3.9,-15243,-6547,21830
2009-01-21,8370.0,8310.0,95143.0,3.86,-15137,-6813,23070
2009-01-22,8410.0,8250.0,65365.0,3.84,16166,-11971,-4255
2009-01-23,8200.0,8090.0,53880.0,3.76,1810,-9320,7560
2009-01-28,8260.0,8200.0,83310.0,3.81,-8323,-4287,12530
2009-01-29,8120.0,8400.0,183256.0,3.91,-23220,-16270,7950
2009-01-30,8390.0,8400.0,129331.0,3.91,9484,-34784,12350
2009-02-02,8280.0,8400.0,103657.0,3.91,-21539,-13951,35620
2009-02-03,8300.0,9000.0,120140.0,4.19,-35383,-5897,34470
2009-02-04,9380.0,9250.0,144580.0,4.3,-28600,-22000,49640
2009-02-05,9060.0,8990.0,39461.0,4.18,-1049,-5651,6740
2009-02-06,9040.0,9000.0,50938.0,4.19,-1351,9861,-8590
2009-02-09,9000.0,8970.0,58842.0,4.17,8751,16359,-15340
2009-02-10,9140.0,9100.0,47850.0,4.23,-11028,6338,4390
2009-02-11,9070.0,9010.0,51328.0,4.19,14431,-14530,209
2009-02-12,8920.0,9030.0,101381.0,4.2,-7940,8910,-10
2009-02-13,8900.0,8740.0,125517.0,4.06,48430,-51120,1460
2009-02-16,8730.0,8530.0,67862.0,3.97,11070,-10800,2090
2009-02-17,8470.0,8350.0,115704.0,3.88,-6846,-5114,10
2009-02-18,8180.0,8000.0,85334.0,3.72,32490,-35670,3480
2009-02-19,8000.0,8000.0,163603.0,3.72,19157,-48357,30380
2009-02-20,7960.0,7950.0,88227.0,3.7,-18183,-3257,21790
2009-02-23,7600.0,7900.0,64294.0,3.67,-3920,-4590,9010
2009-02-24,7850.0,7790.0,51896.0,3.62,-3914,-7986,14000
2009-02-25,7860.0,7840.0,74710.0,3.65,6770,-27150,20400
2009-02-26,7800.0,7960.0,73851.0,3.7,-9999,-22971,27310
2009-02-27,8000.0,7850.0,150160.0,3.65,50680,-66940,9130
2009-03-02,7680.0,7590.0,73414.0,3.53,-10459,-4951,16580
2009-03-03,7580.0,7510.0,55262.0,3.49,-1920,-1480,3270
2009-03-04,7530.0,7680.0,61017.0,3.57,-6110,2890,-1290
2009-03-05,7700.0,7800.0,71770.0,3.63,-5110,-21590,12540
2009-03-06,7780.0,7820.0,57171.0,3.64,-3973,-14087,16760
2009-03-09,7940.0,7700.0,96452.0,3.58,13640,-39150,25310
2009-03-10,7590.0,7960.0,89733.0,3.7,-23551,17211,7890
2009-03-11,8100.0,8100.0,150588.0,3.77,11800,-13536,1656
2009-03-12,8200.0,8210.0,267149.0,3.82,-10321,110421,-101250
2009-03-13,8210.0,8400.0,77912.0,3.91,-17050,-14790,28880
2009-03-16,8300.0,8210.0,97811.0,3.82,21740,-17660,-5300
2009-03-17,8250.0,8300.0,63243.0,3.86,-5050,9100,-6230
2009-03-18,8320.0,8180.0,63585.0,3.8,7660,-11030,2120
2009-03-19,8210.0,8240.0,48244.0,3.83,-7600,7310,-3780
2009-03-20,8220.0,8260.0,46389.0,3.84,-2324,-10836,12420
2009-03-23,8340.0,8240.0,87555.0,3.83,39950,-3050,-37150
2009-03-24,8280.0,8340.0,91761.0,3.88,-19840,11620,6250
2009-03-25,8350.0,8300.0,70768.0,3.86,8015,4295,-12340
2009-03-26,8310.0,8600.0,323600.0,4.0,83849,-22759,-66740
2009-03-27,8600.0,8600.0,185413.0,4.0,-7079,33009,-33960
2009-03-30,8580.0,8340.0,91506.0,3.88,11666,4554,-16220
2009-03-31,8290.0,8290.0,77838.0,3.85,4210,-5140,730
2009-04-01,8260.0,8200.0,170106.0,3.81,51557,-55297,4960
2009-04-02,8260.0,8400.0,303725.0,3.91,87564,-93714,24460
2009-04-03,8570.0,8600.0,171707.0,4.0,-55510,-20560,39180
2009-04-06,8660.0,8650.0,255290.0,4.02,10580,-100110,62030
2009-04-07,8660.0,8760.0,262363.0,4.07,1823,63877,-79990
2009-04-08,8810.0,9400.0,1059907.0,4.37,73029,48261,-183100
2009-04-09,9390.0,9500.0,357665.0,4.42,11593,-9493,-1300
2009-04-10,9500.0,9990.0,414008.0,4.65,-33710,37790,-22240
2009-04-13,10400.0,9820.0,622916.0,4.57,112454,-92134,-19320
2009-04-14,9940.0,9500.0,267623.0,4.42,42924,-27188,-14906
2009-04-15,9470.0,9300.0,179101.0,4.32,-14350,18090,-3680
2009-04-16,9500.0,9120.0,278399.0,4.24,46720,-53760,2670
2009-04-17,9210.0,9050.0,188245.0,4.21,21250,-23850,1000
2009-04-20,9080.0,9400.0,182128.0,4.37,-12470,46710,-34130
2009-04-21,9120.0,9180.0,153496.0,4.27,50030,-51810,1780
2009-04-22,9270.0,9430.0,259775.0,4.39,-55848,58010,-1992
2009-04-23,9560.0,9300.0,119963.0,4.32,-361,781,-450
2009-04-24,9320.0,9130.0,86071.0,4.25,-3440,2550,1180
2009-04-27,9200.0,9170.0,89406.0,4.26,-1370,-2180,3550
2009-04-28,9320.0,8810.0,113953.0,4.1,-5360,9850,-2830
2009-04-29,8870.0,9100.0,83031.0,4.23,-31967,16727,14850
2009-04-30,9200.0,9430.0,164008.0,4.39,-87190,63570,23280
2009-05-04,9580.0,9510.0,105791.0,4.42,28540,-8480,-19190
2009-05-06,9650.0,9800.0,302582.0,4.56,29840,-12540,-36680
2009-05-07,9750.0,9600.0,156343.0,4.46,18220,25130,-53390
2009-05-08,9520.0,9530.0,139123.0,4.43,16626,-25476,-1410
2009-05-11,9520.0,9830.0,197030.0,4.57,-41627,47357,-4930
2009-05-12,9680.0,9830.0,123795.0,4.57,-11440,26150,-14510
2009-05-13,9780.0,10050.0,131764.0,4.67,-35930,42380,-4730
2009-05-14,9950.0,9620.0,132417.0,4.47,35228,-20188,-8660
2009-05-15,9790.0,9680.0,113985.0,4.5,16250,-8970,-7060
2009-05-18,9560.0,9680.0,114312.0,4.5,13280,-11150,-16920
2009-05-19,9700.0,9830.0,229999.0,4.57,10259,-25209,-3960
2009-05-20,9800.0,9760.0,73693.0,4.54,-10980,6950,2780
2009-05-21,9760.0,9820.0,77353.0,4.57,-10492,7242,3500
2009-05-22,9900.0,10300.0,1058058.0,4.79,96140,-104950,10580
2009-05-25,10300.0,9900.0,362729.0,4.6,22682,-30822,-8880
2009-05-26,9950.0,9750.0,185642.0,4.53,-32942,34562,-1460
2009-05-27,9910.0,9520.0,141755.0,4.43,28008,-5548,-17160
2009-05-28,9500.0,9360.0,115436.0,4.35,1490,8810,1010
2009-05-29,9360.0,9270.0,121866.0,4.31,31540,-29380,870
2009-06-01,9330.0,9500.0,87351.0,4.42,850,-12650,22840
2009-06-02,9600.0,9350.0,140612.0,4.35,30975,-12525,-16050
2009-06-03,9480.0,9400.0,163856.0,4.37,34482,-42582,25670
2009-06-04,9440.0,9430.0,169799.0,4.39,-48142,11072,54540
2009-06-05,9430.0,9750.0,212970.0,4.53,-37466,-27264,70410
2009-06-08,9650.0,9610.0,90644.0,4.47,12539,-18219,-2710
2009-06-09,9640.0,9230.0,141911.0,4.29,51747,-50747,-4320
2009-06-10,9260.0,9400.0,160538.0,4.37,31972,-66566,34054
2009-06-11,9390.0,9400.0,249039.0,4.37,-57065,695,52360
2009-06-12,9450.0,9400.0,142393.0,4.37,46755,-21125,3230
2009-06-15,9480.0,9350.0,103056.0,4.35,9176,-24850,17510
2009-06-16,9310.0,9670.0,176662.0,4.5,-86423,57523,29380
2009-06-17,9670.0,9760.0,171906.0,4.54,-23200,20950,-16140
2009-06-18,9760.0,9760.0,119492.0,4.54,-24566,11310,-8480
2009-06-19,9760.0,10000.0,152644.0,4.65,-50027,32020,13617
2009-06-22,10000.0,10350.0,390506.0,4.81,-60200,32430,19800
2009-06-23,10100.0,10200.0,130144.0,4.74,-32202,37272,-4650
2009-06-24,10350.0,10200.0,91025.0,4.74,-23231,19531,1370
2009-06-25,10200.0,10400.0,179202.0,4.84,-10461,-3711,6952
2009-06-26,10550.0,10550.0,130410.0,4.91,-14930,15580,8160
2009-06-29,10550.0,10550.0,110582.0,4.91,-10790,7130,11280
2009-06-30,10600.0,10650.0,194880.0,4.95,-36330,58730,-32650
2009-07-01,10550.0,11000.0,1861819.0,5.12,214374,-88750,-115824
2009-07-02,10800.0,10600.0,351684.0,4.93,-45740,40680,310
2009-07-03,10500.0,11200.0,289666.0,5.21,-39965,44085,5470
2009-07-06,11150.0,11100.0,207211.0,5.16,-38110,30820,-3520
2009-07-07,11200.0,10950.0,194478.0,5.09,320,-30290,13300
2009-07-08,10850.0,11750.0,334291.0,5.46,-128150,63690,59160
2009-07-09,11800.0,12200.0,412537.0,5.67,-73680,64720,15720
2009-07-10,12200.0,11800.0,203260.0,5.49,16173,5837,-22820
2009-07-13,11800.0,11500.0,213874.0,5.35,-62238,49228,2320
2009-07-14,11800.0,11700.0,142697.0,5.44,-3040,9950,-10080
2009-07-15,11700.0,11700.0,109322.0,5.44,-23410,27720,-6410
2009-07-16,11900.0,11200.0,195392.0,5.21,13714,-24934,11170
2009-07-17,11250.0,11150.0,169941.0,5.18,5735,-16815,15410
2009-07-20,11250.0,11400.0,200223.0,5.3,17412,-29562,17150
2009-07-21,11500.0,11400.0,162966.0,5.3,-34061,28451,15550
2009-07-22,11500.0,11950.0,187816.0,5.56,-40940,16280,26460
2009-07-23,11900.0,11950.0,134198.0,5.56,-53534,41684,13820
2009-07-24,12000.0,12250.0,198908.0,5.7,8460,-7130,-280
2009-07-27,12250.0,12200.0,133920.0,5.67,-13820,17660,-3300
2009-07-28,12000.0,11700.0,107883.0,5.44,14885,-17185,2140
2009-07-29,11650.0,11250.0,329701.0,5.23,9030,5580,-1580
2009-07-30,11200.0,11500.0,94055.0,5.35,-41062,26672,14240
2009-07-31,11550.0,11850.0,132431.0,5.51,-44700,28850,20920
2009-08-03,11750.0,11800.0,80057.0,5.49,2130,670,-2220
2009-08-04,11700.0,11700.0,100456.0,5.44,-5195,-5865,11240
2009-08-05,11650.0,11500.0,107665.0,5.35,10020,9790,8260
2009-08-06,11500.0,11600.0,104743.0,5.39,-27731,29451,-1270
2009-08-07,11700.0,11600.0,82800.0,5.39,2614,-5874,11540
2009-08-10,11600.0,11400.0,124122.0,5.3,5848,-9668,4380
2009-08-11,11400.0,11600.0,61116.0,5.39,-27790,12210,19260
2009-08-12,11700.0,11650.0,55936.0,5.42,-12660,8020,4640
2009-08-13,11650.0,11450.0,104382.0,5.32,38166,-41506,3350
2009-08-14,11450.0,11550.0,163017.0,5.37,3242,36128,3120
2009-08-17,11950.0,12000.0,447791.0,5.58,31657,-28357,2830
2009-08-18,12000.0,11750.0,165979.0,5.46,32795,-23505,-520
2009-08-19,11750.0,12000.0,213822.0,5.58,-35940,35580,760
2009-08-20,12200.0,11900.0,138147.0,5.53,48290,-54130,5560
2009-08-21,11900.0,11900.0,88493.0,5.53,-7340,3990,3390
2009-08-24,12000.0,11900.0,159565.0,5.53,-11380,8800,580
2009-08-25,11700.0,11500.0,137572.0,5.35,35091,-3531,-12730
2009-08-26,11550.0,11600.0,88244.0,5.39,-16311,-4039,19290
2009-08-27,11550.0,11500.0,78135.0,5.35,-12230,10600,2360
2009-08-28,11650.0,11600.0,91425.0,5.39,-19730,-4240,12040
2009-08-31,11500.0,11400.0,69111.0,5.3,1901,-10341,12770
2009-09-01,11450.0,11900.0,263039.0,5.53,-89710,23000,66140
2009-09-02,11750.0,12100.0,175516.0,5.63,-47517,24567,30950
2009-09-03,12400.0,12650.0,258961.0,5.88,-27590,-5390,32980
2009-09-04,12800.0,12650.0,194399.0,5.88,-23583,36033,-9670
2009-09-07,12550.0,12650.0,112769.0,5.88,-19735,17605,-1650
2009-09-08,12750.0,12400.0,135016.0,5.77,4060,-31820,27710
2009-09-09,12400.0,12200.0,161565.0,5.67,-6040,8680,4270
2009-09-10,12250.0,12800.0,223406.0,5.95,-11420,65470,-55440
2009-09-11,12900.0,12800.0,213348.0,5.95,2527,20923,770
2009-09-14,13050.0,13000.0,227268.0,6.05,16826,56144,-72540
2009-09-15,13400.0,13300.0,425744.0,6.18,-48717,100401,-59860
2009-09-16,13500.0,13400.0,248651.0,6.23,5850,52380,-57320
2009-09-17,13350.0,13050.0,220518.0,6.07,15301,83219,-82600
2009-09-18,13050.0,13200.0,291732.0,6.14,2300,6360,-9720
2009-09-21,13200.0,13400.0,200767.0,6.23,-4047,40367,-32080
2009-09-22,13400.0,13600.0,337042.0,6.32,-91990,96990,-4700
2009-09-23,13600.0,13750.0,150782.0,6.39,-15460,36640,-21180
2009-09-24,13700.0,13600.0,173740.0,6.32,-18445,37335,-19010
2009-09-25,13650.0,13450.0,115507.0,6.25,2510,13070,-15580
2009-09-28,13200.0,13200.0,152197.0,6.14,42005,-10190,-24485
2009-09-29,13250.0,13750.0,229623.0,6.39,-46004,-53256,92880
2009-09-30,13900.0,14100.0,223132.0,6.56,-60432,65810,-4358
2009-10-01,13950.0,14100.0,126725.0,6.56,-16463,10593,7660
2009-10-05,14050.0,14300.0,163774.0,6.65,-35080,12740,36450
2009-10-06,14300.0,14800.0,639276.0,6.88,-81548,-180673,306610
2009-10-07,14800.0,14950.0,157258.0,6.95,-31920,37530,-5610
2009-10-08,14950.0,14750.0,138532.0,6.86,-3973,7203,-7930
2009-10-09,14700.0,14650.0,110639.0,6.81,2985,-30905,27920
2009-10-12,14800.0,14650.0,77008.0,6.81,14959,-17019,2330
2009-10-13,14600.0,14950.0,145558.0,6.95,-41494,5074,35420
2009-10-14,14950.0,14900.0,59886.0,6.93,-264,6774,320
2009-10-15,15000.0,15000.0,140842.0,6.98,120,-20020,13850
2009-10-16,14900.0,14700.0,68274.0,6.84,17920,-12960,-3910
2009-10-19,14550.0,14450.0,88526.0,6.72,26800,-13560,-13130
2009-10-20,14600.0,14000.0,263850.0,6.51,-13450,36000,1530
2009-10-21,14000.0,14450.0,133441.0,6.72,-17512,-770,16082
2009-10-22,14350.0,14600.0,65701.0,6.79,-29720,11320,18480
2009-10-23,14700.0,14550.0,59160.0,6.77,-4870,3700,1200
2009-10-26,14500.0,14700.0,57752.0,6.84,-19541,17711,1710
2009-10-27,14650.0,15050.0,85677.0,7.0,-15970,10060,790
2009-10-28,15050.0,14800.0,133429.0,6.88,-33800,33820,-6880
2009-10-29,14550.0,14350.0,107423.0,6.67,-810,11520,-10520
2009-10-30,14350.0,14450.0,86939.0,6.72,1033,-623,70
2009-11-02,14350.0,14050.0,81408.0,6.53,-3987,4493,-806
2009-11-03,14050.0,14050.0,40034.0,6.53,1240,780,-1990
2009-11-04,14150.0,14350.0,32007.0,6.67,-5555,125,4040
2009-11-05,14250.0,14300.0,32330.0,6.65,5710,-4600,-630
2009-11-06,14300.0,14450.0,51089.0,6.72,-22840,12590,-420
2009-11-09,14350.0,14400.0,40894.0,6.7,3343,-1787,494
2009-11-10,14450.0,15050.0,221992.0,7.0,-71569,125429,-54860
2009-11-11,15200.0,15250.0,244242.0,7.09,35289,21851,-59140
2009-11-12,15400.0,14950.0,215067.0,6.95,15413,44227,-50620
2009-11-13,15200.0,15200.0,154961.0,7.07,-10690,51320,-34070
2009-11-16,15050.0,15150.0,107354.0,7.04,-4839,-11501,16330
2009-11-17,15150.0,15100.0,112981.0,7.02,-16690,-11350,18130
2009-11-18,15200.0,15750.0,337853.0,7.32,-76180,-14930,111070
2009-11-19,15650.0,15800.0,137511.0,7.35,8070,-53320,45320
2009-11-20,15900.0,15750.0,62937.0,7.32,-4237,4747,-570
2009-11-23,15750.0,15750.0,101601.0,7.32,-22730,4580,18440
2009-11-24,15850.0,15700.0,92590.0,7.3,-4287,-2363,6690
2009-11-25,15800.0,15500.0,67090.0,7.21,-19610,13018,5642
2009-11-26,15500.0,15450.0,82997.0,7.18,-11376,5076,7250
2009-11-27,15450.0,15100.0,119886.0,7.02,-15810,22490,-6030
2009-11-30,15200.0,15350.0,148372.0,7.14,16359,-14989,11500
2009-12-01,15200.0,15700.0,157645.0,7.3,-6530,-32180,38980
2009-12-02,15700.0,15800.0,79925.0,7.35,-10426,16610,-5974
2009-12-03,15750.0,15600.0,120205.0,7.25,11167,-20807,-2410
2009-12-04,15650.0,15700.0,52921.0,7.3,-26059,4989,19660
2009-12-07,15700.0,15700.0,188661.0,7.3,20440,-52500,10080
2009-12-08,15550.0,15550.0,98634.0,7.23,22270,-28520,6250
2009-12-09,15400.0,15350.0,110471.0,7.14,7880,-11730,6640
2009-12-10,15500.0,15450.0,150198.0,7.18,1443,-10753,8310
2009-12-11,15450.0,15950.0,139552.0,7.42,-33084,-4216,35220
2009-12-14,15950.0,15950.0,86669.0,7.42,25945,-27695,2200
2009-12-15,16100.0,16100.0,186271.0,7.49,-7138,18128,7420
2009-12-16,16300.0,16350.0,81741.0,7.6,-15030,15650,-1900
2009-12-17,16150.0,16200.0,60445.0,7.53,-4928,14852,-7890
2009-12-18,16250.0,16150.0,57693.0,7.51,-14150,13400,480
2009-12-21,16150.0,15950.0,95402.0,7.42,-9170,21800,-10720
2009-12-22,16000.0,15950.0,85801.0,7.42,561,9080,-580
2009-12-23,15950.0,16000.0,51800.0,7.44,-444,9800,4290
2009-12-24,15950.0,16100.0,74908.0,7.49,-33400,14920,10860
2009-12-28,16100.0,15750.0,122194.0,7.32,-15580,14270,3650
2009-12-29,15750.0,15950.0,50957.0,7.42,10690,1090,-11780
2009-12-30,15950.0,16100.0,86878.0,7.49,-55883,45273,10110
2010-01-04,16100.0,16150.0,70082.0,7.73,-25279,-1751,26870
2010-01-05,16100.0,16300.0,140324.0,7.8,3030,-32460,34050
2010-01-06,16450.0,16550.0,184004.0,7.92,-18111,-73094,96365
2010-01-07,16550.0,16350.0,99930.0,7.83,-4260,-10910,14730
2010-01-08,16200.0,16000.0,203948.0,7.66,96724,-77694,-19060
2010-01-11,15800.0,15800.0,142096.0,7.56,42394,-29454,-2530
2010-01-12,15700.0,15250.0,137066.0,7.3,38757,-4947,-25450
2010-01-13,15100.0,14450.0,397368.0,6.92,119520,-97070,-33920
2010-01-14,14500.0,14500.0,189042.0,6.94,9383,-34913,10490
2010-01-15,14550.0,14750.0,124279.0,7.06,-2820,-18550,11680
2010-01-18,15000.0,15100.0,155235.0,7.23,6402,13888,-16070
2010-01-19,15200.0,14950.0,93282.0,7.16,5700,3390,-9830
2010-01-20,14900.0,15150.0,110655.0,7.25,-35150,870,8260
2010-01-21,15050.0,15150.0,89131.0,7.25,-29670,19500,-15470
2010-01-22,14900.0,14700.0,209117.0,7.04,2540,-11390,-30210
2010-01-25,14450.0,14750.0,64821.0,7.06,-15130,8470,6790
2010-01-26,14700.0,14550.0,70897.0,6.96,1140,16300,-20880
2010-01-27,14400.0,14100.0,114472.0,6.75,10810,25940,-39220
2010-01-28,14100.0,14550.0,124202.0,6.96,-34659,51109,-15600
2010-01-29,14350.0,14300.0,57595.0,6.84,-14590,25840,-8250
2010-02-01,14250.0,13950.0,65453.0,6.68,13725,-10525,-5290
2010-02-02,14000.0,14150.0,42250.0,6.77,-5970,-8330,14800
2010-02-03,14050.0,14250.0,51388.0,6.82,-18489,21939,-5560
2010-02-04,14150.0,14200.0,19760.0,6.8,540,2710,-3040
2010-02-05,14000.0,14150.0,67050.0,6.77,-38070,18620,5280
2010-02-08,14150.0,13850.0,54493.0,6.63,-1450,4750,-11150
2010-02-09,13950.0,13850.0,74124.0,6.63,-3212,-11608,14330
2010-02-10,13850.0,13700.0,53414.0,6.56,16260,-11230,-4730
2010-02-11,13700.0,14100.0,59062.0,6.75,-3670,7450,-4060
2010-02-12,13900.0,13800.0,57968.0,6.6,15452,6180,-20762
2010-02-16,13800.0,13600.0,65963.0,6.51,18165,-20395,70
2010-02-17,13900.0,13900.0,92987.0,6.65,9840,-14070,4860
2010-02-18,13950.0,13900.0,93252.0,6.65,23400,-19730,-3290
2010-02-19,14100.0,13850.0,89746.0,6.63,4880,-7020,2090
2010-02-22,13950.0,13950.0,82885.0,6.68,11340,-8780,-4230
2010-02-23,13950.0,13950.0,40181.0,6.68,2080,8620,-13190
2010-02-24,13950.0,13900.0,37970.0,6.65,3890,11970,-15770
2010-02-25,14000.0,13600.0,35365.0,6.51,16470,-3240,-12800
2010-02-26,13600.0,13700.0,47188.0,6.56,-5360,9980,-9270
2010-03-02,13600.0,13600.0,60546.0,6.51,1953,14680,-8840
2010-03-03,13700.0,13500.0,64168.0,6.46,10720,1800,-7320
2010-03-04,13500.0,13050.0,100303.0,6.25,50438,4500,-34358
2010-03-05,13100.0,13200.0,104711.0,6.32,-3321,16471,-22350
2010-03-08,13350.0,13250.0,62327.0,6.34,26110,4940,-22720
2010-03-09,13350.0,13900.0,160361.0,6.65,-11231,4051,900
2010-03-10,13950.0,14100.0,228902.0,6.75,534,-40034,37350
2010-03-11,14200.0,13900.0,188844.0,6.65,27435,1930,-32225
2010-03-12,13900.0,13900.0,28532.0,6.65,5567,483,-6360
2010-03-15,13900.0,13800.0,53218.0,6.6,181,10539,-18070
2010-03-16,13700.0,13650.0,86774.0,6.53,31264,12806,-44860
2010-03-17,13650.0,14100.0,93654.0,6.75,-22110,-9560,15600
2010-03-18,13900.0,14100.0,107173.0,6.75,5477,-23337,21900
2010-03-19,14050.0,14250.0,53841.0,6.82,-21330,7560,13130
2010-03-22,14250.0,14300.0,38123.0,6.84,-4494,1034,6720
2010-03-23,14400.0,14150.0,101729.0,6.77,1784,20046,-34300
2010-03-24,14300.0,13900.0,72246.0,6.65,14385,1080,-15275
2010-03-25,13850.0,14150.0,67294.0,6.77,-3540,5540,8300
2010-03-26,14200.0,14150.0,43194.0,6.77,-14420,20120,-1050
2010-03-29,13950.0,13900.0,29594.0,6.65,-1090,3450,-2210
2010-03-30,13950.0,13800.0,67144.0,6.6,15228,-10938,4260
2010-03-31,13850.0,13950.0,89992.0,6.68,-17320,23770,-1260
2010-04-01,13950.0,13950.0,94486.0,6.68,15200,-27050,6170
2010-04-02,13900.0,13850.0,77214.0,6.63,-9270,-2860,8470
2010-04-05,13850.0,13600.0,99349.0,6.51,7078,-13738,4020
2010-04-06,13600.0,13200.0,160538.0,6.32,49903,-61753,13830
2010-04-07,13150.0,13250.0,176524.0,6.34,-6634,41194,-22250
2010-04-08,13400.0,13350.0,200106.0,6.39,15739,-8339,-38340
2010-04-09,13400.0,13200.0,116955.0,6.32,46700,-40460,-5010
2010-04-12,13200.0,13250.0,59358.0,6.34,16390,-19810,1960
2010-04-13,13250.0,13150.0,52390.0,6.29,11091,-4071,-6310
2010-04-14,13150.0,13150.0,88398.0,6.29,56368,-49988,-5020
2010-04-15,13200.0,13650.0,169010.0,6.53,-36280,-21640,61060
2010-04-16,13800.0,13800.0,161970.0,6.6,-34448,-60232,75200
2010-04-19,13950.0,13800.0,87451.0,6.6,2346,-25656,24050
2010-04-20,13850.0,13800.0,80504.0,6.6,26153,-34810,10287
2010-04-21,13850.0,13950.0,119349.0,6.68,17254,-37404,18500
2010-04-22,13900.0,13950.0,41198.0,6.68,8799,-11909,5440
2010-04-23,13950.0,14100.0,84799.0,6.75,15092,-22812,8470
2010-04-26,14150.0,14300.0,190523.0,6.84,46433,-58043,30060
2010-04-27,14300.0,14300.0,87421.0,6.84,-810,-14280,31580
2010-04-28,14250.0,14000.0,86542.0,6.7,-30313,-1767,14850
2010-04-29,14150.0,14100.0,127025.0,6.75,-26450,-18500,24790
2010-04-30,14200.0,14700.0,188058.0,7.04,11747,-44667,41980
2010-05-03,15000.0,14900.0,98081.0,7.13,-14503,2843,8180
2010-05-04,15050.0,14650.0,55686.0,7.01,5040,2590,-4900
2010-05-06,14100.0,14100.0,162380.0,6.75,-13350,13830,3570
2010-05-07,13700.0,13600.0,234495.0,6.51,-30521,47784,-61413
2010-05-10,13800.0,13750.0,94880.0,6.58,36000,1980,-24440
2010-05-11,13850.0,13650.0,63264.0,6.53,5180,4380,-8130
2010-05-12,14500.0,14050.0,530569.0,6.72,-850,-27400,23590
