Symbol,OCI_시가(원),OCI_종가(원),OCI_거래량(주),OCI_PER(IFRS-연결),OCI_순매수수량(개인)(주),OCI_순매수수량(기관계)(주),OCI_순매수수량(외국인계)(주)
2013-06-21,130500.0,132500.0,127548.0,,-7585,5936,2122
2013-06-24,132000.0,132000.0,96213.0,,-1230,456,4195
2013-06-25,129500.0,131000.0,119402.0,,-11572,6995,4749
2013-06-26,132500.0,133000.0,124121.0,,-2838,-4349,4127
2013-06-27,134000.0,135000.0,124783.0,,513,-8825,12608
2013-06-28,136000.0,134000.0,183423.0,,-2279,17124,-17425
2013-07-01,133500.0,135000.0,72754.0,,-4966,-1944,6337
2013-07-02,135000.0,135000.0,67270.0,,2527,6909,-9437
2013-07-03,134500.0,133000.0,103245.0,,-8054,16543,-8486
2013-07-04,133000.0,133000.0,74313.0,,1041,-6684,5989
2013-07-05,133500.0,131500.0,134815.0,,4204,5060,-8225
2013-07-08,131500.0,132000.0,70438.0,,-20009,1941,21363
2013-07-09,133000.0,136000.0,270839.0,,7995,-9284,-1622
2013-07-10,136500.0,136000.0,66451.0,,-16914,3947,12796
2013-07-11,136500.0,140000.0,183604.0,,-33689,-15872,51896
2013-07-12,141000.0,142000.0,224651.0,,-4799,-22681,27580
2013-07-15,143500.0,144000.0,172768.0,,-39044,-19585,56513
2013-07-16,150000.0,151500.0,717579.0,,-125725,5060,117066
2013-07-17,151500.0,151500.0,197931.0,,-49253,27416,12932
2013-07-18,152000.0,152500.0,128870.0,,-19035,1669,13705
2013-07-19,163500.0,160000.0,1027712.0,,2267,93463,-107725
2013-07-22,161500.0,162000.0,278177.0,,-24809,63047,-41336
2013-07-23,161500.0,160000.0,270638.0,,-6357,26537,-22142
2013-07-24,160000.0,162000.0,247380.0,,4444,57438,-61852
2013-07-25,161000.0,161500.0,348373.0,,-31260,53433,-20303
2013-07-26,163500.0,162500.0,390429.0,,-21475,48833,-32736
2013-07-29,164000.0,166000.0,343324.0,,-48280,-61564,109986
2013-07-30,164500.0,165000.0,132778.0,,-7100,24565,-16327
2013-07-31,166500.0,166500.0,199143.0,,-20601,-10820,30356
2013-08-01,166500.0,167500.0,126817.0,,-12367,-2961,14938
2013-08-02,168000.0,169000.0,244929.0,,-50702,-31371,49786
2013-08-05,169500.0,168500.0,76498.0,,-22192,4450,17348
2013-08-06,168500.0,164000.0,192241.0,,-5930,10627,-3719
2013-08-07,163000.0,162500.0,165344.0,,-6437,-7431,13006
2013-08-08,160500.0,161000.0,132000.0,,12680,-28120,15350
2013-08-09,161000.0,160500.0,83224.0,,-2508,-23091,22765
2013-08-12,161000.0,161500.0,69895.0,,-3475,-3295,6943
2013-08-13,161000.0,162500.0,74749.0,,6093,-14149,6236
2013-08-14,162500.0,161500.0,104342.0,,18073,-21483,10761
2013-08-16,161500.0,163500.0,144823.0,,-20335,-6383,26598
2013-08-19,163500.0,164000.0,71046.0,,5300,7174,-14669
2013-08-20,165500.0,161500.0,104588.0,,-22090,4166,18398
2013-08-21,162000.0,159000.0,139990.0,,-21164,17938,4825
2013-08-22,159000.0,157000.0,111652.0,,1715,11726,-14475
2013-08-23,157000.0,157000.0,112695.0,,-5879,-17661,23487
2013-08-26,158000.0,159000.0,85198.0,,16321,-501,-18225
2013-08-27,159500.0,158000.0,82817.0,,1720,7702,-9181
2013-08-28,154000.0,155500.0,97614.0,,-4160,858,5707
2013-08-29,156000.0,157000.0,82973.0,,-3927,-3359,7253
2013-08-30,157000.0,157500.0,60851.0,,-4001,-18946,23410
2013-09-02,155000.0,157500.0,76502.0,,-19329,-7053,27889
2013-09-03,159000.0,159000.0,116986.0,,18529,-38690,15827
2013-09-04,159500.0,161000.0,91414.0,,-6963,-20512,27439
2013-09-05,162500.0,162500.0,130551.0,,-15727,-15010,30586
2013-09-06,163500.0,162500.0,109033.0,,-15629,-5312,24600
2013-09-09,163000.0,163500.0,183923.0,,12040,921,-13633
2013-09-10,163500.0,167000.0,399926.0,,9551,-32218,21319
2013-09-11,169000.0,174500.0,613627.0,,-48811,14636,15439
2013-09-12,175500.0,179000.0,545492.0,,-196950,138801,54299
2013-09-13,180500.0,177500.0,245371.0,,-68750,37760,38364
2013-09-16,179500.0,180000.0,201810.0,,-36860,34226,23561
2013-09-17,181500.0,179000.0,212024.0,,10941,-7579,-5695
2013-09-23,179000.0,175000.0,236774.0,,12398,-19253,11997
2013-09-24,176000.0,173000.0,183483.0,,17901,-8980,-6603
2013-09-25,174000.0,175000.0,222138.0,,10120,-31363,21848
2013-09-26,175000.0,175000.0,112842.0,,-6754,-1288,9334
2013-09-27,176500.0,175500.0,100162.0,,2057,4891,-4000
2013-09-30,174500.0,172500.0,153380.0,,-6542,-11811,17663
2013-10-01,174000.0,176500.0,353100.0,,-4923,15700,-12043
2013-10-02,179000.0,180000.0,272434.0,,-16025,50588,-35621
2013-10-04,180000.0,180000.0,203533.0,,-55957,21388,36081
2013-10-07,180000.0,177000.0,116676.0,,-26616,33443,-7054
2013-10-08,177000.0,179500.0,134673.0,,-2757,-1075,10901
2013-10-10,179500.0,179500.0,191191.0,,12021,-25102,28372
2013-10-11,182000.0,184500.0,464573.0,,-86862,5920,135686
2013-10-14,188500.0,192500.0,502421.0,,-48192,14957,34162
2013-10-15,193500.0,198500.0,420687.0,,-151646,40734,113816
2013-10-16,199500.0,201000.0,381598.0,,-90000,48211,38363
2013-10-17,207000.0,209000.0,467445.0,,-86338,15668,60703
2013-10-18,211500.0,207000.0,282717.0,,1552,12926,-19163
2013-10-21,201000.0,206000.0,442733.0,,-81673,34964,50414
2013-10-22,211000.0,211500.0,254050.0,,-5009,4149,2623
2013-10-23,213000.0,200500.0,493367.0,,-5652,49279,-45688
2013-10-24,201500.0,204000.0,422158.0,,-23112,-31400,48890
2013-10-25,203500.0,194500.0,365152.0,,68550,-36013,-30094
2013-10-28,191000.0,190500.0,351749.0,,20996,-20475,2009
2013-10-29,191000.0,196500.0,278313.0,,29234,-40932,12599
2013-10-30,198500.0,191500.0,235183.0,,48875,-16778,-32445
2013-10-31,192000.0,192000.0,174377.0,,-12609,-10923,24142
2013-11-01,194000.0,190000.0,144225.0,,25332,-5961,-20475
2013-11-04,192500.0,190500.0,94453.0,,5790,-7470,1193
2013-11-05,194000.0,193000.0,245502.0,,4330,5546,-11443
2013-11-06,195000.0,197000.0,178330.0,,8333,-103,-10351
2013-11-07,196000.0,190500.0,157767.0,,9329,-5927,-1614
2013-11-08,188000.0,184500.0,317489.0,,47143,-50114,1924
2013-11-11,185500.0,183000.0,111793.0,,5705,-4809,-67
2013-11-12,184500.0,187000.0,166187.0,,22502,-15439,-8912
2013-11-13,185000.0,182500.0,154449.0,,7736,12176,-19470
2013-11-14,184500.0,185000.0,129058.0,,6004,14074,-20291
2013-11-15,185000.0,188500.0,116426.0,,3793,11544,-15556
2013-11-18,190000.0,190000.0,148634.0,,-1753,14466,-16273
2013-11-19,190000.0,189000.0,198365.0,,10768,-13220,1
2013-11-20,187500.0,186000.0,219719.0,,30125,-37853,7409
2013-11-21,186500.0,183500.0,91982.0,,23105,-19417,-6879
2013-11-22,185500.0,186500.0,124023.0,,57,11000,-11631
2013-11-25,186500.0,187000.0,100431.0,,-8508,11697,10842
2013-11-26,186500.0,185500.0,141666.0,,36651,15960,-46741
2013-11-27,185500.0,184500.0,121677.0,,20861,-8639,-12802
2013-11-28,185000.0,181000.0,234551.0,,17532,14248,-31006
2013-11-29,181000.0,175500.0,346754.0,,28370,4893,-32030
2013-12-02,175500.0,175500.0,128466.0,,-5572,-12604,18308
2013-12-03,175500.0,174000.0,121104.0,,12701,8536,-20225
2013-12-04,173000.0,174000.0,78466.0,,2009,-821,2738
2013-12-05,174000.0,174500.0,122828.0,,1840,-4389,1694
2013-12-06,174000.0,173000.0,112973.0,,791,17226,-18155
2013-12-09,174500.0,170000.0,174112.0,,10847,16945,-29280
2013-12-10,171000.0,168500.0,186771.0,,-29472,-15775,43808
2013-12-11,167500.0,167500.0,114932.0,,-284,182,2140
2013-12-12,169000.0,171000.0,222413.0,,279,48938,-50574
2013-12-13,171500.0,171500.0,95009.0,,-7303,21873,-15733
2013-12-16,171500.0,172000.0,83585.0,,-12600,16116,-2062
2013-12-17,173000.0,174500.0,128975.0,,-3666,17889,-15732
2013-12-18,176000.0,176000.0,127212.0,,-5798,24931,-22589
2013-12-19,178000.0,174000.0,114555.0,,-3412,25908,-22713
2013-12-20,177000.0,178500.0,289348.0,,-1095,94913,-99801
2013-12-23,178500.0,178000.0,111699.0,,-7703,34457,-26190
2013-12-24,178000.0,180000.0,104068.0,,-9943,5841,6675
2013-12-26,182500.0,181000.0,187227.0,,-70948,87931,-18816
2013-12-27,182000.0,187000.0,260924.0,,-33383,63633,-34065
2013-12-30,189500.0,191000.0,202134.0,,-28005,19062,8667
2014-01-02,193500.0,188500.0,175222.0,,-21057,7918,13889
2014-01-03,194500.0,195000.0,443554.0,,-86240,105607,-16730
2014-01-06,195500.0,195000.0,129295.0,,-18369,2451,14879
2014-01-07,194500.0,193000.0,162555.0,,-5293,25057,-19929
2014-01-08,195000.0,196500.0,197790.0,,1325,30134,-36329
2014-01-09,198000.0,202000.0,354690.0,,-80746,24544,55254
2014-01-10,202000.0,202500.0,363922.0,,-17214,-64573,77760
2014-01-13,201000.0,201500.0,106964.0,,-19671,19418,1226
2014-01-14,199500.0,193500.0,244298.0,,-11379,-6125,19167
2014-01-15,194000.0,195000.0,191439.0,,-11834,3685,7219
2014-01-16,199000.0,200500.0,311147.0,,-75684,33137,38367
2014-01-17,202500.0,201000.0,135662.0,,-7876,-14704,20469
2014-01-20,200000.0,200500.0,101863.0,,-6892,13141,-5071
2014-01-21,200500.0,204500.0,150098.0,,-24223,23340,-3249
2014-01-22,204000.0,207000.0,159702.0,,-37360,40000,-994
2014-01-23,206000.0,200500.0,231991.0,,48779,-23036,-19124
2014-01-24,198000.0,192500.0,436157.0,,83684,-4340,-75436
2014-01-27,186000.0,186000.0,269351.0,,34279,12947,-48732
2014-01-28,185000.0,188000.0,124797.0,,5834,-11246,2875
2014-01-29,190000.0,190000.0,123361.0,,-8219,33728,-28734
2014-02-03,186500.0,189500.0,100236.0,,2789,4483,-8997
2014-02-04,185000.0,186000.0,274654.0,,23114,20976,-44751
2014-02-05,188000.0,187500.0,81732.0,,-5035,3281,2006
2014-02-06,188000.0,190000.0,123155.0,,14445,1370,-16934
2014-02-07,192000.0,190500.0,111796.0,,-451,-99,3131
2014-02-10,190500.0,190000.0,86006.0,,2238,1168,-2895
2014-02-11,190000.0,193000.0,124531.0,,6562,1308,-10486
2014-02-12,199500.0,195500.0,254682.0,,-37625,57619,-18578
2014-02-13,197000.0,198500.0,205796.0,,-35076,17667,18100
2014-02-14,198500.0,198500.0,78931.0,,-13225,17580,-2526
2014-02-17,200500.0,201500.0,120643.0,,-37389,19949,15095
2014-02-18,202000.0,199500.0,100147.0,,17912,12348,-30885
2014-02-19,200500.0,200000.0,65324.0,,-1420,-3121,2216
2014-02-20,201000.0,197500.0,122789.0,,-29348,30658,397
2014-02-21,200000.0,199000.0,123564.0,,-14114,-3210,19012
2014-02-24,197000.0,198000.0,68639.0,,1579,-11100,9801
2014-02-25,200000.0,203500.0,263518.0,,-41093,34493,7717
2014-02-26,203000.0,204500.0,182454.0,,-34923,21449,11382
2014-02-27,207000.0,210500.0,493116.0,,-155478,102285,62006
2014-02-28,210500.0,207000.0,253217.0,,37318,-36782,-1261
2014-03-03,205000.0,204000.0,154087.0,,-2201,8508,-3062
2014-03-04,202500.0,204500.0,165962.0,,9083,16656,-32096
2014-03-05,209000.0,209000.0,198550.0,,-737,18930,-19974
2014-03-06,210000.0,206500.0,181994.0,,16542,-6395,-9638
2014-03-07,208500.0,214000.0,291291.0,,-107084,13984,88684
2014-03-10,213500.0,212000.0,184721.0,,735,-3233,3825
2014-03-11,213000.0,211500.0,161054.0,,9814,-4790,-4765
2014-03-12,209000.0,206500.0,217394.0,,20596,-67570,48330
2014-03-13,206000.0,194000.0,727878.0,,147025,-16778,-127644
2014-03-14,190500.0,192000.0,219240.0,,38984,-19790,-18670
2014-03-17,193000.0,192000.0,125816.0,,15134,-5317,-10382
2014-03-18,194500.0,196000.0,204935.0,,-19018,11344,9345
2014-03-19,197000.0,193000.0,176674.0,,31014,356,-31378
2014-03-20,191500.0,182000.0,625980.0,,72559,-46624,-15326
2014-03-21,183000.0,181000.0,253261.0,,42874,-21463,-20133
2014-03-24,183000.0,182500.0,201389.0,,21938,-35019,8116
2014-03-25,182000.0,182000.0,181177.0,,29324,3966,-36564
2014-03-26,183500.0,178500.0,266114.0,,85809,-23794,-60387
2014-03-27,177000.0,179500.0,236155.0,,48974,-58354,9022
2014-03-28,180000.0,179500.0,107906.0,,15395,-8312,-8026
2014-03-31,179500.0,177500.0,173612.0,,-15653,10210,7157
2014-04-01,178500.0,181000.0,181881.0,,7678,1505,-9311
2014-04-02,182000.0,182000.0,166473.0,,6728,-3000,-5248
2014-04-03,182500.0,181000.0,138588.0,,4525,15073,-24602
2014-04-04,180500.0,179500.0,128595.0,,30260,221,-32437
2014-04-07,177500.0,182000.0,104080.0,,-3794,-8898,12274
2014-04-08,180500.0,182000.0,124977.0,,10374,-26656,16144
2014-04-09,183500.0,181000.0,150575.0,,6574,36712,-49876
2014-04-10,182000.0,181500.0,147645.0,,22115,-5619,-16105
2014-04-11,178500.0,178000.0,170913.0,,44558,-56296,12448
2014-04-14,177000.0,176000.0,150891.0,,38401,-17784,-17856
2014-04-15,176500.0,174000.0,227920.0,,28665,-10033,-17218
2014-04-16,174000.0,173000.0,116861.0,,21060,-6416,-24593
2014-04-17,173500.0,175500.0,112126.0,,-4500,-5299,9699
2014-04-18,176000.0,175000.0,96292.0,,136,-14667,14261
2014-04-21,175500.0,176500.0,78964.0,,-11286,17842,-5997
2014-04-22,176500.0,174500.0,97453.0,,48602,-30464,-18189
2014-04-23,177000.0,182500.0,455540.0,,7760,5017,-13319
2014-04-24,184000.0,184000.0,369073.0,,-106388,157523,-50884
2014-04-25,185000.0,181500.0,172321.0,,23741,43084,-67589
2014-04-28,181500.0,184500.0,135796.0,,-38984,31879,7305
2014-04-29,185500.0,181000.0,151956.0,,-2296,16272,-17871
2014-04-30,182000.0,181000.0,111635.0,,-359,19960,-19509
2014-05-02,181500.0,180000.0,118429.0,,-233,9653,-9853
2014-05-07,182500.0,179000.0,66580.0,,5589,5354,-10943
2014-05-08,177500.0,172000.0,476084.0,,79302,-41288,-40534
2014-05-09,172500.0,168500.0,253427.0,,8848,17824,-28459
2014-05-12,169000.0,166500.0,235070.0,,38692,-14020,-24181
2014-05-13,167500.0,169500.0,149473.0,,-10670,-1524,14457
2014-05-14,171000.0,171500.0,113627.0,,-19285,8870,10517
2014-05-15,172500.0,174000.0,126076.0,,-20479,15664,9127
2014-05-16,172500.0,173500.0,123047.0,,10277,25522,-35224
2014-05-19,174000.0,173000.0,82508.0,,-2766,17203,-15534
2014-05-20,173500.0,173000.0,59342.0,,-1927,-130,1539
2014-05-21,173000.0,176500.0,117357.0,,-19059,42674,-19825
2014-05-22,179000.0,176500.0,102143.0,,12754,25972,-39935
2014-05-23,177000.0,175500.0,83924.0,,-344,17316,-19307
2014-05-26,177000.0,178500.0,162576.0,,-15704,37841,-23170
2014-05-27,180500.0,178500.0,77200.0,,-9808,23653,-13946
2014-05-28,178500.0,179000.0,78134.0,,-11735,13708,-2394
2014-05-29,178500.0,176000.0,90642.0,,-8650,5656,3117
2014-05-30,177500.0,175000.0,90979.0,,-5458,12594,-7079
2014-06-02,174500.0,175000.0,66366.0,,-6117,8662,-2259
2014-06-03,176000.0,175500.0,121870.0,,-1745,10351,-6430
2014-06-05,174000.0,167500.0,469598.0,,71369,-111936,46689
2014-06-09,168000.0,168000.0,121011.0,,1877,-11427,6520
2014-06-10,168500.0,168000.0,95941.0,,17037,-18212,471
2014-06-11,168000.0,169000.0,124192.0,,11093,27870,-41205
2014-06-12,168500.0,166500.0,169534.0,,36778,19735,-56579
2014-06-13,168000.0,169000.0,267960.0,,18876,-11223,-13080
2014-06-16,171000.0,168500.0,86563.0,,471,22643,-23010
2014-06-17,168000.0,169000.0,80402.0,,3819,7295,-12809
2014-06-18,172500.0,172000.0,215554.0,,-17093,26826,-10453
2014-06-19,172000.0,178000.0,305167.0,,-38469,33336,9268
2014-06-20,177500.0,178000.0,136586.0,,5560,24656,-25299
2014-06-23,177500.0,178000.0,85852.0,,-10818,10121,1083
2014-06-24,177000.0,175500.0,142584.0,,16401,31020,-47469
2014-06-25,175500.0,172500.0,132287.0,,16691,-17129,921
2014-06-26,172000.0,173500.0,164598.0,,10511,-24098,10698
2014-06-27,173000.0,171500.0,92137.0,,3966,13371,-17759
2014-06-30,171000.0,172000.0,70697.0,,-9941,8128,-3937
2014-07-01,172000.0,173500.0,101663.0,,-7319,19271,-9104
2014-07-02,174000.0,175000.0,100931.0,,-1161,12940,-12330
2014-07-03,174500.0,171500.0,124137.0,,17219,3816,-20461
2014-07-04,172000.0,170500.0,87276.0,,4154,-3878,189
2014-07-07,170000.0,167000.0,252539.0,,50642,-25474,-27756
2014-07-08,166000.0,165500.0,162902.0,,35658,-35303,-3165
2014-07-09,165000.0,161500.0,241947.0,,59533,-55893,1334
2014-07-10,161500.0,159000.0,229932.0,,62224,-37726,-17506
2014-07-11,156500.0,156500.0,152846.0,,24308,-22065,1213
2014-07-14,157000.0,154500.0,196514.0,,35619,-47599,10878
2014-07-15,156000.0,158000.0,209163.0,,13935,-30096,13823
2014-07-16,158500.0,158000.0,111495.0,,-742,30110,-30214
2014-07-17,160000.0,158500.0,61054.0,,3343,-1076,-1986
2014-07-18,159000.0,160500.0,186417.0,,28208,34749,-62483
2014-07-21,162000.0,159500.0,73749.0,,17682,11293,-28798
2014-07-22,159000.0,160000.0,71721.0,,16235,7314,-24039
2014-07-23,161000.0,163000.0,162253.0,,30550,-4346,-29368
2014-07-24,162000.0,161500.0,174330.0,,-12008,12772,-1116
2014-07-25,161000.0,161000.0,85601.0,,-1930,8674,-5381
2014-07-28,160500.0,163000.0,196449.0,,6363,62438,-67077
2014-07-29,164500.0,167000.0,289322.0,,-9101,11219,692
2014-07-30,167000.0,166000.0,170517.0,,493,13201,-13099
2014-07-31,166000.0,163500.0,132314.0,,-6047,5111,399
2014-08-01,160500.0,165500.0,141315.0,,-14689,8699,6324
2014-08-04,166000.0,165500.0,100331.0,,13898,-10952,-5480
2014-08-05,165500.0,160500.0,222128.0,,45116,-58031,15230
2014-08-06,160000.0,162000.0,181005.0,,-47088,51690,-5029
2014-08-07,162500.0,161000.0,84770.0,,-5272,7345,-2471
2014-08-08,160000.0,159000.0,91340.0,,-9908,8438,1571
2014-08-11,160000.0,157500.0,91827.0,,9116,5642,-4016
2014-08-12,157500.0,157500.0,83725.0,,12743,-12474,-519
2014-08-13,158000.0,157000.0,130812.0,,18968,-50725,35730
2014-08-14,156500.0,151000.0,509452.0,,92904,-163731,79273
2014-08-18,151500.0,149500.0,211472.0,,20644,-32806,14312
2014-08-19,150500.0,153000.0,214715.0,,-25164,-46614,65017
2014-08-20,153500.0,154500.0,241486.0,,-27773,-6428,32771
2014-08-21,153000.0,151500.0,171171.0,,-11147,13880,-1981
2014-08-22,151500.0,149500.0,181433.0,,26325,-7243,-18925
2014-08-25,148500.0,149000.0,58401.0,,3382,4553,-7867
2014-08-26,149500.0,149500.0,69504.0,,20793,-9787,-10535
2014-08-27,150000.0,147000.0,177407.0,,23002,-5215,-18966
2014-08-28,146500.0,146500.0,117953.0,,19330,-34865,16268
2014-08-29,146500.0,145500.0,119568.0,,9599,-7969,1896
2014-09-01,145500.0,146000.0,90394.0,,-12085,16836,-4599
2014-09-02,147500.0,146000.0,91918.0,,17168,-11899,-4850
2014-09-03,145000.0,143500.0,191515.0,,-7059,-10236,33116
2014-09-04,143500.0,144500.0,105915.0,,-13252,-10032,21228
2014-09-05,146000.0,146500.0,293441.0,,13748,-5581,-12308
2014-09-11,149500.0,146500.0,269745.0,,20207,70070,-89946
2014-09-12,147500.0,147000.0,133880.0,,9304,2110,-11712
2014-09-15,147500.0,145500.0,111042.0,,-287,13049,-12268
2014-09-16,145000.0,145000.0,88653.0,,3918,-4819,1651
2014-09-17,145000.0,144500.0,121600.0,,29787,-41675,11897
2014-09-18,145500.0,145000.0,202858.0,,-6413,33606,-29294
2014-09-19,146500.0,145500.0,228262.0,,-46139,-7846,68371
2014-09-22,146000.0,143500.0,141359.0,,4268,-276,-3430
2014-09-23,143000.0,142500.0,194298.0,,13935,-32152,18287
2014-09-24,142000.0,140500.0,278812.0,,29113,-57049,27484
2014-09-25,142000.0,140000.0,231635.0,,19024,-78205,57896
2014-09-26,138000.0,136500.0,239777.0,,-33325,13668,21674
2014-09-29,136500.0,131000.0,387203.0,,20770,-98112,75989
2014-09-30,131000.0,130000.0,241900.0,,-12366,-20743,31822
2014-10-01,129500.0,128000.0,202487.0,,7842,-51592,42991
2014-10-02,125500.0,121000.0,701704.0,,116295,-189913,76224
2014-10-06,121500.0,120000.0,383656.0,,42036,-115412,76829
2014-10-07,120500.0,118500.0,210907.0,,23559,-34288,10168
2014-10-08,114500.0,113500.0,697789.0,,131710,-215969,84190
2014-10-10,112000.0,105500.0,786368.0,,167205,-160810,-10364
2014-10-13,104000.0,101500.0,553594.0,,63478,-149126,78727
2014-10-14,101500.0,102000.0,530565.0,,75192,-51367,-20691
2014-10-15,102500.0,95600.0,657632.0,,71626,-60162,-10037
2014-10-16,94900.0,89500.0,1025528.0,,89492,-134664,53307
2014-10-17,92000.0,90000.0,814654.0,,97030,-34232,-67619
2014-10-20,92800.0,93700.0,552718.0,,16901,56953,-94100
2014-10-21,94200.0,90300.0,327811.0,,45093,-467,-45225
2014-10-22,93600.0,92300.0,289404.0,,14382,22056,-39096
2014-10-23,91800.0,90600.0,312154.0,,59140,-29435,-29739
2014-10-24,91900.0,87800.0,407901.0,,21070,-57611,35869
2014-10-27,88800.0,89300.0,310046.0,,-575,14627,-19848
2014-10-28,90100.0,88300.0,210820.0,,35217,-8992,-27713
2014-10-29,89800.0,92000.0,534522.0,,35311,-16219,-19292
2014-10-30,94700.0,90900.0,884095.0,,128368,-46155,-85377
2014-10-31,91800.0,92000.0,391560.0,,96663,-32887,-64497
2014-11-03,93300.0,89000.0,430412.0,,66316,-19032,-48637
2014-11-04,88300.0,81500.0,1032204.0,,225372,-271577,63338
2014-11-05,81200.0,84000.0,477377.0,,-82892,-8282,79018
2014-11-06,84600.0,86000.0,397861.0,,-55683,21543,33992
2014-11-07,86400.0,88400.0,208907.0,,-16925,-3871,19848
2014-11-10,88000.0,88500.0,193782.0,,-17225,-209,15684
2014-11-11,89600.0,88400.0,181413.0,,-13741,18194,-7399
2014-11-12,90700.0,92400.0,393241.0,,12848,30762,-42424
2014-11-13,92400.0,92500.0,197041.0,,245,-3500,-511
2014-11-14,92300.0,91000.0,154413.0,,12448,-11858,-2165
2014-11-17,90800.0,95800.0,417474.0,,-26523,14992,11335
2014-11-18,96100.0,94200.0,228914.0,,43028,5812,-48994
2014-11-19,94900.0,90800.0,311815.0,,63801,-7483,-55495
2014-11-20,90800.0,91000.0,167591.0,,6211,-15667,8492
2014-11-21,92000.0,90900.0,185068.0,,21826,14008,-19029
2014-11-24,93000.0,94600.0,432210.0,,54233,15322,-69834
2014-11-25,94600.0,94800.0,246549.0,,7463,11613,-20386
2014-11-26,94600.0,93500.0,151013.0,,21214,-7706,-14660
2014-11-27,93100.0,90700.0,217967.0,,36353,-10941,-25455
2014-11-28,88700.0,85000.0,508779.0,,136765,-85321,-53215
2014-12-01,83300.0,82300.0,290279.0,,3130,-51954,46407
2014-12-02,83500.0,84300.0,205845.0,,-51613,-15167,67732
2014-12-03,83400.0,84900.0,127346.0,,-6267,-16791,22659
2014-12-04,84900.0,86200.0,138284.0,,-10182,-7231,19339
2014-12-05,87200.0,87900.0,145891.0,,-1212,-8001,10293
2014-12-08,88100.0,87100.0,128787.0,,35234,-17201,-17223
2014-12-09,86000.0,84000.0,184786.0,,53592,-44840,-8754
2014-12-10,83500.0,82100.0,198765.0,,55577,-58742,6796
2014-12-11,80500.0,79500.0,479947.0,,87797,5750,-93106
2014-12-12,80000.0,78100.0,205098.0,,53546,-39607,-10979
2014-12-15,76600.0,79300.0,177504.0,,-8074,-15321,25358
2014-12-16,78300.0,78000.0,202848.0,,37047,13148,-47495
2014-12-17,78200.0,80300.0,349835.0,,-12378,1064,12014
2014-12-18,81500.0,79800.0,214386.0,,2437,15215,-17657
2014-12-19,80600.0,79100.0,225866.0,,28799,-21540,-7027
2014-12-22,80200.0,82300.0,289545.0,,-61788,-9807,69763
2014-12-23,81600.0,80900.0,185134.0,,16891,7721,-21927
2014-12-24,82000.0,81600.0,124509.0,,13115,-8970,-2941
2014-12-26,81200.0,80800.0,95682.0,,7361,-5217,-2064
2014-12-29,80800.0,79100.0,130178.0,,16970,-24212,8185
2014-12-30,79100.0,78600.0,107384.0,,6129,-2056,3913
2015-01-02,78200.0,77000.0,154013.0,,28917,-15857,-11131
2015-01-05,76400.0,74600.0,265594.0,,21248,-32706,8439
2015-01-06,72800.0,70800.0,353518.0,,83581,-49290,-34283
2015-01-07,70000.0,70100.0,224750.0,,12411,-9953,-3835
2015-01-08,71100.0,70100.0,147867.0,,17525,-7703,-8552
2015-01-09,71300.0,72600.0,260904.0,,6579,28372,-34257
2015-01-12,72300.0,73500.0,169571.0,,-26784,24597,-7565
2015-01-13,72700.0,73000.0,156542.0,,-8600,18699,-8138
2015-01-14,73400.0,72300.0,138450.0,,12923,3922,-12721
2015-01-15,73200.0,74200.0,187577.0,,-22508,20338,3551
2015-01-16,73500.0,72100.0,218023.0,,27465,-11438,-16701
2015-01-19,73400.0,73000.0,269474.0,,38812,5996,-44760
2015-01-20,73200.0,73500.0,213450.0,,5089,4853,-8303
2015-01-21,73300.0,72700.0,151046.0,,23004,-5700,-17425
2015-01-22,73300.0,74800.0,270027.0,,-50862,22651,26060
2015-01-23,76200.0,73200.0,221924.0,,34877,-7906,-25985
2015-01-26,73400.0,73100.0,96982.0,,12059,5237,-17589
2015-01-27,73200.0,74900.0,150770.0,,-1979,2176,3358
2015-01-28,74400.0,79000.0,417947.0,,-46730,40608,7624
2015-01-29,77800.0,78500.0,249772.0,,16597,-9081,-16059
2015-01-30,79400.0,78200.0,258369.0,,15672,5144,-19563
2015-02-02,79300.0,81300.0,428664.0,,-88010,36178,44303
2015-02-03,85500.0,83000.0,555993.0,,-37637,96044,-51371
2015-02-04,86000.0,84200.0,304264.0,,37397,-11776,-24197
2015-02-05,82500.0,81300.0,274463.0,,44032,-41727,-3903
2015-02-06,82700.0,85700.0,528391.0,,5956,-13659,9338
2015-02-09,85700.0,85700.0,252865.0,,-11398,-4776,21452
2015-02-10,85800.0,88000.0,412069.0,,-7005,32567,-26731
2015-02-11,88800.0,86100.0,500037.0,,13514,101879,-120253
2015-02-12,86000.0,84600.0,249947.0,,37348,20751,-57357
2015-02-13,85800.0,84800.0,170523.0,,-7331,19415,-18836
2015-02-16,84900.0,83000.0,220228.0,,26792,23137,-44094
2015-02-17,83600.0,86800.0,280574.0,,-35688,23335,12625
2015-02-23,87100.0,87800.0,311955.0,,-65749,114630,-49429
2015-02-24,87900.0,88100.0,192349.0,,32820,32084,-65919
2015-02-25,89400.0,93200.0,794486.0,,-140468,194321,-51265
2015-02-26,94300.0,94700.0,416669.0,,-61786,103585,-48243
2015-02-27,94500.0,98000.0,566536.0,,-124764,76853,45460
2015-03-02,99400.0,112500.0,1170794.0,,-50170,101295,-52157
2015-03-03,112500.0,113500.0,2149960.0,,-66263,160956,-96138
2015-03-04,113000.0,112500.0,697911.0,,2959,16603,-17069
