Symbol,한국타이어월드와이드_시가(원),한국타이어월드와이드_종가(원),한국타이어월드와이드_거래량(주),한국타이어월드와이드_PER(IFRS-연결),한국타이어월드와이드_순매수수량(개인)(주),한국타이어월드와이드_순매수수량(기관계)(주),한국타이어월드와이드_순매수수량(외국인계)(주)
2011-02-17,30400.0,30850.0,1280570.0,5.02,-447539,454516,-70570
2011-02-18,30950.0,31000.0,787669.0,5.05,-59307,282147,-200190
2011-02-21,31000.0,30500.0,492560.0,4.97,-2607,50367,-23910
2011-02-22,30400.0,30100.0,484864.0,4.9,-40423,-47017,88060
2011-02-23,30000.0,31200.0,989393.0,5.08,-211750,112023,83314
2011-02-24,31150.0,31000.0,592796.0,5.05,-84903,272183,-251210
2011-02-25,30600.0,30050.0,671390.0,4.89,141297,92713,-218000
2011-02-28,29800.0,29650.0,479291.0,4.83,-121,-15349,13670
2011-03-02,29600.0,30150.0,504071.0,4.91,-132996,125099,18550
2011-03-03,30200.0,29800.0,889970.0,4.85,273277,-100652,-136875
2011-03-04,30150.0,29750.0,541578.0,4.84,60376,-90606,1930
2011-03-07,29750.0,29100.0,463423.0,4.74,75928,-38138,27560
2011-03-08,29100.0,30300.0,819728.0,4.93,-195782,232732,-97270
2011-03-09,30550.0,32300.0,1820549.0,5.26,-811837,315851,467966
2011-03-10,32450.0,32850.0,1178594.0,5.35,-335924,326254,-44460
2011-03-11,32300.0,32350.0,779486.0,5.27,-116298,119815,2750
2011-03-14,33000.0,32900.0,618321.0,5.36,-217759,-7761,221390
2011-03-15,33350.0,34300.0,2351435.0,5.58,-647407,318787,370129
2011-03-16,35250.0,33450.0,1731228.0,5.45,42749,-251811,168838
2011-03-17,32600.0,32100.0,936829.0,5.23,84487,150713,-192220
2011-03-18,32400.0,33400.0,1003131.0,5.44,13123,-139165,94372
2011-03-21,33500.0,32900.0,495897.0,5.36,24740,-50160,21500
2011-03-22,33100.0,32800.0,936065.0,5.34,173614,-269034,65230
2011-03-23,32600.0,33950.0,854394.0,5.53,-223172,179542,9420
2011-03-24,34550.0,33700.0,910790.0,5.49,185713,-84243,-83880
2011-03-25,34000.0,33900.0,514567.0,5.52,-101073,-33290,138113
2011-03-28,33900.0,33550.0,394010.0,5.46,-16611,-1949,7450
2011-03-29,33550.0,35400.0,1049218.0,5.76,-235631,-60412,276450
2011-03-30,35550.0,36700.0,1383629.0,5.98,-275623,266153,14590
2011-03-31,36300.0,35850.0,1002474.0,5.84,147338,-91303,-41125
2011-04-01,35600.0,35200.0,741748.0,5.73,112770,-248440,139630
2011-04-04,35000.0,35050.0,584887.0,5.71,54045,-13385,-46630
2011-04-05,35300.0,35200.0,414487.0,5.73,108212,9886,-116620
2011-04-06,35000.0,35550.0,861187.0,5.79,-13966,103655,-70479
2011-04-07,36000.0,34900.0,523810.0,5.68,76394,-19634,-42700
2011-04-08,34550.0,34150.0,821183.0,5.56,286297,-228287,33690
2011-04-11,34300.0,34300.0,697117.0,5.58,101884,-228004,173490
2011-04-12,34500.0,33850.0,704687.0,5.51,-2028,-51992,107650
2011-04-13,33900.0,36850.0,1538504.0,6.0,-617687,375687,203960
2011-04-14,37150.0,39000.0,2248564.0,6.35,-256312,128352,65380
2011-04-15,38900.0,40200.0,2023124.0,6.55,-156760,944040,-832470
2011-04-18,39700.0,39700.0,853328.0,6.46,-47003,77300,-38936
2011-04-19,39700.0,41200.0,2053706.0,6.71,216312,-78282,-174590
2011-04-20,41250.0,42100.0,1212491.0,6.85,-93401,130752,-36191
2011-04-21,41400.0,41300.0,973350.0,6.72,-58349,-116811,137550
2011-04-22,40950.0,39950.0,998329.0,6.5,207943,-385943,192160
2011-04-25,40450.0,41850.0,1217470.0,6.81,-31306,-132364,222040
2011-04-26,41850.0,42450.0,1086960.0,6.91,-202511,229612,-19421
2011-04-27,42600.0,40300.0,1782541.0,6.56,-89458,313311,-242173
2011-04-28,40750.0,42300.0,1329810.0,6.89,-221478,139877,171393
2011-04-29,42350.0,42950.0,1013733.0,6.99,-192391,147310,16114
2011-05-02,43200.0,42700.0,760300.0,6.95,29096,-140142,147146
2011-05-03,42300.0,42750.0,553886.0,6.96,386,-57656,80610
2011-05-04,42200.0,43300.0,574764.0,7.05,-115997,78817,33800
2011-05-06,43700.0,41000.0,1753935.0,6.68,198143,506011,-709734
2011-05-09,41500.0,41600.0,1189772.0,6.77,89031,300679,-337320
2011-05-11,41700.0,41700.0,894183.0,6.79,91107,87108,-197345
2011-05-12,41500.0,44250.0,1415751.0,7.2,-233667,302194,-96771
2011-05-13,44200.0,45400.0,1085671.0,7.39,-198669,249329,-86380
2011-05-16,45400.0,43900.0,890723.0,7.15,122155,-23099,-123842
2011-05-17,44200.0,45000.0,685356.0,7.33,-80235,45575,57710
2011-05-18,45050.0,44550.0,539370.0,7.25,156378,-92338,-64380
2011-05-19,43950.0,43300.0,795345.0,7.05,60459,-69571,-10218
2011-05-20,43300.0,43250.0,419353.0,7.04,-17591,83178,-67387
2011-05-23,43100.0,42950.0,562494.0,6.99,-130882,98692,45270
2011-05-24,43750.0,42800.0,298812.0,6.97,-16532,78956,-63610
2011-05-25,43600.0,43800.0,892423.0,7.13,-82908,190462,-137214
2011-05-26,44600.0,44600.0,1137614.0,7.26,125169,-241628,131160
2011-05-27,44100.0,42850.0,872302.0,6.98,271169,-49579,-231910
2011-05-30,43400.0,43950.0,700673.0,7.16,-211827,153833,52474
2011-05-31,44400.0,45200.0,782352.0,7.36,-111746,114546,-84100
2011-06-01,45200.0,43900.0,1064534.0,7.15,252832,64223,-380977
2011-06-02,43200.0,43150.0,1341124.0,7.03,127657,81253,-174630
2011-06-03,43350.0,41550.0,974930.0,6.76,335102,-430071,60869
2011-06-07,41400.0,41100.0,1042741.0,6.69,133464,-143104,59880
2011-06-08,41400.0,41000.0,761571.0,6.68,46120,-32700,89160
2011-06-09,40800.0,42000.0,907726.0,6.84,-184865,268165,-18820
2011-06-10,42550.0,42500.0,443995.0,6.92,-131378,167810,-7272
2011-06-13,41800.0,39000.0,1868238.0,6.35,356851,-157516,-191320
2011-06-14,39700.0,42500.0,1502246.0,6.92,-359646,-23526,290545
2011-06-15,43050.0,42900.0,623606.0,6.98,-118548,26709,83649
2011-06-16,42900.0,43000.0,602981.0,7.0,-200833,82893,149950
2011-06-17,43250.0,41600.0,1343740.0,6.77,192309,76962,-308371
2011-06-20,42150.0,42650.0,563387.0,6.94,-206352,226672,-17090
2011-06-21,43000.0,42600.0,457787.0,6.94,43,25457,-79920
2011-06-22,42650.0,41750.0,490703.0,6.8,143025,-138215,-11840
2011-06-23,42050.0,42000.0,732143.0,6.84,-81547,-53320,148027
2011-06-24,42700.0,44300.0,1062118.0,7.21,-390672,231142,160960
2011-06-27,43900.0,43350.0,436850.0,7.06,49167,11883,10200
2011-06-28,44100.0,44900.0,732660.0,7.31,-251169,124919,108140
2011-06-29,45100.0,45800.0,503076.0,7.46,-36458,-8292,13610
2011-06-30,46000.0,45550.0,652601.0,7.42,101760,-188481,72110
2011-07-01,45700.0,45000.0,660767.0,7.33,183398,-3067,-204938
2011-07-04,45150.0,44800.0,635975.0,7.29,204478,-118864,10420
2011-07-05,45250.0,47000.0,915176.0,7.65,-238495,-50735,282770
2011-07-06,47200.0,45700.0,932023.0,7.44,89229,-21422,-49797
2011-07-07,45700.0,48700.0,1043678.0,7.93,-283832,107675,235947
2011-07-08,48500.0,46800.0,1573763.0,7.62,546418,86374,-629867
2011-07-11,47100.0,45950.0,718827.0,7.48,227957,-41706,-187311
2011-07-12,45050.0,44700.0,650676.0,7.28,121480,56913,-151673
2011-07-13,45100.0,46000.0,988712.0,7.49,48125,-40054,-3901
2011-07-14,45550.0,45900.0,549891.0,7.47,62891,-19022,-3219
2011-07-15,45800.0,44150.0,1792328.0,7.19,688290,-660303,-50300
2011-07-18,43850.0,44000.0,1031286.0,7.16,212915,48795,-253897
2011-07-19,43900.0,42750.0,1384375.0,6.96,450015,211262,-755957
2011-07-20,43400.0,43700.0,1016364.0,7.11,-10630,109176,-165236
2011-07-21,43800.0,44000.0,546860.0,7.16,-29825,-64708,92754
2011-07-22,44350.0,45900.0,1076406.0,7.47,-433881,180397,212784
2011-07-25,45400.0,45500.0,551726.0,7.41,2638,-251,18970
2011-07-26,45800.0,45550.0,788045.0,7.42,-100855,176480,-78165
2011-07-27,43500.0,43000.0,2083679.0,7.0,642464,-631649,-56453
2011-07-28,42200.0,43650.0,1442271.0,7.11,33200,151685,-176695
2011-07-29,43300.0,42900.0,646865.0,6.98,74755,-100413,66018
2011-08-01,43200.0,42800.0,912937.0,6.97,243799,-344606,75367
2011-08-02,42800.0,42000.0,892061.0,6.84,141154,-169131,85947
2011-08-03,40750.0,41400.0,845340.0,6.74,-64365,96526,20575
2011-08-04,41400.0,40750.0,639968.0,6.63,-46898,-8743,22371
2011-08-05,38950.0,39700.0,1263783.0,6.46,-163158,415761,-288823
2011-08-08,39000.0,38250.0,1184248.0,6.23,-193574,254970,-98457
2011-08-09,36700.0,38300.0,1996719.0,6.24,-147983,414052,-389570
2011-08-10,40000.0,39350.0,1417297.0,6.41,98100,199156,-361586
2011-08-11,37450.0,40950.0,1108391.0,6.67,-24585,15965,-31270
2011-08-12,40950.0,38700.0,713755.0,6.3,92830,26889,-114599
2011-08-16,40350.0,40100.0,481414.0,6.53,-117346,9009,97737
2011-08-17,39700.0,41400.0,500994.0,6.74,-127555,-4977,124142
2011-08-18,40850.0,40800.0,383180.0,6.64,4235,117429,-105183
2011-08-19,39000.0,37350.0,1073165.0,6.08,97760,133782,-263924
2011-08-22,37200.0,35500.0,687096.0,5.78,-62135,145655,-121470
2011-08-23,36400.0,38000.0,856942.0,6.19,-42590,136537,-64237
2011-08-24,38050.0,36200.0,733091.0,5.89,160979,-86334,-24985
2011-08-25,36850.0,37300.0,510702.0,6.07,-105948,131961,-4193
2011-08-26,37200.0,37100.0,618510.0,6.04,156873,63981,-207854
2011-08-29,37800.0,38150.0,820967.0,6.21,159218,53252,-226060
2011-08-30,38700.0,38500.0,773041.0,6.27,-3127,-113774,126971
2011-08-31,38300.0,39850.0,753235.0,6.49,-82523,137467,-65414
2011-09-01,39600.0,39050.0,1481872.0,6.36,65025,-13180,-25433
2011-09-02,38500.0,37000.0,1137378.0,6.02,490855,93496,-552788
2011-09-05,36450.0,36350.0,889234.0,5.92,-16345,34015,-7450
2011-09-06,35300.0,36000.0,725511.0,5.86,-194488,82581,85547
2011-09-07,37000.0,37200.0,475811.0,6.06,3457,-31698,3091
2011-09-08,37700.0,39000.0,1514247.0,6.35,-543935,512880,36445
2011-09-09,38600.0,38100.0,476185.0,6.2,-69823,109353,-31460
2011-09-14,38000.0,36000.0,624625.0,5.86,142388,46976,-235094
2011-09-15,37700.0,37450.0,677441.0,6.1,-75764,80702,-52048
2011-09-16,38000.0,38250.0,566391.0,6.23,6329,57089,-135968
2011-09-19,37550.0,36300.0,566499.0,5.91,237932,-189044,-14129
2011-09-20,36700.0,37950.0,508419.0,6.18,-201091,98876,-16375
2011-09-21,37750.0,37700.0,697013.0,6.14,110710,-186601,68081
2011-09-22,36800.0,36200.0,536314.0,5.89,206144,-30524,-84140
2011-09-23,34500.0,34800.0,1139913.0,5.67,-70555,190673,-135238
2011-09-26,34850.0,35500.0,1255106.0,5.78,-344706,484238,-202972
2011-09-27,36400.0,38900.0,1411508.0,6.33,-277427,366071,-154204
2011-09-28,38900.0,38400.0,726152.0,6.25,-5882,162996,-101644
2011-09-29,38800.0,40000.0,838711.0,6.51,-178581,31121,155650
2011-09-30,40050.0,40500.0,668670.0,6.59,-115267,-54182,190469
2011-10-04,38900.0,41250.0,882614.0,6.72,-118827,55328,71829
2011-10-05,41250.0,40500.0,996460.0,6.59,-134688,68133,58685
2011-10-06,40600.0,38500.0,889306.0,6.27,92977,-268808,204361
2011-10-07,38950.0,39850.0,632734.0,6.49,-54712,-117882,177554
2011-10-10,39850.0,38500.0,1398872.0,6.27,583547,-189530,-365067
2011-10-11,38850.0,38850.0,1399414.0,6.33,127598,87982,-294950
2011-10-12,39350.0,38000.0,2231649.0,6.19,330360,-129360,-123800
2011-10-13,38550.0,39050.0,1620672.0,6.36,-197506,65249,191053
2011-10-14,39600.0,39950.0,1089353.0,6.5,-134342,196062,-9870
2011-10-17,40700.0,40050.0,859568.0,6.52,12504,-54799,96515
2011-10-18,39550.0,41200.0,1075955.0,6.71,-233142,310911,-64749
2011-10-19,42000.0,44200.0,2521328.0,7.2,-462225,210825,164130
2011-10-20,44000.0,42500.0,924946.0,6.92,1523,106320,-111973
2011-10-21,43150.0,44750.0,944068.0,7.29,-229619,391892,-182503
2011-10-24,44850.0,45800.0,740790.0,7.46,-136663,-183039,262332
2011-10-25,45200.0,45200.0,562847.0,7.36,56484,-130234,95210
2011-10-26,44800.0,45050.0,536932.0,7.33,-24188,-8002,10370
2011-10-27,45200.0,45900.0,800948.0,7.47,-167742,-178998,345490
2011-10-28,46200.0,44850.0,906027.0,7.3,9175,-99865,128580
2011-10-31,44450.0,44800.0,663950.0,7.29,-52330,66400,7130
2011-11-01,44150.0,44200.0,480417.0,7.2,68523,-59631,14588
2011-11-02,43500.0,45850.0,738256.0,7.46,-59531,101651,-94590
2011-11-03,45850.0,45850.0,499017.0,7.46,-90416,-4804,135520
2011-11-04,46500.0,50000.0,1140244.0,8.14,-157781,-65249,216740
2011-11-07,49000.0,47600.0,1070368.0,7.75,276459,-169628,-63032
2011-11-08,48000.0,46650.0,667804.0,7.6,233388,-82958,-164450
2011-11-09,42650.0,42750.0,21322285.0,6.96,1589910,6289792,-8179308
2011-11-10,41600.0,41900.0,3903507.0,6.82,786083,1441082,-2400855
2011-11-11,42500.0,44000.0,3304043.0,7.16,-434969,1453562,-1012033
2011-11-14,43800.0,43800.0,1415126.0,7.13,94533,154826,-255009
2011-11-15,43700.0,43600.0,1360865.0,7.1,13609,105175,-190884
2011-11-16,44000.0,42750.0,1060326.0,6.96,2044,74758,-47812
2011-11-17,43500.0,44250.0,1348877.0,7.2,-28486,585554,-648672
2011-11-18,43300.0,43800.0,1384394.0,7.13,196138,271812,-452540
2011-11-21,43800.0,42450.0,679213.0,6.91,73307,100753,-187500
2011-11-22,42600.0,42900.0,1163084.0,6.98,83610,-37692,-50198
2011-11-23,43100.0,42850.0,732689.0,6.98,-60820,150468,-101468
2011-11-24,42700.0,43500.0,882234.0,7.08,-143064,182216,-45842
2011-11-25,43050.0,42100.0,945057.0,6.85,74494,-200224,130130
2011-11-28,42100.0,43050.0,726249.0,7.01,-102320,68945,-22345
2011-11-29,43500.0,44000.0,1034278.0,7.16,-141009,39031,41560
2011-11-30,43950.0,45550.0,2304978.0,7.42,-485373,-324101,861524
2011-12-01,46800.0,44400.0,1980514.0,7.23,188095,-616270,529595
2011-12-02,44400.0,46000.0,958491.0,7.49,-381097,71327,321990
2011-12-05,46600.0,45400.0,586189.0,7.39,70099,54939,-97548
2011-12-06,44700.0,44500.0,572894.0,7.25,61557,-5845,61594
2011-12-07,44750.0,44900.0,385360.0,7.31,-68055,133338,34082
2011-12-08,45250.0,45150.0,727794.0,7.35,28464,24368,166778
2011-12-09,45100.0,44600.0,381827.0,7.26,42563,-49064,71886
2011-12-12,45000.0,44950.0,562633.0,7.32,12434,-59924,118200
2011-12-13,45000.0,44000.0,434705.0,7.16,19845,21348,16667
2011-12-14,44000.0,43900.0,352855.0,7.15,10753,1895,42462
2011-12-15,43200.0,43100.0,745658.0,7.02,-16639,126344,-7695
2011-12-16,43400.0,44200.0,924187.0,7.2,-88741,435088,56303
2011-12-19,44300.0,42950.0,591830.0,6.99,-19459,66310,-17570
2011-12-20,43500.0,43850.0,427687.0,7.14,-41812,144954,40320
2011-12-21,44700.0,44450.0,668159.0,7.24,53801,-5138,79777
2011-12-22,44300.0,43750.0,397420.0,7.12,40502,-67652,30140
2011-12-23,43900.0,43600.0,435564.0,7.1,15673,-40993,61350
2011-12-26,43550.0,44500.0,262609.0,7.25,-126807,65928,50980
2011-12-27,44500.0,44800.0,532499.0,7.29,-164664,106754,86820
2011-12-28,45300.0,45250.0,359371.0,7.37,26236,4780,-17860
2011-12-29,44550.0,45250.0,490025.0,7.37,-19416,44936,-41310
2012-01-02,45250.0,45100.0,376663.0,9.55,17157,-19178,29431
2012-01-03,45150.0,45500.0,837125.0,9.64,-56354,-128824,146250
2012-01-04,45850.0,43700.0,1148190.0,9.26,406902,-118834,-240800
2012-01-05,44000.0,44700.0,661564.0,9.47,-261977,121419,163368
2012-01-06,44600.0,43550.0,608464.0,9.23,69239,-147298,112819
2012-01-09,43500.0,42950.0,536344.0,9.1,63247,-52637,49500
2012-01-10,43050.0,44350.0,818383.0,9.4,-220834,176303,2728
2012-01-11,44200.0,44450.0,716929.0,9.42,-72361,86292,14965
2012-01-12,44800.0,45600.0,773515.0,9.66,-195690,-6525,217510
2012-01-13,45150.0,44400.0,486960.0,9.41,56056,-155006,63750
2012-01-16,45000.0,45450.0,603552.0,9.63,-159062,136462,47090
2012-01-17,46100.0,46900.0,924722.0,9.94,-226731,-193179,395700
2012-01-18,46900.0,48200.0,1245866.0,10.21,-331550,-283390,681890
2012-01-19,48200.0,47800.0,1031746.0,10.13,-81587,-249813,409270
2012-01-20,47300.0,47250.0,1323457.0,10.01,56750,-345722,403732
2012-01-25,47850.0,47650.0,935674.0,10.1,-130124,-351510,489212
2012-01-26,47650.0,46600.0,1111548.0,9.87,223688,-442429,224484
2012-01-27,46600.0,46250.0,599817.0,9.8,76939,-227210,169871
2012-01-30,46650.0,45300.0,785368.0,9.6,175381,-284771,71540
2012-01-31,45150.0,44850.0,1193240.0,9.5,286076,-130799,-132413
2012-02-01,44500.0,45500.0,1167241.0,9.64,43199,-304509,291290
2012-02-02,45850.0,44850.0,1300872.0,9.5,256206,-556802,324296
2012-02-03,45150.0,44300.0,1494671.0,9.39,255796,-517248,238720
2012-02-06,44650.0,42150.0,1878186.0,8.93,753712,-846966,103194
2012-02-07,42350.0,44800.0,1511328.0,9.49,-458491,22272,421149
2012-02-08,45000.0,44450.0,1174063.0,9.42,102056,-306725,214679
2012-02-09,44000.0,44300.0,986115.0,9.39,192724,-339974,160690
2012-02-10,44500.0,44200.0,609067.0,9.36,124824,-261814,144620
2012-02-13,44500.0,44200.0,474149.0,9.36,-30204,29624,-17900
2012-02-14,44900.0,44900.0,984553.0,9.51,-123114,-114028,265170
2012-02-15,44900.0,44200.0,812939.0,9.36,108872,-279822,144660
2012-02-16,43800.0,44800.0,693471.0,9.49,-185592,-83382,275234
2012-02-17,44900.0,44000.0,931032.0,9.32,317703,-413624,80301
2012-02-20,44100.0,43100.0,694934.0,9.13,236653,-306952,48553
2012-02-21,43300.0,43850.0,517107.0,9.29,-104259,-44371,141020
2012-02-22,43950.0,44600.0,552274.0,9.45,-205076,96140,108146
2012-02-23,44150.0,43150.0,686834.0,9.14,261825,-158127,-113431
2012-02-24,43200.0,42350.0,1026907.0,8.97,389477,-340047,-11340
2012-02-27,42350.0,41850.0,1243614.0,8.87,227065,-111715,-83230
2012-02-28,41250.0,41600.0,673580.0,8.81,65287,-56748,2096
2012-02-29,41900.0,42850.0,836410.0,9.08,-210525,67144,198743
2012-03-02,43250.0,42800.0,867723.0,9.07,-98088,108348,-19487
2012-03-05,43000.0,42500.0,868887.0,9.0,-18798,-149212,180140
2012-03-06,42850.0,43750.0,679426.0,9.27,-265829,277465,-20809
2012-03-07,43350.0,42400.0,600586.0,8.98,148623,49962,-182495
2012-03-08,42800.0,42200.0,847062.0,8.94,2975,41345,-36620
2012-03-09,42700.0,42500.0,434164.0,9.0,26022,-65332,18490
2012-03-12,42850.0,43950.0,896615.0,9.31,-398323,265453,122250
2012-03-13,44200.0,44600.0,899509.0,9.45,-434474,285809,128545
2012-03-14,45400.0,44150.0,850826.0,9.35,-121526,-120159,333255
2012-03-15,44150.0,44300.0,515578.0,9.39,-32871,-143594,171212
2012-03-16,44400.0,43000.0,760583.0,9.11,104478,-287033,183725
2012-03-19,43000.0,42650.0,710661.0,9.04,278950,-200530,-73700
2012-03-20,42650.0,42000.0,786759.0,8.9,402656,-36956,-344400
2012-03-21,42000.0,43750.0,1171418.0,9.27,-526448,338708,130110
2012-03-22,43500.0,42950.0,608340.0,9.1,67785,51536,-136251
2012-03-23,42650.0,42450.0,528244.0,8.99,83482,-123278,69032
2012-03-26,42850.0,42550.0,459741.0,9.01,53637,-65056,1504
2012-03-27,42700.0,42150.0,743873.0,8.93,169139,-29767,-159080
2012-03-28,42050.0,42300.0,486454.0,8.96,-50992,66637,-51775
2012-03-29,42500.0,43050.0,649118.0,9.12,-228906,188286,39500
2012-03-30,42600.0,41950.0,931323.0,8.89,303630,102909,-411299
2012-04-02,42100.0,43100.0,741694.0,9.13,-283041,157124,132107
2012-04-03,42900.0,43550.0,797148.0,9.23,-94658,164893,-99615
2012-04-04,43650.0,44200.0,1020767.0,9.36,-266042,73262,142550
2012-04-05,44200.0,44650.0,979800.0,9.46,-71054,180004,-111860
2012-04-06,44800.0,44550.0,486371.0,9.44,58956,-60253,33701
2012-04-09,44450.0,44350.0,393211.0,9.4,-27780,19240,28610
2012-04-10,44000.0,42400.0,980294.0,8.98,314687,-89526,-244731
2012-04-12,42000.0,43100.0,1231088.0,9.13,7005,-246127,249458
2012-04-13,43200.0,42650.0,626668.0,9.04,110908,-22567,-90561
2012-04-16,42000.0,42800.0,596467.0,9.07,-49435,95465,-14250
2012-04-17,43000.0,43000.0,480791.0,9.11,-41648,52732,-24054
2012-04-18,42900.0,43300.0,892633.0,9.17,109355,105905,-207820
2012-04-19,43100.0,44000.0,784572.0,9.32,-185942,-47578,191750
2012-04-20,44150.0,44100.0,662307.0,9.34,-137596,141929,-28429
2012-04-23,43800.0,45150.0,780102.0,9.57,-289764,251330,4469
2012-04-24,44700.0,45000.0,892909.0,9.53,-190838,130728,42770
2012-04-25,45350.0,46400.0,828553.0,9.83,-220196,164406,37490
2012-04-26,46650.0,46600.0,1216346.0,9.87,-208099,-140686,332565
2012-04-27,46600.0,45500.0,589280.0,9.64,58022,17435,-23887
2012-04-30,46000.0,47900.0,1196045.0,10.15,-359809,252914,127950
2012-05-02,49200.0,46500.0,1871793.0,9.85,88903,-118037,22034
2012-05-03,46500.0,47850.0,774405.0,10.14,-119636,-269453,375059
2012-05-04,47800.0,47300.0,767812.0,10.02,-83853,-133187,240850
2012-05-07,46050.0,47000.0,449944.0,9.96,-43359,86243,-30274
2012-05-08,46700.0,46100.0,671770.0,9.77,77556,-71425,10689
2012-05-09,45950.0,47050.0,609708.0,9.97,-140353,-8129,109432
2012-05-10,47000.0,46200.0,451016.0,9.79,87812,-65961,3109
2012-05-11,46150.0,45300.0,502459.0,9.6,-37005,87141,-62312
2012-05-14,45500.0,47000.0,839862.0,9.96,-216555,306274,-105899
2012-05-15,47000.0,46800.0,621431.0,9.92,-77886,273327,-238761
2012-05-16,47100.0,44350.0,592137.0,9.4,-59727,123044,-101027
2012-05-17,44550.0,45000.0,763749.0,9.53,-138734,52710,117534
2012-05-18,45000.0,44000.0,986891.0,9.32,-104684,-217287,346664
2012-05-21,44400.0,46150.0,573710.0,9.78,-145990,-25714,187054
2012-05-22,46650.0,45550.0,506619.0,9.65,33925,-66169,41645
2012-05-23,45800.0,45250.0,523801.0,9.59,-5201,-70870,64461
2012-05-24,45600.0,45450.0,442760.0,9.63,-17754,68641,-63377
2012-05-25,45450.0,48200.0,931505.0,10.21,-324205,273511,56444
2012-05-29,48050.0,47000.0,736141.0,9.96,124251,-35164,-66307
2012-05-30,47000.0,46350.0,789440.0,9.82,83273,142560,-189473
2012-05-31,46200.0,47500.0,777137.0,10.06,-98521,95826,-2010
2012-06-01,47000.0,47200.0,459261.0,10.0,-33353,188011,-171738
2012-06-04,45800.0,46000.0,890135.0,9.75,-124985,48595,-25460
2012-06-05,46450.0,45500.0,514606.0,9.64,67063,142067,-245240
2012-06-07,46300.0,46500.0,581113.0,9.85,-73628,-58158,121683
2012-06-08,47050.0,46500.0,724623.0,9.85,-62860,-61310,187160
2012-06-11,46700.0,46400.0,1011367.0,9.83,-208552,-123323,369215
2012-06-12,45600.0,45400.0,674742.0,9.62,165923,-259990,112428
2012-06-13,45900.0,45750.0,562386.0,9.69,7289,-209248,209249
2012-06-14,46000.0,47150.0,1069024.0,9.99,-350102,8494,252147
2012-06-15,47400.0,46500.0,656991.0,9.85,2119,-132463,81255
2012-06-18,47000.0,46900.0,599098.0,9.94,127413,-252916,142553
2012-06-19,46750.0,47800.0,596006.0,10.13,-63578,98647,-55209
2012-06-20,48300.0,47750.0,777269.0,10.12,-11184,-118213,113814
2012-06-21,47850.0,47800.0,282869.0,10.13,-29923,-62074,87277
2012-06-22,47000.0,47000.0,316220.0,9.96,55680,24324,7696
