Symbol,한국타이어월드와이드_시가(원),한국타이어월드와이드_종가(원),한국타이어월드와이드_거래량(주),한국타이어월드와이드_PER(IFRS-연결),한국타이어월드와이드_순매수수량(개인)(주),한국타이어월드와이드_순매수수량(기관계)(주),한국타이어월드와이드_순매수수량(외국인계)(주)
2009-08-05,20450.0,19700.0,2051739.0,,342508,-131628,-211650
2009-08-06,19800.0,19750.0,1323946.0,,168923,-192503,7360
2009-08-07,19550.0,19900.0,1103456.0,,-104138,-31122,109550
2009-08-10,19850.0,19200.0,720223.0,,111054,-45224,-57270
2009-08-11,19300.0,19650.0,1199646.0,,-239709,-46241,327910
2009-08-12,19800.0,19750.0,450777.0,,39657,-57247,22850
2009-08-13,20000.0,19600.0,623341.0,,16107,-145627,156070
2009-08-14,19650.0,19600.0,545475.0,,27552,-107372,99810
2009-08-17,19600.0,19350.0,658986.0,,9035,-171458,160163
2009-08-18,19100.0,19950.0,969841.0,,-169088,239088,-1120
2009-08-19,20250.0,19600.0,1068819.0,,206518,-375258,153640
2009-08-20,19700.0,20500.0,1060373.0,,-77174,104753,78231
2009-08-21,20850.0,21000.0,1359370.0,,-282739,-3764,305003
2009-08-24,21200.0,21700.0,1028156.0,,-142880,-225928,419508
2009-08-25,21500.0,21400.0,1079063.0,,84202,-245122,103110
2009-08-26,21800.0,22250.0,1079751.0,,-107641,125297,-71480
2009-08-27,22500.0,22950.0,1134713.0,,-71353,-168867,294910
2009-08-28,23150.0,22550.0,1028681.0,,30552,-151522,115350
2009-08-31,22450.0,22200.0,514536.0,,-100426,-140164,241650
2009-09-01,21850.0,23350.0,739169.0,,-208973,-65233,297516
2009-09-02,23000.0,23700.0,522927.0,,-20268,5598,6440
2009-09-03,23900.0,23450.0,940969.0,,-46664,-6856,53760
2009-09-04,23450.0,22600.0,1323411.0,,178728,-305714,178446
2009-09-07,22750.0,23950.0,957787.0,,-123119,-219041,399260
2009-09-08,24050.0,23500.0,1358609.0,,-4292,-541358,568150
2009-09-09,23550.0,21750.0,1475088.0,,501074,-353473,-74040
2009-09-10,21900.0,22200.0,1744918.0,,-37365,-480290,548445
2009-09-11,22250.0,22150.0,983752.0,,145965,-426941,317856
2009-09-14,21500.0,20200.0,2510421.0,,811279,-286441,-521760
2009-09-15,20400.0,20250.0,1609452.0,,455612,16961,-473183
2009-09-16,20750.0,21600.0,2662097.0,,-315881,-212116,504657
2009-09-17,21800.0,21550.0,1272098.0,,-147066,-3962,153918
2009-09-18,21600.0,21500.0,930804.0,,-138610,-122980,262030
2009-09-21,21350.0,20600.0,1592326.0,,684807,-158437,-515930
2009-09-22,20600.0,20950.0,1243326.0,,69329,-176269,118120
2009-09-23,21350.0,21050.0,876533.0,,-1893,-246987,249610
2009-09-24,21200.0,22300.0,2436908.0,,-779062,390773,339979
2009-09-25,22400.0,23600.0,2083830.0,,-841328,650530,94270
2009-09-28,23500.0,22700.0,1155928.0,,35528,391912,-473900
2009-09-29,22900.0,23000.0,858008.0,,-70175,287755,-228230
2009-09-30,23300.0,23450.0,1271873.0,,-289492,272831,27991
2009-10-01,23500.0,22250.0,1326580.0,,-29245,-21424,75260
2009-10-05,22100.0,21550.0,1022049.0,,-31061,126776,-105215
2009-10-06,21600.0,20900.0,1925018.0,,235772,-106438,-92584
2009-10-07,21100.0,19800.0,1903410.0,,525640,-695001,377862
2009-10-08,19850.0,20400.0,1130620.0,,89496,-5036,-103490
2009-10-09,20400.0,21000.0,977131.0,,-308079,-9740,319519
2009-10-12,21550.0,21950.0,711654.0,,-129355,-47285,177650
2009-10-13,21800.0,21700.0,503210.0,,-18900,-141801,167971
2009-10-14,21950.0,22050.0,677375.0,,-15542,-161168,183290
2009-10-15,22150.0,22400.0,1059357.0,,-83816,-281066,362302
2009-10-16,22100.0,21050.0,817688.0,,142727,-98838,-21559
2009-10-19,21100.0,21450.0,745346.0,,81107,5953,-111360
2009-10-20,21400.0,22050.0,1121806.0,,-105938,-104834,277641
2009-10-21,22250.0,22350.0,984693.0,,-112395,-43859,159914
2009-10-22,22050.0,23000.0,1434571.0,,-441265,42115,475160
2009-10-23,23250.0,24150.0,923612.0,,-317306,33282,253000
2009-10-26,24100.0,25100.0,1143512.0,,-354613,-139367,502270
2009-10-27,24950.0,25150.0,731090.0,,40572,-383480,338418
2009-10-28,25200.0,25100.0,646748.0,,-101697,-26420,127147
2009-10-29,24150.0,23700.0,1149521.0,,112968,111682,-256770
2009-10-30,23950.0,22900.0,726276.0,,125466,8489,-133555
2009-11-02,22500.0,24500.0,930927.0,,-259791,172791,15940
2009-11-03,24200.0,23000.0,894859.0,,235435,19515,-255990
2009-11-04,23000.0,23400.0,571673.0,,8640,69250,-81730
2009-11-05,23700.0,23900.0,437512.0,,-70406,138716,-68370
2009-11-06,24150.0,24450.0,484894.0,,-115927,54587,54850
2009-11-09,24500.0,24500.0,478462.0,,-61236,-41334,125500
2009-11-10,24650.0,24500.0,748169.0,,-9525,-379507,418012
2009-11-11,24400.0,23500.0,936120.0,,87901,-43490,-40751
2009-11-12,23600.0,23200.0,523960.0,,-528,27808,-49860
2009-11-13,23400.0,23350.0,576595.0,,-15840,130980,-112040
2009-11-16,23850.0,24450.0,606596.0,,-111723,93633,24100
2009-11-17,24700.0,23550.0,866555.0,,168003,26120,-185783
2009-11-18,23750.0,24000.0,596363.0,,12217,71253,-52350
2009-11-19,24050.0,24500.0,495508.0,,-102363,-91100,179593
2009-11-20,24700.0,24200.0,534584.0,,65580,-10170,-67220
2009-11-23,24000.0,23400.0,713244.0,,303117,132133,-436780
2009-11-24,23800.0,23650.0,613200.0,,168157,-31667,-135060
2009-11-25,23450.0,23450.0,503434.0,,126941,37228,-165879
2009-11-26,23450.0,23900.0,446162.0,,-206111,32822,163489
2009-11-27,23500.0,22700.0,379690.0,,-41922,23982,17500
2009-11-30,23150.0,23100.0,575280.0,,165446,48484,-214300
2009-12-01,22900.0,23500.0,568966.0,,-52352,206222,-153890
2009-12-02,23650.0,23700.0,776363.0,,57547,-55910,-32997
2009-12-03,23550.0,23050.0,872635.0,,418756,-75669,-352345
2009-12-04,23100.0,23000.0,613910.0,,121758,-15421,-114627
2009-12-07,23200.0,24100.0,1943423.0,,-35794,333584,-294780
2009-12-08,24600.0,24250.0,1377693.0,,-266610,-172910,449280
2009-12-09,24000.0,25000.0,1090285.0,,-375155,390930,-7265
2009-12-10,25250.0,25800.0,1331070.0,,-183816,37110,104336
2009-12-11,25700.0,25850.0,619373.0,,-50639,91930,-25481
2009-12-14,25850.0,25700.0,682374.0,,86525,56135,-167770
2009-12-15,25350.0,24650.0,1073745.0,,472501,21429,-505530
2009-12-16,24650.0,24750.0,590155.0,,66853,62287,-137020
2009-12-17,24800.0,24600.0,396957.0,,56397,-59387,13730
2009-12-18,24100.0,24450.0,947643.0,,256755,192045,-481490
2009-12-21,24600.0,24600.0,374480.0,,-16522,20801,11836
2009-12-22,24850.0,24550.0,524749.0,,-97698,48888,44510
2009-12-23,24950.0,24550.0,427134.0,,-58135,105760,-39125
2009-12-24,24600.0,24850.0,581479.0,,-2934,88824,-98460
2009-12-28,24650.0,23850.0,605450.0,,104812,-102732,-12790
2009-12-29,23800.0,23700.0,309201.0,,94751,-75461,-14760
2009-12-30,24300.0,25500.0,1590293.0,,-523798,321144,270074
2010-01-04,25200.0,25050.0,657746.0,5.52,132725,3525,-148550
2010-01-05,25000.0,23950.0,1514996.0,5.27,410243,-308883,-99330
2010-01-06,24000.0,23800.0,1319647.0,5.24,549541,-344419,-92532
2010-01-07,23800.0,23200.0,1342027.0,5.11,405725,-193115,-191330
2010-01-08,23100.0,23400.0,703366.0,5.15,127785,-151294,-3300
2010-01-11,23200.0,23150.0,890408.0,5.1,-18829,-365529,386960
2010-01-12,23300.0,23100.0,559036.0,5.09,141185,-13795,-120520
2010-01-13,22800.0,22150.0,1021255.0,4.88,538894,-250044,-257090
2010-01-14,22250.0,22050.0,819209.0,4.86,252946,-108611,-155845
2010-01-15,22100.0,22000.0,1354157.0,4.85,213131,132720,-324751
2010-01-18,22100.0,21700.0,1289340.0,4.78,258105,-38817,-219238
2010-01-19,22000.0,22000.0,1140735.0,4.85,118141,32709,-161480
2010-01-20,22150.0,22300.0,1386128.0,4.91,-61104,-145976,218890
2010-01-21,21900.0,21300.0,1191469.0,4.69,452424,20332,-481576
2010-01-22,20950.0,20550.0,1712681.0,4.53,412588,69480,-471498
2010-01-25,20600.0,21400.0,1088267.0,4.71,-220828,112140,168490
2010-01-26,21650.0,20600.0,875551.0,4.54,118673,140217,-266870
2010-01-27,20950.0,21350.0,1057633.0,4.7,-125440,-75370,191470
2010-01-28,21550.0,21850.0,821598.0,4.81,-273840,88990,158320
2010-01-29,21500.0,22300.0,1432391.0,4.91,-658130,146630,443930
2010-02-01,22100.0,22200.0,526219.0,4.89,-83838,36137,46591
2010-02-02,22350.0,22000.0,724703.0,4.85,-39342,-118008,189600
2010-02-03,22450.0,22200.0,437789.0,4.89,-113893,-38244,167437
2010-02-04,22000.0,22050.0,578622.0,4.86,-14075,9375,3150
2010-02-05,21600.0,21700.0,509434.0,4.78,-128450,-18480,144300
2010-02-08,21600.0,21650.0,645216.0,4.77,47524,-42756,-24158
2010-02-09,21650.0,21900.0,345988.0,4.82,-17933,-21627,45550
2010-02-10,22100.0,22100.0,423610.0,4.87,-123281,-44599,172330
2010-02-11,22200.0,21900.0,463966.0,4.82,-22969,41998,-21579
2010-02-12,21900.0,21400.0,588520.0,4.71,129900,-64550,-50800
2010-02-16,21450.0,21650.0,336523.0,4.77,-119043,68693,48900
2010-02-17,22000.0,22550.0,706891.0,4.97,-341067,264208,79489
2010-02-18,22600.0,22350.0,361332.0,4.92,31987,-11697,-11260
2010-02-19,22050.0,22100.0,832371.0,4.87,-31134,133204,-108650
2010-02-22,22400.0,22850.0,631879.0,5.03,-321160,175700,136330
2010-02-23,22950.0,23000.0,446210.0,5.07,-131660,17480,115610
2010-02-24,22900.0,23300.0,569180.0,5.13,-242117,-26123,270610
2010-02-25,23100.0,22900.0,371554.0,5.04,-96519,-50941,159500
2010-02-26,22750.0,23200.0,570401.0,5.11,-142414,-170934,308738
2010-03-02,23400.0,23900.0,649934.0,5.26,-363092,54692,302880
2010-03-03,23850.0,23750.0,374852.0,5.23,-35853,74863,-42120
2010-03-04,23450.0,23250.0,335358.0,5.12,8264,22106,-110
2010-03-05,23250.0,23850.0,323170.0,5.25,-173986,106136,57420
2010-03-08,24000.0,23500.0,382650.0,5.18,73073,-10582,-50121
2010-03-09,23650.0,23700.0,370265.0,5.22,-62350,-127440,186720
2010-03-10,23800.0,23850.0,224072.0,5.25,-64519,54336,6283
2010-03-11,23700.0,23250.0,749019.0,5.12,192253,-68620,-132850
2010-03-12,23350.0,23300.0,346365.0,5.13,21500,-33180,4020
2010-03-15,23050.0,22900.0,458111.0,5.04,76009,5270,-98489
2010-03-16,22800.0,23050.0,419643.0,5.08,-75032,40815,22747
2010-03-17,23050.0,23300.0,452713.0,5.13,-5602,-78853,80430
2010-03-18,23150.0,23000.0,229923.0,5.07,98946,-72226,-19080
2010-03-19,23000.0,23350.0,294845.0,5.14,-26186,10086,33370
2010-03-22,23350.0,23050.0,201208.0,5.08,85090,-63200,-3340
2010-03-23,23100.0,22750.0,474844.0,5.01,174110,-222530,25610
2010-03-24,22850.0,22100.0,661495.0,4.87,282218,-141618,-142830
2010-03-25,22100.0,22400.0,435275.0,4.93,42933,-28810,67
2010-03-26,22400.0,22550.0,332060.0,4.97,32024,-61064,44090
2010-03-29,22600.0,22400.0,400783.0,4.93,9518,18502,-27780
2010-03-30,22600.0,22150.0,544285.0,4.88,136350,-56940,-72750
2010-03-31,22300.0,21450.0,784987.0,4.72,417940,-291730,-96010
2010-04-01,21650.0,21100.0,1440808.0,4.65,657543,-499516,-154797
2010-04-02,21250.0,21200.0,1578489.0,4.67,446404,-194958,-205305
2010-04-05,21250.0,21550.0,776960.0,4.75,-9683,91583,-92310
2010-04-06,21800.0,22000.0,722929.0,4.85,-121257,77352,32905
2010-04-07,22000.0,21850.0,686091.0,4.81,-44669,24789,11640
2010-04-08,21950.0,22250.0,529960.0,4.9,-47552,13393,39560
2010-04-09,22200.0,22250.0,495581.0,4.9,-6191,-44259,57410
2010-04-12,22100.0,21350.0,790692.0,4.7,356738,-66318,-281970
2010-04-13,21300.0,20900.0,935973.0,4.6,479130,-34037,-396603
2010-04-14,21100.0,20400.0,1768823.0,4.49,1101237,-21887,-1029630
2010-04-15,20650.0,20700.0,995141.0,4.56,260193,-16984,-234379
2010-04-16,20750.0,20250.0,846875.0,4.46,432479,-55511,-333998
2010-04-19,20100.0,20250.0,740470.0,4.46,125319,99679,-230218
2010-04-20,20350.0,21750.0,1955126.0,4.79,-860451,820104,-132333
2010-04-21,21650.0,21650.0,1623766.0,4.77,-229368,503741,-275623
2010-04-22,21500.0,22500.0,2529489.0,4.96,-643694,936704,-266210
2010-04-23,22550.0,22850.0,1922938.0,5.03,-688159,217959,463060
2010-04-26,23100.0,23450.0,1137304.0,5.16,-642644,277874,329930
2010-04-27,23400.0,23650.0,976549.0,5.21,-245728,-49181,282179
2010-04-28,23100.0,23550.0,1400734.0,5.19,34298,-158541,245020
2010-04-29,23400.0,23700.0,606018.0,5.22,-173465,146545,-3400
2010-04-30,23850.0,24950.0,1629256.0,5.49,-811864,298614,535460
2010-05-03,24750.0,24800.0,727365.0,5.46,-192971,229371,-73900
2010-05-04,24900.0,24400.0,737025.0,5.37,-70326,116406,-30400
2010-05-06,23400.0,24150.0,1404909.0,5.32,-29965,110096,-122431
2010-05-07,24100.0,24550.0,1345324.0,5.41,-208851,177883,-2012
2010-05-10,24850.0,25400.0,1099677.0,5.59,-194440,97700,110660
2010-05-11,25600.0,26050.0,1045316.0,5.74,-161422,15582,128750
2010-05-12,26100.0,26200.0,911383.0,5.77,-283140,256821,-3521
2010-05-13,26550.0,25900.0,894316.0,5.7,-62694,136174,-48200
2010-05-14,25550.0,26900.0,742870.0,5.92,-114950,-139990,265260
2010-05-17,26550.0,26000.0,1078003.0,5.73,96057,267308,-403745
2010-05-18,26500.0,24700.0,839244.0,5.44,-32515,121581,-127336
2010-05-19,24500.0,25600.0,977406.0,5.64,-117702,246712,-105480
2010-05-20,25750.0,25900.0,891778.0,5.7,-87631,-86649,157010
2010-05-24,25600.0,25400.0,501756.0,5.59,-63977,-21313,63430
2010-05-25,24300.0,23850.0,1252575.0,5.25,-96646,464766,-378970
2010-05-26,24300.0,25100.0,988237.0,5.53,-105588,-25946,120304
2010-05-27,25000.0,25750.0,939170.0,5.67,-114839,71525,2104
2010-05-28,26550.0,26300.0,703759.0,5.79,47718,-63918,18980
2010-05-31,26400.0,25850.0,547868.0,5.69,-564,-109521,110515
2010-06-01,25650.0,24800.0,968268.0,5.46,195495,-170781,-6264
2010-06-03,25500.0,25200.0,610627.0,5.55,-127679,-71854,168793
2010-06-04,25250.0,25700.0,682271.0,5.66,-15557,-144185,174252
2010-06-07,25100.0,25450.0,1116617.0,5.61,-2048,-18655,42224
2010-06-08,25600.0,25700.0,1311105.0,5.66,24771,-2629,-29610
2010-06-09,25950.0,26200.0,616281.0,5.77,-35498,-123111,165149
2010-06-10,25800.0,25600.0,711448.0,5.64,182114,10621,-190845
2010-06-11,25750.0,25050.0,586189.0,5.52,119213,-186872,50129
2010-06-14,25150.0,25600.0,310206.0,5.64,-142277,6128,126329
2010-06-15,25700.0,26450.0,900955.0,5.83,-321637,92938,229619
2010-06-16,26800.0,27000.0,820058.0,5.95,-177651,-115338,276639
2010-06-17,27200.0,27500.0,609735.0,6.06,-42665,26393,62232
2010-06-18,27850.0,27350.0,433938.0,6.02,-19171,-16830,83599
2010-06-21,27650.0,28800.0,1123030.0,6.34,-139305,-133938,274233
2010-06-22,28800.0,28850.0,709776.0,6.35,25588,-212878,179090
2010-06-23,28850.0,29100.0,490528.0,6.41,-68630,-80322,149852
2010-06-24,29100.0,28550.0,415554.0,6.29,-1328,-28562,39710
2010-06-25,28200.0,27400.0,762699.0,6.03,301210,-309984,50944
2010-06-28,27700.0,27900.0,412303.0,6.14,32893,-153053,121040
2010-06-29,27750.0,27500.0,491581.0,6.06,-8550,-51760,64680
2010-06-30,26950.0,27950.0,514036.0,6.16,-93259,24849,71470
2010-07-01,27650.0,27450.0,829100.0,6.05,100484,12968,-46222
2010-07-02,27450.0,27000.0,320269.0,5.95,-43935,-24625,79060
2010-07-05,27150.0,28500.0,436611.0,6.28,-81982,32780,58572
2010-07-06,28400.0,27850.0,579869.0,6.13,139984,-4894,-102960
2010-07-07,27700.0,27750.0,462271.0,6.11,-26717,38447,-28560
2010-07-08,27800.0,26950.0,1255907.0,5.94,545811,-568155,6060
2010-07-09,27200.0,27300.0,538647.0,6.01,-135528,-60962,184630
2010-07-12,27650.0,27950.0,329639.0,6.16,-66841,13870,63251
2010-07-13,28200.0,27850.0,485413.0,6.13,-157549,2109,126920
2010-07-14,28450.0,28650.0,728929.0,6.31,-219615,34465,196000
2010-07-15,28350.0,28050.0,502015.0,6.18,117274,-124434,20520
2010-07-16,27950.0,28050.0,406512.0,6.18,-59768,-32372,99540
2010-07-19,27500.0,27850.0,223760.0,6.13,-9430,26440,-17880
2010-07-20,27900.0,28400.0,489104.0,6.25,13030,-40530,-10190
2010-07-21,28350.0,26900.0,2135865.0,5.92,461825,-971675,493450
2010-07-22,26800.0,26550.0,1023309.0,5.85,43099,169511,-224770
2010-07-23,26800.0,26350.0,764956.0,5.8,21616,70184,-111340
2010-07-26,26050.0,26900.0,461419.0,5.92,-65287,92120,-33753
2010-07-27,27100.0,27000.0,598565.0,5.95,19664,-28334,30090
2010-07-28,27150.0,26500.0,489884.0,5.84,110193,-27655,-109758
2010-07-29,26550.0,26300.0,471771.0,5.79,-26806,1469,32607
2010-07-30,26250.0,26850.0,347925.0,5.91,-142766,68466,53030
2010-08-02,27050.0,27900.0,708451.0,6.14,-275452,69602,177980
2010-08-03,27800.0,27600.0,975065.0,6.08,26652,-571894,559670
2010-08-04,27950.0,27800.0,657406.0,6.12,51098,-110868,65500
2010-08-05,27800.0,27250.0,381152.0,6.0,16080,-20986,2006
2010-08-06,27150.0,26200.0,857601.0,5.77,407703,-396573,27860
2010-08-09,26200.0,25400.0,1152065.0,5.59,555798,-438638,-109160
2010-08-10,25550.0,25200.0,764072.0,5.55,326514,-327154,6130
2010-08-11,25300.0,25250.0,471656.0,5.56,-102918,141018,-21290
2010-08-12,24950.0,25650.0,812692.0,5.65,-214248,38438,190830
2010-08-13,25650.0,25700.0,567413.0,5.66,-39112,17642,29790
2010-08-16,25850.0,25750.0,272331.0,5.67,-25694,37264,-9400
2010-08-17,25550.0,25100.0,833120.0,5.53,306530,-6430,-314080
2010-08-18,25250.0,25150.0,610268.0,5.54,114442,-71302,-43920
2010-08-19,25150.0,26000.0,723579.0,5.73,-95955,-31105,72230
2010-08-20,25900.0,25800.0,408094.0,5.68,-66517,155787,-94250
2010-08-23,25800.0,25100.0,356910.0,5.53,105438,-31688,-84530
2010-08-24,25100.0,25050.0,375994.0,5.52,-2665,-5305,15640
2010-08-25,24800.0,25050.0,246927.0,5.52,-39430,34360,16500
2010-08-26,25350.0,24850.0,238282.0,5.47,43927,-32541,-1546
2010-08-27,24600.0,24800.0,487545.0,5.46,-131535,59975,116300
2010-08-30,24800.0,26100.0,584812.0,5.75,-235506,30186,195530
2010-08-31,25900.0,26050.0,551407.0,5.74,-96826,-52442,162888
2010-09-01,26100.0,26400.0,482733.0,5.81,-107520,51920,15430
2010-09-02,26550.0,26850.0,428999.0,5.91,-176674,115494,52860
2010-09-03,27000.0,28650.0,1714426.0,6.31,-709821,191871,478270
2010-09-06,28800.0,28700.0,844526.0,6.32,-11126,-40734,63110
2010-09-07,28700.0,27800.0,856649.0,6.12,213283,-426993,212480
2010-09-08,27800.0,28450.0,667268.0,6.27,-183194,109254,30450
2010-09-09,28800.0,29800.0,1063646.0,6.56,-115723,180693,-105400
2010-09-10,30000.0,30400.0,922970.0,6.7,-247130,-68520,341990
2010-09-13,29750.0,30150.0,507261.0,6.64,39278,-76506,38438
2010-09-14,29600.0,28850.0,711628.0,6.35,144189,-207053,87304
2010-09-15,29250.0,29700.0,967025.0,6.54,18189,-374291,467792
2010-09-16,29950.0,30000.0,452991.0,6.61,1760,-78630,70190
2010-09-17,30250.0,29850.0,294847.0,6.57,-58127,-2203,64600
2010-09-20,29650.0,29900.0,330969.0,6.59,6881,-146351,152780
2010-09-24,30450.0,31350.0,713173.0,6.9,-102533,-92173,195226
2010-09-27,31300.0,32200.0,1023113.0,7.09,-133161,-289806,427661
2010-09-28,31850.0,31850.0,1083891.0,7.01,80994,-390194,307130
2010-09-29,31400.0,32300.0,833097.0,7.11,-50476,-124684,167590
2010-09-30,32550.0,32950.0,658324.0,7.26,-15528,-52572,80890
2010-10-01,33300.0,33850.0,615742.0,7.46,-109681,72511,39960
2010-10-04,33850.0,33250.0,829389.0,7.32,130242,-125845,33050
2010-10-05,33000.0,31800.0,1219546.0,7.0,203985,-25935,-196780
2010-10-06,31400.0,32650.0,1035377.0,7.19,14236,-145125,138109
2010-10-07,32650.0,33250.0,961281.0,7.32,-86463,68343,14850
2010-10-08,33050.0,32450.0,685629.0,7.15,39723,-52204,16581
2010-10-11,32550.0,33050.0,309264.0,7.28,-15210,26354,-8724
2010-10-12,33000.0,31600.0,624581.0,6.96,171968,-182055,39427
2010-10-13,31700.0,31200.0,798105.0,6.87,100562,-49762,-50760
2010-10-14,31100.0,31000.0,1138483.0,6.83,111427,-172553,54020
2010-10-15,31150.0,30700.0,524149.0,6.76,148501,15532,-138723
2010-10-18,31050.0,30550.0,560817.0,6.73,167828,-16522,-113590
2010-10-19,30600.0,30050.0,734956.0,6.62,101754,31276,-98420
2010-10-20,30050.0,30100.0,539156.0,6.63,20992,86758,-114450
2010-10-21,30350.0,30100.0,561541.0,6.63,128587,12847,-122671
2010-10-22,30100.0,31100.0,690277.0,6.85,-144935,-66197,198352
2010-10-25,31050.0,31750.0,615039.0,6.99,-100279,-51788,132040
2010-10-26,31950.0,31700.0,512254.0,6.98,61981,41026,-81587
2010-10-27,31700.0,30850.0,613028.0,6.79,80542,-96832,86710
2010-10-28,30850.0,30200.0,504021.0,6.65,128419,-34509,-105030
2010-10-29,30300.0,29250.0,804119.0,6.44,237713,39467,-284610
2010-11-01,29350.0,30550.0,881509.0,6.73,32064,222518,-280172
2010-11-02,30900.0,31200.0,543479.0,6.87,-63377,105957,-34480
2010-11-03,31450.0,32050.0,715771.0,7.06,-214918,-73508,264540
2010-11-04,31800.0,31300.0,348787.0,6.89,-5904,37138,-28514
2010-11-05,31450.0,30250.0,666069.0,6.66,182056,-241553,45977
2010-11-08,30250.0,29950.0,481834.0,6.6,237292,-5242,-229550
2010-11-09,30050.0,30500.0,308355.0,6.72,-1002,17545,-10040
2010-11-10,30500.0,30150.0,646478.0,6.64,234707,-301286,66002
2010-11-11,30100.0,29600.0,1082177.0,6.52,-187429,136169,19630
2010-11-12,30400.0,29700.0,854091.0,6.54,124201,-3961,-127470
2010-11-15,29850.0,30250.0,397563.0,6.66,-95298,19628,83720
2010-11-16,30100.0,29700.0,309366.0,6.54,23646,-30586,69640
2010-11-17,29300.0,29100.0,496534.0,6.41,128368,-57541,-44597
2010-11-18,29100.0,30400.0,462772.0,6.7,-95266,2156,84440
2010-11-19,30350.0,30350.0,494178.0,6.68,-12197,-36823,93140
2010-11-22,30500.0,30100.0,381617.0,6.63,29722,-17922,-37260
2010-11-23,29950.0,29700.0,692961.0,6.54,150717,-36097,-93850
2010-11-24,28850.0,29950.0,537661.0,6.6,-107696,128906,-88340
2010-11-25,30150.0,29650.0,336022.0,6.53,30693,54907,-99980
2010-11-26,29650.0,29450.0,279272.0,6.49,-99831,56761,-6100
2010-11-29,29700.0,29250.0,213206.0,6.44,-26452,31792,-18190
2010-11-30,29100.0,30000.0,553417.0,6.61,-228481,118983,128308
2010-12-01,30550.0,32000.0,1218126.0,7.05,-590863,236486,355417
2010-12-02,32200.0,32500.0,1449186.0,7.16,-389134,8409,516775
2010-12-03,32550.0,32500.0,589928.0,7.16,-148173,-829,147032
2010-12-06,32800.0,33100.0,1094940.0,7.29,-180331,-39589,234610
2010-12-07,32800.0,32350.0,557826.0,7.12,12464,47978,-57472
2010-12-08,31900.0,32200.0,399826.0,7.09,23962,-21612,20250
2010-12-09,32200.0,33250.0,650491.0,7.32,-69384,-83493,130517
2010-12-10,32900.0,32550.0,851355.0,7.17,100243,-20165,-35940
2010-12-13,32550.0,32200.0,248332.0,7.09,29656,-34034,3580
2010-12-14,32200.0,32150.0,589530.0,7.08,137079,-237069,205960
2010-12-15,32450.0,32300.0,320014.0,7.11,83183,-51533,-7610
2010-12-16,32200.0,31850.0,207794.0,7.01,28255,-16415,-17670
2010-12-17,31850.0,32100.0,404378.0,7.07,53093,21617,-60000
2010-12-20,31600.0,32600.0,695845.0,7.18,61712,14728,-107360
2010-12-21,33000.0,33700.0,1449041.0,7.42,-97361,-168812,226589
2010-12-22,34000.0,33850.0,323716.0,7.46,9031,-21731,34170
2010-12-23,34000.0,32950.0,316005.0,7.26,-9182,502,-22440
2010-12-24,32700.0,32400.0,274208.0,7.14,2215,31245,-44230
2010-12-27,32050.0,32000.0,446841.0,7.05,52928,-27968,-48730
2010-12-28,31650.0,32250.0,266808.0,7.1,-43924,4,43920
2010-12-29,31700.0,31800.0,355704.0,7.0,95225,1895,-94395
2010-12-30,31850.0,31750.0,320064.0,6.99,55425,16141,-72366
2011-01-03,32100.0,33200.0,510974.0,5.41,-205548,-2862,230150
2011-01-04,33300.0,33250.0,306566.0,5.41,-99494,-826,76600
2011-01-05,33150.0,33900.0,388887.0,5.52,-73123,-26247,71970
2011-01-06,34100.0,33350.0,537363.0,5.43,-66865,126495,-48080
2011-01-07,33200.0,32650.0,397622.0,5.32,116712,18618,-151640
2011-01-10,32750.0,33450.0,628886.0,5.45,23394,39686,-105760
2011-01-11,33700.0,33400.0,449826.0,5.44,83046,36884,-115860
2011-01-12,33150.0,32700.0,499070.0,5.32,155440,-73898,-30422
2011-01-13,32650.0,32000.0,753980.0,5.21,306161,-123798,-123203
2011-01-14,32100.0,31050.0,1135457.0,5.06,457551,-74311,-325190
2011-01-17,31100.0,31050.0,662071.0,5.06,66415,50101,-96286
2011-01-18,31200.0,30850.0,467427.0,5.02,72104,8726,-79220
2011-01-19,30850.0,31750.0,731105.0,5.17,103780,-3510,-137010
2011-01-20,31550.0,30750.0,634839.0,5.01,260086,16234,-243780
2011-01-21,30900.0,29200.0,1352274.0,4.75,522338,-141428,-358940
2011-01-24,29250.0,29300.0,829218.0,4.77,249684,41748,-284652
2011-01-25,29600.0,29600.0,864657.0,4.82,100950,110150,-236970
2011-01-26,29950.0,29900.0,545890.0,4.87,60010,14050,-72050
2011-01-27,29750.0,30100.0,339366.0,4.9,29533,41857,-54870
2011-01-28,30000.0,29500.0,587909.0,4.8,93631,46329,-150980
2011-01-31,28900.0,27650.0,1119528.0,4.5,299260,33510,-297170
2011-02-01,27800.0,27900.0,1174293.0,4.54,135043,38607,-152750
2011-02-07,28500.0,29050.0,1112039.0,4.73,-24525,401178,-401303
2011-02-08,29100.0,28450.0,791161.0,4.63,65683,322618,-389400
2011-02-09,28550.0,28500.0,1003286.0,4.64,34527,300573,-446770
2011-02-10,28300.0,27900.0,1102003.0,4.54,162620,321290,-510000
2011-02-11,28250.0,28650.0,1611763.0,4.66,-211267,863488,-646841
2011-02-14,29250.0,29700.0,1064118.0,4.84,-196375,403525,-216070
2011-02-15,29500.0,29800.0,1001168.0,4.85,37679,375071,-419850
2011-02-16,29650.0,30000.0,852005.0,4.88,-175154,319766,-187320
