Symbol,현대엘리베이_시가(원),현대엘리베이_종가(원),현대엘리베이_거래량(주),현대엘리베이_PER(IFRS-연결),현대엘리베이_순매수수량(개인)(주),현대엘리베이_순매수수량(기관계)(주),현대엘리베이_순매수수량(외국인계)(주)
2008-07-18,77300.0,78500.0,10843.0,3.87,-61,3544,-4122
2008-07-21,78600.0,81000.0,12766.0,3.99,-2171,3849,-1745
2008-07-22,82000.0,80800.0,6761.0,3.99,393,1047,-1460
2008-07-23,82800.0,81800.0,10258.0,4.03,1542,-4277,2557
2008-07-24,81800.0,82000.0,15125.0,4.04,1070,618,-966
2008-07-25,80300.0,83300.0,13236.0,4.11,-6198,4440,1758
2008-07-28,83300.0,84800.0,8212.0,4.18,-2831,4796,1213
2008-07-29,84700.0,84200.0,17844.0,4.15,-7746,7383,435
2008-07-30,84400.0,87900.0,17639.0,4.34,-6756,7373,6292
2008-07-31,87900.0,87100.0,6610.0,4.3,-347,1141,-479
2008-08-01,87200.0,85500.0,6936.0,4.22,2068,-2108,82
2008-08-04,84900.0,87100.0,22103.0,4.3,-6664,6948,-220
2008-08-05,87100.0,88000.0,8123.0,4.34,-4405,4413,-108
2008-08-06,89000.0,88100.0,6491.0,4.35,-1809,998,824
2008-08-07,86500.0,86400.0,7106.0,4.26,1710,-1498,-203
2008-08-08,85100.0,84200.0,5764.0,4.15,1803,-595,-1184
2008-08-11,85500.0,85500.0,5356.0,4.22,-583,2029,231
2008-08-12,84300.0,83900.0,6290.0,4.14,1319,-1489,198
2008-08-13,83000.0,80900.0,9740.0,3.99,5536,-3392,-2108
2008-08-14,80000.0,80900.0,11226.0,3.99,3615,-2803,685
2008-08-18,80500.0,81600.0,5151.0,4.02,1534,-1378,456
2008-08-19,80700.0,80000.0,5022.0,3.95,1477,-1298,-197
2008-08-20,81000.0,79500.0,5353.0,3.92,-247,281,-106
2008-08-21,78800.0,80500.0,12084.0,3.97,-1269,1816,-919
2008-08-22,81500.0,82000.0,6887.0,4.04,-2167,2562,-671
2008-08-25,82000.0,81500.0,4309.0,4.02,-778,1263,-500
2008-08-26,81500.0,80600.0,7651.0,3.98,-2687,2495,181
2008-08-27,81500.0,84900.0,14228.0,4.19,-7380,8105,1134
2008-08-28,84800.0,82800.0,6924.0,4.08,414,141,-587
2008-08-29,81700.0,83900.0,7746.0,4.14,-3917,2759,764
2008-09-01,84700.0,84500.0,14194.0,4.17,-8024,6225,1693
2008-09-02,84500.0,86200.0,19043.0,4.25,-9472,6376,3049
2008-09-03,86200.0,81300.0,13810.0,4.01,3411,-4699,1306
2008-09-04,80100.0,81100.0,6840.0,4.0,193,-284,109
2008-09-05,81800.0,82500.0,10273.0,4.07,-2246,1822,471
2008-09-08,81700.0,85100.0,12361.0,4.2,-2163,578,1621
2008-09-09,83900.0,80700.0,15474.0,3.98,445,-250,-195
2008-09-10,80000.0,82000.0,375559.0,4.04,-361946,1619,228
2008-09-11,82000.0,82000.0,22876.0,4.04,2366,-4880,2512
2008-09-12,82000.0,85100.0,16430.0,4.2,-4556,2657,1504
2008-09-16,82300.0,72600.0,42780.0,3.58,19944,3945,-17162
2008-09-17,75000.0,76300.0,16659.0,3.76,1225,-1160,-851
2008-09-18,73500.0,76200.0,8515.0,3.76,-2935,2088,838
2008-09-19,78000.0,82500.0,20319.0,4.07,-11884,13871,-1144
2008-09-22,82000.0,81500.0,11049.0,4.02,-3097,5546,-2464
2008-09-23,79100.0,83200.0,12526.0,4.1,-6225,6836,-1102
2008-09-24,83200.0,81800.0,8817.0,4.03,453,1739,-2174
2008-09-25,81200.0,80600.0,13651.0,3.98,3646,-1710,-1954
2008-09-26,81000.0,82500.0,8574.0,4.07,-1793,2978,-1104
2008-09-29,82700.0,80500.0,11152.0,3.97,457,-4711,4346
2008-09-30,77000.0,79000.0,12211.0,3.9,1727,-673,-988
2008-10-01,79500.0,79700.0,10533.0,3.93,3926,-2730,-1164
2008-10-02,80200.0,78500.0,9708.0,3.87,-1222,688,463
2008-10-06,76100.0,78000.0,30556.0,3.85,-5940,-9945,15932
2008-10-07,78000.0,75100.0,15439.0,3.7,4751,-2735,-2054
2008-10-08,73200.0,70000.0,13824.0,3.45,2384,-2443,167
2008-10-09,70000.0,73000.0,18539.0,3.6,-6022,3857,2155
2008-10-10,72400.0,64400.0,19616.0,3.18,4467,-6561,1895
2008-10-13,65700.0,65500.0,28427.0,3.23,-2741,-152,2831
2008-10-14,69000.0,73500.0,18477.0,3.63,-8791,374,8398
2008-10-15,71500.0,75400.0,14226.0,3.72,-5610,2726,2895
2008-10-16,73000.0,70800.0,10174.0,3.49,-1902,2795,-918
2008-10-17,71100.0,70500.0,18097.0,3.48,-529,2380,-1912
2008-10-20,70500.0,72400.0,15226.0,3.57,-2919,4637,-1658
2008-10-21,71000.0,71000.0,10804.0,3.5,2634,-2279,-365
2008-10-22,71000.0,68200.0,11840.0,3.36,-89,-294,292
2008-10-23,60700.0,61400.0,17482.0,3.03,-494,-2045,2501
2008-10-24,63200.0,62500.0,15630.0,3.08,-4572,3770,632
2008-10-27,58900.0,54000.0,24638.0,2.66,5321,-146,-5193
2008-10-28,53700.0,62100.0,29515.0,3.06,-10812,11471,-3046
2008-10-29,64000.0,56500.0,29189.0,2.79,11934,-3165,-8646
2008-10-30,58000.0,62000.0,24457.0,3.06,4370,710,-5075
2008-10-31,60000.0,61800.0,33529.0,3.05,864,-90,-1009
2008-11-03,61800.0,60700.0,24595.0,2.99,6578,628,-7317
2008-11-04,62400.0,62000.0,21254.0,3.06,-2704,6787,-2997
2008-11-05,64200.0,62800.0,36102.0,3.1,5630,6501,-12383
2008-11-06,61800.0,62000.0,21026.0,3.06,-9754,7365,-86
2008-11-07,60900.0,60200.0,23778.0,2.97,6416,-1759,-4569
2008-11-10,61000.0,61000.0,17722.0,3.01,-1489,3256,-1807
2008-11-11,61700.0,60500.0,15310.0,2.98,-3007,5930,-3036
2008-11-12,60000.0,59300.0,14073.0,2.92,-1532,5500,-4171
2008-11-13,57300.0,55400.0,19710.0,2.73,4996,78,-4831
2008-11-14,57500.0,54100.0,21097.0,2.67,8382,-5655,-2953
2008-11-17,54100.0,52400.0,17645.0,2.58,2137,-92,-2065
2008-11-18,52300.0,50000.0,21772.0,2.47,8586,-4287,-4249
2008-11-19,50100.0,46400.0,21830.0,2.29,4582,-1822,-2620
2008-11-20,45000.0,42450.0,24304.0,2.09,-2082,1934,168
2008-11-21,40100.0,45150.0,35330.0,2.23,4887,-6451,1708
2008-11-24,44000.0,43300.0,27274.0,2.14,-2740,3481,-700
2008-11-25,44200.0,45000.0,18383.0,2.22,-2915,2410,402
2008-11-26,44600.0,45000.0,20555.0,2.22,4005,-4845,790
2008-11-27,45500.0,45000.0,46446.0,2.22,13840,-70,700
2008-11-28,45500.0,51000.0,65365.0,2.52,-14061,13185,826
2008-12-01,51200.0,51000.0,25196.0,2.52,-4994,9930,-4856
2008-12-02,48000.0,48550.0,16131.0,2.39,-888,2874,-3387
2008-12-03,49500.0,51000.0,16050.0,2.52,439,2277,-2619
2008-12-04,50000.0,46850.0,23313.0,2.31,6389,-3462,-2967
2008-12-05,48000.0,49000.0,19803.0,2.42,-8627,10453,-1876
2008-12-08,48300.0,51800.0,29061.0,2.55,948,2800,-3778
2008-12-09,51900.0,51000.0,16232.0,2.52,1258,916,-2114
2008-12-10,50900.0,51700.0,16664.0,2.55,-3729,5198,-1510
2008-12-11,51700.0,53200.0,49740.0,2.62,-2844,-8595,3090
2008-12-12,53500.0,51700.0,25223.0,2.55,-3978,-3410,-1082
2008-12-15,53100.0,53400.0,15427.0,2.63,-1505,-2071,1187
2008-12-16,52600.0,53000.0,19906.0,2.61,-2636,-3329,1153
2008-12-17,54100.0,55300.0,18421.0,2.73,-4439,1905,-805
2008-12-18,55300.0,57100.0,21823.0,2.82,-9389,-55,4305
2008-12-19,57900.0,55200.0,14029.0,2.72,-602,-3895,492
2008-12-22,57200.0,54700.0,9857.0,2.7,1272,-2740,-273
2008-12-23,54300.0,57500.0,9873.0,2.84,-4760,4425,-398
2008-12-24,58400.0,58200.0,10132.0,2.87,-1564,1394,-1292
2008-12-26,58100.0,57500.0,11382.0,2.84,825,370,-1782
2008-12-29,57300.0,58600.0,12042.0,2.89,-3500,1289,-1112
2008-12-30,57600.0,65000.0,32413.0,3.21,-8908,3019,5899
2009-01-02,62100.0,58800.0,49512.0,14.59,24120,-24138,-3324
2009-01-05,59800.0,58000.0,31794.0,14.39,2908,-8459,-7318
2009-01-06,58500.0,59300.0,17004.0,14.71,-4494,-230,2228
2009-01-07,59000.0,58900.0,16951.0,14.61,-3038,-1658,2253
2009-01-08,58800.0,57000.0,29225.0,14.14,-1023,-12418,791
2009-01-09,58000.0,57000.0,28509.0,14.14,7830,-12043,-901
2009-01-12,56500.0,56200.0,13172.0,13.94,-4127,748,-807
2009-01-13,56200.0,54800.0,60443.0,13.59,11444,-51432,429
2009-01-14,55600.0,55600.0,22610.0,13.79,5747,-7602,2715
2009-01-15,54700.0,52500.0,22003.0,13.02,-608,-2457,-1825
2009-01-16,52300.0,55800.0,16473.0,13.84,-3610,6839,-2666
2009-01-19,55000.0,54600.0,13329.0,13.54,3126,606,-3722
2009-01-20,55300.0,52700.0,16730.0,13.07,5130,-1679,-9356
2009-01-21,51000.0,51800.0,8863.0,12.85,2180,-653,762
2009-01-22,52000.0,52600.0,17658.0,13.05,159,778,1388
2009-01-23,53100.0,52300.0,9476.0,12.97,-3820,-202,61
2009-01-28,53500.0,55600.0,14830.0,13.79,-10318,4433,734
2009-01-29,54800.0,55400.0,11265.0,13.74,-5924,2623,436
2009-01-30,55800.0,57200.0,15808.0,14.19,-8169,2005,622
2009-02-02,55800.0,53900.0,12914.0,13.37,4145,-4013,-101
2009-02-03,53900.0,53400.0,14171.0,13.25,1450,-2524,-71
2009-02-04,53700.0,54200.0,13799.0,13.45,-54,-1655,1589
2009-02-05,53700.0,52400.0,14809.0,13.0,6467,-5491,-956
2009-02-06,53000.0,53700.0,10616.0,13.32,-3461,3372,99
2009-02-09,54000.0,56000.0,10269.0,13.89,-3403,2548,802
2009-02-10,56900.0,57000.0,18676.0,14.14,-8199,9213,-1050
2009-02-11,57000.0,55500.0,13897.0,13.77,-2119,-2422,-759
2009-02-12,55400.0,59000.0,23929.0,14.64,-3639,-1999,2429
2009-02-13,59500.0,59800.0,17094.0,14.83,-5128,2488,2590
2009-02-16,60000.0,62100.0,14227.0,15.41,-2067,-84,2102
2009-02-17,61000.0,60300.0,15340.0,14.96,-86,-2555,-241
2009-02-18,60000.0,57100.0,14645.0,14.17,2916,-6951,212
2009-02-19,55300.0,56100.0,15457.0,13.92,2732,-5071,868
2009-02-20,56000.0,55000.0,10981.0,13.64,-1529,981,-1202
2009-02-23,55200.0,53800.0,17249.0,13.35,6838,-9545,336
2009-02-24,53200.0,52200.0,10513.0,12.95,-2193,-114,-758
2009-02-25,52500.0,51800.0,8608.0,12.85,2492,-2114,-648
2009-02-26,52300.0,52900.0,11772.0,13.12,-5767,443,2581
2009-02-27,54800.0,54100.0,8480.0,13.42,1669,-3176,1132
2009-03-02,52000.0,52500.0,18690.0,13.02,-2680,-6706,-4242
2009-03-03,53700.0,53100.0,13620.0,13.17,-6083,-1539,-1242
2009-03-04,51900.0,56700.0,10918.0,14.07,-4654,1093,295
2009-03-05,55200.0,58000.0,11904.0,14.39,-3044,-822,356
2009-03-06,57800.0,57000.0,8803.0,14.14,-4172,2030,-62
2009-03-09,57200.0,59000.0,7368.0,14.64,-1905,1513,49
2009-03-10,57600.0,59000.0,7978.0,14.64,-1890,1781,51
2009-03-11,59000.0,61700.0,9234.0,15.31,-5387,2863,2512
2009-03-12,61700.0,62500.0,26233.0,15.5,-5030,8549,-3608
2009-03-13,62400.0,61000.0,9699.0,15.13,942,-887,-197
2009-03-16,60000.0,59100.0,4958.0,14.66,-361,-245,628
2009-03-17,59100.0,66900.0,16957.0,16.6,-11144,10508,566
2009-03-18,66000.0,68100.0,6436.0,16.89,-1037,296,728
2009-03-19,69100.0,68700.0,10495.0,17.04,-5564,4514,992
2009-03-20,69900.0,72600.0,10920.0,18.01,-5955,1224,2044
2009-03-23,73900.0,71400.0,7368.0,17.71,-35,-1225,332
2009-03-24,71500.0,79300.0,17879.0,19.67,-3051,2503,-258
2009-03-25,79100.0,77500.0,11937.0,19.23,1387,-2640,-757
2009-03-26,76500.0,76500.0,14671.0,18.98,1618,-4396,2302
2009-03-27,76200.0,75500.0,9415.0,18.73,1467,-1764,350
2009-03-30,76300.0,74200.0,6681.0,18.41,-983,553,-1278
2009-03-31,74900.0,70700.0,26859.0,17.54,13325,-10078,-3245
2009-04-01,70000.0,70000.0,24577.0,17.37,11151,-9760,-1351
2009-04-02,71000.0,72800.0,17299.0,18.06,217,-1500,1259
2009-04-03,73100.0,72100.0,10482.0,17.89,849,-818,-13
2009-04-06,72100.0,71500.0,10483.0,17.74,757,-292,-432
2009-04-07,71500.0,71400.0,7906.0,17.71,-157,451,-368
2009-04-08,72500.0,71400.0,5671.0,17.71,-313,-395,314
2009-04-09,71600.0,73800.0,14161.0,18.31,-1202,-2683,3901
2009-04-10,73800.0,73800.0,11407.0,18.31,-393,325,73
2009-04-13,74300.0,71500.0,15983.0,17.74,6205,-6371,595
2009-04-14,72000.0,70500.0,15706.0,17.49,6033,-5325,-585
2009-04-15,69700.0,68600.0,16697.0,17.02,5924,-6576,-290
2009-04-16,70300.0,69400.0,36443.0,17.22,13285,-14950,2028
2009-04-17,70100.0,68000.0,16493.0,16.87,5432,-4904,-447
2009-04-20,68700.0,70400.0,12236.0,17.46,-3344,2855,514
2009-04-21,68500.0,70000.0,6876.0,17.37,-496,352,144
2009-04-22,70200.0,69100.0,10768.0,17.14,3946,-4619,398
2009-04-23,70200.0,69600.0,10814.0,17.27,1719,-1100,-588
2009-04-24,69200.0,69500.0,6887.0,17.24,-990,986,52
2009-04-27,69500.0,68800.0,9609.0,17.07,2121,-1386,-735
2009-04-28,69300.0,67700.0,9347.0,16.79,-3969,4837,-641
2009-04-29,67700.0,69200.0,7532.0,17.17,-3209,2760,373
2009-04-30,69000.0,70700.0,17681.0,17.54,-4327,2647,1432
2009-05-04,70900.0,71000.0,11501.0,17.61,1936,-2121,335
2009-05-06,70800.0,69300.0,15753.0,17.19,7374,-6617,-709
2009-05-07,70200.0,72500.0,18212.0,17.99,-3291,2411,900
2009-05-08,72500.0,73900.0,22211.0,18.33,262,-310,-5
2009-05-11,74500.0,71900.0,13191.0,17.84,6382,-5768,-212
2009-05-12,71500.0,71700.0,10215.0,17.79,-1176,3524,-2320
2009-05-13,71700.0,73800.0,9778.0,18.31,-3760,2876,880
2009-05-14,73000.0,70500.0,15236.0,17.49,4521,-4499,265
2009-05-15,70500.0,69500.0,11724.0,17.24,2084,-1366,-687
2009-05-18,68700.0,66600.0,10048.0,16.52,2974,-3019,184
2009-05-19,67000.0,69200.0,11412.0,17.17,-1183,-3625,4592
2009-05-20,69100.0,68500.0,7218.0,16.99,-310,-1281,1966
2009-05-21,68000.0,69500.0,8287.0,17.24,-3894,475,3461
2009-05-22,69500.0,70300.0,17248.0,17.44,-8424,7724,999
2009-05-25,69500.0,66800.0,16775.0,16.57,7935,-6078,-1899
2009-05-26,66600.0,62000.0,25238.0,15.38,9953,-8289,-1641
2009-05-27,63800.0,61500.0,11421.0,15.26,2792,-2437,-327
2009-05-28,61000.0,61100.0,8969.0,15.16,36,-73,44
2009-05-29,61000.0,61900.0,10861.0,15.36,2442,-2322,-91
2009-06-01,61200.0,61100.0,11227.0,15.16,3671,-3224,-614
2009-06-02,62000.0,61400.0,32434.0,15.23,20314,-5856,-10266
2009-06-03,61700.0,62500.0,15042.0,15.5,246,-637,-588
2009-06-04,62100.0,61000.0,13034.0,15.13,4628,-3121,-2472
2009-06-05,60500.0,60800.0,12034.0,15.08,6623,-5174,-1350
2009-06-08,60900.0,60800.0,13114.0,15.08,6008,-3585,-12
2009-06-09,62100.0,58700.0,21007.0,14.56,9842,-10897,1180
2009-06-10,58600.0,59400.0,24159.0,14.74,7613,-6027,1030
2009-06-11,59400.0,59000.0,31358.0,14.64,10091,-10094,-1097
2009-06-12,58500.0,58900.0,14660.0,14.61,2468,-3618,-3054
2009-06-15,58900.0,59500.0,13697.0,14.76,3668,-2884,-1813
2009-06-16,59400.0,60200.0,10367.0,14.93,1073,-1531,333
2009-06-17,60000.0,59400.0,13003.0,14.74,810,-3464,-2714
2009-06-18,59100.0,59200.0,6567.0,14.69,51,-2185,268
2009-06-19,59200.0,58900.0,11219.0,14.61,-1044,-6070,79
2009-06-22,58100.0,59300.0,5565.0,14.71,587,-1089,347
2009-06-23,58300.0,57400.0,9510.0,14.24,1871,-2582,-2042
2009-06-24,57400.0,57100.0,12384.0,14.17,5380,-8234,-264
2009-06-25,57100.0,61000.0,22677.0,15.13,-12948,-796,14004
2009-06-26,60200.0,62500.0,24550.0,15.5,-13390,-1120,14560
2009-06-29,62200.0,65900.0,36890.0,16.35,-27120,378,26692
2009-06-30,66100.0,66100.0,26466.0,16.4,-10762,-1323,11965
2009-07-01,64500.0,63000.0,11151.0,15.63,2840,-2604,564
2009-07-02,63000.0,61000.0,7943.0,15.13,3811,-3409,-352
2009-07-03,60500.0,59500.0,18181.0,14.76,13046,-13301,265
2009-07-06,60000.0,61100.0,9299.0,15.16,-78,-744,872
2009-07-07,61900.0,60800.0,5824.0,15.08,479,-151,-308
2009-07-08,61500.0,61900.0,5849.0,15.36,-1466,1212,254
2009-07-09,62300.0,61600.0,7340.0,15.28,445,-2642,2357
2009-07-10,60900.0,62500.0,8166.0,15.5,-4198,4698,-470
2009-07-13,62000.0,61900.0,8037.0,15.36,-3780,4930,-1130
2009-07-14,61200.0,61200.0,17335.0,15.18,3444,-1766,-3326
2009-07-15,60200.0,60500.0,5654.0,15.01,189,1548,-707
2009-07-16,61200.0,60500.0,10114.0,15.01,1545,296,-1851
2009-07-17,60600.0,60700.0,10435.0,15.06,5221,-5697,466
2009-07-20,61500.0,61300.0,7379.0,15.21,-2555,2472,43
2009-07-21,61300.0,61900.0,10927.0,15.36,-140,453,-303
2009-07-22,62500.0,62500.0,8597.0,15.5,-1705,1642,63
2009-07-23,62500.0,62400.0,7027.0,15.48,-2330,1459,861
2009-07-24,62600.0,62400.0,6133.0,15.48,253,-524,271
2009-07-27,63700.0,61500.0,20789.0,15.26,5977,-16,-5881
2009-07-28,61600.0,61900.0,8450.0,15.36,1527,-3491,1554
2009-07-29,62200.0,62200.0,8481.0,15.43,-705,746,-41
2009-07-30,62700.0,62300.0,5451.0,15.46,-295,-225,53
2009-07-31,62700.0,62300.0,9166.0,15.46,-2339,259,469
2009-08-03,62400.0,63000.0,17267.0,15.63,8403,-7345,-1019
2009-08-04,62800.0,64400.0,23424.0,15.98,457,-1076,549
2009-08-05,65000.0,63500.0,15786.0,15.75,4577,-1481,-3096
2009-08-06,63800.0,63500.0,12595.0,15.75,1488,474,-1992
2009-08-07,63600.0,63700.0,14812.0,15.8,5616,-4106,-1343
2009-08-10,65300.0,66500.0,48374.0,16.5,9764,-8151,-1803
2009-08-11,67200.0,66300.0,21051.0,16.45,109,197,-27
2009-08-12,67200.0,65900.0,14557.0,16.35,5299,-1273,-4026
2009-08-13,65600.0,65000.0,19024.0,16.12,5961,-3648,-2323
2009-08-14,66100.0,65600.0,18200.0,16.27,5772,-249,-5513
2009-08-17,70400.0,67000.0,39382.0,16.62,7406,-2516,-4721
2009-08-18,66700.0,63800.0,23314.0,15.83,-257,996,-711
2009-08-19,64100.0,63000.0,19168.0,15.63,1293,391,-1590
2009-08-20,63000.0,63000.0,12904.0,15.63,441,2551,-3052
2009-08-21,63200.0,63000.0,12720.0,15.63,2998,-1632,-1366
2009-08-24,64500.0,63500.0,14593.0,15.75,906,1009,-1915
2009-08-25,63000.0,62500.0,11551.0,15.5,3817,-550,-3217
2009-08-26,62300.0,62500.0,13656.0,15.5,4903,-1560,-3354
2009-08-27,62700.0,61700.0,9107.0,15.31,562,-684,132
2009-08-28,62400.0,61500.0,9611.0,15.26,1019,-1610,561
2009-08-31,61400.0,61500.0,6960.0,15.26,-219,-680,919
2009-09-01,62000.0,61300.0,18838.0,15.21,8814,2730,-11574
2009-09-02,61500.0,60800.0,8183.0,15.08,341,316,-695
2009-09-03,60500.0,61300.0,7572.0,15.21,248,1468,-1716
2009-09-04,61200.0,60200.0,13087.0,14.93,3579,-53,-3578
2009-09-07,60400.0,59100.0,13982.0,14.66,4976,-1902,-3168
2009-09-08,59400.0,58600.0,12037.0,14.54,5193,-5167,-36
2009-09-09,58500.0,58300.0,12982.0,14.46,5687,-1145,-4534
2009-09-10,59000.0,58600.0,26184.0,14.54,12895,-13791,704
2009-09-11,59000.0,58600.0,23737.0,14.54,11308,-12600,1292
2009-09-14,58900.0,59300.0,20368.0,14.71,-429,-118,547
2009-09-15,60100.0,59800.0,9338.0,14.83,1413,-912,-403
2009-09-16,60100.0,60500.0,12456.0,15.01,-2256,1626,595
2009-09-17,60500.0,60300.0,9325.0,14.96,-961,1166,-209
2009-09-18,60300.0,60700.0,19762.0,15.06,699,-7296,6675
2009-09-21,60700.0,62400.0,20279.0,15.48,-8992,2378,6634
2009-09-22,62000.0,61300.0,10083.0,15.21,2021,-2825,810
2009-09-23,61200.0,60500.0,10303.0,15.01,1188,-459,-729
2009-09-24,61100.0,60200.0,9249.0,14.93,-1022,1215,-225
2009-09-25,60400.0,59000.0,7259.0,14.64,1245,-737,-258
2009-09-28,59400.0,59600.0,6347.0,14.79,-164,-637,622
2009-09-29,59500.0,60000.0,5852.0,14.88,-1656,2042,-450
2009-09-30,59300.0,59400.0,10178.0,14.74,-2570,2610,806
2009-10-01,60100.0,59900.0,6697.0,14.86,-1720,1732,-68
2009-10-05,61000.0,59500.0,5086.0,14.76,-2012,2097,-102
2009-10-06,60200.0,59000.0,9458.0,14.64,-2522,55,529
2009-10-07,59000.0,58800.0,7672.0,14.59,-2972,145,1434
2009-10-08,58600.0,59900.0,7812.0,14.86,-315,-395,489
2009-10-09,59900.0,59100.0,7056.0,14.66,1645,-2210,565
2009-10-12,59300.0,58500.0,11836.0,14.51,7182,-3583,-4648
2009-10-13,58500.0,58000.0,11609.0,14.39,-1568,2359,-765
2009-10-14,58300.0,58800.0,6513.0,14.59,-1946,997,930
2009-10-15,58800.0,59100.0,5042.0,14.66,1026,-1644,479
2009-10-16,58500.0,58100.0,20583.0,14.41,12357,-15147,1005
2009-10-19,58100.0,58000.0,6466.0,14.39,1327,-1899,582
2009-10-20,58000.0,58000.0,14438.0,14.39,6290,-605,1351
2009-10-21,58300.0,58000.0,7242.0,14.39,-652,-1684,406
2009-10-22,58100.0,58100.0,7965.0,14.41,-1922,-1246,-25
2009-10-23,58100.0,58000.0,7084.0,14.39,68,-1451,-97
2009-10-26,58000.0,58700.0,4856.0,14.56,-2977,2491,181
2009-10-27,58700.0,58300.0,18232.0,14.46,3416,-13038,-219
2009-10-28,57600.0,57700.0,12036.0,14.31,-2490,-1501,-887
2009-10-29,58100.0,56800.0,11903.0,14.09,-3148,-382,-650
2009-10-30,58400.0,56800.0,8954.0,14.09,1296,-5395,3859
2009-11-02,55800.0,56800.0,6125.0,14.09,-2998,280,2256
2009-11-03,57300.0,57100.0,3309.0,14.17,-515,-308,734
2009-11-04,57700.0,57300.0,2653.0,14.21,-868,-793,576
2009-11-05,57000.0,57000.0,4245.0,14.14,-1975,-395,522
2009-11-06,56600.0,57000.0,3864.0,14.14,-2378,125,1272
2009-11-09,57400.0,57100.0,4021.0,14.17,-743,-27,179
2009-11-10,56800.0,57000.0,5111.0,14.14,-406,-651,-724
2009-11-11,57400.0,57200.0,5535.0,14.19,-2106,1911,195
2009-11-12,57200.0,57400.0,10378.0,14.24,-2810,-573,150
2009-11-13,58000.0,57500.0,4502.0,14.26,-140,161,-81
2009-11-16,58000.0,58600.0,12480.0,14.54,-3777,683,2545
2009-11-17,58800.0,58400.0,8386.0,14.49,-693,-4660,-77
2009-11-18,57800.0,58400.0,7577.0,14.49,149,544,-727
2009-11-19,58400.0,58300.0,5343.0,14.46,-2195,-785,1409
2009-11-20,57600.0,58100.0,2897.0,14.41,-1412,537,58
2009-11-23,57900.0,58700.0,3793.0,14.56,-797,548,43
2009-11-24,59000.0,58400.0,4369.0,14.49,-477,-1495,146
2009-11-25,58300.0,58700.0,4288.0,14.56,-2434,1942,93
2009-11-26,58200.0,58500.0,5116.0,14.51,-2394,-402,-107
2009-11-27,57500.0,57500.0,9539.0,14.26,-5693,-475,-585
2009-11-30,57300.0,56400.0,10585.0,13.99,593,-5207,698
2009-12-01,56500.0,56800.0,6095.0,14.09,737,-2450,-211
2009-12-02,56700.0,56900.0,7163.0,14.12,1663,-1537,-784
2009-12-03,56900.0,57800.0,5215.0,14.34,-1775,1037,468
2009-12-04,57500.0,59300.0,7804.0,14.71,-4605,1483,478
2009-12-07,59300.0,58700.0,3392.0,14.56,381,-1194,819
2009-12-08,58100.0,59300.0,3790.0,14.71,-1582,374,1208
2009-12-09,59200.0,59300.0,8455.0,14.71,-5591,3147,2434
2009-12-10,59300.0,58600.0,20872.0,14.54,1298,412,-1660
2009-12-11,59400.0,59700.0,10223.0,14.81,-2005,162,1803
2009-12-14,59600.0,60500.0,9644.0,15.01,-1272,70,1186
2009-12-15,60500.0,60400.0,5969.0,14.98,-1000,-1659,2667
2009-12-16,60800.0,60800.0,6058.0,15.08,-2933,1104,1819
2009-12-17,60600.0,60300.0,4825.0,14.96,-501,-1313,1814
2009-12-18,59900.0,57200.0,34009.0,14.19,24534,-666,553
2009-12-21,57700.0,57100.0,10702.0,14.17,187,-134,-79
2009-12-22,57000.0,57300.0,8450.0,14.21,-734,483,169
2009-12-23,57300.0,57300.0,4308.0,14.21,-184,-39,213
2009-12-24,57100.0,57200.0,7139.0,14.19,-2868,757,2027
2009-12-28,57200.0,58000.0,10710.0,14.39,-1630,-1065,2799
2009-12-29,57200.0,57300.0,5846.0,14.21,-129,-1360,1489
2009-12-30,57400.0,58000.0,12171.0,14.39,-5927,-282,6131
2010-01-04,58700.0,57800.0,4699.0,,70,-745,727
2010-01-05,57500.0,58000.0,6962.0,,1625,-1112,-363
2010-01-06,58000.0,57900.0,4441.0,,14,-85,-28
2010-01-07,57700.0,58000.0,15984.0,,2924,-3562,488
2010-01-08,57800.0,57600.0,13655.0,,8261,-9006,251
2010-01-11,57600.0,57300.0,5650.0,,1510,-1126,-308
2010-01-12,57500.0,57000.0,26173.0,,13317,-13254,37
2010-01-13,57000.0,56400.0,8528.0,,1862,-1273,61
2010-01-14,56600.0,56200.0,8939.0,,2203,1581,-4018
2010-01-15,57700.0,56500.0,24183.0,,11762,-12439,953
2010-01-18,56600.0,56200.0,13479.0,,5012,-5157,145
2010-01-19,56500.0,56100.0,15072.0,,11927,-11662,-185
2010-01-20,56900.0,56000.0,10758.0,,3009,-1061,-1960
2010-01-21,56000.0,55500.0,10893.0,,1242,-1967,469
2010-01-22,55500.0,54400.0,12298.0,,3514,-703,-2563
2010-01-25,54200.0,52800.0,19666.0,,8512,-9634,1138
2010-01-26,53000.0,54500.0,13998.0,,-4331,-254,4585
2010-01-27,54400.0,55200.0,13951.0,,-857,-2485,3111
2010-01-28,55600.0,54600.0,8790.0,,683,-308,-911
2010-01-29,55000.0,53000.0,5145.0,,1163,-478,-775
2010-02-01,52800.0,52700.0,4709.0,,831,-130,-669
2010-02-02,52800.0,52800.0,5878.0,,2813,-1438,-1349
2010-02-03,53000.0,52300.0,6341.0,,1655,-793,-837
2010-02-04,52800.0,52400.0,5553.0,,1110,-1439,344
2010-02-05,51600.0,51500.0,9328.0,,547,-179,-428
