Symbol,현대엘리베이_시가(원),현대엘리베이_종가(원),현대엘리베이_거래량(주),현대엘리베이_PER(IFRS-연결),현대엘리베이_순매수수량(개인)(주),현대엘리베이_순매수수량(기관계)(주),현대엘리베이_순매수수량(외국인계)(주)
2006-07-20,75900.0,76700.0,25781.0,6.66,-11951,4179,7083
2006-07-21,75900.0,73200.0,18041.0,6.36,-358,-568,755
2006-07-24,72200.0,75100.0,12630.0,6.52,740,-594,33
2006-07-25,77000.0,75400.0,15117.0,6.55,-1730,3623,-376
2006-07-26,75000.0,74200.0,8977.0,6.45,-856,-316,1132
2006-07-27,74200.0,74100.0,15202.0,6.44,1786,4657,-1734
2006-07-28,73600.0,74100.0,8658.0,6.44,3498,-248,34
2006-07-31,75200.0,72900.0,10916.0,6.33,4910,-2274,-2184
2006-08-01,72300.0,72600.0,10899.0,6.31,-1313,4746,-3504
2006-08-02,74000.0,71800.0,28647.0,6.24,20675,-474,-20287
2006-08-03,72800.0,71900.0,16933.0,6.25,482,-2120,2960
2006-08-04,71900.0,71500.0,14650.0,6.21,5981,-2266,-3987
2006-08-07,71900.0,71700.0,11289.0,6.23,4774,-3027,53
2006-08-08,71600.0,73000.0,16388.0,6.34,-5522,6676,-1581
2006-08-09,73000.0,72600.0,18951.0,6.31,-7656,2949,286
2006-08-10,73900.0,73100.0,20177.0,6.35,1460,-5158,-116
2006-08-11,73700.0,72700.0,13527.0,6.32,2722,-2076,-671
2006-08-14,73500.0,72700.0,10127.0,6.32,-754,1873,-642
2006-08-16,73700.0,73300.0,15965.0,6.37,6769,2109,-4178
2006-08-17,72600.0,72600.0,17110.0,6.31,4056,572,-1117
2006-08-18,72600.0,72500.0,20998.0,6.3,4474,2518,-5279
2006-08-21,72600.0,71700.0,18587.0,6.23,11757,-1403,-6223
2006-08-22,71700.0,72100.0,8181.0,6.26,899,3342,-2037
2006-08-23,72100.0,71300.0,15511.0,6.19,11447,-5744,-4209
2006-08-24,71500.0,70600.0,18214.0,6.13,11722,-1658,-3771
2006-08-25,70900.0,70800.0,9358.0,6.15,-1540,1157,242
2006-08-28,71000.0,71300.0,7796.0,6.19,2734,-3127,405
2006-08-29,72200.0,73200.0,62858.0,6.36,9531,6903,-18173
2006-08-30,73900.0,72800.0,8674.0,6.32,840,-1302,414
2006-08-31,73600.0,73100.0,16412.0,6.35,-3118,871,1537
2006-09-01,72800.0,73500.0,10848.0,6.38,-449,656,-281
2006-09-04,73500.0,75500.0,19518.0,6.56,-350,-672,1302
2006-09-05,76200.0,76900.0,28292.0,6.68,5422,-4239,-1235
2006-09-06,77400.0,76100.0,17103.0,6.61,2045,-1775,-176
2006-09-07,76100.0,74900.0,13941.0,6.51,-1217,1438,-471
2006-09-08,74800.0,75500.0,9060.0,6.56,167,-1946,1424
2006-09-11,75100.0,74600.0,15629.0,6.48,2246,-1445,-2
2006-09-12,74000.0,73900.0,15932.0,6.42,529,-209,-353
2006-09-13,74100.0,73800.0,6829.0,6.41,1593,-134,-1337
2006-09-14,74600.0,74900.0,20163.0,6.51,-4304,6153,281
2006-09-15,74700.0,74100.0,155319.0,6.44,152756,-150872,-1550
2006-09-18,74100.0,76400.0,11879.0,6.64,-4695,3640,-258
2006-09-19,76400.0,76500.0,10854.0,6.65,-7214,-1674,8928
2006-09-20,76400.0,76900.0,4272.0,6.68,-1511,1543,-132
2006-09-21,77000.0,75500.0,3712.0,6.56,354,-266,-159
2006-09-22,76700.0,74100.0,5172.0,6.44,2092,-1493,-507
2006-09-25,75000.0,74200.0,5623.0,6.45,-2810,3401,-611
2006-09-26,74500.0,73000.0,5218.0,6.34,2999,-2811,66
2006-09-27,73200.0,75500.0,8194.0,6.56,-5472,4066,1153
2006-09-28,75800.0,75500.0,4414.0,6.56,-830,817,47
2006-09-29,75500.0,77000.0,9870.0,6.69,-7076,8077,-1002
2006-10-02,77000.0,75800.0,3872.0,6.58,-1532,1739,-207
2006-10-04,74800.0,73000.0,5178.0,6.34,3034,-2598,-74
2006-10-09,73800.0,71500.0,12288.0,6.21,-2770,-137,2962
2006-10-10,70600.0,71600.0,7272.0,6.22,2592,-2938,242
2006-10-11,71600.0,72700.0,7087.0,6.32,-2106,384,1468
2006-10-12,73500.0,72500.0,8788.0,6.3,3343,-2633,-815
2006-10-13,73400.0,73500.0,5598.0,6.38,-1369,2616,-1654
2006-10-16,72500.0,73300.0,6513.0,6.37,686,-879,215
2006-10-17,74000.0,73100.0,5843.0,6.35,588,1399,-497
2006-10-18,73900.0,73000.0,5911.0,6.34,631,2512,-683
2006-10-19,72000.0,72000.0,13912.0,6.25,10279,-4478,-5796
2006-10-20,71400.0,71500.0,18690.0,6.21,12962,-3225,-5162
2006-10-23,71900.0,72000.0,7426.0,6.25,1402,-991,-450
2006-10-24,72000.0,70800.0,28905.0,6.15,21878,-5721,-16491
2006-10-25,70800.0,69700.0,31724.0,6.05,16921,-6911,-4
2006-10-26,69700.0,68400.0,31235.0,5.94,10920,-12937,6889
2006-10-27,68000.0,69500.0,15303.0,6.04,-3076,949,3142
2006-10-30,70500.0,68700.0,11758.0,5.97,4895,-4785,75
2006-10-31,68700.0,69200.0,7574.0,6.01,-667,876,-39
2006-11-01,71000.0,69500.0,15078.0,6.04,3918,639,-4388
2006-11-02,68600.0,69700.0,9233.0,6.05,-809,2196,-2549
2006-11-03,69100.0,70200.0,9601.0,6.1,-2519,1871,-23
2006-11-06,69500.0,69500.0,16437.0,6.04,9200,-2428,-6795
2006-11-07,68900.0,70000.0,10222.0,6.08,-1670,2432,-1141
2006-11-08,70100.0,69100.0,5982.0,6.0,1922,105,-1724
2006-11-09,70000.0,68000.0,51267.0,5.91,14107,73,-14353
2006-11-10,68000.0,67700.0,21569.0,5.88,7728,-367,-7363
2006-11-13,67700.0,67000.0,11783.0,5.82,5214,-1100,-4229
2006-11-14,66400.0,66200.0,25346.0,5.75,14743,-1499,-13307
2006-11-15,66000.0,66600.0,13259.0,5.79,6313,-1121,-5122
2006-11-16,66800.0,65300.0,33503.0,5.67,20377,-775,-19593
2006-11-17,65900.0,65900.0,16978.0,5.72,8169,1458,-9766
2006-11-20,65800.0,65700.0,15329.0,5.71,1811,543,-2354
2006-11-21,65700.0,68700.0,40749.0,5.97,-14511,12991,-200
2006-11-22,69100.0,68500.0,25429.0,5.95,1312,3516,-5443
2006-11-23,67700.0,67700.0,17696.0,5.88,1072,3013,-5226
2006-11-24,67100.0,69000.0,31035.0,5.99,-4102,13192,-9870
2006-11-27,68300.0,71100.0,23436.0,6.18,-11462,6835,-10
2006-11-28,70400.0,70000.0,14793.0,6.08,-3100,6603,-3481
2006-11-29,71300.0,69400.0,12899.0,6.03,2420,3171,-5845
2006-11-30,70000.0,70000.0,10024.0,6.08,-3105,3781,-1142
2006-12-01,70000.0,69900.0,3680.0,6.07,-1581,1398,162
2006-12-04,70500.0,69100.0,4855.0,6.0,236,-506,259
2006-12-05,70100.0,68000.0,7821.0,5.91,1174,-2273,984
2006-12-06,69000.0,67900.0,5943.0,5.9,-441,672,-644
2006-12-07,68900.0,67800.0,6446.0,5.89,571,894,-1374
2006-12-08,68600.0,66500.0,17116.0,5.78,9251,-2596,-3193
2006-12-11,66100.0,66200.0,3380.0,5.75,419,104,-923
2006-12-12,66300.0,63600.0,19853.0,5.52,13592,-1052,-12853
2006-12-13,63600.0,63000.0,14599.0,5.47,10183,-2608,-7469
2006-12-14,63100.0,61100.0,110078.0,5.31,78515,-3597,-74991
2006-12-15,61000.0,61500.0,106713.0,5.34,70291,8747,-78907
2006-12-18,62000.0,61700.0,53917.0,5.36,25436,6554,-32054
2006-12-19,61700.0,61300.0,57318.0,5.32,-2643,1424,3997
2006-12-20,61300.0,66500.0,150962.0,5.78,-72011,72791,-4500
2006-12-21,66600.0,65300.0,24179.0,5.67,-6784,4179,1965
2006-12-22,65200.0,66800.0,33990.0,5.8,-12256,8241,966
2006-12-26,66100.0,66700.0,33238.0,5.79,-11936,11024,922
2006-12-27,66700.0,66300.0,5766.0,5.76,-1060,1224,66
2006-12-28,65700.0,66800.0,14060.0,5.8,-4806,23,4963
2007-01-02,66800.0,66900.0,6945.0,11.19,147,-54,-25
2007-01-03,66500.0,66400.0,8823.0,11.11,-150,-169,294
2007-01-04,65700.0,66400.0,12310.0,11.11,1899,-876,-1253
2007-01-05,66300.0,66300.0,21042.0,11.09,-10955,-3955,15079
2007-01-08,65400.0,66400.0,7584.0,11.11,-1534,2548,-1174
2007-01-09,65600.0,66900.0,14324.0,11.19,-1267,2260,-1185
2007-01-10,66300.0,65700.0,18362.0,10.99,4048,-7265,-814
2007-01-11,65300.0,65000.0,14726.0,10.88,5392,-1813,980
2007-01-12,64600.0,66200.0,13604.0,11.08,-4536,296,4330
2007-01-15,65800.0,64700.0,10168.0,10.83,3529,-4510,-242
2007-01-16,64500.0,64900.0,5228.0,10.86,-1063,1051,-26
2007-01-17,64400.0,64400.0,13135.0,10.78,-6706,-497,7299
2007-01-18,64300.0,64800.0,7035.0,10.84,-4061,2964,1215
2007-01-19,64300.0,64300.0,12968.0,10.76,-4232,-5655,9964
2007-01-22,64000.0,65000.0,5281.0,10.88,-3618,3156,370
2007-01-23,64200.0,64900.0,13535.0,10.86,-2782,4659,-2128
2007-01-24,64300.0,64900.0,4329.0,10.86,-2138,2348,-162
2007-01-25,65500.0,64100.0,9461.0,10.73,2282,-2176,-17
2007-01-26,64000.0,63100.0,7585.0,10.56,3516,-4075,615
2007-01-29,63800.0,62600.0,5545.0,10.48,-1822,-818,2716
2007-01-30,62500.0,62300.0,10780.0,10.42,729,-2417,1671
2007-01-31,62400.0,62100.0,9897.0,10.39,251,-3658,4022
2007-02-01,62200.0,62800.0,11679.0,10.51,4336,-1239,-7
2007-02-02,62400.0,63400.0,9964.0,10.61,630,-622,37
2007-02-05,63400.0,63700.0,8016.0,10.66,2437,-1772,-629
2007-02-06,64300.0,64500.0,11596.0,10.79,-5170,551,4457
2007-02-07,65000.0,68500.0,43319.0,11.46,-23022,526,23066
2007-02-08,69500.0,70000.0,48825.0,11.71,-21677,-1775,23457
2007-02-09,70700.0,68000.0,15995.0,11.38,-5189,-1020,6112
2007-02-12,69000.0,68100.0,7908.0,11.4,-3215,468,2791
2007-02-13,68200.0,70500.0,21605.0,11.8,-15103,5313,6944
2007-02-14,71000.0,70900.0,14879.0,11.86,-10183,9945,-165
2007-02-15,70900.0,69800.0,9592.0,11.68,-5478,2640,1556
2007-02-16,70000.0,70700.0,7127.0,11.83,-2472,333,2081
2007-02-20,70100.0,71000.0,7707.0,11.88,-3534,2626,-12
2007-02-21,71000.0,71700.0,10398.0,12.0,-5004,1210,87
2007-02-22,71900.0,71600.0,9961.0,11.98,-1544,5342,-4406
2007-02-23,70100.0,71000.0,13874.0,11.88,-6863,7611,-2430
2007-02-26,70200.0,70700.0,3608.0,11.83,-1532,1337,0
2007-02-27,70400.0,70400.0,9321.0,11.78,412,3428,-436
2007-02-28,68000.0,68000.0,15826.0,11.38,1366,-3093,353
2007-03-02,69000.0,68500.0,10107.0,11.46,-232,-319,-996
2007-03-05,66500.0,66500.0,10970.0,11.13,3261,-1061,-3712
2007-03-06,66500.0,66500.0,8016.0,11.13,-85,929,-844
2007-03-07,67000.0,65600.0,8827.0,10.98,4307,-3821,-461
2007-03-08,65200.0,66600.0,11350.0,11.14,1178,1520,-2858
2007-03-09,66300.0,65500.0,11116.0,10.96,2897,-2640,-158
2007-03-12,66200.0,65500.0,4459.0,10.96,1887,-1934,47
2007-03-13,65300.0,65300.0,8762.0,10.93,2512,-1462,-933
2007-03-14,65000.0,65500.0,8644.0,10.96,-745,-2101,2917
2007-03-15,66500.0,65700.0,10846.0,10.99,-2977,1789,-3547
2007-03-16,66300.0,64800.0,9316.0,10.84,3476,-3102,107
2007-03-19,64900.0,65000.0,5462.0,10.88,-3021,2356,99
2007-03-20,65300.0,66200.0,6467.0,11.08,-3413,2238,368
2007-03-21,66400.0,65200.0,8457.0,10.91,3220,-974,-2458
2007-03-22,66000.0,67000.0,15081.0,11.21,-7175,8852,-2351
2007-03-23,67000.0,66900.0,6404.0,11.19,-3165,3343,-796
2007-03-26,67000.0,67100.0,4040.0,11.23,-1824,1721,-87
2007-03-27,66300.0,67200.0,5098.0,11.24,-2862,2536,-49
2007-03-28,67800.0,64900.0,20301.0,10.86,13551,-12782,-1157
2007-03-29,65000.0,65400.0,6045.0,10.94,-2312,1301,631
2007-03-30,65500.0,65800.0,15863.0,11.01,-4254,-1917,6133
2007-04-02,66500.0,67100.0,10510.0,11.23,-7952,4225,1599
2007-04-03,66600.0,66300.0,16706.0,11.09,883,-6740,3562
2007-04-04,65700.0,66300.0,12948.0,11.09,557,-5757,5618
2007-04-05,66400.0,66400.0,8005.0,11.11,-2332,63,2079
2007-04-06,66500.0,67600.0,15461.0,11.31,-3040,-2576,5977
2007-04-09,68700.0,71000.0,25791.0,11.88,-12667,340,11049
2007-04-10,71100.0,74000.0,39889.0,12.38,-17175,13289,3580
2007-04-11,76000.0,73500.0,12838.0,12.3,-3598,2252,1456
2007-04-12,73900.0,75500.0,18505.0,12.63,-5619,7753,-2089
2007-04-13,74300.0,73900.0,9963.0,12.37,-1387,1058,-17
2007-04-16,73900.0,73400.0,10446.0,12.28,20,2760,-2943
2007-04-17,73100.0,76000.0,17828.0,12.72,-7479,2521,5206
2007-04-18,76400.0,76400.0,10089.0,12.78,-3853,2365,2182
2007-04-19,76000.0,74000.0,9481.0,12.38,-11,-3620,3677
2007-04-20,74100.0,75500.0,12492.0,12.63,-3290,3618,-2028
2007-04-23,74900.0,77500.0,45070.0,12.97,-6707,16244,-10996
2007-04-24,78500.0,81000.0,121019.0,13.55,21685,7856,-29258
2007-04-25,83700.0,81200.0,94143.0,13.59,11482,9779,-21261
2007-04-26,82000.0,88000.0,88808.0,14.73,-25532,21376,6323
2007-04-27,87800.0,87000.0,38181.0,14.56,-13523,3013,10826
2007-04-30,87900.0,86700.0,8198.0,14.51,-2037,2593,83
2007-05-02,85700.0,89700.0,74313.0,15.01,-2316,-18761,21859
2007-05-03,88700.0,90500.0,43291.0,15.14,-6672,-6626,12974
2007-05-04,89100.0,92800.0,29923.0,15.53,-14831,3823,11444
2007-05-07,92100.0,93500.0,15545.0,15.65,-9630,10114,23
2007-05-08,92500.0,93100.0,8310.0,15.58,-4309,4354,-41
2007-05-09,92500.0,93700.0,24863.0,15.68,-3307,-5740,10576
2007-05-10,92900.0,97000.0,19819.0,16.23,-6149,5305,854
2007-05-11,96900.0,102500.0,26414.0,17.15,-4071,10495,-6307
2007-05-14,101500.0,102000.0,32044.0,17.07,2897,8355,-11216
2007-05-15,99000.0,99000.0,11975.0,16.57,-65,2438,-1976
2007-05-16,96100.0,97900.0,19540.0,16.38,-1568,-3012,5915
2007-05-17,97200.0,99600.0,17958.0,16.67,-62,-3546,4781
2007-05-18,99000.0,102500.0,14016.0,17.15,-7014,-803,7705
2007-05-21,102500.0,105000.0,16107.0,17.57,-65,2877,-2836
2007-05-22,103000.0,105500.0,16869.0,17.65,-2349,-5637,8172
2007-05-23,104500.0,102500.0,11359.0,17.15,-2831,-2575,5384
2007-05-25,102000.0,98500.0,33936.0,16.48,13203,750,-13931
2007-05-28,98500.0,96600.0,28107.0,16.16,9819,2417,-12222
2007-05-29,97500.0,110000.0,95779.0,18.41,-5762,11195,-5086
2007-05-30,113000.0,111000.0,154493.0,18.57,22421,-6550,-17228
2007-05-31,117000.0,116000.0,66295.0,19.41,-12172,10316,-1640
2007-06-01,112000.0,112000.0,31702.0,18.74,-3112,2600,3498
2007-06-04,111500.0,110000.0,29200.0,18.41,2267,-5919,5680
2007-06-05,108000.0,106000.0,20186.0,17.74,3590,-867,-1322
2007-06-07,105000.0,106500.0,14169.0,17.82,-748,-378,1135
2007-06-08,104000.0,99800.0,30094.0,16.7,991,-2395,3770
2007-06-11,101500.0,98000.0,29659.0,16.4,11977,-7935,-3341
2007-06-12,96700.0,99500.0,22217.0,16.65,-2327,7530,-4581
2007-06-13,98800.0,104500.0,24379.0,17.49,-10361,9699,1455
2007-06-14,107000.0,108000.0,24022.0,18.07,-5000,5699,-909
2007-06-15,108000.0,105500.0,21599.0,17.65,618,-5380,-491
2007-06-18,105000.0,107500.0,15215.0,17.99,-4440,4385,-57
2007-06-19,108000.0,114000.0,56277.0,19.08,5347,-342,-4434
2007-06-20,112500.0,108500.0,27769.0,18.16,158,5391,-4475
2007-06-21,105500.0,107000.0,14756.0,17.9,-3483,5078,-1593
2007-06-22,107500.0,100000.0,31592.0,16.73,798,1543,-2495
2007-06-25,98900.0,105000.0,20783.0,17.57,-7429,6456,671
2007-06-26,103500.0,103000.0,22757.0,17.24,5337,2376,-7879
2007-06-27,100500.0,98700.0,30807.0,16.52,6889,-97,-10212
2007-06-28,98800.0,100000.0,17481.0,16.73,4651,32,-438
2007-06-29,101500.0,99700.0,19603.0,16.68,-4454,-1190,6874
2007-07-02,102000.0,102500.0,20271.0,17.15,-8323,9415,-268
2007-07-03,102500.0,108500.0,55319.0,18.16,-13432,24557,-11000
2007-07-04,109500.0,111000.0,57629.0,18.57,-12837,4289,30563
2007-07-05,112500.0,116000.0,64483.0,19.41,-10756,6297,14669
2007-07-06,113500.0,113500.0,27309.0,18.99,-4716,16495,-4047
2007-07-09,114000.0,119000.0,41655.0,19.91,3474,-4430,-1532
