Symbol,S-Oil_시가(원),S-Oil_종가(원),S-Oil_거래량(주),S-Oil_PER(IFRS-연결),S-Oil_순매수수량(개인)(주),S-Oil_순매수수량(기관계)(주),S-Oil_순매수수량(외국인계)(주)
2010-12-21,88100.0,89600.0,538896.0,45.5,-130842,126161,37591
2010-12-22,89200.0,89700.0,195547.0,45.55,26809,-33110,15005
2010-12-23,90700.0,89700.0,129981.0,45.55,688,-7636,-3098
2010-12-24,91000.0,90400.0,215876.0,45.91,-26516,31783,10002
2010-12-27,90600.0,90400.0,200201.0,45.91,-29337,11212,12927
2010-12-28,89400.0,90600.0,299910.0,46.01,-96463,-36302,142902
2010-12-29,89500.0,91000.0,252787.0,46.21,-62585,27165,48006
2010-12-30,91000.0,92500.0,385915.0,46.97,-103973,-63512,176002
2011-01-03,93100.0,92900.0,331655.0,15.25,10462,-69227,67630
2011-01-04,93000.0,91100.0,514815.0,14.95,167007,-216822,67520
2011-01-05,90500.0,87300.0,704587.0,14.33,253088,-248517,54966
2011-01-06,88200.0,91400.0,610989.0,15.0,-186454,-16385,204822
2011-01-07,90100.0,90000.0,226291.0,14.77,23075,32641,-52470
2011-01-10,89100.0,90000.0,331759.0,14.77,-15524,83118,-76961
2011-01-11,89900.0,93700.0,389195.0,15.38,-145290,122056,15183
2011-01-12,94200.0,94700.0,363376.0,15.54,-61152,120277,-42794
2011-01-13,95000.0,93600.0,297861.0,15.36,50124,7994,-17632
2011-01-14,92000.0,90800.0,583374.0,14.9,159839,-49630,-106707
2011-01-17,90400.0,91000.0,364152.0,14.93,8969,43092,-69088
2011-01-18,89900.0,92100.0,320339.0,15.11,-100792,112484,-19797
2011-01-19,92100.0,92400.0,244052.0,15.16,-34302,-177,39738
2011-01-20,93700.0,93600.0,269553.0,15.36,-21927,41326,-9838
2011-01-21,93900.0,93700.0,358658.0,15.38,-63561,-25038,97522
2011-01-24,93700.0,97500.0,520694.0,16.0,-164262,135371,27384
2011-01-25,97500.0,100000.0,593094.0,16.41,-169920,247139,-89622
2011-01-26,100500.0,98700.0,188771.0,16.2,-44645,56641,-8839
2011-01-27,99700.0,110500.0,1427950.0,18.13,-114726,-155129,303469
2011-01-28,109500.0,112000.0,686175.0,18.38,-52613,109447,-59305
2011-01-31,110500.0,111500.0,826327.0,18.3,118021,77738,-202921
2011-02-01,114500.0,107500.0,465128.0,17.64,42996,9391,-25039
2011-02-07,111000.0,106500.0,382633.0,17.48,-36100,28602,12565
2011-02-08,109000.0,113000.0,541231.0,18.54,-63475,46409,21510
2011-02-09,112000.0,111000.0,473606.0,18.22,19788,44641,-64613
2011-02-10,110500.0,106500.0,543432.0,17.48,71963,81958,-181148
2011-02-11,108000.0,107000.0,588693.0,17.56,-33786,123922,-77131
2011-02-14,109000.0,111000.0,375670.0,18.22,-58570,55833,-25867
2011-02-15,110000.0,113500.0,415742.0,18.63,-71880,126389,-65667
2011-02-16,113000.0,110000.0,366543.0,18.05,22941,-42711,-10851
2011-02-17,110000.0,106500.0,612742.0,17.48,56218,-111021,66405
2011-02-18,106500.0,111000.0,456607.0,18.22,-65874,120915,-51113
2011-02-21,113000.0,118000.0,726673.0,19.36,-99405,55373,54129
2011-02-22,120000.0,115500.0,824837.0,18.95,131335,-31309,-84604
2011-02-23,117000.0,117500.0,556391.0,19.28,-35555,36023,-31727
2011-02-24,119000.0,109000.0,978402.0,17.89,203468,-130111,-69712
2011-02-25,108000.0,113500.0,711856.0,18.63,-99266,93344,27559
2011-02-28,113500.0,107500.0,559474.0,17.64,80624,3796,-70922
2011-03-02,106500.0,108000.0,478047.0,17.72,16590,-19317,17399
2011-03-03,109500.0,112500.0,408891.0,18.46,-57624,24451,17938
2011-03-04,113500.0,114000.0,361028.0,18.71,-52290,-27751,51259
2011-03-07,113000.0,118500.0,544348.0,19.45,-192319,219849,-11079
2011-03-08,118500.0,121500.0,558266.0,19.94,-172955,133886,26451
2011-03-09,121000.0,124500.0,426932.0,20.43,-107358,115847,-4787
2011-03-10,124500.0,126000.0,796874.0,20.68,-49399,53159,-2322
2011-03-11,122000.0,124000.0,353323.0,20.35,22524,38506,-36032
2011-03-14,135000.0,140000.0,1456545.0,22.98,-123952,80852,56579
2011-03-15,140000.0,139000.0,1261513.0,22.81,18905,-274,24394
2011-03-16,141500.0,138000.0,755737.0,22.65,5741,-29585,-20114
2011-03-17,137000.0,139500.0,798293.0,22.89,-56898,4537,68392
2011-03-18,142000.0,140000.0,895561.0,22.98,-7853,-23843,22061
