Symbol,신세계_시가(원),신세계_종가(원),신세계_거래량(주),신세계_PER(IFRS-연결),신세계_순매수수량(개인)(주),신세계_순매수수량(기관계)(주),신세계_순매수수량(외국인계)(주)
2006-03-20,430500.0,438000.0,42255.0,24.8,-4652,767,4970
2006-03-21,439000.0,430000.0,36377.0,24.34,7335,-11015,7646
2006-03-22,432000.0,413500.0,88985.0,23.41,23676,-28519,6169
2006-03-23,417500.0,412000.0,66257.0,23.32,4843,-11931,7441
2006-03-24,413000.0,424500.0,85236.0,24.03,-17848,1284,16474
2006-03-27,424500.0,438500.0,59199.0,24.83,-22211,2647,19161
2006-03-28,439500.0,439500.0,42226.0,24.88,-11135,-107,12064
2006-03-29,437000.0,440000.0,25228.0,24.91,-5663,9016,-4064
2006-03-30,443500.0,433500.0,42793.0,24.54,4112,-9619,5102
2006-03-31,437500.0,443000.0,41232.0,25.08,-11843,-3513,13993
2006-04-03,444500.0,450000.0,77122.0,25.48,-11753,4957,6071
2006-04-04,443000.0,440000.0,80897.0,24.91,11868,-13323,5994
2006-04-05,441000.0,435500.0,63442.0,24.66,6261,-4692,-380
2006-04-06,440000.0,442000.0,82402.0,25.02,1449,-189,1776
2006-04-07,442000.0,449500.0,52176.0,25.45,-17391,1962,17366
2006-04-10,443500.0,446000.0,57753.0,25.25,18016,1599,-20609
2006-04-11,449500.0,444000.0,46310.0,25.14,2429,-21935,21600
2006-04-12,447000.0,445000.0,29879.0,25.19,7065,-4546,108
2006-04-13,442000.0,449000.0,52826.0,25.42,12506,-572,-11366
2006-04-14,445000.0,448500.0,39300.0,25.39,10820,-6401,-4081
2006-04-17,450000.0,451500.0,51660.0,25.56,-1932,-11298,22081
2006-04-18,450000.0,452000.0,48421.0,25.59,-16774,5727,13393
2006-04-19,455000.0,441000.0,63162.0,24.97,-4148,-1350,3224
2006-04-20,440000.0,431000.0,86955.0,24.4,10048,-13977,5804
2006-04-21,432000.0,436500.0,104107.0,24.71,26619,-17932,-6386
2006-04-24,442000.0,439000.0,45339.0,24.85,-4715,-18131,26244
2006-04-25,443000.0,455500.0,69807.0,25.79,-34745,6043,28008
2006-04-26,454500.0,459500.0,55704.0,26.01,-9110,-2733,11423
2006-04-27,459000.0,460000.0,30435.0,26.04,1788,-4598,2926
2006-04-28,459000.0,461000.0,95882.0,26.1,-34870,29611,-1124
2006-05-02,469500.0,459000.0,59717.0,25.99,-7535,-4900,14113
2006-05-03,453000.0,452000.0,50365.0,25.59,17520,-12012,-6895
2006-05-04,455000.0,452500.0,98564.0,25.62,-22871,-4387,28782
2006-05-08,463000.0,463000.0,62202.0,26.21,-3226,-10805,14468
2006-05-09,460500.0,461500.0,51968.0,26.13,12927,-11154,-7418
2006-05-10,460000.0,459000.0,30318.0,25.99,1375,-2560,246
2006-05-11,459000.0,466000.0,57476.0,26.38,-13089,1670,10894
2006-05-12,464500.0,457000.0,34198.0,25.87,10480,-13883,4102
2006-05-15,457500.0,460000.0,55596.0,26.04,-3029,-36,697
2006-05-16,462000.0,450000.0,51151.0,25.48,-12820,4754,8810
2006-05-17,452500.0,438000.0,66624.0,24.8,15738,-1238,-16913
2006-05-18,431500.0,421000.0,60650.0,23.83,15959,2673,-15190
2006-05-19,426000.0,431500.0,53045.0,24.43,-9395,6836,5075
2006-05-22,446500.0,460000.0,135208.0,26.04,-17155,33638,-25167
2006-05-23,450000.0,443500.0,105970.0,25.11,71,52880,-56427
2006-05-24,443500.0,460000.0,104106.0,26.04,-13362,15870,-3123
2006-05-25,454000.0,472000.0,132345.0,26.72,-44188,-12287,58387
2006-05-26,472000.0,465000.0,67842.0,26.33,-6160,14702,-8984
2006-05-29,469000.0,458500.0,38377.0,25.96,3523,-8824,7055
2006-05-30,461500.0,436000.0,54355.0,24.68,10668,1492,-12430
2006-06-01,440500.0,430500.0,53665.0,24.37,6692,-7224,-1042
2006-06-02,439000.0,437000.0,49197.0,24.74,3476,6866,-9939
2006-06-05,435000.0,428000.0,43897.0,24.23,14878,-5326,-6701
2006-06-07,421500.0,420500.0,45800.0,23.81,-3656,12921,-7841
