Symbol,신세계_시가(원),신세계_종가(원),신세계_거래량(주),신세계_PER(IFRS-연결),신세계_순매수수량(개인)(주),신세계_순매수수량(기관계)(주),신세계_순매수수량(외국인계)(주)
2008-11-13,431000.0,459000.0,88369.0,22.7,-4280,3902,-5654
2008-11-14,461000.0,459000.0,77317.0,22.7,6005,-7902,1892
2008-11-17,459000.0,445000.0,89252.0,22.01,4445,3149,-7952
2008-11-18,438000.0,427500.0,93139.0,21.15,12434,-7320,-5293
2008-11-19,422000.0,410000.0,103370.0,20.28,10487,-2027,-10480
2008-11-20,379000.0,381000.0,73648.0,18.85,14,17829,-19356
2008-11-21,374000.0,396000.0,83992.0,19.59,2517,2491,-4908
2008-11-24,388000.0,396500.0,67870.0,19.61,-3505,-10772,15206
2008-11-25,399000.0,385000.0,139950.0,19.04,27305,16091,-37816
2008-11-26,387500.0,410000.0,104432.0,20.28,-24811,-6016,32420
2008-11-27,422500.0,424500.0,77684.0,21.0,-6607,-29232,41424
2008-11-28,426500.0,441500.0,79620.0,21.84,-16015,-17391,39664
2008-12-01,453000.0,429500.0,85589.0,21.25,8873,-23625,25228
2008-12-02,402500.0,407500.0,52715.0,20.16,4084,-7163,4530
2008-12-03,408500.0,409500.0,114896.0,20.26,20232,-17225,-2459
2008-12-04,412000.0,399000.0,49133.0,19.74,-15,-7087,7519
2008-12-05,408000.0,417500.0,69905.0,20.65,-22877,-3938,26963
2008-12-08,415000.0,448000.0,89479.0,22.16,-25064,15525,7117
2008-12-09,457500.0,450000.0,62086.0,22.26,-1728,3959,-1644
2008-12-10,453000.0,453500.0,97356.0,22.43,-2026,-10387,18292
2008-12-11,445000.0,459500.0,143855.0,22.73,-5770,-8411,16589
2008-12-12,450000.0,438500.0,93864.0,21.69,10204,-8802,-2203
2008-12-15,447000.0,456500.0,82690.0,22.58,-23519,-3354,25432
2008-12-16,457500.0,468500.0,90201.0,23.17,-9594,-4193,12693
2008-12-17,474500.0,481000.0,74942.0,23.79,-311,-8498,8302
2008-12-18,490000.0,494500.0,67828.0,24.46,-10106,5174,4813
2008-12-19,498500.0,471000.0,111897.0,23.3,28695,-41990,15315
2008-12-22,471000.0,464500.0,82442.0,22.98,13867,-13406,-3667
2008-12-23,455000.0,463000.0,37110.0,22.9,-2729,4623,-3205
2008-12-24,458000.0,461500.0,34205.0,22.83,-248,1470,-581
2008-12-26,461000.0,454000.0,40226.0,22.46,5093,-4540,-2693
2008-12-29,450000.0,472000.0,39353.0,23.35,-12579,-347,12126
2008-12-30,477000.0,482000.0,51843.0,23.84,-22813,14666,2501
2009-01-02,476000.0,470000.0,50238.0,20.38,7379,-2162,-5973
2009-01-05,485500.0,468500.0,65733.0,20.32,14935,-29897,19057
2009-01-06,471500.0,468000.0,59576.0,20.29,-4529,-58,8924
2009-01-07,468000.0,460000.0,118082.0,19.95,47095,-44687,5757
2009-01-08,466000.0,449000.0,110738.0,19.47,38974,-36733,8685
2009-01-09,451000.0,444000.0,63715.0,19.25,22698,-20594,762
2009-01-12,448000.0,444000.0,67878.0,19.25,14402,-10330,960
2009-01-13,436000.0,436000.0,109593.0,18.91,26473,-1382,-22279
2009-01-14,431000.0,428000.0,100211.0,18.56,44845,-24700,-18380
2009-01-15,420000.0,405500.0,115315.0,17.58,22527,-15717,-9483
2009-01-16,405500.0,420500.0,76579.0,18.23,-5205,3926,1625
2009-01-19,421000.0,428500.0,63358.0,18.58,-4830,-14821,18514
2009-01-20,418500.0,410000.0,62598.0,17.78,12788,-23908,12218
2009-01-21,397000.0,402000.0,70381.0,17.43,11666,-23377,12388
2009-01-22,411000.0,419000.0,80056.0,18.17,-14753,-8045,22173
2009-01-23,410500.0,415000.0,45121.0,18.0,-3616,-9731,10567
2009-01-28,429000.0,438000.0,80192.0,18.99,-50120,2266,46466
2009-01-29,439000.0,445500.0,81518.0,19.32,-37823,-1975,39758
2009-01-30,440000.0,447000.0,51445.0,19.38,-17567,-6544,17880
2009-02-02,447000.0,438500.0,65120.0,19.02,-7943,-17585,26619
2009-02-03,444500.0,434000.0,65162.0,18.82,-5,-8991,8927
2009-02-04,439500.0,432500.0,102924.0,18.75,13624,-36949,34749
2009-02-05,432500.0,430500.0,44234.0,18.67,-5898,-5000,11193
2009-02-06,439000.0,443000.0,64544.0,19.21,-18616,4673,20232
2009-02-09,445000.0,453500.0,62624.0,19.67,-19854,5667,13985
2009-02-10,458000.0,445000.0,59102.0,19.3,4189,-661,-5449
2009-02-11,432000.0,436500.0,39574.0,18.93,5093,-10842,43
2009-02-12,432000.0,436500.0,83804.0,18.93,15781,-23087,9277
2009-02-13,436000.0,443000.0,45528.0,19.21,-14302,7382,4432
2009-02-16,436000.0,443000.0,50520.0,19.21,-4950,-9503,13276
2009-02-17,434500.0,423000.0,73289.0,18.34,15136,-10770,-6321
2009-02-18,423000.0,410000.0,83692.0,17.78,16096,-21175,4678
2009-02-19,407000.0,410000.0,78999.0,17.78,8901,-26224,17332
2009-02-20,407500.0,405000.0,66272.0,17.56,-1846,-2344,4971
2009-02-23,408500.0,415500.0,42334.0,18.02,-6547,-4290,13098
2009-02-24,409000.0,413000.0,47818.0,17.91,-2106,-7203,5000
2009-02-25,424500.0,417000.0,56157.0,18.08,4032,-13481,5921
2009-02-26,415000.0,407500.0,58622.0,17.67,2449,507,-4892
2009-02-27,410000.0,403000.0,47985.0,17.48,13431,-18245,3939
2009-03-02,400000.0,388500.0,66462.0,16.85,15746,-2249,-14755
2009-03-03,384500.0,380500.0,57538.0,16.5,-109,-7346,6679
2009-03-04,380500.0,390000.0,54127.0,16.91,-1752,-647,-186
2009-03-05,390500.0,403000.0,75464.0,17.48,-14441,-14273,29529
2009-03-06,398000.0,400000.0,57444.0,17.35,-6275,10110,-5694
2009-03-09,409500.0,404500.0,47978.0,17.54,-6042,-2358,6389
2009-03-10,404500.0,432000.0,109925.0,18.73,-41513,5525,40904
2009-03-11,442000.0,444000.0,85131.0,19.25,-17323,-3566,36183
2009-03-12,443000.0,440000.0,134381.0,19.08,-6595,25532,-20888
2009-03-13,438500.0,432000.0,56806.0,18.73,3496,-3195,-414
2009-03-16,425000.0,435000.0,41494.0,18.86,-2301,-1905,3126
2009-03-17,439000.0,437500.0,67438.0,18.97,-2295,-3762,5589
2009-03-18,438000.0,434000.0,53951.0,18.82,12444,-11053,4976
2009-03-19,434000.0,435000.0,54096.0,18.86,-2451,5207,-2002
2009-03-20,435000.0,431500.0,49721.0,18.71,2415,-5592,7505
2009-03-23,430000.0,434000.0,59883.0,18.82,3521,-3296,3593
2009-03-24,436000.0,434000.0,94685.0,18.82,21501,-13368,-6677
2009-03-25,435000.0,433000.0,65984.0,18.78,5797,4616,-10369
2009-03-26,430000.0,422500.0,128369.0,18.32,52179,-888,-48959
2009-03-27,425000.0,435000.0,106954.0,18.86,-19656,6754,12483
2009-03-30,435000.0,427000.0,41503.0,18.52,-1928,-3560,5697
2009-03-31,434000.0,430500.0,172429.0,18.67,-139,-98290,98274
2009-04-01,440000.0,427500.0,148660.0,18.54,36832,2251,-39922
2009-04-02,430000.0,438500.0,196762.0,19.02,18230,5190,-24570
2009-04-03,448000.0,466000.0,303764.0,20.21,-56203,54717,-15950
2009-04-06,473500.0,487000.0,173016.0,21.12,-52050,-40053,100566
2009-04-07,491000.0,484000.0,85204.0,20.99,-21576,3489,17666
2009-04-08,480000.0,457000.0,80305.0,19.82,13068,6340,-19041
2009-04-09,462000.0,469500.0,111698.0,20.36,-176,-39894,45282
2009-04-10,475000.0,480000.0,126896.0,20.81,-9109,-33707,44342
2009-04-13,476000.0,467000.0,59249.0,20.25,7828,-25123,18546
2009-04-14,470500.0,467000.0,54688.0,20.25,145,-13782,12275
2009-04-15,461000.0,461000.0,83790.0,19.99,12487,-2977,-9589
2009-04-16,463500.0,452500.0,81572.0,19.62,22691,-29146,7248
2009-04-17,456500.0,442500.0,115243.0,19.19,35919,-35861,525
2009-04-20,446000.0,448000.0,64518.0,19.43,7154,-14662,10068
2009-04-21,444000.0,453500.0,55106.0,19.67,-11535,10319,2153
2009-04-22,459500.0,463000.0,58553.0,20.08,-9592,-6678,16129
2009-04-23,467000.0,469000.0,84808.0,20.34,-22251,-11688,35744
2009-04-24,465000.0,468000.0,79488.0,20.29,-2970,-29182,36313
2009-04-27,467000.0,456000.0,76541.0,19.77,17123,-7033,-8988
2009-04-28,460000.0,440000.0,75456.0,19.08,17569,2754,-18367
2009-04-29,441000.0,450000.0,35811.0,19.51,-1682,782,2461
2009-04-30,451000.0,456500.0,88259.0,19.8,8492,-7847,6849
2009-05-04,464000.0,471500.0,97047.0,20.45,-16813,-20649,33702
2009-05-06,478500.0,480000.0,147702.0,20.81,-25620,16367,8249
2009-05-07,485000.0,480000.0,89762.0,20.81,-5722,-18853,25816
2009-05-08,475000.0,479500.0,61403.0,20.79,-2643,6295,-2205
2009-05-11,473500.0,469000.0,79807.0,20.34,20152,-28254,9583
2009-05-12,468500.0,466000.0,68041.0,20.21,5327,9043,-4771
2009-05-13,466000.0,478500.0,76214.0,20.75,-16843,9153,8734
2009-05-14,478500.0,457500.0,81542.0,19.84,17864,-12243,-1896
2009-05-15,462500.0,472000.0,72991.0,20.47,-10024,-7774,21500
2009-05-18,478000.0,484000.0,114432.0,20.99,-28200,-10891,41511
2009-05-19,489500.0,490500.0,53614.0,21.27,-13178,-2343,15804
2009-05-20,489500.0,478000.0,56316.0,20.73,16330,-1358,-13703
2009-05-21,481000.0,472000.0,44535.0,20.47,1061,8579,-9602
2009-05-22,466500.0,464500.0,61192.0,20.14,16459,3554,-15605
2009-05-25,457000.0,460500.0,93683.0,19.97,27525,-9638,-12623
2009-05-26,460500.0,434000.0,165723.0,18.82,74453,-45518,-26822
2009-05-27,440000.0,420000.0,152656.0,18.21,47645,-60602,19767
2009-05-28,420000.0,430000.0,118394.0,18.65,9735,-30059,36819
2009-05-29,433000.0,438000.0,80728.0,18.99,314,-17630,17400
2009-06-01,432500.0,445500.0,109528.0,19.32,-10817,-20006,35589
2009-06-02,454000.0,440000.0,100528.0,19.08,1359,-25895,24245
2009-06-03,448000.0,451500.0,125265.0,19.58,-43284,1080,41277
2009-06-04,452000.0,452500.0,74816.0,19.62,-15932,8091,4881
2009-06-05,452500.0,452500.0,81238.0,19.62,2000,-11838,9689
2009-06-08,448000.0,446000.0,85072.0,19.34,11805,-26628,20459
2009-06-09,451500.0,442000.0,96563.0,19.17,10246,-4931,-5892
2009-06-10,450000.0,471000.0,194445.0,20.42,-52478,20708,32291
2009-06-11,468000.0,472000.0,107723.0,20.47,-18118,-29152,47781
2009-06-12,472000.0,475000.0,121123.0,20.6,-15640,-2041,17910
2009-06-15,472500.0,475500.0,109440.0,20.62,-10958,-17615,27643
2009-06-16,477000.0,494000.0,150905.0,21.42,-52502,-7014,58902
2009-06-17,499000.0,505000.0,234199.0,21.9,-36708,-36622,75060
2009-06-18,504000.0,500000.0,112134.0,21.68,-8127,-24254,40032
2009-06-19,499500.0,492000.0,62600.0,21.34,5203,-8566,8332
2009-06-22,500000.0,491500.0,59915.0,21.31,-367,-11155,11151
2009-06-23,485000.0,485000.0,64652.0,21.03,-1321,-3090,4632
2009-06-24,490000.0,492500.0,72227.0,21.36,-8491,-11923,24188
2009-06-25,499500.0,501000.0,84038.0,21.73,-10828,-12984,23108
2009-06-26,501000.0,502000.0,56700.0,21.77,205,-24375,24672
2009-06-29,506000.0,500000.0,38349.0,21.68,-1494,-8244,9053
2009-06-30,500000.0,505000.0,106432.0,21.9,-696,-4907,6297
2009-07-01,505000.0,521000.0,78137.0,22.59,-11843,-73,11004
2009-07-02,522000.0,531000.0,93737.0,23.03,121,-18549,20040
2009-07-03,530000.0,533000.0,67747.0,23.11,-3150,-30924,32444
2009-07-06,533000.0,533000.0,50070.0,23.11,-1004,-14760,18253
2009-07-07,540000.0,531000.0,36054.0,23.03,-827,-4940,7437
2009-07-08,532000.0,529000.0,39090.0,22.94,408,-3578,4226
2009-07-09,534000.0,521000.0,69844.0,22.59,6158,-21815,14348
2009-07-10,522000.0,525000.0,54508.0,22.77,334,-5080,5388
2009-07-13,527000.0,502000.0,55922.0,21.77,13160,-275,-14581
2009-07-14,507000.0,496500.0,46033.0,21.53,9598,-11091,785
2009-07-15,496500.0,495000.0,83710.0,21.47,15818,-6981,-9711
2009-07-16,496000.0,495500.0,83835.0,21.49,6885,-9115,2240
2009-07-17,495500.0,499000.0,46190.0,21.64,1383,15088,-16770
2009-07-20,500000.0,498000.0,88733.0,21.6,21840,10002,-31012
2009-07-21,502000.0,511000.0,77754.0,22.16,-12133,9825,147
2009-07-22,512000.0,509000.0,46558.0,22.07,10038,1678,-12711
2009-07-23,517000.0,527000.0,69906.0,22.85,-30624,11364,20117
2009-07-24,523000.0,534000.0,51092.0,23.16,-13695,-3260,17365
2009-07-27,539000.0,549000.0,114903.0,23.81,-12196,-21122,34833
2009-07-28,541000.0,541000.0,46580.0,23.46,11428,-10969,-1384
2009-07-29,545000.0,539000.0,55369.0,23.37,-5333,-7966,12981
2009-07-30,540000.0,530000.0,51153.0,22.98,10125,-11500,1179
2009-07-31,530000.0,531000.0,105449.0,23.03,9662,-25732,17108
2009-08-03,531000.0,523000.0,57897.0,22.68,17671,-20584,2943
2009-08-04,522000.0,515000.0,113366.0,22.33,42070,-33345,-4751
2009-08-05,520000.0,523000.0,63987.0,22.68,-7007,-21954,31248
2009-08-06,528000.0,535000.0,96570.0,23.2,-30070,-6870,39479
2009-08-07,532000.0,538000.0,64830.0,23.33,-10570,6986,2781
2009-08-10,536000.0,529000.0,45538.0,22.94,8139,-12141,4552
2009-08-11,526000.0,521000.0,53043.0,22.59,14492,1242,-17688
2009-08-12,524000.0,514000.0,66738.0,22.29,18444,3556,-22750
2009-08-13,516000.0,509000.0,128931.0,22.07,18041,-12868,-4507
2009-08-14,517000.0,526000.0,91620.0,22.81,-17624,-19021,37839
2009-08-17,530000.0,513000.0,65901.0,22.25,6455,-24555,18033
2009-08-18,510000.0,508000.0,67341.0,22.03,8652,-1952,-7249
2009-08-19,510000.0,503000.0,80991.0,21.81,28211,-15564,-12480
2009-08-20,509000.0,529000.0,101782.0,22.94,-43038,-1667,45841
2009-08-21,523000.0,525000.0,65956.0,22.77,-2108,-18378,21094
2009-08-24,527000.0,524000.0,75339.0,22.72,15243,-17564,2403
2009-08-25,520000.0,518000.0,45271.0,22.46,2358,-12846,13632
2009-08-26,518000.0,515000.0,70992.0,22.33,14996,-22085,7270
2009-08-27,517000.0,526000.0,55166.0,22.81,-15681,-6101,21610
2009-08-28,530000.0,521000.0,69390.0,22.59,-12534,804,12761
2009-08-31,520000.0,518000.0,64577.0,22.46,7203,-3043,-2839
2009-09-01,518000.0,513000.0,115155.0,22.25,33211,-42334,14490
2009-09-02,512000.0,512000.0,92374.0,22.2,1414,-891,620
2009-09-03,510000.0,520000.0,61695.0,22.55,-9319,-3418,13444
2009-09-04,529000.0,538000.0,168938.0,23.33,-79984,4748,81655
2009-09-07,537000.0,528000.0,47221.0,22.9,-697,7038,-7924
2009-09-08,528000.0,523000.0,50274.0,22.68,9914,561,-9531
2009-09-09,521000.0,533000.0,66519.0,23.11,-45,-4216,4733
2009-09-10,537000.0,549000.0,152203.0,23.81,-41913,28575,9105
2009-09-11,550000.0,574000.0,113508.0,24.89,-28144,-4298,33456
2009-09-14,568000.0,571000.0,88645.0,24.76,-4754,-2421,8156
2009-09-15,577000.0,569000.0,46674.0,24.67,1383,-10105,9523
2009-09-16,565000.0,569000.0,66468.0,24.67,977,-872,148
2009-09-17,574000.0,588000.0,103958.0,25.5,-14702,-20546,37916
2009-09-18,592000.0,583000.0,84693.0,25.28,6170,-21956,15879
2009-09-21,588000.0,587000.0,33597.0,25.45,-2715,-3835,6715
2009-09-22,587000.0,581000.0,65654.0,25.19,12520,-22314,8674
2009-09-23,578000.0,575000.0,52156.0,24.93,8271,-9285,1193
2009-09-24,579000.0,573000.0,42985.0,24.85,206,3590,-3572
2009-09-25,576000.0,570000.0,37110.0,24.72,2210,2220,-4525
2009-09-28,564000.0,562000.0,55451.0,24.37,11845,5656,-15881
2009-09-29,562000.0,589000.0,103157.0,25.54,-17483,1990,19558
2009-09-30,590000.0,595000.0,154217.0,25.8,-37261,3127,42979
2009-10-01,598000.0,591000.0,83956.0,25.63,-6645,-2917,9539
2009-10-05,583000.0,582000.0,93709.0,25.24,-1673,-15995,17594
2009-10-06,587000.0,558000.0,153382.0,24.2,29046,25480,-60068
2009-10-07,553000.0,556000.0,68328.0,24.11,621,8449,-6355
2009-10-08,558000.0,543000.0,158017.0,23.55,28667,-35031,8134
2009-10-09,549000.0,548000.0,109577.0,23.76,40182,-10830,-29304
2009-10-12,549000.0,551000.0,52597.0,23.89,1388,-8946,7085
2009-10-13,551000.0,556000.0,70553.0,24.11,-2414,-11862,14035
2009-10-14,554000.0,548000.0,70529.0,23.76,14848,-3060,-7934
2009-10-15,547000.0,536000.0,158727.0,23.24,65154,-10888,-53760
2009-10-16,534000.0,535000.0,104533.0,23.2,23456,13366,-38493
2009-10-19,534000.0,523000.0,116581.0,22.68,35203,-17171,-22077
2009-10-20,525000.0,538000.0,125202.0,23.33,-11453,-7438,18194
2009-10-21,538000.0,537000.0,55728.0,23.29,1741,8170,-10412
2009-10-22,531000.0,530000.0,100459.0,22.98,30483,13183,-42730
2009-10-23,530000.0,528000.0,67761.0,22.9,10234,-8855,-1516
2009-10-26,530000.0,545000.0,73986.0,23.63,-28936,27167,-362
2009-10-27,543000.0,542000.0,67759.0,23.5,-4734,-15366,19527
2009-10-28,541000.0,533000.0,71766.0,23.11,-5420,-1938,8068
2009-10-29,529000.0,521000.0,90748.0,22.59,4425,-366,-3785
2009-10-30,525000.0,516000.0,102355.0,22.38,22264,-32035,10335
2009-11-02,510000.0,521000.0,71427.0,22.59,-18222,-10652,27831
2009-11-03,522000.0,522000.0,55769.0,22.64,-9426,5974,2883
2009-11-04,529000.0,520000.0,53497.0,22.55,13279,-22913,9882
2009-11-05,518000.0,512000.0,58195.0,22.2,10763,-4407,-6379
2009-11-06,512000.0,506000.0,73867.0,21.94,15337,-1398,-14463
2009-11-09,505000.0,514000.0,50232.0,22.29,-7938,-4446,12332
2009-11-10,522000.0,523000.0,90366.0,22.68,-24685,30877,-6216
2009-11-11,531000.0,537000.0,69828.0,23.29,-21604,13414,7122
2009-11-12,534000.0,525000.0,71728.0,22.77,10149,-13195,3265
2009-11-13,530000.0,524000.0,54157.0,22.72,1792,8835,-11669
2009-11-16,527000.0,546000.0,123853.0,23.68,-19647,44206,-30222
2009-11-17,552000.0,539000.0,102503.0,23.37,3001,-13752,18347
2009-11-18,550000.0,548000.0,68291.0,23.76,-12240,-2055,15506
2009-11-19,545000.0,546000.0,55793.0,23.68,860,-470,-556
2009-11-20,541000.0,545000.0,33506.0,23.63,-5545,-7179,13059
2009-11-23,545000.0,540000.0,49896.0,23.42,7259,-12030,3968
2009-11-24,545000.0,543000.0,45605.0,23.55,-5963,-3833,10026
2009-11-25,540000.0,548000.0,42256.0,23.76,-9244,4826,4854
2009-11-26,549000.0,550000.0,48223.0,23.85,-6964,-4549,11138
2009-11-27,550000.0,529000.0,47817.0,22.94,-3974,-2054,7498
2009-11-30,536000.0,533000.0,42581.0,23.11,3998,-15990,11920
2009-12-01,533000.0,536000.0,57334.0,23.24,1193,3225,-4656
2009-12-02,536000.0,537000.0,58493.0,23.29,11207,-21085,10460
2009-12-03,537000.0,543000.0,38653.0,23.55,-5068,8754,-662
2009-12-04,546000.0,553000.0,87632.0,23.98,-36090,37273,-6263
2009-12-07,562000.0,559000.0,60391.0,24.24,-20531,22258,-4639
2009-12-08,555000.0,557000.0,43298.0,24.15,-4895,20356,-17806
2009-12-09,559000.0,556000.0,49075.0,24.11,-10533,19928,-10611
2009-12-10,556000.0,554000.0,112011.0,24.02,16435,11526,-29078
2009-12-11,550000.0,541000.0,82521.0,23.46,35434,-9311,-26505
2009-12-14,543000.0,547000.0,63082.0,23.72,465,2629,-1661
2009-12-15,545000.0,542000.0,50818.0,23.5,13543,-8596,-4886
2009-12-16,547000.0,531000.0,109607.0,23.03,39979,10252,-50375
2009-12-17,536000.0,526000.0,75021.0,22.81,28434,-3370,-24965
2009-12-18,529000.0,524000.0,44298.0,22.72,15835,3988,-19639
2009-12-21,523000.0,519000.0,74706.0,22.51,21407,-1914,-21249
2009-12-22,520000.0,520000.0,40574.0,22.55,14280,-6782,-7128
2009-12-23,518000.0,520000.0,43208.0,22.55,14604,-546,-13214
2009-12-24,520000.0,531000.0,69972.0,23.03,-16156,1637,6009
2009-12-28,528000.0,528000.0,55026.0,22.9,1490,-14155,11098
2009-12-29,530000.0,528000.0,25469.0,22.9,2564,-6788,5558
2009-12-30,528000.0,537000.0,51695.0,23.29,-15466,9593,5084
2010-01-04,537000.0,537000.0,46383.0,23.48,-1256,-17263,18800
2010-01-05,534000.0,518000.0,127277.0,22.65,49786,-14049,-40377
2010-01-06,518000.0,520000.0,104406.0,22.74,26784,-16027,-15329
2010-01-07,519000.0,519000.0,81063.0,22.69,4812,13198,-19813
2010-01-08,521000.0,515000.0,69539.0,22.52,32891,-10648,-24253
2010-01-11,510000.0,495500.0,219883.0,21.66,104502,-25393,-79658
2010-01-12,497500.0,507000.0,105331.0,22.17,-2235,-25634,28422
2010-01-13,500000.0,503000.0,91968.0,21.99,11544,-9482,-56
2010-01-14,501000.0,497000.0,93438.0,21.73,44086,-28053,-17146
2010-01-15,497000.0,488500.0,103285.0,21.36,42182,-52779,13697
2010-01-18,490000.0,491000.0,92754.0,21.47,25131,-20132,-6554
2010-01-19,492000.0,507000.0,111463.0,22.17,-28393,-3939,32833
2010-01-20,513000.0,521000.0,168335.0,22.78,-63314,12425,54683
2010-01-21,517000.0,513000.0,107803.0,22.43,6661,4338,-12067
2010-01-22,510000.0,510000.0,72596.0,22.3,4532,-22617,20069
2010-01-25,501000.0,520000.0,79860.0,22.74,-32772,-9733,44041
2010-01-26,523000.0,524000.0,167881.0,22.91,-58124,9256,49951
2010-01-27,526000.0,530000.0,74084.0,23.17,-40000,9886,30413
2010-01-28,530000.0,527000.0,80276.0,23.04,-13792,-22061,39492
2010-01-29,530000.0,525000.0,125238.0,22.95,-18676,-11478,33236
2010-02-01,527000.0,523000.0,79250.0,22.87,-21367,15002,6014
2010-02-02,522000.0,501000.0,114381.0,21.9,25787,8654,-35966
2010-02-03,508000.0,510000.0,57092.0,22.3,-4371,-9804,16295
2010-02-04,510000.0,504000.0,35663.0,22.04,6081,-12840,8367
2010-02-05,497000.0,495000.0,59095.0,21.64,2137,2338,-4006
2010-02-08,495000.0,492000.0,31616.0,21.51,4356,-1339,-4220
2010-02-09,493000.0,500000.0,47381.0,21.86,-540,-8280,10144
2010-02-10,497500.0,500000.0,33599.0,21.86,3893,-4248,1340
2010-02-11,503000.0,504000.0,38682.0,22.04,-965,-4810,4512
2010-02-12,498500.0,501000.0,58420.0,21.9,7862,-12066,6070
2010-02-16,499500.0,500000.0,32384.0,21.86,2804,-1837,-1296
2010-02-17,500000.0,504000.0,52493.0,22.04,-3850,3723,-590
2010-02-18,503000.0,516000.0,59779.0,22.56,-18467,11951,6711
2010-02-19,516000.0,520000.0,97964.0,22.74,-37658,19944,22800
2010-02-22,521000.0,526000.0,49599.0,23.0,-27911,7855,21433
2010-02-23,531000.0,529000.0,47178.0,23.13,-17580,-3716,21068
2010-02-24,525000.0,529000.0,40124.0,23.13,-11917,8956,3424
2010-02-25,531000.0,529000.0,47564.0,23.13,-14535,3965,12924
2010-02-26,531000.0,530000.0,31227.0,23.17,-8368,6247,2127
2010-03-02,539000.0,535000.0,57971.0,23.39,-16638,5933,12792
2010-03-03,531000.0,536000.0,54172.0,23.43,-24292,13597,11691
2010-03-04,533000.0,532000.0,38744.0,23.26,3746,212,-1671
2010-03-05,530000.0,534000.0,36578.0,23.35,-8843,13309,-1839
2010-03-08,539000.0,548000.0,68548.0,23.96,-38438,-5646,44740
2010-03-09,547000.0,545000.0,52737.0,23.83,-6469,6564,9700
2010-03-10,548000.0,547000.0,25486.0,23.92,-7202,-4484,11206
2010-03-11,547000.0,551000.0,64357.0,24.09,-17128,5327,12311
2010-03-12,554000.0,545000.0,67021.0,23.83,-4695,-1795,6977
2010-03-15,542000.0,543000.0,27766.0,23.74,2449,4946,-7668
2010-03-16,547000.0,546000.0,59384.0,23.87,-2437,-3126,4655
2010-03-17,555000.0,554000.0,78520.0,24.22,-8221,-31087,39385
2010-03-18,549000.0,544000.0,53729.0,23.78,9952,-19813,12008
2010-03-19,548000.0,547000.0,38798.0,23.92,-2716,-16603,18870
2010-03-22,549000.0,545000.0,26540.0,23.83,-2804,1500,4092
2010-03-23,548000.0,550000.0,60379.0,24.05,-1365,-18905,21090
2010-03-24,550000.0,550000.0,42354.0,24.05,-1244,3039,-1527
2010-03-25,555000.0,556000.0,59012.0,24.31,-4624,747,4977
2010-03-26,552000.0,551000.0,104682.0,24.09,9051,-641,-6110
2010-03-29,550000.0,529000.0,118082.0,23.13,45225,-5992,-39730
2010-03-30,533000.0,542000.0,85488.0,23.7,-11843,11534,-1172
2010-03-31,547000.0,535000.0,75753.0,23.39,-10277,-13289,23193
2010-04-01,536000.0,535000.0,60177.0,23.39,780,-10341,10083
2010-04-02,534000.0,530000.0,54888.0,23.17,22110,-26239,8865
2010-04-05,529000.0,530000.0,37143.0,23.17,2488,-11340,7268
2010-04-06,534000.0,531000.0,30720.0,23.22,2560,-2009,-769
2010-04-07,530000.0,535000.0,62973.0,23.39,-8040,-4231,13197
2010-04-08,532000.0,541000.0,54622.0,23.65,-9208,-1941,12780
2010-04-09,543000.0,541000.0,57276.0,23.65,-823,-9154,12299
2010-04-12,540000.0,543000.0,50288.0,23.74,-7167,-5373,11444
2010-04-13,543000.0,539000.0,56935.0,23.57,-505,-10863,11226
2010-04-14,542000.0,545000.0,47813.0,23.83,-11682,-13892,25631
2010-04-15,541000.0,550000.0,58267.0,24.05,-4875,5172,297
2010-04-16,548000.0,545000.0,36043.0,23.83,8013,328,-3998
2010-04-19,544000.0,531000.0,33152.0,23.22,9123,-1745,-7606
2010-04-20,531000.0,534000.0,30467.0,23.35,7749,-12188,6467
2010-04-21,535000.0,530000.0,51042.0,23.17,21121,-11880,-8212
2010-04-22,527000.0,518000.0,115601.0,22.65,47426,-17490,-33831
2010-04-23,521000.0,515000.0,91022.0,22.52,34277,-16253,-17737
2010-04-26,519000.0,518000.0,70456.0,22.65,8901,-4731,-7369
2010-04-27,519000.0,525000.0,67887.0,22.95,-9560,-7427,18016
2010-04-28,520000.0,519000.0,51079.0,22.69,11922,-4186,-216
2010-04-29,517000.0,512000.0,57574.0,22.39,15562,7447,-17009
2010-04-30,511000.0,509000.0,84278.0,22.25,22951,-1660,-21482
2010-05-03,510000.0,505000.0,38890.0,22.08,4366,5242,-12736
2010-05-04,507000.0,508000.0,34888.0,22.21,3524,1054,-1990
2010-05-06,495000.0,496500.0,48283.0,21.71,10027,5884,-13768
2010-05-07,488000.0,489500.0,68153.0,21.4,2232,1868,-5962
2010-05-10,490000.0,487000.0,54699.0,21.29,23598,-6499,-18049
2010-05-11,491500.0,501000.0,98898.0,21.9,-8952,5285,5560
2010-05-12,508000.0,514000.0,137170.0,22.47,-40092,29502,9341
2010-05-13,514000.0,509000.0,84577.0,22.25,5896,-5750,2614
2010-05-14,503000.0,496000.0,85448.0,21.69,24563,-12919,-10921
2010-05-17,494500.0,483000.0,65169.0,21.12,17140,-6111,-13474
2010-05-18,484000.0,481000.0,76053.0,21.03,10093,1341,-16598
2010-05-19,483500.0,482000.0,59120.0,21.07,3123,5722,-2427
2010-05-20,478000.0,477000.0,51033.0,20.86,724,-4045,241
