Symbol,농심_시가(원),농심_종가(원),농심_거래량(주),농심_PER(IFRS-연결),농심_순매수수량(개인)(주),농심_순매수수량(기관계)(주),농심_순매수수량(외국인계)(주)
2005-08-19,278000.0,283000.0,25849.0,12.46,-12108,-3486,18238
2005-08-22,280000.0,285000.0,13251.0,12.55,-4732,1582,2838
2005-08-23,285000.0,283500.0,17994.0,12.48,-562,-2634,2933
2005-08-24,285000.0,283500.0,20414.0,12.48,-2066,-6571,8982
2005-08-25,285000.0,284500.0,20125.0,12.53,-5864,296,5923
2005-08-26,283000.0,285000.0,13949.0,12.55,-1331,-326,1770
2005-08-29,284000.0,278500.0,10283.0,12.26,2810,-2105,-1048
2005-08-30,276500.0,277000.0,9477.0,12.2,3179,-2632,-913
2005-08-31,277000.0,273000.0,24716.0,12.02,12596,-4910,-7438
2005-09-01,270500.0,266000.0,80515.0,11.71,42698,-13365,-31125
2005-09-02,268000.0,269000.0,45834.0,11.85,9031,10051,-19588
2005-09-05,269000.0,264500.0,25490.0,11.65,11360,2151,-13785
2005-09-06,262000.0,267000.0,25773.0,11.76,-2763,8480,-6386
2005-09-07,267000.0,266000.0,23252.0,11.71,5983,688,-6842
2005-09-08,265500.0,264000.0,40030.0,11.63,10519,8998,-17241
2005-09-09,262500.0,260500.0,32626.0,11.47,14938,156,-15521
2005-09-12,261000.0,262000.0,32776.0,11.54,6244,2540,-11333
2005-09-13,262000.0,261500.0,23901.0,11.52,101,1202,-1291
2005-09-14,260500.0,260500.0,40996.0,11.47,1866,1781,-3619
2005-09-15,260500.0,265000.0,57972.0,11.67,721,4836,-9851
2005-09-16,264000.0,261000.0,23488.0,11.49,6944,3215,-9872
2005-09-20,262500.0,257500.0,39992.0,11.34,12140,7871,-22481
2005-09-21,258000.0,255000.0,45880.0,11.23,5923,-5120,-5634
2005-09-22,258500.0,260000.0,56305.0,11.45,-2859,3174,-370
2005-09-23,260000.0,251500.0,46932.0,11.08,22769,3279,-29122
2005-09-26,251000.0,255000.0,18118.0,11.23,-1675,6598,-5946
2005-09-27,259000.0,266500.0,104576.0,11.74,-10566,45018,-38272
2005-09-28,270000.0,274500.0,54569.0,12.09,-16544,11349,4391
2005-09-29,276000.0,276000.0,31733.0,12.15,-7337,5519,1650
2005-09-30,270500.0,270500.0,18234.0,11.91,-314,1154,-914
2005-10-04,274500.0,286500.0,48696.0,12.62,-26063,-422,26652
2005-10-05,287000.0,281500.0,31990.0,12.4,-4415,-8857,18511
2005-10-06,283000.0,274500.0,16581.0,12.09,1944,-5535,4314
2005-10-07,274500.0,277000.0,27970.0,12.2,-15932,-2750,18978
2005-10-10,279000.0,283000.0,12792.0,12.46,-7166,3984,1691
2005-10-11,283000.0,283000.0,12788.0,12.46,930,77,109
2005-10-12,283000.0,279500.0,30978.0,12.31,6872,363,-9221
2005-10-13,275500.0,271000.0,26503.0,11.93,10068,-2323,-7095
2005-10-14,271000.0,264000.0,25012.0,11.63,8462,-3118,-3318
2005-10-17,263000.0,264000.0,16113.0,11.63,-3127,-844,4779
2005-10-18,261000.0,269000.0,15578.0,11.85,-1136,-2442,4436
2005-10-19,272000.0,272500.0,16829.0,12.0,-8428,-1436,11364
2005-10-20,276000.0,271000.0,11560.0,11.93,-1704,-83,1927
2005-10-21,267500.0,277000.0,27742.0,12.2,-11870,4921,6863
2005-10-24,275000.0,271000.0,13464.0,11.93,5751,-1048,-4914
2005-10-25,274000.0,267000.0,11698.0,11.76,4041,-909,-820
2005-10-26,266500.0,265000.0,12453.0,11.67,2302,-2280,313
2005-10-27,264000.0,258000.0,28797.0,11.36,14386,-7685,-4423
2005-10-28,256500.0,255000.0,13432.0,11.23,4171,-3450,-666
2005-10-31,259500.0,254500.0,10894.0,11.21,3429,-1087,-1801
2005-11-01,260500.0,257500.0,15294.0,11.34,814,-1642,2555
2005-11-02,258000.0,258000.0,17272.0,11.36,7945,-8752,245
2005-11-03,260000.0,258000.0,23480.0,11.36,6501,-4111,-2198
2005-11-04,261000.0,264000.0,37457.0,11.63,-7646,-16045,23538
2005-11-07,264000.0,253500.0,33989.0,11.16,16735,-3278,-13559
2005-11-08,253500.0,256500.0,22205.0,11.3,1351,-3948,2478
2005-11-09,252500.0,253000.0,27139.0,11.14,3737,-3072,-1765
2005-11-10,252000.0,253500.0,11001.0,11.16,707,-1023,-267
2005-11-11,253500.0,259000.0,19047.0,11.41,-2879,3023,314
2005-11-14,260500.0,253500.0,27675.0,11.16,8712,-2545,-6456
2005-11-15,253500.0,254000.0,18771.0,11.19,4615,-1862,-2883
2005-11-16,252000.0,254500.0,17921.0,11.21,-1201,-1168,2378
2005-11-17,253000.0,255500.0,13154.0,11.25,-2089,82,2182
2005-11-18,255500.0,254500.0,46112.0,11.21,-178,-3645,4576
2005-11-21,252000.0,251500.0,37973.0,11.08,4414,-3228,-357
2005-11-22,251000.0,249500.0,39625.0,10.99,2609,-6655,4020
2005-11-23,249000.0,253000.0,56207.0,11.14,-3333,-560,5767
2005-11-24,255500.0,267000.0,98340.0,11.76,-10048,2509,8031
2005-11-25,265000.0,266000.0,36591.0,11.71,-4364,7405,-3253
2005-11-28,269000.0,266000.0,23223.0,11.71,-9200,801,8920
2005-11-29,264500.0,266000.0,37007.0,11.71,-9621,9721,-226
2005-11-30,266000.0,271500.0,18796.0,11.96,-8092,4028,4039
2005-12-01,270500.0,274500.0,22341.0,12.09,-6040,-1495,8030
2005-12-02,271500.0,277500.0,24347.0,12.22,-11527,10248,1751
2005-12-05,277500.0,283500.0,27376.0,12.48,-16160,4229,12462
2005-12-06,282000.0,278000.0,11331.0,12.24,-2494,-573,3222
2005-12-07,281000.0,282500.0,25308.0,12.44,-8219,-6828,14892
2005-12-08,280000.0,284500.0,25416.0,12.53,-8748,3318,9602
2005-12-09,284500.0,288000.0,16155.0,12.68,-9171,4087,2886
2005-12-12,288500.0,300000.0,45603.0,13.21,-31164,8795,23544
2005-12-13,300000.0,295000.0,11128.0,12.99,-3202,-1718,4973
2005-12-14,295000.0,288500.0,13531.0,12.7,-1626,-2354,4074
2005-12-15,293000.0,283000.0,17717.0,12.46,1178,-3682,4173
2005-12-16,280000.0,280000.0,15163.0,12.33,-1505,-6347,7902
2005-12-19,285000.0,290000.0,14144.0,12.77,400,3197,-3888
2005-12-20,287000.0,290000.0,9123.0,12.77,717,521,56
2005-12-21,284500.0,290000.0,4614.0,12.77,-236,-184,420
2005-12-22,290000.0,281500.0,8910.0,12.4,3913,-2556,-951
2005-12-23,280000.0,281500.0,17323.0,12.4,-4318,-1931,5567
2005-12-26,278500.0,280000.0,5246.0,12.33,-857,1272,-368
2005-12-27,278000.0,280000.0,7204.0,12.33,-478,-752,1124
2005-12-28,278000.0,278000.0,5122.0,12.24,-175,-1037,2003
2005-12-29,278000.0,280000.0,6935.0,12.33,-1299,-2545,4100
2006-01-02,280000.0,291000.0,14237.0,14.04,-2005,-3889,6031
2006-01-03,293000.0,291000.0,11001.0,14.04,-3089,-1816,6474
2006-01-04,292000.0,301000.0,59825.0,14.52,-13654,30466,-9763
2006-01-05,301000.0,302000.0,23211.0,14.57,-10984,14900,-4111
2006-01-06,302000.0,303000.0,14623.0,14.62,-6321,8042,-1574
2006-01-09,301000.0,315000.0,44354.0,15.2,-18172,20021,2031
2006-01-10,311000.0,319500.0,36377.0,15.42,-7772,8181,2908
2006-01-11,320000.0,323000.0,21295.0,15.59,-3699,10554,-7701
2006-01-12,320000.0,323000.0,11683.0,15.59,-2642,3653,-1456
2006-01-13,316500.0,318000.0,14186.0,15.34,1343,2723,-3896
2006-01-16,312000.0,307500.0,6979.0,14.84,2071,1500,-3552
2006-01-17,307000.0,299000.0,18046.0,14.43,4223,-6697,2411
2006-01-18,298000.0,285000.0,24217.0,13.75,37,4407,-5569
2006-01-19,285500.0,284000.0,8925.0,13.7,296,-148,-114
2006-01-20,289500.0,285500.0,14562.0,13.78,-2615,-1740,4723
2006-01-23,283000.0,289000.0,23625.0,13.94,-8669,6544,1469
2006-01-24,290000.0,289000.0,34107.0,13.94,795,10660,-11770
2006-01-25,289000.0,292000.0,28777.0,14.09,6019,-601,-5529
2006-01-26,286500.0,295000.0,34348.0,14.23,1980,15902,-17826
2006-01-27,290000.0,298000.0,20077.0,14.38,-4290,10843,-6550
2006-01-31,295000.0,296000.0,11215.0,14.28,617,3134,-3567
2006-02-01,295000.0,285000.0,9410.0,13.75,2551,2144,-4844
2006-02-02,286000.0,284000.0,9211.0,13.7,1660,446,-1167
2006-02-03,284000.0,282000.0,15513.0,13.61,-564,-5912,3838
2006-02-06,278500.0,286000.0,16526.0,13.8,-3981,2564,1015
2006-02-07,283000.0,286000.0,15565.0,13.8,1760,2614,-4784
2006-02-08,281000.0,280000.0,15347.0,13.51,3570,5936,-9541
2006-02-09,280000.0,275000.0,31536.0,13.27,10839,2874,-15141
2006-02-10,268000.0,275000.0,19101.0,13.27,2009,1767,-4851
2006-02-13,272000.0,269000.0,18947.0,12.98,5030,-1200,-1082
2006-02-14,267000.0,275000.0,13771.0,13.27,-7147,8706,-1896
2006-02-15,275500.0,270000.0,19084.0,13.03,3284,-149,-2861
2006-02-16,268500.0,267500.0,14934.0,12.91,3214,41,-3582
2006-02-17,267000.0,268000.0,7143.0,12.93,-945,-359,1413
2006-02-20,269000.0,277000.0,14196.0,13.37,-7989,5583,1194
2006-02-21,282000.0,270000.0,11704.0,13.03,4280,-708,-507
2006-02-22,271500.0,272000.0,18436.0,13.12,4041,-1445,-1152
2006-02-23,274500.0,280000.0,14516.0,13.51,-6854,456,4725
2006-02-24,282000.0,283000.0,10289.0,13.65,-4025,-487,4270
2006-02-27,280000.0,281500.0,5294.0,13.58,-2086,767,-910
2006-02-28,289000.0,286500.0,6215.0,13.82,-2225,708,1465
2006-03-02,292000.0,287000.0,15052.0,13.85,-6705,-1367,8062
2006-03-03,290000.0,285000.0,16453.0,13.75,696,-1864,1468
2006-03-06,288000.0,284500.0,15370.0,13.73,997,6286,-7549
2006-03-07,284000.0,279500.0,24384.0,13.49,3493,9209,-12720
2006-03-08,281000.0,272000.0,15361.0,13.12,5057,-53,-9119
2006-03-09,270000.0,265000.0,35982.0,12.79,19098,6299,-24496
2006-03-10,266500.0,263000.0,31362.0,12.69,13235,3983,-14571
2006-03-13,266000.0,264000.0,19243.0,12.74,239,8299,-8718
2006-03-14,264000.0,260000.0,20283.0,12.55,8979,-2614,-5770
2006-03-15,259500.0,260000.0,16649.0,12.55,-519,1327,-1088
2006-03-16,261500.0,259500.0,11556.0,12.52,3981,836,-4906
2006-03-17,258500.0,262000.0,15780.0,12.64,3349,-426,-2696
2006-03-20,262000.0,264000.0,9452.0,12.74,723,667,-1472
2006-03-21,263000.0,260500.0,9455.0,12.57,2180,-985,-322
2006-03-22,260500.0,257000.0,17322.0,12.4,1565,-5319,4026
2006-03-23,260000.0,257500.0,10137.0,12.42,-1013,-739,2315
2006-03-24,257000.0,258000.0,7469.0,12.45,-1201,1051,64
2006-03-27,258000.0,261000.0,8230.0,12.59,-83,2489,-2608
2006-03-28,263500.0,261500.0,15474.0,12.62,-1644,2198,-4770
2006-03-29,260500.0,263000.0,8069.0,12.69,-758,884,-1419
2006-03-30,263500.0,264000.0,9123.0,12.74,-1742,2491,-2378
2006-03-31,263500.0,272000.0,13917.0,13.12,-9143,9436,-723
2006-04-03,270000.0,276000.0,11072.0,13.32,-7718,4941,1933
2006-04-04,271000.0,270000.0,7971.0,13.03,2304,-2239,2111
2006-04-05,268500.0,268500.0,4750.0,12.96,-152,-122,712
2006-04-06,268500.0,272500.0,6840.0,13.15,-2208,4103,-1755
2006-04-07,275000.0,270000.0,6809.0,13.03,-321,1681,-1666
2006-04-10,267000.0,266000.0,10216.0,12.83,1757,2362,-3910
2006-04-11,268000.0,264500.0,6507.0,12.76,-968,2784,-1784
2006-04-12,265000.0,266000.0,6003.0,12.83,-1225,74,582
2006-04-13,265500.0,271000.0,7568.0,13.08,324,1917,-2364
2006-04-14,268000.0,270000.0,7277.0,13.03,355,1411,-2806
2006-04-17,270000.0,265000.0,10215.0,12.79,5130,-1025,-4655
2006-04-18,263500.0,259500.0,26812.0,12.52,13661,3076,-13687
2006-04-19,260000.0,259000.0,14541.0,12.5,6798,-2560,-4285
2006-04-20,260000.0,258000.0,28962.0,12.45,3057,-574,-2529
2006-04-21,257500.0,258000.0,18934.0,12.45,6638,1418,-7882
2006-04-24,259000.0,253000.0,22776.0,12.21,12232,-5289,-6229
2006-04-25,255000.0,254500.0,30031.0,12.28,9988,5457,-15481
2006-04-26,253500.0,263500.0,45438.0,12.71,-5410,19436,-14165
2006-04-27,263000.0,264500.0,41990.0,12.76,-7640,25874,-18216
2006-04-28,264500.0,263500.0,52217.0,12.71,-2275,-4394,6738
2006-05-02,265000.0,261000.0,21985.0,12.59,-2126,6479,-4283
2006-05-03,258500.0,253500.0,28042.0,12.23,11568,-780,-9389
2006-05-04,256000.0,258000.0,18347.0,12.45,-592,4470,-3978
2006-05-08,262500.0,265000.0,30888.0,12.79,-8481,2711,5885
2006-05-09,265000.0,268000.0,53307.0,12.93,-10341,4620,-115
2006-05-10,271000.0,281000.0,112866.0,13.56,-25072,-24982,5739
2006-05-11,281500.0,291500.0,76631.0,14.07,-13280,-223,2731
2006-05-12,283000.0,289500.0,16535.0,13.97,-3758,3951,-986
2006-05-15,290000.0,287000.0,14408.0,13.85,-6813,1864,5019
2006-05-16,280000.0,285000.0,10053.0,13.75,-3293,3243,370
2006-05-17,281500.0,281000.0,11056.0,13.56,116,4970,-3840
2006-05-18,279500.0,278000.0,10665.0,13.41,-4917,4209,754
2006-05-19,278000.0,284000.0,9678.0,13.7,-2315,3967,-2111
2006-05-22,287000.0,282000.0,11501.0,13.61,-2241,-191,2481
2006-05-23,280000.0,279000.0,16042.0,13.46,-1928,5012,-3476
2006-05-24,282000.0,279000.0,19740.0,13.46,35,2056,-3094
2006-05-25,275000.0,271000.0,27192.0,13.08,536,890,-1175
2006-05-26,271000.0,279000.0,31289.0,13.46,-4334,4659,129
2006-05-29,290500.0,283000.0,37869.0,13.65,-859,-26071,21122
2006-05-30,282500.0,280000.0,14422.0,13.51,770,-3687,924
2006-06-01,285000.0,272000.0,10072.0,13.12,662,-3739,3102
2006-06-02,272000.0,272000.0,36006.0,13.12,1415,-1861,924
2006-06-05,270000.0,270000.0,24533.0,13.03,-388,-17699,18342
2006-06-07,265500.0,270000.0,55110.0,13.03,-2983,-30281,33311
2006-06-08,265000.0,262000.0,32772.0,12.64,1356,-2169,1223
2006-06-09,269000.0,268000.0,8060.0,12.93,-1899,3820,-3754
2006-06-12,270000.0,274000.0,8296.0,13.22,-713,2182,-1551
2006-06-13,275000.0,265000.0,20955.0,12.79,591,-1802,1172
2006-06-14,269500.0,263500.0,14845.0,12.71,3193,-3451,-78
2006-06-15,263500.0,263500.0,37012.0,12.71,1657,-28063,21124
2006-06-16,272000.0,277000.0,24585.0,13.37,-6655,-8970,15986
2006-06-19,279500.0,269000.0,10829.0,12.98,1982,526,-3924
2006-06-20,268500.0,261000.0,12402.0,12.59,5204,-2335,-3112
2006-06-21,260000.0,258000.0,21211.0,12.45,2415,2407,-5848
2006-06-22,258500.0,256000.0,19805.0,12.35,5701,3304,-4745
2006-06-23,254000.0,242000.0,36929.0,11.68,16152,164,-15417
2006-06-26,241500.0,242000.0,27548.0,11.68,959,8182,-9961
2006-06-27,242000.0,240500.0,18812.0,11.6,3972,-1040,-1872
2006-06-28,239000.0,244500.0,11083.0,11.8,-188,151,2778
2006-06-29,244500.0,244000.0,52267.0,11.77,8999,-6533,2531
2006-06-30,246000.0,250000.0,46148.0,12.06,5018,-2554,-8368
2006-07-03,248000.0,246500.0,23261.0,11.89,4091,-1798,-2439
2006-07-04,247000.0,249500.0,25311.0,12.04,1941,6573,-7118
2006-07-05,245000.0,245500.0,6475.0,11.85,805,-1146,-103
2006-07-06,239000.0,240000.0,21452.0,11.58,1049,456,-1571
2006-07-07,241000.0,241000.0,17512.0,11.63,2497,4361,-6796
2006-07-10,241000.0,246000.0,26198.0,11.87,-6384,19814,-7224
2006-07-11,246000.0,245000.0,13786.0,11.82,-1619,5633,-3647
2006-07-12,248000.0,247000.0,10128.0,11.92,-3768,2375,1659
2006-07-13,242000.0,248500.0,11950.0,11.99,642,-3218,2732
2006-07-14,243500.0,241000.0,17268.0,11.63,2422,2912,-5474
2006-07-18,244000.0,240000.0,16090.0,11.58,-671,1801,-1672
2006-07-19,238500.0,249000.0,21632.0,12.01,3300,-1561,-1915
2006-07-20,240500.0,238500.0,51403.0,11.51,16969,4026,-7449
2006-07-21,240000.0,230000.0,41743.0,11.1,15467,-7992,-2045
2006-07-24,230000.0,227000.0,27821.0,10.95,2428,-5906,7076
2006-07-25,227500.0,220500.0,36729.0,10.64,12119,-3174,-7838
2006-07-26,222000.0,217000.0,39467.0,10.47,11672,-9488,-2225
2006-07-27,217500.0,221500.0,36349.0,10.69,3480,-4383,593
2006-07-28,221500.0,227000.0,26432.0,10.95,-8269,7658,-527
2006-07-31,229000.0,228000.0,14822.0,11.0,-6314,4714,1473
2006-08-01,225000.0,229000.0,25423.0,11.05,1215,3766,3286
2006-08-02,229000.0,226500.0,23179.0,10.93,8760,-2240,3554
2006-08-03,228500.0,235500.0,29711.0,11.36,-17303,8555,8693
2006-08-04,236000.0,241000.0,25596.0,11.63,-11565,-3582,15317
2006-08-07,241000.0,241000.0,21654.0,11.63,-4584,-7653,12685
2006-08-08,238500.0,245000.0,16031.0,11.82,-6823,4606,1944
2006-08-09,244000.0,244000.0,14702.0,11.77,-1160,-1922,3577
2006-08-10,244500.0,241000.0,15067.0,11.63,-232,-5012,5400
2006-08-11,241000.0,239000.0,11495.0,11.53,-1059,106,1160
2006-08-14,239000.0,237000.0,7142.0,11.44,-2432,3582,-1800
2006-08-16,238000.0,240000.0,5370.0,11.58,-1898,2011,-215
2006-08-17,241500.0,237500.0,8336.0,11.46,-373,248,-481
2006-08-18,234000.0,230500.0,12864.0,11.12,5953,-1504,-4759
2006-08-21,231000.0,230500.0,6645.0,11.12,827,-3316,2488
2006-08-22,230000.0,233000.0,8887.0,11.24,-2414,1302,1229
2006-08-23,230500.0,228000.0,6860.0,11.0,2250,-1681,-876
2006-08-24,231000.0,225000.0,7593.0,10.86,3694,-383,-3591
2006-08-25,225000.0,226500.0,8239.0,10.93,462,1606,-2417
2006-08-28,226500.0,230500.0,7997.0,11.12,1107,2472,-3788
2006-08-29,231000.0,230000.0,8051.0,11.1,-60,4055,-3883
2006-08-30,230000.0,230500.0,4119.0,11.12,-358,586,-206
2006-08-31,231000.0,231500.0,31798.0,11.17,1618,1640,-4061
2006-09-01,233500.0,232000.0,11726.0,11.19,4509,-5904,1332
2006-09-04,232000.0,231500.0,4283.0,11.17,1257,-1058,-107
2006-09-05,230500.0,233000.0,6127.0,11.24,897,-521,209
2006-09-06,232000.0,238500.0,15748.0,11.51,-3832,801,3351
2006-09-07,238000.0,245000.0,24883.0,11.82,-10748,19202,-8338
2006-09-08,240000.0,245500.0,8839.0,11.85,-2066,5104,-3326
2006-09-11,245500.0,244000.0,8524.0,11.77,-2798,-433,2142
2006-09-12,242500.0,246000.0,11722.0,11.87,-4902,3846,47
2006-09-13,246500.0,250000.0,16988.0,12.06,-7380,10655,-2695
2006-09-14,251000.0,250500.0,23779.0,12.09,-2591,9991,-5814
2006-09-15,251000.0,256000.0,15445.0,12.35,-4202,3762,767
2006-09-18,253000.0,268500.0,28142.0,12.96,-15211,11521,2877
2006-09-19,265000.0,261000.0,19755.0,12.59,2387,-3603,1153
2006-09-20,258500.0,268000.0,11759.0,12.93,-4064,2023,1964
2006-09-21,264500.0,266000.0,9578.0,12.83,-2844,-992,3879
2006-09-22,269000.0,269000.0,10340.0,12.98,-1501,-2430,3073
2006-09-25,266500.0,272000.0,8338.0,13.12,-4419,2578,1826
2006-09-26,272000.0,267500.0,13455.0,12.91,-501,-4030,7279
2006-09-27,264500.0,270000.0,8176.0,13.03,-3223,1211,1784
2006-09-28,268500.0,267000.0,12252.0,12.88,24,324,-313
2006-09-29,272000.0,270000.0,10633.0,13.03,-2233,-1127,2328
2006-10-02,270000.0,271000.0,8069.0,13.08,-514,1913,-1545
2006-10-04,268000.0,265000.0,6629.0,12.79,610,-1455,1156
2006-10-09,260500.0,254000.0,23703.0,12.26,-117,-2596,2235
2006-10-10,254000.0,262000.0,9328.0,12.64,-2674,1221,1383
2006-10-11,258000.0,272500.0,16119.0,13.15,-6262,5634,576
2006-10-12,279000.0,272500.0,20540.0,13.15,-1573,-1413,4190
2006-10-13,274000.0,261500.0,39134.0,12.62,11518,4494,-17343
2006-10-16,262000.0,260000.0,19487.0,12.55,5631,-514,-5959
2006-10-17,260000.0,256500.0,11999.0,12.38,1466,1673,-3489
2006-10-18,255500.0,250000.0,19416.0,12.06,5346,4562,-10420
2006-10-19,246000.0,250000.0,26220.0,12.06,2116,1900,-3828
2006-10-20,248500.0,249000.0,8668.0,12.01,1080,1903,-3033
2006-10-23,250000.0,254000.0,21743.0,12.26,2447,437,-3095
2006-10-24,254000.0,250500.0,26018.0,12.09,3667,-5383,1431
2006-10-25,249500.0,249500.0,20723.0,12.04,2552,4106,-6823
2006-10-26,250000.0,252000.0,22468.0,12.16,2632,-10316,-2466
2006-10-27,252000.0,254500.0,11851.0,12.28,-644,-1158,1540
2006-10-30,254000.0,255500.0,4289.0,12.33,-1682,1321,229
2006-10-31,256500.0,256000.0,7466.0,12.35,-2247,1270,676
2006-11-01,256000.0,256000.0,9495.0,12.35,249,815,-1387
2006-11-02,256000.0,259000.0,15476.0,12.5,473,3725,-4541
2006-11-03,261000.0,271500.0,27922.0,13.1,-16751,16835,-2157
2006-11-06,269500.0,274500.0,22275.0,13.24,-3933,5438,-3503
2006-11-07,274500.0,280000.0,93684.0,13.51,-9330,12885,18237
2006-11-08,281000.0,276000.0,13756.0,13.32,-358,2470,-2153
2006-11-09,273500.0,279000.0,12197.0,13.46,-990,5141,-1528
2006-11-10,274500.0,277000.0,10743.0,13.37,-1430,4665,-3601
2006-11-13,274000.0,279500.0,15205.0,13.49,-2421,6865,-4594
2006-11-14,280000.0,280000.0,10283.0,13.51,-1303,-1332,2086
2006-11-15,277000.0,275000.0,23011.0,13.27,3351,1736,-6320
2006-11-16,272000.0,266500.0,14020.0,12.86,6672,-2348,-4800
2006-11-17,267000.0,268000.0,12338.0,12.93,1614,2574,-5649
2006-11-20,267000.0,264000.0,14775.0,12.74,1865,520,-5046
2006-11-21,261000.0,270000.0,12769.0,13.03,52,5864,-6754
2006-11-22,268000.0,268000.0,13886.0,12.93,2864,-1140,-2206
2006-11-23,266500.0,266000.0,7249.0,12.83,1752,1257,-2809
2006-11-24,263000.0,268000.0,12988.0,12.93,-516,704,-2182
2006-11-27,274000.0,279000.0,31008.0,13.46,-2187,-7312,6649
2006-11-28,276500.0,276000.0,45770.0,13.32,1889,-25413,-4438
2006-11-29,274500.0,274000.0,13359.0,13.22,200,2359,-2017
2006-11-30,273500.0,273000.0,59321.0,13.17,6337,-33652,-2457
2006-12-01,271000.0,268500.0,29031.0,12.96,3438,-19133,2523
2006-12-04,268500.0,268000.0,31466.0,12.93,857,-24957,1305
2006-12-05,270000.0,267000.0,21362.0,12.88,-52,303,333
2006-12-06,268500.0,269000.0,36196.0,12.98,-779,-30336,1451
2006-12-07,268000.0,264000.0,16135.0,12.74,6345,596,-10337
2006-12-08,264500.0,273000.0,59054.0,13.17,-5819,-27680,6225
2006-12-11,275000.0,284000.0,60179.0,13.7,-23272,18575,-256
2006-12-12,280500.0,282000.0,21170.0,13.61,-4449,4567,-2597
2006-12-13,278500.0,280000.0,23729.0,13.51,-1440,4670,-2427
2006-12-14,284500.0,282500.0,38277.0,13.63,-1527,-5428,-881
2006-12-15,279000.0,279000.0,24043.0,13.46,5059,4058,-9739
2006-12-18,277000.0,271000.0,73346.0,13.08,17326,-48274,269
2006-12-19,269500.0,271000.0,16694.0,13.08,3918,-1822,-165
2006-12-20,269000.0,274000.0,25053.0,13.22,-455,-7726,875
2006-12-21,272000.0,272500.0,39245.0,13.15,248,-25963,1687
2006-12-22,271000.0,279500.0,15808.0,13.49,-9193,-806,8006
2006-12-26,276000.0,279000.0,22979.0,13.46,-74,-12875,13095
2006-12-27,278500.0,279000.0,7254.0,13.46,-589,-300,-829
2006-12-28,279500.0,285000.0,14513.0,13.75,-1984,-3533,2729
2007-01-02,280500.0,274000.0,43740.0,14.67,7262,-15419,28066
2007-01-03,276000.0,274000.0,31508.0,14.67,664,-19868,21320
2007-01-04,274500.0,270500.0,48951.0,14.48,1021,-40515,11140
2007-01-05,270000.0,272000.0,24434.0,14.56,142,-12803,10242
2007-01-08,270500.0,272000.0,12686.0,14.56,210,-1613,1358
2007-01-09,274000.0,269500.0,20053.0,14.43,778,-9257,1240
2007-01-10,268000.0,262500.0,24699.0,14.05,4352,-11325,6202
2007-01-11,261500.0,261000.0,29856.0,13.97,6934,-14404,9571
2007-01-12,261000.0,261000.0,16959.0,13.97,2614,11,-3457
2007-01-15,260000.0,261000.0,41724.0,13.97,3468,-31794,-1920
2007-01-16,261000.0,258000.0,11074.0,13.81,4022,-617,-3156
2007-01-17,258500.0,250000.0,20022.0,13.38,5825,302,-7492
2007-01-18,250000.0,248500.0,20932.0,13.3,4921,-3842,31
2007-01-19,246000.0,236000.0,44784.0,12.63,16722,-1633,-6895
2007-01-22,232500.0,240000.0,76286.0,12.85,1327,27326,-30090
2007-01-23,236000.0,247000.0,21493.0,13.22,-4043,4333,-1334
2007-01-24,247000.0,256000.0,24670.0,13.7,-9482,10532,1574
2007-01-25,256000.0,255000.0,15780.0,13.65,-1896,7505,-5695
2007-01-26,250000.0,254000.0,15168.0,13.6,881,3593,-5378
2007-01-29,251500.0,250000.0,13468.0,13.38,-519,8465,-8476
2007-01-30,250000.0,252000.0,12967.0,13.49,-3674,9467,-6967
2007-01-31,251500.0,256000.0,11430.0,13.7,-5235,2310,1936
2007-02-01,256000.0,260000.0,9659.0,13.92,-2582,3846,-1524
2007-02-02,260000.0,260500.0,20524.0,13.94,-3125,-8970,927
