Symbol,농심_시가(원),농심_종가(원),농심_거래량(주),농심_PER(IFRS-연결),농심_순매수수량(개인)(주),농심_순매수수량(기관계)(주),농심_순매수수량(외국인계)(주)
2004-02-02,217500.0,215500.0,8429.0,14.08,-2950,2050,910
2004-02-03,211000.0,218000.0,16060.0,14.24,-3563,5883,-2010
2004-02-04,216000.0,213500.0,6058.0,13.95,320,70,-430
2004-02-05,216000.0,218500.0,12200.0,14.27,-4351,4331,-1220
2004-02-06,216000.0,229000.0,26761.0,14.96,-9997,-2124,13070
2004-02-09,231000.0,225000.0,7955.0,14.7,1865,-1845,0
2004-02-10,223000.0,223500.0,15444.0,14.6,63,-6063,4930
2004-02-11,221000.0,220000.0,19489.0,14.37,2209,-4283,2430
2004-02-12,221000.0,220000.0,21510.0,14.37,1884,-4274,870
2004-02-13,218500.0,222000.0,11064.0,14.5,-1441,-132,650
2004-02-16,221500.0,217500.0,12754.0,14.21,3654,-6224,3070
2004-02-17,215000.0,220000.0,10279.0,14.37,-3180,-2621,5810
2004-02-18,218000.0,215000.0,25860.0,14.05,4720,-3921,-721
2004-02-19,215500.0,217000.0,17600.0,14.18,-3120,-1170,4690
2004-02-20,217000.0,215000.0,12597.0,14.05,37,-4537,5230
2004-02-23,213000.0,212500.0,22683.0,13.88,1218,2565,-4653
2004-02-24,213500.0,210000.0,19042.0,13.72,-1029,-1789,2428
2004-02-25,210000.0,211000.0,11714.0,13.78,-3694,-348,4202
2004-02-26,208500.0,202000.0,20580.0,13.2,6278,-1088,-4360
2004-02-27,202000.0,200000.0,26081.0,13.07,3483,689,-5942
2004-03-02,201000.0,200500.0,23361.0,13.1,9047,2043,-11130
2004-03-03,198000.0,198000.0,23987.0,12.93,13185,-15945,2930
2004-03-04,199500.0,196000.0,30507.0,12.8,10992,-4242,-6370
2004-03-05,196000.0,195000.0,90791.0,12.74,29757,7533,-36940
2004-03-08,197000.0,201500.0,60627.0,13.16,1426,2944,910
2004-03-09,204500.0,210000.0,77319.0,13.72,-16970,30940,-14040
2004-03-10,207500.0,204500.0,32518.0,13.36,-8821,1891,6780
2004-03-11,203500.0,211500.0,64271.0,13.82,-13700,-8540,18400
2004-03-12,214000.0,215000.0,80856.0,14.05,-26556,1330,25756
2004-03-15,219000.0,221000.0,27832.0,14.44,-11797,-4833,16950
2004-03-16,220500.0,222500.0,17598.0,14.54,-11397,2817,9210
2004-03-17,221500.0,221500.0,13598.0,14.47,-6224,4251,4570
2004-03-18,222000.0,222000.0,13034.0,14.5,-3262,-3408,6340
2004-03-19,223000.0,223000.0,9725.0,14.57,-1957,1583,824
2004-03-22,216000.0,219000.0,13386.0,14.31,-2581,-3569,5850
2004-03-23,219000.0,222500.0,13432.0,14.54,-4096,866,4360
2004-03-24,220000.0,225000.0,9471.0,14.7,1453,-3728,2430
2004-03-25,221500.0,223000.0,10511.0,14.57,-2619,-1551,3860
2004-03-26,221000.0,231000.0,21260.0,15.09,-8472,4162,5040
2004-03-29,231000.0,226500.0,15276.0,14.8,1416,-756,-1790
2004-03-30,225000.0,222000.0,12994.0,14.5,2912,-5962,2560
2004-03-31,221000.0,222000.0,15736.0,14.5,2623,98,-1901
2004-04-01,222000.0,221500.0,14084.0,14.47,2644,-8904,6540
2004-04-02,220500.0,220000.0,10841.0,14.37,2091,-2687,210
2004-04-06,222000.0,220000.0,29708.0,14.37,7348,-6328,-460
2004-04-07,219000.0,217000.0,29952.0,14.18,8877,-7477,-1400
2004-04-08,217000.0,214000.0,40677.0,13.98,15574,-6294,-7550
2004-04-09,213500.0,220500.0,24234.0,14.4,-9520,-1330,6330
2004-04-12,222000.0,220500.0,16014.0,14.4,-3102,1472,-80
2004-04-13,223500.0,220000.0,17896.0,14.37,1836,-6296,4950
2004-04-14,218000.0,220000.0,13874.0,14.37,-2940,-280,3700
2004-04-16,221500.0,219000.0,13799.0,14.31,1928,-4592,3720
2004-04-19,217500.0,218500.0,20135.0,14.27,-1242,-8863,10740
2004-04-20,221000.0,227000.0,25100.0,14.83,-9314,9714,-1060
2004-04-21,224500.0,230000.0,21546.0,15.03,-8948,5627,2790
2004-04-22,228000.0,228000.0,30657.0,14.89,-11093,5363,5330
2004-04-23,230000.0,230000.0,21311.0,15.03,-5927,2857,3910
2004-04-26,227500.0,225000.0,16830.0,14.7,950,-610,-3930
2004-04-27,223500.0,224500.0,14270.0,14.67,-758,3266,-2978
2004-04-28,224500.0,220000.0,13934.0,14.37,1964,-184,-1480
2004-04-29,221500.0,218500.0,42580.0,14.27,-1950,1750,-3590
2004-04-30,219000.0,225500.0,21420.0,14.73,-4350,1323,3872
2004-05-03,231000.0,228000.0,15349.0,14.89,-4541,2621,1580
2004-05-04,228000.0,234500.0,21940.0,15.32,-2410,180,2550
2004-05-06,235500.0,228000.0,20415.0,14.89,-320,-1190,1260
2004-05-07,228000.0,225000.0,21675.0,14.7,-13,-3157,2960
2004-05-10,225000.0,216000.0,19847.0,14.11,-2468,1686,2541
2004-05-11,224000.0,216000.0,16801.0,14.11,-1125,1586,-551
2004-05-12,214000.0,216000.0,19573.0,14.11,4358,-188,-1090
2004-05-13,216500.0,208000.0,21429.0,13.59,3980,-2120,-250
2004-05-14,207000.0,200000.0,40107.0,13.07,7075,-9555,6540
2004-05-17,198500.0,208000.0,37749.0,13.59,-11671,4081,14870
2004-05-18,207000.0,202000.0,23522.0,13.2,1266,4314,-9620
2004-05-19,199000.0,207500.0,21788.0,13.56,1704,-3684,-5220
2004-05-20,204000.0,203000.0,17624.0,13.26,4728,-4178,-190
2004-05-21,204000.0,208000.0,12998.0,13.59,-4852,4752,-340
2004-05-24,207500.0,206000.0,12353.0,13.46,3938,-4508,1200
2004-05-25,205000.0,201500.0,20798.0,13.16,588,-11098,10550
2004-05-27,204500.0,213000.0,36325.0,13.91,-10070,-7580,21890
2004-05-28,212000.0,219000.0,13950.0,14.31,-1910,-4610,6820
2004-05-31,217000.0,223000.0,16842.0,14.57,-1850,4240,-340
2004-06-01,223000.0,229500.0,18780.0,14.99,-6330,1480,5110
2004-06-02,230000.0,231000.0,23241.0,15.09,-3417,-8103,11560
2004-06-03,231000.0,225000.0,18078.0,14.7,-2769,-346,3095
2004-06-04,226000.0,233500.0,25320.0,15.25,-2791,-5179,8870
2004-06-07,230000.0,235000.0,18800.0,15.35,-565,-2365,1770
2004-06-08,233500.0,230000.0,13391.0,15.03,1219,2321,-5000
2004-06-09,230000.0,225500.0,33251.0,14.73,241,-3991,4150
2004-06-10,222500.0,218000.0,28717.0,14.24,4430,-6070,-4330
2004-06-11,218500.0,206000.0,24525.0,13.46,8266,-7706,90
2004-06-14,205000.0,219000.0,35953.0,14.31,-7127,-2323,7370
2004-06-15,222500.0,230500.0,27330.0,15.06,-7751,-5149,12330
2004-06-16,231000.0,227000.0,12010.0,14.83,-1980,680,1550
2004-06-17,234000.0,234000.0,20987.0,15.29,-3882,-5318,4380
2004-06-18,229500.0,237000.0,21961.0,15.48,-3610,-8850,12690
2004-06-21,237500.0,230500.0,21969.0,15.06,1768,-2918,3840
2004-06-22,230500.0,238000.0,15036.0,15.55,-4960,1540,3680
2004-06-23,243500.0,242000.0,18136.0,15.81,-4900,3720,3510
2004-06-24,245500.0,254000.0,29460.0,16.59,-5131,-4429,9870
2004-06-25,258000.0,254000.0,25299.0,16.59,-3346,816,7680
2004-06-28,254000.0,250000.0,12382.0,16.33,3124,-7804,4840
2004-06-29,253000.0,256500.0,14088.0,16.76,-2960,1640,2610
2004-06-30,257000.0,262500.0,13994.0,17.15,-4386,2126,3900
2004-07-01,260500.0,261500.0,18711.0,17.08,990,-520,130
2004-07-02,253000.0,252500.0,11001.0,16.5,3711,-3781,780
2004-07-05,250000.0,257000.0,16465.0,16.79,-1721,-5639,7570
2004-07-06,253000.0,251500.0,10888.0,16.43,1418,-3978,2270
2004-07-07,250500.0,251500.0,8450.0,16.43,-750,-2150,2850
2004-07-08,254000.0,243500.0,19033.0,15.91,4308,-12188,8560
2004-07-09,240500.0,243000.0,8442.0,15.87,-640,1110,950
2004-07-12,243500.0,241000.0,9762.0,15.74,460,-280,440
2004-07-13,244500.0,241000.0,9431.0,15.74,1119,-2079,-10
2004-07-14,241000.0,239000.0,10680.0,15.61,2900,-2380,-410
2004-07-15,236000.0,239000.0,11284.0,15.61,-140,-50,250
2004-07-16,237500.0,242000.0,18235.0,15.81,-2341,401,2310
2004-07-19,238000.0,252000.0,17692.0,16.46,-6367,707,4870
2004-07-20,251500.0,246500.0,13242.0,16.1,1435,-4715,3650
2004-07-21,253000.0,249500.0,10130.0,16.3,-4130,3360,450
2004-07-22,245000.0,242500.0,9116.0,15.84,3763,-3563,190
2004-07-23,239500.0,235000.0,15557.0,15.35,8430,-1300,-7170
2004-07-26,228500.0,233500.0,8389.0,15.25,676,2844,-3610
2004-07-27,233500.0,228500.0,21602.0,14.93,4607,5881,-11138
2004-07-28,231000.0,235500.0,16478.0,15.38,-6466,3206,3400
2004-07-29,237000.0,235000.0,9080.0,15.35,-60,2300,-1940
2004-07-30,232000.0,230500.0,20902.0,15.06,4873,4070,-11043
2004-08-02,228500.0,219000.0,29706.0,14.31,10814,1666,-12470
2004-08-03,223000.0,220500.0,16770.0,14.4,-1276,2916,20
2004-08-04,216000.0,222500.0,14565.0,14.54,-3546,1825,1771
2004-08-05,220500.0,227000.0,19624.0,14.83,-2567,-191,3568
2004-08-06,221000.0,220500.0,15645.0,14.4,2823,-5983,2920
2004-08-09,224000.0,221500.0,10511.0,14.47,878,-138,-940
2004-08-10,221000.0,225000.0,13498.0,14.7,-407,-1343,1790
2004-08-11,226000.0,235500.0,31293.0,15.38,-13160,-2380,14300
2004-08-12,240000.0,236500.0,21530.0,15.45,-2300,3960,-1510
2004-08-13,237000.0,249000.0,27442.0,16.27,-13390,3010,11210
2004-08-16,248000.0,246000.0,12945.0,16.07,-1630,-760,1260
2004-08-17,249000.0,242000.0,8491.0,15.81,1197,-1257,-980
2004-08-18,244500.0,242000.0,7450.0,15.81,-2370,3030,-120
2004-08-19,240500.0,240000.0,14864.0,15.68,639,5991,-5430
2004-08-20,240000.0,242000.0,8800.0,15.81,-720,2830,-1310
2004-08-23,241500.0,235000.0,15519.0,15.35,8889,341,-8980
2004-08-24,235000.0,233000.0,28735.0,15.22,9845,2435,-16440
2004-08-25,233000.0,238000.0,32129.0,15.55,-469,7209,-7160
2004-08-26,239500.0,237000.0,26437.0,15.48,4456,-1226,-2760
2004-08-27,239000.0,243500.0,24945.0,15.91,-3855,145,4110
2004-08-30,240500.0,237500.0,18659.0,15.52,5926,-2956,-2990
2004-08-31,238000.0,241000.0,11101.0,15.74,-2526,246,2280
2004-09-01,241000.0,249000.0,21921.0,16.27,-13140,6110,7190
2004-09-02,246500.0,244000.0,12710.0,15.94,5745,-2515,-80
2004-09-03,246500.0,240000.0,15171.0,15.68,6306,-4946,-490
2004-09-06,242500.0,240500.0,17831.0,15.71,1781,-2421,650
2004-09-07,240500.0,238500.0,8878.0,15.58,1510,50,-1750
2004-09-08,242500.0,238500.0,13751.0,15.58,1788,-5456,3970
2004-09-09,236500.0,237000.0,21162.0,15.48,5262,-3502,-4470
2004-09-10,235500.0,232500.0,38825.0,15.19,27045,-9235,-13490
2004-09-13,233000.0,233500.0,32096.0,15.25,8056,2522,-10200
2004-09-14,234000.0,234000.0,28065.0,15.29,-2958,-5247,6810
2004-09-15,233500.0,236500.0,21042.0,15.45,3068,-4378,1460
2004-09-16,236000.0,236000.0,19113.0,15.42,1520,4993,-6891
2004-09-17,236000.0,232000.0,23637.0,15.16,10039,-8620,-869
2004-09-20,231500.0,238000.0,17386.0,15.55,-9660,4994,1380
2004-09-21,238000.0,243000.0,19125.0,15.87,-10299,4539,5660
2004-09-22,245500.0,241500.0,17390.0,15.78,-3332,2442,430
2004-09-23,239000.0,235500.0,11590.0,15.38,-638,-162,520
2004-09-24,235000.0,240000.0,33665.0,15.68,-1772,4582,-6230
2004-09-30,243000.0,246000.0,15107.0,16.07,-6334,-2046,2970
2004-10-01,244000.0,248500.0,12047.0,16.23,-8055,5095,3180
2004-10-04,250000.0,253000.0,20430.0,16.53,-8867,7025,1380
2004-10-05,254000.0,249000.0,9818.0,16.27,-763,-1127,320
2004-10-06,250500.0,248000.0,13392.0,16.2,71,-2451,2190
2004-10-07,248000.0,249000.0,11054.0,16.27,2861,-2471,1510
2004-10-08,250000.0,241500.0,23639.0,15.78,8795,2291,-6390
2004-10-11,238000.0,240000.0,14952.0,15.68,5743,747,-6810
2004-10-12,238500.0,234000.0,33332.0,15.29,11262,-5502,-6880
2004-10-13,235500.0,231500.0,26492.0,15.12,8846,-166,-11280
2004-10-14,228500.0,226000.0,25763.0,14.76,12048,-2988,-8680
2004-10-15,222500.0,221000.0,29060.0,14.44,12960,-3760,-5390
2004-10-18,224000.0,223500.0,17834.0,14.6,1100,1410,-2230
2004-10-19,225000.0,220000.0,37194.0,14.37,16064,7276,-25000
2004-10-20,222000.0,218000.0,42280.0,14.24,14805,9785,-24880
2004-10-21,212500.0,214000.0,33704.0,13.98,-2446,13666,-10640
2004-10-22,212500.0,215000.0,32472.0,14.05,3580,7520,-18410
2004-10-25,209000.0,215000.0,27592.0,14.05,-3557,7417,-2150
2004-10-26,215000.0,220000.0,18986.0,14.37,-1910,8240,-5760
2004-10-27,220000.0,226000.0,27050.0,14.76,-4780,12380,-9120
2004-10-28,226000.0,232000.0,32392.0,15.16,-14140,5660,8020
2004-10-29,229000.0,235000.0,21882.0,15.35,-10818,11548,-2430
2004-11-01,230500.0,230500.0,11960.0,15.06,-1455,169,266
2004-11-02,232000.0,226500.0,20675.0,14.8,2204,2016,-6410
2004-11-03,227000.0,226500.0,31275.0,14.8,7430,3120,-9040
2004-11-04,227000.0,224000.0,7928.0,14.63,-1853,-2587,2900
2004-11-05,226500.0,228000.0,25268.0,14.89,-3254,-852,7716
2004-11-08,228500.0,230000.0,31076.0,15.03,-7174,5014,4230
2004-11-09,233000.0,237500.0,29733.0,15.52,-9355,-1635,7250
2004-11-10,237500.0,238000.0,16515.0,15.55,-7798,7628,260
2004-11-11,238000.0,234500.0,17256.0,15.32,-3936,2720,-750
2004-11-12,232000.0,232000.0,24371.0,15.16,3371,4819,-6990
2004-11-15,230500.0,229500.0,18423.0,14.99,9368,-4269,-4940
2004-11-16,231000.0,228000.0,14304.0,14.89,5730,-3309,-2710
2004-11-17,230500.0,228000.0,17555.0,14.89,4372,-3942,-1220
2004-11-18,226000.0,225000.0,17801.0,14.7,5106,-1136,-4810
2004-11-19,225000.0,222000.0,21823.0,14.5,5851,-2054,-4200
2004-11-22,220000.0,218500.0,18503.0,14.27,7424,-1164,-8710
2004-11-23,218000.0,219000.0,15042.0,14.31,2935,955,-4150
2004-11-24,217500.0,221500.0,20588.0,14.47,4251,1679,-6110
2004-11-25,221500.0,222000.0,9605.0,14.5,571,-1411,800
2004-11-26,225000.0,218000.0,21347.0,14.24,135,2993,-3176
2004-11-29,216500.0,221500.0,15899.0,14.47,-180,-1670,-40
2004-11-30,219000.0,224000.0,22532.0,14.63,-3000,1420,780
2004-12-01,222000.0,222000.0,7769.0,14.5,593,1277,-2390
2004-12-02,225000.0,220500.0,24387.0,14.4,6057,-4771,3470
2004-12-03,220000.0,217000.0,33950.0,14.18,17850,-3790,-8830
2004-12-06,217500.0,218000.0,21644.0,14.24,471,3089,-3870
2004-12-07,216500.0,218500.0,14378.0,14.27,-6818,5668,1250
2004-12-08,215000.0,218500.0,26292.0,14.27,-850,-3060,4420
2004-12-09,216000.0,218500.0,36938.0,14.27,4968,-228,-4160
2004-12-10,218500.0,220000.0,12870.0,14.37,-5600,3980,2100
2004-12-13,219000.0,221000.0,10371.0,14.44,-3206,1966,2060
2004-12-14,222000.0,225500.0,21634.0,14.73,-6053,2263,4770
2004-12-15,225500.0,225500.0,18661.0,14.73,-1115,1115,460
2004-12-16,225500.0,222000.0,24907.0,14.5,-2067,2827,3180
2004-12-17,222000.0,223000.0,22326.0,14.57,1926,-665,700
2004-12-20,220000.0,225500.0,19901.0,14.73,-2206,4299,925
2004-12-21,223000.0,233000.0,69346.0,15.22,-32331,16287,17899
2004-12-22,236000.0,233000.0,22326.0,15.22,-3111,2861,2220
2004-12-23,232000.0,238500.0,57696.0,15.58,-21027,8117,13760
2004-12-24,243000.0,239500.0,17744.0,15.65,-1795,-43,3847
2004-12-27,239500.0,240000.0,7082.0,15.68,-2998,2895,-100
2004-12-28,240000.0,240000.0,12884.0,15.68,-3847,4227,-250
2004-12-29,233000.0,244000.0,17316.0,15.94,-5804,2186,1660
2004-12-30,245000.0,249500.0,23362.0,16.3,-6430,899,2360
2005-01-03,247500.0,241500.0,7909.0,10.64,1437,-1458,290
2005-01-04,241500.0,242000.0,16058.0,10.66,-212,-4944,5630
2005-01-05,243000.0,241000.0,12590.0,10.61,-935,-5144,6996
2005-01-06,243000.0,240000.0,15525.0,10.57,-5360,4226,3374
2005-01-07,238500.0,234500.0,15597.0,10.33,5430,-3960,70
2005-01-10,231000.0,234000.0,8878.0,10.3,-169,-881,1660
2005-01-11,234000.0,235500.0,15577.0,10.37,1037,581,-292
2005-01-12,234000.0,239000.0,13632.0,10.53,-118,280,-1175
2005-01-13,241000.0,244500.0,11655.0,10.77,-5518,2583,700
2005-01-14,244500.0,247500.0,24272.0,10.9,-6192,4428,3586
2005-01-17,245000.0,246000.0,11819.0,10.83,529,963,-1013
2005-01-18,243000.0,238500.0,28021.0,10.5,9241,-2785,-6630
2005-01-19,237000.0,236500.0,21316.0,10.42,4212,-7331,5034
2005-01-20,235500.0,236500.0,15084.0,10.42,3318,-4910,1430
2005-01-21,234000.0,238500.0,14756.0,10.5,-668,-91,109
2005-01-24,237000.0,239000.0,18124.0,10.53,2543,-3079,620
2005-01-25,237500.0,240000.0,29357.0,10.57,1056,-4503,3241
2005-01-26,238000.0,241000.0,13004.0,10.61,-4317,3892,324
2005-01-27,239000.0,237500.0,9607.0,10.46,-671,1948,-1288
2005-01-28,237500.0,237000.0,17517.0,10.44,3389,55,2210
2005-01-31,237000.0,242500.0,21812.0,10.68,122,2476,-3460
2005-02-01,242500.0,241000.0,10514.0,10.61,-900,-2940,4171
2005-02-02,243000.0,252000.0,34530.0,11.1,-14770,-2733,16780
2005-02-03,252500.0,256500.0,27663.0,11.3,-10670,402,8348
2005-02-04,254000.0,266000.0,32424.0,11.71,-13602,2682,10249
2005-02-07,266000.0,278500.0,31047.0,12.26,-3446,-9453,14007
2005-02-11,278000.0,277500.0,31082.0,12.22,-2922,-10776,18796
2005-02-14,274000.0,278000.0,28611.0,12.24,211,-10193,12991
2005-02-15,275000.0,270000.0,20290.0,11.89,3430,-9326,6091
2005-02-16,270500.0,263000.0,30097.0,11.58,10515,-4636,-6357
2005-02-17,268000.0,277000.0,34936.0,12.2,-6310,-15674,22821
2005-02-18,277500.0,274000.0,21049.0,12.07,1218,-12073,10835
2005-02-21,270000.0,277500.0,30333.0,12.22,2572,-7604,4564
2005-02-22,273500.0,274000.0,16559.0,12.07,-332,-3551,4279
2005-02-23,270500.0,277000.0,10034.0,12.2,-1403,1119,174
2005-02-24,279500.0,285000.0,34305.0,12.55,-4139,-6581,11594
2005-02-25,289500.0,285000.0,21403.0,12.55,668,-9910,10254
2005-02-28,285000.0,285000.0,22408.0,12.55,2320,-11366,8538
2005-03-02,295000.0,297000.0,29723.0,13.08,-6983,-9085,17789
2005-03-03,298000.0,309000.0,36316.0,13.61,-4879,-10770,16477
2005-03-04,321000.0,318500.0,31993.0,14.03,917,-5386,7365
2005-03-07,321000.0,315000.0,21005.0,13.87,-79,-6696,7045
2005-03-08,315000.0,307000.0,11148.0,13.52,1695,-1758,-44
2005-03-09,313000.0,312000.0,21745.0,13.74,1465,-8666,6991
2005-03-10,315000.0,310000.0,27655.0,13.65,7290,-193,-4229
2005-03-11,310000.0,326000.0,15727.0,14.36,-4563,1691,1730
2005-03-14,325000.0,320000.0,28438.0,14.09,8289,-4609,-3862
2005-03-15,316000.0,305500.0,40994.0,13.45,8480,-4545,-3656
2005-03-16,305500.0,304000.0,20830.0,13.39,810,-2381,1952
2005-03-17,310000.0,305000.0,18307.0,13.43,-2451,-108,2274
2005-03-18,301000.0,311000.0,27990.0,13.7,-2260,-3377,4314
2005-03-21,311000.0,306500.0,15807.0,13.5,1492,-6303,4718
2005-03-22,308000.0,305000.0,23992.0,13.43,2436,-3977,1309
2005-03-23,304000.0,285000.0,36263.0,12.55,12378,-9671,-1327
2005-03-24,289000.0,288500.0,20152.0,12.7,-4497,606,3576
2005-03-25,286000.0,290000.0,6799.0,12.77,-535,119,430
2005-03-28,288500.0,296500.0,7111.0,13.06,-2554,2910,-120
2005-03-29,300000.0,291000.0,13469.0,12.82,511,-6839,6175
2005-03-30,292500.0,291000.0,6608.0,12.82,-1119,2281,-276
2005-03-31,292500.0,290000.0,29793.0,12.77,4426,396,-4932
2005-04-01,287500.0,291000.0,27809.0,12.82,2657,335,-3320
2005-04-04,293000.0,289000.0,13452.0,12.73,1902,-900,-1428
2005-04-06,289000.0,295000.0,29672.0,12.99,-1440,-7407,8919
2005-04-07,299000.0,291000.0,8725.0,12.82,1591,-1091,-486
2005-04-08,294000.0,302000.0,20910.0,13.3,-6738,-8130,14862
2005-04-11,301000.0,306000.0,15993.0,13.48,-2809,-3461,6867
2005-04-12,309000.0,305000.0,9415.0,13.43,-2252,-2596,4795
2005-04-13,309000.0,305500.0,12631.0,13.45,-450,-2409,3495
2005-04-14,300000.0,291500.0,17500.0,12.84,5949,-8233,800
2005-04-15,295000.0,297000.0,13044.0,13.08,-1908,-5235,6667
2005-04-18,297000.0,285500.0,19143.0,12.57,1358,-1604,-87
2005-04-19,289000.0,288500.0,13462.0,12.7,-356,-6137,6680
2005-04-20,289500.0,294000.0,15773.0,12.95,-1184,-2988,3877
2005-04-21,288000.0,294000.0,9621.0,12.95,-541,764,-730
2005-04-22,304000.0,295000.0,14231.0,12.99,1267,-10200,9154
2005-04-25,298000.0,298000.0,6899.0,13.12,-1677,-2445,3201
2005-04-26,303500.0,305500.0,222047.0,13.45,-129885,2252,2503
2005-04-27,303000.0,301500.0,16696.0,13.28,-1083,-5969,3114
2005-04-28,306000.0,300500.0,13058.0,13.23,-5280,5247,-1331
2005-04-29,304500.0,305000.0,10820.0,13.43,-2591,5360,-4685
2005-05-02,311000.0,308500.0,17926.0,13.59,-1973,14020,-11828
2005-05-03,309000.0,308000.0,18729.0,13.56,-564,13471,-13171
2005-05-04,309000.0,320000.0,16659.0,14.09,-7969,-2725,8591
2005-05-06,325000.0,321500.0,7158.0,14.16,-2940,-758,3827
2005-05-09,321500.0,323500.0,9849.0,14.25,-2109,-1099,3614
2005-05-10,327500.0,321000.0,4322.0,14.14,-566,990,-694
2005-05-11,320000.0,315000.0,8418.0,13.87,1349,2387,-4428
2005-05-12,311500.0,305000.0,13289.0,13.43,6892,279,-6773
2005-05-13,306000.0,298500.0,30604.0,13.15,8711,-8547,-1736
2005-05-16,300000.0,299500.0,10824.0,13.19,928,-540,-454
2005-05-17,301000.0,301500.0,26275.0,13.28,-458,-10092,10042
2005-05-18,302000.0,302500.0,13855.0,13.32,-113,-3586,2467
2005-05-19,306000.0,305000.0,20939.0,13.43,-594,-3913,4792
2005-05-20,307000.0,305000.0,8444.0,13.43,417,-28,-1435
2005-05-23,307000.0,304500.0,4046.0,13.41,30,1000,-957
2005-05-24,304500.0,296000.0,32938.0,13.04,11447,-6959,-948
2005-05-25,296500.0,296500.0,21135.0,13.06,3190,-8042,5440
2005-05-26,296500.0,300000.0,11633.0,13.21,-3025,5978,-3844
2005-05-27,298000.0,303000.0,30086.0,13.34,-884,3547,-3521
2005-05-30,303500.0,304000.0,8280.0,13.39,-730,1665,-1308
2005-05-31,302000.0,304500.0,20152.0,13.41,-1748,1086,420
2005-06-01,305000.0,304500.0,13168.0,13.41,-913,838,-410
2005-06-02,307000.0,301500.0,16488.0,13.28,4680,3481,-7724
2005-06-03,301500.0,302500.0,6475.0,13.32,1329,805,-2102
2005-06-07,303500.0,301500.0,18273.0,13.28,-1463,128,1315
2005-06-08,301500.0,302000.0,34360.0,13.3,2288,17354,-19988
2005-06-09,302000.0,300000.0,35681.0,13.21,1712,3727,-4404
2005-06-10,303000.0,303000.0,59670.0,13.34,500,25609,-27559
2005-06-13,302500.0,303000.0,12820.0,13.34,2125,-400,-1891
2005-06-14,302000.0,304500.0,10527.0,13.41,-1696,1779,-2138
2005-06-15,303500.0,302000.0,14942.0,13.3,1173,1539,-3428
2005-06-16,303000.0,303000.0,11961.0,13.34,-289,-310,510
2005-06-17,302500.0,304000.0,14126.0,13.39,70,957,-1070
2005-06-20,304000.0,304500.0,8811.0,13.41,-2405,408,1919
2005-06-21,304500.0,301500.0,13455.0,13.28,177,-1515,1175
2005-06-22,299500.0,302500.0,19533.0,13.32,228,4039,-4637
2005-06-23,303500.0,309000.0,20075.0,13.61,-4468,-1691,5944
2005-06-24,310000.0,311000.0,17438.0,13.7,-1233,-3083,3532
2005-06-27,310000.0,301500.0,13035.0,13.28,238,-3833,3252
2005-06-28,302000.0,304500.0,17126.0,13.41,-1141,114,3219
2005-06-29,302500.0,302000.0,32013.0,13.3,2202,15013,-18115
2005-06-30,301500.0,300000.0,37982.0,13.21,1301,584,-2762
2005-07-01,301500.0,301500.0,25487.0,13.28,-155,4362,-4588
2005-07-04,303000.0,301500.0,41052.0,13.28,242,19590,-19665
2005-07-05,298000.0,300000.0,20642.0,13.21,-614,-7673,11158
2005-07-06,301500.0,299500.0,26752.0,13.19,1579,-4200,2427
2005-07-07,298000.0,291500.0,72752.0,12.84,19881,-28855,9044
2005-07-08,294000.0,287500.0,44755.0,12.66,7962,-20021,13968
2005-07-11,288000.0,289000.0,50610.0,12.73,8521,-6882,6726
2005-07-12,290000.0,288000.0,31457.0,12.68,7910,-1377,-5137
2005-07-13,290000.0,290000.0,44093.0,12.77,3245,-1979,4284
2005-07-14,292000.0,290000.0,39985.0,12.77,3413,-3991,-137
2005-07-15,291000.0,292500.0,15119.0,12.88,-5023,826,2673
2005-07-18,293500.0,295000.0,11835.0,12.99,-4305,-773,5138
2005-07-19,293500.0,300000.0,12881.0,13.21,-9031,6843,2652
2005-07-20,302000.0,304000.0,32883.0,13.39,-11296,-7154,20037
2005-07-21,304000.0,304000.0,22616.0,13.39,-400,-7860,11214
2005-07-22,308000.0,310000.0,23640.0,13.65,-13040,1941,12292
2005-07-25,312000.0,307500.0,9954.0,13.54,-486,899,-1416
2005-07-26,307500.0,308000.0,21124.0,13.56,-2643,-3203,6826
2005-07-27,308000.0,303000.0,25720.0,13.34,3591,-3085,441
2005-07-28,304000.0,301000.0,23938.0,13.26,8074,-4839,-2983
2005-07-29,301000.0,297000.0,15534.0,13.08,4430,-7930,4365
2005-08-01,297000.0,299500.0,12877.0,13.19,1059,-7656,6370
2005-08-02,296000.0,301000.0,12011.0,13.26,-2653,-1587,4334
2005-08-03,300500.0,304000.0,31659.0,13.39,-4910,-13399,20834
2005-08-04,301500.0,297000.0,37752.0,13.08,12213,-13450,4548
2005-08-05,300000.0,295000.0,18797.0,12.99,1394,-5511,3913
2005-08-08,295000.0,290000.0,18467.0,12.77,3465,-4851,3617
2005-08-09,288000.0,289000.0,27389.0,12.73,3707,-5259,9783
2005-08-10,283000.0,275500.0,88619.0,12.13,47938,2042,-48030
2005-08-11,276000.0,279000.0,28474.0,12.29,8208,502,-7530
2005-08-12,279500.0,279500.0,22490.0,12.31,2981,1298,-2978
2005-08-16,277500.0,284000.0,24873.0,12.51,-5737,446,5327
2005-08-17,281000.0,288000.0,13154.0,12.68,-7352,-602,7882
2005-08-18,284500.0,276500.0,27726.0,12.18,10358,-369,-9948
