Symbol,오뚜기_시가(원),오뚜기_종가(원),오뚜기_거래량(주),오뚜기_PER(IFRS-연결),오뚜기_순매수수량(개인)(주),오뚜기_순매수수량(기관계)(주),오뚜기_순매수수량(외국인계)(주)
2015-12-01,1042000.0,1068000.0,7576.0,39.18,-735,-3505,4238
2015-12-02,1060000.0,1039000.0,8222.0,38.12,2403,-3830,1434
2015-12-03,1038000.0,1035000.0,6289.0,37.97,1071,-2106,1035
2015-12-04,1028000.0,1005000.0,5461.0,36.87,2497,-2169,-328
2015-12-07,1011000.0,1032000.0,8083.0,37.86,-1244,-1184,1884
2015-12-08,1040000.0,1043000.0,6052.0,38.26,-1675,-54,1584
2015-12-09,1052000.0,1041000.0,6383.0,38.19,-1509,1488,-12
2015-12-10,1042000.0,1080000.0,7671.0,39.62,-2219,1315,907
2015-12-11,1080000.0,1101000.0,7311.0,40.39,-2291,1499,793
2015-12-14,1085000.0,1141000.0,9087.0,41.86,-2733,3383,-652
2015-12-15,1153000.0,1115000.0,7281.0,40.91,927,-353,-574
2015-12-16,1132000.0,1125000.0,5304.0,41.27,-1401,-108,1517
2015-12-17,1128000.0,1135000.0,4228.0,41.64,-314,-1111,1439
2015-12-18,1118000.0,1159000.0,6446.0,42.52,-3099,-37,3102
2015-12-21,1160000.0,1191000.0,4449.0,43.69,-1331,1164,155
2015-12-22,1208000.0,1197000.0,4022.0,43.91,-447,305,158
2015-12-23,1203000.0,1184000.0,3266.0,43.44,-82,-368,435
2015-12-24,1191000.0,1173000.0,4048.0,43.03,-349,-73,449
2015-12-28,1185000.0,1200000.0,5282.0,44.02,-1061,958,103
2015-12-29,1201000.0,1206000.0,4523.0,44.24,432,-1130,703
2015-12-30,1206000.0,1225000.0,5732.0,44.94,-132,-287,419
2016-01-04,1260000.0,1255000.0,5954.0,41.33,-310,136,409
2016-01-05,1258000.0,1255000.0,9201.0,41.33,461,-663,305
2016-01-06,1263000.0,1273000.0,8078.0,41.92,-582,-1002,1894
2016-01-07,1274000.0,1294000.0,5854.0,42.62,-244,-974,1449
2016-01-08,1309000.0,1295000.0,4704.0,42.65,74,-411,454
2016-01-11,1278000.0,1283000.0,4709.0,42.25,536,-1529,993
2016-01-12,1295000.0,1277000.0,4200.0,42.06,-451,-303,940
2016-01-13,1277000.0,1258000.0,7203.0,41.43,36,-1951,1799
2016-01-14,1252000.0,1238000.0,6756.0,40.77,882,-3123,2345
2016-01-15,1247000.0,1280000.0,7326.0,42.15,-1585,-539,2586
2016-01-18,1281000.0,1300000.0,4870.0,42.81,-1259,1133,132
2016-01-19,1297000.0,1315000.0,5862.0,43.31,-1221,280,940
2016-01-20,1302000.0,1295000.0,5062.0,42.65,-176,-105,289
2016-01-21,1310000.0,1319000.0,5113.0,43.44,-456,1638,-1182
2016-01-22,1348000.0,1425000.0,11448.0,46.93,-2297,1659,830
2016-01-25,1434000.0,1377000.0,10004.0,45.35,1959,-939,-1060
2016-01-26,1377000.0,1369000.0,5730.0,45.09,1038,-1814,666
2016-01-27,1393000.0,1376000.0,7550.0,45.32,9,-1802,1909
2016-01-28,1375000.0,1383000.0,4923.0,45.55,-74,-1247,1321
2016-01-29,1381000.0,1414000.0,6631.0,46.57,-403,-390,793
2016-02-01,1414000.0,1384000.0,8577.0,45.58,2165,-2361,119
2016-02-02,1361000.0,1409000.0,6317.0,46.4,-2890,437,2526
2016-02-03,1408000.0,1410000.0,4121.0,46.44,6,-1376,1520
2016-02-04,1416000.0,1381000.0,5039.0,45.48,902,-603,-388
2016-02-05,1381000.0,1259000.0,18153.0,41.46,7084,-5961,-1265
2016-02-11,1250000.0,1242000.0,7384.0,40.9,-1207,921,371
2016-02-12,1230000.0,1180000.0,11311.0,38.86,-444,-170,761
2016-02-15,1198000.0,1274000.0,9462.0,41.96,-1645,3053,-1408
2016-02-16,1263000.0,1298000.0,6873.0,42.75,-275,-743,950
2016-02-17,1300000.0,1230000.0,12108.0,40.51,2152,-3759,1429
2016-02-18,1259000.0,1240000.0,10113.0,40.84,619,-3683,3047
2016-02-19,1240000.0,1238000.0,9792.0,40.77,192,-5073,4851
2016-02-22,1231000.0,1241000.0,5577.0,40.87,261,-3385,3124
2016-02-23,1238000.0,1218000.0,8573.0,40.11,1245,-3145,1883
2016-02-24,1190000.0,1172000.0,11924.0,38.6,2586,-6245,3402
2016-02-25,1166000.0,1162000.0,12475.0,38.27,1702,-5670,3639
2016-02-26,1165000.0,1189000.0,9132.0,39.16,-1636,-673,2308
2016-02-29,1191000.0,1146000.0,15785.0,37.74,3525,-5897,2263
2016-03-02,1151000.0,1186000.0,11657.0,39.06,-2961,-1378,4317
2016-03-03,1188000.0,1217000.0,12449.0,40.08,-1779,3598,-1820
2016-03-04,1199000.0,1070000.0,38274.0,35.24,15468,-11342,-4611
2016-03-07,1074000.0,1072000.0,15311.0,35.3,2235,-4337,2090
2016-03-08,1063000.0,1037000.0,16237.0,34.15,6056,-3791,-2304
2016-03-09,1036000.0,1043000.0,15501.0,34.35,2469,-5609,2908
2016-03-10,1046000.0,1043000.0,7210.0,34.35,1257,-2223,891
2016-03-11,1046000.0,1050000.0,8224.0,34.58,480,-1114,634
2016-03-14,1054000.0,1018000.0,11893.0,33.53,3045,-528,-2517
2016-03-15,1020000.0,1020000.0,9682.0,33.59,2029,-1313,-648
2016-03-16,1018000.0,1033000.0,9122.0,34.02,210,-36,-207
2016-03-17,1038000.0,1019000.0,11942.0,33.56,3911,-2844,-1060
2016-03-18,1020000.0,999000.0,30208.0,32.9,4620,-1154,-3499
2016-03-21,1003000.0,986000.0,14152.0,32.47,1942,-1843,-687
2016-03-22,992000.0,1004000.0,11545.0,33.06,-2643,494,2136
2016-03-23,1008000.0,997000.0,7565.0,32.83,1383,-608,-443
2016-03-24,988000.0,990000.0,8127.0,32.6,1700,-2388,1061
2016-03-25,993000.0,983000.0,6549.0,32.37,1280,-752,-528
2016-03-28,983000.0,954000.0,13375.0,31.42,4700,-5219,417
2016-03-29,957000.0,925000.0,17904.0,30.46,5247,-9277,3909
2016-03-30,930000.0,911000.0,15482.0,30.0,2813,-6233,3968
2016-03-31,916000.0,907000.0,8136.0,29.87,755,-1131,371
2016-04-01,911000.0,928000.0,14846.0,30.56,-2502,2488,-189
2016-04-04,930000.0,918000.0,7255.0,30.23,2312,-569,-1806
2016-04-05,916000.0,917000.0,5555.0,30.2,795,-28,-747
2016-04-06,917000.0,942000.0,9057.0,31.02,-604,1322,-707
2016-04-07,943000.0,928000.0,6377.0,30.56,1508,-837,-571
2016-04-08,912000.0,914000.0,7627.0,30.1,2279,-2767,612
2016-04-11,910000.0,887000.0,8506.0,29.21,3325,-2264,-1062
2016-04-12,887000.0,856000.0,13189.0,28.19,1270,-3210,1908
2016-04-14,856000.0,864000.0,7889.0,28.45,774,-1732,558
2016-04-15,862000.0,888000.0,7171.0,29.24,-1139,1715,-600
2016-04-18,880000.0,877000.0,9501.0,28.88,1058,3501,-4566
2016-04-19,877000.0,878000.0,5331.0,28.92,1330,450,-1780
2016-04-20,882000.0,864000.0,8437.0,28.45,2487,187,-2645
2016-04-21,862000.0,870000.0,5841.0,28.65,47,-1252,1200
2016-04-22,866000.0,855000.0,5805.0,28.16,2300,-1106,-1227
2016-04-25,853000.0,871000.0,6274.0,28.68,-1499,1243,256
2016-04-26,872000.0,873000.0,4299.0,28.75,723,1137,-1801
2016-04-27,868000.0,842000.0,10275.0,27.73,4002,-1440,-2563
2016-04-28,844000.0,818000.0,11922.0,26.94,3545,560,-4028
2016-04-29,816000.0,817000.0,10217.0,26.91,698,45,-805
2016-05-02,817000.0,832000.0,4955.0,27.4,-1229,1009,219
2016-05-03,834000.0,854000.0,10277.0,28.12,-2135,1800,335
2016-05-04,860000.0,871000.0,12717.0,28.68,-2035,3754,-1559
2016-05-09,871000.0,899000.0,16780.0,29.61,-4603,6648,-2212
2016-05-10,902000.0,882000.0,8506.0,29.05,3109,680,-3860
2016-05-11,877000.0,861000.0,10118.0,28.36,2257,-1,-2388
2016-05-12,862000.0,882000.0,7633.0,29.05,-216,-158,397
2016-05-13,882000.0,871000.0,4008.0,28.68,-139,189,-61
2016-05-16,864000.0,882000.0,5058.0,29.05,705,508,-1141
2016-05-17,882000.0,912000.0,18913.0,30.03,-619,-37,671
2016-05-18,912000.0,908000.0,8475.0,29.9,524,1537,-2061
2016-05-19,908000.0,874000.0,8821.0,28.78,2480,-229,-2303
2016-05-20,877000.0,882000.0,5238.0,29.05,-1444,-372,1861
2016-05-23,888000.0,866000.0,3796.0,28.52,362,42,-360
2016-05-24,860000.0,862000.0,5584.0,28.39,-1180,1269,-89
2016-05-25,865000.0,872000.0,6224.0,28.72,-286,-1319,1605
2016-05-26,875000.0,871000.0,5290.0,28.68,-1064,569,525
2016-05-27,880000.0,886000.0,7181.0,29.18,-1033,-770,1793
2016-05-30,880000.0,859000.0,8666.0,28.29,2584,-1250,-1159
2016-05-31,855000.0,848000.0,10183.0,27.93,2293,-912,-1385
2016-06-01,842000.0,857000.0,6565.0,28.22,-967,2048,-1070
2016-06-02,851000.0,863000.0,4758.0,28.42,-1318,2121,-790
2016-06-03,864000.0,860000.0,5000.0,28.32,223,967,-1190
2016-06-07,865000.0,874000.0,4545.0,28.78,-1240,1434,-254
2016-06-08,865000.0,885000.0,6178.0,29.15,-1642,1378,28
2016-06-09,890000.0,854000.0,11261.0,28.12,3809,-2818,-1131
2016-06-10,857000.0,863000.0,3918.0,28.42,155,-736,581
2016-06-13,866000.0,867000.0,4869.0,28.55,-1274,2280,-1006
2016-06-14,864000.0,852000.0,8342.0,28.06,1716,-245,-1471
2016-06-15,850000.0,840000.0,4111.0,27.66,1244,173,-1190
2016-06-16,832000.0,823000.0,5433.0,27.1,1367,-524,-833
2016-06-17,828000.0,822000.0,3596.0,27.07,447,-696,245
2016-06-20,835000.0,825000.0,3440.0,27.17,564,-473,-91
2016-06-21,825000.0,825000.0,2294.0,27.17,416,2,-309
2016-06-22,826000.0,829000.0,3490.0,27.3,-137,840,-603
2016-06-23,834000.0,818000.0,3359.0,26.94,469,-48,-431
2016-06-24,828000.0,790000.0,8473.0,26.02,-627,-31,657
2016-06-27,790000.0,798000.0,5386.0,26.28,-665,324,336
2016-06-28,799000.0,829000.0,6987.0,27.3,-1500,467,1027
2016-06-29,829000.0,818000.0,4638.0,26.94,1903,-1329,-734
2016-06-30,822000.0,823000.0,4937.0,27.1,-640,-1065,1705
2016-07-01,828000.0,830000.0,4323.0,27.33,-1082,54,1019
2016-07-04,830000.0,845000.0,5361.0,27.83,-1197,1445,-248
2016-07-05,835000.0,841000.0,3166.0,27.7,514,866,-1385
2016-07-06,844000.0,844000.0,5311.0,27.8,-1046,790,98
2016-07-07,853000.0,850000.0,3211.0,27.99,-963,1147,-184
2016-07-08,842000.0,842000.0,4506.0,27.73,300,120,-542
2016-07-11,854000.0,848000.0,3142.0,27.93,-837,834,2
2016-07-12,849000.0,843000.0,2476.0,27.76,116,247,-363
2016-07-13,838000.0,837000.0,3367.0,27.56,186,-155,-31
2016-07-14,838000.0,821000.0,6396.0,27.04,2425,-2580,212
2016-07-15,822000.0,809000.0,5863.0,26.64,2191,-1743,-448
2016-07-18,806000.0,808000.0,4652.0,26.61,1206,-1072,-138
2016-07-19,808000.0,805000.0,4035.0,26.51,1711,-1598,-118
2016-07-20,806000.0,806000.0,3332.0,26.54,472,-315,-159
2016-07-21,806000.0,804000.0,4397.0,26.48,851,-720,-90
2016-07-22,808000.0,812000.0,5432.0,26.74,456,-2024,1444
2016-07-25,812000.0,791000.0,5791.0,26.05,2783,-1423,-1238
2016-07-26,796000.0,787000.0,5118.0,25.92,1943,-1989,46
2016-07-27,788000.0,788000.0,2387.0,25.95,406,203,-610
2016-07-28,786000.0,786000.0,3167.0,25.89,859,-545,-316
2016-07-29,788000.0,781000.0,4809.0,25.72,1123,-389,-735
2016-08-01,781000.0,769000.0,5926.0,25.33,884,-912,23
2016-08-02,772000.0,774000.0,5013.0,25.49,837,-1636,800
2016-08-03,767000.0,755000.0,5756.0,24.86,1470,-1526,55
2016-08-04,751000.0,753000.0,5903.0,24.8,509,-333,-178
2016-08-05,759000.0,745000.0,6856.0,24.53,-47,-1384,1431
2016-08-08,744000.0,771000.0,7194.0,25.39,-2199,249,1950
2016-08-09,772000.0,778000.0,3851.0,25.62,-876,321,555
2016-08-10,775000.0,802000.0,7932.0,26.41,-2603,3490,-887
2016-08-11,797000.0,801000.0,3969.0,26.38,528,-190,-329
2016-08-12,804000.0,798000.0,3393.0,26.28,-627,891,-256
2016-08-16,805000.0,821000.0,7559.0,27.04,-2882,1032,1772
2016-08-17,821000.0,809000.0,5354.0,26.64,248,-240,-11
2016-08-18,805000.0,780000.0,5631.0,25.69,776,-941,-358
2016-08-19,775000.0,760000.0,7807.0,25.03,3857,-3867,6
2016-08-22,760000.0,740000.0,6404.0,24.37,2909,-2764,-167
2016-08-23,731000.0,727000.0,8629.0,23.94,3619,-4053,397
2016-08-24,731000.0,717000.0,7714.0,23.61,3135,-2962,-265
2016-08-25,724000.0,718000.0,5934.0,23.65,1269,-1151,-118
2016-08-26,718000.0,717000.0,7457.0,23.61,1582,-1652,9
2016-08-29,718000.0,710000.0,6068.0,23.38,1943,-2530,588
2016-08-30,720000.0,702000.0,6255.0,23.12,3201,-2810,-452
2016-08-31,700000.0,699000.0,12638.0,23.02,2108,-4166,2027
2016-09-01,700000.0,701000.0,4813.0,23.09,217,-715,548
2016-09-02,702000.0,714000.0,6385.0,23.51,-528,-1543,2221
2016-09-05,717000.0,719000.0,3573.0,23.68,-32,281,-249
2016-09-06,723000.0,710000.0,3572.0,23.38,1577,-1098,-479
2016-09-07,708000.0,680000.0,11695.0,22.39,7279,-4097,-3180
2016-09-08,688000.0,687000.0,6601.0,22.62,343,-2904,2361
2016-09-09,694000.0,665000.0,7735.0,21.9,4150,-3689,-594
2016-09-12,673000.0,664000.0,3402.0,21.87,96,-123,30
2016-09-13,668000.0,683000.0,9793.0,22.49,-674,-1183,1588
2016-09-19,678000.0,697000.0,5613.0,22.95,38,1056,-1075
2016-09-20,699000.0,737000.0,14282.0,24.27,-5524,3186,2368
2016-09-21,739000.0,734000.0,4321.0,24.17,594,-667,73
2016-09-22,734000.0,743000.0,6131.0,24.47,-1481,3259,-1776
2016-09-23,753000.0,740000.0,5394.0,24.37,1431,-2092,631
2016-09-26,747000.0,755000.0,7472.0,24.86,-3028,3344,-108
2016-09-27,760000.0,757000.0,4566.0,24.93,-198,65,134
2016-09-28,757000.0,758000.0,4750.0,24.96,-293,697,-404
2016-09-29,754000.0,755000.0,3543.0,24.86,-57,290,-200
2016-09-30,752000.0,750000.0,4060.0,24.7,-344,199,252
2016-10-04,746000.0,742000.0,2555.0,24.44,307,-320,13
2016-10-05,729000.0,744000.0,3326.0,24.5,-1038,244,804
2016-10-06,733000.0,732000.0,3785.0,24.11,784,-583,-231
2016-10-07,730000.0,721000.0,2998.0,23.74,240,-246,-67
2016-10-10,740000.0,728000.0,2627.0,23.98,-638,25,613
2016-10-11,740000.0,736000.0,3049.0,24.24,-725,817,-122
2016-10-12,745000.0,745000.0,2601.0,24.53,-781,838,-57
2016-10-13,747000.0,720000.0,5223.0,23.71,2391,-1489,-889
2016-10-14,720000.0,710000.0,3459.0,23.38,1351,-1245,-151
2016-10-17,719000.0,695000.0,4961.0,22.89,2136,-1523,-657
2016-10-18,696000.0,703000.0,3677.0,23.15,739,-456,-283
2016-10-19,698000.0,691000.0,2939.0,22.76,1413,-789,-624
2016-10-20,691000.0,683000.0,2901.0,22.49,1430,-328,-953
2016-10-21,688000.0,680000.0,1875.0,22.39,561,-328,-236
2016-10-24,680000.0,684000.0,2224.0,22.53,340,-132,-209
2016-10-25,678000.0,675000.0,3331.0,22.23,1310,-690,-620
2016-10-26,675000.0,662000.0,6315.0,21.8,2331,-1852,-482
2016-10-27,651000.0,683000.0,4489.0,22.49,-1219,-592,1799
2016-10-28,683000.0,674000.0,3633.0,22.2,438,-1498,1060
2016-10-31,670000.0,658000.0,4081.0,21.67,895,155,-1051
2016-11-01,656000.0,644000.0,5812.0,21.21,1476,-1243,-236
2016-11-02,643000.0,615000.0,6364.0,20.25,141,294,-543
2016-11-03,606000.0,656000.0,6394.0,21.6,-2794,2861,51
2016-11-04,660000.0,660000.0,3121.0,21.74,-287,134,155
2016-11-07,673000.0,663000.0,2881.0,21.83,-333,687,-302
2016-11-08,660000.0,667000.0,1411.0,21.97,170,-123,-47
2016-11-09,661000.0,660000.0,4551.0,21.74,-670,-215,885
2016-11-10,664000.0,659000.0,4567.0,21.7,1918,-1226,-692
2016-11-11,662000.0,650000.0,3331.0,21.41,1414,269,-1683
2016-11-14,644000.0,646000.0,3241.0,21.27,107,1005,-1112
2016-11-15,653000.0,716000.0,16922.0,23.58,-8730,7352,1324
2016-11-16,719000.0,722000.0,7594.0,23.78,-1921,388,1485
2016-11-17,724000.0,731000.0,4572.0,24.07,-779,961,-217
2016-11-18,726000.0,715000.0,3455.0,23.55,846,-851,5
2016-11-21,712000.0,694000.0,3230.0,22.86,-50,72,-41
2016-11-22,694000.0,702000.0,2907.0,23.12,-64,-500,570
2016-11-23,698000.0,691000.0,3719.0,22.76,601,-836,235
2016-11-24,691000.0,673000.0,4225.0,22.16,616,-1222,604
2016-11-25,679000.0,675000.0,3546.0,22.23,-392,-178,570
2016-11-28,670000.0,662000.0,3825.0,21.8,309,-995,683
2016-11-29,662000.0,691000.0,5523.0,22.76,-1867,1068,799
2016-11-30,696000.0,692000.0,4778.0,22.79,-291,-324,615
2016-12-01,687000.0,687000.0,3131.0,22.62,486,-230,-156
2016-12-02,680000.0,670000.0,3302.0,22.07,1407,-1171,-236
2016-12-05,671000.0,663000.0,2376.0,21.83,-198,373,-276
2016-12-06,675000.0,662000.0,3816.0,21.8,459,173,-632
2016-12-07,668000.0,655000.0,3776.0,21.57,1283,323,-1567
2016-12-08,662000.0,673000.0,4226.0,22.16,-681,1323,-603
2016-12-09,667000.0,663000.0,2767.0,21.83,661,40,-717
2016-12-12,665000.0,672000.0,2873.0,22.13,-631,911,-273
2016-12-13,679000.0,688000.0,5431.0,22.66,-782,557,225
2016-12-14,693000.0,688000.0,2422.0,22.66,62,142,-204
2016-12-15,689000.0,687000.0,2364.0,22.62,-40,206,-291
2016-12-16,682000.0,713000.0,10273.0,23.48,-3014,3493,-471
2016-12-19,713000.0,702000.0,5140.0,23.12,730,-505,-274
2016-12-20,702000.0,693000.0,2534.0,22.82,283,56,-319
2016-12-21,694000.0,681000.0,3933.0,22.43,489,-103,-470
2016-12-22,681000.0,668000.0,4438.0,22.0,1535,-190,-1145
2016-12-23,669000.0,666000.0,5141.0,21.93,1460,-87,-753
2016-12-26,666000.0,664000.0,3949.0,21.87,1238,-512,-277
2016-12-27,664000.0,670000.0,2504.0,22.07,213,151,-85
2016-12-28,663000.0,664000.0,2539.0,21.87,1140,-645,-495
2016-12-29,664000.0,662000.0,2136.0,21.8,792,-750,-76
2017-01-02,666000.0,653000.0,2109.0,16.33,735,9,-748
2017-01-03,653000.0,649000.0,2922.0,16.23,1990,-1086,-924
2017-01-04,648000.0,643000.0,6235.0,16.08,4008,-2707,-1316
2017-01-05,641000.0,644000.0,5801.0,16.11,1067,261,-1333
2017-01-06,655000.0,647000.0,2491.0,16.18,-74,-104,28
2017-01-09,646000.0,641000.0,2697.0,16.03,938,-506,-433
2017-01-10,638000.0,627000.0,5711.0,15.68,2415,-1557,-879
2017-01-11,627000.0,630000.0,5497.0,15.76,785,-1327,539
2017-01-12,629000.0,637000.0,3272.0,15.93,-659,378,295
2017-01-13,639000.0,649000.0,3393.0,16.23,-1033,883,170
2017-01-16,650000.0,652000.0,4256.0,16.31,-1870,879,991
2017-01-17,653000.0,641000.0,6232.0,16.03,1413,-1635,241
2017-01-18,643000.0,640000.0,2687.0,16.01,638,-170,-319
2017-01-19,640000.0,652000.0,4572.0,16.31,-1631,870,761
2017-01-20,655000.0,664000.0,6306.0,16.61,-1727,852,590
2017-01-23,672000.0,661000.0,4259.0,16.53,72,773,-1158
2017-01-24,658000.0,657000.0,1932.0,16.43,-9,35,-76
2017-01-25,650000.0,637000.0,6119.0,15.93,2922,-2500,-367
2017-01-26,641000.0,635000.0,2692.0,15.88,936,-235,-705
2017-01-31,643000.0,650000.0,5890.0,16.26,-1694,245,1510
2017-02-01,655000.0,649000.0,3092.0,16.23,39,677,-777
2017-02-02,649000.0,669000.0,9277.0,16.73,-3542,5204,-1669
2017-02-03,675000.0,696000.0,15101.0,17.41,-6242,7111,-902
2017-02-06,704000.0,765000.0,29577.0,19.14,-14080,8416,5505
2017-02-07,767000.0,751000.0,14087.0,18.79,164,478,-657
2017-02-08,751000.0,739000.0,8852.0,18.49,1464,205,-1700
2017-02-09,739000.0,732000.0,6996.0,18.31,388,-394,-19
2017-02-10,740000.0,736000.0,6877.0,18.41,548,942,-1613
2017-02-13,739000.0,728000.0,9533.0,18.21,1327,-406,-1014
2017-02-14,732000.0,738000.0,7864.0,18.46,-830,2279,-1295
2017-02-15,740000.0,752000.0,10878.0,18.81,-1261,3238,-1935
2017-02-16,758000.0,744000.0,5591.0,18.61,157,645,-813
2017-02-17,748000.0,740000.0,3859.0,18.51,450,1449,-1909
2017-02-20,740000.0,732000.0,5989.0,18.31,1391,-428,-813
2017-02-21,735000.0,725000.0,7058.0,18.14,3209,-1833,-1256
2017-02-22,726000.0,724000.0,7198.0,18.11,1062,-493,-424
2017-02-23,729000.0,749000.0,16663.0,18.74,-2363,3042,-501
2017-02-24,753000.0,756000.0,12749.0,18.91,-2231,996,1307
2017-02-27,758000.0,744000.0,5733.0,18.61,488,1700,-2188
2017-02-28,751000.0,748000.0,8985.0,18.71,-398,2106,-1710
2017-03-02,757000.0,727000.0,8432.0,18.19,1942,808,-2747
2017-03-03,727000.0,719000.0,4894.0,17.99,36,562,-518
2017-03-06,708000.0,709000.0,5237.0,17.74,-111,-282,393
2017-03-07,709000.0,711000.0,3794.0,17.79,759,-393,-366
2017-03-08,711000.0,699000.0,5458.0,17.48,1412,-963,-453
2017-03-09,695000.0,698000.0,6185.0,17.46,-172,341,-169
2017-03-10,695000.0,709000.0,4557.0,17.74,-300,675,-375
2017-03-13,709000.0,712000.0,2576.0,17.81,-292,-4,275
2017-03-14,714000.0,706000.0,4642.0,17.66,972,-235,-1018
2017-03-15,706000.0,713000.0,3073.0,17.84,-142,-2,179
2017-03-16,719000.0,696000.0,5652.0,17.41,2391,-998,-1393
2017-03-17,701000.0,700000.0,5062.0,17.51,846,-1630,784
2017-03-20,697000.0,706000.0,3130.0,17.66,-1238,1378,-137
2017-03-21,711000.0,715000.0,5387.0,17.89,-1947,981,966
2017-03-22,722000.0,714000.0,3242.0,17.86,-183,853,-672
2017-03-23,714000.0,700000.0,8151.0,17.51,3443,-1761,-1692
2017-03-24,700000.0,736000.0,12663.0,18.41,-7017,2005,5294
2017-03-27,742000.0,752000.0,10983.0,18.81,-5955,4649,1300
2017-03-28,755000.0,762000.0,8458.0,19.06,-3923,2825,1138
2017-03-29,764000.0,762000.0,4269.0,19.06,-890,1047,-157
2017-03-30,760000.0,752000.0,3702.0,18.81,-171,51,122
2017-03-31,752000.0,760000.0,3141.0,19.01,-758,40,741
2017-04-03,764000.0,759000.0,4235.0,18.99,-106,878,-762
2017-04-04,762000.0,759000.0,3124.0,18.99,-577,14,567
2017-04-05,759000.0,764000.0,3231.0,19.11,-591,56,535
2017-04-06,757000.0,763000.0,2643.0,19.09,-519,729,-208
2017-04-07,767000.0,765000.0,2513.0,19.14,-679,652,25
2017-04-10,758000.0,757000.0,4417.0,18.94,-530,180,330
2017-04-11,752000.0,745000.0,1982.0,18.64,202,-219,17
2017-04-12,745000.0,748000.0,2890.0,18.71,-184,-794,974
2017-04-13,755000.0,754000.0,2768.0,18.86,-588,-81,699
2017-04-14,760000.0,751000.0,2038.0,18.79,364,-46,-318
2017-04-17,757000.0,754000.0,2420.0,18.86,-91,-5,-2
2017-04-18,753000.0,744000.0,3411.0,18.61,-115,-556,674
2017-04-19,738000.0,752000.0,2606.0,18.81,-807,384,423
2017-04-20,756000.0,773000.0,8302.0,19.34,-3160,-645,3806
2017-04-21,775000.0,766000.0,3533.0,19.16,1206,-397,-796
2017-04-24,766000.0,756000.0,1827.0,18.91,439,-163,-296
2017-04-25,751000.0,746000.0,4319.0,18.66,1477,-1394,-87
2017-04-26,747000.0,754000.0,4397.0,18.86,-425,-417,840
2017-04-27,757000.0,743000.0,4126.0,18.59,1498,162,-1677
2017-04-28,740000.0,737000.0,4605.0,18.44,853,-728,-125
2017-05-02,737000.0,735000.0,2927.0,18.39,787,-42,-745
2017-05-04,730000.0,738000.0,3602.0,18.46,493,-674,182
2017-05-08,738000.0,764000.0,6960.0,19.11,-3177,1890,1287
2017-05-10,774000.0,795000.0,13768.0,19.89,-6331,1304,4975
2017-05-11,797000.0,800000.0,7301.0,20.01,-652,1399,-659
2017-05-12,802000.0,794000.0,4084.0,19.86,-822,-560,1382
2017-05-15,794000.0,803000.0,4865.0,20.09,-1414,184,1230
2017-05-16,803000.0,811000.0,8378.0,20.29,-2776,-239,3062
2017-05-17,803000.0,795000.0,6769.0,19.89,1192,-2013,821
2017-05-18,795000.0,795000.0,4897.0,19.89,-341,-898,1239
2017-05-19,795000.0,797000.0,3200.0,19.94,-498,-459,987
2017-05-22,803000.0,798000.0,4239.0,19.96,551,321,-862
2017-05-23,799000.0,820000.0,8705.0,20.51,-3616,272,3346
2017-05-24,822000.0,820000.0,5430.0,20.51,-213,48,165
2017-05-25,820000.0,820000.0,7104.0,20.51,-1705,416,1291
2017-05-26,819000.0,825000.0,4017.0,20.64,-494,88,406
2017-05-29,825000.0,819000.0,3345.0,20.49,372,486,-850
2017-05-30,820000.0,843000.0,5428.0,21.09,-1824,1246,657
2017-05-31,840000.0,851000.0,6580.0,21.29,-1088,2173,-1061
2017-06-01,850000.0,840000.0,4349.0,21.01,1130,80,-1210
2017-06-02,839000.0,840000.0,4452.0,21.01,-268,-271,538
2017-06-05,841000.0,837000.0,3246.0,20.94,408,-383,-34
2017-06-07,830000.0,830000.0,5560.0,20.76,1399,-2026,563
2017-06-08,832000.0,864000.0,20808.0,21.61,-6482,984,5624
2017-06-09,873000.0,884000.0,10517.0,22.11,-1025,1665,-643
2017-06-12,880000.0,871000.0,5170.0,21.79,1102,788,-1960
2017-06-13,871000.0,885000.0,5334.0,22.14,-437,1510,-1073
2017-06-14,886000.0,863000.0,8482.0,21.59,4146,-1087,-3109
2017-06-15,863000.0,855000.0,7374.0,21.39,1009,-125,-881
2017-06-16,857000.0,850000.0,5158.0,21.26,369,-1021,652
2017-06-19,840000.0,848000.0,3024.0,21.21,41,-89,48
2017-06-20,839000.0,816000.0,8207.0,20.41,2352,-1828,-187
2017-06-21,817000.0,836000.0,8459.0,20.91,-1026,66,963
