Symbol,오뚜기_시가(원),오뚜기_종가(원),오뚜기_거래량(주),오뚜기_PER(IFRS-연결),오뚜기_순매수수량(개인)(주),오뚜기_순매수수량(기관계)(주),오뚜기_순매수수량(외국인계)(주)
2009-02-23,118000.0,121000.0,3250.0,7.89,-235,437,-154
2009-02-24,117500.0,121000.0,5755.0,7.89,363,12,-296
2009-02-25,121000.0,117000.0,9549.0,7.63,-774,-2695,2855
2009-02-26,118000.0,114000.0,5918.0,7.44,2492,-2722,177
2009-02-27,116500.0,113500.0,5267.0,7.4,232,146,1352
2009-03-02,112000.0,114000.0,5039.0,7.44,547,-622,-999
2009-03-03,113000.0,112000.0,2228.0,7.3,56,152,-219
2009-03-04,112000.0,115000.0,3304.0,7.5,-702,177,51
2009-03-05,113500.0,115000.0,3777.0,7.5,322,-872,324
2009-03-06,115000.0,115000.0,2364.0,7.5,-480,519,-160
2009-03-09,115000.0,116000.0,1872.0,7.57,-7,-120,127
2009-03-10,114000.0,118500.0,2716.0,7.73,-716,804,-113
2009-03-11,123000.0,121000.0,4995.0,7.89,177,-1292,424
2009-03-12,119500.0,126500.0,11187.0,8.25,-3948,4755,-1256
2009-03-13,126000.0,126000.0,2520.0,8.22,-306,20,231
2009-03-16,124000.0,122500.0,1887.0,7.99,138,-250,117
2009-03-17,122500.0,127000.0,2789.0,8.28,-1651,1293,336
2009-03-18,127000.0,127000.0,1985.0,8.28,-383,8,369
2009-03-19,128000.0,130000.0,2821.0,8.48,-1450,551,384
2009-03-20,128000.0,130000.0,2521.0,8.48,-1460,669,763
2009-03-23,131500.0,128500.0,1571.0,8.38,139,93,-272
2009-03-24,129500.0,129000.0,2953.0,8.41,545,-694,153
2009-03-25,130000.0,126000.0,2728.0,8.22,300,-505,200
2009-03-26,126000.0,129500.0,2660.0,8.45,-1219,412,332
2009-03-27,129000.0,126500.0,4484.0,8.25,2286,-2211,117
2009-03-30,127000.0,127000.0,2079.0,8.28,-600,742,-145
2009-03-31,127000.0,127000.0,3139.0,8.28,-45,-71,99
2009-04-01,125000.0,124000.0,12068.0,8.09,5101,-2312,399
2009-04-02,124000.0,124500.0,4521.0,8.12,1526,-1810,276
2009-04-03,124000.0,125000.0,7946.0,8.15,69,-867,822
2009-04-06,123500.0,125000.0,4480.0,8.15,1329,-2274,957
2009-04-07,125000.0,125000.0,6067.0,8.15,966,-1767,789
2009-04-08,125500.0,123000.0,2590.0,8.02,1187,-1178,20
2009-04-09,122000.0,122000.0,11715.0,7.96,3554,-3374,-78
2009-04-10,123000.0,122000.0,13510.0,7.96,5675,-6972,-3522
2009-04-13,123000.0,120500.0,10669.0,7.86,5233,-2437,-2790
2009-04-14,121000.0,118000.0,15216.0,7.7,13350,-10642,-2643
2009-04-15,117500.0,115000.0,14709.0,7.5,7210,-3711,-3357
2009-04-16,116500.0,114000.0,21909.0,7.44,13976,-10155,-4431
2009-04-17,114500.0,117500.0,8087.0,7.66,-643,-593,1265
2009-04-20,117500.0,117500.0,23894.0,7.66,2248,-3735,1523
2009-04-21,116500.0,117500.0,9082.0,7.66,2669,-1768,-842
2009-04-22,118500.0,119000.0,14850.0,7.76,35,-3334,2831
2009-04-23,119500.0,118500.0,8837.0,7.73,2233,-4003,-146
2009-04-24,117500.0,117500.0,10144.0,7.66,3540,-1195,-2308
2009-04-27,118500.0,118500.0,10261.0,7.73,231,-2297,2066
2009-04-28,119000.0,116500.0,8008.0,7.6,73,-290,262
2009-04-29,116500.0,118000.0,5857.0,7.7,-1200,2266,-1091
2009-04-30,119500.0,122000.0,14038.0,7.96,-1242,-486,1396
2009-05-04,123000.0,120000.0,13353.0,7.83,2015,-1833,-223
2009-05-06,121000.0,119500.0,15690.0,7.79,3765,-3878,-99
2009-05-07,119500.0,119500.0,9603.0,7.79,2291,190,-3080
2009-05-08,118500.0,122000.0,15156.0,7.96,7812,-8565,353
2009-05-11,125000.0,135000.0,50518.0,8.8,-12918,8193,2435
2009-05-12,136000.0,139500.0,19818.0,9.1,-5849,9039,-3776
2009-05-13,138500.0,145000.0,44764.0,9.46,-16840,17744,-939
2009-05-14,147000.0,137500.0,12568.0,8.97,3518,-1097,-1597
2009-05-15,138000.0,141000.0,10484.0,9.2,-824,536,599
2009-05-18,141000.0,140500.0,13535.0,9.16,-4160,7251,-1816
2009-05-19,140500.0,141500.0,5051.0,9.23,657,-303,-337
2009-05-20,142000.0,142000.0,3478.0,9.26,-1665,545,879
2009-05-21,142000.0,138000.0,3531.0,9.0,12,743,-684
2009-05-22,136000.0,135500.0,4859.0,8.84,1026,277,-1125
2009-05-25,133000.0,135000.0,9306.0,8.8,283,2833,-3130
2009-05-26,135000.0,128000.0,9865.0,8.35,4820,-2260,-2552
2009-05-27,130000.0,127000.0,4116.0,8.28,997,-931,-80
2009-05-28,129000.0,130000.0,4402.0,8.48,-2268,1948,322
2009-05-29,130500.0,137500.0,8550.0,8.97,-4403,-235,4651
2009-06-01,135500.0,137000.0,2651.0,8.94,260,-768,605
2009-06-02,139500.0,132000.0,7947.0,8.61,3115,-3928,95
2009-06-03,133500.0,133500.0,7541.0,8.71,1225,-3433,1947
2009-06-04,132500.0,131000.0,6133.0,8.54,371,-1825,1566
2009-06-05,131000.0,138000.0,7192.0,9.0,-1195,-314,794
2009-06-08,136000.0,135000.0,4765.0,8.8,515,-2154,1657
2009-06-09,136500.0,130000.0,14982.0,8.48,6938,-7738,848
2009-06-10,131000.0,134000.0,9216.0,8.74,-81,-675,738
2009-06-11,132000.0,130000.0,19263.0,8.48,5132,-2772,-2594
2009-06-12,130500.0,127500.0,23424.0,8.32,17099,-9617,-6492
2009-06-15,127500.0,129000.0,5267.0,8.41,-245,380,32
2009-06-16,127500.0,125000.0,10582.0,8.15,4050,-755,-3256
2009-06-17,124000.0,124500.0,7576.0,8.12,1412,-587,-476
2009-06-18,125000.0,124500.0,9631.0,8.12,3540,-511,-2994
2009-06-19,125000.0,124500.0,6900.0,8.12,2204,-130,-2093
2009-06-22,124000.0,125000.0,4619.0,8.15,1444,-491,-959
2009-06-23,124500.0,121500.0,7039.0,7.92,2949,30,-2943
2009-06-24,122000.0,121500.0,6738.0,7.92,1976,-247,-2011
2009-06-25,121000.0,122500.0,9168.0,7.99,3129,-2632,-621
2009-06-26,122500.0,123500.0,6474.0,8.05,619,-609,63
2009-06-29,123500.0,128500.0,32587.0,8.38,-7166,16406,-12824
2009-06-30,131000.0,128000.0,24299.0,8.35,-3452,3371,-416
2009-07-01,127500.0,133000.0,7748.0,8.67,-3074,-128,22
2009-07-02,133000.0,131500.0,8553.0,8.58,4508,-3191,-443
2009-07-03,129000.0,131500.0,4267.0,8.58,-2105,1164,-194
2009-07-06,130500.0,133000.0,6722.0,8.67,-667,-467,-142
2009-07-07,132000.0,128000.0,10348.0,8.35,5618,-4661,-1038
2009-07-08,128000.0,129000.0,3747.0,8.41,-740,1563,-861
2009-07-09,130000.0,129000.0,8919.0,8.41,3810,-1653,-821
2009-07-10,129500.0,127500.0,5154.0,8.32,2695,-1048,-1358
2009-07-13,127500.0,122500.0,13677.0,7.99,6085,-2493,-3691
2009-07-14,123500.0,122000.0,5624.0,7.96,1848,-484,-1421
2009-07-15,122000.0,125500.0,5312.0,8.19,-993,1878,-1128
2009-07-16,127500.0,123000.0,26757.0,8.02,3798,-3866,-47
2009-07-17,124500.0,124500.0,3420.0,8.12,-48,-93,106
2009-07-20,125500.0,126000.0,2778.0,8.22,-219,211,-34
2009-07-21,127500.0,127000.0,4037.0,8.28,-1153,1050,-171
2009-07-22,127000.0,128500.0,4962.0,8.38,768,131,-114
2009-07-23,128500.0,133500.0,14917.0,8.71,-5893,1611,4296
2009-07-24,135500.0,130000.0,10153.0,8.48,5262,-5228,-96
2009-07-27,130500.0,127500.0,16181.0,8.32,6275,-6167,-144
2009-07-28,129500.0,129500.0,6939.0,8.45,1288,-1215,-114
2009-07-29,130500.0,135500.0,19527.0,8.84,-9464,6889,1779
2009-07-30,136500.0,135500.0,8739.0,8.84,-2148,-954,2697
2009-07-31,133500.0,136000.0,4934.0,8.87,-716,20,487
2009-08-03,136500.0,141500.0,17619.0,9.23,-6816,7677,-201
2009-08-04,140000.0,139500.0,7796.0,9.1,552,251,-383
2009-08-05,137500.0,136500.0,6674.0,8.9,-741,943,-51
2009-08-06,136000.0,133500.0,6560.0,8.71,1351,-352,769
2009-08-07,133000.0,136000.0,13517.0,8.87,-568,-478,1406
2009-08-10,136500.0,137000.0,4488.0,8.94,-439,51,83
2009-08-11,136500.0,137500.0,8743.0,8.97,-3379,4849,-1610
2009-08-12,139000.0,137000.0,6786.0,8.94,357,-353,6
2009-08-13,134500.0,136000.0,7437.0,8.87,-1981,1448,538
2009-08-14,136000.0,138500.0,4408.0,9.03,-1440,1085,-110
2009-08-17,138500.0,138000.0,6694.0,9.0,-3522,4399,-854
2009-08-18,138000.0,138000.0,5640.0,9.0,-3419,3168,-91
2009-08-19,138500.0,138000.0,7892.0,9.0,1215,-1140,-35
2009-08-20,138500.0,138000.0,3595.0,9.0,-1106,791,286
2009-08-21,138500.0,140000.0,8267.0,9.13,-529,-910,1444
2009-08-24,140500.0,141000.0,4498.0,9.2,-372,752,-380
2009-08-25,138500.0,136500.0,9187.0,8.9,1917,-1149,-524
2009-08-26,136500.0,136500.0,4864.0,8.9,736,-1441,700
2009-08-27,137000.0,137500.0,2859.0,8.97,-1393,1312,86
2009-08-28,137500.0,138500.0,3551.0,9.03,-2011,1731,316
2009-08-31,140000.0,137500.0,3028.0,8.97,-1616,-389,2013
2009-09-01,136500.0,136000.0,7894.0,8.87,1003,-3051,2030
2009-09-02,136000.0,132000.0,7754.0,8.61,2257,-2761,511
2009-09-03,132500.0,131500.0,7173.0,8.58,166,-3434,3268
2009-09-04,132500.0,130500.0,15188.0,8.51,531,-7120,8570
2009-09-07,131000.0,131000.0,6014.0,8.54,1104,-2112,1798
2009-09-08,131000.0,133500.0,5521.0,8.71,1308,-310,-1003
2009-09-09,132500.0,129500.0,6807.0,8.45,1807,-1053,-271
2009-09-10,130000.0,136500.0,10108.0,8.9,-2915,2103,629
2009-09-11,134000.0,134000.0,4056.0,8.74,202,-745,543
2009-09-14,133000.0,132000.0,3024.0,8.61,-244,65,178
2009-09-15,132000.0,134000.0,3317.0,8.74,-763,-384,957
2009-09-16,134000.0,135500.0,5672.0,8.84,-1492,-1005,2255
2009-09-17,135500.0,138500.0,9741.0,9.03,-2089,332,2731
2009-09-18,137000.0,136500.0,2715.0,8.9,711,-1172,428
2009-09-21,137000.0,138000.0,3563.0,9.0,412,-570,-130
2009-09-22,137000.0,136000.0,4401.0,8.87,3091,-2801,17
2009-09-23,136500.0,138000.0,7821.0,9.0,-2748,-1256,4034
2009-09-24,140000.0,138000.0,6160.0,9.0,-1154,-1205,2353
2009-09-25,137500.0,140000.0,5081.0,9.13,-1962,-316,2278
2009-09-28,141500.0,143000.0,10034.0,9.33,-4255,-1230,5490
2009-09-29,144000.0,144000.0,8573.0,9.39,-3627,302,3297
2009-09-30,144000.0,143000.0,7419.0,9.33,-1076,-2446,3347
2009-10-01,144500.0,141000.0,11581.0,9.2,-1938,476,1441
2009-10-05,142000.0,142500.0,15113.0,9.29,476,2817,-1299
2009-10-06,141500.0,142500.0,11709.0,9.29,1339,-4855,4516
2009-10-07,142500.0,145500.0,7450.0,9.49,-2476,2159,232
2009-10-08,145500.0,147000.0,7904.0,9.59,-1085,-1168,2283
2009-10-09,146000.0,148500.0,4704.0,9.69,-1179,-734,1105
2009-10-12,149500.0,150000.0,7154.0,9.78,-3102,1389,2087
2009-10-13,149000.0,146500.0,2679.0,9.55,-264,-497,772
2009-10-14,145500.0,150000.0,6924.0,9.78,-5555,4049,1499
2009-10-15,148500.0,150000.0,1601.0,9.78,-151,-184,346
2009-10-16,150000.0,156500.0,14042.0,10.21,-8255,-81,8338
2009-10-19,156000.0,153000.0,5625.0,9.98,663,-2705,2152
2009-10-20,153000.0,154000.0,3185.0,10.04,-237,-356,894
2009-10-21,153000.0,154000.0,2517.0,10.04,-244,-314,631
2009-10-22,153000.0,148500.0,4361.0,9.69,295,-808,648
2009-10-23,150500.0,154500.0,2925.0,10.08,-551,-19,574
2009-10-26,154500.0,159000.0,4816.0,10.37,-3054,807,2311
2009-10-27,159000.0,154000.0,2060.0,10.04,497,-567,75
2009-10-28,154000.0,156500.0,4412.0,10.21,-1786,1920,-387
2009-10-29,158000.0,151500.0,4454.0,9.88,-1574,1926,-93
2009-10-30,152000.0,146000.0,5525.0,9.52,1416,-1228,-55
2009-11-02,144500.0,143000.0,4037.0,9.33,859,256,-1006
2009-11-03,144000.0,142500.0,2245.0,9.29,296,-669,266
2009-11-04,143000.0,140500.0,8444.0,9.16,4207,-4494,412
2009-11-05,141000.0,142500.0,3154.0,9.29,309,-760,489
2009-11-06,142500.0,145000.0,2117.0,9.46,-161,121,49
2009-11-09,143000.0,147000.0,3924.0,9.59,-1495,1363,131
2009-11-10,146500.0,143500.0,3361.0,9.36,664,-421,-243
2009-11-11,145000.0,144000.0,3771.0,9.39,-806,448,178
2009-11-12,144500.0,140000.0,3990.0,9.13,1851,-1730,-147
2009-11-13,141500.0,141500.0,2756.0,9.23,-516,275,220
2009-11-16,142000.0,142500.0,2437.0,9.29,115,39,-155
2009-11-17,142500.0,141500.0,2309.0,9.23,733,-512,-132
2009-11-18,141000.0,145000.0,4118.0,9.46,-978,842,122
2009-11-19,144000.0,142500.0,4743.0,9.29,1639,-2145,-91
2009-11-20,141500.0,142000.0,3952.0,9.26,638,-1122,78
2009-11-23,141500.0,142000.0,5067.0,9.26,2487,-2544,53
2009-11-24,141000.0,140000.0,4595.0,9.13,1505,-2098,29
2009-11-25,139500.0,141500.0,4490.0,9.23,480,-1941,1457
2009-11-26,141000.0,139000.0,6766.0,9.07,991,-2624,2813
2009-11-27,138500.0,135000.0,6698.0,8.8,-801,-380,1644
2009-11-30,137000.0,136000.0,9270.0,8.87,889,-4161,3280
2009-12-01,136000.0,135000.0,5726.0,8.8,725,-2677,1973
2009-12-02,135500.0,139000.0,4079.0,9.07,-655,-890,1562
2009-12-03,139500.0,137500.0,7297.0,8.97,254,-3408,3148
2009-12-04,139500.0,142500.0,8463.0,9.29,773,-1589,1836
2009-12-07,143000.0,146500.0,7524.0,9.55,-1654,2910,149
2009-12-08,146500.0,149000.0,4269.0,9.72,-1402,295,1107
2009-12-09,148500.0,149000.0,2343.0,9.72,-1195,1152,-6
2009-12-10,149500.0,145500.0,6338.0,9.49,436,865,-1363
2009-12-11,147000.0,149000.0,3356.0,9.72,-1384,498,849
2009-12-14,149500.0,148000.0,4342.0,9.65,-598,-1013,1606
2009-12-15,148000.0,142500.0,16729.0,9.29,13334,-13210,1265
2009-12-16,143500.0,145500.0,6247.0,9.49,-3233,652,2277
2009-12-17,144000.0,145500.0,3874.0,9.49,-971,-1085,1957
2009-12-18,143500.0,143500.0,3592.0,9.36,-1363,375,969
2009-12-21,143500.0,144500.0,2966.0,9.42,-974,95,1016
2009-12-22,145500.0,148000.0,4846.0,9.65,-3979,2764,1390
2009-12-23,150000.0,151000.0,6197.0,9.85,-3422,1427,1969
2009-12-24,151000.0,151500.0,5771.0,9.88,-617,-1463,2260
2009-12-28,149000.0,152000.0,5588.0,9.91,-1337,-485,1935
2009-12-29,149500.0,149500.0,2364.0,9.75,114,491,-605
2009-12-30,148500.0,152000.0,6996.0,9.91,-1365,1174,-185
2010-01-04,152000.0,149000.0,2079.0,8.42,1131,-1283,170
2010-01-05,149000.0,148000.0,5677.0,8.37,719,-2134,1469
2010-01-06,148000.0,150000.0,5132.0,8.48,-3076,565,2487
2010-01-07,149500.0,148500.0,3405.0,8.39,1622,-1873,203
2010-01-08,148500.0,151000.0,1993.0,8.54,10,-90,83
2010-01-11,149000.0,146000.0,6482.0,8.25,606,-1815,1854
2010-01-12,146000.0,141500.0,12582.0,8.0,5664,-1344,-1435
2010-01-13,141500.0,138000.0,12631.0,7.8,4721,-110,-4197
2010-01-14,137500.0,136500.0,15978.0,7.72,7132,-6681,-573
2010-01-15,136500.0,137500.0,6327.0,7.77,2372,-464,-1774
2010-01-18,137500.0,136500.0,2569.0,7.72,1394,-679,-690
2010-01-19,136500.0,137500.0,6088.0,7.77,2767,-1422,-764
2010-01-20,138000.0,137500.0,3300.0,7.77,653,-419,-136
2010-01-21,138000.0,134500.0,8900.0,7.6,4946,-1872,-1766
2010-01-22,134000.0,131500.0,5887.0,7.43,2796,-759,-1860
2010-01-25,130500.0,132500.0,3434.0,7.49,670,-419,-68
2010-01-26,134000.0,132000.0,8925.0,7.46,5179,-2383,-3949
2010-01-27,131500.0,135000.0,3333.0,7.63,-2241,2037,76
2010-01-28,135500.0,135000.0,3279.0,7.63,-1,795,-648
2010-01-29,132500.0,133000.0,2671.0,7.52,-1241,1359,-297
2010-02-01,133000.0,131000.0,2979.0,7.4,926,-809,167
2010-02-02,131000.0,130000.0,3091.0,7.35,749,-519,211
2010-02-03,130000.0,131000.0,3062.0,7.4,-330,679,-314
2010-02-04,130500.0,129000.0,2385.0,7.29,838,-562,244
2010-02-05,128000.0,128500.0,4316.0,7.26,-357,-1002,1363
2010-02-08,126500.0,128000.0,1926.0,7.24,-589,361,261
2010-02-09,128000.0,129000.0,10636.0,7.29,-998,-237,1327
2010-02-10,128500.0,127000.0,2940.0,7.18,615,-471,-148
2010-02-11,127000.0,128000.0,3102.0,7.24,-318,725,-516
2010-02-12,127500.0,126000.0,3625.0,7.12,1895,-622,-1188
2010-02-16,127500.0,132000.0,3021.0,7.46,-2054,1982,-128
2010-02-17,133000.0,132500.0,4184.0,7.49,-1875,1927,-50
2010-02-18,132000.0,132500.0,2357.0,7.49,-511,40,546
2010-02-19,131000.0,132500.0,2453.0,7.49,-903,1720,-747
2010-02-22,132500.0,134000.0,14724.0,7.57,-454,2302,-2011
2010-02-23,133000.0,132000.0,2731.0,7.46,-63,-1100,1133
2010-02-24,133000.0,131000.0,8527.0,7.4,312,-1052,1088
2010-02-25,131500.0,129000.0,2790.0,7.29,776,-963,345
2010-02-26,129000.0,130000.0,2741.0,7.35,502,-1115,614
2010-03-02,128500.0,130500.0,3307.0,7.38,-86,-482,510
2010-03-03,130500.0,130000.0,1445.0,7.35,-48,-62,148
2010-03-04,131000.0,127000.0,5899.0,7.18,1903,-1520,497
2010-03-05,128500.0,128500.0,4009.0,7.26,5,-1004,801
2010-03-08,128500.0,128500.0,2227.0,7.26,-54,-190,203
2010-03-09,128500.0,129000.0,2219.0,7.29,612,-1011,383
2010-03-10,129000.0,130000.0,5197.0,7.35,-913,357,488
2010-03-11,130500.0,127500.0,8180.0,7.21,3438,-4087,628
2010-03-12,128000.0,129500.0,3455.0,7.32,-711,82,600
2010-03-15,130000.0,129500.0,2611.0,7.32,764,-52,-685
2010-03-16,130000.0,129000.0,2346.0,7.29,856,-728,-174
2010-03-17,129000.0,129500.0,2881.0,7.32,-51,141,-93
2010-03-18,129000.0,130500.0,21237.0,7.38,40,-130,187
2010-03-19,131000.0,134000.0,13543.0,7.57,461,-229,-349
2010-03-22,133500.0,132000.0,7945.0,7.46,-77,-377,760
2010-03-23,133000.0,133000.0,6300.0,7.52,-127,2887,-4021
2010-03-24,133500.0,132000.0,5018.0,7.46,445,1431,-2464
2010-03-25,131000.0,131000.0,9139.0,7.4,-1621,-1000,2575
2010-03-26,132000.0,131500.0,11312.0,7.43,-116,-728,1009
2010-03-29,131500.0,130000.0,3611.0,7.35,496,-1359,962
2010-03-30,130000.0,131000.0,8608.0,7.4,-2385,-1237,3807
2010-03-31,131500.0,130000.0,1475.0,7.35,-412,-233,545
2010-04-01,130500.0,132000.0,104404.0,7.46,-392,-478,804
2010-04-02,132000.0,135000.0,8563.0,7.63,-1937,-4,1824
2010-04-05,135500.0,133000.0,4821.0,7.52,1371,-1326,-1044
2010-04-06,134500.0,134000.0,7445.0,7.57,-770,-832,1570
2010-04-07,134000.0,137500.0,21418.0,7.77,-924,5409,-4704
2010-04-08,137500.0,138000.0,15536.0,7.8,-790,3955,-3220
2010-04-09,138000.0,137000.0,8935.0,7.74,-2754,-864,3693
2010-04-12,136000.0,137000.0,4417.0,7.74,132,-784,506
2010-04-13,137000.0,137000.0,3277.0,7.74,-68,-390,452
2010-04-14,136000.0,135000.0,5792.0,7.63,530,-687,504
2010-04-15,135000.0,136000.0,4313.0,7.69,-469,-483,1169
2010-04-16,135500.0,135000.0,3242.0,7.63,-97,-1334,1808
2010-04-19,135500.0,136500.0,6577.0,7.72,-827,-527,118
2010-04-20,136500.0,136000.0,2466.0,7.69,436,-169,-102
2010-04-21,136500.0,134500.0,7854.0,7.6,2916,-3842,911
2010-04-22,134500.0,134500.0,7187.0,7.6,1107,-2040,1096
2010-04-23,134500.0,135500.0,3242.0,7.66,4,197,-140
2010-04-26,136500.0,136000.0,6868.0,7.69,1075,-1976,438
2010-04-27,136000.0,138000.0,22039.0,7.8,-343,611,-339
2010-04-28,138000.0,137000.0,34684.0,7.74,-1978,321,2084
2010-04-29,137500.0,139000.0,7549.0,7.86,-1869,1711,162
2010-04-30,139000.0,139000.0,11659.0,7.86,-1,1780,-1590
2010-05-03,139000.0,140000.0,9566.0,7.91,7,498,-852
2010-05-04,140000.0,140500.0,4962.0,7.94,-1462,1563,141
2010-05-06,139500.0,139500.0,5506.0,7.89,-1875,379,1810
2010-05-07,138000.0,137000.0,13785.0,7.74,-4630,-283,5015
2010-05-10,138000.0,136500.0,4109.0,7.72,551,-368,-151
2010-05-11,136500.0,137500.0,4747.0,7.77,-1038,-553,1639
2010-05-12,137000.0,136000.0,4212.0,7.69,-1138,213,859
2010-05-13,136500.0,140000.0,4919.0,7.91,-435,-1266,1859
2010-05-14,140000.0,143000.0,5811.0,8.08,-3339,605,2761
2010-05-17,143000.0,142000.0,7786.0,8.03,-2592,-227,3193
2010-05-18,142000.0,145000.0,12992.0,8.2,-2337,-1589,3804
2010-05-19,144000.0,143500.0,5969.0,8.11,-367,-81,1143
2010-05-20,142500.0,143500.0,8221.0,8.11,-1913,-1140,2932
2010-05-24,143000.0,143000.0,3438.0,8.08,-1751,1114,537
2010-05-25,141000.0,140000.0,9347.0,7.91,-3593,1090,1369
2010-05-26,139000.0,145000.0,10629.0,8.2,-3207,4439,1054
2010-05-27,143000.0,144500.0,3913.0,8.17,-459,1861,-996
2010-05-28,143500.0,142000.0,3152.0,8.03,871,-636,-199
2010-05-31,142500.0,141500.0,2439.0,8.0,-23,-261,440
2010-06-01,142000.0,145000.0,3481.0,8.2,-1388,935,338
2010-06-03,146000.0,147000.0,2510.0,8.31,-1008,372,235
2010-06-04,145500.0,147000.0,1692.0,8.31,-652,598,141
2010-06-07,145500.0,140000.0,13917.0,7.91,8662,-8882,43
2010-06-08,140500.0,142500.0,4246.0,8.05,-1889,805,855
2010-06-09,142000.0,144500.0,2574.0,8.17,-1381,499,1067
2010-06-10,146000.0,146000.0,5651.0,8.25,-820,639,299
2010-06-11,145000.0,144000.0,2154.0,8.14,-365,-362,256
2010-06-14,144000.0,143000.0,3381.0,8.08,151,134,-61
2010-06-15,142500.0,143000.0,3345.0,8.08,-457,-90,535
2010-06-16,142000.0,143000.0,3392.0,8.08,-782,-545,1321
2010-06-17,141500.0,143000.0,4136.0,8.08,629,-1324,624
2010-06-18,141500.0,142500.0,3086.0,8.05,-52,239,-225
2010-06-21,142000.0,141500.0,5664.0,8.0,71,84,-161
2010-06-22,141500.0,142000.0,4150.0,8.03,617,-1751,419
2010-06-23,142500.0,143000.0,4208.0,8.08,-760,828,-765
2010-06-24,143000.0,143000.0,4039.0,8.08,-301,154,-660
2010-06-25,140000.0,142500.0,7025.0,8.05,-1653,788,203
2010-06-28,143000.0,143000.0,2443.0,8.08,-1051,-266,546
2010-06-29,143000.0,142500.0,3702.0,8.05,-416,398,10
2010-06-30,142000.0,139500.0,6272.0,7.89,427,-1541,1145
2010-07-01,139500.0,141500.0,7018.0,8.0,-723,-1360,2371
2010-07-02,142000.0,142000.0,2615.0,8.03,-266,-877,1224
2010-07-05,141000.0,142000.0,1624.0,8.03,-850,386,512
2010-07-06,142500.0,140000.0,3592.0,7.91,119,-279,253
2010-07-07,140000.0,137500.0,7962.0,7.77,1642,-4881,3212
2010-07-08,137500.0,138000.0,10363.0,7.8,1933,-5374,4011
2010-07-09,138500.0,140500.0,6679.0,7.94,-933,-3794,4614
2010-07-12,140500.0,142000.0,11953.0,8.03,-3167,3745,-66
2010-07-13,140500.0,143000.0,16680.0,8.08,-3674,-1991,5468
2010-07-14,142000.0,144500.0,12965.0,8.17,-1022,-657,1623
2010-07-15,144000.0,143000.0,8127.0,8.08,2892,-5384,2581
2010-07-16,142500.0,143000.0,1796.0,8.08,-241,199,42
2010-07-19,142000.0,142000.0,2605.0,8.03,-148,-604,813
2010-07-20,141000.0,142500.0,8009.0,8.05,-525,-514,1497
2010-07-21,142500.0,145500.0,17609.0,8.22,-5226,-523,7760
2010-07-22,145500.0,145500.0,12516.0,8.22,-231,-620,220
2010-07-23,144500.0,146000.0,8816.0,8.25,936,-2699,2446
2010-07-26,146500.0,147500.0,8057.0,8.34,-1295,-1052,4241
2010-07-27,146500.0,149000.0,5178.0,8.42,-3074,-293,3532
2010-07-28,149000.0,149500.0,3904.0,8.45,-796,-689,1220
2010-07-29,149500.0,150500.0,3432.0,8.51,-1536,-425,1903
2010-07-30,150500.0,150000.0,2465.0,8.48,-316,-1205,1521
2010-08-02,150000.0,149500.0,3996.0,8.45,-858,-237,2087
2010-08-03,148000.0,146000.0,2865.0,8.25,385,-667,291
2010-08-04,146000.0,147000.0,3399.0,8.31,72,-782,721
2010-08-05,146500.0,146000.0,2148.0,8.25,-266,7,202
2010-08-06,146000.0,149000.0,8127.0,8.42,-1015,-1121,2136
2010-08-09,148000.0,148500.0,1941.0,8.39,603,-1524,915
2010-08-10,149000.0,151000.0,3124.0,8.54,-798,-360,1259
2010-08-11,151000.0,151000.0,2202.0,8.54,-1336,-40,1685
2010-08-12,150000.0,154500.0,9408.0,8.73,-5462,1746,2033
2010-08-13,152500.0,151500.0,3870.0,8.56,-334,-382,874
2010-08-16,149000.0,142000.0,9934.0,8.03,594,-295,-195
2010-08-17,142000.0,143500.0,4570.0,8.11,-344,-837,945
2010-08-18,142000.0,141000.0,7635.0,7.97,1096,-1168,99
2010-08-19,141000.0,142500.0,3627.0,8.05,-659,-614,697
2010-08-20,143000.0,142500.0,3666.0,8.05,-1125,1175,-159
2010-08-23,143500.0,141500.0,2121.0,8.0,99,37,427
2010-08-24,141500.0,141500.0,1254.0,8.0,208,-130,35
2010-08-25,140500.0,140500.0,6286.0,7.94,2015,-1094,1083
2010-08-26,138000.0,138500.0,734.0,7.83,-29,-25,171
2010-08-27,139000.0,137500.0,1633.0,7.77,600,-322,100
2010-08-30,137500.0,139500.0,1155.0,7.89,-5,-251,196
2010-08-31,139500.0,138000.0,2000.0,7.8,-322,-294,780
2010-09-01,137500.0,140000.0,5979.0,7.91,384,1531,-512
2010-09-02,140000.0,141000.0,1841.0,7.97,-108,-340,301
2010-09-03,140500.0,140500.0,4009.0,7.94,-1091,1235,-165
2010-09-06,142000.0,140000.0,1948.0,7.91,769,-1170,401
2010-09-07,139000.0,139500.0,1378.0,7.89,46,-180,265
2010-09-08,139500.0,137500.0,1646.0,7.77,1058,-305,-780
2010-09-09,137500.0,144000.0,9689.0,8.14,-3080,5022,-1640
2010-09-10,144500.0,150500.0,8615.0,8.51,-5406,4259,1086
2010-09-13,149000.0,147500.0,5339.0,8.34,364,403,-770
2010-09-14,147000.0,141500.0,5299.0,8.0,1535,-1959,1950
2010-09-15,141500.0,144000.0,2238.0,8.14,-133,-577,716
2010-09-16,144000.0,142000.0,3666.0,8.03,385,-2270,1865
