Symbol,삼성증권_시가(원),삼성증권_종가(원),삼성증권_거래량(주),삼성증권_PER(IFRS-연결),삼성증권_순매수수량(개인)(주),삼성증권_순매수수량(기관계)(주),삼성증권_순매수수량(외국인계)(주)
2002-02-08,42300.0,43550.0,549805.0,18.03,-15940,-104790,124800
2002-02-14,45000.0,46500.0,673622.0,19.25,-226490,170270,31340
2002-02-15,45900.0,46800.0,459736.0,19.38,-43517,3336,38971
2002-02-18,46800.0,46850.0,416223.0,19.4,22890,-2810,-4930
2002-02-19,46650.0,45200.0,479110.0,18.72,92790,17518,-92268
2002-02-20,44500.0,44550.0,697096.0,18.45,216391,24139,-249010
2002-02-21,45500.0,44850.0,480188.0,18.57,77503,44697,-113460
2002-02-22,43200.0,44550.0,398397.0,18.45,78750,44500,-121510
2002-02-25,44800.0,44400.0,237003.0,18.38,-38010,30810,10230
2002-02-26,45200.0,46000.0,423673.0,19.05,-97447,106307,-20450
2002-02-27,46450.0,48350.0,1300070.0,20.02,-221715,-1055,271160
2002-02-28,49750.0,51400.0,2344847.0,21.28,-829853,10433,802690
2002-03-04,52800.0,51900.0,1800942.0,21.49,-589773,33353,595720
2002-03-05,52900.0,51800.0,790549.0,21.45,-27529,-37881,75860
2002-03-06,51300.0,52000.0,522834.0,21.53,-49477,-22293,85350
2002-03-07,52200.0,50600.0,744432.0,20.95,-54524,-21986,70650
2002-03-08,51500.0,50800.0,784178.0,21.03,-32350,10490,-500
2002-03-11,50100.0,50000.0,438122.0,20.7,137223,26977,-84800
2002-03-12,49600.0,51900.0,462983.0,21.49,-49249,20586,-31537
2002-03-13,51400.0,51900.0,335688.0,21.49,26121,-30401,7220
2002-03-14,51800.0,51700.0,590878.0,21.41,89866,-6476,-66110
2002-03-15,51100.0,53400.0,826640.0,22.11,-166405,32025,139020
2002-03-18,55000.0,53800.0,700564.0,22.28,-20792,24012,41870
2002-03-19,53800.0,54800.0,706192.0,22.69,-160497,134147,34360
2002-03-20,55300.0,54600.0,621030.0,22.61,-80096,86790,4856
2002-03-21,53900.0,54400.0,290121.0,22.52,-97110,104590,-13120
2002-03-22,54000.0,54000.0,579815.0,22.36,66024,49056,-120430
2002-03-25,54300.0,54300.0,434330.0,22.48,29520,-57580,27060
2002-03-26,52800.0,52900.0,414231.0,21.9,-63826,26286,32350
2002-03-27,53000.0,53100.0,596188.0,21.99,27528,-99272,50444
2002-03-28,53200.0,53200.0,526554.0,22.03,-18238,2268,-6330
2002-03-29,54500.0,53700.0,367614.0,22.23,-23360,-16470,33320
2002-04-01,53700.0,50600.0,467397.0,60.93,58290,-7720,-55190
2002-04-02,50000.0,50800.0,552403.0,61.17,170759,-82869,-107410
2002-04-03,51000.0,52500.0,634633.0,63.22,-20530,-14030,114610
2002-04-04,52100.0,52100.0,458412.0,62.74,-20820,43080,-29970
2002-04-08,52100.0,51000.0,463959.0,61.41,-15425,-25015,25670
2002-04-09,51000.0,49150.0,442296.0,59.18,121050,62160,-178320
2002-04-10,49500.0,47500.0,770456.0,57.2,86760,-1300,-101080
2002-04-11,47200.0,47100.0,1284152.0,56.72,398798,116962,-537550
2002-04-12,46300.0,47150.0,746986.0,56.78,228766,104464,-342370
2002-04-15,47250.0,47800.0,463895.0,57.56,-8153,35415,-29212
2002-04-16,47250.0,48150.0,458311.0,57.98,38660,52140,-97350
2002-04-17,48700.0,51300.0,943528.0,61.77,-207388,-18012,225960
2002-04-18,51300.0,52000.0,585340.0,62.62,-190810,11660,181700
2002-04-19,51700.0,51700.0,420110.0,62.25,-16190,13180,12270
2002-04-22,51500.0,51300.0,648393.0,61.77,-40610,-1510,42010
2002-04-23,50600.0,50800.0,342852.0,61.17,-39316,-47134,80230
2002-04-24,50300.0,49000.0,476411.0,59.0,83570,31260,-106270
2002-04-25,48000.0,47000.0,496181.0,56.6,10306,46640,-62336
2002-04-26,46550.0,46500.0,526049.0,55.99,102424,-81230,-27474
2002-04-29,46100.0,45050.0,689510.0,54.25,18260,76740,-101670
2002-04-30,45000.0,43500.0,766980.0,52.38,191380,-18150,-175710
2002-05-02,43500.0,44700.0,969768.0,53.83,199310,-6250,-195110
2002-05-03,44000.0,43700.0,716395.0,52.62,136231,71284,-207025
2002-05-06,43400.0,41350.0,499637.0,49.79,98390,92740,-197700
2002-05-07,40900.0,41600.0,1121097.0,50.09,192550,53210,-258510
2002-05-08,43000.0,45000.0,982611.0,54.19,-194740,17890,171230
2002-05-09,46000.0,45100.0,712957.0,54.31,-46786,-31484,9550
2002-05-10,45000.0,43800.0,314522.0,52.74,-63440,5860,68990
2002-05-13,43000.0,43250.0,222280.0,52.08,16490,13630,-40720
2002-05-14,43550.0,44150.0,293990.0,53.16,10855,-30945,28255
2002-05-15,45150.0,45700.0,400437.0,55.03,-97467,36610,67277
2002-05-16,45700.0,45350.0,188730.0,54.61,-71910,51660,26090
2002-05-17,46300.0,47100.0,542015.0,56.72,-91390,-30010,134370
2002-05-20,47100.0,45800.0,384042.0,55.15,94240,40820,-145600
2002-05-21,45000.0,43750.0,304310.0,52.68,28508,14452,-75580
2002-05-22,43450.0,44700.0,360050.0,53.83,102106,25110,-111400
2002-05-23,44200.0,43800.0,278976.0,52.74,18258,-31888,14610
2002-05-24,43300.0,43800.0,312830.0,52.74,41236,28575,-70881
2002-05-27,42900.0,42700.0,339017.0,51.42,102917,-15214,-86963
2002-05-28,42300.0,42700.0,318959.0,51.42,35170,75570,-110480
2002-05-29,42300.0,41500.0,465844.0,49.97,139736,51254,-182190
2002-05-30,40700.0,40000.0,566010.0,48.17,266340,14650,-281160
2002-05-31,40100.0,38900.0,501714.0,46.84,32230,4990,-19990
2002-06-03,38600.0,40100.0,342129.0,48.29,-22315,-37175,80980
2002-06-04,39500.0,40200.0,472332.0,48.41,88090,9040,-103540
2002-06-05,40900.0,40000.0,373476.0,48.17,16002,16774,-45110
2002-06-07,38600.0,39150.0,517960.0,47.14,39092,83068,-122030
2002-06-10,39150.0,39250.0,396204.0,47.26,205194,46336,-264310
2002-06-11,39300.0,39800.0,408970.0,47.93,6320,42470,-61070
2002-06-12,39600.0,40750.0,469460.0,49.07,-6570,18070,-16420
2002-06-14,40750.0,41700.0,445721.0,50.21,-132900,-32200,170680
2002-06-17,41700.0,40050.0,266419.0,48.23,82880,-5940,-76380
2002-06-18,41400.0,40200.0,322414.0,48.41,72146,-35436,-52720
2002-06-19,39500.0,37450.0,668947.0,45.1,229230,-4590,-228810
2002-06-20,37050.0,37500.0,486990.0,45.16,74230,-75560,-29670
2002-06-21,37050.0,36500.0,587610.0,43.95,225150,-1800,-238490
2002-06-24,35850.0,36200.0,548152.0,43.59,30345,-31405,7390
2002-06-25,36500.0,34100.0,554504.0,41.06,141034,-19478,-83286
2002-06-26,33100.0,32750.0,1377069.0,39.44,228611,-218741,35430
2002-06-27,32700.0,32400.0,728362.0,39.01,81053,-952,-27980
2002-06-28,32900.0,34400.0,1037158.0,41.42,145432,-167642,16450
2002-07-02,33100.0,34600.0,522852.0,41.66,-43270,-122680,158240
2002-07-03,34100.0,34600.0,502761.0,41.66,72266,-36636,-25030
2002-07-04,35300.0,35300.0,479170.0,42.51,-160529,-57501,189360
2002-07-05,35500.0,38100.0,1254680.0,45.88,-455950,76620,398240
2002-07-08,39900.0,38400.0,868363.0,46.24,-177130,-151430,319610
2002-07-09,39800.0,40750.0,568869.0,49.07,-193610,19870,168530
2002-07-10,40300.0,40000.0,427224.0,48.17,29619,-91819,84800
2002-07-11,38700.0,37300.0,752730.0,44.91,319450,-2100,-361850
2002-07-12,37500.0,38500.0,808682.0,46.36,83630,-19290,-51090
2002-07-15,37800.0,38700.0,556301.0,46.6,-112860,-73960,182560
2002-07-16,38700.0,37500.0,414114.0,45.16,-17510,3840,18910
2002-07-18,37800.0,37050.0,377881.0,44.61,57794,72760,-118250
2002-07-19,36050.0,36050.0,330286.0,43.41,9428,-56378,25590
2002-07-22,33800.0,34000.0,414371.0,40.94,81980,-10220,-71200
2002-07-23,33200.0,36700.0,514822.0,44.19,71650,-44920,-27740
2002-07-24,35000.0,35000.0,691179.0,42.15,208021,35419,-247780
2002-07-25,37900.0,36000.0,836600.0,43.35,-40640,-192980,186140
2002-07-26,35200.0,35900.0,499840.0,43.23,11080,108340,-119670
2002-07-29,35100.0,34500.0,576720.0,41.54,190271,82440,-282091
2002-07-30,35900.0,35100.0,1154446.0,42.27,153690,342130,-504990
2002-07-31,35000.0,35200.0,627087.0,42.39,-12430,153550,-233870
2002-08-01,34700.0,34000.0,409643.0,40.94,124032,-42442,-110520
2002-08-02,33000.0,33300.0,370231.0,40.1,105390,-74120,-4440
2002-08-05,32800.0,31800.0,525811.0,38.29,158200,-16730,-142270
2002-08-06,30300.0,33000.0,1054550.0,39.74,283130,330680,-607700
2002-08-07,31800.0,31850.0,673592.0,38.35,215860,-87200,-133280
2002-08-08,32000.0,32200.0,506275.0,38.77,15020,56560,-74480
2002-08-09,33000.0,32700.0,613881.0,39.38,-127800,104110,12450
2002-08-12,32500.0,32800.0,245254.0,39.5,-57460,-4010,60010
2002-08-13,32800.0,33500.0,287808.0,40.34,13715,-8165,-8680
2002-08-14,32800.0,33600.0,299600.0,40.46,-26314,31044,-23710
2002-08-16,34000.0,33700.0,833255.0,40.58,41378,-119558,65430
2002-08-19,33700.0,34000.0,511554.0,40.94,-120550,19520,102270
2002-08-20,35000.0,35250.0,788916.0,42.45,-201406,70046,132840
2002-08-21,35000.0,36600.0,568550.0,44.07,-106415,93265,9670
2002-08-22,37000.0,36600.0,650648.0,44.07,-22360,-90220,116530
2002-08-23,36800.0,36500.0,349688.0,43.95,-28275,12655,20540
2002-08-26,35700.0,35700.0,218848.0,42.99,16350,-8010,-21150
2002-08-27,35900.0,35100.0,346059.0,42.27,41790,25970,-77700
2002-08-28,34900.0,35100.0,288585.0,42.27,43370,11290,-52300
2002-08-29,34500.0,34150.0,713315.0,41.12,436895,-45780,-391745
2002-08-30,34350.0,35200.0,710756.0,42.39,148529,46591,-210250
2002-09-02,35200.0,37500.0,1141993.0,45.16,-34178,-53333,45080
2002-09-03,37500.0,36500.0,754100.0,43.95,4789,2831,-20270
2002-09-04,35600.0,35300.0,839100.0,42.51,204560,34780,-263500
2002-09-05,35800.0,35250.0,418045.0,42.45,75130,-97430,21520
2002-09-06,34500.0,33600.0,470350.0,40.46,116180,-25520,-91240
2002-09-09,33900.0,33200.0,318382.0,39.98,-78055,80035,810
2002-09-10,33500.0,33900.0,274369.0,40.82,-43721,13041,31850
2002-09-11,34050.0,34200.0,477499.0,41.18,81462,11758,-94790
2002-09-12,34500.0,34850.0,670329.0,41.96,3534,-17014,26200
2002-09-13,34150.0,33800.0,487290.0,40.7,27560,8960,-44540
2002-09-16,34300.0,33050.0,258687.0,39.8,32360,-24130,-8760
2002-09-17,33500.0,34600.0,424934.0,41.66,-52250,-230,54660
2002-09-18,33000.0,33700.0,370407.0,40.58,16635,-104785,112820
2002-09-19,33950.0,33300.0,481688.0,40.1,186130,-52390,-100720
2002-09-23,32650.0,32400.0,453766.0,39.01,89400,-75310,10130
2002-09-24,31950.0,31700.0,430700.0,38.17,49200,30790,-76360
2002-09-25,31000.0,30800.0,407487.0,37.09,71161,28535,-58430
2002-09-26,31300.0,30850.0,628640.0,37.15,102948,-150030,56372
2002-09-27,30900.0,31000.0,423708.0,37.33,1228,-1938,21170
2002-09-30,30600.0,29800.0,386162.0,35.88,-7600,-24380,20240
2002-10-01,29150.0,29900.0,805023.0,36.0,372118,130232,-501870
2002-10-02,30800.0,29000.0,660996.0,34.92,199450,-26110,-130110
2002-10-04,28200.0,28850.0,577180.0,34.74,52389,133571,-177400
2002-10-07,28200.0,26850.0,662494.0,32.33,181850,-33770,-135290
2002-10-08,26200.0,27000.0,774301.0,32.51,120891,-31090,-60561
2002-10-09,27200.0,25450.0,1172211.0,30.64,204714,26636,-217270
2002-10-10,24500.0,23800.0,1490982.0,28.66,575600,-264275,-218175
2002-10-11,24700.0,23900.0,1223791.0,28.78,83928,-100688,41020
2002-10-14,25000.0,27200.0,1364852.0,32.75,-128170,-31960,166770
2002-10-15,27800.0,28600.0,1291885.0,34.44,-101098,31618,93960
2002-10-16,29200.0,28500.0,1572450.0,34.32,-118240,-327986,527820
2002-10-17,28050.0,30500.0,1779318.0,36.73,-133460,-54360,196100
2002-10-18,31400.0,31600.0,1344286.0,38.05,-439705,-54475,474670
2002-10-21,31500.0,30000.0,713678.0,36.12,88381,85616,-182537
2002-10-22,31000.0,29400.0,766950.0,35.4,111006,-1656,-83290
2002-10-23,29300.0,32200.0,1256349.0,38.77,-212890,-34680,264420
2002-10-24,32450.0,32150.0,1311800.0,38.71,-149680,16960,132230
2002-10-25,31400.0,31050.0,980687.0,37.39,164870,42720,-202760
2002-10-28,32100.0,33400.0,1081300.0,40.22,-183000,-22600,178540
2002-10-29,32900.0,33300.0,978599.0,40.1,-189400,68840,161420
2002-10-30,33500.0,32350.0,770004.0,38.95,130750,5640,-115810
2002-10-31,32900.0,31650.0,1147000.0,38.11,182110,-62300,-84750
2002-11-01,31250.0,30650.0,888594.0,36.91,238254,19006,-270830
2002-11-04,31400.0,32300.0,779287.0,38.89,-143900,37010,91770
2002-11-05,32000.0,31300.0,737738.0,37.69,-15480,-2970,290
2002-11-06,32100.0,32400.0,744173.0,39.01,-99580,183430,-76680
2002-11-07,32400.0,32100.0,872741.0,38.65,-171560,98600,68010
2002-11-08,31200.0,31700.0,777778.0,38.17,354980,-103780,-282380
2002-11-11,31150.0,30750.0,609478.0,37.03,114640,42710,-195890
2002-11-12,30000.0,30150.0,563611.0,36.3,163020,77390,-240910
2002-11-13,29900.0,29700.0,508355.0,35.76,143501,-99771,-42130
2002-11-14,29700.0,29950.0,477555.0,36.06,97985,-154525,55360
2002-11-15,30950.0,31250.0,647877.0,37.63,-139800,4320,40770
2002-11-18,31000.0,30500.0,632677.0,36.73,71420,106790,-241950
2002-11-19,30200.0,31900.0,790825.0,38.41,-328270,-39720,396190
2002-11-20,31900.0,32400.0,1213716.0,39.01,-120280,35740,95200
2002-11-21,33300.0,32950.0,1110767.0,39.68,-436730,178730,260410
2002-11-22,34500.0,34000.0,1867302.0,40.94,-880380,494700,462630
2002-11-25,34200.0,35500.0,835633.0,42.75,-174987,111267,100370
2002-11-26,35750.0,35450.0,787146.0,42.69,596,-7736,16920
2002-11-27,34800.0,36900.0,978789.0,44.43,-3495,-125705,122090
2002-11-28,37900.0,36300.0,845370.0,43.71,-50955,86505,24720
2002-11-29,36400.0,36700.0,802764.0,44.19,94280,39550,-130960
2002-12-02,36800.0,36800.0,371217.0,44.31,86982,-85942,-2160
2002-12-03,36500.0,37100.0,552544.0,44.67,-62218,8718,77340
2002-12-04,36000.0,34850.0,727575.0,41.96,50040,-9270,-35570
2002-12-05,34800.0,35250.0,544139.0,42.45,51400,-49120,-34260
2002-12-06,34550.0,34300.0,764238.0,41.3,348760,-85050,-270920
2002-12-09,34000.0,32950.0,657604.0,39.68,275181,-48251,-204610
2002-12-10,32000.0,32750.0,1134628.0,39.44,442498,-141178,-297390
2002-12-11,32950.0,32800.0,639879.0,39.5,228410,-112130,-118350
2002-12-12,32800.0,33600.0,1101370.0,40.46,121011,-45811,-77490
2002-12-13,33250.0,34000.0,528777.0,40.94,35700,-91050,26710
2002-12-16,33400.0,33000.0,423163.0,39.74,108444,-71410,-33624
2002-12-17,33600.0,33500.0,600240.0,40.34,18257,43929,-168216
2002-12-18,32900.0,33750.0,486805.0,40.64,64498,-14138,-48880
2002-12-20,33250.0,33200.0,622400.0,39.98,206805,42875,-246970
2002-12-23,32750.0,31250.0,1192100.0,37.63,111770,-83630,-31340
2002-12-24,30800.0,30650.0,547859.0,36.91,-8386,31586,-22880
2002-12-26,30100.0,29800.0,531579.0,35.88,79520,-46730,-35070
2002-12-27,29200.0,30000.0,466871.0,36.12,-100037,-3906,106523
2002-12-30,30000.0,28650.0,614919.0,34.5,181669,18380,-179809
2003-01-02,29300.0,29650.0,436367.0,35.7,189070,-185850,-1520
2003-01-03,30700.0,31350.0,704462.0,37.75,68150,-122890,57880
2003-01-06,31300.0,31500.0,445317.0,37.93,-14356,52813,-16897
