Symbol,삼성증권_시가(원),삼성증권_종가(원),삼성증권_거래량(주),삼성증권_PER(IFRS-연결),삼성증권_순매수수량(개인)(주),삼성증권_순매수수량(기관계)(주),삼성증권_순매수수량(외국인계)(주)
2008-10-09,72100.0,72900.0,897427.0,13.63,-142978,104330,40022
2008-10-10,71100.0,70200.0,1243653.0,13.13,182554,-67898,-91955
2008-10-13,73200.0,72000.0,783156.0,13.47,-7133,-6120,5098
2008-10-14,75000.0,74500.0,1525902.0,13.93,131168,-243752,162237
2008-10-15,73800.0,75300.0,863919.0,14.08,-133481,35244,112580
2008-10-16,72000.0,67400.0,1090603.0,12.61,-6083,5883,-10134
2008-10-17,70700.0,67500.0,1086153.0,12.62,-105817,32391,115556
2008-10-20,69700.0,69300.0,1296113.0,12.96,-147545,132256,7309
2008-10-21,70100.0,70100.0,846788.0,13.11,-158152,43054,90675
2008-10-22,69900.0,68000.0,926812.0,12.72,-48310,-51,20522
2008-10-23,64700.0,64400.0,1184158.0,12.04,-29932,-49127,74109
2008-10-24,65000.0,54800.0,1874221.0,10.25,119500,-160929,99347
2008-10-27,54800.0,52000.0,3142893.0,9.73,-226100,209935,15005
2008-10-28,48900.0,59200.0,1679286.0,11.07,-135446,47409,126453
2008-10-29,62000.0,54800.0,2912796.0,10.25,8360,-110338,130070
2008-10-30,62000.0,63000.0,1761849.0,11.78,-405174,238742,138956
2008-10-31,63000.0,63600.0,3234349.0,11.9,-53171,5858,5508
2008-11-03,65000.0,63900.0,1312241.0,11.95,73492,3291,-88279
2008-11-04,63900.0,64500.0,805085.0,12.06,-34619,45545,-11819
2008-11-05,67200.0,65700.0,2061949.0,12.29,38231,-104864,72500
2008-11-06,62600.0,61100.0,873475.0,11.43,-134047,-17137,152468
2008-11-07,58900.0,64700.0,1142883.0,12.1,-116556,67731,34039
2008-11-10,65000.0,65500.0,946869.0,12.25,-240783,7354,242892
2008-11-11,64300.0,64300.0,601534.0,12.03,-29849,-24230,56045
2008-11-12,61500.0,62300.0,778952.0,11.65,15164,-64537,98996
2008-11-13,59000.0,61700.0,729787.0,11.54,-4497,-11450,14356
2008-11-14,64000.0,61100.0,669382.0,11.43,124994,-49640,-54983
2008-11-17,60100.0,62600.0,848877.0,11.71,-148056,70734,84173
2008-11-18,61100.0,60200.0,528505.0,11.26,8007,-51195,49551
2008-11-19,61000.0,59000.0,437531.0,11.04,-5111,-4610,16920
2008-11-20,56000.0,53900.0,696310.0,10.08,-65210,12155,84912
2008-11-21,51900.0,57300.0,994363.0,10.72,-69262,25068,53801
2008-11-24,56900.0,58100.0,963972.0,10.87,-244115,230628,-16179
2008-11-25,61500.0,59700.0,823788.0,11.17,-184526,115037,62282
2008-11-26,60800.0,62000.0,1588922.0,11.6,-9141,42826,-28178
2008-11-27,64200.0,62900.0,792993.0,11.76,-207233,-22240,242669
2008-11-28,63500.0,62500.0,555680.0,11.69,-37761,2680,54042
2008-12-01,63100.0,62100.0,1518303.0,11.61,107251,-205020,98609
2008-12-02,59400.0,60000.0,947552.0,11.22,181205,-235295,76231
2008-12-03,61500.0,59300.0,1314450.0,11.09,276513,-300772,45384
2008-12-04,61000.0,56900.0,1602602.0,10.64,577837,-688471,212187
2008-12-05,56900.0,57000.0,788505.0,10.66,219255,-185385,-113
2008-12-08,58300.0,61000.0,1360353.0,11.41,-58246,11859,38055
2008-12-09,61000.0,62100.0,1099872.0,11.61,-226246,111451,90063
2008-12-10,62500.0,63500.0,1330292.0,11.88,-194391,4653,193673
2008-12-11,63800.0,65800.0,1741276.0,12.31,-644693,429804,128564
2008-12-12,64100.0,62800.0,909708.0,11.75,-137662,36039,84268
2008-12-15,64500.0,65800.0,1298315.0,12.31,27546,-35433,2060
2008-12-16,65700.0,64300.0,797297.0,12.03,76538,-97638,12604
2008-12-17,66800.0,65100.0,1184981.0,12.18,-260047,103593,124
2008-12-18,65700.0,66600.0,1074528.0,12.46,-344014,275785,19713
2008-12-19,66300.0,66100.0,446584.0,12.36,-73217,30190,32460
2008-12-22,66700.0,67000.0,483652.0,12.53,-73663,1550,14688
2008-12-23,66100.0,63600.0,564948.0,11.9,45998,-374,17696
2008-12-24,63100.0,62700.0,474760.0,11.73,-55808,-7813,53303
2008-12-26,62700.0,62500.0,421417.0,11.69,20864,-64150,49616
2008-12-29,62600.0,62700.0,312398.0,11.73,7614,-64289,61539
2008-12-30,63400.0,62000.0,438997.0,11.6,-122269,2496,120394
2009-01-02,63200.0,65400.0,654360.0,12.23,-859,11701,-26574
2009-01-05,66900.0,65200.0,982799.0,12.19,255306,-285533,25761
2009-01-06,65400.0,65800.0,698296.0,12.31,13061,12782,-27130
2009-01-07,66800.0,67500.0,1012320.0,12.62,103033,-93260,-13670
2009-01-08,66100.0,65800.0,671481.0,12.31,105542,-9751,-29360
2009-01-09,66600.0,64300.0,556672.0,12.03,97149,-100222,-3154
2009-01-12,63500.0,62800.0,514908.0,11.75,78094,-73301,-11827
2009-01-13,62200.0,63200.0,626463.0,11.82,198269,-211952,22514
2009-01-14,63100.0,63600.0,560154.0,11.9,152917,-110441,-39952
2009-01-15,61000.0,59100.0,1185333.0,11.05,430802,-339079,-69323
2009-01-16,59600.0,59500.0,643885.0,11.13,265261,-161009,-107656
2009-01-19,60200.0,60100.0,589622.0,11.24,6338,-7722,-8178
2009-01-20,59100.0,58600.0,401115.0,10.96,81639,-53429,-24660
2009-01-21,56300.0,58400.0,511256.0,10.92,-28723,-1972,25931
2009-01-22,60300.0,60600.0,590919.0,11.33,-88279,33041,51371
2009-01-23,60300.0,59600.0,482705.0,11.15,-30785,28006,-28087
2009-01-28,61500.0,62900.0,739545.0,11.76,-90213,13755,102976
2009-01-29,63500.0,62200.0,653515.0,11.63,-61078,52495,20247
2009-01-30,61500.0,62800.0,467685.0,11.75,20391,-66309,17169
2009-02-02,62300.0,61400.0,726629.0,11.48,96374,-168906,85194
2009-02-03,62200.0,62300.0,797368.0,11.65,221469,-264846,62423
2009-02-04,63400.0,62700.0,777328.0,11.73,17695,-50960,32590
2009-02-05,62300.0,60800.0,966123.0,11.37,162442,-341093,243054
2009-02-06,62100.0,61700.0,1451358.0,11.54,451005,-446394,141895
2009-02-09,62300.0,61500.0,713361.0,11.5,-95661,19117,49862
2009-02-10,62100.0,61600.0,400666.0,11.52,-47890,4814,34762
2009-02-11,59600.0,61200.0,883911.0,11.45,-64467,31259,16602
2009-02-12,61400.0,60000.0,556331.0,11.22,122373,-73811,-54983
2009-02-13,60000.0,60800.0,475625.0,11.37,-78839,59477,23172
2009-02-16,60400.0,59700.0,384004.0,11.17,27379,-50383,26613
2009-02-17,59300.0,57400.0,652230.0,10.74,109858,-84211,4924
2009-02-18,56700.0,58200.0,614014.0,10.89,-83889,73588,9238
2009-02-19,58000.0,57900.0,339482.0,10.83,8576,-65154,49324
2009-02-20,57000.0,55400.0,473876.0,10.36,29601,-24741,-588
2009-02-23,55100.0,56400.0,519910.0,10.55,66154,-78663,30308
2009-02-24,54300.0,54100.0,352553.0,10.12,10211,-42207,27888
2009-02-25,55800.0,54100.0,429207.0,10.12,-60214,-7798,69345
2009-02-26,54500.0,52900.0,539243.0,9.89,60971,-33616,-14954
2009-02-27,52500.0,52500.0,515710.0,9.82,168366,-190781,33073
2009-03-02,51700.0,50000.0,654952.0,9.35,118844,-29211,-84476
2009-03-03,48500.0,49300.0,628416.0,9.22,78402,-58228,-25761
2009-03-04,48700.0,51300.0,883723.0,9.59,119986,-100829,-36653
2009-03-05,51500.0,49800.0,684832.0,9.31,71511,-133261,81109
2009-03-06,48350.0,49000.0,434469.0,9.16,24137,-103399,76600
2009-03-09,50000.0,50800.0,715171.0,9.5,38849,44827,-93990
2009-03-10,50400.0,53100.0,853164.0,9.93,-175424,52871,62281
2009-03-11,54900.0,57100.0,2194227.0,10.68,-305629,154790,148497
2009-03-12,56500.0,56500.0,798117.0,10.57,-175400,85481,72678
2009-03-13,57900.0,56300.0,514752.0,10.53,-31064,-3658,24373
2009-03-16,56100.0,55800.0,387701.0,10.44,-9719,19899,-18261
2009-03-17,56800.0,60100.0,2425867.0,11.24,-382017,377457,-97669
2009-03-18,61400.0,60100.0,766434.0,11.24,-54343,-54932,101768
2009-03-19,60900.0,57800.0,1301525.0,10.81,267216,-193865,-30231
2009-03-20,57700.0,58000.0,524198.0,10.85,33270,-103276,100470
2009-03-23,58300.0,60100.0,590998.0,11.24,-72406,-52242,131080
2009-03-24,62500.0,61500.0,1031344.0,11.5,-165338,71117,84562
2009-03-25,61100.0,62400.0,634386.0,11.67,-79189,-36293,118255
2009-03-26,62100.0,62100.0,560314.0,11.61,-45695,-41527,96675
2009-03-27,62700.0,60000.0,869804.0,11.22,226350,-248688,61198
2009-03-30,59400.0,57400.0,615031.0,10.74,168808,-111650,-54059
2009-03-31,58100.0,57800.0,536825.0,10.81,72196,-53089,9382
2009-04-01,58700.0,60500.0,1154514.0,17.62,-52837,28381,17488
2009-04-02,61800.0,62700.0,1350668.0,18.26,-495606,307831,158106
2009-04-03,63300.0,64000.0,1245733.0,18.64,-486650,-3479,496108
2009-04-06,64000.0,64000.0,1265494.0,18.64,-221756,88536,137011
2009-04-07,63800.0,63300.0,542122.0,18.44,66697,-92263,44732
2009-04-08,62200.0,61100.0,569005.0,17.8,-2600,-42196,46322
2009-04-09,61800.0,63900.0,860408.0,18.61,72536,-119077,80556
2009-04-10,65200.0,64000.0,928709.0,18.64,-17004,-4715,19942
2009-04-13,64200.0,63300.0,900829.0,18.44,82066,-76930,17757
2009-04-14,64100.0,63000.0,795697.0,18.35,6068,-114476,103882
2009-04-15,62000.0,61100.0,948998.0,17.8,109990,-125507,8810
2009-04-16,62600.0,61800.0,871426.0,18.0,101065,-213586,122158
2009-04-17,62900.0,61300.0,821701.0,17.85,147367,-185816,53451
2009-04-20,61500.0,62300.0,434418.0,18.15,-8792,12628,5385
2009-04-21,61000.0,62000.0,632376.0,18.06,10704,-73439,74666
2009-04-22,62800.0,63100.0,726314.0,18.38,-11431,18571,-19372
2009-04-23,63500.0,62500.0,834791.0,18.2,229374,-303753,84585
2009-04-24,62700.0,62700.0,704216.0,18.26,-25434,-157662,188297
2009-04-27,63200.0,62900.0,567368.0,18.32,-71305,-118145,184992
2009-04-28,62900.0,61300.0,613663.0,17.85,-132913,-27779,155341
2009-04-29,61900.0,62700.0,535414.0,18.26,-30540,-57349,101615
2009-04-30,63200.0,65900.0,1780524.0,19.19,-182132,115554,53787
2009-05-04,67000.0,69600.0,1893481.0,20.27,-314949,373030,-62007
2009-05-06,69700.0,70000.0,1402690.0,20.39,-443188,157175,253523
2009-05-07,71900.0,68600.0,984008.0,19.98,59498,35304,-111176
2009-05-08,68900.0,70000.0,657009.0,20.39,-13839,-28221,87486
2009-05-11,70300.0,69000.0,530332.0,20.1,128724,-80439,-14848
2009-05-12,68100.0,67500.0,601138.0,19.66,5773,-164865,139816
2009-05-13,67800.0,67000.0,632042.0,19.51,183556,-93598,-100093
2009-05-14,65800.0,65500.0,755871.0,19.08,112406,-206244,100281
2009-05-15,66000.0,66700.0,499227.0,19.43,28881,26770,-57934
2009-05-18,65900.0,67600.0,764793.0,19.69,-17709,-42521,71841
2009-05-19,69000.0,70000.0,965021.0,20.39,-301363,304036,-39270
2009-05-20,70000.0,69600.0,372407.0,20.27,-23843,24179,4473
2009-05-21,69000.0,71500.0,1316775.0,20.83,-287486,309196,-59826
2009-05-22,71000.0,75000.0,2266132.0,21.84,-747919,602274,87656
2009-05-25,75500.0,74500.0,1357476.0,21.7,-227722,224970,-28700
2009-05-26,75500.0,70800.0,801270.0,20.62,-58280,27357,25823
2009-05-27,72100.0,70100.0,864185.0,20.42,-18704,50811,-21113
2009-05-28,70000.0,72200.0,676782.0,21.03,-47537,192275,-139245
2009-05-29,72200.0,72100.0,533654.0,21.0,28310,-59960,18541
2009-06-01,71500.0,75200.0,1192638.0,21.9,-253773,334275,-72837
2009-06-02,76600.0,74900.0,808728.0,21.82,-160326,89727,79395
2009-06-03,76300.0,77000.0,889478.0,22.43,-65397,89606,-50159
2009-06-04,76000.0,72500.0,1052681.0,21.12,146138,-145210,3068
2009-06-05,73500.0,72700.0,675784.0,21.17,308044,-253028,-13048
2009-06-08,72100.0,71800.0,514166.0,20.91,162500,-221267,58627
2009-06-09,72600.0,69800.0,681183.0,20.33,141311,-157331,18234
2009-06-10,69900.0,72800.0,508727.0,21.2,57292,-19457,-39106
2009-06-11,72200.0,73000.0,728168.0,21.26,40773,-63227,-13274
2009-06-12,72200.0,73000.0,599521.0,21.26,81928,-142322,83537
2009-06-15,72400.0,71000.0,529282.0,20.68,218017,-166001,-47096
2009-06-16,69800.0,69500.0,632889.0,20.24,257594,-298167,54023
2009-06-17,68700.0,68200.0,425396.0,19.86,135262,-30577,-91238
2009-06-18,68400.0,67100.0,440803.0,19.54,160559,-22010,-131942
2009-06-19,67700.0,67500.0,336592.0,19.66,95997,-24605,-60927
2009-06-22,66900.0,68600.0,449601.0,19.98,43284,43488,-95720
2009-06-23,67100.0,66900.0,518231.0,19.49,70297,-128278,47005
2009-06-24,67000.0,67000.0,444857.0,19.51,-1691,-48447,-19012
2009-06-25,67500.0,68500.0,576383.0,19.95,-86601,21556,34415
2009-06-26,69500.0,68500.0,277234.0,19.95,2762,-3900,-544
2009-06-29,68800.0,67800.0,333543.0,19.75,12908,-2457,-55395
2009-06-30,68600.0,67800.0,266003.0,19.75,-42552,41353,1965
2009-07-01,67400.0,69400.0,354955.0,20.21,-79337,56346,22015
2009-07-02,69700.0,69500.0,263905.0,20.24,14392,-3723,-9227
2009-07-03,67900.0,68900.0,365919.0,20.07,44356,11485,-57272
2009-07-06,69000.0,68200.0,503258.0,19.86,204183,-78323,-125070
2009-07-07,68500.0,68300.0,427369.0,19.89,101875,-28296,-123575
2009-07-08,67700.0,67800.0,385112.0,19.75,72009,-64152,-8994
2009-07-09,68300.0,69700.0,812407.0,20.3,-127121,-33095,119900
2009-07-10,70300.0,70200.0,608102.0,20.45,-135694,9777,135778
2009-07-13,70000.0,67600.0,472004.0,19.69,50230,-68516,19624
2009-07-14,68800.0,67300.0,325604.0,19.6,87545,-77723,-4172
2009-07-15,67900.0,69000.0,552339.0,20.1,32574,-23650,-40020
2009-07-16,70300.0,69400.0,438583.0,20.21,-70486,-54626,121102
2009-07-17,70500.0,72200.0,1136602.0,21.03,-191568,59576,128744
2009-07-20,73100.0,75700.0,1401792.0,22.05,-589304,196386,379701
2009-07-21,76200.0,75300.0,747887.0,21.93,-119345,-62404,182220
2009-07-22,75500.0,75200.0,426955.0,21.9,21021,-51104,35634
2009-07-23,74000.0,75500.0,760060.0,21.99,-49900,52530,-14744
2009-07-24,76700.0,76400.0,761486.0,22.25,-137013,58591,48431
2009-07-27,76500.0,76600.0,613857.0,22.31,-90705,50531,30260
2009-07-28,76900.0,75400.0,446470.0,21.96,78901,-47731,-35754
2009-07-29,75100.0,74200.0,516833.0,21.61,86450,-137070,13831
2009-07-30,74100.0,73500.0,502937.0,21.41,169978,-104139,-63201
2009-07-31,74500.0,76800.0,1045665.0,22.37,-195701,188423,22915
2009-08-03,77500.0,79900.0,1267074.0,23.27,-404239,379098,-23198
2009-08-04,80500.0,78400.0,898478.0,22.84,114230,-87765,-32974
2009-08-05,78200.0,77800.0,536562.0,22.66,138771,-84781,8963
2009-08-06,77500.0,76800.0,768506.0,22.37,302162,-216671,-64220
2009-08-07,77300.0,77700.0,465719.0,22.63,81399,-63132,-7494
2009-08-10,77700.0,76500.0,494219.0,22.28,136502,-146626,11655
2009-08-11,75800.0,76700.0,517443.0,22.34,144484,-116556,-43562
2009-08-12,76200.0,76400.0,444469.0,22.25,-8739,-12729,20139
2009-08-13,77500.0,76500.0,455312.0,22.28,64650,-87143,42682
2009-08-14,77600.0,78400.0,817295.0,22.84,-43589,23166,12368
2009-08-17,77800.0,76800.0,685220.0,22.37,-87652,36727,54749
2009-08-18,75800.0,76300.0,694084.0,22.22,-13479,-78573,97001
2009-08-19,76700.0,75100.0,453245.0,21.87,67343,-95404,28035
2009-08-20,75800.0,77500.0,406467.0,22.57,-5018,3568,-1549
2009-08-21,77500.0,75900.0,574773.0,22.11,131651,-137405,3139
2009-08-24,77000.0,79700.0,1448214.0,23.21,-117879,29433,119738
2009-08-25,79200.0,78900.0,690314.0,22.98,-54441,49397,9966
2009-08-26,79500.0,77900.0,623808.0,22.69,158134,-114328,-36091
2009-08-27,77700.0,75700.0,733699.0,22.05,195861,-166157,18197
2009-08-28,76200.0,75700.0,476598.0,22.05,107490,-105906,-715
2009-08-31,75700.0,74800.0,631902.0,21.79,-896,-85092,103452
2009-09-01,74200.0,76400.0,688161.0,22.25,71217,-162719,105850
2009-09-02,75100.0,74500.0,787202.0,21.7,126882,-272284,147413
2009-09-03,74600.0,74000.0,715075.0,21.55,232754,-219483,19476
2009-09-04,74500.0,72500.0,850539.0,21.12,382245,-406200,19522
2009-09-07,72900.0,71400.0,662127.0,20.8,249547,-206009,-27315
2009-09-08,71900.0,71200.0,927051.0,20.74,415320,-361406,-53243
2009-09-09,71200.0,69700.0,858630.0,20.3,435523,-284697,-152934
2009-09-10,70300.0,72500.0,1228034.0,21.12,-174798,-49137,295840
2009-09-11,73000.0,72500.0,641181.0,21.12,93968,-110851,20952
2009-09-14,72100.0,71800.0,656954.0,20.91,-29890,-151201,196101
2009-09-15,72500.0,71300.0,729696.0,20.77,261945,-113699,-134525
2009-09-16,71900.0,72900.0,1259818.0,21.23,33452,7940,-53963
2009-09-17,74400.0,74300.0,1863085.0,21.64,276877,-317029,72141
2009-09-18,74000.0,73800.0,954854.0,21.5,116318,-116201,-2718
2009-09-21,74400.0,72900.0,467361.0,21.23,142973,-84170,-67836
2009-09-22,73000.0,73500.0,684963.0,21.41,25106,-75439,50472
2009-09-23,73700.0,72800.0,681511.0,21.2,5681,-140416,166928
2009-09-24,72200.0,71700.0,668638.0,20.88,11976,-78995,88586
2009-09-25,71000.0,70900.0,453279.0,20.65,72432,-71637,12845
2009-09-28,70600.0,69700.0,569496.0,20.3,167960,-88385,-13879
2009-09-29,70400.0,70100.0,381032.0,20.42,62622,-32871,-388
2009-09-30,70100.0,68700.0,489490.0,20.01,1000,12495,7782
2009-10-01,69800.0,68000.0,432252.0,19.81,-34373,1440,43083
2009-10-05,66900.0,65300.0,1029998.0,19.02,367775,-120249,-253776
2009-10-06,66000.0,64500.0,609679.0,18.79,135977,-49051,-90195
2009-10-07,65300.0,64500.0,651717.0,18.79,104373,-59422,-51666
2009-10-08,64900.0,64300.0,781974.0,18.73,370628,-29052,-350929
2009-10-09,64800.0,66100.0,980435.0,19.25,255320,-94812,-183141
2009-10-12,66800.0,66500.0,411828.0,19.37,-9443,27325,-11254
2009-10-13,66200.0,65000.0,471999.0,18.93,73236,-41172,-35070
2009-10-14,65300.0,66500.0,466321.0,19.37,-15721,-1998,29495
2009-10-15,67400.0,66600.0,523288.0,19.4,37072,16857,-56563
2009-10-16,66600.0,65900.0,250209.0,19.19,-10647,-14233,18202
2009-10-19,66000.0,66600.0,248585.0,19.4,-26717,-3816,29393
2009-10-20,67200.0,66800.0,316097.0,19.46,17435,-13170,-19048
2009-10-21,66500.0,66200.0,216795.0,19.28,6465,-34813,28930
2009-10-22,65700.0,63600.0,818140.0,18.52,423816,-284612,-125861
2009-10-23,64300.0,63500.0,400081.0,18.5,137456,-154922,19610
2009-10-26,62800.0,64300.0,358435.0,18.73,-56397,52274,-3417
2009-10-27,63500.0,63400.0,277096.0,18.47,40256,-59822,4037
2009-10-28,63200.0,60900.0,764820.0,17.74,248854,-171565,-82327
2009-10-29,59700.0,60200.0,437894.0,17.53,6410,-15033,17018
2009-10-30,61000.0,59200.0,522795.0,17.24,257818,-108235,-146824
2009-11-02,58100.0,58600.0,515550.0,17.07,-48704,-41656,139202
2009-11-03,59000.0,58800.0,336601.0,17.13,12230,10767,-24273
2009-11-04,59500.0,62500.0,926247.0,18.2,-271646,404246,-143629
2009-11-05,61900.0,61500.0,506977.0,17.91,7377,42017,-26441
2009-11-06,63100.0,62700.0,519769.0,18.26,-17597,102375,-66511
2009-11-09,62800.0,62400.0,295709.0,18.18,-38369,44256,-35281
2009-11-10,63700.0,61600.0,389851.0,17.94,55297,-39713,-14931
2009-11-11,61900.0,62200.0,276827.0,18.12,23639,15850,-41415
2009-11-12,62200.0,61400.0,268866.0,17.88,53887,-34027,-18351
2009-11-13,61300.0,60800.0,313483.0,17.71,28492,-31664,7335
2009-11-16,60900.0,62000.0,342541.0,18.06,21882,-2096,-9625
2009-11-17,62600.0,62700.0,611803.0,18.26,-156009,121709,24395
2009-11-18,63200.0,64400.0,634996.0,18.76,-127313,43085,-1783
2009-11-19,64600.0,64300.0,411928.0,18.73,-106145,-33242,144335
2009-11-20,64000.0,64600.0,256031.0,18.82,-23957,28296,-5940
2009-11-23,64600.0,64900.0,244778.0,18.9,-36904,54684,-18874
2009-11-24,65400.0,64000.0,310613.0,18.64,20045,-40913,28529
2009-11-25,64400.0,63600.0,222656.0,18.52,36224,-56455,23615
2009-11-26,63300.0,62900.0,225950.0,18.32,2774,-57886,57932
2009-11-27,61500.0,59800.0,561523.0,17.42,-4865,-80598,81542
2009-11-30,61500.0,60600.0,368653.0,17.65,61626,-40374,7494
2009-12-01,60300.0,61200.0,256343.0,17.83,29132,-21680,-6713
2009-12-02,61700.0,61900.0,393125.0,18.03,123917,-105651,11218
2009-12-03,61900.0,63200.0,313126.0,18.41,-38363,49095,-12516
2009-12-04,63100.0,63700.0,430270.0,18.55,-51100,61896,41601
2009-12-07,64200.0,63800.0,275275.0,18.58,31106,-7280,-24181
2009-12-08,63300.0,62400.0,375921.0,18.18,132186,-67291,-60516
2009-12-09,61600.0,63200.0,291335.0,18.41,-6345,29377,-21745
2009-12-10,62800.0,63200.0,552118.0,18.41,65056,-57906,20101
2009-12-11,63200.0,65100.0,854781.0,18.96,-105206,158795,-12091
2009-12-14,65800.0,65700.0,907386.0,19.14,31827,65777,-4328
2009-12-15,65900.0,66100.0,530001.0,19.25,-115605,66682,71787
2009-12-16,66200.0,66200.0,567077.0,19.28,-13375,29403,-27715
2009-12-17,66000.0,65500.0,350649.0,19.08,-63002,17430,34358
2009-12-18,64500.0,65400.0,245937.0,19.05,30895,-36515,514
2009-12-21,65500.0,65700.0,338436.0,19.14,12071,4317,-21213
2009-12-22,66100.0,65700.0,205679.0,19.14,-1092,-8954,8707
2009-12-23,66000.0,64400.0,390118.0,18.76,45321,-82406,44241
2009-12-24,64300.0,64900.0,312370.0,18.9,-72700,25583,41829
2009-12-28,64400.0,64200.0,355652.0,18.7,9897,-58261,62121
2009-12-29,64200.0,63800.0,248210.0,18.58,37763,-61019,30542
2009-12-30,63600.0,63200.0,304291.0,18.41,42565,-80836,37312
2010-01-04,63700.0,66700.0,768447.0,19.43,-268451,218265,44053
2010-01-05,67200.0,67800.0,1114085.0,19.75,-511415,311683,182572
2010-01-06,68200.0,68300.0,462120.0,19.89,-76038,102670,-26673
2010-01-07,68500.0,67800.0,574545.0,19.75,-156220,145559,12900
2010-01-08,68300.0,70200.0,1308445.0,20.45,-435792,477974,-42829
2010-01-11,71100.0,71900.0,1127130.0,20.94,-427202,611014,-191729
2010-01-12,71900.0,71700.0,472495.0,20.88,-164938,133957,33297
2010-01-13,70800.0,69100.0,583034.0,20.13,39507,-23724,-11961
2010-01-14,69100.0,69700.0,358548.0,20.3,-9769,8306,6353
2010-01-15,70400.0,69600.0,506040.0,20.27,-5601,53629,-63149
2010-01-18,69000.0,70500.0,472358.0,20.53,9060,18062,-33911
2010-01-19,70600.0,70600.0,302214.0,20.56,-31127,51706,-18635
2010-01-20,71400.0,70000.0,588242.0,20.39,-20133,80248,-66659
2010-01-21,69200.0,69700.0,454944.0,20.3,118145,1711,-126474
2010-01-22,68100.0,67900.0,742233.0,19.78,145805,-60755,-61030
2010-01-25,66500.0,66300.0,725544.0,19.31,62326,-56262,8357
2010-01-26,66500.0,64700.0,473137.0,18.84,80990,9133,-96793
2010-01-27,64800.0,63800.0,495152.0,18.58,172750,-16377,-144666
2010-01-28,64100.0,64900.0,330453.0,18.9,20078,22035,-52916
2010-01-29,63700.0,63300.0,293147.0,18.44,-8414,-9640,19492
2010-02-01,63600.0,64000.0,220626.0,18.64,11225,-11524,-2304
2010-02-02,64800.0,63400.0,339379.0,18.47,42770,-44216,10008
2010-02-03,64000.0,64900.0,217452.0,18.9,-1972,17634,-13067
2010-02-04,64900.0,64700.0,169540.0,18.84,5514,-13749,13821
2010-02-05,61900.0,61700.0,489969.0,17.97,134922,-118399,-4574
2010-02-08,61900.0,61200.0,250992.0,17.83,25819,-3942,-13394
2010-02-09,60900.0,61900.0,270273.0,18.03,-39461,71367,-29456
2010-02-10,62400.0,62100.0,201780.0,18.09,9783,32899,-41911
2010-02-11,62400.0,63200.0,260502.0,18.41,-7643,-17523,21628
2010-02-12,63200.0,62900.0,267986.0,18.32,62481,-42138,-16323
2010-02-16,62500.0,63000.0,133598.0,18.35,-32574,17092,9489
2010-02-17,63500.0,63300.0,314186.0,18.44,59016,8749,-71443
2010-02-18,63300.0,62400.0,326245.0,18.18,40214,-22051,-14536
2010-02-19,62000.0,60800.0,396140.0,17.71,146060,-83762,-59550
2010-02-22,61300.0,62200.0,272532.0,18.12,-46633,50314,-8118
2010-02-23,61900.0,62200.0,351265.0,18.12,45675,-42479,-3874
2010-02-24,61800.0,62700.0,362407.0,18.26,-81455,157165,-80670
2010-02-25,63000.0,61900.0,238198.0,18.03,81744,-37677,-32847
2010-02-26,61700.0,61900.0,164065.0,18.03,856,20892,-23950
2010-03-02,62300.0,63000.0,389582.0,18.35,-144006,110982,29240
2010-03-03,63100.0,63900.0,210300.0,18.61,-102198,83108,10802
2010-03-04,63900.0,63800.0,203789.0,18.58,-48889,41557,-5715
2010-03-05,63900.0,64000.0,152798.0,18.64,-11844,-29261,37407
2010-03-08,64700.0,65000.0,363920.0,18.93,-106116,99311,5327
2010-03-09,65000.0,64900.0,194126.0,18.9,6630,-31078,29042
2010-03-10,65100.0,65200.0,164123.0,18.99,-39698,-14692,52748
2010-03-11,65200.0,64400.0,379177.0,18.76,57185,-94180,38414
2010-03-12,64600.0,64900.0,181359.0,18.9,-85648,64646,30846
2010-03-15,64600.0,64000.0,179351.0,18.64,32863,-22995,-4852
2010-03-16,64000.0,63200.0,396031.0,18.41,138446,-91538,-30583
2010-03-17,63800.0,64500.0,598175.0,18.79,90295,68612,-158446
2010-03-18,64300.0,64500.0,430939.0,18.79,-10562,70039,-56089
2010-03-19,64500.0,64500.0,279151.0,18.79,45943,-50096,-11286
2010-03-22,64100.0,63500.0,531248.0,18.5,163124,-178872,35403
2010-03-23,63700.0,63100.0,354188.0,18.38,107383,-89837,-23149
2010-03-24,63800.0,62800.0,282364.0,18.29,105549,-91468,-17824
2010-03-25,62800.0,62600.0,254583.0,18.23,119140,-107265,-11502
2010-03-26,63000.0,63100.0,265216.0,18.38,95882,-56990,-38791
2010-03-29,62600.0,62200.0,417991.0,18.12,60447,-27695,-24571
2010-03-30,62500.0,62300.0,424960.0,18.15,122830,-87127,-33011
2010-03-31,62100.0,61000.0,609347.0,17.77,286745,-193930,-73504
2010-04-01,61200.0,62500.0,502555.0,17.04,15964,-45033,8434
2010-04-02,63200.0,62700.0,435681.0,17.1,14714,-59113,69552
2010-04-05,63000.0,62500.0,469937.0,17.04,100544,-135321,26453
2010-04-06,62800.0,63800.0,753790.0,17.4,6856,81111,-80842
2010-04-07,64100.0,63800.0,385436.0,17.4,-32811,-13042,43024
2010-04-08,63400.0,63000.0,403070.0,17.18,95560,-91119,-17960
2010-04-09,62900.0,62400.0,304182.0,17.02,28814,-69992,38329
