Symbol,오리온홀딩스_시가(원),오리온홀딩스_종가(원),오리온홀딩스_거래량(주),오리온홀딩스_PER(IFRS-연결),오리온홀딩스_순매수수량(개인)(주),오리온홀딩스_순매수수량(기관계)(주),오리온홀딩스_순매수수량(외국인계)(주)
2009-01-16,141000.0,142000.0,45753.0,,10377,-5935,-2816
2009-01-19,143000.0,142500.0,41804.0,,6223,-7970,1643
2009-01-20,142500.0,140500.0,33270.0,,2796,-1920,3095
2009-01-21,135000.0,143000.0,57600.0,,-21871,24648,1032
2009-01-22,147000.0,149500.0,48430.0,,-9879,12772,-938
2009-01-23,146500.0,145000.0,23157.0,,1541,3347,-1541
2009-01-28,147000.0,144500.0,78512.0,,41836,-32746,-834
2009-01-29,145000.0,138500.0,229786.0,,132379,-114632,-14721
2009-01-30,137500.0,141500.0,144687.0,,-359,-2116,7541
2009-02-02,140000.0,139000.0,98051.0,,16239,-25212,13325
2009-02-03,139500.0,145500.0,180747.0,,-67426,64570,10193
2009-02-04,147000.0,149500.0,134251.0,,-56363,33793,24016
2009-02-05,149500.0,146500.0,78113.0,,-10293,13777,-112
2009-02-06,150000.0,152000.0,63508.0,,-14428,11584,-595
2009-02-09,153000.0,149500.0,41482.0,,1223,-5698,171
2009-02-10,149000.0,144000.0,66328.0,,22466,-20284,-696
2009-02-11,140500.0,142000.0,64389.0,,30727,-28183,-1702
2009-02-12,141500.0,142500.0,68042.0,,11922,-13015,507
2009-02-13,140500.0,152000.0,120962.0,,-78446,61002,4127
2009-02-16,152500.0,155500.0,122696.0,,-39343,32493,-1432
2009-02-17,153000.0,152000.0,66428.0,,-24399,8952,14360
2009-02-18,151000.0,158000.0,65272.0,,-24039,10227,14501
2009-02-19,156500.0,156000.0,54019.0,,-4780,9132,-1362
2009-02-20,156000.0,155500.0,71595.0,,-27534,30326,-3369
2009-02-23,153500.0,162500.0,52682.0,,-15574,967,15762
2009-02-24,158000.0,160000.0,28195.0,,-7606,2083,2749
2009-02-25,150000.0,148000.0,216758.0,,49516,-40257,-14583
2009-02-26,148000.0,150000.0,113761.0,,-16393,28682,-9550
2009-02-27,152000.0,150000.0,57991.0,,6820,-4728,-3595
2009-03-02,148000.0,136500.0,61432.0,,18093,6299,-14889
2009-03-03,133000.0,139500.0,48613.0,,-14233,10215,-677
2009-03-04,138500.0,143000.0,42520.0,,3631,12723,-15193
2009-03-05,140500.0,145500.0,36731.0,,-7550,-1448,6694
2009-03-06,143500.0,140500.0,21270.0,,6229,-465,-6072
2009-03-09,143000.0,137500.0,36001.0,,14625,-12522,-1817
2009-03-10,137000.0,143000.0,43853.0,,-13296,18822,-5854
2009-03-11,145500.0,149500.0,45288.0,,-15981,-1063,15510
2009-03-12,146500.0,145500.0,53991.0,,7922,2049,-10889
2009-03-13,150000.0,145500.0,33428.0,,5426,2165,-8592
2009-03-16,144500.0,143000.0,49945.0,,19885,-18923,-1772
2009-03-17,141500.0,145500.0,30868.0,,-1341,-72,1219
2009-03-18,147000.0,147500.0,37057.0,,-4472,-1021,3795
2009-03-19,147500.0,155000.0,96271.0,,-34573,16749,13370
2009-03-20,154000.0,155000.0,30482.0,,-5306,2537,1576
2009-03-23,157500.0,157000.0,27733.0,,-3482,334,592
2009-03-24,159000.0,156000.0,42816.0,,13364,-11637,-376
2009-03-25,155000.0,152000.0,29725.0,,15865,-16422,1070
2009-03-26,154500.0,157500.0,65451.0,,-9243,2196,5949
2009-03-27,158500.0,160000.0,46886.0,,-11154,7427,5795
2009-03-30,161500.0,163000.0,65719.0,,-16001,14283,6172
2009-03-31,167000.0,162500.0,51509.0,,-9545,132,8750
2009-04-01,163000.0,160000.0,33685.0,,2475,-2739,3473
2009-04-02,160500.0,162000.0,50387.0,,5750,-6601,-1213
2009-04-03,163000.0,158000.0,54295.0,,15671,-9916,-1711
2009-04-06,159000.0,157000.0,36749.0,,5958,-6929,-1285
2009-04-07,159000.0,160500.0,63455.0,,7615,-17046,3156
2009-04-08,160000.0,157500.0,32612.0,,3773,-3409,-224
2009-04-09,159500.0,163500.0,48514.0,,-251,-10823,15096
2009-04-10,165000.0,159500.0,81162.0,,38338,-44722,9632
2009-04-13,161500.0,164500.0,62107.0,,1574,-4839,1135
2009-04-14,163500.0,170000.0,52611.0,,-1262,561,-755
2009-04-15,168500.0,173000.0,66582.0,,-33699,33805,-1801
2009-04-16,175500.0,169000.0,50230.0,,7565,-9062,-1845
2009-04-17,168500.0,164000.0,64103.0,,7005,-2566,-4362
2009-04-20,163500.0,161000.0,25431.0,,7508,-6190,-1295
2009-04-21,159000.0,162500.0,53891.0,,-2758,-2580,2517
2009-04-22,163000.0,176500.0,105014.0,,-44478,29624,7031
2009-04-23,177500.0,193000.0,97733.0,,-35371,34765,1539
2009-04-24,193500.0,187000.0,32405.0,,-2371,3397,-341
2009-04-27,187500.0,187000.0,46853.0,,9549,-4592,228
2009-04-28,188000.0,178000.0,41009.0,,-9180,8361,-1333
2009-04-29,179500.0,192000.0,60238.0,,-1901,-3199,-1016
2009-04-30,189000.0,196000.0,80361.0,,-15918,22420,-5005
2009-05-04,193500.0,203000.0,38565.0,,-3875,-10458,14794
2009-05-06,201000.0,193000.0,30386.0,,6205,-11268,5449
2009-05-07,193500.0,203000.0,48632.0,,-13141,-2851,15359
2009-05-08,206000.0,208000.0,58694.0,,-12285,16138,-1888
2009-05-11,208000.0,206000.0,29272.0,,320,-2194,385
2009-05-12,202000.0,203000.0,51384.0,,2118,1378,-221
2009-05-13,201000.0,204500.0,27699.0,,-3939,-8477,12263
2009-05-14,203000.0,200500.0,33950.0,,1412,-9472,10931
2009-05-15,201000.0,209500.0,40236.0,,-7135,8219,526
2009-05-18,211000.0,212000.0,57552.0,,6161,-11129,-4711
2009-05-19,212000.0,218000.0,27618.0,,-3850,-1159,2970
2009-05-20,216000.0,218500.0,33020.0,,-4824,4017,1216
2009-05-21,216000.0,211000.0,22028.0,,2726,-2969,1416
2009-05-22,211000.0,209500.0,66469.0,,-3991,-1975,5332
2009-05-25,207000.0,213500.0,41740.0,,350,-2130,-61
2009-05-26,217500.0,216000.0,40399.0,,3630,-7252,1492
2009-05-27,214500.0,216000.0,29693.0,,-2283,-4707,9483
2009-05-28,215500.0,226000.0,65148.0,,-6942,801,2014
2009-05-29,224500.0,240000.0,65931.0,,-9533,-7577,12789
2009-06-01,234000.0,233500.0,46763.0,,4534,11165,-21353
2009-06-02,234500.0,228000.0,69948.0,,8513,2785,-6804
2009-06-03,226000.0,225000.0,40973.0,,5030,5811,-12433
2009-06-04,222500.0,214500.0,27466.0,,3741,-161,-1980
2009-06-05,212500.0,222000.0,39476.0,,-1726,11136,-6954
2009-06-08,216500.0,210000.0,38275.0,,12276,-4303,-9356
2009-06-09,211500.0,208500.0,52692.0,,4424,6553,-10448
2009-06-10,206000.0,209000.0,50808.0,,673,4501,-4474
2009-06-11,209000.0,210000.0,63006.0,,1462,4072,-6781
2009-06-12,211500.0,212500.0,30857.0,,2333,-127,-1981
2009-06-15,210000.0,208500.0,33152.0,,8823,-452,-11510
2009-06-16,207500.0,205000.0,21197.0,,10166,-2729,-9014
2009-06-17,204500.0,210500.0,29684.0,,-4338,13265,-10598
2009-06-18,210500.0,216000.0,52862.0,,-2763,404,-2192
2009-06-19,218000.0,213000.0,22838.0,,2054,251,-2089
2009-06-22,213000.0,220500.0,33043.0,,-718,2850,-595
2009-06-23,217500.0,221500.0,30060.0,,-3597,782,806
2009-06-24,223000.0,228500.0,27343.0,,-2765,-1012,3326
2009-06-25,225500.0,231000.0,46346.0,,-2693,-5747,8072
2009-06-26,228500.0,219500.0,23133.0,,6746,-6436,-738
2009-06-29,219500.0,223000.0,16337.0,,-1818,839,129
2009-06-30,224000.0,220000.0,19830.0,,-220,-3,126
2009-07-01,218000.0,209500.0,36963.0,,16893,-17486,490
2009-07-02,211500.0,214500.0,15759.0,,-2687,-97,1510
2009-07-03,214000.0,214500.0,15402.0,,-3120,2927,1875
2009-07-06,215000.0,215000.0,12481.0,,-1470,-15,1877
2009-07-07,216000.0,209500.0,30313.0,,10072,-9216,-65
2009-07-08,210000.0,212000.0,32628.0,,2601,-3610,2040
2009-07-09,212500.0,208000.0,23082.0,,6791,-8709,1136
2009-07-10,209000.0,211000.0,24888.0,,-1967,3528,-657
2009-07-13,212000.0,202500.0,24200.0,,9819,-7478,-1476
2009-07-14,205000.0,198000.0,60768.0,,2774,4963,-318
2009-07-15,197500.0,202000.0,12572.0,,-3142,2377,56
2009-07-16,201000.0,190000.0,62406.0,,16190,-16656,905
2009-07-17,192000.0,196000.0,54398.0,,-4542,-3790,4415
2009-07-20,196500.0,204000.0,73038.0,,-11375,3906,3816
2009-07-21,206500.0,202000.0,53775.0,,2623,-9496,2259
2009-07-22,202000.0,197000.0,83296.0,,27996,-25028,56
2009-07-23,198500.0,199000.0,34951.0,,-2420,802,2014
2009-07-24,198500.0,202500.0,73781.0,,2311,-15011,5948
2009-07-27,202500.0,197000.0,43207.0,,15930,-15294,673
2009-07-28,197500.0,198000.0,46880.0,,-3078,-9548,9742
2009-07-29,198500.0,196500.0,53844.0,,17009,-11997,1441
2009-07-30,196500.0,196500.0,44718.0,,6327,-3614,-452
2009-07-31,195500.0,194000.0,49582.0,,17021,-14833,824
2009-08-03,194000.0,202500.0,58831.0,,-20930,15021,4580
2009-08-04,204500.0,204500.0,53783.0,,-12086,14516,-1077
2009-08-05,206000.0,198000.0,52473.0,,16457,-10923,-3360
2009-08-06,197000.0,192500.0,58337.0,,24279,-25364,737
2009-08-07,194500.0,198500.0,37082.0,,-8808,5027,2606
2009-08-10,199000.0,206500.0,73554.0,,-26315,23283,4133
2009-08-11,206000.0,206000.0,39495.0,,-15717,21360,-4165
2009-08-12,206000.0,204000.0,21624.0,,-1932,1709,174
2009-08-13,205000.0,196000.0,102010.0,,49251,-51547,13672
2009-08-14,198000.0,199000.0,57569.0,,-10647,10387,21629
2009-08-17,202000.0,199500.0,44860.0,,-14662,11205,3490
2009-08-18,199000.0,204000.0,49241.0,,-23029,19439,2522
2009-08-19,205500.0,216000.0,120383.0,,-40783,-1893,43767
2009-08-20,219500.0,218000.0,65408.0,,-14423,1085,29117
2009-08-21,218500.0,224500.0,55689.0,,-8762,-4917,14559
2009-08-24,222000.0,217000.0,56520.0,,4754,5344,-8605
2009-08-25,215500.0,211000.0,65081.0,,7518,-6802,-2444
2009-08-26,210000.0,215000.0,33897.0,,-1680,-6436,8084
2009-08-27,215000.0,218500.0,32057.0,,-1792,1655,-774
2009-08-28,216000.0,216500.0,19044.0,,2981,312,-215
2009-08-31,217000.0,211500.0,31440.0,,4591,1059,-4022
2009-09-01,210000.0,209000.0,43700.0,,2354,-3186,-3525
2009-09-02,209000.0,200000.0,75107.0,,33363,-16736,-13226
2009-09-03,200000.0,202000.0,79139.0,,-538,-6226,6356
2009-09-04,202500.0,200000.0,69784.0,,12713,-22570,10786
2009-09-07,200000.0,200000.0,62531.0,,1925,-444,-4218
2009-09-08,201500.0,204000.0,37190.0,,-8492,10148,-2782
2009-09-09,203000.0,205000.0,23159.0,,-3919,505,1296
2009-09-10,206500.0,211000.0,45490.0,,-7117,3544,-360
2009-09-11,210000.0,211000.0,46918.0,,-4686,3961,-3457
2009-09-14,213000.0,211500.0,35760.0,,-1824,6182,-470
2009-09-15,211500.0,215000.0,45163.0,,-5869,7479,-1428
2009-09-16,212500.0,210000.0,65233.0,,22076,-20521,-1525
2009-09-17,210000.0,212000.0,54311.0,,2121,-1583,-1066
2009-09-18,209500.0,210000.0,59404.0,,7456,-22863,13782
2009-09-21,211000.0,212500.0,18257.0,,-5785,1352,4490
2009-09-22,212500.0,209000.0,28900.0,,1340,-9549,8769
2009-09-23,209500.0,207000.0,27913.0,,8321,-9974,1743
2009-09-24,209000.0,217000.0,77555.0,,-42754,28654,15267
2009-09-25,218500.0,220000.0,47916.0,,-5020,7919,-3031
2009-09-28,220000.0,222500.0,40734.0,,-8213,5780,3731
2009-09-29,221000.0,227500.0,51902.0,,-13487,16745,-3198
2009-09-30,225500.0,225000.0,54370.0,,-5640,27,1599
2009-10-01,223500.0,216500.0,19414.0,,-1290,3440,-4106
2009-10-05,217000.0,215500.0,24657.0,,-2395,1824,1029
2009-10-06,217000.0,212000.0,24075.0,,2600,-3578,1377
2009-10-07,212000.0,224000.0,51330.0,,-12663,4541,882
2009-10-08,224000.0,220000.0,59906.0,,6318,-853,-3954
2009-10-09,220500.0,223500.0,46340.0,,4750,-6195,-3506
2009-10-12,223500.0,225000.0,22492.0,,-7313,6346,-347
2009-10-13,223000.0,224500.0,16735.0,,-3,2336,-3411
2009-10-14,222000.0,221500.0,23377.0,,837,-250,-2529
2009-10-15,221000.0,230000.0,41048.0,,-6239,9854,-6496
2009-10-16,228000.0,231000.0,30669.0,,-9762,10599,-1220
2009-10-19,230000.0,226500.0,17716.0,,304,-5783,5642
2009-10-20,226500.0,229000.0,27732.0,,1196,-1594,1397
2009-10-21,226500.0,237500.0,33187.0,,-14669,13273,714
2009-10-22,237000.0,234500.0,19849.0,,-3708,7688,-4534
2009-10-23,233500.0,233000.0,32269.0,,-4177,2975,-1947
2009-10-26,231000.0,231500.0,18095.0,,2699,2653,-5608
2009-10-27,234000.0,234500.0,32989.0,,-7617,9063,2980
2009-10-28,235000.0,238500.0,56893.0,,-22703,21636,712
2009-10-29,243500.0,234500.0,59480.0,,4788,-13396,9171
2009-10-30,233000.0,240500.0,46308.0,,-14264,16316,-2199
2009-11-02,240000.0,240000.0,25066.0,,157,-1714,1183
2009-11-03,238000.0,237500.0,25352.0,,-1873,-3190,4990
2009-11-04,239500.0,241000.0,27361.0,,-1859,2004,-735
2009-11-05,239000.0,243000.0,27583.0,,-5175,4057,1747
2009-11-06,243000.0,246000.0,17218.0,,-1439,723,467
2009-11-09,244500.0,244000.0,16313.0,,2205,-3670,1399
2009-11-10,244500.0,240000.0,30334.0,,6328,-9285,-215
2009-11-11,242000.0,241500.0,15713.0,,-941,-1574,1534
2009-11-12,243500.0,237000.0,10267.0,,1423,-2442,961
2009-11-13,239500.0,245000.0,22684.0,,-7209,8723,-1483
2009-11-16,249500.0,257000.0,77184.0,,-3732,-17898,19268
2009-11-17,257000.0,259000.0,53457.0,,-337,-15838,25657
2009-11-18,260000.0,258000.0,30681.0,,4402,-17357,12241
2009-11-19,259000.0,267500.0,62281.0,,-6045,-21552,28184
2009-11-20,270000.0,266500.0,35918.0,,1441,-12471,11094
2009-11-23,269500.0,263000.0,31106.0,,5748,-16092,13460
2009-11-24,265000.0,269500.0,32575.0,,2027,-4835,4755
2009-11-25,271000.0,269500.0,20861.0,,-175,-8057,9211
2009-11-26,274000.0,280000.0,58006.0,,-4554,-19184,31132
2009-11-27,278000.0,276000.0,47862.0,,658,-2447,1849
2009-11-30,276000.0,275000.0,40971.0,,7383,-7695,-2649
2009-12-01,278000.0,278000.0,20379.0,,-3483,-1125,4341
2009-12-02,276500.0,279000.0,15931.0,,1103,-4742,3651
2009-12-03,283000.0,285000.0,30859.0,,-3892,-11564,15655
2009-12-04,286000.0,286000.0,35551.0,,-6706,456,8955
2009-12-07,286000.0,281500.0,27473.0,,818,-11715,11620
2009-12-08,281500.0,281500.0,19618.0,,216,-4872,4655
2009-12-09,277500.0,279500.0,26518.0,,1125,1706,-2471
2009-12-10,283000.0,274000.0,74979.0,,9393,-9469,486
2009-12-11,277000.0,275000.0,20155.0,,-1462,4106,-2343
2009-12-14,275000.0,277000.0,20287.0,,-1965,6051,-4188
2009-12-15,280000.0,279500.0,33345.0,,-617,6585,-5945
2009-12-16,280000.0,275500.0,12963.0,,1249,-1823,536
2009-12-17,275000.0,266500.0,22588.0,,-450,-1142,2478
2009-12-18,267500.0,272000.0,19601.0,,-3014,2028,1947
2009-12-21,270000.0,269000.0,12676.0,,918,-683,417
2009-12-22,270000.0,273000.0,14468.0,,-1283,3883,-2680
2009-12-23,274500.0,275000.0,11880.0,,-2065,-3532,2853
2009-12-24,279000.0,289000.0,47528.0,,-6652,-16459,25889
2009-12-28,284500.0,282000.0,24683.0,,-2484,-6605,10344
2009-12-29,283500.0,286000.0,26189.0,,-3699,-12223,18046
2009-12-30,288000.0,289000.0,18498.0,,283,-1819,4678
2010-01-04,285000.0,284000.0,41271.0,43.53,4836,-10327,6270
2010-01-05,286500.0,289000.0,17759.0,44.29,-1139,-2272,3533
2010-01-06,289000.0,285500.0,15886.0,43.76,3923,-9115,5173
2010-01-07,284000.0,271500.0,40220.0,41.61,12186,-22166,10501
2010-01-08,273000.0,279000.0,34596.0,42.76,-4787,-5914,12117
2010-01-11,282000.0,280000.0,21871.0,42.92,-1678,3401,-1753
2010-01-12,278000.0,279000.0,23626.0,42.76,2162,-3141,1186
2010-01-13,278000.0,273500.0,19191.0,41.92,902,-8592,7786
2010-01-14,273000.0,269000.0,47253.0,41.23,8236,-21276,13162
2010-01-15,266500.0,262500.0,35406.0,40.24,3381,-20366,14501
2010-01-18,261000.0,266000.0,37163.0,40.77,4813,-10903,6556
2010-01-19,264000.0,263500.0,16348.0,40.39,2126,4418,-6579
2010-01-20,263000.0,250000.0,70740.0,38.32,30833,-15984,-10910
2010-01-21,250000.0,247000.0,59868.0,37.86,10127,-13422,6424
2010-01-22,247000.0,253500.0,62869.0,38.86,-16725,6205,8667
2010-01-25,253000.0,257500.0,25666.0,39.47,-2621,2570,171
2010-01-26,260000.0,252500.0,25257.0,38.7,2394,-549,-2843
2010-01-27,250500.0,263500.0,23879.0,40.39,-9586,12264,-3649
2010-01-28,263500.0,259000.0,22202.0,39.7,-1496,4078,-2676
2010-01-29,258000.0,257000.0,26940.0,39.39,-3522,-2062,7105
2010-02-01,253500.0,251000.0,27625.0,38.47,10633,-9133,-2811
2010-02-02,249500.0,257000.0,29975.0,39.39,-2421,5988,-3846
2010-02-03,254000.0,259500.0,34021.0,39.77,-762,2558,-3994
2010-02-04,261000.0,252000.0,26144.0,38.63,-1527,3519,-1928
2010-02-05,245000.0,245000.0,26253.0,37.55,-7070,2089,5268
2010-02-08,243500.0,244500.0,22074.0,37.48,263,-6230,6041
2010-02-09,245500.0,252000.0,20511.0,38.63,-4748,-1610,3104
2010-02-10,250000.0,252500.0,12563.0,38.7,-378,-2571,3242
2010-02-11,252500.0,260500.0,50631.0,39.93,-5301,-19795,25419
2010-02-12,260500.0,257500.0,12691.0,39.47,1588,-1658,339
2010-02-16,259500.0,261000.0,8118.0,40.0,-2522,1096,988
2010-02-17,258000.0,259500.0,30955.0,39.77,3665,1696,-5295
2010-02-18,260000.0,253500.0,19049.0,38.86,2577,-2721,1046
2010-02-19,255500.0,256500.0,12526.0,39.31,-3435,956,2654
2010-02-22,257500.0,261000.0,16650.0,40.0,-3196,1103,1823
2010-02-23,260500.0,263500.0,17592.0,40.39,-4236,4040,12
2010-02-24,262000.0,265500.0,43459.0,40.69,232,-922,93
2010-02-25,267000.0,269500.0,15725.0,41.31,-2256,2350,242
2010-02-26,267000.0,270000.0,11118.0,41.38,-2750,1758,859
2010-03-02,267500.0,272000.0,32049.0,41.69,-2776,-24030,25759
2010-03-03,273000.0,273000.0,7710.0,41.85,-1910,-925,3007
2010-03-04,272500.0,274500.0,54353.0,42.07,-2189,-2996,5422
2010-03-05,273000.0,276000.0,10094.0,42.3,-2345,-2015,3872
2010-03-08,275000.0,279500.0,13642.0,42.84,-1265,-2754,5450
2010-03-09,282000.0,283500.0,35613.0,43.45,-5137,-3102,7699
2010-03-10,281500.0,284500.0,34120.0,43.61,-474,5523,-3077
2010-03-11,284500.0,272500.0,70598.0,41.77,16795,8997,-25225
2010-03-12,273000.0,272500.0,37815.0,41.77,7994,-5540,-867
2010-03-15,272500.0,275000.0,15807.0,42.15,4427,-8966,5910
2010-03-16,277000.0,269500.0,17837.0,41.31,4162,-7649,3047
2010-03-17,273000.0,274000.0,18051.0,42.0,-2179,-2208,4916
2010-03-18,271500.0,280000.0,36696.0,42.92,-6710,-8841,16070
2010-03-19,280000.0,276500.0,16077.0,42.38,1996,-7545,5121
2010-03-22,274500.0,276000.0,27279.0,42.3,4065,-11775,9522
2010-03-23,276000.0,272000.0,15361.0,41.69,5306,-8995,3579
2010-03-24,271500.0,278000.0,23165.0,42.61,-6855,-270,5031
2010-03-25,278000.0,280000.0,23412.0,42.92,-5015,-8674,13654
2010-03-26,278500.0,278000.0,16792.0,42.61,0,-5809,5470
2010-03-29,274000.0,271500.0,22446.0,41.61,5551,-5891,1401
2010-03-30,272500.0,277500.0,17799.0,42.53,-5763,-5101,10789
2010-03-31,278000.0,282000.0,18213.0,43.22,-1832,-3688,5259
2010-04-01,281500.0,276500.0,15846.0,42.38,3504,-8422,5598
2010-04-02,276500.0,272000.0,44828.0,41.69,16014,-24559,8534
2010-04-05,272000.0,268500.0,16833.0,41.15,2193,-5397,2270
2010-04-06,269000.0,271500.0,26896.0,41.61,-594,-13761,15359
2010-04-07,271500.0,276500.0,32356.0,42.38,-5963,-6020,14705
2010-04-08,274500.0,284000.0,33963.0,43.53,-15175,7262,7272
2010-04-09,284000.0,288000.0,41489.0,44.14,-7016,-7842,15904
2010-04-12,285500.0,292000.0,21378.0,44.76,-4282,-4836,9242
2010-04-13,289000.0,289500.0,11788.0,44.37,135,-4582,4759
2010-04-14,288000.0,291500.0,20956.0,44.68,-3825,-545,4406
2010-04-15,295000.0,288000.0,11242.0,44.14,41,-3735,4332
2010-04-16,286500.0,285000.0,15987.0,43.68,2775,-1342,-1042
2010-04-19,284000.0,286500.0,9321.0,43.91,-3107,3635,-705
2010-04-20,284000.0,283500.0,13870.0,43.45,2957,-7894,5060
2010-04-21,283500.0,293500.0,26082.0,44.99,-5271,901,4135
2010-04-22,291000.0,287000.0,18888.0,43.99,3430,-6377,3201
2010-04-23,287500.0,295000.0,12036.0,45.22,-2609,1788,947
2010-04-26,295000.0,296500.0,17141.0,45.45,437,-5025,2531
2010-04-27,296500.0,292000.0,19770.0,44.76,1458,-12947,12885
2010-04-28,291000.0,288500.0,9724.0,44.22,-898,120,708
2010-04-29,288500.0,282500.0,11159.0,43.3,3024,-1953,-1238
2010-04-30,286000.0,291000.0,9045.0,44.6,-1648,-398,2950
2010-05-03,294000.0,291000.0,29266.0,44.6,-4769,-6394,11940
2010-05-04,291000.0,289500.0,27378.0,44.37,-28,-4339,3822
2010-05-06,288000.0,290000.0,47712.0,44.45,-3183,10241,-11950
2010-05-07,288500.0,285000.0,45271.0,43.68,-4058,-6658,-7062
2010-05-10,288500.0,289500.0,18087.0,44.37,-373,-2396,2791
2010-05-11,294500.0,307000.0,71341.0,47.06,-14392,-23905,34961
2010-05-12,309500.0,315000.0,56017.0,48.28,-6776,5544,-29
2010-05-13,315000.0,319500.0,76746.0,48.97,-2550,15424,-11586
2010-05-14,321500.0,318500.0,32297.0,48.82,-1539,9763,-8343
2010-05-17,316000.0,339000.0,51671.0,51.96,-5278,-4976,7666
2010-05-18,339000.0,340000.0,33825.0,52.11,-135,16918,-19226
2010-05-19,339000.0,330500.0,35840.0,50.66,1662,1966,-2586
2010-05-20,323000.0,325000.0,26816.0,49.81,592,-7267,5370
2010-05-24,320500.0,327000.0,14302.0,50.12,-2248,4796,-1349
2010-05-25,325000.0,325000.0,34477.0,49.81,-2123,9522,-10785
2010-05-26,325000.0,320000.0,26297.0,49.05,1918,5664,-6819
2010-05-27,316000.0,320500.0,24221.0,49.12,861,2252,-1314
2010-05-28,329500.0,327000.0,22330.0,50.12,-442,6763,-5600
2010-05-31,328000.0,325000.0,9720.0,49.81,1121,-1289,353
2010-06-01,323000.0,333000.0,26948.0,51.04,-4377,5071,-1308
2010-06-03,331000.0,344000.0,18710.0,52.73,-3090,4239,-197
2010-06-04,345000.0,346000.0,16520.0,53.03,22,-225,1683
2010-06-07,344000.0,350000.0,20568.0,53.65,-637,-1334,1498
2010-06-08,349500.0,358000.0,22992.0,54.87,-2629,2373,3107
2010-06-09,360000.0,356000.0,21007.0,54.57,1445,8326,-3768
2010-06-10,352000.0,356500.0,51334.0,54.64,-39,10122,-12990
2010-06-11,358500.0,357000.0,32827.0,54.72,1558,12957,-14591
2010-06-14,366500.0,346500.0,20947.0,53.11,4466,-1801,-1829
2010-06-15,346500.0,348500.0,11768.0,53.42,-52,-1077,185
2010-06-16,347500.0,351000.0,11004.0,53.8,862,-1357,1010
2010-06-17,351000.0,362000.0,21912.0,55.48,-2682,7544,-4059
2010-06-18,363000.0,359500.0,12685.0,55.1,2257,-2388,-103
2010-06-21,373500.0,368000.0,25456.0,56.4,-1874,596,3645
2010-06-22,364500.0,369000.0,33832.0,56.56,2818,7833,-9838
2010-06-23,368000.0,363000.0,15070.0,55.64,2244,-1889,198
2010-06-24,358500.0,366500.0,19627.0,56.18,-245,-1489,1466
2010-06-25,365000.0,360000.0,20665.0,55.18,2784,-1999,-864
2010-06-28,357500.0,358000.0,16498.0,54.87,1136,-4291,2688
2010-06-29,360000.0,365000.0,23487.0,55.95,-3324,-814,10506
2010-06-30,360000.0,368500.0,20003.0,56.48,-589,-1294,2089
2010-07-01,363500.0,371500.0,18335.0,56.94,-1603,-2701,6809
2010-07-02,370500.0,344500.0,59149.0,52.8,5517,-15597,12522
2010-07-05,341500.0,350000.0,16715.0,53.65,-947,946,-3
2010-07-06,350000.0,350500.0,19854.0,53.72,171,316,-372
2010-07-07,348000.0,341000.0,45428.0,52.27,1788,2707,-4668
2010-07-08,343000.0,343000.0,30244.0,52.57,-1987,-15752,18349
2010-07-09,342500.0,344500.0,23648.0,52.8,-2595,-7126,8893
2010-07-12,348000.0,346000.0,15187.0,53.03,-1215,-5544,6736
2010-07-13,344500.0,346500.0,22077.0,53.11,-1217,-7923,8382
2010-07-14,347500.0,343000.0,32471.0,52.57,1762,-11705,12523
2010-07-15,341000.0,341500.0,26278.0,52.34,1396,-17723,16212
2010-07-16,343500.0,341000.0,14551.0,52.27,499,-6532,6882
2010-07-19,340000.0,337500.0,15074.0,51.73,3040,-3633,1032
2010-07-20,337500.0,337500.0,18923.0,51.73,1122,-11082,11188
2010-07-21,341000.0,348500.0,33512.0,53.42,-3044,-16487,21052
2010-07-22,350000.0,346000.0,10746.0,53.03,698,-4051,2415
2010-07-23,348000.0,350000.0,14550.0,53.65,-1097,-5000,5777
2010-07-26,351000.0,343000.0,15806.0,52.57,3968,-6067,3583
2010-07-27,344000.0,344500.0,20767.0,52.8,-230,-7388,8034
2010-07-28,347500.0,350000.0,15699.0,53.65,-2540,-6069,7457
2010-07-29,350500.0,355500.0,16793.0,54.49,-2408,-1731,4289
2010-07-30,357000.0,356000.0,12908.0,54.57,-2334,-2462,6305
2010-08-02,359500.0,346000.0,29868.0,53.03,3706,-7533,3957
2010-08-03,348000.0,352500.0,31369.0,54.03,-3750,-13620,19358
2010-08-04,352000.0,369000.0,28850.0,56.56,-6706,-2938,11303
2010-08-05,369000.0,364500.0,17988.0,55.87,-2523,-3250,5730
2010-08-06,364000.0,361000.0,23936.0,55.33,-1340,-3538,4166
2010-08-09,357500.0,352500.0,56553.0,54.03,2278,9300,-8362
2010-08-10,353500.0,345000.0,38547.0,52.88,6300,-22080,16032
2010-08-11,345500.0,344500.0,14361.0,52.8,375,-2127,3504
2010-08-12,344000.0,347500.0,23729.0,53.26,-3804,-170,2905
2010-08-13,346500.0,348000.0,15989.0,53.34,-776,-1399,2807
2010-08-16,355000.0,361500.0,27853.0,55.41,-4549,-1392,8158
2010-08-17,359000.0,373000.0,22559.0,57.17,-9539,-2160,11250
2010-08-18,369500.0,368000.0,17091.0,56.4,-285,5388,-4341
2010-08-19,370000.0,372000.0,11437.0,57.02,-2341,-2280,3663
2010-08-20,370000.0,370000.0,7760.0,56.71,-375,1635,-1517
2010-08-23,371500.0,373000.0,5485.0,57.17,-1294,-311,1699
