Symbol,오리온홀딩스_시가(원),오리온홀딩스_종가(원),오리온홀딩스_거래량(주),오리온홀딩스_PER(IFRS-연결),오리온홀딩스_순매수수량(개인)(주),오리온홀딩스_순매수수량(기관계)(주),오리온홀딩스_순매수수량(외국인계)(주)
2016-06-01,963000.0,949000.0,18418.0,17.16,9438,-6973,-2644
2016-06-02,949000.0,947000.0,12343.0,17.13,2459,-5499,1584
2016-06-03,949000.0,950000.0,11658.0,17.18,-336,-2705,2918
2016-06-07,950000.0,960000.0,11584.0,17.36,-1018,-2,951
2016-06-08,953000.0,950000.0,14966.0,17.18,3224,-2596,-1386
2016-06-09,953000.0,935000.0,29549.0,16.91,6541,-14063,7464
2016-06-10,938000.0,953000.0,12639.0,17.23,-2206,-957,3087
2016-06-13,943000.0,929000.0,11400.0,16.8,4209,-1796,-2516
2016-06-14,933000.0,931000.0,9923.0,16.84,1813,-2956,1140
2016-06-15,925000.0,916000.0,13548.0,16.56,5325,-3964,-1654
2016-06-16,916000.0,914000.0,15506.0,16.53,1203,-5468,3797
2016-06-17,925000.0,923000.0,10046.0,16.69,-257,-318,546
2016-06-20,935000.0,921000.0,11577.0,16.66,2055,-2416,349
2016-06-21,921000.0,921000.0,8094.0,16.66,620,-2661,2094
2016-06-22,921000.0,916000.0,16213.0,16.56,4578,-9641,4841
2016-06-23,913000.0,896000.0,31545.0,16.2,8142,-13583,5874
2016-06-24,902000.0,897000.0,47248.0,16.22,-12515,-14181,26966
2016-06-27,892000.0,921000.0,25190.0,16.66,-7399,-2979,10507
2016-06-28,915000.0,913000.0,15278.0,16.51,1151,-7401,6271
2016-06-29,914000.0,921000.0,10242.0,16.66,-1428,-1012,2440
2016-06-30,925000.0,942000.0,14887.0,17.03,-4098,-4561,8799
2016-07-01,935000.0,934000.0,16933.0,16.89,535,-5071,4576
2016-07-04,931000.0,924000.0,7530.0,16.71,2494,-2895,351
2016-07-05,921000.0,931000.0,8762.0,16.84,250,-2071,1837
2016-07-06,930000.0,920000.0,16554.0,16.64,469,-4419,3743
2016-07-07,925000.0,916000.0,14481.0,16.56,1123,-2352,1179
2016-07-08,918000.0,906000.0,19373.0,16.38,4180,-5402,1230
2016-07-11,912000.0,904000.0,26857.0,16.35,1352,-11683,10436
2016-07-12,904000.0,902000.0,10529.0,16.31,589,-3601,3042
2016-07-13,907000.0,933000.0,28396.0,16.87,-12316,-3566,15569
2016-07-14,933000.0,928000.0,12790.0,16.78,916,-1494,531
2016-07-15,929000.0,938000.0,16085.0,16.96,-4983,-2459,7408
2016-07-18,938000.0,928000.0,10104.0,16.78,618,-1913,1295
2016-07-19,926000.0,937000.0,9722.0,16.94,-1372,-2284,3708
2016-07-20,936000.0,949000.0,10800.0,17.16,-5005,-119,5028
2016-07-21,948000.0,936000.0,8592.0,16.93,695,-1139,408
2016-07-22,934000.0,930000.0,5677.0,16.82,13,-1454,1414
2016-07-25,935000.0,939000.0,8684.0,16.98,-774,-1509,2369
2016-07-26,936000.0,925000.0,6349.0,16.73,1573,-1168,-411
2016-07-27,918000.0,916000.0,12139.0,16.56,2131,-2318,131
2016-07-28,915000.0,925000.0,6997.0,16.73,530,-1367,1092
2016-07-29,920000.0,921000.0,10011.0,16.66,-756,-376,1112
2016-08-01,920000.0,924000.0,7941.0,16.71,-1069,-1316,2385
2016-08-02,917000.0,919000.0,8709.0,16.62,-251,-2044,2295
2016-08-03,917000.0,908000.0,20345.0,16.42,3148,-8189,5015
2016-08-04,914000.0,901000.0,22721.0,16.29,3492,-9326,7113
2016-08-05,906000.0,883000.0,46988.0,15.97,6292,-22009,16669
2016-08-08,876000.0,905000.0,22056.0,16.37,-6018,-2123,8112
2016-08-09,900000.0,898000.0,9529.0,16.24,1531,-1837,301
2016-08-10,898000.0,905000.0,20958.0,16.37,290,-7503,7243
2016-08-11,905000.0,900000.0,17120.0,16.28,5199,-6791,1545
2016-08-12,895000.0,898000.0,14723.0,16.24,849,-2792,1947
2016-08-16,899000.0,904000.0,8856.0,16.35,-1053,-1680,2733
2016-08-17,850000.0,783000.0,213780.0,14.16,64293,-43373,-25178
2016-08-18,776000.0,759000.0,80961.0,13.73,24637,-19736,-1863
2016-08-19,759000.0,746000.0,49620.0,13.49,13814,-12125,-2300
2016-08-22,746000.0,715000.0,60914.0,12.93,19180,-18207,-741
2016-08-23,715000.0,734000.0,59282.0,13.27,102,-9342,9050
2016-08-24,724000.0,720000.0,23776.0,13.02,8461,-4424,-4037
2016-08-25,720000.0,712000.0,19006.0,12.88,4550,-1953,-2529
2016-08-26,713000.0,729000.0,22162.0,13.18,-4715,6594,-1888
2016-08-29,730000.0,742000.0,29358.0,13.42,-6852,1513,5543
2016-08-30,743000.0,735000.0,17333.0,13.29,-2770,-4992,7749
2016-08-31,739000.0,743000.0,30233.0,13.44,-3013,-2319,5333
2016-09-01,743000.0,742000.0,12061.0,13.42,-77,-1286,2563
2016-09-02,747000.0,746000.0,11460.0,13.49,382,-1599,1617
2016-09-05,749000.0,756000.0,19155.0,13.67,-6109,1517,5058
2016-09-06,760000.0,750000.0,11319.0,13.56,935,-1597,662
2016-09-07,748000.0,740000.0,14878.0,13.38,-288,-1363,325
2016-09-08,739000.0,776000.0,33552.0,14.03,-18055,1025,17030
2016-09-09,777000.0,767000.0,18202.0,13.87,748,-3156,2363
2016-09-12,768000.0,741000.0,16005.0,13.4,2414,-888,-2361
2016-09-13,747000.0,763000.0,21590.0,13.8,-3389,-3082,6471
2016-09-19,758000.0,778000.0,18557.0,14.07,-4274,-302,4519
2016-09-20,774000.0,771000.0,13006.0,13.94,1103,-4545,3444
2016-09-21,771000.0,772000.0,10828.0,13.96,406,-2132,1726
2016-09-22,778000.0,777000.0,10518.0,14.05,-1949,-317,2242
2016-09-23,782000.0,780000.0,7423.0,14.11,-1894,2108,-154
2016-09-26,785000.0,781000.0,5796.0,14.12,-848,1015,-177
2016-09-27,784000.0,815000.0,31770.0,14.74,-12219,2392,9953
2016-09-28,817000.0,824000.0,19815.0,14.9,-3174,-1477,4587
2016-09-29,825000.0,824000.0,17477.0,14.9,-2882,-711,6070
2016-09-30,824000.0,827000.0,10574.0,14.96,-1890,865,950
2016-10-04,830000.0,838000.0,15005.0,15.15,-1119,-1198,2201
2016-10-05,825000.0,820000.0,14195.0,14.83,2049,-2456,298
2016-10-06,812000.0,808000.0,9026.0,14.61,1225,-2869,1642
2016-10-07,818000.0,829000.0,19918.0,14.99,-2526,-1316,4188
2016-10-10,831000.0,830000.0,19025.0,15.01,-1200,1892,-564
2016-10-11,843000.0,817000.0,15678.0,14.77,1250,18,-1248
2016-10-12,820000.0,814000.0,22302.0,14.72,37,1309,-1366
2016-10-13,808000.0,778000.0,29532.0,14.07,7459,-5890,-1619
2016-10-14,773000.0,780000.0,27383.0,14.11,542,-5773,5237
2016-10-17,786000.0,780000.0,15743.0,14.11,-564,-3444,3858
2016-10-18,779000.0,784000.0,14251.0,14.18,-204,-6479,6655
2016-10-19,777000.0,781000.0,15841.0,14.12,131,-3133,3002
2016-10-20,779000.0,760000.0,19403.0,13.74,4231,-1965,-2316
2016-10-21,761000.0,750000.0,24386.0,13.56,7463,-7203,-919
2016-10-24,751000.0,760000.0,14315.0,13.74,-971,-317,1228
2016-10-25,760000.0,744000.0,12026.0,13.45,2579,-2874,434
2016-10-26,744000.0,743000.0,14734.0,13.44,493,-4217,3574
2016-10-27,742000.0,734000.0,9213.0,13.27,2979,770,-3749
2016-10-28,740000.0,730000.0,8824.0,13.2,948,-402,-758
2016-10-31,720000.0,715000.0,20393.0,12.93,3383,-1389,-2234
2016-11-01,713000.0,717000.0,19784.0,12.97,-907,-638,1484
2016-11-02,719000.0,700000.0,14793.0,12.66,1835,-822,-1332
2016-11-03,692000.0,725000.0,12329.0,13.11,-2020,2166,-59
2016-11-04,726000.0,724000.0,8839.0,13.09,539,126,-665
2016-11-07,732000.0,740000.0,6762.0,13.38,-2035,2424,-392
2016-11-08,736000.0,741000.0,7671.0,13.4,-1262,2664,-1502
2016-11-09,741000.0,731000.0,15217.0,13.22,-1341,1267,-36
2016-11-10,743000.0,733000.0,11879.0,13.26,2592,215,-2988
2016-11-11,732000.0,715000.0,31760.0,12.93,11053,669,-11792
2016-11-14,708000.0,705000.0,23442.0,12.75,7354,37,-7231
2016-11-15,710000.0,707000.0,37601.0,12.79,3784,2406,-6504
2016-11-16,705000.0,690000.0,46172.0,12.48,17527,-2650,-14970
2016-11-17,691000.0,695000.0,34501.0,12.57,1520,7134,-8967
2016-11-18,693000.0,694000.0,23915.0,12.55,-1860,2662,-808
2016-11-21,699000.0,683000.0,16223.0,12.35,3972,733,-4706
2016-11-22,683000.0,679000.0,19208.0,12.28,4903,-877,-4250
2016-11-23,729000.0,700000.0,52115.0,12.66,-633,1885,-1587
2016-11-24,700000.0,696000.0,13464.0,12.59,-2190,-525,2720
2016-11-25,692000.0,688000.0,7956.0,12.44,1472,701,-2172
2016-11-28,690000.0,684000.0,15157.0,12.37,-12,-1783,1795
2016-11-29,685000.0,686000.0,14346.0,12.41,321,1780,-2104
2016-11-30,689000.0,680000.0,33970.0,12.3,2203,-524,-2143
2016-12-01,685000.0,663000.0,24814.0,11.99,4642,-2716,-1077
2016-12-02,661000.0,647000.0,27195.0,11.7,-3875,-1699,5652
2016-12-05,650000.0,641000.0,19068.0,11.59,-969,-1064,2742
2016-12-06,643000.0,644000.0,19689.0,11.65,-2077,2139,739
2016-12-07,647000.0,658000.0,22143.0,11.9,-6021,6467,-436
2016-12-08,662000.0,659000.0,16693.0,11.92,-893,3878,-3055
2016-12-09,654000.0,668000.0,13264.0,12.08,-1817,774,804
2016-12-12,674000.0,688000.0,20537.0,12.44,-4345,1952,2492
2016-12-13,690000.0,691000.0,15405.0,12.5,0,2116,-1716
2016-12-14,692000.0,696000.0,12436.0,12.59,-1914,-162,2079
2016-12-15,689000.0,692000.0,5089.0,12.51,276,281,-487
2016-12-16,688000.0,693000.0,13147.0,12.53,223,-2441,2164
2016-12-19,692000.0,691000.0,5164.0,12.5,474,942,-1219
2016-12-20,694000.0,669000.0,17030.0,12.1,2954,-1557,-1554
2016-12-21,665000.0,661000.0,10958.0,11.95,1261,-735,-867
2016-12-22,660000.0,651000.0,14235.0,11.77,2032,-623,-1401
2016-12-23,649000.0,653000.0,6486.0,11.81,-1000,416,584
2016-12-26,653000.0,654000.0,13349.0,11.83,-734,-683,1416
2016-12-27,654000.0,655000.0,9214.0,11.84,-432,521,-86
2016-12-28,650000.0,648000.0,10236.0,11.72,3817,-3975,158
2016-12-29,650000.0,655000.0,10184.0,11.84,-352,-943,1195
2017-01-02,651000.0,624000.0,17914.0,7.76,11655,-9078,-2789
2017-01-03,626000.0,622000.0,12852.0,7.73,3617,-5786,2166
2017-01-04,623000.0,621000.0,24213.0,7.72,5528,-8044,2506
2017-01-05,621000.0,633000.0,21335.0,7.87,-967,-2805,3752
2017-01-06,632000.0,642000.0,10508.0,7.98,-3038,572,2369
2017-01-09,642000.0,623000.0,22037.0,7.74,4134,-10858,6184
2017-01-10,623000.0,620000.0,16109.0,7.71,3558,-7071,3490
2017-01-11,618000.0,619000.0,11782.0,7.69,-1025,-990,2015
2017-01-12,620000.0,626000.0,8255.0,7.78,-665,-409,1074
2017-01-13,622000.0,630000.0,10423.0,7.83,-1725,-928,2672
2017-01-16,631000.0,624000.0,7458.0,7.76,1095,-145,-818
2017-01-17,625000.0,620000.0,6521.0,7.71,1974,492,-2461
2017-01-18,621000.0,627000.0,8121.0,7.79,-2307,54,2277
2017-01-19,625000.0,626000.0,14387.0,7.78,1197,-3541,2374
2017-01-20,631000.0,638000.0,13844.0,7.93,-4190,802,3413
2017-01-23,640000.0,634000.0,6410.0,7.88,454,-258,-187
2017-01-24,635000.0,646000.0,10827.0,8.03,-3548,-717,4435
2017-01-25,648000.0,652000.0,23097.0,8.1,-8089,-1523,9732
2017-01-26,654000.0,644000.0,12225.0,8.0,415,-2848,2433
2017-01-31,645000.0,649000.0,9632.0,8.07,-588,927,-339
2017-02-01,655000.0,638000.0,8833.0,7.93,1767,-1189,-626
2017-02-02,644000.0,633000.0,10006.0,7.87,883,-465,-418
2017-02-03,636000.0,639000.0,10552.0,7.94,-140,449,-317
2017-02-06,647000.0,663000.0,19376.0,8.24,-2881,1988,610
2017-02-07,670000.0,670000.0,24117.0,8.33,-2044,2895,-753
2017-02-08,670000.0,665000.0,13740.0,8.27,-816,-593,1398
2017-02-09,660000.0,642000.0,16544.0,7.98,2616,-5537,2476
2017-02-10,649000.0,652000.0,17637.0,8.1,-1534,-1055,2394
2017-02-13,660000.0,660000.0,11067.0,8.2,-110,-942,1052
2017-02-14,663000.0,663000.0,8311.0,8.24,223,-1236,1015
2017-02-15,661000.0,667000.0,14373.0,8.29,-1420,959,343
2017-02-16,668000.0,679000.0,13807.0,8.44,-1883,-3091,4888
2017-02-17,689000.0,689000.0,27468.0,8.56,-7772,3893,3350
2017-02-20,691000.0,681000.0,16631.0,8.46,736,-2823,2750
2017-02-21,677000.0,679000.0,19196.0,8.44,3612,-2590,-924
2017-02-22,679000.0,675000.0,10693.0,8.39,-1219,-180,1322
2017-02-23,680000.0,688000.0,15312.0,8.55,-3995,1712,2383
2017-02-24,691000.0,729000.0,32207.0,9.06,-13100,11743,2451
2017-02-27,731000.0,725000.0,34825.0,9.01,-5475,8081,-2426
2017-02-28,732000.0,714000.0,22169.0,8.87,2268,-814,-1349
2017-03-02,714000.0,694000.0,30827.0,8.63,2313,-6842,4359
2017-03-03,689000.0,660000.0,31957.0,8.2,556,-8742,8502
2017-03-06,648000.0,651000.0,41419.0,8.09,3180,-4117,477
2017-03-07,650000.0,649000.0,18629.0,8.07,1569,-5223,3666
2017-03-08,649000.0,658000.0,16532.0,8.18,-313,-172,383
2017-03-09,658000.0,676000.0,26647.0,8.4,-6148,6938,-356
2017-03-10,675000.0,677000.0,19540.0,8.41,-993,4044,-3051
2017-03-13,670000.0,668000.0,12595.0,8.3,943,465,-1401
2017-03-14,669000.0,667000.0,11320.0,8.29,436,776,-1212
2017-03-15,667000.0,665000.0,8744.0,8.27,600,2231,-2838
2017-03-16,667000.0,650000.0,19671.0,8.08,3725,1025,-4566
2017-03-17,657000.0,650000.0,21185.0,8.08,4694,-4428,-100
2017-03-20,656000.0,644000.0,21439.0,8.0,4815,-6371,1396
2017-03-21,645000.0,640000.0,16083.0,7.95,5486,-9388,3806
2017-03-22,641000.0,634000.0,14344.0,7.88,4930,-4947,-263
2017-03-23,638000.0,647000.0,12093.0,8.04,-2699,-776,2975
2017-03-24,650000.0,664000.0,26151.0,8.25,-9409,6957,2055
2017-03-27,670000.0,671000.0,14934.0,8.34,-1269,4933,-3842
2017-03-28,675000.0,675000.0,15705.0,8.39,-1063,-561,1624
2017-03-29,673000.0,669000.0,12168.0,8.32,958,-383,-625
2017-03-30,673000.0,670000.0,16055.0,8.33,-606,-807,313
2017-03-31,667000.0,670000.0,15011.0,8.33,206,-1817,1541
2017-04-03,671000.0,665000.0,13685.0,8.27,603,-84,-729
2017-04-04,665000.0,661000.0,38770.0,8.22,306,-277,199
2017-04-05,663000.0,677000.0,27247.0,8.41,-1967,-188,2093
2017-04-06,677000.0,669000.0,27078.0,8.32,1593,-853,-771
2017-04-07,669000.0,668000.0,28000.0,8.3,1118,-1664,568
2017-04-10,668000.0,647000.0,23300.0,8.04,7384,-2231,-5179
2017-04-11,642000.0,644000.0,26300.0,8.0,1361,-47,-953
2017-04-12,643000.0,644000.0,20227.0,8.0,1826,-1525,-304
2017-04-13,640000.0,641000.0,17679.0,7.97,3392,-2548,-855
2017-04-14,640000.0,641000.0,11560.0,7.97,1653,-1101,-552
2017-04-17,642000.0,671000.0,23569.0,8.34,-7004,4360,2571
2017-04-18,671000.0,668000.0,13757.0,8.3,1032,228,-1480
2017-04-19,664000.0,676000.0,17439.0,8.4,-2443,1855,470
2017-04-20,673000.0,705000.0,39513.0,8.76,-12875,7308,5691
2017-04-21,710000.0,715000.0,35706.0,8.89,-4653,-2162,6747
2017-04-24,722000.0,724000.0,33156.0,9.0,-4193,-5683,10026
2017-04-25,728000.0,729000.0,38703.0,9.06,-2470,-8178,10865
2017-04-26,725000.0,695000.0,58691.0,8.64,8477,-5982,-1728
2017-04-27,699000.0,686000.0,40196.0,8.53,4893,-6462,2443
2017-04-28,676000.0,676000.0,23922.0,8.4,3935,-1642,-2221
2017-05-02,676000.0,673000.0,11238.0,8.37,3035,-1154,-1989
2017-05-04,667000.0,698000.0,31724.0,8.68,1515,450,-2232
2017-05-08,698000.0,694000.0,40384.0,8.63,4010,2965,-7236
2017-05-10,705000.0,715000.0,55403.0,8.89,3642,-69,-3795
2017-05-11,719000.0,744000.0,56048.0,9.25,-10049,8126,-98
2017-05-12,749000.0,724000.0,34343.0,9.0,6013,-5324,-663
2017-05-15,723000.0,722000.0,33382.0,8.97,2908,1827,-5003
2017-05-16,700000.0,719000.0,65438.0,8.94,3322,11713,-15084
2017-05-17,729000.0,720000.0,48025.0,8.95,8136,10560,-18741
2017-05-18,717000.0,728000.0,52628.0,9.05,12784,13359,-27127
2017-05-19,730000.0,720000.0,59174.0,8.95,17937,7157,-25666
2017-05-22,727000.0,728000.0,60606.0,9.05,12721,17648,-30243
2017-05-23,735000.0,754000.0,70377.0,9.37,5211,15278,-19145
2017-05-24,756000.0,760000.0,43948.0,9.45,4197,13650,-17325
2017-05-25,764000.0,758000.0,69729.0,9.42,12331,18474,-31065
2017-05-26,761000.0,783000.0,60804.0,9.73,10230,9650,-20399
2017-05-29,794000.0,798000.0,98211.0,9.92,23813,-3700,-20656
2017-05-30,798000.0,798000.0,0.0,9.92,0,0,0
2017-05-31,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-01,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-02,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-05,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-07,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-08,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-09,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-12,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-13,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-14,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-15,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-16,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-19,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-20,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-21,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-22,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-23,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-26,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-27,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-28,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-29,798000.0,798000.0,0.0,9.92,0,0,0
2017-06-30,798000.0,798000.0,0.0,9.92,0,0,0
2017-07-03,798000.0,798000.0,0.0,9.92,0,0,0
2017-07-04,798000.0,798000.0,0.0,9.92,0,0,0
2017-07-05,798000.0,798000.0,0.0,9.92,0,0,0
2017-07-06,798000.0,798000.0,0.0,9.92,0,0,0
2017-07-07,39200.0,32900.0,4263126.0,8.32,1331610,-636675,-700764
2017-07-10,32650.0,30500.0,1828760.0,7.72,494540,-93472,-386274
2017-07-11,30050.0,30400.0,1049643.0,7.69,136058,41826,-187213
2017-07-12,30450.0,30100.0,999738.0,7.62,169891,1116,-166139
2017-07-13,30200.0,28500.0,733742.0,7.21,194195,-39587,-155889
2017-07-14,28500.0,28150.0,728870.0,7.12,151381,5996,-201725
2017-07-17,28400.0,27950.0,466491.0,7.07,92540,7768,-100573
2017-07-18,28300.0,28250.0,379490.0,7.15,30797,10785,-41582
2017-07-19,28200.0,28450.0,607673.0,7.2,60573,36321,-96988
2017-07-20,28850.0,28200.0,393310.0,7.14,42701,8591,-49561
2017-07-21,28250.0,28700.0,272828.0,7.26,-28917,11290,17682
2017-07-24,28950.0,28750.0,210580.0,7.27,5059,1908,-7232
2017-07-25,28750.0,28100.0,272603.0,7.11,25174,-6568,-16711
2017-07-26,28300.0,28100.0,185135.0,7.11,-32140,645,31495
2017-07-27,28100.0,28000.0,129298.0,7.08,-5744,9783,-6039
2017-07-28,28250.0,28250.0,220914.0,7.15,-59575,2125,40900
2017-07-31,27850.0,27600.0,189934.0,6.98,-24651,-7820,33407
2017-08-01,27800.0,28500.0,232564.0,7.21,-63345,5916,57424
2017-08-02,28500.0,28050.0,141171.0,7.1,23333,-10120,-13513
2017-08-03,28000.0,27550.0,196371.0,6.97,141,6471,-11332
2017-08-04,27600.0,27750.0,106066.0,7.02,-3045,544,2840
2017-08-07,27900.0,27550.0,107647.0,6.97,2084,1027,-2578
2017-08-08,27750.0,27750.0,127483.0,7.02,-20637,-11517,32154
2017-08-09,27700.0,27750.0,114774.0,7.02,-12122,12772,-9650
2017-08-10,27700.0,27450.0,127836.0,6.95,14765,6223,-20886
2017-08-11,27250.0,27000.0,152759.0,6.83,-32056,6821,25290
2017-08-14,27000.0,27700.0,122974.0,7.01,-48086,-674,48761
2017-08-16,27600.0,28650.0,355662.0,7.25,-118028,5954,113544
2017-08-17,28650.0,28300.0,122995.0,7.16,8928,-6953,-1927
2017-08-18,28050.0,28200.0,119841.0,7.14,2372,-10494,10271
2017-08-21,28350.0,27700.0,103748.0,7.01,10028,1738,-11766
2017-08-22,27550.0,27200.0,192631.0,6.88,66961,-24043,-41679
2017-08-23,27350.0,26700.0,207875.0,6.76,21209,-5426,-17859
2017-08-24,26850.0,26750.0,127680.0,6.77,3044,2283,-5327
2017-08-25,26900.0,26550.0,106909.0,6.72,14421,-5732,-8727
2017-08-28,26600.0,26700.0,87269.0,6.76,-13946,3219,10727
2017-08-29,26800.0,26750.0,146608.0,6.77,10619,-23519,12900
2017-08-30,26800.0,26700.0,92161.0,6.76,-1328,6477,-5149
2017-08-31,26850.0,27500.0,264732.0,6.96,-31160,-30917,62077
2017-09-01,26900.0,26450.0,199338.0,6.69,108377,-61102,-47275
2017-09-04,26000.0,26150.0,89927.0,6.62,-8088,9329,-1280
2017-09-05,26350.0,25200.0,262201.0,6.38,-2530,-15188,16815
2017-09-06,25300.0,25100.0,142789.0,6.35,-20627,-24232,44359
2017-09-07,25350.0,26200.0,124998.0,6.63,-64908,310,64598
2017-09-08,26150.0,25600.0,72609.0,6.48,3271,-1358,-1913
2017-09-11,25650.0,25850.0,56667.0,6.54,-11692,3729,7963
2017-09-12,26000.0,25700.0,75208.0,6.5,1285,7462,-8747
2017-09-13,25500.0,25800.0,118547.0,6.53,-20002,5937,13865
2017-09-14,25650.0,24900.0,281883.0,6.3,85377,8286,-97155
2017-09-15,24550.0,24250.0,345114.0,6.14,51274,-12426,-53005
2017-09-18,24250.0,22750.0,448687.0,5.76,97122,-15924,-86364
2017-09-19,22900.0,22850.0,225106.0,5.78,5932,-27205,21228
2017-09-20,22950.0,22650.0,217418.0,5.73,21620,19541,-41161
2017-09-21,22600.0,22550.0,148249.0,5.71,11935,-288,-11647
2017-09-22,22450.0,22250.0,205109.0,5.63,-23329,3645,19639
2017-09-25,22050.0,21300.0,177589.0,5.39,-11295,-1619,12360
2017-09-26,21000.0,21950.0,197072.0,5.55,-22720,-29693,55127
2017-09-27,22100.0,22450.0,131489.0,5.68,-16334,152,16182
2017-09-28,21750.0,23250.0,222377.0,5.88,-55265,7542,47723
2017-09-29,23300.0,22700.0,162770.0,5.74,49821,-48988,-833
2017-10-10,22700.0,22850.0,200712.0,5.78,-32928,-29139,60967
2017-10-11,22350.0,22450.0,130305.0,5.68,23564,-23715,-219
2017-10-12,22400.0,23000.0,249266.0,5.82,-26488,-34586,61074
2017-10-13,22850.0,23650.0,159686.0,5.98,-17203,14088,3099
2017-10-16,23650.0,23850.0,183172.0,6.03,10726,-14688,-8568
2017-10-17,23800.0,23650.0,180406.0,5.98,30872,-5306,-25650
2017-10-18,23650.0,22850.0,227482.0,5.78,29897,-22250,-7647
2017-10-19,22700.0,22900.0,205784.0,5.79,4926,-44048,38585
2017-10-20,23000.0,22950.0,154731.0,5.81,18437,-49242,30805
2017-10-23,22700.0,22900.0,151134.0,5.79,8764,-49581,39579
2017-10-24,22950.0,23000.0,126219.0,5.82,1778,-10599,12821
2017-10-25,23000.0,22850.0,54411.0,5.78,-6435,-5851,12286
2017-10-26,22800.0,24000.0,711489.0,6.07,-60733,131958,-71236
2017-10-27,23850.0,24050.0,595154.0,6.09,40308,28695,-69003
2017-10-30,24450.0,25600.0,304801.0,6.48,-69437,-23362,94403
2017-10-31,25700.0,25750.0,465986.0,6.52,7662,2175,-9296
2017-11-01,25500.0,25650.0,260334.0,6.49,-2151,55510,-53559
2017-11-02,25500.0,26200.0,287218.0,6.63,-46822,136164,-89369
2017-11-03,26350.0,27150.0,468417.0,6.87,-138026,130279,7105
2017-11-06,27050.0,28050.0,676911.0,7.1,-234377,173673,65478
2017-11-07,28300.0,27850.0,341457.0,7.05,-37691,120017,-83176
2017-11-08,27750.0,28250.0,273809.0,7.15,-63120,143,62577
2017-11-09,28500.0,28200.0,319222.0,7.14,-55581,40714,14867
2017-11-10,27950.0,28900.0,273160.0,7.31,-126248,120930,5318
2017-11-13,29200.0,29450.0,290285.0,7.45,-31874,133052,-101358
2017-11-14,29500.0,29800.0,357089.0,7.54,-46249,122035,-77776
2017-11-15,30000.0,29850.0,234751.0,7.55,-52318,64769,-8386
2017-11-16,29850.0,29900.0,197257.0,7.57,-76118,65523,16881
2017-11-17,30100.0,31100.0,356428.0,7.87,-58134,42035,16069
2017-11-20,31400.0,30850.0,236248.0,7.81,3675,59014,-63370
2017-11-21,30850.0,30050.0,425135.0,7.6,11960,89819,-100762
2017-11-22,30050.0,29850.0,218500.0,7.55,8133,-6104,17045
2017-11-23,29850.0,29800.0,168543.0,7.54,-36771,10196,26275
2017-11-24,30200.0,30350.0,174817.0,7.68,-43060,14771,28759
2017-11-27,30150.0,29800.0,136889.0,7.54,-11512,28171,-16659
2017-11-28,29750.0,30550.0,303688.0,7.73,-46761,79237,-32976
2017-11-29,30700.0,29800.0,147147.0,7.54,21447,38618,-59565
2017-11-30,29950.0,28850.0,310066.0,7.3,9661,-13374,3713
2017-12-01,28800.0,28300.0,233858.0,7.16,10112,-30611,21344
2017-12-04,28250.0,27950.0,254260.0,7.07,-8090,23011,15535
2017-12-05,28100.0,29000.0,471969.0,7.34,-73299,25028,47586
2017-12-06,29000.0,28550.0,424725.0,7.22,-1570,205214,-204784
2017-12-07,28600.0,28400.0,198843.0,7.19,-17620,72696,-55076
2017-12-08,28150.0,27150.0,402286.0,6.87,6454,16649,-21518
2017-12-11,27200.0,27150.0,202108.0,6.87,25571,43513,-69084
2017-12-12,26850.0,25850.0,387889.0,6.54,63353,6735,-70088
2017-12-13,25650.0,26150.0,204097.0,6.62,-19500,57850,-39531
