Symbol,한국가스공사_시가(원),한국가스공사_종가(원),한국가스공사_거래량(주),한국가스공사_PER(IFRS-연결),한국가스공사_순매수수량(개인)(주),한국가스공사_순매수수량(기관계)(주),한국가스공사_순매수수량(외국인계)(주)
2004-07-19,30400.0,31500.0,56730.0,8.5,-24350,25360,-3850
2004-07-20,31000.0,30550.0,110502.0,8.25,23740,-12800,-9270
2004-07-21,30900.0,30900.0,119023.0,8.34,-11724,33254,-45030
2004-07-22,30250.0,30200.0,110752.0,8.15,24980,-10450,-23850
2004-07-23,30650.0,30700.0,114172.0,8.29,-7680,1230,4570
2004-07-26,30300.0,30500.0,77828.0,8.23,3711,-1901,-11610
2004-07-27,30600.0,30850.0,95361.0,8.33,-25310,10480,9880
2004-07-28,31000.0,30900.0,112289.0,8.34,-3180,-13790,19720
2004-07-29,31500.0,31100.0,254678.0,8.39,-2720,-22300,25660
2004-07-30,30950.0,31100.0,215374.0,8.39,1450,28560,-53850
2004-08-02,30950.0,30100.0,128410.0,8.12,19900,-40830,21480
2004-08-03,30600.0,30800.0,109099.0,8.31,-24228,59659,-36230
2004-08-04,31000.0,30600.0,107375.0,8.26,15081,-971,-29340
2004-08-05,30700.0,30450.0,97892.0,8.22,2839,26161,-72980
2004-08-06,30600.0,29900.0,99460.0,8.07,39660,-18650,-34950
2004-08-09,30250.0,30000.0,201890.0,8.1,40,162090,-166780
2004-08-10,29900.0,30000.0,83120.0,8.1,1631,5209,-26290
2004-08-11,29950.0,29700.0,169185.0,8.02,46640,-7390,-44280
2004-08-12,30100.0,30000.0,164592.0,8.1,3890,68900,-70720
2004-08-13,30200.0,30000.0,204526.0,8.1,20776,22134,-45850
2004-08-16,29900.0,29700.0,134571.0,8.02,28281,-3491,-65510
2004-08-17,29950.0,30000.0,161768.0,8.1,-13499,80809,-94610
2004-08-18,30100.0,30350.0,244274.0,8.19,-11410,20700,-34810
2004-08-19,30350.0,30950.0,263726.0,8.35,-53300,55310,-36360
2004-08-20,30900.0,31200.0,113730.0,8.42,-16250,-22670,32300
2004-08-23,31500.0,31200.0,131792.0,8.42,-940,-30550,31060
2004-08-24,31700.0,31550.0,174111.0,8.52,-15210,17290,-12010
2004-08-25,31300.0,31800.0,94741.0,8.58,-12700,20180,-10440
2004-08-26,31500.0,31550.0,95663.0,8.52,-10730,4470,9210
2004-08-27,31950.0,32200.0,145903.0,8.69,-12520,-51870,72100
2004-08-30,32300.0,31850.0,50320.0,8.6,7230,-6350,-880
2004-08-31,31400.0,32400.0,64862.0,8.75,-21690,-11550,33400
2004-09-01,32550.0,32800.0,97810.0,8.85,-840,16020,-12450
2004-09-02,32450.0,32900.0,94137.0,8.88,-8428,188,-110
2004-09-03,33000.0,34000.0,208380.0,9.18,-59430,-71080,132910
2004-09-06,34200.0,34700.0,132190.0,9.37,-52843,54023,8760
2004-09-07,34250.0,34200.0,104980.0,9.23,-16090,21080,-7670
2004-09-08,33700.0,33000.0,117263.0,8.91,25250,24340,-53770
2004-09-09,32750.0,33500.0,226868.0,9.04,-1841,-53769,3560
2004-09-10,33500.0,33300.0,148883.0,8.99,26645,-24525,-3200
2004-09-13,33400.0,33400.0,122110.0,9.02,-7007,22707,-16670
2004-09-14,33100.0,34000.0,121908.0,9.18,-21665,-23365,45170
2004-09-15,34500.0,33800.0,109866.0,9.12,13020,26050,-35250
2004-09-16,34000.0,33800.0,119600.0,9.12,-12050,69635,-60125
2004-09-17,33600.0,32850.0,123106.0,8.87,50592,-42012,-28860
2004-09-20,33050.0,33900.0,89590.0,9.15,-27410,23410,30640
2004-09-21,33800.0,33700.0,39422.0,9.1,-6330,12700,-9130
2004-09-22,33400.0,32200.0,147351.0,8.69,74082,-23722,-21650
2004-09-23,32350.0,32300.0,97632.0,8.72,-16403,-19137,39240
2004-09-24,32100.0,33700.0,262425.0,9.1,9785,-132515,135130
2004-09-30,33700.0,33600.0,142230.0,9.07,-12560,28060,-10600
2004-10-01,33150.0,33000.0,81198.0,8.91,13965,4405,-2160
2004-10-04,33100.0,34850.0,181911.0,9.41,-110720,22240,93620
2004-10-05,34800.0,34000.0,133390.0,9.18,15745,-1355,-14160
2004-10-06,34000.0,34150.0,171332.0,9.22,-5840,32650,-33060
2004-10-07,33650.0,33700.0,103815.0,9.1,27897,5033,-32630
2004-10-08,33400.0,33650.0,288531.0,9.08,63820,33990,-120940
2004-10-11,33100.0,32800.0,177523.0,8.85,66280,-53940,-9330
2004-10-12,32750.0,32200.0,225655.0,8.69,52611,-19061,-38600
2004-10-13,32100.0,32150.0,97350.0,8.68,37700,-33390,-3950
2004-10-14,32300.0,32600.0,259262.0,8.8,-2172,-30748,34770
2004-10-15,32950.0,33750.0,611379.0,9.11,-120274,-40586,179300
2004-10-18,34300.0,33700.0,133726.0,9.1,-8173,11148,-175
2004-10-19,33800.0,33800.0,159480.0,9.12,-10100,48230,-17650
2004-10-20,34050.0,34050.0,319560.0,9.19,-43992,-36998,72720
2004-10-21,34200.0,34350.0,380768.0,9.27,-56610,-26300,43370
2004-10-22,34350.0,34450.0,167468.0,9.3,-31460,23720,14800
2004-10-25,34500.0,33700.0,192871.0,9.1,7857,-44217,46940
2004-10-26,33700.0,33650.0,120084.0,9.08,-3269,-19301,26060
2004-10-27,33650.0,33300.0,121811.0,8.99,6734,-40952,42770
2004-10-28,33800.0,34100.0,227253.0,9.2,-34125,-23835,34480
2004-10-29,34100.0,34100.0,144292.0,9.2,7570,-21890,13350
2004-11-01,34100.0,34500.0,164451.0,9.31,-24560,24860,-10580
2004-11-02,34700.0,34700.0,142850.0,9.37,-49480,62030,-10180
2004-11-03,34700.0,34700.0,91795.0,9.37,-29700,13250,14500
2004-11-04,34600.0,34850.0,90600.0,9.41,-28666,-9254,39040
2004-11-05,34950.0,35550.0,214330.0,9.6,-40517,32107,4340
2004-11-08,35650.0,34550.0,97791.0,9.33,13370,-20440,12050
2004-11-09,35000.0,34000.0,125824.0,9.18,20024,-8104,-12080
2004-11-10,34200.0,35000.0,206835.0,9.45,-11145,3735,23210
2004-11-11,35100.0,34450.0,273986.0,9.3,11140,-33750,46580
2004-11-12,34700.0,34750.0,267452.0,9.38,-13151,32461,-20200
2004-11-15,34500.0,34750.0,279443.0,9.38,832,-44072,39810
2004-11-16,34700.0,34950.0,109418.0,9.43,956,-34986,63420
2004-11-17,35500.0,35400.0,130386.0,9.55,-30539,5899,43660
2004-11-18,35050.0,35000.0,78213.0,9.45,5350,-18510,11500
2004-11-19,35550.0,34600.0,102159.0,9.34,14547,-9147,-19410
2004-11-22,34850.0,34200.0,120389.0,9.23,9160,-18870,8240
2004-11-23,34450.0,35000.0,153062.0,9.45,-6430,4280,1650
2004-11-24,35000.0,35450.0,114560.0,9.57,-64224,42594,23410
2004-11-25,35000.0,34600.0,93676.0,9.34,-5390,7530,-2420
2004-11-26,34850.0,34150.0,182621.0,9.22,1756,-3826,-2220
2004-11-29,34300.0,34650.0,77120.0,9.35,4425,-10565,2370
2004-11-30,34900.0,34450.0,150981.0,9.3,9650,-3480,3420
2004-12-01,34450.0,34450.0,91409.0,9.3,-1965,24075,-24190
2004-12-02,34700.0,34300.0,145190.0,9.26,13190,1210,-10500
2004-12-03,34300.0,33300.0,181919.0,8.99,56570,51110,-80970
2004-12-06,33250.0,32600.0,131372.0,8.8,77372,-76602,-3790
2004-12-07,32900.0,32600.0,136410.0,8.8,13770,860,-26840
2004-12-08,32950.0,33300.0,151061.0,8.99,-29360,3570,25430
2004-12-09,33600.0,33000.0,288028.0,8.91,22850,30,-34430
2004-12-10,33450.0,32800.0,47515.0,8.85,-9255,15725,-7440
2004-12-13,33100.0,33600.0,137947.0,9.07,-32353,48753,-15900
2004-12-14,33750.0,33700.0,94564.0,9.1,-14788,-552,16250
2004-12-15,34000.0,34450.0,101380.0,9.3,-62340,56020,11210
2004-12-16,34050.0,33650.0,80703.0,9.08,6331,17199,-16580
2004-12-17,33650.0,33950.0,104237.0,9.16,-22447,13557,13030
2004-12-20,34250.0,34900.0,95289.0,9.42,-60100,20460,48260
2004-12-21,34000.0,34050.0,124715.0,9.19,5269,-3679,34010
2004-12-22,34400.0,34300.0,82943.0,9.26,6444,-27254,23750
2004-12-23,34600.0,33200.0,121838.0,8.96,41868,-5608,-22030
2004-12-24,33300.0,33300.0,104564.0,8.99,4557,24753,-10880
2004-12-27,33400.0,33000.0,121338.0,8.91,35173,55807,-90320
2004-12-28,33100.0,32150.0,270017.0,8.68,139902,-66402,-74000
2004-12-29,31550.0,32000.0,216177.0,8.64,-23240,-15920,51110
2004-12-30,32000.0,32100.0,170133.0,8.66,-7071,12870,-26570
2005-01-03,32500.0,31650.0,119782.0,7.42,36720,-41220,1580
2005-01-04,31400.0,30200.0,436968.0,7.08,153506,-6676,-156630
2005-01-05,30100.0,29700.0,551369.0,6.97,124891,59019,-195700
2005-01-06,29500.0,28600.0,455277.0,6.71,232438,49062,-282230
2005-01-07,28600.0,27700.0,468834.0,6.5,195670,-41140,-157010
2005-01-10,27800.0,28150.0,289144.0,6.6,14528,29552,-81220
2005-01-11,28100.0,29350.0,369693.0,6.88,-132761,-9029,131930
2005-01-12,29400.0,29200.0,376171.0,6.85,-28847,-8133,20950
2005-01-13,29300.0,29250.0,287719.0,6.86,2500,-35920,6590
2005-01-14,29000.0,29300.0,226210.0,6.87,-18584,27464,-20250
2005-01-17,29300.0,28750.0,199896.0,6.74,77033,-49613,-23270
2005-01-18,28750.0,28100.0,356933.0,6.59,151307,-17327,-133050
2005-01-19,28300.0,28500.0,186977.0,6.68,5690,-53810,46880
2005-01-20,28750.0,28350.0,186300.0,6.65,-3480,-20610,24540
2005-01-21,28350.0,28350.0,174667.0,6.65,49641,32539,-76070
2005-01-24,28400.0,27850.0,206829.0,6.53,111764,-41784,-69530
2005-01-25,27850.0,27950.0,285014.0,6.56,115509,-29169,-84580
2005-01-26,28050.0,27900.0,164499.0,6.54,-1560,19310,-28700
2005-01-27,27800.0,27600.0,173779.0,6.47,37894,11126,-49070
2005-01-28,27900.0,28000.0,344425.0,6.57,-5013,4170,18320
2005-01-31,28150.0,29700.0,431679.0,6.97,-250290,94340,144770
2005-02-01,29800.0,29250.0,197587.0,6.86,-24070,-72840,100030
2005-02-02,29500.0,29300.0,141236.0,6.87,-12012,-58448,70990
2005-02-03,29450.0,29900.0,181930.0,7.01,-67867,14847,56490
2005-02-04,30000.0,29850.0,170019.0,7.0,-36918,-9190,39828
2005-02-07,29600.0,29900.0,203416.0,7.01,-3283,-46907,50190
2005-02-11,29900.0,29900.0,160246.0,7.01,-4211,-42186,40457
2005-02-14,30300.0,31150.0,307791.0,7.31,-147545,6835,135740
2005-02-15,30650.0,30000.0,233434.0,7.04,88385,-10335,-114230
2005-02-16,30250.0,30500.0,230946.0,7.15,-55301,-2209,62940
2005-02-17,30850.0,31150.0,280949.0,7.31,-74516,-22984,97750
2005-02-18,31150.0,31200.0,103160.0,7.32,-24891,9901,13580
2005-02-21,31200.0,31800.0,225840.0,7.46,-56490,-16640,80950
2005-02-22,31800.0,32050.0,228062.0,7.52,-57666,-49114,119410
2005-02-23,32050.0,32150.0,168850.0,7.54,-59125,34955,34230
2005-02-24,32150.0,31900.0,83848.0,7.48,-11903,30943,-12230
2005-02-25,31850.0,32150.0,95370.0,7.54,-18919,33589,-15930
2005-02-28,31750.0,31600.0,430510.0,7.41,-16788,-74362,114580
2005-03-02,31400.0,32200.0,211310.0,7.55,-12150,-33200,54400
2005-03-03,32150.0,32500.0,122039.0,7.62,-67732,-358,84290
2005-03-04,32750.0,31500.0,100050.0,7.39,50551,14869,-66030
2005-03-07,31500.0,31400.0,133190.0,7.36,-27914,12064,34490
2005-03-08,31150.0,31500.0,178421.0,7.39,-12870,20880,5250
2005-03-09,31850.0,31550.0,159732.0,7.4,-25920,27260,-60
2005-03-10,31900.0,31200.0,211148.0,7.32,20114,19716,3630
2005-03-11,31200.0,31300.0,160521.0,7.34,-33420,59190,-40990
2005-03-14,31500.0,31350.0,62595.0,7.35,-2730,-23830,27700
2005-03-15,31500.0,31500.0,200130.0,7.39,-50990,-17720,61180
2005-03-16,31550.0,31550.0,125210.0,7.4,-47320,40760,3860
2005-03-17,31800.0,32100.0,194581.0,7.53,-76540,-22040,95510
2005-03-18,32400.0,32750.0,211051.0,7.68,-81600,88830,-1680
2005-03-21,32900.0,32000.0,124063.0,7.51,-39610,20790,-1800
2005-03-22,32000.0,31300.0,111231.0,7.34,29457,33823,-65580
2005-03-23,31450.0,31100.0,69538.0,7.29,6272,4128,-12320
2005-03-24,30500.0,30750.0,91911.0,7.21,5190,33940,-45860
2005-03-25,31100.0,31000.0,35847.0,7.27,187,-1457,0
2005-03-28,30800.0,31600.0,60030.0,7.41,-17853,25273,-10650
2005-03-29,30900.0,30700.0,104356.0,7.2,49314,-22804,-25550
2005-03-30,30400.0,30700.0,79241.0,7.2,12590,31420,-34360
2005-03-31,31200.0,31350.0,61990.0,7.35,-30810,13220,16020
2005-04-01,31200.0,31300.0,54025.0,7.34,1535,9745,-11390
2005-04-04,31050.0,31300.0,42991.0,7.34,10390,2720,-13080
2005-04-06,31550.0,30650.0,170001.0,7.19,61660,6120,-60720
2005-04-07,30800.0,30500.0,151615.0,7.15,56180,-4030,-52110
2005-04-08,30550.0,30350.0,112654.0,7.12,42720,2550,-45290
2005-04-11,30050.0,29500.0,425437.0,6.92,64400,146640,-223440
2005-04-12,29500.0,29100.0,122400.0,6.83,27540,63870,-93390
2005-04-13,29000.0,29700.0,126533.0,6.97,-16950,41050,-26070
2005-04-14,29700.0,28850.0,176320.0,6.77,13340,-59090,36810
2005-04-15,29200.0,29600.0,164581.0,6.94,-30580,-2470,33830
2005-04-18,29600.0,29700.0,62330.0,6.97,-27499,37619,-8800
2005-04-19,29800.0,29900.0,70896.0,7.01,2670,21340,-14410
2005-04-20,29900.0,29700.0,121230.0,6.97,24580,-20440,-760
2005-04-21,29350.0,29700.0,45979.0,6.97,90,3160,-2740
2005-04-22,29800.0,29600.0,36523.0,6.94,992,10988,-11970
2005-04-25,29400.0,29150.0,59813.0,6.84,12703,417,-18440
2005-04-26,29200.0,29350.0,104305.0,6.88,-11280,3870,1520
2005-04-27,29400.0,28800.0,150080.0,6.76,42230,13030,-55210
2005-04-28,28800.0,28650.0,120535.0,6.72,2030,21850,10730
2005-04-29,28550.0,27850.0,130329.0,6.53,29660,48630,-76380
2005-05-02,27950.0,27500.0,147336.0,6.45,72100,-77430,-1300
2005-05-03,27500.0,27400.0,94143.0,6.43,6313,31367,-31750
2005-05-04,27300.0,27800.0,108546.0,6.52,-5170,25600,-24710
2005-05-06,27700.0,27850.0,116737.0,6.53,35582,-15092,-20440
2005-05-09,27950.0,27500.0,88363.0,6.45,45750,-36650,-200
2005-05-10,27350.0,27800.0,113008.0,6.52,-5500,38790,-35050
2005-05-11,27800.0,28500.0,116542.0,6.68,-67169,25339,42030
2005-05-12,28550.0,28400.0,137876.0,6.66,-24927,38787,-8810
2005-05-13,28800.0,28600.0,41215.0,6.71,754,2346,-3890
2005-05-16,28400.0,28900.0,49542.0,6.78,-27000,29600,-3300
2005-05-17,29200.0,29350.0,72421.0,6.88,-31720,9440,22100
2005-05-18,29600.0,29250.0,62430.0,6.86,-10820,17780,18020
2005-05-19,29150.0,29650.0,170430.0,6.95,-37071,64621,-15010
2005-05-20,29700.0,29400.0,68743.0,6.9,-10464,15354,-7580
2005-05-23,29900.0,29400.0,105560.0,6.9,-640,20600,-21630
2005-05-24,29350.0,29600.0,46902.0,6.94,-11638,25618,-23250
2005-05-25,29000.0,27850.0,279179.0,6.53,89889,13311,-119150
2005-05-26,28000.0,27550.0,144090.0,6.46,68980,41700,-114760
2005-05-27,27950.0,27850.0,229187.0,6.53,12846,54874,-92840
2005-05-30,27700.0,28300.0,107392.0,6.64,-13680,45470,-36180
2005-05-31,28150.0,28200.0,74928.0,6.61,22618,18942,-43760
2005-06-01,28150.0,28850.0,64987.0,6.77,-32386,30306,-1200
2005-06-02,28600.0,28850.0,104166.0,6.77,-28350,9060,18720
2005-06-03,29050.0,29200.0,91631.0,6.85,7194,2356,-3370
2005-06-07,29450.0,29000.0,63929.0,6.8,-5746,-13244,20560
2005-06-08,28900.0,29600.0,138799.0,6.94,-41330,63340,-22070
2005-06-09,29300.0,30200.0,214246.0,7.08,-38257,42887,23850
2005-06-10,29700.0,30000.0,78121.0,7.04,-1696,-18534,24050
2005-06-13,29700.0,29700.0,47281.0,6.97,4900,-840,-3270
2005-06-14,29600.0,30100.0,89807.0,7.06,-26538,11208,10840
2005-06-15,30100.0,30100.0,56527.0,7.06,-5339,19039,-13580
2005-06-16,30400.0,30250.0,55722.0,7.1,6830,370,-4040
2005-06-17,30100.0,29650.0,95970.0,6.95,14770,33040,-50040
2005-06-20,29650.0,29550.0,56192.0,6.93,26560,-26890,200
2005-06-21,29300.0,30150.0,59751.0,7.07,-22490,37620,-12800
2005-06-22,30400.0,31150.0,141654.0,7.31,-80763,56113,14830
2005-06-23,30900.0,31150.0,56383.0,7.31,-2615,175,3350
2005-06-24,31000.0,31500.0,88500.0,7.39,-20110,-21980,42660
2005-06-27,31100.0,30400.0,84861.0,7.13,51280,-41490,-8480
2005-06-28,30450.0,30900.0,100359.0,7.25,-6699,33799,-33930
2005-06-29,30200.0,30250.0,147425.0,7.1,57953,55447,-111180
2005-06-30,30250.0,29650.0,99939.0,6.95,29581,-4411,-23990
2005-07-01,29600.0,29650.0,56704.0,6.95,-3181,-2319,5010
2005-07-04,29700.0,29500.0,73273.0,6.92,42336,-31396,-6680
2005-07-05,29500.0,29800.0,52195.0,6.99,-6690,6390,-3390
2005-07-06,29800.0,29350.0,120018.0,6.88,30010,-19800,-11680
2005-07-07,29250.0,29400.0,49574.0,6.9,-106,15246,-14480
2005-07-08,29400.0,29400.0,42485.0,6.9,15203,-2663,-6450
2005-07-11,29400.0,29700.0,76866.0,6.97,2300,11270,-12120
2005-07-12,29800.0,30000.0,78214.0,7.04,-19730,-13690,38780
2005-07-13,30000.0,30200.0,62426.0,7.08,-20680,2710,-3270
2005-07-14,29850.0,29800.0,141228.0,6.99,32839,8521,-28380
2005-07-15,29800.0,29600.0,54383.0,6.94,21360,460,-22070
2005-07-18,29600.0,29600.0,54375.0,6.94,22311,1879,-24100
2005-07-19,29500.0,29700.0,69039.0,6.97,3590,40640,-44170
2005-07-20,29700.0,29700.0,101807.0,6.97,-4046,5826,-3980
2005-07-21,29600.0,30000.0,133361.0,7.04,-18215,60015,-41220
2005-07-22,30000.0,30750.0,233888.0,7.21,-41470,75060,-35720
2005-07-25,30700.0,31000.0,75788.0,7.27,-34438,17438,16650
2005-07-26,31000.0,31300.0,67900.0,7.34,-19550,16110,4540
2005-07-27,31400.0,31100.0,80811.0,7.29,460,12040,-10810
2005-07-28,30700.0,30500.0,113387.0,7.15,34108,8142,-38010
2005-07-29,30400.0,30000.0,136927.0,7.04,41389,-40399,6670
2005-08-01,30050.0,30350.0,119309.0,7.12,11610,-21660,4670
2005-08-02,30450.0,30400.0,172501.0,7.13,-3003,-39027,42550
2005-08-03,30450.0,30500.0,109836.0,7.15,6864,-33854,42200
2005-08-04,30500.0,31000.0,124790.0,7.27,-50624,27414,22030
2005-08-05,31000.0,29950.0,167853.0,7.02,9150,47980,-55130
2005-08-08,30200.0,29700.0,67417.0,6.97,19743,-633,-17830
2005-08-09,29500.0,29600.0,154674.0,6.94,61290,1640,-63950
2005-08-10,29450.0,29550.0,116562.0,6.93,20478,-7810,-63490
2005-08-11,29600.0,30150.0,124702.0,7.07,-27060,18920,-6930
2005-08-12,30200.0,30200.0,80958.0,7.08,20302,-18340,-7410
2005-08-16,30500.0,30850.0,99590.0,7.24,-30580,-4480,35120
2005-08-17,30750.0,30450.0,66838.0,7.14,-16920,25340,-14060
2005-08-18,30350.0,30000.0,150220.0,7.04,30981,-42541,8180
2005-08-19,29600.0,30300.0,88191.0,7.11,-8700,11040,-5600
2005-08-22,30300.0,30700.0,72935.0,7.2,-19640,50170,-33680
2005-08-23,30700.0,30400.0,86087.0,7.13,18350,5710,-24850
2005-08-24,30200.0,29700.0,160190.0,6.97,85480,-55050,-30520
2005-08-25,30000.0,30000.0,131051.0,7.04,20270,11950,-27510
2005-08-26,29750.0,30050.0,97064.0,7.05,-320,1080,1530
2005-08-29,29650.0,29950.0,55580.0,7.02,3190,-600,-930
2005-08-30,30150.0,29750.0,70892.0,6.98,24470,-31910,1700
2005-08-31,29750.0,29900.0,75422.0,7.01,2072,-27402,25330
2005-09-01,29900.0,30600.0,83801.0,7.18,-46220,42990,3160
2005-09-02,30550.0,30250.0,69069.0,7.1,9030,9680,-18670
2005-09-05,30250.0,30200.0,102334.0,7.08,18870,-11620,-7080
2005-09-06,30350.0,30700.0,251989.0,7.2,-50360,55700,-12510
2005-09-07,30800.0,31250.0,138961.0,7.33,-30710,28870,-1670
2005-09-08,31350.0,31950.0,281310.0,7.49,-58541,70481,12000
2005-09-09,31550.0,32900.0,110420.0,7.72,-52690,22270,31770
2005-09-12,32550.0,32650.0,118066.0,7.66,-14322,5332,9630
2005-09-13,32650.0,32550.0,79121.0,7.63,-25604,-10796,35640
2005-09-14,32500.0,33250.0,113860.0,7.8,-79100,9170,33440
2005-09-15,33000.0,32850.0,98290.0,7.7,17160,-23400,-3990
2005-09-16,32850.0,33000.0,58410.0,7.74,-12460,28440,620
2005-09-20,33200.0,32600.0,127554.0,7.65,-2273,-26367,30410
2005-09-21,32600.0,33550.0,136690.0,7.87,-76116,58086,6560
2005-09-22,33550.0,33750.0,83429.0,7.92,-44406,16466,17980
2005-09-23,33750.0,33950.0,105095.0,7.96,-35560,-3190,26790
2005-09-26,33600.0,34000.0,111857.0,7.97,-50568,54488,-630
2005-09-27,34100.0,34200.0,87311.0,8.02,-141,-6439,100
2005-09-28,34200.0,34000.0,116230.0,7.97,9760,1650,3080
2005-09-29,33700.0,34350.0,75450.0,8.06,-38591,24621,5750
2005-09-30,34400.0,34900.0,155690.0,8.19,-71154,19694,43010
2005-10-04,34950.0,36750.0,243634.0,8.62,-98649,16139,58600
2005-10-05,36650.0,36500.0,138560.0,8.56,-3771,-34129,39440
2005-10-06,36500.0,37200.0,202428.0,8.73,-32370,-20420,51850
2005-10-07,37200.0,38950.0,377240.0,9.14,-112320,-22170,147470
2005-10-10,38500.0,39000.0,168290.0,9.15,-80030,76590,-10330
2005-10-11,38700.0,38650.0,99734.0,9.07,-35670,47690,-16240
2005-10-12,38200.0,37700.0,143460.0,8.84,-10251,-21499,28180
2005-10-13,37800.0,36300.0,201186.0,8.51,20997,-38647,-2760
2005-10-14,36600.0,36950.0,169834.0,8.67,-16770,-18780,21970
2005-10-17,36950.0,36400.0,95449.0,8.54,-19190,48240,-26500
2005-10-18,36500.0,38000.0,124168.0,8.91,-65220,67810,12990
2005-10-19,37850.0,38000.0,121260.0,8.91,-27505,65795,-50690
2005-10-20,37900.0,38100.0,104477.0,8.94,-24830,44180,-19970
2005-10-21,38000.0,38000.0,113322.0,8.91,-53749,69059,-9230
2005-10-24,37900.0,37200.0,65164.0,8.73,28980,-4250,-23470
2005-10-25,37200.0,37200.0,116260.0,8.73,-18350,48270,-36260
2005-10-26,37800.0,37800.0,110911.0,8.87,-42360,41180,-4010
2005-10-27,37500.0,36950.0,121160.0,8.67,25980,10400,-37680
2005-10-28,36700.0,35700.0,121040.0,8.37,25077,-18337,-6700
2005-10-31,35650.0,36000.0,86740.0,8.44,-9370,33690,-22760
2005-11-01,35500.0,36050.0,91593.0,8.46,13324,-25184,10900
2005-11-02,35900.0,35900.0,83085.0,8.42,7560,4600,-16090
2005-11-03,36350.0,36200.0,126713.0,8.49,15136,-14596,290
2005-11-04,36150.0,35900.0,97768.0,8.42,15726,29754,-45820
2005-11-07,35900.0,35600.0,83893.0,8.35,12345,8985,-20560
2005-11-08,35600.0,35250.0,106005.0,8.27,21650,10060,-33770
2005-11-09,34950.0,34600.0,156358.0,8.12,32410,10620,-54390
2005-11-10,34500.0,34350.0,189391.0,8.06,35422,-12332,-56320
2005-11-11,34500.0,34700.0,289834.0,8.14,39173,43897,-102640
2005-11-14,34700.0,34000.0,195558.0,7.97,101970,-5960,-96930
2005-11-15,33950.0,34350.0,172850.0,8.06,41115,7825,-47700
2005-11-16,34200.0,34400.0,163642.0,8.07,53630,-6670,-49630
2005-11-17,34100.0,33900.0,188656.0,7.95,67580,-11780,-55870
2005-11-18,33950.0,33350.0,183926.0,7.82,38380,9730,-47400
2005-11-21,33350.0,34150.0,188760.0,8.01,-44030,38270,5650
2005-11-22,34300.0,33950.0,130990.0,7.96,16600,-28130,12160
2005-11-23,34000.0,35000.0,236722.0,8.21,-48272,50932,13770
2005-11-24,35150.0,35000.0,102435.0,8.21,-20588,38988,-20410
2005-11-25,34750.0,34750.0,80566.0,8.15,-5400,30590,-25660
2005-11-28,35050.0,34450.0,86392.0,8.08,-9970,8310,280
2005-11-29,34200.0,33850.0,156687.0,7.94,22620,9110,-31730
2005-11-30,33800.0,34050.0,185288.0,7.99,-35730,85370,-55190
2005-12-01,34100.0,35000.0,89380.0,8.21,-40530,28980,12780
2005-12-02,34850.0,34500.0,193362.0,8.09,53310,37650,-100150
2005-12-05,34500.0,34900.0,178033.0,8.19,-11212,-10458,21690
2005-12-06,34700.0,34750.0,111526.0,8.15,-3905,-8585,12070
2005-12-07,34700.0,34200.0,90461.0,8.02,29580,-38890,9500
2005-12-08,34000.0,34200.0,184991.0,8.02,42900,42740,-41730
2005-12-09,34050.0,34050.0,66730.0,7.99,-6442,29253,-24800
2005-12-12,34400.0,34750.0,211390.0,8.15,-8420,81090,-73870
2005-12-13,34500.0,34550.0,81203.0,8.1,4250,12640,-17770
2005-12-14,34550.0,34100.0,319293.0,8.0,71040,-72800,4520
2005-12-15,34150.0,34700.0,100310.0,8.14,-23040,-15000,39080
2005-12-16,34450.0,34000.0,97088.0,7.97,10928,-4087,-6731
2005-12-19,34300.0,35000.0,106420.0,8.21,-27530,43300,-17290
2005-12-20,35050.0,34400.0,62866.0,8.07,32550,-2720,-29960
2005-12-21,34400.0,34650.0,271912.0,8.13,12108,-5408,-6480
2005-12-22,34550.0,34300.0,79833.0,8.05,36611,-34471,-120
2005-12-23,34400.0,34400.0,76977.0,8.07,-590,-10380,9400
2005-12-26,34600.0,35100.0,187189.0,8.23,-18691,39601,-27700
2005-12-27,35300.0,35050.0,231573.0,8.22,44261,-37951,-3110
2005-12-28,33700.0,33300.0,193888.0,7.81,50158,-79268,23970
2005-12-29,33300.0,33150.0,129563.0,7.78,-3482,-39638,48730
2006-01-02,33100.0,32750.0,184073.0,10.41,2211,-48481,52240
2006-01-03,32550.0,32300.0,108455.0,10.26,29649,-39369,14570
2006-01-04,32350.0,31900.0,245534.0,10.14,71824,-56494,-5850
2006-01-05,32000.0,31800.0,159955.0,10.11,32800,20640,-33910
2006-01-06,31600.0,31350.0,207920.0,9.96,86100,-500,-82440
2006-01-09,31350.0,31900.0,268744.0,10.14,58060,46810,-116580
2006-01-10,31950.0,31700.0,196904.0,10.07,-1810,77720,-74060
2006-01-11,31700.0,32800.0,302623.0,10.42,-75612,187372,-122600
2006-01-12,32400.0,32600.0,292672.0,10.36,-44521,112291,-60150
2006-01-13,32950.0,32900.0,133580.0,10.45,-11490,21320,-9330
2006-01-16,32550.0,32300.0,119397.0,10.26,10060,26280,-25320
2006-01-17,32300.0,31700.0,257840.0,10.07,89660,-24090,-60060
2006-01-18,31650.0,31500.0,174872.0,10.01,-19890,51780,-36100
2006-01-19,31600.0,31250.0,157983.0,9.93,-10068,6868,1000
2006-01-20,31250.0,30600.0,353656.0,9.72,-5579,185789,-184620
2006-01-23,30600.0,30600.0,149755.0,9.72,-49492,82532,-27910
